0.6957534827448727+0.j,-0.2963125265891904+0.5132283509715816j,-0.1784677022257923-0.30911512776514555j,0.1755309158327614+3.153479365579338e-17j,-0.03737818814770668+0.06474092096669676j,-0.014238290908172656-0.024661443265901063j,0.00990231758317134+3.557977695472841e-18j,-0.0015939784786248284+0.0027608517111495415j,-0.00048002303471957736-0.000831424284937708j,0.00027258091027225836+1.1219981875194788e-19j,-0.00003671047975573359+0.00006358441610715923j,-9.427973126214448e-6-0.000016329728466997423j,4.636415263523004e-6+3.3317982292548425e-21j,-5.476527507848909e-7+9.485623892642858e-7j,-1.2467112369339037e-7-2.1593672047365667e-7j,5.4837147834470814e-8+5.488316936853314e-23j,-5.838610308378214e-9+1.0112769699706436e-8j,-1.206173124217265e-9-2.089153133868394e-9j,4.8431509897882e-10+3.987077911654161e-25j,-4.732011931294684e-11+8.196085087024504e-11j,-9.012711128809895e-12-1.5610473589040222e-11j,3.3504289924153626e-12+3.377098163615986e-27j,-3.042171548735681e-13+5.269195687750686e-13j,-5.403117357889311e-14-9.358473783121623e-14j,1.8788555579467512e-14+2.700348120343274e-29j,-1.6003611948155914e-15+2.7719068998822293e-15j,-2.673350833357013e-16-4.63037946983096e-16j,8.764531140537364e-17+1.2144609315382337e-31j,-7.054143586040941e-18+1.2218135094908975e-17j,-1.1157577569129195e-18-1.93254912391227e-18j,3.4702750787882164e-19+6.946374945664469e-34j,-2.6544691182929206e-20+4.597675380005877e-20j,-3.996937031520183e-21-6.922898013246516e-21j,1.1852909007400966e-21+2.2527110575354846e-36j,-8.657253099959786e-23+1.499480222311345e-22j,-1.2464380858285474e-23-2.158894093143951e-23j,3.538947128148117e-24+5.8268090154126465e-39j,-2.4778090507091893e-25+4.291691167282308e-25j,-3.4237390398027387e-26-5.930089968795451e-26j,9.339485785820851e-27+1.7429585680566082e-41j,-6.289086853640748e-28+1.089301796371922e-27j,-8.366046659939618e-29-1.449041787350739e-28j,2.1991266990355367e-29+4.4332631753630023e-44j,-1.4282710916354032e-30+2.4738380976943703e-30j,-1.8340405190134114e-31-3.1766513620712364e-31j,4.657547398837063e-32+9.310939400216018e-47j,-2.9246438697393226e-33+5.065631776433336e-33j,-3.6336967419867084e-34-6.293747376418509e-34j,8.934755547147924e-35+2.56826026305438e-49j,-5.435997614285101e-36+9.415424057764938e-36j,-6.548153834018457e-37-1.1341735136296985e-36j,1.562026507547708e-37+4.46688901954183e-52j,-9.225318107155402e-39+1.5978719677578197e-38j,-1.0793642609395136e-39-1.869513739821282e-39j,2.502221595901673e-40+6.934427687109606e-55j,-1.436941361783276e-41+2.488855446105829e-41j,-1.635571938589574e-42-2.8328936970710905e-42j,3.690513828124186e-43+1.4051579115337524e-57j,-2.0637993095648417e-44+3.5746052607918437e-44j,-2.288579878978488e-45-3.963936627570609e-45j,5.033210154710097e-46+2.014973690624593e-60j,-2.744572890604869e-47+4.753739691603767e-47j,-2.9689545062358845e-48-5.142380050161169e-48j,6.3721777549649726e-49+2.5941393541425353e-63j,-3.3922864514454102e-50+5.875612487730932e-50j,-3.5839377509303155e-51-6.207562275775495e-51j,7.515244320501064e-52+2.856627680226448e-66j,-3.910212190834405e-53+6.772686182900339e-53j,-4.038968697571102e-54-6.995698994373506e-54j,8.28324593392887e-55+3.243655263662946e-69j,-4.216442271367704e-56+7.303092241189916e-56j,-4.2622763333006387e-57-7.382479165175152e-57j,8.557166225939498e-58+2.8178422285602475e-72j,-4.265433357574378e-59+7.387947291617872e-59j,-4.2234943687314846e-60-7.315306832124029e-60j,8.307988788021835e-61+2.780466665211983e-75j,-4.058669877614224e-62+7.029822439177132e-62j,-3.939698472158573e-63-6.823757920280187e-63j,7.59924238015948e-64+2.836379843812511e-78j,-3.641257345252631e-65+6.306842725410871e-65j,-3.467616002971401e-66-6.00608709828543e-66j,6.563615064270186e-67+2.5088412818962475e-81j,-3.0869585608280865e-68+5.3467690682138986e-68j,-2.886133207058038e-69-4.998929352036274e-69j,5.3645258539295605e-70+2.162890835888521e-84j,-2.4780867323449547e-71+4.292172125983759e-71j,-2.2761029161380355e-72-3.9423258940067984e-72j,4.1570656478847907e-73+1.699809341571305e-87j,-1.8872966519885463e-74+3.26889369019877e-74j,-1.7040007614034984e-75-2.951415894886938e-75j,3.059871184316267e-76+1.223402479027897e-90j,-1.3660829478102724e-77+2.366125072960833e-77j,-1.2131312073275025e-78-2.1012048873386284e-78j,2.1429938004008873e-79+8.903998510730439e-94j,-9.413510481608564e-81+1.6304678431728041e-80j,-8.226487198073792e-82-1.4248693794878886e-81j,1.430320699208042e-82+8.222800939132069e-97j,-6.185035251267938e-84+1.0712795301800463e-83j,-5.321741310410592e-85-9.217526334369443e-85j,9.111518816618317e-86+5.242477565569864e-100j
0.2963125265891904+0.5132283509715816j,0.19097059287831558+0.j,-0.2670349615427518+0.46251812078924726j,-0.23435875146973215-0.4059212647439835j,0.2873862589573404+5.163002957475971e-17j,-0.07145235689916925+0.1237591124699057j,-0.030659276884701502-0.053103425287625065j,0.023483649384445873+8.437853059788819e-18j,-0.0040995805997957446+0.007100681888569915j,-0.0013239803741331108-0.002293201276222601j,0.0007994384243559091+3.2906503330143367e-19j,-0.00011372438042229636+0.00019697640495070846j,-0.00003068486685989097-0.00005314774842481769j,0.000015783879705206546+1.1342535011115209e-20j,-1.9429372802031454e-6+3.36526608523153e-6j,-4.5949474458395293e-7-7.958682434302925e-7j,2.0940223295002514e-7+2.0957797170335208e-22j,-2.3045819536106573e-8+3.9916530338599914e-8j,-4.911095554432556e-9-8.506267021102849e-9j,2.030468434297222e-9+1.671563794266819e-24j,-2.039452097401398e-10+3.5324346523021247e-10j,-3.987452602691448e-11-6.906470500634361e-11j,1.5196656137211953e-11+1.5317620415254493e-26j,-1.4129518471015428e-12+2.4473043878281585e-12j,-2.5669580496999486e-13-4.4461017629782367e-13j,9.121648428414423e-14+1.3109909425405206e-28j,-7.932563762562401e-15+1.3739603471037775e-14j,-1.3517868216668674e-15-2.3413634561290714e-15j,4.51758316307234e-16+6.259808047404455e-31j,-3.7037351813321366e-17+6.415057511847562e-17j,-5.9634623361350684e-18-1.0329019755209374e-17j,1.886947210825998e-18+3.777061625227169e-33j,-1.467549602027788e-19+2.5418704733396023e-19j,-2.2455854908161867e-20-3.889468162833147e-20j,6.763893680404278e-21+1.285515486225959e-35j,-5.015531590340383e-22+8.687155541436237e-22j,-7.327909274462413e-23-1.2692311176624148e-22j,2.1104468090216407e-23+3.474810458609788e-38j,-1.4982615458682413e-24+2.595065120470472e-24j,-2.0983486673403974e-25-3.6344465038280283e-25j,5.799671779312748e-26+1.0823494838458945e-40j,-3.955720596889774e-27+6.851509054359745e-27j,-5.32815990859063e-28-9.228643672530557e-28j,1.4177325166001728e-28+2.85803512872393e-43j,-9.317859730848427e-30+1.6139006471629462e-29j,-1.2104758823931998e-30-2.0966057296418007e-30j,3.1090795975246295e-31+6.215385318510753e-46j,-1.9740839188895698e-32+3.4192136459213965e-32j,-2.4794469672674238e-33-4.294528121979767e-33j,6.161724003397748e-34+1.771163276524816e-48j,-3.7880552730392355e-35+6.561104194783109e-35j,-4.609792479537496e-36-7.984394786907909e-36j,1.1106775524590227e-36+3.17617744600232e-51j,-6.624195466366154e-38+1.1473443107013517e-37j,-7.825108634161137e-39-1.3553485729113083e-38j,1.8312182020879017e-39+5.074870356205021e-54j,-1.0613770679437804e-40+1.8383590076670997e-40j,-1.2191123070549395e-41-2.111564455951683e-41j,2.7754537646925328e-42+1.0567500887907842e-56j,-1.5657407900046783e-43+2.711942599771111e-43j,-1.7512905520204491e-44-3.0333242149147904e-44j,3.8843076556401163e-45+1.5550270089720368e-59j,-2.1357900586679168e-46+3.6992968959133105e-46j,-2.329396291597846e-47-4.0346327280100354e-47j,5.039952944168235e-48+2.0517852417576233e-62j,-2.7044217060214728e-49+4.684195799921251e-49j,-2.8795983266433625e-50-4.987610607136669e-50j,6.084880214776472e-51+2.312930426623016e-65j,-3.1900406721090107e-52+5.525312522303927e-52j,-3.3197420894558994e-53-5.749961966962534e-53j,6.858431605351189e-54+2.6857089545110112e-68j,-3.5165324272530186e-55+6.09081283046568e-55j,-3.5802175196988588e-56-6.201118646266707e-56j,7.23858228372639e-57+2.383637561248014e-71j,-3.633289867950984e-58+6.293042649916274e-58j,-3.622270752378555e-59-6.273956981890449e-59j,7.173595282630673e-60+2.4008148135483612e-74j,-3.5279110178911734e-61+6.110521127569494e-61j,-3.447083275946149e-62-5.97052337185975e-62j,6.69232376909603e-63+2.497876932638775e-77j,-3.2273033112328205e-64+5.589853306490469e-64j,-3.0929008040005946e-65-5.357061335299707e-65j,5.891018380777543e-66+2.2517515060502176e-80j,-2.7877697472064972e-67+4.828558841965055e-67j,-2.6223379466158895e-68-4.542022558154605e-68j,4.903633040058589e-69+1.9770662410236854e-83j,-2.2786958319284764e-70+3.9468169558955154e-70j,-2.105303054346087e-71-3.646491855457399e-71j,3.8675222238277563e-72+1.5814160664366879e-86j,-1.7659578571116123e-73+3.058728732542744e-73j,-1.6035254614458345e-74-2.7773875704545393e-74j,2.8956591824612357e-75+1.1577469798077656e-89j,-1.2999675910166673e-76+2.2516099158337657e-76j,-1.160774632042988e-77-2.010520638835543e-77j,2.0616732003743473e-78+8.566116757926224e-93j,-9.105083955062094e-80+1.5770468017347568e-79j,-7.999362871638691e-81-1.3855302921858428e-80j,1.3981660075152799e-81+8.037946151534334e-96j,-6.077543281491621e-83+1.0526613748742226e-82j,-5.256260951890188e-84-9.104111026514276e-84j
-0.1784677022257923+0.30911512776514555j,0.2670349615427518+0.46251812078924726j,-0.13069732004498708+0.j,-0.18589647754978225+0.32198214406430997j,-0.2448875991027205-0.4241577637894706j,0.36832670680218244+6.617128750123495e-17j,-0.105293167879237+0.18237311645671775j,-0.05028620670610507-0.08709826493488482j,0.04202898085059915+1.5101331094856225e-17j,-0.007899096301104335+0.013681636127392082j,-0.0027197610335086826-0.004710764294483083j,0.0017378579265005254+7.153374907114305e-19j,-0.00026008534603114174+0.0004504810336300695j,-0.00007347808756269213-0.00012726778090157772j,0.00003941977565106245+2.8327647815574353e-20j,-5.0442012626432e-6+8.736812870501091e-6j,-1.2365863876551743e-6-2.14183045136683e-6j,5.827463865666355e-7+5.832354507090673e-22j,-6.61795278414375e-8+1.1462630464228858e-7j,-1.4525542099424509e-8-2.5158976923684002e-8j,6.17523440411492e-9+5.083702891742835e-24j,-6.368417627967426e-10+1.103042289545683e-9j,-1.2767240269904683e-10-2.2113508819914348e-10j,4.98323391946034e-11+5.022900099173952e-26j,-4.740002046702527e-12+8.209924372869224e-12j,-8.800870828435114e-13-1.524355542570045e-12j,3.1933021629228125e-13+4.58951059695091e-28j,-2.833192523194833e-14+4.9072333977976993e-14j,-4.9218771454725095e-15-8.524941284570488e-15j,1.6756295569664863e-15+2.3218431197698377e-30j,-1.3985328021368617e-16+2.422329869352706e-16j,-2.2909924785879022e-17-3.968115372672418e-17j,7.37100913817905e-18+1.475439036941992e-32j,-5.825964059535201e-19+1.009086575418515e-18j,-9.055093032690264e-20-1.5683881199882558e-19j,2.7691230906272715e-20+5.262871926240094e-35j,-2.0837741712523193e-21+3.6092027361087324e-21j,-3.088297324203117e-22-5.349087874398836e-22j,9.018745127986075e-23+1.4849192010098528e-37j,-6.48976124757016e-24+1.1240596209783056e-23j,-9.209444709781597e-25-1.5951226146838205e-24j,2.5782628272962946e-25+4.811619599400642e-40j,-1.7806476388161014e-26+3.08417218080703e-26j,-2.427871417808122e-27-4.205196649887972e-27j,6.537512838819536e-28+1.3179101931467731e-42j,-4.3469425320799093e-29+7.529125323144472e-29j,-5.711609161999409e-30-9.892797261558922e-30j,1.4834026166674409e-30+2.9654817626463837e-45j,-9.521660645613291e-32+1.6492000010631218e-31j,-1.2087077416154023e-32-2.093543219979722e-32j,3.0352314285830523e-33+8.724653098866225e-48j,-1.8851095740438642e-34+3.2651055600784756e-34j,-2.3170943759250328e-35-4.013325185034283e-35j,5.637768180209334e-36+1.612218784842244e-50j,-3.3949026547012865e-37+5.8801438846930504e-37j,-4.048374862300566e-38-7.011990949589286e-38j,9.562043391052284e-39+2.6499371016883344e-53j,-5.592776418663425e-40+9.686972912498093e-40j,-6.481538525843871e-41-1.1226354037976766e-40j,1.488596477735127e-41+5.667809999330003e-56j,-8.470436056534987e-43+1.467122561218183e-42j,-9.554843144878607e-44-1.654947378528109e-43j,2.136963438983435e-44+8.55502745767286e-59j,-1.1846793483323157e-45+2.0519248219891394e-45j,-1.3025278261215042e-46-2.2560443731147065e-46j,2.8406380246672736e-47+1.1564352367479736e-61j,-1.536228300065992e-48+2.660825467739441e-48j,-1.648363548792459e-49-2.855049415853105e-49j,3.5096374388063965e-50+1.334052098333506e-64j,-1.8537299819943966e-51+3.2107545123280066e-51j,-1.943331893488324e-52-3.365949575490838e-52j,4.0440224114214703e-53+1.583608006548271e-67j,-2.0883559672356387e-54+3.617138639541739e-54j,-2.1411978165141795e-55-3.7086634072581346e-55j,4.359291425827213e-56+1.435498054140918e-70j,-2.203109792180555e-57+3.815898094709202e-57j,-2.2113145339579653e-58-3.830109124330719e-58j,4.408601917477211e-59+1.4754438149228275e-73j,-2.1824180969726514e-60+3.780059027314381e-60j,-2.146304462826723e-61-3.717508378127744e-61j,4.193721384506356e-62+1.565285881213029e-76j,-2.0352148482342352e-63+3.525095521460246e-63j,-1.9626821408150654e-64-3.3994651869997763e-64j,3.7614418973059316e-65+1.4377535274403784e-79j,-1.790887062327068e-66+3.1019073825682243e-66j,-1.6947880042430843e-67-2.935458931407307e-67j,3.1880782555498363e-68+1.2853820506752182e-82j,-1.490222975704496e-69+2.581141908526644e-69j,-1.3848531040366352e-70-2.3986359372109434e-70j,2.5586865440286676e-71+1.0462378172703958e-85j,-1.1749825824278492e-72+2.0351295307735025e-72j,-1.0729168462982476e-73-1.8583464900851496e-73j,1.9482723167314553e-74+7.789612825297049e-89j,-8.794684169160151e-76+1.523283981750692e-75j,-7.895783121339843e-77-1.3675897531705518e-76j,1.409942293002052e-77+5.85821763682081e-92j,-6.260007404100332e-79+1.0842650879659022e-78j,-5.5288061473800604e-80-9.576173152461504e-80j,9.713952512861064e-81+5.58447471882809e-95j,-4.2442724949423056e-82+7.351295602407095e-82j
-0.1755309158327614+3.153479365579338e-17j,-0.23435875146973215+0.4059212647439835j,0.18589647754978225+0.32198214406430997j,-0.3135347665265604+0.j,-0.09422584473030028+0.16320395045897623j,-0.22558211007320708-0.39071967592538975j,0.4173321145487336+7.497529455591175e-17j,-0.13610861120676065+0.23574702995774802j,-0.07178268910229815-0.12433126462910123j,0.0650272179937921+2.3364771860454187e-17j,-0.013084207841881806+0.0226625127589304j,-0.004780630755921859-0.008280295361483076j,0.0032199103575855877+1.3253802629016713e-18j,-0.0005052763396349585+0.0008751642921101753j,-0.00014903803556702092-0.00025814144986233795j,0.00008318410191906914+5.977735550493228e-20j,-0.000011040964995679687+0.000019123512337106675j,-2.8003751526093237e-6-4.850392044572807e-6j,1.362340790041073e-6+1.3634841210775926e-21j,-1.594049013342023e-7+2.760973880863417e-7j,-3.598638406805964e-8-6.233024558656663e-8j,1.5711772347326183e-8+1.293456689891521e-23j,-1.661789905451238e-9+2.878304547746619e-9j,-3.412557956239226e-10-5.910723763979762e-10j,1.3628513721986192e-10+1.3736995700408803e-25j,-1.3250404910605495e-11+2.295037452602881e-11j,-2.5123873545669256e-12-4.351582546403489e-12j,9.30124941405706e-13+1.3368037402268897e-27j,-8.4135018861426e-14+1.4572612736375512e-13j,-1.4890723896920226e-14-2.579149035094594e-14j,5.161253998865081e-15+7.151713239258125e-30j,-4.382989328410856e-16+7.591560205839761e-16j,-7.301107226840829e-17-1.264588866839668e-16j,2.3873862183122988e-17+4.7787796171766433e-32j,-1.9167813277408698e-18+3.3199626466465023e-18j,-3.0248141925782166e-19-5.239131865000925e-19j,9.387575321201962e-20+1.7841607251278461e-34j,-7.166100506391948e-21+1.2412050169215859e-20j,-1.0769572316877574e-21-1.8653446428619312e-21j,3.187925114159173e-22+5.248857957751783e-37j,-2.3244362614850936e-23+4.026041703847623e-23j,-3.341193523685356e-24-5.787116940943148e-24j,9.47184154473226e-25+1.767659136087506e-39j,-6.622027186580108e-26+1.1469687536259086e-25j,-9.137291278500313e-27-1.5826252737918597e-26j,2.4892137235523617e-27+5.01805536764782e-42j,-1.6740789737544256e-28+2.8995898384254164e-28j,-2.2242452254224768e-29-3.852505738924238e-29j,5.8399607030135026e-30+1.167471107625842e-44j,-3.788692447010567e-31+6.562207812474726e-31j,-4.8598965671316347e-32-8.417587773801604e-32j,1.2329170874642258e-32+3.543971568853812e-47j,-7.73438874685727e-34+1.3396354275045684e-33j,-9.600524567788802e-35-1.662859633072355e-34j,2.3585120903646804e-35+6.744579370452756e-50j,-1.4337016898312037e-36+2.4832441696849842e-36j,-1.7255861123591304e-37-2.9888028194412916e-37j,4.11299064215623e-38+1.1398365449528975e-52j,-2.4272518536504316e-39+4.204123533288256e-39j,-2.8377728664544664e-40-4.915166785039549e-40j,6.573895327882183e-41+2.5030013325444133e-55j,-3.7725431052822e-42+6.534236332092376e-42j,-4.291144600602467e-43-7.432480470868396e-43j,9.676278238144016e-44+3.8737595835885566e-58j,-5.407744825388009e-45+9.36648879193963e-45j,-5.9930897326663994e-46-1.0380335911297678e-45j,1.3172678478896635e-46+5.362650722501703e-61j,-7.178869765957298e-48+1.2434167175558023e-47j,-7.761483095748341e-49-1.3443283063923223e-48j,1.6649307283147882e-49+6.328586272557139e-64j,-8.858798854540715e-51+1.5343889710097355e-50j,-9.354561523631434e-52-1.620257584145872e-51j,1.9606183743173724e-52+7.677630436927508e-67j,-1.0196317201070335e-53+1.7660539442342146e-53j,-1.0527187390883384e-54-1.823362342180863e-54j,2.157977149096248e-55+7.10613651579947e-70j,-1.0979996476964224e-56+1.9017911765029161e-56j,-1.1094622324593555e-57-1.9216449556984108e-57j,2.2264896686878563e-58+7.451478886383382e-73j,-1.1093750557098825e-59+1.9214939611390534e-59j,-1.0980350803699868e-60-1.9018525476938093e-60j,2.1591043107910077e-61+8.058750650992917e-76j,-1.0543846610053304e-62+1.8262478035825031e-62j,-1.0231045298863362e-63-1.7720690272170205e-63j,1.972753796171094e-64+7.540549094345611e-79j,-9.449379372931915e-66+1.6366805173911266e-65j,-8.995718330475821e-67-1.5581041198962942e-66j,1.7021756772309114e-67+6.862899487488271e-82j,-8.002982562354437e-69+1.3861572410085517e-68j,-7.479980843485458e-70-1.2955706860558843e-69j,1.3898938619160663e-70+5.683226512142449e-85j,-6.418536394739181e-72+1.111723114591813e-71j,-5.893639142252503e-73-1.0208082435858084e-72j,1.0761021547227096e-73+4.30248845285688e-88j,-4.884099449120659e-75+8.459508395096069e-75j,-4.408536834913132e-76-7.635809785108507e-76j,7.914268097085195e-77+3.288326421513003e-91j,-3.532401757609251e-78+6.118299316924763e-78j,-3.1360906612583775e-79-5.431868362441841e-79j,5.5384965695179776e-80+3.1840380145815137e-94j
-0.03737818814770668-0.06474092096669676j,-0.2873862589573404+5.163002957475971e-17j,-0.2448875991027205+0.4241577637894706j,0.09422584473030028+0.16320395045897623j,-0.3937939353686205+0.j,-0.009275156038337751+0.01606504150653025j,-0.18741232234447838-0.32460766426511256j,0.4361446545990572+7.835503860734441e-17j,-0.16191531298491776+0.2804455486132942j,-0.0938269026374518-0.1625129624848849j,0.09167226519819113+3.293853909744792e-17j,-0.019661694433954904+0.03405505372250405j,-0.007594636002881801-0.013154295421983106j,0.005374394462548181+2.2122095197242013e-18j,-0.0008818120774908284+0.0015273433209419772j,-0.0002708973912951615-0.00046920804536108716j,0.00015696379174394155+1.1279655804433005e-19j,-0.000021568888413944795+0.000037358410595736024j,-5.650391005139833e-6-9.78676430353239e-6j,2.833375890068692e-6+2.835753772766563e-21j,-3.411140537431822e-7+5.908268722589709e-7j,-7.910944285356885e-8-1.370215743808482e-7j,3.543190210236124e-8+2.916897584611442e-23j,-3.839495719822275e-9+6.650201662175404e-9j,-8.068815209560349e-10-1.3975597899843075e-9j,3.2942648644558397e-10+3.320486973281085e-25j,-3.2712042898917824e-11+5.665892032029824e-11j,-6.329309650135134e-12-1.0962685890870073e-11j,2.389215222180148e-12+3.433852489097274e-27j,-2.2019870209142853e-13+3.8139533978307615e-13j,-3.968087078382036e-14-6.872928428615253e-14j,1.3994991200502655e-14+1.939221822331248e-29j,-1.2086021067461854e-15+2.0933602550191675e-15j,-2.0462455269860653e-16-3.544201217500433e-16j,6.797100556974307e-17+1.3605609912807082e-31j,-5.541092655730692e-18+9.597454009172275e-18j,-8.874540153172055e-19-1.5371154439104152e-18j,2.794080556186233e-19+5.310304972927309e-34j,-2.162874281717414e-20+3.7462081463185856e-20j,-3.294913047608457e-21-5.706956804979484e-21j,9.883114824607464e-22+1.6272360245889194e-36j,-7.299529915202354e-23+1.2643156684499368e-22j,-1.0625007605095038e-23-1.84030530028304e-23j,3.0491461951835343e-24+5.690394105230978e-39j,-2.157363395816969e-25+3.7366630119443005e-25j,-3.0117344469139085e-26-5.216477080960266e-26j,8.298740662968697e-27+1.672959607064102e-41j,-5.643725844159214e-28+9.775219906073264e-28j,-7.58065324220849e-29-1.3130076570066902e-28j,2.011715131089851e-29+4.021635438589876e-44j,-1.3188073814713553e-30+2.284241390105246e-30j,-1.7090759927834593e-31-2.9602064534971866e-31j,4.379466228584735e-32+1.258860304449311e-46j,-2.774472591607326e-33+4.805527492871154e-33j,-3.477234958547435e-34-6.022747618058855e-34j,8.623477848652779e-35+2.466034880091995e-49j,-5.290930008476379e-36+9.164159593971859e-36j,-6.426361215572361e-37-1.1130784133161496e-36j,1.5455054642773714e-37+4.283072250522344e-52j,-9.201180503542242e-39+1.5936912121747245e-38j,-1.0850660147076573e-39-1.8793894670399576e-39j,2.5350546337066844e-40+9.65218460252679e-55j,-1.466976268738523e-41+2.540877430952914e-41j,-1.682390201061199e-42-2.913985306394042e-42j,3.82444950549727e-43+1.5310636547706585e-57j,-2.1544078268478874e-44+3.7315438163245587e-44j,-2.4063541794955663e-45-4.167927699892077e-45j,5.330003235196366e-46+2.169865889154865e-60j,-2.9268686660547297e-47+5.069485236688092e-47j,-3.188132397571583e-48-5.522007293850413e-48j,6.889447949761336e-49+2.618755542129257e-63j,-3.6924384145771025e-50+6.395490937866558e-50j,-3.92705421617451e-51-6.801857426491886e-51j,8.288915739976688e-52+3.2458755160105936e-66j,-4.340767907238539e-53+7.518430559201508e-53j,-4.512453109455953e-54-7.815798052349946e-54j,9.312879508714964e-55+3.066695732706686e-69j,-4.770203322767453e-56+8.262234517467045e-56j,-4.851840887281038e-57-8.403634927010884e-57j,9.800242786843736e-58+3.279885069066317e-72j,-4.914512161854596e-59+8.51218475874725e-59j,-4.895181113480103e-60-8.478702400799202e-60j,9.685950750358774e-61+3.615233480143548e-75j,-4.7593779946057405e-62+8.243484499082343e-62j,-4.646445419136261e-63-8.047879540539741e-63j,9.013458262588049e-64+3.445256304704413e-78j,-4.343185350176947e-65+7.52261769319523e-65j,-4.15907699157649e-66-7.203732662001262e-66j,7.915744260263739e-67+3.1915012036376716e-81j,-3.743143041123638e-68+6.483313927223959e-68j,-3.5184695453283267e-69-6.094168017392486e-69j,6.574699749171648e-70+2.688371317242717e-84j,-3.0531216607936484e-71+5.288161838183623e-71j,-2.8188949714298816e-72-4.882469311717018e-72j,5.174997227833414e-73+2.069075479368125e-87j,-2.3614402489050233e-74+4.090134490141559e-74j,-2.1428802227995326e-75-3.711577420423342e-75j,3.867236958367534e-76+1.6068115601409921e-90j,-1.735093455891076e-77+3.0052700214835816e-77j,-1.5483915298561894e-78-2.6818927997202493e-78j
