x,E
0.01,0.1331836355058407
0.01,-0.13318363550579582
0.01,0.13134131362415036
0.01,-0.13134131362410228
0.01,-0.1270175288947049
0.01,0.1270175288946112
0.01,0.1256695965718505
0.01,-0.1256695965717998
0.01,0.12403848811947542
0.01,-0.12403848811940006
0.01,-0.12367508956446928
0.01,0.12367508956445669
0.01,0.11772836210162203
0.01,-0.11772836210152723
0.01,0.11322393349343955
0.01,-0.11322393349341277
0.01,0.11132904458577672
0.01,-0.11132904458573996
0.01,-0.10781947597052122
0.01,0.10781947597049711
0.01,0.10666498980187478
0.01,-0.10666498980180858
0.01,0.10627349449829689
0.01,-0.10627349449823892
0.01,0.10403670436228221
0.01,-0.1040367043622767
0.01,0.10056541006845383
0.01,-0.10056541006828218
0.01,-0.09986684870920949
0.01,0.09986684870917903
0.01,-0.09609011583477439
0.01,0.09609011583477124
0.01,0.09279576740140746
0.01,-0.09279576740116492
0.01,-0.08996018155991786
0.01,0.08996018155991414
0.01,0.0867734937911236
0.01,-0.08677349379101297
0.01,0.08637429044356777
0.01,-0.08637429044354683
0.01,0.08167511723199114
0.01,-0.08167511723182681
0.01,0.07647372405051502
0.01,-0.07647372405032397
0.01,0.07215420495799352
0.01,-0.07215420495781087
0.01,-0.07130478495738864
0.01,0.07130478495705607
0.01,0.06561500885085457
0.01,-0.06561500885070431
0.01,-0.061110657742219146
0.01,0.06111065774190073
0.01,0.05753064023350801
0.01,-0.05753064023298774
0.01,0.05337140874106849
0.01,-0.05337140874066775
0.01,0.048903740096352816
0.01,-0.048903740096193526
0.01,-0.043662171625039735
0.01,0.04366217162455013
0.01,0.04220171315599008
0.01,-0.042201713155870006
0.01,0.0365392992112242
0.01,-0.03653929921087942
0.01,0.03434671442877853
0.01,-0.034346714428666596
0.01,-0.023836385410642858
0.01,0.023836385410542844
0.01,-0.019507158125633008
0.01,0.0195071581253837
0.01,-0.01893427588522859
0.01,0.018934275884646617
0.01,-0.008988090399531495
0.01,0.008988090399247792
0.01,0.006757652607431283
0.01,-0.006757652607262638
0.01,-0.001595592243005462
0.01,0.0015955922429926564
0.016666666666666666,137.299937777616
0.016666666666666666,-137.29993777761288
0.016666666666666666,136.32591802670325
0.016666666666666666,-136.32591802669472
0.016666666666666666,-136.00111111223245
0.016666666666666666,136.00111111223143
0.016666666666666666,135.68451670763133
0.016666666666666666,-135.68451670762695
0.016666666666666666,135.48627366958402
0.016666666666666666,-135.48627366958348
0.016666666666666666,135.32694779591523
0.016666666666666666,-135.3269477959126
0.016666666666666666,134.75344570542694
0.016666666666666666,-134.75344570542478
0.016666666666666666,134.3232475105174
0.016666666666666666,-134.3232475105147
0.016666666666666666,133.74707871754316
0.016666666666666666,-133.74707871754154
0.016666666666666666,-133.69550716216187
0.016666666666666666,133.69550716215824
0.016666666666666666,132.56361477186928
0.016666666666666666,-132.56361477186618
0.016666666666666666,-131.37963943145667
0.016666666666666666,131.37963943145488
0.016666666666666666,-130.18333186940384
0.016666666666666666,130.1833318694037
0.016666666666666666,130.13647122949538
0.016666666666666666,-130.13647122949158
0.016666666666666666,128.88828022730002
0.016666666666666666,-128.88828022729774
0.016666666666666666,-127.76333031233354
0.016666666666666666,127.76333031233328
0.016666666666666666,-127.59720061388549
0.016666666666666666,127.59720061388431
0.016666666666666666,126.99888766026558
0.016666666666666666,-126.99888766026454
0.016666666666666666,-126.2806662831115
0.016666666666666666,126.28066628310702
0.016666666666666666,-124.94066019580467
0.016666666666666666,124.9406601958009
0.016666666666666666,-123.57825878691463
0.016666666666666666,123.57825878690957
0.016666666666666666,-123.3931414571784
0.016666666666666666,123.39314145717188
0.016666666666666666,122.19426999563984
0.016666666666666666,-122.19426999563856
0.016666666666666666,120.789218665682
0.016666666666666666,-120.78921866568153
0.016666666666666666,-119.5108495614887
0.016666666666666666,119.51084956148657
0.016666666666666666,119.36344158829603
0.016666666666666666,-119.3634415882918
0.016666666666666666,-118.48916558001336
0.016666666666666666,118.48916558000998
0.016666666666666666,117.9171504563467
0.016666666666666666,-117.91715045634632
0.016666666666666666,-116.45048227795874
0.016666666666666666,116.45048227795672
0.016666666666666666,-115.43076944600355
0.016666666666666666,115.43076944599882
0.016666666666666666,114.96354803302002
0.016666666666666666,-114.96354803301921
0.016666666666666666,-113.45648910797391
0.016666666666666666,113.45648910797334
0.016666666666666666,111.92955432088944
0.016666666666666666,-111.92955432088624
0.016666666666666666,110.38321854804728
0.016666666666666666,-110.38321854804295
0.016666666666666666,-108.81838196875611
0.016666666666666666,108.81838196875412
0.016666666666666666,-107.23672872699987
0.016666666666666666,107.2367287269983
0.016666666666666666,105.64141665937235
0.016666666666666666,-105.64141665937125
0.016666666666666666,104.03850366070995
0.016666666666666666,-104.03850366070817
0.016666666666666666,102.44016152463993
0.016666666666666666,-102.44016152463897
0.016666666666666666,-100.87268390833928
0.016666666666666666,100.87268390833863
0.016666666666666666,-99.39846509782298
0.016666666666666666,99.39846509782079
0.016666666666666666,98.17161704715542
0.016666666666666666,-98.17161704715504
0.016666666666666666,97.41771203001854
0.016666666666666666,-97.41771203001656
0.016666666666666666,97.19735029309778
0.016666666666666666,-97.19735029309732
0.016666666666666666,97.1057552053134
0.016666666666666666,-97.10575520531116
0.016666666666666666,-97.01617874225697
0.016666666666666666,97.01617874225656
0.016666666666666666,-96.64198868500446
0.016666666666666666,96.64198868500245
0.016666666666666666,-96.38919425459085
0.016666666666666666,96.38919425459079
0.016666666666666666,96.10312986924824
0.016666666666666666,-96.10312986924522
0.016666666666666666,-95.52251238066602
0.016666666666666666,95.52251238066543
0.016666666666666666,95.28388024003259
0.016666666666666666,-95.28388024002945
0.016666666666666666,-95.20777274308308
0.016666666666666666,95.2077727430817
0.016666666666666666,95.01396170335737
0.016666666666666666,-95.01396170335497
0.016666666666666666,94.61838052681853
0.016666666666666666,-94.61838052681848
0.016666666666666666,-94.57452518188616
0.016666666666666666,94.57452518188471
0.016666666666666666,94.23518235665574
0.016666666666666666,-94.23518235665179
0.016666666666666666,-93.90919405752942
0.016666666666666666,93.90919405752781
0.016666666666666666,93.84190795794375
0.016666666666666666,-93.84190795794365
0.016666666666666666,-93.81952124626515
0.016666666666666666,93.81952124626348
0.016666666666666666,93.46978708791208
0.016666666666666666,-93.46978708791127
0.016666666666666666,93.42218724214376
0.016666666666666666,-93.42218724214375
0.016666666666666666,-93.10932431336171
0.016666666666666666,93.1093243133611
0.016666666666666666,-92.93560633403358
0.016666666666666666,92.93560633403285
0.016666666666666666,-92.81817893405686
0.016666666666666666,92.81817893405545
0.016666666666666666,92.73958914058888
0.016666666666666666,-92.73958914058716
0.016666666666666666,92.70550313706622
0.016666666666666666,-92.70550313706549
0.016666666666666666,92.66043038633356
0.016666666666666666,-92.66043038633099
0.016666666666666666,92.46324818168277
0.016666666666666666,-92.46324818168272
0.016666666666666666,92.37686022413683
0.016666666666666666,-92.37686022413678
0.016666666666666666,-92.31280164042336
0.016666666666666666,92.31280164042283
0.016666666666666666,-92.24969600562835
0.016666666666666666,92.24969600562719
0.016666666666666666,-92.19637845008182
0.016666666666666666,92.19637845008134
0.016666666666666666,-92.14726571982567
0.016666666666666666,92.14726571982551
0.016666666666666666,92.14167829236953
0.016666666666666666,-92.14167829236791
0.016666666666666666,92.01169091209943
0.016666666666666666,-92.01169091209894
0.016666666666666666,-91.95519235959357
0.016666666666666666,91.9551923595935
0.016666666666666666,91.93908394539343
0.016666666666666666,-91.9390839453928
0.016666666666666666,91.91448173209893
0.016666666666666666,-91.91448173209844
0.016666666666666666,91.75245836667587
0.016666666666666666,-91.75245836667206
0.016666666666666666,91.72640481504602
0.016666666666666666,-91.72640481504538
0.016666666666666666,91.60757350006905
0.016666666666666666,-91.60757350006897
0.016666666666666666,-91.58844414714028
0.016666666666666666,91.58844414713873
0.016666666666666666,-91.13022224184392
0.016666666666666666,91.13022224184193
0.016666666666666666,-91.09025238599303
0.016666666666666666,91.09025238599261
0.016666666666666666,90.61486373816776
0.016666666666666666,-90.61486373816585
0.016666666666666666,90.18005545054992
0.016666666666666666,-90.1800554505493
0.016666666666666666,90.0721956343704
0.016666666666666666,-90.0721956343693
0.016666666666666666,89.90909498943364
0.016666666666666666,-89.90909498943259
0.016666666666666666,89.82319769487337
0.016666666666666666,-89.82319769487258
0.016666666666666666,-89.69092788406755
0.016666666666666666,89.69092788406431
0.016666666666666666,-89.3530198213031
0.016666666666666666,89.35301982130221
0.016666666666666666,-89.30718865785428
0.016666666666666666,89.3071886578524
0.016666666666666666,88.61496211991941
0.016666666666666666,-88.61496211991827
0.016666666666666666,-88.13035900665335
0.016666666666666666,88.13035900665291
0.016666666666666666,87.9159536348666
0.016666666666666666,-87.91595363486424
0.016666666666666666,-87.11496547251734
0.016666666666666666,87.11496547251728
0.016666666666666666,-86.85416471621588
0.016666666666666666,86.85416471621336
0.016666666666666666,85.92805580968819
0.016666666666666666,-85.9280558096863
0.016666666666666666,-85.90020886288397
0.016666666666666666,85.90020886288386
0.016666666666666666,-85.05962693148486
0.016666666666666666,85.05962693148432
0.016666666666666666,84.16878861461588
0.016666666666666666,-84.16878861461228
0.016666666666666666,-84.15578067409874
0.016666666666666666,84.15578067409737
0.016666666666666666,83.1549736400353
0.016666666666666666,-83.15497364003475
0.016666666666666666,82.58576732836934
0.016666666666666666,-82.58576732836865
0.016666666666666666,81.73986249886711
0.016666666666666666,-81.73986249886326
0.016666666666666666,-81.43689380660815
0.016666666666666666,81.43689380660682
0.016666666666666666,-80.34233241851628
0.016666666666666666,80.34233241850984
0.016666666666666666,-79.72713725617885
0.016666666666666666,79.72713725617395
0.016666666666666666,79.21440747305515
0.016666666666666666,-79.21440747305306
0.016666666666666666,78.03123704744011
0.016666666666666666,-78.0312370474401
0.016666666666666666,-77.55428443479032
0.016666666666666666,77.55428443478841
0.016666666666666666,-76.7450072268132
0.016666666666666666,76.74500722680946
0.016666666666666666,-75.72470858836054
0.016666666666666666,75.72470858836054
0.016666666666666666,-74.93395566080675
0.016666666666666666,74.93395566080353
0.016666666666666666,-74.32226560271265
0.016666666666666666,74.32226560271012
0.016666666666666666,72.92056539540307
0.016666666666666666,-72.92056539540118
0.016666666666666666,-72.5197953341087
0.016666666666666666,72.51979533410436
0.016666666666666666,-71.46918945306028
0.016666666666666666,71.46918945305946
0.016666666666666666,-69.9575452696636
0.016666666666666666,69.95754526965928
0.016666666666666666,-69.92331173909226
0.016666666666666666,69.9233117390841
0.016666666666666666,-68.37671755820692
0.016666666666666666,68.37671755820686
0.016666666666666666,67.22221924515813
0.016666666666666666,-67.22221924515777
0.016666666666666666,-66.67880230399668
0.016666666666666666,66.67880230399649
0.016666666666666666,-65.10367488746789
0.016666666666666666,65.10367488746746
0.016666666666666666,64.15982145298847
0.016666666666666666,-64.15982145298743
0.016666666666666666,63.29658287806034
0.016666666666666666,-63.29658287805906
0.016666666666666666,61.430287694287955
0.016666666666666666,-61.43028769428729
0.016666666666666666,-61.061354373386955
0.016666666666666666,61.06135437338623
0.016666666666666666,59.48450022230302
0.016666666666666666,-59.48450022230059
0.016666666666666666,57.712951090323955
0.016666666666666666,-57.712951090319834
0.016666666666666666,-57.45077964871342
0.016666666666666666,57.45077964871122
0.016666666666666666,55.32065835632224
0.016666666666666666,-55.32065835631885
0.016666666666666666,-54.083160659893046
0.016666666666666666,54.08316065989131
0.016666666666666666,-53.07777316416179
0.016666666666666666,53.07777316415748
0.016666666666666666,50.78808177918904
0.016666666666666666,-50.788081779185774
0.016666666666666666,50.015140512033405
0.016666666666666666,-50.01514051203167
0.016666666666666666,-48.30164637116798
0.016666666666666666,48.30164637115818
0.016666666666666666,45.697131843767025
0.016666666666666666,-45.69713184376246
0.016666666666666666,-45.508309871511884
0.016666666666666666,45.50830987151159
0.016666666666666666,42.94356158342275
0.016666666666666666,-42.943561583417775
0.016666666666666666,-40.19878411231484
0.016666666666666666,40.19878411231367
0.016666666666666666,-40.02128452929959
0.016666666666666666,40.0212845292995
0.016666666666666666,36.90786488323811
0.016666666666666666,-36.90786488323642
0.016666666666666666,-33.72735848538923
0.016666666666666666,33.72735848538776
0.016666666666666666,33.20586920893472
0.016666666666666666,-33.20586920893245
0.016666666666666666,-30.098644148731527
0.016666666666666666,30.098644148731022
0.016666666666666666,26.45019334992543
0.016666666666666666,-26.450193349925243
0.016666666666666666,0.38262503939141873
0.016666666666666666,-0.3826250393913284
0.016666666666666666,0.3213431201438171
0.016666666666666666,-0.3213431201438115
0.016666666666666666,0.3213414213271675
0.016666666666666666,-0.32134142132703464
0.016666666666666666,0.32133956011061415
0.016666666666666666,-0.3213395601104833
0.016666666666666666,0.3212833053852401
0.016666666666666666,-0.3212833053851703
0.016666666666666666,-0.32124436702097237
0.016666666666666666,0.32124436702089176
0.016666666666666666,0.32117645652726867
0.016666666666666666,-0.321176456527258
0.016666666666666666,-0.2959660523590099
0.016666666666666666,0.2959660523589722
0.016666666666666666,0.29594001614408333
0.016666666666666666,-0.2959400161440735
0.016666666666666666,0.29592598959240674
0.016666666666666666,-0.29592598959237626
0.016666666666666666,-0.2956456038076705
0.016666666666666666,0.2956456038076166
0.016666666666666666,-0.29529666569021473
0.016666666666666666,0.29529666569010865
0.016666666666666666,-0.2949081322781334
0.016666666666666666,0.29490813227797846
0.016666666666666666,-0.2845460572863229
0.016666666666666666,0.28454605728572174
0.016666666666666666,-0.27142981519108583
0.016666666666666666,0.271429815191
0.016666666666666666,-0.2712690266358337
0.016666666666666666,0.27126902663572183
0.016666666666666666,-0.27117795330252153
0.016666666666666666,0.2711779533024985
0.016666666666666666,0.2701346006649025
0.016666666666666666,-0.2701346006648934
0.016666666666666666,-0.2689160840665757
0.016666666666666666,0.26891608406652373
0.016666666666666666,-0.26800552186339394
0.016666666666666666,0.268005521863276
0.016666666666666666,-0.24734513858167603
0.016666666666666666,0.24734513858156834
0.016666666666666666,-0.24680817792038567
0.016666666666666666,0.2468081779203619
0.016666666666666666,0.24648038426040994
0.016666666666666666,-0.24648038426040791
0.016666666666666666,0.2441248968103445
0.016666666666666666,-0.24412489681029706
0.016666666666666666,-0.2416535460280759
0.016666666666666666,0.24165354602801034
0.016666666666666666,-0.24032829696031846
0.016666666666666666,0.2403282969602055
0.016666666666666666,-0.22326390816613412
0.016666666666666666,0.22326390816603753
0.016666666666666666,-0.22209883167867975
0.016666666666666666,0.222098831678576
0.016666666666666666,-0.22135099016007365
0.016666666666666666,0.2213509901599646
0.016666666666666666,-0.21758220470238673
0.016666666666666666,0.217582204702364
0.016666666666666666,-0.21547039886814878
0.016666666666666666,0.2154703988680413
0.016666666666666666,-0.21390062818637412
0.016666666666666666,0.2139006281862928
0.016666666666666666,-0.21240845197971336
0.016666666666666666,0.21240845197969752
0.016666666666666666,-0.19907715473322404
0.016666666666666666,0.19907715473305787
0.016666666666666666,-0.1971469028641403
0.016666666666666666,0.19714690286404313
0.016666666666666666,-0.19586760799184014
0.016666666666666666,0.19586760799182618
0.016666666666666666,-0.1909511614869124
0.016666666666666666,0.1909511614869024
0.016666666666666666,0.1863615950755456
0.016666666666666666,-0.1863615950755119
0.016666666666666666,-0.1849068212607707
0.016666666666666666,0.18490682126073552
0.016666666666666666,0.1750646168875483
0.016666666666666666,-0.17506461688751995
0.016666666666666666,-0.17233047955827185
0.016666666666666666,0.17233047955818673
0.016666666666666666,-0.17049478964648845
0.016666666666666666,0.1704947896464637
0.016666666666666666,0.16483142787946828
0.016666666666666666,-0.16483142787940214
0.016666666666666666,0.16431266508074224
0.016666666666666666,-0.1643126650806601
0.016666666666666666,0.15973798411559875
0.016666666666666666,-0.15973798411550322
0.016666666666666666,-0.15844026959971233
0.016666666666666666,0.15844026959961616
0.016666666666666666,0.15167984646031465
0.016666666666666666,-0.15167984646027793
0.016666666666666666,-0.14818232492138014
0.016666666666666666,0.148182324921248
0.016666666666666666,-0.14579071415015546
0.016666666666666666,0.1457907141499777
0.016666666666666666,0.1398269966419404
0.016666666666666666,-0.13982699664184878
0.016666666666666666,-0.13475561174175243
0.016666666666666666,0.13475561174174833
0.016666666666666666,0.1334728100666139
0.016666666666666666,-0.13347281006654377
0.016666666666666666,0.12949616893060867
0.016666666666666666,-0.1294961689305453
0.016666666666666666,-0.12547051454131275
0.016666666666666666,0.12547051454115102
0.016666666666666666,-0.12504769412947944
0.016666666666666666,0.12504769412918
0.016666666666666666,-0.12278418290947737
0.016666666666666666,0.12278418290923795
0.016666666666666666,0.1174255274955024
0.016666666666666666,-0.11742552749548299
0.016666666666666666,-0.11287545284584263
0.016666666666666666,0.11287545284575419
0.016666666666666666,0.11223658137955173
0.016666666666666666,-0.11223658137953772
0.016666666666666666,0.10942788309146377
0.016666666666666666,-0.10942788309146308
0.016666666666666666,-0.10475448351190142
0.016666666666666666,0.10475448351169667
0.016666666666666666,-0.09962423552961375
0.016666666666666666,0.09962423552953381
0.016666666666666666,0.09710747529395505
0.016666666666666666,-0.0971074752939071
0.016666666666666666,-0.09358835124732265
0.016666666666666666,0.09358835124728211
0.016666666666666666,0.09312086748647617
0.016666666666666666,-0.09312086748591825
0.016666666666666666,0.09130011779658519
0.016666666666666666,-0.09130011779644216
0.016666666666666666,0.09087812986983372
0.016666666666666666,-0.0908781298698034
0.016666666666666666,0.08751817691087084
0.016666666666666666,-0.08751817691082867
0.016666666666666666,0.08603454211765243
0.016666666666666666,-0.08603454211763169
0.016666666666666666,-0.08265711026924076
0.016666666666666666,0.08265711026920611
0.016666666666666666,0.07967384577805321
0.016666666666666666,-0.07967384577804143
0.016666666666666666,0.07642970518615613
0.016666666666666666,-0.07642970518593377
0.016666666666666666,0.07034629202511761
0.016666666666666666,-0.07034629202452747
