0.015164619864546564+0.*I,0.04389255183554048+0.*I,0.08983284114646847+0.*I,0.150118359738782+0.*I,0.217251666878424+0.*I,0.28121431063804464+0.*I,0.3322929252134279+0.*I,0.3635225677632151+0.*I,0.3720023525333854+0.*I,0.3589084919890458+0.*I,0.32850579611792974+0.*I,0.2866856774294622+0.*I,0.23953814165881054+0.*I,0.19229248076253333+0.*I,0.1487502098013949+0.*I,0.11116581591655561+0.*I,0.08043972386121305+0.*I,0.05646839095331178+0.*I,0.03852374174485873+0.*I,0.025580614020122534+0.*I,0.01655599434685179+0.*I,0.010456947426337666+0.*I,0.006452869565518149+0.*I,0.0038944691784205615+0.*I,0.0023009222975081244+0.*I,0.0013319602088943776+0.*I,0.0007560732612286561+0.*I,0.00042115435873071405+0.*I,0.00023036770014306753+0.*I,0.00012381745985740945+0.*I,0.00006543054914308089+0.*I,0.000034014102868609535+0.*I,0.000017403769956143618+0.*I,8.768911089792699*^-6+0.*I,4.352767904872091*^-6+0.*I,2.129564463118975*^-6+0.*I,1.0273036781170632*^-6+0.*I,4.888293610642627*^-7+0.*I,2.2952224737706194*^-7+0.*I,1.063779915981837*^-7+0.*I,4.868342153973644*^-8+0.*I,2.2006372886786782*^-8+0.*I,9.828406825823508*^-9+0.*I,4.338186310473706*^-9+0.*I,1.892958809145171*^-9+0.*I,8.167595278304103*^-10+0.*I,3.4855763165812027*^-10+0.*I,1.4715837028249326*^-10+0.*I,6.147855529978663*^-11+0.*I,2.542054842477431*^-11+0.*I,1.0405410453487547*^-11+0.*I,4.217289654962547*^-12+0.*I,1.692743135249828*^-12+0.*I,6.729959162375965*^-13+0.*I,2.6507871186200003*^-13+0.*I,1.0345531543892047*^-13+0.*I,4.001456483265529*^-14+0.*I,1.534051617251099*^-14+0.*I,5.8302245057449406*^-15+0.*I,2.1969419173612617*^-15+0.*I,8.209226766497455*^-16+0.*I,3.0422621727525417*^-16+0.*I,1.1183045585537643*^-16+0.*I,4.0780178553371556*^-17+0.*I,1.475429418116482*^-17+0.*I,5.296891323954988*^-18+0.*I,1.8871585860969788*^-18+0.*I,6.673140955598774*^-19+0.*I,2.342260230887027*^-19+0.*I,8.161498435665966*^-20+0.*I,2.823450538966458*^-20+0.*I,9.698628233185067*^-21+0.*I,3.3082884338207125*^-21+0.*I,1.1207306234926187*^-21+0.*I,3.770897100522857*^-22+0.*I,1.2602983057192845*^-22+0.*I,4.18432933155069*^-23+0.*I,1.3801929307635058*^-23+0.*I,4.523262580809419*^-24+0.*I,1.4729823964218219*^-24+0.*I,4.766634649384882*^-25+0.*I,1.532952361029299*^-25+0.*I,4.8998302543627555*^-26+0.*I,1.5566869736237798*^-26+0.*I,4.9161027424316784*^-27+0.*I,1.5433726160502462*^-27+0.*I,4.817046816266043*^-28+0.*I,1.4947912375713576*^-28+0.*I,4.612097819021795*^-29+0.*I,1.41502075158892*^-29+0.*I,4.317186960832163*^-30+0.*I,1.3099039839773854*^-30+0.*I,3.952800099625594*^-31+0.*I,1.1863768948068711*^-31+0.*I,3.5417512488901825*^-32+0.*I,1.0517573496952428*^-32+0.*I,3.1069856078091696*^-33+0.*I,9.130880875527262*^-34+0.*I,2.6696783620013634*^-34+0.*I,7.766058303726224*^-35+0.*I
-0.04389255183554048+0.*I,-0.111878202431297+0.*I,-0.1979391841234872+0.*I,-0.27890828870290063+0.*I,-0.32857759535484593+0.*I,-0.32815861654441425+0.*I,-0.2729587408293601+0.*I,-0.17301710183390592+0.*I,-0.048528384848275534+0.*I,0.07718051730059691+0.*I,0.18413948145929485+0.*I,0.2597460037727797+0.*I,0.2997879189447749+0.*I,0.307094730892637+0.*I,0.2889492273538394+0.*I,0.2543481898608091+0.*I,0.2118381232570448+0.*I,0.1682190838284857+0.*I,0.12807178156724633+0.*I,0.09388043960357242+0.*I,0.06648023059098976+0.*I,0.045602456193517917+0.*I,0.030370212955700315+0.*I,0.01967470414476258+0.*I,0.012419123567780941+0.*I,0.007649379174829977+0.*I,0.0046033088550294825+0.*I,0.0027096806187160622+0.*I,0.0015617619662118031+0.*I,0.0008821901543548124+0.*I,0.0004887936479834556+0.*I,0.00026585128972564435+0.*I,0.00014203926325772785+0.*I,0.00007459626653626817+0.*I,0.00003853242546769132+0.*I,0.00001958750013383612+0.*I,9.803953857522537*^-6+0.*I,4.833974164763943*^-6+0.*I,2.349016213802624*^-6+0.*I,1.1254649827463124*^-6+0.*I,5.318839531196599*^-7+0.*I,2.4803064030562386*^-7+0.*I,1.1417020635383903*^-7+0.*I,5.189270532510297*^-8+0.*I,2.329728304849657*^-8+0.*I,1.0334320851524958*^-8+0.*I,4.530665676392706*^-9+0.*I,1.9636548055612306*^-9+0.*I,8.415992573798391*^-10+0.*I,3.5677252417159896*^-10+0.*I,1.4963294949304193*^-10+0.*I,6.210294968252687*^-11+0.*I,2.5511823963655536*^-11+0.*I,1.0375433281735635*^-11+0.*I,4.178244627436689*^-12+0.*I,1.6664347577029235*^-12+0.*I,6.583703331720853*^-13+0.*I,2.5770167249395683*^-13+0.*I,9.995485942982496*^-14+0.*I,3.842396446104558*^-14+0.*I,1.464135620217381*^-14+0.*I,5.5310571792885746*^-15+0.*I,2.071796997687097*^-15+0.*I,7.695923721396176*^-16+0.*I,2.8353652530852015*^-16+0.*I,1.0362157375368457*^-16+0.*I,3.7569947259192126*^-17+0.*I,1.351558149674528*^-17+0.*I,4.824868026285048*^-18+0.*I,1.7094006524200836*^-18+0.*I,6.011178556870463*^-19+0.*I,2.0983641295676205*^-19+0.*I,7.272006285809642*^-20+0.*I,2.5022180428429997*^-20+0.*I,8.549439010919724*^-21+0.*I,2.9009113100554165*^-21+0.*I,9.775911525173696*^-22+0.*I,3.2722503524545816*^-22+0.*I,1.0880318522631625*^-22+0.*I,3.594022957883025*^-23+0.*I,1.1795097947312276*^-23+0.*I,3.846272683798992*^-24+0.*I,1.2463264699865037*^-24+0.*I,4.0133895493181445*^-25+0.*I,1.284435253518075*^-25+0.*I,4.08570823455692*^-26+0.*I,1.2918400389838788*^-26+0.*I,4.060389031254978*^-27+0.*I,1.2687456849505672*^-27+0.*I,3.9414800639547937*^-28+0.*I,1.217449677386473*^-28+0.*I,3.739194615321*^-29+0.*I,1.142005719330041*^-29+0.*I,3.4685568450963416*^-30+0.*I,1.0477224493706829*^-30+0.*I,3.1476509292481043*^-31+0.*I,9.405787886419154*^-32+0.*I,2.7957412700837985*^-32+0.*I,8.266397854604053*^-33+0.*I,2.4315152500448294*^-33+0.*I
0.08983284114646847+0.*I,0.1979391841234872+0.*I,0.29323470489410713+0.*I,0.3284036011919798+0.*I,0.27804857337698285+0.*I,0.15210015879410166+0.*I,-0.009735457480182107+0.*I,-0.15655300197807823+0.*I,-0.24671341905032002+0.*I,-0.26090601939239205+0.*I,-0.20428881550669412+0.*I,-0.09976468296491431+0.*I,0.022683203618573507+0.*I,0.13579574433524066+0.*I,0.22111736369685017+0.*I,0.27075745737211265+0.*I,0.2858461007520182+0.*I,0.2733227905671109+0.*I,0.2425387022613558+0.*I,0.20260301943897271+0.*I,0.16081402585676105+0.*I,0.12208814527370944+0.*I,0.08908893662533736+0.*I,0.0627231025171105+0.*I,0.04273753273283387+0.*I,0.028252604438231545+0.*I,0.018158851047759418+0.*I,0.011367859640612266+0.*I,0.006942311039858031+0.*I,0.004141474897141109+0.*I,0.0024163165866922082+0.*I,0.0013802770662577988+0.*I,0.0007727000155652227+0.*I,0.0004242935111166756+0.*I,0.00022870576599967143+0.*I,0.00012110387651338384+0.*I,0.00006303742937501205+0.*I,0.00003227493025609055+0.*I,0.000016263182821925384+0.*I,8.069537984310126*^-6+0.*I,3.944650305921735*^-6+0.*I,1.9005742649191547*^-6+0.*I,9.029523410415995*^-7+0.*I,4.2317908602521413*^-7+0.*I,1.9571689894450365*^-7+0.*I,8.935794351861285*^-8+0.*I,4.028895932891295*^-8+0.*I,1.7944295924699863*^-8+0.*I,7.897442614248937*^-9+0.*I,3.4355140882513295*^-9+0.*I,1.4776158336479392*^-9+0.*I,6.285061420685573*^-10+0.*I,2.6445029062199583*^-10+0.*I,1.1009523590845059*^-10+0.*I,4.536091414434127*^-11+0.*I,1.8500285286159405*^-11+0.*I,7.470487998683048*^-12+0.*I,2.987309774756092*^-12+0.*I,1.1831930229669937*^-12+0.*I,4.642533103911383*^-13+0.*I,1.804909391564283*^-13+0.*I,6.953937544763194*^-14+0.*I,2.655537264926513*^-14+0.*I,1.0052842953153258*^-14+0.*I,3.773170882661788*^-15+0.*I,1.4043294434907268*^-15+0.*I,5.183679610679509*^-16+0.*I,1.89790079921321*^-16+0.*I,6.893387291115367*^-17+0.*I,2.4841132195821823*^-17+0.*I,8.882670728303752*^-18+0.*I,3.152110568929457*^-18+0.*I,1.1101857126880976*^-18+0.*I,3.8812820031159187*^-19+0.*I,1.3470624298075*^-19+0.*I,4.641724786756802*^-20+0.*I,1.5881628029430167*^-20+0.*I,5.3960773448234915*^-21+0.*I,1.8208372794302936*^-21+0.*I,6.102602220962108*^-22+0.*I,2.0316549269225066*^-22+0.*I,6.719155656298584*^-23+0.*I,2.2077363518292522*^-23+0.*I,7.207494899476818*^-24+0.*I,2.338094319172426*^-24+0.*I,7.537290522602353*^-25+0.*I,2.414783174776789*^-25+0.*I,7.689249325616577*^-26+0.*I,2.4336891149091659*^-26+0.*I,7.656904992053422*^-27+0.*I,2.394855452398879*^-27+0.*I,7.446863503817441*^-28+0.*I,2.3023161845795906*^-28+0.*I,7.077547378086698*^-29+0.*I,2.1634902961925282*^-29+0.*I,6.576713607753915*^-30+0.*I,1.988252654510591*^-30+0.*I,5.978181944707028*^-31+0.*I,1.7878343749960836*^-31+0.*I,5.318279516900921*^-32+0.*I
-0.150118359738782+0.*I,-0.27890828870290063+0.*I,-0.3284036011919798+0.*I,-0.25555579659819944+0.*I,-0.08543512872964105+0.*I,0.1047867923024886+0.*I,0.2313708893965814+0.*I,0.24674229721508975+0.*I,0.15662923958346756+0.*I,0.008676093449410921+0.*I,-0.13496295994034074+0.*I,-0.22446798280211672+0.*I,-0.23743493896284726+0.*I,-0.1797074478184331+0.*I,-0.07615368824159931+0.*I,0.04197459075427739+0.*I,0.1476142847035307+0.*I,0.22370406674181612+0.*I,0.26419845944259956+0.*I,0.27180871070532503+0.*I,0.2543847573391185+0.*I,0.22145418845454065+0.*I,0.18174102865021158+0.*I,0.141860427470028+0.*I,0.1059896525502387+0.*I,0.07616011206111939+0.*I,0.05282842243572009+0.*I,0.03547988754514781+0.*I,0.023128189432632073+0.*I,0.014663763473834192+0.*I,0.00905862189626907+0.*I,0.005460810082613704+0.*I,0.0032167182167806875+0.*I,0.0018537252859932801+0.*I,0.0010461979105286772+0.*I,0.0005788039740059853+0.*I,0.0003141751990084827+0.*I,0.0001674460079605713+0.*I,0.00008769014937642312+0.*I,0.000045152851516909864+0.*I,0.000022873938557439174+0.*I,0.000011406740613959797+0.*I,5.602387158314472*^-6+0.*I,2.7113539487584945*^-6+0.*I,1.293592838439426*^-6+0.*I,6.086835249923328*^-7+0.*I,2.82579755372587*^-7+0.*I,1.2948184211195717*^-7+0.*I,5.8579881729365444*^-8+0.*I,2.6176096500387446*^-8+0.*I,1.155620511548843*^-8+0.*I,5.042078645223343*^-9+0.*I,2.1747606823278047*^-9+0.*I,9.275518741498894*^-10+0.*I,3.9129256068497263*^-10+0.*I,1.6330827193028875*^-10+0.*I,6.744654356225307*^-11+0.*I,2.7571052147536352*^-11+0.*I,1.115789071186877*^-11+0.*I,4.471312799890497*^-12+0.*I,1.774588127358297*^-12+0.*I,6.976724796464233*^-13+0.*I,2.7175391386590124*^-13+0.*I,1.048928450151511*^-13+0.*I,4.0126801467995913*^-14+0.*I,1.5216400050582864*^-14+0.*I,5.720651761815725*^-15+0.*I,2.132555956846728*^-15+0.*I,7.883871181910784*^-16+0.*I,2.890835845074134*^-16+0.*I,1.0515036608264945*^-16+0.*I,3.794532412476512*^-17+0.*I,1.358690974841204*^-17+0.*I,4.8278206620522775*^-18+0.*I,1.702554327987953*^-18+0.*I,5.959640242801469*^-19+0.*I,2.0708879898354556*^-19+0.*I,7.144264272484753*^-20+0.*I,2.447192887269662*^-20+0.*I,8.324014185730343*^-21+0.*I,2.8118633237673755*^-21+0.*I,9.433960300650928*^-22+0.*I,3.143929661719235*^-22+0.*I,1.0408063305206195*^-22+0.*I,3.423132260676903*^-23+0.*I,1.118591168633121*^-23+0.*I,3.632029498350003*^-24+0.*I,1.171906605164969*^-24+0.*I,3.7578268584692026*^-25+0.*I,1.197606829856593*^-25+0.*I,3.793658758779116*^-26+0.*I,1.1945400780240102*^-26+0.*I,3.739149549286366*^-27+0.*I,1.1636035312939114*^-27+0.*I,3.600203313126196*^-28+0.*I,1.1075614879870541*^-28+0.*I,3.3880970105779337*^-29+0.*I,1.030667784584687*^-29+0.*I,3.118053169630474*^-30+0.*I,9.381596581502366*^-31+0.*I
0.217251666878424+0.*I,0.32857759535484593+0.*I,0.27804857337698285+0.*I,0.08543512872964105+0.*I,-0.13191386393396876+0.*I,-0.24716708649539604+0.*I,-0.20650344520920846+0.*I,-0.05101115465326277+0.*I,0.122272074606464+0.*I,0.2223877951658841+0.*I,0.20903684250975826+0.*I,0.1010398785686123+0.*I,-0.04517351146679885+0.*I,-0.16796885411883983+0.*I,-0.22599204109234555+0.*I,-0.20821671621472287+0.*I,-0.1296785816958375+0.*I,-0.01943044284700233+0.*I,0.0921993143063876+0.*I,0.18244494474223327+0.*I,0.23963649491150665+0.*I,0.262379645888963+0.*I,0.25634003513103853+0.*I,0.2304989105610116+0.*I,0.19409717088357636+0.*I,0.1547550261061482+0.*I,0.11771752327688811+0.*I,0.08590568533505738+0.*I,0.060399785210771564+0.*I,0.04105312060025144+0.*I,0.02704870982527793+0.*I,0.01731523803183189+0.*I,0.01079026068630615+0.*I,0.006556603771176183+0.*I,0.003890431243293036+0.*I,0.002257048590331786+0.*I,0.0012817367857106956+0.*I,0.0007131982813768069+0.*I,0.00038919785390433844+0.*I,0.0002084670836584709+0.*I,0.00010968263237112012+0.*I,0.000056724471553980496+0.*I,0.000028854275313980752+0.*I,0.000014444776452246837+0.*I,7.120452920315665*^-6+0.*I,3.4579539583093972*^-6+0.*I,1.655196129894187*^-6+0.*I,7.812481531606829*^-7+0.*I,3.637613065685609*^-7+0.*I,1.6714747351854023*^-7+0.*I,7.5822307663088*^-8+0.*I,3.3966997002380604*^-8+0.*I,1.5032153974081786*^-8+0.*I,6.573892975511171*^-9+0.*I,2.8417636268222403*^-9+0.*I,1.2146115073848351*^-9+0.*I,5.134347949147272*^-10+0.*I,2.147042227162492*^-10+0.*I,8.883971128812406*^-11+0.*I,3.638179729528085*^-11+0.*I,1.4749131619098476*^-11+0.*I,5.920314810198159*^-12+0.*I,2.3534563530996876*^-12+0.*I,9.26688722352164*^-13+0.*I,3.61499772293298*^-13+0.*I,1.3973509569197339*^-13+0.*I,5.353036761213761*^-14+0.*I,2.0326536046167187*^-14+0.*I,7.651797647017898*^-15+0.*I,2.8560551357480794*^-15+0.*I,1.0571495237933778*^-15+0.*I,3.8809179837576605*^-16+0.*I,1.4132536613861584*^-16+0.*I,5.10564697131746*^-17+0.*I,1.8301300937590297*^-17+0.*I,6.509795865522135*^-18+0.*I,2.2980475263240515*^-18+0.*I,8.052064462448933*^-19+0.*I,2.8006633123469335*^-19+0.*I,9.67090965781121*^-20+0.*I,3.315678747248138*^-20+0.*I,1.128809985515285*^-20+0.*I,3.816416905521875*^-21+0.*I,1.2815023647264382*^-21+0.*I,4.274177233730944*^-22+0.*I,1.4161032084330746*^-22+0.*I,4.661065654847417*^-23+0.*I,1.5242671752109944*^-23+0.*I,4.952895564066816*^-24+0.*I,1.5992454231063389*^-24+0.*I,5.131728738137211*^-25+0.*I,1.6365857635833651*^-25+0.*I,5.187682301079041*^-26+0.*I,1.634555624811597*^-26+0.*I,5.1197550738634884*^-27+0.*I,1.5942354881854544*^-27+0.*I,4.9355947591680555*^-28+0.*I,1.5192857834019698*^-28+0.*I,4.6502998203475934*^-29+0.*I,1.4154411648837374*^-29+0.*I
-0.28121431063804464+0.*I,-0.32815861654441425+0.*I,-0.15210015879410166+0.*I,0.1047867923024886+0.*I,0.24716708649539604+0.*I,0.18802348264626903+0.*I,-0.0034563506592341074+0.*I,-0.17830845166574957+0.*I,-0.22279565953699898+0.*I,-0.12381740147815226+0.*I,0.04392293596599519+0.*I,0.17926397874675865+0.*I,0.21500368041633436+0.*I,0.1445816878714076+0.*I,0.011462350122900072+0.*I,-0.12191038285829418+0.*I,-0.2046111888569161+0.*I,-0.2139643889379104+0.*I,-0.15621105839011903+0.*I,-0.05643033716218853+0.*I,0.05470027074166298+0.*I,0.15147992676026578+0.*I,0.2185612186189505+0.*I,0.25142635349221015+0.*I,0.2537550801509937+0.*I,0.23369688914544812+0.*I,0.20052015964942224+0.*I,0.16235300120329924+0.*I,0.12510742992026488+0.*I,0.0923220767317014+0.*I,0.06554688055425026+0.*I,0.04493760108618482+0.*I,0.029837372492338834+0.*I,0.019233700433021795+0.*I,0.012061689421342413+0.*I,0.00737155087662542+0.*I,0.004397194654327822+0.*I,0.0025635248422201276+0.*I,0.001462367550579824+0.*I,0.0008171270569238363+0.*I,0.00044765885992362545+0.*I,0.0002406581249109406+0.*I,0.00012705366517835296+0.*I,0.00006591977729088926+0.*I,0.000033633294442489814+0.*I,0.000016885323421028194+0.*I,8.34597919874034*^-6+0.*I,4.063474133573055*^-6+0.*I,1.9497499499448936*^-6+0.*I,9.223944354987942*^-7+0.*I,4.3042101658898695*^-7+0.*I,1.981895637092455*^-7+0.*I,9.008239412247919*^-8+0.*I,4.043178691165826*^-8+0.*I,1.792558890974211*^-8+0.*I,7.85284957543099*^-9+0.*I,3.4002687158459953*^-9+0.*I,1.455638535142866*^-9+0.*I,6.162605756055149*^-10+0.*I,2.580812031412887*^-10+0.*I,1.0693871201263751*^-10+0.*I,4.3853144241819294*^-11+0.*I,1.7801225165807173*^-11+0.*I,7.154419439793457*^-12+0.*I,2.8474908132805177*^-12+0.*I,1.122530443279409*^-12+0.*I,4.3839218176573283*^-13+0.*I,1.6964230014248917*^-13+0.*I,6.505594203677285*^-14+0.*I,2.472823955625223*^-14+0.*I,9.317987189810129*^-15+0.*I,3.4812919149600732*^-15+0.*I,1.2897708335871264*^-15+0.*I,4.739150893929866*^-16+0.*I,1.7272864066393223*^-16+0.*I,6.245424151991978*^-17+0.*I,2.2405224194242277*^-17+0.*I,7.975916566384805*^-18+0.*I,2.8177879429863752*^-18+0.*I,9.880597233828805*^-19+0.*I,3.4391766782332143*^-19+0.*I,1.18841983812317*^-19+0.*I,4.077328432791533*^-20+0.*I,1.3890465837925748*^-20+0.*I,4.6993397703337414*^-21+0.*I,1.5789855741051688*^-21+0.*I,5.269651836014645*^-22+0.*I,1.7469808604259841*^-22+0.*I,5.753548243388225*^-23+0.*I,1.8826198374119618*^-23+0.*I,6.1207638678153304*^-24+0.*I,1.977427812638491*^-24+0.*I,6.348668271947829*^-25+0.*I,2.0257492537504876*^-25+0.*I,6.424554362038154*^-26+0.*I,2.025288902626565*^-26+0.*I,6.3467179989504254*^-27+0.*I,1.977245012209437*^-27+0.*I,6.124222047012748*^-28+0.*I,1.886035639969793*^-28+0.*I
0.3322929252134279+0.*I,0.2729587408293601+0.*I,-0.009735457480182107+0.*I,-0.2313708893965814+0.*I,-0.20650344520920846+0.*I,0.0034563506592341074+0.*I,0.1921076306702953+0.*I,0.20696238247176085+0.*I,0.0573704846715802+0.*I,-0.12656075468020223+0.*I,-0.21174849596252357+0.*I,-0.1523528165335396+0.*I,-0.0005385175532323228+0.*I,0.14563393551084367+0.*I,0.20730785184789352+0.*I,0.1621772519050372+0.*I,0.042697104851756686+0.*I,-0.0915839486309961+0.*I,-0.18601259798582892+0.*I,-0.2112995034366434+0.*I,-0.1676630323189317+0.*I,-0.07665928364120725+0.*I,0.03180219392260684+0.*I,0.1308244232116683+0.*I,0.2030065943174435+0.*I,0.24183075426715955+0.*I,0.24953704887854664+0.*I,0.2335253591655748+0.*I,0.2028911368429171+0.*I,0.16595564350877515+0.*I,0.12898589216055395+0.*I,0.09589016171447226+0.*I,0.06852203381874708+0.*I,0.04724761015177961+0.*I,0.031532839777297005+0.*I,0.020421258441086075+0.*I,0.01286065519520207+0.*I,0.007890301141708734+0.*I,0.004723410045512249+0.*I,0.0027627736724098574+0.*I,0.0015808432086919352+0.*I,0.0008858388642167966+0.*I,0.0004865903774234465+0.*I,0.00026223749921601907+0.*I,0.00013876929260992453+0.*I,0.00007215626589923295+0.*I,0.000036891434840477695+0.*I,0.000018557257036468833+0.*I,9.189345922047573*^-6+0.*I,4.481940207776547*^-6+0.*I,2.154122452595358*^-6+0.*I,1.0206942175265721*^-6+0.*I,4.770096867198428*^-7+0.*I,2.1995754950813435*^-7+0.*I,1.0011384133975892*^-7+0.*I,4.4993206629616826*^-8+0.*I,1.9972972147333193*^-8+0.*I,8.760297291482353*^-9+0.*I,3.797568506924616*^-9+0.*I,1.6275209080393848*^-9+0.*I,6.897618019246166*^-10+0.*I,2.8915788774644286*^-10+0.*I,1.199335692158714*^-10+0.*I,4.922864334874744*^-11+0.*I,2.0001538672845294*^-11+0.*I,8.045817371760078*^-12+0.*I,3.2049923555907177*^-12+0.*I,1.264500553420125*^-12+0.*I,4.942286460231457*^-13+0.*I,1.9139565750983577*^-13+0.*I,7.34525495690801*^-14+0.*I,2.7939895261419936*^-14+0.*I,1.0535509424861107*^-14+0.*I,3.9388222172556294*^-15+0.*I,1.4602327338279666*^-15+0.*I,5.368897916680935*^-16+0.*I,1.958014573574899*^-16+0.*I,7.083904391618385*^-17+0.*I,2.5427976755202728*^-17+0.*I,9.057070807387707*^-18+0.*I,3.201498527908765*^-18+0.*I,1.123206244971154*^-18+0.*I,3.911612767741355*^-19+0.*I,1.3523537529485126*^-19+0.*I,4.642045552644395*^-20+0.*I,1.5821886283579168*^-20+0.*I,5.355261923811036*^-21+0.*I,1.8001941062646086*^-21+0.*I,6.010567413989132*^-22+0.*I,1.9934682890400506*^-22+0.*I,6.568103845003451*^-23+0.*I,2.150035089239402*^-23+0.*I,6.992990927101762*^-24+0.*I,2.2601033937550913*^-24+0.*I,7.258998132575351*^-25+0.*I,2.317086810749723*^-25+0.*I,7.351204626649495*^-26+0.*I,2.318236904704343*^-26+0.*I,7.267280516968781*^-27+0.*I,2.2648100132219038*^-27+0.*I
-0.3635225677632151+0.*I,-0.17301710183390592+0.*I,0.15655300197807823+0.*I,0.24674229721508975+0.*I,0.05101115465326277+0.*I,-0.17830845166574957+0.*I,-0.20696238247176085+0.*I,-0.03430554577095495+0.*I,0.15848980057185044+0.*I,0.2035072363833886+0.*I,0.08038006491713964+0.*I,-0.0987695076329782+0.*I,-0.19888753251884578+0.*I,-0.16005481870030352+0.*I,-0.020833627071462826+0.*I,0.12604858385331294+0.*I,0.19847908262470149+0.*I,0.1667298479166287+0.*I,0.05663344460577982+0.*I,-0.07529950865576453+0.*I,-0.17374096444896583+0.*I,-0.20653699359301836+0.*I,-0.17069342077588964+0.*I,-0.08547322720054318+0.*I,0.020154146754157908+0.*I,0.11908784531471492+0.*I,0.19307878497485112+0.*I,0.23460843316450547+0.*I,0.24509141241405072+0.*I,0.23141228726585839+0.*I,0.20245254312436134+0.*I,0.1665379835856615+0.*I,0.1300598997326178+0.*I,0.09708977368466248+0.*I,0.06963229366283656+0.*I,0.048169078653273134+0.*I,0.032241732378631593+0.*I,0.02093567301086975+0.*I,0.013216518483975759+0.*I,0.00812665204331767+0.*I,0.004874877830924562+0.*I,0.0028567911804908684+0.*I,0.0016375319672730475+0.*I,0.0009191207588565606+0.*I,0.000505653059386054+0.*I,0.0002729066988498691+0.*I,0.00014461255294348643+0.*I,0.00007529154998636807+0.*I,0.000038541324261135266+0.*I,0.000019409560910265748+0.*I,9.621917296146368*^-6+0.*I,4.6977993752690855*^-6+0.*I,2.2601033663777927*^-6+0.*I,1.0719211176866145*^-6+0.*I,5.014005941478707*^-7+0.*I,2.3140328913972776*^-7+0.*I,1.0540992870422833*^-7+0.*I,4.741064813097981*^-8+0.*I,2.106197016147167*^-8+0.*I,9.244622653462468*^-9+0.*I,4.010306138612975*^-9+0.*I,1.7198411012971103*^-9+0.*I,7.293562143520763*^-10+0.*I,3.0594544477633356*^-10+0.*I,1.2697209729350536*^-10+0.*I,5.214764720684177*^-11+0.*I,2.1199265075626707*^-11+0.*I,8.532176179930918*^-12+0.*I,3.400486198372997*^-12+0.*I,1.3423011068262766*^-12+0.*I,5.248904252733178*^-13+0.*I,2.0336484709920598*^-13+0.*I,7.808135278890572*^-14+0.*I,2.971363365276206*^-14+0.*I,1.1209112816190779*^-14+0.*I,4.192385684813595*^-15+0.*I,1.5548581431077455*^-15+0.*I,5.719033095762792*^-16+0.*I,2.0864947889646496*^-16+0.*I,7.551502252244272*^-17+0.*I,2.7116105094350666*^-17+0.*I,9.661706620845854*^-18+0.*I,3.4163777742602225*^-18+0.*I,1.1989875498206725*^-18+0.*I,4.1768592679246553*^-19+0.*I,1.4445065369463999*^-19+0.*I,4.9598705569192455*^-20+0.*I,1.6910155860034117*^-20+0.*I,5.7252606855505056*^-21+0.*I,1.925111961356126*^-21+0.*I,6.429412078902529*^-22+0.*I,2.1329534933833334*^-22+0.*I,7.02951831997225*^-23+0.*I,2.3016640837134817*^-23+0.*I,7.4880308100352*^-24+0.*I,2.4206876128911997*^-24+0.*I,7.776613418687525*^-25+0.*I,2.4828884043116523*^-25+0.*I,7.879020637006279*^-26+0.*I,2.485239274777701*^-26+0.*I
