0.6614191967619281+0.*I,0.6013951669083308+0.*I,0.3866589558242079+0.*I,0.20297875504695925+0.*I,0.09227918003281771+0.*I,0.03752337233005755+0.*I,0.013928661225804693+0.*I,0.004786780284275058+0.*I,0.0015387980884454136+0.*I,0.0004663838695990896+0.*I,0.00013409934590262495+0.*I,0.00003676321253295008+0.*I,9.649525763031331*^-6+0.*I,2.4334220098923543*^-6+0.*I,5.913390401860368*^-7+0.*I,1.3882703891783088*^-7+0.*I,3.1557108808647734*^-8+0.*I,6.959144985946461*^-9+0.*I,1.4914296410286352*^-9+0.*I,3.1110651624986935*^-10+0.*I,6.325243483632658*^-11+0.*I,1.2550202651778668*^-11+0.*I,2.432890352215373*^-12+0.*I,4.61255710817837*^-13+0.*I,8.560897029640134*^-14+0.*I,1.5567985093963387*^-14+0.*I,2.776060145098874*^-15+0.*I,4.857693700524999*^-16+0.*I,8.347073726526381*^-17+0.*I,1.4093484707152226*^-17+0.*I,2.3395961565719044*^-18+0.*I,3.8207022168458955*^-19+0.*I,6.14117310451401*^-20+0.*I,9.72025162123847*^-21+0.*I,1.5157276979895966*^-21+0.*I,2.3295407010990397*^-22+0.*I,3.5302234085329414*^-23+0.*I,5.276968070477482*^-24+0.*I,7.783515706378593*^-25+0.*I,1.1332523821546828*^-25+0.*I,1.6292201885130395*^-26+0.*I,2.3135079312086066*^-27+0.*I,3.2458577695859136*^-28+0.*I,4.5006826969605414*^-29+0.*I,6.1692901414999175*^-30+0.*I,8.362036843317134*^-31+0.*I,1.1210275838782387*^-31+0.*I,1.486793000959746*^-32+0.*I,1.9512504999661225*^-33+0.*I,2.53453402245177*^-34+0.*I,3.259089306155067*^-35+0.*I,4.1494860724171654*^-36+0.*I,5.232096885551772*^-37+0.*I,6.534629675731963*^-38+0.*I,8.085506653360355*^-39+0.*I,9.913089611909312*^-40+0.*I,1.2044760161933407*^-40+0.*I,1.4505872866005996*^-41+0.*I,1.7318609031455133*^-42+0.*I,2.0500768444652705*^-43+0.*I,2.406454491670156*^-44+0.*I,2.801533846350259*^-45+0.*I,3.235066161400005*^-46+0.*I,3.7059199178515574*^-47+0.*I,4.21200794151473*^-48+0.*I,4.750240970182681*^-49+0.*I,5.316512157546438*^-50+0.*I,5.90571585972133*^-51+0.*I,6.511802643710763*^-52+0.*I,7.127870854433271*^-53+0.*I,7.746293364970435*^-54+0.*I,8.358876411278643*^-55+0.*I,8.95704577979882*^-56+0.*I,9.53205417323333*^-57+0.*I,1.0075202415230941*^-57+0.*I,1.0578066341333943*^-58+0.*I,1.1032720812235753*^-59+0.*I,1.143195230196232*^-60+0.*I,1.1769451957161664*^-61+0.*I,1.2039981867032532*^-62+0.*I,1.2239508475344102*^-63+0.*I,1.2365298535233016*^-64+0.*I,1.241597466804174*^-65+0.*I,1.2391529344808426*^-66+0.*I,1.2293297866336892*^-67+0.*I,1.2123892582667843*^-68+0.*I,1.1887102082327388*^-69+0.*I,1.1587760327969177*^-70+0.*I,1.1231591667448118*^-71+0.*I,1.0825038277556722*^-72+0.*I,1.0375076891339088*^-73+0.*I,9.889031628128011*^-75+0.*I,9.374389414588077*^-76+0.*I,8.83862389548822*^-77+0.*I,8.289032935652974*^-78+0.*I,7.732593866884513*^-79+0.*I,7.175839595465565*^-80+0.*I,6.624757615678164*^-81+0.*I,6.084712926621957*^-82+0.*I,5.560394870377893*^-83+0.*I
-0.6013951669083308+0.*I,0.11460085742231371+0.*I,0.49893168478898137+0.*I,0.4851545966234227+0.*I,0.32205269881887527+0.*I,0.17222440665801142+0.*I,0.07924848542421117+0.*I,0.03249939544668073+0.*I,0.012139907587446591+0.*I,0.004192334899545172+0.*I,0.0013529055098361962+0.*I,0.00041133027721005944+0.*I,0.00011857767608153532+0.*I,0.00003257927183472041+0.*I,8.567356628719968*^-6+0.*I,2.1640178193682072*^-6+0.*I,5.266148658302785*^-7+0.*I,1.2378569278016013*^-7+0.*I,2.8169069799928586*^-8+0.*I,6.218117598572154*^-9+0.*I,1.3337983835168859*^-9+0.*I,2.78447803277774*^-10+0.*I,5.6653563628632555*^-11+0.*I,1.12483356546553*^-11+0.*I,2.1818423394270986*^-12+0.*I,4.138896666312407*^-13+0.*I,7.685732809236587*^-14+0.*I,1.3983146023424586*^-14+0.*I,2.494554157528001*^-15+0.*I,4.366891808424041*^-16+0.*I,7.506591791521951*^-17+0.*I,1.2678922892243735*^-17+0.*I,2.1054769627626392*^-18+0.*I,3.439454009284911*^-19+0.*I,5.530014474466585*^-20+0.*I,8.755352586248342*^-21+0.*I,1.3656258770067443*^-21+0.*I,2.0993702540878536*^-22+0.*I,3.1821699981048006*^-23+0.*I,4.757763068571067*^-24+0.*I,7.019180595762526*^-25+0.*I,1.0221743651696802*^-25+0.*I,1.4698115504845947*^-26+0.*I,2.087528837024384*^-27+0.*I,2.929320912816522*^-28+0.*I,4.062453848853459*^-29+0.*I,5.569479927474033*^-30+0.*I,7.55019131242188*^-31+0.*I,1.0123386690428824*^-31+0.*I,1.3428301084875257*^-32+0.*I,1.76255293662228*^-33+0.*I,2.2897261150154727*^-34+0.*I,2.9446641380596355*^-35+0.*I,3.749607930980126*^-36+0.*I,4.7284350688952595*^-37+0.*I,5.906237489341626*^-38+0.*I,7.308760055953121*^-39+0.*I,8.961699906621582*^-40+0.*I,1.0889874254634175*^-40+0.*I,1.31162728487033*^-41+0.*I,1.5661020165963757*^-42+0.*I,1.8540281049372932*^-43+0.*I,2.1765151291031956*^-44+0.*I,2.5340580978393023*^-45+0.*I,2.9264382672130896*^-46+0.*I,3.3526378172906753*^-47+0.*I,3.8107736396216224*^-48+0.*I,4.298055052320143*^-49+0.*I,4.810769514772042*^-50+0.*I,5.3442993829633024*^-51+0.*I,5.893171473624787*^-52+0.*I,6.4511397542968135*^-53+0.*I,7.011299925661804*^-54+0.*I,7.566233100650974*^-55+0.*I,8.1081743043774*^-56+0.*I,8.629200209674647*^-57+0.*I,9.121429465660594*^-58+0.*I,9.577228237127462*^-59+0.*I,9.98941319700478*^-60+0.*I,1.0351444226202554*^-60+0.*I,1.0657599474202451*^-61+0.*I,1.0903126195325577*^-62+0.*I,1.1084361853417802*^-63+0.*I,1.119882131732764*^-64+0.*I,1.1245247473108662*^-65+0.*I,1.1223624170815213*^-66+0.*I,1.1135152016247885*^-67+0.*I,1.0982189027332868*^-68+0.*I,1.076815952580856*^-69+0.*I,1.0497435765738894*^-70+0.*I,1.0175197665334402*^-71+0.*I,9.807276579830548*^-73+0.*I,9.39998932138666*^-74+0.*I,8.959968605184602*^-75+0.*I,8.493995802915019*^-76+0.*I,8.00884135217586*^-77+0.*I,7.511117449088486*^-78+0.*I,7.007146793615988*^-79+0.*I,6.50285021685471*^-80+0.*I,6.003655050017173*^-81+0.*I
0.3866589558242079+0.*I,-0.49893168478898137+0.*I,-0.20618057695447134+0.*I,0.299140381782067+0.*I,0.47905274750084065+0.*I,0.3984806552858885+0.*I,0.24734967192131574+0.*I,0.12736529006324132+0.*I,0.0571936001471579+0.*I,0.023057227443886275+0.*I,0.008504513369308875+0.*I,0.002908385378039289+0.*I,0.0009313113686125344+0.*I,0.0002813685362800065+0.*I,0.00008068838414298162+0.*I,0.000022071346188528618+0.*I,5.782186734432772*^-6+0.*I,1.45574662409442*^-6+0.*I,3.5324615275494345*^-7+0.*I,8.28250488585926*^-8+0.*I,1.8805866590321583*^-8+0.*I,4.142976453571876*^-9+0.*I,8.870822383515962*^-10+0.*I,1.8488961509367935*^-10+0.*I,3.756259144264016*^-11+0.*I,7.447872758941295*^-12+0.*I,1.4428860272428896*^-12+0.*I,2.7340157905539116*^-13+0.*I,5.0716301473695614*^-14+0.*I,9.218215780665007*^-15+0.*I,1.6430272998353814*^-15+0.*I,2.873830709607733*^-16+0.*I,4.936200339732068*^-17+0.*I,8.331352770722034*^-18+0.*I,1.382568731171643*^-18+0.*I,2.2570796634055855*^-19+0.*I,3.6267804272524225*^-20+0.*I,5.738802799028863*^-21+0.*I,8.946349430980408*^-22+0.*I,1.3746188234904973*^-22+0.*I,2.082607448301204*^-23+0.*I,3.1123498527108643*^-24+0.*I,4.589691839708601*^-25+0.*I,6.681020923238048*^-26+0.*I,9.603041397383739*^-27+0.*I,1.3633799102005692*^-27+0.*I,1.9124761988950335*^-28+0.*I,2.651362623762373*^-29+0.*I,3.633736278327468*^-30+0.*I,4.924485303526374*^-31+0.*I,6.600829565556102*^-32+0.*I,8.753241174501469*^-33+0.*I,1.1486034910278946*^-33+0.*I,1.491751041501304*^-34+0.*I,1.9179525944435308*^-35+0.*I,2.4416389074158025*^-36+0.*I,3.0782964237486304*^-37+0.*I,3.8441921046535395*^-38+0.*I,4.756008109103487*^-39+0.*I,5.830386363297507*^-40+0.*I,7.083388081141739*^-41+0.*I,8.529878831396706*^-42+0.*I,1.018285548957109*^-42+0.*I,1.2052736998978132*^-43+0.*I,1.414664589617399*^-44+0.*I,1.646771162528722*^-45+0.*I,1.9014429392953103*^-46+0.*I,2.1780109378409553*^-47+0.*I,2.475245027838926*^-48+0.*I,2.7913268314913136*^-49+0.*I,3.123840797921722*^-50+0.*I,3.4697854080227406*^-51+0.*I,3.8256056401580704*^-52+0.*I,4.187246885988205*^-53+0.*I,4.550229500904163*^-54+0.*I,4.909742162536607*^-55+0.*I,5.260751253436261*^-56+0.*I,5.598122638367655*^-57+0.*I,5.916751524874088*^-58+0.*I,6.2116956203052095*^-59+0.*I,6.478306559124199*^-60+0.*I,6.712354586045562*^-61+0.*I,6.910141742758127*^-62+0.*I,7.068599302589713*^-63+0.*I,7.185365898279115*^-64+0.*I,7.258843651239594*^-65+0.*I,7.288230585710449*^-66+0.*I,7.273528642600876*^-67+0.*I,7.215527638786899*^-68+0.*I,7.115766493917674*^-69+0.*I,6.976473919937228*^-70+0.*I,6.800491498568559*^-71+0.*I,6.591182629532724*^-72+0.*I,6.352331199427289*^-73+0.*I,6.0880339920751014*^-74+0.*I,5.802590841153638*^-75+0.*I,5.500396330546385*^-76+0.*I,5.1858365009072365*^-77+0.*I,4.86319355231363*^-78+0.*I,4.536560976284814*^-79+0.*I
-0.20297875504695925+0.*I,0.4851545966234227+0.*I,-0.299140381782067+0.*I,-0.3632159730413568+0.*I,0.09393617345619801+0.*I,0.40926981618413344+0.*I,0.4336891702329207+0.*I,0.3109717522228702+0.*I,0.1779625513544555+0.*I,0.08695820239098963+0.*I,0.03763205400343785+0.*I,0.014758130303854006+0.*I,0.005327873707879855+0.*I,0.001790973243351086+0.*I,0.0005654676950695534+0.*I,0.00016883823681838585+0.*I,0.000047936199782026015+0.*I,0.000013000155341879065+0.*I,3.3803979043315625*^-6+0.*I,8.455038557475573*^-7+0.*I,2.0398111302146982*^-7+0.*I,4.758076780891244*^-8+0.*I,1.0753554550859369*^-8+0.*I,2.3591606715784023*^-9+0.*I,5.032281125137871*^-10+0.*I,1.0452405945203516*^-10+0.*I,2.1168492731709418*^-11+0.*I,4.185134412333113*^-12+0.*I,8.086318181086069*^-13+0.*I,1.5284423603639926*^-13+0.*I,2.8288041571474693*^-14+0.*I,5.130730492647954*^-15+0.*I,9.126763230286653*^-16+0.*I,1.5934165450368127*^-16+0.*I,2.7321725723297985*^-17+0.*I,4.603884595717191*^-18+0.*I,7.628363465270318*^-19+0.*I,1.243557264958192*^-19+0.*I,1.995490529673838*^-20+0.*I,3.153490785582613*^-21+0.*I,4.910070622063019*^-22+0.*I,7.535693452960349*^-23+0.*I,1.140440840781325*^-23+0.*I,1.7025568977664824*^-24+0.*I,2.5082245194002837*^-25+0.*I,3.6476705588839436*^-26+0.*I,5.238299346679311*^-27+0.*I,7.430614127258019*^-28+0.*I,1.0414695501576952*^-28+0.*I,1.442705675254047*^-29+0.*I,1.97576128709656*^-30+0.*I,2.6756411284101237*^-31+0.*I,3.583968332783156*^-32+0.*I,4.749469350505643*^-33+0.*I,6.228279682663234*^-34+0.*I,8.084007200108911*^-35+0.*I,1.0387488887296281*^-35+0.*I,1.3216180041036234*^-36+0.*I,1.6653122906085538*^-37+0.*I,2.0785454812432385*^-38+0.*I,2.5702434116140256*^-39+0.*I,3.1492985252253683*^-40+0.*I,3.824279116060774*^-41+0.*I,4.6030990984180635*^-42+0.*I,5.492657161469178*^-43+0.*I,6.498457141638711*^-44+0.*I,7.624224115952833*^-45+0.*I,8.871532867474656*^-46+0.*I,1.0239466797540167*^-46+0.*I,1.1724325888280595*^-47+0.*I,1.3319401830437635*^-48+0.*I,1.5014836864888098*^-49+0.*I,1.6797580251596245*^-50+0.*I,1.865145266169432*^-51+0.*I,2.055732434480268*^-52+0.*I,2.249340787719751*^-53+0.*I,2.4435660921206398*^-54+0.*I,2.635828902977908*^-55+0.*I,2.8234333432377876*^-56+0.*I,3.003632424851003*^-57+0.*I,3.173697597028941*^-58+0.*I,3.3309899559840187*^-59+0.*I,3.47303042774142*^-60+0.*I,3.5975662469063674*^-61+0.*I,3.7026311991881078*^-62+0.*I,3.7865973651828445*^-63+0.*I,3.84821648099181*^-64+0.*I,3.886649495192551*^-65+0.*I,3.901483424335633*^-66+0.*I,3.892735160817969*^-67+0.*I,3.860842437383995*^-68+0.*I,3.80664267270482*^-69+0.*I,3.7313408867464844*^-70+0.*I,3.636468261781073*^-71+0.*I,3.523833219417883*^-72+0.*I,3.395467076618381*^-73+0.*I,3.253566431365187*^-74+0.*I,3.1004344145659163*^-75+0.*I,2.9384228373373674*^-76+0.*I,2.7698770748727622*^-77+0.*I
0.09227918003281771+0.*I,-0.32205269881887527+0.*I,0.47905274750084065+0.*I,-0.09393617345619801+0.*I,-0.40592168901617914+0.*I,-0.08104038192945917+0.*I,0.3040852473146454+0.*I,0.4323413684042839+0.*I,0.35887427658335247+0.*I,0.2274104698982633+0.*I,0.12038452460683055+0.*I,0.05569628927291649+0.*I,0.023139647884105555+0.*I,0.008790740032603264+0.*I,0.003093528483507361+0.*I,0.0010182654298422716+0.*I,0.0003158834874262132+0.*I,0.00009291281421015593+0.*I,0.000026040681206449815+0.*I,6.983019388508137*^-6+0.*I,1.797869219842881*^-6+0.*I,4.457480473674514*^-7+0.*I,1.0669795879271226*^-7+0.*I,2.4713584955021424*^-8+0.*I,5.549959876400007*^-9+0.*I,1.2105510495416971*^-9+0.*I,2.5686138718928915*^-10+0.*I,5.3094691416427065*^-11+0.*I,1.0705200763435823*^-11+0.*I,2.107821021065768*^-12+0.*I,4.0572073349354306*^-13+0.*I,7.641801744985722*^-14+0.*I,1.4096971985841883*^-14+0.*I,2.54902248578407*^-15+0.*I,4.521356264814653*^-16+0.*I,7.872571438860399*^-17+0.*I,1.3464849450212702*^-17+0.*I,2.2635409728938125*^-18+0.*I,3.7421809564597593*^-19+0.*I,6.087551663654677*^-20+0.*I,9.748989465385528*^-21+0.*I,1.5377304775649658*^-21+0.*I,2.3899964913388806*^-22+0.*I,3.66178288964797*^-23+0.*I,5.532712301988766*^-24+0.*I,8.247008635090774*^-25+0.*I,1.213170661013796*^-25+0.*I,1.7618171345956326*^-26+0.*I,2.5266924492638192*^-27+0.*I,3.579554444719733*^-28+0.*I,5.010911819137121*^-29+0.*I,6.933237625130583*^-30+0.*I,9.484225187306731*^-31+0.*I,1.2829918986194171*^-31+0.*I,1.7167511633454645*^-32+0.*I,2.272756014784283*^-33+0.*I,2.977534422817219*^-34+0.*I,3.8611070301063865*^-35+0.*I,4.9568621958569966*^-36+0.*I,6.301257373356384*^-37+0.*I,7.933322388282944*^-38+0.*I,9.893946458677691*^-39+0.*I,1.2224939472037291*^-39+0.*I,1.4967868917759563*^-40+0.*I,1.8162686566185814*^-41+0.*I,2.1846172888393692*^-42+0.*I,2.6050241542931664*^-43+0.*I,3.0800160096901275*^-44+0.*I,3.611275549848258*^-45+0.*I,4.199468266702199*^-46+0.*I,4.844084097758277*^-47+0.*I,5.543302560507831*^-48+0.*I,6.2938898103139655*^-49+0.*I,7.091135295953577*^-50+0.*I,7.928834426081383*^-51+0.*I,8.79932194308233*^-52+0.*I,9.693558603708545*^-53+0.*I,1.0601271394169642*^-53+0.*I,1.1511144990205584*^-54+0.*I,1.2411059654382418*^-55+0.*I,1.328836839281284*^-56+0.*I,1.413020411562311*^-57+0.*I,1.492380588794869*^-58+0.*I,1.565685222430097*^-59+0.*I,1.631778883971887*^-60+0.*I,1.689613836027741*^-61+0.*I,1.7382780207772622*^-62+0.*I,1.7770190165454458*^-63+0.*I,1.8052630925101853*^-64+0.*I,1.822628710382052*^-65+0.*I,1.8289340674089624*^-66+0.*I,1.8241985333480345*^-67+0.*I,1.8086380909742998*^-68+0.*I,1.782655131800414*^-69+0.*I,1.7468231740364504*^-70+0.*I,1.701867248659026*^-71+0.*I,1.6486408346858255*^-72+0.*I,1.588100312175687*^-73+0.*I,1.5212779398714221*^-74+0.*I,1.4492543553554935*^-75+0.*I
-0.03752337233005755+0.*I,0.17222440665801142+0.*I,-0.3984806552858885+0.*I,0.40926981618413344+0.*I,0.08104038192945917+0.*I,-0.3729683356830902+0.*I,-0.212425110007523+0.*I,0.18399606455697867+0.*I,0.40094476356712927+0.*I,0.38900871999001907+0.*I,0.272655155861085+0.*I,0.1559113905269704+0.*I,0.07687507304613701+0.*I,0.03373699301032223+0.*I,0.01345180379988849+0.*I,0.004944092457303322+0.*I,0.0016930812524779913+0.*I,0.0005446793448943033+0.*I,0.00016570077905700436+0.*I,0.00004792313606258977+0.*I,0.000013234973371873645+0.*I,3.503281481842783*^-6+0.*I,8.916225292186439*^-7+0.*I,2.1879237167073684*^-7+0.*I,5.1887978296841235*^-8+0.*I,1.1917842634254114*^-8+0.*I,2.6560338771458446*^-9+0.*I,5.753020942128541*^-10+0.*I,1.212919292410127*^-10+0.*I,2.492443676114608*^-11+0.*I,4.998108235339412*^-12+0.*I,9.791627125562228*^-13+0.*I,1.8759175671710074*^-13+0.*I,3.517927080560581*^-14+0.*I,6.4631860404295095*^-15+0.*I,1.1642262836959964*^-15+0.*I,2.05768063153172*^-16+0.*I,3.570792958860063*^-17+0.*I,6.0879839690154214*^-18+0.*I,1.0203805249269215*^-18+0.*I,1.682177425908923*^-19+0.*I,2.7291571842343784*^-20+0.*I,4.35958219614183*^-21+0.*I,6.859946898745536*^-22+0.*I,1.063762747357209*^-22+0.*I,1.6262789782689163*^-23+0.*I,2.4521105575119626*^-24+0.*I,3.6478702551505964*^-25+0.*I,5.356048144978264*^-26+0.*I,7.76424351152322*^-27+0.*I,1.11157869474219*^-27+0.*I,1.5721643568083735*^-28+0.*I,2.197336359400898*^-29+0.*I,3.0356698606062*^-30+0.*I,4.1465335771120395*^-31+0.*I,5.601402661906976*^-32+0.*I,7.485021305323707*^-33+0.*I,9.896309558713725*^-34+0.*I,1.2948896390053937*^-34+0.*I,1.6771153540795217*^-35+0.*I,2.150560410740677*^-36+0.*I,2.7307587470622294*^-37+0.*I,3.434307941947066*^-38+0.*I,4.278559369699015*^-39+0.*I,5.281212865940902*^-40+0.*I,6.459816940585401*^-41+0.*I,7.831180984913813*^-42+0.*I,9.410711815969326*^-43+0.*I,1.1211692947528604*^-43+0.*I,1.324453078115103*^-44+0.*I,1.551599704978846*^-45+0.*I,1.802850089583958*^-46+0.*I,2.0779426534085111*^-47+0.*I,2.3760573213633027*^-48+0.*I,2.6957732926621747*^-49+0.*I,3.035043791395384*^-50+0.*I,3.3911904529991477*^-51+0.*I,3.760919263654031*^-52+0.*I,4.140359073135218*^-53+0.*I,4.5251226932301696*^-54+0.*I,4.9103895286903375*^-55+0.*I,5.291007626982032*^-56+0.*I,5.661612039857713*^-57+0.*I,6.0167555243525986*^-58+0.*I,6.351046926590847*^-59+0.*I,6.659292131446123*^-60+0.*I,6.936632253380158*^-61+0.*I,7.178673801851916*^-62+0.*I,7.381605875006032*^-63+0.*I,7.54229999841928*^-64+0.*I,7.658388997492631*^-65+0.*I,7.728322226738196*^-66+0.*I,7.751395522417143*^-67+0.*I,7.727755337708967*^-68+0.*I,7.658377602247792*^-69+0.*I,7.545022863988656*^-70+0.*I,7.390170171176613*^-71+0.*I,7.196932895237203*^-72+0.*I,6.968960252558083*^-73+0.*I,6.7103286375959414*^-74+0.*I
0.013928661225804693+0.*I,-0.07924848542421117+0.*I,0.24734967192131574+0.*I,-0.4336891702329207+0.*I,0.3040852473146454+0.*I,0.212425110007523+0.*I,-0.2941162174053578+0.*I,-0.2977446102867638+0.*I,0.06362981439097387+0.*I,0.3466551572145112+0.*I,0.40099861012621335+0.*I,0.31130257866948935+0.*I,0.19195600577375185+0.*I,0.10063388492696784+0.*I,0.04654080372073346+0.*I,0.019433924124002685+0.*I,0.007445198071438025+0.*I,0.002647695650601456+0.*I,0.0008819042344023892+0.*I,0.0002770776479208157+0.*I,0.00008258245852090965+0.*I,0.000023459951215771636+0.*I,6.377303377309095*^-6+0.*I,1.6644832088961625*^-6+0.*I,4.183239459634712*^-7+0.*I,1.0149199362248187*^-7+0.*I,2.3823049055761195*^-8+0.*I,5.420746782987093*^-9+0.*I,1.1977710482862321*^-9+0.*I,2.57406464113533*^-10+0.*I,5.3877439064328325*^-11+0.*I,1.099738655743504*^-11+0.*I,2.1916454355115407*^-12+0.*I,4.2688313440848894*^-13+0.*I,8.134428272917147*^-14+0.*I,1.5177916971387154*^-14+0.*I,2.775379315119345*^-15+0.*I,4.977244121674507*^-16+0.*I,8.760312819015451*^-17+0.*I,1.5142609673933413*^-17+0.*I,2.5721688258841084*^-18+0.*I,4.29601412278888*^-19+0.*I,7.058843676599829*^-20+0.*I,1.1416235524171302*^-20+0.*I,1.818195570132662*^-21+0.*I,2.8528668503365544*^-22+0.*I,4.4119403409543827*^-23+0.*I,6.727580958860461*^-24+0.*I,1.011891887823915*^-24+0.*I,1.5017974074408926*^-25+0.*I,2.2000822827675418*^-26+0.*I,3.1824222683643103*^-27+0.*I,4.546761507034993*^-28+0.*I,6.418002783440732*^-29+0.*I,8.953090416587298*^-30+0.*I,1.2346330003903691*^-30+0.*I,1.6834724097455517*^-31+0.*I,2.2703034447321038*^-32+0.*I,3.0288214296190854*^-33+0.*I,3.998279404996362*^-34+0.*I,5.223675698863856*^-35+0.*I,6.755741541209044*^-36+0.*I,8.650679845731125*^-37+0.*I,1.0969609667599856*^-37+0.*I,1.377767797028779*^-38+0.*I,1.7142811415903805*^-39+0.*I,2.1134095872494695*^-40+0.*I,2.581978982954959*^-41+0.*I,3.1264999213147936*^-42+0.*I,3.752906415194874*^-43+0.*I,4.466273173675776*^-44+0.*I,5.270521120005742*^-45+0.*I,6.168122756641831*^-46+0.*I,7.159820504825891*^-47+0.*I,8.24437207841673*^-48+0.*I,9.41833717133262*^-49+0.*I,1.0675919161870193*^-49+0.*I,1.2008874131331312*^-50+0.*I,1.3406497280101586*^-51+0.*I,1.4855693880126204*^-52+0.*I,1.634113836193696*^-53+0.*I,1.7845521177912518*^-54+0.*I,1.934987892869131*^-55+0.*I,2.0833999125975683*^-56+0.*I,2.227688713701891*^-57+0.*I,2.3657279546936306*^-58+0.*I,2.49541855886014*^-59+0.*I,2.614743658774764*^-60+0.*I,2.7218222659332568*^-61+0.*I,2.814959621528829*^-62+0.*I,2.89269231840276*^-63+0.*I,2.953826511688136*^-64+0.*I,2.997467842912541*^-65+0.*I,3.02304207112432*^-66+0.*I,3.030305813600385*^-67+0.*I,3.0193472248331883*^-68+0.*I,2.990576862641258*^-69+0.*I,2.9447093826256045*^-70+0.*I,2.8827370477101067*^-71+0.*I,2.805896322784541*^-72+0.*I
-0.004786780284275058+0.*I,0.03249939544668073+0.*I,-0.12736529006324132+0.*I,0.3109717522228702+0.*I,-0.4323413684042839+0.*I,0.18399606455697867+0.*I,0.2977446102867638+0.*I,-0.19179209542661388+0.*I,-0.3401696577004246+0.*I,-0.046983491380748824+0.*I,0.27652335057489075+0.*I,0.3956948520093656+0.*I,0.3416223711331101+0.*I,0.22700769163066495+0.*I,0.12632340327870908+0.*I,0.06145001932924446+0.*I,0.02682268455427153+0.*I,0.01069258535950862+0.*I,0.003942679775909764+0.*I,0.001357723482491215+0.*I,0.0004399660829797248+0.*I,0.0001349746718612326+0.*I,0.00003939839835578051+0.*I,0.000010987820998013785+0.*I,2.9382611148828634*^-6+0.*I,7.556787982060854*^-7+0.*I,1.8741313860077314*^-7+0.*I,4.4924623681121754*^-8+0.*I,1.042986270310348*^-8+0.*I,2.3494830127341343*^-9+0.*I,5.143662673933237*^-10+0.*I,1.0960119879592912*^-10+0.*I,2.276021174191734*^-11+0.*I,4.611885144211776*^-12+0.*I,9.12849500073617*^-13+0.*I,1.7667524117607853*^-13+0.*I,3.3466482209937505*^-14+0.*I,6.209736150865153*^-15+0.*I,1.1295567390134286*^-15+0.*I,2.0157334726344786*^-16+0.*I,3.5313798619680266*^-17+0.*I,6.077404763951018*^-18+0.*I,1.0280455440078382*^-18+0.*I,1.710285939122361*^-19+0.*I,2.7997168715606525*^-20+0.*I,4.51192438528664*^-21+0.*I,7.1616439461816*^-22+0.*I,1.1200990022895649*^-22+0.*I,1.7269191403123344*^-23+0.*I,2.6256029092480336*^-24+0.*I,3.9381134809028675*^-25+0.*I,5.829107393591473*^-26+0.*I,8.517565168235855*^-27+0.*I,1.2290409383220801*^-27+0.*I,1.7518062390609592*^-28+0.*I,2.4671746629219086*^-29+0.*I,3.434214570881741*^-30+0.*I,4.725882836580042*^-31+0.*I,6.430959843341269*^-32+0.*I,8.655868500647709*^-33+0.*I,1.1526244528494715*^-33+0.*I,1.5188103926942866*^-34+0.*I,1.9808437443486455*^-35+0.*I,2.5575053476352357*^-36+0.*I,3.2695492620499665*^-37+0.*I,4.1394851057886346*^-38+0.*I,5.1912377714528064*^-39+0.*I,6.449675222880968*^-40+0.*I,7.940000694275432*^-41+0.*I,9.687012481376834*^-42+0.*I,1.1714242359733393*^-42+0.*I,1.4042992094738752*^-43+0.*I,1.6691296029033177*^-44+0.*I,1.967284577904679*^-45+0.*I,2.2995920042382137*^-46+0.*I,2.6662367818861574*^-47+0.*I,3.0666696445241107*^-48+0.*I,3.499531630661875*^-49+0.*I,3.9625991634213033*^-50+0.*I,4.4527541328624824*^-51+0.*I,4.965982536148153*^-52+0.*I,5.4974041315798385*^-53+0.*I,6.041334253233463*^-54+0.*I,6.591377481072212*^-55+0.*I,7.140551347157491*^-56+0.*I,7.681436769490698*^-57+0.*I,8.206350529768842*^-58+0.*I,8.707533933770777*^-59+0.*I,9.177350885849924*^-60+0.*I,9.608488028677489*^-61+0.*I,9.994149382315684*^-62+0.*I,1.0328238076625726*^-62+0.*I,1.0605518298368702*^-63+0.*I,1.0821751437092346*^-64+0.*I,1.0973801560269597*^-65+0.*I,1.1059706710446592*^-66+0.*I,1.1078714016770191*^-67+0.*I,1.103127816611894*^-68+0.*I,1.0919024301277681*^-69+0.*I,1.0744677826807657*^-70+0.*I
