0.9244652503762558+0.*I,0.36639583625043903+0.*I,0.10268227219542422+0.*I,0.023496045877750733+0.*I,0.004656126000654634+0.*I,0.0008252768460161609+0.*I,0.0001335315757714347+0.*I,0.000020002988834741353+0.*I,2.8029144180107805*^-6+0.*I,3.7029557419185255*^-7+0.*I,4.6409667812000915*^-8+0.*I,5.545900273284158*^-9+0.*I,6.345142373092209*^-10+0.*I,6.974765868843945*^-11+0.*I,7.387977333283834*^-12+0.*I,7.560314522852621*^-13+0.*I,7.491000231727241*^-14+0.*I,7.200709465290474*^-15+0.*I,6.726652217464457*^-16+0.*I,6.116206110831139*^-17+0.*I,5.42034653703723*^-18+0.*I,4.687889262008319*^-19+0.*I,3.9611924468229205*^-20+0.*I,3.2735724929552037*^-21+0.*I,2.648355491229749*^-22+0.*I,2.09925992243113*^-23+0.*I,1.6316968650859762*^-24+0.*I,1.2445648627537374*^-25+0.*I,9.321771614673023*^-27+0.*I,6.860557332161132*^-28+0.*I,4.9643078925207094*^-29+0.*I,3.533766104668199*^-30+0.*I,2.475840997183739*^-31+0.*I,1.7081488726707503*^-32+0.*I,1.1610373704876131*^-33+0.*I,7.778074793953048*^-35+0.*I,5.1378426922825636*^-36+0.*I,3.3476487190978165*^-37+0.*I,2.152325840672932*^-38+0.*I,1.3659526808286459*^-39+0.*I,8.5598390289327*^-41+0.*I,5.298264164258017*^-42+0.*I,3.2401782403190993*^-43+0.*I,1.958369387890325*^-44+0.*I,1.1701140985848346*^-45+0.*I,6.913244133451761*^-47+0.*I,4.03982838601113*^-48+0.*I,2.3354680264937625*^-49+0.*I,1.3360208808021353*^-50+0.*I,7.564411467220973*^-52+0.*I,4.239845983099377*^-53+0.*I,2.3530162754696466*^-54+0.*I,1.2932521164991405*^-55+0.*I,7.040527538677572*^-57+0.*I,3.797241863099502*^-58+0.*I,2.029302796819864*^-59+0.*I,1.0747631782340902*^-60+0.*I,5.642028681923345*^-62+0.*I,2.9361702322414563*^-63+0.*I,1.5150088299118592*^-64+0.*I,7.751744992117749*^-66+0.*I,3.933638975219405*^-67+0.*I,1.9799699186064965*^-68+0.*I,9.886629422342668*^-70+0.*I,4.897993533860664*^-71+0.*I,2.4078058631088696*^-72+0.*I,1.1746525840091342*^-73+0.*I,5.687638372049972*^-75+0.*I,2.7336156850796307*^-76+0.*I,1.304286054675651*^-77+0.*I,6.17851021973307*^-79+0.*I,2.9061266262271755*^-80+0.*I,1.3574011844786214*^-81+0.*I,6.296609094062205*^-83+0.*I,2.901020588056734*^-84+0.*I,1.32763935530281*^-85+0.*I,6.035778032942302*^-87+0.*I,2.726137997166314*^-88+0.*I,1.223377456063624*^-89+0.*I,5.455152125663243*^-91+0.*I,2.417251348101737*^-92+0.*I,1.0644842503452067*^-93+0.*I,4.6589950873502384*^-95+0.*I,2.02681049685485*^-96+0.*I,8.764627039441059*^-98+0.*I,3.76776594111163*^-99+0.*I,1.610254898090862*^-100+0.*I,6.8421870252970415*^-102+0.*I,2.890770029915925*^-103+0.*I,1.2144467547996302*^-104+0.*I,5.073610956024393*^-106+0.*I,2.1079310683087118*^-107+0.*I,8.710085731628094*^-109+0.*I,3.579652706243019*^-110+0.*I,1.4633119042398744*^-111+0.*I,5.950247650474382*^-113+0.*I,2.406907296725982*^-114+0.*I,9.685754007110831*^-116+0.*I,3.877754723860479*^-117+0.*I,1.5446236381827113*^-118+0.*I
-0.36639583625043903+0.*I,0.7792505884222011+0.*I,0.477465615585169+0.*I,0.16853866047778251+0.*I,0.04514671662755272+0.*I,0.010084330024078193+0.*I,0.0019685842353383094+0.*I,0.0003453635024975505+0.*I,0.0000554661094736021+0.*I,8.261982998294604*^-6+0.*I,1.1525837515949045*^-6+0.*I,1.5172543298315053*^-7+0.*I,1.896008333433182*^-8+0.*I,2.2601303376679264*^-9+0.*I,2.580437451178773*^-10+0.*I,2.831387316469708*^-11+0.*I,2.9944365234362703*^-12+0.*I,3.060079751307859*^-13+0.*I,3.028342371001668*^-14+0.*I,2.9078391977902906*^-15+0.*I,2.713767918250875*^-16+0.*I,2.4653351904062062*^-17+0.*I,2.1831154653275315*^-18+0.*I,1.886746921416132*^-19+0.*I,1.593220149138033*^-20+0.*I,1.3158576914595343*^-21+0.*I,1.0639497821311464*^-22+0.*I,8.42921943969735*^-24+0.*I,6.548673002768767*^-25+0.*I,4.9927370097969435*^-26+0.*I,3.7380068308979614*^-27+0.*I,2.7500041853432715*^-28+0.*I,1.9891874123817644*^-29+0.*I,1.4154924180634915*^-30+0.*I,9.914118194737482*^-32+0.*I,6.83796265881117*^-33+0.*I,4.646481924178702*^-34+0.*I,3.111959873967092*^-35+0.*I,2.0550988923450956*^-36+0.*I,1.3387133391431919*^-37+0.*I,8.605117851176552*^-39+0.*I,5.459972520476148*^-40+0.*I,3.4208257331533275*^-41+0.*I,2.1169653030135396*^-42+0.*I,1.2943977469617931*^-43+0.*I,7.821964548410625*^-45+0.*I,4.672779134577532*^-46+0.*I,2.760310581756698*^-47+0.*I,1.6127646245088893*^-48+0.*I,9.322165927156502*^-50+0.*I,5.3320427468348246*^-51+0.*I,3.0185298899986288*^-52+0.*I,1.6916585852253937*^-53+0.*I,9.387113607674855*^-55+0.*I,5.158660284600267*^-56+0.*I,2.8080671448557234*^-57+0.*I,1.5143315217016662*^-58+0.*I,8.091922846503916*^-60+0.*I,4.285204026198563*^-61+0.*I,2.2493106735883057*^-62+0.*I,1.1704485232680181*^-63+0.*I,6.038716082510489*^-65+0.*I,3.0895031576128974*^-66+0.*I,1.5676340075793848*^-67+0.*I,7.889891186397844*^-69+0.*I,3.939345709243932*^-70+0.*I,1.95145519762898*^-71+0.*I,9.59240381208723*^-73+0.*I,4.679312539989768*^-74+0.*I,2.265542415648572*^-75+0.*I,1.0887952592917301*^-76+0.*I,5.1945873176691595*^-78+0.*I,2.460550388102175*^-79+0.*I,1.157268528137881*^-80+0.*I,5.405050256566675*^-82+0.*I,2.5070956568605514*^-83+0.*I,1.1550169802624557*^-84+0.*I,5.285569151786018*^-86+0.*I,2.402811242691434*^-87+0.*I,1.0851996121922152*^-88+0.*I,4.869656033980959*^-90+0.*I,2.1713073138043708*^-91+0.*I,9.620849737947838*^-93+0.*I,4.236513615517379*^-94+0.*I,1.85412879567377*^-95+0.*I,8.065653974566456*^-97+0.*I,3.4877004246254616*^-98+0.*I,1.499233997997338*^-99+0.*I,6.407083303251949*^-101+0.*I,2.7223337419593567*^-102+0.*I,1.1501145145701205*^-103+0.*I,4.831561962945535*^-105+0.*I,2.01840436121856*^-106+0.*I,8.385515154126492*^-108+0.*I,3.46480248010508*^-109+0.*I,1.423901741399602*^-110+0.*I,5.820488873350741*^-112+0.*I,2.3666899894305292*^-113+0.*I,9.57303846391539*^-115+0.*I,3.852195385392364*^-116+0.*I
0.10268227219542422+0.*I,-0.477465615585169+0.*I,0.6454410593478559+0.*I,0.5375406783736913+0.*I,0.22569731192454245+0.*I,0.06855709765022036+0.*I,0.01691487709460517+0.*I,0.0035860959029220016+0.*I,0.0006751826521747363+0.*I,0.00011534596929768469+0.*I,0.000018151344522941635+0.*I,2.6605275105398414*^-6+0.*I,3.663363367840086*^-7+0.*I,4.7705516916024544*^-8+0.*I,5.90742615782017*^-9+0.*I,6.987469496013586*^-10+0.*I,7.924453734505643*^-11+0.*I,8.644449059524555*^-12+0.*I,9.09537009197508*^-13+0.*I,9.252485992981916*^-14+0.*I,9.119341707808461*^-15+0.*I,8.724522186482471*^-16+0.*I,8.115410093999106*^-17+0.*I,7.350428738947159*^-18+0.*I,6.491233133125294*^-19+0.*I,5.596007002879438*^-20+0.*I,4.7145752318533564*^-21+0.*I,3.8855782667896525*^-22+0.*I,3.135572490798423*^-23+0.*I,2.479668263136342*^-24+0.*I,1.923202981366688*^-25+0.*I,1.4639478863280702*^-26+0.*I,1.09442698515022*^-27+0.*I,8.04044835325336*^-29+0.*I,5.808440479236844*^-30+0.*I,4.128209835615143*^-31+0.*I,2.888080114141382*^-32+0.*I,1.9898061890812807*^-33+0.*I,1.3507124550774045*^-34+0.*I,9.037553604387687*^-36+0.*I,5.962792252433838*^-37+0.*I,3.88083126606375*^-38+0.*I,2.4924868876525105*^-39+0.*I,1.58023885347752*^-40+0.*I,9.893171980242802*^-42+0.*I,6.117946596589944*^-43+0.*I,3.73818697254747*^-44+0.*I,2.25747797060204*^-45+0.*I,1.347750725604552*^-46+0.*I,7.95665228806626*^-48+0.*I,4.64613993719757*^-49+0.*I,2.6840901859008643*^-50+0.*I,1.5344134153909256*^-51+0.*I,8.68203821449391*^-53+0.*I,4.8632301886823736*^-54+0.*I,2.697354679755356*^-55+0.*I,1.4816455585729717*^-56+0.*I,8.061640500124056*^-58+0.*I,4.345624548040363*^-59+0.*I,2.32115785154594*^-60+0.*I,1.2287180179153627*^-61+0.*I,6.447089770464128*^-63+0.*I,3.3535565011143345*^-64+0.*I,1.7295860592500505*^-65+0.*I,8.845765712025124*^-67+0.*I,4.486890019669329*^-68+0.*I,2.2575128766912793*^-69+0.*I,1.1267980875871983*^-70+0.*I,5.580170765578408*^-72+0.*I,2.7421246251279955*^-73+0.*I,1.3372616243649465*^-74+0.*I,6.47268865251181*^-76+0.*I,3.1098567089450885*^-77+0.*I,1.4833039330215987*^-78+0.*I,7.024242010844449*^-80+0.*I,3.302877666104226*^-81+0.*I,1.5422406273788*^-82+0.*I,7.15187910598275*^-84+0.*I,3.2941030093750894*^-85+0.*I,1.5071021822845865*^-86+0.*I,6.849757791268815*^-88+0.*I,3.0929450440956514*^-89+0.*I,1.3876188098797688*^-90+0.*I,6.185926082134175*^-92+0.*I,2.740378432937289*^-93+0.*I,1.206483694447102*^-94+0.*I,5.279228744528456*^-96+0.*I,2.296094818898055*^-97+0.*I,9.926837465784641*^-99+0.*I,4.266428324787112*^-100+0.*I,1.8229738004627537*^-101+0.*I,7.744406110682639*^-103+0.*I,3.271268187303408*^-104+0.*I,1.3740182338752073*^-105+0.*I,5.739109460578293*^-107+0.*I,2.3839598367297693*^-108+0.*I,9.848768749854485*^-110+0.*I,4.046868811251595*^-111+0.*I,1.6540001527761315*^-112+0.*I,6.724433811432342*^-114+0.*I
-0.023496045877750733+0.*I,0.16853866047778251+0.*I,-0.5375406783736913+0.*I,0.5224394917920852+0.*I,0.5690538179974864+0.*I,0.2756865491817201+0.*I,0.09308386761646317+0.*I,0.025017321017262693+0.*I,0.005701572896700174+0.*I,0.0011430568693446602+0.*I,0.00020643852271216606+0.*I,0.00003414838920068021+0.*I,5.237228911745215*^-6+0.*I,7.516737863041275*^-7+0.*I,1.0170394116266097*^-7+0.*I,1.3049517221706178*^-8+0.*I,1.5955540002200259*^-9+0.*I,1.8666168349162327*^-10+0.*I,2.096636649069627*^-11+0.*I,2.2677794791185722*^-12+0.*I,2.368114477002465*^-13+0.*I,2.3927873312774807*^-14+0.*I,2.344041867560751*^-15+0.*I,2.2302358473495917*^-16+0.*I,2.064161780432148*^-17+0.*I,1.8610526580193034*^-18+0.*I,1.636631831749923*^-19+0.*I,1.4054814802505035*^-20+0.*I,1.1798888633888348*^-21+0.*I,9.692150591163486*^-23+0.*I,7.797392282448001*^-24+0.*I,6.148734164957106*^-25+0.*I,4.7561907897599965*^-26+0.*I,3.611405290468084*^-27+0.*I,2.693527225059454*^-28+0.*I,1.9745138349166415*^-29+0.*I,1.4234452498974931*^-30+0.*I,1.0097072727031882*^-31+0.*I,7.05086474735938*^-33+0.*I,4.849383031237834*^-34+0.*I,3.286403753843385*^-35+0.*I,2.195471944773299*^-36+0.*I,1.446370718858332*^-37+0.*I,9.400243589514619*^-39+0.*I,6.029216226249825*^-40+0.*I,3.8176097748571527*^-41+0.*I,2.387099493376047*^-42+0.*I,1.47445140542405*^-43+0.*I,8.999072271827463*^-45+0.*I,5.428663074392523*^-46+0.*I,3.2376582665405268*^-47+0.*I,1.9095107607081887*^-48+0.*I,1.1139647680313574*^-49+0.*I,6.429539175128991*^-51+0.*I,3.672348677705839*^-52+0.*I,2.0761385991812444*^-53+0.*I,1.1620000737671694*^-54+0.*I,6.439896387784864*^-56+0.*I,3.5347342767593077*^-57+0.*I,1.9218478055494016*^-58+0.*I,1.0352417614391574*^-59+0.*I,5.525844006712933*^-61+0.*I,2.923212354718007*^-62+0.*I,1.5328349639754772*^-63+0.*I,7.968374685646612*^-65+0.*I,4.107212831377509*^-66+0.*I,2.0993722617248405*^-67+0.*I,1.0642805918864468*^-68+0.*I,5.351863227166224*^-70+0.*I,2.669881279730892*^-71+0.*I,1.3215120746557273*^-72+0.*I,6.490752638471724*^-74+0.*I,3.1638408310584453*^-75+0.*I,1.5306617486675064*^-76+0.*I,7.35083721331464*^-78+0.*I,3.504563267994698*^-79+0.*I,1.6588829709563307*^-80+0.*I,7.79697759750114*^-82+0.*I,3.6392194530147415*^-83+0.*I,1.6869537809233532*^-84+0.*I,7.76696839589389*^-86+0.*I,3.5521611904991465*^-87+0.*I,1.613856394289872*^-88+0.*I,7.284597019754324*^-90+0.*I,3.2670137975049694*^-91+0.*I,1.4559171003802123*^-92+0.*I,6.447585800107117*^-94+0.*I,2.8376976957407875*^-95+0.*I,1.2412993458019554*^-96+0.*I,5.3970994630339634*^-98+0.*I,2.3326476536216325*^-99+0.*I,1.002243584436046*^-100+0.*I,4.281172499144508*^-102+0.*I,1.8182209763446321*^-103+0.*I,7.67809755051971*^-105+0.*I,3.2241222520494436*^-106+0.*I,1.346317710379578*^-107+0.*I,5.590986815203109*^-109+0.*I,2.3091934538974805*^-110+0.*I,9.486120456722188*^-112+0.*I
0.004656126000654634+0.*I,-0.04514671662755272+0.*I,0.22569731192454245+0.*I,-0.5690538179974864+0.*I,0.4096721652582671+0.*I,0.5815897086513508+0.*I,0.31919959554740285+0.*I,0.11818079082757565+0.*I,0.03424997470181527+0.*I,0.00832584392040076+0.*I,0.0017664224294981824+0.*I,0.00033557249890134154+0.*I,0.000058108902476727884+0.*I,9.292592229512238*^-6+0.*I,1.3860985871703834*^-6+0.*I,1.9436285979205405*^-7+0.*I,2.5782849307218534*^-8+0.*I,3.2523287698619987*^-9+0.*I,3.9181439792166344*^-10+0.*I,4.524573875736424*^-11+0.*I,5.023981009535385*^-12+0.*I,5.378614925855181*^-13+0.*I,5.5651326786627157*^-14+0.*I,5.576619167136804*^-15+0.*I,5.422035088414886*^-16+0.*I,5.123524647071314*^-17+0.*I,4.7123393714575506*^-18+0.*I,4.224242313228288*^-19+0.*I,3.6951730403477294*^-20+0.*I,3.1577414092205353*^-21+0.*I,2.638852945917053*^-22+0.*I,2.1585174206801436*^-23+0.*I,1.7296994791069855*^-24+0.*I,1.3589552069479663*^-25+0.*I,1.0475588610865063*^-26+0.*I,7.928432757794162*^-28+0.*I,5.895333607672107*^-29+0.*I,4.309230713021254*^-30+0.*I,3.098154383013117*^-31+0.*I,2.1920219656397314*^-32+0.*I,1.5269970156740173*^-33+0.*I,1.0478118895663248*^-34+0.*I,7.085479989589974*^-36+0.*I,4.723615415120794*^-37+0.*I,3.1057602138100155*^-38+0.*I,2.0146953814247608*^-39+0.*I,1.2898840337021856*^-40+0.*I,8.153346144168695*^-42+0.*I,5.089816360577622*^-43+0.*I,3.138917510863467*^-44+0.*I,1.912906286645956*^-45+0.*I,1.1522912312674724*^-46+0.*I,6.862763923915*^-48+0.*I,4.04215177796572*^-49+0.*I,2.3550861791647996*^-50+0.*I,1.3576291269926103*^-51+0.*I,7.745172392532165*^-53+0.*I,4.3736923767835894*^-54+0.*I,2.445234831307657*^-55+0.*I,1.353732002053987*^-56+0.*I,7.42276953517438*^-58+0.*I,4.031797951685579*^-59+0.*I,2.1697341373098684*^-60+0.*I,1.1570763746745818*^-61+0.*I,6.115549217447299*^-63+0.*I,3.2040154131692655*^-64+0.*I,1.6641974892098435*^-65+0.*I,8.570960819239924*^-67+0.*I,4.377535702832056*^-68+0.*I,2.2175049330139717*^-69+0.*I,1.1142726787314586*^-70+0.*I,5.554766845498089*^-72+0.*I,2.7475234550351958*^-73+0.*I,1.3485601387616336*^-74+0.*I,6.569058231035271*^-76+0.*I,3.1760610172741304*^-77+0.*I,1.5243163645621848*^-78+0.*I,7.262868509421022*^-80+0.*I,3.435840372162287*^-81+0.*I,1.6139615262987228*^-82+0.*I,7.528895139158081*^-84+0.*I,3.4880965894464724*^-85+0.*I,1.6051112620847097*^-86+0.*I,7.337030122117808*^-88+0.*I,3.331747602544679*^-89+0.*I,1.5031338094408317*^-90+0.*I,6.738032928594627*^-92+0.*I,3.0013304743756035*^-93+0.*I,1.3285383615808844*^-94+0.*I,5.844502067950044*^-96+0.*I,2.5554465361882345*^-97+0.*I,1.110615910262913*^-98+0.*I,4.798107532360496*^-100+0.*I,2.0607035190515866*^-101+0.*I,8.798937796550013*^-103+0.*I,3.735452763348629*^-104+0.*I,1.5768229283084215*^-105+0.*I,6.618766387451455*^-107+0.*I,2.762821238662623*^-108+0.*I,1.1469294082307181*^-109+0.*I
-0.0008252768460161609+0.*I,0.010084330024078193+0.*I,-0.06855709765022036+0.*I,0.2756865491817201+0.*I,-0.5815897086513508+0.*I,0.3065880733836567+0.*I,0.5805229500488565+0.*I,0.35673505501777336+0.*I,0.14341753992266495+0.*I,0.04447544558466888+0.*I,0.01146143116668333+0.*I,0.0025605491930496853+0.*I,0.0005095671450793634+0.*I,0.00009205072075941561+0.*I,0.000015303801344771615+0.*I,2.3663432573473977*^-6+0.*I,3.431169623828449*^-7+0.*I,4.696476481946151*^-8+0.*I,6.101412673630881*^-9+0.*I,7.557672731857645*^-10+0.*I,8.960100006600527*^-11+0.*I,1.0200763743386265*^-11+0.*I,1.1183638441802988*^-12+0.*I,1.183703685592276*^-13+0.*I,1.2121657380103981*^-14+0.*I,1.203322692417564*^-15+0.*I,1.1599909744303766*^-16+0.*I,1.0875614398847114*^-17+0.*I,9.93088658243025*^-19+0.*I,8.843185620860778*^-20+0.*I,7.688082741587762*^-21+0.*I,6.532432120959463*^-22+0.*I,5.430007009774291*^-23+0.*I,4.419591566167392*^-24+0.*I,3.5251541241053305*^-25+0.*I,2.757527448963723*^-26+0.*I,2.116972545420362*^-27+0.*I,1.596066211506437*^-28+0.*I,1.1824815889789218*^-29+0.*I,8.613821721667258*^-31+0.*I,6.172909068247332*^-32+0.*I,4.3540820247286706*^-33+0.*I,3.0242886838753788*^-34+0.*I,2.0694982251598871*^-35+0.*I,1.3957459631586598*^-36+0.*I,9.281571095557923*^-38+0.*I,6.088011054792325*^-39+0.*I,3.940258131215508*^-40+0.*I,2.517200441969692*^-41+0.*I,1.5878009661040722*^-42+0.*I,9.892223340573053*^-44+0.*I,6.088908924360383*^-45+0.*I,3.703863630688197*^-46+0.*I,2.227189526731159*^-47+0.*I,1.3242123442233653*^-48+0.*I,7.786873855498868*^-50+0.*I,4.5297681250192175*^-51+0.*I,2.6073190117213737*^-52+0.*I,1.485291880705953*^-53+0.*I,8.375663211279566*^-55+0.*I,4.676308698331809*^-56+0.*I,2.5855157620147734*^-57+0.*I,1.4158968095436812*^-58+0.*I,7.681283513903103*^-60+0.*I,4.128842757529296*^-61+0.*I,2.199313658655598*^-62+0.*I,1.1611268947774527*^-63+0.*I,6.076771433155704*^-65+0.*I,3.153055192573929*^-66+0.*I,1.622251913474657*^-67+0.*I,8.277393743815692*^-69+0.*I,4.189055616525844*^-70+0.*I,2.1030159538271668*^-71+0.*I,1.0474369774863477*^-72+0.*I,5.17637108730978*^-74+0.*I,2.5385558913258395*^-75+0.*I,1.2355547620670468*^-76+0.*I,5.968976267015587*^-78+0.*I,2.8625133459040463*^-79+0.*I,1.3628588640211957*^-80+0.*I,6.44250148601222*^-82+0.*I,3.0241393485603256*^-83+0.*I,1.4097264716835183*^-84+0.*I,6.526715929679294*^-86+0.*I,3.0013820883196977*^-87+0.*I,1.3710504930100407*^-88+0.*I,6.2219863647229465*^-90+0.*I,2.8053366569540336*^-91+0.*I,1.2567740101880912*^-92+0.*I,5.594750377745028*^-94+0.*I,2.4750828158899196*^-95+0.*I,1.0882222356949555*^-96+0.*I,4.7555070873976087*^-98+0.*I,2.0656617506918387*^-99+0.*I,8.919401830872837*^-101+0.*I,3.828747148930852*^-102+0.*I,1.6339985469133498*^-103+0.*I,6.933453105194262*^-105+0.*I,2.9253558187436775*^-106+0.*I,1.2273449619708119*^-107+0.*I
0.0001335315757714347+0.*I,-0.0019685842353383094+0.*I,0.01691487709460517+0.*I,-0.09308386761646317+0.*I,0.31919959554740285+0.*I,-0.5805229500488565+0.*I,0.21265820649631165+0.*I,0.5693159492286126+0.*I,0.38871689243537216+0.*I,0.16845367335291103+0.*I,0.05556306904250842+0.*I,0.015104548773071252+0.*I,0.0035387143315115882+0.*I,0.0007351685230550637+0.*I,0.00013813361044745382+0.*I,0.00002381455510524076+0.*I,3.8087052924177264*^-6+0.*I,5.699529089743427*^-7+0.*I,8.035813708697128*^-8+0.*I,1.0735258650592151*^-8+0.*I,1.3653383105334482*^-9+0.*I,1.6597761627864843*^-10+0.*I,1.9352021770511667*^-11+0.*I,2.170480828843303*^-12+0.*I,2.347794267790947*^-13+0.*I,2.4548529305016925*^-14+0.*I,2.486147030739311*^-15+0.*I,2.4431154734615836*^-16+0.*I,2.333332839557387*^-17+0.*I,2.168981384559382*^-18+0.*I,1.9649569346985665*^-19+0.*I,1.7369548726221925*^-20+0.*I,1.4998147088032843*^-21+0.*I,1.2662985281400453*^-22+0.*I,1.0463694529449502*^-23+0.*I,8.46943869388648*^-25+0.*I,6.72028212876011*^-26+0.*I,5.231205391595242*^-27+0.*I,3.9975457407488303*^-28+0.*I,3.000810998783086*^-29+0.*I,2.214091304845506*^-30+0.*I,1.6065932615093563*^-31+0.*I,1.147088458144483*^-32+0.*I,8.062726612496028*^-34+0.*I,5.581644215429846*^-35+0.*I,3.807389960386896*^-36+0.*I,2.5601001315744846*^-37+0.*I,1.6975427552402426*^-38+0.*I,1.1104004130121593*^-39+0.*I,7.167808477824912*^-41+0.*I,4.567580745023012*^-42+0.*I,2.874201935475092*^-43+0.*I,1.786533320558394*^-44+0.*I,1.0972188601737076*^-45+0.*I,6.660142538516147*^-47+0.*I,3.99665264284175*^-48+0.*I,2.3715999953519228*^-49+0.*I,1.3919496045406836*^-50+0.*I,8.082451901522592*^-52+0.*I,4.644047991098094*^-53+0.*I,2.641050897759168*^-54+0.*I,1.4868674649857353*^-55+0.*I,8.288360832513432*^-57+0.*I,4.57560155658421*^-58+0.*I,2.50201613375627*^-59+0.*I,1.355409983349461*^-60+0.*I,7.27551091817543*^-62+0.*I,3.8702546277201844*^-63+0.*I,2.0406443918937643*^-64+0.*I,1.0666281999255668*^-65+0.*I,5.5276521606350844*^-67+0.*I,2.8406133823252214*^-68+0.*I,1.447728707485514*^-69+0.*I,7.31852945419519*^-71+0.*I,3.6701022940468653*^-72+0.*I,1.8260161106381365*^-73+0.*I,9.014795090093545*^-75+0.*I,4.416549226673303*^-76+0.*I,2.147513390869069*^-77+0.*I,1.0364836455417357*^-78+0.*I,4.966032843612599*^-80+0.*I,2.3622330734093045*^-81+0.*I,1.1156966269833404*^-82+0.*I,5.232661990682038*^-84+0.*I,2.4372171859357854*^-85+0.*I,1.1274607889050992*^-86+0.*I,5.180646083217785*^-88+0.*I,2.364722725786579*^-89+0.*I,1.0723286572131427*^-90+0.*I,4.83129537788215*^-92+0.*I,2.1628327664768853*^-93+0.*I,9.62145504336896*^-95+0.*I,4.253544398083313*^-96+0.*I,1.8689027272363274*^-97+0.*I,8.161692969842166*^-99+0.*I,3.54293500509673*^-100+0.*I,1.5288550146391973*^-101+0.*I,6.558729155843855*^-103+0.*I,2.7973884228039944*^-104+0.*I,1.186299280283462*^-105+0.*I
-0.000020002988834741353+0.*I,0.0003453635024975505+0.*I,-0.0035860959029220016+0.*I,0.025017321017262693+0.*I,-0.11818079082757565+0.*I,0.35673505501777336+0.*I,-0.5693159492286126+0.*I,0.1273748530267702+0.*I,0.5503946800199895+0.*I,0.4155292179239573+0.*I,0.19301731914638356+0.*I,0.0673893364134199+0.*I,0.019246398282755664+0.*I,0.00471232672994165+0.*I,0.001018992923725522+0.*I,0.0001986394877643007+0.*I,0.00003543368020399589+0.*I,5.85005973936778*^-6+0.*I,9.019203095721885*^-7+0.*I,1.3078261098863092*^-7+0.*I,1.7941371790825142*^-8+0.*I,2.339971927676244*^-9+0.*I,2.913479374773298*^-10+0.*I,3.47533810417227*^-11+0.*I,3.983779669363691*^-12+0.*I,4.4001404946709634*^-13+0.*I,4.6938685430353635*^-14+0.*I,4.846098044396352*^-15+0.*I,4.851277693007192*^-16+0.*I,4.7167766703666825*^-17+0.*I,4.4607830627858755*^-18+0.*I,4.1090694894230807*^-19+0.*I,3.691298553178093*^-20+0.*I,3.237489465416955*^-21+0.*I,2.775111449526711*^-22+0.*I,2.3270660333424606*^-23+0.*I,1.9106211976851746*^-24+0.*I,1.5372023199796043*^-25+0.*I,1.2128456598540721*^-26+0.*I,9.390804450937103*^-28+0.*I,7.140143294495168*^-29+0.*I,5.334374054593879*^-30+0.*I,3.918150365194737*^-31+0.*I,2.8309564812153774*^-32+0.*I,2.01307125390588*^-33+0.*I,1.4095016487066214*^-34+0.*I,9.721816948876987*^-36+0.*I,6.608286650370688*^-37+0.*I,4.428576619693772*^-38+0.*I,2.927105993557927*^-39+0.*I,1.9088351737161562*^-40+0.*I,1.228578695825953*^-41+0.*I,7.806991783252917*^-43+0.*I,4.899429687785311*^-44+0.*I,3.037504950829501*^-45+0.*I,1.8608906433080343*^-46+0.*I,1.1268714248473647*^-47+0.*I,6.746673324246809*^-49+0.*I,3.994607851662856*^-50+0.*I,2.3395408319416888*^-51+0.*I,1.3556817458937466*^-52+0.*I,7.774100841655258*^-54+0.*I,4.4126432410127774*^-55+0.*I,2.4796540127453115*^-56+0.*I,1.3797838523819883*^-57+0.*I,7.603957160578853*^-59+0.*I,4.151020347907438*^-60+0.*I,2.2450799647842284*^-61+0.*I,1.2032143651177668*^-62+0.*I,6.39084685099125*^-64+0.*I,3.3646941224552994*^-65+0.*I,1.7561832814602757*^-66+0.*I,9.088543392886952*^-68+0.*I,4.66423042853193*^-69+0.*I,2.3740293508567266*^-70+0.*I,1.198587602838218*^-71+0.*I,6.00325160615482*^-73+0.*I,2.983253310468399*^-74+0.*I,1.4710677257207228*^-75+0.*I,7.198876633990895*^-77+0.*I,3.4965151500727717*^-78+0.*I,1.6857469701616295*^-79+0.*I,8.068298584042309*^-81+0.*I,3.8339738206230404*^-82+0.*I,1.808996341517282*^-83+0.*I,8.47598455032918*^-85+0.*I,3.944100333714558*^-86+0.*I,1.8228519005197443*^-87+0.*I,8.368347204176127*^-89+0.*I,3.816375436508961*^-90+0.*I,1.729110819928537*^-91+0.*I,7.78379152982833*^-93+0.*I,3.481701871327344*^-94+0.*I,1.5475991930271057*^-95+0.*I,6.836370703627475*^-97+0.*I,3.001413036827589*^-98+0.*I,1.3097579558695409*^-99+0.*I,5.6813658886159154*^-101+0.*I,2.4498612601582806*^-102+0.*I,1.0502365182458331*^-103+0.*I
