0.003152414752962291+0.*I,0.-0.010699266443020456*I,-0.025677317819880616+0.*I,0.+0.05031525531762552*I,0.08538475501772227+0.*I,0.-0.12960029380882143*I,-0.1795729893771272+0.*I,0.+0.23035765244971038*I,0.27641926134344386+0.*I,0.-0.31272147003259326*I,-0.33563585613342867+0.*I,0.+0.34346513572582277*I,0.3365136522041149+0.*I,0.-0.3167682632246681*I,-0.287334845829395+0.*I,0.+0.2517986047089612*I,0.21365053243948798+0.*I,0.-0.17586935480647997*I,-0.14069043400289133+0.*I,0.+0.10954647830525721*I,0.08313694740434764+0.*I,0.-0.06157367547086394*I,-0.044554788818480996+0.*I,0.+0.031531245293358406*I,0.0218447034713684+0.*I,0.-0.014828144208455955*I,-0.009869855140948836+0.*I,0.+0.0064467309870961005*I,0.004134958774460925+0.*I,0.-0.0026060505564194326*I,-0.0016148525023356717+0.*I,0.+0.0009843797372137892*I,0.0005906066435138082+0.*I,0.-0.0003489410065554782*I,-0.0002031062101520428+0.*I,0.+0.00011651982721171976*I,0.00006591120220149791+0.*I,0.-0.0000367763837635736*I,-0.000020248267791630383+0.*I,0.+0.000011004396344833547*I,5.905366823782227*^-6+0.*I,0.-3.130153266340535*^-6*I,-1.6392742216086608*^-6+0.*I,0.+8.484534759283302*^-7*I,4.341225511837438*^-7+0.*I,0.-2.196426835632452*^-7*I,-1.0991285198259998*^-7+0.*I,0.+5.441394327509306*^-8*I,2.6656322400283466*^-8+0.*I,0.-1.2924473010669607*^-8*I,-6.2035243802330984*^-9+0.*I,0.+2.9482483006582607*^-9*I,1.3876279426370977*^-9+0.*I,0.-6.469128135617032*^-10*I,-2.9878550524740346*^-10+0.*I,0.+1.3673787672985922*^-10*I,6.20162454553521*^-11+0.*I,0.-2.7879096406462724*^-11*I,-1.242439781215357*^-11+0.*I,0.+5.489843880350759*^-12*I,2.4054427251108606*^-12+0.*I,0.-1.045299528828983*^-12*I,-4.5056303801209077*^-13+0.*I,0.+1.9266194408763105*^-13*I,8.173660648899563*^-14+0.*I,0.-3.440888312425848*^-14*I,-1.4375046556289798*^-14+0.*I,0.+5.960497499540948*^-15*I,2.4532324764198796*^-15+0.*I,0.-1.0023625020843412*^-15*I,-4.06617853188331*^-16+0.*I,0.+1.6378266002799195*^-16*I,6.551071261630926*^-17+0.*I,0.-2.6023250673305212*^-17*I,-1.0267302009773752*^-17+0.*I,0.+4.023799726036471*^-18*I,1.566535395661275*^-18+0.*I,0.-6.059063460044764*^-19*I,-2.3284603734484127*^-19+0.*I,0.+8.891314194352018*^-20*I,3.3738954093601484*^-20+0.*I,0.-1.2723299708125118*^-20*I,-4.768738224034274*^-21+0.*I,0.+1.7765404003027725*^-21*I,6.578791108187803*^-22+0.*I,0.-2.421850247312939*^-22*I,-8.863570663901102*^-23+0.*I,0.+3.2252229142692506*^-23*I,1.1668876734976674*^-23+0.*I,0.-4.198021905358661*^-24*I,-1.5018760689558651*^-24+0.*I,0.+5.343478332143467*^-25*I,1.8907790888313458*^-25+0.*I,0.-6.654416315593261*^-26*I,-2.3294676980585173*^-26+0.*I,0.+8.111581602295253*^-27*I,2.809833438821859*^-27+0.*I,0.-9.682898089391945*^-28*I,-3.319731617422117*^-28+0.*I,0.+1.1323900091075038*^-28*I
0.-0.010699266443020456*I,-0.03316079635327723+0.*I,0.+0.07201753089476466*I,0.12629509096931757+0.*I,0.-0.18916455622521866*I,-0.24893607909839274+0.*I,0.+0.292014470636188*I,0.3067262645097793+0.*I,0.-0.2866145775161639*I,-0.23211598577189957+0.*I,0.+0.1502328652319612*I,0.052539285131892405+0.*I,0.+0.0476739159151169*I,0.13820867954048663+0.*I,0.-0.21002650935405992*I,-0.25824094292437044+0.*I,0.+0.2820664926594981*I,0.28400475262832586+0.*I,0.-0.26864845176600594*I,-0.2414556524655883+0.*I,0.+0.20774071571063998*I,0.17200087087817723+0.*I,0.-0.1375875976716004*I,-0.10666050655569766+0.*I,0.+0.08033020280424408*I,0.05889693339680988+0.*I,0.-0.04211079983214727*I,-0.02940512650494858+0.*I,0.+0.02007888218033735*I,0.013422523045450023+0.*I,0.-0.008793132337147186*I,-0.005650142512591895+0.*I,0.+0.003563979227468018*I,0.0022084743221857405+0.*I,0.-0.0013453176292663818*I,-0.000806125330493488+0.*I,0.+0.00047541695411338556*I,0.00027610348556758894+0.*I,0.-0.0001579824219036661*I,-0.00008910157266587403+0.*I,0.+0.000049555153203226495*I,0.000027189086276461842+0.*I,0.-0.000014722030156297106*I,-7.869796702055158*^-6+0.*I,0.+4.154595749830505*^-6*I,2.166717373505051*^-6+0.*I,0.-1.1166459577652326*^-6*I,-5.688441303768014*^-7+0.*I,0.+2.865195464958442*^-7*I,1.4272871523679405*^-7+0.*I,0.-7.033512086234683*^-8*I,-3.429569796926587*^-8+0.*I,0.+1.655052447013281*^-8*I,7.906467816646972*^-9+0.*I,0.-3.739743669350479*^-9*I,-1.7517655261658888*^-9+0.*I,0.+8.127700109623888*^-10*I,3.7359099077067127*^-10+0.*I,0.-1.701525816501059*^-10*I,-7.6801131195432*^-11+0.*I,0.+3.436009753749209*^-11*I,1.523937135516336*^-11+0.*I,0.-6.701489947213977*^-12*I,-2.9223403937012265*^-12+0.*I,0.+1.2638822681221945*^-12*I,5.421981586938207*^-13+0.*I,0.-2.3075031323249547*^-13*I,-9.743495392637*^-14+0.*I,0.+4.082527326456632*^-14*I,1.6976070391537196*^-14+0.*I,0.-7.006309152261514*^-15*I,-2.8703461018360624*^-15+0.*I,0.+1.1673992033407081*^-15*I,4.714011024491271*^-16+0.*I,0.-1.8901333897267577*^-16*I,-7.526070472557667*^-17+0.*I,0.+2.9761866141394855*^-17*I,1.1689851788015244*^-17+0.*I,0.-4.560942663453743*^-18*I,-1.767810469850305*^-18+0.*I,0.+6.807536205420524*^-19*I,2.604678256008339*^-19+0.*I,0.-9.902932576739577*^-20*I,-3.741571119947857*^-20+0.*I,0.+1.404942611666816*^-20*I,5.243371981269224*^-21+0.*I,0.-1.945102758159241*^-21*I,-7.172750667860784*^-22+0.*I,0.+2.6294866827353303*^-22*I,9.583591552646195*^-23+0.*I,0.-3.4728579211685996*^-23*I,-1.2513412986901796*^-23+0.*I,0.+4.48355569622806*^-24*I,1.5975510471202333*^-24+0.*I,0.-5.661076810305791*^-25*I,-1.995177931092227*^-25+0.*I,0.+6.994039509111304*^-26*I,2.4387283351930122*^-26+0.*I,0.-8.458866227799143*^-27*I,-2.9187591347380742*^-27+0.*I
-0.025677317819880616+0.*I,0.+0.07201753089476466*I,0.13967507414644842+0.*I,0.-0.21489423755256928*I,-0.2753704096444086+0.*I,0.+0.29832972115985723*I,0.26963963833140225+0.*I,0.-0.18980756262734363*I,-0.07439776781029812+0.*I,0.-0.0509429628498875*I,-0.15848118747279882+0.*I,0.+0.22623754082320968*I,0.24310773155076623+0.*I,0.-0.21014381172069393*I,-0.13837973550350463+0.*I,0.+0.044574733700687416*I,-0.05348040273779574+0.*I,0.+0.1407711330111845*I,0.2072811152390628+0.*I,0.-0.24855737223675425*I,-0.26498999295917025+0.*I,0.+0.260369581696114*I,0.24026396981114634+0.*I,0.-0.2106062165847998*I,-0.17669726600873456+0.*I,0.+0.142662588961462*I,0.11129362119060894+0.*I,0.-0.08415518774309824*I,-0.06183632117442326+0.*I,0.+0.04424520637020236*I,0.030882448057412023+0.*I,0.-0.021058741307536745*I,-0.014047326908465304+0.*I,0.+0.009176803925136187*I,0.005877126478333454+0.*I,0.-0.0036932360640901437*I,-0.0022791403889936886+0.*I,0.+0.0013822210567878664*I,0.0008243629877118392+0.*I,0.-0.00048379538655087917*I,-0.00027954624779884816+0.*I,0.+0.0001591190339434396*I,0.00008926444173091086+0.*I,0.-0.00004937641139999112*I,-0.000026941946558533193+0.*I,0.+0.000014507042936434622*I,7.71135737210414*^-6+0.*I,0.-4.047965205107894*^-6*I,-2.0991334946336803*^-6+0.*I,0.+1.0756627780853043*^-6*I,5.448453448379097*^-7+0.*I,0.-2.7286822937739687*^-7*I,-1.3515460012466499*^-7+0.*I,0.+6.622419760143045*^-8*I,3.2108149238591225*^-8+0.*I,0.-1.5407294887200674*^-8*I,-7.318893861411425*^-9+0.*I,0.+3.4424183075520627*^-9*I,1.6034975168799283*^-9+0.*I,0.-7.398489730799002*^-10*I,-3.3819584569281596*^-10+0.*I,0.+1.531866624229294*^-10*I,6.876623014160193*^-11+0.*I,0.-3.059865383293248*^-11*I,-1.3498045102908074*^-11+0.*I,0.+5.904008636175468*^-12*I,2.5609104147127304*^-12+0.*I,0.-1.101728499325103*^-12*I,-4.701613901078613*^-13+0.*I,0.+1.9905307874925212*^-13*I,8.361724840349698*^-14+0.*I,0.-3.485632122989604*^-14*I,-1.442041908369972*^-14+0.*I,0.+5.921547082741731*^-15*I,2.4138052309446275*^-15+0.*I,0.-9.76846379332835*^-16*I,-3.925122270552606*^-16+0.*I,0.+1.5661288563713322*^-16*I,6.205723150869033*^-17+0.*I,0.-2.4422487306052864*^-17*I,-9.546865063798887*^-18+0.*I,0.+3.7071891680881734*^-18*I,1.4301459957996391*^-18+0.*I,0.-5.481573211546515*^-19*I,-2.0876410987912959*^-19+0.*I,0.+7.900741144471034*^-20*I,2.9715010360345714*^-20+0.*I,0.-1.1107435407388989*^-20*I,-4.126810382765243*^-21+0.*I,0.+1.5240884572263326*^-21*I,5.595412668488365*^-22+0.*I,0.-2.042259607912176*^-22*I,-7.410994863841897*^-23+0.*I,0.+2.673978871809411*^-23*I,9.593648516060481*^-24+0.*I,0.-3.42280242028921*^-24*I,-1.2144488952196525*^-24+0.*I,0.+4.285511102398009*^-25*I,1.5041043317029349*^-25+0.*I,0.-5.250862869853694*^-26*I
0.+0.05031525531762552*I,0.12629509096931757+0.*I,0.-0.21489423755256928*I,-0.2814147960880691+0.*I,0.+0.2914557355043276*I,0.2290818207380008+0.*I,0.-0.10646272020423803*I,0.039949358660228015+0.*I,0.-0.16417042919700933*I,-0.22868454278591416+0.*I,0.+0.21753858828423486*I,0.13984894651521165+0.*I,0.-0.023899735554890833*I,0.0942877901064017+0.*I,0.-0.1828044562868241*I,-0.2220813480091203+0.*I,0.+0.20773693488858866*I,0.14853523333528168+0.*I,0.-0.06135434728848351*I,0.03459252879323281+0.*I,0.-0.12251879746339722*I,-0.19089783828066265+0.*I,0.+0.23428175532226939*I,0.25257340721937893+0.*I,0.-0.249442250862571*I,-0.23053066578731354+0.*I,0.+0.2019050509467354*I,0.16897696717193317+0.*I,0.-0.1359287469207364*I,-0.10555750420489951+0.*I,0.+0.07940080795096242*I,0.058008125712270354+0.*I,0.-0.04125152256436831*I,-0.028607568432205004+0.*I,0.+0.019377370059389623*I,0.012837233229775119+0.*I,0.-0.00832772051084193*I,-0.005295586173515483+0.*I,0.+0.0033040038292653983*I,0.0020242755793242967+0.*I,0.-0.0012187941044253248*I,-0.0007216421270188683+0.*I,0.+0.0004204533194943528*I,0.00024119558430229016+0.*I,0.-0.00013630393656166725*I,-0.0000759188483724287+0.*I,0.+0.00004169581893086185*I,0.000022590357106254183+0.*I,0.-0.000012078563689120853*I,-6.375762719360284*^-6+0.*I,0.+3.323738756794359*^-6*I,1.7117637550232932*^-6+0.*I,0.-8.71202691421469*^-7*I,-4.3831048430539187*^-7+0.*I,0.+2.180488677238328*^-7*I,1.0728795656611443*^-7+0.*I,0.-5.2225592429586685*^-8*I,-2.5156826170526743*^-8+0.*I,0.+1.1994117591707533*^-8*I,5.66129904258184*^-9+0.*I,0.-2.646003176273455*^-9*I,-1.2248369811070773*^-9+0.*I,0.+5.616469415021094*^-10*I,2.5516773603082586*^-10+0.*I,0.-1.1487941916354023*^-10*I,-5.126094902030498*^-11+0.*I,0.+2.2674096237054516*^-11*I,9.943529817146236*^-12+0.*I,0.-4.3239854832352505*^-12*I,-1.864766036124493*^-12+0.*I,0.+7.976679261619903*^-13*I,3.384828118396494*^-13+0.*I,0.-1.4250328198282116*^-13*I,-5.953083957706234*^-14+0.*I,0.+2.4679784986403288*^-14*I,1.0154874710751994*^-14+0.*I,0.-4.147549489324812*^-15*I,-1.6816701447366157*^-15+0.*I,0.+6.769696830197338*^-16*I,2.705965905416647*^-16+0.*I,0.-1.0740989517217049*^-16*I,-4.2342649297296386*^-17+0.*I,0.+1.6579261602346736*^-17*I,6.4483150198641664*^-18+0.*I,0.-2.4914981487266347*^-18*I,-9.564151137921365*^-19+0.*I,0.+3.647884459521891*^-19*I,1.382549699836265*^-19+0.*I,0.-5.207158104241283*^-20*I,-1.949106172074269*^-20+0.*I,0.+7.25134315610302*^-21*I,2.6815278483142365*^-21+0.*I,0.-9.857321247592893*^-22*I,-3.6022954111626754*^-22+0.*I,0.+1.308801769652116*^-22*I,4.727942105717682*^-23+0.*I,0.-1.698255574345182*^-23*I,-6.065893642344383*^-24+0.*I,0.+2.1546411421559995*^-24*I,7.611503712404311*^-25+0.*I
0.08538475501772227+0.*I,0.-0.18916455622521866*I,-0.2753704096444086+0.*I,0.+0.2914557355043276*I,0.2131842359043113+0.*I,0.-0.06289336928296498*I,0.0999000424414149+0.*I,0.-0.2086308172252698*I,-0.22209953244489575+0.*I,0.+0.14182096515443735*I,0.007579965393228676+0.*I,0.+0.12342392347005537*I,0.2016677403093664+0.*I,0.-0.203091803708774*I,-0.13382201168919786+0.*I,0.+0.022871710619770308*I,-0.09163408055912033+0.*I,0.+0.17619706006776753*I,0.21097276929332612+0.*I,0.-0.19242206078345137*I,-0.1305625854157015+0.*I,0.+0.043226914864279806*I,-0.05012006191787337+0.*I,0.+0.13317201260853562*I,0.19537362695820598+0.*I,0.-0.23239615603153585*I,-0.24510824621972166+0.*I,0.+0.23781157988565763*I,0.21640057906189863+0.*I,0.-0.1868687568156155*I,-0.1543383278359499+0.*I,0.+0.12260297403055175*I,0.09406811366630505+0.*I,0.-0.06993906681030465*I,-0.05052137051902882+0.*I,0.+0.03553430835014625*I,0.02437959658887244+0.*I,0.-0.01634118795640335*I,-0.010715213599728506+0.*I,0.+0.0068815623764491435*I,0.004333033497514481+0.*I,0.-0.0026774216911498398*I,-0.0016248804171243299+0.*I,0.+0.0009692406090581158*I,0.0005686481057669452+0.*I,0.-0.00032834336789293143*I,-0.0001866957293721367+0.*I,0.+0.00010459033515265753*I,0.00005775802595284118+0.*I,0.-0.00003145533313454082*I,-0.00001690135600870747+0.*I,0.+8.96326606669459*^-6*I,4.6934250616799896*^-6+0.*I,0.-2.4274148047882033*^-6*I,-1.2404276355150784*^-6+0.*I,0.+6.264796765463087*^-7*I,3.1280818695689094*^-7+0.*I,0.-1.544562706767016*^-7*I,-7.544037813954824*^-8+0.*I,0.+3.645708443942268*^-8*I,1.7435861786278642*^-8+0.*I,0.-8.254430046247027*^-9*I,-3.8690757608167215*^-9+0.*I,0.+1.7959487326386955*^-9*I,8.257211023718053*^-10+0.*I,0.-3.7610415078862454*^-10*I,-1.697451230499892*^-10+0.*I,0.+7.592361423930895*^-11*I,3.366044040806908*^-11+0.*I,0.-1.4794361180534668*^-11*I,-6.4472372335275406*^-12+0.*I,0.+2.786230945029185*^-12*I,1.1942335405069793*^-12+0.*I,0.-5.077507287071293*^-13*I,-2.1417034202200476*^-13+0.*I,0.+8.963382848361154*^-14*I,3.722570039270824*^-14+0.*I,0.-1.534351309231557*^-14*I,-6.277239873455034*^-15+0.*I,0.+2.5493179189623708*^-15*I,1.0278706476955724*^-15+0.*I,0.-4.114892487133883*^-16*I,-1.6357956849859308*^-16+0.*I,0.+6.457937011473119*^-17*I,2.532183087538476*^-17+0.*I,0.-9.862206959459834*^-18*I,-3.815670142657626*^-18+0.*I,0.+1.4666420116650442*^-18*I,5.601080584545841*^-19+0.*I,0.-2.125449151536725*^-19*I,-8.014872785926786*^-20+0.*I,0.+3.0036162170359624*^-20*I,1.1187372939621346*^-20+0.*I,0.-4.1417203162475336*^-21*I,-1.5241744369525977*^-21+0.*I,0.+5.575981259945009*^-22*I,2.0280159548128642*^-22+0.*I,0.-7.333559492395954*^-23*I,-2.6368225669659717*^-23+0.*I,0.+9.427535688210522*^-24*I
0.-0.12960029380882143*I,-0.24893607909839274+0.*I,0.+0.29832972115985723*I,0.2290818207380008+0.*I,0.-0.06289336928296498*I,0.11772223995424792+0.*I,0.-0.2205283943526719*I,-0.19846462427876033+0.*I,0.+0.07321185805024492*I,-0.08271642830009582+0.*I,0.+0.18905996679909884*I,0.1985805250545852+0.*I,0.-0.11489160022615462*I,0.016918841426296637+0.*I,0.-0.1367173465713264*I,-0.19707095369220248+0.*I,0.+0.17999992233449352*I,0.09847383772389788+0.*I,0.+0.014087761832535954*I,0.11919596974185752+0.*I,0.-0.18667116403130612*I,-0.20196218848548955+0.*I,0.+0.16674771604723185*I,0.09463809029217281+0.*I,0.-0.004780409504226254*I,0.0841288090709704+0.*I,0.-0.15790996649685074*I,-0.20862045113186897+0.*I,0.+0.2343037174605485*I,0.2375249589583397+0.*I,0.-0.223472401266159*I,-0.19820778656689333+0.*I,0.+0.16738348422669772*I,0.13550913064944028+0.*I,0.-0.10569547679296007*I,-0.07973163046132893+0.*I,0.+0.05834425725583837*I,0.041516383740014796+0.*I,0.-0.02878557937550858*I,-0.01948086060879398+0.*I,0.+0.012887151336446336*I,0.008344025137884901+0.*I,0.-0.005293598749937364*I,-0.0032939337614970414+0.*I,0.+0.0020121161388336655*I,0.0012075720148884196+0.*I,0.-0.0007125407234340706*I,-0.00041364699887666925+0.*I,0.+0.0002363939283669426*I,0.0001330670961941192+0.*I,0.-0.00007381696339841107*I,-0.00004037380941237117+0.*I,0.+0.00002178180187069451*I,0.000011596260545782036+0.*I,0.-6.094529880398469*^-6*I,-3.163137888213043*^-6+0.*I,0.+1.6218096091345545*^-6*I,8.217222774174844*^-7+0.*I,0.-4.115527692241599*^-7*I,-2.0381023197195576*^-7+0.*I,0.+9.982621761747965*^-8*I,4.837195287004262*^-8+0.*I,0.-2.31942143273625*^-8*I,-1.1007895869505823*^-8+0.*I,0.+5.172069996058436*^-9*I,2.406314302184118*^-9+0.*I,0.-1.1088085050669072*^-9*I,-5.061293672986577*^-10+0.*I,0.+2.2890133237118688*^-10*I,1.0258753095243119*^-10+0.*I,0.-4.5569563989459966*^-11*I,-2.0066002022441152*^-11+0.*I,0.+8.760349048193984*^-12*I,3.792476196043184*^-12+0.*I,0.-1.6282800006410708*^-12*I,-6.934284655375784*^-13+0.*I,0.+2.9295438473832766*^-13*I,1.2279521769069683*^-13+0.*I,0.-5.107418276216944*^-14*I,-2.1082081355992515*^-14+0.*I,0.+8.637129728833441*^-15*I,3.5125252064795934*^-15+0.*I,0.-1.4181170341876019*^-15*I,-5.684527586365824*^-16+0.*I,0.+2.262621931199196*^-16*I,8.943534298952413*^-17+0.*I,0.-3.5109843068078135*^-17*I,-1.3690295948496716*^-17+0.*I,0.+5.302754734287796*^-18*I,2.040489569156867*^-18+0.*I,0.-7.800988562239117*^-19*I,-2.963361066107935*^-19+0.*I,0.+1.1186015328634025*^-19*I,4.196212197244201*^-20+0.*I,0.-1.564462026605134*^-20*I,-5.797378274427425*^-21+0.*I,0.+2.135452443393222*^-21*I,7.819367587420177*^-22+0.*I,0.-2.846478030120919*^-22*I,-1.0302171776681821*^-22+0.*I
-0.1795729893771272+0.*I,0.+0.292014470636188*I,0.26963963833140225+0.*I,0.-0.10646272020423803*I,0.0999000424414149+0.*I,0.-0.2205283943526719*I,-0.1878398992401605+0.*I,0.+0.036792889808742485*I,-0.12772552329192677+0.*I,0.+0.20427697905083333*I,0.15517332218639399+0.*I,0.-0.019162965767296928*I,0.12164251454320359+0.*I,0.-0.1925584493905499*I,-0.16359035584065557+0.*I,0.+0.056890617171440894*I,-0.0724092631169103+0.*I,0.+0.16654056273720094*I,0.19008156492869951+0.*I,0.-0.14008749658410732*I,-0.04102879722953043+0.*I,0.-0.0693927968350967*I,-0.1556840279368943+0.*I,0.+0.19534401133236712*I,0.18265248861658664+0.*I,0.-0.12632608337914744*I,-0.04367053317488968+0.*I,0.-0.045915023101172736*I,-0.12602258101212624+0.*I,0.+0.18600062579117*I,0.22148062616320932+0.*I,0.-0.23332462757312608*I,-0.2258162410487751+0.*I,0.+0.20478884616776438*I,0.17612556049741707+0.*I,0.-0.14480340647853504*I,-0.11446053833191715+0.*I,0.+0.0873602516777294*I,0.06459557066494491+0.*I,0.-0.046396612042921705*I,-0.03244304602348682+0.*I,0.+0.022126439712446554*I,0.014741453125033074+0.*I,0.-0.009607253020151528*I,-0.006132044956429776+0.*I,0.+0.003837206177607798*I,0.0023563255537443974+0.*I,0.-0.0014211200597599191*I,-0.0008424251127438606+0.*I,0.+0.0004911753606647635*I,0.0002818515053561832+0.*I,0.-0.00015926999786935797*I,-0.00008867660993126682+0.*I,0.+0.0000486698549288338*I,0.000026344256418245558+0.*I,0.-0.000014069290437107112*I,-7.4163812144284704*^-6+0.*I,0.+3.860182012044936*^-6*I,1.9845946088374373*^-6+0.*I,0.-1.0081555854637316*^-6*I,-5.061862435045262*^-7+0.*I,0.+2.5127426071534674*^-7*I,1.2335638077078983*^-7+0.*I,0.-5.990540389537882*^-8*I,-2.8785264176556988*^-8+0.*I,0.+1.3689199176477723*^-8*I,6.444486679530573*^-9+0.*I,0.-3.0039686478453636*^-9*I,-1.3867217421359797*^-9+0.*I,0.+6.340978342212274*^-10*I,2.8726235253349573*^-10+0.*I,0.-1.2895426379628848*^-10*I,-5.737240998255358*^-11+0.*I,0.+2.5301933275832833*^-11*I,1.1062608717025573*^-11+0.*I,0.-4.796030970203105*^-12*I,-2.0620150629317492*^-12+0.*I,0.+8.79325365311124*^-13*I,3.719765302597425*^-13+0.*I,0.-1.5611613748078053*^-13*I,-6.501334832199821*^-14+0.*I,0.+2.6867918010277648*^-14*I,1.1020332935082565*^-14+0.*I,0.-4.4867865593491285*^-15*I,-1.8134486247233317*^-15+0.*I,0.+7.27699158098055*^-16*I,2.899488643090937*^-16+0.*I,0.-1.1472514963687803*^-16*I,-4.508239304539676*^-17+0.*I,0.+1.759578114562698*^-17*I,6.821884233308932*^-18+0.*I,0.-2.6274479491152773*^-18*I,-1.0053945999592636*^-18+0.*I,0.+3.822515290022593*^-19*I,1.4441381999390156*^-19+0.*I,0.-5.421890359647241*^-20*I,-2.0230649597766606*^-20+0.*I,0.+7.502738642775801*^-21*I,2.765754377885914*^-21+0.*I,0.-1.0134988857903793*^-21*I
0.+0.23035765244971038*I,0.3067262645097793+0.*I,0.-0.18980756262734363*I,0.039949358660228015+0.*I,0.-0.2086308172252698*I,-0.19846462427876033+0.*I,0.+0.036792889808742485*I,-0.14064168890473502+0.*I,0.+0.20318056617531*I,0.11722099568168287+0.*I,0.+0.04510012338432918*I,0.169937649523496+0.*I,0.-0.18113419246045498*I,-0.08124469881534999+0.*I,0.-0.062463767062800386*I,-0.1664920261881497+0.*I,0.+0.1788977045429436*I,0.10079786583915548+0.*I,0.+0.023220889392125212*I,0.1334557282588459+0.*I,0.-0.18415902163421963*I,-0.16008159053680782+0.*I,0.+0.07669242328474934*I,-0.03161242148241282+0.*I,0.+0.1273987656689668*I,0.1831286581384352+0.*I,0.-0.18744081405557117*I,-0.14466737967689908+0.*I,0.+0.0698327184389417*I,-0.017903409362980002+0.*I,0.+0.10094077692278977*I,0.1667769426845505+0.*I,0.-0.20919017607033033*I,-0.22759663603239366+0.*I,0.+0.22539737154527476*I,0.20807376961035667+0.*I,0.-0.18155237456301038*I,-0.1510861538207694+0.*I,0.+0.12067951719032914*I,0.09295262838406404+0.*I,0.-0.0692909198897268*I,-0.05013317863328114+0.*I,0.+0.035288034343287*I,0.02421211875978041+0.*I,0.-0.01622042221472287*I,-0.010625173191598997+0.*I,0.+0.006813887364387397*I,0.0042826722862003294+0.*I,0.-0.0026406962504592134*I,-0.001598763705226884+0.*I,0.+0.0009511600263953356*I,0.0005564625256995605+0.*I,0.-0.00032034178437781116*I,-0.0001815705151605882+0.*I,0.+0.00010138396913796609*I,0.00005579632245830532+0.*I,0.-0.000030280170160995867*I,-0.000016211284915683695+0.*I,0.+8.565648084402293*^-6*I,4.46840550803799*^-6+0.*I,0.-2.302237607555868*^-6*I,-1.1719236120974717*^-6+0.*I,0.+5.895735885245125*^-7*I,2.9322201592517124*^-7+0.*I,0.-1.4421095053157085*^-7*I,-7.01551968571179*^-8+0.*I,0.+3.376698763274153*^-8*I,1.6084261203616868*^-8+0.*I,0.-7.583796422171235*^-9*I,-3.5403379392303417*^-9+0.*I,0.+1.6366909954371638*^-9*I,7.494453551482445*^-10+0.*I,0.-3.3997593856303203*^-10*I,-1.528169171206884*^-10+0.*I,0.+6.807482916294058*^-11*I,3.005850052235075*^-11+0.*I,0.-1.3157838572284297*^-11*I,-5.710924735578531*^-12+0.*I,0.+2.4580943900940006*^-12*I,1.0493590175625583*^-12+0.*I,0.-4.443692333574491*^-13*I,-1.8668824549731171*^-13+0.*I,0.+7.782153854689627*^-14*I,3.219195201267049*^-14+0.*I,0.-1.3216378314177918*^-14*I,-5.3857541188971666*^-15+0.*I,0.+2.178708403344143*^-15*I,8.750205885117994*^-16+0.*I,0.-3.489398538507559*^-16*I,-1.3817871913565713*^-16+0.*I,0.+5.434177598327372*^-17*I,2.1226142367881702*^-17+0.*I,0.-8.235579572004712*^-18*I,-3.174265177001519*^-18+0.*I,0.+1.2155061194482676*^-18*I,4.624596963485668*^-19+0.*I,0.-1.7483576547920334*^-19*I,-6.568439180577699*^-20+0.*I,0.+2.4524745851386828*^-20*I,9.101045392690675*^-21+0.*I
