0.20787957635076193+0.*I,0.-0.3684569556275152*I,-0.4617923114801947+0.*I,0.+0.4725644058620269*I,0.4187993004855135+0.*I,0.-0.33196773996650775*I,-0.24021227311263757+0.*I,0.+0.1609241075428*I,0.10084422950913564+0.*I,0.-0.05958058097835564*I,-0.033394863305156876+0.*I,0.+0.01784671399605196*I,0.009131509540621177+0.*I,0.-0.0044889610529173975*I,-0.002126457738469849+0.*I,0.+0.0009731640625383848*I,0.00043122209755225397+0.*I,0.-0.0001853751363179173*I,-0.00007744442635134496+0.*I,0.+0.000031491134228064956*I,0.000012480967191866443+0.*I,0.-4.827402717340643*^-6*I,-1.824219637310856*^-6+0.*I,0.+6.741990633598501*^-7*I,2.4392564403459866*^-7+0.*I,0.-8.646938942074656*^-8*I,-3.0057347663739614*^-8+0.*I,0.+1.025282887811254*^-8*I,3.4343110691634887*^-9+0.*I,0.-1.1303568410165967*^-9*I,-3.657883554920706*^-10+0.*I,0.+1.1644583661560908*^-10*I,3.648580331546826*^-11+0.*I,0.-1.1257498014902202*^-11*I,-3.42197913272342*^-12+0.*I,0.+1.025222835709648*^-12*I,3.0286002719830654*^-13+0.*I,0.-8.825026767347259*^-14*I,-2.537459792706213*^-14+0.*I,0.+7.201812366078376*^-15*I,2.0183047527007564*^-15+0.*I,0.-5.586885243163124*^-16*I,-1.5279883464932453*^-16+0.*I,0.+4.1301017445207326*^-17*I,1.1035940458195276*^-17+0.*I,0.-2.9159362715146648*^-18*I,-7.620334732017355*^-19+0.*I,0.+1.97015346137232*^-19*I,5.040276639438842*^-20+0.*I,0.-1.2762368198860583*^-20*I,-3.1990512978515788*^-21+0.*I,0.+7.939827233244804*^-22*I,1.951570825085278*^-22+0.*I,0.-4.7513969937878825*^-23*I,-1.1460389418697508*^-23+0.*I,0.+2.7390058927619265*^-24*I,6.487447994890564*^-25+0.*I,0.-1.5230403103112304*^-25*I,-3.544641660893106*^-26+0.*I,0.+8.179396626699252*^-27*I,1.8716325056333105*^-27+0.*I,0.-4.247472718219627*^-28*I,-9.561140268696206*^-29+0.*I,0.+2.135080977745585*^-29*I,4.7304156262503155*^-30+0.*I,0.-1.0399622109452705*^-30*I,-2.2689270209927526*^-31+0.*I,0.+4.91312781240354*^-32*I,1.0560355593341215*^-32+0.*I,0.-2.2533514514733003*^-33*I,-4.773696998711311*^-34+0.*I,0.+1.0041546680498234*^-34*I,2.097535402530326*^-35+0.*I,0.-4.3513378650647074*^-36*I,-8.965652095339221*^-37+0.*I,0.+1.8349582486634015*^-37*I,3.7307343623025176*^-38+0.*I,0.-7.535705212285015*^-39*I,-1.5123473025325645*^-39+0.*I,0.+3.01587214953156*^-40*I,5.976444208163922*^-41+0.*I,0.-1.176996839053607*^-41*I,-2.3037922165210097*^-42+0.*I,0.+4.482075798463353*^-43*I,8.667911931908836*^-44+0.*I,0.-1.6664027115644376*^-44*I,-3.18497240824215*^-45+0.*I,0.+6.052307489473212*^-46*I,1.1435484897169413*^-46+0.*I,0.-2.1484958427663406*^-47*I,-4.0141001090576304*^-48+0.*I,0.+7.458344499996615*^-49*I,1.3782355954476367*^-49+0.*I,0.-2.533126768222726*^-50*I,-4.6309269869578636*^-51+0.*I,0.+8.421337396604848*^-52*I,1.5234225763104234*^-52+0.*I,0.-2.741633868899372*^-53*I,-4.9087549817636274*^-54+0.*I,0.+8.744373392170196*^-55*I
0.-0.3684569556275152*I,-0.44519337354415023+0.*I,0.+0.29742873700249706*I,0.03775085494265726+0.*I,0.+0.20282637882196933*I,0.34806620573493163+0.*I,0.-0.3873864054696114*I,-0.35031138240379756+0.*I,0.+0.27642036786456164*I,0.1969288583331322+0.*I,0.-0.12921948614201845*I,-0.07912575456010149+0.*I,0.+0.04563765152877065*I,0.024967649566290016+0.*I,0.-0.01302710607525019*I,-0.006510847017298593+0.*I,0.+0.0031283349827514917*I,0.001449405382079516+0.*I,0.-0.0006492134240050736*I,-0.00028175584607407453+0.*I,0.+0.00011871069528279766*I,0.00004863862836676605+0.*I,0.-0.00001940918066338003*I,-7.55366331593241*^-6+0.*I,0.+2.8705404334842317*^-6*I,1.0663652179087433*^-6+0.*I,0.-3.8763384237023873*^-7*I,-1.380098938553897*^-7+0.*I,0.+4.816571301302807*^-8*I,1.649082577065456*^-8+0.*I,0.-5.542876419242382*^-9*I,-1.8302284985156965*^-9+0.*I,0.+5.940477231048175*^-10*I,1.8964158714689848*^-10+0.*I,0.-5.957662928969757*^-11*I,-1.8427541402103824*^-11+0.*I,0.+5.6145315927649024*^-12*I,1.6858060985856682*^-12+0.*I,0.-4.990358820011154*^-13*I,-1.4569943320291219*^-13+0.*I,0.+4.1970908684722504*^-14*I,1.1933206454162995*^-14+0.*I,0.-3.3498865743820946*^-15*I,-9.287648173808623*^-16+0.*I,0.+2.5439926148785693*^-16*I,6.886297670705327*^-17+0.*I,0.-1.8426172839081*^-17*I,-4.875037677266633*^-18+0.*I,0.+1.2756257801298088*^-18*I,3.3019865609997123*^-19+0.*I,0.-8.457340018201824*^-20*I,-2.143849814733523*^-20+0.*I,0.+5.379583919134109*^-21*I,1.3365486873452784*^-21+0.*I,0.-3.2884193464717606*^-22*I,-8.013776112619233*^-23+0.*I,0.+1.9346973044030866*^-23*I,4.627963960575803*^-24+0.*I,0.-1.0970858058221782*^-24*I,-2.5777148916379638*^-25+0.*I,0.+6.003995159237236*^-26*I,1.3865072232936556*^-26+0.*I,0.-3.1749965639082013*^-27*I,-7.210486570252585*^-28+0.*I,0.+1.6242203482651486*^-28*I,3.6294545009823886*^-29+0.*I,0.-8.046536097511185*^-30*I,-1.7701138849350345*^-30+0.*I,0.+3.8642915551564193*^-31*I,8.37269403149409*^-32+0.*I,0.-1.8006775088960567*^-32*I,-3.844406807461448*^-33+0.*I,0.+8.148756431495323*^-34*I,1.7150095779602522*^-34+0.*I,0.-3.5842503203859615*^-35*I,-7.439244594647507*^-36+0.*I,0.+1.5335539694363325*^-36*I,3.1401392195744256*^-37+0.*I,0.-6.387298059376237*^-38*I,-1.290748743088456*^-38+0.*I,0.+2.591548339605499*^-39*I,5.170182529359289*^-40+0.*I,0.-1.0249823145414435*^-40*I,-2.0194118717861805*^-41+0.*I,0.+3.9542555845672935*^-42*I,7.696057750486154*^-43+0.*I,0.-1.4889061345906545*^-43*I,-2.863470135364495*^-44+0.*I,0.+5.4748789939549863*^-45*I,1.0407403902564836*^-45+0.*I,0.-1.9670940500012103*^-46*I,-3.697011738138008*^-47+0.*I,0.+6.909506834101302*^-48*I,1.2842237719349639*^-48+0.*I,0.-2.373876478406156*^-49*I,-4.364404977786484*^-50+0.*I,0.+7.981172208206178*^-51*I,1.4518030375256812*^-51+0.*I,0.-2.6270736436154256*^-52*I,-4.72915955576236*^-53+0.*I
-0.4617923114801947+0.*I,0.+0.29742873700249706*I,-0.07242173261502685+0.*I,0.+0.3169606400529069*I,0.3075929390491687+0.*I,0.-0.11553963304857393*I,0.11735149415172443+0.*I,0.-0.28568339475137294*I,-0.3541812099209893+0.*I,0.+0.33956242753101806*I,0.27839370516587314+0.*I,0.-0.2038771303224728*I,-0.13661941033006125+0.*I,0.+0.08506132967290422*I,0.0497311353617934+0.*I,0.-0.02751606266945684*I,-0.014494669848659094+0.*I,0.+0.007304025141631388*I,0.003534547783798011+0.*I,0.-0.001647881575770228*I,-0.0007422084250134015+0.*I,0.+0.00032370713657605684*I,0.00013699028009097578+0.*I,0.-0.00005635262095818903*I,-0.00002256896838590679+0.*I,0.+8.812402427787825*^-6*I,3.359007496796757*^-6+0.*I,0.-1.2512879302039209*^-6*I,-4.5601896973879796*^-7+0.*I,0.+1.627413858203225*^-7*I,5.692172819732397*^-8+0.*I,0.-1.9528475033187003*^-8*I,-6.576385584455407*^-9+0.*I,0.+2.175352776150897*^-9*I,7.072440630740607*^-10+0.*I,0.-2.2613142305642108*^-10*I,-7.114466509652418*^-11+0.*I,0.+2.2036168875395194*^-11*I,6.722809696199804*^-12+0.*I,0.-2.0210756273433574*^-12*I,-5.989849406392603*^-13+0.*I,0.+1.7507531501637306*^-13*I,5.048636165766124*^-14+0.*I,0.-1.4368750971136656*^-14*I,-4.037450945667348*^-15+0.*I,0.+1.120414709805*^-15*I,3.071614515649953*^-16+0.*I,0.-8.321423328042072*^-17*I,-2.2283949748131784*^-17+0.*I,0.+5.900182831890449*^-18*I,1.5449962424109102*^-18+0.*I,0.-4.0020556358531567*^-19*I,-1.0257301181665796*^-19+0.*I,0.+2.6017987806843024*^-20*I,6.532768454178977*^-21+0.*I,0.-1.6240238645844663*^-21*I,-3.9980133830046606*^-22+0.*I,0.+9.748427990675394*^-23*I,2.3547355498894335*^-23+0.*I,0.-5.635632492763128*^-24*I,-1.336623672832627*^-24+0.*I,0.+3.1420417935166215*^-25*I,7.321818698713439*^-26+0.*I,0.-1.691592354395137*^-26*I,-3.8753013271244675*^-27+0.*I,0.+8.804595966507194*^-28*I,1.9841145008909506*^-28+0.*I,0.-4.4354185991953265*^-29*I,-9.837131787775247*^-30+0.*I,0.+2.1648212039562304*^-30*I,4.727671131115628*^-31+0.*I,0.-1.0246949544026522*^-31*I,-2.2045145681055327*^-32+0.*I,0.+4.7081453545001626*^-33*I,9.982776840097593*^-34+0.*I,0.-2.101658994623985*^-34*I,-4.393655868052525*^-35+0.*I,0.+9.121894051906201*^-36*I,1.8809634045228557*^-36+0.*I,0.-3.852583218153717*^-37*I,-7.838609413161461*^-38+0.*I,0.+1.5844526356715876*^-38*I,3.1820696240377863*^-39+0.*I,0.-6.349890922052739*^-40*I,-1.2591692261662755*^-40+0.*I,0.+2.4814034719669156*^-41*I,4.860035847067285*^-42+0.*I,0.-9.461127640796985*^-43*I,-1.8307937750463176*^-43+0.*I,0.+3.521762352016086*^-44*I,6.734960100399955*^-45+0.*I,0.-1.2805423087657439*^-45*I,-2.420837529983364*^-46+0.*I,0.+4.550701901117783*^-47*I,8.506673314947705*^-48+0.*I,0.-1.5813817508932162*^-48*I,-2.923719306924132*^-49+0.*I,0.+5.376286743995462*^-50*I,9.833366408948461*^-51+0.*I,0.-1.7890389177460435*^-51*I
0.+0.4725644058620269*I,0.03775085494265726+0.*I,0.+0.3169606400529069*I,0.2519325557189263+0.*I,0.+0.051226552009353145*I,0.2788659844578655+0.*I,0.-0.2834866342317896*I,-0.11309007957708458+0.*I,0.-0.10407593851969398*I,-0.2659765495617359+0.*I,0.+0.3350656236460875*I,0.32445044731059214+0.*I,0.-0.26794796923029296*I,-0.1973504508834768+0.*I,0.+0.13286227465840106*I,0.08304427744002897+0.*I,0.-0.048712841977998474*I,-0.027029811770241535+0.*I,0.+0.014274137517783026*I,0.0072087622957240785+0.*I,0.-0.003495290228807623*I,-0.0016324407551512226+0.*I,0.+0.0007364172574533795*I,0.00032164176777454187+0.*I,0.-0.00013629385354858425*I,-0.00005613303309914942+0.*I,0.+0.000022505648216358356*I,8.79654613208147*^-6+0.*I,0.-3.3560913798321045*^-6*I,-1.2512829887861172*^-6+0.*I,0.+4.563839240376555*^-7*I,1.629937457487923*^-7+0.*I,0.-5.7049941370990745*^-8*I,-1.9585306865299995*^-8+0.*I,0.+6.599586963024963*^-9*I,2.1842920398927756*^-9+0.*I,0.-7.105379919219651*^-10*I,-2.2730165245553728*^-10+0.*I,0.+7.154766910462761*^-11*I,2.2171214406594642*^-11+0.*I,0.-6.766967456051809*^-12*I,-2.0351955378913363*^-12+0.*I,0.+6.034078034014579*^-13*I,1.7643435374925981*^-13+0.*I,0.-5.089649535274016*^-14*I,-1.4490429977179448*^-14+0.*I,0.+4.072971041808407*^-15*I,1.1306247032141459*^-15+0.*I,0.-3.100531721858857*^-16*I,-8.402169602620208*^-17+0.*I,0.+2.2506359626899274*^-17*I,5.960641656756931*^-18+0.*I,0.-1.5612229265189463*^-18*I,-4.045072534575937*^-19+0.*I,0.+1.0369981723029261*^-19*I,2.6309736397193255*^-20+0.*I,0.-6.6074576489098694*^-21*I,-1.642935363910554*^-21+0.*I,0.+4.0453868510311537*^-22*I,9.865863651520101*^-23+0.*I,0.-2.3835511997166474*^-23*I,-5.7056364378588155*^-24+0.*I,0.+1.3534651030654171*^-24*I,3.182173677638666*^-25+0.*I,0.-7.416560474414413*^-26*I,-1.7137548170780736*^-26+0.*I,0.+3.926681831979701*^-27*I,8.922671081236706*^-28+0.*I,0.-2.011015634905207*^-28*I,-4.49619073708567*^-29+0.*I,0.+9.97328467140403*^-30*I,2.1950765153669508*^-30+0.*I,0.-4.794365697021986*^-31*I,-1.0392815044118728*^-31+0.*I,0.+2.236169773391028*^-32*I,4.776320042029313*^-33+0.*I,0.-1.0128503759675304*^-33*I,-2.1325794824966775*^-34+0.*I,0.+4.4587875683078284*^-35*I,9.258109384024019*^-36+0.*I,0.-1.9092508355151253*^-36*I,-3.9109196593292294*^-37+0.*I,0.+7.95809316505682*^-38*I,1.6087602609856037*^-38+0.*I,0.-3.23119229653154*^-39*I,-6.448511381498337*^-40+0.*I,0.+1.2788406731695438*^-40*I,2.520391154482648*^-41+0.*I,0.-4.936820936991861*^-42*I,-9.611414245728492*^-43+0.*I,0.+1.860028036894739*^-43*I,3.578285474089327*^-44+0.*I,0.-6.843591429643323*^-45*I,-1.301296744811143*^-45+0.*I,0.+2.4602582737497557*^-46*I,4.625145453878977*^-47+0.*I,0.-8.646454072278523*^-48*I,-1.6074801945934032*^-48+0.*I,0.+2.9721763564385032*^-49*I,5.465761805648294*^-50+0.*I
0.4187993004855135+0.*I,0.+0.20282637882196933*I,0.3075929390491687+0.*I,0.+0.051226552009353145*I,0.29733090540772117+0.*I,0.-0.18986551774652963*I,0.09030619600814759+0.*I,0.-0.2747940935712155*I,-0.25216842331568434+0.*I,0.+0.0796016719810896*I,-0.12360167293508928+0.*I,0.+0.26810675450841487*I,0.3245019543281214+0.*I,0.-0.3081527877849562*I,-0.25146276098648984+0.*I,0.+0.18369061387348876*I,0.12291792270383024+0.*I,0.-0.07646954941894675*I,-0.04468876458492674+0.*I,0.+0.024721162227450067*I,0.013021662213835206+0.*I,0.-0.006562003073253762*I,-0.0031757801205464305+0.*I,0.+0.0014808189538511774*I,0.0006670709282259217+0.*I,0.-0.00029098802853166325*I,-0.0001231666041407518+0.*I,0.+0.000050675653218768795*I,0.000020299214916707647+0.*I,0.-7.927631918076479*^-6*I,-3.0223198720772455*^-6+0.*I,0.+1.1260696278497108*^-6*I,4.1045673750139354*^-7+0.*I,0.-1.4650645480620623*^-7*I,-5.1251759425174475*^-8+0.*I,0.+1.7586063085574693*^-8*I,5.923178219679962*^-9+0.*I,0.-1.959576092202134*^-9*I,-6.371832738335477*^-10+0.*I,0.+2.0375879799712482*^-10*I,6.411446725356172*^-11+0.*I,0.-1.986122158164182*^-11*I,-6.0600310334125825*^-12+0.*I,0.+1.8220439130771435*^-12*I,5.40060706922347*^-13+0.*I,0.-1.578702259306799*^-13*I,-4.552986224746056*^-14+0.*I,0.+1.2959451275466604*^-14*I,3.641821391005647*^-15+0.*I,0.-1.0107238133099646*^-15*I,-2.77115813239334*^-16+0.*I,0.+7.508129710208054*^-17*I,2.0107801333988264*^-17+0.*I,0.-5.324452013806029*^-18*I,-1.3943529821446265*^-18+0.*I,0.+3.6121281703093764*^-19*I,9.258631265738151*^-20+0.*I,0.-2.3486592087390682*^-20*I,-5.897598404445689*^-21+0.*I,0.+1.466226360355868*^-21*I,3.6097958366906035*^-22+0.*I,0.-8.802416128739516*^-23*I,-2.1263635901977386*^-23+0.*I,0.+5.0893853069142035*^-24*I,1.2071419151887142*^-24+0.*I,0.-2.8378335412767983*^-25*I,-6.613311858317349*^-26+0.*I,0.+1.5279886872912716*^-26*I,3.500689912742356*^-27+0.*I,0.-7.953910701484802*^-28*I,-1.7925055965861758*^-28+0.*I,0.+4.007285927454019*^-29*I,8.888031338319062*^-30+0.*I,0.-1.9560499983553826*^-30*I,-4.271943386179956*^-31+0.*I,0.+9.259608812075009*^-32*I,1.992188111057625*^-32+0.*I,0.-4.254868053630233*^-33*I,-9.022066249133267*^-34+0.*I,0.+1.8994806804823917*^-34*I,3.9711494353735134*^-35+0.*I,0.-8.245032529280354*^-36*I,-1.7002174235955498*^-36+0.*I,0.+3.4825112938564505*^-37*I,7.085908709553132*^-38+0.*I,0.-1.432357607243027*^-38*I,-2.8767174170011914*^-39+0.*I,0.+5.740752003202142*^-40*I,1.1384168027855054*^-40+0.*I,0.-2.243514837633707*^-41*I,-4.394253389944424*^-42+0.*I,0.+8.554651007232798*^-43*I,1.6554356776874766*^-43+0.*I,0.-3.1845358635947447*^-44*I,-6.090235305766*^-45+0.*I,0.+1.1579922871140362*^-45*I,2.189222065545918*^-46+0.*I,0.-4.1154256093235235*^-47*I,-7.69321875211341*^-48+0.*I,0.+1.430200014958082*^-48*I
0.-0.33196773996650775*I,0.34806620573493163+0.*I,0.-0.11553963304857393*I,0.2788659844578655+0.*I,0.-0.18986551774652963*I,0.14683106753593736+0.*I,0.-0.27956985628075326*I,-0.11096805435585302+0.*I,0.-0.14770489015432584*I,-0.275221945888141+0.*I,0.+0.2105485409779131*I,0.029188055798410387+0.*I,0.+0.15812770734369558*I,0.2789816079916828+0.*I,0.-0.3163123942195954*I,-0.28994107338438824+0.*I,0.+0.23116296787640608*I,0.16603468006366168+0.*I,0.-0.10966752857126111*I,-0.0675188281696528+0.*I,0.+0.039120502592440334*I,0.0214849931377848+0.*I,0.-0.011247242561305347*I,-0.005637495497821999+0.*I,0.+0.0027155476945665423*I,0.001260959781975822+0.*I,0.-0.0005659248853908043*I,-0.00024604448404243786+0.*I,0.+0.00010382999648129818*I,0.000042603023261696346+0.*I,0.-0.000017022964497668697*I,-6.632919293061164*^-6+0.*I,0.+2.5234009839094658*^-6*I,9.383518450153152*^-7+0.*I,0.-3.414165935841094*^-7*I,-1.2165954491662492*^-7+0.*I,0.+4.2493260233804836*^-8*I,1.4559498490999957*^-8+0.*I,0.-4.897105305116454*^-9*I,-1.6180434762913516*^-9+0.*I,0.+5.254955875132441*^-10*I,1.678525896090938*^-10+0.*I,0.-5.275971163201112*^-11*I,-1.632722823012484*^-11+0.*I,0.+4.976968256211853*^-12*I,1.4950438455849756*^-12+0.*I,0.-4.4275415464232423*^-13*I,-1.2931940493907926*^-13+0.*I,0.+3.726664514629952*^-14*I,1.0599538413155525*^-14+0.*I,0.-2.9765292019883638*^-15*I,-8.255225829719882*^-16+0.*I,0.+2.261911481410506*^-16*I,6.124574889737998*^-17+0.*I,0.-1.6392679398565495*^-17*I,-4.33822474349002*^-18+0.*I,0.+1.1354593282582744*^-18*I,2.939903605616418*^-19+0.*I,0.-7.53176276656846*^-20*I,-1.9096688820694414*^-20+0.*I,0.+4.7930210554994305*^-21*I,1.1910737685584861*^-21+0.*I,0.-2.931101077143276*^-22*I,-7.144423994194158*^-23+0.*I,0.+1.7251478715007494*^-23*I,4.127466809170705*^-24+0.*I,0.-9.786146883026539*^-25*I,-2.2997512434886916*^-25+0.*I,0.+5.357456255256426*^-26*I,1.2374006818674226*^-26+0.*I,0.-2.833995145753887*^-27*I,-6.437034935228732*^-28+0.*I,0.+1.450205737505112*^-28*I,3.241062678782289*^-29+0.*I,0.-7.186452395714039*^-30*I,-1.5811188383214765*^-30+0.*I,0.+3.4521462417365785*^-31*I,7.480641988149443*^-32+0.*I,0.-1.6090234251746395*^-32*I,-3.4356351324906175*^-33+0.*I,0.+7.283143422727555*^-34*I,1.5330012905490662*^-34+0.*I,0.-3.204213325812434*^-35*I,-6.651165797311511*^-36+0.*I,0.+1.3712373199679444*^-36*I,2.808056966202768*^-37+0.*I,0.-5.712372450591566*^-38*I,-1.1544690160242452*^-38+0.*I,0.+2.3181422306329286*^-39*I,4.625150080681201*^-40+0.*I,0.-9.170110044041306*^-41*I,-1.806842801324585*^-41+0.*I,0.+3.538315802432482*^-42*I,6.887089034139122*^-43+0.*I,0.-1.3325066554367183*^-43*I,-2.5628819751829785*^-44+0.*I,0.+4.900535905096815*^-45*I,9.316307389935688*^-46+0.*I,0.-1.760995097529367*^-46*I,-3.309899221012817*^-47+0.*I
-0.24021227311263757+0.*I,0.-0.3873864054696114*I,0.11735149415172443+0.*I,0.-0.2834866342317896*I,0.09030619600814759+0.*I,0.-0.27956985628075326*I,-0.0554660312054904+0.*I,0.-0.22167333426000074*I,-0.23501431592766306+0.*I,0.+0.01825013863065814*I,-0.20295681591482542+0.*I,0.+0.2639635583635928*I,0.15569955178373537+0.*I,0.+0.030886241391901374*I,0.19726740008449933+0.*I,0.-0.29033208448858583*I,-0.30620197661495574+0.*I,0.+0.2689623531447861*I,0.20822494043023757+0.*I,0.-0.14629808860717403*I,-0.09496430606127339+0.*I,0.+0.05764119076097965*I,0.03300211085246665+0.*I,0.-0.017941565156888873*I,-0.009310017277042856+0.*I,0.+0.004630656439714156*I,0.002215393147778764+0.*I,0.-0.001022469874975918*I,-0.0004563853180695492+0.*I,0.+0.00019744101879196562*I,0.00008294541759334445+0.*I,0.-0.000033894125084914646*I,-0.000013492134839737265+0.*I,0.+5.238907299371365*^-6*I,1.9866747052115562*^-6+0.*I,0.-7.365664148406655*^-7*I,-2.672556309694919*^-7+0.*I,0.+9.498728159947645*^-8*I,3.3097049480055434*^-8+0.*I,0.-1.1314399466079493*^-8*I,-3.797521025021232*^-9+0.*I,0.+1.252221028183536*^-9*I,4.0591921549679185*^-10+0.*I,0.-1.2942667262427567*^-10*I,-4.061300258683866*^-11+0.*I,0.+1.254817330728701*^-11*I,3.8192114995215914*^-12+0.*I,0.-1.1456087489677762*^-12*I,-3.388043215046923*^-13+0.*I,0.+9.882846991260248*^-14*I,2.8444411515817817*^-14+0.*I,0.-8.080650118493497*^-15*I,-2.2666004822890934*^-15+0.*I,0.+6.279434953734324*^-16*I,1.718754833137643*^-16+0.*I,0.-4.649215671872807*^-17*I,-1.243187571808811*^-17+0.*I,0.+3.2869888977281244*^-18*I,8.595532471016454*^-19+0.*I,0.-2.223637300171621*^-19*I,-5.692079639198501*^-20+0.*I,0.+1.442078619092267*^-20*I,3.616671643186819*^-21+0.*I,0.-8.980881604365242*^-22*I,-2.208527189171355*^-22+0.*I,0.+5.379492765279343*^-23*I,1.2981131924479552*^-23+0.*I,0.-3.1037836264176507*^-24*I,-7.354450140118304*^-25+0.*I,0.+1.7272633410863265*^-25*I,4.021459710665544*^-26+0.*I,0.-9.283048800524789*^-27*I,-2.1249172424797686*^-27+0.*I,0.+4.823902563762257*^-28*I,1.086222546137847*^-28+0.*I,0.-2.4263846533403357*^-29*I,-5.377445452362461*^-30+0.*I,0.+1.1825544951448245*^-30*I,2.5807546892592178*^-31+0.*I,0.-5.589883604623951*^-32*I,-1.2018156571034061*^-32+0.*I,0.+2.5650696006705003*^-33*I,5.435411647492472*^-34+0.*I,0.-1.1436212099974055*^-34*I,-2.3894154591142394*^-35+0.*I,0.+4.957958419868283*^-36*I,1.021778410672581*^-36+0.*I,0.-2.0916691011602334*^-37*I,-4.2535386613926064*^-38+0.*I,0.+8.593432007657875*^-39*I,1.724957892295774*^-39+0.*I,0.-3.440501406069831*^-40*I,-6.819166004170743*^-41+0.*I,0.+1.3432012618011425*^-41*I,2.6295680237504213*^-42+0.*I,0.-5.1167429330636815*^-43*I,-9.896924507838288*^-44+0.*I,0.+1.9029844451595857*^-44*I,3.6377149794185097*^-45+0.*I,0.-6.9136911784736176*^-46*I
0.+0.1609241075428*I,-0.35031138240379756+0.*I,0.-0.28568339475137294*I,-0.11309007957708458+0.*I,0.-0.2747940935712155*I,-0.11096805435585302+0.*I,0.-0.22167333426000074*I,-0.20397044781829266+0.*I,0.-0.07953689422356516*I,-0.25425496964672795+0.*I,0.+0.15777884863052008*I,-0.0775841556445601+0.*I,0.+0.24130246711078718*I,0.23287417545308753+0.*I,0.-0.08847453980472954*I,0.09426930378551863+0.*I,0.-0.2338086209241542*I,-0.29699682297808444+0.*I,0.+0.2918042682267907*I,0.24504376492868823+0.*I,0.-0.1836699806965033*I,-0.1258677521643795+0.*I,0.+0.08007798397596698*I,0.04780191047420497+0.*I,0.-0.02698431382015727*I,-0.014492088272270172+0.*I,0.+0.007440278059571501*I,0.003665968061389549+0.*I,0.-0.0017391960048287883*I,-0.0007966565302119805+0.*I,0.+0.000353174566693243*I,0.0001518452493725847+0.*I,0.-0.00006342997486724049*I,-0.00002578499805321872+0.*I,0.+0.000010215067115119273*I,3.948895739736557*^-6+0.*I,0.-1.4913345030785466*^-6*I,-5.508045895772451*^-7+0.*I,0.+1.9914114141711646*^-7*I,7.054206344752925*^-8+0.*I,0.-2.450253517925283*^-8*I,-8.351690063037103*^-9+0.*I,0.+2.795367301967403*^-9*I,9.193560585146567*^-10+0.*I,0.-2.972821919416912*^-10*I,-9.45664259966416*^-11+0.*I,0.+2.960840484066273*^-11*I,9.12884599049567*^-12+0.*I,0.-2.772934546113517*^-12*I,-8.301843560547402*^-13+0.*I,0.+2.4507458545152246*^-13*I,7.13639066613243*^-14+0.*I,0.-2.050568838516296*^-14*I,-5.816155001145407*^-15+0.*I,0.+1.628944516665096*^-15*I,4.506309765854836*^-16+0.*I,0.-1.2317125796140458*^-16*I,-3.327318289274327*^-17+0.*I,0.+8.885734303670316*^-18*I,2.346488233231896*^-18+0.*I,0.-6.1288170009448195*^-19*I,-1.5836917544116035*^-19+0.*I,0.+4.049473583827852*^-20*I,1.0248363590766337*^-20+0.*I,0.-2.5676086799825117*^-21*I,-6.3695424078503205*^-22+0.*I,0.+1.564862121491886*^-22*I,3.808136861454155*^-23+0.*I,0.-9.181102174178486*^-24*I,-2.193295954515166*^-24+0.*I,0.+5.19267880369125*^-25*I,1.2185591342077632*^-25+0.*I,0.-2.834845551064764*^-26*I,-6.538893636122675*^-27+0.*I,0.+1.4956620983110984*^-27*I,3.392948411813019*^-28+0.*I,0.-7.634732535009747*^-29*I,-1.7042746565872742*^-29+0.*I,0.+3.7745844108756596*^-30*I,8.2953633085758*^-31+0.*I,0.-1.8092129791378192*^-31*I,-3.9163522744723464*^-32+0.*I,0.+8.415111207354725*^-33*I,1.795026644172503*^-33+0.*I,0.-3.8015472645086905*^-34*I,-7.994155276197714*^-35+0.*I,0.+1.6693617287048898*^-35*I,3.4620698517589275*^-36+0.*I,0.-7.1313109648266304*^-37*I,-1.459118895610418*^-37+0.*I,0.+2.9657755662437585*^-38*I,5.988936480785509*^-39+0.*I,0.-1.201604412368771*^-39*I,-2.3955725888286768*^-40+0.*I,0.+4.746001845704547*^-41*I,9.34439286421532*^-42+0.*I,0.-1.8285714506145267*^-42*I,-3.5566627011103568*^-43+0.*I,0.+6.876616336102363*^-44*I,1.3217185999829886*^-44+0.*I
