0.5100745304675501+0.*I,0.5918616249620362+0.*I,0.4856145918435893+0.*I,0.32532515424616454+0.*I,0.18874445098902026+0.*I,0.09794352582542372+0.*I,0.04639665302712665+0.*I,0.02034811465799358+0.*I,0.008347678729011985+0.*I,0.0032287246942032054+0.*I,0.0011847250163982569+0.*I,0.0004144839901326319+0.*I,0.00013883650768251128+0.*I,0.00004468055389856046+0.*I,0.000013856102080867128+0.*I,4.151279629786447*^-6+0.*I,1.2042275003934524*^-6+0.*I,3.388992625287766*^-7+0.*I,9.268744590965408*^-8+0.*I,2.4673494233066066*^-8+0.*I,6.401801501863278*^-9+0.*I,1.6209853892443202*^-9+0.*I,4.010091697795752*^-10+0.*I,9.702349824289624*^-11+0.*I,2.298041420051271*^-11+0.*I,5.3330344797058625*^-12+0.*I,1.2135963490290543*^-12+0.*I,2.7100601043966883*^-13+0.*I,5.942736182077246*^-14+0.*I,1.2804835266114993*^-14+0.*I,2.7126884108059963*^-15+0.*I,5.653346553364795*^-16+0.*I,1.1596239151502221*^-16+0.*I,2.3423227528573468*^-17+0.*I,4.6611579755798485*^-18+0.*I,9.142107921516948*^-19+0.*I,1.7679974614192046*^-19+0.*I,3.3726192829449945*^-20+0.*I,6.348367565975661*^-21+0.*I,1.179549862566045*^-21+0.*I,2.164077712757697*^-22+0.*I,3.92163768889933*^-23+0.*I,7.021491367038326*^-24+0.*I,1.24245790085849*^-24+0.*I,2.1734111341940405*^-25+0.*I,3.7594314859015527*^-26+0.*I,6.4317595828661255*^-27+0.*I,1.0885977114935393*^-27+0.*I,1.8231959271403474*^-28+0.*I,3.022190566857874*^-29+0.*I,4.9593343332316406*^-30+0.*I,8.057955095424107*^-31+0.*I,1.2966110389948387*^-31+0.*I,2.0666090345229873*^-32+0.*I,3.263232272864128*^-33+0.*I,5.105675234036408*^-34+0.*I,7.916727867248247*^-35+0.*I,1.216731726334573*^-35+0.*I,1.8538192150862148*^-36+0.*I,2.8004506073246325*^-37+0.*I,4.1950663659090884*^-38+0.*I,6.232473806462376*^-39+0.*I,9.184407845684676*^-40+0.*I,1.342664263594625*^-40+0.*I,1.947439553836245*^-41+0.*I,2.8028112496753457*^-42+0.*I,4.0032105070331595*^-43+0.*I,5.674891600634248*^-44+0.*I,7.985270963158239*^-45+0.*I,1.1154539761493518*^-45+0.*I,1.5469959602534993*^-46+0.*I,2.1303283599688134*^-47+0.*I,2.913176811909471*^-48+0.*I,3.956324979194293*^-49+0.*I,5.336575301582607*^-50+0.*I,7.150205995839662*^-51+0.*I,9.516961260079766*^-52+0.*I,1.2584601926270016*^-52+0.*I,1.6534030138665593*^-53+0.*I,2.158498359848573*^-54+0.*I,2.800227221835727*^-55+0.*I,3.610250255997994*^-56+0.*I,4.6261203294544476*^-57+0.*I,5.892022850709167*^-58+0.*I,7.459527565258963*^-59+0.*I,9.388331239340587*^-60+0.*I,1.1746966279030032*^-60+0.*I,1.4613446012228704*^-61+0.*I,1.807581330425944*^-62+0.*I,2.223255561880851*^-63+0.*I,2.7192846830367915*^-64+0.*I,3.3076574308358924*^-65+0.*I,4.001410929146712*^-66+0.*I,4.814577960199962*^-67+0.*I,5.76210065315177*^-68+0.*I,6.85970724296627*^-69+0.*I,8.123749225315274*^-70+0.*I,9.570997110760676*^-71+0.*I,1.1218394057603045*^-71+0.*I,1.3082767920868358*^-72+0.*I
-0.5918616249620362+0.*I,-0.17668821140392904+0.*I,0.2735390409349509+0.*I,0.46362024399187907+0.*I,0.4316419267906757+0.*I,0.30839729709791003+0.*I,0.18607561084731544+0.*I,0.09914320462972505+0.*I,0.04786698535350498+0.*I,0.021296606734237097+0.*I,0.008835436094433461+0.*I,0.003448344588637594+0.*I,0.0012747166315697984+0.*I,0.00044873736065287524+0.*I,0.00015110148766808693+0.*I,0.000048847542600974495+0.*I,0.00001520780106329571+0.*I,4.571917652194265*^-6+0.*I,1.3302785320933463*^-6+0.*I,3.75385483381821*^-7+0.*I,1.0291493244853957*^-7+0.*I,2.7455840236602533*^-8+0.*I,7.1377870647797546*^-9+0.*I,1.8105918398282128*^-9+0.*I,4.486509551113037*^-10+0.*I,1.0871391953723954*^-10+0.*I,2.5785058340969166*^-11+0.*I,5.991571568294385*^-12+0.*I,1.36507286661804*^-12+0.*I,3.0516813111726183*^-13+0.*I,6.698732105683315*^-14+0.*I,1.4447627513924555*^-14+0.*I,3.0634595495034554*^-15+0.*I,6.389742347705371*^-16+0.*I,1.3117116895618857*^-16+0.*I,2.6514983988309793*^-17+0.*I,5.2801163308775825*^-18+0.*I,1.036296905278616*^-18+0.*I,2.005359288139574*^-19+0.*I,3.827685982143084*^-20+0.*I,7.209021025532329*^-21+0.*I,1.3401813805588251*^-21+0.*I,2.4600382844468826*^-22+0.*I,4.4601320138810733*^-23+0.*I,7.989343019143479*^-24+0.*I,1.4143461958707127*^-24+0.*I,2.4751399895456494*^-25+0.*I,4.2830774981765684*^-26+0.*I,7.3304728415601*^-27+0.*I,1.2411693596262386*^-27+0.*I,2.0794661342688575*^-28+0.*I,3.448173167690331*^-29+0.*I,5.660222645692448*^-30+0.*I,9.199673228115709*^-31+0.*I,1.4807765887758508*^-31+0.*I,2.3608344578985178*^-32+0.*I,3.728876259920576*^-33+0.*I,5.83581580146803*^-34+0.*I,9.051246065724453*^-35+0.*I,1.391450713784874*^-35+0.*I,2.1205425362819102*^-36+0.*I,3.2041334727797993*^-37+0.*I,4.800884110593984*^-38+0.*I,7.134102565414726*^-39+0.*I,1.0515344241609813*^-39+0.*I,1.5375537273249913*^-40+0.*I,2.230563633637467*^-41+0.*I,3.210920790752647*^-42+0.*I,4.58697893050639*^-43+0.*I,6.503633265328308*^-44+0.*I,9.15305287455528*^-45+0.*I,1.2788028410175228*^-45+0.*I,1.7738406999456267*^-46+0.*I,2.4431124026163625*^-47+0.*I,3.34143683296865*^-48+0.*I,4.538642835614573*^-49+0.*I,6.122975638540172*^-50+0.*I,8.205075012997676*^-51+0.*I,1.0922567950356846*^-51+0.*I,1.4445307500602626*^-52+0.*I,1.898127372473253*^-53+0.*I,2.4783131983736586*^-54+0.*I,3.2155417684837883*^-55+0.*I,4.146228499629812*^-56+0.*I,5.313572004715853*^-57+0.*I,6.768407718079532*^-58+0.*I,8.570075072071012*^-59+0.*I,1.0787274561648468*^-59+0.*I,1.3498885985992221*^-60+0.*I,1.6794714169751897*^-61+0.*I,2.0776123779729635*^-62+0.*I,2.5556520736179136*^-63+0.*I,3.126163446614708*^-64+0.*I,3.802955316645825*^-65+0.*I,4.6010463641616534*^-66+0.*I,5.536604844434488*^-67+0.*I,6.626849622491235*^-68+0.*I,7.889908658587952*^-69+0.*I,9.344631846391472*^-70+0.*I,1.101035611514817*^-70+0.*I
0.4856145918435893+0.*I,-0.2735390409349509+0.*I,-0.40112335657056075+0.*I,-0.04537870678775046+0.*I,0.30150157651519166+0.*I,0.42944993038860635+0.*I,0.3814872234947088+0.*I,0.2667699110646845+0.*I,0.15901218438177478+0.*I,0.08406762722310852+0.*I,0.04037130253884666+0.*I,0.01789161347725245+0.*I,0.007400796656284661+0.*I,0.002881719452885029+0.*I,0.001063270699206962+0.*I,0.0003737297072836537+0.*I,0.00012568391595284154+0.*I,0.000040586780583620427+0.*I,0.000012624277112981363+0.*I,3.7921950088506315*^-6+0.*I,1.1026327946884483*^-6+0.*I,3.1095534383018464*^-7+0.*I,8.520426101078847*^-8+0.*I,2.2719847086617492*^-8+0.*I,5.903961974849073*^-9+0.*I,1.4970223385808306*^-9+0.*I,3.7081731380667265*^-10+0.*I,8.98243490977626*^-11+0.*I,2.129838388456015*^-11+0.*I,4.947656219555631*^-12+0.*I,1.1269488835782074*^-12+0.*I,2.518752605006449*^-13+0.*I,5.527698223767655*^-14+0.*I,1.1919561653988111*^-14+0.*I,2.526934062383821*^-15+0.*I,5.269731767694098*^-16+0.*I,1.0816128466031054*^-16+0.*I,2.1860371234420527*^-17+0.*I,4.352576423040393*^-18+0.*I,8.54137029773844*^-19+0.*I,1.652644151765092*^-19+0.*I,3.1540629928498*^-20+0.*I,5.9396397518595344*^-21+0.*I,1.1040780367131215*^-21+0.*I,2.0264358519471721*^-22+0.*I,3.673632917961286*^-23+0.*I,6.579884126693535*^-24+0.*I,1.1647265459140868*^-24+0.*I,2.0381253251138393*^-25+0.*I,3.526562643630069*^-26+0.*I,6.035229367391382*^-27+0.*I,1.0217871223576334*^-27+0.*I,1.7117888528009103*^-28+0.*I,2.83829584845427*^-29+0.*I,4.658794683481507*^-30+0.*I,7.571554614867467*^-31+0.*I,1.2186412386459197*^-31+0.*I,1.9427930884464372*^-32+0.*I,3.0684187172957212*^-33+0.*I,4.801918278678007*^-34+0.*I,7.447301741070666*^-35+0.*I,1.1448184042649584*^-35+0.*I,1.7445954007134828*^-36+0.*I,2.6359551615650588*^-37+0.*I,3.949380840329254*^-38+0.*I,5.868514306906599*^-39+0.*I,8.64955892942475*^-40+0.*I,1.2646868631609734*^-40+0.*I,1.8346369148221758*^-41+0.*I,2.6408786360278124*^-42+0.*I,3.772501746240886*^-43+0.*I,5.348636581752584*^-44+0.*I,7.527275775786271*^-45+0.*I,1.0516245240209947*^-45+0.*I,1.4586712131726074*^-46+0.*I,2.008964851277251*^-47+0.*I,2.747569144241956*^-48+0.*I,3.731884921580509*^-49+0.*I,5.034449485897479*^-50+0.*I,6.74620568400537*^-51+0.*I,8.980275814178205*^-52+0.*I,1.1876266327780403*^-52+0.*I,1.5605116382847067*^-53+0.*I,2.0374486268391735*^-54+0.*I,2.6434660266223857*^-55+0.*I,3.4084912541707*^-56+0.*I,4.3680254256788263*^-57+0.*I,5.5638445634218065*^-58+0.*I,7.044711882070168*^-59+0.*I,8.86708170709536*^-60+0.*I,1.1095771431372146*^-60+0.*I,1.3804573820915391*^-61+0.*I,1.7076778132167608*^-62+0.*I,2.1005565123696915*^-63+0.*I,2.5694238376644876*^-64+0.*I,3.1256252633012978*^-65+0.*I,3.781499936979417*^-66+0.*I,4.5503310785996646*^-67+0.*I,5.446264599497094*^-68+0.*I,6.484192764702202*^-69+0.*I
-0.32532515424616454+0.*I,0.46362024399187907+0.*I,0.04537870678775046+0.*I,-0.3707230452265982+0.*I,-0.25438213589079595+0.*I,0.10153779487572841+0.*I,0.3517662457697682+0.*I,0.4040156372962655+0.*I,0.3291072688156869+0.*I,0.2190982120343044+0.*I,0.12644005782630977+0.*I,0.06531912710616203+0.*I,0.030825251320762373+0.*I,0.013475452057799656+0.*I,0.005512914330591954+0.*I,0.002127174842598195+0.*I,0.0007788930430948195+0.*I,0.0002719974812984031+0.*I,0.0000909595891176117+0.*I,0.00002922991601916646+0.*I,9.052724591748933*^-6+0.*I,2.7089755322860235*^-6+0.*I,7.849906225443372*^-7+0.*I,2.2069933176504632*^-7+0.*I,6.030622248994037*^-8+0.*I,1.6040378107378673*^-8+0.*I,4.158694799980051*^-9+0.*I,1.0522764015657591*^-9+0.*I,2.601496083273452*^-10+0.*I,6.290481002680491*^-11+0.*I,1.489089196936817*^-11+0.*I,3.4538963900364112*^-12+0.*I,7.855897466524164*^-13+0.*I,1.7534780222285117*^-13+0.*I,3.8434368674378075*^-14+0.*I,8.278090688240358*^-15+0.*I,1.7530287289673547*^-15+0.*I,3.652051480726604*^-16+0.*I,7.48857334725618*^-17+0.*I,1.5121230077853416*^-17+0.*I,3.008152761184088*^-18+0.*I,5.8982716647122175*^-19+0.*I,1.140351202555516*^-19+0.*I,2.1747464150606294*^-20+0.*I,4.092541045855684*^-21+0.*I,7.602246605694551*^-22+0.*I,1.394433584516751*^-22+0.*I,2.5263652722428745*^-23+0.*I,4.522367157255141*^-24+0.*I,8.000732333881987*^-25+0.*I,1.399281685140732*^-25+0.*I,2.4199367841974778*^-26+0.*I,4.139362078808139*^-27+0.*I,7.0048009628462735*^-28+0.*I,1.1729765338918757*^-28+0.*I,1.9440530023016104*^-29+0.*I,3.189645703495438*^-30+0.*I,5.181781522202831*^-31+0.*I,8.336839394902118*^-32+0.*I,1.3285859661182446*^-32+0.*I,2.097591833370536*^-33+0.*I,3.28148015399523*^-34+0.*I,5.087539067370904*^-35+0.*I,7.818151363890256*^-36+0.*I,1.1910376644491647*^-36+0.*I,1.7990221157972852*^-37+0.*I,2.694631677364343*^-38+0.*I,4.0028975926035736*^-39+0.*I,5.898206974349437*^-40+0.*I,8.621690597327323*^-41+0.*I,1.2503926584944033*^-41+0.*I,1.79942984761312*^-42+0.*I,2.5698590179208315*^-43+0.*I,3.642666055074694*^-44+0.*I,5.125230865786801*^-45+0.*I,7.158770571297112*^-46+0.*I,9.92750159688636*^-47+0.*I,1.3669803725149752*^-47+0.*I,1.8691683889019967*^-48+0.*I,2.5382843323869812*^-49+0.*I,3.423564559690239*^-50+0.*I,4.5867261648498293*^-51+0.*I,6.1045227846848506*^-52+0.*I,8.071659075055953*^-53+0.*I,1.0604072463105523*^-53+0.*I,1.3842579218370866*^-54+0.*I,1.7956867341617187*^-55+0.*I,2.314980117263405*^-56+0.*I,2.966198203821895*^-57+0.*I,3.7776485943288235*^-58+0.*I,4.7823673694267695*^-59+0.*I,6.018594159508063*^-60+0.*I,7.530225286064038*^-61+0.*I,9.367226226497062*^-62+0.*I,1.1585982060590688*^-62+0.*I,1.4249562282961838*^-63+0.*I,1.7427874575169575*^-64+0.*I,2.1197680994077976*^-65+0.*I,2.564244971882231*^-66+0.*I,3.085201616629081*^-67+0.*I
0.18874445098902026+0.*I,-0.4316419267906757+0.*I,0.30150157651519166+0.*I,0.25438213589079595+0.*I,-0.22313772649716368+0.*I,-0.3433172301219097+0.*I,-0.07972693074152574+0.*I,0.23094455987943674+0.*I,0.38042566680960294+0.*I,0.36654631892735323+0.*I,0.27306774610962975+0.*I,0.17178080548270716+0.*I,0.0952521080892808+0.*I,0.04775293604695908+0.*I,0.02201182543277787+0.*I,0.009441586030192349+0.*I,0.0038024579766110173+0.*I,0.0014479239000755777+0.*I,0.0005242216101316805+0.*I,0.00018128345809986034+0.*I,0.000060107944490470154+0.*I,0.000019170726877190505+0.*I,5.897681413124825*^-6+0.*I,1.7542978778834942*^-6+0.*I,5.056127851823344*^-7+0.*I,1.41459382632007*^-7+0.*I,3.848234341470842*^-8+0.*I,1.0194105030998938*^-8+0.*I,2.633130225970611*^-9+0.*I,6.639786664874779*^-10+0.*I,1.6363264288156037*^-10+0.*I,3.9450635844724146*^-11+0.*I,9.31331728910331*^-12+0.*I,2.1547029228311908*^-12+0.*I,4.889237664241803*^-13+0.*I,1.0888768171663542*^-13+0.*I,2.3817214389658718*^-14+0.*I,5.1197470383542115*^-15+0.*I,1.0821912803372454*^-15+0.*I,2.2505771791340297*^-16+0.*I,4.607228293858225*^-17+0.*I,9.28858689184469*^-18+0.*I,1.845098510689234*^-18+0.*I,3.6127188188290675*^-19+0.*I,6.975380219315095*^-20+0.*I,1.328573912768622*^-20+0.*I,2.497146162948663*^-21+0.*I,4.633304943358293*^-22+0.*I,8.48921107139517*^-23+0.*I,1.5364105194590517*^-23+0.*I,2.7475036790933524*^-24+0.*I,4.856037116725365*^-25+0.*I,8.485052081319466*^-26+0.*I,1.4661106667460263*^-26+0.*I,2.505675436183823*^-27+0.*I,4.236724942589667*^-28+0.*I,7.088926056187729*^-29+0.*I,1.1740016179712681*^-29+0.*I,1.9247956341997217*^-30+0.*I,3.12474312427922*^-31+0.*I,5.023894976732053*^-32+0.*I,8.000975773212429*^-33+0.*I,1.262403566153277*^-33+0.*I,1.9736957711935184*^-34+0.*I,3.058159909730801*^-35+0.*I,4.696852145666435*^-36+0.*I,7.151327473001938*^-37+0.*I,1.0796018640687863*^-37+0.*I,1.616217230031245*^-38+0.*I,2.399688730323456*^-39+0.*I,3.5341676973007988*^-40+0.*I,5.163600078736525*^-41+0.*I,7.485238335055912*^-42+0.*I,1.0767105357676231*^-42+0.*I,1.5370347727017369*^-43+0.*I,2.1777569033895906*^-44+0.*I,3.0628391922698436*^-45+0.*I,4.276365314420493*^-46+0.*I,5.927978017493579*^-47+0.*I,8.159501943515686*^-48+0.*I,1.1152927096449475*^-48+0.*I,1.5139931642449287*^-49+0.*I,2.0413118830775388*^-50+0.*I,2.7339129856451515*^-51+0.*I,3.637377041011462*^-52+0.*I,4.807925146562361*^-53+0.*I,6.31435926895507*^-54+0.*I,8.240216817779554*^-55+0.*I,1.068612879733036*^-55+0.*I,1.377236045998787*^-56+0.*I,1.7641501211344394*^-57+0.*I,2.2461256739938336*^-58+0.*I,2.8427281228233977*^-59+0.*I,3.5765971439583607*^-60+0.*I,4.473712799583954*^-61+0.*I,5.563637292221058*^-62+0.*I,6.879719732343581*^-63+0.*I,8.459249975651922*^-64+0.*I,1.0343546544463679*^-64+0.*I,1.257796299372511*^-65+0.*I
-0.09794352582542372+0.*I,0.30839729709791003+0.*I,-0.42944993038860635+0.*I,0.10153779487572841+0.*I,0.3433172301219097+0.*I,-0.044983085030568824+0.*I,-0.33471317588739874+0.*I,-0.21417624004143168+0.*I,0.09471332734780535+0.*I,0.3201858791712288+0.*I,0.376674091269864+0.*I,0.3158841931623292+0.*I,0.2166933267540238+0.*I,0.12880939112712428+0.*I,0.06848353925086641+0.*I,0.033226159422308+0.*I,0.014916445906257904+0.*I,0.006260027443609275+0.*I,0.002475212654645682+0.*I,0.0009278241877088692+0.*I,0.0003313756203355667+0.*I,0.00011323653004365756+0.*I,0.000037152423132497274+0.*I,0.00001173877480511602+0.*I,3.581100810762117*^-6+0.*I,1.0571782637705034*^-6+0.*I,3.026077137528638*^-7+0.*I,8.41349463284744*^-8+0.*I,2.2757267973528823*^-8+0.*I,5.99686462307015*^-9+0.*I,1.5414964605948492*^-9+0.*I,3.869702176476236*^-10+0.*I,9.497021232300372*^-11+0.*I,2.2808223976063874*^-11+0.*I,5.3650648085580495*^-12+0.*I,1.2370665529365678*^-12+0.*I,2.798170487678283*^-13+0.*I,6.213308176551234*^-14+0.*I,1.3552596391915549*^-14+0.*I,2.9056085069610946*^-15+0.*I,6.12651462594403*^-16+0.*I,1.2711089454348888*^-16+0.*I,2.5963421402820927*^-17+0.*I,5.223419288592453*^-18+0.*I,1.0355088561487191*^-18+0.*I,2.0236715285944143*^-19+0.*I,3.900181953014796*^-20+0.*I,7.415673072786002*^-21+0.*I,1.3915247017553294*^-21+0.*I,2.5778158018287037*^-22+0.*I,4.715982829957527*^-23+0.*I,8.522832937893261*^-24+0.*I,1.521994167774457*^-24+0.*I,2.6864531985648934*^-25+0.*I,4.688106455172421*^-26+0.*I,8.090532564401063*^-27+0.*I,1.3810934101698445*^-27+0.*I,2.332575463753815*^-28+0.*I,3.898623673910384*^-29+0.*I,6.449740541894362*^-30+0.*I,1.0563727065981689*^-30+0.*I,1.7132523045081243*^-31+0.*I,2.7519254864478824*^-32+0.*I,4.378668841554976*^-33+0.*I,6.902614210349201*^-34+0.*I,1.07826226762079*^-34+0.*I,1.669341362176171*^-35+0.*I,2.5617928350698992*^-36+0.*I,3.8975059896537894*^-37+0.*I,5.879455562255028*^-38+0.*I,8.795417555551114*^-39+0.*I,1.3049814092099277*^-39+0.*I,1.92060596098134*^-40+0.*I,2.8042327431552713*^-41+0.*I,4.06242811940501*^-42+0.*I,5.839901621395484*^-43+0.*I,8.331522202449099*^-44+0.*I,1.1797539192305615*^-44+0.*I,1.6582674220412143*^-45+0.*I,2.313983260031616*^-46+0.*I,3.2059258572495126*^-47+0.*I,4.410402226357266*^-48+0.*I,6.025276983175428*^-49+0.*I,8.175068340836291*^-50+0.*I,1.1016957443482047*^-50+0.*I,1.4747796238204284*^-51+0.*I,1.9612185981235963*^-52+0.*I,2.5911678368386224*^-53+0.*I,3.401512319622704*^-54+0.*I,4.4370149594641386*^-55+0.*I,5.7515721677959065*^-56+0.*I,7.409565375251683*^-57+0.*I,9.487290525900934*^-58+0.*I,1.207444022300066*^-58+0.*I,1.5275605164324717*^-59+0.*I,1.9211752976838813*^-60+0.*I,2.4021633826827745*^-61+0.*I,2.9863053595659853*^-62+0.*I,3.6913947391220515*^-63+0.*I,4.537317918343838*^-64+0.*I
0.04639665302712665+0.*I,-0.18607561084731544+0.*I,0.3814872234947088+0.*I,-0.3517662457697682+0.*I,-0.07972693074152574+0.*I,0.33471317588739874+0.*I,0.11357329686786784+0.*I,-0.2600745053262205+0.*I,-0.292175901148249+0.*I,-0.03567502014535172+0.*I,0.2349245802478446+0.*I,0.36038219252881226+0.*I,0.34407830056480543+0.*I,0.2579458734782743+0.*I,0.16431837971889166+0.*I,0.09254247837930363+0.*I,0.04719204813077121+0.*I,0.02214269340749705+0.*I,0.009670157014725664+0.*I,0.003965155258634544+0.*I,0.0015369921022827583+0.*I,0.0005663059440182565+0.*I,0.00019923203876899456+0.*I,0.00006717960440992585+0.*I,0.00002178115272874506+0.*I,6.809097389030268*^-6+0.*I,2.057344286404629*^-6+0.*I,6.020724838535715*^-7+0.*I,1.7097195209788777*^-7+0.*I,4.719073290026989*^-8+0.*I,1.2679177408532533*^-8+0.*I,3.3205571638102517*^-9+0.*I,8.486812673208479*^-10+0.*I,2.1192044717445718*^-10+0.*I,5.175295774891156*^-11+0.*I,1.2371853976461237*^-11+0.*I,2.8976301971812243*^-12+0.*I,6.654304031345024*^-13+0.*I,1.4994485048261966*^-13+0.*I,3.3176066104743385*^-14+0.*I,7.212030873123932*^-15+0.*I,1.5412969784054356*^-15+0.*I,3.240047298180329*^-16+0.*I,6.703133989994395*^-17+0.*I,1.3654557246972627*^-17+0.*I,2.7399948117986167*^-18+0.*I,5.418537912650339*^-19+0.*I,1.0564578879987985*^-19+0.*I,2.0315514181346082*^-20+0.*I,3.8544998115753655*^-21+0.*I,7.218113253556611*^-22+0.*I,1.3345600909356923*^-22+0.*I,2.4369559659563188*^-23+0.*I,4.3962478286967044*^-24+0.*I,7.837280140496531*^-25+0.*I,1.3810691993138917*^-25+0.*I,2.4062749961819253*^-26+0.*I,4.1463197620351095*^-27+0.*I,7.067590833023943*^-28+0.*I,1.1919831606477569*^-28+0.*I,1.9895457997735116*^-29+0.*I,3.287108471996217*^-30+0.*I,5.3769746583803*^-31+0.*I,8.709836608341355*^-32+0.*I,1.397369004526151*^-32+0.*I,2.220850302977701*^-33+0.*I,3.497113295200791*^-34+0.*I,5.457010807905014*^-35+0.*I,8.439651734806585*^-36+0.*I,1.2938571225136763*^-36+0.*I,1.9665517735183196*^-37+0.*I,2.9637715064387954*^-38+0.*I,4.42960752475353*^-39+0.*I,6.566378679568504*^-40+0.*I,9.655701183146*^-41+0.*I,1.4086211417869817*^-41+0.*I,2.038969114550495*^-42+0.*I,2.9287687827078752*^-43+0.*I,4.1751097577644824*^-44+0.*I,5.907557588571089*^-45+0.*I,8.297604852420577*^-46+0.*I,1.1570399377506757*^-46+0.*I,1.6019153311201405*^-47+0.*I,2.202266706143634*^-48+0.*I,3.0066422517670888*^-49+0.*I,4.0767706170869975*^-50+0.*I,5.490521006010147*^-51+0.*I,7.345352177450843*^-52+0.*I,9.76228487719481*^-53+0.*I,1.2890422189230865*^-53+0.*I,1.691202834497785*^-54+0.*I,2.2048158283960705*^-55+0.*I,2.8564807464205335*^-56+0.*I,3.677952399654678*^-57+0.*I,4.7068393269885165*^-58+0.*I,5.9873269258054554*^-59+0.*I,7.570908737337958*^-60+0.*I,9.517105211034994*^-61+0.*I,1.189414502042646*^-61+0.*I,1.47795798353505*^-62+0.*I
-0.02034811465799358+0.*I,0.09914320462972505+0.*I,-0.2667699110646845+0.*I,0.4040156372962655+0.*I,-0.23094455987943674+0.*I,-0.21417624004143168+0.*I,0.2600745053262205+0.*I,0.22763380573485031+0.*I,-0.14989216839155067+0.*I,-0.3156503882585096+0.*I,-0.14567034642519258+0.*I,0.13644123676410527+0.*I,0.3209491155680633+0.*I,0.3557727268645993+0.*I,0.2927256726713636+0.*I,0.19995125395520455+0.*I,0.11921412632001344+0.*I,0.0638324055013326+0.*I,0.03126627531772612+0.*I,0.01419267760581043+0.*I,0.006028259217201644+0.*I,0.002413784413107518+0.*I,0.0009165762214283637+0.*I,0.0003316758745994793+0.*I,0.00011483992669330524+0.*I,0.000038176253328181+0.*I,0.000012220534264391277+0.*I,3.7764938872230222*^-6+0.*I,1.1291620398964954*^-6+0.*I,3.273001054307845*^-7+0.*I,9.213340953653945*^-8+0.*I,2.5225985976646173*^-8+0.*I,6.727444905507541*^-9+0.*I,1.7497495669144145*^-9+0.*I,4.4435269638537593*^-10+0.*I,1.1029722501998546*^-10+0.*I,2.6785918022792588*^-11+0.*I,6.370012377987663*^-12+0.*I,1.4846448183122314*^-12+0.*I,3.393779518824465*^-13+0.*I,7.614299650240088*^-14+0.*I,1.6778257159900572*^-14+0.*I,3.633292841962345*^-15+0.*I,7.736410125325089*^-16+0.*I,1.6206800308204645*^-16+0.*I,3.3418945802332574*^-17+0.*I,6.786281238705982*^-18+0.*I,1.3577153022508231*^-18+0.*I,2.677358673389699*^-19+0.*I,5.20593357361218*^-20+0.*I,9.985020291356519*^-21+0.*I,1.8897880144910662*^-21+0.*I,3.530520444283774*^-22+0.*I,6.512778215971528*^-23+0.*I,1.1866685320790933*^-23+0.*I,2.136266939640654*^-24+0.*I,3.8007219214799534*^-25+0.*I,6.684627639709102*^-26+0.*I,1.1625184556008387*^-26+0.*I,1.999586478015287*^-27+0.*I,3.402514130849076*^-28+0.*I,5.728970786474298*^-29+0.*I,9.546930646635513*^-30+0.*I,1.5748937899862403*^-30+0.*I,2.572322827655074*^-31+0.*I,4.160728990070485*^-32+0.*I,6.665965859525133*^-33+0.*I,1.05799457527116*^-33+0.*I,1.6638137644569243*^-34+0.*I,2.592975901025798*^-35+0.*I,4.0052886903004956*^-36+0.*I,6.133063389603287*^-37+0.*I,9.310946370417293*^-38+0.*I,1.4016683161985486*^-38+0.*I,2.092627982973297*^-39+0.*I,3.0987924127271507*^-40+0.*I,4.552009073455815*^-41+0.*I,6.634048912798118*^-42+0.*I,9.59339197985807*^-43+0.*I,1.3766867479533384*^-43+0.*I,1.9607282838817582*^-44+0.*I,2.7718357234501497*^-45+0.*I,3.889845966311246*^-46+0.*I,5.419483152305073*^-47+0.*I,7.497013768681459*^-48+0.*I,1.0298332423571557*^-48+0.*I,1.404868486659636*^-49+0.*I,1.903423700669812*^-50+0.*I,2.5615692088634676*^-51+0.*I,3.424414052142119*^-52+0.*I,4.547929571986143*^-53+0.*I,6.001022240278674*^-54+0.*I,7.867859898637572*^-55+0.*I,1.0250447131629029*^-55+0.*I,1.3271434990052277*^-56+0.*I,1.7077137675523357*^-57+0.*I,2.1840714170951074*^-58+0.*I,2.7765456351329477*^-59+0.*I,3.5088107173533547*^-60+0.*I,4.408211361211988*^-61+0.*I
