0.11090127836419524+0.*I,0.23258168175477564+0.*I,0.3449049782249642+0.*I,0.41761663500668744+0.*I,0.4379119011579598+0.*I,0.4107151285331693+0.*I,0.3516446620364314+0.*I,0.27873657762128595+0.*I,0.20667498942658397+0.*I,0.14447929824466435+0.*I,0.09581744315690731+0.*I,0.06058807988266063+0.*I,0.0366805230999152+0.*I,0.021335498697086192+0.*I,0.011958528279463752+0.*I,0.006475466478993582+0.*I,0.0033950800794313534+0.*I,0.001726889368878096+0.*I,0.0008536251804470911+0.*I,0.0004107044147858744+0.*I,0.00019259868944173104+0.*I,0.00008814194595353379+0.*I,0.000039410346041167655+0.*I,0.00001723396808548285+0.*I,7.377659674492431*^-6+0.*I,3.0944791977471504*^-6+0.*I,1.2727404522065108*^-6+0.*I,5.136850422037968*^-7+0.*I,2.035901950138204*^-7+0.*I,7.928605576861961*^-8+0.*I,3.0358138671805406*^-8+0.*I,1.1434923083825059*^-8+0.*I,4.2393298856067604*^-9+0.*I,1.5476729672896719*^-9+0.*I,5.566454873361005*^-10+0.*I,1.9732568752360861*^-10+0.*I,6.897176319726924*^-11+0.*I,2.3779866962346133*^-11+0.*I,8.090150046864447*^-12+0.*I,2.7168347729152865*^-12+0.*I,9.008908701220533*^-13+0.*I,2.9506602867590906*^-13+0.*I,9.548464119867493*^-14+0.*I,3.0537835187939125*^-14+0.*I,9.654968536263794*^-15+0.*I,3.018447038372765*^-15+0.*I,9.333479941558185*^-16+0.*I,2.85518086050013*^-16+0.*I,8.642750167263844*^-17+0.*I,2.5893626147744285*^-17+0.*I,7.679745451380393*^-18+0.*I,2.255281157795972*^-18+0.*I,6.559005180031028*^-19+0.*I,1.8894656165568212*^-19+0.*I,5.39238718035125*^-20+0.*I,1.5248905638828015*^-20+0.*I,4.273499108265622*^-21+0.*I,1.1870940932407967*^-21+0.*I,3.268963725709951*^-22+0.*I,8.925304667597342*^-23+0.*I,2.416497659209563*^-23+0.*I,6.4887406407387965*^-24+0.*I,1.728237899950612*^-24+0.*I,4.566381630421022*^-25+0.*I,1.1970744778631842*^-25+0.*I,3.113891295106534*^-26+0.*I,8.038415185865072*^-27+0.*I,2.0595483251296763*^-27+0.*I,5.237891337091557*^-28+0.*I,1.3224245203904045*^-28+0.*I,3.314826693875975*^-29+0.*I,8.250316461710769*^-30+0.*I,2.0391224838418063*^-30+0.*I,5.005193102738087*^-31+0.*I,1.220236275726145*^-31+0.*I,2.9549644079040446*^-32+0.*I,7.108605484351295*^-33+0.*I,1.698939852706234*^-33+0.*I,4.034313622733661*^-34+0.*I,9.519081940750772*^-35+0.*I,2.2319734588595202*^-35+0.*I,5.2009834367065734*^-36+0.*I,1.204529660792143*^-36+0.*I,2.7727927300179773*^-37+0.*I,6.3447821908345*^-38+0.*I,1.4432654297567108*^-38+0.*I,3.263893186963825*^-39+0.*I,7.338634624675572*^-40+0.*I,1.6406384434751981*^-40+0.*I,3.647176950967591*^-41+0.*I,8.062589229697897*^-42+0.*I,1.772526725713132*^-42+0.*I,3.875590053141842*^-43+0.*I,8.428209309471581*^-44+0.*I,1.8230993654108286*^-44+0.*I,3.922721641431711*^-45+0.*I,8.396355710043231*^-46+0.*I,1.78790284790744*^-46+0.*I,3.7876499262743047*^-47+0.*I,7.983460656701332*^-48+0.*I
-0.23258168175477564+0.*I,-0.37686801957154614+0.*I,-0.39441306122038333+0.*I,-0.2784308562468442+0.*I,-0.08315367677435465+0.*I,0.11785078638267082+0.*I,0.2685748288646984+0.*I,0.3457991795109722+0.*I,0.3549482020689741+0.*I,0.3170236083302095+0.*I,0.2559357294570408+0.*I,0.19072544800815402+0.*I,0.1329570308396806+0.*I,0.08750879117578521+0.*I,0.05475075246839181+0.*I,0.032734860553788124+0.*I,0.0187817186443337+0.*I,0.010376648852811496+0.*I,0.0055363520588383505+0.*I,0.0028595383732923736+0.*I,0.001432808841008187+0.*I,0.000697747164944435+0.*I,0.0003307711649858377+0.*I,0.00015286237649206534+0.*I,0.00006895646011695019+0.*I,0.00003039856997092227+0.*I,0.000013109624037164227+0.*I,5.53605533345415*^-6+0.*I,2.2911972705482597*^-6+0.*I,9.300883797219062*^-7+0.*I,3.7060065516303144*^-7+0.*I,1.450456913403351*^-7+0.*I,5.579498892240511*^-8+0.*I,2.1107323048069512*^-8+0.*I,7.857012110573945*^-9+0.*I,2.879328534799103*^-9+0.*I,1.0393068414076168*^-9+0.*I,3.696678225899396*^-10+0.*I,1.2962231717259095*^-10+0.*I,4.48252367037378*^-11+0.*I,1.5293427377659452*^-11+0.*I,5.149704965471384*^-12+0.*I,1.7119964438473736*^-12+0.*I,5.620908486803992*^-13+0.*I,1.8231672416335818*^-13+0.*I,5.843722381766967*^-14+0.*I,1.85146904707047*^-14+0.*I,5.799924173636402*^-15+0.*I,1.7968719430395923*^-15+0.*I,5.506885108438881*^-16+0.*I,1.669896574111536*^-16+0.*I,5.0114586591933346*^-17+0.*I,1.488751197798707*^-17+0.*I,4.378769934877068*^-18+0.*I,1.2753790832006703*^-18+0.*I,3.679301974759199*^-19+0.*I,1.0514999698442432*^-19+0.*I,2.9774642124052323*^-20+0.*I,8.355073609473622*^-21+0.*I,2.3237575783620404*^-21+0.*I,6.4067244226225805*^-22+0.*I,1.7512634176433121*^-22+0.*I,4.746794184194566*^-23+0.*I,1.2759803486586956*^-23+0.*I,3.402055362123482*^-24+0.*I,8.998079047619352*^-25+0.*I,2.3611559510116217*^-25+0.*I,6.147798817541354*^-26+0.*I,1.5884982263348846*^-26+0.*I,4.07358101824024*^-27+0.*I,1.036901332136687*^-27+0.*I,2.6200973391528697*^-28+0.*I,6.572981774254502*^-29+0.*I,1.637258320446129*^-29+0.*I,4.049722484958813*^-30+0.*I,9.947842275265797*^-31+0.*I,2.426996880124446*^-31+0.*I,5.881475065162764*^-32+0.*I,1.4158555995738474*^-32+0.*I,3.386142606808721*^-33+0.*I,8.04603721185994*^-34+0.*I,1.8997013130858018*^-34+0.*I,4.4570773716893516*^-35+0.*I,1.0392278575606514*^-35+0.*I,2.4082440164129187*^-36+0.*I,5.5469191457644085*^-37+0.*I,1.2699790714536702*^-37+0.*I,2.890451366131543*^-38+0.*I,6.540175514425935*^-39+0.*I,1.471286774614604*^-39+0.*I,3.2909275854960734*^-40+0.*I,7.319486392164756*^-41+0.*I,1.6188692022967627*^-41+0.*I,3.5607276550924754*^-42+0.*I,7.789112489613256*^-43+0.*I,1.6946703097270451*^-43+0.*I,3.6673785606675473*^-44+0.*I,7.89449313148332*^-45+0.*I,1.6904990884207837*^-45+0.*I,3.60123530089267*^-46+0.*I
0.3449049782249642+0.*I,0.39441306122038333+0.*I,0.20802339262181577+0.*I,-0.07015876193450439+0.*I,-0.27044867272195205+0.*I,-0.30624330391826776+0.*I,-0.19415715235805386+0.*I,-0.010342383775632522+0.*I,0.16523101580758226+0.*I,0.2828314445517695+0.*I,0.3293486789424073+0.*I,0.31738784834500217+0.*I,0.2700125582969975+0.*I,0.20920484804413092+0.*I,0.15033434771195206+0.*I,0.10139723463225718+0.*I,0.06473598151673296+0.*I,0.03936968796539211+0.*I,0.022919861516945066+0.*I,0.012823655565981014+0.*I,0.006917882931081507+0.*I,0.003608113206444127+0.*I,0.0018236513279025826+0.*I,0.0008950136657530464+0.*I,0.0004272724236610163+0.*I,0.0001987186083334932+0.*I,0.00009016280000322166+0.*I,0.00003995818940099944+0.*I,0.000017316311305304097+0.*I,7.345352818782727*^-6+0.*I,3.0526377930303733*^-6+0.*I,1.2439619943991199*^-6+0.*I,4.974420727403506*^-7+0.*I,1.9533939561250586*^-7+0.*I,7.53762347584107*^-8+0.*I,2.8598364644549443*^-8+0.*I,1.0674725369450397*^-8+0.*I,3.922032074827394*^-9+0.*I,1.4191223956352505*^-9+0.*I,5.059234599442974*^-10+0.*I,1.777852978924634*^-10+0.*I,6.160722738976964*^-11+0.*I,2.1060122603017703*^-11+0.*I,7.104653216991921*^-12+0.*I,2.3660747777258773*^-12+0.*I,7.78145184011006*^-13+0.*I,2.527988812244552*^-13+0.*I,8.115234504878989*^-14+0.*I,2.5749053954624554*^-14+0.*I,8.077423622512753*^-15+0.*I,2.505806696921327*^-15+0.*I,7.689394453552258*^-16+0.*I,2.3345794879098056*^-16+0.*I,7.014469980442115*^-17+0.*I,2.0861443707897597*^-17+0.*I,6.1425254559828974*^-18+0.*I,1.7909723329608368*^-18+0.*I,5.171933269222653*^-19+0.*I,1.4795127130900533*^-19+0.*I,4.193366925232291*^-20+0.*I,1.177766482303689*^-20+0.*I,3.2785271268188295*^-21+0.*I,9.046700339527403*^-22+0.*I,2.4749112345120643*^-22+0.*I,6.713530022227764*^-23+0.*I,1.806033730222342*^-23+0.*I,4.8188573145277904*^-24+0.*I,1.2754495627069469*^-24+0.*I,3.3491869561813333*^-25+0.*I,8.726226328584649*^-26+0.*I,2.2561966511969497*^-26+0.*I,5.78950765334876*^-27+0.*I,1.4745849430447121*^-27+0.*I,3.7282862521837372*^-28+0.*I,9.358503497078792*^-29+0.*I,2.3324177618472336*^-29+0.*I,5.772352434661741*^-30+0.*I,1.4186931391461967*^-30+0.*I,3.463016928605039*^-31+0.*I,8.396369393929518*^-32+0.*I,2.022266616235169*^-32+0.*I,4.83875217595624*^-33+0.*I,1.1503065116796405*^-33+0.*I,2.717159854928648*^-34+0.*I,6.377837823559367*^-35+0.*I,1.4877254643017643*^-35+0.*I,3.449027690029955*^-36+0.*I,7.947450283679256*^-37+0.*I,1.8203215683700867*^-37+0.*I,4.1446580415430223*^-38+0.*I,9.38166648875059*^-39+0.*I,2.1113083341489885*^-39+0.*I,4.724248404205131*^-40+0.*I,1.0511181157520553*^-40+0.*I,2.3256039280250947*^-41+0.*I,5.116965657783896*^-42+0.*I,1.1197169606228393*^-42+0.*I,2.436962929658307*^-43+0.*I,5.275454102833817*^-44+0.*I,1.135967329864034*^-44+0.*I
-0.41761663500668744+0.*I,-0.2784308562468442+0.*I,0.07015876193450439+0.*I,0.2929727784674803+0.*I,0.24645135236537186+0.*I,0.021656707085586806+0.*I,-0.1980047521231778+0.*I,-0.2840572203145086+0.*I,-0.2169534805288969+0.*I,-0.056268462497675927+0.*I,0.11759639585891148+0.*I,0.24635626584697123+0.*I,0.3078400386839591+0.*I,0.3087672823033923+0.*I,0.2699068171667168+0.*I,0.21338437713656677+0.*I,0.1557834889441431+0.*I,0.10643299220244735+0.*I,0.06868390058195806+0.*I,0.0421532929601868+0.*I,0.024734249569750028+0.*I,0.013934234867714028+0.*I,0.007562709653228534+0.*I,0.003965764574351982+0.*I,0.0020141324330811583+0.*I,0.0009928174763139752+0.*I,0.0004758411378308846+0.*I,0.000222106365385272+0.*I,0.00010110740977345484+0.*I,0.00004494472546647102+0.*I,0.000019531860948077126+0.*I,8.306647896580334*^-6+0.*I,3.4604517965902123*^-6+0.*I,1.4133085489251431*^-6+0.*I,5.663436089064294*^-7+0.*I,2.2283148400818*^-7+0.*I,8.614250765537156*^-8+0.*I,3.27395423571952*^-8+0.*I,1.224031765913031*^-8+0.*I,4.504138095806863*^-9+0.*I,1.6321059055732344*^-9+0.*I,5.826497320528956*^-10+0.*I,2.0501319371922773*^-10+0.*I,7.112990607399472*^-11+0.*I,2.4343867967944354*^-11+0.*I,8.221577189849986*^-12+0.*I,2.7409523269734095*^-12+0.*I,9.023462007321302*^-13+0.*I,2.934320010733048*^-13+0.*I,9.428328490831375*^-14+0.*I,2.994187178385592*^-14+0.*I,9.400661128787046*^-15+0.*I,2.9186754640461638*^-15+0.*I,8.963318821954486*^-16+0.*I,2.723393773359977*^-16+0.*I,8.188589434118902*^-17+0.*I,2.4370204309091222*^-17+0.*I,7.180441201464938*^-18+0.*I,2.0949410069229023*^-18+0.*I,6.053472357591649*^-19+0.*I,1.7327247921074257*^-19+0.*I,4.9138737485102613*^-20+0.*I,1.3808993489856928*^-20+0.*I,3.846052576223128*^-21+0.*I,1.0618240054241761*^-21+0.*I,2.9063006169012815*^-22+0.*I,7.887573881224078*^-23+0.*I,2.1228695835398895*^-23+0.*I,5.666829431502844*^-24+0.*I,1.5005550508791227*^-24+0.*I,3.9419837657455083*^-25+0.*I,1.0275032221732017*^-25+0.*I,2.657722746081607*^-26+0.*I,6.822527747336505*^-27+0.*I,1.7383594978263285*^-27+0.*I,4.396838759853224*^-28+0.*I,1.1040652672675576*^-28+0.*I,2.752627677916868*^-29+0.*I,6.814636200188012*^-30+0.*I,1.6754176404098987*^-30+0.*I,4.091007134292961*^-31+0.*I,9.922121484898324*^-32+0.*I,2.3904810710402591*^-32+0.*I,5.7215119997537115*^-33+0.*I,1.3605619376573261*^-33+0.*I,3.214727171828364*^-34+0.*I,7.547855829686545*^-35+0.*I,1.7611292149744135*^-35+0.*I,4.0839518844199056*^-36+0.*I,9.412924474020009*^-37+0.*I,2.1565279376459594*^-37+0.*I,4.911378309212082*^-38+0.*I,1.1119876340031977*^-38+0.*I,2.5030790758938996*^-39+0.*I,5.6021702953251756*^-40+0.*I,1.246733369078305*^-40+0.*I,2.7590157166047434*^-41+0.*I,6.071908667423254*^-42+0.*I,1.3289642617570335*^-42+0.*I,2.8929728607931054*^-43+0.*I
0.4379119011579598+0.*I,0.08315367677435465+0.*I,-0.27044867272195205+0.*I,-0.24645135236537186+0.*I,0.03454442286439958+0.*I,0.2528318122597892+0.*I,0.23415129619801883+0.*I,0.035926121219168605+0.*I,-0.1742206225297921+0.*I,-0.26642723259293943+0.*I,-0.21227957758096683+0.*I,-0.0633170872042751+0.*I,0.10390116977065371+0.*I,0.23119381696275315+0.*I,0.2946269859968317+0.*I,0.2989179071340117+0.*I,0.26341452435492807+0.*I,0.2095504841595322+0.*I,0.15375668183441354+0.*I,0.10549123892158997+0.*I,0.06832134787686782+0.*I,0.04206187687992899+0.*I,0.024748436410055415+0.*I,0.013976248514144475+0.*I,0.00760208472961016+0.*I,0.00399426482213945+0.*I,0.002032231853561954+0.*I,0.001003371285725746+0.*I,0.00048161719597992873+0.*I,0.00022511109041051532+0.*I,0.00010260513270505369+0.*I,0.00004566406662636713+0.*I,0.000019866125949213846+0.*I,8.457398774635927*^-6+0.*I,3.5266003960310493*^-6+0.*I,1.4416063747922506*^-6+0.*I,5.781656046181786*^-7+0.*I,2.2766159553790343*^-7+0.*I,8.807487602803299*^-8+0.*I,3.34973501649738*^-8+0.*I,1.2531912552456786*^-8+0.*I,4.614323190869539*^-9+0.*I,1.6730245237370578*^-9+0.*I,5.975940414177004*^-10+0.*I,2.1038428246727583*^-10+0.*I,7.303068733981674*^-11+0.*I,2.5006568053735933*^-11+0.*I,8.449312938485402*^-12+0.*I,2.8181267690386507*^-12+0.*I,9.28146754911872*^-13+0.*I,3.01944768496462*^-13+0.*I,9.70563542320993*^-14+0.*I,3.08340489376467*^-14+0.*I,9.684247379662286*^-15+0.*I,3.007759144697761*^-15+0.*I,9.239960672058696*^-16+0.*I,2.8083441785049417*^-16+0.*I,8.446610871401641*^-17+0.*I,2.5145554881684788*^-17+0.*I,7.41100780018794*^-18+0.*I,2.16280661544319*^-18+0.*I,6.251238883427937*^-19+0.*I,1.78979322200847*^-19+0.*I,5.07697815238302*^-20+0.*I,1.4270783947000812*^-20+0.*I,3.97559535278264*^-21+0.*I,1.0978359620579806*^-21+0.*I,3.0055250907422935*^-22+0.*I,8.158593012543951*^-23+0.*I,2.1962631507178506*^-23+0.*I,5.863916577458009*^-24+0.*I,1.5530435148072017*^-24+0.*I,4.0806387436164623*^-25+0.*I,1.063838776277029*^-25+0.*I,2.752196139951681*^-26+0.*I,7.066265867768524*^-27+0.*I,1.8007655371449433*^-27+0.*I,4.555426757246041*^-28+0.*I,1.144069342312969*^-28+0.*I,2.852806639747761*^-29+0.*I,7.063713345125919*^-30+0.*I,1.736910058920404*^-30+0.*I,4.241766243039319*^-31+0.*I,1.0289202997863703*^-31+0.*I,2.479257952029633*^-32+0.*I,5.9347850389080175*^-33+0.*I,1.411461014782257*^-33+0.*I,3.3354139891081084*^-34+0.*I,7.832185912787343*^-35+0.*I,1.8276925284349895*^-35+0.*I,4.2388090635586605*^-36+0.*I,9.770976625013616*^-37+0.*I,2.2388115087798377*^-37+0.*I,5.099337865356528*^-38+0.*I,1.1546683650978541*^-38+0.*I,2.599427895946494*^-39+0.*I,5.8184114071603855*^-40+0.*I,1.2949877701921888*^-40+0.*I,2.866086550086804*^-41+0.*I,6.308157214937931*^-42+0.*I
-0.4107151285331693+0.*I,0.11785078638267082+0.*I,0.30624330391826776+0.*I,0.021656707085586806+0.*I,-0.2528318122597892+0.*I,-0.2025851230441882+0.*I,0.05735417952704487+0.*I,0.24335664130221932+0.*I,0.20884389793301153+0.*I,0.01613912174078707+0.*I,-0.17768917443233564+0.*I,-0.2554767536420041+0.*I,-0.19553873706494285+0.*I,-0.04929978865207899+0.*I,0.11053224393103321+0.*I,0.22995547189820786+0.*I,0.28766559550415993+0.*I,0.289176153802785+0.*I,0.25338655491596535+0.*I,0.20078730705609138+0.*I,0.14690426690484376+0.*I,0.10056749797262964+0.*I,0.06501831687272845+0.*I,0.039971237188766925+0.*I,0.02349047347396275+0.*I,0.013252579537566523+0.*I,0.007202306267547924+0.*I,0.003781423744649339+0.*I,0.0019227037507001956+0.*I,0.0009487573676643159+0.*I,0.0004551745255232556+0.*I,0.00021265664680137532+0.*I,0.00009688963753787159+0.*I,0.00004310485453277488+0.*I,0.000018746618940455162+0.*I,7.978433046693518*^-6+0.*I,3.3259775266107895*^-6+0.*I,1.3592579439800896*^-6+0.*I,5.450147716086503*^-7+0.*I,2.14562764332719*^-7+0.*I,8.299120295926988*^-8+0.*I,3.155818832870013*^-8+0.*I,1.1804458792233017*^-8+0.*I,4.345790879579855*^-9+0.*I,1.575432165768916*^-9+0.*I,5.626577732594597*^-10+0.*I,1.980595216363962*^-10+0.*I,6.874412239765407*^-11+0.*I,2.353613326667838*^-11+0.*I,7.95162857235278*^-12+0.*I,2.65186543490456*^-12+0.*I,8.733056447960625*^-13+0.*I,2.8407825512812836*^-13+0.*I,9.130558860249749*^-14+0.*I,2.900472393539085*^-14+0.*I,9.108997787218846*^-15+0.*I,2.828889262986737*^-15+0.*I,8.689858357850566*^-16+0.*I,2.6409732441295686*^-16+0.*I,7.942707476272527*^-17+0.*I,2.3643999834337396*^-17+0.*I,6.968058532554547*^-18+0.*I,2.0334246559983062*^-18+0.*I,5.876968750050359*^-19+0.*I,1.6825500367170755*^-19+0.*I,4.772535456455936*^-20+0.*I,1.3414400990267375*^-20+0.*I,3.7368529471823634*^-21+0.*I,1.0318638990518402*^-21+0.*I,2.8247964933224373*^-22+0.*I,7.667690777467976*^-23+0.*I,2.0640339942836688*^-23+0.*I,5.510664943819116*^-24+0.*I,1.4594330294343553*^-24+0.*I,3.8345425480459254*^-25+0.*I,9.996468682790822*^-26+0.*I,2.5860448130595793*^-26+0.*I,6.639463324396654*^-27+0.*I,1.6919477790414123*^-27+0.*I,4.280022549379788*^-28+0.*I,1.0748724825926713*^-28+0.*I,2.6801859531648057*^-29+0.*I,6.636116745832271*^-30+0.*I,1.6317250985258675*^-30+0.*I,3.984790041716099*^-31+0.*I,9.665622232201173*^-32+0.*I,2.328946297101935*^-32+0.*I,5.574844078302509*^-33+0.*I,1.3258270469973763*^-33+0.*I,3.132984594215377*^-34+0.*I,7.35668714788052*^-35+0.*I,1.7166963044608383*^-35+0.*I,3.981305152509014*^-36+0.*I,9.177218932195227*^-37+0.*I,2.102724509251402*^-37+0.*I,4.789283824893318*^-38+0.*I,1.0844416802559812*^-38+0.*I,2.441288206578083*^-39+0.*I,5.464346595971069*^-40+0.*I,1.2161641496767112*^-40+0.*I
0.3516446620364314+0.*I,-0.2685748288646984+0.*I,-0.19415715235805386+0.*I,0.1980047521231778+0.*I,0.23415129619801883+0.*I,-0.05735417952704487+0.*I,-0.2516904266354966+0.*I,-0.14640665547401188+0.*I,0.10219679657877939+0.*I,0.24196255533276378+0.*I,0.17296882102344877+0.*I,-0.0218590738316819+0.*I,-0.19388300845802667+0.*I,-0.2456159046489497+0.*I,-0.1699417864227102+0.*I,-0.02211565987112136+0.*I,0.12922317584919962+0.*I,0.236627508513071+0.*I,0.2839241641614453+0.*I,0.278995295177458+0.*I,0.24080980260732165+0.*I,0.1887291841875131+0.*I,0.13690493916901253+0.*I,0.093076277790325+0.*I,0.059830481826082874+0.*I,0.03660318035432231+0.*I,0.021420998491889352+0.*I,0.012040832467756661+0.*I,0.006522635054812848+0.*I,0.003414730249758686+0.*I,0.001731776213056977+0.*I,0.0008525538461620087+0.*I,0.0004081548534446097+0.*I,0.00019032097576660798+0.*I,0.00008655966231589601+0.*I,0.00003844643901193186+0.*I,0.000016695465945173204+0.*I,7.09556006113073*^-6+0.*I,2.9540952767639937*^-6+0.*I,1.2058168703557686*^-6+0.*I,4.829435534361343*^-7+0.*I,1.8992497859617535*^-7+0.*I,7.338841733477005*^-8+0.*I,2.7880516417946863*^-8+0.*I,1.041960925731175*^-8+0.*I,3.832764283563462*^-9+0.*I,1.3883549106183304*^-9+0.*I,4.954737197013214*^-10+0.*I,1.7428665506111853*^-10+0.*I,6.045210526884055*^-11+0.*I,2.0683909482944852*^-11+0.*I,6.98374607666419*^-12+0.*I,2.3277210654349046*^-12+0.*I,7.661331239098918*^-13+0.*I,2.490836013166983*^-13+0.*I,8.001725238838711*^-14+0.*I,2.5406419258797315*^-14+0.*I,7.975216997378947*^-15+0.*I,2.4756728244659918*^-15+0.*I,7.601566521985884*^-16+0.*I,2.30927025913581*^-16+0.*I,6.942350352780282*^-17+0.*I,2.0658203815445663*^-17+0.*I,6.085876679383054*^-18+0.*I,1.7753539675852793*^-18+0.*I,5.129336848148649*^-19+0.*I,1.4680199850878891*^-19+0.*I,4.1626911390871644*^-20+0.*I,1.1696663924197188*^-20+0.*I,3.257368278735284*^-21+0.*I,8.992027159533538*^-22+0.*I,2.4609381569903137*^-22+0.*I,6.678213282973172*^-23+0.*I,1.797207986116552*^-23+0.*I,4.797055816665317*^-24+0.*I,1.270128098483325*^-24+0.*I,3.3363581862242525*^-25+0.*I,8.695699103141637*^-26+0.*I,2.249031944438034*^-26+0.*I,5.77293959534653*^-27+0.*I,1.4708152031667095*^-27+0.*I,3.7198624449250566*^-28+0.*I,9.340064631348086*^-29+0.*I,2.3284789895054188*^-29+0.*I,5.76418788879608*^-30+0.*I,1.4170656940717228*^-30+0.*I,3.4599465967293185*^-31+0.*I,8.391058209912433*^-32+0.*I,2.0214885340505572*^-32+0.*I,4.838060337013747*^-33+0.*I,1.1504134854691757*^-33+0.*I,2.7180385120584123*^-34+0.*I,6.381335115062283*^-35+0.*I,1.4888682094881818*^-35+0.*I,3.452417558560028*^-36+0.*I,7.956929347710993*^-37+0.*I,1.8228661762419233*^-37+0.*I,4.1512833541743807*^-38+0.*I,9.398504280666105*^-39+0.*I,2.115502957429358*^-39+0.*I
-0.27873657762128595+0.*I,0.3457991795109722+0.*I,0.010342383775632522+0.*I,-0.2840572203145086+0.*I,-0.035926121219168605+0.*I,0.24335664130221932+0.*I,0.14640665547401188+0.*I,-0.13563892779722675+0.*I,-0.23752316898662842+0.*I,-0.07591508502338097+0.*I,0.15209415852198263+0.*I,0.23415482489063563+0.*I,0.12506411814836021+0.*I,-0.0695267592996748+0.*I,-0.2126463592624698+0.*I,-0.23123898295603346+0.*I,-0.135866482979054+0.*I,0.013813322068824182+0.*I,0.15439129272087324+0.*I,0.24661766547697173+0.*I,0.2807065086959901+0.*I,0.2674957075674556+0.*I,0.22606126680303668+0.*I,0.1743829261114568+0.*I,0.12491822121054634+0.*I,0.08405490589092167+0.*I,0.05356372869271112+0.*I,0.03252565387776395+0.*I,0.01891139742250103+0.*I,0.010569439049723113+0.*I,0.005696444031698235+0.*I,0.0029685895301363565+0.*I,0.001499306543318287+0.*I,0.0007353415224662321+0.*I,0.00035083414704515953+0.*I,0.00016307812480142195+0.*I,0.0000739544091760059+0.*I,0.000032759608363826556+0.*I,0.00001419054534477333+0.*I,6.0169998192962934*^-6+0.*I,2.4996409684272787*^-6+0.*I,1.0182505500993697*^-6+0.*I,4.0704682341944706*^-7+0.*I,1.5979171388751561*^-7+0.*I,6.164088954561677*^-8+0.*I,2.3380431427209673*^-8+0.*I,8.724712750963873*^-9+0.*I,3.204751841419095*^-9+0.*I,1.1593037458448076*^-9+0.*I,4.132008503270645*^-10+0.*I,1.4516962668871834*^-10+0.*I,5.029436309635733*^-11+0.*I,1.7189379212806172*^-11+0.*I,5.797723318510082*^-12+0.*I,1.9304643683550254*^-12+0.*I,6.347692560091691*^-13+0.*I,2.061841761064156*^-13+0.*I,6.617729627144664*^-14+0.*I,2.0994215344530497*^-14+0.*I,6.5848239287374664*^-15+0.*I,2.0424629198870808*^-15+0.*I,6.266662519499441*^-16+0.*I,1.902359135349393*^-16+0.*I,5.715054721168458*^-17+0.*I,1.6994699606848495*^-17+0.*I,5.003357238638093*^-18+0.*I,1.4586482189091232*^-18+0.*I,4.2117577795802277*^-19+0.*I,1.2047017068265241*^-19+0.*I,3.4140944620610377*^-20+0.*I,9.58793600474203*^-21+0.*I,2.6686974866788963*^-21+0.*I,7.363201757210025*^-22+0.*I,2.0141568958718821*^-22+0.*I,5.463148080359643*^-23+0.*I,1.469526432201998*^-23+0.*I,3.920633210235812*^-24+0.*I,1.0376170237391572*^-24+0.*I,2.724431229336058*^-25+0.*I,7.097845779031069*^-26+0.*I,1.835023343630176*^-26+0.*I,4.708382391003685*^-27+0.*I,1.199129814226514*^-27+0.*I,3.0316062601385765*^-28+0.*I,7.60918056419591*^-29+0.*I,1.896297745029745*^-29+0.*I,4.692696578401644*^-30+0.*I,1.1532627492888615*^-30+0.*I,2.8149148413533128*^-31+0.*I,6.82454495634275*^-32+0.*I,1.643587135135564*^-32+0.*I,3.9324252852284906*^-33+0.*I,9.34790001206052*^-34+0.*I,2.2079520104188885*^-34+0.*I,5.182298609516592*^-35+0.*I,1.208778769853388*^-35+0.*I,2.8021817435086894*^-36+0.*I,6.4565948957110285*^-37+0.*I,1.4787693055293359*^-37+0.*I,3.3668059743672923*^-38+0.*I
