0.13673981119267697+0.*I,0.2727728134782568+0.*I,0.38476201693946255+0.*I,0.44313665242579536+0.*I,0.44199136441397274+0.*I,0.3943073652844751+0.*I,0.3211185332544863+0.*I,0.2421154249074159+0.*I,0.17075898809644033+0.*I,0.11354510731853495+0.*I,0.07162663233115574+0.*I,0.04308085333745495+0.*I,0.024808458594043226+0.*I,0.01372569084041727+0.*I,0.007317728661915885+0.*I,0.003769092359931583+0.*I,0.001879675564692092+0.*I,0.0009094200865918231+0.*I,0.00042759675142653013+0.*I,0.0001956877788908655+0.*I,0.00008728805438895187+0.*I,0.00003799717187236871+0.*I,0.000016160174282178452+0.*I,6.721840909030917*^-6+0.*I,2.737087718258511*^-6+0.*I,1.0920054827253425*^-6+0.*I,4.2721279585823136*^-7+0.*I,1.6400930089717145*^-7+0.*I,6.182947644447754*^-8+0.*I,2.2903543414243337*^-8+0.*I,8.3415768893707*^-9+0.*I,2.988638712636545*^-9+0.*I,1.053912452192612*^-9+0.*I,3.659768991888896*^-10+0.*I,1.252046106277156*^-10+0.*I,4.221748979501181*^-11+0.*I,1.403612618852743*^-11+0.*I,4.60312225191037*^-12+0.*I,1.4895902404951558*^-12+0.*I,4.758177313801149*^-13+0.*I,1.500778963843764*^-13+0.*I,4.6755306959192503*^-14+0.*I,1.4391709188149562*^-14+0.*I,4.378085656233787*^-15+0.*I,1.3166308390920997*^-15+0.*I,3.915289445402278*^-16+0.*I,1.15157191636612*^-16+0.*I,3.350797968192273*^-17+0.*I,9.64792085242086*^-18+0.*I,2.7494245062691683*^-18+0.*I,7.756448342233691*^-19+0.*I,2.1666258663964668*^-19+0.*I,5.99360832844109*^-20+0.*I,1.6423152728726788*^-20+0.*I,4.458263764071723*^-21+0.*I,1.1991969674742778*^-21+0.*I,3.196705405285968*^-22+0.*I,8.446393196783135*^-23+0.*I,2.2123987548052725*^-23+0.*I,5.7457074139689736*^-24+0.*I,1.479701073715587*^-24+0.*I,3.779333166237254*^-25+0.*I,9.574705864180346*^-26+0.*I,2.406363734470166*^-26+0.*I,6.0003612003910416*^-27+0.*I,1.4846593685431624*^-27+0.*I,3.645532401944351*^-28+0.*I,8.884432018556391*^-29+0.*I,2.149222208184164*^-29+0.*I,5.161344903285225*^-30+0.*I,1.2306086650692695*^-30+0.*I,2.913378438105227*^-31+0.*I,6.84915131179096*^-32+0.*I,1.5991214103474204*^-32+0.*I,3.708272883752856*^-33+0.*I,8.54175599274986*^-34+0.*I,1.9545485933563646*^-34+0.*I,4.443316167608883*^-35+0.*I,1.0036124099551717*^-35+0.*I,2.2524677649064603*^-36+0.*I,5.023653747998286*^-37+0.*I,1.1134822443928818*^-37+0.*I,2.4529148771458994*^-38+0.*I,5.370930570998703*^-39+0.*I,1.1690040146353887*^-39+0.*I,2.529371653106152*^-40+0.*I,5.440884775844255*^-41+0.*I,1.1636329480936887*^-41+0.*I,2.474461955332234*^-42+0.*I,5.232290941467442*^-43+0.*I,1.1002129120448997*^-43+0.*I,2.300711422347639*^-44+0.*I,4.784916266548547*^-45+0.*I,9.897806866589708*^-46+0.*I,2.036484719561717*^-46+0.*I,4.167978407704786*^-47+0.*I,8.485861733478673*^-48+0.*I,1.718763773144651*^-48+0.*I,3.463452699309235*^-49+0.*I,6.943809070454496*^-50+0.*I
-0.2727728134782568+0.*I,-0.40739585144913765+0.*I,-0.3817761844298504+0.*I,-0.2175553666661192+0.*I,0.004575232046664115+0.*I,0.20174618287308121+0.*I,0.32527464389042543+0.*I,0.3666204266390129+0.*I,0.34417051317197955+0.*I,0.2857736649954123+0.*I,0.2161781301261558+0.*I,0.15161964295447936+0.*I,0.09974777151149954+0.*I,0.062067736023783335+0.*I,0.03675920058129006+0.*I,0.020822738980896528+0.*I,0.01132673436464988+0.*I,0.005935961519835786+0.*I,0.003005359408386816+0.*I,0.0014734869815797328+0.*I,0.0007010174356324672+0.*I,0.0003242061803681702+0.*I,0.000145985717252655+0.*I,0.00006409253666275461+0.*I,0.00002747013330495653+0.*I,0.00001150707220875491+0.*I,4.715939939163563*^-6+0.*I,1.8926919674791876*^-6+0.*I,7.445162897978975*^-7+0.*I,2.8727322231763343*^-7+0.*I,1.0880783763020749*^-7+0.*I,4.048210540066589*^-8+0.*I,1.4803916377199097*^-8+0.*I,5.324204044003955*^-9+0.*I,1.884231655925588*^-9+0.*I,6.565037085543188*^-10+0.*I,2.2530523921376864*^-10+0.*I,7.619597151291792*^-11+0.*I,2.5404070486983135*^-11+0.*I,8.353312112283254*^-12+0.*I,2.7099555252916427*^-12+0.*I,8.676984803864482*^-13+0.*I,2.742999931321106*^-13+0.*I,8.563920729956474*^-14+0.*I,2.641447883807646*^-14+0.*I,8.051194098838078*^-15+0.*I,2.4257593647600466*^-15+0.*I,7.226351741976181*^-16+0.*I,2.1290412152842154*^-16+0.*I,6.205080874622887*^-17+0.*I,1.7894086771804246*^-17+0.*I,5.1070068265103204*^-18+0.*I,1.4428137746142242*^-18+0.*I,4.0357985856143745*^-19+0.*I,1.1179154972361957*^-19+0.*I,3.067117370357626*^-20+0.*I,8.336279680985053*^-21+0.*I,2.2449683854615112*^-21+0.*I,5.991245254248191*^-22+0.*I,1.5847585764889355*^-22+0.*I,4.1554304689289466*^-23+0.*I,1.0802921737766933*^-23+0.*I,2.784850710785444*^-24+0.*I,7.1196582819325885*^-25+0.*I,1.8053939225999136*^-25+0.*I,4.541481405656971*^-26+0.*I,1.1334207625351042*^-26+0.*I,2.8067674715752045*^-27+0.*I,6.8975568198416845*^-28+0.*I,1.6823179402846112*^-28+0.*I,4.072805333080023*^-29+0.*I,9.788123163489514*^-30+0.*I,2.335454586503993*^-30+0.*I,5.532919750768821*^-31+0.*I,1.3016424745035694*^-31+0.*I,3.0410649255213474*^-32+0.*I,7.056630823228953*^-33+0.*I,1.6264727819409144*^-33+0.*I,3.724026870448817*^-34+0.*I,8.470972968274309*^-35+0.*I,1.9144550137877346*^-35+0.*I,4.2991674839623674*^-36+0.*I,9.593695505202024*^-37+0.*I,2.1275708186579097*^-37+0.*I,4.68934263474241*^-38+0.*I,1.0273117586793578*^-38+0.*I,2.2371063185674498*^-39+0.*I,4.842794361800378*^-40+0.*I,1.0422231296584679*^-40+0.*I,2.2300273784639578*^-41+0.*I,4.7443131450186747*^-42+0.*I,1.0036409221696426*^-42+0.*I,2.111313880346931*^-43+0.*I,4.4169616204198376*^-44+0.*I,9.190035512217865*^-45+0.*I,1.9017756496920466*^-45+0.*I,3.914489543160038*^-46+0.*I,8.014740229273353*^-47+0.*I,1.6323992990399955*^-47+0.*I,3.30757466932548*^-48+0.*I
0.38476201693946255+0.*I,0.3817761844298504+0.*I,0.1311217994398159+0.*I,-0.16070384718871908+0.*I,-0.31412338266515727+0.*I,-0.27734072072201116+0.*I,-0.10938428233985403+0.*I,0.09139356945937473+0.*I,0.24776820250120518+0.*I,0.3269954323896917+0.*I,0.33407743713766375+0.*I,0.29311427458775985+0.*I,0.23069069094918032+0.*I,0.16675774262536033+0.*I,0.11236479027506381+0.*I,0.07129752482600342+0.*I,0.042918578047394386+0.*I,0.0246498004879982+0.*I,0.0135686492308332+0.*I,0.007184700189867103+0.*I,0.003670748845679837+0.*I,0.0018142443217173108+0.*I,0.00086934885726442+0.*I,0.0004046553797544473+0.*I,0.00018327482910593837+0.*I,0.00008089018891943132+0.*I,0.000034837229603210914+0.*I,0.000014657716976390187+0.*I,6.03162108279658*^-6+0.*I,2.429817876143003*^-6+0.*I,9.591245830910878*^-7+0.*I,3.712745063186513*^-7+0.*I,1.4104663118058223*^-7+0.*I,5.2623691200353077*^-8+0.*I,1.9294436623885916*^-8+0.*I,6.956269634624448*^-9+0.*I,2.467503119670538*^-9+0.*I,8.615955989944558*^-10+0.*I,2.962966115812145*^-10+0.*I,1.0039850218954687*^-10+0.*I,3.353459657707699*^-11+0.*I,1.1045906007323248*^-11+0.*I,3.589377773552458*^-12+0.*I,1.1510776310386501*^-12+0.*I,3.6442431931665057*^-13+0.*I,1.1393819404418752*^-13+0.*I,3.5190494912407156*^-14+0.*I,1.0739985607382988*^-14+0.*I,3.239861170703966*^-15+0.*I,9.662953393808966*^-16+0.*I,2.850133871209246*^-16+0.*I,8.315697685266214*^-17+0.*I,2.4005554197305374*^-17+0.*I,6.8580654836032145*^-18+0.*I,1.9393739365391106*^-18+0.*I,5.429763470208703*^-19+0.*I,1.505377857207536*^-19+0.*I,4.1336895951999746*^-20+0.*I,1.124442453674162*^-20+0.*I,3.030539631569658*^-21+0.*I,8.093932418890849*^-22+0.*I,2.1425299522340935*^-22+0.*I,5.621992776014022*^-23+0.*I,1.4625666382449252*^-23+0.*I,3.7728255421890135*^-24+0.*I,9.651726385404538*^-25+0.*I,2.4490068125957675*^-25+0.*I,6.164235966713828*^-26+0.*I,1.539318535064727*^-26+0.*I,3.8140965085929506*^-27+0.*I,9.378234127686924*^-28+0.*I,2.288586635618905*^-28+0.*I,5.543444360847903*^-29+0.*I,1.3329251857741365*^-29+0.*I,3.181939405659936*^-30+0.*I,7.541939720149275*^-31+0.*I,1.7751004135568023*^-31+0.*I,4.14910077329928*^-32+0.*I,9.632023483409958*^-33+0.*I,2.2210265643698354*^-33+0.*I,5.087468631801245*^-34+0.*I,1.1577094369031737*^-34+0.*I,2.6174856620990255*^-35+0.*I,5.8801996869689466*^-36+0.*I,1.3126775571073278*^-36+0.*I,2.912169042607936*^-37+0.*I,6.420976764344319*^-38+0.*I,1.4071625047143083*^-38+0.*I,3.0653346951301965*^-39+0.*I,6.6379370253244346*^-40+0.*I,1.42902652954663*^-40+0.*I,3.058644752165498*^-41+0.*I,6.509210739822627*^-42+0.*I,1.377420287375256*^-42+0.*I,2.8984854960831643*^-43+0.*I,6.065538291510414*^-44+0.*I,1.2623726540561225*^-44+0.*I,2.6130739117919448*^-45+0.*I,5.3800586860443464*^-46+0.*I,1.1018394333730919*^-46+0.*I
-0.44313665242579536+0.*I,-0.2175553666661192+0.*I,0.16070384718871908+0.*I,0.31620702547542046+0.*I,0.17621617331512496+0.*I,-0.0861137391122713+0.*I,-0.2662393574043104+0.*I,-0.27234670678093403+0.*I,-0.13611358151611813+0.*I,0.05254117470733152+0.*I,0.21224684820134188+0.*I,0.3021251269861807+0.*I,0.3205383405988814+0.*I,0.2881633721903793+0.*I,0.23082554592276955+0.*I,0.16914079416040578+0.*I,0.11522455849756813+0.*I,0.07377707629788138+0.*I,0.044752200171558766+0.*I,0.02587228271856736+0.*I,0.01432315516848851+0.*I,0.007622393974351637+0.*I,0.00391175367610032+0.*I,0.0019410698267727188+0.*I,0.0009334576604559092+0.*I,0.0004359063176812788+0.*I,0.0001980116662298498+0.*I,0.00008763015854635715+0.*I,0.0000378333492578442+0.*I,0.000015954611409335853+0.*I,6.579119456942265*^-6+0.*I,2.6555513040782527*^-6+0.*I,1.0501317682904511*^-6+0.*I,4.071911953124431*^-7+0.*I,1.549360276020964*^-7+0.*I,5.7891398871821254*^-8+0.*I,2.125536153212362*^-8+0.*I,7.673272548643548*^-9+0.*I,2.725191599759941*^-9+0.*I,9.526820432340666*^-10+0.*I,3.279811574069807*^-10+0.*I,1.1125047350410544*^-10+0.*I,3.7196051235406374*^-11+0.*I,1.226345016143387*^-11+0.*I,3.988578311981565*^-12+0.*I,1.2801848544922796*^-12+0.*I,4.05627442725173*^-13+0.*I,1.2691857606687098*^-13+0.*I,3.922854179666806*^-14+0.*I,1.1980845025971304*^-14+0.*I,3.616629665451964*^-15+0.*I,1.0793670614855014*^-15+0.*I,3.185625167333704*^-16+0.*I,9.300096176169208*^-17+0.*I,2.6862699253056604*^-17+0.*I,7.678548429364904*^-18+0.*I,2.1725491320367644*^-18+0.*I,6.085706219458199*^-19+0.*I,1.6880664967683533*^-19+0.*I,4.6375457914438896*^-20+0.*I,1.262079393134262*^-20+0.*I,3.4029976279930744*^-21+0.*I,9.092576904571089*^-22+0.*I,2.4078745745114125*^-22+0.*I,6.3207835044295*^-23+0.*I,1.6449942196892987*^-23+0.*I,4.2450048699800234*^-24+0.*I,1.0863609614410952*^-24+0.*I,2.757477520400569*^-25+0.*I,6.943036676818105*^-26+0.*I,1.7343730056234437*^-26+0.*I,4.2987804681763126*^-27+0.*I,1.057329150512075*^-27+0.*I,2.5810010140840187*^-28+0.*I,6.253576871181802*^-29+0.*I,1.5041079604218005*^-29+0.*I,3.5915852215522524*^-30+0.*I,8.515204846522174*^-31+0.*I,2.004701004750934*^-31+0.*I,4.686971327220041*^-32+0.*I,1.088339985058007*^-32+0.*I,2.51019097300499*^-33+0.*I,5.751194268192552*^-34+0.*I,1.3090510227067425*^-34+0.*I,2.9603260039426217*^-35+0.*I,6.65186063763484*^-36+0.*I,1.485260607656941*^-36+0.*I,3.295736623007343*^-37+0.*I,7.268188587078543*^-38+0.*I,1.5931491908489054*^-38+0.*I,3.471164542014329*^-39+0.*I,7.518195350834405*^-40+0.*I,1.6188331304461597*^-40+0.*I,3.465535431250562*^-41+0.*I,7.376450066280315*^-42+0.*I,1.561211111455814*^-42+0.*I,3.2857971009331866*^-43+0.*I,6.877202809375669*^-44+0.*I,1.4315331322146762*^-44+0.*I,2.963707782629888*^-45+0.*I
0.44199136441397274+0.*I,-0.004575232046664115+0.*I,-0.31412338266515727+0.*I,-0.17621617331512496+0.*I,0.14044628339055437+0.*I,0.2829068490281267+0.*I,0.16008390064973904+0.*I,-0.08055873855709826+0.*I,-0.24939461084219244+0.*I,-0.2565757541573538+0.*I,-0.1286234040754056+0.*I,0.05062729552345124+0.*I,0.2035861618903261+0.*I,0.2904400983029848+0.*I,0.30887532847225224+0.*I,0.2782880983501952+0.*I,0.2233548280414508+0.*I,0.16395511345316086+0.*I,0.11186827486351554+0.*I,0.07172974329844606+0.*I,0.043566045960959816+0.*I,0.025215777500913042+0.*I,0.013974454675489157+0.*I,0.007444002669674379+0.*I,0.0038235854943825085+0.*I,0.0018988644346484083+0.*I,0.00091384750549505+0.*I,0.000427045721464335+0.*I,0.0001941120380099958+0.*I,0.00008595603381155357+0.*I,0.00003713138712270689+0.*I,0.000015666805401841443+0.*I,6.463615640035111*^-6+0.*I,2.6101350565894353*^-6+0.*I,1.0326205409632383*^-6+0.*I,4.0056517190804955*^-7+0.*I,1.524737696291887*^-7+0.*I,5.699221739512321*^-8+0.*I,2.0932466039859105*^-8+0.*I,7.559188209250262*^-9+0.*I,2.68551165344405*^-9+0.*I,9.390891028864395*^-10+0.*I,3.2339281774855603*^-10+0.*I,1.0972365442389849*^-10+0.*I,3.669499300136877*^-11+0.*I,1.2101222145875146*^-11+0.*I,3.936738963904204*^-12+0.*I,1.2638302672588089*^-12+0.*I,4.005316888319022*^-13+0.*I,1.2535001579239212*^-13+0.*I,3.875140133585036*^-14+0.*I,1.1837373520118343*^-14+0.*I,3.5739740942826746*^-15+0.*I,1.0668244637162326*^-15+0.*I,3.149140803303563*^-16+0.*I,9.19508515820712*^-17+0.*I,2.6563563278168207*^-17+0.*I,7.594195355342583*^-18+0.*I,2.1489975194341896*^-18+0.*I,6.020586392847018*^-19+0.*I,1.6702320072391891*^-19+0.*I,4.589157328559491*^-20+0.*I,1.2490707347810881*^-20+0.*I,3.36833944839098*^-21+0.*I,9.001053556001634*^-22+0.*I,2.3839150164774985*^-22+0.*I,6.258594743868139*^-23+0.*I,1.6289877931284332*^-23+0.*I,4.204145910424142*^-24+0.*I,1.076015504844659*^-24+0.*I,2.731491573789818*^-25+0.*I,6.878276328256727*^-26+0.*I,1.7183584439138012*^-26+0.*I,4.259479070084688*^-27+0.*I,1.047756367056516*^-27+0.*I,2.557856158593979*^-28+0.*I,6.198024323779854*^-29+0.*I,1.4908696479305456*^-29+0.*I,3.5602606617169655*^-30+0.*I,8.441600355835138*^-31+0.*I,1.987524582542108*^-31+0.*I,4.6471595950731234*^-32+0.*I,1.0791739986487792*^-32+0.*I,2.489226891416444*^-33+0.*I,5.70355789686527*^-34+0.*I,1.2982961712334888*^-34+0.*I,2.9361986972168764*^-35+0.*I,6.59807246193987*^-36+0.*I,1.4733434603600985*^-36+0.*I,3.2694945305393432*^-37+0.*I,7.210750812624407*^-38+0.*I,1.5806523200746985*^-38+0.*I,3.4441349010606014*^-39+0.*I,7.460072800724148*^-40+0.*I,1.6064067744347732*^-40+0.*I,3.439119473875318*^-41+0.*I,7.320610712816554*^-42+0.*I,1.5494731340520615*^-42+0.*I,3.261258386420646*^-43+0.*I,6.82618260468298*^-44+0.*I
-0.3943073652844751+0.*I,0.20174618287308121+0.*I,0.27734072072201116+0.*I,-0.0861137391122713+0.*I,-0.2829068490281267+0.*I,-0.11193931334869+0.*I,0.16709559009999797+0.*I,0.2612815282956417+0.*I,0.12058916852388825+0.*I,-0.10570276405180076+0.*I,-0.2481059735634755+0.*I,-0.23594473608888922+0.*I,-0.10319091003199442+0.*I,0.06916669673600201+0.*I,0.21044675987193134+0.*I,0.28672262464008497+0.*I,0.2985585708869485+0.*I,0.2655790485996507+0.*I,0.21128352894931782+0.*I,0.15408019499545383+0.*I,0.10459353992504887+0.*I,0.06678843861305975+0.*I,0.04042623291663524+0.*I,0.023330955737492547+0.*I,0.012897912678465776+0.*I,0.006855790610376992+0.*I,0.003514819565992644+0.*I,0.0017426155769179167+0.*I,0.0008374042578366116+0.*I,0.0003908009792898643+0.*I,0.00017742293563201956+0.*I,0.00007847980774189437+0.*I,0.00003386793901772654+0.*I,0.000014276787190369211+0.*I,5.885182662738967*^-6+0.*I,2.3747067349498526*^-6+0.*I,9.388049250497642*^-7+0.*I,3.63929853325906*^-7+0.*I,1.384425223423311*^-7+0.*I,5.1717526817149103*^-8+0.*I,1.8984826289905237*^-8+0.*I,6.852359080183568*^-9+0.*I,2.433235038997072*^-9+0.*I,8.504877285062254*^-10+0.*I,2.9275678643289114*^-10+0.*I,9.92892906598579*^-11+0.*I,3.319279808971106*^-11+0.*I,1.0942330486556458*^-11+0.*I,3.558514317657781*^-12+0.*I,1.1420358195370868*^-12+0.*I,3.618208272657686*^-13+0.*I,1.1320174614882694*^-13+0.*I,3.498598471935696*^-14+0.*I,1.0684285935338375*^-14+0.*I,3.225003196838532*^-15+0.*I,9.624210619296466*^-16+0.*I,2.8402864006696704*^-16+0.*I,8.291401261384183*^-17+0.*I,2.3947743283731793*^-17+0.*I,6.8449430333763285*^-18+0.*I,1.9365883116414603*^-18+0.*I,5.4244637407063845*^-19+0.*I,1.5045775112059938*^-19+0.*I,4.1332664760140625*^-20+0.*I,1.124793958815613*^-20+0.*I,3.0327032494183717*^-21+0.*I,8.102854408803187*^-22+0.*I,2.1456973123797293*^-22+0.*I,5.632351761223911*^-23+0.*I,1.4657778740831342*^-23+0.*I,3.782400753612865*^-24+0.*I,9.679427209831772*^-25+0.*I,2.4568249214748905*^-25+0.*I,6.185843647446432*^-26+0.*I,1.5451823424669132*^-26+0.*I,3.829752637360626*^-27+0.*I,9.419423794148911*^-28+0.*I,2.2992775823017423*^-28+0.*I,5.570846909517042*^-29+0.*I,1.339866794581894*^-29+0.*I,3.199329985467106*^-30+0.*I,7.585051802593635*^-31+0.*I,1.785681410098219*^-31+0.*I,4.174821353178569*^-32+0.*I,9.693970896646969*^-33+0.*I,2.2358141459120535*^-33+0.*I,5.122465633813099*^-34+0.*I,1.1659231535758674*^-34+0.*I,2.6366074517240425*^-35+0.*I,5.924366180705773*^-36+0.*I,1.322800823519015*^-36+0.*I,2.935198980520532*^-37+0.*I,6.472986460544991*^-38+0.*I,1.418824294913686*^-38+0.*I,3.091300442331172*^-39+0.*I,6.695355598900069*^-40+0.*I,1.4416383451552322*^-40+0.*I,3.086163640599492*^-41+0.*I,6.568868058531155*^-42+0.*I,1.3902709347947511*^-42+0.*I
0.3211185332544863+0.*I,-0.32527464389042543+0.*I,-0.10938428233985403+0.*I,0.2662393574043104+0.*I,0.16008390064973904+0.*I,-0.16709559009999797+0.*I,-0.24801967991118834+0.*I,-0.03230024312279052+0.*I,0.20349574942507107+0.*I,0.23377385316217697+0.*I,0.06559243489406423+0.*I,-0.14378690548788553+0.*I,-0.24963897788976214+0.*I,-0.20822132004639057+0.*I,-0.06573109272604723+0.*I,0.09924255394655401+0.*I,0.22507406265354313+0.*I,0.2862650099955343+0.*I,0.28792998511117657+0.*I,0.25050098878633204+0.*I,0.1961311110590618+0.*I,0.14128500335411606+0.*I,0.09496755123717632+0.*I,0.06014970628071519+0.*I,0.036158027535700195+0.*I,0.020744491763729375+0.*I,0.011409045160226797+0.*I,0.006036895922241195+0.*I,0.0030825093058038473+0.*I,0.001522757155309706+0.*I,0.000729366739641821+0.*I,0.00033937482192960823+0.*I,0.00015365976549940564+0.*I,0.00006780053695017384+0.*I,0.00002919273891625599+0.*I,0.000012280137797273245+0.*I,5.052269879622601*^-6+0.*I,2.034933555034657*^-6+0.*I,8.031243467270284*^-7+0.*I,3.108425139307013*^-7+0.*I,1.1807309679076028*^-7+0.*I,4.4047093237760173*^-8+0.*I,1.614804463507394*^-8+0.*I,5.821298066092184*^-9+0.*I,2.0647145276438423*^-9+0.*I,7.208876366348735*^-10+0.*I,2.4788783559035093*^-10+0.*I,8.398902650197999*^-11+0.*I,2.8051578894240322*^-11+0.*I,9.239243332711715*^-12+0.*I,3.002111498810846*^-12+0.*I,9.626899630960971*^-13+0.*I,3.0476480905854496*^-13+0.*I,9.528044332370207*^-14+0.*I,2.94264592461941*^-14+0.*I,8.980399501767691*^-15+0.*I,2.7089358656340057*^-15+0.*I,8.079110235157596*^-16+0.*I,2.3828742640998695*^-16+0.*I,6.952125538863627*^-17+0.*I,2.0068479366446213*^-17+0.*I,5.7330917327449185*^-18+0.*I,1.621190391648375*^-18+0.*I,4.538780778362793*^-19+0.*I,1.25831749441021*^-19+0.*I,3.4551709354519605*^-20+0.*I,9.398453381781334*^-21+0.*I,2.5329527700835052*^-21+0.*I,6.764802498839669*^-22+0.*I,1.7906524630220113*^-22+0.*I,4.6985510180832363*^-23+0.*I,1.2223032654091814*^-23+0.*I,3.1529714767855173*^-24+0.*I,8.06582273948917*^-25+0.*I,2.0465593549022064*^-25+0.*I,5.151154738125009*^-26+0.*I,1.2863084521931989*^-26+0.*I,3.1871306417378935*^-27+0.*I,7.836481055276725*^-28+0.*I,1.912315114985044*^-28+0.*I,4.631952718254429*^-29+0.*I,1.1137372714829626*^-29+0.*I,2.658653008645442*^-30+0.*I,6.30152692932276*^-31+0.*I,1.4831287403759684*^-31+0.*I,3.466596442972344*^-32+0.*I,8.047489136423219*^-33+0.*I,1.8556256111526357*^-33+0.*I,4.250424021108576*^-34+0.*I,9.67217523335636*^-35+0.*I,2.1867700629449543*^-35+0.*I,4.912530480146811*^-36+0.*I,1.0966442408498637*^-36+0.*I,2.4328702050376826*^-37+0.*I,5.364117060149814*^-38+0.*I,1.1755370467589813*^-38+0.*I,2.5607371815678385*^-39+0.*I,5.545176751522449*^-40+0.*I,1.1937622217022192*^-40+0.*I,2.555065052880128*^-41+0.*I
-0.2421154249074159+0.*I,0.3666204266390129+0.*I,-0.09139356945937473+0.*I,-0.27234670678093403+0.*I,0.08055873855709826+0.*I,0.2612815282956417+0.*I,0.03230024312279052+0.*I,-0.2236660961767684+0.*I,-0.18796116997134185+0.*I,0.054482792771232004+0.*I,0.22995812521928416+0.*I,0.19063623595912405+0.*I,-0.00003964134330370202+0.*I,-0.18320686085373236+0.*I,-0.24490979801745394+0.*I,-0.1710468962437423+0.*I,-0.019659633208442218+0.*I,0.1349158622669084+0.*I,0.24195317134770186+0.*I,0.28549568067945136+0.*I,0.27554595038504087+0.*I,0.23318365422644305+0.*I,0.17886835763790662+0.*I,0.1267919158329591+0.*I,0.08411335645642683+0.*I,0.052691415845027526+0.*I,0.031377647271038346+0.*I,0.017855249795926252+0.*I,0.009749656134245156+0.*I,0.005126021257116728+0.*I,0.0026024823378688164+0.*I,0.0012790116413804833+0.*I,0.000609758231663885+0.*I,0.0002825123939355289+0.*I,0.00012741450324602128+0.*I,0.00005601802875712153+0.*I,0.0000240394484439354+0.*I,0.00001008122315914688+0.*I,4.135715823756861*^-6+0.*I,1.6613170097875704*^-6+0.*I,6.540315391689094*^-7+0.*I,2.5254459792570697*^-7+0.*I,9.571767716913066*^-8+0.*I,3.563347158913627*^-8+0.*I,1.303802299119012*^-8+0.*I,4.69147537078893*^-9+0.*I,1.6610795869465613*^-9+0.*I,5.78999795189217*^-10+0.*I,1.9878470191469552*^-10+0.*I,6.725134087793794*^-11+0.*I,2.2429398720335055*^-11+0.*I,7.377473667179541*^-12+0.*I,2.3940654343289715*^-12+0.*I,7.667587313991277*^-13+0.*I,2.424508268020795*^-13+0.*I,7.571311878029292*^-14+0.*I,2.335793495784037*^-14+0.*I,7.120991021501125*^-15+0.*I,2.1459023292930635*^-15+0.*I,6.393787995400288*^-16+0.*I,1.8840625796096054*^-16+0.*I,5.4919479688151465*^-17+0.*I,1.5839889573294253*^-17+0.*I,4.521358339834796*^-18+0.*I,1.2775242838369392*^-18+0.*I,3.57389287588398*^-19+0.*I,9.900820479422499*^-20+0.*I,2.716689336871285*^-20+0.*I,7.384594228685917*^-21+0.*I,1.9888725222224878*^-21+0.*I,5.308281165259954*^-22+0.*I,1.4042289614305543*^-22+0.*I,3.682365220193115*^-23+0.*I,9.573841910740074*^-24+0.*I,2.4681945897983534*^-24+0.*I,6.310553654274318*^-25+0.*I,1.6003302255480528*^-25+0.*I,4.02590073982062*^-26+0.*I,1.0048083520592562*^-26+0.*I,2.4884206399121843*^-27+0.*I,6.115567254510224*^-28+0.*I,1.4916691780870623*^-28+0.*I,3.611436779272603*^-29+0.*I,8.679740014270424*^-30+0.*I,2.071088725774161*^-30+0.*I,4.90682699492065*^-31+0.*I,1.1544000634878982*^-31+0.*I,2.697166654335536*^-32+0.*I,6.258873763012405*^-33+0.*I,1.442652012125363*^-33+0.*I,3.3032611165405185*^-34+0.*I,7.514118952175582*^-35+0.*I,1.6982592794311823*^-35+0.*I,3.813789125485166*^-36+0.*I,8.51081542943114*^-37+0.*I,1.8874770233495136*^-37+0.*I,4.1602700591836004*^-38+0.*I,9.114298544645335*^-39+0.*I,1.9848084389264425*^-39+0.*I,4.2967348410291525*^-40+0.*I
