0.6242284336485697+0.*I,0.6060090510630594+0.*I,0.4160060786055827+0.*I,0.2331710416552437+0.*I,0.11318273413385636+0.*I,0.049139501048156016+0.*I,0.01947559258948958+0.*I,0.007146233864836511+0.*I,0.0024528319516796356+0.*I,0.0007937470127542906+0.*I,0.0002436787552512621+0.*I,0.00007132748131640014+0.*I,0.000019989495313310496+0.*I,5.382272933317222*^-6+0.*I,1.3964881756298637*^-6+0.*I,3.500476746221677*^-7+0.*I,8.495770445953333*^-8+0.*I,2.0003863037727457*^-8+0.*I,4.577340115459909*^-9+0.*I,1.0194641231506123*^-9+0.*I,2.2130565554667743*^-10+0.*I,4.6883327631393765*^-11+0.*I,9.7038182175326*^-12+0.*I,1.9643293149794323*^-12+0.*I,3.89263999777286*^-13+0.*I,7.558050687926549*^-14+0.*I,1.438993028460448*^-14+0.*I,2.688514428326212*^-15+0.*I,4.932520734741317*^-16+0.*I,8.892123468629878*^-17+0.*I,1.576087848470032*^-17+0.*I,2.748116485930202*^-18+0.*I,4.716237987113044*^-19+0.*I,7.97029334433043*^-20+0.*I,1.3269984358559719*^-20+0.*I,2.1775691365244703*^-21+0.*I,3.523353884881212*^-22+0.*I,5.623296296636579*^-23+0.*I,8.855941374370285*^-24+0.*I,1.3766958177537666*^-24+0.*I,2.113214398538481*^-25+0.*I,3.203960818846414*^-26+0.*I,4.799523417295257*^-27+0.*I,7.105578649652933*^-28+0.*I,1.0399409416153916*^-28+0.*I,1.5050051400388086*^-29+0.*I,2.1542427054561697*^-30+0.*I,3.050571902063956*^-31+0.*I,4.2746071790147547*^-32+0.*I,5.928348617693993*^-33+0.*I,8.139248272703116*^-34+0.*I,1.1064575885015999*^-34+0.*I,1.4895965698768962*^-35+0.*I,1.9863981061506547*^-36+0.*I,2.624248612673226*^-37+0.*I,3.435256699386209*^-38+0.*I,4.456570133456111*^-39+0.*I,5.730583979309461*^-40+0.*I,7.305003834565745*^-41+0.*I,9.232727253253503*^-42+0.*I,1.1571507592480613*^-42+0.*I,1.4383367959544359*^-43+0.*I,1.7733738895695295*^-44+0.*I,2.1690301996249734*^-45+0.*I,2.632153275442302*^-46+0.*I,3.1694949262170396*^-47+0.*I,3.787508854552558*^-48+0.*I,4.4921248607046784*^-49+0.*I,5.288505088123489*^-50+0.*I,6.18078938401335*^-51+0.*I,7.171838290018331*^-52+0.*I,8.26298335503569*^-53+0.*I,9.453795277704276*^-54+0.*I,1.0741880756575518*^-54+0.*I,1.2122718787708075*^-55+0.*I,1.358954646479316*^-56+0.*I,1.5133303098837783*^-57+0.*I,1.6742639708874874*^-58+0.*I,1.84039987015933*^-59+0.*I,2.0101765946995943*^-60+0.*I,2.1818494587123788*^-61+0.*I,2.3535196924065116*^-62+0.*I,2.523169777307969*^-63+0.*I,2.6887039891349343*^-64+0.*I,2.847992965093002*^-65+0.*I,2.9989209149193795*^-66+0.*I,3.139433955009534*^-67+0.*I,3.267587970376853*^-68+0.*I,3.381594404265511*^-69+0.*I,3.479862440451956*^-70+0.*I,3.5610361752943587*^-71+0.*I,3.624025568521279*^-72+0.*I,3.668030203626092*^-73+0.*I,3.6925551681136465*^-74+0.*I,3.6974186666754053*^-75+0.*I,3.682751291765726*^-76+0.*I,3.648987181237225*^-77+0.*I,3.596847577787997*^-78+0.*I,3.5273175577463616*^-79+0.*I,3.441616907168678*^-80+0.*I
-0.6060090510630594+0.*I,0.03590699525490672+0.*I,0.4531621279335868+0.*I,0.49417819613464853+0.*I,0.35646281858638845+0.*I,0.20537902312000988+0.*I,0.10145954616587594+0.*I,0.04458991820282711+0.*I,0.017831360664820523+0.*I,0.006587915971050194+0.*I,0.002273481953490693+0.*I,0.0007389453575486544+0.*I,0.00022767958219223238+0.*I,0.00006684797002490028+0.*I,0.000018782892464389544+0.*I,5.068744629551906*^-6+0.*I,1.3177126582637314*^-6+0.*I,3.3086957978403054*^-7+0.*I,8.042546213404569*^-8+0.*I,1.8962454014289473*^-8+0.*I,4.344335762271681*^-9+0.*I,9.686349763664932*^-10+0.*I,2.1048170634431005*^-10+0.*I,4.4630880954760507*^-11+0.*I,9.245306482584545*^-12+0.*I,1.8729454635659937*^-12+0.*I,3.714165486643791*^-13+0.*I,7.216222647076781*^-14+0.*I,1.3747425643480694*^-14+0.*I,2.569917820397353*^-15+0.*I,4.71740795753698*^-16+0.*I,8.508495046410698*^-17+0.*I,1.508783592725635*^-17+0.*I,2.6318958168552287*^-18+0.*I,4.518612980410723*^-19+0.*I,7.639227385479411*^-20+0.*I,1.2723363059047373*^-20+0.*I,2.0885808101759685*^-21+0.*I,3.3804580171202607*^-22+0.*I,5.396882202014699*^-23+0.*I,8.501835266910507*^-24+0.*I,1.3220129666739603*^-24+0.*I,2.0298095323055267*^-25+0.*I,3.0782760973368194*^-26+0.*I,4.612348845863362*^-27+0.*I,6.830028065190031*^-28+0.*I,9.998304813100417*^-29+0.*I,1.4472590441382865*^-29+0.*I,2.0719997702828864*^-30+0.*I,2.9346718488364094*^-31+0.*I,4.1129586320343393*^-32+0.*I,5.705169563916101*^-33+0.*I,7.834167173971055*^-34+0.*I,1.0651584617621549*^-34+0.*I,1.4342219902931973*^-35+0.*I,1.9128449419879513*^-36+0.*I,2.527445760683433*^-37+0.*I,3.3090034139351294*^-38+0.*I,4.293364811369362*^-39+0.*I,5.5214474018115366*^-40+0.*I,7.039302083440691*^-41+0.*I,8.898000742691987*^-42+0.*I,1.1153313821994307*^-42+0.*I,1.3865146617973466*^-43+0.*I,1.7096708746728836*^-44+0.*I,2.0913399465721768*^-45+0.*I,2.5381402237084083*^-46+0.*I,3.0565994799503536*^-47+0.*I,3.6529595642407536*^-48+0.*I,4.332958352276765*^-49+0.*I,5.101594274707422*^-50+0.*I,5.962880245083804*^-51+0.*I,6.919595206396826*^-52+0.*I,7.973042655884207*^-53+0.*I,9.122826300140773*^-54+0.*I,1.0366653355310459*^-54+0.*I,1.1700175878520368*^-55+0.*I,1.3116879860074537*^-56+0.*I,1.4608030614118768*^-57+0.*I,1.616268130332431*^-58+0.*I,1.7767749277792288*^-59+0.*I,1.9408162387387728*^-60+0.*I,2.106707465386088*^-61+0.*I,2.272614779824507*^-62+0.*I,2.4365892256090594*^-63+0.*I,2.5966058627826805*^-64+0.*I,2.750606814723514*^-65+0.*I,2.8965468836769155*^-66+0.*I,3.0324402659676747*^-67+0.*I,3.156406825178334*^-68+0.*I,3.266716376202596*^-69+0.*I,3.36182949551903*^-70+0.*I,3.4404335001041245*^-71+0.*I,3.501472422464711*^-72+0.*I,3.544170042708737*^-73+0.*I,3.5680453083862955*^-74+0.*I,3.572919765432278*^-75+0.*I,3.5589169245554763*^-76+0.*I,3.52645378254792*^-77+0.*I,3.476224993803059*^-78+0.*I
0.4160060786055827+0.*I,-0.4531621279335868+0.*I,-0.27517449681771955+0.*I,0.21577026429970256+0.*I,0.4541730376821695+0.*I,0.42263098949129246+0.*I,0.2860781280307477+0.*I,0.1592038592812707+0.*I,0.07693917034074772+0.*I,0.03330363183327384+0.*I,0.013170354366246743+0.*I,0.0048245251366662075+0.*I,0.0016537442296807002+0.*I,0.0005345822955485248+0.*I,0.0001639692417350275+0.*I,0.00004795953634890917+0.*I,0.000013432006665979395+0.*I,3.6146280415840373*^-6+0.*I,9.373991990593658*^-7+0.*I,2.348707965525351*^-7+0.*I,5.698229538448983*^-8+0.*I,1.341231946476628*^-8+0.*I,3.0681097300510833*^-9+0.*I,6.831405033795302*^-10+0.*I,1.48259295823921*^-10+0.*I,3.140137661809201*^-11+0.*I,6.498035171985095*^-12+0.*I,1.3151344494555175*^-12+0.*I,2.6056915409595957*^-13+0.*I,5.058446980759991*^-14+0.*I,9.629413758617456*^-15+0.*I,1.7988372382222735*^-15+0.*I,3.2998247889609806*^-16+0.*I,5.948036588270487*^-17+0.*I,1.0541395935089867*^-17+0.*I,1.837830544155451*^-18+0.*I,3.153707822425422*^-19+0.*I,5.3291508983788817*^-20+0.*I,8.871854918015312*^-21+0.*I,1.4557219490610766*^-21+0.*I,2.3551966794298017*^-22+0.*I,3.758617620284046*^-23+0.*I,5.918884474298886*^-24+0.*I,9.200525676244064*^-25+0.*I,1.4121771535421697*^-25+0.*I,2.1409431713644572*^-26+0.*I,3.206931184472903*^-27+0.*I,4.747508321468865*^-28+0.*I,6.947856125716253*^-29+0.*I,1.0054419661194998*^-29+0.*I,1.4391017620904786*^-30+0.*I,2.0377781131465865*^-31+0.*I,2.855298009492915*^-32+0.*I,3.959764619168792*^-33+0.*I,5.436270910624648*^-34+0.*I,7.389812802906313*^-35+0.*I,9.948322855283947*^-36+0.*I,1.3265715446219237*^-36+0.*I,1.7524802793561336*^-37+0.*I,2.2939909827304836*^-38+0.*I,2.9758987059320476*^-39+0.*I,3.826499675508559*^-40+0.*I,4.877633165869709*^-41+0.*I,6.164602003797416*^-42+0.*I,7.725947849371478*^-43+0.*I,9.603059697696441*^-44+0.*I,1.1839598026200798*^-44+0.*I,1.4480722730051607*^-45+0.*I,1.7572120389662977*^-46+0.*I,2.1158835321622015*^-47+0.*I,2.5283918970422512*^-48+0.*I,2.9986923070965385*^-49+0.*I,3.5302273108449247*^-50+0.*I,4.125756929561482*^-51+0.*I,4.787187189982316*^-52+0.*I,5.515403559869953*^-53+0.*I,6.310116297705773*^-54+0.*I,7.169724974118199*^-55+0.*I,8.091209329511116*^-56+0.*I,9.070053174670335*^-57+0.*I,1.0100207214221826*^-57+0.*I,1.1174095494080971*^-58+0.*I,1.2282668683175261*^-59+0.*I,1.3415505657408645*^-60+0.*I,1.4560962938689854*^-61+0.*I,1.570636954647595*^-62+0.*I,1.6838262844346762*^-63+0.*I,1.794265911298527*^-64+0.*I,1.9005350952437613*^-65+0.*I,2.0012222299452463*^-66+0.*I,2.0949570912775007*^-67+0.*I,2.180442768265782*^-68+0.*I,2.256486208912129*^-69+0.*I,2.3220263569629326*^-70+0.*I,2.3761589438657642*^-71+0.*I,2.418157128300516*^-72+0.*I,2.4474873371054304*^-73+0.*I,2.4638198478617904*^-74+0.*I,2.4670338554618205*^-75+0.*I,2.4572169727406324*^-76+0.*I
-0.2331710416552437+0.*I,0.49417819613464853+0.*I,-0.21577026429970256+0.*I,-0.3961135404336888+0.*I,-0.005413548340232504+0.*I,0.349450572025533+0.*I,0.4373439377361561+0.*I,0.34775793550190615+0.*I,0.2168544761516294+0.*I,0.11459589573240626+0.*I,0.05342186261913789+0.*I,0.022515166476572836+0.*I,0.008722128085179488+0.*I,0.003142910227640495+0.*I,0.0010629251305014494+0.*I,0.0003397650927408013+0.*I,0.00010322917694686796+0.*I,0.000029948575576571615+0.*I,8.328582884137962*^-6+0.*I,2.227424709051335*^-6+0.*I,5.744952625269308*^-7+0.*I,1.4324338944182926*^-7+0.*I,3.460106000021458*^-8+0.*I,8.112311513796989*^-9+0.*I,1.849113924687189*^-9+0.*I,4.103872777563048*^-10+0.*I,8.880100671521345*^-11+0.*I,1.8756973812197136*^-11+0.*I,3.871753327118779*^-12+0.*I,7.817898723694719*^-13+0.*I,1.5456486087042353*^-13+0.*I,2.994598774840581*^-14+0.*I,5.690022929038021*^-15+0.*I,1.06108937705766*^-15+0.*I,1.9433230649351263*^-16+0.*I,3.497561931139534*^-17+0.*I,6.189666709920595*^-18+0.*I,1.077675944514973*^-18+0.*I,1.8469320364071783*^-19+0.*I,3.117199694158097*^-20+0.*I,5.183536426029955*^-21+0.*I,8.496128063521927*^-22+0.*I,1.3731706428101326*^-22+0.*I,2.1892846303266546*^-23+0.*I,3.44438066980167*^-24+0.*I,5.349338920860368*^-25+0.*I,8.203714329188089*^-26+0.*I,1.2427301886924185*^-26+0.*I,1.8600606560301295*^-27+0.*I,2.7515876892441433*^-28+0.*I,4.02403811092895*^-29+0.*I,5.8193512868599864*^-30+0.*I,8.323907622552822*^-31+0.*I,1.1779368195774606*^-31+0.*I,1.6495155977660602*^-32+0.*I,2.286252304402377*^-33+0.*I,3.1370037768056213*^-34+0.*I,4.262019179834624*^-35+0.*I,5.7346671316158086*^-36+0.*I,7.643166569587894*^-37+0.*I,1.009224069323732*^-37+0.*I,1.3204595533442367*^-38+0.*I,1.712210836883267*^-39+0.*I,2.200659779398622*^-40+0.*I,2.80400383123738*^-41+0.*I,3.542407945886071*^-42+0.*I,4.437873411917467*^-43+0.*I,5.51401141236776*^-44+0.*I,6.795711417578234*^-45+0.*I,8.308697803492257*^-46+0.*I,1.00789723281283*^-46+0.*I,1.2132145190877104*^-47+0.*I,1.449266316529983*^-48+0.*I,1.7182949488235625*^-49+0.*I,2.022247649605063*^-50+0.*I,2.3626798064831904*^-51+0.*I,2.7406574349582933*^-52+0.*I,3.1566625738670264*^-53+0.*I,3.610505597790337*^-54+0.*I,4.1012485758422114*^-55+0.*I,4.627143746575547*^-56+0.*I,5.185590911506426*^-57+0.*I,5.773117072705676*^-58+0.*I,6.385380963346198*^-59+0.*I,7.017204266962872*^-60+0.*I,7.66263032637899*^-61+0.*I,8.31501005171943*^-62+0.*I,8.967113601538372*^-63+0.*I,9.611265289192735*^-64+0.*I,1.0239498116866566*^-64+0.*I,1.0843723418264676*^-65+0.*I,1.1415910348107897*^-66+0.*I,1.1948269433260293*^-67+0.*I,1.2433434125848402*^-68+0.*I,1.286463428891312*^-69+0.*I,1.3235855801232964*^-70+0.*I,1.354198097689979*^-71+0.*I,1.3778905230454653*^-72+0.*I,1.3943626341702796*^-73+0.*I,1.403430373834098*^-74+0.*I
0.11318273413385636+0.*I,-0.35646281858638845+0.*I,0.4541730376821695+0.*I,0.005413548340232504+0.*I,-0.39348576899962173+0.*I,-0.17567810249466706+0.*I,0.21569821534121147+0.*I,0.4097476936089495+0.*I,0.3865414212722401+0.*I,0.2696561240708009+0.*I,0.15526070232120934+0.*I,0.07766112929069174+0.*I,0.0347636348025921+0.*I,0.014198451036433846+0.*I,0.005363895890487148+0.*I,0.001893421487286872+0.*I,0.0006294220742586433+0.*I,0.0001982751675028548+0.*I,0.00005948777454553751+0.*I,0.000017070519184089744+0.*I,4.701809342110774*^-6+0.*I,1.2468027442759511*^-6+0.*I,3.19139946989664*^-7+0.*I,7.903265858305348*^-8+0.*I,1.8973451965447623*^-8+0.*I,4.42358016854926*^-9+0.*I,1.0031817847799884*^-9+0.*I,2.2160702649229907*^-10+0.*I,4.774691390848551*^-11+0.*I,1.0045529010961532*^-11+0.*I,2.0659929568700786*^-12+0.*I,4.157543856027175*^-13+0.*I,8.193807003439376*^-14+0.*I,1.582828693054027*^-14+0.*I,2.9992503963936813*^-15+0.*I,5.578653226340197*^-16+0.*I,1.0192235361566995*^-16+0.*I,1.83020254842676*^-17+0.*I,3.2319690640000352*^-18+0.*I,5.61573254275065*^-19+0.*I,9.605838739033429*^-20+0.*I,1.6183006302451165*^-20+0.*I,2.686405553446576*^-21+0.*I,4.395971742596824*^-22+0.*I,7.093843209055587*^-23+0.*I,1.1293143600499585*^-23+0.*I,1.7742277268406165*^-24+0.*I,2.751768665646703*^-25+0.*I,4.2146551046130763*^-26+0.*I,6.376648447152765*^-27+0.*I,9.53300215373762*^-28+0.*I,1.4086215000143166*^-28+0.*I,2.0577921586369103*^-29+0.*I,2.9727702937141225*^-30+0.*I,4.247947680107717*^-31+0.*I,6.005591372374955*^-32+0.*I,8.402100627275403*^-33+0.*I,1.1635048396866485*^-33+0.*I,1.595092106566457*^-34+0.*I,2.1653402770089318*^-35+0.*I,2.9111972935159503*^-36+0.*I,3.877050018045093*^-37+0.*I,5.115542636957073*^-38+0.*I,6.688304648444366*^-39+0.*I,8.666530955153555*^-40+0.*I,1.1131350030812088*^-40+0.*I,1.4173911848302354*^-41+0.*I,1.7895126030718936*^-42+0.*I,2.240498323948795*^-43+0.*I,2.7821399739508693*^-44+0.*I,3.426853677756216*^-45+0.*I,4.187456301131741*^-46+0.*I,5.076884955026165*^-47+0.*I,6.107861268246064*^-48+0.*I,7.29250481629648*^-49+0.*I,8.641903178123288*^-50+0.*I,1.0165649225075578*^-50+0.*I,1.1871359248634853*^-51+0.*I,1.376418821338812*^-52+0.*I,1.5846360586266132*^-53+0.*I,1.8116736661427546*^-54+0.*I,2.0570434917448328*^-55+0.*I,2.319853059364239*^-56+0.*I,2.5987849289256756*^-57+0.*I,2.892087196470269*^-58+0.*I,3.1975764312584155*^-59+0.*I,3.5126539184937906*^-60+0.*I,3.834335578807522*^-61+0.*I,4.159295391333469*^-62+0.*I,4.4839215824835455*^-63+0.*I,4.8043842860018196*^-64+0.*I,5.1167128606344285*^-65+0.*I,5.416880597622215*^-66+0.*I,5.7008941859286036*^-67+0.*I,5.964885048811624*^-68+0.*I,6.205199535264313*^-69+0.*I,6.41848495148525*^-70+0.*I,6.601768551200436*^-71+0.*I,6.752526862496723*^-72+0.*I,6.868743099344155*^-73+0.*I
-0.049139501048156016+0.*I,0.20537902312000988+0.*I,-0.42263098949129246+0.*I,0.349450572025533+0.*I,0.17567810249466706+0.*I,-0.31721323178148747+0.*I,-0.2860934187281952+0.*I,0.0773212031174863+0.*I,0.35047327669924244+0.*I,0.40152563064429564+0.*I,0.31394324444795346+0.*I,0.19657142278089862+0.*I,0.10521909830250728+0.*I,0.04989026661959534+0.*I,0.02142975976436516+0.*I,0.008468490910668628+0.*I,0.003113784962957626+0.*I,0.0010745136632341222+0.*I,0.0003503734226810363+0.*I,0.00010855167144660223+0.*I,0.00003209969728499223+0.*I,9.094528949940688*^-6+0.*I,2.4767574606260687*^-6+0.*I,6.501660521186019*^-7+0.*I,1.6491435135487196*^-7+0.*I,4.050538346680702*^-8+0.*I,9.651772639461468*^-9+0.*I,2.234970733969651*^-9+0.*I,5.036881036062845*^-10+0.*I,1.1062842149787653*^-10+0.*I,2.3709447215881282*^-11+0.*I,4.963776739630697*^-12+0.*I,1.01621035040301*^-12+0.*I,2.036306923594793*^-13+0.*I,3.997296568138765*^-14+0.*I,7.693067440069966*^-15+0.*I,1.4526590546731185*^-15+0.*I,2.6931275621606225*^-16+0.*I,4.905200818578625*^-17+0.*I,8.782585297954389*^-18+0.*I,1.5466642431476847*^-18+0.*I,2.6804333425855194*^-19+0.*I,4.573647638571971*^-20+0.*I,7.687231698105463*^-21+0.*I,1.2732572763961943*^-21+0.*I,2.079122565453297*^-22+0.*I,3.3483500472341786*^-23+0.*I,5.320208209254256*^-24+0.*I,8.343059588458418*^-25+0.*I,1.2917108392909454*^-25+0.*I,1.9750847392089598*^-26+0.*I,2.9834399158986446*^-27+0.*I,4.453326581907469*^-28+0.*I,6.570619856059523*^-29+0.*I,9.5850908726533*^-30+0.*I,1.3828109376892912*^-30+0.*I,1.973376671456693*^-31+0.*I,2.7863608664088673*^-32+0.*I,3.8935020517629354*^-33+0.*I,5.3853107478910995*^-34+0.*I,7.374565990078074*^-35+0.*I,1.0000048703447721*^-35+0.*I,1.3430405142051426*^-36+0.*I,1.7867995086382423*^-37+0.*I,2.35525393967298*^-38+0.*I,3.076434220836924*^-39+0.*I,3.982682741111913*^-40+0.*I,5.110810036422527*^-41+0.*I,6.502122756480136*^-42+0.*I,8.202292270988699*^-43+0.*I,1.0261034047347702*^-43+0.*I,1.27315711968055*^-44+0.*I,1.5669860997437866*^-45+0.*I,1.913357081062038*^-46+0.*I,2.3180799519987514*^-47+0.*I,2.786855218676577*^-48+0.*I,3.325098861800723*^-49+0.*I,3.9377480413851043*^-50+0.*I,4.629052509080221*^-51+0.*I,5.402357926322367*^-52+0.*I,6.259888474245985*^-53+0.*I,7.202537091896376*^-54+0.*I,8.229672312357134*^-55+0.*I,9.338970913623574*^-56+0.*I,1.0526285411787949*^-56+0.*I,1.1785554770511085*^-57+0.*I,1.3108765580979512*^-58+0.*I,1.4485969407094724*^-59+0.*I,1.590536004583309*^-60+0.*I,1.7353412203128024*^-61+0.*I,1.8815080633893149*^-62+0.*I,2.0274056260002005*^-63+0.*I,2.171307329088846*^-64+0.*I,2.3114259058193704*^-65+0.*I,2.4459516262614115*^-66+0.*I,2.5730925727495966*^-67+0.*I,2.6911156648482964*^-68+0.*I,2.7983870783627103*^-69+0.*I,2.8934107075339717*^-70+0.*I,2.974863383359759*^-71+0.*I
0.01947559258948958+0.*I,-0.10145954616587594+0.*I,0.2860781280307477+0.*I,-0.4373439377361561+0.*I,0.21569821534121147+0.*I,0.2860934187281952+0.*I,-0.203825046170399+0.*I,-0.3396611338830037+0.*I,-0.049621195594460384+0.*I,0.2701025989351015+0.*I,0.39394137712497196+0.*I,0.3471734738781862+0.*I,0.23629219961854067+0.*I,0.13510517357190308+0.*I,0.06771532588975002+0.*I,0.030527085163235428+0.*I,0.012594892854100407+0.*I,0.004815416168416704+0.*I,0.0017222478031017226+0.*I,0.0005804714949684028+0.*I,0.00018546516970452772+0.*I,0.00005644857524518229+0.*I,0.00001643307705257122+0.*I,4.591536629731952*^-6+0.*I,1.234971149188031*^-6+0.*I,3.205764008685173*^-7+0.*I,8.049336616096328*^-8+0.*I,1.958870959957264*^-8+0.*I,4.628460517412317*^-9+0.*I,1.063504736880539*^-9+0.*I,2.3797584077656736*^-10+0.*I,5.1924984325740625*^-11+0.*I,1.1060593925105764*^-11+0.*I,2.3025190132471347*^-12+0.*I,4.688954105081573*^-13+0.*I,9.34948698064923*^-14+0.*I,1.8268353456440707*^-14+0.*I,3.500617946779331*^-15+0.*I,6.583146572747285*^-16+0.*I,1.2157774745462463*^-16+0.*I,2.2063544068905857*^-17+0.*I,3.9368457815098426*^-18+0.*I,6.910491405011063*^-19+0.*I,1.1939273024055556*^-19+0.*I,2.0312488314872918*^-20+0.*I,3.404556226761632*^-21+0.*I,5.624123633933844*^-22+0.*I,9.16053588924794*^-23+0.*I,1.4717158450227358*^-23+0.*I,2.333033141658627*^-24+0.*I,3.6505689312790433*^-25+0.*I,5.640068562690773*^-26+0.*I,8.606509390685636*^-27+0.*I,1.297528299274454*^-27+0.*I,1.9331971045122118*^-28+0.*I,2.8472250540968014*^-29+0.*I,4.1463458195449576*^-30+0.*I,5.971922792501845*^-31+0.*I,8.508835763579044*^-32+0.*I,1.1995863167431257*^-32+0.*I,1.6737569684155796*^-33+0.*I,2.311762444252888*^-34+0.*I,3.1613368183149547*^-35+0.*I,4.281131947330584*^-36+0.*I,5.742316336106827*^-37+0.*I,7.630160591336469*^-38+0.*I,1.0045531250469786*^-38+0.*I,1.3106198647693845*^-39+0.*I,1.6947849994495107*^-40+0.*I,2.1724687374012584*^-41+0.*I,2.760948332619593*^-42+0.*I,3.4792965569480507*^-43+0.*I,4.3482408467686844*^-44+0.*I,5.3899323153082584*^-45+0.*I,6.627616141695059*^-46+0.*I,8.085198073327935*^-47+0.*I,9.786705864768348*^-48+0.*I,1.1755649314304887*^-48+0.*I,1.401428797135925*^-49+0.*I,1.658282133305932*^-50+0.*I,1.947852213105727*^-51+0.*I,2.2714838794265692*^-52+0.*I,2.6300498002887967*^-53+0.*I,3.0238642069010066*^-54+0.*I,3.452603836067662*^-55+0.*I,3.915239885362876*^-56+0.*I,4.4099846946111053*^-57+0.*I,4.934256580151383*^-58+0.*I,5.4846657693447735*^-59+0.*I,6.057023723730118*^-60+0.*I,6.64637732357582*^-61+0.*I,7.247068448380561*^-62+0.*I,7.852818470207876*^-63+0.*I,8.456836129183466*^-64+0.*I,9.051946236357139*^-65+0.*I,9.630735702115614*^-66+0.*I,1.0185712569243265*^-66+0.*I,1.0709473083253199*^-67+0.*I,1.1194871394522702*^-68+0.*I,1.1635186281656486*^-69+0.*I
-0.007146233864836511+0.*I,0.04458991820282711+0.*I,-0.1592038592812707+0.*I,0.34775793550190615+0.*I,-0.4097476936089495+0.*I,0.0773212031174863+0.*I,0.3396611338830037+0.*I,-0.07919223274661494+0.*I,-0.34490538127729475+0.*I,-0.15537465204486164+0.*I,0.1782843382393446+0.*I,0.366442313284684+0.*I,0.3678534179184528+0.*I,0.2724374682301552+0.*I,0.16622059417874144+0.*I,0.08792369815231839+0.*I,0.041531135230936045+0.*I,0.017860788720769762+0.*I,0.007089895411529373+0.*I,0.002624424620844698+0.*I,0.0009131226520458641+0.*I,0.00030052226277361104+0.*I,0.00009404279298469587+0.*I,0.000028102696346944926+0.*I,8.048722370453522*^-6+0.*I,2.216246099162167*^-6+0.*I,5.882946421884754*^-7+0.*I,1.5089809266783516*^-7+0.*I,3.74790851875045*^-8+0.*I,9.030538286812848*^-9+0.*I,2.114342830004207*^-9+0.*I,4.817474539734656*^-10+0.*I,1.0696179159688208*^-10+0.*I,2.3170340751294864*^-11+0.*I,4.902451643624471*^-12+0.*I,1.0141756771773633*^-12+0.*I,2.0532317695233105*^-13+0.*I,4.071569772520438*^-14+0.*I,7.914635742221456*^-15+0.*I,1.5092667432020325*^-15+0.*I,2.8253056586577654*^-16+0.*I,5.1952605040725904*^-17+0.*I,9.389694759545189*^-18+0.*I,1.668941532123097*^-18+0.*I,2.918800976298191*^-19+0.*I,5.0252314396043144*^-20+0.*I,8.52114349242311*^-21+0.*I,1.4237064615219998*^-21+0.*I,2.34478929554696*^-22+0.*I,3.8081874864384594*^-23+0.*I,6.1013419979655645*^-24+0.*I,9.646685792409657*^-25+0.*I,1.50564346508132*^-25+0.*I,2.3205762607574625*^-26+0.*I,3.532897994392355*^-27+0.*I,5.314392583212178*^-28+0.*I,7.901025542058552*^-29+0.*I,1.1612755257218*^-29+0.*I,1.6877912903783354*^-30+0.*I,2.4262686155650378*^-31+0.*I,3.450613487718726*^-32+0.*I,4.856099238470352*^-33+0.*I,6.764025379034375*^-34+0.*I,9.326921678512182*^-35+0.*I,1.2734221817421704*^-35+0.*I,1.7218280609893936*^-36+0.*I,2.306055154667648*^-37+0.*I,3.059767937445166*^-38+0.*I,4.022719862931555*^-39+0.*I,5.241246741979455*^-40+0.*I,6.768641103418103*^-41+0.*I,8.665360743904366*^-42+0.*I,1.0999022203378736*^-42+0.*I,1.3844129761795155*^-43+0.*I,1.7281493234248649*^-44+0.*I,2.1397293733269336*^-45+0.*I,2.6281765903021797*^-46+0.*I,3.2027477946424733*^-47+0.*I,3.872720686569878*^-48+0.*I,4.647142526787065*^-49+0.*I,5.534543713917474*^-50+0.*I,6.542622221350949*^-51+0.*I,7.677907079227935*^-52+0.*I,8.94541118108426*^-53+0.*I,1.0348285521238404*^-53+0.*I,1.1887488392333325*^-54+0.*I,1.3561483967635049*^-55+0.*I,1.5365984956022628*^-56+0.*I,1.7293753574943937*^-57+0.*I,1.933447390121611*^-58+0.*I,2.147470673701344*^-59+0.*I,2.369793551910706*^-60+0.*I,2.598470859818464*^-61+0.*I,2.8312879556955015*^-62+0.*I,3.0657943289692667*^-63+0.*I,3.29934615249624*^-64+0.*I,3.529156754361207*^-65+0.*I,3.7523536232164816*^-66+0.*I,3.966040251147153*^-67+0.*I,4.167360876116713*^-68+0.*I
