0.08922359704384887+0.*I,0.1961543690480333+0.*I,0.3049307669132565+0.*I,0.3870426964739427+0.*I,0.42544863935593635+0.*I,0.41829280549721215+0.*I,0.3754248602314367+0.*I,0.31195522619157656+0.*I,0.24247419730401779+0.*I,0.17768981434819087+0.*I,0.12353237514332412+0.*I,0.08188468959854177+0.*I,0.05196732258763357+0.*I,0.031686693568471695+0.*I,0.018617920184448942+0.*I,0.010568267383029151+0.*I,0.005808474128851283+0.*I,0.0030971044818378078+0.*I,0.0016048626216189131+0.*I,0.0008094300429276586+0.*I,0.0003979079167140997+0.*I,0.00019089352189035187+0.*I,0.00008947425854382219+0.*I,0.0000410159191329917+0.*I,0.000018406240204709892+0.*I,8.093070787377145*^-6+0.*I,3.4893531289950407*^-6+0.*I,1.4763227050598114*^-6+0.*I,6.133671903144375*^-7+0.*I,2.50403157254097*^-7+0.*I,1.0050725944042964*^-7+0.*I,3.968577284567859*^-8+0.*I,1.542332858567971*^-8+0.*I,5.902546256232834*^-9+0.*I,2.225451831475972*^-9+0.*I,8.269941444581099*^-10+0.*I,3.0301870803093455*^-10+0.*I,1.0951833639817747*^-10+0.*I,3.905829649726511*^-11+0.*I,1.3749890905592437*^-11+0.*I,4.779555563609919*^-12+0.*I,1.6410198880020083*^-12+0.*I,5.566823568404967*^-13+0.*I,1.8663431086976376*^-13+0.*I,6.185622431478906*^-14+0.*I,2.0271944493909043*^-14+0.*I,6.571049679042895*^-15+0.*I,2.1071918585189356*^-15+0.*I,6.686544188087155*^-16+0.*I,2.1000127765391098*^-16+0.*I,6.529128151317466*^-17+0.*I,2.0099643882727384*^-17+0.*I,6.127805174813241*^-18+0.*I,1.8504837354012058*^-18+0.*I,5.536134725034271*^-19+0.*I,1.6411321885884528*^-19+0.*I,4.821340546820539*^-20+0.*I,1.403940292787186*^-20+0.*I,4.052778790216966*^-21+0.*I,1.1599657118185853*^-21+0.*I,3.2922119324273166*^-22+0.*I,9.267041868697171*^-23+0.*I,2.58739978934239*^-23+0.*I,7.16657287989895*^-24+0.*I,1.9694265699723717*^-24+0.*I,5.370334935420393*^-25+0.*I,1.453274531823896*^-25+0.*I,3.903269332650317*^-26+0.*I,1.0406203656761486*^-26+0.*I,2.754140132957542*^-27+0.*I,7.236944995355158*^-28+0.*I,1.8881841835836734*^-28+0.*I,4.892111707460533*^-29+0.*I,1.2587897363844806*^-29+0.*I,3.217033559240427*^-30+0.*I,8.166636354997784*^-31+0.*I,2.0594662516135506*^-31+0.*I,5.159737113031181*^-32+0.*I,1.284394779568828*^-32+0.*I,3.176897801299088*^-33+0.*I,7.80865991306843*^-34+0.*I,1.9074460233826377*^-34+0.*I,4.6308806586448656*^-35+0.*I,1.1174878267241012*^-35+0.*I,2.6805345904468228*^-36+0.*I,6.391903519455909*^-37+0.*I,1.5153021639738979*^-37+0.*I,3.5715593812046295*^-38+0.*I,8.370179991285254*^-39+0.*I,1.9505543314379908*^-39+0.*I,4.520172982199767*^-40+0.*I,1.0417238731356178*^-40+0.*I,2.387684616492833*^-41+0.*I,5.443193146100551*^-42+0.*I,1.2342640405751238*^-42+0.*I,2.7839698761130434*^-43+0.*I,6.246650001461918*^-44+0.*I,1.3943749244214805*^-44+0.*I,3.096597681363716*^-45+0.*I,6.842037418823698*^-46+0.*I
-0.1961543690480333+0.*I,-0.34201362910970756+0.*I,-0.3929734459648624+0.*I,-0.32274169762716964+0.*I,-0.16124575464297833+0.*I,0.03173273421195353+0.*I,0.19924798785560585+0.*I,0.30746021945782215+0.*I,0.34927318042201555+0.*I,0.3367789216887789+0.*I,0.29032373887966983+0.*I,0.2296904517016257+0.*I,0.16940888708232263+0.*I,0.11770896765378014+0.*I,0.07763002748017549+0.*I,0.04887299829998452+0.*I,0.02950338061992544+0.*I,0.017140096901204042+0.*I,0.009611677727917184+0.*I,0.0052159356847864815+0.*I,0.0027450971842943733+0.*I,0.0014037716755920821+0.*I,0.0006986645455870625+0.*I,0.00033893167648021315+0.*I,0.00016047079247728967+0.*I,0.00007423892132898777+0.*I,0.00003359552806913038+0.*I,0.000014885576619029633+0.*I,6.463503194892722*^-6+0.*I,2.7525824752468294*^-6+0.*I,1.1505535452242844*^-6+0.*I,4.723532154669147*^-7+0.*I,1.905890860234473*^-7+0.*I,7.56237747049465*^-8+0.*I,2.9524899938422633*^-8+0.*I,1.134783834027133*^-8+0.*I,4.295790833725232*^-9+0.*I,1.6024193333300892*^-9+0.*I,5.892483252911722*^-10+0.*I,2.136904198775968*^-10+0.*I,7.645429146203933*^-11+0.*I,2.6996374067445985*^-11+0.*I,9.411181355017414*^-12+0.*I,3.2401025585446907*^-12+0.*I,1.102003626549652*^-12+0.*I,3.703771399392531*^-13+0.*I,1.2304483739850689*^-13+0.*I,4.0416273257265655*^-14+0.*I,1.3129044497423924*^-14+0.*I,4.2189018525577155*^-15+0.*I,1.3413931066415132*^-15+0.*I,4.220847824064936*^-16+0.*I,1.3146886833343068*^-16+0.*I,4.054288348565142*^-17+0.*I,1.238112658174353*^-17+0.*I,3.744911307792395*^-18+0.*I,1.1221157075454154*^-18+0.*I,3.3313818513098187*^-19+0.*I,9.801104154546401*^-20+0.*I,2.857984817423219*^-20+0.*I,8.261276660573891*^-21+0.*I,2.3675676546806777*^-21+0.*I,6.728046976506922*^-22+0.*I,1.8961307898724665*^-22+0.*I,5.300288059478622*^-23+0.*I,1.469737881256349*^-23+0.*I,4.043384361597549*^-24+0.*I,1.1037447180585767*^-24+0.*I,2.989942287247817*^-25+0.*I,8.038555702580068*^-26+0.*I,2.145177729416666*^-26+0.*I,5.6828487995900954*^-27+0.*I,1.4946263661870755*^-27+0.*I,3.903082384389629*^-28+0.*I,1.0121267300504519*^-28+0.*I,2.606492681760955*^-29+0.*I,6.666743421864554*^-30+0.*I,1.693739625983366*^-30+0.*I,4.274587578522014*^-31+0.*I,1.0717522734240914*^-31+0.*I,2.6698336344052455*^-32+0.*I,6.608449842833997*^-33+0.*I,1.6254578509850586*^-33+0.*I,3.973258012079643*^-34+0.*I,9.652640721666076*^-35+0.*I,2.330807440852667*^-35+0.*I,5.5944745883539405*^-36+0.*I,1.3348605180476347*^-36+0.*I,3.1664047541511546*^-37+0.*I,7.467590749719037*^-38+0.*I,1.7510841922117224*^-38+0.*I,4.082951541875869*^-39+0.*I,9.466941841486146*^-40+0.*I,2.182933318320692*^-40+0.*I,5.006023736429535*^-41+0.*I,1.1418073566465019*^-41+0.*I,2.5903922587723188*^-42+0.*I,5.845689229524926*^-43+0.*I,1.3122833376454293*^-43+0.*I,2.9306564423339864*^-44+0.*I
0.3049307669132565+0.*I,0.3929734459648624+0.*I,0.26888122292016176+0.*I,0.02042423583809096+0.*I,-0.2057619262397482+0.*I,-0.30428188283539304+0.*I,-0.2547772282229047+0.*I,-0.10520185219749703+0.*I,0.07195961023159324+0.*I,0.2173823601455418+0.*I,0.3017392851739787+0.*I,0.32380540819205417+0.*I,0.2992706901644488+0.*I,0.2489257394163925+0.*I,0.1907492949989963+0.*I,0.13662331746801465+0.*I,0.09236938525225409+0.*I,0.059371346962447454+0.*I,0.03647850645929027+0.*I,0.021516774360363883+0.*I,0.012226860164430742+0.*I,0.006712905473447481+0.*I,0.003569678558414106+0.*I,0.00184240225099338+0.*I,0.0009246347216828463+0.*I,0.00045194219387019246+0.*I,0.00021544648188068008+0.*I,0.00010029755543543862+0.*I,0.00004564892201928197+0.*I,0.000020333273951616244+0.*I,8.872118981451515*^-6+0.*I,3.7954395722861236*^-6+0.*I,1.5931335770957937*^-6+0.*I,6.56615976631621*^-7+0.*I,2.6590702936327057*^-7+0.*I,1.0587079402251356*^-7+0.*I,4.1466801076810936*^-8+0.*I,1.598586227117897*^-8+0.*I,6.068770981584441*^-9+0.*I,2.269858805266409*^-9+0.*I,8.368009838666668*^-10+0.*I,3.04194452678634*^-10+0.*I,1.0908282401579193*^-10+0.*I,3.86009679486441*^-11+0.*I,1.34843140265133*^-11+0.*I,4.651494293936594*^-12+0.*I,1.584987643241553*^-12+0.*I,5.336530698102614*^-13+0.*I,1.7758880488047251*^-13+0.*I,5.842698255667759*^-14+0.*I,1.900925349853821*^-14+0.*I,6.1175534218321905*^-15+0.*I,1.9478442878654553*^-15+0.*I,6.137516904217798*^-16+0.*I,1.9141998551191574*^-16+0.*I,5.910554290736462*^-17+0.*I,1.8071828795083922*^-17+0.*I,5.472580354020887*^-18+0.*I,1.6416414692509657*^-18+0.*I,4.879075588240441*^-19+0.*I,1.4369575014996738*^-19+0.*I,4.194390145219603*^-20+0.*I,1.213615372725468*^-20+0.*I,3.481344962184665*^-21+0.*I,9.902181958337255*^-22+0.*I,2.793151748239818*^-22+0.*I,7.814439093702733*^-23+0.*I,2.1686958270180962*^-23+0.*I,5.971082412622677*^-24+0.*I,1.6312304952446802*^-24+0.*I,4.422196185617706*^-25+0.*I,1.1897947100084993*^-25+0.*I,3.177362905670188*^-26+0.*I,8.423067880632869*^-27+0.*I,2.2168126870729804*^-27+0.*I,5.792794128044816*^-28+0.*I,1.5031124811617895*^-28+0.*I,3.87330608372805*^-29+0.*I,9.912896757573903*^-30+0.*I,2.5199279359123248*^-30+0.*I,6.363318926613786*^-31+0.*I,1.5963404031673422*^-31+0.*I,3.978787820695478*^-32+0.*I,9.853618930593171*^-33+0.*I,2.424910859857318*^-33+0.*I,5.930417387358575*^-34+0.*I,1.441444033168511*^-34+0.*I,3.4822993528256736*^-35+0.*I,8.36223114692295*^-36+0.*I,1.9961683775983664*^-36+0.*I,4.737198269649792*^-37+0.*I,1.1176995509273957*^-37+0.*I,2.622024608056563*^-38+0.*I,6.11624686965066*^-39+0.*I,1.4187227997367255*^-39+0.*I,3.2726646856821834*^-40+0.*I,7.507985318563463*^-41+0.*I,1.7131255968490317*^-41+0.*I,3.887982128430242*^-42+0.*I,8.777147980373062*^-43+0.*I
-0.3870426964739427+0.*I,-0.32274169762716964+0.*I,-0.02042423583809096+0.*I,0.24295713729175675+0.*I,0.2847534903544967+0.*I,0.12058157598750446+0.*I,-0.10693578100120704+0.*I,-0.255647978040209+0.*I,-0.26313084007002696+0.*I,-0.151281504149521+0.*I,0.013892263459797645+0.*I,0.16678683035839945+0.*I,0.2677523453305246+0.*I,0.3070250168884074+0.*I,0.2956266836172357+0.*I,0.2531150685284633+0.*I,0.1982753708600954+0.*I,0.14452422103501286+0.*I,0.09912804606761834+0.*I,0.06449140452866749+0.*I,0.04003675651572544+0.*I,0.02382867085018285+0.*I,0.013647710335948223+0.*I,0.007545466993147452+0.*I,0.004037479618354062+0.*I,0.0020955490836112763+0.*I,0.0010570197613849603+0.*I,0.000519033707692282+0.*I,0.0002484728036150565+0.*I,0.00011611963687260663+0.*I,0.00005303824977126948+0.*I,0.000023702394633144354+0.*I,0.00001037372024681801+0.*I,4.450396417560427*^-6+0.*I,1.8729881414175449*^-6+0.*I,7.738656713569713*^-7+0.*I,3.1411418382077835*^-7+0.*I,1.2533607514676536*^-7+0.*I,4.919112773099048*^-8+0.*I,1.9000177283649015*^-8+0.*I,7.226217240057016*^-9+0.*I,2.7074158462655356*^-9+0.*I,9.997347122531828*^-10+0.*I,3.6398544800480526*^-10+0.*I,1.3071507465651317*^-10+0.*I,4.6320472348717325*^-11+0.*I,1.6202434506097594*^-11+0.*I,5.596206355932569*^-12+0.*I,1.909202260434813*^-12+0.*I,6.435563766197856*^-13+0.*I,2.1439908141393797*^-13+0.*I,7.061226836770374*^-14+0.*I,2.299704501575513*^-14+0.*I,7.408104213372168*^-15+0.*I,2.3609622259825523*^-15+0.*I,7.445898944024676*^-16+0.*I,2.324269105292015*^-16+0.*I,7.182703555251238*^-17+0.*I,2.1979060652768352*^-17+0.*I,6.660914827118031*^-18+0.*I,1.9995987134247726*^-18+0.*I,5.947214468623222*^-19+0.*I,1.7527533228763965*^-19+0.*I,5.119603959608854*^-20+0.*I,1.4822778896222544*^-20+0.*I,4.25468553753297*^-21+0.*I,1.210917141179734*^-21+0.*I,3.41769149122249*^-22+0.*I,9.567159468078217*^-23+0.*I,2.656581609617653*^-23+0.*I,7.318291120996553*^-24+0.*I,2.0003092879936382*^-24+0.*I,5.425483377579555*^-25+0.*I,1.460443538788779*^-25+0.*I,3.901987102301799*^-26+0.*I,1.0348795334302873*^-26+0.*I,2.724855292844028*^-27+0.*I,7.123479402260951*^-28+0.*I,1.8491838582151693*^-28+0.*I,4.7670539713021826*^-29+0.*I,1.220516820091115*^-29+0.*I,3.1038571206228932*^-30+0.*I,7.840853825112081*^-31+0.*I,1.9677370234713918*^-31+0.*I,4.906255817955407*^-32+0.*I,1.2154837361437936*^-32+0.*I,2.9922605825011715*^-33+0.*I,7.320412189455971*^-34+0.*I,1.7798820704059024*^-34+0.*I,4.301296321077961*^-35+0.*I,1.0332181119709514*^-35+0.*I,2.4671779347754703*^-36+0.*I,5.856731352965146*^-37+0.*I,1.3822491842239126*^-37+0.*I,3.2435659601907323*^-38+0.*I,7.568206185098489*^-39+0.*I,1.756001314876165*^-39+0.*I,4.05177746890131*^-40+0.*I,9.297834331961012*^-41+0.*I,2.1220690569589158*^-41+0.*I
0.42544863935593635+0.*I,0.16124575464297833+0.*I,-0.2057619262397482+0.*I,-0.2847534903544967+0.*I,-0.07005221833454311+0.*I,0.18581728953416482+0.*I,0.265228601363637+0.*I,0.13955298478561973+0.*I,-0.07229973100645481+0.*I,-0.22840321107842887+0.*I,-0.2544678423396615+0.*I,-0.16029924388863132+0.*I,-0.005437936116040718+0.*I,0.14520653685593968+0.*I,0.2494297238631104+0.*I,0.2942471331284574+0.*I,0.2882800568235939+0.*I,0.24988990249316742+0.*I,0.19761772597081292+0.*I,0.14515373167549928+0.*I,0.10019759206087954+0.*I,0.06554256250750494+0.*I,0.04088122472867668+0.*I,0.024431861966586+0.*I,0.014044428453394086+0.*I,0.007790210272041256+0.*I,0.004180715832131513+0.*I,0.002175680882000756+0.*I,0.0011001055477858495+0.*I,0.0005413914015115485+0.*I,0.0002597055287694342+0.*I,0.00012159787382917549+0.*I,0.000055637399539908634+0.*I,0.0000249042371579362+0.*I,0.000010916180427791977+0.*I,4.689717884392798*^-6+0.*I,1.97631352641842*^-6+0.*I,8.175679183149837*^-7+0.*I,3.3223940364294795*^-7+0.*I,1.3271369715210615*^-7+0.*I,5.214056706024591*^-8+0.*I,2.015911278243708*^-8+0.*I,7.674092428401959*^-9+0.*I,2.877746019880759*^-9+0.*I,1.0635173312984684*^-9+0.*I,3.8751487247282885*^-10+0.*I,1.3927017486092497*^-10+0.*I,4.93876338109787*^-11+0.*I,1.7287176574515377*^-11+0.*I,5.974791940942546*^-12+0.*I,2.039641655992702*^-12+0.*I,6.879387792153414*^-13+0.*I,2.293171305401895*^-13+0.*I,7.556730284377163*^-14+0.*I,2.4623874272243882*^-14+0.*I,7.936207279206493*^-15+0.*I,2.530509828138748*^-15+0.*I,7.984379705035714*^-16+0.*I,2.4934917723303685*^-16+0.*I,7.709031196202808*^-17+0.*I,2.3599594872174156*^-17+0.*I,7.154947412649636*^-18+0.*I,2.1487529118268626*^-18+0.*I,6.393262278876547*^-19+0.*I,1.8849052677646095*^-19+0.*I,5.507565736086667*^-20+0.*I,1.595153885494391*^-20+0.*I,4.5802093555842374*^-21+0.*I,1.3039852895047285*^-21+0.*I,3.681520545203302*^-22+0.*I,1.0308830259670526*^-22+0.*I,2.8633710126526736*^-23+0.*I,7.890208588736142*^-24+0.*I,2.1572312944632682*^-24+0.*I,5.8526873555267805*^-25+0.*I,1.5758529962172828*^-25+0.*I,4.2114112505496333*^-26+0.*I,1.1172220410721571*^-26+0.*I,2.942375638792399*^-27+0.*I,7.693944323189975*^-28+0.*I,1.9977285718631535*^-28+0.*I,5.151140647841359*^-29+0.*I,1.319142126110672*^-29+0.*I,3.355379496540487*^-30+0.*I,8.477993884765376*^-31+0.*I,2.1280626583309707*^-31+0.*I,5.307048203167706*^-32+0.*I,1.3150293244967526*^-32+0.*I,3.2379278331062186*^-33+0.*I,7.922875876964794*^-34+0.*I,1.9267096364880256*^-34+0.*I,4.6569368967031056*^-35+0.*I,1.1188380692550846*^-35+0.*I,2.6720727198985034*^-36+0.*I,6.3441592819211664*^-37+0.*I,1.4975265844638868*^-37+0.*I,3.5146238896718485*^-38+0.*I,8.201920408405083*^-39+0.*I,1.9033230155586125*^-39+0.*I,4.392350145967563*^-40+0.*I
-0.41829280549721215+0.*I,0.03173273421195353+0.*I,0.30428188283539304+0.*I,0.12058157598750446+0.*I,-0.18581728953416482+0.*I,-0.25274415376251563+0.*I,-0.05721494650591298+0.*I,0.17661694008128595+0.*I,0.24760580008003114+0.*I,0.12756131504664053+0.*I,-0.0728230986118118+0.*I,-0.2198337148954701+0.*I,-0.2429880480525824+0.*I,-0.1515326438664544+0.*I,-0.0022574303899632773+0.*I,0.14272691150040023+0.*I,0.24293394339772162+0.*I,0.2858752810045399+0.*I,0.2798388592825168+0.*I,0.2425155484597216+0.*I,0.19179514480025814+0.*I,0.14090378923796026+0.*I,0.09728961605495404+0.*I,0.06365952860305886+0.*I,0.039719319510269344+0.*I,0.023745113905139777+0.*I,0.0136540143394891+0.*I,0.007576018660835414+0.*I,0.004066998350880455+0.*I,0.002117119531826574+0.*I,0.0010707952734915881+0.*I,0.0005271088933881639+0.*I,0.0002529193857101728+0.*I,0.00011844970711884825+0.*I,0.00005420972939285121+0.*I,0.000024270659509382317+0.*I,0.000010640760662876652+0.*I,4.57233719530751*^-6+0.*I,1.927227906212671*^-6+0.*I,7.974126379172134*^-7+0.*I,3.2410743211527834*^-7+0.*I,1.2948781529850653*^-7+0.*I,5.088164161750225*^-8+0.*I,1.967551289846988*^-8+0.*I,7.491144771181941*^-9+0.*I,2.8095549282473738*^-9+0.*I,1.0384630842702819*^-9+0.*I,3.784373121143168*^-10+0.*I,1.360255717177493*^-10+0.*I,4.824312382221653*^-11+0.*I,1.6888615178085854*^-11+0.*I,5.83772507330815*^-12+0.*I,1.9930757704232983*^-12+0.*I,6.723061870249535*^-13+0.*I,2.2412978527237096*^-13+0.*I,7.386542761379385*^-14+0.*I,2.4071681655908985*^-14+0.*I,7.758975901902824*^-15+0.*I,2.4742264893146095*^-15+0.*I,7.807488608687174*^-16+0.*I,2.43846012718929*^-16+0.*I,7.53952363904092*^-17+0.*I,2.3082557790007328*^-17+0.*I,6.998743116628333*^-18+0.*I,2.102002838414959*^-18+0.*I,6.254629469505983*^-19+0.*I,1.8441655828334691*^-19+0.*I,5.388904725927058*^-20+0.*I,1.560892460351673*^-20+0.*I,4.482130434260564*^-21+0.*I,1.2761444454744883*^-21+0.*I,3.603143841102504*^-22+0.*I,1.0089979101634391*^-22+0.*I,2.802749694554213*^-23+0.*I,7.723609684361777*^-24+0.*I,2.1118012723503834*^-24+0.*I,5.729748287274505*^-25+0.*I,1.5428340228181404*^-25+0.*I,4.123384861943515*^-26+0.*I,1.0939258241256291*^-26+0.*I,2.8811649518812807*^-27+0.*I,7.534252293899917*^-28+0.*I,1.9563574891281275*^-28+0.*I,5.044699267192725*^-29+0.*I,1.291942357513661*^-29+0.*I,3.2863394574125324*^-30+0.*I,8.303910672131024*^-31+0.*I,2.084454203058185*^-31+0.*I,5.198510814306961*^-32+0.*I,1.2881870787660259*^-32+0.*I,3.171961221297396*^-33+0.*I,7.761763272346906*^-34+0.*I,1.8876014048982019*^-34+0.*I,4.56258021718443*^-35+0.*I,1.0962085860087926*^-35+0.*I,2.6181210257194028*^-36+0.*I,6.2162817592677845*^-37+0.*I,1.467391561445875*^-37+0.*I,3.444013947716941*^-38+0.*I,8.03740546027973*^-39+0.*I
0.3754248602314367+0.*I,-0.19924798785560585+0.*I,-0.2547772282229047+0.*I,0.10693578100120704+0.*I,0.265228601363637+0.*I,0.05721494650591298+0.*I,-0.20139277259400853+0.*I,-0.2203158931641552+0.*I,-0.018290713215567828+0.*I,0.18876549829863606+0.*I,0.23004091099091606+0.*I,0.09870153169132675+0.*I,-0.09280594252192252+0.*I,-0.22166561419465952+0.*I,-0.22944385500935982+0.*I,-0.13166912537070558+0.*I,0.015034751784657196+0.*I,0.15234086544453287+0.*I,0.24399040708325362+0.*I,0.28031509757073503+0.*I,0.2706314051761675+0.*I,0.23235232865294767+0.*I,0.18249114063064167+0.*I,0.13334686591049918+0.*I,0.09167029686488841+0.*I,0.05976508052504877+0.*I,0.037174687707657895+0.*I,0.022164933640317918+0.*I,0.012715871088198145+0.*I,0.007041081580051962+0.*I,0.003772966339995654+0.*I,0.001960860945734653+0.*I,0.000990306424066146+0.*I,0.0004868379229347937+0.*I,0.0002333125538890477+0.*I,0.00010914560834703189+0.*I,0.000049900469042108084+0.*I,0.00002232021063354279+0.*I,9.777076661483547*^-6+0.*I,4.1977950351833205*^-6+0.*I,1.7680186815007391*^-6+0.*I,7.310202381130083*^-7+0.*I,2.9692542406658655*^-7+0.*I,1.1855425832578879*^-7+0.*I,4.6558111806688455*^-8+0.*I,1.799372184641661*^-8+0.*I,6.847267173488863*^-9+0.*I,2.5668062259181227*^-9+0.*I,9.482971097531853*^-10+0.*I,3.454264310661999*^-10+0.*I,1.2410808516132188*^-10+0.*I,4.399889445196742*^-11+0.*I,1.5396978105490583*^-11+0.*I,5.320199221304546*^-12+0.*I,1.815758291991168*^-12+0.*I,6.122911544613933*^-13+0.*I,2.0405786786256871*^-13+0.*I,6.723009377302805*^-14+0.*I,2.1902976355969168*^-14+0.*I,7.057980305471345*^-15+0.*I,2.2500887645930677*^-15+0.*I,7.098396529037173*^-16+0.*I,2.2164479065424213*^-16+0.*I,6.85145456515589*^-17+0.*I,2.097121624004868*^-17+0.*I,6.357174766154957*^-18+0.*I,1.908908938421881*^-18+0.*I,5.678904189769169*^-19+0.*I,1.6740829275278877*^-19+0.*I,4.8909650878464303*^-20+0.*I,1.416402876115104*^-20+0.*I,4.066499181732751*^-21+0.*I,1.1576063727564742*^-21+0.*I,3.267908787047711*^-22+0.*I,9.149726427257894*^-23+0.*I,2.5411706593219088*^-23+0.*I,7.001701223019013*^-24+0.*I,1.9141325594288357*^-24+0.*I,5.192686420745816*^-25+0.*I,1.398025689299644*^-25+0.*I,3.735862911748117*^-26+0.*I,9.909864122419339*^-27+0.*I,2.6097102804385945*^-27+0.*I,6.823547168584463*^-28+0.*I,1.7715996183166183*^-28+0.*I,4.567739859301505*^-29+0.*I,1.1696590368463128*^-29+0.*I,2.9749516919857068*^-30+0.*I,7.516276706771013*^-31+0.*I,1.886540955347345*^-31+0.*I,4.7044382240379537*^-32+0.*I,1.1656382819437487*^-32+0.*I,2.86992035556196*^-33+0.*I,7.021994879348083*^-34+0.*I,1.707534703911557*^-34+0.*I,4.1269560947260854*^-35+0.*I,9.914562312217489*^-36+0.*I,2.3677288678546144*^-36+0.*I,5.621286320384094*^-37+0.*I,1.3268280068958224*^-37+0.*I
-0.31195522619157656+0.*I,0.30746021945782215+0.*I,0.10520185219749703+0.*I,-0.255647978040209+0.*I,-0.13955298478561973+0.*I,0.17661694008128595+0.*I,0.2203158931641552+0.*I,-0.018323664588603045+0.*I,-0.22032912660633627+0.*I,-0.17759236805454598+0.*I,0.03446791766033742+0.*I,0.2063565730971608+0.*I,0.20634673399865944+0.*I,0.0577174630997209+0.*I,-0.12282862875320295+0.*I,-0.22646237695676186+0.*I,-0.2115579706759474+0.*I,-0.10315602566948034+0.*I,0.04154766412524376+0.*I,0.1690515796310445+0.*I,0.24894075636410815+0.*I,0.2756766900265168+0.*I,0.260277613698232+0.*I,0.21999014839163544+0.*I,0.1707379759301065+0.*I,0.1235794301134349+0.*I,0.08429224067059198+0.*I,0.05459192547177973+0.*I,0.03376375176261616+0.*I,0.02003118588690077+0.*I,0.011441318133191094+0.*I,0.006310538781391632+0.*I,0.003369612642842881+0.*I,0.001745660802447599+0.*I,0.000879069982368901+0.*I,0.0004310093680020298+0.*I,0.00020605471912319516+0.*I,0.00009617784069491854+0.*I,0.00004388036089747995+0.*I,0.000019589575967780924+0.*I,8.56553344771614*^-6+0.*I,3.6714432026839435*^-6+0.*I,1.5438996060924657*^-6+0.*I,6.374119891671752*^-7+0.*I,2.5854429632090034*^-7+0.*I,1.0309467034788068*^-7+0.*I,4.0436879498717234*^-8+0.*I,1.5609736916937723*^-8+0.*I,5.9334992466832345*^-9+0.*I,2.221929965402788*^-9+0.*I,8.200646988214375*^-10+0.*I,2.9843291161804066*^-10+0.*I,1.0712681971565366*^-10+0.*I,3.794591552322877*^-11+0.*I,1.3267857412123397*^-11+0.*I,4.580901915218611*^-12+0.*I,1.562261231757313*^-12+0.*I,5.264291263385559*^-13+0.*I,1.7532122354677228*^-13+0.*I,5.772397305994041*^-14+0.*I,1.8793963567887045*^-14+0.*I,6.0524214837595095*^-15+0.*I,1.928377068737727*^-15+0.*I,6.080029514569861*^-16+0.*I,1.8974270786121276*^-16+0.*I,5.862205019810691*^-17+0.*I,1.7934140219306718*^-17+0.*I,5.4338476679579995*^-18+0.*I,1.6308804882716365*^-18+0.*I,4.849555889089259*^-19+0.*I,1.4289644986969118*^-19+0.*I,4.17303764968055*^-20+0.*I,1.2079910966313596*^-20+0.*I,3.4667494953298296*^-21+0.*I,9.864904876254662*^-22+0.*I,2.783795168939619*^-22+0.*I,7.791403980695922*^-23+0.*I,2.1631488108120318*^-23+0.*I,5.9580696197572284*^-24+0.*I,1.628274921910506*^-24+0.*I,4.415761951001312*^-25+0.*I,1.188476167149022*^-25+0.*I,3.174912788618908*^-26+0.*I,8.419333895168638*^-27+0.*I,2.2165369230323765*^-27+0.*I,5.7938713883109395*^-28+0.*I,1.5038461818396345*^-28+0.*I,3.8763365226845844*^-29+0.*I,9.923494435482665*^-30+0.*I,2.5233260015620043*^-30+0.*I,6.3736329626611*^-31+0.*I,1.5993518718737015*^-31+0.*I,3.987324708377553*^-32+0.*I,9.877252305628562*^-33+0.*I,2.431325345590091*^-33+0.*I,5.94753383974639*^-34+0.*I,1.4459435783933655*^-34+0.*I,3.4939701439335663*^-35+0.*I,8.392135502708377*^-36+0.*I,2.0037452595564937*^-36+0.*I
