0.8938657010536664+0.*I,0.4234315278638979+0.*I,0.14183359543629645+0.*I,0.038790859581930064+0.*I,0.009187774472478852+0.*I,0.0019464185844348203+0.*I,0.00037641899939077863+0.*I,0.00006739589335580257+0.*I,0.000011287541483409808+0.*I,1.7823337184073561*^-6+0.*I,2.6699304088278483*^-7+0.*I,3.813418926053315*^-8+0.*I,5.214765854047902*^-9+0.*I,6.851316895207205*^-10+0.*I,8.674030724774309*^-11+0.*I,1.0609288151342639*^-11+0.*I,1.2564267445814127*^-12+0.*I,1.443522741215688*^-13+0.*I,1.6117522905733295*^-14+0.*I,1.7515898266701368*^-15+0.*I,1.8553606214160126*^-16+0.*I,1.917916104735185*^-17+0.*I,1.9369980523430326*^-18+0.*I,1.913269659435835*^-19+0.*I,1.850041549461202*^-20+0.*I,1.7527597691166326*^-21+0.*I,1.6283458096011161*^-22+0.*I,1.484484534071031*^-23+0.*I,1.3289467522695986*^-24+0.*I,1.1690134278471235*^-25+0.*I,1.0110433822084681*^-26+0.*I,8.602008402567338*^-28+0.*I,7.203371143997039*^-29+0.*I,5.940045072244666*^-30+0.*I,4.82570978691742*^-31+0.*I,3.8640087097939295*^-32+0.*I,3.0506877967216047*^-33+0.*I,2.37578874879366*^-34+0.*I,1.8256895994144544*^-35+0.*I,1.3848589958437681*^-36+0.*I,1.037257250635988*^-37+0.*I,7.673711535033597*^-39+0.*I,5.609081402054962*^-40+0.*I,4.05199064011757*^-41+0.*I,2.89369673159362*^-42+0.*I,2.0434201677324234*^-43+0.*I,1.4272159088634141*^-44+0.*I,9.861697291888144*^-46+0.*I,6.742826227319228*^-47+0.*I,4.563045989361502*^-48+0.*I,3.0568966939105498*^-49+0.*I,2.0277135004791175*^-50+0.*I,1.3320356228159529*^-51+0.*I,8.66739966879447*^-53+0.*I,5.587311206229047*^-54+0.*I,3.56888402637752*^-55+0.*I,2.2591722271385946*^-56+0.*I,1.417499228294772*^-57+0.*I,8.816977912859127*^-59+0.*I,5.437567554735202*^-60+0.*I,3.325369880568289*^-61+0.*I,2.0169074021586748*^-62+0.*I,1.2133917383321473*^-63+0.*I,7.241719141683367*^-65+0.*I,4.2880773321283616*^-66+0.*I,2.519514424621082*^-67+0.*I,1.4691150231194317*^-68+0.*I,8.502160849881928*^-70+0.*I,4.8841138527209145*^-71+0.*I,2.7853011103631197*^-72+0.*I,1.5770085603935208*^-73+0.*I,8.865756414475788*^-75+0.*I,4.9494901606684704*^-76+0.*I,2.744163311562299*^-77+0.*I,1.5111410813828262*^-78+0.*I,8.265807732799828*^-80+0.*I,4.491479496775914*^-81+0.*I,2.4246830552130335*^-82+0.*I,1.3005246691923798*^-83+0.*I,6.931320286612602*^-85+0.*I,3.67097893536251*^-86+0.*I,1.9321920974189688*^-87+0.*I,1.0107745393810414*^-88+0.*I,5.255646738541297*^-90+0.*I,2.716423266802483*^-91+0.*I,1.3957219138654841*^-92+0.*I,7.129524900771116*^-94+0.*I,3.62086124366982*^-95+0.*I,1.8284431627318936*^-96+0.*I,9.181156281289756*^-98+0.*I,4.584447923613445*^-99+0.*I,2.2765503824027765*^-100+0.*I,1.1243312221092796*^-101+0.*I,5.522855941398233*^-103+0.*I,2.698427206465535*^-104+0.*I,1.311474415696425*^-105+0.*I,6.340669617917754*^-107+0.*I,3.049721462563776*^-108+0.*I,1.459345276628563*^-109+0.*I,6.947865106822723*^-111+0.*I
-0.4234315278638979+0.*I,0.6932827067875171+0.*I,0.5316348697763126+0.*I,0.22728744457087702+0.*I,0.07322939489639499+0.*I,0.019622453804403577+0.*I,0.0045894195845291585+0.*I,0.0009639850726444006+0.*I,0.00018527737170883157+0.*I,0.00003301831832162533+0.*I,5.50975730322283*^-6+0.*I,8.674512594266444*^-7+0.*I,1.2963042917236938*^-7+0.*I,1.8477553164963953*^-8+0.*I,2.5224384506828485*^-9+0.*I,3.309180584370978*^-10+0.*I,4.1841972931869213*^-11+0.*I,5.111999320304657*^-12+0.*I,6.047998284213782*^-13+0.*I,6.942491107184091*^-14+0.*I,7.745457884997736*^-15+0.*I,8.411477227164585*^-16+0.*I,8.904066734215918*^-17+0.*I,9.198883164039465*^-18+0.*I,9.28543082347687*^-19+0.*I,9.167178076725686*^-20+0.*I,8.86022018628425*^-21+0.*I,8.390811771319952*^-22+0.*I,7.792200504839981*^-23+0.*I,7.101220154172799*^-24+0.*I,6.355056288750487*^-25+0.*I,5.588502892068844*^-26+0.*I,4.831907817582428*^-27+0.*I,4.109883198669545*^-28+0.*I,3.4407519231374356*^-29+0.*I,2.8366242841684648*^-30+0.*I,2.303953867095293*^-31+0.*I,1.8444066356219144*^-32+0.*I,1.4558861014588725*^-33+0.*I,1.133582598540934*^-34+0.*I,8.709481601758848*^-36+0.*I,6.605336039877294*^-37+0.*I,4.946562785769804*^-38+0.*I,3.658926034546576*^-39+0.*I,2.6740788422554475*^-40+0.*I,1.931470930182614*^-41+0.*I,1.3791541481327522*^-42+0.*I,9.737783640915705*^-44+0.*I,6.800442981440417*^-45+0.*I,4.698362835306908*^-46+0.*I,3.2120799911063693*^-47+0.*I,2.173455449823529*^-48+0.*I,1.455895037381275*^-49+0.*I,9.656307526068258*^-51+0.*I,6.3427444232771965*^-52+0.*I,4.126754794553491*^-53+0.*I,2.660006371481263*^-54+0.*I,1.698922817239471*^-55+0.*I,1.075358575152828*^-56+0.*I,6.746691036106165*^-58+0.*I,4.196169166289362*^-59+0.*I,2.5876426470959493*^-60+0.*I,1.582366540200978*^-61+0.*I,9.596693728924616*^-63+0.*I,5.77306233865481*^-64+0.*I,3.4452233227569575*^-65+0.*I,2.039903876077622*^-66+0.*I,1.1984949292085208*^-67+0.*I,6.987924997342104*^-69+0.*I,4.043855467582185*^-70+0.*I,2.322879681761744*^-71+0.*I,1.3246112506784798*^-72+0.*I,7.499397635616997*^-74+0.*I,4.215846919909874*^-75+0.*I,2.3534601397150007*^-76+0.*I,1.304770984133127*^-77+0.*I,7.184687611342047*^-79+0.*I,3.929771340211979*^-80+0.*I,2.1352613998003004*^-81+0.*I,1.1526481870523081*^-82+0.*I,6.182171604998707*^-84+0.*I,3.294728089084449*^-85+0.*I,1.744886238246666*^-86+0.*I,9.183697874042357*^-88+0.*I,4.804011880827661*^-89+0.*I,2.4978068579126487*^-90+0.*I,1.2909619409673302*^-91+0.*I,6.63282580453979*^-93+0.*I,3.3880074427757894*^-94+0.*I,1.720600640649137*^-95+0.*I,8.68829271431347*^-97+0.*I,4.362500384953984*^-98+0.*I,2.1782643682771483*^-99+0.*I,1.0816495423271549*^-100+0.*I,5.3418248290874494*^-102+0.*I,2.623888941509072*^-103+0.*I,1.2819736243663898*^-104+0.*I,6.230388562327305*^-106+0.*I,3.012157179176572*^-107+0.*I,1.4487389558516673*^-108+0.*I
0.14183359543629645+0.*I,-0.5316348697763126+0.*I,0.5152050718507101+0.*I,0.5749843566430554+0.*I,0.2969039006510842+0.*I,0.10921305765668436+0.*I,0.03244980445153698+0.*I,0.008263119194527616+0.*I,0.0018659092120488542+0.*I,0.00038197276619629685+0.*I,0.00007198564333057208+0.*I,0.000012630962781130182+0.*I,2.081391656551813*^-6+0.*I,3.2430476037835185*^-7+0.*I,4.804208874446712*^-8+0.*I,6.797137125188878*^-9+0.*I,9.219621293614012*^-10+0.*I,1.2027693866222113*^-10+0.*I,1.513341282367357*^-11+0.*I,1.8408635382637813*^-12+0.*I,2.169464090093625*^-13+0.*I,2.481639930173164*^-14+0.*I,2.759946123423004*^-15+0.*I,2.988703149198607*^-16+0.*I,3.155483910614384*^-17+0.*I,3.252188960884531*^-18+0.*I,3.275594664007259*^-19+0.*I,3.227346714268*^-20+0.*I,3.113453351044791*^-21+0.*I,2.9433951421645854*^-22+0.*I,2.7290036972299597*^-23+0.*I,2.483268785447478*^-24+0.*I,2.2192160876135823*^-25+0.*I,1.9489636748894992*^-26+0.*I,1.6830230321737393*^-27+0.*I,1.4298681759130038*^-28+0.*I,1.1957603835090552*^-29+0.*I,9.8478996149465*^-31+0.*I,7.990815440805163*^-32+0.*I,6.39104820571385*^-33+0.*I,5.040362017628553*^-34+0.*I,3.9212601278231196*^-35+0.*I,3.0103761192115176*^-36+0.*I,2.281370784423459*^-37+0.*I,1.7072312778440302*^-38+0.*I,1.26195726834562*^-39+0.*I,9.216812709767315*^-41+0.*I,6.65307988081938*^-42+0.*I,4.747741309438757*^-43+0.*I,3.3503097991949235*^-44+0.*I,2.338422160867245*^-45+0.*I,1.6147406304209404*^-46+0.*I,1.1033724756588298*^-47+0.*I,7.462333425394588*^-49+0.*I,4.996318772448403*^-50+0.*I,3.312340163927546*^-51+0.*I,2.174763363294668*^-52+0.*I,1.414364058138085*^-53+0.*I,9.112958908039328*^-55+0.*I,5.818093204621836*^-56+0.*I,3.6812592845421444*^-57+0.*I,2.3087425394014435*^-58+0.*I,1.435438120179731*^-59+0.*I,8.848864875238608*^-61+0.*I,5.409372188177435*^-62+0.*I,3.279611704014318*^-63+0.*I,1.9722972120939538*^-64+0.*I,1.1766652222476703*^-65+0.*I,6.964959364637481*^-67+0.*I,4.090931194409875*^-68+0.*I,2.3845963867119504*^-69+0.*I,1.3795783535988738*^-70+0.*I,7.922547349801029*^-72+0.*I,4.516656822765504*^-73+0.*I,2.5565163637449384*^-74+0.*I,1.4368236272654057*^-75+0.*I,8.019082530901089*^-77+0.*I,4.444818173072662*^-78+0.*I,2.4469890948357544*^-79+0.*I,1.3381300437862147*^-80+0.*I,7.269279280142272*^-82+0.*I,3.923273821168075*^-83+0.*I,2.103810617345487*^-84+0.*I,1.1209881355270807*^-85+0.*I,5.935624829074111*^-87+0.*I,3.123465869689282*^-88+0.*I,1.633597255916995*^-89+0.*I,8.492261314109275*^-91+0.*I,4.388370351277106*^-92+0.*I,2.254319494057077*^-93+0.*I,1.1513037479378585*^-94+0.*I,5.845961112752204*^-96+0.*I,2.951495351954665*^-97+0.*I,1.4817551438241957*^-98+0.*I,7.397522561949639*^-100+0.*I,3.6728096549031326*^-101+0.*I,1.8135894557988787*^-102+0.*I,8.907043748260462*^-104+0.*I,4.351182402877598*^-105+0.*I,2.1143876964174397*^-106+0.*I
-0.038790859581930064+0.*I,0.22728744457087702+0.*I,-0.5749843566430554+0.*I,0.3579493993019245+0.*I,0.5827328455674536+0.*I,0.35343200043754636+0.*I,0.14557570966374014+0.*I,0.047307968593855096+0.*I,0.012983299242624058+0.*I,0.003127381699368092+0.*I,0.0006776959136669203+0.*I,0.0001343875002622776+0.*I,0.00002469267417131913+0.*I,4.244066328745242*^-6+0.*I,6.874390547967382*^-7+0.*I,1.055663893427092*^-7+0.*I,1.5445163240604347*^-8+0.*I,2.1618136440356398*^-9+0.*I,2.9047820622791884*^-10+0.*I,3.758145240289233*^-11+0.*I,4.69375533644973*^-12+0.*I,5.671990708731213*^-13+0.*I,6.644829396785456*^-14+0.*I,7.560205070204857*^-15+0.*I,8.367027968926405*^-16+0.*I,9.020151499748365*^-17+0.*I,9.48459900294145*^-18+0.*I,9.738517490118374*^-19+0.*I,9.774555505756889*^-20+0.*I,9.599619304148469*^-21+0.*I,9.233195661804778*^-22+0.*I,8.704603226770235*^-23+0.*I,8.04962731518561*^-24+0.*I,7.307003798831754*^-25+0.*I,6.515159485924711*^-26+0.*I,5.709511788824494*^-27+0.*I,4.9205051412240985*^-28+0.*I,4.172438888468749*^-29+0.*I,3.483038634245493*^-30+0.*I,2.863650246941488*^-31+0.*I,2.319895678910282*^-32+0.*I,1.852619492786795*^-33+0.*I,1.4589679470416609*^-34+0.*I,1.1334705565337824*^-35+0.*I,8.69029290879393*^-37+0.*I,6.57756433536993*^-38+0.*I,4.916339510435409*^-39+0.*I,3.6299236903982965*^-40+0.*I,2.6482470903210573*^-41+0.*I,1.909613857356531*^-42+0.*I,1.3613627671015065*^-43+0.*I,9.597399126137793*^-45+0.*I,6.692524588539997*^-46+0.*I,4.617256693630817*^-47+0.*I,3.1523352307946534*^-48+0.*I,2.1302367854677328*^-49+0.*I,1.425146632434379*^-50+0.*I,9.440891496735203*^-52+0.*I,6.193990888598025*^-53+0.*I,4.025422199292965*^-54+0.*I,2.5918623000453768*^-55+0.*I,1.6536574433946773*^-56+0.*I,1.045642481840381*^-57+0.*I,6.553802587998571*^-59+0.*I,4.07232122106431*^-60+0.*I,2.5089561314396627*^-61+0.*I,1.5328800968208515*^-62+0.*I,9.288531712332951*^-64+0.*I,5.582998124263068*^-65+0.*I,3.3290886524925346*^-66+0.*I,1.969585740626228*^-67+0.*I,1.1562948647478108*^-68+0.*I,6.736858237229146*^-70+0.*I,3.895746948592202*^-71+0.*I,2.2362304072623163*^-72+0.*I,1.2743285329484708*^-73+0.*I,7.209921830468712*^-75+0.*I,4.05049370562824*^-76+0.*I,2.259729053191344*^-77+0.*I,1.252037549788574*^-78+0.*I,6.890192676285238*^-80+0.*I,3.7664983343081587*^-81+0.*I,2.0453843536517817*^-82+0.*I,1.1035198667243523*^-83+0.*I,5.915477987744885*^-85+0.*I,3.1509350424385963*^-86+0.*I,1.667875208310955*^-87+0.*I,8.773964493376278*^-89+0.*I,4.587428472167648*^-90+0.*I,2.3840532822175194*^-91+0.*I,1.2315928740071376*^-92+0.*I,6.324898168639429*^-94+0.*I,3.22927446311523*^-95+0.*I,1.639270529137296*^-96+0.*I,8.274068170397805*^-98+0.*I,4.152773506795032*^-99+0.*I,2.0726948036291014*^-100+0.*I,1.0288145812446697*^-101+0.*I,5.078899245662447*^-103+0.*I,2.4937812333687887*^-104+0.*I
0.009187774472478852+0.*I,-0.07322939489639499+0.*I,0.2969039006510842+0.*I,-0.5827328455674536+0.*I,0.21992673054741027+0.*I,0.5678033062511633+0.*I,0.3983838249589255+0.*I,0.1813734756146919+0.*I,0.06382842302348793+0.*I,0.018734215658927727+0.*I,0.004784309579755727+0.*I,0.0010920013021983763+0.*I,0.00022691741702385873+0.*I,0.0000435101268788956+0.*I,7.777098299835894*^-6+0.*I,1.3062161723223783*^-6+0.*I,2.0747452831214231*^-7+0.*I,3.13289852790983*^-8+0.*I,4.5170983054410335*^-9+0.*I,6.241812517112162*^-10+0.*I,8.292294702930949*^-11+0.*I,1.0620401131047543*^-11+0.*I,1.3144611790470138*^-12+0.*I,1.5754674580710396*^-13+0.*I,1.8320468277588776*^-14+0.*I,2.070392392792332*^-15+0.*I,2.2772317632056154*^-16+0.*I,2.4411050255736984*^-17+0.*I,2.5534181054068283*^-18+0.*I,2.609142523006606*^-19+0.*I,2.6070948148816122*^-20+0.*I,2.549795677651925*^-21+0.*I,2.4429677146429277*^-22+0.*I,2.2947724809470575*^-23+0.*I,2.114907959390405*^-24+0.*I,1.913686952658167*^-25+0.*I,1.7011991180509416*^-26+0.*I,1.4866306222180208*^-27+0.*I,1.277782315417196*^-28+0.*I,1.0807957916913262*^-29+0.*I,9.000709520105229*^-31+0.*I,7.383410071098332*^-32+0.*I,5.968617017509884*^-33+0.*I,4.756699594984427*^-34+0.*I,3.738713231124208*^-35+0.*I,2.8992336218856027*^-36+0.*I,2.218916038257006*^-37+0.*I,1.6766386556886505*^-38+0.*I,1.2511699698312801*^-39+0.*I,9.22363482730667*^-41+0.*I,6.71926010343945*^-42+0.*I,4.8383055491094196*^-43+0.*I,3.4445399465737063*^-44+0.*I,2.4251795598755026*^-45+0.*I,1.689022001112296*^-46+0.*I,1.163871635120188*^-47+0.*I,7.936861020381967*^-49+0.*I,5.357449421022551*^-50+0.*I,3.580313655897801*^-51+0.*I,2.3693129609425517*^-52+0.*I,1.5529003815816834*^-53+0.*I,1.0082378288474974*^-54+0.*I,6.48568939329716*^-56+0.*I,4.134242000144433*^-57+0.*I,2.611875575067347*^-58+0.*I,1.635662600221244*^-59+0.*I,1.0155121088771648*^-60+0.*I,6.251581905730458*^-62+0.*I,3.816536175238125*^-63+0.*I,2.3109081890254033*^-64+0.*I,1.387992655413076*^-65+0.*I,8.270624901854691*^-67+0.*I,4.8897871139531305*^-68+0.*I,2.8687598638151346*^-69+0.*I,1.6703275168940857*^-70+0.*I,9.652978712134064*^-72+0.*I,5.53759229990236*^-73+0.*I,3.1537466041472664*^-74+0.*I,1.783297328825514*^-75+0.*I,1.0012800553817527*^-76+0.*I,5.582962438966914*^-78+0.*I,3.091665598269059*^-79+0.*I,1.700510075085014*^-80+0.*I,9.291031827435347*^-82+0.*I,5.042952267487864*^-83+0.*I,2.7194374955967033*^-84+0.*I,1.4570780434241266*^-85+0.*I,7.757670645183171*^-87+0.*I,4.1044886207658065*^-88+0.*I,2.1582389544016036*^-89+0.*I,1.1279386869264451*^-90+0.*I,5.85934283232137*^-92+0.*I,3.025665932642875*^-93+0.*I,1.553217077082673*^-94+0.*I,7.9270612545359*^-96+0.*I,4.022446027913436*^-97+0.*I,2.0295259589957572*^-98+0.*I,1.0182470297665206*^-99+0.*I,5.080342787331156*^-101+0.*I,2.520813848568724*^-102+0.*I
-0.0019464185844348203+0.*I,0.019622453804403577+0.*I,-0.10921305765668436+0.*I,0.35343200043754636+0.*I,-0.5678033062511633+0.*I,0.09963830695785933+0.*I,0.5376002407369926+0.*I,0.43295035352761224+0.*I,0.21589934407376335+0.*I,0.08166599540054713+0.*I,0.025480631836637173+0.*I,0.006864938776962304+0.*I,0.001643648970666012+0.*I,0.0003566757745099395+0.*I,0.00007115879922463054+0.*I,0.000013193609120732571+0.*I,2.292677303153257*^-6+0.*I,3.7592712097498457*^-7+0.*I,5.848562850548241*^-8+0.*I,8.673213622531564*^-9+0.*I,1.23079538032233*^-9+0.*I,1.6769155235689854*^-10+0.*I,2.1999074390266563*^-11+0.*I,2.7858290683506645*^-12+0.*I,3.4128645776227854*^-13+0.*I,4.0527202397267636*^-14+0.*I,4.6729781817296596*^-15+0.*I,5.240093910528307*^-16+0.*I,5.722614991391384*^-17+0.*I,6.094170763545121*^-18+0.*I,6.335836868459542*^-19+0.*I,6.437596633527239*^-20+0.*I,6.39877556062834*^-21+0.*I,6.22748322601153*^-22+0.*I,5.939230449031487*^-23+0.*I,5.554979286474603*^-24+0.*I,5.0989212450184775*^-25+0.*I,4.5962678420653906*^-26+0.*I,4.071288135315525*^-27+0.*I,3.5457552709314436*^-28+0.*I,3.0378842424598163*^-29+0.*I,2.561769304705938*^-30+0.*I,2.127271099387665*^-31+0.*I,1.7402650898984382*^-32+0.*I,1.403144716157557*^-33+0.*I,1.115471979000903*^-34+0.*I,8.746803515141025*^-36+0.*I,6.767548369265227*^-37+0.*I,5.168368992814997*^-38+0.*I,3.8972413899690495*^-39+0.*I,2.9025347671110388*^-40+0.*I,2.1357096963201617*^-41+0.*I,1.5530094410808378*^-42+0.*I,1.1163232438201194*^-43+0.*I,7.934171584832701*^-45+0.*I,5.577195764641213*^-46+0.*I,3.8782453512193693*^-47+0.*I,2.6684430195560054*^-48+0.*I,1.8170966726201427*^-49+0.*I,1.2248587693981638*^-50+0.*I,8.174642853499466*^-52+0.*I,5.402688455387253*^-53+0.*I,3.53663190886144*^-54+0.*I,2.2934330137374386*^-55+0.*I,1.473578157749811*^-56+0.*I,9.382600002470081*^-58+0.*I,5.921143843283763*^-59+0.*I,3.7041407870444544*^-60+0.*I,2.2973842079551372*^-61+0.*I,1.4128846334252415*^-62+0.*I,8.617222244005106*^-64+0.*I,5.212835873540831*^-65+0.*I,3.128122530402517*^-66+0.*I,1.8623076007667207*^-67+0.*I,1.10009538717267*^-68+0.*I,6.448700940407851*^-70+0.*I,3.75169261252787*^-71+0.*I,2.1664269665673884*^-72+0.*I,1.2418522093408662*^-73+0.*I,7.0672546910368625*^-75+0.*I,3.993292785100403*^-76+0.*I,2.2405493802017096*^-77+0.*I,1.248426632459989*^-78+0.*I,6.908721856368422*^-80+0.*I,3.79750639642704*^-81+0.*I,2.073501391899018*^-82+0.*I,1.1247423211333198*^-83+0.*I,6.061519879542085*^-85+0.*I,3.245830137495554*^-86+0.*I,1.72711344381578*^-87+0.*I,9.132737159800897*^-89+0.*I,4.7995379487767435*^-90+0.*I,2.5069682319505176*^-91+0.*I,1.3016101790026707*^-92+0.*I,6.717795383738902*^-94+0.*I,3.44680439094179*^-95+0.*I,1.7582480151889513*^-96+0.*I,8.917563140885247*^-98+0.*I,4.497209125717359*^-99+0.*I,2.2552695168425853*^-100+0.*I
0.00037641899939077863+0.*I,-0.0045894195845291585+0.*I,0.03244980445153698+0.*I,-0.14557570966374014+0.*I,0.3983838249589255+0.*I,-0.5376002407369926+0.*I,-0.004328509999563294+0.*I,0.49694611097744745+0.*I,0.4581751091091565+0.*I,0.2486281809957055+0.*I,0.10050263279920457+0.*I,0.03317332417984036+0.*I,0.009390623312018337+0.*I,0.0023504080448674873+0.*I,0.000531069804344448+0.*I,0.00010996042096876924+0.*I,0.000021101691303998655+0.*I,3.786450197362243*^-6+0.*I,6.398143044416397*^-7+0.*I,1.0239862096968242*^-7+0.*I,1.5597024936988768*^-8+0.*I,2.2701773483102707*^-9+0.*I,3.168504624019294*^-10+0.*I,4.253301514304121*^-11+0.*I,5.505656554120989*^-12+0.*I,6.888104859298005*^-13+0.*I,8.346038936998012*^-14+0.*I,9.811545207122438*^-15+0.*I,1.1209226645671932*^-15+0.*I,1.246322384874558*^-16+0.*I,1.3504450983473272*^-17+0.*I,1.4277052020883639*^-18+0.*I,1.4743246311944262*^-19+0.*I,1.4886025213533588*^-20+0.*I,1.470951613334845*^-21+0.*I,1.4237176275536018*^-22+0.*I,1.3508256455025983*^-23+0.*I,1.2573148428259734*^-24+0.*I,1.148828553596212*^-25+0.*I,1.0311217260444043*^-26+0.*I,9.096350926189554*^-28+0.*I,7.891683222305363*^-29+0.*I,6.736665079537473*^-30+0.*I,5.661183808691787*^-31+0.*I,4.68552464589042*^-32+0.*I,3.8210978862409886*^-33+0.*I,3.0716865598920973*^-34+0.*I,2.434975676288246*^-35+0.*I,1.90415659931424*^-36+0.*I,1.4694475667260975*^-37+0.*I,1.1194234542689036*^-38+0.*I,8.4209676885299*^-40+0.*I,6.257325367838675*^-41+0.*I,4.594098944044755*^-42+0.*I,3.333625791812184*^-43+0.*I,2.3914039701528276*^-44+0.*I,1.6963612896818796*^-45+0.*I,1.1901949803362002*^-46+0.*I,8.261385572206623*^-48+0.*I,5.674390699078724*^-49+0.*I,3.857534534923952*^-50+0.*I,2.5960538145872674*^-51+0.*I,1.7298818418681255*^-52+0.*I,1.1415644341757885*^-53+0.*I,7.461823245235285*^-55+0.*I,4.831994421570442*^-56+0.*I,3.1004054427924046*^-57+0.*I,1.97147928949786*^-58+0.*I,1.242556681291255*^-59+0.*I,7.763485041734162*^-61+0.*I,4.809254863685606*^-62+0.*I,2.9542099186573684*^-63+0.*I,1.7997298229080315*^-64+0.*I,1.0875110480731333*^-65+0.*I,6.51893454693645*^-67+0.*I,3.87695336160662*^-68+0.*I,2.2878540657635395*^-69+0.*I,1.3398032687588835*^-70+0.*I,7.787147261851875*^-72+0.*I,4.492505322954804*^-73+0.*I,2.572873890933409*^-74+0.*I,1.462896446338856*^-75+0.*I,8.258821504714711*^-77+0.*I,4.629935995332461*^-78+0.*I,2.5776629974410392*^-79+0.*I,1.4253195256994867*^-80+0.*I,7.828398117136975*^-82+0.*I,4.27116875231472*^-83+0.*I,2.31510824934877*^-84+0.*I,1.2467611094063154*^-85+0.*I,6.671419752464799*^-87+0.*I,3.5474082767279523*^-88+0.*I,1.8745452506674393*^-89+0.*I,9.844771885702081*^-91+0.*I,5.138929927035986*^-92+0.*I,2.6664203143473174*^-93+0.*I,1.3753214705191318*^-94+0.*I,7.052281604113157*^-96+0.*I,3.5952930575741333*^-97+0.*I,1.8224135039780266*^-98+0.*I
-0.00006739589335580257+0.*I,0.0009639850726444006+0.*I,-0.008263119194527616+0.*I,0.047307968593855096+0.*I,-0.1813734756146919+0.*I,0.43295035352761224+0.*I,-0.49694611097744745+0.*I,-0.09330416519556209+0.*I,0.4492238331888744+0.*I,0.4750061389558823+0.*I,0.2791730335093121+0.*I,0.12004720392511753+0.*I,0.04175273389424243+0.*I,0.01237643391423555+0.*I,0.003228893606492962+0.*I,0.0007577187411800051+0.*I,0.00016246638053439623+0.*I,0.00003220666628637684+0.*I,5.957272819831874*^-6+0.*I,1.0357658393765792*^-6+0.*I,1.7029269297406343*^-7+0.*I,2.6608376014233148*^-8+0.*I,3.967863835301179*^-9+0.*I,5.667249188189611*^-10+0.*I,7.777008104750398*^-11+0.*I,1.0281384901676852*^-11+0.*I,1.3125656300825748*^-12+0.*I,1.6215624387689502*^-13+0.*I,1.9422394953910706*^-14+0.*I,2.2592123243865864*^-15+0.*I,2.5559534332976793*^-16+0.*I,2.816337458757385*^-17+0.*I,3.0261650959701483*^-18+0.*I,3.1744608215525855*^-19+0.*I,3.254383535550473*^-20+0.*I,3.263656864313126*^-21+0.*I,3.2045022557512206*^-22+0.*I,3.083128618333009*^-23+0.*I,2.9088857438892227*^-24+0.*I,2.6932187104784032*^-25+0.*I,2.4485658230436551*^-26+0.*I,2.1873268786256617*^-27+0.*I,1.9209980569437603*^-28+0.*I,1.6595320960517085*^-29+0.*I,1.4109447027936903*^-30+0.*I,1.1811558470316078*^-31+0.*I,9.740310186395255*^-33+0.*I,7.915738417673999*^-34+0.*I,6.342170109901588*^-35+0.*I,5.011615113259037*^-36+0.*I,3.907221112643016*^-37+0.*I,3.006477453380017*^-38+0.*I,2.283965491493593*^-39+0.*I,1.713554477289875*^-40+0.*I,1.2700240566315693*^-41+0.*I,9.301534758644309*^-43+0.*I,6.73353937560102*^-44+0.*I,4.8193744861521817*^-45+0.*I,3.4111747471905703*^-46+0.*I,2.388285922599803*^-47+0.*I,1.654384771196809*^-48+0.*I,1.1340948986105007*^-49+0.*I,7.695130743357645*^-51+0.*I,5.1692063992614015*^-52+0.*I,3.4384063859211923*^-53+0.*I,2.2651504122212579*^-54+0.*I,1.4781600725174816*^-55+0.*I,9.5566509162658*^-57+0.*I,6.122409804669953*^-58+0.*I,3.8872416580614425*^-59+0.*I,2.4464188068090488*^-60+0.*I,1.5263550379228915*^-61+0.*I,9.442326500330211*^-63+0.*I,5.792449952266246*^-64+0.*I,3.524232606215129*^-65+0.*I,2.126880728760195*^-66+0.*I,1.2733667807745947*^-67+0.*I,7.563965020113097*^-69+0.*I,4.4584438725550926*^-70+0.*I,2.6079875633893035*^-71+0.*I,1.5141373963470542*^-72+0.*I,8.725901907358175*^-74+0.*I,4.99214267321494*^-75+0.*I,2.835569638546794*^-76+0.*I,1.5992417024044737*^-77+0.*I,8.956760200607445*^-79+0.*I,4.981868739976369*^-80+0.*I,2.75219018276224*^-81+0.*I,1.510249497378961*^-82+0.*I,8.2326813384402795*^-84+0.*I,4.458548805629837*^-85+0.*I,2.399063146988198*^-86+0.*I,1.282688436677411*^-87+0.*I,6.815010981682337*^-89+0.*I,3.5984171683363452*^-90+0.*I,1.888377884227434*^-91+0.*I,9.849877659538873*^-93+0.*I,5.107032660597377*^-94+0.*I,2.6322849677398736*^-95+0.*I,1.3488185709499615*^-96+0.*I
