0.8110386974860359+0.*I,0.52491125037477+0.*I,0.24022333274979282+0.*I,0.08976331133576172+0.*I,0.02904779521438662+0.*I,0.008407608423712723+0.*I,0.0022214735982188575+0.*I,0.0005434210293212231+0.*I,0.00012434712597288023+0.*I,0.000026826177993419087+0.*I,5.490388882558415*^-6+0.*I,1.0713985852306618*^-6+0.*I,2.0017265531596745*^-7+0.*I,3.593166803565962*^-8+0.*I,6.215236594171279*^-9+0.*I,1.0386191853647336*^-9+0.*I,1.6805082696513808*^-10+0.*I,2.6379131807393822*^-11+0.*I,4.024098012310912*^-12+0.*I,5.974974472964888*^-13+0.*I,8.646998049182006*^-14+0.*I,1.2212371815695014*^-14+0.*I,1.6851283400948867*^-15+0.*I,2.274119955497058*^-16+0.*I,3.0043605658840267*^-17+0.*I,3.888896216920623*^-18+0.*I,4.936100392035698*^-19+0.*I,6.148177631248525*^-20+0.*I,7.519893595633076*^-21+0.*I,9.037680855869764*^-22+0.*I,1.0679248157494269*^-22+0.*I,1.2413782623195262*^-23+0.*I,1.4202783002108963*^-24+0.*I,1.6001503336910257*^-25+0.*I,1.7760927134531426*^-26+0.*I,1.9430139337613792*^-27+0.*I,2.0958923345821545*^-28+0.*I,2.2300387619833952*^-29+0.*I,2.34134233693864*^-30+0.*I,2.4264811361720465*^-31+0.*I,2.483082952973186*^-32+0.*I,2.50982594628473*^-33+0.*I,2.5064743471417655*^-34+0.*I,2.473849874729159*^-35+0.*I,2.413744556672261*^-36+0.*I,2.328784785854986*^-37+0.*I,2.2222593593605264*^-38+0.*I,2.0979257795462295*^-39+0.*I,1.9598092611685903*^-40+0.*I,1.8120078310245433*^-41+0.*I,1.6585148816172756*^-42+0.*I,1.5030678632101094*^-43+0.*I,1.3490288024276664*^-44+0.*I,1.1992993326626954*^-45+0.*I,1.0562701740317057*^-46+0.*I,9.218027017158192*^-48+0.*I,7.97238508190645*^-49+0.*I,6.834317402417362*^-50+0.*I,5.807984551144496*^-51+0.*I,4.893772220268321*^-52+0.*I,4.088955938976062*^-53+0.*I,3.3883777240846706*^-54+0.*I,2.7850966944560383*^-55+0.*I,2.2709852200117915*^-56+0.*I,1.837251562585781*^-57+0.*I,1.4748785237621208*^-58+0.*I,1.1749748983519724*^-59+0.*I,9.290423079797459*^-61+0.*I,7.291642040514044*^-62+0.*I,5.68126568410231*^-63+0.*I,4.39481283457629*^-64+0.*I,3.375635258549431*^-65+0.*I,2.574741131246761*^-66+0.*I,1.9503674731304547*^-67+0.*I,1.4673877536128879*^-68+0.*I,1.0966260626733484*^-69+0.*I,8.141343365414733*^-71+0.*I,6.004751147106188*^-72+0.*I,4.4003985925092296*^-73+0.*I,3.204223314521786*^-74+0.*I,2.3185800102727554*^-75+0.*I,1.667338899362737*^-76+0.*I,1.191684418582533*^-77+0.*I,8.465771054722865*^-79+0.*I,5.978210197272033*^-80+0.*I,4.1966816196818234*^-81+0.*I,2.928876785790513*^-82+0.*I,2.0322904678817152*^-83+0.*I,1.4021315082836371*^-84+0.*I,9.619179966499181*^-86+0.*I,6.562375845508326*^-87+0.*I,4.452302959714202*^-88+0.*I,3.004243287497775*^-89+0.*I,2.0162200530326686*^-90+0.*I,1.345917090074076*^-91+0.*I,8.937186271337689*^-93+0.*I,5.903499052163719*^-94+0.*I,3.879430138026999*^-95+0.*I,2.536291709888255*^-96+0.*I,1.649779525538416*^-97+0.*I
-0.52491125037477+0.*I,0.47131160231281394+0.*I,0.5868619934330565+0.*I,0.35798342705739256+0.*I,0.160726638707902+0.*I,0.059511367903160854+0.*I,0.019156593694435054+0.*I,0.005525759900996996+0.*I,0.0014565482455093858+0.*I,0.00035567924380968893+0.*I,0.00008127839626816202+0.*I,0.000017516141457998462+0.*I,3.5818800980383168*^-6+0.*I,6.984774867743727*^-7+0.*I,1.3042143631676578*^-7+0.*I,2.3399304514103707*^-8+0.*I,4.045712794704958*^-9+0.*I,6.758185080936739*^-10+0.*I,1.0931274690514316*^-10+0.*I,1.7153931065780564*^-11+0.*I,2.6161256988147177*^-12+0.*I,3.883512784214128*^-13+0.*I,5.619047161212293*^-14+0.*I,7.934408606459563*^-15+0.*I,1.0946422198851154*^-15+0.*I,1.4770110107219715*^-16+0.*I,1.9510089015476973*^-17+0.*I,2.525081464400511*^-18+0.*I,3.2046404048236137*^-19+0.*I,3.991093983329416*^-20+0.*I,4.881024655795115*^-21+0.*I,5.86561065793137*^-22+0.*I,6.930374260071979*^-23+0.*I,8.055314559350764*^-24+0.*I,9.215449365755005*^-25+0.*I,1.0381752654895685*^-25+0.*I,1.1522435640343228*^-26+0.*I,1.2604485325459893*^-27+0.*I,1.3595348473148608*^-28+0.*I,1.446463425273656*^-29+0.*I,1.5185706905989698*^-30+0.*I,1.5737050536628615*^-31+0.*I,1.6103309971288625*^-32+0.*I,1.627594174343729*^-33+0.*I,1.6253444011704381*^-34+0.*I,1.6041169764285109*^-35+0.*I,1.5650760332131695*^-36+0.*I,1.509926303174472*^-37+0.*I,1.4408015614558902*^-38+0.*I,1.3601390116230973*^-39+0.*I,1.270548973312238*^-40+0.*I,1.1746885474358373*^-41+0.*I,1.0751466193292903*^-42+0.*I,9.743458236771045*^-44+0.*I,8.744651523633189*^-45+0.*I,7.77384939955432*^-46+0.*I,6.846541811180049*^-47+0.*I,5.9747864497178*^-48+0.*I,5.167271289345988*^-49+0.*I,4.429524667361*^-50+0.*I,3.764235585824924*^-51+0.*I,3.1716468064164255*^-52+0.*I,2.6499859015871405*^-53+0.*I,2.195903956738925*^-54+0.*I,1.8048973252034234*^-55+0.*I,1.4716940234044234*^-56+0.*I,1.1905924378908034*^-57+0.*I,9.557455620471185*^-59+0.*I,7.613886995833041*^-60+0.*I,6.0201231351311574*^-61+0.*I,4.724844289740088*^-62+0.*I,3.6812877139573153*^-63+0.*I,2.8476575515640747*^-64+0.*I,2.187236840110064*^-65+0.*I,1.668272479125568*^-66+0.*I,1.2636976132320382*^-67+0.*I,9.507472894620986*^-69+0.*I,7.105136541618961*^-70+0.*I,5.274772859529099*^-71+0.*I,3.8904218103333993*^-72+0.*I,2.8509384084498205*^-73+0.*I,2.0759308478721664*^-74+0.*I,1.5021269044636826*^-75+0.*I,1.0801970541299268*^-76+0.*I,7.720315842120823*^-78+0.*I,5.484476182947408*^-79+0.*I,3.872886485258921*^-80+0.*I,2.7187212386384003*^-81+0.*I,1.897382731587311*^-82+0.*I,1.3165426030208207*^-83+0.*I,9.083083111861377*^-85+0.*I,6.231291884138118*^-86+0.*I,4.251055255058397*^-87+0.*I,2.884138156234042*^-88+0.*I,1.9460869761802935*^-89+0.*I,1.3060534840616349*^-90+0.*I,8.718410484612263*^-92+0.*I,5.789164262840025*^-93+0.*I,3.824024801814594*^-94+0.*I,2.512900872587233*^-95+0.*I
0.24022333274979282+0.*I,-0.5868619934330565+0.*I,0.20273678356769823+0.*I,0.5549266705237013+0.*I,0.4327091760008617+0.*I,0.22689601284122976+0.*I,0.09430978170617339+0.*I,0.03330986535495869+0.*I,0.010384936882315078+0.*I,0.0029270303777898495+0.*I,0.000758126265581447+0.*I,0.00018259855003962682+0.*I,0.000041266377109054576+0.*I,8.812383097624866*^-6+0.*I,1.7883109277632805*^-6+0.*I,3.464652241261464*^-7+0.*I,6.433172486204784*^-8+0.*I,1.1485892965409764*^-8+0.*I,1.9774290248397672*^-9+0.*I,3.290740925057049*^-10+0.*I,5.304823453528875*^-11+0.*I,8.299488884024324*^-12+0.*I,1.2623001543601497*^-12+0.*I,1.8692001287269915*^-13+0.*I,2.6984639455307865*^-14+0.*I,3.802549921821458*^-15+0.*I,5.236151866441674*^-16+0.*I,7.052905192297991*^-17+0.*I,9.301330750129345*^-18+0.*I,1.202025643788651*^-18+0.*I,1.523406257684139*^-19+0.*I,1.8948176185958412*^-20+0.*I,2.314527709168996*^-21+0.*I,2.7782665383956084*^-22+0.*I,3.279117177521039*^-23+0.*I,3.807587419504056*^-24+0.*I,4.351872700112699*^-25+0.*I,4.8983030877740856*^-26+0.*I,5.4319492605761166*^-27+0.*I,5.937346565871635*^-28+0.*I,6.399284369778687*^-29+0.*I,6.803601309493969*^-30+0.*I,7.13792643776059*^-31+0.*I,7.392311525500317*^-32+0.*I,7.559710191899811*^-33+0.*I,7.636273724600909*^-34+0.*I,7.621449744038649*^-35+0.*I,7.517886446154223*^-36+0.*I,7.331160332094027*^-37+0.*I,7.069357715506596*^-38+0.*I,6.742548941305725*^-39+0.*I,6.362198708758236*^-40+0.*I,5.940556212033469*^-41+0.*I,5.490065460464062*^-42+0.*I,5.02282989788367*^-43+0.*I,4.550157265070442*^-44+0.*I,4.082201549701895*^-45+0.*I,3.627709785410422*^-46+0.*I,3.19387318137158*^-47+0.*I,2.7862751622634155*^-48+0.*I,2.4089237201884704*^-49+0.*I,2.06435214738073*^-50+0.*I,1.753770661710236*^-51+0.*I,1.4772514403289773*^-52+0.*I,1.2339308294256763*^-53+0.*I,1.02221464432668*^-54+0.*I,8.399751572966459*^-56+0.*I,6.847312662670013*^-57+0.*I,5.538061775932111*^-58+0.*I,4.444595180835034*^-59+0.*I,3.5399298343767993*^-60+0.*I,2.7983036347999963*^-61+0.*I,2.195740448418666*^-62+0.*I,1.7104090621103586*^-63+0.*I,1.3228094537200984*^-64+0.*I,1.0158208247144742*^-65+0.*I,7.746444729590326*^-67+0.*I,5.866715445093297*^-68+0.*I,4.4130165813074835*^-69+0.*I,3.297338992033231*^-70+0.*I,2.44747160123632*^-71+0.*I,1.804825686698664*^-72+0.*I,1.3223698947929045*^-73+0.*I,9.627340923920087*^-75+0.*I,6.965145323973804*^-76+0.*I,5.007930695852334*^-77+0.*I,3.578687445538456*^-78+0.*I,2.5419019621341473*^-79+0.*I,1.7947123627287534*^-80+0.*I,1.2596870507844272*^-81+0.*I,8.790067935188996*^-83+0.*I,6.098357292202335*^-84+0.*I,4.206813009912618*^-85+0.*I,2.8856340667768687*^-86+0.*I,1.9683593201593923*^-87+0.*I,1.3352707912557704*^-88+0.*I,9.008704543783013*^-90+0.*I,6.045176463000683*^-91+0.*I,4.034914502111207*^-92+0.*I,2.678939748769406*^-93+0.*I
-0.08976331133576172+0.*I,0.35798342705739256+0.*I,-0.5549266705237013+0.*I,-0.004620490700987993+0.*I,0.47908538316541593+0.*I,0.4738418002001039+0.*I,0.2856390520695465+0.*I,0.13161380429883773+0.*I,0.050514283679758534+0.*I,0.016893506343056156+0.*I,0.005060715810760921+0.*I,0.0013834703909329095+0.*I,0.0003497772546639985+0.*I,0.0000826099254918851+0.*I,0.000018368692127426235+0.*I,3.869322496850113*^-6+0.*I,7.760885781371304*^-7+0.*I,1.4884824765010078*^-7+0.*I,2.7395678851124976*^-8+0.*I,4.853456755143795*^-9+0.*I,8.298433273875583*^-10+0.*I,1.3725119858503158*^-10+0.*I,2.2003443392377943*^-11+0.*I,3.4253051927696822*^-12+0.*I,5.18606390092072*^-13+0.*I,7.647706034008669*^-14+0.*I,1.0998746629139358*^-14+0.*I,1.5444912454972162*^-15+0.*I,2.1199422094333165*^-16+0.*I,2.846985632318125*^-17+0.*I,3.744214315680188*^-18+0.*I,4.82626306467964*^-19+0.*I,6.101962378393766*^-20+0.*I,7.572605581230941*^-21+0.*I,9.230509388353923*^-22+0.*I,1.1058040797676833*^-22+0.*I,1.3027255007955428*^-23+0.*I,1.5100241676411695*^-24+0.*I,1.723021493748719*^-25+0.*I,1.9363313082389684*^-26+0.*I,2.144100475446578*^-27+0.*I,2.34029381354447*^-28+0.*I,2.519002499642006*^-29+0.*I,2.6747527738276044*^-30+0.*I,2.802791704581349*^-31+0.*I,2.8993290027699774*^-32+0.*I,2.961718051633807*^-33+0.*I,2.9885649236650253*^-34+0.*I,2.979760518950126*^-35+0.*I,2.9364373819107316*^-36+0.*I,2.860858583638346*^-37+0.*I,2.7562507685036215*^-38+0.*I,2.6265967031811905*^-39+0.*I,2.476404275264938*^-40+0.*I,2.3104688981118815*^-41+0.*I,2.1336448803769704*^-42+0.*I,1.950638822240129*^-43+0.*I,1.7658348812430092*^-44+0.*I,1.5831582000232443*^-45+0.*I,1.4059792683191083*^-46+0.*I,1.2370588025062852*^-47+0.*I,1.0785300852138308*^-48+0.*I,9.319137429817394*^-50+0.*I,7.98158693323022*^-51+0.*I,6.777024324140376*^-52+0.*I,5.705438739150983*^-53+0.*I,4.763224655147834*^-54+0.*I,3.94398163912959*^-55+0.*I,3.2392790288142114*^-56+0.*I,2.6393531796741514*^-57+0.*I,2.133715924573746*^-58+0.*I,1.711662857299364*^-59+0.*I,1.3626784728425088*^-60+0.*I,1.0767418242968385*^-61+0.*I,8.44541144960911*^-63+0.*I,6.576089489934081*^-64+0.*I,5.083906858551164*^-65+0.*I,3.9026036329119337*^-66+0.*I,2.974959707405376*^-67+0.*I,2.2522631867021405*^-68+0.*I,1.6935931625077516*^-69+0.*I,1.2649995276129687*^-70+0.*I,9.386449119981773*^-72+0.*I,6.919574217554759*^-73+0.*I,5.0682835887308296*^-74+0.*I,3.6887687755139157*^-75+0.*I,2.6679369208288177*^-76+0.*I,1.9176839432975976*^-77+0.*I,1.369994379393802*^-78+0.*I,9.728210315676807*^-80+0.*I,6.866744628739055*^-81+0.*I,4.8184044341441077*^-82+0.*I,3.361397913887477*^-83+0.*I,2.3314717200361493*^-84+0.*I,1.607912784411507*^-85+0.*I,1.1026682085692296*^-86+0.*I,7.519769776512203*^-88+0.*I,5.099977471901176*^-89+0.*I,3.440029032305837*^-90+0.*I,2.3078716239062303*^-91+0.*I
0.02904779521438662+0.*I,-0.160726638707902+0.*I,0.4327091760008617+0.*I,-0.47908538316541593+0.*I,-0.15965458974776253+0.*I,0.38229648893877477+0.*I,0.4879012837900217+0.*I,0.33527415277268197+0.*I,0.1697833866771333+0.*I,0.0703046139080374+0.*I,0.025073309362904007+0.*I,0.007944550764075114+0.*I,0.002283051577649939+0.*I,0.0006038369846794808+0.*I,0.00014860483086638366+0.*I,0.000034318689879913395+0.*I,7.487499378075296*^-6+0.*I,1.551779655468081*^-6+0.*I,3.0688945585179735*^-7+0.*I,5.813689823399822*^-8+0.*I,1.0584118345720873*^-8+0.*I,1.8569948507367465*^-9+0.*I,3.1476218313959586*^-10+0.*I,5.165396016784743*^-11+0.*I,8.222426668021366*^-12+0.*I,1.2717676682181126*^-12+0.*I,1.9141976959802903*^-13+0.*I,2.8075777934540592*^-14+0.*I,4.017737492252781*^-15+0.*I,5.615989405093301*^-16+0.*I,7.67562686627729*^-17+0.*I,1.0267271559701204*^-17+0.*I,1.3453271225445042*^-18+0.*I,1.728149978771599*^-19+0.*I,2.1779046161155525*^-20+0.*I,2.694637201416135*^-21+0.*I,3.275255479481529*^-22+0.*I,3.9132198975436026*^-23+0.*I,4.598449342245201*^-24+0.*I,5.317472372439589*^-25+0.*I,6.053833221357853*^-26+0.*I,6.788737942388809*^-27+0.*I,7.501902673049967*^-28+0.*I,8.172545862060408*^-29+0.*I,8.78045180772994*^-30+0.*I,9.307025628644592*^-31+0.*I,9.736260537970122*^-32+0.*I,1.0055546741268009*^-32+0.*I,1.0256266241732127*^-33+0.*I,1.0334137434470115*^-34+0.*I,1.0289295307091385*^-35+0.*I,1.0126114944390738*^-36+0.*I,9.852805670197897*^-38+0.*I,9.480818805143634*^-39+0.*I,9.024122535489922*^-40+0.*I,8.498402303530562*^-41+0.*I,7.920244612693321*^-42+0.*I,7.306356896083745*^-43+0.*I,6.672867215902735*^-44+0.*I,6.034736341824601*^-45+0.*I,5.405302534207734*^-46+0.*I,4.795967356327428*^-47+0.*I,4.216020060472192*^-48+0.*I,3.672589250918109*^-49+0.*I,3.170704029895791*^-50+0.*I,2.713442797221437*^-51+0.*I,2.3021461709117307*^-52+0.*I,1.9366708117879392*^-53+0.*I,1.6156628415288882*^-54+0.*I,1.336832563093174*^-55+0.*I,1.097215853787529*^-56+0.*I,8.934114827646786*^-58+0.*I,7.217873617119928*^-59+0.*I,5.786521157361807*^-60+0.*I,4.603911984427274*^-61+0.*I,3.6356899207918246*^-62+0.*I,2.849999210874275*^-63+0.*I,2.2179260877300908*^-64+0.*I,1.7137160040025472*^-65+0.*I,1.3148125922129655*^-66+0.*I,1.0017621771211456*^-67+0.*I,7.580233300248748*^-69+0.*I,5.6971540063180395*^-70+0.*I,4.253339021573063*^-71+0.*I,3.1545460783007943*^-72+0.*I,2.3244262783569986*^-73+0.*I,1.7017781580130768*^-74+0.*I,1.238037239454362*^-75+0.*I,8.950401380218757*^-77+0.*I,6.4307696543928305*^-78+0.*I,4.592274241025923*^-79+0.*I,3.259635878892449*^-80+0.*I,2.299947958913777*^-81+0.*I,1.613262634336404*^-82+0.*I,1.1250195743232807*^-83+0.*I,7.800314797578812*^-85+0.*I,5.377614633409303*^-86+0.*I,3.686553414200809*^-87+0.*I,2.513227975480827*^-88+0.*I,1.7039244629668303*^-89+0.*I
-0.008407608423712723+0.*I,0.059511367903160854+0.*I,-0.22689601284122976+0.*I,0.4738418002001039+0.*I,-0.38229648893877477+0.*I,-0.2703066773514898+0.*I,0.2775664288731623+0.*I,0.48025066520879023+0.*I,0.37494979669688316+0.*I,0.20743931370608473+0.*I,0.09216850724178056+0.*I,0.03489025303281538+0.*I,0.011646837526621429+0.*I,0.003506535174469595+0.*I,0.000967400278429047+0.*I,0.0002474578984899955+0.*I,0.00005922395319878454+0.*I,0.000013357118795825705+0.*I,2.8554686446882856*^-6+0.*I,5.814105095562611*^-7+0.*I,1.1321032394265313*^-7+0.*I,2.1153498396457653*^-8+0.*I,3.804160336675307*^-9+0.*I,6.601389250766059*^-10+0.*I,1.1078825337261642*^-10+0.*I,1.8017803897611136*^-11+0.*I,2.8446718493044987*^-12+0.*I,4.366930806183606*^-13+0.*I,6.527652093737991*^-14+0.*I,9.513443721979883*^-15+0.*I,1.3534144714156671*^-15+0.*I,1.8814980344095686*^-16+0.*I,2.5584978629834157*^-17+0.*I,3.4061882969859302*^-18+0.*I,4.443426418762336*^-19+0.*I,5.684200279080317*^-20+0.*I,7.13567118952142*^-21+0.*I,8.79639372945938*^-22+0.*I,1.0654905020555286*^-22+0.*I,1.2688860901653522*^-23+0.*I,1.486486064074212*^-24+0.*I,1.7139046590384802*^-25+0.*I,1.945849638342965*^-26+0.*I,2.17633506030486*^-27+0.*I,2.3989547065426338*^-28+0.*I,2.607197240634597*^-29+0.*I,2.794779962504347*^-30+0.*I,2.9559761305267236*^-31+0.*I,3.085911416796915*^-32+0.*I,3.180808012409418*^-33+0.*I,3.238159806642548*^-34+0.*I,3.2568283184087514*^-35+0.*I,3.2370559366474834*^-36+0.*I,3.1803997879411564*^-37+0.*I,3.089595528365881*^-38+0.*I,2.968365032966733*^-39+0.*I,2.8211850029550415*^-40+0.*I,2.653034808441628*^-41+0.*I,2.4691415098594703*^-42+0.*I,2.2747381924336228*^-43+0.*I,2.0748488560844002*^-44+0.*I,1.8741095368219902*^-45+0.*I,1.6766315087270356*^-46+0.*I,1.4859087019363394*^-47+0.*I,1.3047681733025909*^-48+0.*I,1.1353597934620124*^-49+0.*I,9.791793820698828*^-51+0.*I,8.371183578468461*^-52+0.*I,7.09532523300516*^-53+0.*I,5.963227723786869*^-54+0.*I,4.9702115638446836*^-55+0.*I,4.108767196308451*^-56+0.*I,3.3693667583231956*^-57+0.*I,2.7411971007703012*^-58+0.*I,2.212793550905613*^-59+0.*I,1.7725642851576644*^-60+0.*I,1.4092038263601766*^-61+0.*I,1.1120008755361688*^-62+0.*I,8.710504261053883*^-64+0.*I,6.773830386827419*^-65+0.*I,5.230255314126337*^-66+0.*I,4.010074720292412*^-67+0.*I,3.0532706487217623*^-68+0.*I,2.3088861299798385*^-69+0.*I,1.7342196878004327*^-70+0.*I,1.2939248370866222*^-71+0.*I,9.590809487851991*^-73+0.*I,7.062845702132444*^-74+0.*I,5.167951557745472*^-75+0.*I,3.7575652271824846*^-76+0.*I,2.7150525969135798*^-77+0.*I,1.9496964408418976*^-78+0.*I,1.3915710389687604*^-79+0.*I,9.872456184339152*^-81+0.*I,6.962377473519172*^-82+0.*I,4.881269363686327*^-83+0.*I,3.402361701439113*^-84+0.*I,2.3579231690006235*^-85+0.*I,1.6248324710000352*^-86+0.*I,1.1133840030529585*^-87+0.*I
0.0022214735982188575+0.*I,-0.019156593694435054+0.*I,0.09430978170617339+0.*I,-0.2856390520695465+0.*I,0.4879012837900217+0.*I,-0.2775664288731623+0.*I,-0.3436457843149579+0.*I,0.17291330394397625+0.*I,0.45547578404154576+0.*I,0.4044078475599606+0.*I,0.2434500717287242+0.*I,0.11557798260400969+0.*I,0.04626492042696714+0.*I,0.01621717754221627+0.*I,0.005100712692596733+0.*I,0.0014642103681855143+0.*I,0.0003884487953889575+0.*I,0.00009615952573068385+0.*I,0.000022380731275306713+0.*I,4.927722351350475*^-6+0.*I,1.031592866364938*^-6+0.*I,2.0620790657724564*^-7+0.*I,3.9500723410176755*^-8+0.*I,7.273704452359731*^-9+0.*I,1.2910051762301621*^-9+0.*I,2.213848782788857*^-10+0.*I,3.675542538583344*^-11+0.*I,5.919076424208346*^-12+0.*I,9.261173922705806*^-13+0.*I,1.409957487481993*^-13+0.*I,2.0915105227829967*^-14+0.*I,3.026638795281701*^-15+0.*I,4.2775324904429477*^-16+0.*I,5.910210421951181*^-17+0.*I,7.990944957552623*^-18+0.*I,1.0581705405501727*^-18+0.*I,1.3734850276784807*^-19+0.*I,1.748743111347224*^-20+0.*I,2.185557958881512*^-21+0.*I,2.682951691573084*^-22+0.*I,3.236973591661402*^-23+0.*I,3.840485384057872*^-24+0.*I,4.483151905432904*^-25+0.*I,5.1516586804380925*^-26+0.*I,5.830157585929729*^-27+0.*I,6.500920196072602*^-28+0.*I,7.145158086688545*^-29+0.*I,7.743952729151327*^-30+0.*I,8.27922655464293*^-31+0.*I,8.734682534851548*^-32+0.*I,9.096642563321062*^-33+0.*I,9.354724519657358*^-34+0.*I,9.50231288257284*^-35+0.*I,9.536796299725426*^-36+0.*I,9.459565508515794*^-37+0.*I,9.275784314378818*^-38+0.*I,8.993963105661433*^-39+0.*I,8.625377200072522*^-40+0.*I,8.183380326806719*^-41+0.*I,7.682666499896132*^-42+0.*I,7.138531734599738*^-43+0.*I,6.566181248640382*^-44+0.*I,5.980119024142114*^-45+0.*I,5.393646077285893*^-46+0.*I,4.818482676685094*^-47+0.*I,4.264519122489364*^-48+0.*I,3.739690381140783*^-49+0.*I,3.249962433791732*^-50+0.*I,2.799412932235008*^-51+0.*I,2.390385704578785*^-52+0.*I,2.0236976462844328*^-53+0.*I,1.6988772540090492*^-54+0.*I,1.4144161059297725*^-55+0.*I,1.1680175286579273*^-56+0.*I,9.568301006784869*^-58+0.*I,7.77657160993523*^-59+0.*I,6.271368286508708*^-60+0.*I,5.018899862695983*^-61+0.*I,3.986361122230746*^-62+0.*I,3.1427870812020174*^-63+0.*I,2.4596336599461983*^-64+0.*I,1.911123019210597*^-65+0.*I,1.474395262021652*^-66+0.*I,1.1295081525125654*^-67+0.*I,8.593238975267423*^-69+0.*I,6.493177456310085*^-70+0.*I,4.873379359413437*^-71+0.*I,3.633409868605611*^-72+0.*I,2.6912091175944714*^-73+0.*I,1.980460002454477*^-74+0.*I,1.4481249933354058*^-75+0.*I,1.0522095509596466*^-76+0.*I,7.597814066777871*^-78+0.*I,5.452535475650316*^-79+0.*I,3.88923461193989*^-80+0.*I,2.7575106862522083*^-81+0.*I,1.9435179634694282*^-82+0.*I,1.3617844231383322*^-83+0.*I,9.486501415214321*^-85+0.*I,6.570682663005255*^-86+0.*I
-0.0005434210293212231+0.*I,0.005525759900996996+0.*I,-0.03330986535495869+0.*I,0.13161380429883773+0.*I,-0.33527415277268197+0.*I,0.48025066520879023+0.*I,-0.17291330394397625+0.*I,-0.3859441603514358+0.*I,0.07343275865720694+0.*I,0.41753398948861664+0.*I,0.42380661705393446+0.*I,0.2769079132256792+0.*I,0.14000968970489425+0.*I,0.05908138259990111+0.*I,0.021686806538223434+0.*I,0.0071085009525004815+0.*I,0.0021186549293921155+0.*I,0.0005818310025822549+0.*I,0.00014872346923846196+0.*I,0.000035667026242365935+0.*I,8.077020845022972*^-6+0.*I,1.7363282932226492*^-6+0.*I,3.5590480537338373*^-7+0.*I,6.982183450247476*^-8+0.*I,1.3152475461136127*^-8+0.*I,2.3856148721600854*^-9+0.*I,4.176724323830613*^-10+0.*I,7.073828688873381*^-11+0.*I,1.1611604278591942*^-11+0.*I,1.8505296023901282*^-12+0.*I,2.8677263848877604*^-13+0.*I,4.3273723528961315*^-14+0.*I,6.366588145611372*^-15+0.*I,9.14297550919627*^-16+0.*I,1.2829993377308665*^-16+0.*I,1.7609444471438202*^-17+0.*I,2.3661067764681537*^-18+0.*I,3.114957578656776*^-19+0.*I,4.020984617796559*^-20+0.*I,5.093132552315907*^-21+0.*I,6.334297784627094*^-22+0.*I,7.740026223845893*^-23+0.*I,9.297561854578047*^-24+0.*I,1.098537609860847*^-24+0.*I,1.2773273438769159*^-25+0.*I,1.4623120741905793*^-26+0.*I,1.6490191265617534*^-27+0.*I,1.8325055871787857*^-28+0.*I,2.0075900330186937*^-29+0.*I,2.1691105072590606*^-30+0.*I,2.3121897246834525*^-31+0.*I,2.4324877279953147*^-32+0.*I,2.5264233894542635*^-33+0.*I,2.5913490813286663*^-34+0.*I,2.625667144323874*^-35+0.*I,2.6288819493033795*^-36+0.*I,2.6015867949277717*^-37+0.*I,2.5453900455597295*^-38+0.*I,2.46278930270526*^-39+0.*I,2.3570056614111945*^-40+0.*I,2.2317920293719372*^-41+0.*I,2.091230041661824*^-42+0.*I,1.9395293945731475*^-43+0.*I,1.7808416692605387*^-44+0.*I,1.6190982152529636*^-45+0.*I,1.457878742145783*^-46+0.*I,1.3003142431755171*^-47+0.*I,1.1490250245442154*^-48+0.*I,1.0060921543658768*^-49+0.*I,8.730587164773963*^-51+0.*I,7.509559242195465*^-52+0.*I,6.403484178228495*^-53+0.*I,5.41392882565243*^-54+0.*I,4.539043920321089*^-55+0.*I,3.7742548919026037*^-56+0.*I,3.112938493246223*^-57+0.*I,2.547053114765556*^-58+0.*I,2.0677002260701552*^-59+0.*I,1.6656033573536254*^-60+0.*I,1.3314988687790197*^-61+0.*I,1.0564391474598127*^-62+0.*I,8.320137011713092*^-64+0.*I,6.50496922309613*^-65+0.*I,5.049332227462114*^-66+0.*I,3.8917100734169875*^-67+0.*I,2.978568105837715*^-68+0.*I,2.2640011924529096*^-69+0.*I,1.7091817715660674*^-70+0.*I,1.2816861622167854*^-71+0.*I,9.54762409081276*^-73+0.*I,7.065883059109127*^-74+0.*I,5.195549569783728*^-75+0.*I,3.7959976496437466*^-76+0.*I,2.7560327494273842*^-77+0.*I,1.9885685382020123*^-78+0.*I,1.4260259945856208*^-79+0.*I,1.0164292574506933*^-80+0.*I,7.201469054803397*^-82+0.*I,5.072124688717234*^-83+0.*I,3.551514333640336*^-84+0.*I
