0.36189628156616505+0.*I,0.-0.5159777080308172*I,-0.52019091065547+0.*I,0.+0.4282022552837975*I,0.30525709921471816+0.*I,0.-0.19463798010945493*I,-0.11329187956989126+0.*I,0.+0.061051533945876646*I,0.03077502433334013+0.*I,0.-0.014625946096479646*I,-0.0065943316702695865+0.*I,0.+0.0028347924172732277*I,0.0011667490545041101+0.*I,0.-0.00046137345055645684*I,-0.00017580669112183368+0.*I,0.+0.00006471971390652125*I,0.000023068715642351575+0.*I,0.-7.97711353565274*^-6*I,-2.6807501499434652*^-6+0.*I,0.+8.768521207790776*^-7*I,2.795491506703376*^-7+0.*I,0.-8.69751823572857*^-8*I,-2.643813560503937*^-8+0.*I,0.+7.859840374498186*^-9*I,2.2874674527691626*^-9+0.*I,0.-6.522765077148965*^-10*I,-1.8238616078956862*^-10+0.*I,0.+5.0044553376399336*^-11*I,1.348418245360925*^-11+0.*I,0.-3.570034718098649*^-12*I,-9.293057631511892*^-13+0.*I,0.+2.379713102415874*^-13*I,5.99786147045391*^-14+0.*I,0.-1.488628327914651*^-14*I,-3.639935088456626*^-15+0.*I,0.+8.772157788975487*^-16*I,2.084500495948833*^-16+0.*I,0.-4.885938082034779*^-17*I,-1.1300638410820706*^-17+0.*I,0.+2.5799868573913317*^-18*I,5.816132826672277*^-19+0.*I,0.-1.2950579614970319*^-19*I,-2.8491241840495744*^-20+0.*I,0.+6.194752642136605*^-21*I,1.3315100524883147*^-21+0.*I,0.-2.8299907168794454*^-22*I,-5.94912252231265*^-23+0.*I,0.+1.2372310269554666*^-23*I,2.5461090591811114*^-24+0.*I,0.-5.185919611581822*^-25*I,-1.0456530207982227*^-25+0.*I,0.+2.0876097985364484*^-26*I,4.1275702450668834*^-27+0.*I,0.-8.083572848137325*^-28*I,-1.5683872200252717*^-28+0.*I,0.+3.0152183556594374*^-29*I,5.7447558098430254*^-30+0.*I,0.-1.0848781526291022*^-30*I,-2.031018058473346*^-31+0.*I,0.+3.769941380180763*^-32*I,6.93914224802082*^-33+0.*I,0.-1.2667406024338388*^-33*I,-2.2937108268687163*^-34+0.*I,0.+4.120170687732614*^-35*I,7.34297482607369*^-36+0.*I,0.-1.2985604730749691*^-36*I,-2.2789617166211986*^-37+0.*I,0.+3.969597254776718*^-38*I,6.863392068094625*^-39+0.*I,0.-1.17804283269729*^-39*I,-2.00751537252777*^-40+0.*I,0.+3.396851204292126*^-41*I,5.707646841519217*^-42+0.*I,0.-9.524506480733981*^-43*I,-1.578604876343441*^-43+0.*I,0.+2.598900343723846*^-44*I,4.250398490392279*^-45+0.*I,0.-6.90607203949515*^-46*I,-1.1148864089041292*^-46+0.*I,0.+1.7883968398619727*^-47*I,2.85079322839934*^-48+0.*I,0.-4.5161673569183276*^-49*I,-7.1106601024601315*^-50+0.*I,0.+1.1128014718915393*^-50*I,1.7311108031116404*^-51+0.*I,0.-2.677085378099861*^-52*I,-4.1158526145326226*^-53+0.*I,0.+6.291395777803413*^-54*I,9.562082551046635*^-55+0.*I,0.-1.4451213045651828*^-55*I,-2.1718501999149895*^-56+0.*I,0.+3.2460558605720523*^-57*I,4.8251286119316036*^-58+0.*I,0.-7.133690081051509*^-59*I,-1.0490522732012288*^-59+0.*I,0.+1.5345538911196268*^-60*I,2.233023772242011*^-61+0.*I,0.-3.2326173355826377*^-62*I,-4.6557331268520096*^-63+0.*I,0.+6.671404889723292*^-64*I
0.-0.5159777080308172*I,-0.3737647593060115+0.*I,0.+0.011965389487749268*I,-0.2904828884613604+0.*I,0.+0.4211807560396024*I,0.4050683275114319+0.*I,0.-0.31523655985433846*I,-0.21269722531586857+0.*I,0.+0.12880197633044144*I,0.07147196527538593+0.*I,0.-0.03684935979308459*I,-0.0178291866092737+0.*I,0.+0.00815650335813739*I,0.003548965137133413+0.*I,0.-0.0014756430052046826*I,-0.0005886215242972868+0.*I,0.+0.00022598837393104432*I,0.00008374129158260257+0.*I,0.-0.000030021916669225138*I,-0.00001043493718858265+0.*I,0.+3.522831539818883*^-6*I,1.157049295505208*^-6+0.*I,0.-3.702552958059071*^-7*I,-1.1558658802724695*^-7+0.*I,0.+3.5243814215918394*^-8*I,1.0507346670970539*^-8+0.*I,0.-3.06593151382636*^-9*I,-8.763547044443333*^-10+0.*I,0.+2.4558566009034795*^-10*I,6.752452750918303*^-11+0.*I,0.-1.8228917281253163*^-11*I,-4.834865228775701*^-12+0.*I,0.+1.260653830726219*^-12*I,3.2332662322164324*^-13+0.*I,0.-8.161152315879187*^-14*I,-2.0283446091043732*^-14+0.*I,0.+4.966094662477712*^-15*I,1.1982903374524087*^-15+0.*I,0.-2.850774385450432*^-16*I,-6.689401887492765*^-17+0.*I,0.+1.548802790309899*^-17*I,3.539497756515538*^-18+0.*I,0.-7.986717741630276*^-19*I,-1.7799732835269214*^-19+0.*I,0.+3.919292488046875*^-20*I,8.528551849700892*^-21+0.*I,0.-1.834572803288693*^-21*I,-3.9021133087596886*^-22+0.*I,0.+8.208773624739317*^-23*I,1.7083375072493007*^-23+0.*I,0.-3.517913764408123*^-24*I,-7.169812885886767*^-25+0.*I,0.+1.446547535724381*^-25*I,2.8896640437362465*^-26+0.*I,0.-5.716574054890777*^-27*I,-1.1201572768109296*^-27+0.*I,0.+2.1744763022899972*^-28*I,4.182517796465052*^-29+0.*I,0.-7.972611165911076*^-30*I,-1.5063042076416088*^-30+0.*I,0.+2.8212484325274656*^-31*I,5.239036378252806*^-32+0.*I,0.-9.647297067928206*^-33*I,-1.7618327296086914*^-33+0.*I,0.+3.1914432578292467*^-34*I,5.734951843622262*^-35+0.*I,0.-1.0224629615077124*^-35*I,-1.8088135795200492*^-36+0.*I,0.+3.175558167465021*^-37*I,5.53320084685507*^-38+0.*I,0.-9.569989706582465*^-39*I,-1.643131530652224*^-39+0.*I,0.+2.800946406440289*^-40*I,4.740818872944483*^-41+0.*I,0.-7.968218903576125*^-42*I,-1.3300578104726143*^-42+0.*I,0.+2.2050682563217243*^-43*I,3.63124543697614*^-44+0.*I,0.-5.94032148976547*^-45*I,-9.654344457622763*^-46+0.*I,0.+1.5589452556585647*^-46*I,2.501324139745325*^-47+0.*I,0.-3.988182437553378*^-48*I,-6.319460730901514*^-49+0.*I,0.+9.952178880208705*^-50*I,1.557836454047919*^-50+0.*I,0.-2.423944614444229*^-51*I,-3.7493114608508415*^-52+0.*I,0.+5.765519910291212*^-53*I,8.814810835921426*^-54+0.*I,0.-1.3399970459440783*^-54*I,-2.0255320375017985*^-55+0.*I,0.+3.044712588734253*^-56*I,4.551476129550919*^-57+0.*I,0.-6.766799331115194*^-58*I,-1.0006106010826679*^-58+0.*I,0.+1.4717120179524362*^-59*I,2.153183953568694*^-60+0.*I,0.-3.1337482540290474*^-61*I,-4.537277663547234*^-62+0.*I
-0.52019091065547+0.*I,0.+0.011965389487749268*I,-0.3617016667399894+0.*I,0.+0.3075093683805368*I,0.013815056106155457+0.*I,0.+0.25756934539933773*I,0.3837883079592694+0.*I,0.-0.37531960237418344*I,-0.29554074509615863+0.*I,0.+0.2011746849218577*I,0.12266592055422311+0.*I,0.-0.06844463858521994*I,-0.03544930464631411+0.*I,0.+0.017217140772778167*I,0.007901986834509978+0.*I,0.-0.0034477869057524964*I,-0.0014370394093806817+0.*I,0.+0.0005744385896607953*I,0.0002209568148948007+0.*I,0.-0.00008201361835766443*I,-0.000029446571627106617+0.*I,0.+0.000010248781715279043*I,3.464219771291926*^-6+0.*I,0.-1.13906638975653*^-6*I,-3.648720896044403*^-7+0.*I,0.+1.1401255599642591*^-7*I,3.479381089298474*^-8+0.*I,0.-1.0381441136681126*^-8*I,-3.0314280698746433*^-9+0.*I,0.+8.670864353595137*^-10*I,2.4314360546992734*^-10+0.*I,0.-6.689297490794342*^-11*I,-1.806851324813955*^-11+0.*I,0.+4.794833329487755*^-12*I,1.2508318991775766*^-12+0.*I,0.-3.2095642561231235*^-13*I,-8.104872848090014*^-14+0.*I,0.+2.0151905850580148*^-14*I,4.935821254982852*^-15+0.*I,0.-1.1914276425522931*^-15*I,-2.835446519907749*^-16+0.*I,0.+6.655662941252406*^-17*I,1.541482308348856*^-17+0.*I,0.-3.523837907422428*^-18*I,-7.953685204174158*^-19+0.*I,0.+1.773101746600819*^-19*I,3.905194484895571*^-20+0.*I,0.-8.500024034064385*^-21*I,-1.828879283463136*^-21+0.*I,0.+3.890906957398513*^-22*I,8.187023616423618*^-23+0.*I,0.-1.7041757937436237*^-23*I,-3.510065653174546*^-24+0.*I,0.+7.155233252515384*^-25*I,1.4438809562425493*^-25+0.*I,0.-2.884866335787462*^-26*I,-5.70809197421471*^-27+0.*I,0.+1.1186859814637665*^-27*I,2.1719776511126675*^-28+0.*I,0.-4.178375862281705*^-29*I,-7.965939403541775*^-30+0.*I,0.+1.5052672168795276*^-30*I,2.8197112860153736*^-31+0.*I,0.-5.236910157574705*^-32*I,-9.644680672863991*^-33+0.*I,0.+1.7615847821424968*^-33*I,3.191397828420154*^-34+0.*I,0.-5.735573900778166*^-35*I,-1.0226956158372527*^-35+0.*I,0.+1.8094342733605722*^-36*I,3.1770044344917442*^-37+0.*I,0.-5.536324594342044*^-38*I,-9.576407437728239*^-39+0.*I,0.+1.6444029108617203*^-39*I,2.803394708439117*^-40+0.*I,0.-4.745425781829136*^-41*I,-7.976719623224061*^-42+0.*I,0.+1.3315999086279558*^-42*I,2.207823778249056*^-43+0.*I,0.-3.636102397332557*^-44*I,-5.948776082101228*^-45+0.*I,0.+9.668891992244261*^-46*I,1.5614214441072721*^-46+0.*I,0.-2.505496192041683*^-47*I,-3.995144203680747*^-48+0.*I,0.+6.330971156555753*^-49*I,9.97104305118819*^-50+0.*I,0.-1.5609020091940085*^-50*I,-2.4288858864249097*^-51+0.*I,0.+3.757213610449545*^-52*I,5.778060995661461*^-53+0.*I,0.-8.834567094474026*^-54*I,-1.3430869258669252*^-54+0.*I,0.+2.0303307641117106*^-55*I,3.0521142920574575*^-56+0.*I,0.-4.5628164876794827*^-57*I,-6.784060674233206*^-58+0.*I,0.+1.0032211636976756*^-58*I,1.4756353995549168*^-59+0.*I,0.-2.1590440628334687*^-60*I
0.+0.4282022552837975*I,-0.2904828884613604+0.*I,0.+0.3075093683805368*I,-0.10857112876976137+0.*I,0.+0.3437091810418397*I,0.22985688648304498+0.*I,0.+0.04833747225964867*I,0.2772968654723211+0.*I,0.-0.3696159419965703*I,-0.3462918957438977+0.*I,0.+0.26631891465859864*I,0.1785462156875633+0.*I,0.-0.10770869771997002*I,-0.0596210875283528+0.*I,0.+0.030688646547343598*I,0.014831286821953728+0.*I,0.-0.006779404169004231*I,-0.002947981056939348+0.*I,0.+0.0012251978122003288*I,0.0004885518261270506+0.*I,0.-0.00018751890428839462*I,-0.00006947188079449432+0.*I,0.+0.000024902212250115415*I,8.654352144827321*^-6+0.*I,0.-2.9214168280025684*^-6*I,-9.594440025843022*^-7+0.*I,0.+3.070028759614359*^-7*I,9.583580756946951*^-8+0.*I,0.-2.9220465121371833*^-8*I,-8.711338847347783*^-9+0.*I,0.+2.5418210831478843*^-9*I,7.265334724105385*^-10+0.*I,0.-2.035981976579987*^-10*I,-5.597954639842657*^-11+0.*I,0.+1.5112174929129154*^-11*I,4.008204628935315*^-12+0.*I,0.-1.0451093041643275*^-12*I,-2.680454634989038*^-13+0.*I,0.+6.765816986238152*^-14*I,1.6815616679359522*^-14+0.*I,0.-4.1170749821544016*^-15*I,-9.93433772527198*^-16+0.*I,0.+2.3634318185189543*^-16*I,5.545888298683822*^-17+0.*I,0.-1.2840553279212143*^-17*I,-2.934493740878911*^-18+0.*I,0.+6.621615011322672*^-19*I,1.4757513985052593*^-19+0.*I,0.-3.2494629166767895*^-20*I,-7.071042304157504*^-21+0.*I,0.+1.5210635102502888*^-21*I,3.235314754179152*^-22+0.*I,0.-6.806113763983413*^-23*I,-1.416442179967818*^-23+0.*I,0.+2.91685333866029*^-24*I,5.944857185696126*^-25+0.*I,0.-1.1994177724922116*^-25*I,-2.396013442619931*^-26+0.*I,0.+4.7400378849307535*^-27*I,9.288145690916113*^-28+0.*I,0.-1.8030537741638614*^-28*I,-3.4681329010934417*^-29+0.*I,0.+6.610927548463228*^-30*I,1.249045699146752*^-30+0.*I,0.-2.339433684682046*^-31*I,-4.3443472772483774*^-32+0.*I,0.+7.999860751889903*^-33*I,1.46098261251893*^-33+0.*I,0.-2.646494780379183*^-34*I,-4.755729818810591*^-35+0.*I,0.+8.478878456928742*^-36*I,1.4999887620998194*^-36+0.*I,0.-2.633404555098703*^-37*I,-4.58856834091768*^-38+0.*I,0.+7.936251918588932*^-39*I,1.3626347335462967*^-39+0.*I,0.-2.3228171411031303*^-40*I,-3.9315756053708525*^-41+0.*I,0.+6.608113887617154*^-42*I,1.1030360941797975*^-42+0.*I,0.-1.828707040917174*^-43*I,-3.011483919655623*^-44+0.*I,0.+4.9264909683264234*^-45*I,8.006694923468688*^-46+0.*I,0.-1.2928973916377898*^-46*I,-2.0744636406704153*^-47+0.*I,0.+3.307603809574794*^-48*I,5.241083231478044*^-49+0.*I,0.-8.253948185471653*^-50*I,-1.2920160630117626*^-50+0.*I,0.+2.0103477492875728*^-51*I,3.1095849099399883*^-52+0.*I,0.-4.781803687720708*^-53*I,-7.310862071210583*^-54+0.*I,0.+1.1113778172117251*^-54*I,1.6799612045888355*^-55+0.*I,0.-2.525274861477051*^-56*I,-3.77499867304301*^-57+0.*I,0.+5.612417606493419*^-58*I,8.299155334337644*^-59+0.*I
0.30525709921471816+0.*I,0.+0.4211807560396024*I,0.013815056106155457+0.*I,0.+0.3437091810418397*I,0.13645249332387094+0.*I,0.+0.22041802154425086*I,0.31597489119472216+0.*I,0.-0.1337351025442824*I,0.12866493744531193+0.*I,0.-0.30755912358292586*I,-0.357681963695946+0.*I,0.+0.31435781614820496*I,0.23246767134901147+0.*I,0.-0.15167189698917938*I,-0.08966349918590812+0.*I,0.+0.048855371206962275*I,0.024829667638630034+0.*I,0.-0.011874541101433607*I,-0.0053801923839670775+0.*I,0.+0.0023219775845130714*I,0.0009587564966293134+0.*I,0.-0.00038013462749544175*I,-0.0001451736971827611+0.*I,0.+0.00005354388713020327*I,0.0000191161253014568+0.*I,0.-6.619573012221483*^-6*I,-2.2272554379741864*^-6+0.*I,0.+7.292973766999299*^-7*I,2.3272700955023477*^-7+0.*I,0.-7.246836536824375*^-8*I,-2.2044968914876607*^-8+0.*I,0.+6.558198772520072*^-9*I,1.909805766278232*^-9+0.*I,0.-5.448845655354352*^-10*I,-1.5243384408691035*^-10+0.*I,0.+4.1845044794037875*^-11*I,1.1279575693721083*^-11+0.*I,0.-2.9874914352622275*^-12*I,-7.779394046556159*^-13+0.*I,0.+1.9927504004685187*^-13*I,5.024066590524788*^-14+0.*I,0.-1.2472871595932816*^-14*I,-3.0506088608737675*^-15+0.*I,0.+7.353673786348023*^-16*I,1.7478252427738868*^-16+0.*I,0.-4.097658121574416*^-17*I,-9.479310325124047*^-18+0.*I,0.+2.1645718100893197*^-18*I,4.880504881657764*^-19+0.*I,0.-1.0869039289700677*^-19*I,-2.391557308292701*^-20+0.*I,0.+5.20064377053243*^-21*I,1.11798985626051*^-21+0.*I,0.-2.3764873847901337*^-22*I,-4.996404058163538*^-23+0.*I,0.+1.0392184297131946*^-23*I,2.1388577088921162*^-24+0.*I,0.-4.356895640082668*^-25*I,-8.785839243122913*^-26+0.*I,0.+1.754232699475386*^-26*I,3.468747144361246*^-27+0.*I,0.-6.7939135962902495*^-28*I,-1.3182772657300385*^-28+0.*I,0.+2.5345884841514535*^-29*I,4.8294090975746044*^-30+0.*I,0.-9.120858567301552*^-31*I,-1.7076527473798544*^-31+0.*I,0.+3.1699334965355793*^-32*I,5.835122138450301*^-33+0.*I,0.-1.065269157462735*^-33*I,-1.929020234908048*^-34+0.*I,0.+3.465283693963249*^-35*I,6.176183038972223*^-36+0.*I,0.-1.0922799035773844*^-36*I,-1.917041865199266*^-37+0.*I,0.+3.339358293620414*^-38*I,5.7739979627019864*^-39+0.*I,0.-9.911044431122995*^-40*I,-1.6890288139333205*^-40+0.*I,0.+2.8580767402035915*^-41*I,4.8025623912676804*^-42+0.*I,0.-8.014498824730536*^-43*I,-1.3283873359816602*^-43+0.*I,0.+2.1870452589812221*^-44*I,3.5769604028925044*^-45+0.*I,0.-5.8120779929923255*^-46*I,-9.38309952001794*^-47+0.*I,0.+1.505201056610085*^-47*I,2.399445139823834*^-48+0.*I,0.-3.801274248118577*^-49*I,-5.98525649928179*^-50+0.*I,0.+9.367071343525058*^-51*I,1.457215980659788*^-51+0.*I,0.-2.2535845180354303*^-52*I,-3.4648439069659527*^-53+0.*I,0.+5.296424329445837*^-54*I,8.050073521048886*^-55+0.*I,0.-1.2166424162314497*^-55*I,-1.8285191737366635*^-56+0.*I,0.+2.7329794331915796*^-57*I
0.-0.19463798010945493*I,0.4050683275114319+0.*I,0.+0.25756934539933773*I,0.22985688648304498+0.*I,0.+0.22041802154425086*I,0.27699539504003423+0.*I,0.+0.03998398813706132*I,0.2885943796274585+0.*I,0.-0.2512023265726733*I,-0.023483668629712653+0.*I,0.-0.20688917044579022*I,-0.3300873098992122+0.*I,0.+0.33877503728475405*I,0.2781338475388032+0.*I,0.-0.1966244014927142*I,-0.12415058262651484+0.*I,0.+0.07156325637641461*I,0.03821220203677412+0.*I,0.-0.01909984026957349*I,-0.009007386784648989+0.*I,0.+0.0040326330133717316*I,0.0017224847464396794+0.*I,0.-0.0007048114933169042*I,-0.0002772222482217894+0.*I,0.+0.00010511995860075186*I,0.00003852418461302103+0.*I,0.-0.00001367480670970896*I,-4.71065946110335*^-6+0.*I,0.+1.5774412298925983*^-6*I,5.142735924058483*^-7+0.*I,0.-1.6345420828489555*^-7*I,-5.0709892331124536*^-8+0.*I,0.+1.5373346344885346*^-8*I,4.558950644820253*^-9+0.*I,0.-1.3236902661249502*^-9*I,-3.766208124405478*^-10+0.*I,0.+1.0508995646603809*^-10*I,2.877887944482769*^-11+0.*I,0.-7.739915926050354*^-12*I,-2.0456047998032635*^-12+0.*I,0.+5.316004836336643*^-13*I,1.359144226232071*^-13+0.*I,0.-3.420468757341844*^-14*I,-8.477256468813028*^-15+0.*I,0.+2.0700073727095376*^-15*I,4.982200920294538*^-16+0.*I,0.-1.1824392834231652*^-16*I,-2.7682841207417865*^-17+0.*I,0.+6.395489787778622*^-18*I,1.4585365452021488*^-18+0.*I,0.-3.284601576581565*^-19*I,-7.306418167502581*^-20+0.*I,0.+1.605871971048358*^-20*I,3.4883817111232726*^-21+0.*I,0.-7.491353858380428*^-22*I,-1.5908571282082591*^-22+0.*I,0.+3.341512266758792*^-23*I,6.943810485917909*^-24+0.*I,0.-1.4278849308579991*^-24*I,-2.9061815350438007*^-25+0.*I,0.+5.855666130673334*^-26*I,1.1682619501680595*^-26+0.*I,0.-2.308327876496033*^-27*I,-4.517809700011015*^-28+0.*I,0.+8.760086731465783*^-29*I,1.6831118101383368*^-29+0.*I,0.-3.204889154842435*^-30*I,-6.048914182935809*^-31+0.*I,0.+1.1318078159825573*^-31*I,2.0997279933431786*^-32+0.*I,0.-3.8628740562441106*^-33*I,-7.048151862825786*^-34+0.*I,0.+1.2756021375129874*^-34*I,2.2902702928256284*^-35+0.*I,0.-4.0798502985597935*^-36*I,-7.2117471107107434*^-37+0.*I,0.+1.2651053851920003*^-37*I,2.2026856359109346*^-38+0.*I,0.-3.8068530703394656*^-39*I,-6.531520107889816*^-40+0.*I,0.+1.1126086058633288*^-40*I,1.8818920412634687*^-41+0.*I,0.-3.160924042605567*^-42*I,-5.27281114180874*^-43+0.*I,0.+8.736143947810339*^-44*I,1.4377595940828665*^-44+0.*I,0.-2.3506077855212357*^-45*I,-3.818026526027924*^-46+0.*I,0.+6.161679365260158*^-47*I,9.880893350534721*^-48+0.*I,0.-1.574580896402086*^-48*I,-2.493671384055315*^-49+0.*I,0.+3.9251109900268535*^-50*I,6.140946868699115*^-51+0.*I,0.-9.550384305996853*^-52*I,-1.4765193926854764*^-52+0.*I,0.+2.2694479982795395*^-53*I,3.468114052274676*^-54+0.*I,0.-5.269715577855009*^-55*I,-7.962136489416555*^-56+0.*I
-0.11329187956989126+0.*I,0.-0.31523655985433846*I,0.3837883079592694+0.*I,0.+0.04833747225964867*I,0.31597489119472216+0.*I,0.+0.03998398813706132*I,0.3002686594162908+0.*I,0.-0.12479293121188456*I,0.18702410181537185+0.*I,0.-0.29398974877910844*I,-0.1507401497059162+0.*I,0.-0.08799712043331816*I,-0.2696249911919029+0.*I,0.+0.3367714838924147*I,0.3104083647385457+0.*I,0.-0.238626815948303*I,-0.16108261370851007+0.*I,0.+0.09821693980192281*I,0.05506813435980547+0.*I,0.-0.028745533803141956*I,-0.014097910133457294+0.*I,0.+0.006541768142809183*I,0.002888061352393387+0.*I,0.-0.0012185821300663298*I,-0.0004932578889608513+0.*I,0.+0.00019215165255148282*I,0.00007223486426083607+0.*I,0.-0.000026266737515494062*I,-9.2580147843817*^-6+0.*I,0.+3.168639362798727*^-6*I,1.054809802001721*^-6+0.*I,0.-3.4201993169265527*^-7*I,-1.0816119913985265*^-7+0.*I,0.+3.3400089169241014*^-8*I,1.0081999990715208*^-8+0.*I,0.-2.977798078102804*^-9*I,-8.613596726898443*^-10+0.*I,0.+2.442163471310116*^-10*I,6.792012721854454*^-11+0.*I,0.-1.854231701458546*^-11*I,-4.9723030546545646*^-12+0.*I,0.+1.310526989865274*^-12*I,3.396864237880469*^-13+0.*I,0.-8.663379487129531*^-14*I,-2.17516410098351*^-14+0.*I,0.+5.378952378672775*^-15*I,1.3106833626949272*^-15+0.*I,0.-3.148290007272798*^-16*I,-7.457631070561453*^-17+0.*I,0.+1.7427671905524157*^-17*I,4.019247302107194*^-18+0.*I,0.-9.150896150826629*^-19*I,-2.0574791442466876*^-19+0.*I,0.+4.569753554044264*^-20*I,1.0029099938766973*^-20+0.*I,0.-2.17552185314801*^-21*I,-4.6656512038571015*^-22+0.*I,0.+9.895057871386309*^-23*I,2.0758062875953124*^-23+0.*I,0.-4.308423900831447*^-24*I,-8.849315343643344*^-25+0.*I,0.+1.799091095113136*^-25*I,3.6210771522312836*^-26+0.*I,0.-7.216871494089753*^-27*I,-1.424521104853464*^-27+0.*I,0.+2.785329543329732*^-28*I,5.395705099525239*^-29+0.*I,0.-1.0357552071841251*^-29*I,-1.9704894281496978*^-30+0.*I,0.+3.7159293076281643*^-31*I,6.947092229283375*^-32+0.*I,0.-1.2877889053808107*^-32*I,-2.367303139377561*^-33+0.*I,0.+4.316087299264004*^-34*I,7.805691288796812*^-35+0.*I,0.-1.4004678786279348*^-35*I,-2.4930423008354596*^-36+0.*I,0.+4.403857718739506*^-37*I,7.720312560042729*^-38+0.*I,0.-1.3433332984150303*^-38*I,-2.3202129227375272*^-39+0.*I,0.+3.9784467763858956*^-40*I,6.773077926912971*^-41+0.*I,0.-1.1449572965856071*^-41*I,-1.9220552737680496*^-42+0.*I,0.+3.2044782295860376*^-43*I,5.306449412166471*^-44+0.*I,0.-8.728613966430606*^-45*I,-1.4263278828248934*^-45+0.*I,0.+2.3156001170901974*^-46*I,3.73520275802419*^-47+0.*I,0.-5.986963799261877*^-48*I,-9.536201816791717*^-49+0.*I,0.+1.5095734637810454*^-49*I,2.37506738828074*^-50+0.*I,0.-3.7142620345094274*^-51*I,-5.77398103482087*^-52+0.*I,0.+8.923083026858405*^-53*I,1.3709484578484186*^-53+0.*I,0.-2.0942238082646108*^-54*I
0.+0.061051533945876646*I,-0.21269722531586857+0.*I,0.-0.37531960237418344*I,0.2772968654723211+0.*I,0.-0.1337351025442824*I,0.2885943796274585+0.*I,0.-0.12479293121188456*I,0.2330193569507273+0.*I,0.-0.23419413346194326*I,0.053638111177938416+0.*I,0.-0.2701530344528994*I,-0.23638329212931+0.*I,0.+0.030082157379956044*I,-0.18595511401927117+0.*I,0.+0.3089917323117301*I,0.3257984026772293+0.*I,0.-0.2739644902330157*I,-0.19810127963214838+0.*I,0.+0.12782197988782124*I,0.07523464604982426+0.*I,0.-0.040991638300440385*I,-0.02089302208109348+0.*I,0.+0.010040976343241971*I,0.004578377566625046+0.*I,0.-0.0019905653385655906*I,-0.0008286217409273696+0.*I,0.+0.0003313974935038583*I,0.00012771165076785586+0.*I,0.-0.00004754445016860681*I,-0.0000171362334307165+0.*I,0.+5.991283273412014*^-6*I,2.03544967539685*^-6+0.*I,0.-6.729826972443661*^-7*I,-2.1684510856213445*^-7+0.*I,0.+6.817715149436535*^-8*I,2.0939340317983688*^-8+0.*I,0.-6.288835660347845*^-9*I,-1.8487195332349844*^-9+0.*I,0.+5.324055878368458*^-10*I,1.5032559526806086*^-10+0.*I,0.-4.164510551860391*^-11*I,-1.13275104249435*^-11+0.*I,0.+3.027069782960789*^-12*I,7.952197630557243*^-13+0.*I,0.-2.054807394630923*^-13*I,-5.22518277202511*^-14+0.*I,0.+1.3082525274906809*^-14*I,3.2265774142429*^-15+0.*I,0.-7.842276310863369*^-16*I,-1.8791882401839675*^-16+0.*I,0.+4.4411491794709466*^-17*I,1.0355647366800332*^-17+0.*I,0.-2.3832389764260967*^-18*I,-5.415148594814978*^-19+0.*I,0.+1.215185380248714*^-19*I,2.693980369897589*^-20+0.*I,0.-5.901879089013881*^-21*I,-1.278052662630751*^-21+0.*I,0.+2.736421638409821*^-22*I,5.794305827169945*^-23+0.*I,0.-1.2136895397289806*^-23*I,-2.5153644479678367*^-24+0.*I,0.+5.1591312569508*^-25*I,1.047432355201688*^-25+0.*I,0.-2.105411218223026*^-26*I,-4.190769845039251*^-27+0.*I,0.+8.261859436171666*^-28*I,1.613492917390005*^-28+0.*I,0.-3.122028685850876*^-29*I,-5.9863191314295254*^-30+0.*I,0.+1.1376430388525678*^-30*I,2.1431024075561577*^-31+0.*I,0.-4.0025418305602777*^-32*I,-7.412214363848877*^-33+0.*I,0.+1.36125725169678*^-33*I,2.4795428180686445*^-34+0.*I,0.-4.4802198694227044*^-35*I,-8.031167680995983*^-36+0.*I,0.+1.42844438274725*^-36*I,2.52118806878136*^-37+0.*I,0.-4.4162621262696675*^-38*I,-7.678229121616462*^-39+0.*I,0.+1.3251694683162416*^-39*I,2.270555079760256*^-40+0.*I,0.-3.8626713385504527*^-41*I,-6.525024431935126*^-42+0.*I,0.+1.0946053562577165*^-42*I,1.823707802906722*^-43+0.*I,0.-3.0179727628908127*^-44*I,-4.9610864708177236*^-45+0.*I,0.+8.101729259973014*^-46*I,1.3144835304366816*^-46+0.*I,0.-2.1190693344160542*^-47*I,-3.394555948169308*^-48+0.*I,0.+5.4038449396200076*^-49*I,8.549453681575999*^-50+0.*I,0.-1.3443801392252104*^-50*I,-2.1012896902295507*^-51+0.*I,0.+3.2648333063258317*^-52*I,5.042869503972733*^-53+0.*I
