0.033260258225935445+0.*I,0.08677539594540419+0.*I,0.1600857199399792+0.*I,0.24113650021934774+0.*I,0.31456032513762067+0.*I,0.36702016843537083+0.*I,0.39091766166669095+0.*I,0.38548480132496066+0.*I,0.35557666590684417+0.*I,0.309230972325534+0.*I,0.25512556136231873+0.*I,0.20069133322051197+0.*I,0.1511502891553771+0.*I,0.10937253885967602+0.*I,0.07626324191007475+0.*I,0.051373673436432496+0.*I,0.0335082399491123+0.*I,0.021203040521703354+0.*I,0.013038657520575763+0.*I,0.007804176177444404+0.*I,0.0045528469839478496+0.*I,0.0025920560856158223+0.*I,0.0014417967467246291+0.*I,0.0007843521846876375+0.*I,0.0004177115433034375+0.*I,0.00021796033160594754+0.*I,0.00011152231430261956+0.*I,0.00005599521010239249+0.*I,0.00002760850245220503+0.*I,0.000013375648227205633+0.*I,6.371258096152368*^-6+0.*I,2.985488061598821*^-6+0.*I,1.3769283346570847*^-6+0.*I,6.25353168118266*^-7+0.*I,2.798059098962351*^-7+0.*I,1.2339394474929544*^-7+0.*I,5.3655418328131465*^-8+0.*I,2.3013554966378623*^-8+0.*I,9.740088422272703*^-9+0.*I,4.0691301727791256*^-9+0.*I,1.6785820511112142*^-9+0.*I,6.839457164156728*^-10+0.*I,2.7533915547095643*^-10+0.*I,1.0954807123156284*^-10+0.*I,4.3087310322416386*^-11+0.*I,1.6757688566352363*^-11+0.*I,6.446235781230033*^-12+0.*I,2.453173387964315*^-12+0.*I,9.238013943822586*^-13+0.*I,3.4431152564760633*^-13+0.*I,1.270391402226716*^-13+0.*I,4.641126919781893*^-14+0.*I,1.679162630859143*^-14+0.*I,6.0176345993060105*^-15+0.*I,2.1364853566074013*^-15+0.*I,7.516048313228627*^-16+0.*I,2.6203936412913294*^-16+0.*I,9.05524273192669*^-17+0.*I,3.102109236952353*^-17+0.*I,1.0536638214172566*^-17+0.*I,3.548929977111442*^-18+0.*I,1.1855053010770632*^-18+0.*I,3.928064793405246*^-19+0.*I,1.29115789586099*^-19+0.*I,4.210758710902216*^-20+0.*I,1.3626197041012614*^-20+0.*I,4.37596343350832*^-21+0.*I,1.3947850066306726*^-21+0.*I,4.4128971052443825*^-22+0.*I,1.3860223809039385*^-22+0.*I,4.322074120350152*^-23+0.*I,1.3382400511063267*^-23+0.*I,4.114705551034657*^-24+0.*I,1.256458994792195*^-24+0.*I,3.8106884807987383*^-25+0.*I,1.1480050613265323*^-25+0.*I,3.4356427174545685*^-26+0.*I,1.0214888222361668*^-26+0.*I,3.0175696610491113*^-27+0.*I,8.857573122957093*^-28+0.*I,2.583691997786086*^-28+0.*I,7.48978270389313*^-29+0.*I,2.1579097590428876*^-29+0.*I,6.179669092657295*^-30+0.*I,1.759124448415414*^-30+0.*I,4.978036641317428*^-31+0.*I,1.4004894791548505*^-31+0.*I,3.9173394991740633*^-32+0.*I,1.0894840156175186*^-32+0.*I,3.0129841486942613*^-33+0.*I,8.286031489995574*^-34+0.*I,2.2661928792760827*^-34+0.*I,6.164160585816764*^-35+0.*I,1.6676444300716588*^-35+0.*I,4.487562578078715*^-36+0.*I,1.201212111528881*^-36+0.*I,3.198564208381273*^-37+0.*I,8.473058275826178*^-38+0.*I,2.2330484339995317*^-38+0.*I,5.855332108789916*^-39+0.*I
-0.08677539594540419+0.*I,-0.1931351380554441+0.*I,-0.29494172811296804+0.*I,-0.35184404977295497+0.*I,-0.3384090452962155+0.*I,-0.2541705324931887+0.*I,-0.12088478052399226+0.*I,0.028548229095221558+0.*I,0.1626227512683127+0.*I,0.25995213448655347+0.*I,0.3122563446485559+0.*I,0.32255580067592343+0.*I,0.3008668745670857+0.*I,0.2596291954187626+0.*I,0.21026518628172516+0.*I,0.16133330604905774+0.*I,0.11807231809049555+0.*I,0.08283967373652286+0.*I,0.0559392671129503+0.*I,0.03647323979710167+0.*I,0.023023043664394702+0.*I,0.014101139748193034+0.*I,0.008396199781614558+0.*I,0.004868254006623879+0.*I,0.002752723604214161+0.*I,0.001519903259687104+0.*I,0.0008204243374143652+0.*I,0.0004333964805305023+0.*I,0.00022426873097772617+0.*I,0.00011377951799380147+0.*I,0.0000566389485179206+0.*I,0.00002768458087299793+0.*I,0.000013296090377597588+0.*I,6.278316277732576*^-6+0.*I,2.916395818698511*^-6+0.*I,1.333421576760111*^-6+0.*I,6.003776786573266*^-7+0.*I,2.6633123069342044*^-7+0.*I,1.1645337070861265*^-7+0.*I,5.021054765933905*^-8+0.*I,2.1356049489523394*^-8+0.*I,8.963767745264123*^-9+0.*I,3.7141200973199568*^-9+0.*I,1.5197107022039083*^-9+0.*I,6.14245705224032*^-10+0.*I,2.4531796632832304*^-10+0.*I,9.68380641886676*^-11+0.*I,3.7792882184167294*^-11+0.*I,1.458590311138722*^-11+0.*I,5.568307385400165*^-12+0.*I,2.1032073890070496*^-12+0.*I,7.861547882157138*^-13+0.*I,2.908673805477093*^-13+0.*I,1.0654498784643153*^-13+0.*I,3.8646352067500744*^-14+0.*I,1.3883676424535134*^-14+0.*I,4.940839704136036*^-15+0.*I,1.7421042137162615*^-15+0.*I,6.086932868331427*^-16+0.*I,2.107876383519896*^-16+0.*I,7.235735626348256*^-17+0.*I,2.4625067892260083*^-17+0.*I,8.309853266633896*^-18+0.*I,2.7809440762573915*^-18+0.*I,9.230684040150423*^-19+0.*I,3.0393172544077345*^-19+0.*I,9.928294075013136*^-20+0.*I,3.2179836244098*^-20+0.*I,1.0350375156356625*^-20+0.*I,3.304016975081065*^-21+0.*I,1.0468674109530782*^-21+0.*I,3.292700043157295*^-22+0.*I,1.0281824344178329*^-22+0.*I,3.187798145859826*^-23+0.*I,9.814267411122124*^-24+0.*I,3.000640642050511*^-24+0.*I,9.111723294266922*^-25+0.*I,2.748259712907976*^-25+0.*I,8.234266685792542*^-26+0.*I,2.4509821439208617*^-26+0.*I,7.248373804092298*^-27+0.*I,2.12991575839276*^-27+0.*I,6.219292050373559*^-28+0.*I,1.804722934120639*^-28+0.*I,5.204807976129529*^-29+0.*I,1.4919565544413056*^-29+0.*I,4.251056162933332*^-30+0.*I,1.2040869632554343*^-30+0.*I,3.3905458286013465*^-31+0.*I,9.492089678844954*^-32+0.*I,2.6421867166058663*^-32+0.*I,7.313124749437373*^-33+0.*I,2.0128340448965404*^-33+0.*I,5.509415858056643*^-34+0.*I,1.4997615884425422*^-34+0.*I,4.060540946996805*^-35+0.*I,1.0934927523338188*^-35+0.*I,2.9291598891702852*^-36+0.*I,7.80530156108231*^-37+0.*I,2.0690906111136847*^-37+0.*I
0.1600857199399792+0.*I,0.29494172811296804+0.*I,0.3509817555743191+0.*I,0.2878635471186009+0.*I,0.12672401035602504+0.*I,-0.06617065030731911+0.*I,-0.2172245927516584+0.*I,-0.2788213014734679+0.*I,-0.2429146213532025+0.*I,-0.1345921449643682+0.*I,0.005211252645012935+0.*I,0.13724591947250486+0.*I,0.23504935280163314+0.*I,0.288091703832774+0.*I,0.2990110846799519+0.*I,0.2782026536151802+0.*I,0.23849632637660442+0.*I,0.1914120158450953+0.*I,0.14532066929048856+0.*I,0.10512953000109507+0.*I,0.07286494525036699+0.*I,0.04858900413340729+0.*I,0.031278641360527396+0.*I,0.01949180522682208+0.*I,0.011785823723734984+0.*I,0.0069283868486827195+0.*I,0.003966546970817015+0.*I,0.0022148893377313913+0.*I,0.0012078838055134711+0.*I,0.0006440861921408207+0.*I,0.00033617703424262767+0.*I,0.00017191446064604543+0.*I,0.00008620931757626005+0.*I,0.00004242655788876631+0.*I,0.000020505911161463805+0.*I,9.740224943260535*^-6+0.*I,4.549634807194143*^-6+0.*I,2.0909866036635747*^-6+0.*I,9.460744277268662*^-7+0.*I,4.216143138480012*^-7+0.*I,1.851501476475782*^-7+0.*I,8.015701274629464*^-8+0.*I,3.422522975075588*^-8+0.*I,1.4418060862346479*^-8+0.*I,5.994897070464584*^-9+0.*I,2.4610536415561827*^-9+0.*I,9.97854019468474*^-10+0.*I,3.9971854861550525*^-10+0.*I,1.5823806536746804*^-10+0.*I,6.192396506813344*^-11+0.*I,2.39614800815779*^-11+0.*I,9.170355979731008*^-12+0.*I,3.4720181845248363*^-12+0.*I,1.3007742594060337*^-12+0.*I,4.823281066131215*^-13+0.*I,1.7705017861251234*^-13+0.*I,6.435050851001393*^-14+0.*I,2.3162982644719615*^-14+0.*I,8.258583604001706*^-15+0.*I,2.917183746730515*^-15+0.*I,1.0210445336676412*^-15+0.*I,3.541775350489166*^-16+0.*I,1.2177632165033138*^-16+0.*I,4.1508571013712284*^-17+0.*I,1.402849245448371*^-17+0.*I,4.701597653175122*^-18+0.*I,1.562794842522867*^-18+0.*I,5.152752869826089*^-19+0.*I,1.6854441047846277*^-19+0.*I,5.469934414571261*^-20+0.*I,1.7615537237265236*^-20+0.*I,5.629985798248269*^-21+0.*I,1.7859380043372796*^-21+0.*I,5.623693738204472*^-22+0.*I,1.7580055133827915*^-22+0.*I,5.456420114092135*^-23+0.*I,1.6816234547785723*^-23+0.*I,5.146668848741829*^-24+0.*I,1.5643795454484988*^-24+0.*I,4.722992203920411*^-25+0.*I,1.4164171531202003*^-25+0.*I,4.21990392196921*^-26+0.*I,1.2490762519612688*^-26+0.*I,3.6735582165056124*^-27+0.*I,1.0735743580952555*^-27+0.*I,3.117879276608339*^-28+0.*I,8.999166447860979*^-29+0.*I,2.5816307137940227*^-29+0.*I,7.36151180069939*^-30+0.*I,2.0866634002570143*^-30+0.*I,5.880049206372993*^-31+0.*I,1.647337772754165*^-31+0.*I,4.588669173012836*^-32+0.*I,1.2709305498609341*^-32+0.*I,3.500384931344536*^-33+0.*I,9.587293276198861*^-34+0.*I,2.6114946356951357*^-34+0.*I,7.074916064084518*^-35+0.*I,1.9064174979465283*^-35+0.*I,5.10980469357611*^-36+0.*I
-0.24113650021934774+0.*I,-0.35184404977295497+0.*I,-0.2878635471186009+0.*I,-0.08262599106874312+0.*I,0.1415123066142209+0.*I,0.2632725882882669+0.*I,0.23362513204305957+0.*I,0.08817140066879844+0.*I,-0.0894119249162119+0.*I,-0.21800483916040664+0.*I,-0.25358020255193603+0.*I,-0.1967542080975648+0.*I,-0.07956209125350608+0.*I,0.0553428277053018+0.*I,0.17194997065036438+0.*I,0.24955353121206236+0.*I,0.2832354146654503+0.*I,0.27941163662590757+0.*I,0.24996580787330838+0.*I,0.20735946032700622+0.*I,0.16168709430447753+0.*I,0.1195930955991383+0.*I,0.08446474881258974+0.*I,0.05724620548547766+0.*I,0.037378209964208965+0.*I,0.02358654020870378+0.*I,0.014421824265540013+0.*I,0.008563361677339062+0.*I,0.004947167997136126+0.*I,0.002785278830878295+0.*I,0.0015303972113637446+0.*I,0.000821703884147458+0.*I,0.00043161351598780204+0.*I,0.00022201699992752564+0.*I,0.00011194110237204548+0.*I,0.000055369357568691586+0.*I,0.000026888031660291895+0.*I,0.000012828147317068412+0.*I,6.0168076157276165*^-6+0.*I,2.7760438507848745*^-6+0.*I,1.2606268510985634*^-6+0.*I,5.637312925561425*^-7+0.*I,2.4836674776356674*^-7+0.*I,1.078567593174612*^-7+0.*I,4.6186878993859335*^-8+0.*I,1.95110609431287*^-8+0.*I,8.133881084024633*^-9+0.*I,3.3475254909817185*^-9+0.*I,1.3605208091725955*^-9+0.*I,5.462356985905204*^-10+0.*I,2.167104440912576*^-10+0.*I,8.498244161063022*^-11+0.*I,3.294934894159263*^-11+0.*I,1.2634143261095823*^-11+0.*I,4.7921888379178895*^-12+0.*I,1.7985155709128464*^-12+0.*I,6.680132769423521*^-13+0.*I,2.4560705247175276*^-13+0.*I,8.940703608124554*^-14+0.*I,3.2230293636321014*^-14+0.*I,1.150804689271315*^-14+0.*I,4.07064856111521*^-15+0.*I,1.4266813234496705*^-15+0.*I,4.955250119865801*^-16+0.*I,1.7058881331066844*^-16+0.*I,5.821708035145651*^-17+0.*I,1.9698415907423846*^-17+0.*I,6.6093231173809006*^-18+0.*I,2.199323262290053*^-18+0.*I,7.259171865170032*^-19+0.*I,2.376887190480409*^-19+0.*I,7.721634153788074*^-20+0.*I,2.489103342746493*^-20+0.*I,7.962728164021559*^-21+0.*I,2.5282306278291078*^-21+0.*I,7.968129117425783*^-22+0.*I,2.4930356080443986*^-22+0.*I,7.744247181838781*^-23+0.*I,2.3886546036475666*^-23+0.*I,7.316349839960029*^-24+0.*I,2.2255883192244676*^-24+0.*I,6.724276927598316*^-25+0.*I,2.0180723547612763*^-25+0.*I,6.01668361442476*^-26+0.*I,1.7821522035621537*^-26+0.*I,5.244890952828475*^-27+0.*I,1.5337977961571094*^-27+0.*I,4.457329409842518*^-28+0.*I,1.2873316370893929*^-28+0.*I,3.6952898319903436*^-29+0.*I,1.0543416606749558*^-29+0.*I,2.9903407315711066*^-30+0.*I,8.43135404113889*^-31+0.*I,2.363423092710799*^-31+0.*I,6.586922783407126*^-32+0.*I,1.8253636040417612*^-32+0.*I,5.030023645050466*^-33+0.*I,1.3783895225476789*^-33+0.*I,3.7564884139724317*^-34+0.*I,1.0181846844532212*^-34+0.*I
0.31456032513762067+0.*I,0.3384090452962155+0.*I,0.12672401035602504+0.*I,-0.1415123066142209+0.*I,-0.26722748084342274+0.*I,-0.18522107782789934+0.*I,0.017679937175441585+0.*I,0.19403822636241058+0.*I,0.24133021633730625+0.*I,0.1502674007321818+0.*I,-0.01390289707509278+0.*I,-0.16385115582710089+0.*I,-0.2370002758689741+0.*I,-0.21562680457985506+0.*I,-0.12077018979555727+0.*I,0.007439422454945551+0.*I,0.12962909435786898+0.*I,0.219414880666108+0.*I,0.2666435140260789+0.*I,0.2742893576497619+0.*I,0.25275053611246406+0.*I,0.21446359170793466+0.*I,0.17028718976756851+0.*I,0.12786220906317383+0.*I,0.09146446537745646+0.*I,0.06267710225293036+0.*I,0.04132097857008315+0.*I,0.02629817276718443+0.*I,0.016202990676283415+0.*I,0.009687287128165993+0.*I,0.005631411273413707+0.*I,0.0031885404413731474+0.*I,0.0017610937311558772+0.*I,0.0009500963262753714+0.*I,0.0005012590947435399+0.*I,0.0002588974335791327+0.*I,0.00013103288511034242+0.*I,0.00006504255670631275+0.*I,0.00003169013581921627+0.*I,0.000015166152335837697+0.*I,7.1341454329792434*^-6+0.*I,3.3005929364624436*^-6+0.*I,1.5027060494045091*^-6+0.*I,6.736266990901318*^-7+0.*I,2.9747004704281576*^-7+0.*I,1.2946350384422612*^-7+0.*I,5.555465448260669*^-8+0.*I,2.351472372138586*^-8+0.*I,9.821381699411822*^-9+0.*I,4.0492634361017395*^-9+0.*I,1.6485380712380163*^-9+0.*I,6.629522572358523*^-10+0.*I,2.634264310426038*^-10+0.*I,1.0345631798481731*^-10+0.*I,4.016944065563594*^-11+0.*I,1.5423764945110223*^-11+0.*I,5.858011955101897*^-12+0.*I,2.2013027017052105*^-12+0.*I,8.186131441541868*^-13+0.*I,3.0133011878182475*^-13+0.*I,1.0981525019880677*^-13+0.*I,3.9630236512594066*^-14+0.*I,1.416506687421353*^-14+0.*I,5.015558196712482*^-15+0.*I,1.7595685252152748*^-15+0.*I,6.117218502783336*^-16+0.*I,2.1078249767550315*^-16+0.*I,7.199744099783172*^-17+0.*I,2.4381940555925965*^-17+0.*I,8.187523318077311*^-18+0.*I,2.7266667360456584*^-18+0.*I,9.006723726070399*^-19+0.*I,2.951310703722792*^-19+0.*I,9.59472364732374*^-20+0.*I,3.095093546527345*^-20+0.*I,9.908124708143275*^-21+0.*I,3.1480127793696707*^-21+0.*I,9.92791948564039*^-22+0.*I,3.1081691852486276*^-22+0.*I,9.661002214479298*^-23+0.*I,2.981645188491652*^-23+0.*I,9.137971756040405*^-24+0.*I,2.781290203219514*^-24+0.*I,8.407886283082657*^-25+0.*I,2.524710709673492*^-25+0.*I,7.531124581257035*^-26+0.*I,2.2318733892567415*^-26+0.*I,6.571702235715701*^-27+0.*I,1.9227415945322903*^-27+0.*I,5.590284060677536*^-28+0.*I,1.6152919820488217*^-28+0.*I,4.6388020376754276*^-29+0.*I,1.3241308041320175*^-29+0.*I,3.7571453431830606*^-30+0.*I,1.0597860561167851*^-30+0.*I,2.971952099790819*^-31+0.*I,8.28625693671074*^-32+0.*I,2.2971897478620398*^-32+0.*I,6.332649624561359*^-33+0.*I,1.7360081432555353*^-33+0.*I
-0.36702016843537083+0.*I,-0.2541705324931887+0.*I,0.06617065030731911+0.*I,0.2632725882882669+0.*I,0.18522107782789934+0.*I,-0.05111672004599809+0.*I,-0.2235279799294952+0.*I,-0.2054791787340841+0.*I,-0.036136231170500514+0.*I,0.14845067093821032+0.*I,0.22873170662705047+0.*I,0.1705556060778125+0.*I,0.022688158292926495+0.*I,-0.13056415177050895+0.*I,-0.21990138451209007+0.*I,-0.21786021431627034+0.*I,-0.13793954958956728+0.*I,-0.016982891621879454+0.*I,0.10519828864912013+0.*I,0.19975076632048935+0.*I,0.25367647581479913+0.*I,0.26775435376607176+0.*I,0.25117630629585647+0.*I,0.2160392926302204+0.*I,0.173413890698003+0.*I,0.13139087640063207+0.*I,0.09471362407956098+0.*I,0.06533730641484889+0.*I,0.043327640038097935+0.*I,0.027719113906784977+0.*I,0.017158337662867805+0.*I,0.010301801395930692+0.*I,0.006011645373112195+0.*I,0.0034157859570719744+0.*I,0.001892693043600266+0.*I,0.0010241326399848176+0.*I,0.0005418092160785089+0.*I,0.0002805581528526179+0.*I,0.0001423347925030032+0.*I,0.00007081029136886206+0.*I,0.00003457243576464657+0.*I,0.000016578044246097505+0.*I,7.812711856666442*^-6+0.*I,3.620830437334805*^-6+0.*I,1.6512200115706353*^-6+0.*I,7.413557544496632*^-7+0.*I,3.278626363466982*^-7+0.*I,1.4289102494145037*^-7+0.*I,6.139839387382328*^-8+0.*I,2.6021220904900907*^-8+0.*I,1.0881427300604949*^-8+0.*I,4.491494276060452*^-9+0.*I,1.8305982146782001*^-9+0.*I,7.369443908936489*^-10+0.*I,2.9312357728373805*^-10+0.*I,1.1523094617208219*^-10+0.*I,4.478282623748154*^-11+0.*I,1.7210506525599236*^-11+0.*I,6.542231976974866*^-12+0.*I,2.4604449612638456*^-12+0.*I,9.157087959828877*^-13+0.*I,3.3732873011177505*^-13+0.*I,1.2302506039176205*^-13+0.*I,4.442898676749356*^-14+0.*I,1.5891191292333694*^-14+0.*I,5.630474635533555*^-15+0.*I,1.9765607430832212*^-15+0.*I,6.875860352979848*^-16+0.*I,2.370652785617099*^-16+0.*I,8.102191650918139*^-17+0.*I,2.7453508799001964*^-17+0.*I,9.223988275708548*^-18+0.*I,3.0734606889423575*^-18+0.*I,1.0157456909232163*^-18+0.*I,3.3300370487561117*^-19+0.*I,1.0831193547880743*^-19+0.*I,3.4955968495133154*^-20+0.*I,1.119533239952346*^-20+0.*I,3.558561543025797*^-21+0.*I,1.1227509502983965*^-21+0.*I,3.51651088446484*^-22+0.*I,1.0934697461750875*^-22+0.*I,3.376083370927907*^-23+0.*I,1.0350829214027863*^-23+0.*I,3.1516317041528987*^-24+0.*I,9.530938428044811*^-25+0.*I,2.862965734243183*^-25+0.*I,8.543114245678317*^-26+0.*I,2.5326436822438879*^-26+0.*I,7.45979700272088*^-27+0.*I,2.1832889209655513*^-27+0.*I,6.349828690953361*^-28+0.*I,1.8353285241934727*^-28+0.*I,5.272300714433837*^-29+0.*I,1.5054065352899688*^-29+0.*I,4.272741281474062*^-30+0.*I,1.2055624410810976*^-30+0.*I,3.381687929653223*^-31+0.*I,9.431216745030088*^-32+0.*I,2.615298630773061*^-32+0.*I
0.39091766166669095+0.*I,0.12088478052399226+0.*I,-0.2172245927516584+0.*I,-0.23362513204305957+0.*I,0.017679937175441585+0.*I,0.2235279799294952+0.*I,0.18696566001400797+0.*I,-0.02257943121111238+0.*I,-0.19877777737028018+0.*I,-0.20237428557174017+0.*I,-0.05197594079585155+0.*I,0.12804333680322783+0.*I,0.21703661689870965+0.*I,0.17246153662225955+0.*I,0.03477961283188705+0.*I,-0.11564904412318157+0.*I,-0.20884314210374194+0.*I,-0.2140981752002314+0.*I,-0.14146321255883132+0.*I,-0.02555525294556607+0.*I,0.09449942425459612+0.*I,0.18939679908077822+0.*I,0.24517960305105957+0.*I,0.2616694957421735+0.*I,0.24737333339054643+0.*I,0.21403359573974232+0.*I,0.1726312828537467+0.*I,0.13132637492820165+0.*I,0.09499591529125356+0.*I,0.06573117092955197+0.*I,0.043706268072699554+0.*I,0.028028846688411244+0.*I,0.01738791436442267+0.*I,0.010460362780406634+0.*I,0.006115266514778309+0.*I,0.0034804718167066413+0.*I,0.0019315147869067013+0.*I,0.001046636670309203+0.*I,0.0005544533428386906+0.*I,0.0002874630364899576+0.*I,0.0001460078627776814+0.*I,0.00007271710052840163+0.*I,0.000035539967529605024+0.*I,0.000017058531668685916+0.*I,8.046520585531667*^-6+0.*I,3.7324251748088793*^-6+0.*I,1.7035106373701248*^-6+0.*I,7.65430011142779*^-7+0.*I,3.3876067201345544*^-7+0.*I,1.4774500532303732*^-7+0.*I,6.352685342146817*^-8+0.*I,2.694059418681539*^-8+0.*I,1.1272808621394801*^-8+0.*I,4.655778605124046*^-9+0.*I,1.8986236723157866*^-9+0.*I,7.647418151493768*^-10+0.*I,3.0433762059424583*^-10+0.*I,1.196988199839708*^-10+0.*I,4.654142821269667*^-11+0.*I,1.7894576720021995*^-11+0.*I,6.805277518292596*^-12+0.*I,2.5604638493015607*^-12+0.*I,9.533246613418069*^-13+0.*I,3.513249017456173*^-13+0.*I,1.2817856132752173*^-13+0.*I,4.6307226521419825*^-14+0.*I,1.6568912782068165*^-14+0.*I,5.872630332287056*^-15+0.*I,2.062258397595396*^-15+0.*I,7.176300410537941*^-16+0.*I,2.475014624604819*^-16+0.*I,8.461442366212065*^-17+0.*I,2.867925218593962*^-17+0.*I,9.63857802038423*^-18+0.*I,3.212495322420943*^-18+0.*I,1.0619815247316206*^-18+0.*I,3.4825297482219923*^-19+0.*I,1.1330072526233462*^-19+0.*I,3.6575077673014024*^-20+0.*I,1.1716705713614006*^-20+0.*I,3.725158945967147*^-21+0.*I,1.1755818038035297*^-21+0.*I,3.682797951800119*^-22+0.*I,1.145425134950543*^-22+0.*I,3.5372415187402853*^-23+0.*I,1.084715890496616*^-23+0.*I,3.303417076939209*^-24+0.*I,9.991911193923924*^-25+0.*I,3.00200869515963*^-25+0.*I,8.959688684047331*^-26+0.*I,2.656622187619463*^-26+0.*I,7.826360752183559*^-27+0.*I,2.290970163968845*^-27+0.*I,6.664136440384024*^-28+0.*I,1.9264940545530131*^-28+0.*I,5.535086513619091*^-29+0.*I,1.5806905853432526*^-29+0.*I,4.4871128715585734*^-30+0.*I,1.2662398647173592*^-30+0.*I,3.5524197022585765*^-31+0.*I
-0.38548480132496066+0.*I,0.028548229095221558+0.*I,0.2788213014734679+0.*I,0.08817140066879844+0.*I,-0.19403822636241058+0.*I,-0.2054791787340841+0.*I,0.02257943121111238+0.*I,0.2092312888355259+0.*I,0.17187679413391596+0.*I,-0.025831067193521504+0.*I,-0.19062994167137576+0.*I,-0.1914191175522339+0.*I,-0.04637222401626448+0.*I,0.12570633668101305+0.*I,0.20960118822415985+0.*I,0.16495392728220964+0.*I,0.031095780590558873+0.*I,-0.11433582979338242+0.*I,-0.20382366733281695+0.*I,-0.20786181422013325+0.*I,-0.13638236016523414+0.*I,-0.023086813174967566+0.*I,0.09399247002574011+0.*I,0.1863928831491507+0.*I,0.24058234679866922+0.*I,0.2564326390867657+0.*I,0.2422637637925664+0.*I,0.20953986995905421+0.*I,0.168977060258233+0.*I,0.12853712075720705+0.*I,0.09297760067248817+0.*I,0.06433690902275559+0.*I,0.04278193283150688+0.*I,0.027438357811269243+0.*I,0.017023238440021172+0.*I,0.010242050399247166+0.*I,0.005988297021839721+0.*I,0.0034085932800551693+0.*I,0.001891841932507557+0.*I,0.001025256713259025+0.*I,0.000543189402851971+0.*I,0.000281654937574126+0.*I,0.00014307374850596686+0.*I,0.00007126359879669029+0.*I,0.00003483330988042736+0.*I,0.000016721100314174622+0.*I,7.8881607175986*^-6+0.*I,3.65933404822497*^-6+0.*I,1.6703135914641664*^-6+0.*I,7.505848040489964*^-7+0.*I,3.322211604620053*^-7+0.*I,1.4490589706966791*^-7+0.*I,6.231154018866177*^-8+0.*I,2.6427444380899323*^-8+0.*I,1.1059003087249118*^-8+0.*I,4.567841566972461*^-9+0.*I,1.86290846883084*^-9+0.*I,7.504131781092298*^-10+0.*I,2.9865744712008565*^-10+0.*I,1.1747320083405554*^-10+0.*I,4.567925643528459*^-11+0.*I,1.7564278891904325*^-11+0.*I,6.680108633769233*^-12+0.*I,2.513531693921397*^-12+0.*I,9.359094779075157*^-13+0.*I,3.449280744997714*^-13+0.*I,1.2585222941297861*^-13+0.*I,4.546943327743957*^-14+0.*I,1.6270069029115603*^-14+0.*I,5.767027802308988*^-15+0.*I,2.0252836882086714*^-15+0.*I,7.048005321748685*^-16+0.*I,2.4308919516704255*^-16+0.*I,8.311014196189476*^-17+0.*I,2.8170766580798727*^-17+0.*I,9.468136861424859*^-18+0.*I,3.1558350607413102*^-18+0.*I,1.0432983449838095*^-18+0.*I,3.421414587978977*^-19+0.*I,1.1131723997272227*^-19+0.*I,3.5936306974256044*^-20+0.*I,1.1512555732318405*^-20+0.*I,3.660401039591179*^-21+0.*I,1.1551914609345575*^-21+0.*I,3.6190608638517896*^-22+0.*I,1.12564441346177*^-22+0.*I,3.4762851392336637*^-23+0.*I,1.0660621070953941*^-23+0.*I,3.2467242927547753*^-24+0.*I,9.820774591902004*^-25+0.*I,2.950692751514524*^-25+0.*I,8.806828291079603*^-26+0.*I,2.611383629343271*^-26+0.*I,7.693336580999859*^-27+0.*I,2.2521017951632824*^-27+0.*I,6.5512761887476995*^-28+0.*I,1.8939254787351483*^-28+0.*I,5.441674479953086*^-29+0.*I,1.55405969910172*^-29+0.*I,4.411642102037048*^-30+0.*I
