0.025599270367096253+0.*I,0.06930920480971547+0.*I,0.13269032180048748+0.*I,0.20741585400049362+0.*I,0.280785891542051+0.*I,0.3399801875479476+0.*I,0.3757866200743997+0.*I,0.3845524848110736+0.*I,0.368106899356648+0.*I,0.3322125476431849+0.*I,0.28443259311499947+0.*I,0.23219151600692878+0.*I,0.18147593935547093+0.*I,0.1362732789693514+0.*I,0.09860751562499145+0.*I,0.06893308522078985+0.*I,0.04665853023563373+0.*I,0.03063867095338872+0.*I,0.019552261586350123+0.*I,0.012144608730690853+0.*I,0.007352446255901621+0.*I,0.00434395722661621+0.*I,0.002507480295202419+0.*I,0.0014155882196291378+0.*I,0.000782338400817179+0.*I,0.00042363123382171427+0.*I,0.00022493893139698538+0.*I,0.00011720498255031136+0.*I,0.00005996949447406793+0.*I,0.00003015051383423819+0.*I,0.000014903813918922077+0.*I,7.247361117286822*^-6+0.*I,3.4687119896170115*^-6+0.*I,1.6348375357354648*^-6+0.*I,7.590990903399114*^-7+0.*I,3.473983711314895*^-7+0.*I,1.5676166097727434*^-7+0.*I,6.977539815957131*^-8+0.*I,3.064600400975049*^-8+0.*I,1.3286325242700868*^-8+0.*I,5.68772005837901*^-9+0.*I,2.4049697244154486*^-9+0.*I,1.0047275184752177*^-9+0.*I,4.1483691749578593*^-10+0.*I,1.6932238973408225*^-10+0.*I,6.833944718721592*^-11+0.*I,2.7280722913180912*^-11+0.*I,1.0773833870285374*^-11+0.*I,4.2102994452465356*^-12+0.*I,1.6284644186907262*^-12+0.*I,6.235289189941166*^-13+0.*I,2.3639312487295296*^-13+0.*I,8.875575011943596*^-14+0.*I,3.300820386953245*^-14+0.*I,1.2161533545351903*^-14+0.*I,4.439870738257857*^-15+0.*I,1.6063480181399754*^-15+0.*I,5.760571122251846*^-16+0.*I,2.0479289021063194*^-16+0.*I,7.218587054754443*^-17+0.*I,2.5231315963352413*^-17+0.*I,8.746580823723132*^-18+0.*I,3.007501120978945*^-18+0.*I,1.0258854070922501*^-18+0.*I,3.471939862534448*^-19+0.*I,1.1659470953397758*^-19+0.*I,3.885708398754695*^-20+0.*I,1.2852752177372175*^-20+0.*I,4.2199276618792*^-21+0.*I,1.3754467768871878*^-21+0.*I,4.451005172242367*^-22+0.*I,1.4301851146117191*^-22+0.*I,4.5634083672123995*^-23+0.*I,1.446076382749427*^-23+0.*I,4.551333947772131*^-24+0.*I,1.4228902376738756*^-24+0.*I,4.419039998762268*^-25+0.*I,1.36347098030726*^-25+0.*I,4.1798618368626624*^-26+0.*I,1.2732442101767573*^-26+0.*I,3.854162712671343*^-27+0.*I,1.1594469034636014*^-27+0.*I,3.4666282182584057*^-28+0.*I,1.030223733610372*^-28+0.*I,3.043373373219879*^-29+0.*I,8.937356932223693*^-30+0.*I,2.609295144543804*^-30+0.*I,7.574028043586909*^-31+0.*I,2.1859936785564017*^-31+0.*I,6.273605813464137*^-32+0.*I,1.7904380617811775*^-32+0.*I,5.08161706092722*^-33+0.*I,1.4344035448410778*^-33+0.*I,4.027107330153727*^-34+0.*I,1.1245858292910563*^-34+0.*I,3.1238784927124566*^-35+0.*I,8.632206988046624*^-36+0.*I,2.3730085742199584*^-36+0.*I,6.490073251412824*^-37+0.*I,1.7660188315482729*^-37+0.*I
-0.06930920480971547+0.*I,-0.16205318231880353+0.*I,-0.2612367799849492+0.*I,-0.33174540405299335+0.*I,-0.3453871023593507+0.*I,-0.29262913073649255+0.*I,-0.1846522587138452+0.*I,-0.04692559620418331+0.*I,0.09104103599863268+0.*I,0.20486586303861715+0.*I,0.28045617974088377+0.*I,0.3147050948803491+0.*I,0.31299471082128116+0.*I,0.285365265379469+0.*I,0.2429112298127638+0.*I,0.19527114488394445+0.*I,0.1494058643137937+0.*I,0.1094248279661448+0.*I,0.07705174982018421+0.*I,0.052345193114352595+0.*I,0.03440582855730491+0.*I,0.021932016416699656+0.*I,0.01358604282799208+0.*I,0.008192793267443056+0.*I,0.004816781478863989+0.*I,0.00276472400352596+0.*I,0.0015510889737922163+0.*I,0.0008514882360821907+0.*I,0.0004578249864744176+0.*I,0.00024131406038086897+0.*I,0.00012478956652044854+0.*I,0.00006335892584929403+0.*I,0.00003160583889298542+0.*I,0.000015499963047959733+0.*I,7.4774225466282215*^-6+0.*I,3.550320815865587*^-6+0.*I,1.6599630493272583*^-6+0.*I,7.646293013271273*^-7+0.*I,3.4715136693086074*^-7+0.*I,1.554119335439935*^-7+0.*I,6.863077906875132*^-8+0.*I,2.9907799641747066*^-8+0.*I,1.2865717587368431*^-8+0.*I,5.46528126536721*^-9+0.*I,2.2932818606761504*^-9+0.*I,9.508222556989625*^-10+0.*I,3.896389979512796*^-10+0.*I,1.5785740332503056*^-10+0.*I,6.324405969172849*^-11+0.*I,2.506308084785896*^-11+0.*I,9.826797751492552*^-12+0.*I,3.812860332027376*^-12+0.*I,1.4643517143751983*^-12+0.*I,5.567829591474623*^-13+0.*I,2.0963280776637601*^-13+0.*I,7.817153882419524*^-14+0.*I,2.887581446568792*^-14+0.*I,1.056800539684396*^-14+0.*I,3.832650070113693*^-15+0.*I,1.3776031047772115*^-15+0.*I,4.908363688804684*^-16+0.*I,1.7338178981778528*^-16+0.*I,6.072793329422791*^-17+0.*I,2.109374821154718*^-17+0.*I,7.267066656387048*^-18+0.*I,2.4834909632275614*^-18+0.*I,8.420155873701523*^-19+0.*I,2.832605251595533*^-19+0.*I,9.456119059532046*^-20+0.*I,3.13293737104422*^-20+0.*I,1.030271797055803*^-20+0.*I,3.3632655820361784*^-21+0.*I,1.0899994911705423*^-21+0.*I,3.5074572679108794*^-22+0.*I,1.1207360312776705*^-22+0.*I,3.556327844235798*^-23+0.*I,1.1208028577998025*^-23+0.*I,3.508536459585414*^-24+0.*I,1.0910165438174293*^-24+0.*I,3.3704156714801654*^-25+0.*I,1.034474021053553*^-25+0.*I,3.154829904933662*^-26+0.*I,9.56065976841184*^-27+0.*I,2.8793188355873677*^-27+0.*I,8.61817288834561*^-28+0.*I,2.5638755343277367*^-28+0.*I,7.581705549539049*^-29+0.*I,2.22872410343887*^-29+0.*I,6.513217311455214*^-30+0.*I,1.8924064432890293*^-30+0.*I,5.466909681685298*^-31+0.*I,1.5703859000919834*^-31+0.*I,4.485755691349308*^-32+0.*I,1.2742560422259937*^-32+0.*I,3.599947405341613*^-33+0.*I,1.0115326702194162*^-33+0.*I,2.82704909014069*^-34+0.*I,7.859253441188147*^-35+0.*I,2.1734419813942105*^-35+0.*I,5.9793974073500426*^-36+0.*I
0.13269032180048748+0.*I,0.2612367799849492+0.*I,0.3380765262457806+0.*I,0.3151678748092667+0.*I,0.19207403972546008+0.*I,0.014124430958328722+0.*I,-0.15333750304346244+0.*I,-0.2556151461657944+0.*I,-0.2681464306364495+0.*I,-0.19908213561411583+0.*I,-0.07883065695615897+0.*I,0.05523490449862538+0.*I,0.17164824091572714+0.*I,0.2516601239688454+0.*I,0.2899595135704353+0.*I,0.2913992529853084+0.*I,0.2662773120136489+0.*I,0.22609876634789025+0.*I,0.18076129994256235+0.*I,0.13727619493438278+0.*I,0.0996611437136465+0.*I,0.06949946186286048+0.*I,0.046730211958874335+0.*I,0.030387664340926438+0.*I,0.01915908972362762+0.*I,0.011736915926335589+0.*I,0.006998842450386785+0.*I,0.004068916992630655+0.*I,0.0023094855189372755+0.*I,0.0012813573294665102+0.*I,0.000695699584435272+0.*I,0.00036999831730806493+0.*I,0.00019292730563098506+0.*I,0.00009870932622920961+0.*I,0.00004959269141424788+0.*I,0.000024483323703151973+0.*I,0.000011884787799861245+0.*I,5.675911971427498*^-6+0.*I,2.6683313345895374*^-6+0.*I,1.2354476045592628*^-6+0.*I,5.636317990657333*^-7+0.*I,2.53481514085625*^-7+0.*I,1.1242373865664049*^-7+0.*I,4.919276690443751*^-8+0.*I,2.1244024421952033*^-8+0.*I,9.057671292170251*^-9+0.*I,3.814031576673158*^-9+0.*I,1.5866320220076455*^-9+0.*I,6.522613908480328*^-10+0.*I,2.6505963382042834*^-10+0.*I,1.0650230488988519*^-10+0.*I,4.2323293425003496*^-11+0.*I,1.663839332029674*^-11+0.*I,6.472268126600591*^-12+0.*I,2.4917936169659036*^-12+0.*I,9.49666733005944*^-13+0.*I,3.583630519456824*^-13+0.*I,1.3392254693541282*^-13+0.*I,4.957296112050261*^-14+0.*I,1.8179239811386733*^-14+0.*I,6.605751961200444*^-15+0.*I,2.3787983911137854*^-15+0.*I,8.490872067324981*^-16+0.*I,3.0045135392234174*^-16+0.*I,1.0541168560664045*^-16+0.*I,3.667408768960292*^-17+0.*I,1.2654556707833495*^-17+0.*I,4.3312240692428094*^-18+0.*I,1.470644030948191*^-18+0.*I,4.954421204955689*^-19+0.*I,1.6562284058549763*^-19+0.*I,5.494665932309868*^-20+0.*I,1.809282329130557*^-20+0.*I,5.91376517192658*^-21+0.*I,1.918941529274244*^-21+0.*I,6.182230602696001*^-22+0.*I,1.977693487172434*^-22+0.*I,6.282700425920053*^-23+0.*I,1.9822085850776395*^-23+0.*I,6.211677031653198*^-24+0.*I,1.9335911955363222*^-24+0.*I,5.979369962023721*^-25+0.*I,1.8370409185296494*^-25+0.*I,5.60778756149029*^-26+0.*I,1.7010196305978945*^-26+0.*I,5.12751532740357*^-27+0.*I,1.5360962200454437*^-27+0.*I,4.573795931951814*^-28+0.*I,1.353674798223601*^-28+0.*I,3.982562526264556*^-29+0.*I,1.1648025451149435*^-29+0.*I,3.386986682534375*^-30+0.*I,9.792091368388129*^-31+0.*I,2.814925193340981*^-31+0.*I,8.046660538602916*^-32+0.*I,2.287437736290642*^-32+0.*I,6.466874137952882*^-33+0.*I,1.8183489020640235*^-33+0.*I,5.085378686132902*^-34+0.*I,1.4146782705557627*^-34+0.*I
-0.20741585400049362+0.*I,-0.33174540405299335+0.*I,-0.3151678748092667+0.*I,-0.1545804589816421+0.*I,0.06368256459040586+0.*I,0.22588781073012146+0.*I,0.2596656092822854+0.*I,0.16533979388916206+0.*I,0.001737282624543716+0.*I,-0.15324653488460213+0.*I,-0.24024786610466187+0.*I,-0.23729006364524813+0.*I,-0.1578434032560878+0.*I,-0.03607006968184443+0.*I,0.09039565286701784+0.*I,0.1928662941371683+0.*I,0.25672440677522784+0.*I,0.2804388364315853+0.*I,0.2712682514215875+0.*I,0.24032166691813167+0.*I,0.1986595602468014+0.*I,0.15504000585610458+0.*I,0.11515875735830271+0.*I,0.0818893965569619+0.*I,0.05600062184049818+0.*I,0.03696088145527072+0.*I,0.02361225278912087+0.*I,0.014636169779998601+0.*I,0.00882065744147179+0.*I,0.005177519135431886+0.*I,0.002964519727306339+0.*I,0.0016579956802865682+0.*I,0.0009068337051065821+0.*I,0.0004855692741437447+0.*I,0.0002547839283238233+0.*I,0.00013112000128535594+0.*I,0.0000662349275840606+0.*I,0.000032865659451446356+0.*I,0.000016029696974633435+0.*I,7.689606422660362*^-6+0.*I,3.630171612119372*^-6+0.*I,1.687428185194446*^-6+0.*I,7.727049843259805*^-7+0.*I,3.487333691781662*^-7+0.*I,1.551862008877372*^-7+0.*I,6.811918718794169*^-8+0.*I,2.950591691269338*^-8+0.*I,1.261621635742409*^-8+0.*I,5.3269408899702304*^-9+0.*I,2.2217531079189824*^-9+0.*I,9.156215613319472*^-10+0.*I,3.7296228453617446*^-10+0.*I,1.5019749472931144*^-10+0.*I,5.981687869347611*^-11+0.*I,2.356444254342466*^-11+0.*I,9.184744299795812*^-12+0.*I,3.5428513864401562*^-12+0.*I,1.3527263127325861*^-12+0.*I,5.11362901412205*^-13+0.*I,1.9142477137256473*^-13+0.*I,7.097420215490215*^-14+0.*I,2.606854916949929*^-14+0.*I,9.486904637402957*^-15+0.*I,3.421353649278145*^-15+0.*I,1.2229503076406385*^-15+0.*I,4.3333732340739272*^-16+0.*I,1.522356553374039*^-16+0.*I,5.3032717022895587*^-17+0.*I,1.8321903081679655*^-17+0.*I,6.278507002810686*^-18+0.*I,2.134318244670433*^-18+0.*I,7.198383179655148*^-19+0.*I,2.4090062681365746*^-19+0.*I,8.000563235168832*^-20+0.*I,2.637143126388565*^-20+0.*I,8.628327715501612*^-21+0.*I,2.802509885063904*^-21+0.*I,9.037361276070099*^-22+0.*I,2.8937108117899766*^-22+0.*I,9.200921557364249*^-23+0.*I,2.905445493949716*^-23+0.*I,9.112564954827253*^-24+0.*I,2.838933373736146*^-24+0.*I,8.786086804294315*^-25+0.*I,2.7014661219648657*^-25+0.*I,8.252857068846821*^-26+0.*I,2.505220369852441*^-26+0.*I,7.557175024120028*^-27+0.*I,2.265578913792349*^-27+0.*I,6.750538958087639*^-28+0.*I,1.9992623644054365*^-28+0.*I,5.885792872536866*^-29+0.*I,1.722562495798076*^-29+0.*I,5.01198863060565*^-30+0.*I,1.449905778472026*^-30+0.*I,4.170546307947454*^-31+0.*I,1.1928827684215788*^-31+0.*I,3.392983746357415*^-32+0.*I,9.597804914758783*^-33+0.*I,2.7001911683855663*^-33+0.*I
0.280785891542051+0.*I,0.3453871023593507+0.*I,0.19207403972546008+0.*I,-0.06368256459040586+0.*I,-0.24078971121247106+0.*I,-0.234592735518505+0.*I,-0.07486322351362179+0.*I,0.11967921427754111+0.*I,0.23147396037964166+0.*I,0.21006096699828103+0.*I,0.08292765539247451+0.*I,-0.07717838972580922+0.*I,-0.19732046634316655+0.*I,-0.23572696263128648+0.*I,-0.18985258913128367+0.*I,-0.08603922875961717+0.*I,0.03819603286322055+0.*I,0.1496113380232807+0.*I,0.22767555659818753+0.*I,0.26588383832481743+0.*I,0.26844338463023404+0.*I,0.24530331050385643+0.*I,0.20770671939944527+0.*I,0.16528453985537028+0.*I,0.12477729168485306+0.*I,0.08996635308972767+0.*I,0.06226741871838464+0.*I,0.04153295175915848+0.*I,0.026782841595270748+0.*I,0.016741363379371318+0.*I,0.010166048994263831+0.*I,0.006008388538290128+0.*I,0.0034619083453182775+0.*I,0.0019473498837754716+0.*I,0.0010707558757982053+0.*I,0.0005761594212514585+0.*I,0.0003036955310869361+0.*I,0.00015695430756268073+0.*I,0.00007959882003212896+0.*I,0.00003964303117976968+0.*I,0.00001940238390646481+0.*I,9.337891028497075*^-6+0.*I,4.4218552565009135*^-6+0.*I,2.0613905009060357*^-6+0.*I,9.465369025820843*^-7+0.*I,4.2829508249224557*^-7+0.*I,1.9106024022646923*^-7+0.*I,8.40621866076061*^-8+0.*I,3.6492594517346394*^-8+0.*I,1.5636630416209823*^-8+0.*I,6.6155754144748664*^-9+0.*I,2.7645312025264877*^-9+0.*I,1.1414071869417549*^-9+0.*I,4.657509915229715*^-10+0.*I,1.8788125939048789*^-10+0.*I,7.494559102549504*^-11+0.*I,2.957008801304123*^-11+0.*I,1.154273911002624*^-11+0.*I,4.458778995390239*^-12+0.*I,1.7047882684419345*^-12+0.*I,6.453047617357795*^-13+0.*I,2.4187323861876224*^-13+0.*I,8.978923544862018*^-14+0.*I,3.3018382848066004*^-14+0.*I,1.2029865198069554*^-14+0.*I,4.343246833121853*^-15+0.*I,1.5541379477028558*^-15+0.*I,5.5125908010225755*^-16+0.*I,1.9385651094309218*^-16+0.*I,6.759715034253966*^-17+0.*I,2.3375580025399868*^-17+0.*I,8.017572998562748*^-18+0.*I,2.727899969314795*^-18+0.*I,9.208215849988096*^-19+0.*I,3.0841733348605034*^-19+0.*I,1.0251118654153213*^-19+0.*I,3.381615567602597*^-20+0.*I,1.1072543904805409*^-20+0.*I,3.599059214444356*^-21+0.*I,1.1614372116555386*^-21+0.*I,3.721457179573308*^-22+0.*I,1.1840905831596878*^-22+0.*I,3.741573202889376*^-23+0.*I,1.1742554534266833*^-23+0.*I,3.6605841332078174*^-24+0.*I,1.1335926193123368*^-24+0.*I,3.487552201106677*^-25+0.*I,1.0660529531016767*^-25+0.*I,3.237930165115898*^-26+0.*I,9.772870959383979*^-27+0.*I,2.931414839506505*^-27+0.*I,8.739093929890197*^-28+0.*I,2.5895379598032185*^-28+0.*I,7.627405625257541*^-29+0.*I,2.2333729596154237*^-29+0.*I,6.501385691832147*^-30+0.*I,1.8816574857020496*^-30+0.*I,5.414946637838592*^-31+0.*I,1.5495125234670946*^-31+0.*I,4.4093136006869787*^-32+0.*I
-0.3399801875479476+0.*I,-0.29262913073649255+0.*I,-0.014124430958328722+0.*I,0.22588781073012146+0.*I,0.234592735518505+0.*I,0.0432590413119157+0.*I,-0.16633784063994225+0.*I,-0.23348892674422925+0.*I,-0.12888892588010525+0.*I,0.056209623578837464+0.*I,0.19666089585466445+0.*I,0.21645045741878766+0.*I,0.11935462716111828+0.*I,-0.03274759831903405+0.*I,-0.16457000809162975+0.*I,-0.22465661338259252+0.*I,-0.2001600378215827+0.*I,-0.11072187050638455+0.*I,0.008194236937737319+0.*I,0.12188482971802272+0.*I,0.20673199999447314+0.*I,0.25312793582013154+0.*I,0.26305784421805967+0.*I,0.24535203710508866+0.*I,0.211037881233259+0.*I,0.1700777624184487+0.*I,0.12976043240351798+0.*I,0.09440762256960164+0.*I,0.06585579624994609+0.*I,0.044230905192225334+0.*I,0.02869857812085072+0.*I,0.018038201938811962+0.*I,0.011008418568333218+0.*I,0.006535920221879864+0.*I,0.0037815783475964207+0.*I,0.002135330434288806+0.*I,0.001178278401272767+0.*I,0.000636098298219911+0.*I,0.0003363136016051289+0.*I,0.00017430697017261178+0.*I,0.00008863469832301589+0.*I,0.000044253499758634444+0.*I,0.00002170972412222368+0.*I,0.000010471459485871091+0.*I,4.968989955918287*^-6+0.*I,2.321023959416795*^-6+0.*I,1.0677444161474042*^-6+0.*I,4.839957225142333*^-7+0.*I,2.162713238289105*^-7+0.*I,9.530680087162865*^-8+0.*I,4.1437119244937964*^-8+0.*I,1.7781113556406846*^-8+0.*I,7.533310599807136*^-9+0.*I,3.152213584045035*^-9+0.*I,1.303124218453747*^-9+0.*I,5.323862850953743*^-10+0.*I,2.1501197053660222*^-10+0.*I,8.586396931318067*^-11+0.*I,3.3914389673698015*^-11+0.*I,1.3252223085876036*^-11+0.*I,5.124214147800347*^-12+0.*I,1.961088527606436*^-12+0.*I,7.430052763426435*^-13+0.*I,2.787409659316026*^-13+0.*I,1.0356419853819911*^-13+0.*I,3.81154209242763*^-14+0.*I,1.3898023520368414*^-14+0.*I,5.021605408900889*^-15+0.*I,1.7982183785143747*^-15+0.*I,6.382972316165512*^-16+0.*I,2.246218391535016*^-16+0.*I,7.837812531995055*^-17+0.*I,2.7121564113511422*^-17+0.*I,9.308345188151242*^-18+0.*I,3.1690345748585257*^-18+0.*I,1.0703729612322584*^-18+0.*I,3.587170223950226*^-19+0.*I,1.1929735875176322*^-19+0.*I,3.937524406984425*^-20+0.*I,1.2899690102113591*^-20+0.*I,4.195148674756354*^-21+0.*I,1.3544859808623683*^-21+0.*I,4.342165534674016*^-22+0.*I,1.3822520342803197*^-22+0.*I,4.369785564134968*^-23+0.*I,1.3720402396635666*^-23+0.*I,4.27905680241593*^-24+0.*I,1.3256939149788061*^-24+0.*I,4.080289155689181*^-25+0.*I,1.2477527001250193*^-25+0.*I,3.791337453648888*^-26+0.*I,1.1447699206617937*^-26+0.*I,3.435108144034092*^-27+0.*I,1.0244547257824119*^-27+0.*I,3.0367437903194944*^-28+0.*I,8.94784853405735*^-29+0.*I,2.6209302876048755*^-29+0.*I,7.632190844370412*^-30+0.*I,2.2096815383000885*^-30+0.*I,6.361008497776406*^-31+0.*I
0.3757866200743997+0.*I,0.1846522587138452+0.*I,-0.15333750304346244+0.*I,-0.2596656092822854+0.*I,-0.07486322351362179+0.*I,0.16633784063994225+0.*I,0.22711544593179567+0.*I,0.078414385391961+0.*I,-0.12714638832654376+0.*I,-0.21998562565543392+0.*I,-0.144806746956945+0.*I,0.02703327096441226+0.*I,0.17418221455756885+0.*I,0.21188180255369424+0.*I,0.13187960269949414+0.*I,-0.011890767724887778+0.*I,-0.14562198574806676+0.*I,-0.21453654195591848+0.*I,-0.20083315242964178+0.*I,-0.12013988780618817+0.*I,-0.005974607957638868+0.*I,0.10697299649573475+0.*I,0.19394021588578247+0.*I,0.2438460170828253+0.*I,0.257439857644251+0.*I,0.24278905931207292+0.*I,0.2106184013305638+0.*I,0.17091288964942547+0.*I,0.13115209962862304+0.*I,0.09589366826468214+0.*I,0.0671822220528595+0.*I,0.04529476667556176+0.*I,0.029489626861363076+0.*I,0.018592752030890922+0.*I,0.011378751104186333+0.*I,0.006773157749878939+0.*I,0.0039280962870148865+0.*I,0.0022229004842792177+0.*I,0.0012290784063772394+0.*I,0.0006647699723432364+0.*I,0.00035208903020010694+0.*I,0.0001827825786431093+0.*I,0.00009308758067121686+0.*I,0.000046543995700935735+0.*I,0.000022864526464948195+0.*I,0.000011042667148725258+0.*I,5.246425959807294*^-6+0.*I,2.453443218345373*^-6+0.*I,1.129897788807512*^-6+0.*I,5.127023531912383*^-7+0.*I,2.2932579327773299*^-7+0.*I,1.011551187402618*^-7+0.*I,4.401946830612482*^-8+0.*I,1.8905493191275664*^-8+0.*I,8.01627256738374*^-9+0.*I,3.356947732547788*^-9+0.*I,1.3888101132652007*^-9+0.*I,5.678043093539149*^-10+0.*I,2.2947570441500475*^-10+0.*I,9.170130270489878*^-11+0.*I,3.624331686282438*^-11+0.*I,1.4171036068446226*^-11+0.*I,5.482759645556171*^-12+0.*I,2.0995145325413063*^-12+0.*I,7.958926882071117*^-13+0.*I,2.9874180228793525*^-13+0.*I,1.1105279805461869*^-13+0.*I,4.089194077760178*^-14+0.*I,1.4917637622435255*^-14+0.*I,5.392533043590187*^-15+0.*I,1.9319212764271853*^-15+0.*I,6.860575756284155*^-16+0.*I,2.4153180566897177*^-16+0.*I,8.431335523529032*^-17+0.*I,2.9187039292828084*^-17+0.*I,1.0021125431112013*^-17+0.*I,3.4129884857542676*^-18+0.*I,1.153193364522915*^-18+0.*I,3.8661053175586937*^-19+0.*I,1.2861834900807692*^-19+0.*I,4.246603009039845*^-20+0.*I,1.3916821146848143*^-20+0.*I,4.52737752384518*^-21+0.*I,1.462206881120066*^-21+0.*I,4.688912757420649*^-22+0.*I,1.493073297002895*^-22+0.*I,4.7214881588347236*^-23+0.*I,1.482884795407969*^-23+0.*I,4.626018979231613*^-24+0.*I,1.4335687883576552*^-24+0.*I,4.41346162951007*^-25+0.*I,1.3499801916723622*^-25+0.*I,4.1029781177918407*^-26+0.*I,1.239168483580876*^-26+0.*I,3.7192515084133475*^-27+0.*I,1.109452119296283*^-27+0.*I,3.2894429635641253*^-28+0.*I,9.694581718000556*^-29+0.*I,2.840272869682577*^-29+0.*I,8.272674373730352*^-30+0.*I
-0.3845524848110736+0.*I,-0.04692559620418331+0.*I,0.2556151461657944+0.*I,0.16533979388916206+0.*I,-0.11967921427754111+0.*I,-0.23348892674422925+0.*I,-0.078414385391961+0.*I,0.14687191107299302+0.*I,0.2139407990881076+0.*I,0.08094671312091786+0.*I,-0.11474850177380985+0.*I,-0.20918873212407935+0.*I,-0.14285045206983407+0.*I,0.020546039170506736+0.*I,0.16469019911572835+0.*I,0.2052201110331557+0.*I,0.13104171625295036+0.*I,-0.007394501084203794+0.*I,-0.13850588711007542+0.*I,-0.2079320586153623+0.*I,-0.1969594987914511+0.*I,-0.11981664888108744+0.*I,-0.008821349025714945+0.*I,0.10201235344680687+0.*I,0.18807000571221855+0.*I,0.2380630718391515+0.*I,0.2523833479338923+0.*I,0.2387466039385293+0.*I,0.20761433294562265+0.*I,0.16881656004463794+0.*I,0.12976939135949084+0.*I,0.095028073995814+0.*I,0.06666676197614341+0.*I,0.04500261519720754+0.*I,0.029332249823529558+0.*I,0.01851250774542537+0.*I,0.011340352155360346+0.*I,0.006756207566892577+0.*I,0.00392145263234659+0.*I,0.002220824288918287+0.*I,0.0012288020709633825+0.*I,0.0006650631965365135+0.*I,0.00035246504406677653+0.*I,0.0001830858809811716+0.*I,0.00009329409218176624+0.*I,0.00004667189925235729+0.*I,0.000022938846123313652+0.*I,0.000011083832857582019+0.*I,5.268367850517257*^-6+0.*I,2.4647665448588337*^-6+0.*I,1.1355794673710279*^-6+0.*I,5.154828758421209*^-7+0.*I,2.3065608295651228*^-7+0.*I,1.017784808284339*^-7+0.*I,4.4305990961405414*^-8+0.*I,1.903483512681424*^-8+0.*I,8.073675541923018*^-9+0.*I,3.3820164403720465*^-9+0.*I,1.3995913566698385*^-9+0.*I,5.723735198199714*^-10+0.*I,2.3138516986726174*^-10+0.*I,9.248855943903325*^-11+0.*I,3.656369856203555*^-11+0.*I,1.429978964179724*^-11+0.*I,5.5338769864358355*^-12+0.*I,2.119571142275467*^-12+0.*I,8.036726548077023*^-13+0.*I,3.0172628273092026*^-13+0.*I,1.1218535721623496*^-13+0.*I,4.1317221937468545*^-14+0.*I,1.507570013564735*^-14+0.*I,5.450693361448073*^-15+0.*I,1.953113248670936*^-15+0.*I,6.937057670746375*^-16+0.*I,2.4426631826434034*^-16+0.*I,8.528212675340088*^-17+0.*I,2.9527185243855645*^-17+0.*I,1.0139508651707197*^-17+0.*I,3.4538364791649008*^-18+0.*I,1.1671692254812829*^-18+0.*I,3.9135275682935475*^-19+0.*I,1.3021440138592228*^-19+0.*I,4.299891876911004*^-20+0.*I,1.4093347985191708*^-20+0.*I,4.58540425296346*^-21+0.*I,1.4811366176895149*^-21+0.*I,4.750206222798579*^-22+0.*I,1.5127743293307037*^-22+0.*I,4.7843546557413256*^-23+0.*I,1.502803155000731*^-23+0.*I,4.688685971884258*^-24+0.*I,1.4531491422153758*^-24+0.*I,4.4742251024530535*^-25+0.*I,1.3687106156354858*^-25+0.*I,4.160333857912899*^-26+0.*I,1.2566174811154133*^-26+0.*I,3.771994803230781*^-27+0.*I,1.125293934975404*^-27+0.*I,3.3367276211437706*^-28+0.*I,9.834846543267819*^-29+0.*I
