0.15755263617963228+0.*I,0.30289433280622396+0.*I,0.41175759949668267+0.*I,0.4570318530560159+0.*I,0.4393209836386416+0.*I,0.3777134228120874+0.*I,0.2964505544459147+0.*I,0.21541141841108477+0.*I,0.14641622332014342+0.*I,0.09382820740618636+0.*I,0.057042544867391194+0.*I,0.03306496166928205+0.*I,0.018350287549531736+0.*I,0.009784455702466392+0.*I,0.005027338488104389+0.*I,0.002495502280028954+0.*I,0.0011993983668797169+0.*I,0.0005592480339009935+0.*I,0.0002534157988683041+0.*I,0.00011176925597003367+0.*I,0.00004804772570609385+0.*I,0.000020157128373947964+0.*I,8.261954421222892*^-6+0.*I,3.311954412188243*^-6+0.*I,1.2997032439078315*^-6+0.*I,4.997348904536327*^-7+0.*I,1.8841630017521794*^-7+0.*I,6.971112042643418*^-8+0.*I,2.5327278200155634*^-8+0.*I,9.041802058697405*^-9+0.*I,3.1736559318248562*^-9+0.*I,1.095833235532365*^-9+0.*I,3.7242167782663084*^-10+0.*I,1.2463598661442675*^-10+0.*I,4.109315354240913*^-11+0.*I,1.3353678688499621*^-11+0.*I,4.278732592632506*^-12+0.*I,1.3523208896508323*^-12+0.*I,4.217483885983051*^-13+0.*I,1.2983345130436024*^-13+0.*I,3.9465906234658004*^-14+0.*I,1.1849379936930788*^-14+0.*I,3.5150900325491493*^-15+0.*I,1.0305467519858841*^-15+0.*I,2.9868047552954977*^-16+0.*I,8.559847957866073*^-17+0.*I,2.4263453098058455*^-17+0.*I,6.8040759519272864*^-18+0.*I,1.888052245085699*^-18+0.*I,5.185390183112215*^-19+0.*I,1.4098143035366153*^-19+0.*I,3.7952666823323646*^-20+0.*I,1.0118266166699572*^-20+0.*I,2.6719826774882*^-21+0.*I,6.990403291415667*^-22+0.*I,1.812117525600179*^-22+0.*I,4.6554087720597094*^-23+0.*I,1.1854571658768506*^-23+0.*I,2.992521938460175*^-24+0.*I,7.489913646465501*^-25+0.*I,1.8589455062754432*^-25+0.*I,4.575801906281879*^-26+0.*I,1.1172152202683849*^-26+0.*I,2.7060264818672752*^-27+0.*I,6.502906787661203*^-28+0.*I,1.5506590711749578*^-28+0.*I,3.669524822113113*^-29+0.*I,8.618623355577774*^-30+0.*I,2.0093191301732946*^-30+0.*I,4.650395044731267*^-31+0.*I,1.068578177224794*^-31+0.*I,2.4380499541168994*^-32+0.*I,5.5238493418891594*^-33+0.*I,1.2429277047144092*^-33+0.*I,2.7777648762393287*^-34+0.*I,6.16638056124961*^-35+0.*I,1.3598437241024494*^-35+0.*I,2.9792648460844133*^-36+0.*I,6.485258391493357*^-37+0.*I,1.4027465594119864*^-37+0.*I,3.015085916822361*^-38+0.*I,6.440545551943841*^-39+0.*I,1.3673547495267652*^-39+0.*I,2.885410652467354*^-40+0.*I,6.052481369161233*^-41+0.*I,1.2620875188592664*^-41+0.*I,2.6164095145146595*^-42+0.*I,5.392765887263303*^-43+0.*I,1.1051868385796503*^-43+0.*I,2.25219595704506*^-44+0.*I,4.5640499973795875*^-45+0.*I,9.198037389573398*^-46+0.*I,1.8436001315631163*^-46+0.*I,3.675282525207356*^-47+0.*I,7.287730034831269*^-48+0.*I,1.4374605915264107*^-48+0.*I,2.8204980523299974*^-49+0.*I,5.505609574311853*^-50+0.*I,1.0691972822345238*^-50+0.*I,2.0658830022498725*^-51+0.*I
-0.30289433280622396+0.*I,-0.4247605454387656+0.*I,-0.3632451167498613+0.*I,-0.16545688454643165+0.*I,0.06947081669008506+0.*I,0.25619899100042115+0.*I,0.35528011221032285+0.*I,0.3702068255495152+0.*I,0.327790876595404+0.*I,0.258864304647126+0.*I,0.18704677260973632+0.*I,0.12562145767357463+0.*I,0.07926203038527928+0.*I,0.04735232448951652+0.*I,0.026945042183721003+0.*I,0.014673204772657+0.*I,0.007676170405423009+0.*I,0.0038700939748008895+0.*I,0.0018854975710517249+0.*I,0.0008897378962773849+0.*I,0.0004074757417205783+0.*I,0.00018143033879440334+0.*I,0.00007866173722420296+0.*I,0.000033255721928245+0.*I,0.00001372652227017305+0.*I,5.53777782826677*^-6+0.*I,2.1859283507528126*^-6+0.*I,8.450204556253565*^-7+0.*I,3.2018498228846657*^-7+0.*I,1.1900873778777846*^-7+0.*I,4.34226482440503*^-8+0.*I,1.5563433246281848*^-8+0.*I,5.482989662036567*^-9+0.*I,1.8997874576906134*^-9+0.*I,6.477450137962674*^-10+0.*I,2.1743797934025855*^-10+0.*I,7.189622529449012*^-11+0.*I,2.3426682619225753*^-11+0.*I,7.525456185150183*^-12+0.*I,2.3842135353758406*^-12+0.*I,7.452657933319598*^-13+0.*I,2.299247137308826*^-13+0.*I,7.003501183559861*^-14+0.*I,2.1068764656754955*^-14+0.*I,6.26166175318766*^-15+0.*I,1.839046795066993*^-15+0.*I,5.339107399549757*^-16+0.*I,1.5326104418998755*^-16+0.*I,4.351024786100451*^-17+0.*I,1.2219476461355256*^-17+0.*I,3.395588307785741*^-18+0.*I,9.338449396586157*^-19+0.*I,2.5422824502981754*^-19+0.*I,6.852521323449054*^-20+0.*I,1.829108015902524*^-20+0.*I,4.835842938989926*^-21+0.*I,1.2665645317481403*^-21+0.*I,3.2868528647795013*^-22+0.*I,8.452861618463984*^-23+0.*I,2.1546064165544758*^-23+0.*I,5.444280609902947*^-24+0.*I,1.363913239378009*^-24+0.*I,3.388205830632919*^-25+0.*I,8.347388358286263*^-26+0.*I,2.0398030543783142*^-26+0.*I,4.94469745771248*^-27+0.*I,1.1892149120989295*^-27+0.*I,2.837942817228191*^-28+0.*I,6.720808063986865*^-29+0.*I,1.5796621588804623*^-29+0.*I,3.685365900840105*^-30+0.*I,8.53528560629562*^-31+0.*I,1.962558196870742*^-31+0.*I,4.4806265767592544*^-32+0.*I,1.0158044177827723*^-32+0.*I,2.2870665211159798*^-33+0.*I,5.1142965135301*^-34+0.*I,1.135981773871751*^-34+0.*I,2.5065366264247624*^-35+0.*I,5.4945462602913084*^-36+0.*I,1.1966897548521339*^-36+0.*I,2.589758086365947*^-37+0.*I,5.569288626278118*^-38+0.*I,1.1902475544361965*^-38+0.*I,2.528163825301488*^-39+0.*I,5.3374762693359755*^-40+0.*I,1.120111444207688*^-40+0.*I,2.3367486146941144*^-41+0.*I,4.8463910796870916*^-42+0.*I,9.993327982159518*^-43+0.*I,2.0488770039654246*^-43+0.*I,4.176994297180492*^-44+0.*I,8.468016121894188*^-45+0.*I,1.707246416979295*^-45+0.*I,3.423212285908669*^-46+0.*I,6.826849347049801*^-47+0.*I,1.3541940240299836*^-47+0.*I,2.6720232939468936*^-48+0.*I,5.2447226470089644*^-49+0.*I,1.02412134291157*^-49+0.*I
0.41175759949668267+0.*I,0.3632451167498613+0.*I,0.06903851615510583+0.*I,-0.21995884243552247+0.*I,-0.3284306963642909+0.*I,-0.2384364768250886+0.*I,-0.03922168512990844+0.*I,0.16140534962549832+0.*I,0.29481143981505836+0.*I,0.34344671815125377+0.*I,0.32456492000899506+0.*I,0.2678924932315208+0.*I,0.19995887151487826+0.*I,0.1377080941039247+0.*I,0.08865311351196951+0.*I,0.05384513508056387+0.*I,0.031067027206705723+0.*I,0.017118645549309832+0.*I,0.00904711758085008+0.*I,0.004601975178498678+0.*I,0.002259671655195138+0.*I,0.0010737340859234914+0.*I,0.000494802803392995+0.*I,0.0002215467669077239+0.*I,0.00009654122774614353+0.*I,0.00004100247407344329+0.*I,0.000016995168947739004+0.*I,6.882884312305842*^-6+0.*I,2.7265143476265466*^-6+0.*I,1.0574464145594388*^-6+0.*I,4.01889675171837*^-7+0.*I,1.4979804955579668*^-7+0.*I,5.4800101745517124*^-8+0.*I,1.968941913426938*^-8+0.*I,6.9524732739905765*^-9+0.*I,2.414124428220214*^-9+0.*I,8.247747669959421*^-10+0.*I,2.773908899841905*^-10+0.*I,9.188436136578768*^-11+0.*I,2.999039088208809*^-11+0.*I,9.64940526807056*^-12+0.*I,3.061772428322725*^-12+0.*I,9.584411060122586*^-13+0.*I,2.960979001722592*^-13+0.*I,9.030909988164182*^-14+0.*I,2.7201650924512243*^-14+0.*I,8.093954968003721*^-15+0.*I,2.3798837363003296*^-15+0.*I,6.916744432903554*^-16+0.*I,1.9875346011259374*^-16+0.*I,5.648138544232811*^-17+0.*I,1.5877402247324704*^-17+0.*I,4.416093139212141*^-18+0.*I,1.2155661276978462*^-18+0.*I,3.312023746080726*^-19+0.*I,8.934534008510022*^-20+0.*I,2.3867095040981283*^-20+0.*I,6.314786227295899*^-21+0.*I,1.6551153871796882*^-21+0.*I,4.298179652980069*^-22+0.*I,1.1061164392403357*^-22+0.*I,2.8212905045425353*^-23+0.*I,7.133351423118152*^-24+0.*I,1.788150570027251*^-24+0.*I,4.444703053868754*^-25+0.*I,1.095647943239226*^-25+0.*I,2.6788493613276894*^-26+0.*I,6.497286134274725*^-27+0.*I,1.5634274646298196*^-27+0.*I,3.7328400508254423*^-28+0.*I,8.844415018667346*^-29+0.*I,2.0797806272091776*^-29+0.*I,4.854379230517814*^-30+0.*I,1.1247739580347142*^-30+0.*I,2.587369272104115*^-31+0.*I,5.909600134158674*^-32+0.*I,1.340318228159837*^-32+0.*I,3.0189110293131382*^-33+0.*I,6.753462796484045*^-34+0.*I,1.5006404282983404*^-34+0.*I,3.312376970628561*^-35+0.*I,7.26363264924446*^-36+0.*I,1.5825448080023722*^-36+0.*I,3.4259597764200668*^-37+0.*I,7.370004636506408*^-38+0.*I,1.5756029803506334*^-38+0.*I,3.3477481758964565*^-39+0.*I,7.0699824070195865*^-40+0.*I,1.4841413495623855*^-40+0.*I,3.0970957807098786*^-41+0.*I,6.425201808238819*^-42+0.*I,1.325260617811961*^-42+0.*I,2.717860304084406*^-43+0.*I,5.542332330806012*^-44+0.*I,1.1238936834794975*^-44+0.*I,2.2664813759008498*^-45+0.*I,4.545689473563717*^-46+0.*I,9.06763255323991*^-47+0.*I,1.799119019110045*^-47+0.*I,3.550769379523402*^-48+0.*I
-0.4570318530560159+0.*I,-0.16545688454643165+0.*I,0.21995884243552247+0.*I,0.31318263754411+0.*I,0.11055625847744939+0.*I,-0.15934876656191377+0.*I,-0.2936658464757034+0.*I,-0.23906457162130693+0.*I,-0.06365320330598348+0.*I,0.12941845186820441+0.*I,0.26679302978270564+0.*I,0.3241462529386328+0.*I,0.31383990592258837+0.*I,0.26339798157627914+0.*I,0.19908263583799046+0.*I,0.1384687836750437+0.*I,0.08986705249591098+0.*I,0.054953413877009034+0.*I,0.031890065445856576+0.*I,0.017660100775202223+0.*I,0.009374118001682486+0.*I,0.004786734169781457+0.*I,0.0023584774693804354+0.*I,0.0011241402807382018+0.*I,0.0005194725962045376+0.*I,0.0002331796731219579+0.*I,0.00010184416540244434+0.*I,0.00004334582423512767+0.*I,0.000018001254338171495+0.*I,7.3033610905220555*^-6+0.*I,2.8978602592145447*^-6+0.*I,1.1256256644629562*^-6+0.*I,4.2841280787169683*^-7+0.*I,1.5989703320537532*^-7+0.*I,5.85675387961317*^-8+0.*I,2.106765087762995*^-8+0.*I,7.447310562719341*^-9+0.*I,2.5886227571672737*^-9+0.*I,8.852540300691243*^-10+0.*I,2.980058323052351*^-10+0.*I,9.87990313053731*^-11+0.*I,3.227393496209221*^-11+0.*I,1.0392278213122084*^-11+0.*I,3.2999445170189575*^-12+0.*I,1.0337297090910163*^-12+0.*I,3.1957306795248937*^-13+0.*I,9.753176687541355*^-14+0.*I,2.9395236054461126*^-14+0.*I,8.751808367926613*^-15+0.*I,2.574761852429687*^-15+0.*I,7.487158828648539*^-16+0.*I,2.1525553738354272*^-16+0.*I,6.120123810993225*^-17+0.*I,1.7212383165806098*^-17+0.*I,4.789591024595156*^-18+0.*I,1.3189546572512976*^-18+0.*I,3.5952461839658746*^-19+0.*I,9.702513529800375*^-20+0.*I,2.592881571474584*^-20+0.*I,6.862881327183267*^-21+0.*I,1.7994305781150557*^-21+0.*I,4.67460510914773*^-22+0.*I,1.2033988557626459*^-22+0.*I,3.070435859200668*^-23+0.*I,7.765772263089331*^-24+0.*I,1.9472848348588852*^-24+0.*I,4.841704515868594*^-25+0.*I,1.193857952208546*^-25+0.*I,2.919793724112094*^-26+0.*I,7.083606773018139*^-27+0.*I,1.7049641424510045*^-27+0.*I,4.0718202430922765*^-28+0.*I,9.649989029595328*^-29+0.*I,2.269763714621329*^-29+0.*I,5.299065511479361*^-30+0.*I,1.2280908132923507*^-30+0.*I,2.825664394313042*^-31+0.*I,6.455272671532603*^-32+0.*I,1.4643883175928097*^-32+0.*I,3.299043807756027*^-33+0.*I,7.3816153569789686*^-34+0.*I,1.640538605917073*^-34+0.*I,3.6218657445273475*^-35+0.*I,7.9437796276887*^-36+0.*I,1.731043878093789*^-36+0.*I,3.7480999105857946*^-37+0.*I,8.064392562254914*^-38+0.*I,1.724344037774627*^-38+0.*I,3.6643877612458934*^-39+0.*I,7.73992654617956*^-40+0.*I,1.6250324594559674*^-40+0.*I,3.3916274371180783*^-41+0.*I,7.037291083494759*^-42+0.*I,1.4517232540750746*^-42+0.*I,2.9776392313452618*^-43+0.*I,6.072934111227591*^-44+0.*I,1.2316604337517515*^-44+0.*I,2.4841419317514922*^-45+0.*I,4.982889810448866*^-46+0.*I,9.941032968320505*^-47+0.*I
0.4393209836386416+0.*I,-0.06947081669008506+0.*I,-0.3284306963642909+0.*I,-0.11055625847744939+0.*I,0.20691064819161287+0.*I,0.2767793479014085+0.*I,0.08712414158706916+0.*I,-0.15868304267778832+0.*I,-0.2769018410659659+0.*I,-0.2198830411788392+0.*I,-0.05182574361528737+0.*I,0.13084123035676137+0.*I,0.25975977740324113+0.*I,0.31259213686525966+0.*I,0.30140470356754573+0.*I,0.25241901641795733+0.*I,0.19055303717956085+0.*I,0.1324418121881239+0.*I,0.085919531155468+0.*I,0.052527048621992305+0.*I,0.030478333048131846+0.*I,0.01687756370761284+0.*I,0.008958804794121316+0.*I,0.004574852629547161+0.*I,0.0022542280600534427+0.*I,0.00107453798131064+0.*I,0.0004965963449545883+0.*I,0.00022293281379696443+0.*I,0.00009737860042885465+0.*I,0.000041449518968900984+0.*I,0.00001721551551239793+0.*I,6.985296049837746*^-6+0.*I,2.771939179797135*^-6+0.*I,1.0768213931952909*^-6+0.*I,4.0987802113164976*^-7+0.*I,1.5299387750342512*^-7+0.*I,5.604423977732168*^-8+0.*I,2.0161802209134978*^-8+0.*I,7.127722464367738*^-9+0.*I,2.477747293757952*^-9+0.*I,8.474068085957358*^-10+0.*I,2.8528797851421777*^-10+0.*I,9.458994459715841*^-11+0.*I,3.090129747885398*^-11+0.*I,9.951007111052923*^-12+0.*I,3.1600458571652534*^-12+0.*I,9.899727782628035*^-13+0.*I,3.060659394033146*^-13+0.*I,9.341542584914965*^-14+0.*I,2.8156344443511455*^-14+0.*I,8.3834561365654*^-15+0.*I,2.46653647696136*^-15+0.*I,7.172853057562121*^-16+0.*I,2.0623049941642497*^-16+0.*I,5.863834892362007*^-17+0.*I,1.64924362452775*^-17+0.*I,4.58948409296445*^-18+0.*I,1.2639104487477574*^-18+0.*I,3.445366841069517*^-19+0.*I,9.29845749025506*^-20+0.*I,2.48501259288354*^-20+0.*I,6.577655533961176*^-21+0.*I,1.724717389912509*^-21+0.*I,4.480696098222248*^-22+0.*I,1.1535260081972667*^-22+0.*I,2.943300502351189*^-23+0.*I,7.44450048266091*^-24+0.*I,1.8667936095302176*^-24+0.*I,4.641737832671462*^-25+0.*I,1.1445903782545416*^-25+0.*I,2.7993959673342494*^-26+0.*I,6.79173867879618*^-27+0.*I,1.6347666907376042*^-27+0.*I,3.9042965230629084*^-28+0.*I,9.253251230205332*^-29+0.*I,2.1765126830402258*^-29+0.*I,5.081507305961407*^-30+0.*I,1.1777040380019758*^-30+0.*I,2.7098071846683032*^-31+0.*I,6.190764087494551*^-32+0.*I,1.4044216083156176*^-32+0.*I,3.16403045486204*^-33+0.*I,7.079703312017288*^-34+0.*I,1.5734789370769937*^-34+0.*I,3.473900887254213*^-35+0.*I,7.619432617776536*^-36+0.*I,1.6604036153632286*^-36+0.*I,3.5952300763672883*^-37+0.*I,7.735651886250274*^-38+0.*I,1.6540883559768983*^-38+0.*I,3.515163590796167*^-39+0.*I,7.424891302697078*^-40+0.*I,1.5589215535740293*^-40+0.*I,3.2537122589839814*^-41+0.*I,6.751264582874624*^-42+0.*I,1.3927458995152479*^-42+0.*I,2.8567248421453308*^-43+0.*I,5.82643657396187*^-44+0.*I,1.1816895919581944*^-44+0.*I,2.3833983940568458*^-45+0.*I
-0.3777134228120874+0.*I,0.25619899100042115+0.*I,0.2384364768250886+0.*I,-0.15934876656191377+0.*I,-0.2767793479014085+0.*I,-0.031054936774684454+0.*I,0.22829017457982642+0.*I,0.23951702369474934+0.*I,0.03735096411103852+0.*I,-0.1824547519621588+0.*I,-0.2664035456883632+0.*I,-0.18936289454833058+0.*I,-0.020634367554198726+0.*I,0.1500938378208012+0.*I,0.2639290525650312+0.*I,0.3050268698808353+0.*I,0.2877097638521408+0.*I,0.23749341879265157+0.*I,0.17741994393870653+0.*I,0.12232700830782654+0.*I,0.07884985040407953+0.*I,0.04795123335787873+0.*I,0.027700196911873937+0.*I,0.015281191057771336+0.*I,0.008084890374267921+0.*I,0.004116755521673169+0.*I,0.0020233667449374155+0.*I,0.0009623154803686788+0.*I,0.00044383247584776556+0.*I,0.0001988818214836062+0.*I,0.00008672884967263782+0.*I,0.00003686056505768272+0.*I,0.00001528833633452923+0.*I,6.195425833460334*^-6+0.*I,2.455607293816638*^-6+0.*I,9.528963157137894*^-7+0.*I,3.6234069772373517*^-7+0.*I,1.3512237469635578*^-7+0.*I,4.945407659601264*^-8+0.*I,1.7776361607922504*^-8+0.*I,6.279555748401336*^-9+0.*I,2.1813227909341114*^-9+0.*I,7.455178589315682*^-10+0.*I,2.50824271732162*^-10+0.*I,8.31125206332472*^-11+0.*I,2.7136120066419203*^-11+0.*I,8.733748316181833*^-12+0.*I,2.7720538511906735*^-12+0.*I,8.679951840519663*^-13+0.*I,2.682286602396017*^-13+0.*I,8.183036508041463*^-14+0.*I,2.465396656743646*^-14+0.*I,7.337643320336538*^-15+0.*I,2.158001706608241*^-15+0.*I,6.273272969973036*^-16+0.*I,1.8030175908273827*^-16+0.*I,5.1248364346218366*^-17+0.*I,1.4409214043218556*^-17+0.*I,4.008502806392732*^-18+0.*I,1.1035773625179967*^-18+0.*I,3.0074271266533823*^-19+0.*I,8.114251110469953*^-20+0.*I,2.1679461202873326*^-20+0.*I,5.7369042115170045*^-21+0.*I,1.5038862790108273*^-21+0.*I,3.90604208091692*^-22+0.*I,1.0053488627975415*^-22+0.*I,2.5646339804664386*^-23+0.*I,6.485313645254861*^-24+0.*I,1.6259210383255293*^-24+0.*I,4.04198238288253*^-25+0.*I,9.96500141724071*^-26+0.*I,2.4367318716227887*^-26+0.*I,5.910756456006264*^-27+0.*I,1.4224565167733904*^-27+0.*I,3.396639542758686*^-28+0.*I,8.04871767726303*^-29+0.*I,1.892872426890869*^-29+0.*I,4.418578125843752*^-30+0.*I,1.0239009423326952*^-30+0.*I,2.35555818324741*^-31+0.*I,5.380655224476387*^-32+0.*I,1.2204657645754204*^-32+0.*I,2.7492079954989175*^-33+0.*I,6.150670152030918*^-34+0.*I,1.3668167071965477*^-34+0.*I,3.017242427734405*^-35+0.*I,6.616986809370329*^-36+0.*I,1.4417751099828904*^-36+0.*I,3.121462146222656*^-37+0.*I,6.715480602758846*^-38+0.*I,1.4357833184203368*^-38+0.*I,3.0508927085927774*^-39+0.*I,6.443529557198275*^-40+0.*I,1.3527309125970104*^-40+0.*I,2.8230643922534853*^-41+0.*I,5.857095163493759*^-42+0.*I,1.2081630275285942*^-42+0.*I,2.4778757290231458*^-43+0.*I,5.053270151527296*^-44+0.*I
0.2964505544459147+0.*I,-0.35528011221032285+0.*I,-0.03922168512990844+0.*I,0.2936658464757034+0.*I,0.08712414158706916+0.*I,-0.22829017457982642+0.*I,-0.2102297945938451+0.*I,0.05859525592605332+0.*I,0.247255316993769+0.*I,0.188946064232926+0.*I,-0.026459715370624318+0.*I,-0.21208954807422328+0.*I,-0.25160457151046717+0.*I,-0.1481749793704364+0.*I,0.022125888002626923+0.*I,0.17790637848727905+0.*I,0.27229612815070653+0.*I,0.2978896197825832+0.*I,0.2721016033790458+0.*I,0.2197120474257478+0.*I,0.16145178043454142+0.*I,0.10987976104197238+0.*I,0.07007896231396583+0.*I,0.04224040832867149+0.*I,0.024216909359392993+0.*I,0.013272154097459595+0.*I,0.006981658958996775+0.*I,0.003536930193558359+0.*I,0.0017304945588996364+0.*I,0.0008196651991058589+0.*I,0.0003766436353499832+0.*I,0.00016820707500377226+0.*I,0.00007312668984477846+0.*I,0.00003099181120910785+0.*I,0.000012820765869489187+0.*I,5.182968913212051*^-6+0.*I,2.049724568619546*^-6+0.*I,7.937408936128521*^-7+0.*I,3.0123620242191553*^-7+0.*I,1.1213177104577809*^-7+0.*I,4.096982282763583*^-8+0.*I,1.470314015494982*^-8+0.*I,5.1861136503303676*^-9+0.*I,1.7989374525078243*^-9+0.*I,6.140039984789414*^-10+0.*I,2.0631507174894326*^-10+0.*I,6.828178151614437*^-11+0.*I,2.2268433330400682*^-11+0.*I,7.159301286585532*^-12+0.*I,2.2699820419195634*^-12+0.*I,7.100844128257051*^-13+0.*I,2.1922465356379123*^-13+0.*I,6.682032077281896*^-14+0.*I,2.0114434005367185*^-14+0.*I,5.981643679160598*^-15+0.*I,1.7578168392490072*^-15+0.*I,5.106083988187135*^-16+0.*I,1.4664891280475484*^-16+0.*I,4.165397057425743*^-17+0.*I,1.1703772659655384*^-17+0.*I,3.2537783903026535*^-18+0.*I,8.952393114840753*^-19+0.*I,2.4382142971764415*^-19+0.*I,6.574684096989526*^-20+0.*I,1.7556316891077293*^-20+0.*I,4.643327763219869*^-21+0.*I,1.2165822154832063*^-21+0.*I,3.1582435624426583*^-22+0.*I,8.124840941798817*^-23+0.*I,2.071665510549482*^-23+0.*I,5.2363402953372445*^-24+0.*I,1.3122153857019179*^-24+0.*I,3.260729446624584*^-25+0.*I,8.035594211496032*^-26+0.*I,1.9641471292825815*^-26+0.*I,4.762556034758428*^-27+0.*I,1.1457020489993983*^-27+0.*I,2.734780632190505*^-28+0.*I,6.478053945019712*^-29+0.*I,1.522959463077989*^-29+0.*I,3.5538802783009174*^-30+0.*I,8.232569589574998*^-31+0.*I,1.8933561483423518*^-31+0.*I,4.323528254283827*^-32+0.*I,9.803855516222691*^-33+0.*I,2.207752746980604*^-33+0.*I,4.937874528106825*^-34+0.*I,1.09699788482751*^-34+0.*I,2.420954467624756*^-35+0.*I,5.3078725207888447*^-36+0.*I,1.1562302546828599*^-36+0.*I,2.5026156710978676*^-37+0.*I,5.382760591497148*^-38+0.*I,1.150565247818098*^-38+0.*I,2.4442526092081354*^-39+0.*I,5.161098147172507*^-40+0.*I,1.0832560083091074*^-40+0.*I,2.2601853638746185*^-41+0.*I,4.6882552410380995*^-42+0.*I,9.668569975165145*^-43+0.*I
-0.21541141841108477+0.*I,0.3702068255495152+0.*I,-0.16140534962549832+0.*I,-0.23906457162130693+0.*I,0.15868304267778832+0.*I,0.23951702369474934+0.*I,-0.05859525592605332+0.*I,-0.25280717217636683+0.*I,-0.11702346198912057+0.*I,0.14306630889907054+0.*I,0.24506030309899327+0.*I,0.12094273010597836+0.*I,-0.09486565528664943+0.*I,-0.23521007330000412+0.*I,-0.2256285152670101+0.*I,-0.09688405963563322+0.*I,0.07110920118532485+0.*I,0.2078857734272659+0.*I,0.2799674857943524+0.*I,0.2886393094265252+0.*I,0.25406459091389927+0.*I,0.19980018065583022+0.*I,0.14387415312749124+0.*I,0.0963355377047276+0.*I,0.06061717847380515+0.*I,0.03612164210294593+0.*I,0.02050561600286499+0.*I,0.011141647891663711+0.*I,0.005816422065970855+0.*I,0.0029266527034013732+0.*I,0.0014231856356529318+0.*I,0.0006703901280490805+0.*I,0.00030650542462311525+0.*I,0.00013625589541648936+0.*I,0.00005898660502080931+0.*I,0.00002490197617151972+0.*I,0.000010264466589030364+0.*I,4.13569633854067*^-6+0.*I,1.6304714766269477*^-6+0.*I,6.295552339666429*^-7+0.*I,2.3827608468427869*^-7+0.*I,8.846943950246364*^-8+0.*I,3.224677808318979*^-8+0.*I,1.1546501377401327*^-8+0.*I,4.064017940292999*^-9+0.*I,1.4068684744797487*^-9+0.*I,4.792685659086057*^-10+0.*I,1.60750305960652*^-10+0.*I,5.311024590705089*^-11+0.*I,1.7292281829930375*^-11+0.*I,5.5508098419634696*^-12+0.*I,1.757367914974193*^-12+0.*I,5.489516889194506*^-13+0.*I,1.6924846818535786*^-13+0.*I,5.1520568830330386*^-14+0.*I,1.5489611804197598*^-14+0.*I,4.600830774400191*^-15+0.*I,1.350496129604437*^-15+0.*I,3.918604309922471*^-16+0.*I,1.1242544229627205*^-16+0.*I,3.190082775044998*^-17+0.*I,8.954631302821014*^-18+0.*I,2.4871482085233953*^-18+0.*I,6.836903178886738*^-19+0.*I,1.860427223369468*^-19+0.*I,5.0124428434485156*^-20+0.*I,1.3373780947838965*^-20+0.*I,3.534339553764504*^-21+0.*I,9.253154660572291*^-22+0.*I,2.4003476239103974*^-22+0.*I,6.170690627044003*^-23+0.*I,1.5723117445489563*^-23+0.*I,3.971515672772567*^-24+0.*I,9.946076420579386*^-25+0.*I,2.469949824825054*^-25+0.*I,6.083116537439782*^-26+0.*I,1.486019983093325*^-26+0.*I,3.601145021231416*^-27+0.*I,8.658230691519833*^-28+0.*I,2.0655879111449346*^-28+0.*I,4.8903052167406496*^-29+0.*I,1.1490956864575388*^-29+0.*I,2.68011275859248*^-30+0.*I,6.2054580603342985*^-31+0.*I,1.4264758522682614*^-31+0.*I,3.2558874796609026*^-32+0.*I,7.379587099055187*^-33+0.*I,1.6610953974349022*^-33+0.*I,3.7136237012127175*^-34+0.*I,8.246732125453867*^-35+0.*I,1.819220563136437*^-35+0.*I,3.986998596775973*^-36+0.*I,8.681621933817897*^-37+0.*I,1.8783891681034645*^-37+0.*I,4.0386400985266566*^-38+0.*I,8.629461239795394*^-39+0.*I,1.8325861621619953*^-39+0.*I,3.868207334986777*^-40+0.*I,8.116174117155984*^-41+0.*I,1.6928564543356486*^-41+0.*I
