0.017611722374953835+0.*I,0.050056905672189594+0.*I,0.10060305538019701+0.*I,0.16508693794704485+0.*I,0.23460911728537015+0.*I,0.2982098966381507+0.*I,0.3460258912403098+0.*I,0.37172497831600837+0.*I,0.373541553133843+0.*I,0.3538994065387462+0.*I,0.318084131190062+0.*I,0.2725886881426097+0.*I,0.22365539333969084+0.*I,0.17630712687546424+0.*I,0.13392696255964456+0.*I,0.09828439271983207+0.*I,0.06983718671408436+0.*I,0.04814203500796681+0.*I,0.03225153285701848+0.*I,0.02102982840872261+0.*I,0.013365428907127686+0.*I,0.008289635249920197+0.*I,0.005023266855339319+0.*I,0.0029770388423297207+0.*I,0.0017271937153784866+0.*I,0.000981823027272496+0.*I,0.0005472789050954079+0.*I,0.00029935670874596656+0.*I,0.00016079485507352524+0.*I,0.00008486630983009474+0.*I,0.00004403894029730082+0.*I,0.000022481132331832995+0.*I,0.00001129549744744536+0.*I,5.588696953966997*^-6+0.*I,2.7241641360154927*^-6+0.*I,1.3087642332336858*^-6+0.*I,6.199723719553384*^-7+0.*I,2.8969009298898615*^-7+0.*I,1.3356848922496493*^-7+0.*I,6.079024296039586*^-8+0.*I,2.7319078895902592*^-8+0.*I,1.2126522946247438*^-8+0.*I,5.318312059466135*^-9+0.*I,2.3051636239352277*^-9+0.*I,9.877285073160483*^-10+0.*I,4.184981093680077*^-10+0.*I,1.753786623870183*^-10+0.*I,7.270930498361791*^-11+0.*I,2.982850887242084*^-11+0.*I,1.2111436942640647*^-11+0.*I,4.868249625550441*^-12+0.*I,1.9375366218482802*^-12+0.*I,7.636782415866654*^-13+0.*I,2.9814988840317377*^-13+0.*I,1.1531875369324185*^-13+0.*I,4.419577605114372*^-14+0.*I,1.6786065740487442*^-14+0.*I,6.319368204180711*^-15+0.*I,2.3584237127174916*^-15+0.*I,8.726859738564708*^-16+0.*I,3.2021711437455797*^-16+0.*I,1.1653108522825103*^-16+0.*I,4.2063762349278646*^-17+0.*I,1.5062602291722933*^-17+0.*I,5.351458861050597*^-18+0.*I,1.8865906674063236*^-18+0.*I,6.600363938889641*^-19+0.*I,2.29188409320233*^-19+0.*I,7.899513814958466*^-20+0.*I,2.702949840680941*^-20+0.*I,9.182292760826355*^-21+0.*I,3.0973061144415077*^-21+0.*I,1.037480757737217*^-21+0.*I,3.451284725596639*^-22+0.*I,1.140320937261332*^-22+0.*I,3.7424726534982227*^-23+0.*I,1.2201522029405922*^-23+0.*I,3.952126296078485*^-24+0.*I,1.2718786645776407*^-24+0.*I,4.06718854262318*^-25+0.*I,1.2924432444671342*^-25+0.*I,4.0816065697342264*^-26+0.*I,1.2811098873560405*^-26+0.*I,3.996773210365297*^-27+0.*I,1.2394586182307782*^-27+0.*I,3.8210677458166196*^-28+0.*I,1.1711099770247714*^-28+0.*I,3.5686193289755485*^-29+0.*I,1.0812373918827638*^-29+0.*I,3.257528483592923*^-30+0.*I,9.75953522748749*^-31+0.*I,2.90784068543169*^-31+0.*I,8.616658160053138*^-32+0.*I,2.539566318809654*^-32+0.*I,7.444881691661017*^-33+0.*I,2.1709917191256687*^-33+0.*I,6.297739888536633*^-34+0.*I,1.8174439288973503*^-34+0.*I,5.218073018925364*^-35+0.*I,1.490578057173741*^-35+0.*I
-0.050056905672189594+0.*I,-0.12466248295989237+0.*I,-0.21514780929821095+0.*I,-0.29496863125557343+0.*I,-0.33664372455200076+0.*I,-0.3229849369392384+0.*I,-0.2530297657234538+0.*I,-0.14103660569223703+0.*I,-0.010301208001551371+0.*I,0.11475431728512649+0.*I,0.2150537865800873+0.*I,0.28020070562132504+0.*I,0.30859052868387504+0.*I,0.30529217997083297+0.*I,0.27902704741845197+0.*I,0.2393481487453101+0.*I,0.1946428755092977+0.*I,0.15111443189700133+0.*I,0.1125824596518993+0.*I,0.08080915732846844+0.*I,0.056060370737786074+0.*I,0.03768687963838122+0.*I,0.024604459093242406+0.*I,0.015629254955609843+0.*I,0.009675337079945062+0.*I,0.005845382760433259+0.*I,0.0034508316875533525+0.*I,0.0019928982113612873+0.*I,0.001127027744272849+0.*I,0.0006246955846156976+0.*I,0.00033966227522840687+0.*I,0.00018130145962839825+0.*I,0.0000950678692001499+0.*I,0.00004900322267989144+0.*I,0.000024844669472372454+0.*I,0.000012396538139194169+0.*I,6.090469356370107*^-6+0.*I,2.947773248616258*^-6+0.*I,1.4061347201328691*^-6+0.*I,6.613539220812211*^-7+0.*I,3.0682362154683187*^-7+0.*I,1.4046085481207926*^-7+0.*I,6.347288203551038*^-8+0.*I,2.8322654675992958*^-8+0.*I,1.2483354978932021*^-8+0.*I,5.436408296711371*^-9+0.*I,2.3399223938449605*^-9+0.*I,9.956775620815352*^-10+0.*I,4.1896478306010925*^-10+0.*I,1.743758388795885*^-10+0.*I,7.180401280793538*^-11+0.*I,2.925929415715513*^-11+0.*I,1.1801211325274535*^-11+0.*I,4.712245205837075*^-12+0.*I,1.8631806328800324*^-12+0.*I,7.296113529280377*^-13+0.*I,2.830207201748617*^-13+0.*I,1.0877079727670637*^-13+0.*I,4.1423646258138426*^-14+0.*I,1.5635005170326114*^-14+0.*I,5.8496596157927695*^-15+0.*I,2.16976521781489*^-15+0.*I,7.980109833702827*^-16+0.*I,2.9105909226333424*^-16+0.*I,1.0529063810761881*^-16+0.*I,3.7782679654795706*^-17+0.*I,1.3450747054326136*^-17+0.*I,4.751220129253612*^-18+0.*I,1.6654121631205156*^-18+0.*I,5.793583265586831*^-19+0.*I,2.0004664332878349*^-19+0.*I,6.85680579141177*^-20+0.*I,2.3332734921020235*^-20+0.*I,7.883298318687474*^-21+0.*I,2.64479974078606*^-21+0.*I,8.811764971684608*^-22+0.*I,2.915814344086985*^-22+0.*I,9.583499306348329*^-23+0.*I,3.1289238110620476*^-23+0.*I,1.0148708465326139*^-23+0.*I,3.270459432169328*^-24+0.*I,1.0471894856776065*^-24+0.*I,3.3319285784900424*^-25+0.*I,1.0535483948581308*^-25+0.*I,3.310818114845215*^-26+0.*I,1.0341201119433878*^-26+0.*I,3.210653800239367*^-27+0.*I,9.90909608796451*^-28+0.*I,3.0403470457740043*^-28+0.*I,9.274502347590748*^-29+0.*I,2.8129725431775966*^-29+0.*I,8.483522424517835*^-30+0.*I,2.5441958981630946*^-30+0.*I,7.58779614189119*^-31+0.*I,2.2505987999473115*^-31+0.*I,6.639323106617762*^-32+0.*I,1.9481313108817323*^-32+0.*I,5.685991589192411*^-33+0.*I,1.6508670530780112*^-33+0.*I,4.768257655097477*^-34+0.*I
0.10060305538019701+0.*I,0.21514780929821095+0.*I,0.30773593805919114+0.*I,0.32931903822779046+0.*I,0.25942908429133776+0.*I,0.11684618539671313+0.*I,-0.05089373794910753+0.*I,-0.18992367708964608+0.*I,-0.2613701138768159+0.*I,-0.25248237748729546+0.*I,-0.17561100246650807+0.*I,-0.05879418997833322+0.*I,0.06615160811020651+0.*I,0.17318635218980422+0.*I,0.24694594800069894+0.*I,0.28311141197365036+0.*I,0.2857906529693952+0.*I,0.26377080234309547+0.*I,0.22707802277599778+0.*I,0.18459432165356757+0.*I,0.1428723310363154+0.*I,0.10591426142095006+0.*I,0.07554384308724503+0.*I,0.052026513860965594+0.*I,0.034696088781028374+0.*I,0.022459585425513993+0.*I,0.014140436301738014+0.*I,0.0086738907083899+0.*I,0.00519167152969688+0.*I,0.0030360970000784444+0.*I,0.00173679126864447+0.*I,0.0009728767991466102+0.*I,0.0005341409298543721+0.*I,0.0002876821192604618+0.*I,0.00015211329839615357+0.*I,0.00007901847206923179+0.*I,0.00004035359160808718+0.*I,0.00002027174189935777+0.*I,0.000010023033039760027+0.*I,4.880151040291656*^-6+0.*I,2.341018591284784*^-6+0.*I,1.1069084913951232*^-6+0.*I,5.161063667538599*^-7+0.*I,2.3738951830504013*^-7+0.*I,1.0775630661544124*^-7+0.*I,4.828780113328357*^-8+0.*I,2.1369383662232325*^-8+0.*I,9.342108021782663*^-9+0.*I,4.035779524744638*^-9+0.*I,1.7233138894134418*^-9+0.*I,7.275693738040995*^-10+0.*I,3.037879294264773*^-10+0.*I,1.254759470380856*^-10+0.*I,5.127990675874757*^-11+0.*I,2.0740972802050607*^-11+0.*I,8.304247917542558*^-12+0.*I,3.291932771038895*^-12+0.*I,1.2923124942241189*^-12+0.*I,5.024965123666344*^-13+0.*I,1.935651651406381*^-13+0.*I,7.387995780135002*^-14+0.*I,2.7945063948274188*^-14+0.*I,1.0476919923225088*^-14+0.*I,3.89386261059317*^-15+0.*I,1.4348685015891682*^-15+0.*I,5.243143522745158*^-16+0.*I,1.9001201178825078*^-16+0.*I,6.83029495309347*^-17+0.*I,2.4357034355350227*^-17+0.*I,8.617702403144787*^-18+0.*I,3.025481588971765*^-18+0.*I,1.0541091551173433*^-18+0.*I,3.6451482915972163*^-19+0.*I,1.2512160829012184*^-19+0.*I,4.263678251633301*^-20+0.*I,1.4425059192569806*^-20+0.*I,4.845924023308359*^-21+0.*I,1.616608567052747*^-21+0.*I,5.356050502244857*^-22+0.*I,1.762532042903942*^-22+0.*I,5.761318457858086*^-23+0.*I,1.8708462431746026*^-23+0.*I,6.035642115178093*^-24+0.*I,1.934705446204132*^-24+0.*I,6.162374424133772*^-25+0.*I,1.9505545954843316*^-25+0.*I,6.135910285736624*^-26+0.*I,1.9184212044374486*^-26+0.*I,5.961909776572649*^-27+0.*I,1.841767931872869*^-27+0.*I,5.656181472344085*^-28+0.*I,1.7269541102659832*^-28+0.*I,5.242479035334411*^-29+0.*I,1.582412760993905*^-29+0.*I,4.749611512123032*^-30+0.*I,1.4176828055494321*^-30+0.*I,4.208327661017143*^-31+0.*I,1.2424408988561058*^-31+0.*I,3.6484071844655475*^-32+0.*I,1.0656567354478507*^-32+0.*I
-0.16508693794704485+0.*I,-0.29496863125557343+0.*I,-0.32931903822779046+0.*I,-0.23266784414435976+0.*I,-0.04545135605042799+0.*I,0.14318002540617544+0.*I,0.24876073035600013+0.*I,0.23391823349051344+0.*I,0.11875733874925341+0.*I,-0.038389451114700275+0.*I,-0.17279466108855399+0.*I,-0.23978976647046468+0.*I,-0.22614140930468496+0.*I,-0.146488643961831+0.*I,-0.031106451827084654+0.*I,0.08760962990458056+0.*I,0.184842939852337+0.*I,0.24747696061393518+0.*I,0.2734748794381305+0.*I,0.26855278679049627+0.*I,0.24217079406383887+0.*I,0.20420217136656776+0.*I,0.1628517386720482+0.*I,0.12379730449785595+0.*I,0.09021784419889786+0.*I,0.06330339870504653+0.*I,0.042915149360741686+0.*I,0.02818768496880525+0.*I,0.017979778939897606+0.*I,0.0111594083386203+0.*I,0.006750953442365539+0.*I,0.003986537863248225+0.*I,0.0023008912623452365+0.*I,0.0012994663438235753+0.*I,0.0007188684514300506+0.*I,0.00038989861564417346+0.*I,0.00020750884625352097+0.*I,0.0001084517670383844+0.*I,0.00005570012757167339+0.*I,0.000028130361510115842+0.*I,0.000013978242818916996+0.*I,6.837976657791646*^-6+0.*I,3.2947555133363315*^-6+0.*I,1.5643972837505406*^-6+0.*I,7.323074067344752*^-7+0.*I,3.3809938371369866*^-7+0.*I,1.5401781773780185*^-7+0.*I,6.925230649100267*^-8+0.*I,3.0745825234371194*^-8+0.*I,1.3482496510756656*^-8+0.*I,5.841477502998267*^-9+0.*I,2.5013374663984747*^-9+0.*I,1.0588673159048394*^-9+0.*I,4.432482004692583*^-10+0.*I,1.8352683416549675*^-10+0.*I,7.518048990131101*^-11+0.*I,3.0476477517148016*^-11+0.*I,1.2228551848973573*^-11+0.*I,4.857674115737511*^-12+0.*I,1.910791807500474*^-12+0.*I,7.444146890353811*^-13+0.*I,2.8728607482349543*^-13+0.*I,1.0984760630081428*^-13+0.*I,4.1621553626696885*^-14+0.*I,1.5630399966140736*^-14+0.*I,5.818563489920603*^-15+0.*I,2.1474476437783115*^-15+0.*I,7.858784110884973*^-16+0.*I,2.8521783818252203*^-16+0.*I,1.0267081275374994*^-16+0.*I,3.666272259052209*^-17+0.*I,1.2988718283146618*^-17+0.*I,4.565899987514451*^-18+0.*I,1.5927877227167126*^-18+0.*I,5.51457499293789*^-19+0.*I,1.895127741375434*^-19+0.*I,6.465250665598071*^-20+0.*I,2.189774456231744*^-20+0.*I,7.364204988336809*^-21+0.*I,2.4592848266099785*^-21+0.*I,8.156259297977612*^-22+0.*I,2.686667994021052*^-22+0.*I,8.790592769685761*^-23+0.*I,2.857214186360577*^-23+0.*I,9.226269689881965*^-24+0.*I,2.9600934510253793*^-24+0.*I,9.43662877987739*^-25+0.*I,2.9894809961918507*^-25+0.*I,9.411884824441364*^-26+0.*I,2.945051062982058*^-26+0.*I,9.159614084980034*^-27+0.*I,2.8317932727341325*^-27+0.*I,8.703161949725543*^-28+0.*I,2.659219069548646*^-28+0.*I,8.078344395159087*^-29+0.*I,2.4401177190392348*^-29+0.*I,7.32904962752552*^-30+0.*I,2.1890751570515553*^-30+0.*I,6.502447306840905*^-31+0.*I,1.9209789273682387*^-31+0.*I
0.23460911728537015+0.*I,0.33664372455200076+0.*I,0.25942908429133776+0.*I,0.04545135605042799+0.*I,-0.16807580158170424+0.*I,-0.25429282471742914+0.*I,-0.1781610046252638+0.*I,-0.0033474539899296693+0.*I,0.16204135655333693+0.*I,0.23269220349034034+0.*I,0.18486370083161863+0.*I,0.054223620191099976+0.*I,-0.09395292699850474+0.*I,-0.19950360016416752+0.*I,-0.2298490128428232+0.*I,-0.18474158977716226+0.*I,-0.08746559881423932+0.*I,0.029367872981538746+0.*I,0.13633601816480742+0.*I,0.2143776957883872+0.*I,0.25634740130508266+0.*I,0.26468625767515075+0.*I,0.24746392089103725+0.*I,0.21457334966757383+0.*I,0.1750294250854195+0.*I,0.13558259002462097+0.*I,0.10040485592421439+0.*I,0.07143861466104703+0.*I,0.04902609736812373+0.*I,0.032553126098765595+0.*I,0.020967352014052032+0.*I,0.013128491761068409+0.*I,0.008005778531112773+0.*I,0.0047621033436959555+0.*I,0.002766961191831903+0.*I,0.0015723470215263393+0.*I,0.0008747999099562106+0.*I,0.0004769900376269808+0.*I,0.00025511397126202855+0.*I,0.00013394684237834494+0.*I,0.00006909118831043099+0.*I,0.00003503459549518644+0.*I,0.000017475318527230885+0.*I,8.579374819761958*^-6+0.*I,4.147818704496705*^-6+0.*I,1.9757523437123206*^-6+0.*I,9.276722760417894*^-7+0.*I,4.2953032037758013*^-7+0.*I,1.9620337657235357*^-7+0.*I,8.845008015463152*^-8+0.*I,3.936635586517172*^-8+0.*I,1.7303534415141215*^-8+0.*I,7.513918046216678*^-9+0.*I,3.224424264213398*^-9+0.*I,1.3677833724479785*^-9+0.*I,5.736948673708336*^-10+0.*I,2.3798876186635984*^-10+0.*I,9.766788321814439*^-11+0.*I,3.966157770893779*^-11+0.*I,1.594077809630782*^-11+0.*I,6.342558782413995*^-12+0.*I,2.4987629687019985*^-12+0.*I,9.749392663194421*^-13+0.*I,3.76794756656586*^-13+0.*I,1.4427346778996404*^-13+0.*I,5.473925260165178*^-14+0.*I,2.0583325839917356*^-14+0.*I,7.671977078036028*^-15+0.*I,2.834929596700283*^-15+0.*I,1.0386906273148125*^-15+0.*I,3.774005257211827*^-16+0.*I,1.360042080664257*^-16+0.*I,4.8617751629522756*^-17+0.*I,1.7241983398438265*^-17+0.*I,6.067149189151629*^-18+0.*I,2.1185597422311495*^-18+0.*I,7.341877599353179*^-19+0.*I,2.525422971041705*^-19+0.*I,8.623236848981887*^-20+0.*I,2.923229253858654*^-20+0.*I,9.839149980795661*^-21+0.*I,3.2885076722115224*^-21+0.*I,1.0915153902771063*^-21+0.*I,3.5982598257695616*^-22+0.*I,1.1782232355214592*^-22+0.*I,3.832434001412647*^-23+0.*I,1.2384326108565919*^-23+0.*I,3.976108166540083*^-24+0.*I,1.2684362623391145*^-24+0.*I,4.0210487257618115*^-25+0.*I,1.2667908438634745*^-25+0.*I,3.966424349753216*^-26+0.*I,1.2343975644932302*^-26+0.*I,3.8186045404219705*^-27+0.*I,1.1743009282954582*^-27+0.*I,3.5901269288094323*^-28+0.*I,1.0912537337596792*^-28+0.*I,3.298043513053092*^-29+0.*I,9.911290399759047*^-30+0.*I,2.961931639358656*^-30+0.*I
-0.2982098966381507+0.*I,-0.3229849369392384+0.*I,-0.11684618539671313+0.*I,0.14318002540617544+0.*I,0.25429282471742914+0.*I,0.15515390855171624+0.*I,-0.052104710360545786+0.*I,-0.20654801975626427+0.*I,-0.21020378958336736+0.*I,-0.07837202877938244+0.*I,0.09409760069208414+0.*I,0.20527394106762753+0.*I,0.20342573494273328+0.*I,0.10209299330184274+0.*I,-0.04167401137857329+0.*I,-0.1632865134201333+0.*I,-0.21929893305608517+0.*I,-0.19860787934253332+0.*I,-0.11757407317408784+0.*I,-0.0067260617174392905+0.*I,0.10291412448883686+0.*I,0.18891511489565904+0.*I,0.24066103659131935+0.*I,0.25800839895245326+0.*I,0.2476280605138475+0.*I,0.21903967506738958+0.*I,0.1815520120137803+0.*I,0.14251471141760838+0.*I,0.10673791139283063+0.*I,0.07669244221925726+0.*I,0.05308710393881509+0.*I,0.03552075766401166+0.*I,0.023036663672077778+0.*I,0.014514143450033446+0.*I,0.008900982524877773+0.*I,0.005322092646072063+0.*I,0.003107098157736021+0.*I,0.001773414561170844+0.*I,0.0009906973232093842+0.*I,0.0005422357157735574+0.*I,0.0002910375888517818+0.*I,0.00015331484160217544+0.*I,0.00007932715764096981+0.*I,0.000040342514506562864+0.*I,0.000020178277249034974+0.*I,9.932092066694025*^-6+0.*I,4.813596271161793*^-6+0.*I,2.298216558818066*^-6+0.*I,1.0814583755326775*^-6+0.*I,5.017854861701851*^-7+0.*I,2.2966543160820588*^-7+0.*I,1.0373166494932807*^-7+0.*I,4.625133665900654*^-8+0.*I,2.036500317127153*^-8+0.*I,8.857960198393863*^-9+0.*I,3.807204980025581*^-9+0.*I,1.6174445142059894*^-9+0.*I,6.793976264043756*^-10+0.*I,2.8223128858735917*^-10+0.*I,1.1597978957888488*^-10+0.*I,4.715849605550868*^-11+0.*I,1.897744647825059*^-11+0.*I,7.559814374727613*^-12+0.*I,2.9817500891040288*^-12+0.*I,1.1646769758194685*^-12+0.*I,4.5060673068239513*^-13+0.*I,1.7271426929283866*^-13+0.*I,6.559555128888631*^-14+0.*I,2.4689395662814686*^-14+0.*I,9.21102414227208*^-15+0.*I,3.4067134689025665*^-15+0.*I,1.249280217112446*^-15+0.*I,4.543020216684204*^-16+0.*I,1.6385201182385137*^-16+0.*I,5.861932651322722*^-17+0.*I,2.080508230414415*^-17+0.*I,7.326445868031447*^-18+0.*I,2.5601561922003816*^-18+0.*I,8.878528324111471*^-19+0.*I,3.0560993670188327*^-19+0.*I,1.0442270010436838*^-19+0.*I,3.5421817216561393*^-20+0.*I,1.1930024002444468*^-20+0.*I,3.989799686219657*^-21+0.*I,1.3250845756834066*^-21+0.*I,4.3708010272154215*^-22+0.*I,1.4320046140604061*^-22+0.*I,4.6605118587227854*^-23+0.*I,1.5068409846545054*^-23+0.*I,4.840425953323936*^-24+0.*I,1.5449656549090229*^-24+0.*I,4.900145203483685*^-25+0.*I,1.5445031453004451*^-25+0.*I,4.8382949494908836*^-26+0.*I,1.506442960153887*^-26+0.*I,4.6623207233637736*^-27+0.*I,1.43440635555397*^-27+0.*I,4.3872622657523705*^-28+0.*I,1.334124433325853*^-28+0.*I,4.0337568937197835*^-29+0.*I
0.3460258912403098+0.*I,0.2530297657234538+0.*I,-0.05089373794910753+0.*I,-0.24876073035600013+0.*I,-0.1781610046252638+0.*I,0.052104710360545786+0.*I,0.21561326635164618+0.*I,0.18338711606505737+0.*I,0.005407474416042976+0.*I,-0.16650754536007542+0.*I,-0.21036338585880315+0.*I,-0.11077951311019955+0.*I,0.05425747853017165+0.*I,0.18097164120778078+0.*I,0.20430578811722572+0.*I,0.12357603376955517+0.*I,-0.012183685929133022+0.*I,-0.13868176367601157+0.*I,-0.20757263567509807+0.*I,-0.20142005516093556+0.*I,-0.13169577955963638+0.*I,-0.02667171339418037+0.*I,0.08249545395573854+0.*I,0.17180949398391507+0.*I,0.22868320736554004+0.*I,0.2513074162703147+0.*I,0.24530476165643605+0.*I,0.2197639689014503+0.*I,0.1840143303561756+0.*I,0.14567205456110435+0.*I,0.10989024243874822+0.*I,0.07945231746409807+0.*I,0.05530123489382742+0.*I,0.03718437432644678+0.*I,0.024222375715459956+0.*I,0.015322460015873706+0.*I,0.009431110445141768+0.*I,0.005658016731646511+0.*I,0.0033134463207894977+0.*I,0.0018966128468541907+0.*I,0.0010623430468432505+0.*I,0.0005828931684511419+0.*I,0.0003135861978059197+0.*I,0.00016555263271987654+0.*I,0.0000858343145043923+0.*I,0.000043735850431444816+0.*I,0.000021915292898511112+0.*I,0.000010805617407802342+0.*I,5.245474943820962*^-6+0.*I,2.508281244176912*^-6+0.*I,1.1820391552900454*^-6+0.*I,5.492196869742743*^-7+0.*I,2.5171031889026944*^-7+0.*I,1.1383284952485648*^-7+0.*I,5.081673368603468*^-8+0.*I,2.240114108539508*^-8+0.*I,9.754412239402848*^-9+0.*I,4.196964241070355*^-9+0.*I,1.7848478445474777*^-9+0.*I,7.504486154275124*^-10+0.*I,3.1204024703746077*^-10+0.*I,1.2834550355029446*^-10+0.*I,5.2231974527027354*^-11+0.*I,2.103674425040304*^-11+0.*I,8.38692974682075*^-12+0.*I,3.3105626710822306*^-12+0.*I,1.2940855878276108*^-12+0.*I,5.010383556335924*^-13+0.*I,1.9217935359960424*^-13+0.*I,7.30378629827993*^-14+0.*I,2.7508679407015705*^-14+0.*I,1.026936820989069*^-14+0.*I,3.800487256479593*^-15+0.*I,1.394514885415753*^-15+0.*I,5.074108046438735*^-16+0.*I,1.831095760834456*^-16+0.*I,6.55446373479979*^-17+0.*I,2.3275337073477383*^-17+0.*I,8.200560232464259*^-18+0.*I,2.867041586546797*^-18+0.*I,9.947635146001594*^-19+0.*I,3.4257202670958697*^-19+0.*I,1.1710606080696784*^-19+0.*I,3.974202634455689*^-20+0.*I,1.3390910299810219*^-20+0.*I,4.480274134450029*^-21+0.*I,1.4885968490015702*^-21+0.*I,4.912131686867346*^-22+0.*I,1.609994853723303*^-22+0.*I,5.241801777742427*^-23+0.*I,1.6954198374506017*^-23+0.*I,5.448191665322333*^-24+0.*I,1.7395736726918416*^-24+0.*I,5.519306593066426*^-25+0.*I,1.7402531940179725*^-25+0.*I,5.453316136882108*^-26+0.*I,1.6984878917675533*^-26+0.*I,5.258358379094942*^-27+0.*I,1.618286684375149*^-27+0.*I,4.9511847396394205*^-28+0.*I
-0.37172497831600837+0.*I,-0.14103660569223703+0.*I,0.18992367708964608+0.*I,0.23391823349051344+0.*I,0.0033474539899296693+0.*I,-0.20654801975626427+0.*I,-0.18338711606505737+0.*I,0.018606124780913474+0.*I,0.19023999001874184+0.*I,0.18500543728489827+0.*I,0.026972337090216736+0.*I,-0.14469743426951123+0.*I,-0.2033315711339173+0.*I,-0.12047179155338686+0.*I,0.036453121472928875+0.*I,0.16631911587103132+0.*I,0.19991796119505975+0.*I,0.129994652531701+0.*I,0.000603339494439014+0.*I,-0.12559839969020772+0.*I,-0.19898530548793794+0.*I,-0.19945117951394914+0.*I,-0.1359062244347292+0.*I,-0.035033948879772896+0.*I,0.07246202564593437+0.*I,0.1621988075408957+0.*I,0.22080840659825754+0.*I,0.24568331161294826+0.*I,0.24184699919943867+0.*I,0.21805193770887527+0.*I,0.18351809394676494+0.*I,0.14590172553309444+0.*I,0.1104677835889658+0.*I,0.08012625575290025+0.*I,0.05592901599886505+0.*I,0.03770243088515443+0.*I,0.024616521106502157+0.*I,0.015604532044067853+0.*I,0.009623246509292178+0.*I,0.005783543990760236+0.*I,0.0033925293913932724+0.*I,0.0019448490066063609+0.*I,0.0010909148244218827+0.*I,0.0005993686376853355+0.*I,0.0003228532505287121+0.*I,0.0001706456286124958+0.*I,0.00008857304265097774+0.*I,0.00004517863017447643+0.*I,0.0000226606959119714+0.*I,0.000011183652772321927+0.*I,5.433835274541874*^-6+0.*I,2.6005576280414917*^-6+0.*I,1.2265158835505404*^-6+0.*I,5.703247459726583*^-7+0.*I,2.615753653927119*^-7+0.*I,1.183774735367459*^-7+0.*I,5.2881129847615355*^-8+0.*I,2.3326220596531838*^-8+0.*I,1.0163519426812027*^-8+0.*I,4.3755867484683746*^-9+0.*I,1.861873330170804*^-9+0.*I,7.832642136165188*^-10+0.*I,3.258572370988528*^-10+0.*I,1.3409679589069317*^-10+0.*I,5.4599314818014245*^-11+0.*I,2.2000610806750187*^-11+0.*I,8.77521039929078*^-12+0.*I,3.465356361033676*^-12+0.*I,1.3551713936279181*^-12+0.*I,5.249056415445758*^-13+0.*I,2.014142737714987*^-13+0.*I,7.657717006347303*^-14+0.*I,2.8852502582405*^-14+0.*I,1.0774942554468807*^-14+0.*I,3.988992685488233*^-15+0.*I,1.464182740185092*^-15+0.*I,5.329367388644503*^-16+0.*I,1.9238298995610518*^-16+0.*I,6.888560301804381*^-17+0.*I,2.4469165507287133*^-17+0.*I,8.623725716156404*^-18+0.*I,3.0158528102614596*^-18+0.*I,1.046688329299415*^-18+0.*I,3.605517411891558*^-19+0.*I,1.2328497434307208*^-19+0.*I,4.1849752214739204*^-20+0.*I,1.4104647539332283*^-20+0.*I,4.720230782294761*^-21+0.*I,1.5686989487607081*^-21+0.*I,5.177663626095823*^-22+0.*I,1.6974116932542592*^-22+0.*I,5.527640674199337*^-23+0.*I,1.7882601591432177*^-23+0.*I,5.7477497511901526*^-24+0.*I,1.8356006916705117*^-24+0.*I,5.825158821912238*^-25+0.*I,1.837052542820489*^-25+0.*I,5.757763065552074*^-26+0.*I,1.7936499831653328*^-26+0.*I,5.553998596222621*^-27+0.*I
