0.06399863193343146+0.*I,0.1500598994397101+0.*I,0.24879612614720478+0.*I,0.3368037724458865+0.*I,0.39485797350101937+0.*I,0.4140472178758919+0.*I,0.39634027494171564+0.*I,0.3512474232946977+0.*I,0.29118038383738487+0.*I,0.22758038100409808+0.*I,0.16874417142921821+0.*I,0.11929614200378925+0.*I,0.08074762112924441+0.*I,0.05251120944950231+0.*I,0.032906520585298256+0.*I,0.019921878871297604+0.*I,0.011677886892904688+0.*I,0.0066410043474327204+0.*I,0.0036702147198933405+0.*I,0.0019742794857457815+0.*I,0.0010351126015445324+0.*I,0.0005296291854462441+0.*I,0.00026476131494384604+0.*I,0.00012944478903286147+0.*I,0.00006195450791609347+0.*I,0.000029053393633151188+0.*I,0.000013359929147651004+0.*I,6.0285967286005686*^-6+0.*I,2.67135237179112*^-6+0.*I,1.163124329987571*^-6+0.*I,4.97919888397535*^-7+0.*I,2.0968752199547375*^-7+0.*I,8.691436447823397*^-8+0.*I,3.547550199850102*^-8+0.*I,1.4265370376033345*^-8+0.*I,5.653833182179276*^-9+0.*I,2.2094577470791376*^-9+0.*I,8.516846095077937*^-10+0.*I,3.2395222094280554*^-10+0.*I,1.2163053552462256*^-10+0.*I,4.509273568978002*^-11+0.*I,1.6512339764254372*^-11+0.*I,5.974174884553432*^-12+0.*I,2.136179114514004*^-12+0.*I,7.551014201918215*^-13+0.*I,2.6393257257578766*^-13+0.*I,9.124478154345365*^-14+0.*I,3.1207075198808224*^-14+0.*I,1.0561519603145247*^-14+0.*I,3.5377108222004994*^-15+0.*I,1.1730898811459803*^-15+0.*I,3.8515909830066083*^-16+0.*I,1.2523694072593672*^-16+0.*I,4.0335595776356194*^-17+0.*I,1.2870207736170669*^-17+0.*I,4.069098218101053*^-18+0.*I,1.2749645807178488*^-18+0.*I,3.9596304268753917*^-19+0.*I,1.2190867660035418*^-19+0.*I,3.721367595477399*^-20+0.*I,1.1264733121889874*^-20+0.*I,3.381815811224691*^-21+0.*I,1.007043118782034*^-21+0.*I,2.974895756521855*^-22+0.*I,8.719181656328714*^-23+0.*I,2.5357883850447764*^-23+0.*I,7.31871779185984*^-24+0.*I,2.096484039724474*^-24+0.*I,5.961163928806667*^-25+0.*I,1.6826759215301563*^-25+0.*I,4.7156918801104766*^-26+0.*I,1.312230739927806*^-26+0.*I,3.6260844938622634*^-27+0.*I,9.951085329831131*^-28+0.*I,2.7123676197239135*^-28+0.*I,7.343648478212818*^-29+0.*I,1.9751452772611967*^-29+0.*I,5.2777357616088724*^-30+0.*I,1.4011812015159369*^-30+0.*I,3.6963638748275686*^-31+0.*I,9.689997931783659*^-32+0.*I,2.5244986082531897*^-32+0.*I,6.536754433345707*^-33+0.*I,1.6823528360286202*^-33+0.*I,4.303991473243933*^-34+0.*I,1.0946011500458991*^-34+0.*I,2.7675828782909786*^-35+0.*I,6.957207709612559*^-36+0.*I,1.738951999012767*^-36+0.*I,4.322017803603805*^-37+0.*I,1.0682164399140747*^-37+0.*I,2.625623930812876*^-38+0.*I,6.418485568327633*^-39+0.*I,1.560576473673851*^-39+0.*I,3.774114652887028*^-40+0.*I,9.079192983956358*^-41+0.*I,2.172729152710289*^-41+0.*I,5.172657046725935*^-42+0.*I,1.2251650744789001*^-42+0.*I,2.8871607922850685*^-43+0.*I
-0.1500598994397101+0.*I,-0.28785222392983306+0.*I,-0.3711445011011613+0.*I,-0.3587884157887643+0.*I,-0.25223018017338694+0.*I,-0.08790216791550759+0.*I,0.08489108252490314+0.*I,0.22503530621507925+0.*I,0.3107365965316354+0.*I,0.3399252279179132+0.*I,0.32401181277834157+0.*I,0.27994313741777926+0.*I,0.22392209998821969+0.*I,0.1680147625322207+0.*I,0.1193218496314668+0.*I,0.0807348586368729+0.*I,0.052305953100539156+0.*I,0.03257775884237847+0.*I,0.019569710483082942+0.*I,0.011368930782270026+0.*I,0.006402180440856535+0.*I,0.0035016412051762837+0.*I,0.0018633856785071577+0.*I,0.0009662367970421196+0.*I,0.0004888803978196986+0.*I,0.00024165000015637808+0.*I,0.00011681831357469092+0.*I,0.00005528476012779176+0.*I,0.000025636719188978407+0.*I,0.000011658453232967071+0.*I,5.203203614876205*^-6+0.*I,2.280638718123463*^-6+0.*I,9.823805062178434*^-7+0.*I,4.1610432320445516*^-7+0.*I,1.7340741741263998*^-7+0.*I,7.113832279760372*^-8+0.*I,2.8742403862729986*^-8+0.*I,1.1442631189137363*^-8+0.*I,4.4905540820676214*^-9+0.*I,1.7378894699491931*^-9+0.*I,6.635284876064345*^-10+0.*I,2.500173105136531*^-10+0.*I,9.300432911581864*^-11+0.*I,3.4166508360006726*^-11+0.*I,1.2399295694405518*^-11+0.*I,4.446522098700757*^-12+0.*I,1.576132871852371*^-12+0.*I,5.523703521198368*^-13+0.*I,1.9144498344443266*^-13+0.*I,6.563563912301972*^-14+0.*I,2.2264806988434085*^-14+0.*I,7.474441003712626*^-15+0.*I,2.4837741865675117*^-15+0.*I,8.171623651704213*^-16+0.*I,2.6622764432077056*^-16+0.*I,8.590705385895916*^-17+0.*I,2.7460887395756254*^-17+0.*I,8.69734267462981*^-18+0.*I,2.729721022593209*^-18+0.*I,8.491420653360083*^-19+0.*I,2.618430686044019*^-19+0.*I,8.005091276765673*^-20+0.*I,2.4267194021611528*^-20+0.*I,7.2956224229421*^-21+0.*I,2.1754748096637483*^-21+0.*I,6.435053542618416*^-22+0.*I,1.8884796081558782*^-22+0.*I,5.499058525813243*^-23+0.*I,1.589031468007717*^-23+0.*I,4.557171564825211*^-24+0.*I,1.2972571536397143*^-24+0.*I,3.665829134424417*^-25+0.*I,1.0284425952932178*^-25+0.*I,2.864801264553075*^-26+0.*I,7.924268662870941*^-27+0.*I,2.1767900898353706*^-27+0.*I,5.938924885141308*^-28+0.*I,1.6094339737674461*^-28+0.*I,4.3326300086536123*^-29+0.*I,1.158727116986938*^-29+0.*I,3.0789234827327204*^-30+0.*I,8.129069849131832*^-31+0.*I,2.1327610801491315*^-31+0.*I,5.560799374485947*^-32+0.*I,1.4409846036864064*^-32+0.*I,3.711428995458848*^-33+0.*I,9.501988335670252*^-34+0.*I,2.418301299430884*^-34+0.*I,6.118700992990341*^-35+0.*I,1.5391841252989033*^-35+0.*I,3.849757544577833*^-36+0.*I,9.574495867910285*^-37+0.*I,2.367913458171993*^-37+0.*I,5.823849331895038*^-38+0.*I,1.424542000645867*^-38+0.*I,3.465668824605553*^-39+0.*I,8.386308397673385*^-40+0.*I,2.018604892172875*^-40+0.*I,4.833400352566115*^-41+0.*I,1.1513275575725372*^-41+0.*I
0.24879612614720478+0.*I,0.3711445011011613+0.*I,0.3274974761538014+0.*I,0.140306248797873+0.*I,-0.08921116202288917+0.*I,-0.25307100454246134+0.*I,-0.2929986327487753+0.*I,-0.21428708517701764+0.*I,-0.06512406488134298+0.*I,0.09558305549875062+0.*I,0.22289121299548426+0.*I,0.2957352803889051+0.*I,0.31445975777083796+0.*I,0.29232667087124925+0.*I,0.24669218583691757+0.*I,0.19291966234057387+0.*I,0.14163050476709285+0.*I,0.09848351593034944+0.*I,0.065287112187478+0.*I,0.04146845289582332+0.*I,0.025337036637812824+0.*I,0.014939788924018121+0.*I,0.00852417614952149+0.*I,0.004717048191150636+0.*I,0.002536589132990166+0.*I,0.0013278026545851362+0.*I,0.0006775991834782958+0.*I,0.0003375569332073924+0.*I,0.00016435149519140893+0.*I,0.00007829225041475966+0.*I,0.000036526194131252823+0.*I,0.000016703782560672777+0.*I,7.493788857974876*^-6+0.*I,3.3005563500110106*^-6+0.*I,1.428136260779993*^-6+0.*I,6.074694439775045*^-7+0.*I,2.5416004757036097*^-7+0.*I,1.0465411401053128*^-7+0.*I,4.243202970851536*^-8+0.*I,1.694836607494434*^-8+0.*I,6.67196184461221*^-9+0.*I,2.5897296119898004*^-9+0.*I,9.915240481240273*^-10+0.*I,3.745959881267658*^-10+0.*I,1.396973603573652*^-10+0.*I,5.1442784464446227*^-11+0.*I,1.8711576024027598*^-11+0.*I,6.7247692634757*^-12+0.*I,2.3886393070213928*^-12+0.*I,8.387818264940106*^-13+0.*I,2.9126361851075606*^-13+0.*I,1.000392996312625*^-13+0.*I,3.399427568270628*^-14+0.*I,1.1431172343582896*^-14+0.*I,3.804700423652913*^-15+0.*I,1.2536774742382897*^-15+0.*I,4.0904783269400053*^-16+0.*I,1.32181012365776*^-16+0.*I,4.231080420812009*^-17+0.*I,1.3418320625932931*^-17+0.*I,4.216812390652214*^-18+0.*I,1.3133528981253157*^-18+0.*I,4.054701270431421*^-19+0.*I,1.2410330162542451*^-19+0.*I,3.7663381676422346*^-20+0.*I,1.1335196369555533*^-20+0.*I,3.383550912851405*^-21+0.*I,1.0018633745005126*^-21+0.*I,2.943016530645567*^-22+0.*I,8.577877195120446*^-23+0.*I,2.4809765754503427*^-23+0.*I,7.121514859156404*^-24+0.*I,2.0289838826653813*^-24+0.*I,5.738381614956987*^-25+0.*I,1.6112078874833464*^-25+0.*I,4.491696528582264*^-26+0.*I,1.243397417903777*^-26+0.*I,3.418165247060788*^-27+0.*I,9.332571091375086*^-28+0.*I,2.5309012418132977*^-28+0.*I,6.81795477844987*^-29+0.*I,1.824636654490817*^-29+0.*I,4.8515371605607055*^-30+0.*I,1.2817383432878027*^-30+0.*I,3.3648976954086977*^-31+0.*I,8.778723249473455*^-32+0.*I,2.2762057990262641*^-32+0.*I,5.86604250840862*^-33+0.*I,1.5026728451360417*^-33+0.*I,3.8264891989659313*^-34+0.*I,9.686879377784016*^-35+0.*I,2.438060327836797*^-35+0.*I,6.101144017672711*^-36+0.*I,1.5181435142695964*^-36+0.*I,3.7564439083041423*^-37+0.*I,9.243377662769449*^-38+0.*I,2.2620425825052524*^-38+0.*I,5.50570757494508*^-39+0.*I,1.3328866732418796*^-39+0.*I,3.209710914342226*^-40+0.*I
-0.3368037724458865+0.*I,-0.3587884157887643+0.*I,-0.140306248797873+0.*I,0.13756013820306873+0.*I,0.2827798833068338+0.*I,0.22741970569412473+0.*I,0.03874576119054924+0.*I,-0.15747509362717718+0.*I,-0.2617686845973203+0.*I,-0.24219222022822842+0.*I,-0.1272254256416944+0.*I,0.026457277819258253+0.*I,0.16577569832254133+0.*I,0.25886763552735015+0.*I,0.29754218744603106+0.*I,0.2904585928770736+0.*I,0.2537988476700136+0.*I,0.20382755476745826+0.*I,0.15285297925370164+0.*I,0.10816504174299817+0.*I,0.07277147728003223+0.*I,0.04681099783911526+0.*I,0.028917672671694837+0.*I,0.017216746538176328+0.*I,0.009907960125610656+0.*I,0.005525010508785853+0.*I,0.002991656128325036+0.*I,0.001575835256527428+0.*I,0.0008087652599047544+0.*I,0.00040500268402211695+0.*I,0.00019813508394475533+0.*I,0.00009480280840276661+0.*I,0.0000444097287094832+0.*I,0.000020386010584453833+0.*I,9.17801178743035*^-6+0.*I,4.05566194980991*^-6+0.*I,1.760270786835358*^-6+0.*I,7.509069217159359*^-7+0.*I,3.1502504069841624*^-7+0.*I,1.300472796122541*^-7+0.*I,5.28546212209931*^-8+0.*I,2.1159407136060747*^-8+0.*I,8.347621126999158*^-9+0.*I,3.2467461398077425*^-9+0.*I,1.2454803489843933*^-9+0.*I,4.714057043241055*^-10+0.*I,1.761081322218808*^-10+0.*I,6.495900284146618*^-11+0.*I,2.3665494835097426*^-11+0.*I,8.518083359957573*^-12+0.*I,3.030019007071959*^-12+0.*I,1.0654840638129925*^-12+0.*I,3.70477610862144*^-13+0.*I,1.2740906890573846*^-13+0.*I,4.334780460261844*^-14+0.*I,1.4593608135785423*^-14+0.*I,4.8627637988260995*^-15+0.*I,1.6040602365684196*^-15+0.*I,5.239181940783056*^-16+0.*I,1.6947137604071613*^-16+0.*I,5.430011186596084*^-17+0.*I,1.7236729771719275*^-17+0.*I,5.4216831262202686*^-18+0.*I,1.690094691586832*^-18+0.*I,5.222223968674863*^-19+0.*I,1.5996866025898082*^-19+0.*I,4.858635581619224*^-20+0.*I,1.4633781273178957*^-20+0.*I,4.3714175718340434*^-21+0.*I,1.295299505953683*^-21+0.*I,3.8076501054761645*^-22+0.*I,1.1105490013573567*^-22+0.*I,3.214145075485165*^-23+0.*I,9.23191559897042*^-24+0.*I,2.631883992165844*^-24+0.*I,7.447983211246408*^-25+0.*I,2.0924480735655563*^-25+0.*I,5.836606229660562*^-26+0.*I,1.6165909425774157*^-26+0.*I,4.4464868210880944*^-27+0.*I,1.2146548101604485*^-27+0.*I,3.2957059582096335*^-28+0.*I,8.88266681817668*^-29+0.*I,2.378352227195547*^-29+0.*I,6.32680416621117*^-30+0.*I,1.6722630123182654*^-30+0.*I,4.392101442216053*^-31+0.*I,1.1463637249905258*^-31+0.*I,2.9736417108652326*^-32+0.*I,7.66662068670039*^-33+0.*I,1.964719871655065*^-33+0.*I,5.005068642171063*^-34+0.*I,1.267543412907939*^-34+0.*I,3.191456975773724*^-35+0.*I,7.989465703883202*^-36+0.*I,1.9887383215686037*^-36+0.*I,4.922623628144372*^-37+0.*I,1.2117192256636196*^-37+0.*I,2.966336587986314*^-38+0.*I,7.22234151902077*^-39+0.*I
0.39485797350101937+0.*I,0.25223018017338694+0.*I,-0.08921116202288917+0.*I,-0.2827798833068338+0.*I,-0.19396195508741218+0.*I,0.04953792967046217+0.*I,0.2331068266797784+0.*I,0.2358745887299238+0.*I,0.08418582261386706+0.*I,-0.10871461200665217+0.*I,-0.23378450276307167+0.*I,-0.24199716686612757+0.*I,-0.14852477861562474+0.*I,-0.004631748325038279+0.*I,0.1354680536958159+0.*I,0.2356636015227275+0.*I,0.2833715319744623+0.*I,0.2842588204868719+0.*I,0.2531835931095146+0.*I,0.2063261085351896+0.*I,0.15654943303432828+0.*I,0.11186068445176409+0.*I,0.07587936620230709+0.*I,0.049157779954700005+0.*I,0.030556468405529235+0.*I,0.018292554655965357+0.*I,0.010578746212032161+0.*I,0.005925091752195295+0.*I,0.0032210976655695197+0.*I,0.0017028549106660774+0.*I,0.0008768582924059165+0.*I,0.00044044094845928334+0.*I,0.00021607828885241226+0.*I,0.00010365732737800994+0.*I,0.000048674915970601805+0.*I,0.00002239419660233446+0.*I,0.000010103300663675109+0.*I,4.473315327930426*^-6+0.*I,1.9451252867998975*^-6+0.*I,8.312021019532225*^-7+0.*I,3.4928053919270557*^-7+0.*I,1.4441074074683723*^-7+0.*I,5.877783139666218*^-8+0.*I,2.356312482276228*^-8+0.*I,9.308077398413317*^-9+0.*I,3.6248071129211964*^-9+0.*I,1.3921509781746976*^-9+0.*I,5.275124055529504*^-10+0.*I,1.972799172213708*^-10+0.*I,7.284290335769347*^-11+0.*I,2.6563675133783583*^-11+0.*I,9.570192490547058*^-12+0.*I,3.407321320329584*^-12+0.*I,1.1991885408224259*^-12+0.*I,4.1731123106497056*^-13+0.*I,1.4362888190925616*^-13+0.*I,4.8903332890275934*^-14+0.*I,1.64759818580224*^-14+0.*I,5.4938544664901866*^-15+0.*I,1.8134631819219286*^-15+0.*I,5.927001021612108*^-16+0.*I,1.9184092471219227*^-16+0.*I,6.150486503372743*^-17+0.*I,1.9535224883492232*^-17+0.*I,6.148141926342576*^-18+0.*I,1.9176036404569106*^-18+0.*I,5.928346797328857*^-19+0.*I,1.816920538787067*^-19+0.*I,5.521171570654166*^-20+0.*I,1.6637293034963132*^-20+0.*I,4.972229871714922*^-21+0.*I,1.4739942896955386*^-21+0.*I,4.334844286790694*^-22+0.*I,1.2648513515734419*^-22+0.*I,3.662243377229882*^-23+0.*I,1.0523214248416689*^-23+0.*I,3.0011886935675834*^-24+0.*I,8.49631361220963*^-25+0.*I,2.387851571512566*^-25+0.*I,6.662995398205348*^-26+0.*I,1.8461271125224984*^-26+0.*I,5.079568617215128*^-27+0.*I,1.3880567921421457*^-27+0.*I,3.7674168923082905*^-28+0.*I,1.0157244819926072*^-28+0.*I,2.720461845652201*^-29+0.*I,7.239048670861144*^-30+0.*I,1.9139437319431784*^-30+0.*I,5.028302236235355*^-31+0.*I,1.312782980164209*^-31+0.*I,3.40626002342771*^-32+0.*I,8.784338282992453*^-33+0.*I,2.2517438602927602*^-33+0.*I,5.737716788097921*^-34+0.*I,1.4534502284495643*^-34+0.*I,3.6604306352109513*^-35+0.*I,9.165675585469983*^-36+0.*I,2.2820529187282004*^-36+0.*I,5.6499403528239355*^-37+0.*I,1.391061397015765*^-37+0.*I
-0.4140472178758919+0.*I,-0.08790216791550759+0.*I,0.25307100454246134+0.*I,0.22741970569412473+0.*I,-0.04953792967046217+0.*I,-0.24590732110731225+0.*I,-0.19016923173635777+0.*I,0.02847813281725214+0.*I,0.2100833053173265+0.*I,0.22694504052322634+0.*I,0.09140024575039672+0.*I,-0.09300074882721368+0.*I,-0.21915763688973355+0.*I,-0.23463216815543392+0.*I,-0.14980190576375768+0.*I,-0.01247879157407149+0.*I,0.1244250900910277+0.*I,0.2244381024061625+0.*I,0.2738554219372834+0.*I,0.2771925710855677+0.*I,0.2484948198341162+0.*I,0.2035339945204263+0.*I,0.15507401177735092+0.*I,0.11119636795941087+0.*I,0.07565785308307849+0.*I,0.04914480721806693+0.*I,0.03062059214072251+0.*I,0.018369746332281472+0.*I,0.010643690158714796+0.*I,0.005971820457391169+0.*I,0.0032516539262635582+0.*I,0.0017215141134937612+0.*I,0.0008876580307209396+0.*I,0.0004464203255771581+0.*I,0.00021926482746497243+0.*I,0.00010529921657327533+0.*I,0.00004949563583862173+0.*I,0.000022793240415830832+0.*I,0.000010292425139667618+0.*I,4.560842555817838*^-6+0.*I,1.984739752574912*^-6+0.*I,8.487584614784965*^-7+0.*I,3.5690778306564615*^-7+0.*I,1.4766219590692083*^-7+0.*I,6.013909441595013*^-8+0.*I,2.412326728845446*^-8+0.*I,9.5347778305899*^-9+0.*I,3.7151057067531644*^-9+0.*I,1.4275701143477493*^-9+0.*I,5.412009166283312*^-10+0.*I,2.0249487363851083*^-10+0.*I,7.480229184121902*^-11+0.*I,2.7290033649270568*^-11+0.*I,9.83596798446427*^-12+0.*I,3.503344031816282*^-12+0.*I,1.2334558390009102*^-12+0.*I,4.293942473897141*^-13+0.*I,1.4783997685251825*^-13+0.*I,5.03543282402104*^-14+0.*I,1.6970416265819294*^-14+0.*I,5.6605166909608244*^-15+0.*I,1.869048477437297*^-15+0.*I,6.110477370099334*^-16+0.*I,1.9783601854831176*^-16+0.*I,6.344441693219751*^-17+0.*I,2.0156645930084495*^-17+0.*I,6.345354844978916*^-18+0.*I,1.97960935214951*^-18+0.*I,6.121523015101826*^-19+0.*I,1.8765659124445217*^-19+0.*I,5.703718087980253*^-20+0.*I,1.719117059235892*^-20+0.*I,5.138864220905344*^-21+0.*I,1.523709636859178*^-21+0.*I,4.481958256422484*^-22+0.*I,1.3080345637345367*^-22+0.*I,3.788000207061948*^-23+0.*I,1.0886593282965777*^-23+0.*I,3.105385395502437*^-24+0.*I,8.792842012888803*^-25+0.*I,2.4716136691405075*^-25+0.*I,6.897875825970087*^-26+0.*I,1.9115171718706235*^-26+0.*I,5.260322810846478*^-27+0.*I,1.437672766690588*^-27+0.*I,3.9026722844341137*^-28+0.*I,1.052345442372193*^-28+0.*I,2.8189508863481903*^-29+0.*I,7.50217779777973*^-30+0.*I,1.9837848978639602*^-30+0.*I,5.212486794908464*^-31+0.*I,1.3610478083505638*^-31+0.*I,3.531943960931475*^-32+0.*I,9.10960152245587*^-33+0.*I,2.335406239010125*^-33+0.*I,5.951610699748684*^-34+0.*I,1.5078092671163933*^-34+0.*I,3.79776574803769*^-35+0.*I,9.510627425241785*^-36+0.*I,2.3681983482718185*^-36+0.*I
0.39634027494171564+0.*I,-0.08489108252490314+0.*I,-0.2929986327487753+0.*I,-0.03874576119054924+0.*I,0.2331068266797784+0.*I,0.19016923173635777+0.*I,-0.06387077469961439+0.*I,-0.23266649738814957+0.*I,-0.16821526905955547+0.*I,0.04005883199809576+0.*I,0.20549332040820023+0.*I,0.21278004159046454+0.*I,0.07826232715343856+0.*I,-0.09799330443343676+0.*I,-0.21501100705347+0.*I,-0.22491248041074224+0.*I,-0.139481768214605+0.*I,-0.005401255834386438+0.*I,0.1265943430219135+0.*I,0.22199100721844744+0.*I,0.2682142692221587+0.*I,0.27006148088903137+0.*I,0.24129573576707136+0.*I,0.19717686223306977+0.*I,0.14997042996473298+0.*I,0.10739284172958324+0.*I,0.07299198751955585+0.*I,0.0473719303889568+0.*I,0.029494680301758298+0.*I,0.01768355351488822+0.*I,0.010240801224001977+0.*I,0.00574321516960987+0.*I,0.0031259696703804583+0.*I,0.0016544136783271115+0.*I,0.0008528050807479902+0.*I,0.0004287788290917909+0.*I,0.00021055042148870466+0.*I,0.00010109291836170888+0.*I,0.000047509466193602164+0.*I,0.00002187484254430249+0.*I,9.87618350937139*^-6+0.*I,4.375776907818086*^-6+0.*I,1.9039593746869794*^-6+0.*I,8.14117298600793*^-7+0.*I,3.423039018106943*^-7+0.*I,1.4160606968326417*^-7+0.*I,5.766728443353042*^-8+0.*I,2.3129797291509824*^-8+0.*I,9.141386410544671*^-9+0.*I,3.561565230746754*^-9+0.*I,1.3684773986317353*^-9+0.*I,5.187656003392318*^-10+0.*I,1.9408902332057923*^-10+0.*I,7.169317432222157*^-11+0.*I,2.615438223693528*^-11+0.*I,9.426194334910778*^-12+0.*I,3.3572388515858293*^-12+0.*I,1.1819644317495277*^-12+0.*I,4.114522683592064*^-13+0.*I,1.416571710376907*^-13+0.*I,4.8246726467495165*^-14+0.*I,1.625955912830138*^-14+0.*I,5.423234292040628*^-15+0.*I,1.7906455098298155*^-15+0.*I,5.853985472134716*^-16+0.*I,1.8952650404354405*^-16+0.*I,6.0778039111508*^-17+0.*I,1.930904450425754*^-17+0.*I,6.078384850241447*^-18+0.*I,1.8962780941027875*^-18+0.*I,5.863713273901244*^-19+0.*I,1.7974971015984332*^-19+0.*I,5.463286377442045*^-20+0.*I,1.6466196012363957*^-20+0.*I,4.922063884736*^-21+0.*I,1.4594019589928421*^-21+0.*I,4.292728688770728*^-22+0.*I,1.252789411904184*^-22+0.*I,3.627958831027087*^-23+0.*I,1.0426489780689729*^-23+0.*I,2.974100559844062*^-24+0.*I,8.421000035349236*^-25+0.*I,2.3670611067921293*^-25+0.*I,6.606005771004757*^-26+0.*I,1.8306135753081232*^-26+0.*I,5.037626462517853*^-27+0.*I,1.3767937458179276*^-27+0.*I,3.737372359345824*^-28+0.*I,1.0077625646804999*^-28+0.*I,2.69949902926119*^-29+0.*I,7.184208661153657*^-30+0.*I,1.8996877688713972*^-30+0.*I,4.991473987968617*^-31+0.*I,1.3033274808221745*^-31+0.*I,3.3821310198693935*^-32+0.*I,8.723134591557688*^-33+0.*I,2.2363115773264683*^-33+0.*I,5.699033147345103*^-34+0.*I,1.4438097485079658*^-34+0.*I,3.6365430103583594*^-35+0.*I
-0.3512474232946977+0.*I,0.22503530621507925+0.*I,0.21428708517701764+0.*I,-0.15747509362717718+0.*I,-0.2358745887299238+0.*I,0.02847813281725214+0.*I,0.23266649738814957+0.*I,0.14232453993654742+0.*I,-0.0996540474606245+0.*I,-0.22623940208550136+0.*I,-0.1342342514857936+0.*I,0.069028107719132+0.*I,0.2092362889892172+0.*I,0.19349787899697635+0.*I,0.05196508356797644+0.*I,-0.11542039019196267+0.*I,-0.21642320992503386+0.*I,-0.21257989803308966+0.*I,-0.12085259344913155+0.*I,0.011830904341983117+0.*I,0.13753458134896618+0.*I,0.22522498571622956+0.*I,0.264925056564272+0.*I,0.2626422203928066+0.*I,0.2321927714744459+0.*I,0.18824304470129474+0.*I,0.14228519873836107+0.*I,0.10137113746447658+0.*I,0.06860488093687446+0.*I,0.044361859881110535+0.*I,0.02753275995931515+0.*I,0.01646112552947508+0.*I,0.009509192060361745+0.*I,0.005321046294394042+0.*I,0.002890371337674933+0.*I,0.0015269347887044366+0.*I,0.0007857835323624349+0.*I,0.0003944784984632495+0.*I,0.0001934352035707839+0.*I,0.00009275466985798546+0.*I,0.000043538335520553204+0.*I,0.00002002394855422608+0.*I,9.031080589592102*^-6+0.*I,3.997430268354326*^-6+0.*I,1.7377411519226186*^-6+0.*I,7.424036853155925*^-7+0.*I,3.1189799587064766*^-7+0.*I,1.2892886525507396*^-7+0.*I,5.2466684025481664*^-8+0.*I,2.1029480076402332*^-8+0.*I,8.305901949674019*^-9+0.*I,3.234058680440265*^-9+0.*I,1.2419097744847176*^-9+0.*I,4.705233793155438*^-10+0.*I,1.759462276550734*^-10+0.*I,6.495854375547271*^-11+0.*I,2.368602827453935*^-11+0.*I,8.532624658212842*^-12+0.*I,3.03763469051435*^-12+0.*I,1.0689879105677694*^-12+0.*I,3.71972182587645*^-13+0.*I,1.280145280079783*^-13+0.*I,4.358378021784374*^-14+0.*I,1.468278461136965*^-14+0.*I,4.895607137091808*^-15+0.*I,1.615890476474407*^-15+0.*I,5.280965494961376*^-16+0.*I,1.7092123370801332*^-16+0.*I,5.4795116741204626*^-17+0.*I,1.740321731847756*^-17+0.*I,5.476899795801426*^-18+0.*I,1.7081677265022216*^-18+0.*I,5.280644543571348*^-19+0.*I,1.6183475276766818*^-19+0.*I,4.9175685119985274*^-20+0.*I,1.4817874636890027*^-20+0.*I,4.428322380340529*^-21+0.*I,1.3127114678695247*^-21+0.*I,3.860406635052585*^-22+0.*I,1.1263820094227255*^-22+0.*I,3.261224080499412*^-23+0.*I,9.370647459944912*^-24+0.*I,2.672407824696469*^-24+0.*I,7.565344074394063*^-25+0.*I,2.126153622040886*^-25+0.*I,5.932618360148483*^-26+0.*I,1.6437224400196892*^-26+0.*I,4.52255732609218*^-27+0.*I,1.2358199758725035*^-27+0.*I,3.354151886692373*^-28+0.*I,9.042871496571648*^-29+0.*I,2.421947825069391*^-29+0.*I,6.444595151978778*^-30+0.*I,1.7038666032175083*^-30+0.*I,4.476311983853491*^-31+0.*I,1.1686506798295131*^-31+0.*I,3.0322333818012485*^-32+0.*I,7.819647217806093*^-33+0.*I,2.004428639887401*^-33+0.*I,5.1074536777198115*^-34+0.*I
