0.005321565478800583+0.*I,0.01722081571500181+0.*I,0.03940515411675943+0.*I,0.07362184756841443+0.*I,0.11912173914088273+0.*I,0.17239327977501095+0.*I,0.22775033055204358+0.*I,0.278563560593456+0.*I,0.31870848100813215+0.*I,0.34378480293147473+0.*I,0.35180417062589814+0.*I,0.3432566424249306+0.*I,0.32065841096033+0.*I,0.28779634154529843+0.*I,0.2489061114370999+0.*I,0.207971698885563+0.*I,0.16825134984768342+0.*I,0.13205304057577458+0.*I,0.10072249192667554+0.*I,0.07477629971662837+0.*I,0.05410822428617712+0.*I,0.03820919985822847+0.*I,0.02636154815181001+0.*I,0.01778776170438511+0.*I,0.011749786921050083+0.*I,0.007604563584306302+0.*I,0.004826162385927321+0.*I,0.003005621975781401+0.*I,0.0018381021826448726+0.*I,0.0011045489338352443+0.*I,0.0006525873370966194+0.*I,0.00037929062167556574+0.*I,0.00021697586295443255+0.*I,0.00012222745340046348+0.*I,0.00006783340439886888+0.*I,0.000037104270774586986+0.*I,0.000020011837111783692+0.*I,0.000010646341828115068+0.*I,5.588855960852608*^-6+0.*I,2.8960424427986906*^-6+0.*I,1.481798789531238*^-6+0.*I,7.488789379117792*^-7+0.*I,3.739394458347236*^-7+0.*I,1.8453610991259836*^-7+0.*I,9.002628562086328*^-8+0.*I,4.342875547898511*^-8+0.*I,2.07210985993113*^-8+0.*I,9.780885104365963*^-9+0.*I,4.568481258214106*^-9+0.*I,2.111971807612736*^-9+0.*I,9.66534639781702*^-10+0.*I,4.3797230035059797*^-10+0.*I,1.9654376967936876*^-10+0.*I,8.736463276072872*^-11+0.*I,3.8472737096212945*^-11+0.*I,1.678750090155769*^-11+0.*I,7.259493897172897*^-12+0.*I,3.1115961512440623*^-12+0.*I,1.3221585501306914*^-12+0.*I,5.570213493547258*^-13+0.*I,2.3270757731094254*^-13+0.*I,9.641839909181828*^-14+0.*I,3.9625830775390825*^-14+0.*I,1.6155574813745736*^-14+0.*I,6.535017227208481*^-15+0.*I,2.6230367025134204*^-15+0.*I,1.0448325856178402*^-15+0.*I,4.1306996351851644*^-16+0.*I,1.6210016948608543*^-16+0.*I,6.314998221055992*^-17+0.*I,2.4425222103134738*^-17+0.*I,9.38044963832819*^-18+0.*I,3.57743471428413*^-18+0.*I,1.3549541387504266*^-18+0.*I,5.097098719346017*^-19+0.*I,1.9046129034031673*^-19+0.*I,7.069915695330083*^-20+0.*I,2.6072530340522454*^-20+0.*I,9.55322901839818*^-21+0.*I,3.478171182245388*^-21+0.*I,1.258404515520552*^-21+0.*I,4.524723732984973*^-22+0.*I,1.6169606470075289*^-22+0.*I,5.743474710504592*^-23+0.*I,2.0279132792610472*^-23+0.*I,7.11793840008087*^-24+0.*I,2.4838153607974095*^-24+0.*I,8.617355134596985*^-25+0.*I,2.972671806329471*^-25+0.*I,1.019685561500019*^-25+0.*I,3.478238229301295*^-26+0.*I,1.1799210169826592*^-26+0.*I,3.980827256278226*^-27+0.*I,1.3358145419128478*^-27+0.*I,4.458579852000024*^-28+0.*I,1.4802976697756457*^-28+0.*I,4.889086802670316*^-29+0.*I,1.6064092263009383*^-29+0.*I,5.251186718659658*^-30+0.*I,1.7078674939969057*^-30+0.*I
-0.01722081571500181+0.*I,-0.05040573790052262+0.*I,-0.10316286939630173+0.*I,-0.1699917492714562+0.*I,-0.23823939730423513+0.*I,-0.2915077922856981+0.*I,-0.31473433512131643+0.*I,-0.29887297691659287+0.*I,-0.24345767804601526+0.*I,-0.15637702649994792+0.*I,-0.05131048750509336+0.*I,0.05600911433308923+0.*I,0.1514114230984457+0.*I,0.22482895215447318+0.*I,0.2713643809632323+0.*I,0.291003824974401+0.*I,0.2874181610643576+0.*I,0.26638874471859236+0.*I,0.23431126896790552+0.*I,0.19705982835857466+0.*I,0.15931322795052894+0.*I,0.1243084126064605+0.*I,0.09390992487421368+0.*I,0.06886357854377606+0.*I,0.049119061762394195+0.*I,0.03414023842363952+0.*I,0.02315814819753802+0.*I,0.015351152854805065+0.*I,0.009956078519728925+0.*I,0.006324115133195884+0.*I,0.003938062862777575+0.*I,0.00240605168672963+0.*I,0.001443448501832253+0.*I,0.0008508981196150021+0.*I,0.0004931905748113621+0.*I,0.00028123680971226434+0.*I,0.00015786645549071703+0.*I,0.00008727523100033272+0.*I,0.00004754267938707231+0.*I,0.000025530675870863+0.*I,0.000013521015761277572+0.*I,7.064737158884988*^-6+0.*I,3.643206014839637*^-6+0.*I,1.854918106525221*^-6+0.*I,9.32745125416056*^-7+0.*I,4.633773549167824*^-7+0.*I,2.2749378045319445*^-7+0.*I,1.1040532832712015*^-7+0.*I,5.2980157121733394*^-8+0.*I,2.5144936827085137*^-8+0.*I,1.180614803173985*^-8+0.*I,5.485140674804553*^-9+0.*I,2.5222390453592176*^-9+0.*I,1.1481445166373526*^-9+0.*I,5.174968767000151*^-10+0.*I,2.309963767181677*^-10+0.*I,1.0213411773625782*^-10+0.*I,4.473871747974098*^-11+0.*I,1.9418648115885933*^-11+0.*I,8.353147382421468*^-12+0.*I,3.561617048807325*^-12+0.*I,1.5054901767341365*^-12+0.*I,6.30968333915184*^-13+0.*I,2.6224014336037267*^-13+0.*I,1.0809700053105534*^-13+0.*I,4.41987332233528*^-14+0.*I,1.7928527537124838*^-14+0.*I,7.215611059386141*^-15+0.*I,2.8816990315406525*^-15+0.*I,1.1421490663070875*^-15+0.*I,4.493095843268513*^-16+0.*I,1.7545503953544216*^-16+0.*I,6.801902136187184*^-17+0.*I,2.6180925487268178*^-17+0.*I,1.000631306473414*^-17+0.*I,3.79787601544485*^-18+0.*I,1.4316175092723043*^-18+0.*I,5.360107502921047*^-19+0.*I,1.9935169146307425*^-19+0.*I,7.365544466907661*^-20+0.*I,2.703745744383881*^-20+0.*I,9.86142049849878*^-21+0.*I,3.57405615594937*^-21+0.*I,1.287259935364912*^-21+0.*I,4.607740027352098*^-22+0.*I,1.6393041026753194*^-22+0.*I,5.797131141924236*^-23+0.*I,2.0378874030203452*^-23+0.*I,7.121826231479745*^-24+0.*I,2.4744383217929825*^-24+0.*I,8.548013701907807*^-25+0.*I,2.936200261907038*^-25+0.*I,1.0029191924162915*^-25+0.*I,3.4066954251145304*^-26+0.*I,1.1508386800509276*^-26+0.*I,3.866655369746544*^-27+0.*I,1.2921766229391959*^-27+0.*I,4.295351106688032*^-28+0.*I,1.4203333301122588*^-28+0.*I,4.6721915180416016*^-29+0.*I
0.03940515411675943+0.*I,0.10316286939630173+0.*I,0.1856544368882399+0.*I,0.2626316992071889+0.*I,0.3047414418770666+0.*I,0.2903467545428493+0.*I,0.21527763700330746+0.*I,0.09507551384010271+0.*I,-0.04065925811096653+0.*I,-0.1586254217930362+0.*I,-0.2322595629547247+0.*I,-0.24849538789290937+0.*I,-0.20927011923231326+0.*I,-0.12843502152242767+0.*I,-0.02610210208990052+0.*I,0.07727883946270875+0.*I,0.16540480449240583+0.*I,0.22840252899930188+0.*I,0.2630086085370102+0.*I,0.271278000623987+0.*I,0.25861289087906847+0.*I,0.23178785951209577+0.*I,0.19739703560965952+0.*I,0.16088847533185+0.*I,0.12615481716362734+0.*I,0.0955414559959591+0.*I,0.07010325515658204+0.*I,0.04996153065169618+0.*I,0.034656976017649374+0.*I,0.02344059967262252+0.*I,0.01548200655844917+0.*I,0.009998573958230263+0.*I,0.006321267349874975+0.*I,0.00391626655964006+0.*I,0.0023798103006724167+0.*I,0.0014196302313196115+0.*I,0.0008319522749160489+0.*I,0.00047930366499121584+0.*I,0.0002716354181300187+0.*I,0.00015152277816133936+0.*I,0.00008323748555325074+0.*I,0.00004505327262856177+0.*I,0.000024038206483309654+0.*I,0.000012648375639602104+0.*I,6.566003530553349*^-6+0.*I,3.364085532943892*^-6+0.*I,1.7017220689495527*^-6+0.*I,8.501844444922942*^-7+0.*I,4.196427552486175*^-7+0.*I,2.0470104801188212*^-7+0.*I,9.870952466706876*^-8+0.*I,4.7066872248112526*^-8+0.*I,2.2197381122119658*^-8+0.*I,1.0356803643740503*^-8+0.*I,4.781783026047683*^-9+0.*I,2.1852041198333665*^-9+0.*I,9.886117767558518*^-10+0.*I,4.428745939391683*^-10+0.*I,1.9649107095189018*^-10+0.*I,8.635634954449173*^-11+0.*I,3.760228032619563*^-11+0.*I,1.6224768154704907*^-11+0.*I,6.938415093992977*^-12+0.*I,2.94123573081457*^-12+0.*I,1.2361036771432454*^-12+0.*I,5.151109351046551*^-13+0.*I,2.1287783171695164*^-13+0.*I,8.725789148244051*^-14+0.*I,3.547989633089128*^-14+0.*I,1.4312651762396907*^-14+0.*I,5.728922192025488*^-15+0.*I,2.27558966500363*^-15+0.*I,8.970872024114165*^-16+0.*I,3.510305521803097*^-16+0.*I,1.3635562600888332*^-16+0.*I,5.258549648675827*^-17+0.*I,2.013581270352011*^-17+0.*I,7.656438186820046*^-18+0.*I,2.891223924062493*^-18+0.*I,1.0843654961282644*^-18+0.*I,4.0397006506038395*^-19+0.*I,1.4950014622658836*^-19+0.*I,5.496564494619406*^-20+0.*I,2.0078701850916316*^-20+0.*I,7.28804183996139*^-21+0.*I,2.6287688185921646*^-21+0.*I,9.423120048438307*^-22+0.*I,3.3571554676578117*^-22+0.*I,1.188817948370757*^-22+0.*I,4.1846427296244495*^-23+0.*I,1.4643056381040057*^-23+0.*I,5.0940808875533745*^-24+0.*I,1.7619371212568662*^-24+0.*I,6.0594674728728915*^-25+0.*I,2.072174577762409*^-25+0.*I,7.04682929569782*^-26+0.*I,2.383217938732068*^-26+0.*I,8.016094560992997*^-27+0.*I,2.681741113482607*^-27+0.*I,8.923826769960763*^-28+0.*I
-0.07362184756841443+0.*I,-0.1699917492714562+0.*I,-0.2626316992071889+0.*I,-0.30502835217974555+0.*I,-0.26609673719446747+0.*I,-0.14904415987773376+0.*I,0.008402563235362578+0.*I,0.15120954901019606+0.*I,0.23122259215318908+0.*I,0.22594079776954384+0.*I,0.14432853106249305+0.*I,0.01952828560139762+0.*I,-0.10600504906859719+0.*I,-0.1956714360731016+0.*I,-0.2286840060459575+0.*I,-0.2027484800959594+0.*I,-0.13056299037748997+0.*I,-0.032989198608174175+0.*I,0.06808267178053526+0.*I,0.15505354626864096+0.*I,0.2172624584646108+0.*I,0.25116908955717193+0.*I,0.2588816072231695+0.*I,0.24597481180326866+0.*I,0.21936244698485746+0.*I,0.1856745810252014+0.*I,0.15029038759451652+0.*I,0.11696511864956087+0.*I,0.08788431530955663+0.*I,0.06395813229275893+0.*I,0.045200181094910044+0.*I,0.031087048372233406+0.*I,0.020844989813341118+0.*I,0.013648392109774424+0.*I,0.00873784587568833+0.*I,0.005476261335411406+0.*I,0.003363381646090406+0.*I,0.002026222758383511+0.*I,0.0011983495349717611+0.*I,0.0006963008147403735+0.*I,0.00039776783203176883+0.*I,0.00022354172495899524+0.*I,0.0001236625982633619+0.*I,0.00006737583615686811+0.*I,0.00003617212678722974+0.*I,0.00001914479903718494+0.*I,9.993639904696772*^-6+0.*I,5.147184546690463*^-6+0.*I,2.6167064589047042*^-6+0.*I,1.3135168119124918*^-6+0.*I,6.512665228255501*^-7+0.*I,3.190533279455046*^-7+0.*I,1.544829732480487*^-7+0.*I,7.394951082670066*^-8+0.*I,3.500624590753218*^-8+0.*I,1.639168840419754*^-8+0.*I,7.594107407440441*^-9+0.*I,3.481822759608048*^-9+0.*I,1.5801954643912846*^-9+0.*I,7.100390312531474*^-10+0.*I,3.1594385209214267*^-10+0.*I,1.3924484560140433*^-10+0.*I,6.079552680926096*^-11+0.*I,2.6300612225723052*^-11+0.*I,1.1275535843172388*^-11+0.*I,4.79135206662734*^-12+0.*I,2.018358322425778*^-12+0.*I,8.429948118372251*^-13+0.*I,3.491424888004851*^-13+0.*I,1.4341484279702284*^-13+0.*I,5.843315678672621*^-14+0.*I,2.3618735557249105*^-14+0.*I,9.472011789799923*^-15+0.*I,3.769385032892465*^-15+0.*I,1.4886551148622131*^-15+0.*I,5.835310480716799*^-16+0.*I,2.270541770016012*^-16+0.*I,8.7707862890079*^-17+0.*I,3.3638566152876434*^-17+0.*I,1.2810655823427623*^-17+0.*I,4.844889788158411*^-18+0.*I,1.8197743634477924*^-18+0.*I,6.789120713267663*^-19+0.*I,2.516007666590709*^-19+0.*I,9.26300333271635*^-20+0.*I,3.388215638162772*^-20+0.*I,1.2314209663718969*^-20+0.*I,4.4472778822151026*^-21+0.*I,1.5961335246885905*^-21+0.*I,5.693318920851953*^-22+0.*I,2.0184425434588193*^-22+0.*I,7.113023983634454*^-23+0.*I,2.4917861877293587*^-23+0.*I,8.677941981231447*^-24+0.*I,3.004708070718105*^-24+0.*I,1.0344197170227375*^-24+0.*I,3.5410247709030368*^-25+0.*I,1.2053879527382904*^-25+0.*I,4.0805418148200636*^-26+0.*I,1.373816413945487*^-26+0.*I
0.11912173914088273+0.*I,0.23823939730423513+0.*I,0.3047414418770666+0.*I,0.26609673719446747+0.*I,0.12552191463967272+0.*I,-0.05634852736744445+0.*I,-0.19613659917917875+0.*I,-0.23354476913858288+0.*I,-0.16028055210690315+0.*I,-0.018743201480927865+0.*I,0.12371708879359428+0.*I,0.20774460424583693+0.*I,0.20534244129077528+0.*I,0.12549728891798148+0.*I,0.003947922856436745+0.*I,-0.11479325457532982+0.*I,-0.19424322241050618+0.*I,-0.21578526435138184+0.*I,-0.18013989122950924+0.*I,-0.10249724300857242+0.*I,-0.004825079707948429+0.*I,0.09141382019544769+0.*I,0.17016769729592307+0.*I,0.22278372933566812+0.*I,0.24757960240560972+0.*I,0.2479806359442654+0.*I,0.23020606344487252+0.*I,0.20121379310843254+0.*I,0.167261896089026+0.*I,0.1331501218034982+0.*I,0.10202168990814535+0.*I,0.07553246319318428+0.*I,0.05419980720386929+0.*I,0.03778928177037721+0.*I,0.025653535606911967+0.*I,0.016986187572531865+0.*I,0.010986759874681434+0.*I,0.006950853749059483+0.*I,0.004306282547956685+0.*I,0.0026152154696121857+0.*I,0.0015582995696655304+0.*I,0.0009117830849787205+0.*I,0.0005242692230319404+0.*I,0.0002964393851318255+0.*I,0.00016493308623351181+0.*I,0.00009034830332942237+0.*I,0.00004875324709897845+0.*I,0.00002592821594989253+0.*I,0.000013596482746468393+0.*I,7.033174040677357*^-6+0.*I,3.5902199272808985*^-6+0.*I,1.8092514561438845*^-6+0.*I,9.004063469257152*^-7+0.*I,4.4267460526601123*^-7+0.*I,2.1506699058461798*^-7+0.*I,1.0328452817239496*^-7+0.*I,4.904465222841505*^-8+0.*I,2.303346239410197*^-8+0.*I,1.070159568219957*^-8+0.*I,4.919997351049382*^-9+0.*I,2.2387653680883587*^-9+0.*I,1.0084990171957675*^-9+0.*I,4.498390301568985*^-10+0.*I,1.9871980863241086*^-10+0.*I,8.695838842701337*^-11+0.*I,3.770062700163433*^-11+0.*I,1.6196816750002384*^-11+0.*I,6.896503635538681*^-12+0.*I,2.910836564861549*^-12+0.*I,1.2180493519978557*^-12+0.*I,5.05401221425082*^-13+0.*I,2.0796764125243086*^-13+0.*I,8.487988884090563*^-14+0.*I,3.4365505725317753*^-14+0.*I,1.3804061933269258*^-14+0.*I,5.501899898290958*^-15+0.*I,2.176174307612551*^-15+0.*I,8.542829424969553*^-16+0.*I,3.3287950915122845*^-16+0.*I,1.287651401902484*^-16+0.*I,4.945185821826995*^-17+0.*I,1.8857569830817947*^-17+0.*I,7.140884471068227*^-18+0.*I,2.6854961924809632*^-18+0.*I,1.003102163966661*^-18+0.*I,3.721812945002947*^-19+0.*I,1.3718043889753724*^-19+0.*I,5.023385898931978*^-20+0.*I,1.8277003757527684*^-20+0.*I,6.607755482646746*^-21+0.*I,2.3739899232282624*^-21+0.*I,8.47645469979397*^-22+0.*I,3.0081100787923645*^-22+0.*I,1.0610848131229762*^-22+0.*I,3.720620200476752*^-23+0.*I,1.2969422376546808*^-23+0.*I,4.494655518810824*^-24+0.*I,1.5487180984198173*^-24+0.*I,5.306125490315846*^-25+0.*I,1.807757458799573*^-25+0.*I
-0.17239327977501095+0.*I,-0.2915077922856981+0.*I,-0.2903467545428493+0.*I,-0.14904415987773376+0.*I,0.05634852736744445+0.*I,0.20706964483086004+0.*I,0.22212265941899867+0.*I,0.10591462206242841+0.*I,-0.06345494526675523+0.*I,-0.18791371777726368+0.*I,-0.2055505710593024+0.*I,-0.11714641517221004+0.*I,0.024664460739305713+0.*I,0.14948474626079358+0.*I,0.20428368628851212+0.*I,0.17296708902278143+0.*I,0.07576086238026461+0.*I,-0.04588182890860313+0.*I,-0.14872484993181773+0.*I,-0.20282302736252372+0.*I,-0.19801161855711347+0.*I,-0.14218278079661512+0.*I,-0.05451587156520108+0.*I,0.04255587856703109+0.*I,0.129796874201613+0.*I,0.19472662227045728+0.*I,0.23232806137695594+0.*I,0.24375344369539412+0.*I,0.23409690569620692+0.*I,0.21012479787363372+0.*I,0.17850381198862245+0.*I,0.14472118898178013+0.*I,0.11264559979956397+0.*I,0.08455308245470058+0.*I,0.06141652954529663+0.*I,0.04329042219013661+0.*I,0.029678657651192073+0.*I,0.019827925098266388+0.*I,0.01293011848076939+0.*I,0.008242046249688809+0.*I,0.0051417713241317525+0.*I,0.0031427561119391208+0.*I,0.0018838747040214948+0.*I,0.001108451340641635+0.*I,0.000640689751578608+0.*I,0.0003640469674277718+0.*I,0.0002034841507621367+0.*I,0.0001119512459757214+0.*I,0.00006065877491079447+0.*I,0.000032385296427686775+0.*I,0.000017045073861869207+0.*I,8.847889689932188*^-6+0.*I,4.531590303871142*^-6+0.*I,2.290870877575517*^-6+0.*I,1.143531713231112*^-6+0.*I,5.638228842360606*^-7+0.*I,2.746786005613924*^-7+0.*I,1.3225972026285908*^-7+0.*I,6.29617699680088*^-8+0.*I,2.9640955876935056*^-8+0.*I,1.3803423912222723*^-8+0.*I,6.36016894806324*^-9+0.*I,2.900283327044184*^-9+0.*I,1.3091823495122262*^-9+0.*I,5.85115203004201*^-10+0.*I,2.5897248631328523*^-10+0.*I,1.1353310618912841*^-10+0.*I,4.930944693167528*^-11+0.*I,2.1220478766796354*^-11+0.*I,9.050513833518117*^-12+0.*I,3.826105439601093*^-12+0.*I,1.603526437764419*^-12+0.*I,6.663433230604734*^-13+0.*I,2.7459175375999147*^-13+0.*I,1.1222946715418417*^-13+0.*I,4.5500538639852564*^-14+0.*I,1.830098980749487*^-14+0.*I,7.303604236564503*^-15+0.*I,2.892403208452388*^-15+0.*I,1.1368206448745227*^-15+0.*I,4.4349370746702207*^-16+0.*I,1.7174916748652547*^-16+0.*I,6.603303143157492*^-17+0.*I,2.5207718449621355*^-17+0.*I,9.555566938016707*^-18+0.*I,3.597274472073119*^-18+0.*I,1.3450152418679642*^-18+0.*I,4.995264125853724*^-19+0.*I,1.8429233744589662*^-19+0.*I,6.754800301421436*^-20+0.*I,2.459868808769936*^-20+0.*I,8.901072492883455*^-21+0.*I,3.2006595462462356*^-21+0.*I,1.1437687506320285*^-21+0.*I,4.062305027055848*^-22+0.*I,1.4340869400660843*^-22+0.*I,5.0324484803137587*^-23+0.*I,1.755559527524965*^-23+0.*I,6.088563490016687*^-24+0.*I,2.0994576769923527*^-24+0.*I
0.22775033055204358+0.*I,0.31473433512131643+0.*I,0.21527763700330746+0.*I,-0.008402563235362578+0.*I,-0.19613659917917875+0.*I,-0.22212265941899867+0.*I,-0.08637862166652698+0.*I,0.09999512221066692+0.*I,0.2061305766989966+0.*I,0.1705384036405281+0.*I,0.028959163280858412+0.*I,-0.1235535938738687+0.*I,-0.19825449262953612+0.*I,-0.16118055528595723+0.*I,-0.041539315113829724+0.*I,0.09449247357302394+0.*I,0.18236570894628684+0.*I,0.18813943561652685+0.*I,0.11701209370849339+0.*I,0.0032935368523886806+0.*I,-0.10870753986961908+0.*I,-0.1826068521603903+0.*I,-0.20023788320599972+0.*I,-0.16295703930916994+0.*I,-0.08636407442166621+0.*I,0.007691647463435325+0.*I,0.09842507288623689+0.*I,0.17081735055089967+0.*I,0.21730006876764435+0.*I,0.2370605955880556+0.*I,0.23403032154343814+0.*I,0.2145520906397413+0.*I,0.1854021427840222+0.*I,0.1524735016908386+0.*I,0.12013865956394448+0.*I,0.09114364068370755+0.*I,0.06683070044040243+0.*I,0.047505487669304625+0.*I,0.032817086716916265+0.*I,0.022076820926747117+0.*I,0.0144880310268177+0.*I,0.00928899831061389+0.*I,0.00582614709027991+0.*I,0.003578866241540804+0.*I,0.0021552793597716512+0.*I,0.0012736553853041962+0.*I,0.0007391756458375788+0.*I,0.00042161351785268157+0.*I,0.00023650908128577006+0.*I,0.00013056237832177595+0.*I,0.00007096989587606927+0.*I,0.00003800547528821717+0.*I,0.00002006075678674284+0.*I,0.000010441814816209771+0.*I,5.361882481150792*^-6+0.*I,2.717342653783288*^-6+0.*I,1.3596269651489975*^-6+0.*I,6.718867859111192*^-7+0.*I,3.2803281424245587*^-7+0.*I,1.5827750227206405*^-7+0.*I,7.549710366508752*^-8+0.*I,3.561003102687488*^-8+0.*I,1.661349201172277*^-8+0.*I,7.668419382789216*^-9+0.*I,3.5027706299803367*^-9+0.*I,1.5837189930634916*^-9+0.*I,7.089249484794812*^-10+0.*I,3.142454578081357*^-10+0.*I,1.379657666765476*^-10+0.*I,6.00054285202434*^-11+0.*I,2.585868717546929*^-11+0.*I,1.1043221044990337*^-11+0.*I,4.674466295688118*^-12+0.*I,1.9614897706461036*^-12+0.*I,8.160671767453168*^-13+0.*I,3.366799107526804*^-13+0.*I,1.3775999969667444*^-13+0.*I,5.5911952880672905*^-14+0.*I,2.25123393733823*^-14+0.*I,8.993481769636033*^-15+0.*I,3.565178501195346*^-15+0.*I,1.4026005431972663*^-15+0.*I,5.476932986460738*^-16+0.*I,2.1229575786360852*^-16+0.*I,8.169469951089394*^-17+0.*I,3.121345532296739*^-17+0.*I,1.184214947312976*^-17+0.*I,4.461736564039165*^-18+0.*I,1.6695702298850962*^-18+0.*I,6.205464561490465*^-19+0.*I,2.2911474008253095*^-19+0.*I,8.403883882611288*^-20+0.*I,3.0626221565496987*^-20+0.*I,1.1089965930744349*^-20+0.*I,3.990492324325189*^-21+0.*I,1.4269781898357495*^-21+0.*I,5.071506412403535*^-22+0.*I,1.7915079316949174*^-22+0.*I,6.290643697791567*^-23+0.*I,2.1958249170516326*^-23+0.*I
-0.278563560593456+0.*I,-0.29887297691659287+0.*I,-0.09507551384010271+0.*I,0.15120954901019606+0.*I,0.23354476913858288+0.*I,0.10591462206242841+0.*I,-0.09999512221066692+0.*I,-0.2086835914001095+0.*I,-0.14522095514858055+0.*I,0.02514298698252727+0.*I,0.16841215541173404+0.*I,0.18742178923984404+0.*I,0.08071729769001239+0.*I,-0.07303388646289222+0.*I,-0.17713660223419445+0.*I,-0.17638195966563847+0.*I,-0.08019401328717461+0.*I,0.054081326893188106+0.*I,0.15857568847548945+0.*I,0.18875011497291275+0.*I,0.13852830267114744+0.*I,0.03506116749843696+0.*I,-0.07881451990820555+0.*I,-0.16364770706275744+0.*I,-0.1961050971606592+0.*I,-0.17262048536979724+0.*I,-0.10556091380399746+0.*I,-0.015625294209290933+0.*I,0.07585295349074378+0.*I,0.1523417396905034+0.*I,0.20451738113411108+0.*I,0.2300767461654323+0.*I,0.23196456975564803+0.*I,0.2160608917397182+0.*I,0.1890925124584567+0.*I,0.15715956966518618+0.*I,0.124953093602361+0.*I,0.09554392724281406+0.*I,0.07054555079271951+0.*I,0.05045867097878645+0.*I,0.03505324962121823+0.*I,0.023701797918656058+0.*I,0.015627291055177288+0.*I,0.01006263723520367+0.*I,0.00633655016496091+0.*I,0.003906810742443204+0.*I,0.0023608971745182426+0.*I,0.001399667969230444+0.*I,0.000814766877748901+0.*I,0.0004660521451580136+0.*I,0.00026213868998848885+0.*I,0.0001450775327889671+0.*I,0.0000790489656332212+0.*I,0.00004242815630405925+0.*I,0.0000224435574654772+0.*I,0.000011706068681527797+0.*I,6.022833204681931*^-6+0.*I,3.057998607196334*^-6+0.*I,1.5328005105888843*^-6+0.*I,7.587542392619526*^-7+0.*I,3.71047864043051*^-7+0.*I,1.7931225400272578*^-7+0.*I,8.565872616408726*^-8+0.*I,4.0461160526752464*^-8+0.*I,1.8902849190063032*^-8+0.*I,8.736745776838257*^-9+0.*I,3.99587146665856*^-9+0.*I,1.8088959831936001*^-9+0.*I,8.10685131849876*^-10+0.*I,3.59765321698612*^-10+0.*I,1.5812582382761907*^-10+0.*I,6.884729871803548*^-11+0.*I,2.969971618430167*^-11+0.*I,1.2696277154775693*^-11+0.*I,5.379396138869624*^-12+0.*I,2.2594105144995636*^-12+0.*I,9.408707823864182*^-13+0.*I,3.885117973190575*^-13+0.*I,1.591041807992551*^-13+0.*I,6.46284301214364*^-14+0.*I,2.604291434185158*^-14+0.*I,1.041206347052581*^-14+0.*I,4.1306712765985646*^-15+0.*I,1.6262772544321392*^-15+0.*I,6.3549252622868*^-16+0.*I,2.4650080371473877*^-16+0.*I,9.492198620941697*^-17+0.*I,3.629133408146584*^-17+0.*I,1.3777560071964885*^-17+0.*I,5.19420659753675*^-18+0.*I,1.9448522507728454*^-18+0.*I,7.232962531256403*^-19+0.*I,2.672074454747318*^-19+0.*I,9.806703113801895*^-20+0.*I,3.575838856315775*^-20+0.*I,1.2955391848934499*^-20+0.*I,4.66419966511406*^-21+0.*I,1.6687565559974585*^-21+0.*I,5.933794368607858*^-22+0.*I,2.0971483604734004*^-22+0.*I
