7.648718419966893*^-6+0.*I,0.-0.00003712737470512451*I,-0.00012743385212568196+0.*I,0.+0.00035713281091809984*I,0.0008667728998780472+0.*I,0.-0.001881593873306589*I,-0.0037286861805421122+0.*I,0.+0.00684088644088757*I,0.01174013134567693+0.*I,0.-0.018995786031311423*I,-0.029158342776416706+0.*I,0.+0.04267485582519367*I,0.059798048015314575+0.*I,0.-0.08050463762427258*I,-0.10443893864034715+0.*I,0.+0.1308947982841731*I,0.15884295760456357+0.*I,0.-0.1870032146373916*I,-0.2139530035936838+0.*I,0.+0.23825781534933999*I,0.2586054811426409+0.*I,0.-0.27392624625283074*I,-0.283483557262328+0.*I,0.+0.28692574889692934*I,0.2842951632473124+0.*I,0.-0.2759974278876175*I,-0.2627386286504595+0.*I,0.+0.24544128429904288*I,0.22515114875546324+0.*I,0.-0.2029461122926662*I,-0.17985630912971953+0.*I,0.+0.15680156683453392*I,0.13454915570901613+0.*I,0.-0.11369191325407405*I,-0.09464456610304557+0.*I,0.+0.0776546077662864*I,0.06282341611182116+0.*I,0.-0.050133295534060894*I,-0.039476625695428494+0.*I,0.+0.030684092857260894*I,0.02354988879745877+0.*I,0.-0.01785264217569025*I,-0.01337160143763383+0.*I,0.+0.009898166695524055*I,0.007243258643060808+0.*I,0.-0.005241231041208822*I,-0.003751111354291921+0.*I,0.+0.002655929823954747*I,0.0018608079168294773+0.*I,0.-0.0012903545962874537*I,-0.00088578768695054+0.*I,0.+0.0006020743410141789*I,0.00040527892008954163+0.*I,0.-0.00027022258764840566*I,-0.00017849675967610774+0.*I,0.+0.00011683004928245976*I,0.00007578200901484956+0.*I,0.-0.00004872302620351648*I,-0.000031054591864756517+0.*I,0.+0.000019624806717534487*I,0.00001229802385058497+0.*I,0.-7.643213332598114*^-6*I,-4.711787598899953*^-6+0.*I,0.+2.8815157526406506*^-6*I,1.7483830164889041*^-6+0.*I,0.-1.0526535729410443*^-6*I,-6.28954268913945*^-7+0.*I,0.+3.729814524708804*^-7*I,2.1955248021072517*^-7+0.*I,0.-1.282978475304593*^-7*I,-7.443478156898596*^-8+0.*I,0.+4.287975664456011*^-8*I,2.4529665827561127*^-8+0.*I,0.-1.3935924016660801*^-8*I,-7.863673584229215*^-9+0.*I,0.+4.407582136822509*^-9*I,2.4541391643335235*^-9+0.*I,0.-1.3575611205141002*^-9*I,-7.461354223023547*^-10+0.*I,0.+4.0748317436542803*^-10*I,2.2114150213665112*^-10+0.*I,0.-1.1927057524722988*^-10*I,-6.393401163306827*^-11+0.*I,0.+3.406422224639871*^-11*I,1.804115769365926*^-11+0.*I,0.-9.498619870205094*^-12*I,-4.971836635954067*^-12+0.*I,0.+2.5873953418257356*^-12*I,1.3388348973098144*^-12+0.*I,0.-6.888705025117745*^-13*I,-3.5246979176841114*^-13+0.*I,0.+1.7935222707959508*^-13*I,9.076500338875823*^-14+0.*I,0.-4.568593546690115*^-14*I,-2.2873054417510788*^-14+0.*I,0.+1.1391159386672538*^-14*I,5.643361618572499*^-15+0.*I,0.-2.7813624110159123*^-15*I,-1.3637981947605398*^-15+0.*I,0.+6.653314945724406*^-16*I
0.-0.00003712737470512451*I,-0.00017256996356162003+0.*I,0.+0.0005660661367167433*I,0.001512823893270194+0.*I,0.-0.0034931061849244583*I,-0.007195215428113363+0.*I,0.+0.013490339377074105*I,0.023340929595477875+0.*I,0.-0.037638409327219506*I,-0.05698638193236389+0.*I,0.+0.08146653495052526*I,0.11043923221399252+0.*I,0.-0.14243356187713765*I,-0.1751697979386106+0.*I,0.+0.2057326018233629*I,0.23088156036861185+0.*I,0.-0.24745481314332524*I,-0.25279942608881456+0.*I,0.+0.24515429257384555*I,0.2239193490461124+0.*I,0.-0.18976641570528402*I,-0.14457655216740117+0.*I,0.+0.0912195689564512*I,0.03321679233482564+0.*I,0.+0.025656218288736432*I,0.0817664217732606+0.*I,0.-0.13196594645767395*I,-0.17384206778576833+0.*I,0.+0.20585493778391462*I,0.2273624663641359+0.*I,0.-0.23854746074946717*I,-0.24027258516442743+0.*I,0.+0.23389329158219915*I,0.22105814195388343+0.*I,0.-0.20352122194677358*I,-0.182984307431533+0.*I,0.+0.16097871500276564*I,0.13878965732345502+0.*I,0.-0.1174202905288823*I,-0.09758887396416568+0.*I,0.+0.07975055691271792*I,0.06413498210809467+0.*I,0.-0.05079172511291657*I,-0.039637112041689126+0.*I,0.+0.030497763401115353*I,0.02314798110523477+0.*I,0.-0.017339620923339558*I,-0.012824268392367857+0.*I,0.+0.009368339411696293*I,0.006762190616463551+0.*I,0.-0.004824514036686118*I,-0.0034032815147467333+0.*I,0.+0.002374369683689463*I,0.001638797128220833+0.*I,0.-0.0011192875354033753*I,-0.0007566667714314622+0.*I,0.+0.0005064252527678609*I,0.00033563689569712096+0.*I,0.-0.0002203225119259085*I,-0.00014327476312461692+0.*I,0.+0.00009231769472529009*I,0.00005894998413891488+0.*I,0.-0.000037311399722423024*I,-0.000023411590519830883+0.*I,0.+0.000014565361596407187*I,8.98626588626491*^-6+0.*I,0.-5.4988132875106035*^-6*I,-3.337736435885345*^-6+0.*I,0.+2.009961888009915*^-6*I,1.2009738080556034*^-6+0.*I,0.-7.121055534665878*^-7*I,-4.1905750127104444*^-7+0.*I,0.+2.447782133951565*^-7*I,1.419356787366775*^-7+0.*I,0.-8.17105702905609*^-8*I,-4.670672168868067*^-8+0.*I,0.+2.6511859753309126*^-8*I,1.494529414506007*^-8+0.*I,0.-8.367865502259976*^-9*I,-4.6538469693732415*^-9+0.*I,0.+2.571205133048858*^-9*I,1.4113264204663112*^-9+0.*I,0.-7.697011603098146*^-10*I,-4.1711662491968083*^-10+0.*I,0.+2.2463080569155437*^-10*I,1.2022433923395718*^-10+0.*I,0.-6.395295979661177*^-11*I,-3.381482028928969*^-11+0.*I,0.+1.77731284532602*^-11*I,9.286721114979356*^-12+0.*I,0.-4.824288199799249*^-12*I,-2.4917601879006644*^-12+0.*I,0.+1.2797069224772702*^-12*I,6.53543503646838*^-13+0.*I,0.-3.3191429036940397*^-13*I,-1.676455318470602*^-13+0.*I,0.+8.421686942289377*^-14*I,4.207975278184203*^-14+0.*I,0.-2.0914118318624396*^-14*I,-1.0340058529601348*^-14+0.*I
-0.00012743385212568196+0.*I,0.+0.0005660661367167433*I,0.001770362682030501+0.*I,0.-0.00449924257610163*I,-0.00985007943211859+0.*I,0.+0.01917335517310229*I,0.03384098140782724+0.*I,0.-0.05487594185595932*I,-0.08250603859457645+0.*I,0.+0.11575363575239045*I,0.15219559575248962+0.*I,0.-0.18800926907120002*I,-0.2183609476848635+0.*I,0.+0.23810692048295476*I,0.24268895280691466+0.*I,0.-0.22904257096794406*I,-0.19631791079979777+0.*I,0.+0.14624556310198636*I,0.08305512682765362+0.*I,0.-0.012951536924175416*I,0.056751892966609985+0.*I,0.-0.11867727668925636*I,-0.16640940802957174+0.*I,0.+0.1953292132608412*I,0.20312726273221363+0.*I,0.-0.18994190406106073*I,-0.15813925054508868+0.*I,0.+0.11181160368496772*I,0.05610711716982487+0.*I,0.+0.003486478896854007*I,0.06179454785881101+0.*I,0.-0.11446457701398646*I,-0.15828854361707007+0.*I,0.+0.1913318693869648*I,0.21289160561763693+0.*I,0.-0.22332560848218*I,-0.22380264336446606+0.*I,0.+0.21602204666095262*I,0.20194348137632168+0.*I,0.-0.1835555605362329*I,-0.16269951621976445+0.*I,0.+0.1409528032500038*I,0.11956883258793667+0.*I,0.-0.09946341140840066*I,-0.08123577700799556+0.*I,0.+0.06521180321723118*I,0.05149830618935463+0.*I,0.-0.04003965448245936*I,-0.030670481784041408+0.*I,0.+0.023160762587012804*I,0.017251570330041887+0.*I,0.-0.012681375169048015*I,-0.00920374977247368+0.*I,0.+0.006597903625983931*I,0.004673661912347738+0.*I,0.-0.0032724541210485117*I,-0.002265679477760479+0.*I,0.+0.0015515503710891781*I,0.001051237760302844+0.*I,0.-0.0007048895374907746*I,-0.0004678822845196691+0.*I,0.+0.00030750461953338347*I,0.00020015413193376157+0.*I,0.-0.0001290531232601771*I,-0.00008244265117192222+0.*I,0.+0.00005219139781747921*I,0.000032748358867546084+0.*I,0.-0.000020370429522399215*I,-0.000012563303740998107+0.*I,0.+7.683699977541728*^-6*I,4.660866978514135*^-6+0.*I,0.-2.8045097961498956*^-6*I,-1.6741824349388537*^-6+0.*I,0.+9.916613939755583*^-7*I,5.829023960097347*^-7+0.*I,0.-3.4005956121876594*^-7*I,-1.9692179621378513*^-7+0.*I,0.+1.1320440100513384*^-7*I,6.46119547763707*^-8+0.*I,0.-3.661762420318443*^-8*I,-2.0608256924529597*^-8+0.*I,0.+1.1518894145998293*^-8*I,6.395020694979405*^-9+0.*I,0.-3.526765907738397*^-9*I,-1.9322149105471833*^-9+0.*I,0.+1.0517626249556949*^-9*I,5.688552758357769*^-10+0.*I,0.-3.0573470714645863*^-10*I,-1.6329868505388015*^-10+0.*I,0.+8.668635052626303*^-11*I,4.5738611500713474*^-11+0.*I,0.-2.3989029562501765*^-11*I,-1.2507547857736995*^-11+0.*I,0.+6.483252866881663*^-12*I,3.3412251271987837*^-12+0.*I,0.-1.7121445592521264*^-12*I,-8.724212068765268*^-13+0.*I,0.+4.420705203968822*^-13*I,2.2277386019746974*^-13+0.*I,0.-1.1165324679882573*^-13*I
0.+0.00035713281091809984*I,0.001512823893270194+0.*I,0.-0.00449924257610163*I,-0.01083874487771611+0.*I,0.+0.022409526523999898*I,0.04101684580058623+0.*I,0.-0.06772398285058107*I,-0.10209663308278719+0.*I,0.+0.14161077301003572*I,0.18149440505209188+0.*I,0.-0.2151912306341748*I,-0.23546277276361716+0.*I,0.+0.23593705874659376*I,0.21273903852847764+0.*I,0.-0.16576498768430015*I,-0.09922180336376332+0.*I,0.+0.021228922810323434*I,-0.05747755476070307+0.*I,0.+0.12546537857295986*I,0.1727208601669709+0.*I,0.-0.19248765533931642*I,-0.18244115149284892+0.*I,0.+0.14498205063882014*I,0.08664247573229751+0.*I,0.-0.016788816670208342*I,0.05406654714690536+0.*I,0.-0.1159892699176042*I,-0.16106622336245885+0.*I,0.+0.18435014218337306*I,0.18421495826952083+0.*I,0.-0.16215373465678834*I,-0.12214479488143663+0.*I,0.+0.06976320523801748*I,0.011223015875838254+0.*I,0.+0.04749126348071588*I,0.10129423011366252+0.*I,0.-0.14641667591250634*I,-0.18056821611226095+0.*I,0.+0.2028823791261005*I,0.2137039245847412+0.*I,0.-0.2142854607460098*I,-0.20645536266534925+0.*I,0.+0.19230596926170243*I,0.173934520538958+0.*I,0.-0.1532529569557547*I,-0.13186901934916082+0.*I,0.+0.11103130058226988*I,0.09162521235757615+0.*I,0.-0.07420472742871684*I,-0.05904534096669926+0.*I,0.+0.046205967235396724*I,0.03559054846135392+0.*I,0.-0.02700330671544228*I,-0.020194360328410633+0.*I,0.+0.014894617389729628*I,0.010840386450447319+0.*I,0.-0.007789060951290898*I,-0.005527654781135144+0.*I,0.+0.0038760291384319022*I,0.0026864864203242655+0.*I,0.-0.0018411237973950153*I,-0.0012480177300773386+0.*I,0.+0.0008370035489123596*I,0.0005555506490836316+0.*I,0.-0.00036502567579460647*I,-0.00023748349376723506+0.*I,0.+0.0001530222229482942*I,0.00009767466679672352+0.*I,0.-0.00006177403943664299*I,-0.00003871795267625197+0.*I,0.+0.000024053737822063244*I,0.000014814744978108515+0.*I,0.-9.047347037168215*^-6*I,-5.47941914026369*^-6+0.*I,0.+3.291559259910326*^-6*I,1.9614965532070075*^-6+0.*I,0.-1.1597231211738707*^-6*I,-6.803958912233579*^-7+0.*I,0.+3.96156730251841*^-7*I,2.2894206912379418*^-7+0.*I,0.-1.313380487651846*^-7*I,-7.480199389068965*^-8+0.*I,0.+4.2300247663363234*^-8*I,2.3753495517638315*^-8+0.*I,0.-1.3246867247528112*^-8*I,-7.337439119637194*^-9+0.*I,0.+4.037055345583615*^-9*I,2.2065592377316038*^-9+0.*I,0.-1.1982231539704957*^-9*I,-6.465027167089755*^-10+0.*I,0.+3.466184382544757*^-10*I,1.84679479581217*^-10+0.*I,0.-9.77928823341024*^-11*I,-5.1469791542421244*^-11+0.*I,0.+2.692700771028356*^-11*I,1.4003846459242361*^-11+0.*I,0.-7.240395624979501*^-12*I,-3.721896284842638*^-12+0.*I,0.+1.902320714205997*^-12*I,9.668306621206286*^-13+0.*I
0.0008667728998780472+0.*I,0.-0.0034931061849244583*I,-0.00985007943211859+0.*I,0.+0.022409526523999898*I,0.04354990185616194+0.*I,0.-0.07449460099652531*I,-0.11413312847027994+0.*I,0.+0.15820142726406838*I,0.19930748978835347+0.*I,0.-0.22807664027622376*I,-0.235308235671689+0.*I,0.+0.21462149120587157*I,0.1647933980255737+0.*I,0.-0.09098295572734454*I,-0.0043186968702596746+0.*I,0.-0.08018798771579956*I,-0.14692032344731568+0.*I,0.+0.1832644326746741*I,0.18258023149539315+0.*I,0.-0.1457536691175731*I,-0.08095818985180282+0.*I,0.+0.0017459586002766519*I,-0.07598629313145354+0.*I,0.+0.13737064937182683*I,0.17148285373557445+0.*I,0.-0.173193302854078*I,-0.14366652559571996+0.*I,0.+0.08956397820237803*I,0.021282594678757746+0.*I,0.+0.049282278367489114*I,0.11094107408631974+0.*I,0.-0.15496751902893294*I,-0.17616009219786832+0.*I,0.+0.17314092840460246*I,0.1479832675862595+0.*I,0.-0.10536332560027473*I,-0.0514753246365027+0.*I,0.-0.007064025791301162*I,-0.06414651430654301+0.*I,0.+0.11483367879067216*I,0.1557133925191453+0.*I,0.-0.18497436129471448*I,-0.20225901929286744+0.*I,0.+0.20837257043697432*I,0.2049256522167397+0.*I,0.-0.19397566296932653*I,-0.17771303899444815+0.*I,0.+0.15821876511656377*I,0.13730176910306163+0.*I,0.-0.11641159095471947*I,-0.09661342585144447+0.*I,0.+0.07860889007329819*I,0.06278564734505601+0.*I,0.-0.049281153504773065*I,-0.03804909887788604+0.*I,0.+0.02892075043290775*I,0.021656708815922986+0.*I,0.-0.015987263095846742*I,-0.011641434044083973+0.*I,0.+0.008365982808352455*I,0.005936250074171784+0.*I,0.-0.004160838815895389*I,-0.002882015992431035+0.*I,0.+0.0019734154353534864*I,0.0013362734577458122+0.*I,0.-0.0008950854098731222*I,-0.0005932726203244572+0.*I,0.+0.00038921085831798583*I,0.0002527953735331206+0.*I,0.-0.00016259712979998497*I,-0.00010358961575586896+0.*I,0.+0.00006538433282496152*I,0.00004089543550435703+0.*I,0.-0.00002535155574976389*I,-0.0000155791519198108+0.*I,0.+9.492254016851962*^-6*I,5.735279674206206*^-6+0.*I,0.-3.4369216772733475*^-6*I,-2.043061686745522*^-6+0.*I,0.+1.2049092017471016*^-6*I,7.050983604567601*^-7+0.*I,0.-4.0947435738210594*^-7*I,-2.3601636067699793*^-7+0.*I,0.+1.3503629534569593*^-7*I,7.670161534438737*^-8+0.*I,0.-4.3256838346112276*^-8*I,-2.4224241477962424*^-8+0.*I,0.+1.3472181991317019*^-8*I,7.4415538176737815*^-9+0.*I,0.-4.082924279150734*^-9*I,-2.2253774705748687*^-9+0.*I,0.+1.2050415020840312*^-9*I,6.483451768803298*^-10+0.*I,0.-3.4662135085473457*^-10*I,-1.8415635182827384*^-10+0.*I,0.+9.723821428571262*^-11*I,5.103188181958036*^-11+0.*I,0.-2.662165063146572*^-11*I,-1.3805452722329282*^-11+0.*I,0.+7.117396726629994*^-12*I
0.-0.001881593873306589*I,-0.007195215428113363+0.*I,0.+0.01917335517310229*I,0.04101684580058623+0.*I,0.-0.07449460099652531*I,-0.11816325836054792+0.*I,0.+0.1661558780869759*I,0.2083801149385783+0.*I,0.-0.23254671326356838*I,-0.22771057176296894+0.*I,0.+0.18825892568065464*I,0.1168826245972987+0.*I,0.-0.025243944191258597*I,0.06821522729684867+0.*I,0.-0.14286856088584693*I,-0.18155258793674503+0.*I,0.+0.1754905578905956*I,0.12692342945743496+0.*I,0.-0.04862604089248284*I,0.03951178007280318+0.*I,0.-0.11576299500455212*I,-0.1621247836018249+0.*I,0.+0.1686136847744743*I,0.13523228015230596+0.*I,0.-0.07129161069454915*I,0.007478644249494651+0.*I,0.-0.08306966093467386*I,-0.1394250156524112+0.*I,0.+0.16574671966541252*I,0.1582374307038867+0.*I,0.-0.12011486581055852*I,-0.06016302682181229+0.*I,0.-0.009631267629095691*I,-0.07670849204528282+0.*I,0.+0.1302536685205764*I,0.16280382046559475+0.*I,0.-0.1709766415958865*I,-0.15536263576864645+0.*I,0.+0.11977531950459974*I,0.07012991736588951+0.*I,0.-0.013224526609205452*I,0.04435225856705967+0.*I,0.-0.09704199126336338*I,-0.14080391678653978+0.*I,0.+0.17327955954515353*I,0.1936938574150893+0.*I,0.-0.20257718268625163*I,-0.20139596933446344+0.*I,0.+0.19216771675503325*I,0.17711580502371493+0.*I,0.-0.1583969850009395*I,-0.13791406354753974+0.*I,0.+0.11721073367002856*I,0.09743554432163436+0.*I,0.-0.07935726955808182*I,-0.06341331070102367+0.*I,0.+0.04977487829191337*I,0.038416253930161494+0.*I,0.-0.02917938720110805*I,-0.021828732214864952+0.*I,0.+0.016094180555501138*I,0.011702065556112305+0.*I,0.-0.008395534241130204*I,-0.005946244274075259+0.*I,0.+0.0041595182467029646*I,0.0028749476933812076+0.*I,0.-0.001964128352694236*I,-0.0013268339769663216+0.*I,0.+0.0008865695763042314*I,0.000586126671503901+0.*I,0.-0.0003835100240238948*I,-0.00024841902646696934+0.*I,0.+0.00015934013271088837*I,0.00010122798701779582+0.*I,0.-0.00006371010065913023*I,-0.0000397319751879227+0.*I,0.+0.000024557452405882354*I,0.000015045980158646765+0.*I,0.-9.139666949209202*^-6*I,-5.505388155128869*^-6+0.*I,0.+3.2890066323477923*^-6*I,1.9490776805156237*^-6+0.*I,0.-1.145899557560516*^-6*I,-6.684664630651151*^-7+0.*I,0.+3.8697995274042414*^-7*I,2.223467542339924*^-7+0.*I,0.-1.2681250372637862*^-7*I,-7.180185934486113*^-8+0.*I,0.+4.036482167161317*^-8*I,2.2532722559244164*^-8+0.*I,0.-1.2491522880431096*^-8*I,-6.877876124826697*^-9+0.*I,0.+3.761622026051174*^-9*I,2.0437178174951563*^-9+0.*I,0.-1.1031470619498971*^-9*I,-5.916338458861117*^-10+0.*I,0.+3.152963062050911*^-10*I,1.6698174402727675*^-10+0.*I,0.-8.78901427672994*^-11*I,-4.597991495407128*^-11+0.*I
-0.0037286861805421122+0.*I,0.+0.013490339377074105*I,0.03384098140782724+0.*I,0.-0.06772398285058107*I,-0.11413312847027994+0.*I,0.+0.1661558780869759*I,0.21110180527935643+0.*I,0.-0.2334704386741794*I,-0.2202127374159226+0.*I,0.+0.16643536808229842*I,0.07909278551961106+0.*I,0.+0.023281742033036165*I,0.11527198635503394+0.*I,0.-0.1723377159656867*I,-0.1789169527854728+0.*I,0.+0.13388113464549894*I,0.05128912466208755+0.*I,0.+0.043875079671452544*I,0.12347737086932097+0.*I,0.-0.1648297322190252*I,-0.157265008300227+0.*I,0.+0.10470405754686204*I,0.02369028448926822+0.*I,0.+0.062142157058436745*I,0.1291885669266088+0.*I,0.-0.16034354840387802*I,-0.14904808793635832+0.*I,0.+0.10007612357884862*I,0.02726179149771202+0.*I,0.+0.05081820102723806*I,0.1158023883811703+0.*I,0.-0.15380184415083176*I,-0.15802649187581647+0.*I,0.+0.12942310550333835*I,0.07551622476284854+0.*I,0.-0.00802991571876605*I,0.05996809287140083+0.*I,0.-0.11670594305182988*I,-0.15363299580749057+0.*I,0.+0.16639443776283877*I,0.15486810436523823+0.*I,0.-0.12246102439464886*I,-0.07495954024159338+0.*I,0.+0.019238472709953842*I,-0.03791700493444564+0.*I,0.+0.09070954135128388*I,0.13487416702867186+0.*I,0.-0.1678758254737106*I,-0.18882204371323322+0.*I,0.+0.19818104048912152*I,0.19739974128454393+0.*I,0.-0.18850331352363808*I,-0.17373575962170654+0.*I,0.+0.15527665641159552*I,0.1350472166133875+0.*I,0.-0.11460221261126578*I,-0.09509379730211878+0.*I,0.+0.07728838443278867*I,0.06161725649132522+0.*I,0.-0.04824394386905282*I,-0.037135259668755846+0.*I,0.+0.028127076010480097*I,0.0209797527838688+0.*I,0.-0.015421184095846608*I,-0.011177586370549879+0.*I,0.+0.007993471262568237*I,0.005642881032725578+0.*I,0.-0.003934103176421757*I,-0.002709906066089194+0.*I,0.+0.0018449977912342367*I,0.0012420158416123913+0.*I,0.-0.000826976663408221*I,-0.0005447902020265623+0.*I,0.+0.0003551904989806723*I,0.00022924901656814857+0.*I,0.-0.00014651381010569279*I,-0.00009274252532312447+0.*I,0.+0.00005815766664744731*I,0.00003613730719620155+0.*I,0.-0.000022254278125883625*I,-0.000013585130318576063+0.*I,0.+8.22216562665195*^-6*I,4.934651558131356*^-6+0.*I,0.-2.9372902306777197*^-6*I,-1.7343083741769847*^-6+0.*I,0.+1.0159231475533873*^-6*I,5.904914966724233*^-7+0.*I,0.-3.4060049310312283*^-7*I,-1.949906862992634*^-7+0.*I,0.+1.1080906619220333*^-7*I,6.25148624063241*^-8+0.*I,0.-3.5017855287957155*^-8*I,-1.947798042787616*^-8+0.*I,0.+1.0759559418750744*^-8*I,5.90320173282081*^-9+0.*I,0.-3.2171265682289644*^-9*I,-1.741724154935947*^-9+0.*I,0.+9.368352283118181*^-10*I,5.006799830372395*^-10+0.*I,0.-2.6589472157570895*^-10*I
0.+0.00684088644088757*I,0.023340929595477875+0.*I,0.-0.05487594185595932*I,-0.10209663308278719+0.*I,0.+0.15820142726406838*I,0.2083801149385783+0.*I,0.-0.2334704386741794*I,-0.21723801227054973+0.*I,0.+0.1544259922778251*I,0.05565521057185994+0.*I,0.+0.053819624354089324*I,0.14186222857564407+0.*I,0.-0.18100241208014264*I,-0.15909257169642058+0.*I,0.+0.08453016366708183*I,-0.016280697939003906+0.*I,0.+0.10831093749932488*I,0.1604243587317048+0.*I,0.-0.15618284203148847*I,-0.09897710928521036+0.*I,0.+0.009915356033523462*I,-0.08029421571424641+0.*I,0.+0.14215674181541885*I,0.15695226812519508+0.*I,0.-0.12195270164248569*I,-0.05003309874348586+0.*I,0.-0.03556865205404817*I,-0.10911856874109717+0.*I,0.+0.15013601871127794*I,0.14872300293955593+0.*I,0.-0.1072548064175808*I,-0.03847818327453685+0.*I,0.-0.03891665346357429*I,-0.10566561675783233+0.*I,0.+0.14668773047701011*I,0.15412721438411484+0.*I,0.-0.12823144053937102*I,-0.07624546523759834+0.*I,0.+0.009948313932600933*I,-0.05735549312871925+0.*I,0.+0.11362784333143375*I,0.15012974401573567+0.*I,0.-0.1624414504303269*I,-0.1504894970475803+0.*I,0.+0.11779836903093657*I,0.0702843791938128+0.*I,0.-0.01491670886288078*I,0.041489376241718244+0.*I,0.-0.09317708847495666*I,-0.13598054190155043+0.*I,0.+0.16749890378838392*I,0.1869823617878583+0.*I,0.-0.1950266794929457*I,-0.1931747970214954+0.*I,0.+0.183508476969648*I,0.16828883257734967+0.*I,0.-0.1496788366488758*I,-0.1295585110864418+0.*I,0.+0.10942700611647216*I,0.09037580283665292+0.*I,0.-0.07311307960260384*I,-0.058019436703941496+0.*I,0.+0.04521805899469868*I,0.0346465664822225+0.*I,0.-0.02612216202464638*I,-0.019395532290567615+0.*I,0.+0.014191945131013255*I,0.01024003280816442+0.*I,0.-0.007289946791292428*I,-0.005123093594619781+0.*I,0.+0.0035557135002269426*I,0.0024383293993747693+0.*I,0.-0.001652718729745319*I,-0.0011076520391335844+0.*I,0.+0.0007342619914347519*I,0.00048158993268051115+0.*I,0.-0.00031261424866374033*I,-0.00020089237912999908+0.*I,0.+0.00012783581465275834*I,0.00008057133091100115+0.*I,0.-0.00005030904134187171*I,-0.00003112735801271111+0.*I,0.+0.00001908787037955246*I,0.000011603138234022049+0.*I,0.-6.993198628960842*^-6*I,-4.179597810647385*^-6+0.*I,0.+2.4775570122681885*^-6*I,1.4568418214040889*^-6+0.*I,0.-8.498978754507706*^-7*I,-4.919827741814607*^-7+0.*I,0.+2.826327284216108*^-7*I,1.6115454213311805*^-7+0.*I,0.-9.12149561150259*^-8*I,-5.125623174443655*^-8+0.*I,0.+2.8598029978387513*^-8*I,1.584470631018726*^-8+0.*I,0.-8.718443091991492*^-9*I,-4.7648222232692395*^-9+0.*I,0.+2.5867368932534607*^-9*I,1.3950792398114732*^-9+0.*I
0.01174013134567693+0.*I,0.-0.037638409327219506*I,-0.08250603859457645+0.*I,0.+0.14161077301003572*I,0.19930748978835347+0.*I,0.-0.23254671326356838*I,-0.2202127374159226+0.*I,0.+0.1544259922778251*I,0.04778340683854027+0.*I,0.+0.06827963768489771*I,0.15458809893409553+0.*I,0.-0.18035074785383126*I,-0.13688606480307947+0.*I,0.+0.04229635986303006*I,-0.06539146935380953+0.*I,0.+0.14368815624104855*I,0.16285571276298783+0.*I,0.-0.11742667547318836*I,-0.02739993571838231+0.*I,0.-0.07083227389256419*I,-0.1394801036899439+0.*I,0.+0.15386332227064348*I,0.11081239333773843+0.*I,0.-0.02831845753248763*I,0.06255760531085257+0.*I,0.-0.12971859960182888*I,-0.15124034285096824+0.*I,0.+0.12192234368055545*I,0.05351694123690568+0.*I,0.+0.030616349538682017*I,0.1039332617979668+0.*I,0.-0.14509615292495584*I,-0.14374400103833584+0.*I,0.+0.10230017685847802*I,0.0339059886950051+0.*I,0.+0.04231073604874161*I,0.10688610792574224+0.*I,0.-0.14492187922478866*I,-0.14910013045393036+0.*I,0.+0.1203971199513997*I,0.06675403500081037+0.*I,0.-0.00041235122264022357*I,0.06521314157219033+0.*I,0.-0.11833928987571742*I,-0.15076700228305714+0.*I,0.+0.15876334543678278*I,0.14293639658199433+0.*I,0.-0.10735858141744802*I,-0.05828002130812491+0.*I,0.+0.0027643420632771937*I,-0.05249458321925523+0.*I,0.+0.10202028316165196*I,0.14201421213742407+0.*I,0.-0.17045964343852713*I,-0.18695090703735634+0.*I,0.+0.19235086143699806*I,0.18837591143537274+0.*I,0.-0.17718859538020032*I,-0.16105150592696657+0.*I,0.+0.14207004931421935*I,0.12202977789149246+0.*I,0.-0.10231881153950627*I,-0.0839173517065315+0.*I,0.+0.06743342855855194*I,0.053165189884004184+0.*I,0.-0.0411735667356212*I,-0.03135361961112024+0.*I,0.+0.023497262567081734*I,0.017343773629059655+0.*I,0.-0.012617266138596492*I,-0.00905210260852936+0.*I,0.+0.006408213767258698*I,0.004478640141138749+0.*I,0.-0.003091548722328367*I,-0.002108672978777665+0.*I,0.+0.0014217183146351092*I,0.0009478603353456537+0.*I,0.-0.0006250945131881016*I,-0.0004078981270345511+0.*I,0.+0.00026344363192024885*I,0.00016844999890114392+0.*I,0.-0.00010666251824916215*I,-0.00006689811949588296+0.*I,0.+0.000041569531552074974*I,0.00002559693997605861+0.*I,0.-0.000015622133849149294*I,-9.451816201846493*^-6+0.*I,0.+5.670115613521337*^-6*I,3.373227561314829*^-6+0.*I,0.-1.9904363859041723*^-6*I,-1.1651142806592762*^-6+0.*I,0.+6.766622298216118*^-7*I,3.8996117344162736*^-7+0.*I,0.-2.2303707459736754*^-7*I,-1.2661839901074905*^-7+0.*I,0.+7.13569334095524*^-8*I,3.992533298365016*^-8+0.*I,0.-2.2181215126111266*^-8*I,-1.2237594781216912*^-8+0.*I,0.+6.705458997944068*^-9*I
