0.11742035663586298+0.*I,0.-0.24303432657140997*I,-0.3556942493795086+0.*I,0.+0.4250504103649974*I,0.43988045685430915+0.*I,0.-0.4071682342045828*I,-0.3440507323815168+0.*I,0.+0.26915204874929705*I,0.19695949395179052+0.*I,0.-0.13588761876802502*I,-0.08894143079320874+0.*I,0.+0.05550498534776155*I,0.033163899670187284+0.*I,0.-0.019037860480593343*I,-0.010531211751084317+0.*I,0.+0.005628036935981115*I,0.0029121998217416234+0.*I,0.-0.0014619109987876022*I,-0.0007131960091250987+0.*I,0.+0.00033865409161956645*I,0.00015673484277634663+0.*I,0.-0.00007079133925079027*I,-0.00003123870424405828+0.*I,0.+0.00001348196876667968*I,5.696025424456702*^-6+0.*I,0.-2.357904102538993*^-6*I,-9.571140409051953*^-7+0.*I,0.+3.8124664330159355*^-7*I,1.4912526767946068*^-7+0.*I,0.-5.731607741368283*^-8*I,-2.165908254890074*^-8+0.*I,0.+8.051623020646528*^-9*I,2.9459994880333628*^-9+0.*I,0.-1.061450926332364*^-9*I,-3.7677726142732756*^-10+0.*I,0.+1.3181805106337533*^-10*I,4.547239818261423*^-11+0.*I,0.-1.5472882247487385*^-11*I,-5.195216438328727*^-12+0.*I,0.+1.721850992325789*^-12*I,5.634946445400396*^-13+0.*I,0.-1.8214702729667978*^-13*I,-5.817302743460493*^-14+0.*I,0.+1.8361648163223342*^-14*I,5.729405312975231*^-15+0.*I,0.-1.7677771373076544*^-15*I,-5.394768590899918*^-16+0.*I,0.+1.6287263202674422*^-16*I,4.8657716002551624*^-17+0.*I,0.-1.438725372181475*^-17*I,-4.2113091474836124*^-18+0.*I,0.+1.2205519219273468*^-18*I,3.5033119491465027*^-19+0.*I,0.-9.96013210977683*^-20*I,-2.8053848173099726*^-20+0.*I,0.+7.829523298965977*^-21*I,2.165536612045013*^-21+0.*I,0.-5.936798735342525*^-22*I,-1.6134761590149928*^-22+0.*I,0.+4.347712021131005*^-23*I,1.1617411376907693*^-23+0.*I,0.-3.0787092316837596*^-24*I,-8.092767293655168*^-25+0.*I,0.+2.1103330527847887*^-25*I,5.459906900081432*^-26+0.*I,0.-1.4016926057523928*^-26*I,-3.571124883332725*^-27+0.*I,0.+9.03008544657008*^-28*I,2.266530808733746*^-28+0.*I,0.-5.647565866082687*^-29*I,-1.3971290020628062*^-29+0.*I,0.+3.431875757474235*^-30*I,8.371234965991911*^-31+0.*I,0.-2.0279270361123195*^-31*I,-4.879335586566115*^-32+0.*I,0.+1.1661496338478274*^-32*I,2.768673267168777*^-33+0.*I,0.-6.530562168345901*^-34*I,-1.5304794057462067*^-34+0.*I,0.+3.564003876358697*^-35*I,8.247406439767376*^-36+0.*I,0.-1.8967020403129507*^-36*I,-4.335272575729272*^-37+0.*I,0.+9.849214268785249*^-38*I,2.2242631450181667*^-38+0.*I,0.-4.993452537583107*^-39*I,-1.1144893531457505*^-39+0.*I,0.+2.4730934143194466*^-40*I,5.45661620160631*^-41+0.*I,0.-1.1971611868725957*^-41*I,-2.6118942946110407*^-42+0.*I,0.+5.667077134525635*^-43*I,1.2228957438362903*^-43+0.*I,0.-2.6246547414210804*^-44*I,-5.603152967730776*^-45+0.*I,0.+1.1898573554008429*^-45*I,2.513526720440963*^-46+0.*I,0.-5.282285403721505*^-47*I,-1.1044169110895254*^-47+0.*I,0.+2.2974161730607872*^-48*I
0.-0.24303432657140997*I,-0.385607274894756+0.*I,0.+0.39250646577067666*I,0.2636804018232346+0.*I,0.-0.060355029230006914*I,0.1408538635343327+0.*I,0.-0.285245027417091*I,-0.3531871011016043+0.*I,0.+0.3536140990594457*I,0.3096209821945947+0.*I,0.-0.24562517073090342*I,-0.18010223584667293+0.*I,0.+0.12363292725346937*I,0.0801699545150786+0.*I,0.-0.04943585797068868*I,-0.029138408440366904+0.*I,0.+0.016484534280670954*I,0.008981473061740394+0.*I,0.-0.004726204122217249*I,-0.0024078098049315063+0.*I,0.+0.0011901004687755337*I,0.0005717267703568153+0.*I,0.-0.00026738356247335516*I,-0.00012191085085741929+0.*I,0.+0.00005425836790031527*I,0.000023599783950974296+0.*I,0.-0.000010041983360786447*I,-4.1842136975044654*^-6+0.*I,0.+1.7087110897371727*^-6*I,6.844324624929553*^-7+0.*I,0.-2.691035453545664*^-7*I,-1.0392757822447906*^-7+0.*I,0.+3.944928655711272*^-8*I,1.4726508529222386*^-8+0.*I,0.-5.4094231832393925*^-9*I,-1.9562099499661536*^-9+0.*I,0.+6.967904380095195*^-10*I,2.4457233486711837*^-10+0.*I,0.-8.462829599208662*^-11*I,-2.888026320650229*^-11+0.*I,0.+9.723631809081442*^-12*I,3.231121909672906*^-12+0.*I,0.-1.060042273860404*^-12*I,-3.434614757849417*^-13+0.*I,0.+1.0993878543559003*^-13*I,3.4775109174774956*^-14+0.*I,0.-1.0873049372811428*^-14*I,-3.3613564656434976*^-15+0.*I,0.+1.0277039192784727*^-15*I,3.108255594592726*^-16+0.*I,0.-9.301676249970255*^-17*I,-2.754848869390331*^-17+0.*I,0.+8.076416515040972*^-18*I,2.3442967565848145*^-18+0.*I,0.-6.738519443454311*^-19*I,-1.9184751425697724*^-19+0.*I,0.+5.4108602620253814*^-20*I,1.512065605057927*^-20+0.*I,0.-4.187377117314136*^-21*I,-1.1493464722329433*^-21+0.*I,0.+3.127268372599516*^-22*I,8.436263210208953*^-23+0.*I,0.-2.2566755799714404*^-23*I,-5.986642351192109*^-24+0.*I,0.+1.5752583715132241*^-24*I,4.1117981140176637*^-25+0.*I,0.-1.064826021122327*^-25*I,-2.736188777686437*^-26+0.*I,0.+6.977277167006186*^-27*I,1.7658296913929318*^-27+0.*I,0.-4.435917616015641*^-28*I,-1.1062095382466615*^-28+0.*I,0.+2.738776982441954*^-29*I,6.732649972209741*^-30+0.*I,0.-1.6434972774941954*^-30*I,-3.984261231970266*^-31+0.*I,0.+9.593202309410358*^-32*I,2.294332650749159*^-32+0.*I,0.-5.450860745780524*^-33*I,-1.286552805247424*^-33+0.*I,0.+3.0170387922160765*^-34*I,7.030090167270534*^-35+0.*I,0.-1.6278061343298886*^-35*I,-3.7457642003160336*^-36+0.*I,0.+8.566580407853039*^-37*I,1.947315804237663*^-37+0.*I,0.-4.4000625838005227*^-38*I,-9.883388674875533*^-39+0.*I,0.+2.2070273047180595*^-39*I,4.899975379725718*^-40+0.*I,0.-1.0816663526995917*^-40*I,-2.374292318426359*^-41+0.*I,0.+5.182556896416035*^-42*I,1.1249933635068325*^-42+0.*I,0.-2.4287242351043712*^-43*I,-5.215003649100454*^-44+0.*I,0.+1.1137928771620328*^-44*I,2.3662050288713946*^-45+0.*I,0.-5.000605737787723*^-46*I,-1.0513294873230787*^-46+0.*I
-0.3556942493795086+0.*I,0.+0.39250646577067666*I,0.18884776069003345+0.*I,0.+0.09480935253095976*I,0.2845674594388+0.*I,0.-0.3015771409093967*I,-0.17350590885203984+0.*I,0.-0.016735622659836507*I,-0.18884030767327845+0.*I,0.+0.2969812600751869*I,0.33284746959234185+0.*I,0.-0.31245245025420504*I,-0.2602149164680063+0.*I,0.+0.19787016849957764*I,0.13975763554662166+0.*I,0.-0.09273999198478129*I,-0.05828983236286227+0.*I,0.+0.03491537801384252*I,0.020027356680585976+0.*I,0.-0.01104317591483882*I,-0.0058723849517342734+0.*I,0.+0.003019612355794771*I,0.001504872469962413+0.*I,0.-0.0007283184680393842*I,-0.00034290143723009274+0.*I,0.+0.00015729270345775853*I,0.00007039323015332774+0.*I,0.-0.00003077277347517404*I,-0.000013155100406813708+0.*I,0.+5.504873018902554*^-6*I,2.2569475283502905*^-6+0.*I,0.-9.0735792853218*^-7*I,-3.579740886844746*^-7+0.*I,0.+1.3869069550248267*^-7*I,5.28019585758712*^-8+0.*I,0.-1.9766218695210308*^-8*I,-7.279704379462224*^-9+0.*I,0.+2.639063785329642*^-9*I,9.422078756466174*^-10+0.*I,0.-3.3144056544975524*^-10*I,-1.1492538769978543*^-10+0.*I,0.+3.92966889246944*^-11*I,1.325542992572284*^-11+0.*I,0.-4.412538852546641*^-12*I,-1.4500755939529051*^-12+0.*I,0.+4.705901420182696*^-13*I,1.5086225252028608*^-13+0.*I,0.-4.778953035806564*^-14*I,-1.4963114543787695*^-14+0.*I,0.+4.6319643847873985*^-15*I,1.4179925937479952*^-15+0.*I,0.-4.293928812387872*^-16*I,-1.2864999681053072*^-16+0.*I,0.+3.814489000811818*^-17*I,1.119510348529209*^-17+0.*I,0.-3.2529299043040654*^-18*I,-9.359706764260113*^-19+0.*I,0.+2.6673097132033112*^-19*I,7.529876559959566*^-20+0.*I,0.-2.1061146765112006*^-20*I,-5.837536778710212*^-21+0.*I,0.+1.6036210060983665*^-21*I,4.366835547727801*^-22+0.*I,0.-1.1789381886856299*^-22*I,-3.1560085015183025*^-23+0.*I,0.+8.378569901772109*^-24*I,2.2062049770818633*^-24+0.*I,0.-5.762669734655232*^-25*I,-1.4933421831617274*^-25+0.*I,0.+3.839783408021309*^-26*I,9.797568131327157*^-27+0.*I,0.-2.481103036586949*^-27*I,-6.236421990799675*^-28+0.*I,0.+1.5561023338905198*^-28*I,3.854776133831082*^-29+0.*I,0.-9.48120552543055*^-30*I,-2.3156617234707945*^-30+0.*I,0.+5.616637154312138*^-31*I,1.353033903525542*^-31+0.*I,0.-3.2375187012126676*^-32*I,-7.695313987675658*^-33+0.*I,0.+1.817142451919934*^-33*I,4.263215595955735*^-34+0.*I,0.-9.938194054583388*^-35*I,-2.302155982768917*^-35+0.*I,0.+5.2997266651110965*^-36*I,1.2125430050685202*^-36+0.*I,0.-2.757391699358738*^-37*I,-6.232887661486632*^-38+0.*I,0.+1.400556979980217*^-38*I,3.1286955264786594*^-39+0.*I,0.-6.948747566017262*^-40*I,-1.5344737963728079*^-40+0.*I,0.+3.369383596825474*^-41*I,7.35710863269821*^-42+0.*I,0.-1.597558185213594*^-42*I,-3.4500507326206083*^-43+0.*I,0.+7.410362564921384*^-44*I,1.5831568749554425*^-44+0.*I,0.-3.36437007843104*^-45*I
0.+0.4250504103649974*I,0.2636804018232346+0.*I,0.+0.09480935253095976*I,0.30214381276291175+0.*I,0.-0.2305783293606657*I,0.006993902989674475+0.*I,0.-0.21915697904338655*I,-0.28503352424810213+0.*I,0.+0.198332771133269*I,0.027808076928374108+0.*I,0.+0.14446233824000337*I,0.2639774071218577+0.*I,0.-0.313951160826748*I,-0.30522803905331436+0.*I,0.+0.26043970069621775*I,0.20168438269925515+0.*I,0.-0.14451817884612397*I,-0.09703409259283047+0.*I,0.+0.06159240655132756*I,0.03720461143103935+0.*I,0.-0.02149592721940444*I,-0.011928469224996734+0.*I,0.+0.0063788441576124975*I,0.003296471256606423+0.*I,0.-0.0016502325589190096*I,-0.0008019082699172647+0.*I,0.+0.0003789381056400062*I,0.00017440659104522014+0.*I,0.-0.0000782921868628982*I,-0.00003432261134169209+0.*I,0.+0.000014710911435109258*I,6.17078928416348*^-6+0.*I,0.-2.5356437939954956*^-6*I,-1.021532000234861*^-6+0.*I,0.+4.038047403116359*^-7*I,1.5673262632816597*^-7+0.*I,0.-5.977302969285997*^-8*I,-2.2411831657602007*^-8+0.*I,0.+8.26656961018493*^-9*I,3.0011112621329394*^-9+0.*I,0.-1.0729153522201857*^-9*I,-3.779023252946064*^-10+0.*I,0.+1.3119466480582334*^-10*I,4.491131614777878*^-11+0.*I,0.-1.516591410531805*^-11*I,-5.053768986430823*^-12+0.*I,0.+1.6624488829241625*^-12*I,5.40022076035317*^-13+0.*I,0.-1.73277376977525*^-13*I,-5.493756495207972*^-14+0.*I,0.+1.721543108010388*^-14*I,5.333413838811004*^-15+0.*I,0.-1.633969901853515*^-15*I,-4.951555538013198*^-16+0.*I,0.+1.484570464351126*^-16*I,4.40473566728969*^-17+0.*I,0.-1.2935789619868105*^-17*I,-3.761061244692342*^-18+0.*I,0.+1.0828265875784567*^-18*I,3.087604859992478*^-19+0.*I,0.-8.721252446979601*^-20*I,-2.4406603189137513*^-20+0.*I,0.+6.768326548111449*^-21*I,1.86025372886633*^-21+0.*I,0.-5.068142971069305*^-22*I,-1.368919093008439*^-22+0.*I,0.+3.666258752450986*^-23*I,9.737485755202142*^-24+0.*I,0.-2.565126944333573*^-24*I,-6.702967952863125*^-25+0.*I,0.+1.7377118222238189*^-25*I,4.469871106914559*^-26+0.*I,0.-1.1409627844750818*^-26*I,-2.8904015323067174*^-27+0.*I,0.+7.2678263518393455*^-28*I,1.8140887851203069*^-28+0.*I,0.-4.4953833007587376*^-29*I,-1.1060488900500751*^-29+0.*I,0.+2.7022482979490834*^-30*I,6.556351081043994*^-31+0.*I,0.-1.579889378696423*^-31*I,-3.781456073726734*^-32+0.*I,0.+8.990806027025858*^-33*I,2.1236533394171134*^-33+0.*I,0.-4.983693079745449*^-34*I,-1.1620849933022252*^-34+0.*I,0.+2.692643053129866*^-35*I,6.200238879534996*^-36+0.*I,0.-1.4189281356573787*^-36*I,-3.2275092207528873*^-37+0.*I,0.+7.297291104500407*^-38*I,1.640114423839545*^-38+0.*I,0.-3.6646743574534685*^-39*I,-8.140951174566148*^-40+0.*I,0.+1.7981358336252294*^-40*I,3.949169981195056*^-41+0.*I,0.-8.624876837185291*^-42*I,-1.8732289363836093*^-42+0.*I,0.+4.046189619055762*^-43*I,8.6925056124074*^-44+0.*I
0.43988045685430915+0.*I,0.-0.060355029230006914*I,0.2845674594388+0.*I,0.-0.2305783293606657*I,0.06352058505498866+0.*I,0.-0.265032330179237*I,-0.2182376386482002+0.*I,0.+0.005060936854779194*I,-0.19784565662657694+0.*I,0.+0.2687208535029036*I,0.1934710722461308+0.*I,0.-0.03362391611256987*I,0.13231733653226657+0.*I,0.-0.2501060317882846*I,-0.3015029085512313+0.*I,0.+0.2956181430571854*I,0.2538083344839827+0.*I,0.-0.19751223741883364*I,-0.1420990235612621+0.*I,0.+0.0957348543020891*I,0.060946118211023415+0.*I,0.-0.036908702234629234*I,-0.021373337426126397+0.*I,0.+0.011884445515777043*I,0.006366863211279329+0.*I,0.-0.003295694476770734*I,-0.0016523136684791946+0.*I,0.+0.0008040184253743657*I,0.00038041265871471656+0.*I,0.-0.00017528803439046756*I,-0.00007877216588274752+0.*I,0.+0.00003456735554737785*I,0.000014829515161722178+0.*I,0.-6.225908969696149*^-6*I,-2.5603584527174968*^-6+0.*I,0.+1.0322694886869561*^-6*I,4.083393629880475*^-7+0.*I,0.-1.5859879021859812*^-7*I,-6.052291349461304*^-8+0.*I,0.+2.270653503455952*^-8*I,8.37999763597243*^-9+0.*I,0.-3.0439177773403153*^-9*I,-1.0887714314913518*^-9+0.*I,0.+3.8367219864169164*^-10*I,1.3325893031062294*^-10+0.*I,0.-4.563792688634473*^-11*I,-1.5417712590439018*^-11+0.*I,0.+5.139724171945646*^-12*I,1.6913683057863862*^-12+0.*I,0.-5.496164779590288*^-13*I,-1.764175446011918*^-13+0.*I,0.+5.595188734219629*^-14*I,1.753891781255625*^-14+0.*I,0.-5.435308645676859*^-15*I,-1.665680949234875*^-15+0.*I,0.+5.049092887343088*^-16*I,1.5142299699682473*^-16+0.*I,0.-4.4939249954891974*^-17*I,-1.3201088035228785*^-17+0.*I,0.+3.8391412527079116*^-18*I,1.1055688430639039*^-18+0.*I,0.-3.1531764375008254*^-19*I,-8.908441878333269*^-20+0.*I,0.+2.4935805111230302*^-20*I,6.916517822613994*^-21+0.*I,0.-1.901365666750563*^-21*I,-5.181158157693956*^-22+0.*I,0.+1.3997087871265633*^-22*I,3.749405784588041*^-23+0.*I,0.-9.96008883372628*^-24*I,-2.6242185984785663*^-24+0.*I,0.+6.858527507739217*^-25*I,1.7783285947227155*^-25+0.*I,0.-4.5750703621173106*^-26*I,-1.1679946920891256*^-26+0.*I,0.+2.9593228751320734*^-27*I,7.442206926695623*^-28+0.*I,0.-1.857877515206595*^-28*I,-4.604526653638764*^-29+0.*I,0.+1.1330543842881485*^-29*I,2.7685881543993766*^-30+0.*I,0.-6.718163063005682*^-31*I,-1.6190820960656357*^-31+0.*I,0.+3.875732277345102*^-32*I,9.216044720424883*^-33+0.*I,0.-2.1771059713395516*^-33*I,-5.1097074828228744*^-34+0.*I,0.+1.1915994629247953*^-34*I,2.7613263491173107*^-35+0.*I,0.-6.359058899416466*^-36*I,-1.4554231036372997*^-36+0.*I,0.+3.3108522082220995*^-37*I,7.486458938631496*^-38+0.*I,0.-1.6827920859767275*^-38*I,-3.760385207692774*^-39+0.*I,0.+8.354334400003386*^-40*I,1.8454322767444364*^-40+0.*I,0.-4.053400670372543*^-41*I,-8.853274032074596*^-42+0.*I,0.+1.9229960405195938*^-42*I
0.-0.4071682342045828*I,0.1408538635343327+0.*I,0.-0.3015771409093967*I,0.006993902989674475+0.*I,0.-0.265032330179237*I,-0.1818023071187529+0.*I,0.-0.08832022901882625*I,-0.25353768199419424+0.*I,0.+0.18953426889675076*I,-0.01670068819887626+0.*I,0.+0.20094530495813911*I,0.2558405402398581+0.*I,0.-0.17456735050213154*I,-0.018151311013980827+0.*I,0.-0.13942614488900387*I,-0.24858420079702062+0.*I,0.+0.29388422861179586*I,0.28517543490662794+0.*I,0.-0.24322145747575857*I,-0.18838657152241817+0.*I,0.+0.13505591947822584*I,0.09073843094388914+0.*I,0.-0.057636462668548966*I,-0.034840056932201206+0.*I,0.+0.02014413155876947*I,0.011186132626454109+0.*I,0.-0.005985902264577031*I,-0.0030954033339759867+0.*I,0.+0.00155053203248309*I,0.0007539024662801472+0.*I,0.-0.0003564520602774619*I,-0.00016414439739131554+0.*I,0.+0.00007372255998502653*I,0.0000323348022604643+0.*I,0.-0.000013865229878450331*I,-5.818568167541008*^-6+0.*I,0.+2.3918969668334327*^-6*I,9.63998754236558*^-7+0.*I,0.-3.8120463475781367*^-7*I,-1.480133613345809*^-7+0.*I,0.+5.6466970251957735*^-8*I,2.1179108046946293*^-8+0.*I,0.-7.814308183639802*^-9*I,-2.8377646303948543*^-9+0.*I,0.+1.0148066969359982*^-9*I,3.57532781648169*^-10+0.*I,0.-1.2415552961006277*^-10*I,-4.251230910561549*^-11+0.*I,0.+1.4359265166411519*^-11*I,4.7860767011641015*^-12+0.*I,0.-1.574741861545813*^-12*I,-5.116414941404698*^-13+0.*I,0.+1.6420479914662942*^-13*I,5.207147371814749*^-14+0.*I,0.-1.632043626857029*^-14*I,-5.057077607814024*^-15+0.*I,0.+1.5495874262268016*^-15*I,4.696655910502966*^-16+0.*I,0.-1.4083819635158654*^-16*I,-4.179358754154867*^-17+0.*I,0.+1.2275823486223269*^-17*I,3.569717276030199*^-18+0.*I,0.-1.0278884491573885*^-18*I,-2.9313689245888116*^-19+0.*I,0.+8.281088556707948*^-20*I,2.3177891263309047*^-20+0.*I,0.-6.428418991540188*^-21*I,-1.767053514636036*^-21+0.*I,0.+4.8148132705475635*^-22*I,1.3006484781094987*^-22+0.*I,0.-3.483817443253852*^-23*I,-9.253964874271322*^-24+0.*I,0.+2.438020086628609*^-24*I,6.371500027087338*^-25+0.*I,0.-1.6519511698841172*^-25*I,-4.249699052738747*^-26+0.*I,0.+1.0848688731703641*^-26*I,2.748561461952041*^-27+0.*I,0.-6.911817659129363*^-28*I,-1.7253837978591513*^-28+0.*I,0.+4.275947650072679*^-29*I,1.0521496462894568*^-29+0.*I,0.-2.5707809649332947*^-30*I,-6.237891089064267*^-31+0.*I,0.+1.5032706849419534*^-31*I,3.598352288334966*^-32+0.*I,0.-8.556114245644518*^-33*I,-2.0211295027636927*^-33+0.*I,0.+4.743442530948777*^-34*I,1.1061432622042478*^-34+0.*I,0.-2.563201314953464*^-35*I,-5.9025834803966416*^-36+0.*I,0.+1.350900180651664*^-36*I,3.072973918060744*^-37+0.*I,0.-6.948338636832012*^-38*I,-1.5617833650191483*^-38+0.*I,0.+3.489866467509292*^-39*I,7.753089537145048*^-40+0.*I,0.-1.7125680743251326*^-40*I,-3.7614592289899216*^-41+0.*I
-0.3440507323815168+0.*I,0.-0.285245027417091*I,-0.17350590885203984+0.*I,0.-0.21915697904338655*I,-0.2182376386482002+0.*I,0.-0.08832022901882625*I,-0.256431506858246+0.*I,0.+0.11883858975810767*I,-0.13260663172041154+0.*I,0.+0.24624294175876216*I,0.14823511581722404+0.*I,0.+0.05590001003507532*I,0.2143065054848887+0.*I,0.-0.24161861108954527*I,-0.14553947770882114+0.*I,0.-0.010402364846403693*I,-0.1576087646564855+0.*I,0.+0.2537121275523131*I,0.2884200490393099+0.*I,0.-0.2736320756654177*I,-0.2298251285378106+0.*I,0.+0.17599394716709446*I,0.12504896560792872+0.*I,0.-0.08340655679298184*I,-0.05265864059175533+0.*I,0.+0.031666930817724155*I,0.01822779900395627+0.*I,0.-0.010082449279753075*I,-0.005376660356324227+0.*I,0.+0.002771784684289479*I,0.0013845807972421892+0.*I,0.-0.0006715269019550135*I,-0.0003167808483076526+0.*I,0.+0.00014557233096952846*I,0.00006525632492461486+0.*I,0.-0.000028571113361435054*I,-0.000012231407853625066+0.*I,0.+5.125179956664954*^-6*I,2.1038984295172534*^-6+0.*I,0.-8.468159811219833*^-7*I,-3.3445515688561995*^-7+0.*I,0.+1.2971229161634933*^-7*I,4.9431685784798165*^-8+0.*I,0.-1.8521529505531316*^-8*I,-6.827207302633994*^-9+0.*I,0.+2.4770530388274174*^-9*I,8.850539820491303*^-10+0.*I,0.-3.1156541696437827*^-10*I,-1.081096157478452*^-10+0.*I,0.+3.699085891211955*^-11*I,1.2485581336889576*^-11+0.*I,0.-4.1587930324014195*^-12*I,-1.3674813112165633*^-12+0.*I,0.+4.4403226477547286*^-13*I,1.424239100602815*^-13+0.*I,0.-4.513942387469415*^-14*I,-1.4140250367591522*^-14+0.*I,0.+4.379289201883188*^-15*I,1.3412436119566551*^-15+0.*I,0.-4.0632755329794985*^-16*I,-1.2179005109982484*^-16+0.*I,0.+3.612536717458511*^-17*I,1.0606486056741069*^-17+0.*I,0.-3.0830432048039552*^-18*I,-8.874071902801057*^-19+0.*I,0.+2.5297904012251765*^-19*I,7.14404561510717*^-20+0.*I,0.-1.9988434333585585*^-20*I,-5.541944442700456*^-21+0.*I,0.+1.52287987655214*^-21*I,4.148183230193055*^-22+0.*I,0.-1.1202251544153513*^-22*I,-2.9996586168581836*^-23+0.*I,0.+7.965615027886653*^-24*I,2.0980100054782067*^-24+0.*I,0.-5.481436508563615*^-25*I,-1.4208092700376816*^-25+0.*I,0.+3.654146317795067*^-26*I,9.326041600174611*^-27+0.*I,0.-2.3622231576549334*^-27*I,-5.938900014383709*^-28+0.*I,0.+1.4821785017154372*^-28*I,3.672407752871732*^-29+0.*I,0.-9.034462365213453*^-30*I,-2.2069811265624908*^-30+0.*I,0.+5.354050216412738*^-31*I,1.290016374288245*^-31+0.*I,0.-3.0872889846945253*^-32*I,-7.339523288689147*^-33+0.*I,0.+1.7334252599238816*^-33*I,4.067487966910707*^-34+0.*I,0.-9.483475974856533*^-35*I,-2.1971729251670335*^-35+0.*I,0.+5.058837883111294*^-36*I,1.157605752622626*^-36+0.*I,0.-2.6328536247686798*^-37*I,-5.952245250929837*^-38+0.*I,0.+1.3376859233089372*^-38*I,2.9886645322483175*^-39+0.*I,0.-6.6386470342942*^-40*I
0.+0.26915204874929705*I,-0.3531871011016043+0.*I,0.-0.016735622659836507*I,-0.28503352424810213+0.*I,0.+0.005060936854779194*I,-0.25353768199419424+0.*I,0.+0.11883858975810767*I,-0.16346367713596227+0.*I,0.+0.23078241174546177*I,0.04227489712009555+0.*I,0.+0.1783517775962289*I,0.2295533182048468+0.*I,0.-0.09446240877441106*I,0.10303148348132786+0.*I,0.-0.22784429227120936*I,-0.221185785485713+0.*I,0.+0.10757097096472587*I,-0.047135666660231834+0.*I,0.+0.18121253231126386*I,0.2611113138601552+0.*I,0.-0.2827296524858485*I,-0.2603881408213364+0.*I,0.+0.21417769344172602*I,0.161421268707561+0.*I,0.-0.11324390126139487*I,-0.07474232988213032+0.*I,0.+0.04677036749608754*I,0.02791115249145093+0.*I,0.-0.015958719022213227*I,-0.008775283239407135+0.*I,0.+0.004654977216444401*I,0.002388397777128778+0.*I,0.-0.0011879661839214843*I,-0.0005739257113768137+0.*I,0.+0.0002697755485745112*I,0.0001235663001133198+0.*I,0.-0.00005522452319769776*I,-0.00002411139446056804+0.*I,0.+0.000010295421082967569*I,4.303548297241929*^-6+0.*I,0.-1.7626319772931822*^-6*I,-7.079584478031978*^-7+0.*I,0.+2.7905835325805697*^-7*I,1.080259300517502*^-7+0.*I,0.-4.1094984638567074*^-8*I,-1.537232294949602*^-8+0.*I,0.+5.657494657409679*^-9*I,2.0496077832441994*^-9+0.*I,0.-7.312952583704607*^-10*I,-2.570930838715834*^-10+0.*I,0.+8.90947165171281*^-11*I,3.044772114048482*^-11+0.*I,0.-1.026517391125353*^-11*I,-3.4154249493173607*^-12+0.*I,0.+1.1218632816597934*^-12*I,3.639099780618563*^-13+0.*I,0.-1.1661160531164982*^-13*I,-3.692425012113075*^-14+0.*I,0.+1.155648807872954*^-14*I,3.576027312914882*^-15+0.*I,0.-1.09432849882543*^-15*I,-3.3126285701595614*^-16+0.*I,0.+9.921504333981785*^-17*I,2.9407583069096*^-17+0.*I,0.-8.628024762330665*^-18*I,-2.506242542711432*^-18+0.*I,0.+7.209087980230723*^-19*I,2.0538350235316685*^-19+0.*I,0.-5.796396838352907*^-20*I,-1.6208182981723604*^-20+0.*I,0.+4.4912552390699125*^-21*I,1.2334716883265948*^-21+0.*I,0.-3.3580488862227707*^-22*I,-9.063734429001412*^-23+0.*I,0.+2.4257908002348733*^-23*I,6.438535128872025*^-24+0.*I,0.-1.6949927441099515*^-24*I,-4.426426148044842*^-25+0.*I,0.+1.1468296630456077*^-25*I,2.948213155716612*^-26+0.*I,0.-7.52116965736522*^-27*I,-1.904272568504339*^-27+0.*I,0.+4.785631002649037*^-28*I,1.1938874097654461*^-28+0.*I,0.-2.956976688970001*^-29*I,-7.27173027627094*^-30+0.*I,0.+1.7757288297059952*^-30*I,4.306327169084657*^-31+0.*I,0.-1.0372183402790849*^-31*I,-2.481454500559896*^-32+0.*I,0.+5.8973174324134824*^-33*I,1.3923640901845891*^-33+0.*I,0.-3.2661664281780674*^-34*I,-7.612847069392017*^-35+0.*I,0.+1.763252025269062*^-35*I,4.0585834103368137*^-36+0.*I,0.-9.284549068046026*^-37*I,-2.1110865952056466*^-37+0.*I,0.+4.771358181416427*^-38*I,1.0720124189669482*^-38+0.*I
