0.3999971498410071+0.*I,0.5414897374822621+0.*I,0.5183326494326708+0.*I,0.4051177496579894+0.*I,0.27421083375082134+0.*I,0.16600949957687175+0.*I,0.09174674147362932+0.*I,0.04694344545851337+0.*I,0.02246794239457437+0.*I,0.010138539098624845+0.*I,0.004340189716911241+0.*I,0.001771518550477541+0.*I,0.0006922905680670101+0.*I,0.00025992620852413384+0.*I,0.00009404146529031857+0.*I,0.0000328705591052459+0.*I,0.000011124498279468771+0.*I,3.652492272955039*^-6+0.*I,1.1654305186994549*^-6+0.*I,3.619452816213339*^-7+0.*I,1.0956232883703003*^-7+0.*I,3.236569527689495*^-8+0.*I,9.3412916971282*^-9+0.*I,2.636794894834195*^-9+0.*I,7.286249887866136*^-10+0.*I,1.9727288259824096*^-10+0.*I,5.237379572433305*^-11+0.*I,1.3644747433983531*^-11+0.*I,3.490758618094919*^-12+0.*I,8.775142005938416*^-13+0.*I,2.168836728416029*^-13+0.*I,5.273261951865111*^-14+0.*I,1.2619370458300988*^-14+0.*I,2.9738157224260623*^-15+0.*I,6.904113590457182*^-16+0.*I,1.5798186600102548*^-16+0.*I,3.564423695762848*^-17+0.*I,7.932713937539823*^-18+0.*I,1.7420608806995495*^-18+0.*I,3.7762814764032547*^-19+0.*I,8.082909121626212*^-20+0.*I,1.708870296286403*^-20+0.*I,3.569585501957138*^-21+0.*I,7.369141479357577*^-22+0.*I,1.503917073130371*^-22+0.*I,3.034945985423267*^-23+0.*I,6.057666830255781*^-24+0.*I,1.1961614118220631*^-24+0.*I,2.337235653182737*^-25+0.*I,4.519993350592427*^-26+0.*I,8.653387004984185*^-27+0.*I,1.6403418771203108*^-27+0.*I,3.0793994925694765*^-28+0.*I,5.726133017279828*^-29+0.*I,1.0548674361387197*^-29+0.*I,1.9255281601568243*^-30+0.*I,3.483286480941904*^-31+0.*I,6.245757235060031*^-32+0.*I,1.1102082142351065*^-32+0.*I,1.9566437670558174*^-33+0.*I,3.4195540442913477*^-34+0.*I,5.927040403466456*^-35+0.*I,1.0190027975940602*^-35+0.*I,1.737954630416982*^-36+0.*I,2.9409103194692607*^-37+0.*I,4.938083579213975*^-38+0.*I,8.228483485313159*^-39+0.*I,1.3608671595921043*^-39+0.*I,2.234058858232743*^-40+0.*I,3.640855130872217*^-41+0.*I,5.89098222163581*^-42+0.*I,9.464373504177811*^-43+0.*I,1.5099374478916304*^-43+0.*I,2.3923838358551645*^-44+0.*I,3.7648556805576644*^-45+0.*I,5.885061891293172*^-46+0.*I,9.138555878818483*^-47+0.*I,1.4098260873600698*^-47+0.*I,2.1609841149100928*^-48+0.*I,3.2913294984152185*^-49+0.*I,4.981495037054274*^-50+0.*I,7.492910167418243*^-51+0.*I,1.120151933894178*^-51+0.*I,1.6644517884399768*^-52+0.*I,2.458469985055795*^-53+0.*I,3.6098468819085027*^-54+0.*I,5.269542222012878*^-55+0.*I,7.647977395322361*^-56+0.*I,1.103668361386171*^-56+0.*I,1.5837146090699619*^-57+0.*I,2.259898851942722*^-58+0.*I,3.2070197811192163*^-59+0.*I,4.5262762692054277*^-60+0.*I,6.353790886663472*^-61+0.*I,8.871607592772598*^-62+0.*I,1.2321791468916942*^-62+0.*I,1.7024390460667737*^-63+0.*I,2.340017135245669*^-64+0.*I,3.199921564189401*^-65+0.*I,4.3536656081699043*^-66+0.*I
-0.5414897374822621+0.*I,-0.33303591280745504+0.*I,0.06409760517765502+0.*I,0.34935681653753053+0.*I,0.4390269733513715+0.*I,0.3884213622602953+0.*I,0.28243788405036463+0.*I,0.1791901238337101+0.*I,0.1023604971680281+0.*I,0.05367894220104209+0.*I,0.026185413357236714+0.*I,0.011996615934967841+0.*I,0.005199542999285032+0.*I,0.0021442181974191373+0.*I,0.0008452476901453251+0.*I,0.0003197230358044715+0.*I,0.00011642262498283762+0.*I,0.00004092297850160679+0.*I,0.00001391852942094916+0.*I,4.590016226623538*^-6+0.*I,1.470350259154964*^-6+0.*I,4.5826312341801386*^-7+0.*I,1.3916294312723567*^-7+0.*I,4.122974231681*^-8+0.*I,1.193123968444764*^-8+0.*I,3.376069937533774*^-9+0.*I,9.349980904348145*^-10+0.*I,2.536708671584652*^-10+0.*I,6.747565823441563*^-11+0.*I,1.7610389660667197*^-11+0.*I,4.512740422248976*^-12+0.*I,1.1361712451242016*^-12+0.*I,2.812174720942088*^-13+0.*I,6.846700873533127*^-14+0.*I,1.640554309805605*^-14+0.*I,3.870663261526909*^-15+0.*I,8.996383809033117*^-16+0.*I,2.0607664449992456*^-16+0.*I,4.654224585196501*^-17+0.*I,1.0367958654167014*^-17+0.*I,2.2789090221397204*^-18+0.*I,4.944251550175399*^-19+0.*I,1.059151835516591*^-19+0.*I,2.2409751756847127*^-20+0.*I,4.6845450968712935*^-21+0.*I,9.677731470419832*^-22+0.*I,1.9763958205523777*^-22+0.*I,3.990998711231021*^-23+0.*I,7.970849822775155*^-24+0.*I,1.5748762709133429*^-24+0.*I,3.0789741079840797*^-25+0.*I,5.957695740695786*^-26+0.*I,1.1411804718431776*^-26+0.*I,2.1643200609455323*^-27+0.*I,4.065030237209506*^-28+0.*I,7.562440992145088*^-29+0.*I,1.3937788997308167*^-29+0.*I,2.5452726835740447*^-30+0.*I,4.606334338138328*^-31+0.*I,8.262793586720948*^-32+0.*I,1.469318079463272*^-32+0.*I,2.5905207260982378*^-33+0.*I,4.529010408388228*^-34+0.*I,7.85281113758135*^-35+0.*I,1.3505516017353152*^-35+0.*I,2.3041891851726793*^-36+0.*I,3.900326286514431*^-37+0.*I,6.551078797554515*^-38+0.*I,1.0919565941749717*^-38+0.*I,1.8064611688773015*^-39+0.*I,2.9664097217468347*^-40+0.*I,4.835707410033672*^-41+0.*I,7.826381856845859*^-42+0.*I,1.2577046078504839*^-42+0.*I,2.0070402609571145*^-43+0.*I,3.180792577813745*^-44+0.*I,5.006766275035815*^-45+0.*I,7.828197289494308*^-46+0.*I,1.2158707101941389*^-46+0.*I,1.8761688484754185*^-47+0.*I,2.876418406415846*^-48+0.*I,4.3819114616025786*^-49+0.*I,6.63347996250082*^-50+0.*I,9.979747296287625*^-51+0.*I,1.4922141184143584*^-51+0.*I,2.2177296082013637*^-52+0.*I,3.2762986968417997*^-53+0.*I,4.811568504579619*^-54+0.*I,7.025031403753483*^-55+0.*I,1.0197593667752764*^-55+0.*I,1.471850579613989*^-56+0.*I,2.1123915892750936*^-57+0.*I,3.0147915721164214*^-58+0.*I,4.27896933193805*^-59+0.*I,6.040130852495703*^-60+0.*I,8.480169192217743*^-61+0.*I,1.1842375766142076*^-61+0.*I,1.6450304007714523*^-62+0.*I,2.2731803523399593*^-63+0.*I,3.1249447049638274*^-64+0.*I
0.5183326494326708+0.*I,-0.06409760517765502+0.*I,-0.39439235082325685+0.*I,-0.25591317878910635+0.*I,0.07381338977093752+0.*I,0.3223522727549026+0.*I,0.40240625198805074+0.*I,0.3568659318608444+0.*I,0.26039724998209973+0.*I,0.1657560704816672+0.*I,0.09496418307931527+0.*I,0.0499266632802687+0.*I,0.02440840582102417+0.*I,0.011203766007838794+0.*I,0.004863967870529039+0.*I,0.0020087562176677614+0.*I,0.0007928695555279464+0.*I,0.00030025447666486086+0.*I,0.00010944563917696875+0.*I,0.00003850606701752172+0.*I,0.000013107435801687877+0.*I,4.3258141182435515*^-6+0.*I,1.386675267582056*^-6+0.*I,4.32457969745147*^-7+0.*I,1.314030228889375*^-7+0.*I,3.89516118796807*^-8+0.*I,1.1277580854722323*^-8+0.*I,3.192579846440808*^-9+0.*I,8.845594470224182*^-10+0.*I,2.4008237938176564*^-10+0.*I,6.388499512661536*^-11+0.*I,1.667909451355443*^-11+0.*I,4.275493918713972*^-12+0.*I,1.0767717898984212*^-12+0.*I,2.6659275730418096*^-13+0.*I,6.492417826886645*^-14+0.*I,1.5560668558190348*^-14+0.*I,3.672227317167246*^-15+0.*I,8.537154253083243*^-16+0.*I,1.9560042522107616*^-16+0.*I,4.4185470375431815*^-17+0.*I,9.844918637001794*^-18+0.*I,2.164355032286737*^-18+0.*I,4.696571154104352*^-19+0.*I,1.0062684470561868*^-19+0.*I,2.129436263282457*^-20+0.*I,4.452089542659232*^-21+0.*I,9.198902050387444*^-22+0.*I,1.8788823581553912*^-22+0.*I,3.794616785602619*^-23+0.*I,7.57965133542618*^-24+0.*I,1.4977765923538918*^-24+0.*I,2.9286029537777207*^-25+0.*I,5.667409851439228*^-26+0.*I,1.0857018216051712*^-26+0.*I,2.0593295474257333*^-27+0.*I,3.8682503113784264*^-28+0.*I,7.197100910846282*^-29+0.*I,1.3265778672828554*^-29+0.*I,2.4227856296625944*^-30+0.*I,4.385070242098092*^-31+0.*I,7.866600741330648*^-32+0.*I,1.3989876485826588*^-32+0.*I,2.4667309712284886*^-33+0.*I,4.312941348852901*^-34+0.*I,7.478763798571325*^-35+0.*I,1.2863206441681978*^-35+0.*I,2.1947678626956845*^-36+0.*I,3.715376682094101*^-37+0.*I,6.240872063986208*^-38+0.*I,1.0403213432226342*^-38+0.*I,1.721153516214991*^-39+0.*I,2.8265076200394797*^-40+0.*I,4.607934767030736*^-41+0.*I,7.458197647966463*^-42+0.*I,1.1986084897235101*^-42+0.*I,1.912845737405162*^-43+0.*I,3.0316825708193154*^-44+0.*I,4.7723203032116454*^-45+0.*I,7.462035568925125*^-46+0.*I,1.1590592983580911*^-46+0.*I,1.7885962970684696*^-47+0.*I,2.7422943909189663*^-48+0.*I,4.177790954398017*^-49+0.*I,6.324775565126604*^-50+0.*I,9.51575714413562*^-51+0.*I,1.42290069600653*^-51+0.*I,2.1148094071170046*^-52+0.*I,3.1243874534501594*^-53+0.*I,4.5886655683181833*^-54+0.*I,6.699863181399585*^-55+0.*I,9.725969543641607*^-56+0.*I,1.4038350566561516*^-56+0.*I,2.014853991949599*^-57+0.*I,2.8756953631507775*^-58+0.*I,4.081697803183483*^-59+0.*I,5.761874254526014*^-60+0.*I,8.089792407077732*^-61+0.*I,1.1297616143246284*^-61+0.*I,1.569411094109642*^-62+0.*I
-0.4051177496579894+0.*I,0.34935681653753053+0.*I,0.25591317878910635+0.*I,-0.19437606550466735+0.*I,-0.35319405731363346+0.*I,-0.15665098846375355+0.*I,0.14136280740893467+0.*I,0.33576689814574634+0.*I,0.37923868665047433+0.*I,0.32146985580320653+0.*I,0.2284058149817429+0.*I,0.1428209505437004+0.*I,0.08077623687734775+0.*I,0.04205352381432446+0.*I,0.020401327176923393+0.*I,0.009306161759190723+0.*I,0.004019333828784479+0.*I,0.001652734562796074+0.*I,0.0006499298822538145+0.*I,0.00024533663065732565+0.*I,0.00008917774510914005+0.*I,0.0000312980513542481+0.*I,0.00001063056417949958+0.*I,3.501530025359945*^-6+0.*I,1.120474050327905*^-6+0.*I,3.4888410366073397*^-7+0.*I,1.0585612369780959*^-7+0.*I,3.1337490211436995*^-8+0.*I,9.062139731094181*^-9+0.*I,2.5625638158274706*^-9+0.*I,7.092759945449684*^-10+0.*I,1.923255025609679*^-10+0.*I,5.1132059665679635*^-11+0.*I,1.333862724405092*^-11+0.*I,3.4165907869567093*^-12+0.*I,8.598442657863552*^-13+0.*I,2.1274206395960335*^-13+0.*I,5.177713743931402*^-14+0.*I,1.2402307030183584*^-14+0.*I,2.9252376178053588*^-15+0.*I,6.796973459172913*^-16+0.*I,1.5565227887163923*^-16+0.*I,3.5144698783985337*^-17+0.*I,7.827041914217652*^-18+0.*I,1.720002017788143*^-18+0.*I,3.7308287381786193*^-19+0.*I,7.990438191115852*^-20+0.*I,1.690291150197984*^-20+0.*I,3.532711380197659*^-21+0.*I,7.296833487702364*^-22+0.*I,1.4899048765811685*^-22+0.*I,3.0081072804377865*^-23+0.*I,6.0068478501446965*^-24+0.*I,1.1866473374146875*^-24+0.*I,2.319622222610355*^-25+0.*I,4.487744662249268*^-26+0.*I,8.594986341117474*^-27+0.*I,1.6298802130266655*^-27+0.*I,3.0608602112910714*^-28+0.*I,5.69363044996344*^-29+0.*I,1.0492298983068028*^-29+0.*I,1.915854016034178*^-30+0.*I,3.466862449163016*^-31+0.*I,6.218172361482054*^-32+0.*I,1.1056252019996009*^-32+0.*I,1.9491125193782386*^-33+0.*I,3.4073150789437403*^-34+0.*I,5.90737582295249*^-35+0.*I,1.0158799150953804*^-35+0.*I,1.7330547355922824*^-36+0.*I,2.933318311568054*^-37+0.*I,4.926475026781176*^-38+0.*I,8.210981957045202*^-39+0.*I,1.3582684640301369*^-39+0.*I,2.2302643745083943*^-40+0.*I,3.6354181394634964*^-41+0.*I,5.883359821467415*^-42+0.*I,9.45396288525144*^-43+0.*I,1.5085614205737327*^-43+0.*I,2.3906428943988153*^-44+0.*I,3.762788994272074*^-45+0.*I,5.882855907341398*^-46+0.*I,9.136680370344297*^-47+0.*I,1.409769796277588*^-47+0.*I,2.161246081406459*^-48+0.*I,3.2922457509687697*^-49+0.*I,4.983645516476093*^-50+0.*I,7.49726575699567*^-51+0.*I,1.1209666431402313*^-51+0.*I,1.6658996897966207*^-52+0.*I,2.4609509381786747*^-53+0.*I,3.6139808081742634*^-54+0.*I,5.276277291232502*^-55+0.*I,7.658746106733604*^-56+0.*I,1.105362584369453*^-56+0.*I,1.5863424951357538*^-57+0.*I,2.263923375375949*^-58+0.*I,3.2131122982324893*^-59+0.*I,4.535401729058455*^-60+0.*I,6.367324543491908*^-61+0.*I
0.27421083375082134+0.*I,-0.4390269733513715+0.*I,0.07381338977093752+0.*I,0.35319405731363346+0.*I,0.04468933465015102+0.*I,-0.2888510769073343+0.*I,-0.28754131334666977+0.*I,-0.040264114781982864+0.*I,0.21815195100895518+0.*I,0.35126569475965963+0.*I,0.35368811413065865+0.*I,0.2820974065260078+0.*I,0.19269837402061143+0.*I,0.1171567896652328+0.*I,0.06486595399371091+0.*I,0.033207966455317796+0.*I,0.015891769108597294+0.*I,0.007167387483627757+0.*I,0.0030660633643321334+0.*I,0.0012504290706586473+0.*I,0.00048822791118554475+0.*I,0.00018314726567083457+0.*I,0.00006620495863266643+0.*I,0.000023121127295856837+0.*I,7.818549977970592*^-6+0.*I,2.565036991041704*^-6+0.*I,8.178329099457762*^-7+0.*I,2.5381096398138764*^-7+0.*I,7.677734252614718*^-8+0.*I,2.2666043109611738*^-8+0.*I,6.537784523965229*^-9+0.*I,1.8443620179774585*^-9+0.*I,5.093690646600805*^-10+0.*I,1.3783718346058168*^-10+0.*I,3.657586936324113*^-11+0.*I,9.524411636741313*^-12+0.*I,2.435534715859353*^-12+0.*I,6.11983492218038*^-13+0.*I,1.511931432441814*^-13+0.*I,3.674619449407191*^-14+0.*I,8.790348869565997*^-15+0.*I,2.070737384647409*^-15+0.*I,4.805827425926439*^-16+0.*I,1.0993173452690422*^-16+0.*I,2.479514865101609*^-17+0.*I,5.516534666204502*^-18+0.*I,1.211100941787215*^-18+0.*I,2.6245739880901577*^-19+0.*I,5.616222729913232*^-20+0.*I,1.1870591255254583*^-20+0.*I,2.4789734765369276*^-21+0.*I,5.116415667226346*^-22+0.*I,1.0439301336460505*^-22+0.*I,2.1062053801458794*^-23+0.*I,4.203013149658553*^-24+0.*I,8.297628784681876*^-25+0.*I,1.6209836707955205*^-25+0.*I,3.1342149802751595*^-26+0.*I,5.999219420802361*^-27+0.*I,1.137007364517306*^-27+0.*I,2.1341146824047274*^-28+0.*I,3.967695901570465*^-29+0.*I,7.308064327120463*^-30+0.*I,1.3337796241284483*^-30+0.*I,2.412432823807639*^-31+0.*I,4.3249886824161223*^-32+0.*I,7.686702569410838*^-33+0.*I,1.3545187190994046*^-33+0.*I,2.3669118903045647*^-34+0.*I,4.1019614172249463*^-35+0.*I,7.051341470294284*^-36+0.*I,1.202483287820361*^-36+0.*I,2.0345489124537343*^-37+0.*I,3.4157963203485484*^-38+0.*I,5.691174329298775*^-39+0.*I,9.411258572308686*^-40+0.*I,1.544819507926806*^-40+0.*I,2.517322891108678*^-41+0.*I,4.072647428562685*^-42+0.*I,6.542378871103555*^-43+0.*I,1.0436589275743294*^-43+0.*I,1.6534359374341032*^-44+0.*I,2.6017331238098987*^-45+0.*I,4.066533317858399*^-46+0.*I,6.314089189890091*^-47+0.*I,9.740010916578639*^-48+0.*I,1.4928189027562462*^-48+0.*I,2.2734710224984255*^-49+0.*I,3.440654813918509*^-50+0.*I,5.1748298288579145*^-51+0.*I,7.735482413100672*^-52+0.*I,1.1493369430572824*^-52+0.*I,1.697490928910486*^-53+0.*I,2.4922892511283176*^-54+0.*I,3.637896578403306*^-55+0.*I,5.279496605407262*^-56+0.*I,7.618221839597551*^-57+0.*I,1.0931044732594274*^-57+0.*I,1.5597108089702976*^-58+0.*I,2.2132355530358034*^-59+0.*I
-0.16600949957687175+0.*I,0.3884213622602953+0.*I,-0.3223522727549026+0.*I,-0.15665098846375355+0.*I,0.2888510769073343+0.*I,0.21956215814042052+0.*I,-0.14234061933175915+0.*I,-0.3158472430790804+0.*I,-0.18300151404110157+0.*I,0.08002240739160545+0.*I,0.282639009129327+0.*I,0.35382015562541086+0.*I,0.3203622385943012+0.*I,0.23978910540426351+0.*I,0.156770422142794+0.*I,0.09224675131215251+0.*I,0.04978320826747911+0.*I,0.024963778883806517+0.*I,0.011742941552783069+0.*I,0.005219837743096806+0.*I,0.002205280938525122+0.*I,0.0008896906090403022+0.*I,0.0003440919177020539+0.*I,0.00012799609609003904+0.*I,0.00004592243728020933+0.*I,0.00001592991469352852+0.*I,5.3540614967302925*^-6+0.*I,1.7468126938953758*^-6+0.*I,5.541447289135812*^-7+0.*I,1.7118211693095602*^-7+0.*I,5.156221145268714*^-8+0.*I,1.5162360211179124*^-8+0.*I,4.357531613959458*^-9+0.*I,1.2251450534747723*^-9+0.*I,3.372920663023819*^-10+0.*I,9.100449698899942*^-11+0.*I,2.4082185440959807*^-11+0.*I,6.25487087025838*^-12+0.*I,1.5955884829584543*^-12+0.*I,4.0001301993357343*^-13+0.*I,9.8612183557587*^-14+0.*I,2.3918086954082512*^-14+0.*I,5.710618361976067*^-15+0.*I,1.3427916749581071*^-15+0.*I,3.1109903788756104*^-16+0.*I,7.104569038318862*^-17+0.*I,1.59992676071583*^-17+0.*I,3.554271301899582*^-18+0.*I,7.791934322855881*^-19+0.*I,1.6862902739507078*^-19+0.*I,3.6037314558049683*^-20+0.*I,7.607454357716278*^-21+0.*I,1.5867940832699383*^-21+0.*I,3.2712788618508845*^-22+0.*I,6.667243303270809*^-23+0.*I,1.3437472318461304*^-23+0.*I,2.6787820397598728*^-24+0.*I,5.283322833075223*^-25+0.*I,1.0311553880600779*^-25+0.*I,1.9919641834261041*^-26+0.*I,3.8095079854319244*^-27+0.*I,7.213934544333881*^-28+0.*I,1.3529262780596118*^-28+0.*I,2.5133573790315755*^-29+0.*I,4.625824378323181*^-30+0.*I,8.436311864134055*^-31+0.*I,1.5248104907827016*^-31+0.*I,2.7317914646670386*^-32+0.*I,4.851923422269167*^-33+0.*I,8.544351299793255*^-34+0.*I,1.492124021069256*^-34+0.*I,2.584349734147029*^-35+0.*I,4.439929976747421*^-36+0.*I,7.567205353441722*^-37+0.*I,1.2796282433492466*^-37+0.*I,2.1472058044338606*^-38+0.*I,3.575659426515812*^-39+0.*I,5.909908707575814*^-40+0.*I,9.69606733364063*^-41+0.*I,1.579237233774308*^-41+0.*I,2.553767576486025*^-42+0.*I,4.1005457784018906*^-43+0.*I,6.538394139024879*^-44+0.*I,1.0354075372876792*^-44+0.*I,1.6285566513070616*^-45+0.*I,2.5443988368115788*^-46+0.*I,3.949086815870098*^-47+0.*I,6.089403542684667*^-48+0.*I,9.32944601862018*^-49+0.*I,1.420285009803926*^-49+0.*I,2.1486631097761475*^-50+0.*I,3.230487775811246*^-51+0.*I,4.827338737779837*^-52+0.*I,7.170005644987906*^-53+0.*I,1.058606742568025*^-53+0.*I,1.5537598474960905*^-54+0.*I,2.2672381633157518*^-55+0.*I,3.28930120466817*^-56+0.*I,4.744953620094218*^-57+0.*I,6.806283859917632*^-58+0.*I
0.09174674147362932+0.*I,-0.28243788405036463+0.*I,0.40240625198805074+0.*I,-0.14136280740893467+0.*I,-0.28754131334666977+0.*I,0.14234061933175915+0.*I,0.29822806603311924+0.*I,0.020810566124043875+0.*I,-0.26357144045934966+0.*I,-0.2683553163982354+0.*I,-0.052894674337441855+0.*I,0.1871529263902172+0.*I,0.3233260002556534+0.*I,0.3390386990187721+0.*I,0.27964323202557606+0.*I,0.19689475037672985+0.*I,0.12312514677566572+0.*I,0.07000115456302529+0.*I,0.03674868414698446+0.*I,0.018011924273394472+0.*I,0.008311306608673606+0.*I,0.0036340068122253633+0.*I,0.0015134621160968623+0.*I,0.0006029558622856308+0.*I,0.000230612716958931+0.*I,0.0000849349624924842+0.*I,0.000030201788376378077+0.*I,0.000010392286791715067+0.*I,3.4672933089234803*^-6+0.*I,1.1236730630177322*^-6+0.*I,3.542784995038754*^-7+0.*I,1.0882284434949126*^-7+0.*I,3.260773937580291*^-8+0.*I,9.542229318758214*^-9+0.*I,2.7300208772646674*^-9+0.*I,7.643432266606613*^-10+0.*I,2.096053312619272*^-10+0.*I,5.6345932599630266*^-11+0.*I,1.4859262556141684*^-11+0.*I,3.84689737474486*^-12+0.*I,9.783302076748326*^-13+0.*I,2.44560050570858*^-13+0.*I,6.012528193149721*^-14+0.*I,1.4545578816176274*^-14+0.*I,3.4643651798011274*^-15+0.*I,8.127157214408121*^-16+0.*I,1.8787446040347834*^-16+0.*I,4.2814596392334997*^-17+0.*I,9.622368638522603*^-18+0.*I,2.133536258063046*^-18+0.*I,4.6687370441853915*^-19+0.*I,1.0086159122026864*^-19+0.*I,2.1518782266909407*^-20+0.*I,4.5353082992577015*^-21+0.*I,9.445364992513535*^-22+0.*I,1.944344675782226*^-22+0.*I,3.9571701456401693*^-23+0.*I,7.96457285690928*^-24+0.*I,1.5856640330416046*^-24+0.*I,3.1234243314609077*^-25+0.*I,6.088607726115036*^-26+0.*I,1.1748011500855096*^-26+0.*I,2.2441847441337403*^-27+0.*I,4.2450790909761985*^-28+0.*I,7.952940207470774*^-29+0.*I,1.4759211109655305*^-29+0.*I,2.7137379931672335*^-30+0.*I,4.944417471912105*^-31+0.*I,8.928434263191077*^-32+0.*I,1.598146108529235*^-32+0.*I,2.835987905345037*^-33+0.*I,4.990022232215265*^-34+0.*I,8.707073101415333*^-35+0.*I,1.50685995520912*^-35+0.*I,2.5867953010387236*^-36+0.*I,4.405501654042937*^-37+0.*I,7.44434921952888*^-38+0.*I,1.24826975862698*^-38+0.*I,2.0772616421666208*^-39+0.*I,3.431027407703652*^-40+0.*I,5.625422630524281*^-41+0.*I,9.156520632447333*^-42+0.*I,1.4797733596739805*^-42+0.*I,2.374614521776012*^-43+0.*I,3.7841365155826266*^-44+0.*I,5.989045911426562*^-45+0.*I,9.41468845740872*^-46+0.*I,1.470113785781686*^-46+0.*I,2.2805039308979875*^-47+0.*I,3.514655649126954*^-48+0.*I,5.381992263154357*^-49+0.*I,8.189304592570534*^-50+0.*I,1.238309205348851*^-50+0.*I,1.8608994380048662*^-51+0.*I,2.7794650766387524*^-52+0.*I,4.1264449013903716*^-53+0.*I,6.089738299288288*^-54+0.*I,8.93427802810793*^-55+0.*I,1.3031318140926537*^-55+0.*I,1.8897936916231071*^-56+0.*I
-0.04694344545851337+0.*I,0.1791901238337101+0.*I,-0.3568659318608444+0.*I,0.33576689814574634+0.*I,0.040264114781982864+0.*I,-0.3158472430790804+0.*I,-0.020810566124043875+0.*I,0.28758006197200897+0.*I,0.15710727822584036+0.*I,-0.16155434053563023+0.*I,-0.2936816851473356+0.*I,-0.16206627739326268+0.*I,0.07960663477262915+0.*I,0.2671453885350636+0.*I,0.3363899323075526+0.*I,0.3086119474425028+0.*I,0.23467825670001125+0.*I,0.15605965736685506+0.*I,0.09344861803815747+0.*I,0.051327744157175+0.*I,0.026193117855720364+0.*I,0.012536217209600783+0.*I,0.005668022407141379+0.*I,0.0024348726404376476+0.*I,0.0009984612369313692+0.*I,0.0003923589623945467+0.*I,0.00014823760722464671+0.*I,0.00005399778255232332+0.*I,0.00001901048665977739+0.*I,6.482389865177259*^-6+0.*I,2.1449529169510334*^-6+0.*I,6.898690792217547*^-7+0.*I,2.1598884293978949*^-7+0.*I,6.5916838333065*^-8+0.*I,1.9633197517908036*^-8+0.*I,5.7134258426174284*^-9+0.*I,1.6261201423736611*^-9+0.*I,4.530667890069839*^-10+0.*I,1.236791098908019*^-10+0.*I,3.310529936196007*^-11+0.*I,8.695267883584549*^-12+0.*I,2.2425768390273734*^-12+0.*I,5.682834319561955*^-13+0.*I,1.415767967358797*^-13+0.*I,3.4695107322986524*^-14+0.*I,8.367932063067531*^-15+0.*I,1.9872518405155787*^-15+0.*I,4.649124916735959*^-16+0.*I,1.0719151734173883*^-16+0.*I,2.4366742123293794*^-17+0.*I,5.463233334466545*^-18+0.*I,1.2085812327187991*^-18+0.*I,2.638919870699066*^-19+0.*I,5.689102296164978*^-20+0.*I,1.2113354033196949*^-20+0.*I,2.5481070654867063*^-21+0.*I,5.296963325942242*^-22+0.*I,1.0884540815474183*^-22+0.*I,2.2114630434478736*^-23+0.*I,4.443685968380549*^-24+0.*I,8.832918353748584*^-25+0.*I,1.7372448453300994*^-25+0.*I,3.3814933973761896*^-26+0.*I,6.51534909184418*^-27+0.*I,1.2428989845976133*^-27+0.*I,2.3479398451308815*^-28+0.*I,4.3931082271668575*^-29+0.*I,8.142700379798276*^-30+0.*I,1.4953800959534923*^-30+0.*I,2.7214077188791486*^-31+0.*I,4.9086746283394854*^-32+0.*I,8.776691323097347*^-33+0.*I,1.5558165444793544*^-33+0.*I,2.7347006254038634*^-34+0.*I,4.7670074437950416*^-35+0.*I,8.241861820751531*^-36+0.*I,1.4135306669926149*^-36+0.*I,2.4051419278189965*^-37+0.*I,4.0605532314790926*^-38+0.*I,6.802844777524243*^-39+0.*I,1.1311157385778056*^-39+0.*I,1.8667383494250745*^-40+0.*I,3.0582088732163474*^-41+0.*I,4.9739811944646395*^-42+0.*I,8.032285602068049*^-43+0.*I,1.28799926107231*^-43+0.*I,2.0510479700420242*^-44+0.*I,3.243850793900388*^-45+0.*I,5.0957813435747346*^-46+0.*I,7.951782953406572*^-47+0.*I,1.232707413014345*^-47+0.*I,1.8986032363498448*^-48+0.*I,2.90551529373607*^-49+0.*I,4.418368869203446*^-50+0.*I,6.677053786572272*^-51+0.*I,1.0028253036366554*^-51+0.*I,1.4969792928941162*^-52+0.*I,2.2212028292363303*^-53+0.*I,3.276224258469362*^-54+0.*I,4.803992722460165*^-55+0.*I
