0.6089367074640516+0.*I,0.-0.6065211024731667*I,-0.42717386968584725+0.*I,0.+0.24565059062101458*I,0.1223380568295253+0.*I,0.-0.054494206979474484*I,-0.022158914043176745+0.*I,0.+0.008342058169465792*I,0.0029376630548092054+0.*I,0.-0.0009753365239537933*I,-0.0003072049780333706+0.*I,0.+0.00009225834663300387*I,0.000026527040800485713+0.*I,0.-7.328091616318199*^-6*I,-1.9507455886835946*^-6+0.*I,0.+5.016822840640158*^-7*I,1.2492303727630277*^-7+0.*I,0.-3.0178095957938175*^-8*I,-7.0848285286571*^-9+0.*I,0.+1.6189234142104667*^-9*I,3.6056624530515964*^-10+0.*I,0.-7.836987988923609*^-11*I,-1.664223314357502*^-11+0.*I,0.+3.4563796927911736*^-12*I,7.027317650662326*^-13+0.*I,0.-1.399888164620288*^-13*I,-2.7345157484423467*^-14+0.*I,0.+5.241701770142872*^-15*I,9.866589352781953*^-16+0.*I,0.-1.8249115310578926*^-16*I,-3.3186003072980966*^-17+0.*I,0.+5.936737728509788*^-18*I,1.0453136825975805*^-18+0.*I,0.-1.8124391147568712*^-19*I,-3.09597702231071*^-20+0.*I,0.+5.212396778122206*^-21*I,8.652866002993418*^-22+0.*I,0.-1.4168793714143145*^-22*I,-2.2893639516421623*^-23+0.*I,0.+3.651373822474116*^-24*I,5.7504265829069*^-25+0.*I,0.-8.945031942882773*^-26*I,-1.3747730552931842*^-26+0.*I,0.+2.0881925639940282*^-27*I,3.135580592455336*^-28+0.*I,0.-4.655705189219748*^-29*I,-6.837232008856879*^-30+0.*I,0.+9.93356525865482*^-31*I,1.428098922902014*^-31+0.*I,0.-2.0320482350444273*^-32*I,-2.8623502279234758*^-33+0.*I,0.+3.992192225523232*^-34*I,5.514212949461633*^-35+0.*I,0.-7.544307126092083*^-36*I,-1.022577520245196*^-36+0.*I,0.+1.3733734821140818*^-37*I,1.82796722674923*^-38+0.*I,0.-2.411597018772888*^-39*I,-3.1540204334597428*^-40+0.*I,0.+4.0898959355589865*^-41*I,5.259087464911214*^-42+0.*I,0.-6.706859943783712*^-43*I,-8.483931504943258*^-44+0.*I,0.+1.0646347557480705*^-44*I,1.3255142896474319*^-45+0.*I,0.-1.6375761205223644*^-46*I,-2.007720669219196*^-47+0.*I,0.+2.443091033193947*^-48*I,2.9509303184261792*^-49+0.*I,0.-3.53841013361292*^-50*I,-4.212432076981135*^-51+0.*I,0.+4.979405536937943*^-52*I,5.845006665268279*^-53+0.*I,0.-6.81392488558112*^-54*I,-7.889604682441351*^-55+0.*I,0.+9.073991587703371*^-56*I,1.0367292152705186*^-56+0.*I,0.-1.176775819002297*^-57*I,-1.3271505623359973*^-58+0.*I,0.+1.487237785614412*^-59*I,1.6561862640564092*^-60+0.*I,0.-1.8329070008674697*^-61*I,-2.016077695424445*^-62+0.*I,0.+2.2041542294677222*^-63*I,2.395389258838401*^-64+0.*I,0.-2.5878577247508727*^-65*I,-2.779488819646465*^-66+0.*I,0.+2.968103671934518*^-67*I,3.1514577649250785*^-68+0.*I,0.-3.327286890761444*^-69*I,-3.493355271346064*^-70+0.*I,0.+3.647504364042455*^-71*I,3.787700816494895*^-72+0.*I,0.-3.912082045229662*^-73*I,-4.018997986510095*^-74+0.*I,0.+4.107047701640567*^-75*I,4.1751097059802204*^-76+0.*I,0.-4.222365122148952*^-77*I,-4.248313022062935*^-78+0.*I,0.+4.252777606926438*^-79*I
0.-0.6065211024731667*I,0.004821627462929155+0.*I,0.-0.43227106511813407*I,-0.49521073230264356+0.*I,0.+0.3694484300559809*I,0.2192781786460755+0.*I,0.-0.11141198969848497*I,-0.05031801001391538+0.*I,0.+0.020668894030866226*I,0.00784152172530016+0.*I,0.-0.0027782985812851387*I,-0.0009269912809842752+0.*I,0.+0.00029317047750739434*I,0.00008834558415086208+0.*I,0.-0.000025476200995885945*I,-7.055513028553935*^-6+0.*I,0.+1.8823016590414582*^-6*I,4.850124959862241*^-7+0.*I,0.-1.2097809421106394*^-7*I,-2.9269550318941825*^-8+0.*I,0.+6.880909702284259*^-9*I,1.5742631195416244*^-9+0.*I,0.-3.510111050407182*^-10*I,-7.637067782736122*^-11+0.*I,0.+1.6232789127001992*^-11*I,3.3742253337158228*^-12+0.*I,0.-6.865690254726095*^-13*I,-1.3686869796880912*^-13+0.*I,0.+2.6753733725811503*^-14*I,5.1315537501399*^-15+0.*I,0.-9.664908542554308*^-16*I,-1.788586581070561*^-16+0.*I,0.+3.2542093043866506*^-17*I,5.824345004118792*^-18+0.*I,0.-1.0259875738477941*^-18*I,-1.7796875110453628*^-19+0.*I,0.+3.0412526593694107*^-20*I,5.122207038256013*^-21+0.*I,0.-8.506202815536744*^-22*I,-1.3933384385219423*^-22+0.*I,0.+2.2520554227086106*^-23*I,3.592974105953814*^-24+0.*I,0.-5.660111312426934*^-25*I,-8.806998908450032*^-26+0.*I,0.+1.3539188250967893*^-26*I,2.0570390424425066*^-27+0.*I,0.-3.089551797379804*^-28*I,-4.588428511844858*^-29+0.*I,0.+6.739932514863458*^-30*I,9.794293734684455*^-31+0.*I,0.-1.4083651316465258*^-31*I,-2.0043633739476579*^-32+0.*I,0.+2.823887369210075*^-33*I,3.939263828086232*^-34+0.*I,0.-5.442058773127795*^-35*I,-7.446845317045474*^-36+0.*I,0.+1.0095314486140001*^-36*I,1.356064687513298*^-37+0.*I,0.-1.8052024850005546*^-38*I,-2.3819123477803284*^-39+0.*I,0.+3.1156375185259543*^-40*I,4.04067607336628*^-41+0.*I,0.-5.196484036699999*^-42*I,-6.627870727483932*^-43+0.*I,0.+8.38505243832342*^-44*I,1.0523529853965525*^-44+0.*I,0.-1.310375567403339*^-45*I,-1.6190561997004409*^-46+0.*I,0.+1.9852322345189381*^-47*I,2.4159830847517274*^-48+0.*I,0.-2.918489099441448*^-49*I,-3.499861832808453*^-50+0.*I,0.+4.166947505993274*^-51*I,4.9261069382390115*^-52+0.*I,0.-5.782976748809801*^-53*I,-6.742218123187249*^-54+0.*I,0.+7.807260810030493*^-55*I,8.980051179366127*^-56+0.*I,0.-1.0260814040872386*^-56*I,-1.1647838416298721*^-57+0.*I,0.+1.3137297519281916*^-58*I,1.4723112776503402*^-59+0.*I,0.-1.639687080818509*^-60*I,-1.814780088260954*^-61+0.*I,0.+1.996281850636051*^-62*I,2.1826638575123622*^-63+0.*I,0.-2.3721958979791202*^-64*I,-2.5629712851324025*^-65+0.*I,0.+2.7529384861779455*^-66*I,2.9399384312768073*^-67+0.*I,0.-3.121746527085833*^-68*I,-3.296118187860197*^-69+0.*I,0.+3.46083652910654*^-70*I,3.6137607549681373*^-71+0.*I,0.-3.7528737169318125*^-72*I,-3.8763271310722967*^-73+0.*I,0.+3.9824830136405954*^-74*I,4.069950026858724*^-75+0.*I,0.-4.137613611806882*^-76*I,-4.184659014190164*^-77+0.*I
-0.42717386968584725+0.*I,0.-0.43227106511813407*I,-0.2996276371822455+0.*I,0.-0.18064398810239835*I,-0.44013056058900574+0.*I,0.+0.4297112550356076*I,0.3013332878616617+0.*I,0.-0.1729936849542089*I,-0.08607888193438347+0.*I,0.+0.03832254796703679*I,0.015577415091220468+0.*I,0.-0.0058628061505614955*I,-0.0020641751560927578+0.*I,0.+0.0006852190438990047*I,0.00021579751232548569+0.*I,0.-0.0000648002397005868*I,-0.00001863029608949933+0.*I,0.+5.146210066391085*^-6*I,1.3698324053314928*^-6+0.*I,0.-3.522649336948318*^-7*I,-8.771220839947806*^-8+0.*I,0.+2.118793951567387*^-8*I,4.974022355693863*^-9+0.*I,0.-1.136548569549885*^-9*I,-2.531230067337519*^-10+0.*I,0.+5.501510356229567*^-11*I,1.1682390694297813*^-11+0.*I,0.-2.426218815859352*^-12*I,-4.932730734761753*^-13+0.*I,0.+9.826102064431514*^-14*I,1.919372102113835*^-14+0.*I,0.-3.679107833614319*^-15*I,-6.925151795739985*^-16+0.*I,0.+1.2808451048911233*^-16*I,2.3291784815382387*^-17+0.*I,0.-4.1666702521791564*^-18*I,-7.33637868980547*^-19+0.*I,0.+1.2720164363031683*^-19*I,2.1728089500654474*^-20+0.*I,0.-3.6581043882703026*^-21*I,-6.072586272424584*^-22+0.*I,0.+9.943560809962727*^-23*I,1.6066433184213536*^-23+0.*I,0.-2.5624578008492238*^-24*I,-4.0354919088438847*^-25+0.*I,0.+6.277323263110191*^-26*I,9.647615012808106*^-27+0.*I,0.-1.4653994196714056*^-27*I,-2.2003922528670914*^-28+0.*I,0.+3.267115008704102*^-29*I,4.797955465631296*^-30+0.*I,0.-6.9707276392370895*^-31*I,-1.0021401076450413*^-31+0.*I,0.+1.425940691853923*^-32*I,2.0085730136005608*^-33+0.*I,0.-2.801391435386877*^-34*I,-3.8693986762785273*^-35+0.*I,0.+5.293915265054864*^-36*I,7.175491105714825*^-37+0.*I,0.-9.637000666524977*^-38*I,-1.2826836335283743*^-38+0.*I,0.+1.6922085075237615*^-39*I,2.213154296653602*^-40+0.*I,0.-2.869839223113039*^-41*I,-3.6902337985041744*^-42+0.*I,0.+4.706097959977218*^-43*I,5.953017671260764*^-44+0.*I,0.-7.470316514471827*^-45*I,-9.300818563185527*^-46+0.*I,0.+1.1490441032694567*^-46*I,1.408759898802129*^-47+0.*I,0.-1.7142409812229754*^-48*I,-2.0705692157671897*^-49+0.*I,0.+2.4827762571916353*^-50*I,2.955704264372574*^-51+0.*I,0.-3.4938499974770275*^-52*I,-4.1011957069929034*^-53+0.*I,0.+4.781031279094994*^-54*I,5.535773071921845*^-55+0.*I,0.-6.366785698916011*^-56*I,-7.274213627200575*^-57+0.*I,0.+8.256829806194439*^-58*I,9.31190858005584*^-59+0.*I,0.-1.0435129837154645*^-59*I,-1.1620520697944826*^-60+0.*I,0.+1.2860440046188928*^-61*I,1.4145609894266155*^-62+0.*I,0.-1.5465195988063437*^-63*I,-1.680693826503823*^-64+0.*I,0.+1.8157329859726043*^-65*I,1.9501841393949627*^-66+0.*I,0.-2.082518538941209*^-67*I,-2.211161389345263*^-68+0.*I,0.+2.3345240903881623*^-69*I,2.4510379994507436*^-70+0.*I,0.-2.559188674179702*^-71*I,-2.657549517827079*^-72+0.*I,0.+2.7448137570822235*^-73*I,2.8198237340112647*^-74+0.*I,0.-2.881596587553059*^-75*I
0.+0.24565059062101458*I,-0.49521073230264356+0.*I,0.-0.18064398810239835*I,-0.4035087626877082+0.*I,0.+0.04451175452362631*I,-0.3210963710875263+0.*I,0.+0.43441877475488627*I,0.360812457901766+0.*I,0.-0.23299698572775626*I,-0.12705523387010995+0.*I,0.+0.061009132162345284*I,0.026457013853502243+0.*I,0.-0.01053858780776546*I,-0.0039028811998659207+0.*I,0.+0.0013561458051195103*I,0.00044527388335021995+0.*I,0.-0.0001389362059184998*I,-0.00004138959599372879+0.*I,0.+0.0000118178529965405*I,3.244762494274354*^-6+0.*I,0.-8.591043682618609*^-7*I,-2.1988035460948345*^-7+0.*I,0.+5.451685032421694*^-8*I,1.3118860684017595*^-8+0.*I,0.-3.0690838952715642*^-9*I,-6.990661968410035*^-10+0.*I,0.+1.5524200438044305*^-10*I,3.365195077516211*^-11+0.*I,0.-7.12855932101761*^-12*I,-1.4771423318893337*^-12+0.*I,0.+2.996910899070552*^-13*I,5.958347315462514*^-14+0.*I,0.-1.1617678112999775*^-14*I,-2.2231567381324836*^-15+0.*I,0.+4.17802542439593*^-16*I,7.716050550144278*^-17+0.*I,0.-1.4011883382940437*^-17*I,-2.5033029497649216*^-18+0.*I,0.+4.4021901321794585*^-19*I,7.623811143039091*^-20+0.*I,0.-1.3008298482733507*^-20*I,-2.187759887424906*^-21+0.*I,0.+3.6281481504708736*^-22*I,5.935296743768841*^-23+0.*I,0.-9.581401260406471*^-24*I,-1.5268409227005675*^-24+0.*I,0.+2.402582143234992*^-25*I,3.7343667789479295*^-26+0.*I,0.-5.735061929457337*^-27*I,-8.704900712299385*^-28+0.*I,0.+1.3062029960229912*^-28*I,1.938161853246781*^-29+0.*I,0.-2.8445162780883972*^-30*I,-4.130168507383677*^-31+0.*I,0.+5.934249003955114*^-32*I,8.439099030851688*^-33+0.*I,0.-1.1880880698189616*^-33*I,-1.6561885929377344*^-34+0.*I,0.+2.286454570427163*^-35*I,3.126704806586448*^-36+0.*I,0.-4.236035717350605*^-37*I,-5.686628720898938*^-38+0.*I,0.+7.56561272165759*^-39*I,9.976914124664546*^-40+0.*I,0.-1.3043009012000072*^-40*I,-1.690647467375473*^-41+0.*I,0.+2.1731221825283473*^-42*I,2.7703275938742863*^-43+0.*I,0.-3.503096764454603*^-44*I,-4.394438959593774*^-45+0.*I,0.+5.469398190988649*^-46*I,6.754812144476003*^-47+0.*I,0.-8.278961254219369*^-48*I,-1.0071100876900078*^-48+0.*I,0.+1.2160873639662033*^-49*I,1.4577603996078678*^-50+0.*I,0.-1.7349482669041774*^-51*I,-2.0502654766107297*^-52+0.*I,0.+2.4060231640213103*^-53*I,2.804125270810197*^-54+0.*I,0.-3.245962907085724*^-55*I,-3.732310553619257*^-56+0.*I,0.+4.263228116451755*^-57*I,4.837973043247917*^-58+0.*I,0.-5.454926727278499*^-59*I,-6.111539243644504*^-60+0.*I,0.+6.804296076220636*^-61*I,7.5287099071437264*^-62+0.*I,0.-8.27933976948447*^-63*I,-9.04983893554925*^-64+0.*I,0.+9.83303186590751*^-65*I,1.0621019424069929*^-65+0.*I,0.-1.1405310421205662*^-66*I,-1.2176976449852932*^-67+0.*I,0.+1.2926825950690835*^-68*I,1.3645592584052933*^-69+0.*I,0.-1.4324132293471515*^-70*I,-1.495362298835853*^-71+0.*I,0.+1.552576056176173*^-72*I,1.6032945008896957*^-73+0.*I
0.1223380568295253+0.*I,0.+0.3694484300559809*I,-0.44013056058900574+0.*I,0.+0.04451175452362631*I,-0.38134117277584645+0.*I,0.+0.20967695772064138*I,-0.17691339923496907+0.*I,0.+0.3949914500857907*I,0.3942295191172215+0.*I,0.-0.2862198708172133*I,-0.17050840701909978+0.*I,0.+0.08799616962462586*I,0.04057650118977607+0.*I,0.-0.017055009970478503*I,-0.006626239095978838+0.*I,0.+0.0024044113010434857*I,0.0008213552383520794+0.*I,0.-0.0002658116227842171*I,-0.00008191510575098965+0.*I,0.+0.000024140468085011326*I,6.8276613243193515*^-6+0.*I,0.-1.8589513456196958*^-6*I,-4.885148471777873*^-7+0.*I,0.+1.2419340508095607*^-7*I,3.060606014451395*^-8+0.*I,0.-7.324563210623117*^-9*I,-1.7049630038363024*^-9+0.*I,0.+3.865713305437257*^-10*I,8.548455244549014*^-11+0.*I,0.-1.8458592079510253*^-11*I,-3.8960697598833335*^-12+0.*I,0.+8.046311300668888*^-13*I,1.6274171581750756*^-13+0.*I,0.-3.226207104038084*^-14*I,-6.273487421400079*^-15+0.*I,0.+1.1974493794660012*^-15*I,2.2450336684363675*^-16+0.*I,0.-4.1368793340389284*^-17*I,-7.496461529443278*^-18+0.*I,0.+1.3366155878426817*^-18*I,2.3460772884718455*^-19+0.*I,0.-4.0557335045000685*^-20*I,-6.908464492071391*^-21+0.*I,0.+1.1600091632936988*^-21*I,1.9207982689499537*^-22+0.*I,0.-3.1376604775743636*^-23*I,-5.0581169204959686*^-24+0.*I,0.+8.049659019868971*^-25*I,1.2650610421432721*^-25+0.*I,0.-1.9639198300999756*^-26*I,-3.0125960921412832*^-27+0.*I,0.+4.567553938896267*^-28*I,6.846480326968234*^-29+0.*I,0.-1.0148506320805206*^-29*I,-1.4879672677429566*^-30+0.*I,0.+2.1584503153822625*^-31*I,3.0984529718500387*^-32+0.*I,0.-4.402453179805661*^-33*I,-6.192709053099273*^-34+0.*I,0.+8.625580330186897*^-35*I,1.1898714059910438*^-35+0.*I,0.-1.6259044779133296*^-36*I,-2.201149963651843*^-37+0.*I,0.+2.952822784223868*^-38*I,3.9258093078637674*^-39+0.*I,0.-5.173607983448307*^-40*I,-6.759217398114287*^-41+0.*I,0.+8.755918944297559*^-42*I,1.1247893274629105*^-42+0.*I,0.-1.4330603260919947*^-43*I,-1.8110872007187635*^-44+0.*I,0.+2.270658334694235*^-45*I,2.824593487535435*^-46+0.*I,0.-3.4866180501901686*^-47*I,-4.2711811150591495*^-48+0.*I,0.+5.193213873257687*^-49*I,6.26782697274449*^-50+0.*I,0.-7.509948016452493*^-51*I,-8.933903268179534*^-52+0.*I,0.+1.0552950751095032*^-52*I,1.2378775124793754*^-53+0.*I,0.-1.4420957843622115*^-54*I,-1.6686438948125026*^-55+0.*I,0.+1.9178989234987084*^-56*I,2.1898713308172325*^-57+0.*I,0.-2.484160497478731*^-58*I,-2.7999176485001946*^-59+0.*I,0.+3.1358182141419734*^-60*I,3.490045478627302*^-61+0.*I,0.-3.8602870639505257*^-62*I,-4.243745399170062*^-63+0.*I,0.+4.637162849542856*^-64*I,5.036861644198541*^-65+0.*I,0.-5.438798169527703*^-66*I,-5.83863061487684*^-67+0.*I,0.+6.2317983957767524*^-68*I,6.613611265944409*^-69+0.*I,0.-6.979345589033996*^-70*I,-7.324344897532174*^-71+0.*I,0.+7.644121637481215*^-72*I
0.-0.054494206979474484*I,0.2192781786460755+0.*I,0.+0.4297112550356076*I,-0.3210963710875263+0.*I,0.+0.20967695772064138*I,-0.2879427665155835+0.*I,0.+0.3084938211136154*I,-0.03338194960021375+0.*I,0.+0.32402364228635*I,0.4014207563171323+0.*I,0.-0.32882483782761424*I,-0.21370786527551433+0.*I,0.+0.11824870202813326*I,0.057830666535900487+0.*I,0.-0.02558690133623819*I,-0.010405962928740535+0.*I,0.+0.003935277597684572*I,0.0013961012217567578+0.*I,0.-0.0004678538674231224*I,-0.00014892881905221187+0.*I,0.+0.00004523962589392673*I,0.000013164491466953634+0.*I,0.-3.68176541350878*^-6*I,-9.92426968507841*^-7+0.*I,0.+2.5846096866780974*^-7*I,6.517458098598891*^-8+0.*I,0.-1.594311601938839*^-8*I,-3.789781838662103*^-9+0.*I,0.+8.767165341682811*^-10*I,1.9765187801223712*^-10+0.*I,0.-4.347866846814264*^-11*I,-9.342720952139416*^-12+0.*I,0.+1.9630820438331574*^-12*I,4.0372023610718184*^-13+0.*I,0.-8.133472913807954*^-14*I,-1.6064696276980146*^-14+0.*I,0.+3.113091179495654*^-15*I,5.922878886346813*^-16+0.*I,0.-1.1070667251625614*^-16*I,-2.034109623111222*^-17+0.*I,0.+3.67601622668887*^-18*I,6.537484559313682*^-19+0.*I,0.-1.1446902119025199*^-19*I,-1.9742880874804085*^-20+0.*I,0.+3.355583332222275*^-21*I,5.622631004867499*^-22+0.*I,0.-9.291686910656075*^-23*I,-1.5149329184952817*^-23+0.*I,0.+2.4377448060653694*^-24*I,3.872786726965805*^-25+0.*I,0.-6.076266865256642*^-26*I,-9.418003436210317*^-27+0.*I,0.+1.4424949553469039*^-27*I,2.183847039922934*^-28+0.*I,0.-3.268859557553034*^-29*I,-4.838883217248653*^-30+0.*I,0.+7.08553904788497*^-31*I,1.0265478632664295*^-31+0.*I,0.-1.471836748810962*^-32*I,-2.0888436733239222*^-33+0.*I,0.+2.934987098913484*^-34*I,4.0836179359838126*^-35+0.*I,0.-5.627352554108143*^-36*I,-7.681776879328627*^-37+0.*I,0.+1.038946888693357*^-37*I,1.3924253804463146*^-38+0.*I,0.-1.8495568987105628*^-39*I,-2.4352775015975518*^-40+0.*I,0.+3.1789207955103174*^-41*I,4.114572728654031*^-42+0.*I,0.-5.2813477710094975*^-43*I,-6.723555399931286*^-44+0.*I,0.+8.490723990235892*^-45*I,1.0637448809847735*^-45+0.*I,0.-1.3223032161958235*^-46*I,-1.6310887050684557*^-47+0.*I,0.+1.9967681252138404*^-48*I,2.4262206406482532*^-49+0.*I,0.-2.9263966633424082*^-50*I,-3.504149298708186*^-51+0.*I,0.+4.166040342252758*^-52*I,4.918124230936384*^-53+0.*I,0.-5.765714822584028*^-54*I,-6.71314130221203*^-55+0.*I,0.+7.7635008108399475*^-56*I,8.918416474125186*^-57+0.*I,0.-1.0177810292488862*^-57*I,-1.153970076855652*^-58+0.*I,0.+1.3000035133945915*^-59*I,1.4552565558184659*^-60+0.*I,0.-1.6188777764331237*^-61*I,-1.789787905176756*^-62+0.*I,0.+1.966685087726769*^-63*I,2.1480568937875146*^-64+0.*I,0.-2.3321991224317146*^-65*I,-2.517241188180066*^-66+0.*I,0.+2.7011776049739276*^-67*I,2.8819048283318217*^-68+0.*I,0.-3.0572624816784233*^-69*I,-3.225077793110553*^-70+0.*I
-0.022158914043176745+0.*I,0.-0.11141198969848497*I,0.3013332878616617+0.*I,0.+0.43441877475488627*I,-0.17691339923496907+0.*I,0.+0.3084938211136154*I,-0.1625002939334515+0.*I,0.+0.3467854724226092*I,0.0932111899691648+0.*I,0.+0.23361705327926505*I,0.38452231848196056+0.*I,0.-0.3583311621395184*I,-0.2541452335379905+0.*I,0.+0.1505417619189736*I,0.07793343128627332+0.*I,0.-0.03622507901574047*I,-0.01539266909417444+0.*I,0.+0.006056364289455667*I,0.0022278753914582506+0.*I,0.-0.0007719933117128543*I,-0.00025350984402533835+0.*I,0.+0.0000792825288200315*I,0.000023710970125076204+0.*I,0.-6.804942373591424*^-6*I,-1.8797562632320591*^-6+0.*I,0.+5.010793813321171*^-7*I,1.291887791174996*^-7+0.*I,0.-3.2279421906715576*^-8*I,-7.830366273566632*^-9+0.*I,0.+1.8470766128830931*^-9*I,4.2428335628944456*^-10+0.*I,0.-9.502931066681026*^-11*I,-2.077784412906057*^-11+0.*I,0.+4.439671202580344*^-12*I,9.27973347052369*^-13+0.*I,0.-1.8990966556334587*^-13*I,-3.808443621780153*^-14+0.*I,0.+7.489827669565004*^-15*I,1.4455419775660754*^-15+0.*I,0.-2.739764661520454*^-16*I,-5.102571056057585*^-17+0.*I,0.+9.343510655454161*^-18*I,1.683109433553538*^-18+0.*I,0.-2.984127650086488*^-19*I,-5.209949732146028*^-20+0.*I,0.+8.961011052859064*^-21*I,1.5190533541736869*^-21+0.*I,0.-2.538964410910565*^-22*I,-4.1857516340900143*^-23+0.*I,0.+6.808957385328472*^-24*I,1.0932693785667182*^-24+0.*I,0.-1.7332246751309268*^-25*I,-2.7139291401541294*^-26+0.*I,0.+4.198426807565251*^-27*I,6.418619875530199*^-28+0.*I,0.-9.700200868860184*^-29*I,-1.4494913990011346*^-29+0.*I,0.+2.1421674135917837*^-30*I,3.131817891037391*^-31+0.*I,0.-4.5304687958939023*^-32*I,-6.48615865525063*^-33+0.*I,0.+9.192216562892108*^-34*I,1.2898170709820943*^-34+0.*I,0.-1.792234318868278*^-35*I,-2.4666112502078195*^-36+0.*I,0.+3.3629728208015336*^-37*I,4.542944225105764*^-38+0.*I,0.-6.081558021274915*^-39*I,-8.069101642747192*^-40+0.*I,0.+1.061293453517462*^-40*I,1.3839186580003145*^-41+0.*I,0.-1.7894232500673186*^-42*I,-2.2945821828829307*^-43+0.*I,0.+2.918373212079232*^-44*I,3.6819805920113986*^-45+0.*I,0.-4.608723090344551*^-46*I,-5.723892903818879*^-47+0.*I,0.+7.054493548506519*^-48*I,8.628867208812519*^-49+0.*I,0.-1.0476205381437916*^-49*I,-1.262594090621125*^-50+0.*I,0.+1.510702453365566*^-51*I,1.794709487158798*^-52+0.*I,0.-2.1171556648249924*^-53*I,-2.4802588439284186*^-54+0.*I,0.+2.8858106998694512*^-55*I,3.3350720751261076*^-56+0.*I,0.-3.828670948236768*^-57*I,-4.366507045495948*^-58+0.*I,0.+4.9476672789331635*^-59*I,5.570356172231397*^-60+0.*I,0.-6.231845216722193*^-61*I,-6.928444677683461*^-62+0.*I,0.+7.65550075332039*^-63*I,8.407420193142984*^-64+0.*I,0.-9.177723538170272*^-65*I,-9.959127091651927*^-66+0.*I,0.+1.0743652612925676*^-66*I,1.1522762601200066*^-67+0.*I,0.-1.2287517955503694*^-68*I
0.+0.008342058169465792*I,-0.05031801001391538+0.*I,0.-0.1729936849542089*I,0.360812457901766+0.*I,0.+0.3949914500857907*I,-0.03338194960021375+0.*I,0.+0.3467854724226092*I,-0.03194766045880393+0.*I,0.+0.3356385026031972*I,0.1936402261987045+0.*I,0.+0.1344665460634435*I,0.3471250529282+0.*I,0.-0.37348880615006363*I,-0.28966785101079556+0.*I,0.+0.18355898307629911*I,0.10044538330348127+0.*I,0.-0.048972368627010016*I,-0.02170773236933579+0.*I,0.+0.00887307127877548*I,0.0033798160768294823+0.*I,0.-0.0012094692509221*I,-0.000409244823576703+0.*I,0.+0.0001316265480681675*I,0.000040417959857126686+0.*I,0.-0.000011892642192824216*I,-3.3637665191356516*^-6+0.*I,0.+9.170692785591047*^-7*I,2.4156964904351193*^-7+0.*I,0.-6.161098405753182*^-8*I,-1.524257526110899*^-8+0.*I,0.+3.6640839846545904*^-9*I,8.570939395142938*^-10+0.*I,0.-1.953590791725824*^-10*I,-4.3442317276630336*^-11+0.*I,0.+9.43520918178536*^-12*I,2.003517120837564*^-12+0.*I,0.-4.1633717824467306*^-13*I,-8.473905486701248*^-14+0.*I,0.+1.6906574232840815*^-14*I,3.308896454955762*^-15+0.*I,0.-6.357196211586183*^-16*I,-1.1997254504853468*^-16+0.*I,0.+2.2253201522171604*^-17*I,4.059209046110879*^-18+0.*I,0.-7.285467525540493*^-19*I,-1.287228274162438*^-19+0.*I,0.+2.239950002424563*^-20*I,3.8405785985346584*^-21+0.*I,0.-6.490990537701735*^-22*I,-1.0818124379763367*^-22+0.*I,0.+1.7786126284722894*^-23*I,2.8857096574349344*^-24+0.*I,0.-4.621804213339743*^-25*I,-7.309653440959293*^-26+0.*I,0.+1.1419325129314774*^-26*I,1.7626595033010963*^-27+0.*I,0.-2.6890628303750355*^-28*I,-4.055578872012498*^-29+0.*I,0.+6.048309033689806*^-30*I,8.921737995779734*^-31+0.*I,0.-1.3019673237461648*^-31*I,-1.880106537307811*^-32+0.*I,0.+2.6871340791726506*^-33*I,3.801979842678867*^-34+0.*I,0.-5.326347889412589*^-35*I,-7.389769539406558*^-36+0.*I,0.+1.0155311259235672*^-36*I,1.3825886680099166*^-37+0.*I,0.-1.865107380269405*^-38*I,-2.4934281841944854*^-39+0.*I,0.+3.30400486898098*^-40*I,4.340118197650985*^-41+0.*I,0.-5.652538746428354*^-42*I,-7.300096217914673*^-43+0.*I,0.+9.350107121406091*^-44*I,1.187860820240283*^-44+0.*I,0.-1.4970340404757598*^-45*I,-1.8718428028182474*^-46+0.*I,0.+2.3223700610387747*^-47*I,2.8593611322630156*^-48+0.*I,0.-3.494071557398604*^-49*I,-4.2380687131788934*^-50+0.*I,0.+5.102986621077313*^-51*I,6.1002354234800676*^-52+0.*I,0.-7.240669264413107*^-53*I,-8.53421872707476*^-54+0.*I,0.+9.989496427784723*^-55*I,1.1613386713637933*^-55+0.*I,0.-1.3410632517250445*^-56*I,-1.538343414347982*^-57+0.*I,0.+1.7531075964894158*^-58*I,1.9849597567667684*^-59+0.*I,0.-2.2331525727030725*^-60*I,-2.496568264561571*^-61+0.*I,0.+2.7737084144378522*^-62*I,3.0626938984198886*^-63+0.*I,0.-3.3612757292524386*^-64*I,-3.6668572292820627*^-65+0.*I,0.+3.976527534291969*^-66*I,4.287105986996584*^-67+0.*I
