0.02397745473590061+0.*I,0.06549525285458822+0.*I,0.12650321664908432+0.*I,0.19950219788451856+0.*I,0.27247360154388506+0.*I,0.3328481699113652+0.*I,0.3711737815611056+0.*I,0.38320839519573857+0.*I,0.3700809793560362+0.*I,0.33696302890322594+0.*I,0.2910643372632967+0.*I,0.23971731099562085+0.*I,0.18902337695987423+0.*I,0.14320249505834884+0.*I,0.10454260323963115+0.*I,0.07373173001676135+0.*I,0.050350197237820284+0.*I,0.03335672916703138+0.*I,0.02147602740965275+0.*I,0.013458104382946475+0.*I,0.008220072309680918+0.*I,0.004899736600314401+0.*I,0.0028534360042118383+0.*I,0.0016252155243009533+0.*I,0.0009061750169262436+0.*I,0.0004950497249837965+0.*I,0.0002651971746754893+0.*I,0.0001394099444582713+0.*I,0.00007196502520395055+0.*I,0.000036503056127886524+0.*I,0.000018204356934733652+0.*I,8.931023633020765*^-6+0.*I,4.3125385745684796*^-6+0.*I,2.050608560915777*^-6+0.*I,9.606165197637712*^-7+0.*I,4.435297667654699*^-7+0.*I,2.019195013454786*^-7+0.*I,9.067428638710675*^-8+0.*I,4.01789970212343*^-8+0.*I,1.7574117719222392*^-8+0.*I,7.590148604109433*^-9+0.*I,3.237912391300262*^-9+0.*I,1.3647314249404607*^-9+0.*I,5.684859130883999*^-10+0.*I,2.340992986391964*^-10+0.*I,9.532363586549851*^-11+0.*I,3.8390911761729745*^-11+0.*I,1.52962946529676*^-11+0.*I,6.030764441392504*^-12+0.*I,2.35332045007655*^-12+0.*I,9.090814792385434*^-13+0.*I,3.477158320379559*^-13+0.*I,1.317132714481514*^-13+0.*I,4.941949978816761*^-14+0.*I,1.836995991707659*^-14+0.*I,6.76602514210065*^-15+0.*I,2.4697121431152185*^-15+0.*I,8.935434025779898*^-16+0.*I,3.204855103194974*^-16+0.*I,1.1396962954963024*^-16+0.*I,4.0190208085797877*^-17+0.*I,1.405601074856883*^-17+0.*I,4.8761042163837915*^-18+0.*I,1.6780675830682145*^-18+0.*I,5.72962507231752*^-19+0.*I,1.9412267583681744*^-19+0.*I,6.526961405287476*^-20+0.*I,2.1781128974025385*^-20+0.*I,7.214939166047611*^-21+0.*I,2.372547257025248*^-21+0.*I,7.745912645056957*^-22+0.*I,2.5110199539283773*^-22+0.*I,8.083336511610048*^-23+0.*I,2.5842586121089188*^-23+0.*I,8.205912007845221*^-24+0.*I,2.588230599310902*^-24+0.*I,8.109665001872254*^-25+0.*I,2.5244355955276125*^-25+0.*I,7.807711136080512*^-26+0.*I,2.3994788980581734*^-26+0.*I,7.327885668870468*^-27+0.*I,2.2240416631118832*^-27+0.*I,6.708767416926904*^-28+0.*I,2.0114555182178886*^-28+0.*I,5.994839127454689*^-29+0.*I,1.776130261091178*^-29+0.*I,5.2315735019701184*^-30+0.*I,1.5320729626965005*^-30+0.*I,4.461129760074466*^-31+0.*I,1.2916849387810551*^-31+0.*I,3.719136209918025*^-32+0.*I,1.0649473359182546*^-32+0.*I,3.032780374857839*^-33+0.*I,8.5902584454066*^-34+0.*I,2.4201876847730865*^-34+0.*I,6.782565357593706*^-35+0.*I,1.8908849890430458*^-35+0.*I,5.2442814381253804*^-36+0.*I,1.4470371995811528*^-36+0.*I,3.972545149934173*^-37+0.*I
-0.06549525285458822+0.*I,-0.15492510993305636+0.*I,-0.25292366809963257+0.*I,-0.32583720453066284+0.*I,-0.34526673833917504+0.*I,-0.29991687559765373+0.*I,-0.19856593589804145+0.*I,-0.06471356116514906+0.*I,0.07298793269240625+0.*I,0.18981668666866905+0.*I,0.2705182822779318+0.*I,0.31055501113032147+0.*I,0.31408118548915487+0.*I,0.29037087424604296+0.*I,0.25025291099755137+0.*I,0.20349097236497968+0.*I,0.1573936023862533+0.*I,0.11648411379633403+0.*I,0.0828580993763811+0.*I,0.056850552258565286+0.*I,0.037733058640825774+0.*I,0.024285302373320432+0.*I,0.015187541925478706+0.*I,0.009245265520500168+0.*I,0.005486648888255373+0.*I,0.0031786295160112265+0.*I,0.0017998728872448723+0.*I,0.000997201822116696+0.*I,0.000541113113439078+0.*I,0.00028783415169257234+0.*I,0.00015020963748368026+0.*I,0.00007696216762779982+0.*I,0.00003874164964906233+0.*I,0.0000191723392910843+0.*I,9.333042387493799*^-6+0.*I,4.471566963813056*^-6+0.*I,2.109628448895798*^-6+0.*I,9.805484050578321*^-7+0.*I,4.4920351073373917*^-7+0.*I,2.0291344123899582*^-7+0.*I,9.041572440991326*^-8+0.*I,3.975619400468259*^-8+0.*I,1.725625918516992*^-8+0.*I,7.396303346687023*^-9+0.*I,3.1314585556605266*^-9+0.*I,1.3100060038057057*^-9+0.*I,5.416502408243754*^-10+0.*I,2.2141246914900675*^-10+0.*I,8.950259487540135*^-11+0.*I,3.57871743035405*^-11+0.*I,1.4157300757570949*^-11+0.*I,5.542342411965073*^-12+0.*I,2.1476351342757856*^-12+0.*I,8.238960048425321*^-13+0.*I,3.129794880512734*^-13+0.*I,1.17753635578046*^-13+0.*I,4.388619115388633*^-14+0.*I,1.620517285298748*^-14+0.*I,5.929606478874231*^-15+0.*I,2.1503839016503212*^-15+0.*I,7.730240010447356*^-16+0.*I,2.7550107668241765*^-16+0.*I,9.735789078755295*^-17+0.*I,3.411917731230085*^-17+0.*I,1.1859473617159846*^-17+0.*I,4.089118562192538*^-18+0.*I,1.39877384928693*^-18+0.*I,4.74758903778691*^-19+0.*I,1.5990393314910837*^-19+0.*I,5.3451090367049297*^-20+0.*I,1.7734331488637726*^-20+0.*I,5.840928160282408*^-21+0.*I,1.909871931933705*^-21+0.*I,6.200506500943596*^-22+0.*I,1.9989159705661876*^-22+0.*I,6.399544055831119*^-23+0.*I,2.0348488005049744*^-23+0.*I,6.42664378183865*^-24+0.*I,2.016250800752747*^-24+0.*I,6.284219433694666*^-25+0.*I,1.9459954209736262*^-25+0.*I,5.98759237435901*^-26+0.*I,1.8307030633128323*^-26+0.*I,5.5625419133714616*^-27+0.*I,1.679778314813251*^-27+0.*I,5.041812417104613*^-28+0.*I,1.5042131913658868*^-28+0.*I,4.4611958430315533*^-29+0.*I,1.3153545204760056*^-29+0.*I,3.855793157867444*^-30+0.*I,1.1238104266472968*^-30+0.*I,3.2569357515493943*^-31+0.*I,9.386201484587578*^-32+0.*I,2.6900615751794634*^-32+0.*I,7.667481870452784*^-33+0.*I,2.1736390285144853*^-33+0.*I,6.129027887705939*^-34+0.*I,1.7190563633601426*^-34+0.*I,4.796310502536496*^-35+0.*I,1.331272380021154*^-35+0.*I
0.12650321664908432+0.*I,0.25292366809963257+0.*I,0.33359361755892375+0.*I,0.31958329562277404+0.*I,0.20607475537798237+0.*I,0.033370840953143834+0.*I,-0.13594378156292478+0.*I,-0.24648946094158541+0.*I,-0.2704023512168209+0.*I,-0.2117976391285397+0.*I,-0.09805947795353274+0.*I,0.03458870117432941+0.*I,0.1540576490049624+0.*I,0.2399055347998686+0.*I,0.28488892584027875+0.*I,0.29230569420612995+0.*I,0.27155571974897363+0.*I,0.2338897332983942+0.*I,0.18941301579370784+0.*I,0.14557972250896994+0.*I,0.10689632651555504+0.*I,0.07536234332601051+0.*I,0.051210699070070496+0.*I,0.03364635212819669+0.*I,0.02142914929309624+0.*I,0.013258752207656828+0.*I,0.007984280974106984+0.*I,0.004687073102541481+0.*I,0.002686034725452634+0.*I,0.0015045494823877378+0.*I,0.0008246489432596053+0.*I,0.00044272452292707504+0.*I,0.00023301968542766436+0.*I,0.00012033820445094664+0.*I,0.000061022931769601674+0.*I,0.00003040614487156917+0.*I,0.000014896532424313264+0.*I,7.179938749415654*^-6+0.*I,3.406480753358836*^-6+0.*I,1.591704359339381*^-6+0.*I,7.328197176963293*^-7+0.*I,3.325860394186885*^-7+0.*I,1.4885553145781526*^-7+0.*I,6.572811985477975*^-8+0.*I,2.8643366902492328*^-8+0.*I,1.2323552841235031*^-8+0.*I,5.236377795948498*^-9+0.*I,2.198091699685623*^-9+0.*I,9.118220632350678*^-10+0.*I,3.738927874520168*^-10+0.*I,1.515912319164577*^-10+0.*I,6.078590322249266*^-11+0.*I,2.4112383186788004*^-11+0.*I,9.464284248474269*^-12+0.*I,3.676573470355987*^-12+0.*I,1.413838688513298*^-12+0.*I,5.383280723109352*^-13+0.*I,2.0298807103588396*^-13+0.*I,7.5814569871339*^-14+0.*I,2.8052568658857915*^-14+0.*I,1.0285052044682641*^-14+0.*I,3.7370378889943625*^-15+0.*I,1.3458795952990208*^-15+0.*I,4.805190660782696*^-16+0.*I,1.7010079636785863*^-16+0.*I,5.971132331938612*^-17+0.*I,2.0788484517193654*^-17+0.*I,7.178998413627034*^-18+0.*I,2.4594439927104144*^-18+0.*I,8.359828692390147*^-19+0.*I,2.8196728784737564*^-19+0.*I,9.438279908065314*^-20+0.*I,3.1356676526790466*^-20+0.*I,1.0340915529808462*^-20+0.*I,3.3855328792264558*^-21+0.*I,1.10047469265731*^-21+0.*I,3.551915538295906*^-22+0.*I,1.138460700038701*^-22+0.*I,3.624001573769207*^-23+0.*I,1.1458151097679812*^-23+0.*I,3.5986228976217445*^-24+0.*I,1.1227743458748353*^-24+0.*I,3.4803319046292867*^-25+0.*I,1.0719081872979542*^-25+0.*I,3.2804922114959855*^-26+0.*I,9.976995414674149*^-27+0.*I,3.0156007045877867*^-27+0.*I,9.05929328391892*^-28+0.*I,2.7051635555658044*^-28+0.*I,8.029767708162166*^-29+0.*I,2.3694821814629543*^-29+0.*I,6.951442925623649*^-30+0.*I,2.0276680569616263*^-30+0.*I,5.880954220978616*^-31+0.*I,1.6961169007553354*^-31+0.*I,4.864611685262056*^-32+0.*I,1.3875599289826684*^-32+0.*I,3.9363405408726753*^-33+0.*I,1.1106993498905107*^-33+0.*I,3.117370051988811*^-34+0.*I
-0.19950219788451856+0.*I,-0.32583720453066284+0.*I,-0.31958329562277404+0.*I,-0.17040597686073944+0.*I,0.04403232173047439+0.*I,0.2134138013361279+0.*I,0.26158395903882503+0.*I,0.1810692326321545+0.*I,0.023923065199056168+0.*I,-0.13433464161785127+0.*I,-0.2320428829511998+0.*I,-0.24231779796233976+0.*I,-0.17377957844234432+0.*I,-0.05764702282539039+0.*I,0.06897043145847619+0.*I,0.17604961581321354+0.*I,0.2467934929767319+0.*I,0.27757555362703373+0.*I,0.274196256807903+0.*I,0.24709212300857927+0.*I,0.20730412192364386+0.*I,0.16397073372329424+0.*I,0.12332023604006616+0.*I,0.08873394554381583+0.*I,0.06137136428511872+0.*I,0.0409508789452667+0.*I,0.026441080378889228+0.*I,0.01656108316812962+0.*I,0.010083227418357096+0.*I,0.005978468014665308+0.*I,0.0034572886447218057+0.*I,0.001952675710705883+0.*I,0.0010784479894203481+0.*I,0.0005830592145562937+0.*I,0.0003088824040804954+0.*I,0.00016048090958553258+0.*I,0.00008183736376508859+0.*I,0.000040991763144516365+0.*I,0.000020181390738444735+0.*I,9.772039889666701*^-6+0.*I,4.656387475874327*^-6+0.*I,2.18461567487683*^-6+0.*I,1.009670042155076*^-6+0.*I,4.5990125928419596*^-7+0.*I,2.0654744504709644*^-7+0.*I,9.150039475268576*^-8+0.*I,3.999828023206811*^-8+0.*I,1.725967468644867*^-8+0.*I,7.354375651058124*^-9+0.*I,3.0954364883004694*^-9+0.*I,1.28734360106937*^-9+0.*I,5.291641082466856*^-10+0.*I,2.150454048704362*^-10+0.*I,8.642285580162537*^-11+0.*I,3.43554085147102*^-11+0.*I,1.3512449449051449*^-11+0.*I,5.259509723058611*^-12+0.*I,2.0263948467556698*^-12+0.*I,7.72968637979291*^-13+0.*I,2.9197537987567106*^-13+0.*I,1.0923483520596209*^-13+0.*I,4.04843639230912*^-14+0.*I,1.486627797132313*^-14+0.*I,5.409791388795008*^-15+0.*I,1.951164632813962*^-15+0.*I,6.976082332951104*^-16+0.*I,2.472864031186293*^-16+0.*I,8.692088850052807*^-17+0.*I,3.030019692380718*^-17+0.*I,1.0476690263161719*^-17+0.*I,3.59350372370281*^-18+0.*I,1.2228790782653844*^-18+0.*I,4.1292827539123117*^-19+0.*I,1.3837064689306054*^-19+0.*I,4.601956109199585*^-20+0.*I,1.5192158171729732*^-20+0.*I,4.978778804023863*^-21+0.*I,1.6199401988126215*^-21+0.*I,5.233509297144471*^-22+0.*I,1.6789921255756478*^-22+0.*I,5.349442106282364*^-23+0.*I,1.692831914248098*^-23+0.*I,5.321142602467407*^-24+0.*I,1.6615781691688088*^-24+0.*I,5.154654181415664*^-25+0.*I,1.588832880277887*^-25+0.*I,4.86623316516181*^-26+0.*I,1.4810808790493464*^-26+0.*I,4.47991797696072*^-27+0.*I,1.3467909151158432*^-27+0.*I,4.024405155813626*^-28+0.*I,1.195381131946299*^-28+0.*I,3.5297609072899467*^-29+0.*I,1.0362120666806799*^-29+0.*I,3.0244473206027798*^-30+0.*I,8.777408216031503*^-31+0.*I,2.533014460658367*^-31+0.*I,7.269218227434371*^-32+0.*I,2.074642910658269*^-32+0.*I,5.8888564134201064*^-33+0.*I
0.27247360154388506+0.*I,0.34526673833917504+0.*I,0.20607475537798237+0.*I,-0.04403232173047439+0.*I,-0.23054388718685137+0.*I,-0.24224398396179497+0.*I,-0.09588538946440038+0.*I,0.09874459309163285+0.*I,0.2233972215468503+0.*I,0.21935447433052277+0.*I,0.10451489085608613+0.*I,-0.05384983592982319+0.*I,-0.1823642516259849+0.*I,-0.23455316487381367+0.*I,-0.202045272430927+0.*I,-0.10688216289040066+0.*I,0.015036720125225063+0.*I,0.1296741726553677+0.*I,0.214338355298974+0.*I,0.26012651639287104+0.*I,0.2693855685634051+0.*I,0.2510475297910405+0.*I,0.2161186965295442+0.*I,0.1745216061023431+0.*I,0.1335338797524026+0.*I,0.09749903454089473+0.*I,0.06829229936151333+0.*I,0.04607735414918784+0.*I,0.03004516403584054+0.*I,0.018984723898230898+0.*I,0.011650856771727381+0.*I,0.00695778339187816+0.*I,0.004050091820825824+0.*I,0.0023012827405506633+0.*I,0.0012780335927017+0.*I,0.0006945068756625716+0.*I,0.0003696719238111906+0.*I,0.00019291341046521503+0.*I,0.00009878201346151506+0.*I,0.00004967003870169868+0.*I,0.000024542361140646596+0.*I,0.000011924036844826753+0.*I,5.699989411510758*^-6+0.*I,2.6823064605401324*^-6+0.*I,1.2432241470924948*^-6+0.*I,5.678129337360042*^-7+0.*I,2.5566458751178373*^-7+0.*I,1.135344956211694*^-7+0.*I,4.974490031952081*^-8+0.*I,2.151266848076221*^-8+0.*I,9.185808712879734*^-9+0.*I,3.874020997559147*^-9+0.*I,1.614226318213489*^-9+0.*I,6.647435687597578*^-10+0.*I,2.7061635068586525*^-10+0.*I,1.0893840114018734*^-10+0.*I,4.337568928389935*^-11+0.*I,1.7086629753677642*^-11+0.*I,6.6605863075698855*^-12+0.*I,2.5698719229468187*^-12+0.*I,9.816264050061858*^-13+0.*I,3.712834429775952*^-13+0.*I,1.390832220831194*^-13+0.*I,5.161019483688885*^-14+0.*I,1.897432847395836*^-14+0.*I,6.912625494503575*^-15+0.*I,2.4959623272271867*^-15+0.*I,8.933495052127553*^-16+0.*I,3.1700098266489386*^-16+0.*I,1.1153744720697905*^-16+0.*I,3.891924946816964*^-17+0.*I,1.3469531892840793*^-17+0.*I,4.624272548677939*^-18+0.*I,1.5750482447123384*^-18+0.*I,5.323026388962233*^-19+0.*I,1.785215902544724*^-19+0.*I,5.942122833653848*^-20+0.*I,1.96318418075463*^-20+0.*I,6.438686579231942*^-21+0.*I,2.0965111319964707*^-21+0.*I,6.778071680016026*^-22+0.*I,2.1760474806881227*^-22+0.*I,6.937878159914889*^-23+0.*I,2.1969628797775236*^-23+0.*I,6.910301860476265*^-24+0.*I,2.159180551439987*^-24+0.*I,6.702500722218051*^-25+0.*I,2.0671788639144574*^-25+0.*I,6.335032496170012*^-26+0.*I,1.9292327684167445*^-26+0.*I,5.838750092113625*^-27+0.*I,1.7562576601346583*^-27+0.*I,5.250763271169239*^-28+0.*I,1.5604666051803667*^-28+0.*I,4.610155203087682*^-29+0.*I,1.3540543205360738*^-29+0.*I,3.954083416894578*^-30+0.*I,1.1480843476055206*^-30+0.*I,3.3147314827963977*^-31+0.*I,9.5169373414952*^-32+0.*I
-0.3328481699113652+0.*I,-0.29991687559765373+0.*I,-0.033370840953143834+0.*I,0.2134138013361279+0.*I,0.24224398396179497+0.*I,0.06537640115247607+0.*I,-0.1482333613538174+0.*I,-0.2340774949178223+0.*I,-0.14799434113853446+0.*I,0.03175989174314644+0.*I,0.18254082292650295+0.*I,0.2208024915248416+0.*I,0.1393486268781511+0.*I,-0.00752817884578742+0.*I,-0.14566814847346873+0.*I,-0.21938761661794776+0.*I,-0.20956517471564473+0.*I,-0.1306809709493546+0.*I,-0.01579190044986039+0.*I,0.10005715023469734+0.*I,0.19117714070369388+0.*I,0.24540161204579766+0.*I,0.26259556871277745+0.*I,0.25033094556098895+0.*I,0.21923542972847027+0.*I,0.17948800913862523+0.*I,0.1389075324048698+0.*I,0.10240981094585784+0.*I,0.07233636443774613+0.*I,0.04916698707043852+0.*I,0.03227043849857435+0.*I,0.02051091374926829+0.*I,0.01265444518702989+0.*I,0.0075936744275653485+0.*I,0.004439791535103112+0.*I,0.0025329636814268425+0.*I,0.0014119738525418045+0.*I,0.0007699572836119287+0.*I,0.0004111554869028004+0.*I,0.00021520724783001207+0.*I,0.00011050763914210193+0.*I,0.000055712467915613175+0.*I,0.000027596151752309352+0.*I,0.000013438999584839072+0.*I,6.438309695707496*^-6+0.*I,3.0360437933088254*^-6+0.*I,1.4099472781072626*^-6+0.*I,6.451613682323232*^-7+0.*I,2.910064174232522*^-7+0.*I,1.2944673498758705*^-7+0.*I,5.680783519876749*^-8+0.*I,2.4604695711568387*^-8+0.*I,1.0521436519622278*^-8+0.*I,4.443503001090579*^-9+0.*I,1.8539908950874374*^-9+0.*I,7.64455978175682*^-10+0.*I,3.1159076889387545*^-10+0.*I,1.2558050607486547*^-10+0.*I,5.005852816492472*^-11+0.*I,1.9740562434169202*^-11+0.*I,7.703162771645266*^-12+0.*I,2.975121382946588*^-12+0.*I,1.1375227019352506*^-12+0.*I,4.306505062440606*^-13+0.*I,1.6146759541285996*^-13+0.*I,5.996859253426692*^-14+0.*I,2.2065799183294012*^-14+0.*I,8.045424844762588*^-15+0.*I,2.9072682851568783*^-15+0.*I,1.041354524192663*^-15+0.*I,3.697919553705436*^-16+0.*I,1.302048651641539*^-16+0.*I,4.546436314186141*^-17+0.*I,1.574527392862847*^-17+0.*I,5.4090815813052*^-18+0.*I,1.8435209380212144*^-18+0.*I,6.234175352600023*^-19+0.*I,2.0920388264219332*^-19+0.*I,6.967419465673244*^-20+0.*I,2.3032217910441646*^-20+0.*I,7.55804917671559*^-21+0.*I,2.462299723401425*^-21+0.*I,7.964803668116105*^-22+0.*I,2.5583299834996854*^-22+0.*I,8.160719866252174*^-23+0.*I,2.585429374571515*^-23+0.*I,8.135980417360533*^-24+0.*I,2.5433123829857776*^-24+0.*I,7.898427340739769*^-25+0.*I,2.437082015275271*^-25+0.*I,7.471791687877603*^-26+0.*I,2.2763550811758262*^-26+0.*I,6.892083593088524*^-27+0.*I,2.0739109361728782*^-27+0.*I,6.202854853603986*^-28+0.*I,1.8441115624694104*^-28+0.*I,5.450146033455356*^-29+0.*I,1.601345454667396*^-29+0.*I,4.677865270617021*^-30+0.*I,1.3587054394909494*^-30+0.*I
0.3711737815611056+0.*I,0.19856593589804145+0.*I,-0.13594378156292478+0.*I,-0.26158395903882503+0.*I,-0.09588538946440038+0.*I,0.1482333613538174+0.*I,0.2306780078936572+0.*I,0.1009198842050944+0.*I,-0.10525434472379859+0.*I,-0.2166721765693197+0.*I,-0.16255753736988648+0.*I,0.0009347748544503475+0.*I,0.15686803351085818+0.*I,0.21351063162171513+0.*I,0.1509415407594397+0.*I,0.014327312065797272+0.*I,-0.12456304115158462+0.*I,-0.2070225964157251+0.*I,-0.20873583149555994+0.*I,-0.13968006622839546+0.*I,-0.030511595527055683+0.*I,0.08400144041104411+0.*I,0.17707632643502694+0.*I,0.23497808474150322+0.*I,0.25618272355990457+0.*I,0.2473573939568736+0.*I,0.2187321253698571+0.*I,0.1804656444647055+0.*I,0.1405649829320178+0.*I,0.1042020718421883+0.*I,0.07395452570462781+0.*I,0.050479052796729464+0.*I,0.03325639227657315+0.*I,0.021209260853665497+0.*I,0.013125552025996407+0.*I,0.00789849496964575+0.*I,0.004629913784413468+0.*I,0.0026477091899733815+0.*I,0.001479185588172137+0.*I,0.0008082577624501427+0.*I,0.0004324307466729701+0.*I,0.0002267466509787524+0.*I,0.00011662764020980403+0.*I,0.00005889021317227227+0.*I,0.000029213337742191913+0.*I,0.000014246409947872661+0.*I,6.8341297585561916*^-6+0.*I,3.2267254090543114*^-6+0.*I,1.5002777292694194*^-6+0.*I,6.872683019340179*^-7+0.*I,3.103315956482334*^-7+0.*I,1.381840878576581*^-7+0.*I,6.070134161037974*^-8+0.*I,2.6315534086646725*^-8+0.*I,1.1263041389756643*^-8+0.*I,4.760757366606239*^-9+0.*I,1.9879828810073625*^-9+0.*I,8.203468480510355*^-10+0.*I,3.346231719290215*^-10+0.*I,1.3496068631857973*^-10+0.*I,5.383500055319174*^-11+0.*I,2.1244006838373563*^-11+0.*I,8.295175095105926*^-12+0.*I,3.205757323072096*^-12+0.*I,1.2264389746006065*^-12+0.*I,4.645812770124623*^-13+0.*I,1.7428676766544084*^-13+0.*I,6.476450565014506*^-14+0.*I,2.384291195898072*^-14+0.*I,8.697765735997372*^-15+0.*I,3.1445314084259744*^-15+0.*I,1.1268727636760425*^-15+0.*I,4.003435525500457*^-16+0.*I,1.4102485048771864*^-16+0.*I,4.926367760718437*^-17+0.*I,1.7068199231414358*^-17+0.*I,5.865938514983588*^-18+0.*I,2.0000161224838798*^-18+0.*I,6.765985360473889*^-19+0.*I,2.2713484883092686*^-19+0.*I,7.567345224454812*^-20+0.*I,2.502422608769933*^-20+0.*I,8.21455101546859*^-21+0.*I,2.6770737666624993*^-21+0.*I,8.662356153025128*^-22+0.*I,2.783270655140247*^-22+0.*I,8.88099831346745*^-23+0.*I,2.814472979734437*^-23+0.*I,8.85935615310527*^-24+0.*I,2.7702357311778727*^-24+0.*I,8.605565372801423*^-25+0.*I,2.6559983339612825*^-25+0.*I,8.145138933604264*^-26+0.*I,2.4821450018547804*^-26+0.*I,7.517068069524626*^-27+0.*I,2.2625404250174035*^-27+0.*I,6.768676252573263*^-28+0.*I,2.012810322486062*^-28+0.*I,5.950111066760633*^-29+0.*I,1.7486425756943512*^-29+0.*I
-0.38320839519573857+0.*I,-0.06471356116514906+0.*I,0.24648946094158541+0.*I,0.1810692326321545+0.*I,-0.09874459309163285+0.*I,-0.2340774949178223+0.*I,-0.1009198842050944+0.*I,0.1264859857445733+0.*I,0.21655491376495106+0.*I,0.10435015666345233+0.*I,-0.09114462368202976+0.*I,-0.20474174050753896+0.*I,-0.1607302776713508+0.*I,-0.006658218193039457+0.*I,0.14611409386163365+0.*I,0.2061639426722028+0.*I,0.15026262392905582+0.*I,0.0196174363448833+0.*I,-0.11647099803827836+0.*I,-0.1996852185550048+0.*I,-0.20460152776775153+0.*I,-0.13957266322278294+0.*I,-0.03389905683946116+0.*I,0.07838129141564643+0.*I,0.17060589988514724+0.*I,0.22876234704882256+0.*I,0.2508949937819025+0.*I,0.24326446184894868+0.*I,0.21580875009182632+0.*I,0.17852547522439072+0.*I,0.13936642049148673+0.*I,0.10351542883652394+0.*I,0.07359408631296271+0.*I,0.05031069754645249+0.*I,0.03319181089098992+0.*I,0.021195037718972732+0.*I,0.013132072878337543+0.*I,0.007910931051864398+0.*I,0.00464183031650326+0.*I,0.0026569869868648325+0.*I,0.0014856541002959492+0.*I,0.0008124502897460316+0.*I,0.00043500452310460684+0.*I,0.00022825951543192183+0.*I,0.00011748505267944+0.*I,0.000059361006995300216+0.*I,0.000029464670211485937+0.*I,0.000014377209265132212+0.*I,6.900629113134716*^-6+0.*I,3.2598100817008873*^-6+0.*I,1.5164082834894053*^-6+0.*I,6.949845294174363*^-7+0.*I,3.139568695903*^-7+0.*I,1.3985843558152758*^-7+0.*I,6.146212680093064*^-8+0.*I,2.665585976815762*^-8+0.*I,1.1413015773096822*^-8+0.*I,4.825901650888237*^-9+0.*I,2.015888866801547*^-9+0.*I,8.321415278230231*^-10+0.*I,3.39543931405803*^-10+0.*I,1.3698795098510617*^-10+0.*I,5.466005696955684*^-11+0.*I,2.1575827294272614*^-11+0.*I,8.427095059834976*^-12+0.*I,3.2576180339070563*^-12+0.*I,1.2466046017455536*^-12+0.*I,4.723392438132629*^-13+0.*I,1.772404113111958*^-13+0.*I,6.587763960298052*^-14+0.*I,2.4258263339361237*^-14+0.*I,8.851247775197124*^-15+0.*I,3.200709030274613*^-15+0.*I,1.1472440769717367*^-15+0.*I,4.0766347867220063*^-16+0.*I,1.436316333149204*^-16+0.*I,5.01838911502103*^-17+0.*I,1.7390254203787565*^-17+0.*I,5.977701527059143*^-18+0.*I,2.0384805467493643*^-18+0.*I,6.897289135578443*^-19+0.*I,2.315812988064215*^-19+0.*I,7.716737091097448*^-20+0.*I,2.552227825732213*^-20+0.*I,8.379333878658594*^-21+0.*I,2.7311855277958844*^-21+0.*I,8.838742515902353*^-22+0.*I,2.8403503511564716*^-22+0.*I,9.064394202439976*^-23+0.*I,2.872983680404693*^-23+0.*I,9.044736532707557*^-24+0.*I,2.828569310806399*^-24+0.*I,8.787888680842388*^-25+0.*I,2.7126060351317265*^-25+0.*I,8.319744655045302*^-26+0.*I,2.5356543634145662*^-26+0.*I,7.680007819750175*^-27+0.*I,2.3118449625635543*^-27+0.*I,6.916943385591953*^-28+0.*I,2.0571237845328814*^-28+0.*I
