0.437475353845194+0.*I,0.562537821466704+0.*I,0.5114873119641068+0.*I,0.3797277828324978+0.*I,0.24414088454062263+0.*I,0.14039564855932454+0.*I,0.07370147135952602+0.*I,0.03581997463396722+0.*I,0.016284649530213705+0.*I,0.006979997988882384+0.*I,0.0028382682129028556+0.*I,0.0011004117692382052+0.*I,0.00040847242107633396+0.*I,0.00014567639956974978+0.*I,0.00005006374310064872+0.*I,0.000016621714696641345+0.*I,5.343354255448213*^-6+0.*I,1.6664321790718155*^-6+0.*I,5.050676199403992*^-7+0.*I,1.4899471439226012*^-7+0.*I,4.2840447634103726*^-8+0.*I,1.2021052353431926*^-8+0.*I,3.2955604635077426*^-9+0.*I,8.836158589478785*^-10+0.*I,2.3192951344767637*^-10+0.*I,5.964638788536493*^-11+0.*I,1.5041654549168965*^-11+0.*I,3.722304215234102*^-12+0.*I,9.045466807519936*^-13+0.*I,2.159882477855711*^-13+0.*I,5.070696646662835*^-14+0.*I,1.1710755633178538*^-14+0.*I,2.6620000875076826*^-15+0.*I,5.958668588587505*^-16+0.*I,1.3140379520389464*^-16+0.*I,2.8560908796116894*^-17+0.*I,6.120951070751515*^-18+0.*I,1.2939460873967416*^-18+0.*I,2.699122026215794*^-19+0.*I,5.557613638505137*^-20+0.*I,1.1299428850043367*^-20+0.*I,2.269147355654053*^-21+0.*I,4.502318248127082*^-22+0.*I,8.828767866043763*^-23+0.*I,1.7114802652371968*^-23+0.*I,3.280679272360603*^-24+0.*I,6.219894161527233*^-25+0.*I,1.1666274789108748*^-25+0.*I,2.1652583338635445*^-26+0.*I,3.977496578095332*^-27+0.*I,7.233074667840275*^-28+0.*I,1.3023748355863774*^-28+0.*I,2.3223756017424048*^-29+0.*I,4.101971714579926*^-30+0.*I,7.177842379541375*^-31+0.*I,1.2445452982029408*^-31+0.*I,2.1385274577890818*^-32+0.*I,3.642298532241396*^-33+0.*I,6.149781389841435*^-34+0.*I,1.0295129359745817*^-34+0.*I,1.7090482291613947*^-35+0.*I,2.813763145683958*^-36+0.*I,4.595045627082198*^-37+0.*I,7.444194114800023*^-38+0.*I,1.1965361885839782*^-38+0.*I,1.9083907185245562*^-39+0.*I,3.0206017091521912*^-40+0.*I,4.745196466318223*^-41+0.*I,7.39942338600123*^-42+0.*I,1.145437687631163*^-42+0.*I,1.7604373908643396*^-43+0.*I,2.6865167069559503*^-44+0.*I,4.071190583549929*^-45+0.*I,6.127144732860882*^-46+0.*I,9.15883879766639*^-47+0.*I,1.3599029608782047*^-47+0.*I,2.0058537239146908*^-48+0.*I,2.939354941140691*^-49+0.*I,4.279596925995939*^-50+0.*I,6.191379959839697*^-51+0.*I,8.901036860074156*^-52+0.*I,1.2717338347179111*^-52+0.*I,1.8058739596710735*^-53+0.*I,2.5488631894799278*^-54+0.*I,3.576061821781924*^-55+0.*I,4.987623828711286*^-56+0.*I,6.915802804166827*^-57+0.*I,9.53413091366347*^-58+0.*I,1.306886617293796*^-58+0.*I,1.781316305525134*^-59+0.*I,2.4144483781372858*^-60+0.*I,3.254583094003455*^-61+0.*I,4.363144399821062*^-62+0.*I,5.817765982806617*^-63+0.*I,7.715968695912303*^-64+0.*I,1.0179508052284848*^-64+0.*I,1.3359472477747687*^-65+0.*I,1.7442212704855632*^-66+0.*I,2.265617947468282*^-67+0.*I,2.927973993270127*^-68+0.*I
-0.562537821466704+0.*I,-0.28587693971620426+0.*I,0.13784080355466014+0.*I,0.3976402426674202+0.*I,0.44552135174117585+0.*I,0.3653846157965726+0.*I,0.24912695622733796+0.*I,0.14893582002861377+0.*I,0.08037419389578626+0.*I,0.039878556427412316+0.*I,0.01842303875480869+0.*I,0.00799848074300157+0.*I,0.003286694458860947+0.*I,0.0012854468846215474+0.*I,0.00048069555232328336+0.*I,0.0001725226262558261+0.*I,0.000059615982894324075+0.*I,0.000019888393556200934+0.*I,6.420620062097401*^-6+0.*I,2.0099504087820544*^-6+0.*I,6.112372369958887*^-7+0.*I,1.8086204535358384*^-7+0.*I,5.2146060617358615*^-8+0.*I,1.4668734829395902*^-8+0.*I,4.030584026679936*^-9+0.*I,1.0829498771754484*^-9+0.*I,2.8479643567676*^-10+0.*I,7.337231859414284*^-11+0.*I,1.8533450204544273*^-11+0.*I,4.593399458031694*^-12+0.*I,1.1178136268055014*^-12+0.*I,2.672658943329429*^-13+0.*I,6.282304326860262*^-14+0.*I,1.4525817059143642*^-14+0.*I,3.305502374622305*^-15+0.*I,7.406696298038096*^-16+0.*I,1.6349468600005858*^-16+0.*I,3.556844126154339*^-17+0.*I,7.629346519752044*^-18+0.*I,1.6141373022647539*^-18+0.*I,3.369647166265414*^-19+0.*I,6.943381102807874*^-20+0.*I,1.412681459320269*^-20+0.*I,2.838840755375858*^-21+0.*I,5.636267418601555*^-22+0.*I,1.1059104899023316*^-22+0.*I,2.1450849889673843*^-23+0.*I,4.1141311044176255*^-24+0.*I,7.804207507451914*^-25+0.*I,1.464535272239883*^-25+0.*I,2.719506635762773*^-26+0.*I,4.9979796196093886*^-27+0.*I,9.092930450712599*^-28+0.*I,1.6379688046348796*^-28+0.*I,2.922023342438494*^-29+0.*I,5.163197638391449*^-30+0.*I,9.038336707569167*^-31+0.*I,1.5677174844431231*^-31+0.*I,2.6948135314317697*^-32+0.*I,4.591354410702107*^-33+0.*I,7.754810984502681*^-34+0.*I,1.2986279123425816*^-34+0.*I,2.1564728574548286*^-35+0.*I,3.551481502589574*^-36+0.*I,5.8014959132679325*^-37+0.*I,9.401388314628404*^-38+0.*I,1.511542841785755*^-38+0.*I,2.4114518488948018*^-39+0.*I,3.817842048691902*^-40+0.*I,5.999133927583962*^-41+0.*I,9.357049339856815*^-42+0.*I,1.4488257145427077*^-42+0.*I,2.2272346699657388*^-43+0.*I,3.3996394489692304*^-44+0.*I,5.1529981439514774*^-45+0.*I,7.756920794384227*^-46+0.*I,1.1597431809675459*^-46+0.*I,1.7223331227122577*^-47+0.*I,2.5409378053468948*^-48+0.*I,3.724175656642353*^-49+0.*I,5.423282540767839*^-50+0.*I,7.84740433190945*^-51+0.*I,1.1283827178669797*^-51+0.*I,1.6124543282127419*^-52+0.*I,2.290088080750566*^-53+0.*I,3.2328315779987155*^-54+0.*I,4.536403605677708*^-55+0.*I,6.328034589366582*^-56+0.*I,8.775758534568013*^-57+0.*I,1.21000890042525*^-57+0.*I,1.6588582836203644*^-58+0.*I,2.2613871467958003*^-59+0.*I,3.0655819361450956*^-60+0.*I,4.1328549891104856*^-61+0.*I,5.541315822485824*^-62+0.*I,7.389700441791057*^-63+0.*I,9.802054351581362*^-64+0.*I,1.2933269740041925*^-64+0.*I,1.6975579901554163*^-65+0.*I,2.216611362915132*^-66+0.*I
0.5114873119641068+0.*I,-0.13784080355466014+0.*I,-0.41120864080133507+0.*I,-0.1927344304913076+0.*I,0.15725809519779688+0.*I,0.3722052782942141+0.*I,0.40634612346279564+0.*I,0.33065401718029996+0.*I,0.22479143314802724+0.*I,0.13423984951108034+0.*I,0.0724200216506155+0.*I,0.03593323991917989+0.*I,0.01660377078251573+0.*I,0.0072106674726869985+0.*I,0.0029639005221276595+0.*I,0.0011595728505895688+0.*I,0.000433761864716758+0.*I,0.00015572544951827891+0.*I,0.00005382723418503609+0.*I,0.000017962133422560948+0.*I,5.800254037708786*^-6+0.*I,1.816186269364012*^-6+0.*I,5.52437756381676*^-7+0.*I,1.634983533425447*^-7+0.*I,4.714918093707458*^-8+0.*I,1.326559470048292*^-8+0.*I,3.645680254144632*^-9+0.*I,9.796951676491374*^-10+0.*I,2.5768254491588183*^-10+0.*I,6.639672900720301*^-11+0.*I,1.677378796506067*^-11+0.*I,4.157825231218734*^-12+0.*I,1.0119417478215641*^-12+0.*I,2.41980814165404*^-13+0.*I,5.688595118728758*^-14+0.*I,1.3154454927634612*^-14+0.*I,2.993737622641917*^-15+0.*I,6.708766417707873*^-16+0.*I,1.4810226045761818*^-16+0.*I,3.22226282525185*^-17+0.*I,6.912256418293655*^-18+0.*I,1.462539975789077*^-18+0.*I,3.0534089373445243*^-19+0.*I,6.292212961057904*^-20+0.*I,1.2802866006203459*^-20+0.*I,2.5729615101444314*^-21+0.*I,5.10871861391912*^-22+0.*I,1.0024608070676776*^-22+0.*I,1.9445446594380207*^-23+0.*I,3.729722818228697*^-24+0.*I,7.075405318095567*^-25+0.*I,1.327839423163693*^-25+0.*I,2.4658021234541814*^-26+0.*I,4.531940186228247*^-27+0.*I,8.245450705142375*^-28+0.*I,1.4853756120866637*^-28+0.*I,2.6499263401867487*^-29+0.*I,4.6826067588249*^-30+0.*I,8.19739120127225*^-31+0.*I,1.4219115193573234*^-31+0.*I,2.4442777892404773*^-32+0.*I,4.1646566509435966*^-33+0.*I,7.0343769938678585*^-34+0.*I,1.1780255566745256*^-34+0.*I,1.9562712422538493*^-35+0.*I,3.221879445103247*^-36+0.*I,5.263249435224399*^-37+0.*I,8.52942553136478*^-38+0.*I,1.371392257659652*^-38+0.*I,2.1879273507018517*^-39+0.*I,3.464056557020014*^-40+0.*I,5.44337114999917*^-41+0.*I,8.490443054947675*^-42+0.*I,1.3146777360892413*^-42+0.*I,2.0210663285699985*^-43+0.*I,3.0850242501068234*^-44+0.*I,4.676237509439862*^-45+0.*I,7.039414117212008*^-46+0.*I,1.0524932225296483*^-46+0.*I,1.5630925941766993*^-47+0.*I,2.3060643193006276*^-48+0.*I,3.3800033791005566*^-49+0.*I,4.922192329796011*^-50+0.*I,7.122484817431724*^-51+0.*I,1.024167221274711*^-51+0.*I,1.463560262912984*^-52+0.*I,2.0786621997363884*^-53+0.*I,2.9344260358055183*^-54+0.*I,4.1177497257329415*^-55+0.*I,5.744141098027445*^-56+0.*I,7.966154834381524*^-57+0.*I,1.0983994334420887*^-57+0.*I,1.505873592181569*^-58+0.*I,2.052870203474352*^-59+0.*I,2.7829582376909394*^-60+0.*I,3.751897547688959*^-61+0.*I,5.030609503200281*^-62+0.*I,6.708745237521722*^-63+0.*I,8.89893841879319*^-64+0.*I,1.1741833816862113*^-64+0.*I
-0.3797277828324978+0.*I,0.3976402426674202+0.*I,0.1927344304913076+0.*I,-0.2681227494135068+0.*I,-0.33929883829355845+0.*I,-0.07330558137820324+0.*I,0.22470670633709805+0.*I,0.37522667102999296+0.*I,0.37307076375260556+0.*I,0.2896906233837387+0.*I,0.19132274452838868+0.*I,0.11199697435944592+0.*I,0.059539853315224836+0.*I,0.029210311173888226+0.*I,0.01337642460713378+0.*I,0.005766617063061456+0.*I,0.002355894318520851+0.*I,0.0009169493179554849+0.*I,0.00034148659446527096+0.*I,0.00012212716151058166+0.*I,0.000042071924982791416+0.*I,0.000013997694450087889+0.*I,4.508126306490527*^-6+0.*I,1.4082498328750598*^-6+0.*I,4.2743966216589544*^-7+0.*I,1.2625959433591546*^-7+0.*I,3.634630319447335*^-8+0.*I,1.020971583147011*^-8+0.*I,2.8017148547694214*^-9+0.*I,7.51874710592348*^-10+0.*I,1.975120457004264*^-10+0.*I,5.083341813814122*^-11+0.*I,1.2828135574521368*^-11+0.*I,3.1765847188714096*^-12+0.*I,7.723967232724196*^-13+0.*I,1.845366565834102*^-13+0.*I,4.334582007700351*^-14+0.*I,1.001560270895731*^-14+0.*I,2.27771646416898*^-15+0.*I,5.100682399234484*^-16+0.*I,1.1252874858121197*^-16+0.*I,2.4467755508362447*^-17+0.*I,5.2456386616907795*^-18+0.*I,1.1092886263804506*^-18+0.*I,2.314685724961289*^-19+0.*I,4.767512220053536*^-20+0.*I,9.695880456140022*^-21+0.*I,1.947666469205847*^-21+0.*I,3.8654803838999432*^-22+0.*I,7.581889345923629*^-23+0.*I,1.4701252103602205*^-23+0.*I,2.818685651491327*^-24+0.*I,5.345175401918103*^-25+0.*I,1.0027743018418132*^-25+0.*I,1.8615252206236572*^-26+0.*I,3.420216897463241*^-27+0.*I,6.220825795593479*^-28+0.*I,1.1203124762895964*^-28+0.*I,1.9980701446129595*^-29+0.*I,3.529743955814266*^-30+0.*I,6.1775186374618935*^-31+0.*I,1.0712675230908188*^-31+0.*I,1.8410549769120927*^-32+0.*I,3.136099978363763*^-33+0.*I,5.295833553098763*^-34+0.*I,8.866754992944758*^-35+0.*I,1.472121089659486*^-35+0.*I,2.423992253737609*^-36+0.*I,3.959006743308964*^-37+0.*I,6.414534663658588*^-38+0.*I,1.0311521887899261*^-38+0.*I,1.6447964894753733*^-39+0.*I,2.60366337637168*^-40+0.*I,4.0906345309824964*^-41+0.*I,6.379375224772857*^-42+0.*I,9.876299682315277*^-43+0.*I,1.5180451368842264*^-43+0.*I,2.3168280087450914*^-44+0.*I,3.5112739797602733*^-45+0.*I,5.2849318630458235*^-46+0.*I,7.900573411949699*^-47+0.*I,1.1731730511508663*^-47+0.*I,1.7305670669665395*^-48+0.*I,2.536152223541262*^-49+0.*I,3.692830613850642*^-50+0.*I,5.342891732652126*^-51+0.*I,7.681766533286154*^-52+0.*I,1.0976086963130273*^-52+0.*I,1.558722512072534*^-53+0.*I,2.2001750386557132*^-54+0.*I,3.0870549813111483*^-55+0.*I,4.305870885533738*^-56+0.*I,5.970864691462343*^-57+0.*I,8.231944397135415*^-58+0.*I,1.1284577710493557*^-58+0.*I,1.5382040212680598*^-59+0.*I,2.0850465527806637*^-60+0.*I,2.8107199793409696*^-61+0.*I,3.7683016344748*^-62+0.*I,5.024879640454973*^-63+0.*I
0.24414088454062263+0.*I,-0.44552135174117585+0.*I,0.15725809519779688+0.*I,0.33929883829355845+0.*I,-0.049975112475560586+0.*I,-0.3322167932837635+0.*I,-0.23425279760122675+0.*I,0.05601207636588468+0.*I,0.2907898037184183+0.*I,0.37335344505359036+0.*I,0.3350327010327078+0.*I,0.24526592632396652+0.*I,0.15570409982596525+0.*I,0.08855661927045975+0.*I,0.046047295508728374+0.*I,0.022195765776721704+0.*I,0.010018543474526262+0.*I,0.004267260294433499+0.*I,0.0017255890167687637+0.*I,0.0006657327575682963+0.*I,0.0002460350551956195+0.*I,0.0000873992605427274+0.*I,0.00002992906398537787+0.*I,9.904691785208748*^-6+0.*I,3.1746769235229434*^-6+0.*I,9.874222428038741*^-7+0.*I,2.9853169953631583*^-7+0.*I,8.786626585310977*^-8+0.*I,2.5211044061289832*^-8+0.*I,7.06044035776804*^-9+0.*I,1.932105976565734*^-9+0.*I,5.171676002960779*^-10+0.*I,1.355309410064506*^-10+0.*I,3.4803671686787633*^-11+0.*I,8.76465423003967*^-12+0.*I,2.166134951451424*^-12+0.*I,5.257413561455056*^-13+0.*I,1.2539176768604378*^-13+0.*I,2.9405733544865264*^-14+0.*I,6.7842258467054875*^-15+0.*I,1.540628550761448*^-15+0.*I,3.445365635152776*^-16+0.*I,7.591197644505885*^-17+0.*I,1.6485774279343784*^-17+0.*I,3.530274544001286*^-18+0.*I,7.457171137997819*^-19+0.*I,1.5544036909014064*^-19+0.*I,3.198357769544424*^-20+0.*I,6.498388685357049*^-21+0.*I,1.304171393802681*^-21+0.*I,2.586082956888463*^-22+0.*I,5.06817337223843*^-23+0.*I,9.81925476308492*^-24+0.*I,1.881201186494126*^-24+0.*I,3.5647437829058647*^-25+0.*I,6.682822004682892*^-26+0.*I,1.2397320168462366*^-26+0.*I,2.2762812524238504*^-27+0.*I,4.13755957368375*^-28+0.*I,7.446793844557832*^-29+0.*I,1.3273464282587254*^-29+0.*I,2.3435224383415063*^-30+0.*I,4.099216295730849*^-31+0.*I,7.10482908682066*^-32+0.*I,1.2203911398659197*^-32+0.*I,2.0778111429625995*^-33+0.*I,3.5070448535107216*^-34+0.*I,5.869067890325853*^-35+0.*I,9.739837069642708*^-36+0.*I,1.6030576041568503*^-36+0.*I,2.617095824095169*^-37+0.*I,4.238571406777854*^-38+0.*I,6.810881463886965*^-39+0.*I,1.0859852959385144*^-39+0.*I,1.718433101887324*^-40+0.*I,2.6988521584009447*^-41+0.*I,4.2073785492685464*^-42+0.*I,6.511438658132699*^-43+0.*I,1.0005082820098917*^-43+0.*I,1.5264655287028604*^-44+0.*I,2.3126977034264435*^-45+0.*I,3.4798304476748698*^-46+0.*I,5.200502417631299*^-47+0.*I,7.720049653550833*^-48+0.*I,1.1384683947323221*^-48+0.*I,1.6679593951494902*^-49+0.*I,2.42800809202617*^-50+0.*I,3.5119681337989*^-51+0.*I,5.048025154165365*^-52+0.*I,7.211022081569199*^-53+0.*I,1.0237868500561208*^-53+0.*I,1.444747362505153*^-54+0.*I,2.026634259176482*^-55+0.*I,2.8261205089606787*^-56+0.*I,3.918030425389729*^-57+0.*I,5.4005261463131955*^-58+0.*I,7.401574673448194*^-59+0.*I,1.0086952033283607*^-59+0.*I,1.3670076202835588*^-60+0.*I,1.842399603123118*^-61+0.*I
-0.14039564855932454+0.*I,0.3653846157965726+0.*I,-0.3722052782942141+0.*I,-0.07330558137820324+0.*I,0.3322167932837635+0.*I,0.14106946509748533+0.*I,-0.2292158576986906+0.*I,-0.3093819506884234+0.*I,-0.09637127928010747+0.*I,0.17543484186010808+0.*I,0.33533761216844304+0.*I,0.3558911870572046+0.*I,0.2904251449959489+0.*I,0.2001399506599324+0.*I,0.12170361070598205+0.*I,0.06699235907787977+0.*I,0.03394372961006367+0.*I,0.01601935083587561+0.*I,0.007104239979653946+0.*I,0.0029809559976447146+0.*I,0.0011899806048663816+0.*I,0.0004539620037347678+0.*I,0.00016611922906862475+0.*I,0.000058494899253768766+0.*I,0.000019874462862528077+0.*I,6.530966407047079*^-6+0.*I,2.079995522146451*^-6+0.*I,6.431966085908018*^-7+0.*I,1.9343167349235234*^-7+0.*I,5.6656057712635516*^-8+0.*I,1.61833994403059*^-8+0.*I,4.5135027019726225*^-9+0.*I,1.230403620969356*^-9+0.*I,3.281710935388155*^-10+0.*I,8.571667031194486*^-11+0.*I,2.1943437930430293*^-11+0.*I,5.510017193909356*^-12+0.*I,1.35806332460959*^-12+0.*I,3.2877118767107417*^-13+0.*I,7.822440769764169*^-14+0.*I,1.8302734604492586*^-14+0.*I,4.213559598742233*^-15+0.*I,9.549078904173454*^-16+0.*I,2.1313730562144736*^-16+0.*I,4.6874590151330876*^-17+0.*I,1.0161991574519034*^-17+0.*I,2.1724844629422845*^-18+0.*I,4.581786722080469*^-19+0.*I,9.536052784223867*^-20+0.*I,1.9593197626253513*^-20+0.*I,3.9754367861426426*^-21+0.*I,7.967836268171718*^-22+0.*I,1.5779701985818822*^-22+0.*I,3.0887373846357526*^-23+0.*I,5.9772638067277276*^-24+0.*I,1.1438615262728946*^-24+0.*I,2.165207989262025*^-25+0.*I,4.054917230962565*^-26+0.*I,7.514800098576873*^-27+0.*I,1.3784748582320119*^-27+0.*I,2.503314679373372*^-28+0.*I,4.501455165482646*^-29+0.*I,8.01666455859074*^-30+0.*I,1.4142204115518197*^-30+0.*I,2.471721120425853*^-31+0.*I,4.280696230559411*^-32+0.*I,7.347386662156731*^-33+0.*I,1.2500385452862513*^-33+0.*I,2.1083953898493244*^-34+0.*I,3.5260034600302525*^-35+0.*I,5.847593622673861*^-36+0.*I,9.618229443158838*^-37+0.*I,1.5692581079081691*^-37+0.*I,2.539983486605752*^-38+0.*I,4.079048642570057*^-39+0.*I,6.5002626023615124*^-40+0.*I,1.0280113285793087*^-40+0.*I,1.61364989205199*^-41+0.*I,2.514276977742182*^-42+0.*I,3.8891608425237896*^-43+0.*I,5.972868128734248*^-44+0.*I,9.108317579682713*^-45+0.*I,1.3793179176499432*^-45+0.*I,2.0744508595536104*^-46+0.*I,3.098809988886232*^-47+0.*I,4.5981077757415794*^-48+0.*I,6.777883410567728*^-49+0.*I,9.926065522505412*^-50+0.*I,1.4443241295949007*^-50+0.*I,2.088296444641886*^-51+0.*I,3.0005036848651298*^-52+0.*I,4.284542335243476*^-53+0.*I,6.080732143602883*^-54+0.*I,8.577892065036712*^-55+0.*I,1.2028456281689496*^-55+0.*I,1.6767736044233943*^-56+0.*I,2.3238285014469194*^-57+0.*I,3.2020494496003715*^-58+0.*I,4.387072894915838*^-59+0.*I,5.976850882077956*^-60+0.*I
0.07370147135952602+0.*I,-0.24912695622733796+0.*I,0.40634612346279564+0.*I,-0.22470670633709805+0.*I,-0.23425279760122675+0.*I,0.2292158576986906+0.*I,0.26139759595255857+0.*I,-0.08516965868519615+0.*I,-0.30665286954117926+0.*I,-0.2101257195126771+0.*I,0.05044807479803896+0.*I,0.26722222844684257+0.*I,0.35084585907869215+0.*I,0.3224296655436486+0.*I,0.2418298416747049+0.*I,0.1572622956359263+0.*I,0.09157911588193625+0.*I,0.04872636407996702+0.*I,0.024016919525667545+0.*I,0.01107721837738299+0.*I,0.004817769249952735+0.*I,0.0019879399982791032+0.*I,0.0007820658494703381+0.*I,0.0002945359603154343+0.*I,0.00010655658942677597+0.*I,0.00003714011054035576+0.*I,0.000012503385572437133+0.*I,4.074687202473691*^-6+0.*I,1.2879204537995065*^-6+0.*I,3.955145918923926*^-7+0.*I,1.1819123143747433*^-7+0.*I,3.441596882767252*^-8+0.*I,9.77758082141009*^-9+0.*I,2.7132770387587808*^-9+0.*I,7.362060192995007*^-10+0.*I,1.9550609818002662*^-10+0.*I,5.085771216467859*^-11+0.*I,1.2969978349705505*^-11+0.*I,3.2451274997980396*^-12+0.*I,7.97141015731187*^-13+0.*I,1.9236643053827538*^-13+0.*I,4.563259782358588*^-14+0.*I,1.0646746659936474*^-14+0.*I,2.4444610400623158*^-15+0.*I,5.525714770402755*^-16+0.*I,1.2303675837914502*^-16+0.*I,2.699682284800852*^-17+0.*I,5.8398462298805075*^-18+0.*I,1.2458649485213214*^-18+0.*I,2.6222984994421196*^-19+0.*I,5.447376211490787*^-20+0.*I,1.1172014363584535*^-20+0.*I,2.2628310673907526*^-21+0.*I,4.527728285513622*^-22+0.*I,8.952432388095011*^-23+0.*I,1.7496588453228072*^-23+0.*I,3.380890896179868*^-24+0.*I,6.460754103901226*^-25+0.*I,1.2212756431129275*^-25+0.*I,2.284138202575119*^-26+0.*I,4.2277073621828895*^-27+0.*I,7.745565244916598*^-28+0.*I,1.4049314609065453*^-28+0.*I,2.5234559316938735*^-29+0.*I,4.489070157064631*^-30+0.*I,7.910712656506185*^-31+0.*I,1.3811758116190073*^-31+0.*I,2.389622611102871*^-32+0.*I,4.097575439598413*^-33+0.*I,6.9648171347724184*^-34+0.*I,1.1736621960650307*^-34+0.*I,1.96105811413732*^-35+0.*I,3.2494733435335395*^-36+0.*I,5.340352017102987*^-37+0.*I,8.7059969388907*^-38+0.*I,1.4080379903223577*^-38+0.*I,2.2594943928297416*^-39+0.*I,3.5980015484305642*^-40+0.*I,5.686109067423306*^-41+0.*I,8.919117094544256*^-42+0.*I,1.3887658475839422*^-42+0.*I,2.1467572661050714*^-43+0.*I,3.294796231524728*^-44+0.*I,5.0212238032673174*^-45+0.*I,7.599210639772162*^-46+0.*I,1.1422116869857689*^-46+0.*I,1.705234634746213*^-47+0.*I,2.528833680295195*^-48+0.*I,3.725573088711523*^-49+0.*I,5.45305330995184*^-50+0.*I,7.930424253407422*^-51+0.*I,1.1460363599293087*^-51+0.*I,1.6458113969946432*^-52+0.*I,2.348956520623397*^-53+0.*I,3.332083446407155*^-54+0.*I,4.698234471349649*^-55+0.*I,6.585103756657166*^-56+0.*I,9.175508321300018*^-57+0.*I,1.2710626966438006*^-57+0.*I,1.7506616252012687*^-58+0.*I
-0.03581997463396722+0.*I,0.14893582002861377+0.*I,-0.33065401718029996+0.*I,0.37522667102999296+0.*I,-0.05601207636588468+0.*I,-0.3093819506884234+0.*I,0.08516965868519615+0.*I,0.3027912744967122+0.*I,0.05798750811171241+0.*I,-0.2455875501886472+0.*I,-0.27566676112619165+0.*I,-0.06663383614974794+0.*I,0.17935989412324577+0.*I,0.3214168595340749+0.*I,0.33845162625500913+0.*I,0.2775709036708285+0.*I,0.19324947589107452+0.*I,0.1190340309629617+0.*I,0.06646344330381869+0.*I,0.03418440229949462+0.*I,0.016382411367311236+0.*I,0.007378453701708722+0.*I,0.0031441456977364932+0.*I,0.0012744660279173947+0.*I,0.0004935865899825425+0.*I,0.00018332239818239353+0.*I,0.00006550138691234822+0.*I,0.000022575805224559214+0.*I,7.523426548891425*^-6+0.*I,2.429208774070754*^-6+0.*I,7.61350356617609*^-7+0.*I,2.319969956294712*^-7+0.*I,6.88323917195459*^-8+0.*I,1.9910788736698238*^-8+0.*I,5.621964641191007*^-9+0.*I,1.5511879302316292*^-9+0.*I,4.186485769553074*^-10+0.*I,1.1062174947831269*^-10+0.*I,2.864195642442201*^-11+0.*I,7.272335995033419*^-12+0.*I,1.812038644595653*^-12+0.*I,4.433781873509097*^-13+0.*I,1.0660210836804745*^-13+0.*I,2.5199692636666524*^-14+0.*I,5.8600304819240394*^-15+0.*I,1.3412267712030581*^-15+0.*I,3.0228139801862955*^-16+0.*I,6.711575287089744*^-17+0.*I,1.4686798807156995*^-17+0.*I,3.1688013439961686*^-18+0.*I,6.74363722107912*^-19+0.*I,1.416061586170236*^-19+0.*I,2.935001002790856*^-20+0.*I,6.006403674908762*^-21+0.*I,1.2140484474779674*^-21+0.*I,2.4243841774784914*^-22+0.*I,4.784466379144281*^-23+0.*I,9.33360417076397*^-24+0.*I,1.80036693404506*^-24+0.*I,3.434595296693946*^-25+0.*I,6.481799259878742*^-26+0.*I,1.2103733433065515*^-26+0.*I,2.2368722942255946*^-27+0.*I,4.092150796647567*^-28+0.*I,7.41203826782965*^-29+0.*I,1.329483356607319*^-29+0.*I,2.361934632497668*^-30+0.*I,4.156904714023488*^-31+0.*I,7.248767693457906*^-32+0.*I,1.2526283417893018*^-32+0.*I,2.1454268932261254*^-33+0.*I,3.642551816884988*^-34+0.*I,6.131448848530658*^-35+0.*I,1.0234072554277749*^-35+0.*I,1.694035418717546*^-36+0.*I,2.781273756043631*^-37+0.*I,4.529695683928745*^-38+0.*I,7.319027069085451*^-39+0.*I,1.1734106539638505*^-39+0.*I,1.866855638421702*^-40+0.*I,2.9477158876285443*^-41+0.*I,4.619801876065823*^-42+0.*I,7.187389364452459*^-43+0.*I,1.110132929075427*^-43+0.*I,1.7024696924932464*^-44+0.*I,2.5925536039759837*^-45+0.*I,3.9206874190066005*^-46+0.*I,5.888759766901157*^-47+0.*I,8.785217699743026*^-48+0.*I,1.3019285896067773*^-48+0.*I,1.916750595312187*^-49+0.*I,2.803656113517346*^-50+0.*I,4.074745833508766*^-51+0.*I,5.88474973005458*^-52+0.*I,8.445810706781211*^-53+0.*I,1.204686116633289*^-53+0.*I,1.707883411857356*^-54+0.*I,2.406722666751315*^-55+0.*I,3.37138537440709*^-56+0.*I,4.6949995698681937*^-57+0.*I
