0.3299555247301641+0.*I,0.-0.49135627104914603*I,-0.517395448649907+0.*I,0.+0.444839224929211*I,0.3312181891125457+0.*I,0.-0.22058210401605619*I,-0.1341021523603128+0.*I,0.+0.07547929361118727*I,0.03973964034116524+0.*I,0.-0.019726215633493503*I,-0.009289340344006988+0.*I,0.+0.004170898593284542*I,0.0017929992449068333+0.*I,0.-0.0007405417178520768*I,-0.00029473153776139873+0.*I,0.+0.00011332404795234018*I,0.00004218938421139736+0.*I,0.-0.00001523771423129603*I,-5.348409735544665*^-6+0.*I,0.+1.8272121267224287*^-6*I,6.084362342478884*^-7+0.*I,0.-1.9771814217669998*^-7*I,-6.277349067041058*^-8+0.*I,0.+1.949186792494079*^-8*I,5.925007955466877*^-9+0.*I,0.-1.764655898588496*^-9*I,-5.15364449251295*^-10+0.*I,0.+1.4769767995913102*^-10*I,4.1565762946790976*^-11+0.*I,0.-1.149417635421825*^-11*I,-3.1250597658637892*^-12+0.*I,0.+8.358312014963867*^-13*I,2.2003141354562933*^-13+0.*I,0.-5.703859477725093*^-14*I,-1.4567011319668098*^-14+0.*I,0.+3.666718200042441*^-15*I,9.100544602358578*^-16+0.*I,0.-2.2279611786603945*^-16*I,-5.3821639071634134*^-17+0.*I,0.+1.2834108741999701*^-17*I,3.0218772402042392*^-18+0.*I,0.-7.027906711622573*^-19*I,-1.61488812700329*^-19+0.*I,0.+3.667324268512774*^-20*I,8.233112937091558*^-21+0.*I,0.-1.827674761392586*^-21*I,-4.0129255033352685*^-22+0.*I,0.+8.716723441687772*^-23*I,1.8735864945472465*^-23+0.*I,0.-3.9858119588417196*^-24*I,-8.394076103987815*^-25+0.*I,0.+1.7503661782714316*^-25*I,3.614667379836614*^-26+0.*I,0.-7.3938647780002*^-27*I,-1.4983584538945623*^-27+0.*I,0.+3.0086763793081233*^-28*I,5.987183399146564*^-29+0.*I,0.-1.1809356479152008*^-29*I,-2.3091563231647652*^-30+0.*I,0.+4.476807570710574*^-31*I,8.60664521465822*^-32+0.*I,0.-1.6410056710692377*^-32*I,-3.103525626804947*^-33+0.*I,0.+5.822723396366608*^-34*I,1.08387018891752*^-34+0.*I,0.-2.0019890228024895*^-35*I,-3.6697022043076674*^-36+0.*I,0.+6.676279655641628*^-37*I,1.2056497555302068*^-37+0.*I,0.-2.161412783474952*^-38*I,-3.84706739349525*^-39+0.*I,0.+6.798947986428498*^-40*I,1.1932091339326468*^-40+0.*I,0.-2.0796786713023348*^-41*I,-3.600157300212511*^-42+0.*I,0.+6.190588599991387*^-43*I,1.0574655945186194*^-43+0.*I,0.-1.7945765243643403*^-44*I,-3.025908418304712*^-45+0.*I,0.+5.069712513398229*^-46*I,8.4407189106837735*^-47+0.*I,0.-1.3966192606377103*^-47*I,-2.2967419324702102*^-48+0.*I,0.+3.75417274165746*^-49*I,6.099801574181852*^-50+0.*I,0.-9.852520417159925*^-51*I,-1.5821192567390863*^-51+0.*I,0.+2.525926382217078*^-52*I,4.0097791341409492*^-53+0.*I,0.-6.329458357454922*^-54*I,-9.935423662946448*^-55+0.*I,0.+1.5509821277896933*^-55*I,2.4079861153133587*^-56+0.*I,0.-3.718378564737771*^-57*I,-5.7112447874953025*^-58+0.*I,0.+8.725896767708526*^-59*I,1.3262199386519927*^-59+0.*I,0.-2.0052604324020614*^-60*I,-3.0164688528266573*^-61+0.*I,0.+4.514631907477499*^-62*I
0.-0.49135627104914603*I,-0.40175213586064684+0.*I,0.+0.07560143630218066*I,-0.23371882644144187+0.*I,0.+0.3964418706585915*I,0.4121445395482998+0.*I,0.-0.34061416119883364*I,-0.24240026875527174+0.*I,0.+0.15430903450608346*I,0.08984344757594143+0.*I,0.-0.04854646534491473*I,-0.024598124890759583+0.*I,0.+0.011778355418236918*I,0.005361966278999634+0.*I,0.-0.0023319512383712625*I,-0.0009727328005064099+0.*I,0.+0.00039046948654074953*I,0.00015125990662795053+0.*I,0.-0.00005668351336759833*I,-0.000020592167986383737+0.*I,0.+7.265482696535824*^-6*I,2.4937713290552005*^-6+0.*I,0.-8.339005754259283*^-7*I,-2.720245929598813*^-7+0.*I,0.+8.666698160671148*^-8*I,2.699718639399006*^-8+0.*I,0.-8.230555204131554*^-9*I,-2.4579668879302315*^-9+0.*I,0.+7.196446267964056*^-10*I,2.0672182652960155*^-10+0.*I,0.-5.83024855144452*^-11*I,-1.6154910759352902*^-11+0.*I,0.+4.400513503074721*^-12*I,1.1790446970625373*^-12+0.*I,0.-3.108967048821315*^-13*I,-8.071927440705604*^-14+0.*I,0.+2.0645093322603208*^-14*I,5.203866305697522*^-15+0.*I,0.-1.2932585253755269*^-15*I,-3.170039984959371*^-16+0.*I,0.+7.666997474563363*^-17*I,1.8302888278493924*^-17+0.*I,0.-4.314121570668096*^-18*I,-1.004340668707024*^-18+0.*I,0.+2.3100235664272387*^-19*I,5.250770208517718*^-20+0.*I,0.-1.1798304881959895*^-20*I,-2.621317238763478*^-21+0.*I,0.+5.760116313493094*^-22*I,1.2521554648338041*^-22+0.*I,0.-2.69339351677277*^-23*I,-5.733912000402115*^-24+0.*I,0.+1.2083788532287807*^-24*I,2.5214111639260317*^-25+0.*I,0.-5.210229367847274*^-26*I,-1.0664083919072046*^-26+0.*I,0.+2.1623285536054303*^-27*I,4.344364233483921*^-28+0.*I,0.-8.649867832790588*^-29*I,-1.7070298401179398*^-29+0.*I,0.+3.3395535930011405*^-30*I,6.477632947616237*^-31+0.*I,0.-1.2459127233500172*^-31*I,-2.3766374836991155*^-32+0.*I,0.+4.4967732019822846*^-33*I,8.440312812336567*^-34+0.*I,0.-1.5717758665055825*^-34*I,-2.90436028520653*^-35+0.*I,0.+5.325860811226236*^-36*I,9.69301027885653*^-37+0.*I,0.-1.7510787227395875*^-37*I,-3.140349452112129*^-38+0.*I,0.+5.5914108477992116*^-39*I,9.885086068178048*^-40+0.*I,0.-1.735395168227685*^-40*I,-3.0256399663484726*^-41+0.*I,0.+5.239356570761975*^-42*I,9.011981937254555*^-43+0.*I,0.-1.5398664814922096*^-43*I,-2.6139901460353733*^-44+0.*I,0.+4.4087929890783926*^-45*I,7.388668192001361*^-46+0.*I,0.-1.2304903882339652*^-46*I,-2.0365258775448579*^-47+0.*I,0.+3.349920402114584*^-48*I,5.477019475369743*^-49+0.*I,0.-8.901248828510992*^-50*I,-1.4380875389912585*^-50+0.*I,0.+2.3098169915406173*^-51*I,3.6885623646390515*^-52+0.*I,0.-5.856697164184196*^-53*I,-9.246824200379499*^-54+0.*I,0.+1.451791051834189*^-54*I,2.2668051407060336*^-55+0.*I,0.-3.5200522528367375*^-56*I,-5.436690354201712*^-57+0.*I,0.+8.352102603091777*^-58*I,1.2763136408340133*^-58+0.*I,0.-1.9401865294041657*^-59*I,-2.934118561268219*^-60+0.*I
-0.517395448649907+0.*I,0.+0.07560143630218066*I,-0.32214423959705824+0.*I,0.+0.33869710907366096*I,0.0869227733777655+0.*I,0.+0.19284370415382707*I,0.3551904457933489+0.*I,0.-0.38198459748418767*I,-0.3223139735993173+0.*I,0.+0.23273423835582552*I,0.14977689533787888+0.*I,0.-0.08794986296388196*I,-0.04785031119242838+0.*I,0.+0.024382911081995987*I,0.011730897495215368+0.*I,0.-0.005362029196951273*I,-0.002340141618169433+0.*I,0.+0.000979128547171965*I,0.0003940922923330452+0.*I,0.-0.00015302688223422763*I,-0.000057467639512566516+0.*I,0.+0.00002091692722045633*I,7.392811095864231*^-6+0.*I,0.-2.5414540388531317*^-6*I,-8.510609772726747*^-7+0.*I,0.+2.779861633336973*^-7*I,8.867301051350926*^-8+0.*I,0.-2.765276522225601*^-8*I,-8.439088132075192*^-9+0.*I,0.+2.522648151872065*^-9*I,7.39237995137229*^-10+0.*I,0.-2.1252608290580683*^-10*I,-5.998592654214435*^-11+0.*I,0.+1.6633442773820004*^-11*I,4.533953304462908*^-12+0.*I,0.-1.2155772751642967*^-12*I,-3.2072370821029783*^-13+0.*I,0.+8.331826139052208*^-14*I,2.1321333234001083*^-14+0.*I,0.-5.377071551821306*^-15*I,-1.336951918189738*^-15+0.*I,0.+3.278652343209975*^-16*I,7.933162470651489*^-17+0.*I,0.-1.8946193599219776*^-17*I,-4.467531090786995*^-18+0.*I,0.+1.0404500665293297*^-18*I,2.3939454278213337*^-19+0.*I,0.-5.443417230505926*^-20*I,-1.2235242300819579*^-20+0.*I,0.+2.7192608328119286*^-21*I,5.977164469483043*^-22+0.*I,0.-1.2997192784499011*^-22*I,-2.796491289857717*^-23+0.*I,0.+5.9550076639145654*^-24*I,1.2553002443710034*^-24+0.*I,0.-2.61997511435421*^-25*I,-5.415210795638158*^-26+0.*I,0.+1.1086216424376334*^-26*I,2.248429105822412*^-27+0.*I,0.-4.5183314747778505*^-28*I,-8.998134342648562*^-29+0.*I,0.+1.7761196351824667*^-29*I,3.475399464190948*^-30+0.*I,0.-6.742409198129509*^-31*I,-1.2970784106332487*^-31+0.*I,0.+2.474679119271649*^-32*I,4.6830834371555836*^-33+0.*I,0.-8.791482999933588*^-34*I,-1.6374374896638533*^-34+0.*I,0.+3.0261680555871895*^-35*I,5.550074589222469*^-36+0.*I,0.-1.0102578540692811*^-36*I,-1.825332422829888*^-37+0.*I,0.+3.2739743044062375*^-38*I,5.830126958495904*^-39+0.*I,0.-1.0308483437688058*^-39*I,-1.8099596013704095*^-40+0.*I,0.+3.156039584189234*^-41*I,5.4658338231237406*^-42+0.*I,0.-9.402659045015961*^-43*I,-1.6068081810570174*^-43+0.*I,0.+2.72793640814427*^-44*I,4.6014860777211196*^-45+0.*I,0.-7.712434768286091*^-46*I,-1.2845451363650775*^-46+0.*I,0.+2.1262082006876923*^-47*I,3.497792190436296*^-48+0.*I,0.-5.719346984170752*^-49*I,-9.295971107313175*^-50+0.*I,0.+1.5019997588816287*^-50*I,2.412692157228375*^-51+0.*I,0.-3.8531896716457824*^-52*I,-6.118628503700285*^-53+0.*I,0.+9.661201741976683*^-54*I,1.5169773526550816*^-54+0.*I,0.-2.368780542993606*^-55*I,-3.6787023867457434*^-56+0.*I,0.+5.682171275528612*^-57*I,8.729894912304648*^-58+0.*I,0.-1.3341461142412205*^-58*I
0.+0.444839224929211*I,-0.23371882644144187+0.*I,0.+0.33869710907366096*I,-0.030943843692456795+0.*I,0.+0.31636045380176137*I,0.27801735617649703+0.*I,0.-0.03265863089248908*I,0.21414484378754173+0.*I,0.-0.34666350921312616*I,-0.3581670987957904+0.*I,0.+0.29613949795766303*I,0.2111845819098198+0.*I,0.-0.13475963588830864*I,-0.07864475806497394+0.*I,0.+0.042587276496215826*I,0.021620991669385407+0.*I,0.-0.010371100854443002*I,-0.004728829461750608+0.*I,0.+0.0020595380196855163*I,0.000860209814013026+0.*I,0.-0.0003457049651070157*I,-0.00013406141126094212+0.*I,0.+0.00005028721606210768*I,0.000018284710218132653+0.*I,0.-6.45660390279066*^-6*I,-2.217798257293621*^-6+0.*I,0.+7.421310307535967*^-7*I,2.4224411299279643*^-7+0.*I,0.-7.722494873778776*^-8*I,-2.4069303157090776*^-8+0.*I,0.+7.341741901497049*^-9*I,2.1935948984851097*^-9+0.*I,0.-6.425333957791886*^-10*I,-1.846499357431183*^-10+0.*I,0.+5.209837174500157*^-11*I,1.4441286257941039*^-11+0.*I,0.-3.935135732565488*^-12*I,-1.0547104045987406*^-12+0.*I,0.+2.782004995355623*^-13*I,7.225213475807528*^-14+0.*I,0.-1.8484822870445272*^-14*I,-4.660617171445055*^-15+0.*I,0.+1.1585527100745175*^-15*I,2.840553829923135*^-16+0.*I,0.-6.871736421692653*^-17*I,-1.640812949983884*^-17+0.*I,0.+3.868350219221239*^-18*I,9.007502256147252*^-19+0.*I,0.-2.0721723893106513*^-19*I,-4.7110213940943756*^-20+0.*I,0.+1.0587439342313534*^-20*I,2.352702547762417*^-21+0.*I,0.-5.170729935266775*^-22*I,-1.1242146261716553*^-22+0.*I,0.+2.4185692828537916*^-23*I,5.149617873100517*^-24+0.*I,0.-1.0854004603048655*^-24*I,-2.265120097196198*^-25+0.*I,0.+4.6812622286110696*^-26*I,9.582663598223792*^-27+0.*I,0.-1.9432963283272157*^-27*I,-3.904778706658963*^-28+0.*I,0.+7.77554426302048*^-29*I,1.5346591423028054*^-29+0.*I,0.-3.0026669681899122*^-30*I,-5.82480683019567*^-31+0.*I,0.+1.1204638160357218*^-31*I,2.137552671287082*^-32+0.*I,0.-4.0448017339030345*^-33*I,-7.59269456732926*^-34+0.*I,0.+1.4140603695807654*^-34*I,2.6131638211902445*^-35+0.*I,0.-4.7922965526787845*^-36*I,-8.722665714780764*^-37+0.*I,0.+1.5759118095058482*^-37*I,2.82643460176975*^-38+0.*I,0.-5.032875302890421*^-39*I,-8.898322423201334*^-40+0.*I,0.+1.5622773395724346*^-40*I,2.7240071677916046*^-41+0.*I,0.-4.717364282828233*^-42*I,-8.114681414912401*^-43+0.*I,0.+1.3866383259771717*^-43*I,2.354031929042118*^-44+0.*I,0.-3.970596004523354*^-45*I,-6.654709384658748*^-46+0.*I,0.+1.1083258473437702*^-46*I,1.8344457166965678*^-47+0.*I,0.-3.017689333309263*^-48*I,-4.9341104229388585*^-49+0.*I,0.+8.019356326791382*^-50*I,1.2956787961581695*^-50+0.*I,0.-2.081193905991763*^-51*I,-3.32364440631816*^-52+0.*I,0.+5.277547583644168*^-53*I,8.332848614891212*^-54+0.*I,0.-1.308356380807949*^-54*I,-2.042945324891772*^-55+0.*I,0.+3.1725746894390393*^-56*I,4.9002374212836086*^-57+0.*I
0.3312181891125457+0.*I,0.+0.3964418706585915*I,0.0869227733777655+0.*I,0.+0.31636045380176137*I,0.20461168006270952+0.*I,0.+0.14669570259735829*I,0.31618338250075845+0.*I,0.-0.202651178784062*I,0.044727983334638496+0.*I,0.-0.25331136722375724*I,-0.3458124939757158+0.*I,0.+0.3338480795829425*I,0.2654431568397711+0.*I,0.-0.18438411010197797*I,-0.11542125488046784+0.*I,0.+0.06637135810659486*I,0.035519873750393505+0.*I,0.-0.01785958243432907*I,-0.008497872250269505+0.*I,0.+0.0038481644144328165*I,0.0016660827723210456+0.*I,0.-0.0006922902003368299*I,-0.00027695904546626597+0.*I,0.+0.00010697008673224408*I,0.00003998075491233255+0.*I,0.-0.00001449018253259653*I,-5.1017227080039*^-6+0.*I,0.+1.747742964505495*^-6*I,5.834175621086166*^-7+0.*I,0.-1.9001302721792912*^-7*I,-6.044999054494061*^-8+0.*I,0.+1.880523856171168*^-8*I,5.726006086057394*^-9+0.*I,0.-1.708050106545279*^-9*I,-4.995510642571604*^-10+0.*I,0.+1.4335637550936427*^-10*I,4.039383718802483*^-11+0.*I,0.-1.1182932296321859*^-11*I,-3.0436933913438896*^-12+0.*I,0.+8.148833195229752*^-13*I,2.1471789058378906*^-13+0.*I,0.-5.571010844542529*^-14*I,-1.4239491037926076*^-14+0.*I,0.+3.587067258010786*^-15*I,8.909395810651298*^-16+0.*I,0.-2.1826788878594645*^-16*I,-5.276237987843217*^-17+0.*I,0.+1.2589356292167913*^-17*I,2.9660005932483714*^-18+0.*I,0.-6.901830344476984*^-19*I,-1.5867656790202294*^-19+0.*I,0.+3.605294595230997*^-20*I,8.097787695973558*^-21+0.*I,0.-1.798467384985012*^-21*I,-3.9505465708533764*^-22+0.*I,0.+8.584864913290515*^-23*I,1.845993876961676*^-23+0.*I,0.-3.9286406757788484*^-24*I,-8.276763147378018*^-25+0.*I,0.+1.7265223197740176*^-25*I,3.566655782609399*^-26+0.*I,0.-7.298072922737703*^-27*I,-1.4794178017828412*^-27+0.*I,0.+2.9715558831397704*^-28*I,5.915064127758855*^-29+0.*I,0.-1.1670434311136005*^-29*I,-2.282620275214653*^-30+0.*I,0.+4.426538000964538*^-31*I,8.512187779285264*^-32+0.*I,0.-1.6233986792761154*^-32*I,-3.0709639759746585*^-33+0.*I,0.+5.762971397468958*^-34*I,1.0729890549693871*^-34+0.*I,0.-1.9823227997692108*^-35*I,-3.634421213401252*^-36+0.*I,0.+6.613447765903956*^-37*I,1.1945405197731393*^-37+0.*I,0.-2.1419099885577643*^-38*I,-3.8130688120961574*^-39+0.*I,0.+6.740088361318587*^-40*I,1.18308851001241*^-40+0.*I,0.-2.062393669057011*^-41*I,-3.570832020440598*^-42+0.*I,0.+6.141161780541994*^-43*I,1.0491887045271103*^-43+0.*I,0.-1.7808047142133543*^-44*I,-3.0031381257203793*^-45+0.*I,0.+5.032298569964805*^-46*I,8.379622124098635*^-47+0.*I,0.-1.386702834548356*^-47*I,-2.2807435873842165*^-48+0.*I,0.+3.728515591864974*^-49*I,6.058895772882428*^-50+0.*I,0.-9.787681832607676*^-51*I,-1.5719008642187997*^-51+0.*I,0.+2.5099138605684738*^-52*I,3.9848279017795692*^-53+0.*I,0.-6.290794443627671*^-54*I,-9.875840026885785*^-55+0.*I,0.+1.5418498139858106*^-55*I
0.-0.22058210401605619*I,0.4121445395482998+0.*I,0.+0.19284370415382707*I,0.27801735617649703+0.*I,0.+0.14669570259735829*I,0.3023069389364416+0.*I,0.-0.04987225007078217*I,0.23915317329035585+0.*I,0.-0.2861233113740216*I,-0.10868944019437603+0.*I,0.-0.12793486578894422*I,-0.29058928098632486+0.*I,0.+0.3404174594764162*I,0.30521953929400053+0.*I,0.-0.23166628258164168*I,-0.15571399876533615+0.*I,0.+0.09507344654468164*I,0.053601425738432656+0.*I,0.-0.028226828506415887*I,-0.01400263214134331+0.*I,0.+0.006586764029999419*I,0.0029534076045614798+0.*I,0.-0.001267713152139036*I,-0.0005227718723131344+0.*I,0.+0.00020773364686904364*I,0.00007974962712653722+0.*I,0.-0.00002964509459393695*I,-0.000010691384034842316+0.*I,0.+3.7473748536314047*^-6*I,1.2785121580328193*^-6+0.*I,0.-4.2517694834959336*^-7*I,-1.3799549661767647*^-7+0.*I,0.+4.376054780366263*^-8*I,1.357286210794614*^-8+0.*I,0.-4.121362626960857*^-9*I,-1.2262165233148156*^-9+0.*I,0.+3.5776434840986816*^-10*I,1.0243559509547936*^-10+0.*I,0.-2.8802201627802986*^-11*I,-7.95788339531172*^-12+0.*I,0.+2.1618419398106732*^-12*I,5.777570841566377*^-13+0.*I,0.-1.519801289262106*^-13*I,-3.936949777368892*^-14+0.*I,0.+1.0047620121479565*^-14*I,2.5274583984735275*^-15+0.*I,0.-6.269010077643969*^-16*I,-1.5338223227240762*^-16+0.*I,0.+3.703141988545542*^-17*I,8.825407817385*^-18+0.*I,0.-2.0768762092373836*^-18*I,-4.827620588486461*^-19+0.*I,0.+1.1087435570471844*^-19*I,2.516675735582965*^-20+0.*I,0.-5.6472715175279106*^-21*I,-1.2530752560403086*^-21+0.*I,0.+2.750107263267518*^-22*I,5.971156142866145*^-23+0.*I,0.-1.282925858109823*^-23*I,-2.7281799235027357*^-24+0.*I,0.+5.743319398907825*^-25*I,1.197176171372108*^-25+0.*I,0.-2.471391555979608*^-26*I,-5.0535148896939375*^-27+0.*I,0.+1.0237434702485123*^-27*I,2.0549848536262244*^-28+0.*I,0.-4.0880631857295504*^-29*I,-8.060967039140796*^-30+0.*I,0.+1.5757377519809798*^-30*I,3.054023576650363*^-31+0.*I,0.-5.869683998389224*^-32*I,-1.1188481089783148*^-32+0.*I,0.+2.1154357972869384*^-33*I,3.967868235983551*^-34+0.*I,0.-7.384105730700544*^-35*I,-1.3635615600909159*^-35+0.*I,0.+2.498843534327362*^-36*I,4.545070252006951*^-37+0.*I,0.-8.205926827858139*^-38*I,-1.470777761234546*^-38+0.*I,0.+2.617244939484984*^-39*I,4.624489713598584*^-40+0.*I,0.-8.11425031074839*^-41*I,-1.4139691444927713*^-41+0.*I,0.+2.4472542461181273*^-42*I,4.207319207752184*^-43+0.*I,0.-7.185509855028301*^-44*I,-1.2191945237169204*^-44+0.*I,0.+2.055361753436707*^-45*I,3.4430158942915512*^-46+0.*I,0.-5.731390685769377*^-47*I,-9.481675908891047*^-48+0.*I,0.+1.5590044487297773*^-48*I,2.5478802013567824*^-49+0.*I,0.-4.139153487382356*^-50*I,-6.684603732407064*^-51+0.*I,0.+1.0732513052675846*^-51*I,1.7132396858157753*^-52+0.*I,0.-2.7192830742521306*^-53*I,-4.2917884816647557*^-54+0.*I
-0.1341021523603128+0.*I,0.-0.34061416119883364*I,0.3551904457933489+0.*I,0.-0.03265863089248908*I,0.31618338250075845+0.*I,0.-0.04987225007078217*I,0.27198727131255834+0.*I,0.-0.19926055860384717*I,0.10220258779416781+0.*I,0.-0.28435067655598806*I,-0.21809503768251942+0.*I,0.+0.0034381542876578087*I,-0.2039996463494198+0.*I,0.+0.31552373475057566*I,0.325389805818523+0.*I,0.-0.2716307502749873*I,-0.1964803113522474+0.*I,0.+0.12744564964938176*I,0.07567998675629037+0.*I,0.-0.04171715608558645*I,-0.02156079046610595+0.*I,0.+0.0105271928688982*I,0.004884643030971928+0.*I,0.-0.002164225518471489*I,-0.0009192527688145238+0.*I,0.+0.00037555101195584957*I,0.00014798945115434466+0.*I,0.-0.00005638695108412946*I,-0.000020817825203802914+0.*I,0.+7.461277690511079*^-6*I,2.60035519175247*^-6+0.*I,0.-8.825461785421569*^-7*I,-2.9208286980441913*^-7+0.*I,0.+9.437600541673983*^-8*I,2.98043058136992*^-8+0.*I,0.-9.208562188443351*^-9*I,-2.7861031572819008*^-9+0.*I,0.+8.261527450432905*^-10*I,2.402803922709214*^-10+0.*I,0.-6.859352547368317*^-11*I,-1.923288199742723*^-11+0.*I,0.+5.2999488335012954*^-12*I,1.4362057518282818*^-12+0.*I,0.-3.829258356290187*^-13*I,-1.0050468691476637*^-13+0.*I,0.+2.5979981069069884*^-14*I,6.6170930442096835*^-15+0.*I,0.-1.6613281371990595*^-15*I,-4.1131733835223916*^-16+0.*I,0.+1.0046071986737946*^-16*I,2.421412795045514*^-17+0.*I,0.-5.761589054812826*^-18*I,-1.353807325984164*^-18+0.*I,0.+3.1422878583538497*^-19*I,7.20670322367153*^-20+0.*I,0.-1.633616069895227*^-20*I,-3.661016290272763*^-21+0.*I,0.+8.113385421130865*^-22*I,1.7785128425434096*^-22+0.*I,0.-3.857158876752163*^-23*I,-8.27809924311166*^-24+0.*I,0.+1.758487571352375*^-24*I,3.6981355423203765*^-25+0.*I,0.-7.70099717178865*^-26*I,-1.5882329097765038*^-26+0.*I,0.+3.244620154025688*^-27*I,6.567081275290848*^-28+0.*I,0.-1.3170838206106055*^-28*I,-2.617929431061159*^-29+0.*I,0.+5.1579183585317674*^-30*I,1.007463093387744*^-30+0.*I,0.-1.9511285480379557*^-31*I,-3.7471963296548295*^-32+0.*I,0.+7.137573332906535*^-33*I,1.3485781052270052*^-33+0.*I,0.-2.527778348610189*^-34*I,-4.7010348026309254*^-35+0.*I,0.+8.675451618058641*^-36*I,1.5888607267316563*^-36+0.*I,0.-2.8881791053350402*^-37*I,-5.211406515322241*^-38+0.*I,0.+9.33522764503475*^-39*I,1.6602720863706617*^-39+0.*I,0.-2.931986700443149*^-40*I,-5.141808090796849*^-41+0.*I,0.+8.95534778949733*^-42*I,1.5491812773252163*^-42+0.*I,0.-2.66204011200419*^-43*I,-4.544204516190961*^-44+0.*I,0.+7.706716965563068*^-45*I,1.2986305239543346*^-45+0.*I,0.-2.174412458838851*^-46*I,-3.618036574367781*^-47+0.*I,0.+5.982909127801542*^-48*I,9.833161917382347*^-49+0.*I,0.-1.6063767596361583*^-49*I,-2.608593538827143*^-50+0.*I,0.+4.211150863286645*^-51*I,6.758657851558181*^-52+0.*I,0.-1.0784862218873143*^-52*I
0.+0.07547929361118727*I,-0.24240026875527174+0.*I,0.-0.38198459748418767*I,0.21414484378754173+0.*I,0.-0.202651178784062*I,0.23915317329035585+0.*I,0.-0.19926055860384717*I,0.15983361871809024+0.*I,0.-0.2705431455858649*I,-0.04415971851962434+0.*I,0.-0.2171094390038337*I,-0.2714614358861102+0.*I,0.+0.11932264514734213*I,-0.1004123646293506+0.*I,0.+0.26307254227590887*I,0.32343474337765066+0.*I,0.-0.30007830096203075*I,-0.2344597642255034+0.*I,0.+0.16177127310403971*I,0.10120298560937992+0.*I,0.-0.05837938954323765*I,-0.03141916210583406+0.*I,0.+0.015913400689179836*I,0.007636034734689336+0.*I,0.-0.0034899662549437048*I,-0.0015258458425722451+0.*I,0.+0.0006404842714704677*I,0.0002589081600989896+0.*I,0.-0.00010105660521777974*I,-0.00003817304736196062+0.*I,0.+0.000013982704363304278*I,4.9754915522656294*^-6+0.*I,0.-1.7225644825109332*^-6*I,-5.81062721276019*^-7+0.*I,0.+1.9121925495547255*^-7*I,6.146142165603274*^-8+0.*I,0.-1.931490010299142*^-8*I,-5.94044154855365*^-9+0.*I,0.+1.7896360094409329*^-9*I,5.285469917474732*^-10+0.*I,0.-1.5314467524022025*^-10*I,-4.356345412197342*^-11+0.*I,0.+1.217380299896681*^-11*I,3.3440759898711578*^-12+0.*I,0.-9.034768913790384*^-13*I,-2.40203078878201*^-13+0.*I,0.+6.2874730354206*^-14*I,1.6211093719536187*^-14+0.*I,0.-4.118868604624768*^-15*I,-1.0316991480764048*^-15+0.*I,0.+2.5486366420496334*^-16*I,6.211601909822436*^-17+0.*I,0.-1.4941455332939912*^-17*I,-3.548303806200366*^-18+0.*I,0.+8.321951037353443*^-19*I,1.9281338763980156*^-19+0.*I,0.-4.414503982383433*^-20*I,-9.990302027113362*^-21+0.*I,0.+2.235327774872262*^-21*I,4.946278956966996*^-22+0.*I,0.-1.0826672706549962*^-22*I,-2.3447159946013102*^-23+0.*I,0.+5.025277209287506*^-24*I,1.0660956591747266*^-24+0.*I,0.-2.239169102621545*^-25*I,-4.6571147748303834*^-26+0.*I,0.+9.593296146861965*^-27*I,1.9575736143859156*^-27+0.*I,0.-3.95770382271271*^-28*I,-7.928961006865553*^-29+0.*I,0.+1.5743720168681906*^-29*I,3.0987344876281182*^-30+0.*I,0.-6.046621808516038*^-31*I,-1.1699195279652344*^-31+0.*I,0.+2.2447869467584936*^-32*I,4.271982223623681*^-33+0.*I,0.-8.064477482605855*^-34*I,-1.5103271437739347*^-34+0.*I,0.+2.806516522678683*^-35*I,5.175092294314485*^-36+0.*I,0.-9.470503821122427*^-37*I,-1.720210608273691*^-37+0.*I,0.+3.101639676220619*^-38*I,5.5519878373366754*^-39+0.*I,0.-9.867293590509182*^-40*I,-1.741340326625165*^-40+0.*I,0.+3.0517419065640163*^-41*I,5.311678694826527*^-42+0.*I,0.-9.182815232310185*^-43*I,-1.5769542180410843*^-43+0.*I,0.+2.6902932609381315*^-44*I,4.5598923035128243*^-45+0.*I,0.-7.679273685711378*^-46*I,-1.2850841523340381*^-46+0.*I,0.+2.1370920859869676*^-47*I,3.5320650135677694*^-48+0.*I,0.-5.802039080238345*^-49*I,-9.473513009460556*^-50+0.*I,0.+1.5376273195591596*^-50*I,2.4810252837399064*^-51+0.*I
