0.18237395161024345+0.*I,0.-0.3364486560244961*I,-0.43889414723573783+0.*I,0.+0.46747151386260516*I,0.4312023761620794+0.*I,0.-0.3557559175000934*I,-0.26793688066137017+0.*I,0.+0.1868269252917793*I,0.12185699450474312+0.*I,0.-0.07493508377761551*I,-0.04371607744515551+0.*I,0.+0.024316487050476836*I,0.012949893596099007+0.*I,0.-0.006625985990976668*I,-0.003266949979215084+0.*I,0.+0.0015561549729203215*I,0.0007177097449802022+0.*I,0.-0.0003211296247844392*I,-0.00013963687108287725+0.*I,0.+0.00005909888643209192*I,0.0000243792471101549+0.*I,0.-9.814465021443545*^-6*I,-3.860213103465435*^-6+0.*I,0.+1.4849210099712694*^-6*I,5.591826922178038*^-7+0.*I,0.-2.0631922882376436*^-7*I,-7.464642640818502*^-8+0.*I,0.+2.6502273328884552*^-8*I,9.239747486527503*^-9+0.*I,0.-3.1653161459721697*^-9*I,-1.0661356240139005*^-9+0.*I,0.+3.5325441445764406*^-10*I,1.152042757598047*^-10+0.*I,0.-3.6997094390413866*^-11*I,-1.1705343114657023*^-11+0.*I,0.+3.650111372132546*^-12*I,1.1223048893501697*^-12+0.*I,0.-3.4038152709456846*^-13*I,-1.0186621593525388*^-13+0.*I,0.+3.0092194451935526*^-14*I,8.777682207305777*^-15+0.*I,0.-2.528971379513783*^-15*I,-7.199051140669818*^-16+0.*I,0.+2.025335711417661*^-16*I,5.632830354157629*^-17+0.*I,0.-1.5490891219119026*^-17*I,-4.2136016737715464*^-18+0.*I,0.+1.1338628816296448*^-18*I,3.019227991113615*^-19+0.*I,0.-7.957082458265542*^-20*I,-2.0759880341151807*^-20+0.*I,0.+5.362851204373737*^-21*I,1.3719872170446423*^-21+0.*I,0.-3.4767072217759855*^-22*I,-8.7282510484665*^-23+0.*I,0.+2.1712102171202592*^-23*I,5.352588417295401*^-24+0.*I,0.-1.3079237066277993*^-24*I,-3.16828618976377*^-25+0.*I,0.+7.609469627957989*^-26*I,1.8123194536449412*^-26+0.*I,0.-4.280808735653033*^-27*I,-1.0029654411581783*^-27+0.*I,0.+2.331157859305861*^-28*I,5.375732950206178*^-29+0.*I,0.-1.2300903098851788*^-29*I,-2.793322110514338*^-30+0.*I,0.+6.295635957213573*^-31*I,1.4084490470274885*^-31+0.*I,0.-3.12804206284107*^-32*I,-6.897306951429843*^-33+0.*I,0.+1.510102299830502*^-33*I,3.28319071005879*^-34+0.*I,0.-7.089092932579031*^-35*I,-1.5203052641203533*^-35+0.*I,0.+3.238591390784252*^-36*I,6.8533884825559485*^-37+0.*I,0.-1.4408407318578165*^-37*I,-3.009710098095743*^-38+0.*I,0.+6.246936756991249*^-39*I,1.2884812563701376*^-39+0.*I,0.-2.6411409889217507*^-40*I,-5.38072316639803*^-41+0.*I,0.+1.0895761588721625*^-41*I,2.193178290357289*^-42+0.*I,0.-4.388544079824826*^-43*I,-8.730261023667128*^-44+0.*I,0.+1.7267266501291365*^-44*I,3.3957698287008305*^-45+0.*I,0.-6.640476306768853*^-46*I,-1.2913202639987183*^-46+0.*I,0.+2.497291618331735*^-47*I,4.803207352408728*^-48+0.*I,0.-9.188526042200575*^-49*I,-1.7483883871404615*^-49+0.*I,0.+3.3092692212918507*^-50*I,6.230924271423992*^-51+0.*I,0.-1.1671390378638214*^-51*I,-2.175031479783014*^-52+0.*I,0.+4.0327745079505206*^-53*I
0.-0.3364486560244961*I,-0.43831610385671127+0.*I,0.+0.3338741607091284*I,0.1022177901672454+0.*I,0.+0.13944861279719475*I,0.3078891842644975+0.*I,0.-0.37712288831800556*I,-0.36423072469511475+0.*I,0.+0.3036210917953522*I,0.22732860841922276+0.*I,0.-0.15631687762683186*I,-0.10013007886959062+0.*I,0.+0.06034444982506064*I,0.034467697850586725+0.*I,0.-0.01876520713356024*I,-0.009782003882471873+0.*I,0.+0.004900568529180074*I,0.0023667640164102416+0.*I,0.-0.001104831538316542*I,-0.0004996357022853346+0.*I,0.+0.0002193227260471326*I,0.00009361374089154679+0.*I,0.-0.000038912490421565225*I,-0.00001577350715044551+0.*I,0.+6.243001421416915*^-6*I,2.415289876213718*^-6+0.*I,0.-9.143159220366712*^-7*I,-3.3898206137450974*^-7+0.*I,0.+1.231910996994331*^-7*I,4.391809768493514*^-8+0.*I,0.-1.5370313208013043*^-8*I,-5.284298136436588*^-9+0.*I,0.+1.7857766091110447*^-9*I,5.935448866370196*^-10+0.*I,0.-1.941339275448197*^-10*I,-6.251591441876528*^-11+0.*I,0.+1.9830208233778756*^-11*I,6.198768600568959*^-12+0.*I,0.-1.9103269578539727*^-12*I,-5.806393779156369*^-13+0.*I,0.+1.741264305856577*^-13*I,5.1539071318357034*^-14+0.*I,0.-1.5061506302454214*^-14*I,-4.347093832975557*^-15+0.*I,0.+1.239539668461958*^-15*I,3.492837103596529*^-16+0.*I,0.-9.729096370009417*^-17*I,-2.679521518695225*^-17+0.*I,0.+7.2986367071175*^-18*I,1.9666650721210157*^-18+0.*I,0.-5.24352278421055*^-19*I,-1.38361659120778*^-19+0.*I,0.+3.6140988937367757*^-20*I,9.346824864303588*^-21+0.*I,0.-2.393826344246373*^-21*I,-6.072493182264126*^-22+0.*I,0.+1.5260388750353714*^-22*I,3.799826147516031*^-23+0.*I,0.-9.376355736694506*^-24*I,-2.2932251382140157*^-24+0.*I,0.+5.55992797810791*^-25*I,1.3364931647365691*^-25+0.*I,0.-3.1856822502903577*^-26*I,-7.530732756673664*^-27+0.*I,0.+1.7657532361248935*^-27*I,4.107123902035085*^-28+0.*I,0.-9.477980906346836*^-29*I,-2.170289004219165*^-29+0.*I,0.+4.931679717971532*^-30*I,1.1122386362043044*^-30+0.*I,0.-2.4898642737844537*^-31*I,-5.533186170630503*^-32+0.*I,0.+1.2207950552277983*^-32*I,2.6743777684617678*^-33+0.*I,0.-5.817798083744195*^-34*I,-1.2568765246028606*^-34+0.*I,0.+2.6969052572702983*^-35*I,5.748013588105635*^-36+0.*I,0.-1.2169920906145135*^-36*I,-2.559843582084156*^-37+0.*I,0.+5.34972740690671*^-38*I,1.1109086101397278*^-38+0.*I,0.-2.292389773632427*^-39*I,-4.701063990961581*^-40+0.*I,0.+9.58152667443429*^-41*I,1.9410493649722877*^-41+0.*I,0.-3.9087100148279297*^-42*I,-7.824493933589462*^-43+0.*I,0.+1.5571670503486598*^-43*I,3.0810574525880825*^-44+0.*I,0.-6.061482526122149*^-45*I,-1.1857702749450422*^-45+0.*I,0.+2.306707037060712*^-46*I,4.462532880580809*^-47+0.*I,0.-8.586058857508939*^-48*I,-1.643067864067362*^-48+0.*I,0.+3.1274585412765148*^-49*I,5.921431581090636*^-50+0.*I,0.-1.1152830998445143*^-50*I,-2.089731225904692*^-51+0.*I
-0.43889414723573783+0.*I,0.+0.3338741607091284*I,-0.002780361850918441+0.*I,0.+0.27556850802679406*I,0.32646720552590985+0.*I,0.-0.18115096505733183*I,0.041326404719920544+0.*I,0.-0.23039672258964117*I,-0.332390554826744+0.*I,0.+0.34752954024309124*I,0.30440830648301326+0.*I,0.-0.2359768151812882*I,-0.16654882674819801+0.*I,0.+0.10888597184775371*I,0.06671391834150346+0.*I,0.-0.038630102995857694*I,-0.021274938980085676+0.*I,0.+0.011200067995896247*I,0.00565904956790166+0.*I,0.-0.00275354936927075*I,-0.0012938823602482335+0.*I,0.+0.0005885686027734543*I,0.0002597206713783446+0.*I,0.-0.00011138228166056741*I,-0.00004649709421982504+0.*I,0.+0.000018921619987119925*I,7.5157348646156576*^-6+0.*I,0.-2.91721225805077*^-6*I,-1.1076530884251532*^-6+0.*I,0.+4.1180698141716435*^-7*I,1.5004363009280516*^-7+0.*I,0.-5.361966576846405*^-8*I,-1.88076635434005*^-8+0.*I,0.+6.479585084803753*^-9*I,2.1940023555601625*^-9+0.*I,0.-7.305690550707052*^-10*I,-2.3936423962472703*^-10+0.*I,0.+7.720671459766815*^-11*I,2.45278021286727*^-11+0.*I,0.-7.678336757952798*^-12*I,-2.3695519272521596*^-12+0.*I,0.+7.211587059419739*^-13*I,2.1653410046649844*^-13+0.*I,0.-6.416658817392456*^-14*I,-1.8772709437530083*^-14+0.*I,0.+5.424015547285941*^-15*I,1.5481906701022647*^-15+0.*I,0.-4.366813356693354*^-16*I,-1.2174820570912665*^-16+0.*I,0.+3.3560912240680324*^-17*I,9.149312682985908*^-18+0.*I,0.-2.4673577132983534*^-18*I,-6.583632153570608*^-19+0.*I,0.+1.7385428128139942*^-19*I,4.5444802428302065*^-20+0.*I,0.-1.1761180157948957*^-20*I,-3.0141910056423*^-21+0.*I,0.+7.651134450095441*^-22*I,1.9239553144661836*^-22+0.*I,0.-4.7935156191597554*^-23*I,-1.1835223935054644*^-23+0.*I,0.+2.8962262952293906*^-24*I,7.025709722731184*^-25+0.*I,0.-1.6897220191140808*^-25*I,-4.0296848898141285*^-26+0.*I,0.+9.530571734298545*^-27*I,2.235723674515982*^-27+0.*I,0.-5.202665871895888*^-28*I,-1.2011517742281247*^-28+0.*I,0.+2.7516154544247617*^-29*I,6.255292027415109*^-30+0.*I,0.-1.4113279553695094*^-30*I,-3.1606601211578983*^-31+0.*I,0.+7.026591292085819*^-32*I,1.5508678524739438*^-32+0.*I,0.-3.398700807536693*^-33*I,-7.396098462029374*^-34+0.*I,0.+1.5984034013966336*^-34*I,3.4308778472303595*^-35+0.*I,0.-7.314747469539182*^-36*I,-1.5492005374280486*^-36+0.*I,0.+3.25962867772249*^-37*I,6.814245730095905*^-38+0.*I,0.-1.4154438649995182*^-38*I,-2.9216475475584033*^-39+0.*I,0.+5.993183087111372*^-40*I,1.2218424291967337*^-40+0.*I,0.-2.475901514473032*^-41*I,-4.9870511148254345*^-42+0.*I,0.+9.985678755380862*^-43*I,1.9877646953383323*^-43+0.*I,0.-3.934010869041912*^-44*I,-7.741377498078082*^-45+0.*I,0.+1.514751157659089*^-45*I,2.9473540667977187*^-46+0.*I,0.-5.7031960170357925*^-47*I,-1.0975534021107677*^-47+0.*I,0.+2.1007783191238964*^-48*I,3.999514462135381*^-49+0.*I,0.-7.5741086445461*^-50*I
0.+0.46747151386260516*I,0.1022177901672454+0.*I,0.+0.27556850802679406*I,0.2907310199514758+0.*I,0.-0.02952510125726691*I,0.22852124581068345+0.*I,0.-0.30020340976540355*I,-0.18227123577188437+0.*I,0.-0.022203035019152658*I,-0.20555937326163995+0.*I,0.+0.3102702254455953*I,0.33155574245472097+0.*I,0.-0.2945604419084072*I,-0.23072325209147376+0.*I,0.+0.16416277426820663*I,0.10803146219305032+0.*I,0.-0.06655220424010092*I,-0.038715155539417755+0.*I,0.+0.021406928898845892*I,0.011308790053379397+0.*I,0.-0.005731504003594909*I,-0.0027963993474373994+0.*I,0.+0.0013172196533667762*I,0.0006004993476658292+0.*I,0.-0.0002655120440148457*I,-0.00011407190089463191+0.*I,0.+0.000047698640026669124*I,0.000019440046206981736+0.*I,0.-7.732455834757057*^-6*I,-3.0052127621295422*^-6+0.*I,0.+1.1424347156215895*^-6*I,4.252118286228416*^-7+0.*I,0.-1.550888230539151*^-7*I,-5.547647798568608*^-8+0.*I,0.+1.947667516277236*^-8*I,6.715806687227661*^-9+0.*I,0.-2.2758156700632723*^-9*I,-7.583857689759318*^-10+0.*I,0.+2.486558496523136*^-10*I,8.025795803794504*^-11+0.*I,0.-2.5513482959846267*^-11*I,-7.991752443357678*^-12+0.*I,0.+2.467695685455418*^-12*I,7.514402571718688*^-13+0.*I,0.-2.2574428173682364*^-13*I,-6.692920584361935*^-14+0.*I,0.+1.9590255043090463*^-14*I,5.6628005896671026*^-15+0.*I,0.-1.6170498425793106*^-15*I,-4.562933780663562*^-16+0.*I,0.+1.2726680586107696*^-16*I,3.5095569773941735*^-17+0.*I,0.-9.571198623179212*^-18*I,-2.5820404399061325*^-18+0.*I,0.+6.891974335769362*^-19*I,1.8205604233774925*^-19+0.*I,0.-4.7603654305860243*^-20*I,-1.2323622319998385*^-20+0.*I,0.+3.159257004367569*^-21*I,8.021623683915574*^-22+0.*I,0.-2.0176669402551262*^-22*I,-5.0283174622063485*^-23+0.*I,0.+1.2418103231026045*^-23*I,3.0396103065972935*^-24+0.*I,0.-7.375285044022745*^-25*I,-1.7742049537850014*^-25+0.*I,0.+4.2321047285164636*^-26*I,1.001147558402815*^-26+0.*I,0.-2.349028255715428*^-27*I,-5.467443622140234*^-28+0.*I,0.+1.2625306613807151*^-28*I,2.8927771230858545*^-29+0.*I,0.-6.577420932995283*^-30*I,-1.484275532928834*^-30+0.*I,0.+3.324610248833285*^-31*I,7.392339490517679*^-32+0.*I,0.-1.6318651452237687*^-32*I,-3.5767842522938054*^-33+0.*I,0.+7.784863146685905*^-34*I,1.6826795017219154*^-34+0.*I,0.-3.612312110459565*^-35*I,-7.702695096277201*^-36+0.*I,0.+1.6315965741866622*^-36*I,3.433472143688677*^-37+0.*I,0.-7.17863667633527*^-38*I,-1.4913315399728596*^-38+0.*I,0.+3.078685891042516*^-39*I,6.316111556899948*^-40+0.*I,0.-1.287836909111438*^-40*I,-2.60994420543314*^-41+0.*I,0.+5.2576622621297826*^-42*I,1.0528737991016835*^-42+0.*I,0.-2.0961022140514264*^-43*I,-4.1488785804213753*^-44+0.*I,0.+8.165072885960143*^-45*I,1.597823343160478*^-45+0.*I,0.-3.109313109808177*^-46*I,-6.017196365664054*^-47+0.*I,0.+1.1580955036337266*^-47*I,2.2168733825921725*^-48+0.*I
0.4312023761620794+0.*I,0.+0.13944861279719475*I,0.32646720552590985+0.*I,0.-0.02952510125726691*I,0.2634966464313358+0.*I,0.-0.24380131555163598*I,0.002968326969709647+0.*I,0.-0.22900220102506372*I,-0.2782508490935986+0.*I,0.+0.15630633832623442*I,-0.038820236084028216+0.*I,0.+0.20869322607684845*I,0.30256464847842474+0.*I,0.-0.31820397776099074*I,-0.28021760134396684+0.*I,0.+0.21825008746900604*I,0.15467422420620044+0.*I,0.-0.10148947349211042*I,-0.06238119122872175+0.*I,0.+0.03622393101982748*I,0.02000040245463477+0.*I,0.-0.010553086922429431*I,-0.005343115633659527+0.*I,0.+0.002604672625421469*I,0.0012260049052153904+0.*I,0.-0.000558558565492803*I,-0.00024682952003007223+0.*I,0.+0.00010599292672833971*I,0.00004430100045014905+0.*I,0.-0.000018048223503276278*I,-7.17631606191017*^-6+0.*I,0.+2.788182207076132*^-6*I,1.059624532655155*^-6+0.*I,0.-3.942864372221318*^-7*I,-1.4377477490611247*^-7+0.*I,0.+5.141802643695796*^-8*I,1.8048175304436486*^-8+0.*I,0.-6.222077317289094*^-9*I,-2.1081382330549963*^-9+0.*I,0.+7.023965591785658*^-10*I,2.3026394803389757*^-10+0.*I,0.-7.431129439025908*^-11*I,-2.3620000041878893*^-11+0.*I,0.+7.397742191373104*^-12*I,2.284015647758397*^-12+0.*I,0.-6.954328874196644*^-13*I,-2.0889764976332863*^-13+0.*I,0.+6.19285632132074*^-14*I,1.8124926884646115*^-14+0.*I,0.-5.238782944380563*^-15*I,-1.4958479965670718*^-15+0.*I,0.+4.2206073974948653*^-16*I,1.1771026656044482*^-16+0.*I,0.-3.245797803213548*^-17*I,-8.851296839999011*^-18+0.*I,0.+2.3876813981260488*^-18*I,6.372810475232225*^-19+0.*I,0.-1.6833236967752436*^-19*I,-4.401281210100554*^-20+0.*I,0.+1.1393430769977343*^-20*I,2.9206490241742495*^-21+0.*I,0.-7.415422125468465*^-22*I,-1.865104213314629*^-22+0.*I,0.+4.6479039558413417*^-23*I,1.147813443944126*^-23+0.*I,0.-2.8094172601041592*^-24*I,-6.816479228990721*^-25+0.*I,0.+1.6397162331745135*^-25*I,3.911159421322702*^-26+0.*I,0.-9.25192230232164*^-27*I,-2.1707381382928768*^-27+0.*I,0.+5.05230234496854*^-28*I,1.1666303255127084*^-28+0.*I,0.-2.6729637671299754*^-29*I,-6.077443680055715*^-30+0.*I,0.+1.3714104752498862*^-30*I,3.07172051653183*^-31+0.*I,0.-6.829851598250484*^-32*I,-1.50765647394164*^-32+0.*I,0.+3.3044561064291814*^-33*I,7.191966691268398*^-34+0.*I,0.-1.5544896941020407*^-34*I,-3.337042745276804*^-35+0.*I,0.+7.115567752432198*^-36*I,1.5071978333279142*^-36+0.*I,0.-3.1716254557093362*^-37*I,-6.631037508671285*^-38+0.*I,0.+1.3775428028204925*^-38*I,2.8437270097352143*^-39+0.*I,0.-5.833969583594228*^-40*I,-1.1895078134365937*^-40+0.*I,0.+2.410626492437*^-41*I,4.856057904978743*^-42+0.*I,0.-9.72434039202166*^-43*I,-1.9359277183876938*^-43+0.*I,0.+3.8317788127334095*^-44*I,7.540896314130051*^-45+0.*I,0.-1.475655658508462*^-45*I,-2.871535870584697*^-46+0.*I,0.+5.556964830168441*^-47*I
0.-0.3557559175000934*I,0.3078891842644975+0.*I,0.-0.18115096505733183*I,0.22852124581068345+0.*I,0.-0.24380131555163598*I,0.06235266973580697+0.*I,0.-0.2695199259830039*I,-0.1854220563580721+0.*I,0.-0.06010146084160074*I,-0.24435489957663908+0.*I,0.+0.2530784948492709*I,0.11459895127653547+0.*I,0.+0.07368052721201143*I,0.22534225502630795+0.*I,0.-0.301268505756313*I,-0.3052877362180887+0.*I,0.+0.26280638387255173*I,0.20147307664914954+0.*I,0.-0.14109623494058063*I,-0.09171741278989272+0.*I,0.+0.05594688264118941*I,0.0322819895568895+0.*I,0.-0.017728098535672056*I,-0.00931076712049065+0.*I,0.+0.004695058077286356*I,0.002280601412844395+0.*I,0.-0.001070067156299827*I,-0.00048613237692543456+0.*I,0.+0.00021427528508067181*I,0.00009180056879568764+0.*I,0.-0.00003828824531252841*I,-0.000015568542322072637+0.*I,0.+6.179380507345881*^-6*I,2.3969256406241067*^-6+0.*I,0.-9.095543929488483*^-7*I,-3.379707630957513*^-7+0.*I,0.+1.2307871404847494*^-7*I,4.396292964488015*^-8+0.*I,0.-1.541380113763042*^-8*I,-5.3082097698583766*^-9+0.*I,0.+1.7967022699934053*^-9*I,5.980663778732888*^-10+0.*I,0.-1.9588732813410476*^-10*I,-6.316406044733404*^-11+0.*I,0.+2.006086294057305*^-11*I,6.278292301369553*^-12+0.*I,0.-1.937005063342471*^-12*I,-5.89374997121109*^-13+0.*I,0.+1.769249838356486*^-13*I,5.2417830543658404*^-14+0.*I,0.-1.533236325668279*^-14*I,-4.429141619665839*^-15+0.*I,0.+1.2639902077587202*^-15*I,3.5645797985437583*^-16+0.*I,0.-9.936519404330788*^-17*I,-2.7386516088365773*^-17+0.*I,0.+7.464932835913015*^-18*I,2.012828812340705*^-18+0.*I,0.-5.370073976352608*^-19*I,-1.4178902537264467*^-19+0.*I,0.+3.7058371951673485*^-20*I,9.58959214717835*^-21+0.*I,0.-2.4573624517291713*^-21*I,-6.2369960771577915*^-22+0.*I,0.+1.5681863473341696*^-22*I,3.906714209322027*^-23+0.*I,0.-9.644738194850049*^-24*I,-2.3599592012209077*^-24+0.*I,0.+5.724291371731779*^-25*I,1.376599885809993*^-25+0.*I,0.-3.2826594197757354*^-26*I,-7.763136779188382*^-27+0.*I,0.+1.820963162543264*^-27*I,4.2371600520633905*^-28+0.*I,0.-9.781688153650073*^-29*I,-2.2406380128448703*^-29+0.*I,0.+5.093315460666437*^-30*I,1.1490816889082839*^-30+0.*I,0.-2.5731886990207738*^-31*I,-5.720187631643524*^-32+0.*I,0.+1.2624463894715753*^-32*I,2.7664603231078527*^-33+0.*I,0.-6.019886634228875*^-34*I,-1.3009088446993787*^-34+0.*I,0.+2.792166197490579*^-35*I,5.952666499493985*^-36+0.*I,0.-1.2606562993587873*^-36*I,-2.652373308411608*^-37+0.*I,0.+5.544499638441092*^-38*I,1.1516376023574937*^-38+0.*I,0.-2.377005427467747*^-39*I,-4.87572927584546*^-40+0.*I,0.+9.939795162059386*^-41*I,2.0140779696497013*^-41+0.*I,0.-4.056653216912505*^-42*I,-8.12237913169191*^-43+0.*I,0.+1.6167865174532789*^-43*I,3.1996739214588285*^-44+0.*I,0.-6.296095088287434*^-45*I,-1.2319060402160076*^-45+0.*I
-0.26793688066137017+0.*I,0.-0.37712288831800556*I,0.041326404719920544+0.*I,0.-0.30020340976540355*I,0.002968326969709647+0.*I,0.-0.2695199259830039*I,-0.1406357408335002+0.*I,0.-0.15146452938323074*I,-0.2593722472040668+0.*I,0.+0.11042646371207468*I,-0.12485524033974246+0.*I,0.+0.25635992358849147*I,0.21755973758215483+0.*I,0.-0.061261283725328367*I,0.11731618833724769+0.*I,0.-0.2464204651173293*I,-0.30060066631886706+0.*I,0.+0.29063000425347807*I,0.2426952488749808+0.*I,0.-0.18200579834080047*I,-0.12531603330011726+0.*I,0.+0.08035391540118025*I,0.048463420690645555+0.*I,0.-0.0276972809749716*I,-0.015085460337862774+0.*I,0.+0.007866116628669*I,0.003941531411915405+0.*I,0.-0.001903825568913918*I,-0.0008887849437791475+0.*I,0.+0.00040194143508161267*I,0.00017643559435418903+0.*I,0.-0.00007530492355655644*I,-0.000031300019933902675+0.*I,0.+0.000012686691952071772*I,5.02079517317638*^-6+0.*I,0.-1.942240537182065*^-6*I,-7.351594223101258*^-7+0.*I,0.+2.7252799417881754*^-7*I,9.902873887769764*^-8+0.*I,0.-3.5299768476149814*^-8*I,-1.2352555854289571*^-8+0.*I,0.+4.246263128515438*^-9*I,1.43480274133869*^-9+0.*I,0.-4.768308416481668*^-10*I,-1.559402841952274*^-10+0.*I,0.+5.021045208338963*^-11*I,1.5924952602135584*^-11+0.*I,0.-4.9774210902462895*^-12*I,-1.5337535193860799*^-12+0.*I,0.+4.661268677251364*^-13*I,1.3976970316425518*^-13+0.*I,0.-4.1365336854233933*^-14*I,-1.2087068097611523*^-14+0.*I,0.+3.4882300736828266*^-15*I,9.945372360014133*^-16+0.*I,0.-2.802169633477787*^-16*I,-7.804498894785411*^-17+0.*I,0.+2.149251012849496*^-17*I,5.8536930184666085*^-18+0.*I,0.-1.5771675187406167*^-18*I,-4.2046582628801763*^-19+0.*I,0.+1.1093901733087017*^-19*I,2.8975468095219056*^-20+0.*I,0.-7.493026273516768*^-21*I,-1.9188867376934322*^-21+0.*I,0.+4.867299734334045*^-22*I,1.2230713605168613*^-22+0.*I,0.-3.0452001214371775*^-23*I,-7.513682639023991*^-24+0.*I,0.+1.8375232961880087*^-24*I,4.4547508926338825*^-25+0.*I,0.-1.0707542024564545*^-25*I,-2.5520839774122273*^-26+0.*I,0.+6.032535053332096*^-27*I,1.4143711118045388*^-27+0.*I,0.-3.2895957942112022*^-28*I,-7.590887064486027*^-29+0.*I,0.+1.7380682366874685*^-29*I,3.949273740257239*^-30+0.*I,0.-8.906232410449515*^-31*I,-1.993636293879104*^-31+0.*I,0.+4.430168798979843*^-32*I,9.77378980567669*^-33+0.*I,0.-2.1410101361308657*^-33*I,-4.657263731578672*^-34+0.*I,0.+1.0061007851241306*^-34*I,2.1586970790768513*^-35+0.*I,0.-4.600673187869536*^-36*I,-9.740233504379003*^-37+0.*I,0.+2.048676925504948*^-37*I,4.281249551122065*^-38+0.*I,0.-8.889891555645159*^-39*I,-1.8343669637388932*^-39+0.*I,0.+3.761611376168364*^-40*I,7.666424215372939*^-41+0.*I,0.-1.55301426055051*^-41*I,-3.1271836890611706*^-42+0.*I,0.+6.259759037817072*^-43*I,1.2457139016215352*^-43+0.*I,0.-2.4647051498541855*^-44*I
0.+0.1868269252917793*I,-0.36423072469511475+0.*I,0.-0.23039672258964117*I,-0.18227123577188437+0.*I,0.-0.22900220102506372*I,-0.1854220563580721+0.*I,0.-0.15146452938323074*I,-0.24624886973753887+0.*I,0.+0.018932588047895015*I,-0.2171023619565379+0.*I,0.+0.21904388271088385*I,0.022240222313811446+0.*I,0.+0.1839539596949308*I,0.2537677017861685+0.*I,0.-0.16843872506112817*I,-0.00009065218641995156+0.*I,0.-0.16295000773099635*I,-0.26580192653567936+0.*I,0.+0.29681836527324945*I,0.2729336595271321+0.*I,0.-0.22026563411286812*I,-0.16102458939417325+0.*I,0.+0.10865971124016857*I,0.06853466074117602+0.*I,0.-0.04076661487798454*I,-0.02302395755032112+0.*I,0.+0.012411609787198515*I,0.006413515259213105+0.*I,0.-0.0031879195134168503*I,-0.001528768174595935+0.*I,0.+0.0007090728801663016*I,0.0003187854977179683+0.*I,0.-0.00013918383325072254*I,-0.00005911370215952815+0.*I,0.+0.00002445920914286719*I,9.872554572147349*^-6+0.*I,0.-3.891975846784122*^-6*I,-1.5001533862305657*^-6+0.*I,0.+5.659202894700329*^-7*I,2.091323762354299*^-7+0.*I,0.-7.57694009669767*^-8*I,-2.6934248288927056*^-8+0.*I,0.+9.400719273769331*^-9*I,3.2236437448162727*^-9+0.*I,0.-1.086744205433905*^-9*I,-3.6037005925962556*^-10+0.*I,0.+1.1760933371516916*^-10*I,3.779398542579114*^-11+0.*I,0.-1.1964492884337103*^-11*I,-3.732909621375327*^-12+0.*I,0.+1.1483178906022123*^-12*I,3.4842404769708324*^-13+0.*I,0.-1.0431483781137615*^-13*I,-3.082678161735249*^-14+0.*I,0.+8.9949500024044*^-15*I,2.5923575234621486*^-15+0.*I,0.-7.381540800132757*^-16*I,-2.0772048696726947*^-16+0.*I,0.+5.778435051956476*^-17*I,1.5894716007441415*^-17+0.*I,0.-4.324291439827633*^-18*I,-1.163858301528676*^-18+0.*I,0.+3.099610777580023*^-19*I,8.17016698020873*^-20+0.*I,0.-2.131878120587703*^-20*I,-5.507934967858028*^-21+0.*I,0.+1.4092697586497962*^-21*I,3.5715690007949083*^-22+0.*I,0.-8.967289498585274*^-23*I,-2.2308755925343365*^-23+0.*I,0.+5.5001381703421*^-24*I,1.3440809893971893*^-24+0.*I,0.-3.2561015615700904*^-25*I,-7.82088465400938*^-26+0.*I,0.+1.8627811476277514*^-26*I,4.4002393911732884*^-27+0.*I,0.-1.030997989185452*^-27*I,-2.396420466599585*^-28+0.*I,0.+5.526456593249044*^-29*I,1.2646262545453327*^-29+0.*I,0.-2.8718438911490956*^-30*I,-6.472806580743257*^-31+0.*I,0.+1.4481250744684235*^-31*I,3.2162382781838987*^-32+0.*I,0.-7.09193516390484*^-33*I,-1.5527448286722755*^-33+0.*I,0.+3.3759606322122283*^-34*I,7.289513777864623*^-35+0.*I,0.-1.5633077033064397*^-35*I,-3.330234449442059*^-36+0.*I,0.+7.047389013588448*^-37*I,1.4816390762500899*^-37+0.*I,0.-3.094952711627049*^-38*I,-6.42389990436973*^-39+0.*I,0.+1.324986649198249*^-39*I,2.7159776877905744*^-40+0.*I,0.-5.533195126379869*^-41*I,-1.1204518424705127*^-41+0.*I,0.+2.2553262732155522*^-42*I,4.512896186901243*^-43+0.*I
