0.5744175525958134+0.*I,0.6048585208917912+0.*I,0.450365284201169+0.*I,0.273798068202961+0.*I,0.14415392932186644+0.*I,0.06788402480621135+0.*I,0.029182201987539454+0.*I,0.011614356166183322+0.*I,0.004323906033335458+0.*I,0.00151768308377736+0.*I,0.0005053673663668157+0.*I,0.0001604489770564695+0.*I,0.00004877220947560828+0.*I,0.000014243832406800075+0.*I,4.008565073186638*^-6+0.*I,1.0898567277041228*^-6+0.*I,2.869032837367579*^-7+0.*I,7.327185037016623*^-8+0.*I,1.8185573747754218*^-8+0.*I,4.393152788913131*^-9+0.*I,1.0343973775219782*^-9+0.*I,2.376861435569496*^-10+0.*I,5.336034449660854*^-11+0.*I,1.1716038970415088*^-11+0.*I,2.518264177061982*^-12+0.*I,5.30343663235613*^-13+0.*I,1.0952085131660791*^-13+0.*I,2.2194278415293704*^-14+0.*I,4.416600475809232*^-15+0.*I,8.63605136622981*^-16+0.*I,1.660277530153199*^-16+0.*I,3.1399732208612464*^-17+0.*I,5.8448996052508896*^-18+0.*I,1.071386542136032*^-18+0.*I,1.9347855231216045*^-19+0.*I,3.4436968062347364*^-20+0.*I,6.043656300792593*^-21+0.*I,1.0462247678699399*^-21+0.*I,1.7871429804869259*^-22+0.*I,3.013374417836505*^-23+0.*I,5.0170589291570635*^-24+0.*I,8.250559007046884*^-25+0.*I,1.3405555972591382*^-25+0.*I,2.1526662573153285*^-26+0.*I,3.4172477480423716*^-27+0.*I,5.3640931373000555*^-28+0.*I,8.328053279552471*^-29+0.*I,1.2791476191768782*^-29+0.*I,1.9441337918522313*^-30+0.*I,2.924517401375727*^-31+0.*I,4.3550716907482775*^-32+0.*I,6.421497551808626*^-33+0.*I,9.376931649403913*^-34+0.*I,1.3562786221458161*^-34+0.*I,1.943471325584445*^-35+0.*I,2.7594523139996853*^-36+0.*I,3.882889046680469*^-37+0.*I,5.415563516129474*^-38+0.*I,7.487826241941651*^-39+0.*I,1.0264926709373632*^-39+0.*I,1.3954244510626184*^-40+0.*I,1.8813409641949999*^-41+0.*I,2.5159254483775296*^-42+0.*I,3.3377483825584355*^-43+0.*I,4.3932883419472495*^-44+0.*I,5.737981325824612*^-45+0.*I,7.437265125219643*^-46+0.*I,9.567576933171282*^-47+0.*I,1.2217254126927278*^-47+0.*I,1.5487280459231355*^-48+0.*I,1.94918133455258*^-49+0.*I,2.435842313383928*^-50+0.*I,3.0227972819135823*^-51+0.*I,3.725406721681177*^-52+0.*I,4.560200467824278*^-53+0.*I,5.544717244017466*^-54+0.*I,6.697283891661116*^-55+0.*I,8.036731273311983*^-56+0.*I,9.582045890003229*^-57+0.*I,1.1351958679377189*^-57+0.*I,1.3364475186612451*^-58+0.*I,1.5636354226873558*^-59+0.*I,1.8182545166679355*^-60+0.*I,2.1015596903133568*^-61+0.*I,2.4145054362084244*^-62+0.*I,2.757686071146411*^-63+0.*I,3.131278533957003*^-64+0.*I,3.534989883831779*^-65+0.*I,3.968011663837196*^-66+0.*I,4.428983247741937*^-67+0.*I,4.915966149365195*^-68+0.*I,5.426431041636421*^-69+0.*I,5.957258911449037*^-70+0.*I,6.504757374929765*^-71+0.*I,7.064692709273714*^-72+0.*I,7.6323376391654*^-73+0.*I,8.202534368691598*^-74+0.*I,8.769771796515609*^-75+0.*I,9.328275317044147*^-76+0.*I,9.872107117382956*^-77+0.*I
-0.6048585208917912+0.*I,-0.0624951403434934+0.*I,0.3811669584203638+0.*I,0.4917476955578888+0.*I,0.3958028423529516+0.*I,0.25085648074708883+0.*I,0.13555252440780277+0.*I,0.06497899605874455+0.*I,0.028297310765564014+0.*I,0.011373606167166447+0.*I,0.004267186256151947+0.*I,0.001507162045910509+0.*I,0.0005044546924666829+0.*I,0.00016085202496552385+0.*I,0.00004907454378472335+0.*I,0.000014377492635693525+0.*I,4.057319332355842*^-6+0.*I,1.1057776880823744*^-6+0.*I,2.9171682455057876*^-7+0.*I,7.464311249299348*^-8+0.*I,1.855756179861316*^-8+0.*I,4.489922080381763*^-9+0.*I,1.0586586846084987*^-9+0.*I,2.4357029768899743*^-10+0.*I,5.4744916251981546*^-11+0.*I,1.2032871927301243*^-11+0.*I,2.5889078341908148*^-12+0.*I,5.457165839070414*^-13+0.*I,1.1279042644178915*^-13+0.*I,2.2874749994517673*^-14+0.*I,4.5553338310638514*^-15+0.*I,8.913396613096216*^-16+0.*I,1.7146906146725318*^-16+0.*I,3.244822781387274*^-17+0.*I,6.0434715374349785*^-18+0.*I,1.1083726139925915*^-18+0.*I,2.0025787155781506*^-19+0.*I,3.5660457171039776*^-20+0.*I,6.261177437232296*^-21+0.*I,1.0843397668564143*^-21+0.*I,1.8529959662990556*^-22+0.*I,3.1256072308151016*^-23+0.*I,5.205813587701598*^-24+0.*I,8.563936345516914*^-25+0.*I,1.3919338241967805*^-25+0.*I,2.2358758727152737*^-26+0.*I,3.5504110291386286*^-27+0.*I,5.574732137666896*^-28+0.*I,8.657478449084273*^-29+0.*I,1.3300986470457332*^-29+0.*I,2.022087421040554*^-30+0.*I,3.0425252623282968*^-31+0.*I,4.5318691635654044*^-32+0.*I,6.683693890870985*^-33+0.*I,9.761925259143747*^-34+0.*I,1.412260029484237*^-34+0.*I,2.024098418905018*^-35+0.*I,2.8744913575816526*^-36+0.*I,4.0455238997777405*^-37+0.*I,5.64341935670985*^-38+0.*I,7.804240612529943*^-39+0.*I,1.0700509198754585*^-39+0.*I,1.4548768000997742*^-40+0.*I,1.9618076093401024*^-41+0.*I,2.6239376216430126*^-42+0.*I,3.4815616700347297*^-43+0.*I,4.583244073238219*^-44+0.*I,5.986917812345886*^-45+0.*I,7.760979041903271*^-46+0.*I,9.985333256298177*^-47+0.*I,1.2752340758397228*^-47+0.*I,1.6167601005276674*^-48+0.*I,2.035050852251007*^-49+0.*I,2.543450802093356*^-50+0.*I,3.1566973772916755*^-51+0.*I,3.8908638841255925*^-52+0.*I,4.763250396721513*^-53+0.*I,5.792216426247424*^-54+0.*I,6.996950459523485*^-55+0.*I,8.397173178595297*^-56+0.*I,1.0012773325900327*^-56+0.*I,1.1863377718675739*^-57+0.*I,1.3967859768355669*^-58+0.*I,1.6343793925537146*^-59+0.*I,1.900686662333553*^-60+0.*I,2.1970257386228502*^-61+0.*I,2.524400664820097*^-62+0.*I,2.883438931815211*^-63+0.*I,3.274331507994848*^-64+0.*I,3.6967777670452035*^-65+0.*I,4.1499375815342964*^-66+0.*I,4.632392802557908*^-67+0.*I,5.142120201303682*^-68+0.*I,5.676477706391714*^-69+0.*I,6.232205435426447*^-70+0.*I,6.805442599452381*^-71+0.*I,7.391760868859337*^-72+0.*I,7.986214246890467*^-73+0.*I,8.58340492388885*^-74+0.*I,9.177564005813908*^-75+0.*I
0.450365284201169+0.*I,-0.3811669584203638+0.*I,-0.34630426202699705+0.*I,0.10068700048999799+0.*I,0.4007295587943714+0.*I,0.439036638008116+0.*I,0.3335665326830481+0.*I,0.2052135205962513+0.*I,0.1088883932528285+0.*I,0.05155910645384263+0.*I,0.022254896924470177+0.*I,0.008885236797793612+0.*I,0.003316171325173496+0.*I,0.0011663450322321378+0.*I,0.0003890345543013383+0.*I,0.00012369098618012875+0.*I,0.00003764469316130834+0.*I,0.000011005677473111475+0.*I,3.1001266828254486*^-6+0.*I,8.435539041054963*^-7+0.*I,2.222246661426102*^-7+0.*I,5.679026885175112*^-8+0.*I,1.4103131273490917*^-8+0.*I,3.408728807053636*^-9+0.*I,8.029903166157422*^-10+0.*I,1.8459307724333704*^-10+0.*I,4.1457488899502664*^-11+0.*I,9.105925369809786*^-12+0.*I,1.957903042501259*^-12+0.*I,4.12461077131401*^-13+0.*I,8.520171737166193*^-14+0.*I,1.7270693944977703*^-14+0.*I,3.437686288923562*^-15+0.*I,6.723503334783857*^-16+0.*I,1.2928762533389355*^-16+0.*I,2.445638370419457*^-17+0.*I,4.553318833088822*^-18+0.*I,8.347896271245187*^-19+0.*I,1.507783844217056*^-19+0.*I,2.684123371995704*^-20+0.*I,4.711344568856945*^-21+0.*I,8.157069745154299*^-22+0.*I,1.3935717495005195*^-22+0.*I,2.3500711400023708*^-23+0.*I,3.913201654321378*^-24+0.*I,6.43604311032504*^-25+0.*I,1.045852764858767*^-25+0.*I,1.679617287787271*^-26+0.*I,2.66658802407543*^-27+0.*I,4.186196778560869*^-28+0.*I,6.499932741393942*^-29+0.*I,9.984500738783025*^-30+0.*I,1.5176461973786927*^-30+0.*I,2.2831570199960167*^-31+0.*I,3.4002639213791974*^-32+0.*I,5.014042800015561*^-33+0.*I,7.322267420521199*^-34+0.*I,1.059169985660215*^-34+0.*I,1.5178388261514264*^-35+0.*I,2.1552621584111713*^-36+0.*I,3.0329193036392434*^-37+0.*I,4.230358948473892*^-38+0.*I,5.849464227047853*^-39+0.*I,8.019403606570281*^-40+0.*I,1.0902286682703262*^-40+0.*I,1.469951600442748*^-41+0.*I,1.9658790141172744*^-42+0.*I,2.6081669282768773*^-43+0.*I,3.433156313533225*^-44+0.*I,4.484194275961866*^-45+0.*I,5.812451499308056*^-46+0.*I,7.477703263239423*^-47+0.*I,9.549034878755853*^-48+0.*I,1.2105426358270516*^-48+0.*I,1.5236166005936721*^-49+0.*I,1.9041038849577315*^-50+0.*I,2.3630233928121874*^-51+0.*I,2.9123914869760973*^-52+0.*I,3.5651401367024034*^-53+0.*I,4.3349915409081197*^-54+0.*I,5.2362855678565374*^-55+0.*I,6.283757641288189*^-56+0.*I,7.492266313672773*^-57+0.*I,8.876471665860868*^-58+0.*I,1.0450467804333711*^-58+0.*I,1.2227375017440201*^-59+0.*I,1.4218899506683743*^-60+0.*I,1.643487091961458*^-61+0.*I,1.8882770057985817*^-62+0.*I,2.156726099517314*^-63+0.*I,2.4489743289523788*^-64+0.*I,2.764794091414156*^-65+0.*I,3.1035544844782325*^-66+0.*I,3.4641925885970854*^-67+0.*I,3.845193323116849*^-68+0.*I,4.2445792439889793*^-69+0.*I,4.659911400417809*^-70+0.*I,5.088302053721876*^-71+0.*I,5.526439695222136*^-72+0.*I,5.970626394584431*^-73+0.*I
-0.273798068202961+0.*I,0.4917476955578888+0.*I,-0.10068700048999799+0.*I,-0.407516587209233+0.*I,-0.1273588612838556+0.*I,0.2504287802073071+0.*I,0.4181009099779573+0.*I,0.3847724216347951+0.*I,0.26891394137258595+0.*I,0.15725504314846644+0.*I,0.08060382868217901+0.*I,0.037213133198664775+0.*I,0.015754418329975317+0.*I,0.00619408553472199+0.*I,0.0022830809834989423+0.*I,0.0007947101876725127+0.*I,0.00026276613137169325+0.*I,0.00008292142916598918+0.*I,0.00002507358243487026+0.*I,7.2889786199815135*^-6+0.*I,2.042946072307905*^-6+0.*I,5.534257477944755*^-7+0.*I,1.4521482356646603*^-7+0.*I,3.697747698226922*^-8+0.*I,9.153165741532241*^-9+0.*I,2.20581063336824*^-9+0.*I,5.182233635497691*^-10+0.*I,1.1883654982632543*^-10+0.*I,2.6628760913715874*^-11+0.*I,5.836613609909448*^-12+0.*I,1.2525183507978743*^-12+0.*I,2.633855415707825*^-13+0.*I,5.431592034389835*^-14+0.*I,1.0992762430866373*^-14+0.*I,2.184868525028607*^-15+0.*I,4.267331338071883*^-16+0.*I,8.195122333494084*^-17+0.*I,1.5483222655548407*^-17+0.*I,2.879372843093574*^-18+0.*I,5.273211579993313*^-19+0.*I,9.51460816918882*^-20+0.*I,1.6921206651514956*^-20+0.*I,2.967374298232767*^-21+0.*I,5.133105703540166*^-22+0.*I,8.762185472642097*^-23+0.*I,1.4764487749295376*^-23+0.*I,2.456630646722694*^-24+0.*I,4.0374927296361056*^-25+0.*I,6.556354824113487*^-26+0.*I,1.0522388761620044*^-26+0.*I,1.669491554693378*^-27+0.*I,2.619290486925806*^-28+0.*I,4.064614348948008*^-29+0.*I,6.240126366580549*^-30+0.*I,9.479896960295752*^-31+0.*I,1.4254233244662366*^-31+0.*I,2.121798602631251*^-32+0.*I,3.1273104873433555*^-33+0.*I,4.564860721122111*^-34+0.*I,6.600148954414042*^-35+0.*I,9.454240076429787*^-36+0.*I,1.341900736291375*^-36+0.*I,1.887585177302681*^-37+0.*I,2.631807563535439*^-38+0.*I,3.637723777553818*^-39+0.*I,4.985373059544559*^-40+0.*I,6.775169195754345*^-41+0.*I,9.131819128180695*^-42+0.*I,1.220864070885366*^-42+0.*I,1.6192224181714442*^-43+0.*I,2.130735017386794*^-44+0.*I,2.7822041151759387*^-45+0.*I,3.605258450415379*^-46+0.*I,4.636832515849927*^-47+0.*I,5.91959858733029*^-48+0.*I,7.50232364414389*^-49+0.*I,9.440120169180426*^-50+0.*I,1.1794557531934397*^-50+0.*I,1.463359952112686*^-51+0.*I,1.803133389651763*^-52+0.*I,2.2067461828787017*^-53+0.*I,2.6826518995315254*^-54+0.*I,3.23968060248583*^-55+0.*I,3.8869013965175893*^-56+0.*I,4.633454040033836*^-57+0.*I,5.488350355983386*^-58+0.*I,6.460247490035497*^-59+0.*I,7.557196473895198*^-60+0.*I,8.786370999412802*^-61+0.*I,1.0153782727896548*^-61+0.*I,1.1663990775432265*^-62+0.*I,1.331981415314471*^-63+0.*I,1.5122056827019096*^-64+0.*I,1.706925562701688*^-65+0.*I,1.9157461422402927*^-66+0.*I,2.1380063746829435*^-67+0.*I,2.37276683786683*^-68+0.*I,2.618803625630718*^-69+0.*I,2.874609055428519*^-70+0.*I,3.1383996806842557*^-71+0.*I
0.14415392932186644+0.*I,-0.3958028423529516+0.*I,0.4007295587943714+0.*I,0.1273588612838556+0.*I,-0.34046249727892375+0.*I,-0.2742415991963525+0.*I,0.08658238586268457+0.*I,0.3505138944018202+0.*I,0.4025679271145857+0.*I,0.32057656466148526+0.*I,0.2062043609970556+0.*I,0.11407371599675509+0.*I,0.056160379519792296+0.*I,0.025140512566152778+0.*I,0.010386037093667484+0.*I,0.004002754587074882+0.*I,0.0014510747304011151+0.*I,0.0004980483530127712+0.*I,0.00016270174246606618+0.*I,0.00005080897881143824+0.*I,0.000015223046196645394+0.*I,4.389600375537146*^-6+0.*I,1.221443219747323*^-6+0.*I,3.287443743998172*^-7+0.*I,8.575683401183138*^-8+0.*I,2.1721561126516074*^-8+0.*I,5.350892556838564*^-9+0.*I,1.283816676601885*^-9+0.*I,3.003919881758836*^-10+0.*I,6.862717206383365*^-11+0.*I,1.5324777203614004*^-11+0.*I,3.348191755972619*^-12+0.*I,7.163696274799027*^-13+0.*I,1.5022294439598118*^-13+0.*I,3.089880719800885*^-14+0.*I,6.238254434393892*^-15+0.*I,1.2370523078938357*^-15+0.*I,2.410930411939782*^-16+0.*I,4.620651539761601*^-17+0.*I,8.713205682564618*^-18+0.*I,1.6174417675395507*^-18+0.*I,2.9570712216004035*^-19+0.*I,5.326866190554259*^-20+0.*I,9.458930667144492*^-21+0.*I,1.6563258974397861*^-21+0.*I,2.8611917306130707*^-22+0.*I,4.877540469976354*^-23+0.*I,8.208332716387631*^-24+0.*I,1.3641094808885628*^-24+0.*I,2.2393241012223103*^-25+0.*I,3.6323279529585903*^-26+0.*I,5.8233723017324566*^-27+0.*I,9.22998532919629*^-28+0.*I,1.4466878623242272*^-28+0.*I,2.2428574327150642*^-29+0.*I,3.440191729031051*^-30+0.*I,5.221733598832844*^-31+0.*I,7.844962041012885*^-32+0.*I,1.1668104891038255*^-32+0.*I,1.7184184232969387*^-33+0.*I,2.506450384504356*^-34+0.*I,3.621348070215759*^-35+0.*I,5.183687641794049*^-36+0.*I,7.35255749253632*^-37+0.*I,1.0335705098480928*^-37+0.*I,1.4401654836439038*^-38+0.*I,1.9893970305192998*^-39+0.*I,2.724778721447954*^-40+0.*I,3.70086732464438*^-41+0.*I,4.985377697647133*^-42+0.*I,6.66151074454613*^-43+0.*I,8.830463910821178*^-44+0.*I,1.1614076513793628*^-44+0.*I,1.5157542895850398*^-45+0.*I,1.9632105518725976*^-46+0.*I,2.5237618509207342*^-47+0.*I,3.220485087789914*^-48+0.*I,4.079737894084404*^-49+0.*I,5.131290083598178*^-50+0.*I,6.408379401765081*^-51+0.*I,7.947673084366036*^-52+0.*I,9.789116938802768*^-53+0.*I,1.1975654778857757*^-53+0.*I,1.4552803184578615*^-54+0.*I,1.7568069788450147*^-55+0.*I,2.107020762079911*^-56+0.*I,2.5108303433237304*^-57+0.*I,2.9730704243814084*^-58+0.*I,3.498379342643479*^-59+0.*I,4.0910635247903237*^-60+0.*I,4.754951452595385*^-61+0.*I,5.4932405679161384*^-62+0.*I,6.308341247048863*^-63+0.*I,7.201722580311954*^-64+0.*I,8.173765161308766*^-65+0.*I,9.223626385464787*^-66+0.*I,1.0349123848635638*^-66+0.*I,1.154664230137977*^-67+0.*I,1.2811069240379208*^-68+0.*I,1.4135763604329946*^-69+0.*I
-0.06788402480621135+0.*I,0.25085648074708883+0.*I,-0.439036638008116+0.*I,0.2504287802073071+0.*I,0.2742415991963525+0.*I,-0.21131843849178447+0.*I,-0.34118943057939655+0.*I,-0.06261604827390185+0.*I,0.2537942499949325+0.*I,0.3891377329249754+0.*I,0.35625931759678425+0.*I,0.2521316463682282+0.*I,0.15027556260435568+0.*I,0.07871688537105782+0.*I,0.03717719921720848+0.*I,0.01610419294625875+0.*I,0.006477014469434973+0.*I,0.002441111927237559+0.*I,0.0008683618686861257+0.*I,0.0002932374529508015+0.*I,0.0000944492203536212+0.*I,0.000029130839101200592+0.*I,8.63250938176038*^-6+0.*I,2.4648937045093755*^-6+0.*I,6.798587911134658*^-7+0.*I,1.8152913500299558*^-7+0.*I,4.7012973085017657*^-8+0.*I,1.182978411013682*^-8+0.*I,2.8966061254677396*^-9+0.*I,6.911222486116462*^-10+0.*I,1.6088491027742226*^-10+0.*I,3.6581678963882766*^-11+0.*I,8.132981497673756*^-12+0.*I,1.7696448897953152*^-12+0.*I,3.7718284813815734*^-13+0.*I,7.881288171003241*^-14+0.*I,1.6156448596047238*^-14+0.*I,3.251612139882643*^-15+0.*I,6.428883769449771*^-16+0.*I,1.2494460873377998*^-16+0.*I,2.388299220619589*^-17+0.*I,4.492395899226084*^-18+0.*I,8.319557331672572*^-19+0.*I,1.5176004361586986*^-19+0.*I,2.7279736771497*^-20+0.*I,4.8342403241948835*^-21+0.*I,8.448734262800777*^-22+0.*I,1.4567714475950917*^-22+0.*I,2.4790211220886345*^-23+0.*I,4.164885354448429*^-24+0.*I,6.910313368828364*^-25+0.*I,1.1326494749762646*^-25+0.*I,1.8345158956907182*^-26+0.*I,2.9369390277199593*^-27+0.*I,4.648682281071728*^-28+0.*I,7.276713305522312*^-29+0.*I,1.126718515253368*^-29+0.*I,1.7261171994836412*^-30+0.*I,2.6169511166562754*^-31+0.*I,3.927203019440597*^-32+0.*I,5.834743914768358*^-33+0.*I,8.584120669873444*^-34+0.*I,1.250797562758727*^-34+0.*I,1.805402397104606*^-35+0.*I,2.581858711981506*^-36+0.*I,3.658772139799851*^-37+0.*I,5.138697661056753*^-38+0.*I,7.154075349954454*^-39+0.*I,9.874208601898798*^-40+0.*I,1.351334378434473*^-40+0.*I,1.8339875784710248*^-41+0.*I,2.4686657478982265*^-42+0.*I,3.2962332015987216*^-43+0.*I,4.3663534960261197*^-44+0.*I,5.738772954411067*^-45+0.*I,7.484634431399341*^-46+0.*I,9.687778118761857*^-47+0.*I,1.2445975740023843*^-47+0.*I,1.587203421979481*^-48+0.*I,2.0094695466957187*^-49+0.*I,2.5259250988488093*^-50+0.*I,3.152778441605056*^-51+0.*I,3.907895245869962*^-52+0.*I,4.810721603614348*^-53+0.*I,5.88214390527034*^-54+0.*I,7.144278295067386*^-55+0.*I,8.620184113612092*^-56+0.*I,1.033349786481409*^-56+0.*I,1.2307986879231381*^-57+0.*I,1.4567024930315147*^-58+0.*I,1.7132995502513534*^-59+0.*I,2.0026632086909614*^-60+0.*I,2.326630863830367*^-61+0.*I,2.6867296991346544*^-62+0.*I,3.084101141128394*^-63+0.*I,3.519426335015317*^-64+0.*I,3.9928551700508885*^-65+0.*I,4.5039415211666227*^-66+0.*I,5.0515874112539505*^-67+0.*I,5.633998726435564*^-68+0.*I
0.029182201987539454+0.*I,-0.13555252440780277+0.*I,0.3335665326830481+0.*I,-0.4181009099779573+0.*I,0.08658238586268457+0.*I,0.34118943057939655+0.*I,-0.06464683338874543+0.*I,-0.34160911740568944+0.*I,-0.181404669636613+0.*I,0.14354943119646102+0.*I,0.34922475660322605+0.*I,0.37399023674905335+0.*I,0.29196705367592074+0.*I,0.18736057204886164+0.*I,0.10426017509899227+0.*I,0.05185939123744134+0.*I,0.023513677235180316+0.*I,0.009853046923519343+0.*I,0.003854835703830944+0.*I,0.0014192034151168445+0.*I,0.000494773758961822+0.*I,0.00016417545309899086+0.*I,0.000052070339275044915+0.*I,0.0000158418875728298+0.*I,4.637527534594487*^-6+0.*I,1.309719620228308*^-6+0.*I,3.576729408157593*^-7+0.*I,9.464415073740433*^-8+0.*I,2.431005212749266*^-8+0.*I,6.071041320928084*^-9+0.*I,1.4762346081817187*^-9+0.*I,3.499704238024715*^-10+0.*I,8.098553665610196*^-11+0.*I,1.8312791682870885*^-11+0.*I,4.050452870755091*^-12+0.*I,8.771027917679289*^-13+0.*I,1.8610595948316335*^-13+0.*I,3.872313029193539*^-14+0.*I,7.906677520229292*^-15+0.*I,1.585338601004951*^-15+0.*I,3.1233869537282415*^-16+0.*I,6.050047710626436*^-17+0.*I,1.1528118545222044*^-17+0.*I,2.1619588733744146*^-18+0.*I,3.9924104026605163*^-19+0.*I,7.263047725016652*^-20+0.*I,1.3022208451084196*^-20+0.*I,2.3020154204453605*^-21+0.*I,4.013802923011724*^-22+0.*I,6.905351520361571*^-23+0.*I,1.1725925638493223*^-23+0.*I,1.9659945432271838*^-24+0.*I,3.255567012612137*^-25+0.*I,5.326096706374637*^-26+0.*I,8.610978040484571*^-27+0.*I,1.3761770872371898*^-27+0.*I,2.174636899162529*^-28+0.*I,3.398576817442376*^-29+0.*I,5.254218137178291*^-30+0.*I,8.037449711290506*^-31+0.*I,1.216808053529271*^-31+0.*I,1.8235187030145543*^-32+0.*I,2.7056390414772164*^-33+0.*I,3.9754361187790815*^-34+0.*I,5.785429768567588*^-35+0.*I,8.340652894587082*^-36+0.*I,1.1913870400360497*^-36+0.*I,1.6864219607041947*^-37+0.*I,2.3659730800422875*^-38+0.*I,3.290415457979134*^-39+0.*I,4.536845569350252*^-40+0.*I,6.202722390970045*^-41+0.*I,8.410009476014964*^-42+0.*I,1.1309806167562649*^-42+0.*I,1.5087429322579251*^-43+0.*I,1.9967874496820958*^-44+0.*I,2.6221547862277426*^-45+0.*I,3.417011801637177*^-46+0.*I,4.419229161365526*^-47+0.*I,5.672927024171723*^-48+0.*I,7.228960051869593*^-49+0.*I,9.145308781653996*^-50+0.*I,1.1487340948716844*^-50+0.*I,1.4327903939361022*^-51+0.*I,1.7747208537874363*^-52+0.*I,2.1832464832575837*^-53+0.*I,2.6677233854362034*^-54+0.*I,3.2380463454425137*^-55+0.*I,3.9045184213169056*^-56+0.*I,4.677685082102706*^-57+0.*I,5.5681326261262696*^-58+0.*I,6.586251998649281*^-59+0.*I,7.741970669722945*^-60+0.*I,9.04445687410741*^-61+0.*I,1.0501802186747802*^-61+0.*I,1.2120690030607473*^-62+0.*I,1.3906059203268288*^-63+0.*I,1.5860772777091222*^-64+0.*I,1.7985303690174021*^-65+0.*I,2.0277448925117985*^-66+0.*I
-0.011614356166183322+0.*I,0.06497899605874455+0.*I,-0.2052135205962513+0.*I,0.3847724216347951+0.*I,-0.3505138944018202+0.*I,-0.06261604827390185+0.*I,0.34160911740568944+0.*I,0.07131171973412465+0.*I,-0.29299744535263306+0.*I,-0.26282544653999673+0.*I,0.03258485130986054+0.*I,0.2889303395082657+0.*I,0.37346687827529107+0.*I,0.3233155467757238+0.*I,0.22347288479649316+0.*I,0.13198151574854589+0.*I,0.06904571548078034+0.*I,0.032721960810449424+0.*I,0.014265821899254853+0.*I,0.005786041125290491+0.*I,0.0022019743697106135+0.*I,0.0007916323598455103+0.*I,0.0002703282613808563+0.*I,0.00008808052107573086+0.*I,0.000027487765370098475+0.*I,8.242842035557637*^-6+0.*I,2.381802944489195*^-6+0.*I,6.647878585040089*^-7+0.*I,1.7961303420238928*^-7+0.*I,4.706446277248544*^-8+0.*I,1.1980716305958948*^-8+0.*I,2.9673270802110346*^-9+0.*I,7.160364418464205*^-10+0.*I,1.6855069411994517*^-10+0.*I,3.8747369171852765*^-11+0.*I,8.70800586327604*^-12+0.*I,1.9150130167332467*^-12+0.*I,4.1245868778640875*^-13+0.*I,8.707534897250811*^-14+0.*I,1.8031865757087716*^-14+0.*I,3.665375016943516*^-15+0.*I,7.318287222143993*^-16+0.*I,1.4360717021941061*^-16+0.*I,2.771174961221577*^-17+0.*I,5.261422006825794*^-18+0.*I,9.833542603612885*^-19+0.*I,1.8100399222104368*^-19+0.*I,3.28268773206298*^-20+0.*I,5.868344227526104*^-21+0.*I,1.034469514678543*^-21+0.*I,1.7988642829443617*^-22+0.*I,3.086823653165994*^-23+0.*I,5.228828119098845*^-24+0.*I,8.746117012446342*^-25+0.*I,1.4450309954127506*^-25+0.*I,2.3589373331430956*^-26+0.*I,3.8058672473934676*^-27+0.*I,6.070215371444242*^-28+0.*I,9.573660056786801*^-29+0.*I,1.4934161085847662*^-29+0.*I,2.3046960354284627*^-30+0.*I,3.519438562173234*^-31+0.*I,5.319282377520599*^-32+0.*I,7.958696949617153*^-33+0.*I,1.1790332012630226*^-33+0.*I,1.729768010657428*^-34+0.*I,2.5136625714706113*^-35+0.*I,3.6187618489889286*^-36+0.*I,5.162033191343535*^-37+0.*I,7.297272963073607*^-38+0.*I,1.0224643332734888*^-38+0.*I,1.4202013943871453*^-39+0.*I,1.955825371375361*^-40+0.*I,2.6708570757184646*^-41+0.*I,3.617193080765*^-42+0.*I,4.859049449625499*^-43+0.*I,6.475090036833957*^-44+0.*I,8.560708374556923*^-45+0.*I,1.1230416323400317*^-45+0.*I,1.4620275044840971*^-46+0.*I,1.8890285003967312*^-47+0.*I,2.4226632419408647*^-48+0.*I,3.0843670833807307*^-49+0.*I,3.8985499462920237*^-50+0.*I,4.8926986022173744*^-51+0.*I,6.097407224343248*^-52+0.*I,7.546319671043715*^-53+0.*I,9.275967330862475*^-54+0.*I,1.1325487567045736*^-54+0.*I,1.373620993789595*^-55+0.*I,1.655110048542049*^-56+0.*I,1.9814058478716352*^-57+0.*I,2.3569065014016503*^-58+0.*I,2.785918869330629*^-59+0.*I,3.2725460049220245*^-60+0.*I,3.820563321775831*^-61+0.*I,4.433286029262678*^-62+0.*I,5.113431049547411*^-63+0.*I,5.862977240930593*^-64+0.*I,6.683028268513093*^-65+0.*I
