0.18953224498096816+0.*I,0.34567648323519296+0.*I,0.44580154100653846+0.*I,0.46942656867979105+0.*I,0.42807946852180284+0.*I,0.34916131850862697+0.*I,0.2599783767786659+0.*I,0.17921523911656673+0.*I,0.11556243141316304+0.*I,0.07025579365843813+0.*I,0.040519947355908505+0.*I,0.022282261056894875+0.*I,0.011731549117965116+0.*I,0.005934312539006266+0.*I,0.0028926315962064767+0.*I,0.0013621791369534666+0.*I,0.000621099187694562+0.*I,0.00027474084445156476+0.*I,0.00011810647409166532+0.*I,0.00004941782557420637+0.*I,0.00002015372659065096+0.*I,8.021072529058834*^-6+0.*I,3.1189458243132846*^-6+0.*I,1.186125496362342*^-6+0.*I,4.415823930858094*^-7+0.*I,1.6107512335519596*^-7+0.*I,5.7614066138533446*^-8+0.*I,2.02224314987324*^-8+0.*I,6.9701333269904485*^-9+0.*I,2.360634852441618*^-9+0.*I,7.860585856718582*^-10+0.*I,2.5749025474362287*^-10+0.*I,8.301805150624863*^-11+0.*I,2.6357383416266415*^-11+0.*I,8.244219835756734*^-12+0.*I,2.541571137630827*^-12+0.*I,7.725698361920015*^-13+0.*I,2.316453645406812*^-13+0.*I,6.853596685364451*^-14+0.*I,2.0015800723351136*^-14+0.*I,5.7720449045068165*^-15+0.*I,1.6440858855488579*^-15+0.*I,4.626862399043668*^-16+0.*I,1.2868830609877148*^-16+0.*I,3.538339285433795*^-17+0.*I,9.62010795564869*^-18+0.*I,2.586948351091068*^-18+0.*I,6.882172553338472*^-19+0.*I,1.811722453606645*^-19+0.*I,4.7204168830319324*^-20+0.*I,1.2175367563069997*^-20+0.*I,3.1094510270631123*^-21+0.*I,7.864457640580943*^-22+0.*I,1.9702329186875947*^-22+0.*I,4.889983788048891*^-23+0.*I,1.2025767488664995*^-23+0.*I,2.930930480800929*^-24+0.*I,7.080351488735048*^-25+0.*I,1.6956161690643748*^-25+0.*I,4.026134430443204*^-26+0.*I,9.479804360348003*^-27+0.*I,2.213712336912799*^-27+0.*I,5.127575559754087*^-28+0.*I,1.1782257835131856*^-28+0.*I,2.686119091125904*^-29+0.*I,6.076525341513249*^-30+0.*I,1.3641749607832077*^-30+0.*I,3.0396207510977514*^-31+0.*I,6.722822928402987*^-32+0.*I,1.4760934578556868*^-32+0.*I,3.2177445516165993*^-33+0.*I,6.964807499842736*^-34+0.*I,1.4970268766838298*^-34+0.*I,3.195618271252189*^-35+0.*I,6.775256849917618*^-36+0.*I,1.4268616334524627*^-36+0.*I,2.985119988670316*^-37+0.*I,6.20444813013461*^-38+0.*I,1.2812756864414656*^-38+0.*I,2.6291524404523782*^-39+0.*I,5.361144367881233*^-40+0.*I,1.0864299290495094*^-40+0.*I,2.188172335679969*^-41+0.*I,4.380555682186606*^-42+0.*I,8.717185550363289*^-43+0.*I,1.724461709699908*^-43+0.*I,3.3914940402747356*^-44+0.*I,6.631597514988628*^-45+0.*I,1.2893284098209792*^-45+0.*I,2.492615418843678*^-46+0.*I,4.792043488071897*^-47+0.*I,9.161926063213928*^-48+0.*I,1.7421261399686817*^-48+0.*I,3.294768089982763*^-49+0.*I,6.197944065861437*^-50+0.*I,1.1597718895288416*^-50+0.*I,2.1588560737562387*^-51+0.*I,3.997832101264528*^-52+0.*I,7.3654322873932*^-53+0.*I,1.3501044607572316*^-53+0.*I
-0.34567648323519296+0.*I,-0.4409263404373043+0.*I,-0.32421029659147366+0.*I,-0.08400801792778076+0.*I,0.158104694060837+0.*I,0.32040042412196995+0.*I,0.38110811440812126+0.*I,0.3609782155999885+0.*I,0.29612986250985734+0.*I,0.21855196992470036+0.*I,0.14826642737700982+0.*I,0.093750183656891+0.*I,0.055791548372094636+0.*I,0.03147546550628598+0.*I,0.016928467235026043+0.*I,0.00871871724804281+0.*I,0.0043159310264686696+0.*I,0.0020597742224565075+0.*I,0.0009502193773962396+0.*I,0.00042468397983019194+0.*I,0.00018424606254916216+0.*I,0.00007772682498870756+0.*I,0.00003193370695492503+0.*I,0.000012794635618831499+0.*I,5.0054288572103584*^-6+0.*I,1.9141367179312413*^-6+0.*I,7.162463607173508*^-7+0.*I,2.6248899057135973*^-7+0.*I,9.429464157150664*^-8+0.*I,3.322989650461371*^-8+0.*I,1.1496084523013946*^-8+0.*I,3.906967962952634*^-9+0.*I,1.3051732015157673*^-9+0.*I,4.288307483983411*^-10+0.*I,1.3865249714959615*^-10+0.*I,4.4138043280596954*^-11+0.*I,1.384038308203964*^-11+0.*I,4.276874777847714*^-12+0.*I,1.3029592934437618*^-12+0.*I,3.915013585092866*^-13+0.*I,1.1606375277349114*^-13+0.*I,3.396057108205696*^-14+0.*I,9.811028654115188*^-15+0.*I,2.7993296983981806*^-15+0.*I,7.890880064529026*^-16+0.*I,2.1981347772423862*^-16+0.*I,6.052856683589286*^-17+0.*I,1.648002622861333*^-17+0.*I,4.437679829723123*^-18+0.*I,1.1821128678517858*^-18+0.*I,3.115779568401077*^-19+0.*I,8.127837498750062*^-20+0.*I,2.0988219017687813*^-20+0.*I,5.366072630366102*^-21+0.*I,1.358634118910089*^-21+0.*I,3.4071782834128367*^-22+0.*I,8.4647055362832*^-23+0.*I,2.0836697069512895*^-23+0.*I,5.082981791189682*^-24+0.*I,1.2289972438767573*^-24+0.*I,2.9457338591204973*^-25+0.*I,7.00021818998575*^-26+0.*I,1.6495600648210512*^-26+0.*I,3.8549974006505546*^-27+0.*I,8.935901132931965*^-28+0.*I,2.0547923478078425*^-28+0.*I,4.687788842715277*^-29+0.*I,1.0611875115842973*^-29+0.*I,2.3839219523098425*^-30+0.*I,5.31518031213095*^-31+0.*I,1.1763018804813157*^-31+0.*I,2.58429280963978*^-32+0.*I,5.636801390575423*^-33+0.*I,1.2207773609320006*^-33+0.*I,2.625404937636093*^-34+0.*I,5.607307821894034*^-35+0.*I,1.1894653219415711*^-35+0.*I,2.5062729546025263*^-36+0.*I,5.245936038853477*^-37+0.*I,1.090871207352025*^-37+0.*I,2.2538067384098795*^-38+0.*I,4.626882498611263*^-39+0.*I,9.438953817319198*^-40+0.*I,1.913625547130423*^-40+0.*I,3.8558580859429537*^-41+0.*I,7.722333753812035*^-42+0.*I,1.5373445768349033*^-42+0.*I,3.042425321133102*^-43+0.*I,5.985837031113349*^-44+0.*I,1.1708886729209062*^-44+0.*I,2.277303411998363*^-45+0.*I,4.404219268973468*^-46+0.*I,8.470074837661737*^-47+0.*I,1.6199543103345667*^-47+0.*I,3.081355599992255*^-48+0.*I,5.829484784705532*^-49+0.*I,1.096965659066851*^-49+0.*I,2.0533125888618904*^-50+0.*I,3.823318166665635*^-51+0.*I,7.082275147440301*^-52+0.*I
0.44580154100653846+0.*I,0.32421029659147366+0.*I,-0.022808658615345884+0.*I,-0.2887339906358251+0.*I,-0.3227049349777393+0.*I,-0.1632188102879823+0.*I,0.06345388309584828+0.*I,0.24745258156889666+0.*I,0.3400526701763276+0.*I,0.3463308393951739+0.*I,0.2974853214614928+0.*I,0.22681070623298347+0.*I,0.15768856477874557+0.*I,0.10164877517806091+0.*I,0.06144446300046448+0.*I,0.035116426564187356+0.*I,0.01909421760207187+0.*I,0.00992660608039646+0.*I,0.004953872620050891+0.*I,0.0023810792899587323+0.*I,0.001105355799755668+0.*I,0.0004967851086849143+0.*I,0.00021660742198530817+0.*I,0.00009179187226945823+0.*I,0.000037866668550060215+0.*I,0.000015228297770975438+0.*I,5.977811246610641*^-6+0.*I,2.2931383470999948*^-6+0.*I,8.605368230042161*^-7+0.*I,3.162083746615221*^-7+0.*I,1.1387291486300288*^-7+0.*I,4.022151032641412*^-8+0.*I,1.394465574445299*^-8+0.*I,4.748597200452446*^-9+0.*I,1.5893013325989645*^-9+0.*I,5.231023995180899*^-10+0.*I,1.6941261365947601*^-10+0.*I,5.4014068666518096*^-11+0.*I,1.6962104009135333*^-11+0.*I,5.248812875699237*^-12+0.*I,1.6011657285842868*^-12+0.*I,4.817037537964268*^-13+0.*I,1.429740983722252*^-13+0.*I,4.1881713945868164*^-14+0.*I,1.211237309632029*^-14+0.*I,3.459490696747899*^-15+0.*I,9.76127763242392*^-16+0.*I,2.7216965488748665*^-16+0.*I,7.501225836392935*^-17+0.*I,2.044088310600338*^-17+0.*I,5.508737949442126*^-18+0.*I,1.4685709324759713*^-18+0.*I,3.873725716712126*^-19+0.*I,1.0112311669925821*^-19+0.*I,2.613076934019219*^-20+0.*I,6.68533081302603*^-21+0.*I,1.6937442403297085*^-21+0.*I,4.250195787543639*^-22+0.*I,1.0565378228254459*^-22+0.*I,2.6022681905761227*^-23+0.*I,6.3515986842398806*^-24+0.*I,1.5365564102993625*^-24+0.*I,3.6848210879710056*^-25+0.*I,8.760973313641677*^-26+0.*I,2.065474028857006*^-26+0.*I,4.8292512219102435*^-27+0.*I,1.1199322863395036*^-27+0.*I,2.576397948095023*^-28+0.*I,5.880290930392537*^-29+0.*I,1.3316898981531385*^-29+0.*I,2.992801352939004*^-30+0.*I,6.675344108966053*^-31+0.*I,1.4778806987616652*^-31+0.*I,3.2480490128517574*^-32+0.*I,7.087113544117545*^-33+0.*I,1.5354109930185814*^-33+0.*I,3.3031773370387783*^-34+0.*I,7.05721683598185*^-35+0.*I,1.4975127649463518*^-35+0.*I,3.1563355136787756*^-36+0.*I,6.608613200650793*^-37+0.*I,1.3746432533986803*^-37+0.*I,2.840920916181959*^-38+0.*I,5.833829999347011*^-39+0.*I,1.1904440378000144*^-39+0.*I,2.4141208838361376*^-40+0.*I,4.865609302430043*^-41+0.*I,9.747117607049443*^-42+0.*I,1.9409203247837903*^-42+0.*I,3.8420477288130075*^-43+0.*I,7.560867655009945*^-44+0.*I,1.4793261376301115*^-44+0.*I,2.877852553103132*^-45+0.*I,5.566903637068346*^-46+0.*I,1.0708460316003439*^-46+0.*I,2.0484978629821796*^-47+0.*I,3.897315398432736*^-48+0.*I,7.374676435632373*^-49+0.*I,1.3880114044645503*^-49+0.*I,2.598606233904727*^-50+0.*I
-0.46942656867979105+0.*I,-0.08400801792778076+0.*I,0.2887339906358251+0.*I,0.28122664413254306+0.*I,0.006405225704768223+0.*I,-0.24474177087191445+0.*I,-0.297642844749523+0.*I,-0.16363879876664672+0.*I,0.04601478377496429+0.*I,0.22430403455627926+0.*I,0.31906030438751365+0.*I,0.33081059671338986+0.*I,0.2875762217808991+0.*I,0.22121932308721015+0.*I,0.15488577010660035+0.*I,0.10041659224302572+0.*I,0.06099180729204676+0.*I,0.035000667908322784+0.*I,0.019098719175208827+0.*I,0.009959709313049495+0.*I,0.004983986718173314+0.*I,0.002401384571600102+0.*I,0.0011172140109424104+0.*I,0.0005031024572356677+0.*I,0.00021975322781930058+0.*I,0.00009327634267770694+0.*I,0.00003853629243482371+0.*I,0.000015518771683355436+0.*I,6.099512832094327*^-6+0.*I,2.3425520345447918*^-6+0.*I,8.800311266348427*^-7+0.*I,3.2369717839166507*^-7+0.*I,1.1667925690718801*^-7+0.*I,4.124894422251246*^-8+0.*I,1.4312634737474658*^-8+0.*I,4.8776735552967676*^-9+0.*I,1.6336893174338486*^-9+0.*I,5.380810293189738*^-10+0.*I,1.743764771372045*^-10+0.*I,5.5630764679676526*^-11+0.*I,1.7479936049351398*^-11+0.*I,5.412030920774973*^-12+0.*I,1.6518194700715354*^-12+0.*I,4.971899860804628*^-13+0.*I,1.4764049080873797*^-13+0.*I,4.326819462485384*^-14+0.*I,1.2518747462634794*^-14+0.*I,3.577031845411976*^-15+0.*I,1.0096911244121052*^-15+0.*I,2.8163429552269176*^-16+0.*I,7.76488850991183*^-17+0.*I,2.1166711321531492*^-17+0.*I,5.706247170275761*^-18+0.*I,1.5217120055734114*^-18+0.*I,4.015134930431888*^-19+0.*I,1.0484565333264214*^-19+0.*I,2.710042696000498*^-20+0.*I,6.935316702974791*^-21+0.*I,1.7575449134391686*^-21+0.*I,4.411423093973689*^-22+0.*I,1.0968877294535926*^-22+0.*I,2.70229593551633*^-23+0.*I,6.597268871594146*^-24+0.*I,1.5963445890715956*^-24+0.*I,3.829026962536448*^-25+0.*I,9.105740885730291*^-26+0.*I,2.1471913506760678*^-26+0.*I,5.0213002134211755*^-27+0.*I,1.1646916301792056*^-27+0.*I,2.679862247801355*^-28+0.*I,6.117533006057777*^-29+0.*I,1.3856589194208732*^-29+0.*I,3.114617360840262*^-30+0.*I,6.948194598366878*^-31+0.*I,1.5385344288336894*^-31+0.*I,3.381878839690338*^-32+0.*I,7.380243102963713*^-33+0.*I,1.599152863491311*^-33+0.*I,3.440801366018536*^-34+0.*I,7.352278268063781*^-35+0.*I,1.5603363173836828*^-35+0.*I,3.2891869714452395*^-36+0.*I,6.887664913885469*^-37+0.*I,1.4328692883189046*^-37+0.*I,2.961619571982409*^-38+0.*I,6.082416675838007*^-39+0.*I,1.241316173538196*^-39+0.*I,2.517574186217751*^-40+0.*I,5.074686009828693*^-41+0.*I,1.0167067632188952*^-41+0.*I,2.0247606878775964*^-42+0.*I,4.0084289728969635*^-43+0.*I,7.889100907578468*^-44+0.*I,1.5437012998072926*^-44+0.*I,3.003380803960217*^-45+0.*I,5.8102815308396256*^-46+0.*I,1.11776686751838*^-46+0.*I,2.1384524082158162*^-47+0.*I,4.06882182976681*^-48+0.*I,7.699886661078467*^-49+0.*I
0.42807946852180284+0.*I,-0.158104694060837+0.*I,-0.3227049349777393+0.*I,-0.006405225704768223+0.*I,0.27538559081685454+0.*I,0.23034617157206125+0.*I,-0.02831977077195483+0.*I,-0.24451898277603715+0.*I,-0.27338200938322244+0.*I,-0.13552515571292373+0.*I,0.06369835143416586+0.*I,0.22742886384982336+0.*I,0.31073425791728543+0.*I,0.3167010852726269+0.*I,0.2726200283234209+0.*I,0.20836310700431013+0.*I,0.14521353661824285+0.*I,0.09382002339789444+0.*I,0.05683112520686491+0.*I,0.03254223547063652+0.*I,0.01772558997689693+0.*I,0.009229877621674903+0.*I,0.0046129362381690745+0.*I,0.00222019590174153+0.*I,0.0010319469487945548+0.*I,0.0004643225087209676+0.*I,0.00020266693059374155+0.*I,0.00008596834663928204+0.*I,0.00003549654288930746+0.*I,0.000014287220910553295+0.*I,5.61282498722449*^-6+0.*I,2.1547170471190475*^-6+0.*I,8.091517335936264*^-7+0.*I,2.9751991391400343*^-7+0.*I,1.07208327111088*^-7+0.*I,3.788929652109308*^-8+0.*I,1.3143226731338083*^-8+0.*I,4.477985240018022*^-9+0.*I,1.4994597218694955*^-9+0.*I,4.937595693648331*^-10+0.*I,1.5997962137997269*^-10+0.*I,5.1027761948017836*^-11+0.*I,1.6030657341617072*^-11+0.*I,4.962454830474282*^-12+0.*I,1.514356319485144*^-12+0.*I,4.557441292136966*^-13+0.*I,1.353134908868398*^-13+0.*I,3.965013749714116*^-14+0.*I,1.1470444280099945*^-14+0.*I,3.2770909934621243*^-15+0.*I,9.249180309158056*^-16+0.*I,2.5795963071763364*^-16+0.*I,7.111402218031581*^-17+0.*I,1.93833736412759*^-17+0.*I,5.224978745940065*^-18+0.*I,1.3932410334248434*^-18+0.*I,3.6758309237104946*^-19+0.*I,9.597741444684202*^-20+0.*I,2.4806158886028253*^-20+0.*I,6.347692831997455*^-21+0.*I,1.6085094336458214*^-21+0.*I,4.03705575038263*^-22+0.*I,1.0037331605371693*^-22+0.*I,2.472636061919905*^-23+0.*I,6.036201736034948*^-24+0.*I,1.4604930441221739*^-24+0.*I,3.502962762920028*^-25+0.*I,8.329856936481179*^-26+0.*I,1.9641245586299607*^-26+0.*I,4.5929456505528405*^-27+0.*I,1.0652798037288285*^-27+0.*I,2.451001461747924*^-28+0.*I,5.59482472893544*^-29+0.*I,1.2672031448135094*^-29+0.*I,2.848229468677134*^-30+0.*I,6.353649210441002*^-31+0.*I,1.4068248985022894*^-31+0.*I,3.0922385747340743*^-32+0.*I,6.747894287215052*^-33+0.*I,1.4620786798959625*^-33+0.*I,3.1457486125774436*^-34+0.*I,6.7215658955243*^-35+0.*I,1.4264327481783984*^-35+0.*I,3.006814471966068*^-36+0.*I,6.296155967730614*^-37+0.*I,1.309772392358836*^-37+0.*I,2.707102486733323*^-38+0.*I,5.559530616754979*^-39+0.*I,1.1345698881588346*^-39+0.*I,2.3010090819705363*^-40+0.*I,4.638021653200656*^-41+0.*I,9.291956320196736*^-42+0.*I,1.8504327150640937*^-42+0.*I,3.663213492241087*^-43+0.*I,7.209485399779709*^-44+0.*I,1.4106816334201034*^-44+0.*I,2.744513608214309*^-45+0.*I,5.309353718502974*^-46+0.*I,1.021375540028286*^-46+0.*I,1.9539964970922704*^-47+0.*I
-0.34916131850862697+0.*I,0.32040042412196995+0.*I,0.1632188102879823+0.*I,-0.24474177087191445+0.*I,-0.23034617157206125+0.*I,0.08750465072589345+0.*I,0.2754304969764853+0.*I,0.1659325326011545+0.*I,-0.08631181639038889+0.*I,-0.25623989902470606+0.*I,-0.24361682064002912+0.*I,-0.091021526125234+0.*I,0.09888211737399574+0.*I,0.2427279531932962+0.*I,0.30758083334306235+0.*I,0.30224119944150785+0.*I,0.2542884125417638+0.*I,0.1912366018245451+0.*I,0.13165689685363255+0.*I,0.08424131282533288+0.*I,0.050626663868562294+0.*I,0.028798336529783693+0.*I,0.01559823151053197+0.*I,0.008082752040653701+0.*I,0.004022502079145711+0.*I,0.0019287807163595701+0.*I,0.0008935137504211305+0.*I,0.0004008356476714874+0.*I,0.00017448562477203532+0.*I,0.00007383368068613624+0.*I,0.000030418322662124737+0.*I,0.000012218335107745102+0.*I,4.791069467472278*^-6+0.*I,1.8360775056165537*^-6+0.*I,6.883929690915968*^-7+0.*I,2.527423177699209*^-7+0.*I,9.094743047999941*^-8+0.*I,3.2100991277158615*^-8+0.*I,1.1121925004428387*^-8+0.*I,3.785030066497577*^-9+0.*I,1.2660762162277313*^-9+0.*I,4.1649132714661717*^-10+0.*I,1.3481716258105003*^-10+0.*I,4.296350895383397*^-11+0.*I,1.3485841284248321*^-11+0.*I,4.17134306931547*^-12+0.*I,1.2719724749897805*^-12+0.*I,3.8252283002049426*^-13+0.*I,1.1349563543542863*^-13+0.*I,3.3235224144579095*^-14+0.*I,9.60866592008665*^-15+0.*I,2.7435475565484596*^-15+0.*I,7.738909428175369*^-16+0.*I,2.1572051005292132*^-16+0.*I,5.943853273860003*^-17+0.*I,1.6192902521797015*^-17+0.*I,4.36285863042962*^-18+0.*I,1.1628197668728813*^-18+0.*I,3.066542496185243*^-19+0.*I,8.003448364294011*^-20+0.*I,2.067707865988736*^-20+0.*I,5.289001067763324*^-21+0.*I,1.3397249285096532*^-21+0.*I,3.3612196967522403*^-22+0.*I,8.354031311411917*^-23+0.*I,2.0572589516797688*^-23+0.*I,5.020516971972653*^-24+0.*I,1.2143527672375244*^-24+0.*I,2.911696414320491*^-25+0.*I,6.921777110670356*^-26+0.*I,1.631633777897514*^-26+0.*I,3.814366924496856*^-27+0.*I,8.844556943834332*^-28+0.*I,2.034420605977159*^-28+0.*I,4.642713129406718*^-29+0.*I,1.0512912423678178*^-29+0.*I,2.362361373561644*^-30+0.*I,5.26856234806285*^-31+0.*I,1.166297445667714*^-31+0.*I,2.562981062255607*^-32+0.*I,5.59173298323994*^-33+0.*I,1.2113152075131162*^-33+0.*I,2.6056803034046826*^-34+0.*I,5.566479235972294*^-35+0.*I,1.181072848146858*^-35+0.*I,2.4891405439863014*^-36+0.*I,5.211199940786734*^-37+0.*I,1.0838758866059019*^-37+0.*I,2.239813218643461*^-38+0.*I,4.599074710069475*^-39+0.*I,9.384056358309219*^-40+0.*I,1.902858187602351*^-40+0.*I,3.834875405849973*^-41+0.*I,7.681705349092044*^-42+0.*I,1.5295276397246203*^-42+0.*I,3.0274801420377484*^-43+0.*I,5.957442054107862*^-44+0.*I,1.1655273173319564*^-44+0.*I,2.267243001240229*^-45+0.*I,4.385457292515306*^-46+0.*I
0.2599783767786659+0.*I,-0.38110811440812126+0.*I,0.06345388309584828+0.*I,0.297642844749523+0.*I,-0.02831977077195483+0.*I,-0.2754304969764853+0.*I,-0.11757526426909708+0.*I,0.17394896840308752+0.*I,0.25586839798012745+0.*I,0.08508103377804252+0.*I,-0.14941218494321576+0.*I,-0.26208596768509207+0.*I,-0.20234947899206174+0.*I,-0.03517973395320318+0.*I,0.14175467500919584+0.*I,0.26128538326546297+0.*I,0.30421986060006573+0.*I,0.28564031712276866+0.*I,0.23320247785227857+0.*I,0.17156080637901722+0.*I,0.11610731251826922+0.*I,0.07327116301395122+0.*I,0.04353049193321979+0.*I,0.024521369953225052+0.*I,0.013170431300645808+0.*I,0.006774767311658827+0.*I,0.00334978517308642+0.*I,0.001596974870579123+0.*I,0.0007359855374216381+0.*I,0.0003286288626336554+0.*I,0.00014244826809891898+0.*I,0.00006004424612984114+0.*I,0.000024649703914611625+0.*I,9.868948108756777*^-6+0.*I,3.8581753726397926*^-6+0.*I,1.47444021665013*^-6+0.*I,5.513721182493305*^-7+0.*I,2.0194595750796916*^-7+0.*I,7.250456522213396*^-8+0.*I,2.5537200336370246*^-8+0.*I,8.83021115124699*^-9+0.*I,2.999493996774004*^-9+0.*I,1.0015503728430782*^-9+0.*I,3.289242967078351*^-10+0.*I,1.0630445063597562*^-10+0.*I,3.3826600653712666*^-11+0.*I,1.0602841269266918*^-11+0.*I,3.275189679033583*^-12+0.*I,9.974314193112276*^-13+0.*I,2.9959452581397993*^-13+0.*I,8.87874119028183*^-14+0.*I,2.5971044976754743*^-14+0.*I,7.50056194639741*^-15+0.*I,2.1394543225820823*^-15+0.*I,6.029048143074984*^-16+0.*I,1.6790219064958093*^-16+0.*I,4.622163904361283*^-17+0.*I,1.2581421600559102*^-17+0.*I,3.3870250960527206*^-18+0.*I,9.020188396826749*^-19+0.*I,2.376955297808239*^-19+0.*I,6.199121911902201*^-20+0.*I,1.6004227942048262*^-20+0.*I,4.090935390116355*^-21+0.*I,1.0355673474643419*^-21+0.*I,2.596469030373879*^-22+0.*I,6.44933861345719*^-23+0.*I,1.5872659813192254*^-23+0.*I,3.871321629813805*^-24+0.*I,9.358661578932382*^-25+0.*I,2.2427488614179206*^-25+0.*I,5.328746993866698*^-26+0.*I,1.2554807002564326*^-26+0.*I,2.9335689302942453*^-27+0.*I,6.798963439657086*^-28+0.*I,1.563169972628393*^-28+0.*I,3.565676357061268*^-29+0.*I,8.070552458543978*^-30+0.*I,1.8127670468775872*^-30+0.*I,4.041181125719156*^-31+0.*I,8.942334613216477*^-32+0.*I,1.964341835032444*^-32+0.*I,4.284031550261951*^-33+0.*I,9.276887429137583*^-34+0.*I,1.9948455463952893*^-34+0.*I,4.260060390550008*^-35+0.*I,9.035718716334763*^-36+0.*I,1.903662636122407*^-36+0.*I,3.984156709684231*^-37+0.*I,8.283993871592823*^-38+0.*I,1.7113422115722108*^-38+0.*I,3.5128819676169554*^-39+0.*I,7.165637133096371*^-40+0.*I,1.452595550094742*^-40+0.*I,2.9266210710061076*^-41+0.*I,5.860742002889192*^-42+0.*I,1.1666341616852635*^-42+0.*I,2.3085732249820942*^-43+0.*I,4.541608295917427*^-44+0.*I,8.883052426414675*^-45+0.*I
-0.17921523911656673+0.*I,0.3609782155999885+0.*I,-0.24745258156889666+0.*I,-0.16363879876664672+0.*I,0.24451898277603715+0.*I,0.1659325326011545+0.*I,-0.17394896840308752+0.*I,-0.23748641362202902+0.*I,0.009577230552082608+0.*I,0.23147716175335276+0.*I,0.204688084045165+0.*I,-0.006629986011165899+0.*I,-0.20366213363731095+0.*I,-0.2515048237945373+0.*I,-0.14746977594722518+0.*I,0.027391376783139274+0.*I,0.18531340825912115+0.*I,0.27718719795719854+0.*I,0.29728615412511444+0.*I,0.2659382898656353+0.*I,0.20995249683588083+0.*I,0.15059452913396576+0.*I,0.09988828719846876+0.*I,0.06200199172603055+0.*I,0.036325760846002704+0.*I,0.020219612061192875+0.*I,0.010747494871197152+0.*I,0.005477978103408864+0.*I,0.002686600531159731+0.*I,0.0012714864571639595+0.*I,0.0005821301345424938+0.*I,0.0002583792709433284+0.*I,0.00011138780598767712+0.*I,0.00004671731082827618+0.*I,0.000019090481793711323+0.*I,7.610741887556048*^-6+0.*I,2.9636295602417313*^-6+0.*I,1.1284312854290653*^-6+0.*I,4.205390581817079*^-7+0.*I,1.5353487547974202*^-7+0.*I,5.495850786891999*^-8+0.*I,1.9302774906181193*^-8+0.*I,6.656814322627734*^-9+0.*I,2.2555784800486718*^-9+0.*I,7.513762307437588*^-10+0.*I,2.4621272032985237*^-10+0.*I,7.940477296661805*^-11+0.*I,2.5216276153102142*^-11+0.*I,7.88888371363946*^-12+0.*I,2.432430984159811*^-12+0.*I,7.394947399664054*^-13+0.*I,2.2175248112680712*^-13+0.*I,6.561464915886516*^-14+0.*I,1.9163892195842123*^-14+0.*I,5.526638992031309*^-15+0.*I,1.574235276245372*^-15+0.*I,4.430363754586272*^-16+0.*I,1.2322368364666964*^-16+0.*I,3.3880682643259983*^-17+0.*I,9.211408231258812*^-18+0.*I,2.4769861225280397*^-18+0.*I,6.589430246811606*^-19+0.*I,1.7345931002600722*^-19+0.*I,4.5192610967645937*^-20+0.*I,1.165596096511771*^-20+0.*I,2.9766427552150753*^-21+0.*I,7.528129300809029*^-22+0.*I,1.8858610162790735*^-22+0.*I,4.680282470660297*^-23+0.*I,1.1509298852971423*^-23+0.*I,2.804865488759659*^-24+0.*I,6.77533809068503*^-25+0.*I,1.6224548980830034*^-25+0.*I,3.852136720765976*^-26+0.*I,9.06944349096402*^-27+0.*I,2.1177265783618557*^-27+0.*I,4.904874288708916*^-28+0.*I,1.1269669720413343*^-28+0.*I,2.5690620316309035*^-29+0.*I,5.811271496671968*^-30+0.*I,1.3045248794165248*^-30+0.*I,2.9064850521593645*^-31+0.*I,6.427865307056598*^-32+0.*I,1.411222170737472*^-32+0.*I,3.0760940509190562*^-33+0.*I,6.657693142582513*^-34+0.*I,1.4309056251735739*^-34+0.*I,3.0542400999265915*^-35+0.*I,6.475019766328425*^-36+0.*I,1.3635291860337379*^-36+0.*I,2.8524091298685123*^-37+0.*I,5.928172730431678*^-38+0.*I,1.224131779960156*^-38+0.*I,2.5117099968931373*^-39+0.*I,5.12129294775945*^-40+0.*I,1.0377493923918826*^-40+0.*I,2.0899755560439053*^-41+0.*I,4.183676337098369*^-42+0.*I,8.324815785751118*^-43+0.*I,1.6467271584166769*^-43+0.*I
