0.3008338406484932+0.*I,0.4662822034017479+0.*I,0.5110412938791751+0.*I,0.45731718177325564+0.*I,0.3544130253282716+0.*I,0.24566700105073147+0.*I,0.15545093941175497+0.*I,0.09106814339148052+0.*I,0.04990495186222888+0.*I,0.025783658364161684+0.*I,0.012637660665260834+0.*I,0.005905987169500465+0.*I,0.00264255495621801+0.*I,0.0011359899875658464+0.*I,0.0004705791030033275+0.*I,0.00018832551331137673+0.*I,0.0000729745323151644+0.*I,0.00002743272888675322+0.*I,0.000010022011822201226+0.*I,3.563692819951633*^-6+0.*I,1.2351150566949846*^-6+0.*I,4.177533300357803*^-7+0.*I,1.3804819478387532*^-7+0.*I,4.461582886797753*^-8+0.*I,1.4115800006711098*^-8+0.*I,4.375801815194244*^-9+0.*I,1.3301270389482693*^-9+0.*I,3.967650338878767*^-10+0.*I,1.1621883771033183*^-10+0.*I,3.34502740865864*^-11+0.*I,9.465884589071118*^-12+0.*I,2.6351328195929295*^-12+0.*I,7.220207397171252*^-13+0.*I,1.948116185176687*^-13+0.*I,5.178423296744166*^-14+0.*I,1.3567057869390285*^-14+0.*I,3.504746243187216*^-15+0.*I,8.930543056567101*^-16+0.*I,2.245474989453569*^-16+0.*I,5.573115843689941*^-17+0.*I,1.3658098064671588*^-17+0.*I,3.30613398632078*^-18+0.*I,7.907113206880924*^-19+0.*I,1.8689852790517373*^-19+0.*I,4.3671860522443107*^-20+0.*I,1.0090613905359948*^-20+0.*I,2.306008082544283*^-21+0.*I,5.213556062973938*^-22+0.*I,1.166367960032132*^-22+0.*I,2.582615141627748*^-23+0.*I,5.661048068919114*^-24+0.*I,1.2286661861915263*^-24+0.*I,2.640914775092986*^-25+0.*I,5.622618320291825*^-26+0.*I,1.1859431616846858*^-26+0.*I,2.4785899379035896*^-27+0.*I,5.133727596450952*^-28+0.*I,1.0539440213295144*^-28+0.*I,2.144992112814955*^-29+0.*I,4.3283447583557474*^-30+0.*I,8.661006653329673*^-31+0.*I,1.7188010350011457*^-31+0.*I,3.3833888487491485*^-32+0.*I,6.606992147983189*^-33+0.*I,1.2800765906100632*^-33+0.*I,2.460942287323238*^-34+0.*I,4.6951731509291903*^-35+0.*I,8.890708341078653*^-36+0.*I,1.671106232504919*^-36+0.*I,3.1181834731627383*^-37+0.*I,5.776633269904257*^-38+0.*I,1.0625950161988162*^-38+0.*I,1.9409916998266552*^-39+0.*I,3.5211489760150624*^-40+0.*I,6.344401979208035*^-41+0.*I,1.1354871193066657*^-41+0.*I,2.018819856736075*^-42+0.*I,3.565942672017311*^-43+0.*I,6.258196673698094*^-44+0.*I,1.0913343214600238*^-44+0.*I,1.8911891686858998*^-45+0.*I,3.2569764193619537*^-46+0.*I,5.574807041014699*^-47+0.*I,9.484467343106737*^-48+0.*I,1.6039670938838105*^-48+0.*I,2.696547924727047*^-49+0.*I,4.506932663044191*^-50+0.*I,7.489340825379905*^-51+0.*I,1.2374407416169865*^-51+0.*I,2.033066382317667*^-52+0.*I,3.321639193165971*^-53+0.*I,5.397018564039858*^-54+0.*I,8.721318559343644*^-55+0.*I,1.4017250272789965*^-55+0.*I,2.240892652266263*^-56+0.*I,3.563538061312725*^-57+0.*I,5.637258330293726*^-58+0.*I,8.871646360176343*^-59+0.*I,1.389035469344196*^-59+0.*I,2.1638038550596258*^-60+0.*I
-0.4662822034017479+0.*I,-0.4218876880881311+0.*I,-0.1326739780615288+0.*I,0.17632343510792578+0.*I,0.3653062493685636+0.*I,0.411716135150267+0.*I,0.360815139439843+0.*I,0.27013200724859227+0.*I,0.180228631876254+0.*I,0.10975106358814345+0.*I,0.061947143384515874+0.*I,0.03276029976257829+0.*I,0.01636306954426705+0.*I,0.007767121616061694+0.*I,0.0035211037515560603+0.*I,0.001530646899744454+0.*I,0.0006401940144464903+0.*I,0.00025836190959181043+0.*I,0.00010085343486566166+0.*I,0.000038161334290338035+0.*I,0.000014022932535970648+0.*I,5.012504810854962*^-6+0.*I,1.7454668043947795*^-6+0.*I,5.929028696256865*^-7+0.*I,1.9669302127979036*^-7+0.*I,6.379665630640093*^-8+0.*I,2.025064725120839*^-8+0.*I,6.2965705514535975*^-9+0.*I,1.919347978386787*^-9+0.*I,5.740108096020118*^-10+0.*I,1.685428981152853*^-10+0.*I,4.861944878800155*^-11+0.*I,1.378745474164282*^-11+0.*I,3.8457420000601565*^-12+0.*I,1.0556733793562427*^-12+0.*I,2.853311762828772*^-13+0.*I,7.597010994837162*^-14+0.*I,1.993433537943222*^-14+0.*I,5.157115494315109*^-15+0.*I,1.315917284678517*^-15+0.*I,3.3130520794061055*^-16+0.*I,8.233010371845847*^-17+0.*I,2.0200621472517838*^-17+0.*I,4.8953545253824725*^-18+0.*I,1.1720546859811831*^-18+0.*I,2.773196387366477*^-19+0.*I,6.486363927770562*^-20+0.*I,1.500111149281823*^-20+0.*I,3.431274535757949*^-21+0.*I,7.764279172409283*^-22+0.*I,1.7384403635274805*^-22+0.*I,3.852357888758089*^-23+0.*I,8.450705077112499*^-24+0.*I,1.835466308788051*^-24+0.*I,3.947946621465722*^-25+0.*I,8.411016885808446*^-26+0.*I,1.775235841337307*^-26+0.*I,3.7125216064478924*^-27+0.*I,7.694132063367774*^-28+0.*I,1.580511835596572*^-28+0.*I,3.2184787808855075*^-29+0.*I,6.49805413636044*^-30+0.*I,1.3009439139327139*^-30+0.*I,2.5830755174770006*^-31+0.*I,5.087186208145653*^-32+0.*I,9.93886974111617*^-33+0.*I,1.9265053812170826*^-33+0.*I,3.7053619063729335*^-34+0.*I,7.072450142894121*^-35+0.*I,1.3397943093908884*^-35+0.*I,2.5193236198472705*^-36+0.*I,4.702779104511788*^-37+0.*I,8.715570598921603*^-38+0.*I,1.6038074258448837*^-38+0.*I,2.930670811440644*^-39+0.*I,5.3184166509999034*^-40+0.*I,9.586037009955336*^-41+0.*I,1.71623633826536*^-41+0.*I,3.052355377994903*^-42+0.*I,5.393253772182883*^-43+0.*I,9.468063038110059*^-44+0.*I,1.6515882269901758*^-44+0.*I,2.8629099765523736*^-45+0.*I,4.931884913972509*^-46+0.*I,8.444048470492078*^-47+0.*I,1.436989018907713*^-47+0.*I,2.4308197501378442*^-48+0.*I,4.087704700369376*^-49+0.*I,6.833825348700246*^-50+0.*I,1.135887424598208*^-50+0.*I,1.8772518449426369*^-51+0.*I,3.0849898903803765*^-52+0.*I,5.0414608860050135*^-53+0.*I,8.193272432707345*^-54+0.*I,1.3242897634518495*^-54+0.*I,2.128918357213354*^-55+0.*I,3.404164388211977*^-56+0.*I,5.414548072749854*^-57+0.*I,8.5671860569827*^-58+0.*I,1.3485346191615357*^-58+0.*I
0.5110412938791751+0.*I,0.1326739780615288+0.*I,-0.27647814657439884+0.*I,-0.3557407460896581+0.*I,-0.15101352141397553+0.*I,0.1263625444559313+0.*I,0.31766296761314416+0.*I,0.37896095386215656+0.*I,0.34273498045691825+0.*I,0.2620364393444109+0.*I,0.1775173011892625+0.*I,0.1093739213714121+0.*I,0.06231223442576416+0.*I,0.033205106810740716+0.*I,0.016690772700884763+0.*I,0.007965363892188911+0.*I,0.0036276760631547378+0.*I,0.0015833078148279817+0.*I,0.000664551229560376+0.*I,0.0002690266681372074+0.*I,0.00010530772117635129+0.*I,0.0000399458325367797+0.*I,0.000014711581077247954+0.*I,5.269349463437425*^-6+0.*I,1.8383019247403566*^-6+0.*I,6.254942579061361*^-7+0.*I,2.0782757989421722*^-7+0.*I,6.750464179471204*^-8+0.*I,2.1456020800315183*^-8+0.*I,6.679548435413374*^-9+0.*I,2.03841273602107*^-9+0.*I,6.102675547537531*^-10+0.*I,1.7936686306181175*^-10+0.*I,5.1790005678912746*^-11+0.*I,1.4699391509812895*^-11+0.*I,4.103478067065843*^-12+0.*I,1.1272950691781413*^-12+0.*I,3.0491193765005227*^-13+0.*I,8.123959909572149*^-14+0.*I,2.1330971350456848*^-14+0.*I,5.521853337559113*^-15+0.*I,1.4098150408647472*^-15+0.*I,3.551442244659244*^-16+0.*I,8.830116189999942*^-17+0.*I,2.167668613704492*^-17+0.*I,5.255603580514959*^-18+0.*I,1.2588882734169518*^-18+0.*I,2.979970681298501*^-19+0.*I,6.972949001571559*^-20+0.*I,1.6132984111464707*^-20+0.*I,3.691608014073588*^-21+0.*I,8.356478399249444*^-22+0.*I,1.8717058023004205*^-22+0.*I,4.149101162749455*^-23+0.*I,9.104671145125392*^-24+0.*I,1.9781366510078747*^-24+0.*I,4.256127465677067*^-25+0.*I,9.070276814438442*^-26+0.*I,1.9149270428763656*^-26+0.*I,4.0057606427491976*^-27+0.*I,8.30407733491115*^-28+0.*I,1.7062448872988783*^-28+0.*I,3.475381088156708*^-29+0.*I,7.018426747773408*^-30+0.*I,1.4054530474571929*^-30+0.*I,2.7912131891820747*^-31+0.*I,5.498302649666181*^-32+0.*I,1.074435155719654*^-32+0.*I,2.083065256208141*^-33+0.*I,4.007283560431159*^-34+0.*I,7.650214320331809*^-35+0.*I,1.4495182308256658*^-35+0.*I,2.7261455568038674*^-36+0.*I,5.089756093957704*^-37+0.*I,9.434380709543714*^-38+0.*I,1.7363726328893401*^-38+0.*I,3.1734300646290744*^-39+0.*I,5.759881512581703*^-40+0.*I,1.0383356966966347*^-40+0.*I,1.8592660097751514*^-41+0.*I,3.307224025411219*^-42+0.*I,5.844425768562381*^-43+0.*I,1.0261552129659309*^-43+0.*I,1.7902477037168403*^-44+0.*I,3.103680681510236*^-45+0.*I,5.347353346419488*^-46+0.*I,9.15655139279398*^-47+0.*I,1.558434843518516*^-47+0.*I,2.6365784095509518*^-48+0.*I,4.43423781670365*^-49+0.*I,7.414019297182749*^-50+0.*I,1.2324643745272554*^-50+0.*I,2.0370879644008437*^-51+0.*I,3.348020416260682*^-52+0.*I,5.4718835628280665*^-53+0.*I,8.893709705477229*^-54+0.*I,1.437648554351731*^-54+0.*I,2.311383185650239*^-55+0.*I,3.696288026868807*^-56+0.*I,5.879751437734998*^-57+0.*I
-0.45731718177325564+0.*I,0.17632343510792578+0.*I,0.3557407460896581+0.*I,0.04186472980791866+0.*I,-0.2756360708529402+0.*I,-0.3080360782287119+0.*I,-0.10556446699018945+0.*I,0.14611617909332328+0.*I,0.31213628160040385+0.*I,0.3591450004927489+0.*I,0.31955541209072313+0.*I,0.2420439564034769+0.*I,0.16298629122264022+0.*I,0.09999889802120773+0.*I,0.05679510308022979+0.*I,0.030193711310044415+0.*I,0.015148909693338096+0.*I,0.007218736517780786+0.*I,0.003283607135796086+0.*I,0.0014316724843884702+0.*I,0.0006003868079184946+0.*I,0.00024287158451934227+0.*I,0.00009500882555754863+0.*I,0.00003601912361763663+0.*I,0.000013258923740627143+0.*I,4.7469824782342645*^-6+0.*I,1.6554258952207744*^-6+0.*I,5.630746417228199*^-7+0.*I,1.8702966819853956*^-7+0.*I,6.073213046463309*^-8+0.*I,1.9298465774434317*^-8+0.*I,6.006468069664281*^-9+0.*I,1.8326148805591598*^-9+0.*I,5.485470940785105*^-10+0.*I,1.6119704716800824*^-10+0.*I,4.6535887623528964*^-11+0.*I,1.3206078801433222*^-11+0.*I,3.686072639830501*^-12+0.*I,1.0124903956317332*^-12+0.*I,2.738250245533757*^-13+0.*I,7.294833572447247*^-14+0.*I,1.9151832911763236*^-14+0.*I,4.957235796496345*^-15+0.*I,1.2655359860982115*^-15+0.*I,3.187698176999213*^-16+0.*I,7.925034537108051*^-17+0.*I,1.94532421702924*^-17+0.*I,4.7161537321522626*^-18+0.*I,1.1295892174089803*^-18+0.*I,2.6737140294887997*^-19+0.*I,6.255911058732883*^-20+0.*I,1.447309087491838*^-20+0.*I,3.3115854470095512*^-21+0.*I,7.495812086138556*^-22+0.*I,1.6788392745416405*^-22+0.*I,3.7213691236797643*^-23+0.*I,8.165657673839844*^-24+0.*I,1.7740354707712715*^-24+0.*I,3.8168105845160378*^-25+0.*I,8.133684300463368*^-26+0.*I,1.7171196533133767*^-26+0.*I,3.591828576816905*^-27+0.*I,7.445690041777084*^-28+0.*I,1.52981366723528*^-28+0.*I,3.1159022245469513*^-29+0.*I,6.292249707472261*^-30+0.*I,1.2599921937305959*^-30+0.*I,2.502248130365483*^-31+0.*I,4.928926573595549*^-32+0.*I,9.631428935884697*^-33+0.*I,1.86724213884451*^-33+0.*I,3.5919932323223064*^-34+0.*I,6.857204604271677*^-35+0.*I,1.299228804134396*^-35+0.*I,2.443429511349351*^-36+0.*I,4.561807013250933*^-37+0.*I,8.455568831037262*^-38+0.*I,1.556188402502514*^-38+0.*I,2.844056939272833*^-39+0.*I,5.161944214761292*^-40+0.*I,9.305253759303494*^-41+0.*I,1.6661838105902972*^-41+0.*I,2.963713327746469*^-42+0.*I,5.2372809015720086*^-43+0.*I,9.195360337707372*^-44+0.*I,1.6042081648579674*^-44+0.*I,2.781100901653001*^-45+0.*I,4.791493666724007*^-46+0.*I,8.204582665131879*^-47+0.*I,1.3963873986459476*^-47+0.*I,2.3623860023667387*^-48+0.*I,3.9730334922086516*^-49+0.*I,6.642785103742427*^-50+0.*I,1.1042420382200701*^-50+0.*I,1.8251276937681268*^-51+0.*I,2.9996134545062318*^-52+0.*I,4.902390631195386*^-53+0.*I,7.967976228939345*^-54+0.*I,1.2879884351402941*^-54+0.*I,2.070739490419913*^-55+0.*I
0.3544130253282716+0.*I,-0.3653062493685636+0.*I,-0.15101352141397553+0.*I,0.2756360708529402+0.*I,0.2554779891693917+0.*I,-0.069447782605963+0.*I,-0.29545494342161077+0.*I,-0.2528862131315527+0.*I,-0.035260818741956176+0.*I,0.18987316516988773+0.*I,0.32020810526910876+0.*I,0.342342757900498+0.*I,0.29292083098241173+0.*I,0.21633027264758095+0.*I,0.1430655703609127+0.*I,0.08658363228227842+0.*I,0.04864727567432473+0.*I,0.025635879561517708+0.*I,0.012768513037032221+0.*I,0.006046934051214534+0.*I,0.0027360274482551112+0.*I,0.0011874376561631554+0.*I,0.0004959541325203589+0.*I,0.0001999089530946485+0.*I,0.00007795303381650587+0.*I,0.00002946847879731707+0.*I,0.000010819551275518864+0.*I,3.8645493828546814*^-6+0.*I,1.3448106648223586*^-6+0.*I,4.5652642701779466*^-7+0.*I,1.513658068845467*^-7+0.*I,4.906974456623025*^-8+0.*I,1.5568611898913752*^-8+0.*I,4.838670840941178*^-9+0.*I,1.4743508933030902*^-9+0.*I,4.407627757686541*^-10+0.*I,1.293731767692972*^-10+0.*I,3.730807715033202*^-11+0.*I,1.0576576089952568*^-11+0.*I,2.9492905177278168*^-12+0.*I,8.093770404522063*^-13+0.*I,2.1870628402992749*^-13+0.*I,5.82172582060152*^-14+0.*I,1.5272615662585555*^-14+0.*I,3.950266846209612*^-15+0.*I,1.0077688047210233*^-15+0.*I,2.536750655019466*^-16+0.*I,6.302741578752547*^-17+0.*I,1.5461823360212275*^-17+0.*I,3.7463539784042876*^-18+0.*I,8.9681841561207*^-19+0.*I,2.1216430653207257*^-19+0.*I,4.9617048956463676*^-20+0.*I,1.1473440313668399*^-20+0.*I,2.624030039003947*^-21+0.*I,5.93690287635362*^-22+0.*I,1.3291263711268163*^-22+0.*I,2.944983447771475*^-23+0.*I,6.459529495334389*^-24+0.*I,1.4028392518546004*^-24+0.*I,3.0170885359373535*^-25+0.*I,6.427206011984687*^-26+0.*I,1.3564014953714483*^-26+0.*I,2.8363586753481346*^-27+0.*I,5.877777554578857*^-28+0.*I,1.2072964793119141*^-28+0.*I,2.458276665176483*^-29+0.*I,4.962820330302326*^-30+0.*I,9.93504993013325*^-31+0.*I,1.9724950212319323*^-31+0.*I,3.884407709676127*^-32+0.*I,7.588457605916639*^-33+0.*I,1.4708114959946372*^-33+0.*I,2.828711072023108*^-34+0.*I,5.398832760069098*^-35+0.*I,1.022682787358442*^-35+0.*I,1.9229163590625247*^-36+0.*I,3.5892638181980364*^-37+0.*I,6.651532349076887*^-38+0.*I,1.2239223621980984*^-38+0.*I,2.2363775005989992*^-39+0.*I,4.058237784763945*^-40+0.*I,7.314285323793074*^-41+0.*I,1.3094476362035725*^-41+0.*I,2.328761140562109*^-42+0.*I,4.114528271760035*^-43+0.*I,7.222876671943236*^-44+0.*I,1.2598858550595287*^-44+0.*I,2.183825622772082*^-45+0.*I,3.761876258358638*^-46+0.*I,6.440566122735622*^-47+0.*I,1.0959959755225975*^-47+0.*I,1.8539194735770485*^-48+0.*I,3.1174581041909372*^-49+0.*I,5.211567599288842*^-50+0.*I,8.662107209300842*^-51+0.*I,1.4315117855718087*^-51+0.*I,2.3523969523712606*^-52+0.*I,3.8441301070778805*^-53+0.*I,6.247182777580278*^-54+0.*I
-0.24566700105073147+0.*I,0.411716135150267+0.*I,-0.1263625444559313+0.*I,-0.3080360782287119+0.*I,0.069447782605963+0.*I,0.3036168194695125+0.*I,0.12872303870299956+0.*I,-0.17429492013783116+0.*I,-0.29543697403293634+0.*I,-0.17892094389056037+0.*I,0.04656388627712153+0.*I,0.2376450691341269+0.*I,0.32731240727819966+0.*I,0.32236789351684864+0.*I,0.26282161760073103+0.*I,0.1877800208094565+0.*I,0.12116488049749578+0.*I,0.07193122826894562+0.*I,0.039789964525748255+0.*I,0.020698886034326274+0.*I,0.010197347348478882+0.*I,0.00478409649548434+0.*I,0.002147011779898924+0.*I,0.0009251330538268897+0.*I,0.000383944192361425+0.*I,0.00015388173991988643+0.*I,0.00005969872737264733+0.*I,0.000022463591537731438+0.*I,8.213016180908556*^-6+0.*I,2.9222844396885268*^-6+0.*I,1.0133351941930726*^-6+0.*I,3.4288434913339626*^-7+0.*I,1.1334609574067002*^-7+0.*I,3.66424868342982*^-8+0.*I,1.159574016393671*^-8+0.*I,3.5952441109081645*^-9+0.*I,1.0930135680311595*^-9+0.*I,3.260724051960462*^-10+0.*I,9.551994964819095*^-11+0.*I,2.7494422044431668*^-11+0.*I,7.780820786077306*^-12+0.*I,2.166103403338843*^-12+0.*I,5.935168172635384*^-13+0.*I,1.601400589845326*^-13+0.*I,4.256770964680181*^-14+0.*I,1.1152249632439655*^-14+0.*I,2.880875240146269*^-15+0.*I,7.340645719388608*^-16+0.*I,1.84565697641489*^-16+0.*I,4.5806318737315365*^-17+0.*I,1.1225367606041686*^-17+0.*I,2.7171432814562936*^-18+0.*I,6.498164864720963*^-19+0.*I,1.5358841084527927*^-19+0.*I,3.588668445579353*^-20+0.*I,8.29139725334367*^-21+0.*I,1.8947372279825108*^-21+0.*I,4.283510940313104*^-22+0.*I,9.582499678282606*^-23+0.*I,2.1216812256589742*^-23+0.*I,4.650443448347303*^-24+0.*I,1.0092725244994147*^-24+0.*I,2.169231666031406*^-25+0.*I,4.618140985432642*^-26+0.*I,9.74023783129609*^-27+0.*I,2.0355771685220086*^-27+0.*I,4.2159265956920805*^-28+0.*I,8.654764375465307*^-29+0.*I,1.7613313348291735*^-29+0.*I,3.5539806280422076*^-30+0.*I,7.111146694757588*^-31+0.*I,1.41115638633412*^-31+0.*I,2.7776655674322264*^-32+0.*I,5.4238862476054046*^-33+0.*I,1.0508040131526592*^-33+0.*I,2.02007005992719*^-34+0.*I,3.8538615307522514*^-35+0.*I,7.297273192018573*^-36+0.*I,1.3715394695144029*^-36+0.*I,2.559093699560078*^-37+0.*I,4.740671400773092*^-38+0.*I,8.719942627698328*^-39+0.*I,1.59276091677923*^-39+0.*I,2.8892999698149015*^-40+0.*I,5.20571641718846*^-41+0.*I,9.31652311637801*^-42+0.*I,1.6563469706007065*^-42+0.*I,2.9255697537359343*^-43+0.*I,5.134142398497916*^-44+0.*I,8.95280998578017*^-45+0.*I,1.5513851233433887*^-45+0.*I,2.671668715723977*^-46+0.*I,4.572791613930346*^-47+0.*I,7.779439951044406*^-48+0.*I,1.3155728175670932*^-48+0.*I,2.2116268824058775*^-49+0.*I,3.6963177048666056*^-50+0.*I,6.142095250699543*^-51+0.*I,1.0148043296463012*^-51+0.*I,1.6672265763214173*^-52+0.*I
0.15545093941175497+0.*I,-0.360815139439843+0.*I,0.31766296761314416+0.*I,0.10556446699018945+0.*I,-0.29545494342161077+0.*I,-0.12872303870299956+0.*I,0.22216462114929597+0.*I,0.2493255332401611+0.*I,-0.014314506073866562+0.*I,-0.24861894474753177+0.*I,-0.26045021945848723+0.*I,-0.08732709394068949+0.*I,0.12896709986717556+0.*I,0.27780578296903735+0.*I,0.32611920895398244+0.*I,0.29673572451750424+0.*I,0.22997387447413897+0.*I,0.1584348938290072+0.*I,0.09941060871988808+0.*I,0.05770910722222977+0.*I,0.03133823757735057+0.*I,0.01605025277499233+0.*I,0.007802280677630702+0.*I,0.003618215625325429+0.*I,0.0016073173797863962+0.*I,0.0006863509074634531+0.*I,0.00028255476603765596+0.*I,0.0001124258169060887+0.*I,0.000043329945993614164+0.*I,0.000016207050671439422+0.*I,5.893217592420523*^-6+0.*I,2.0863743308259476*^-6+0.*I,7.201353694390785*^-7+0.*I,2.4263385601588193*^-7+0.*I,7.988911830927414*^-8+0.*I,2.5731407228801004*^-8+0.*I,8.11488634857253*^-9+0.*I,2.5079267534271386*^-9+0.*I,7.601553092965337*^-10+0.*I,2.2613137228922043*^-10+0.*I,6.606681517106228*^-11+0.*I,1.896892029236552*^-11+0.*I,5.355410724364138*^-12+0.*I,1.4875499755529751*^-12+0.*I,4.067257200836471*^-13+0.*I,1.0951965448094803*^-13+0.*I,2.905624683758816*^-14+0.*I,7.598525599740368*^-15+0.*I,1.959460336426016*^-15+0.*I,4.984555063746343*^-16+0.*I,1.251283658454499*^-16+0.*I,3.1007959945527325*^-17+0.*I,7.587868244209776*^-18+0.*I,1.8341283684350614*^-18+0.*I,4.380571814456725*^-19+0.*I,1.0340577765829653*^-19+0.*I,2.413170236168773*^-20+0.*I,5.568924225239983*^-21+0.*I,1.2711624005656539*^-21+0.*I,2.8706404365334453*^-22+0.*I,6.415078594242018*^-23+0.*I,1.418939863343888*^-23+0.*I,3.1070945734037864*^-24+0.*I,6.736891429489738*^-25+0.*I,1.4466451353646916*^-25+0.*I,3.0770993383388946*^-26+0.*I,6.48447411591422*^-27+0.*I,1.3540529227739092*^-27+0.*I,2.8021759230750967*^-28+0.*I,5.748079594607564*^-29+0.*I,1.168918214105695*^-29+0.*I,2.356913024818426*^-30+0.*I,4.712626511641063*^-31+0.*I,9.345497849083558*^-32+0.*I,1.838314425573523*^-32+0.*I,3.587329053733767*^-33+0.*I,6.9456208761042975*^-34+0.*I,1.3344185375796177*^-34+0.*I,2.5442822344236957*^-35+0.*I,4.8148226325010714*^-36+0.*I,9.044513063162293*^-37+0.*I,1.6866566325005933*^-37+0.*I,3.1228427858097135*^-38+0.*I,5.741159329169828*^-39+0.*I,1.0481367967108497*^-39+0.*I,1.9004082273230834*^-40+0.*I,3.422369902185703*^-41+0.*I,6.122059803755389*^-42+0.*I,1.087920553979582*^-42+0.*I,1.920716247550824*^-43+0.*I,3.3692412552434446*^-44+0.*I,5.872721594575349*^-45+0.*I,1.0172314069280743*^-45+0.*I,1.751083823337412*^-46+0.*I,2.9959454158449066*^-47+0.*I,5.094866432324837*^-48+0.*I,8.612615286412855*^-49+0.*I,1.4473423998855945*^-49+0.*I,2.4180843734121624*^-50+0.*I,4.0166574206735666*^-51+0.*I
-0.09106814339148052+0.*I,0.27013200724859227+0.*I,-0.37896095386215656+0.*I,0.14611617909332328+0.*I,0.2528862131315527+0.*I,-0.17429492013783116+0.*I,-0.2493255332401611+0.*I,0.07610173148009823+0.*I,0.274926103136131+0.*I,0.1294178232462586+0.*I,-0.14457638811960882+0.*I,-0.2753326176748176+0.*I,-0.18989106643010026+0.*I,0.013004998880918946+0.*I,0.20182561940537877+0.*I,0.30355234022723454+0.*I,0.31389617932741176+0.*I,0.26557215910476983+0.*I,0.19582311766020682+0.*I,0.12997202189030374+0.*I,0.07918725086987698+0.*I,0.04487666712643225+0.*I,0.023883230853608474+0.*I,0.012023168069566612+0.*I,0.005758015457759808+0.*I,0.0026354579690171446+0.*I,0.0011572389275549253+0.*I,0.000489063896859238+0.*I,0.00019946756247865214+0.*I,0.00007869920465806406+0.*I,0.000030099346683949466+0.*I,0.00001117952304932322+0.*I,4.038977574166493*^-6+0.*I,1.4214444562006265*^-6+0.*I,4.879373679548538*^-7+0.*I,1.6356321600991832*^-7+0.*I,5.3599386087001685*^-8+0.*I,1.718745273126271*^-8+0.*I,5.3979691542034166*^-9+0.*I,1.661785990253696*^-9+0.*I,5.018533131129836*^-10+0.*I,1.4877923094882495*^-10+0.*I,4.3326804414207594*^-11+0.*I,1.2401817464803529*^-11+0.*I,3.4912121952931703*^-12+0.*I,9.670777941877568*^-13+0.*I,2.637293387237273*^-13+0.*I,7.083890905610686*^-14+0.*I,1.8749696026461553*^-14+0.*I,4.892233540118497*^-15+0.*I,1.2588741689318156*^-15+0.*I,3.1958180803896424*^-16+0.*I,8.006823654263784*^-17+0.*I,1.9804460813443235*^-17+0.*I,4.837590788073119*^-18+0.*I,1.1673219478770252*^-18+0.*I,2.7833858158282946*^-19+0.*I,6.55990281225137*^-20+0.*I,1.5285414302734194*^-20+0.*I,3.522267622727001*^-21+0.*I,8.028558766250766*^-22+0.*I,1.8106031684563274*^-22+0.*I,4.040876608169085*^-23+0.*I,8.926615024714765*^-24+0.*I,1.952295385746347*^-24+0.*I,4.228018707308299*^-25+0.*I,9.068653468774541*^-26+0.*I,1.92682403931149*^-26+0.*I,4.0561177011553884*^-27+0.*I,8.460995008868464*^-28+0.*I,1.7492233930617461*^-28+0.*I,3.584677976457454*^-29+0.*I,7.282857257418383*^-30+0.*I,1.467113635265751*^-30+0.*I,2.930875900123258*^-31+0.*I,5.80713919769419*^-32+0.*I,1.141341665295754*^-32+0.*I,2.225427322710263*^-33+0.*I,4.305359424394704*^-34+0.*I,8.265249253398182*^-35+0.*I,1.574721476645217*^-35+0.*I,2.9778443999661688*^-36+0.*I,5.589828246201215*^-37+0.*I,1.0416924496059527*^-37+0.*I,1.9273927170698928*^-38+0.*I,3.541068638990488*^-39+0.*I,6.4606242997246096*^-40+0.*I,1.1706634254213496*^-40+0.*I,2.1069165324268527*^-41+0.*I,3.766687164956506*^-42+0.*I,6.689704075397549*^-43+0.*I,1.1803929248775432*^-43+0.*I,2.0694497041284152*^-44+0.*I,3.605181017987822*^-45+0.*I,6.241337255299324*^-46+0.*I,1.073841550384028*^-46+0.*I,1.8363164383017227*^-47+0.*I,3.121271886143155*^-48+0.*I,5.273800247796908*^-49+0.*I,8.858378873661449*^-50+0.*I
