0.6464028821596642+0.*I,0.-0.6038470794598706*I,-0.3988739356004952+0.*I,0.+0.21512888033472075*I,0.10048295705580261+0.*I,0.-0.04197890354576793*I,-0.016009550991947976+0.*I,0.+0.00565267241312995*I,0.0018669492399485327+0.*I,0.-0.0005813463384095723*I,-0.00017173492603731128+0.*I,0.+0.0000483711007842972*I,0.000013044247597449258+0.*I,0.-3.379644684099628*^-6*I,-8.437828841965372*^-7+0.*I,0.+2.0352078452646922*^-7*I,4.753050873438649*^-8+0.*I,0.-1.0768908526617876*^-8*I,-2.371150507164832*^-9+0.*I,0.+5.081664711494343*^-10*I,1.0614870373355223*^-10+0.*I,0.-2.1638578813274345*^-11*I,-4.309640850413063*^-12+0.*I,0.+8.394616239461998*^-13*I,1.6007330515073743*^-13+0.*I,0.-2.9906982311655647*^-14*I,-5.4791047807962645*^-15+0.*I,0.+9.85034427777945*^-16*I,1.7389859773969004*^-16+0.*I,0.-3.016621118025211*^-17*I,-5.144981596384316*^-18+0.*I,0.+8.632302775113998*^-19*I,1.425526717908721*^-19+0.*I,0.-2.318152899314336*^-20*I,-3.713866641685791*^-21+0.*I,0.+5.86429715529624*^-22*I,9.130370568273003*^-23+0.*I,0.-1.4022040858004512*^-23*I,-2.124922601651869*^-24+0.*I,0.+3.1785898946214337*^-25*I,4.694919915975915*^-26+0.*I,0.-6.84951697404699*^-27*I,-9.873223926789145*^-28+0.*I,0.+1.4065282041174703*^-28*I,1.9808235600992675*^-29+0.*I,0.-2.75843796822226*^-30*I,-3.799338531481055*^-31+0.*I,0.+5.177054645233474*^-32*I,6.980488506876574*^-33+0.*I,0.-9.315613516002272*^-34*I,-1.2306941780639898*^-34+0.*I,0.+1.6098623515688388*^-35*I,2.085502708364564*^-36+0.*I,0.-2.6760640841812005*^-37*I,-3.401913881711994*^-38+0.*I,0.+4.2851463273526594*^-39*I,5.349279976544517*^-40+0.*I,0.-6.61883549448336*^-41*I,-8.118789406684808*^-42+0.*I,0.+9.8739052753253*^-43*I,1.190795040769136*^-43+0.*I,0.-1.424281344174071*^-44*I,-1.689754559454476*^-45+0.*I,0.+1.988735555001478*^-46*I,2.3222594411503133*^-47+0.*I,0.-2.6907772355686*^-48*I,-3.094065213108577*^-49+0.*I,0.+3.531146595177724*^-50*I,4.000230135348438*^-51+0.*I,0.-4.498669805007432*^-52*I,-5.02294917546469*^-53+0.*I,0.+5.568693247956203*^-54*I,6.13070943378308*^-55+0.*I,0.-6.703058181880637*^-56*I,-7.279152451253843*^-57+0.*I,0.+7.85188390044321*^-58*I,8.413772389198*^-59+0.*I,0.-8.957134231789475*^-60*I,-9.474263674244442*^-61+0.*I,0.+9.957621346304133*^-62*I,1.0400023006131048*^-62+0.*I,0.-1.0794821777722751*^-63*I,-1.1136077285086772*^-64+0.*I,0.+1.1418705601990686*^-65*I,1.1638604732021259*^-66+0.*I,0.-1.1792751365733133*^-67*I,-1.1879265872000905*^-68+0.*I,0.+1.1897443803317576*^-69*I,1.1847753559216516*^-70+0.*I,0.-1.1731801188331574*^-71*I,-1.1552264552397975*^-72+0.*I,0.+1.1312800167543207*^-73*I,1.1017926933649728*^-74+0.*I,0.-1.0672891628658063*^-75*I,-1.0283521463138174*^-76+0.*I,0.+9.856069157279084*^-78*I,9.397055927246336*^-79+0.*I,0.-8.913117472127967*^-80*I,-8.410857567631787*^-81+0.*I,0.+7.896713236574503*^-82*I
0.-0.6038470794598706*I,0.08230995275631141+0.*I,0.-0.48135457845639146*I,-0.4899040081634089+0.*I,0.+0.33639007872019766*I,0.18547149161562604+0.*I,0.-0.08787132820058567*I,-0.03707676065570711+0.*I,0.+0.014244132965372544*I,0.005057774199767132+0.*I,0.-0.001677949746775297*I,-0.0005243937138946168+0.*I,0.+0.00015537692615150443*I,0.000043874557100963946+0.*I,0.-0.00001185723988785457*I,-3.077835023370503*^-6+0.*I,0.+7.696817907780166*^-7*I,1.8591336833423702*^-7+0.*I,0.-4.347356317665897*^-8*I,-9.860894006113294*^-9+0.*I,0.+2.1734291214095367*^-9*I,4.662204624164869*^-10+0.*I,0.-9.746801456723139*^-11*I,-1.988411560644687*^-11+0.*I,0.+3.962970363074381*^-12*I,7.724284635593881*^-13+0.*I,0.-1.4737789737145846*^-13*I,-2.7550078695073742*^-14+0.*I,0.+5.049862238662037*^-15*I,9.08292383774939*^-16+0.*I,0.-1.6042088060284212*^-16*I,-2.783964549256819*^-17+0.*I,0.+4.750000118087177*^-18*I,7.972473758025018*^-19+0.*I,0.-1.317010154237275*^-19*I,-2.142370912190886*^-20+0.*I,0.+3.433285548448366*^-21*I,5.4227985716343855*^-22+0.*I,0.-8.445263626232225*^-23*I,-1.2973204586736005*^-23+0.*I,0.+1.966458454768428*^-24*I,2.94222974655233*^-25+0.*I,0.-4.346762119502219*^-26*I,-6.342912923163859*^-27+0.*I,0.+9.144810975960221*^-28*I,1.3030084719064247*^-28+0.*I,0.-1.835371555351367*^-29*I,-2.5563330251606555*^-30+0.*I,0.+3.5215593770299624*^-31*I,4.7993187349259736*^-32+0.*I,0.-6.472166320442985*^-33*I,-8.6385266510658*^-34+0.*I,0.+1.141406210400487*^-34*I,1.493270029651375*^-35+0.*I,0.-1.9347179618597735*^-36*I,-2.4828965124018885*^-37+0.*I,0.+3.1567387696916405*^-38*I,3.976786959066451*^-39+0.*I,0.-4.964912029581918*^-40*I,-6.143921885666933*^-41+0.*I,0.+7.537054209605465*^-42*I,9.167355174175529*^-43+0.*I,0.-1.1056951527774637*^-43*I,-1.322623026787009*^-44+0.*I,0.+1.569294704384766*^-45*I,1.8471291126796592*^-46+0.*I,0.-2.1570940794371974*^-47*I,-2.4996147840975433*^-48+0.*I,0.+2.874489320337911*^-49*I,3.2808157020406904*^-50+0.*I,0.-3.716934555077462*^-51*I,-4.180391410982487*^-52+0.*I,0.+4.667921955362012*^-53*I,5.17546279931548*^-54+0.*I,0.-5.698189367191436*^-55*I,-6.230581373648652*^-56+0.*I,0.+6.7665151537921*^-57*I,7.299380876728083*^-58+0.*I,0.-7.822221483816563*^-59*I,-8.327889116122399*^-60+0.*I,0.+8.809213893815869*^-61*I,9.259179236773728*^-62+0.*I,0.-9.671097510536145*^-63*I,-1.0038779669464324*^-63+0.*I,0.+1.0356692756417342*^-64*I,1.0620099595069487*^-65+0.*I,0.-1.0825175749688165*^-66*I,-1.0969099786031879*^-67+0.*I,0.+1.105011399228327*^-68*I,1.1067553949135252*^-69+0.*I,0.-1.1021846607843255*^-70*I,-1.0914477779051586*^-71+0.*I,0.+1.0747931092611465*^-72*I,1.0525601506105496*^-73+0.*I,0.-1.025168727460251*^-74*I,-9.931064915738946*^-76+0.*I,0.+9.569152095412978*^-77*I,9.171763516394075*^-78+0.*I,0.-8.74496482382724*^-79*I,-8.294929267871243*^-80+0.*I
-0.3988739356004952+0.*I,0.-0.48135457845639146*I,-0.2356510040143304+0.*I,0.-0.26592822982521974*I,-0.47062489566636684+0.*I,0.+0.4093653779115962*I,0.26320224121146946+0.*I,0.-0.13990097918808475*I,-0.06474449447601582+0.*I,0.+0.026875433277302532*I,0.010201149586289631+0.*I,0.-0.0035887503147380402*I,-0.0011818620878924454+0.*I,0.+0.00036715345089952285*I,0.00010824881321862089+0.*I,0.-0.000030439310854031197*I,-8.197015256951496*^-6+0.*I,0.+2.121182826897672*^-6*I,5.290234450590058*^-7+0.*I,0.-1.274808624037051*^-7*I,-2.974721633043789*^-8+0.*I,0.+6.734751233545499*^-9*I,1.4818954029585266*^-9+0.*I,0.-3.1739557576888035*^-10*I,-6.626283888461592*^-11+0.*I,0.+1.3500984951010608*^-11*I,2.6876792913718964*^-12+0.*I,0.-5.23302642062611*^-13*I,-9.97472459790197*^-14+0.*I,0.+1.86293258462897*^-14*I,3.4118345333141664*^-15+0.*I,0.-6.131880340219486*^-16*I,-1.0822094778166454*^-16+0.*I,0.+1.876796630943907*^-17*I,3.2001394352550162*^-18+0.*I,0.-5.367933467650946*^-19*I,-8.862522760051228*^-20+0.*I,0.+1.440891408438855*^-20*I,2.30795752338423*^-21+0.*I,0.-3.6436323468722536*^-22*I,-5.671898160500872*^-23+0.*I,0.+8.709169008531726*^-24*I,1.319586317611979*^-24+0.*I,0.-1.9736122794556143*^-25*I,-2.914683408845413*^-26+0.*I,0.+4.251693900932604*^-27*I,6.1277728016027835*^-28+0.*I,0.-8.728433978745173*^-29*I,-1.2290804841719272*^-29+0.*I,0.+1.7113808428408513*^-30*I,2.3569071783755843*^-31+0.*I,0.-3.211221604948624*^-32*I,-4.329405489725247*^-33+0.*I,0.+5.777109460267658*^-34*I,7.631460007137987*^-35+0.*I,0.-9.981737726815656*^-36*I,-1.2929733590227923*^-36+0.*I,0.+1.658968496074902*^-37*I,2.1087693654485024*^-38+0.*I,0.-2.656053521233714*^-39*I,-3.3153782538419853*^-40+0.*I,0.+4.101918855879095*^-41*I,5.031130147654128*^-42+0.*I,0.-6.11833218808978*^-43*I,-7.378225213891921*^-44+0.*I,0.+8.824343329480753*^-45*I,1.0468461073223432*^-45+0.*I,0.-1.2319971431980884*^-46*I,-1.4385257861883991*^-47+0.*I,0.+1.666708609124551*^-48*I,1.9164043643826445*^-49+0.*I,0.-2.1870055882707983*^-50*I,-2.4774006757415257*^-51+0.*I,0.+2.785949024405718*^-52*I,3.110471470153034*^-53+0.*I,0.-3.4482577131126674*^-54*I,-3.796091782937908*^-55+0.*I,0.+4.150295846486643*^-56*I,4.5067918565803123*^-57+0.*I,0.-4.8611797206677654*^-58*I,-5.208829878494834*^-59+0.*I,0.+5.54498746341193*^-60*I,5.864884624369653*^-61+0.*I,0.-6.16385714024596*^-62*I,-6.437461191433855*^-63+0.*I,0.+6.681586081710725*^-64*I,6.892558830746431*^-65+0.*I,0.-7.06723687710861*^-66*I,-7.203085624935074*^-67+0.*I,0.+7.29823820662668*^-68*I,7.351535583255708*^-69+0.*I,0.-7.362545922895706*^-70*I,-7.331563041281345*^-71+0.*I,0.+7.259584515764654*^-72*I,7.148270852028865*^-73+0.*I,0.-6.999887758090369*^-74*I,-6.817234133405327*^-75+0.*I,0.+6.603558792230895*^-76*I,6.3624691984709955*^-77+0.*I,0.-6.097835591652137*^-78*I
0.+0.21512888033472075*I,-0.4899040081634089+0.*I,0.-0.26592822982521974*I,-0.37907687676675095+0.*I,0.-0.053240388893967*I,-0.3867867873376167+0.*I,0.+0.43697443280330966*I,0.32659379603800054+0.*I,0.-0.19353801230381565*I,-0.09764574348105164+0.*I,0.+0.04356571005829059*I,0.017598155787052143+0.*I,0.-0.006540074503109635*I,-0.0022622213871596594+0.*I,0.+0.0007347591315049557*I,0.0002256345507531458+0.*I,0.-0.00006587559469861096*I,-0.00001836875938896073+0.*I,0.+4.910491791143679*^-6*I,1.262590878135684*^-6+0.*I,0.-3.1311029190714404*^-7*I,-7.507141229853648*^-8+0.*I,0.+1.7438546301752912*^-8*I,3.931998273731448*^-9+0.*I,0.-8.619920210519494*^-10*I,-1.8400271094042372*^-10+0.*I,0.+3.829624913885908*^-11*I,7.780799549132975*^-12+0.*I,0.-1.5449182464429388*^-12*I,-3.000792404169483*^-13+0.*I,0.+5.707096029793164*^-14*I,1.063679640449068*^-14+0.*I,0.-1.944295789508233*^-15*I,-3.488059533283214*^-16+0.*I,0.+6.145642457193055*^-17*I,1.0641042670263831*^-17+0.*I,0.-1.8117075221865804*^-18*I,-3.0347025921168854*^-19+0.*I,0.+5.003692603180406*^-20*I,8.124943331584878*^-21+0.*I,0.-1.2998755727532582*^-21*I,-2.0498410419229587*^-22+0.*I,0.+3.187502016784398*^-23*I,4.889428258528994*^-24+0.*I,0.-7.40115889638654*^-25*I,-1.105920921719463*^-25+0.*I,0.+1.6318202495968538*^-26*I,2.3783663670704782*^-27+0.*I,0.-3.425084299367975*^-28*I,-4.874967933449059*^-29+0.*I,0.+6.859565477251043*^-30*I,9.544583049576585*^-31+0.*I,0.-1.3135879277855847*^-31*I,-1.7885659082322456*^-32+0.*I,0.+2.409860408061489*^-33*I,3.21376039959694*^-34+0.*I,0.-4.242868301297105*^-35*I,-5.5464653136681696*^-36+0.*I,0.+7.180697994166026*^-37*I,9.208532161608054*^-38+0.*I,0.-1.1699420663835095*^-38*I,-1.472863546215767*^-39+0.*I,0.+1.837622231358706*^-40*I,2.2725548279521021*^-41+0.*I,0.-2.7861428295615623*^-42*I,-3.386783672598675*^-43+0.*I,0.+4.0825232487012353*^-44*I,4.8807550928925284*^-45+0.*I,0.-5.787894088702718*^-46*I,-6.809034961829519*^-47+0.*I,0.+7.947608005513302*^-48*I,9.205046225382456*^-49+0.*I,0.-1.0580479252096416*^-49*I,-1.207046981376576*^-50+0.*I,0.+1.366880819011183*^-51*I,1.5366378836072082*^-52+0.*I,0.-1.715111126686964*^-53*I,-1.9008024398937376*^-54+0.*I,0.+2.091936995699575*^-55*I,2.286487645320268*^-56+0.*I,0.-2.4822090827362053*^-57*I,-2.6766810344170787*^-58+0.*I,0.+2.867359302446366*^-59*I,3.051633098936216*^-60+0.*I,0.-3.226886784614162*^-61*I,-3.390563883474706*^-62+0.*I,0.+3.540231102742269*^-63*I,3.673640051725116*^-64+0.*I,0.-3.788784426675676*^-65*I,-3.8839506073877914*^-66+0.*I,0.+3.957759884744605*^-67*I,4.009200891271157*^-68+0.*I,0.-4.0376512192734405*^-69*I,-4.0428876608138874*^-70+0.*I,0.+4.02508496673117*^-71*I,3.9848034744389347*^-72+0.*I,0.-3.922966374239582*^-73*I,-3.840827752105282*^-74+0.*I,0.+3.7399328478915477*^-75*I,3.6220721908528776*^-76+0.*I
0.10048295705580261+0.*I,0.+0.33639007872019766*I,-0.47062489566636684+0.*I,0.-0.053240388893967*I,-0.4039445361091088+0.*I,0.+0.12113681444612526*I,-0.26961197930935665+0.*I,0.+0.42551655940194394*I,0.37147513749368616+0.*I,0.-0.2446983905782281*I,-0.13404269142592598+0.*I,0.+0.06402576461011195*I,0.027426144930643433+0.*I,0.-0.0107336427327768*I,-0.003889035475370845+0.*I,0.+0.0013174649669723195*I,0.0004204997573678995+0.*I,0.-0.00012722628962710472*I,-0.000036672417697958514+0.*I,0.+0.000010112434508519453*I,2.6769906616239273*^-6+0.*I,0.-6.823612562224452*^-7*I,-1.6791282610795682*^-7+0.*I,0.+3.997959705508427*^-8*I,9.228767964596274*^-9+0.*I,0.-2.069035587745332*^-9*I,-4.512291951492394*^-10+0.*I,0.+9.586229777760925*^-11*I,1.986445617480227*^-11+0.*I,0.-4.019657893092239*^-12*I,-7.951439924784513*^-13+0.*I,0.+1.5391056691484016*^-13*I,2.9177256735674663*^-14+0.*I,0.-5.421643291062399*^-15*I,-9.882301405868142*^-16+0.*I,0.+1.768203095841129*^-16*I,3.107691094841341*^-17+0.*I,0.-5.368347637798026*^-18*I,-9.119867801092644*^-19+0.*I,0.+1.5244523179004042*^-19*I,2.5086177523630487*^-20+0.*I,0.-4.0658878841467495*^-21*I,-6.493361459442415*^-22+0.*I,0.+1.0222547573557366*^-22*I,1.587070371785632*^-23+0.*I,0.-2.430768518587415*^-24*I,-3.6741408284572904*^-25+0.*I,0.+5.482508645614738*^-26*I,8.078923045113435*^-27+0.*I,0.-1.176009377739446*^-27*I,-1.6915216050308387*^-28+0.*I,0.+2.4047737085370406*^-29*I,3.379992952173876*^-30+0.*I,0.-4.6979914300424695*^-31*I,-6.459050382927033*^-32+0.*I,0.+8.785892399427401*^-33*I,1.1826613342131037*^-33+0.*I,0.-1.5757410858016293*^-34*I,-2.0784912774346174*^-35+0.*I,0.+2.7147879416627767*^-36*I,3.511803212110861*^-37+0.*I,0.-4.4999749287382844*^-38*I,-5.7128374429088014*^-39+0.*I,0.+7.186690059709316*^-40*I,8.960083427747354*^-41+0.*I,0.-1.1073110034943566*^-41*I,-1.3566492754278447*^-42+0.*I,0.+1.6480474916452743*^-43*I,1.98535263180287*^-44+0.*I,0.-2.3720891400353547*^-45*I,-2.81130179169935*^-46+0.*I,0.+3.305391600281041*^-47*I,3.8559507865344127*^-48+0.*I,0.-4.463603653454973*^-49*I,-5.127860748331531*^-50+0.*I,0.+5.846993884043465*^-51*I,6.61793939079145*^-52+0.*I,0.-7.436236353718109*^-53*I,-8.296005564252552*^-54+0.*I,0.+9.189973503539562*^-55*I,1.0109543941748848*^-55+0.*I,0.-1.1044917758254928*^-56*I,-1.1985259465092976*^-57+0.*I,0.+1.2918906763613625*^-58*I,1.3833617401740357*^-59+0.*I,0.-1.471684574482141*^-60*I,-1.555603993468471*^-61+0.*I,0.+1.6338949380221186*^-62*I,1.705393166592746*^-63+0.*I,0.-1.7690247822016304*^-64*I,-1.8238335280154853*^-65+0.*I,0.+1.869004872109636*^-66*I,1.9038860354160718*^-67+0.*I,0.-1.9280012878121127*^-68*I,-1.941062036342656*^-69+0.*I,0.+1.9429714458277737*^-70*I,1.9338235541374543*^-71+0.*I,0.-1.913897060877122*^-72*I,-1.8836441685828832*^-73+0.*I,0.+1.8436750306248676*^-74*I
0.-0.04197890354576793*I,0.18547149161562604+0.*I,0.+0.4093653779115962*I,-0.3867867873376167+0.*I,0.+0.12113681444612526*I,-0.3533370420775443+0.*I,0.+0.24533490005226435*I,-0.14124055616127573+0.*I,0.+0.38304892343737273*I,0.396158211535496+0.*I,0.-0.2900565825906211*I,-0.17206930909240728+0.*I,0.+0.08773042963405073*I,0.03973912116731355+0.*I,0.-0.016336091913290048*I,-0.006185607879605311+0.*I,0.+0.0021810802157507213*I,0.0007222117389908941+0.*I,0.-0.00022607422556754738*I,-0.00006726301697505206+0.*I,0.+0.000019106498936480516*I,5.201127299058785*^-6+0.*I,0.-1.361183873416638*^-6*I,-3.434305593372734*^-7+0.*I,0.+8.373539346813642*^-8*I,1.9771768666499573*^-8+0.*I,0.-4.529616418455549*^-9*I,-1.0085133705346006*^-9+0.*I,0.+2.1855279948611417*^-10*I,4.616064753550318*^-11+0.*I,0.-9.513922376301969*^-12*I,-1.9155931446612403*^-12+0.*I,0.+3.7717693514994733*^-13*I,7.269272236070941*^-14+0.*I,0.-1.372506172459176*^-14*I,-2.5407407255023204*^-15+0.*I,0.+4.614756344939113*^-16*I,8.229559555732915*^-17+0.*I,0.-1.4418511136663388*^-17*I,-2.483353208114986*^-18+0.*I,0.+4.206999416526451*^-19*I,7.013726860033861*^-20+0.*I,0.-1.1512788570193522*^-20*I,-1.8615204985967118*^-21+0.*I,0.+2.966194416175385*^-22*I,4.659660563727305*^-23+0.*I,0.-7.219390875814834*^-24*I,-1.1035658951962718*^-24+0.*I,0.+1.6649417461699195*^-25*I,2.4799726499829346*^-26+0.*I,0.-3.648201252001993*^-27*I,-5.3018222187596545*^-28+0.*I,0.+7.613955754123277*^-29*I,1.080819114102872*^-29+0.*I,0.-1.5169334648582501*^-30*I,-2.105519718373225*^-31+0.*I,0.+2.890913781551332*^-32*I,3.927294297661376*^-33+0.*I,0.-5.279947335812798*^-34*I,-7.026435937080279*^-35+0.*I,0.+9.257588206363433*^-36*I,1.207820521193414*^-36+0.*I,0.-1.5607380892757628*^-37*I,-1.997832191833159*^-38+0.*I,0.+2.5337557369720268*^-39*I,3.1843437386150646*^-40+0.*I,0.-3.966383738315066*^-41*I,-4.897301046013543*^-42+0.*I,0.+5.994756496081564*^-43*I,7.276158595407521*^-44+0.*I,0.-8.758096710239701*^-45*I,-1.0455707075220654*^-45+0.*I,0.+1.2381988631027046*^-46*I,1.4547090682410904*^-47+0.*I,0.-1.6957598768988302*^-48*I,-1.9615848610102946*^-49+0.*I,0.+2.2519300202638166*^-50*I,2.5660004850199284*^-51+0.*I,0.-2.9024196894997396*^-52*I,-3.25920391193072*^-53+0.*I,0.+3.63375462026902*^-54*I,4.022870440309307*^-55+0.*I,0.-4.422779802822643*^-56*I,-4.829194463519568*^-57+0.*I,0.+5.237383168071334*^-58*I,5.642263803746876*^-59+0.*I,0.-6.038511491299896*^-60*I,-6.420679276499284*^-61+0.*I,0.+6.783327426399737*^-62*I,7.121156859796345*^-63+0.*I,0.-7.429141972665254*^-64*I,-7.702658073953887*^-65+0.*I,0.+7.937598827919747*^-66*I,8.130479496076149*^-67+0.*I,0.-8.278522362109699*^-68*I,-8.379721473512215*^-69+0.*I,0.+8.432884702430507*^-70*I,8.437652068150018*^-71+0.*I,0.-8.394490225057742*^-72*I,-8.304663953946092*^-73+0.*I
-0.016009550991947976+0.*I,0.-0.08787132820058567*I,0.26320224121146946+0.*I,0.+0.43697443280330966*I,-0.26961197930935665+0.*I,0.+0.24533490005226435*I,-0.25977334077198305+0.*I,0.+0.3188570797427637*I,-0.017006662332021406+0.*I,0.+0.31805381370306207*I,0.4008187822969213+0.*I,0.-0.3271161652234421*I,-0.2098848784618928+0.*I,0.+0.11398033370212622*I,0.054472392888624106+0.*I,0.-0.023470615646703958*I,-0.009269253869460816+0.*I,0.+0.003395874204585674*I,0.001164689193822223+0.*I,0.-0.0003766498454698331*I,-0.00011551823437392865+0.*I,0.+0.00003376142551643655*I,9.440284006665078*^-6+0.*I,0.-2.5340737471370717*^-6*I,-6.549268388738049*^-7+0.*I,0.+1.6338377012398748*^-7*I,3.9430752667341907*^-8+0.*I,0.-9.2241493543764*^-9*I,-2.095288106234245*^-9+0.*I,0.+4.62880555826206*^-10*I,9.95900083826373*^-11+0.*I,0.-2.089488133190325*^-11*I,-4.280028395086394*^-12+0.*I,0.+8.56835398988883*^-13*I,1.6780894606038585*^-13+0.*I,0.-3.2180207673030315*^-14*I,-6.047524761842581*^-15+0.*I,0.+1.1145868336379472*^-15*I,2.0160723338897427*^-16+0.*I,0.-3.5813055063279095*^-17*I,-6.25154750841135*^-18+0.*I,0.+1.0729884479349374*^-18*I,1.811751226687889*^-19+0.*I,0.-3.0110530503616375*^-20*I,-4.927899184534974*^-21+0.*I,0.+7.945551855838103*^-22*I,1.2626688994949787*^-22+0.*I,0.-1.9784829699508447*^-23*I,-3.0578596042722233*^-24+0.*I,0.+4.663388300159171*^-25*I,7.019932442682857*^-26+0.*I,0.-1.043404669344263*^-26*I,-1.53177675410744*^-27+0.*I,0.+2.2217186716389223*^-28*I,3.1846058464243097*^-29+0.*I,0.-4.512445652901687*^-30*I,-6.322217822810854*^-31+0.*I,0.+8.760618946538721*^-32*I,1.2009092126338355*^-32+0.*I,0.-1.6288967916619523*^-33*I,-2.186648350598522*^-34+0.*I,0.+2.9057386990937175*^-35*I,3.823077684037*^-36+0.*I,0.-4.981177831949121*^-37*I,-6.428262431751908*^-38+0.*I,0.+8.218169343469466*^-39*I,1.0410006873593049*^-39+0.*I,0.-1.3067522082336904*^-40*I,-1.6258149196952437*^-41+0.*I,0.+2.0051716521983477*^-42*I,2.4518804250174583*^-43+0.*I,0.-2.972876251106024*^-44*I,-3.5747418198370837*^-45+0.*I,0.+4.263451968068359*^-46*I,5.044098928525796*^-47+0.*I,0.-5.920607315021086*^-48*I,-6.895449527811823*^-49+0.*I,0.+7.9693736019501855*^-50*I,9.141156350942891*^-51+0.*I,0.-1.0407394873856036*^-51*I,-1.1762349024393655*^-52+0.*I,0.+1.3197846253336945*^-53*I,1.4703258343834185*^-54+0.*I,0.-1.626555702210204*^-55*I,-1.7869452349225288*^-56+0.*I,0.+1.9497614328703405*^-57*I,2.1130974476722763*^-58+0.*I,0.-2.274910039699507*^-59*I,-2.4330632886326575*^-60+0.*I,0.+2.58537719725655*^-61*I,2.729679573558544*^-62+0.*I,0.-2.863859393521765*^-63*I,-2.9859197476696114*^-64+0.*I,0.+3.0940284644155107*^-65*I,3.1865645833556226*^-66+0.*I,0.-3.2621590172767025*^-67*I,-3.319727983422016*^-68+0.*I,0.+3.3584980888396386*^-69*I,3.3780223045650204*^-70+0.*I,0.-3.378186439998383*^-71*I
0.+0.00565267241312995*I,-0.03707676065570711+0.*I,0.-0.13990097918808475*I,0.32659379603800054+0.*I,0.+0.42551655940194394*I,-0.14124055616127573+0.*I,0.+0.3188570797427637*I,-0.1471908817573853+0.*I,0.+0.34687729023848196*I,0.09301509833244094+0.*I,0.+0.23862541734011886*I,0.3869543470398545+0.*I,0.-0.3541891795839964*I,-0.2457805565394606+0.*I,0.+0.14195935272776572*I,0.07145238377894626+0.*I,0.-0.03221143567434369*I,-0.013246069316155037+0.*I,0.+0.00503428341739602*I,0.0017858478601116357+0.*I,0.-0.0005958671153045899*I,-0.000188162924524355+0.*I,0.+0.00005651942299644427*I,0.00001621723399815299+0.*I,0.-4.460950426280204*^-6*I,-1.180007640389924*^-6+0.*I,0.+3.009588209130549*^-7*I,7.41835866542228*^-8+0.*I,0.-1.7708491747169304*^-8*I,-4.1013170122400785*^-9+0.*I,0.+9.230904234955303*^-10*I,2.0220132794568218*^-10+0.*I,0.-4.3163937662631015*^-11*I,-8.990438871126951*^-12+0.*I,0.+1.829123052854348*^-12*I,3.6386998239787535*^-13+0.*I,0.-7.084258375273514*^-14*I,-1.3510131748775335*^-14+0.*I,0.+2.525724997207881*^-15*I,4.632262503311223*^-16+0.*I,0.-8.340227173641435*^-17*I,-1.4750852333839627*^-17+0.*I,0.+2.564304657010804*^-18*I,4.384072359145597*^-19+0.*I,0.-7.375114625524184*^-20*I,-1.2213962343131781*^-20+0.*I,0.+1.9922436782101184*^-21*I,3.2019633968260088*^-22+0.*I,0.-5.072917263090297*^-23*I,-7.925680556039779*^-24+0.*I,0.+1.2215568828021258*^-24*I,1.8579838767376577*^-25+0.*I,0.-2.7897575965234326*^-26*I,-4.136427268371423*^-27+0.*I,0.+6.058292942704256*^-28*I,8.767313841034396*^-29+0.*I,0.-1.253989802103691*^-29*I,-1.7731564978281255*^-30+0.*I,0.+2.479335011244589*^-31*I,3.4289665790194473*^-32+0.*I,0.-4.691715038261017*^-33*I,-6.352382970842644*^-34+0.*I,0.+8.512769393070858*^-35*I,1.1293356998312175*^-35+0.*I,0.-1.4834696134770962*^-36*I,-1.929833525996111*^-37+0.*I,0.+2.486713564833191*^-38*I,3.1744803763379016*^-39+0.*I,0.-4.0154479921365405*^-40*I,-5.033623831020988*^-41+0.*I,0.+6.254338217920839*^-42*I,7.703745944411455*^-43+0.*I,0.-9.408197752995058*^-44*I,-1.1393486048351369*^-44+0.*I,0.+1.3683976369401362*^-45*I,1.6301643846648504*^-46+0.*I,0.-1.9265041588512482*^-47*I,-2.2588235198458404*^-48+0.*I,0.+2.627974390431051*^-49*I,3.0341533573588663*^-50+0.*I,0.-3.47681097334064*^-51*I,-3.954575923666711*^-52+0.*I,0.+4.465198716624186*^-53*I,5.0055190844035533*^-54+0.*I,0.-5.571460547886282*^-55*I,-6.158054628776964*^-56+0.*I,0.+6.759496026825911*^-57*I,7.369228774137696*^-58+0.*I,0.-7.980061999950421*^-59*I,-8.584312562452947*^-60+0.*I,0.+9.17397050631711*^-61*I,9.740882160152837*^-62+0.*I,0.-1.0276944763939314*^-62*I,-1.0774305867256968*^-63+0.*I,0.+1.1225560403666927*^-64*I,1.1623938345161974*^-65+0.*I,0.-1.1963476173951488*^-66*I,-1.2239166058102691*^-67+0.*I,0.+1.2447077545900643*^-68*I,1.2584447749031037*^-69+0.*I
