0.49319120170328756+0.*I,0.-0.5864034457949255*I,-0.4930179244419055+0.*I,0.+0.3384412379147761*I,0.20120300952948048+0.*I,0.-0.10698691471629211*I,-0.051932141479384825+0.*I,0.+0.023338256292753892*I,0.009810804114519704+0.*I,0.-0.0038883427758541257*I,-0.001461994491511971+0.*I,0.+0.0005241198245284272*I,0.0001798958551353623+0.*I,0.-0.00005932403387820967*I,-0.000018851584089824954+0.*I,0.+5.787398845865091*^-6*I,1.7203016870962978*^-6+0.*I,0.-4.960909995289075*^-7*I,-1.3902928474468047*^-7+0.*I,0.+3.7923698153986976*^-8*I,1.008270072504186*^-8+0.*I,0.-2.616064349649675*^-9*I,-6.631599274038027*^-10+0.*I,0.+1.6441277160268496*^-10*I,3.990351221235943*^-11+0.*I,0.-9.48904075329595*^-12*I,-2.2126709347971218*^-12+0.*I,0.+5.063095769580696*^-13*I,1.1376752752641544*^-13+0.*I,0.-2.5118894049215686*^-14*I,-5.452818974138596*^-15+0.*I,0.+1.1644515579744864*^-15*I,2.447527782887944*^-16+0.*I,0.-5.065844488308372*^-17*I,-1.0329839848458722*^-17+0.*I,0.+2.0760641042189197*^-18*I,4.1140607679154107*^-19+0.*I,0.-8.041758624114666*^-20*I,-1.5511022520727024*^-20+0.*I,0.+2.9531759170753095*^-21*I,5.551885690275206*^-22+0.*I,0.-1.0309314309795983*^-22*I,-1.8914128210832182*^-23+0.*I,0.+3.429519638068926*^-24*I,6.147352952959987*^-25+0.*I,0.-1.0895899414349334*^-25*I,-1.910140719559661*^-26+0.*I,0.+3.3128183801689986*^-27*I,5.685363036447508*^-28+0.*I,0.-9.656980508208173*^-29*I,-1.6238187277630019*^-29+0.*I,0.+2.703545300986846*^-30*I,4.457723967746072*^-31+0.*I,0.-7.280419947743451*^-32*I,-1.1779876687354942*^-32+0.*I,0.+1.8886026413126668*^-33*I,3.0007358887684244*^-34+0.*I,0.-4.7257586492102584*^-35*I,-7.378001417305063*^-36+0.*I,0.+1.1420731507573075*^-36*I,1.7530709363978076*^-37+0.*I,0.-2.668798381042272*^-38*I,-4.029963512089732*^-39+0.*I,0.+6.036872902236074*^-40*I,8.972288687103801*^-41+0.*I,0.-1.3232068901458344*^-41*I,-1.936586852581582*^-42+0.*I,0.+2.81307150135163*^-43*I,4.056089299102378*^-44+0.*I,0.-5.805827869162515*^-45*I,-8.250805111740342*^-46+0.*I,0.+1.164255633006421*^-46*I,1.6314106491606996*^-47+0.*I,0.-2.2702989905524812*^-48*I,-3.137967125280831*^-49+0.*I,0.+4.308230698176396*^-50*I,5.875885820581865*^-51+0.*I,0.-7.9617617720894*^-52*I,-1.0718723563496606*^-52+0.*I,0.+1.4338731029084187*^-53*I,1.9061054272198505*^-54+0.*I,0.-2.518173223938551*^-55*I,-3.306434080811043*^-56+0.*I,0.+4.315210797501312*^-57*I,5.598137560767217*^-58+0.*I,0.-7.219635909274783*^-59*I,-9.256509772933869*^-60+0.*I,0.+1.17996419963685*^-60*I,1.4955766915195613*^-61+0.*I,0.-1.8849284869845462*^-62*I,-2.3624075205664646*^-63+0.*I,0.+2.9445254583593237*^-64*I,3.6500817650335736*^-65+0.*I,0.-4.5003087699006216*^-66*I,-5.518989636284242*^-67+0.*I,0.+6.732540414892208*^-68*I,8.170046829301971*^-69+0.*I,0.-9.863246156946246*^-70*I,-1.1846444587468668*^-70+0.*I,0.+1.4156360812843495*^-71*I
0.-0.5864034457949255*I,-0.20404143353548898+0.*I,0.-0.24310228662060127*I,-0.4515260751165733+0.*I,0.+0.43765246182095074*I,0.32269635871093844+0.*I,0.-0.20031612802506105*I,-0.10965038693239529+0.*I,0.+0.054345528815141236*I,0.024809179823761535+0.*I,0.-0.010557710692012898*I,-0.004225709651580642+0.*I,0.+0.0016017084846593926*I,0.0005780875610719081+0.*I,0.-0.0001995557102257352*I,-0.00006613066448113555+0.*I,0.+0.00002110415979248443*I,6.503134263667416*^-6+0.*I,0.-1.939430291296458*^-6*I,-5.609233939588426*^-7+0.*I,0.+1.5761162115585064*^-7*I,4.3094243507312156*^-8+0.*I,0.-1.1481933501421752*^-8*I,-2.9849167971105252*^-9+0.*I,0.+7.580095914801821*^-10*I,1.8823510878810724*^-10+0.*I,0.-4.575394223138292*^-11*I,-1.0895374268279389*^-11+0.*I,0.+2.5438690698547678*^-12*I,5.827905658886837*^-13+0.*I,0.-1.310984570166447*^-13*I,-2.897548036723415*^-14+0.*I,0.+6.296122133848898*^-15*I,1.3457648685563989*^-15+0.*I,0.-2.831047943055462*^-16*I,-5.864372022937384*^-17+0.*I,0.+1.1967223544948853*^-17*I,2.4068691042174395*^-18+0.*I,0.-4.77284717018837*^-19*I,-9.335498377701934*^-20+0.*I,0.+1.8017406254945282*^-20*I,3.432363822214944*^-21+0.*I,0.-6.45631064007212*^-22*I,-1.1995054034352837*^-22+0.*I,0.+2.2017940548265456*^-23*I,3.994217678608203*^-24+0.*I,0.-7.162843143422833*^-25*I,-1.2701371505918482*^-25+0.*I,0.+2.227589036722862*^-26*I,3.864932802131328*^-27+0.*I,0.-6.635444650437172*^-28*I,-1.1274934178495512*^-28+0.*I,0.+1.8965519843898543*^-29*I,3.158707972776347*^-30+0.*I,0.-5.209931675033145*^-31*I,-8.511635854614108*^-32+0.*I,0.+1.377622109327087*^-32*I,2.2093167296487497*^-33+0.*I,0.-3.5113062592889507*^-34*I,-5.531358130602417*^-35+0.*I,0.+8.638020769161331*^-36*I,1.3374602068580686*^-36+0.*I,0.-2.053497753460228*^-37*I,-3.1269060641993237*^-38+0.*I,0.+4.7228179717620324*^-39*I,7.076361339114715*^-40+0.*I,0.-1.0519523766712909*^-40*I,-1.5517172869607305*^-41+0.*I,0.+2.271491358175537*^-42*I,3.300209627967877*^-43+0.*I,0.-4.759402175686092*^-44*I,-6.813822178130773*^-45+0.*I,0.+9.685062206819004*^-46*I,1.3668840557690241*^-46+0.*I,0.-1.9156746647172754*^-47*I,-2.666334461742221*^-48+0.*I,0.+3.6859642717511104*^-49*I,5.061403678693737*^-50+0.*I,0.-6.904192175492452*^-51*I,-9.356522641480103*^-52+0.*I,0.+1.2598315326692304*^-52*I,1.685553850462314*^-53+0.*I,0.-2.2409893973801417*^-54*I,-2.960997029458994*^-55+0.*I,0.+3.888394269617*^-56*I,5.075386471719458*^-57+0.*I,0.-6.585155176308698*^-58*I,-8.493600006398795*^-59+0.*I,0.+1.0891221558193513*^-59*I,1.388512463354409*^-60+0.*I,0.-1.7601111909788848*^-61*I,-2.21858278920766*^-62+0.*I,0.+2.780890196785726*^-63*I,3.466502789319119*^-64+0.*I,0.-4.297590548358239*^-65*I,-5.299195913973649*^-66+0.*I,0.+6.499373766796768*^-67*I,7.929289127370499*^-68+0.*I,0.-9.62326152728501*^-69*I,-1.1618744665178358*^-69+0.*I
-0.4930179244419055+0.*I,0.-0.24310228662060127*I,-0.40842936071469726+0.*I,0.+0.08188167398830419*I,-0.27059856854374714+0.*I,0.+0.42068276304628305*I,0.39051096799232027+0.*I,0.-0.2825687417128559*I,-0.17360984211588573+0.*I,0.+0.09442599060733269*I,0.0465986311978466+0.*I,0.-0.0212072664867132*I,-0.009004198149364772+0.*I,0.+0.0035975450538651486*I,0.0013616997221665389+0.*I,0.-0.0004909065508152995*I,-0.0001693024706559833+0.*I,0.+0.000056061168701515665*I,0.000017878829328872453+0.*I,0.-5.506130018293328*^-6*I,-1.641283754954753*^-6+0.*I,0.+4.744885954330102*^-7*I,1.3327401587455446*^-7+0.*I,0.-3.6427566061049054*^-8*I,-9.702759532593641*^-9+0.*I,0.+2.5217101919941544*^-9*I,6.402237699296908*^-10+0.*I,0.-1.5895044672053826*^-10*I,-3.862800304374401*^-11+0.*I,0.+9.196784423098715*^-12*I,2.1469173010044254*^-12+0.*I,0.-4.917740444675408*^-13*I,-1.1060846508029743*^-13+0.*I,0.+2.4443518967694267*^-14*I,5.310710717493121*^-15+0.*I,0.-1.135007693060625*^-15*I,-2.387428060610658*^-16+0.*I,0.+4.9449402710306747*^-17*I,1.0090022698622379*^-17+0.*I,0.-2.0291441633200853*^-18*I,-4.023480689574231*^-19+0.*I,0.+7.869152105315862*^-20*I,1.5186253561508876*^-20+0.*I,0.-2.8928198294677907*^-21*I,-5.441063503201885*^-22+0.*I,0.+1.0108212902729619*^-22*I,1.8553379960492286*^-23+0.*I,0.-3.365530429230029*^-24*I,-6.035091589836608*^-25+0.*I,0.+1.0701059478826012*^-25*I,1.8766789875917932*^-26+0.*I,0.-3.255941440212027*^-27*I,-5.589658580853013*^-28+0.*I,0.+9.497530930577885*^-29*I,1.5975103766215482*^-29+0.*I,0.-2.6605497532649022*^-30*I,-4.388110946995557*^-31+0.*I,0.+7.168741518548126*^-32*I,1.1602322089196891*^-32+0.*I,0.-1.860622635996517*^-33*I,-2.9570255759632078*^-34+0.*I,0.+4.658056102791638*^-35*I,7.274015723382104*^-36+0.*I,0.-1.126233334157214*^-36*I,-1.7291381558303767*^-37+0.*I,0.+2.6329260795851845*^-38*I,3.9766173447387066*^-39+0.*I,0.-5.958154144468358*^-40*I,-8.857013518007394*^-41+0.*I,0.+1.3064526097486505*^-41*I,1.9124157349161383*^-42+0.*I,0.-2.778454003367689*^-43*I,-4.006866273979234*^-44+0.*I,0.+5.736331998209509*^-45*I,8.15337102265575*^-46+0.*I,0.-1.1506891885765752*^-46*I,-1.6126492532055585*^-47+0.*I,0.+2.2445269994180954*^-48*I,3.10279867950299*^-49+0.*I,0.-4.260552656651752*^-50*I,-5.811664335080999*^-51+0.*I,0.+7.875806061228658*^-52*I,1.0604399825067729*^-52+0.*I,0.-1.4187618885567366*^-53*I,-1.8862537720772896*^-54+0.*I,0.+2.4922516825956285*^-55*I,3.2727888721547094*^-56+0.*I,0.-4.27179830241883*^-57*I,-5.542449066362812*^-58+0.*I,0.+7.148611961454988*^-59*I,9.1664436505187*^-60+0.*I,0.-1.1686072024106217*^-60*I,-1.4813357594387462*^-61+0.*I,0.+1.867169712627937*^-62*I,2.3403826435770615*^-63+0.*I,0.-2.9173569619268788*^-64*I,-3.616747225593017*^-65+0.*I,0.+4.459624675257705*^-66*I,5.469594944658999*^-67+0.*I,0.-6.672880186581308*^-68*I
0.+0.3384412379147761*I,-0.4515260751165733+0.*I,0.+0.08188167398830419*I,-0.35222017696441915+0.*I,0.+0.28030618609787233*I,-0.06055581620095625+0.*I,0.+0.3268618199512544*I,0.4025408378667525+0.*I,0.-0.3422551481505434*I,-0.2358806062206985+0.*I,0.+0.14040899461889259*I,0.07467146657009639+0.*I,0.-0.03623343525461502*I,-0.016274132054262144+0.*I,0.+0.006836821685194212*I,0.0027078612971194777+0.*I,0.-0.0010174793167204558*I,-0.0003645362701592804+0.*I,0.+0.00012504800589886207*I,0.00004121428271025261+0.*I,0.-0.000013090077101604615*I,-4.016707207880275*^-6+0.*I,0.+1.1934327868959605*^-6*I,3.440126663024808*^-7+0.*I,0.-9.637207788447872*^-8*I,-2.6278379717209134*^-8+0.*I,0.+6.984220393858943*^-9*I,1.8115568470317473*^-9+0.*I,0.-4.590847314992106*^-10*I,-1.1378604003620675*^-10+0.*I,0.+2.760899498907987*^-11*I,6.5637862009517505*^-12+0.*I,0.-1.5301980848105909*^-12*I,-3.5006707334987264*^-13+0.*I,0.+7.86435116217276*^-14*I,1.7360383475116713*^-14+0.*I,0.-3.767892584752344*^-15*I,-8.044917266362985*^-16+0.*I,0.+1.6906523209813411*^-16*I,3.498715081330073*^-17+0.*I,0.-7.133187626145047*^-18*I,-1.4333994045280445*^-18+0.*I,0.+2.840118274663571*^-19*I,5.550839859013666*^-20+0.*I,0.-1.0705144661204863*^-20*I,-2.0379251434823717*^-21+0.*I,0.+3.8307907388305413*^-22*I,7.112606313536839*^-23+0.*I,0.-1.3047831735292207*^-23*I,-2.3655938333583995*^-24+0.*I,0.+4.239861151564695*^-25*I,7.514235592097375*^-26+0.*I,0.-1.317185277265242*^-26*I,-2.2842328776597528*^-27+0.*I,0.+3.919797072164516*^-28*I,6.657492438396094*^-29+0.*I,0.-1.1193658749852237*^-29*I,-1.8635220701303864*^-30+0.*I,0.+3.0724268960095246*^-31*I,5.01756932625344*^-32+0.*I,0.-8.11796692024855*^-33*I,-1.3014206004022672*^-33+0.*I,0.+2.0676466950092777*^-34*I,3.2560604036012565*^-35+0.*I,0.-5.08314907458481*^-36*I,-7.867958030478588*^-37+0.*I,0.+1.2076535753729313*^-37*I,1.838375191845668*^-38+0.*I,0.-2.775848158095194*^-39*I,-4.15799061671754*^-40+0.*I,0.+6.17948435462149*^-41*I,9.112864163168722*^-42+0.*I,0.-1.3336530446200697*^-42*I,-1.937162089549809*^-43+0.*I,0.+2.793010409319159*^-44*I,3.997694331873719*^-45+0.*I,0.-5.6809719609036626*^-46*I,-8.015969191983933*^-47+0.*I,0.+1.1231889636667147*^-47*I,1.5629852683017244*^-48+0.*I,0.-2.1602446907066896*^-49*I,-2.9657644496721486*^-50+0.*I,0.+4.044777187396165*^-51*I,5.480426701205971*^-52+0.*I,0.-7.377896887934376*^-53*I,-9.869267206781513*^-54+0.*I,0.+1.3119163245998592*^-54*I,1.7331261990401115*^-55+0.*I,0.-2.275569734921213*^-56*I,-2.9697391684395444*^-57+0.*I,0.+3.852531284816224*^-58*I,4.968262312768205*^-59+0.*I,0.-6.369764626765653*^-60*I,-8.11955314567118*^-61+0.*I,0.+1.0291043924423657*^-61*I,1.296980146449332*^-62+0.*I,0.-1.625478485033194*^-63*I,-2.0259556134374437*^-64+0.*I,0.+2.51134076744694*^-65*I,3.096235865582727*^-66+0.*I
0.20120300952948048+0.*I,0.+0.43765246182095074*I,-0.27059856854374714+0.*I,0.+0.28030618609787233*I,-0.18557840310699006+0.*I,0.+0.34939222122098396*I,0.12015363070864528+0.*I,0.+0.1930873806687206*I,0.3658083366085051+0.*I,0.-0.3731519153842622*I,-0.2894869655789735+0.*I,0.+0.18844985689951782*I,0.10779402952048941+0.*I,0.-0.05564579757603435*I,-0.026381628905013017+0.*I,0.+0.011629627174322785*I,0.0048108320616328+0.*I,0.-0.0018808708647863968*I,-0.0006989572795607145+0.*I,0.+0.0002480339566446898*I,0.0000843758987983354+0.*I,0.-0.000027605205786933193*I,-8.71051868389462*^-6+0.*I,0.+2.6572360715134576*^-6*I,7.853623844444369*^-7+0.*I,0.-2.253077217606859*^-7*I,-6.284487278090351*^-8+0.*I,0.+1.7068567954682672*^-8*I,4.52000344586255*^-9+0.*I,0.-1.1684777719968831*^-9*I,-2.9520238176012896*^-10+0.*I,0.+7.295802424299353*^-11*I,1.7655489555765484*^-11+0.*I,0.-4.187044821733412*^-12*I,-9.738586358777028*^-13+0.*I,0.+2.2230991233005446*^-13*I,4.9841141695010826*^-14+0.*I,0.-1.0981328313228672*^-14*I,-2.379100905057159*^-15+0.*I,0.+5.07106188543232*^-16*I,1.0639841182419568*^-16+0.*I,0.-2.19851886413121*^-17*I,-4.475900154703209*^-18+0.*I,0.+8.981953566858542*^-19*I,1.77736332027889*^-19+0.*I,0.-3.469460210438844*^-20*I,-6.683200239403308*^-21+0.*I,0.+1.2708445274525169*^-21*I,2.386309860319648*^-22+0.*I,0.-4.4261067681302734*^-23*I,-8.11157784390329*^-24+0.*I,0.+1.4692611854787264*^-24*I,2.63098962684148*^-25+0.*I,0.-4.658829343744978*^-26*I,-8.159775924875632*^-27+0.*I,0.+1.4139209235433673*^-27*I,2.424459376026599*^-28+0.*I,0.-4.1147272959616764*^-29*I,-6.91342513113857*^-30+0.*I,0.+1.1501585351784942*^-30*I,1.8950350040579347*^-31+0.*I,0.-3.092798088526016*^-32*I,-5.000776618662323*^-33+0.*I,0.+8.012145935005039*^-34*I,1.2722048862128438*^-34+0.*I,0.-2.0023079613585302*^-35*I,-3.124184764563663*^-36+0.*I,0.+4.833244031603892*^-37*I,7.414791173809986*^-38+0.*I,0.-1.1281771109218961*^-38*I,-1.7026752913139943*^-39+0.*I,0.+2.549287139706158*^-40*I,3.78697527472592*^-41+0.*I,0.-5.582204193252943*^-42*I,-8.16600497867954*^-43+0.*I,0.+1.1856427271428828*^-43*I,1.7087812331059055*^-44+0.*I,0.-2.4448614678621027*^-45*I,-3.4729826685716866*^-46+0.*I,0.+4.898641605532224*^-47*I,6.861456264223841*^-48+0.*I,0.-9.544786680155617*^-49*I,-1.3187608022795093*^-49+0.*I,0.+1.8099026082895246*^-50*I,2.4675854896909966*^-51+0.*I,0.-3.3423697137897044*^-52*I,-4.498197638568011*^-53+0.*I,0.+6.015336227116105*^-54*I,7.993800023020458*^-55+0.*I,0.-1.0557290247267163*^-55*I,-1.3857677107235317*^-56+0.*I,0.+1.8080040341668516*^-57*I,2.3448267085291443*^-58+0.*I,0.-3.0231186045728994*^-59*I,-3.8749192605894114*^-60+0.*I,0.+4.938129083954467*^-61*I,6.257244581871066*^-62+0.*I,0.-7.884110351688309*^-63*I,-9.878669687253695*^-64+0.*I,0.+1.2309691627628913*^-64*I
0.-0.10698691471629211*I,0.32269635871093844+0.*I,0.+0.42068276304628305*I,-0.06055581620095625+0.*I,0.+0.34939222122098396*I,0.0002060732868793182+0.*I,0.+0.3188499723241904*I,0.24483923452854664+0.*I,0.+0.04972484566512342*I,0.2923650196169632+0.*I,0.-0.37378581348369927*I,-0.32917295686289627+0.*I,0.+0.23462728012833672*I,0.14422376748427268+0.*I,0.-0.07908516302919417*I,-0.03951042840899305+0.*I,0.+0.018245616187701392*I,0.007870608971554713+0.*I,0.-0.0031970406938926278*I,-0.0012306299494540232+0.*I,0.+0.00045120219726475975*I,0.0001582404501733989+0.*I,0.-0.00005327347045439092*I,-0.000017269032784181528+0.*I,0.+5.40410697313788*^-6*I,1.6363194168670386*^-6+0.*I,0.-4.803637638421632*^-7*I,-1.3696231270476106*^-7+0.*I,0.+3.798815466714642*^-8*I,1.02642879199622*^-8+0.*I,0.-2.7052045376723403*^-9*I,-6.962535834929586*^-10+0.*I,0.+1.7518276201908974*^-10*I,4.313137081134147*^-11+0.*I,0.-1.040064122219466*^-11*I,-2.4583775446038142*^-12+0.*I,0.+5.700177541911667*^-13*I,1.2974339448022602*^-13+0.*I,0.-2.900837899819222*^-14*I,-6.37482053030273*^-15+0.*I,0.+1.377737016371921*^-15*I,2.929883647020721*^-16+0.*I,0.-6.13391323478178*^-17*I,-1.264831290338619*^-17+0.*I,0.+2.569969184303384*^-18*I,5.147606217519971*^-19+0.*I,0.-1.0168023933519056*^-19*I,-1.9814549946825453*^-20+0.*I,0.+3.810679029312649*^-21*I,7.234979388703011*^-22+0.*I,0.-1.356525663278811*^-22*I,-2.5125042839033265*^-23+0.*I,0.+4.598325719886356*^-24*I,8.318154824779414*^-25+0.*I,0.-1.487659075099926*^-25*I,-2.631108224044428*^-26+0.*I,0.+4.602967198913448*^-27*I,7.967122078968076*^-28+0.*I,0.-1.3646644372771795*^-28*I,-2.3136814333965792*^-29+0.*I,0.+3.88350017665994*^-30*I,6.454617452956858*^-31+0.*I,0.-1.0624956533695327*^-31*I,-1.732496130458362*^-32+0.*I,0.+2.7988647395198863*^-33*I,4.48052999643206*^-34+0.*I,0.-7.108621890356397*^-35*I,-1.1179392949502168*^-35+0.*I,0.+1.742985203383649*^-36*I,2.694483413166012*^-37+0.*I,0.-4.130714819362298*^-38*I,-6.280617307571412*^-39+0.*I,0.+9.472497358227581*^-40*I,1.4173186227692698*^-40+0.*I,0.-2.1040952304449452*^-41*I,-3.099635218221572*^-42+0.*I,0.+4.531624254842787*^-43*I,6.575739659290524*^-44+0.*I,0.-9.471758031571632*^-45*I,-1.3544354586305652*^-45+0.*I,0.+1.9229717984777967*^-46*I,2.710929791938464*^-47+0.*I,0.-3.795220722182673*^-48*I,-5.276800939091749*^-49+0.*I,0.+7.287182725220421*^-50*I,9.99638973212675*^-51+0.*I,0.-1.3622585278429335*^-51*I,-1.8443612831729934*^-52+0.*I,0.+2.481069218984638*^-53*I,3.3164509951416516*^-54+0.*I,0.-4.405392635418362*^-55*I,-5.815748989628761*^-56+0.*I,0.+7.630790379943738*^-57*I,9.951952195256551*^-58+0.*I,0.-1.290188644700748*^-58*I,-1.6627803293954575*^-59+0.*I,0.+2.1305077211577421*^-60*I,2.7141076852475455*^-61+0.*I,0.-3.4379159865754254*^-62*I,-4.3302754303612287*^-63+0.*I
-0.051932141479384825+0.*I,0.-0.20031612802506105*I,0.39051096799232027+0.*I,0.+0.3268618199512544*I,0.12015363070864528+0.*I,0.+0.3188499723241904*I,0.1549779154074584+0.*I,0.+0.2255507815118684*I,0.3068527581367861+0.*I,0.-0.0810156247941898*I,0.19600356202861868+0.*I,0.-0.3463256982855499*I,-0.35163125823955077+0.*I,0.+0.2753548540965971*I,0.1819169933770862+0.*I,0.-0.10586600424522799*I,-0.05566371911871831+0.*I,0.+0.0268915038835005*I,0.01208043036155101+0.*I,0.-0.005091819860946578*I,-0.002027796141355197+0.*I,0.+0.0007673110775443701*I,0.00027714810540765397+0.*I,0.-0.00009592109578847651*I,-0.00003191487703504626+0.*I,0.+0.000010236807121085141*I,3.1730988115261775*^-6+0.*I,0.-9.525230306994765*^-7*I,-2.7743271499662687*^-7+0.*I,0.+7.853401077394387*^-8*I,2.163852172238856*^-8+0.*I,0.-5.811045835526065*^-9*I,-1.5228939278732721*^-9+0.*I,0.+3.899037471090348*^-10*I,9.762466059866157*^-11+0.*I,0.-2.3926622672933048*^-11*I,-5.745080268856987*^-12+0.*I,0.+1.3525339248517054*^-12*I,3.1243286071254696*^-13+0.*I,0.-7.086276610235648*^-14*I,-1.579095335969706*^-14+0.*I,0.+3.459275007047105*^-15*I,7.45399937832128*^-16+0.*I,0.-1.5806915277192107*^-16*I,-3.30043135696424*^-17+0.*I,0.+6.788282331191336*^-18*I,1.375951374573213*^-18+0.*I,0.-2.7496548558504657*^-19*I,-5.4194282247303423*^-20+0.*I,0.+1.0538731808115769*^-20*I,2.022712014352837*^-21+0.*I,0.-3.832959357775081*^-22*I,-7.173406627716831*^-23+0.*I,0.+1.3262880377723947*^-23*I,2.4232345122022283*^-24+0.*I,0.-4.3763958278390345*^-25*I,-7.814737389168307*^-26+0.*I,0.+1.3800568461169147*^-26*I,2.4108372239249055*^-27+0.*I,0.-4.167027098702321*^-28*I,-7.127995495215849*^-29+0.*I,0.+1.2069310858245776*^-29*I,2.0232949897568676*^-30+0.*I,0.-3.3587829268291717*^-31*I,-5.522449960359284*^-32+0.*I,0.+8.994703812199849*^-33*I,1.451517974847547*^-33+0.*I,0.-2.3211915977404707*^-34*I,-3.6789388458106277*^-35+0.*I,0.+5.779958432127427*^-36*I,9.002905384869474*^-37+0.*I,0.-1.3904633639698151*^-37*I,-2.1296895401036492*^-38+0.*I,0.+3.235280484990081*^-39*I,4.87532527677452*^-40+0.*I,0.-7.288641727070216*^-41*I,-1.0811714615588673*^-41+0.*I,0.+1.5914737880953802*^-42*I,2.3249401244885587*^-43+0.*I,0.-3.371167639866994*^-44*I,-4.852356725686015*^-45+0.*I,0.+6.933859255770582*^-46*I,9.837666135483606*^-47+0.*I,0.-1.3859496955022054*^-47*I,-1.9390256642067514*^-48+0.*I,0.+2.694272812080237*^-49*I,3.7184471604116307*^-50+0.*I,0.-5.0977994383018*^-51*I,-6.942933248863825*^-52+0.*I,0.+9.394623857568781*^-53*I,1.2630718860298963*^-53+0.*I,0.-1.6874239194334*^-54*I,-2.240279031153073*^-55+0.*I,0.+2.9559377561735263*^-56*I,3.87646956739495*^-57+0.*I,0.-5.0530928501703836*^-58*I,-6.547705092624309*^-59+0.*I,0.+8.434556927561903*^-60*I,1.0802056949692897*^-60+0.*I,0.-1.3754686378823289*^-61*I
0.+0.023338256292753892*I,-0.10965038693239529+0.*I,0.-0.2825687417128559*I,0.4025408378667525+0.*I,0.+0.1930873806687206*I,0.24483923452854664+0.*I,0.+0.2255507815118684*I,0.2563402277635648+0.*I,0.+0.10322458255731232*I,0.3115299762980667+0.*I,0.-0.1849160118375604*I,0.09006501996702072+0.*I,0.-0.29542401743664587*I,-0.3554484145108124+0.*I,0.+0.3076572407563577*I,0.21872312638282465+0.*I,0.-0.1350391301880538*I,-0.07466062406944778+0.*I,0.+0.03769340613052896*I,0.017614357914431007+0.*I,0.-0.007695456731352283*I,-0.003167417056484954+0.*I,0.+0.0012357470491030714*I,0.0004592667520384083+0.*I,0.-0.0001632688407593219*I,-0.000055713036757382416+0.*I,0.+0.000018302880668892787*I,5.803779385474327*^-6+0.*I,0.-1.7803680561763894*^-6*I,-5.293937078223648*^-7+0.*I,0.+1.5285651659113862*^-7*I,4.292499701654357*^-8+0.*I,0.-1.1740151493483473*^-8*I,-3.131346732682882*^-9+0.*I,0.+8.15433574315627*^-10*I,2.0754277530528902*^-10+0.*I,0.-5.167864622379487*^-11*I,-1.2600503481165631*^-11+0.*I,0.+3.0109016394975186*^-12*I,7.056169192445141*^-13+0.*I,0.-1.6229797094646087*^-13*I,-3.666193570967605*^-14+0.*I,0.+8.138476605391156*^-15*I,1.776421809665261*^-15+0.*I,0.-3.8146823099134975*^-16*I,-8.063056031950274*^-17+0.*I,0.+1.678327320869152*^-17*I,3.4417875438494016*^-18+0.*I,0.-6.956737975658588*^-19*I,-1.3864849699208583*^-19+0.*I,0.+2.725694060592936*^-20*I,5.287464037134718*^-21+0.*I,0.-1.0124514024163037*^-21*I,-1.9142477315646135*^-22+0.*I,0.+3.5748124357808154*^-23*I,6.59579582510429*^-24+0.*I,0.-1.202712309344531*^-24*I,-2.167969760132998*^-25+0.*I,0.+3.864139332020896*^-26*I,6.811877310040167*^-27+0.*I,0.-1.1879474691288809*^-27*I,-2.0499426912848208*^-28+0.*I,0.+3.501015165905711*^-29*I,5.918941575555219*^-30+0.*I,0.-9.90782656127983*^-31*I,-1.6424047924001915*^-31+0.*I,0.+2.696680775190629*^-32*I,4.386352326327381*^-33+0.*I,0.-7.069300515406243*^-34*I,-1.1290677650203866*^-34+0.*I,0.+1.7873243692273016*^-35*I,2.804744740531374*^-36+0.*I,0.-4.363695535132178*^-37*I,-6.732076846631106*^-38+0.*I,0.+1.0300008037569795*^-38*I,1.563069705737768*^-39+0.*I,0.-2.3530327388479587*^-40*I,-3.5143193873610806*^-41+0.*I,0.+5.2080030742279014*^-42*I,7.658954387879157*^-43+0.*I,0.-1.1178562235012117*^-43*I,-1.619455908119723*^-44+0.*I,0.+2.328981906755981*^-45*I,3.325237404392967*^-46+0.*I,0.-4.713930944889018*^-47*I,-6.635765308728919*^-48+0.*I,0.+9.276584456486814*^-49*I,1.2879985575886122*^-49+0.*I,0.-1.7762850177566115*^-50*I,-2.4334290953989744*^-51+0.*I,0.+3.3118546289501298*^-52*I,4.478237774990227*^-53+0.*I,0.-6.016753280739331*^-54*I,-8.032882013802126*^-55+0.*I,0.+1.0657830232641033*^-55*I,1.405360348000146*^-56+0.*I,0.-1.8418766446259919*^-57*I,-2.399490414251401*^-58+0.*I,0.+3.107377879310548*^-59*I,4.000515068670713*^-60+0.*I
