0.00008069951757030478+0.*I,0.000350365632936717+0.*I,0.0010756155291921548+0.*I,0.0026961682981052415+0.*I,0.005852852289027546+0.*I,0.011364049666736828+0.*I,0.02014225359368922+0.*I,0.03305290238520491+0.*I,0.050735876678892594+0.*I,0.07342508803192038+0.*I,0.10080800902180072+0.*I,0.13196211161989102+0.*I,0.16538998008321534+0.*I,0.1991535628307173+0.*I,0.23108652613162783+0.*I,0.25904758983913684+0.*I,0.28117074149684224+0.*I,0.296071243037895+0.*I,0.30297761045559535+0.*I,0.30177572162384636+0.*I,0.29296778044252675+0.*I,0.2775624900730491+0.*I,0.25692123212898743+0.*I,0.23258764406649665+0.*I,0.20612543269935218+0.*I,0.17898314603714052+0.*I,0.15239686218734108+0.*I,0.12733409457461056+0.*I,0.10447593112425368+0.*I,0.08423019633400658+0.*I,0.06676636728265632+0.*I,0.05206279286949382+0.*I,0.03995793482522904+0.*I,0.030199282571861066+0.*I,0.02248576817285318+0.*I,0.016501532084874718+0.*I,0.01194052931874886+0.*I,0.00852262302080648+0.*I,0.0060024982491564075+0.*I,0.004173018404189039+0.*I,0.0028646453699500266+0.*I,0.0019423589860484418+0.*I,0.0013012340389910728+0.*I,0.0008615326666945066+0.*I,0.0005638920509874152+0.*I,0.00036495580602711526+0.*I,0.0002336210238280283+0.*I,0.00014794951827642436+0.*I,0.00009271361143243144+0.*I,0.00005750373046897244+0.*I,0.00003530706191727383+0.*I,0.00002146481020183129+0.*I,0.000012923374877453051+0.*I,7.707056967550329*^-6+0.*I,4.5534676004275355*^-6+0.*I,2.665701200413895*^-6+0.*I,1.5465644233344064*^-6+0.*I,8.893672834083862*^-7+0.*I,5.0701138788539*^-7+0.*I,2.8657761880198843*^-7+0.*I,1.6062650362013643*^-7+0.*I,8.929000558846818*^-8+0.*I,4.9233143601426146*^-8+0.*I,2.6930093033955228*^-8+0.*I,1.4614986828555533*^-8+0.*I,7.87031856434564*^-9+0.*I,4.206015853162764*^-9+0.*I,2.2309203521433*^-9+0.*I,1.1745734251389418*^-9+0.*I,6.139120909005004*^-10+0.*I,3.185720926606298*^-10+0.*I,1.641455507830983*^-10+0.*I,8.39872630534656*^-11+0.*I,4.267785271913664*^-11+0.*I,2.1539581550864142*^-11+0.*I,1.0798344827823246*^-11+0.*I,5.377754313032095*^-12+0.*I,2.6607627763416886*^-12+0.*I,1.30800503694572*^-12+0.*I,6.389199254183088*^-13+0.*I,3.1013587081007783*^-13+0.*I,1.4960980346780035*^-13+0.*I,7.173047186755824*^-14+0.*I,3.4183395762136564*^-14+0.*I,1.6192955472030665*^-14+0.*I,7.62548059647284*^-15+0.*I,3.570002795929689*^-15+0.*I,1.6617262923751761*^-15+0.*I,7.690750403374164*^-16+0.*I,3.539356224573781*^-16+0.*I,1.6197708611671066*^-16+0.*I,7.371968101299098*^-17+0.*I,3.336876206388595*^-17+0.*I,1.502274109105039*^-17+0.*I,6.727222890198364*^-18+0.*I,2.9965710268421454*^-18+0.*I,1.3278209640095608*^-18+0.*I,5.85334625428867*^-19+0.*I,2.567093808373746*^-19+0.*I,1.1201461833787894*^-19+0.*I
-0.000350365632936717+0.*I,-0.0014404505517123544+0.*I,-0.0041744086481862504+0.*I,-0.009842683832084195+0.*I,-0.020018450958296886+0.*I,-0.036250867993748534+0.*I,-0.05961363672499532+0.*I,-0.09021133594305862+0.*I,-0.12678753843785975+0.*I,-0.16657528485901535+0.*I,-0.20547829520693853+0.*I,-0.23858535534579264+0.*I,-0.2609282184780362+0.*I,-0.26832455384633275+0.*I,-0.2581226018542452+0.*I,-0.22968869874665007+0.*I,-0.18454264839661372+0.*I,-0.12612847138036193+0.*I,-0.05928597217384697+0.*I,0.010457041557920831+0.*I,0.07763093417976258+0.*I,0.1374796338500274+0.*I,0.18643232242732327+0.*I,0.22234667780492567+0.*I,0.24452636669227706+0.*I,0.2535525893931987+0.*I,0.25099119023058564+0.*I,0.2390426611742624+0.*I,0.22019520633207862+0.*I,0.19692565304908516+0.*I,0.17147442278407385+0.*I,0.1457031869749559+0.*I,0.12102996046967684+0.*I,0.09842742729526288+0.*I,0.07846618357786525+0.*I,0.0613844225823876+0.*I,0.047168100538429666+0.*I,0.03562952007211641+0.*I,0.02647648511004504+0.*I,0.019367981435975998+0.*I,0.01395531984871466+0.*I,0.0099097198053338+0.*I,0.006938477433275226+0.*I,0.004792325505634736+0.*I,0.0032665632269403876+0.*I,0.0021982079993416504+0.*I,0.001460959910134453+0.*I,0.0009592863045403486+0.*I,0.0006224982171576302+0.*I,0.00039933665097224055+0.*I,0.0002533233717927087+0.*I,0.00015895107415894052+0.*I,0.00009867672595489773+0.*I,0.00006062257270419752+0.*I,0.000036865701757621075+0.*I,0.000022195991131947768+0.*I,0.000013233705433042005+0.*I,7.81502164743056*^-6+0.*I,4.571974980121596*^-6+0.*I,2.6502208192162296*^-6+0.*I,1.5224434528227044*^-6+0.*I,8.66870937461215*^-7+0.*I,4.893192202191246*^-7+0.*I,2.7385606806546736*^-7+0.*I,1.5198820744466846*^-7+0.*I,8.365995647820354*^-8+0.*I,4.5677900185219386*^-8+0.*I,2.4741942928441746*^-8+0.*I,1.3297103684445846*^-8+0.*I,7.091374287023982*^-9+0.*I,3.753242067125191*^-9+0.*I,1.9716806074518486*^-9+0.*I,1.0281814512495375*^-9+0.*I,5.322970034712491*^-10+0.*I,2.736123613917652*^-10+0.*I,1.396560729119553*^-10+0.*I,7.078968911827575*^-11+0.*I,3.5637614882744226*^-11+0.*I,1.782037604846205*^-11+0.*I,8.851863509631775*^-12+0.*I,4.368185310447429*^-12+0.*I,2.141675788389696*^-12+0.*I,1.0433488342413942*^-12+0.*I,5.050848111988429*^-13+0.*I,2.429925398138355*^-13+0.*I,1.1618482891204665*^-13+0.*I,5.5216246885026865*^-14+0.*I,2.608420591885159*^-14+0.*I,1.2249352396313553*^-14+0.*I,5.718789857020707*^-15+0.*I,2.6544871997618267*^-15+0.*I,1.2251009997803296*^-15+0.*I,5.622202716264115*^-16+0.*I,2.5657384186846473*^-16+0.*I,1.1644391724228904*^-16+0.*I,5.255892269607839*^-17+0.*I,2.3595402482767746*^-17+0.*I,1.0536226644993608*^-17+0.*I,4.6799857804716955*^-18+0.*I,2.067902579057187*^-18+0.*I
0.0010756155291921548+0.*I,0.0041744086481862504+0.*I,0.011374901027003005+0.*I,0.025104258146775728+0.*I,0.047536589586542666+0.*I,0.07963749408443697+0.*I,0.12022433467187715+0.*I,0.16542010618792605+0.*I,0.20881255106864424+0.*I,0.24242582904199247+0.*I,0.2583406218495697+0.*I,0.2505629816806216+0.*I,0.2166320637786144+0.*I,0.15851200821307837+0.*I,0.08251121707650443+0.*I,-0.0017581183647080163+0.*I,-0.0831154832043822+0.*I,-0.15081775248603566+0.*I,-0.19637865794487808+0.*I,-0.21483454826102594+0.*I,-0.20525735601689574+0.*I,-0.17050676605520773+0.*I,-0.11637516249712657+0.*I,-0.0503771163516056+0.*I,0.019540400204587225+0.*I,0.08612985054993902+0.*I,0.1436588968171362+0.*I,0.18834430044346098+0.*I,0.21842083213256877+0.*I,0.23392052447720724+0.*I,0.23626670500617428+0.*I,0.2277895896035333+0.*I,0.2112531748688371+0.*I,0.18945577804650396+0.*I,0.16493705521858876+0.*I,0.13979863893012778+0.*I,0.11562691767112111+0.*I,0.09349575308673358+0.*I,0.07402319436423997+0.*I,0.05745767448906561+0.*I,0.04377369159821594+0.*I,0.0327627551428096+0.*I,0.02411105331388173+0.*I,0.017460052278632926+0.*I,0.012449714897860925+0.*I,0.008746215011077918+0.*I,0.00605711733220177+0.*I,0.004137276040841264+0.*I,0.0027884667729285583+0.*I,0.0018552533931954528+0.*I,0.0012189855385536142+0.*I,0.0007912436838806177+0.*I,0.0005075590414758723+0.*I,0.0003218594437196856+0.*I,0.00020182715638033107+0.*I,0.00012518411938297678+0.*I,0.00007682293263127327+0.*I,0.000046656693111474555+0.*I,0.000028049307227072405+0.*I,0.000016696055071381104+0.*I,9.841986110710147*^-6+0.*I,5.746692234399975*^-6+0.*I,3.324332832484294*^-6+0.*I,1.9055646264812124*^-6+0.*I,1.0825630864722846*^-6+0.*I,6.09631691617065*^-7+0.*I,3.403596153283336*^-7+0.*I,1.884226882875232*^-7+0.*I,1.0344723498487005*^-7+0.*I,5.633242171389912*^-8+0.*I,3.0430757507823186*^-8+0.*I,1.630950023349859*^-8+0.*I,8.6735870256746*^-9+0.*I,4.577640651686568*^-9+0.*I,2.397851756595479*^-9+0.*I,1.2467853138063533*^-9+0.*I,6.435749128922273*^-10+0.*I,3.2983170037840536*^-10+0.*I,1.678486333423115*^-10+0.*I,8.482428174611715*^-11+0.*I,4.257385837441389*^-11+0.*I,2.1224058988407932*^-11+0.*I,1.0510355966008463*^-11+0.*I,5.17070436215658*^-12+0.*I,2.5273414246141857*^-12+0.*I,1.227432434548993*^-12+0.*I,5.923620925972493*^-13+0.*I,2.8409816629756743*^-13+0.*I,1.3541777958781108*^-13+0.*I,6.415680114388957*^-14+0.*I,3.021358566574902*^-14+0.*I,1.4144459369450778*^-14+0.*I,6.583034184054125*^-15+0.*I,3.046154514251638*^-15+0.*I,1.4015011278722964*^-15+0.*I,6.411794680686501*^-16+0.*I,2.9170148136668073*^-16+0.*I,1.319769572878131*^-16+0.*I,5.938612318905515*^-17+0.*I,2.657819877496971*^-17+0.*I
-0.0026961682981052415+0.*I,-0.009842683832084195+0.*I,-0.025104258146775728+0.*I,-0.05155214225734067+0.*I,-0.09016865913946376+0.*I,-0.13825212112474985+0.*I,-0.18873329237960956+0.*I,-0.23100101069325749+0.*I,-0.25328554236820694+0.*I,-0.24599748986855716+0.*I,-0.20495692358658593+0.*I,-0.1333836256696801+0.*I,-0.04189009289789803+0.*I,0.05362491990667689+0.*I,0.13560012457277096+0.*I,0.18890763949243028+0.*I,0.20427941981519662+0.*I,0.1801896178285132+0.*I,0.12282175879456292+0.*I,0.0443015683371673+0.*I,-0.0401965262353439+0.*I,-0.11566283797747443+0.*I,-0.17002523244752324+0.*I,-0.1959515297085551+0.*I,-0.19146852200579983+0.*I,-0.15948724208726212+0.*I,-0.10654003816092514+0.*I,-0.04113245840576811+0.*I,0.02790150873851537+0.*I,0.09274616412610734+0.*I,0.1474888456867638+0.*I,0.18850737054322067+0.*I,0.2144245030970616+0.*I,0.22575230676768973+0.*I,0.22436730251534545+0.*I,0.21294407367188767+0.*I,0.19444298976905244+0.*I,0.17170929145238845+0.*I,0.14720519200797466+0.*I,0.12286939138506738+0.*I,0.10008138975126915+0.*I,0.07970052650099532+0.*I,0.06214955682344839+0.*I,0.04751711387533576+0.*I,0.03566010204355048+0.*I,0.026294028621675757+0.*I,0.01906531261130665+0.*I,0.01360414798403726+0.*I,0.009559454507473456+0.*I,0.006619023681847476+0.*I,0.004518496644188536+0.*I,0.003042652341418627+0.*I,0.0020219483036451485+0.*I,0.0013265766821617653+0.*I,0.000859628314687391+0.*I,0.0005503822016184987+0.*I,0.00034829067644611853+0.*I,0.00021791241373215336+0.*I,0.00013483883047329365+0.*I,0.0000825397834394952+0.*I,0.00004999682752774413+0.*I,0.000029975152196656926+0.*I,0.000017791944277612313+0.*I,0.000010457464668211715+0.*I,6.087842758833964*^-6+0.*I,3.5109368986891125*^-6+0.*I,2.006271058723931*^-6+0.*I,1.1361711506204391*^-6+0.*I,6.377676643338477*^-7+0.*I,3.549110694934798*^-7+0.*I,1.9583285150623278*^-7+0.*I,1.071589070482169*^-7+0.*I,5.8158448582720625*^-8+0.*I,3.131134530514043*^-8+0.*I,1.6724580179146943*^-8+0.*I,8.864031462995674*^-9+0.*I,4.662145390211152*^-9+0.*I,2.4337318106987654*^-9+0.*I,1.2610841462369974*^-9+0.*I,6.487093454685087*^-10+0.*I,3.31313870247503*^-10+0.*I,1.6801943097340735*^-10+0.*I,8.461656385423255*^-11+0.*I,4.2322506141688356*^-11+0.*I,2.1025690216021678*^-11+0.*I,1.0376085186013152*^-11+0.*I,5.086996506317972*^-12+0.*I,2.4778389977228866*^-12+0.*I,1.1992409072561923*^-12+0.*I,5.767643318740776*^-13+0.*I,2.756670439310654*^-13+0.*I,1.3094855275574518*^-13+0.*I,6.182724953229034*^-14+0.*I,2.9017206094951095*^-14+0.*I,1.3538168634432207*^-14+0.*I,6.27948880882209*^-15+0.*I,2.8958716176859215*^-15+0.*I,1.327867663757765*^-15+0.*I,6.05452205200794*^-16+0.*I,2.745256404564562*^-16+0.*I
0.005852852289027546+0.*I,0.020018450958296886+0.*I,0.047536589586542666+0.*I,0.09016865913946376+0.*I,0.14418632236811763+0.*I,0.1993065992357072+0.*I,0.24037936512184738+0.*I,0.25178718554816204+0.*I,0.22314844641302015+0.*I,0.15408396330890795+0.*I,0.055965077778552044+0.*I,-0.05033293024479135+0.*I,-0.14009204523418992+0.*I,-0.19192761689883484+0.*I,-0.19403822193535408+0.*I,-0.14749290269009377+0.*I,-0.06563525439127343+0.*I,0.02997651196171302+0.*I,0.1156179657454681+0.*I,0.17151380604369465+0.*I,0.18632008875009592+0.*I,0.1589795119249401+0.*I,0.09783801547904003+0.*I,0.017666133423965297+0.*I,-0.06434067390833773+0.*I,-0.1324557996333568+0.*I,-0.17533676396422962+0.*I,-0.18750864318613475+0.*I,-0.16939495593614556+0.*I,-0.12620661068905015+0.*I,-0.06617351024715233+0.*I,0.0013790600091851692+0.*I,0.06770584171182316+0.*I,0.12582353830736212+0.*I,0.17111803571050763+0.*I,0.201427634620633+0.*I,0.21673464700482356+0.*I,0.21862809008039769+0.*I,0.2096899954911103+0.*I,0.19292272746268974+0.*I,0.17129007394962237+0.*I,0.1474025833209348+0.*I,0.12334473102670548+0.*I,0.10062061945164626+0.*I,0.08018535411591138+0.*I,0.06252844208683057+0.*I,0.04778033697671126+0.*I,0.03582066341055711+0.*I,0.026374451180575666+0.*I,0.01908948925574968+0.*I,0.013593013129987333+0.*I,0.009529259040236248+0.*I,0.00658118604288653+0.*I,0.004480265266050594+0.*I,0.0030080695830710094+0.*I,0.001992815348691536+0.*I,0.0013032709189527004+0.*I,0.0008417233833771212+0.*I,0.0005370771092866709+0.*I,0.0003386806821254049+0.*I,0.00021114190529170215+0.*I,0.00013017367979223574+0.*I,0.00007938947260965709+0.*I,0.00004790848618807106+0.*I,0.000028614346699309518+0.*I,0.000016919323692717722+0.*I,9.90627233537203*^-6+0.*I,5.744613575880941*^-6+0.*I,3.300085216701609*^-6+0.*I,1.8784057643502346*^-6+0.*I,1.0595848329973845*^-6+0.*I,5.924375099183184*^-7+0.*I,3.283861599571415*^-7+0.*I,1.804822150221883*^-7+0.*I,9.836940683298172*^-8+0.*I,5.3177483652651895*^-8+0.*I,2.8516814619693453*^-8+0.*I,1.5171925709533617*^-8+0.*I,8.009502471471595*^-9+0.*I,4.196159845500357*^-9+0.*I,2.181898991722944*^-9+0.*I,1.1261752029862437*^-9+0.*I,5.770543737934222*^-10+0.*I,2.935729367241998*^-10+0.*I,1.4830344053971652*^-10+0.*I,7.439919807193283*^-11+0.*I,3.706905658420986*^-11+0.*I,1.8345270106045624*^-11+0.*I,9.018778410200172*^-12+0.*I,4.404765863537034*^-12+0.*I,2.137414386314365*^-12+0.*I,1.0305843875528765*^-12+0.*I,4.937923712558218*^-13+0.*I,2.351295407988461*^-13+0.*I,1.1127741808010493*^-13+0.*I,5.2345334802431427*^-14+0.*I,2.4476717847471236*^-14+0.*I,1.13779737652755*^-14+0.*I,5.2582916811550274*^-15+0.*I,2.416145396188399*^-15+0.*I
-0.011364049666736828+0.*I,-0.036250867993748534+0.*I,-0.07963749408443697+0.*I,-0.13825212112474985+0.*I,-0.1993065992357072+0.*I,-0.24279253525128516+0.*I,-0.248397363642189+0.*I,-0.20445582345544464+0.*I,-0.11478240911181704+0.*I,0.00021164128193166724+0.*I,0.10924438544262408+0.*I,0.18073734664844304+0.*I,0.19403090492806968+0.*I,0.14675999887297259+0.*I,0.055593309641514946+0.*I,-0.04970801722121665+0.*I,-0.13640421458776728+0.*I,-0.1792286015581124+0.*I,-0.16761040578460093+0.*I,-0.10763474323823995+0.*I,-0.018736300259475785+0.*I,0.07316381530736828+0.*I,0.14351341148216973+0.*I,0.17553814325402076+0.*I,0.1636300788125318+0.*I,0.11330949225922156+0.*I,0.038392709028992+0.*I,-0.04337417964845585+0.*I,-0.11482480134212175+0.*I,-0.16291105096540306+0.*I,-0.180657596133617+0.*I,-0.1674483303735071+0.*I,-0.1279706401718074+0.*I,-0.07036278564248677+0.*I,-0.004139566815366284+0.*I,0.061638652443647524+0.*I,0.1196694534972916+0.*I,0.16508801697879605+0.*I,0.19557652159968864+0.*I,0.21104851960045656+0.*I,0.21308662919131774+0.*I,0.20429945039163774+0.*I,0.18772394771438494+0.*I,0.16635015389927926+0.*I,0.14279903294026108+0.*I,0.11914921892020504+0.*I,0.09688661483738366+0.*I,0.07694141092147808+0.*I,0.05977694842971124+0.*I,0.04550044499620529+0.*I,0.03397371889458869+0.*I,0.02491034627631248+0.*I,0.017952735656856615+0.*I,0.012727790244654083+0.*I,0.008883108249675259+0.*I,0.006107336230369045+0.*I,0.004138771182736274+0.*I,0.002766037145299811+0.*I,0.001824003709321214+0.*I,0.001187329268209423+0.*I,0.0007632657034258063+0.*I,0.0004847383801533679+0.*I,0.0003042441708589868+0.*I,0.00018878431412408262+0.*I,0.00011584425388278507+0.*I,0.00007031949693356795+0.*I,0.00004223668058002335+0.*I,0.000025109020271949456+0.*I,0.000014777557130731041+0.*I,8.612111169504249*^-6+0.*I,4.971033435241155*^-6+0.*I,2.842529570493342*^-6+0.*I,1.6105392056951204*^-6+0.*I,9.043328099319121*^-7+0.*I,5.033323551409433*^-7+0.*I,2.777322942159421*^-7+0.*I,1.5195501256558931*^-7+0.*I,8.24498573924901*^-8+0.*I,4.437284757271528*^-8+0.*I,2.3689769950755885*^-8+0.*I,1.2548207761092497*^-8+0.*I,6.5953630817598465*^-9+0.*I,3.4402382487986115*^-9+0.*I,1.7810894445817088*^-9+0.*I,9.153411684593141*^-10+0.*I,4.670153391379305*^-10+0.*I,2.365806806927539*^-10+0.*I,1.1900764278874438*^-10+0.*I,5.945163257632631*^-11+0.*I,2.949786025755488*^-11+0.*I,1.4537779711539078*^-11+0.*I,7.117512058378567*^-12+0.*I,3.4619544613234284*^-12+0.*I,1.6730801703006931*^-12+0.*I,8.034382763606324*^-13+0.*I,3.8341196165549035*^-13+0.*I,1.8184113558464884*^-13+0.*I,8.571699023364716*^-14+0.*I,4.016280177437024*^-14+0.*I,1.8706670376552577*^-14+0.*I
0.02014225359368922+0.*I,0.05961363672499532+0.*I,0.12022433467187715+0.*I,0.18873329237960956+0.*I,0.24037936512184738+0.*I,0.248397363642189+0.*I,0.19748032849109076+0.*I,0.094088694301469+0.*I,-0.03263872637232274+0.*I,-0.14095429129083945+0.*I,-0.19335740394748854+0.*I,-0.17243100893168944+0.*I,-0.08830961777688377+0.*I,0.025480433672361934+0.*I,0.12564302551699089+0.*I,0.1760059071117161+0.*I,0.1605973232141906+0.*I,0.08807191855032745+0.*I,-0.013351334883418534+0.*I,-0.1074872879256392+0.*I,-0.16330402859623833+0.*I,-0.1647318943218258+0.*I,-0.11427285867385384+0.*I,-0.03014978180736568+0.*I,0.061049523192797266+0.*I,0.13317265381941062+0.*I,0.16782321248766044+0.*I,0.15832196645533958+0.*I,0.1098227242157039+0.*I,0.03631179360847636+0.*I,-0.044072932282213255+0.*I,-0.11384574883693542+0.*I,-0.15988330049062596+0.*I,-0.17540296335580666+0.*I,-0.16015974142326586+0.*I,-0.119249670602953+0.*I,-0.061125336767341436+0.*I,0.004561558421360348+0.*I,0.06881203962295537+0.*I,0.12455048872496535+0.*I,0.16723871794957346+0.*I,0.19491085022940471+0.*I,0.20779350468990265+0.*I,0.20770087640923351+0.*I,0.1973736504577334+0.*I,0.17988476574901846+0.*I,0.1581821948071545+0.*I,0.1347920557244111+0.*I,0.11167129122693177+0.*I,0.0901794200875926+0.*I,0.0711316219497406+0.*I,0.05489712109683181+0.*I,0.041513678353985534+0.*I,0.030797768671890557+0.*I,0.022438471308814333+0.*I,0.016069974217323105+0.*I,0.011322439459284036+0.*I,0.007853876327037773+0.*I,0.005366996577725945+0.*I,0.0036152511655700766+0.*I,0.0024018115848215157+0.*I,0.0015745123751205571+0.*I,0.0010189571306282804+0.*I,0.0006512523056098062+0.*I,0.00041123839416057497+0.*I,0.00025665205502834474+0.*I,0.00015836081963166066+0.*I,0.00009663588906249229+0.*I,0.000058337020034654905+0.*I,0.00003484856479573749+0.*I,0.000020605032359687426+0.*I,0.000012061909856895887+0.*I,6.99220485905418*^-6+0.*I,4.014793244015049*^-6+0.*I,2.28377908310747*^-6+0.*I,1.2872809331499095*^-6+0.*I,7.191232323003178*^-7+0.*I,3.982196313083204*^-7+0.*I,2.1862836392741948*^-7+0.*I,1.1902185481518282*^-7+0.*I,6.426169005946714*^-8+0.*I,3.441508260927872*^-8+0.*I,1.8284374811644288*^-8+0.*I,9.638444411614012*^-9+0.*I,5.04182649789605*^-9+0.*I,2.6174558612877824*^-9+0.*I,1.3487631994877105*^-9+0.*I,6.899368379453095*^-10+0.*I,3.5038929784198473*^-10+0.*I,1.7668881820601467*^-10+0.*I,8.847717789293096*^-11+0.*I,4.4001056168084133*^-11+0.*I,2.1734457146632543*^-11+0.*I,1.066427095324266*^-11+0.*I,5.1981848268298095*^-12+0.*I,2.5173909822659923*^-12+0.*I,1.2113428256019126*^-12+0.*I,5.792136754400594*^-13+0.*I,2.7523437903050406*^-13+0.*I,1.2998536207984494*^-13+0.*I
-0.03305290238520491+0.*I,-0.09021133594305862+0.*I,-0.16542010618792605+0.*I,-0.23100101069325749+0.*I,-0.25178718554816204+0.*I,-0.20445582345544464+0.*I,-0.094088694301469+0.*I,0.04308328379931893+0.*I,0.15414432697807376+0.*I,0.19429340573839732+0.*I,0.14882175522191163+0.*I,0.04056836579705514+0.*I,-0.08085145204994296+0.*I,-0.16215843713240283+0.*I,-0.17014208803094905+0.*I,-0.10489845535336023+0.*I,0.0025599840316101723+0.*I,0.10574917646540398+0.*I,0.16313844738892594+0.*I,0.15438733683166922+0.*I,0.08629088977770841+0.*I,-0.012530217716477185+0.*I,-0.10451971382421095+0.*I,-0.1576621568700927+0.*I,-0.15600719171049235+0.*I,-0.10316002836474705+0.*I,-0.01873666730920412+0.*I,0.0697961104940605+0.*I,0.13642776363773174+0.*I,0.16394659286151486+0.*I,0.147495064084518+0.*I,0.09407001230237212+0.*I,0.018951793618337858+0.*I,-0.05931351488796067+0.*I,-0.1237514278950365+0.*I,-0.16244253153330662+0.*I,-0.17012778166808548+0.*I,-0.1480167099912687+0.*I,-0.10229061720937413+0.*I,-0.04196096935038207+0.*I,0.023298327074078057+0.*I,0.08489984409443022+0.*I,0.1364485142791771+0.*I,0.17418018177696035+0.*I,0.1968487448721984+0.*I,0.20524742551194647+0.*I,0.20155818513608748+0.*I,0.18869055669872717+0.*I,0.1697188376805439+0.*I,0.14747243548268538+0.*I,0.12428953847978302+0.*I,0.10191420178033155+0.*I,0.08150148906609155+0.*I,0.06369166872528428+0.*I,0.048718645214912974+0.*I,0.03652597110800957+0.*I,0.026872928982139412+0.*I,0.019421362289699207+0.*I,0.01380021894515439+0.*I,0.009648934562128193+0.*I,0.006643062703505123+0.*I,0.0045064074323052155+0.*I,0.003013817231309477+0.*I,0.001988183680982187+0.*I,0.0012943706095633553+0.*I,0.0008319857677071344+0.*I,0.00052820936695165+0.*I,0.0003313554327256048+0.*I,0.0002054628143171612+0.*I,0.00012596984836900032+0.*I,0.00007638852791169671+0.*I,0.00004582933006888388+0.*I,0.00002721014990961331+0.*I,0.000015991967105099118+0.*I,9.305970974654158*^-6+0.*I,5.363028028185821*^-6+0.*I,3.06155160039891*^-6+0.*I,1.7315941167998823*^-6+0.*I,9.70530372501162*^-7+0.*I,5.391531762551857*^-7+0.*I,2.9691558391439245*^-7+0.*I,1.621234872040264*^-7+0.*I,8.778536641043837*^-8+0.*I,4.714435515032559*^-8+0.*I,2.5115047677740676*^-8+0.*I,1.3273876999159903*^-8+0.*I,6.961155627080895*^-9+0.*I,3.6227859381093713*^-9+0.*I,1.8712750522864693*^-9+0.*I,9.59444869583246*^-10+0.*I,4.883618958823426*^-10+0.*I,2.4680443880971284*^-10+0.*I,1.2385170909255594*^-10+0.*I,6.172138495204694*^-11+0.*I,3.0549154139089577*^-11+0.*I,1.5018839703244273*^-11+0.*I,7.334823325060965*^-12+0.*I,3.558771660045393*^-12+0.*I,1.715566832176828*^-12+0.*I,8.217711386585291*^-13+0.*I
0.050735876678892594+0.*I,0.12678753843785975+0.*I,0.20881255106864424+0.*I,0.25328554236820694+0.*I,0.22314844641302015+0.*I,0.11478240911181704+0.*I,-0.03263872637232274+0.*I,-0.15414432697807376+0.*I,-0.19352672621332975+0.*I,-0.13474369857352964+0.*I,-0.011213283857583507+0.*I,0.1122369381975557+0.*I,0.1737920733391233+0.*I,0.14584580652843113+0.*I,0.046650965420158896+0.*I,-0.07195856251081241+0.*I,-0.1522783682799053+0.*I,-0.1585921489956183+0.*I,-0.09179213076090957+0.*I,0.014430204653861483+0.*I,0.11165215489484488+0.*I,0.1590409799895378+0.*I,0.13965770664134877+0.*I,0.0647880467120183+0.*I,-0.033609377266283436+0.*I,-0.11743473960365289+0.*I,-0.1572137878105826+0.*I,-0.14155779175991146+0.*I,-0.07883869515475649+0.*I,0.00809433257332475+0.*I,0.0910777543580974+0.*I,0.1459477899860338+0.*I,0.15904920974504022+0.*I,0.12953693068857508+0.*I,0.06767926851240288+0.*I,-0.009497010829017412+0.*I,-0.08344819268397068+0.*I,-0.13866944988266722+0.*I,-0.16557985955962873+0.*I,-0.16144189657421193+0.*I,-0.12959028038730375+0.*I,-0.07757658576096685+0.*I,-0.014917132355910852+0.*I,0.04897801841456617+0.*I,0.10632786774758156+0.*I,0.15181503286070466+0.*I,0.18277622559201154+0.*I,0.19890664778015157+0.*I,0.20167885403338282+0.*I,0.19366397069351615+0.*I,0.17789788233966086+0.*I,0.15737841501453723+0.*I,0.13472727604695842+0.*I,0.11201121832065082+0.*I,0.09069317314147063+0.*I,0.07167436277789536+0.*I,0.055388957024665765+0.*I,0.04191949329726563+0.*I,0.03111041942141993+0.*I,0.022666168621948566+0.*I,0.016227660347254032+0.*I,0.011426465831456938+0.*I,0.007919127854488252+0.*I,0.005405661437858117+0.*I,0.003636586630146986+0.*I,0.002412434014897806+0.*I,0.0015789010529271162+0.*I,0.0010199890743926463+0.*I,0.0006506754160884219+0.*I,0.0004100479253307154+0.*I,0.00025536820541885696+0.*I,0.0001572210253696641+0.*I,0.00009572068051204932+0.*I,0.000057647862499689256+0.*I,0.000034353096183722406+0.*I,0.000020261405836254466+0.*I,0.000011830511256965037+0.*I,6.8402342922613745*^-6+0.*I,3.917146420146404*^-6+0.*I,2.2222496366563037*^-6+0.*I,1.2491895741428702*^-6+0.*I,6.959216610543179*^-7+0.*I,3.842987501645929*^-7+0.*I,2.103927152671096*^-7+0.*I,1.1421382197147983*^-7+0.*I,6.148977033689827*^-8+0.*I,3.2836011493523115*^-8+0.*I,1.739504689797076*^-8+0.*I,9.14303304410662*^-9+0.*I,4.768742440026459*^-9+0.*I,2.4684452667776918*^-9+0.*I,1.2682481824971534*^-9+0.*I,6.468434300449108*^-10+0.*I,3.27536315512324*^-10+0.*I,1.6467760034125846*^-10+0.*I,8.221898781103578*^-11+0.*I,4.0767905963597834*^-11+0.*I,2.0077887673187644*^-11+0.*I,9.822322772208232*^-12+0.*I,4.773630748991237*^-12+0.*I
