0.74488583699776+0.*I,0.5716961785281617+0.*I,0.31026005400685885+0.*I,0.13748040687665256+0.*I,0.052757764566085746+0.*I,0.018108269764810912+0.*I,0.005673837624640083+0.*I,0.0016459000379866345+0.*I,0.0004466157496367362+0.*I,0.00011425845619820342+0.*I,0.00002773089741038025+0.*I,6.417164229253681*^-6+0.*I,1.4217659312542262*^-6+0.*I,3.0264395207782036*^-7+0.*I,6.20788344199662*^-8+0.*I,1.230193695301078*^-8+0.*I,2.3604188706543323*^-9+0.*I,4.393799040595059*^-10+0.*I,7.948396245128781*^-11+0.*I,1.399517332531036*^-11+0.*I,2.4018111463247647*^-12+0.*I,4.0225808427721674*^-13+0.*I,6.582168759765182*^-14+0.*I,1.0533693253197325*^-14+0.*I,1.6502533340471427*^-15+0.*I,2.533122467412271*^-16+0.*I,3.8128093084739973*^-17+0.*I,5.631690451310925*^-18+0.*I,8.168368695896195*^-19+0.*I,1.1641579431037666*^-19+0.*I,1.6312737613991205*^-20+0.*I,2.2486485138761534*^-21+0.*I,3.050859160690051*^-22+0.*I,4.0760618171674605*^-23+0.*I,5.3650883200165405*^-24+0.*I,6.960147221199423*^-25+0.*I,8.903130678366136*^-26+0.*I,1.1233561266935306*^-26+0.*I,1.398624824387784*^-27+0.*I,1.7188758157649257*^-28+0.*I,2.0858836402215518*^-29+0.*I,2.5001940766221346*^-30+0.*I,2.9609061981359677*^-31+0.*I,3.4655007222496606*^-32+0.*I,4.009730904516052*^-33+0.*I,4.58758942880807*^-34+0.*I,5.191360637796259*^-35+0.*I,5.8117622979375086*^-36+0.*I,6.438175290954351*^-37+0.*I,7.058953634651443*^-38+0.*I,7.66180155885372*^-39+0.*I,8.23419947908185*^-40+0.*I,8.763857037803877*^-41+0.*I,9.239169230757222*^-42+0.*I,9.649651178298552*^-43+0.*I,9.986328363145632*^-44+0.*I,1.02420620115304*^-44+0.*I,1.041179348769465*^-45+0.*I,1.0492696741494372*^-46+0.*I,1.0484233569842627*^-47+0.*I,1.0388112275458553*^-48+0.*I,1.0208155799503487*^-49+0.*I,9.950090191351709*^-51+0.*I,9.62126806543042*^-52+0.*I,9.23034428968831*^-53+0.*I,8.786922469552369*^-54+0.*I,8.301190857200486*^-55+0.*I,7.783565243325814*^-56+0.*I,7.244354365175347*^-57+0.*I,6.693460627975611*^-58+0.*I,6.140125748780032*^-59+0.*I,5.592727554712062*^-60+0.*I,5.058630843740299*^-61+0.*I,4.544092151362536*^-62+0.*I,4.054215619765215*^-63+0.*I,3.5929550438270677*^-64+0.*I,3.1631556252133544*^-65+0.*I,2.7666280081912636*^-66+0.*I,2.4042467645346264*^-67+0.*I,2.076065574563514*^-68+0.*I,1.781441830545205*^-69+0.*I,1.5191641698750425*^-70+0.*I,1.2875774291264878*^-71+0.*I,1.0847006020579907*^-72+0.*I,9.083345017901441*^-74+0.*I,7.561569010298417*^-75+0.*I,6.258039021642925*^-76+0.*I,5.149371356440419*^-77+0.*I,4.2129708015307314*^-78+0.*I,3.4274333502392114*^-79+0.*I,2.7728305859925392*^-80+0.*I,2.230890284497896*^-81+0.*I,1.7850889878488353*^-82+0.*I,1.4206724838448222*^-83+0.*I,1.124619512883276*^-84+0.*I,8.855628397639346*^-86+0.*I,6.936802665983744*^-87+0.*I,5.405663970415679*^-88+0.*I,4.190941318621255*^-89+0.*I,3.2327309040602404*^-90+0.*I
-0.5716961785281617+0.*I,0.3061118607586512+0.*I,0.5703774394757924+0.*I,0.4318706479667718+0.*I,0.23446949160428385+0.*I,0.1040719408469243+0.*I,0.040001378865070665+0.*I,0.013748343233547714+0.*I,0.004312532943467575+0.*I,0.0012521544515329403+0.*I,0.0003400336375543812+0.*I,0.00008704784015126389+0.*I,0.000021138510683736242+0.*I,4.893972237475149*^-6+0.*I,1.0847447819093306*^-6+0.*I,2.3098861637787954*^-7+0.*I,4.7396138057832016*^-8+0.*I,9.395034431339655*^-9+0.*I,1.8031275118430728*^-9+0.*I,3.35721333972747*^-10+0.*I,6.0744939704463*^-11+0.*I,1.0697750302175657*^-11+0.*I,1.836239839849658*^-12+0.*I,3.075851670689749*^-13+0.*I,5.033778592095639*^-14+0.*I,8.056850779580548*^-15+0.*I,1.262380967183033*^-15+0.*I,1.937970888181696*^-16+0.*I,2.91731865516168*^-17+0.*I,4.3094526196255056*^-18+0.*I,6.251156208766575*^-19+0.*I,8.90996525866017*^-20+0.*I,1.2486124976736185*^-20+0.*I,1.721301585529237*^-21+0.*I,2.3355552513691947*^-22+0.*I,3.120610270389159*^-23+0.*I,4.107757247163332*^-24+0.*I,5.329345944747846*^-25+0.*I,6.81748847742113*^-26+0.*I,8.602486364068338*^-27+0.*I,1.0711034652691152*^-27+0.*I,1.316428344014304*^-28+0.*I,1.5975861426862613*^-29+0.*I,1.914998491209*^-30+0.*I,2.267978635834516*^-31+0.*I,2.654599741286944*^-32+0.*I,3.071611098393043*^-33+0.*I,3.5144125570370055*^-34+0.*I,3.977094357173893*^-35+0.*I,4.4525455852842936*^-36+0.*I,4.932630036897306*^-37+0.*I,5.40842367478391*^-38+0.*I,5.870503519560053*^-39+0.*I,6.309274064167694*^-40+0.*I,6.715314485474847*^-41+0.*I,7.07972827298734*^-42+0.*I,7.394476540336523*^-43+0.*I,7.652677248631287*^-44+0.*I,7.848854756634666*^-45+0.*I,7.979127324277751*^-46+0.*I,8.041324157225094*^-47+0.*I,8.035027964754425*^-48+0.*I,7.961543466648368*^-49+0.*I,7.823796496376387*^-50+0.*I,7.626172018580449*^-51+0.*I,7.374302283572351*^-52+0.*I,7.074818332780621*^-53+0.*I,6.735079082808625*^-54+0.*I,6.362892268645886*^-55+0.*I,5.966240706401043*^-56+0.*I,5.553025786590372*^-57+0.*I,5.1308380124582*^-58+0.*I,4.7067619547585965*^-59+0.*I,4.287220406045595*^-60+0.*I,3.8778599695175554*^-61+0.*I,3.4834779677103477*^-62+0.*I,3.1079885267003284*^-63+0.*I,2.7544240638146075*^-64+0.*I,2.424967222993244*^-65+0.*I,2.1210075669143173*^-66+0.*I,1.843217022659546*^-67+0.*I,1.5916381379748239*^-68+0.*I,1.3657795718393703*^-69+0.*I,1.164713841384705*^-70+0.*I,9.8717310089323*^-72+0.*I,8.316395654930614*^-73+0.*I,6.964280484360436*^-74+0.*I,5.797589039101994*^-75+0.*I,4.7982041711288264*^-76+0.*I,3.948203324502067*^-77+0.*I,3.230267437588852*^-78+0.*I,2.627989822786439*^-79+0.*I,2.1260943210094553*^-80+0.*I,1.7105738868911696*^-81+0.*I,1.368761677905465*^-82+0.*I,1.0893468600320231*^-83+0.*I,8.623468754597856*^-85+0.*I,6.790470103276048*^-86+0.*I,5.319169044044497*^-87+0.*I,4.145122912626315*^-88+0.*I
0.31026005400685885+0.*I,-0.5703774394757924+0.*I,-0.003432512323660678+0.*I,0.46419023674870724+0.*I,0.48351051383509125+0.*I,0.31424887742477103+0.*I,0.15854910324105628+0.*I,0.0673744885468978+0.*I,0.02515627078093271+0.*I,0.008468718466226434+0.*I,0.0026153658969118474+0.*I,0.0007502086214725476+0.*I,0.00020175090194426697+0.*I,0.000051236875894222626+0.*I,0.000012359541449814749+0.*I,2.8453381914890292*^-6+0.*I,6.276125393508888*^-7+0.*I,1.330836064824808*^-7+0.*I,2.720654429674549*^-8+0.*I,5.375415957738533*^-9+0.*I,1.0286777385302809*^-9+0.*I,1.9103042232781792*^-10+0.*I,3.448389476438915*^-11+0.*I,6.060065501429753*^-12+0.*I,1.0381879102529877*^-12+0.*I,1.7359848837420528*^-13+0.*I,2.83642932658516*^-14+0.*I,4.533109983450382*^-15+0.*I,7.09289993120632*^-16+0.*I,1.0874944078456247*^-16+0.*I,1.6351187391446763*^-17+0.*I,2.412728195181012*^-18+0.*I,3.4962237857310234*^-19+0.*I,4.978472742797319*^-20+0.*I,6.970357447431668*^-21+0.*I,9.600972779913625*^-22+0.*I,1.3016699729485263*^-22+0.*I,1.737890787320571*^-23+0.*I,2.286009466718434*^-24+0.*I,2.9638356226362423*^-25+0.*I,3.789019971272066*^-26+0.*I,4.778184510307874*^-27+0.*I,5.945931383147488*^-28+0.*I,7.303775052177809*^-29+0.*I,8.859055689239643*^-30+0.*I,1.0613901883022093*^-30+0.*I,1.2564316497718246*^-31+0.*I,1.4699459751348336*^-32+0.*I,1.7001197735765238*^-33+0.*I,1.9443972657773014*^-34+0.*I,2.1995033630198923*^-35+0.*I,2.4615045046659534*^-36+0.*I,2.725906507712687*^-37+0.*I,2.9877861592262913*^-38+0.*I,3.2419508965061516*^-39+0.*I,3.4831188733535967*^-40+0.*I,3.7061101782870713*^-41+0.*I,3.9060390812653945*^-42+0.*I,4.078497011353182*^-43+0.*I,4.219716517365848*^-44+0.*I,4.3267076828491434*^-45+0.*I,4.3973602462712395*^-46+0.*I,4.430506864345107*^-47+0.*I,4.425945371114598*^-48+0.*I,4.384420338468101*^-49+0.*I,4.307566553703027*^-50+0.*I,4.1978190385886485*^-51+0.*I,4.058295819302827*^-52+0.*I,3.8926607377719965*^-53+0.*I,3.7049741383063025*^-54+0.*I,3.499539279231289*^-55+0.*I,3.2807518566250797*^-56+0.*I,3.052959166059643*^-57+0.*I,2.8203342688228008*^-58+0.*I,2.5867691819603605*^-59+0.*I,2.3557896871132233*^-60+0.*I,2.1304929533406988*^-61+0.*I,1.9135078802805357*^-62+0.*I,1.7069769565901387*^-63+0.*I,1.5125575391077285*^-64+0.*I,1.3314398130550656*^-65+0.*I,1.1643782951781688*^-66+0.*I,1.0117335752616203*^-67+0.*I,8.73521029149987*^-69+0.*I,7.494634416790236*^-70+0.*I,6.390448096224706*^-71+0.*I,5.415630109381156*^-72+0.*I,4.5617948765457974*^-73+0.*I,3.819645607091824*^-74+0.*I,3.179374471523061*^-75+0.*I,2.6310046149952204*^-76+0.*I,2.1646723874826905*^-77+0.*I,1.770851083158307*^-78+0.*I,1.4405197321635998*^-79+0.*I,1.1652820911942207*^-80+0.*I,9.374419892528135*^-82+0.*I,7.50041678849329*^-83+0.*I,5.968699110366916*^-84+0.*I,4.724461891842105*^-85+0.*I,3.719871525953701*^-86+0.*I
-0.13748040687665256+0.*I,0.4318706479667718+0.*I,-0.46419023674870724+0.*I,-0.20912145549315808+0.*I,0.3217506982340467+0.*I,0.4849614810329324+0.*I,0.37415978226532476+0.*I,0.21233321273706848+0.*I,0.09887499682557112+0.*I,0.03981933595711136+0.*I,0.014302789951498798+0.*I,0.0046756168727818586+0.*I,0.0014110187021763986+0.*I,0.00039727424344223586+0.*I,0.0001052076230794495+0.*I,0.00002637596719385373+0.*I,6.292923517604578*^-6+0.*I,1.4350455391762309*^-6+0.*I,3.1393134295928133*^-7+0.*I,6.608638248680108*^-8+0.*I,1.3423443367422863*^-8+0.*I,2.6369773234556746*^-9+0.*I,5.020325511310015*^-10+0.*I,9.279628443672252*^-11+0.*I,1.6680418602109682*^-11+0.*I,2.9200665199623268*^-12+0.*I,4.984915118188395*^-13+0.*I,8.308419773586815*^-14+0.*I,1.3534583810218737*^-14+0.*I,2.1570838668573715*^-15+0.*I,3.3665049588411326*^-16+0.*I,5.149260123170364*^-17+0.*I,7.725014905476673*^-18+0.*I,1.1375059650770768*^-18+0.*I,1.6451170761297037*^-19+0.*I,2.338287116558562*^-20+0.*I,3.2681957824752215*^-21+0.*I,4.494306431362625*^-22+0.*I,6.083902486173064*^-23+0.*I,8.110992801879562*^-24+0.*I,1.0654500939053892*^-24+0.*I,1.3795693649911622*^-25+0.*I,1.7614857143930324*^-26+0.*I,2.2187292798106907*^-27+0.*I,2.75787722113433*^-28+0.*I,3.384065886590681*^-29+0.*I,4.100496337686398*^-30+0.*I,4.907964454351067*^-31+0.*I,5.804449304547488*^-32+0.*I,6.784793401967582*^-33+0.*I,7.840505642215397*^-34+0.*I,8.959712111174357*^-35+0.*I,1.0127271882621445*^-35+0.*I,1.1325064908753084*^-36+0.*I,1.2532447914771191*^-37+0.*I,1.3726862738238452*^-38+0.*I,1.4884570761855588*^-39+0.*I,1.5981477890496606*^-40+0.*I,1.699400770342804*^-41+0.*I,1.7899976545176473*^-42+0.*I,1.867942371486201*^-43+0.*I,1.9315352596866449*^-44+0.*I,1.9794344284753994*^-45+0.*I,2.0107013474959592*^-46+0.*I,2.0248286443629936*^-47+0.*I,2.0217491946563965*^-48+0.*I,2.0018267036967954*^-49+0.*I,1.9658290257416535*^-50+0.*I,1.9148863719063798*^-51+0.*I,1.850437268379496*^-52+0.*I,1.7741656060898585*^-53+0.*I,1.6879323574910056*^-54+0.*I,1.593705531207648*^-55+0.*I,1.4934917141216326*^-56+0.*I,1.3892721499686426*^-57+0.*I,1.2829457697230582*^-58+0.*I,1.17628097236951*^-59+0.*I,1.0708773052799181*^-60+0.*I,9.681375573961306*^-62+0.*I,8.692501946667865*^-63+0.*I,7.7518156549286*^-64+0.*I,6.866769040464381*^-65+0.*I,6.042688710066993*^-66+0.*I,5.282921951420106*^-67+0.*I,4.5890290821491214*^-68+0.*I,3.961006870064403*^-69+0.*I,3.3975291303611513*^-70+0.*I,2.896192140109739*^-71+0.*I,2.453754420828546*^-72+0.*I,2.066362546710584*^-73+0.*I,1.7297567811552605*^-74+0.*I,1.4394523979592488*^-75+0.*I,1.190894407729919*^-76+0.*I,9.79585018402349*^-78+0.*I,8.011844743545718*^-79+0.*I,6.5158693038244326*^-80+0.*I,5.2697373440069395*^-81+0.*I,4.2384694139698235*^-82+0.*I,3.390460964656496*^-83+0.*I,2.697513479359277*^-84+0.*I
0.052757764566085746+0.*I,-0.23446949160428385+0.*I,0.48351051383509125+0.*I,-0.3217506982340467+0.*I,-0.3325924865444072+0.*I,0.17362545307981875+0.*I,0.45037119988072166+0.*I,0.4134845243963404+0.*I,0.26234147482011483+0.*I,0.1330319239967543+0.*I,0.057471238161637316+0.*I,0.021924237503927416+0.*I,0.0075569310591285695+0.*I,0.0023912971367827055+0.*I,0.0007028588898090475+0.*I,0.00019361197416136589+0.*I,0.000050337040622721444+0.*I,0.0000124224990182491+0.*I,2.9237209232971614*^-6+0.*I,6.588370144983921*^-7+0.*I,1.4262243058610446*^-7+0.*I,2.9745039162831005*^-8+0.*I,5.991606253930198*^-9+0.*I,1.1682214236232128*^-9+0.*I,2.2090247770041804*^-10+0.*I,4.058047823320249*^-11+0.*I,7.2534432039901315*^-12+0.*I,1.2632355839612921*^-12+0.*I,2.1462626217819703*^-13+0.*I,3.561520663241313*^-14+0.*I,5.778228670160652*^-15+0.*I,9.174351590680457*^-16+0.*I,1.426786147704671*^-16+0.*I,2.1751900947033596*^-17+0.*I,3.25324032216819*^-18+0.*I,4.776590750315617*^-19+0.*I,6.889445148513015*^-20+0.*I,9.767361530975398*^-21+0.*I,1.3618914503213587*^-21+0.*I,1.8685722090721217*^-22+0.*I,2.524034751276615*^-23+0.*I,3.35816402840561*^-24+0.*I,4.402719088342306*^-25+0.*I,5.690273956919289*^-26+0.*I,7.252859679346588*^-27+0.*I,9.12033872246194*^-28+0.*I,1.1318570235565482*^-28+0.*I,1.3867451374151586*^-29+0.*I,1.6778943293421517*^-30+0.*I,2.005520780481109*^-31+0.*I,2.368698966137475*^-32+0.*I,2.7652378217526008*^-33+0.*I,3.191606988787994*^-34+0.*I,3.6429229539914585*^-35+0.*I,4.1130015920498665*^-36+0.*I,4.594479568545215*^-37+0.*I,5.079002565687759*^-38+0.*I,5.557473720262392*^-39+0.*I,6.0203513931777224*^-40+0.*I,6.457981785258111*^-41+0.*I,6.860949281285383*^-42+0.*I,7.220425965059596*^-43+0.*I,7.528501617453806*^-44+0.*I,7.778476686810388*^-45+0.*I,7.965103093829116*^-46+0.*I,8.08476109045911*^-47+0.*I,8.135564448568615*^-48+0.*I,8.117390678507588*^-49+0.*I,8.031837426273338*^-50+0.*I,7.88211034539786*^-51+0.*I,7.67285130597159*^-52+0.*I,7.409918574817187*^-53+0.*I,7.100132443195769*^-54+0.*I,6.751000640317236*^-55+0.*I,6.370437780666163*^-56+0.*I,5.966492148052673*^-57+0.*I,5.5470914702004775*^-58+0.*I,5.119817170526209*^-59+0.*I,4.691714100475637*^-60+0.*I,4.269140156167519*^-61+0.*I,3.8576576494792504*^-62+0.*I,3.461965989131464*^-63+0.*I,3.085873248008976*^-64+0.*I,2.732302624892369*^-65+0.*I,2.4033286882052044*^-66+0.*I,2.1002376164823413*^-67+0.*I,1.8236053949252802*^-68+0.*I,1.5733880367582574*^-69+0.*I,1.3490183041188594*^-70+0.*I,1.1495040305060363*^-71+0.*I,9.735239192192076*^-73+0.*I,8.195175384166905*^-74+0.*I,6.857670909424492*^-75+0.*I,5.70469354898225*^-76+0.*I,4.717969307188467*^-77+0.*I,3.8794856653285526*^-78+0.*I,3.171888518876792*^-79+0.*I,2.5787796666264614*^-80+0.*I,2.0849245154136804*^-81+0.*I,1.67638139196006*^-82+0.*I
-0.018108269764810912+0.*I,0.1040719408469243+0.*I,-0.31424887742477103+0.*I,0.4849614810329324+0.*I,-0.17362545307981875+0.*I,-0.39218668217164143+0.*I,0.035614350373307804+0.*I,0.3909643550616252+0.*I,0.43297658025978225+0.*I,0.3063069149622345+0.*I,0.1684094559831069+0.*I,0.07771847351070686+0.*I,0.03137108541273664+0.*I,0.011364410207787431+0.*I,0.0037601602344044843+0.*I,0.0011509330542529696+0.*I,0.00032906623389734077+0.*I,0.00008855309010832421+0.*I,0.000022566513629160915+0.*I,5.473245908477292*^-6+0.*I,1.2687211313748332*^-6+0.*I,2.820794897798607*^-7+0.*I,6.033719627316708*^-8+0.*I,1.2449590213849817*^-8+0.*I,2.4836236155830335*^-9+0.*I,4.800243480541644*^-10+0.*I,9.004809817577818*^-11+0.*I,1.6421893168388502*^-11+0.*I,2.915693923783411*^-12+0.*I,5.046641296270574*^-13+0.*I,8.525579756696937*^-14+0.*I,1.407277822536293*^-14+0.*I,2.2719755845828917*^-15+0.*I,3.590820015575796*^-16+0.*I,5.560539460917302*^-17+0.*I,8.443315911206752*^-18+0.*I,1.2580468614193004*^-18+0.*I,1.840606773765321*^-19+0.*I,2.645930976522946*^-20+0.*I,3.7394200341336626*^-21+0.*I,5.198486812713221*^-22+0.*I,7.112471906739564*^-23+0.*I,9.58176764038829*^-24+0.*I,1.2715997165119573*^-24+0.*I,1.6631137486272151*^-25+0.*I,2.1445537810286504*^-26+0.*I,2.727486496205166*^-27+0.*I,3.4226100849051463*^-28+0.*I,4.2390815842649945*^-29+0.*I,5.1838037567198136*^-30+0.*I,6.260711708731427*^-31+0.*I,7.470105414840394*^-32+0.*I,8.808077150640669*^-33+0.*I,1.0266081937680598*^-33+0.*I,1.1830694176753226*^-34+0.*I,1.3483584785388866*^-35+0.*I,1.520174084641475*^-36+0.*I,1.6957934867059546*^-37+0.*I,1.8721434383330814*^-38+0.*I,2.0458926147009308*^-39+0.*I,2.2135613880606856*^-40+0.*I,2.3716435872807213*^-41+0.*I,2.5167339593729738*^-42+0.*I,2.6456545797762793*^-43+0.*I,2.755573462431935*^-44+0.*I,2.8441090958687175*^-45+0.*I,2.9094155328454582*^-46+0.*I,2.9502439090687673*^-47+0.*I,2.96597775558339*^-48+0.*I,2.956641078940959*^-49+0.*I,2.92287978897971*^-50+0.*I,2.8659185394928547*^-51+0.*I,2.787496313071958*^-52+0.*I,2.6897850533873016*^-53+0.*I,2.5752962804037878*^-54+0.*I,2.4467809009293035*^-55+0.*I,2.307127361364818*^-56+0.*I,2.159262918957471*^-57+0.*I,2.0060621883992605*^-58+0.*I,1.850266320441451*^-59+0.*I,1.6944152616196095*^-60+0.*I,1.5407946011747045*^-61+0.*I,1.3913975979881785*^-62+0.*I,1.2479021510820675*^-63+0.*I,1.1116617727064271*^-64+0.*I,9.837090694148537*^-66+0.*I,8.647698456316067*^-67+0.*I,7.552857149991808*^-68+0.*I,6.554430254726072*^-69+0.*I,5.652059549119502*^-70+0.*I,4.8435178982733545*^-71+0.*I,4.1250663349975355*^-72+0.*I,3.491800734320049*^-73+0.*I,2.9379764636032273*^-74+0.*I,2.4573024958640767*^-75+0.*I,2.0431994208104655*^-76+0.*I,1.6890184417611335*^-77+0.*I,1.3882207177917606*^-78+0.*I,1.1345182519996586*^-79+0.*I,9.219789277489493*^-81+0.*I
0.005673837624640083+0.*I,-0.040001378865070665+0.*I,0.15854910324105628+0.*I,-0.37415978226532476+0.*I,0.45037119988072166+0.*I,-0.035614350373307804+0.*I,-0.40334567437518504+0.*I,-0.08403239336101731+0.*I,0.3157828339852299+0.*I,0.43431114938592047+0.*I,0.34267303881532507+0.*I,0.20367606595638116+0.*I,0.10008106307309704+0.*I,0.04261619341982128+0.*I,0.016181257840150558+0.*I,0.0055847151869556555+0.*I,0.0017763599665843327+0.*I,0.0005261547991151323+0.*I,0.00014630771859450563+0.*I,0.00003844248119715562+0.*I,9.59520762358711*^-6+0.*I,2.2851763433854495*^-6+0.*I,5.212357348408486*^-7+0.*I,1.1423278260827247*^-7+0.*I,2.412099028040446*^-8+0.*I,4.919270150669277*^-9+0.*I,9.710357256397308*^-10+0.*I,1.858754148417769*^-10+0.*I,3.456177369673648*^-11+0.*I,6.2519817198914525*^-12+0.*I,1.1017502255571744*^-12+0.*I,1.8937960668134025*^-13+0.*I,3.178781440668849*^-14+0.*I,5.215744406678963*^-15+0.*I,8.373633812401282*^-16+0.*I,1.3165425526767463*^-16+0.*I,2.028763374037354*^-17+0.*I,3.06640788223293*^-18+0.*I,4.549187566641116*^-19+0.*I,6.628660140601528*^-20+0.*I,9.492257585740516*^-21+0.*I,1.336632591350714*^-21+0.*I,1.8517607751062052*^-22+0.*I,2.5252567794759497*^-23+0.*I,3.3913982114278255*^-24+0.*I,4.487429589800597*^-25+0.*I,5.852540602975494*^-26+0.*I,7.526474350933728*^-27+0.*I,9.54778067960586*^-28+0.*I,1.1951761306056931*^-28+0.*I,1.4768186509486795*^-29+0.*I,1.8018894682462417*^-30+0.*I,2.171541269965685*^-31+0.*I,2.5856753664337407*^-32+0.*I,3.0427556406391903*^-33+0.*I,3.5396726227635318*^-34+0.*I,4.07167180277344*^-35+0.*I,4.632357158385876*^-36+0.*I,5.2137766194631775*^-37+0.*I,5.806591111920966*^-38+0.*I,6.40032331603536*^-39+0.*I,6.983676782993654*^-40+0.*I,7.544911038816027*^-41+0.*I,8.072254191604595*^-42+0.*I,8.554331695390463*^-43+0.*I,8.980588550513781*^-44+0.*I,9.341682443367347*^-45+0.*I,9.629827114715848*^-46+0.*I,9.83906843003662*^-47+0.*I,9.965479928907769*^-48+0.*I,1.0007269692143984*^-48+0.*I,9.96479577798917*^-50+0.*I,9.840492828088227*^-51+0.*I,9.638717346020233*^-52+0.*I,9.365523283129006*^-53+0.*I,9.028382689838829*^-54+0.*I,8.635868164801242*^-55+0.*I,8.19731461878098*^-56+0.*I,7.722477518982974*^-57+0.*I,7.221203426200542*^-58+0.*I,6.703126475605476*^-59+0.*I,6.177401713620175*^-60+0.*I,5.652483134063997*^-61+0.*I,5.135951095819132*^-62+0.*I,4.6343907661760626*^-63+0.*I,4.1533204956849226*^-64+0.*I,3.697166722599943*^-65+0.*I,3.2692802099535457*^-66+0.*I,2.8719871703146726*^-67+0.*I,2.506668124392208*^-68+0.*I,2.1738571269106417*^-69+0.*I,1.8733542078721453*^-70+0.*I,1.6043444343781264*^-71+0.*I,1.3655178052335077*^-72+0.*I,1.1551851558553823*^-73+0.*I,9.71386289736572*^-75+0.*I,8.119875915960687*^-76+0.*I,6.7476735740311875*^-77+0.*I,5.57487954167492*^-78+0.*I,4.579546694391561*^-79+0.*I
-0.0016459000379866345+0.*I,0.013748343233547714+0.*I,-0.0673744885468978+0.*I,0.21233321273706848+0.*I,-0.4134845243963404+0.*I,0.3909643550616252+0.*I,0.08403239336101731+0.*I,-0.3789690657065893+0.*I,-0.18143854060590947+0.*I,0.23207655622948903+0.*I,0.4196965096782517+0.*I,0.3704798417278071+0.*I,0.23764246768515362+0.*I,0.12402514421993198+0.*I,0.05557444469688322+0.*I,0.02206688918044401+0.*I,0.00792799883063577+0.*I,0.0026156270049148096+0.*I,0.0008012829106691633+0.*I,0.00022989165465899788+0.*I,0.0000621962190856289+0.*I,0.000015956489780024966+0.*I,3.899981549811612*^-6+0.*I,9.116826910809197*^-7+0.*I,2.0452085429651247*^-7+0.*I,4.415737621175934*^-8+0.*I,9.198970929278694*^-9+0.*I,1.8531564779140357*^-9+0.*I,3.617249480133944*^-10+0.*I,6.853345653533291*^-11+0.*I,1.2623229631522775*^-11+0.*I,2.263605695084878*^-12+0.*I,3.9568943567831876*^-13+0.*I,6.750597933900195*^-14+0.*I,1.1252033542398657*^-14+0.*I,1.8342104051296006*^-15+0.*I,2.9267863169225574*^-16+0.*I,4.5753130698871106*^-17+0.*I,7.012548656871104*^-18+0.*I,1.0545556855380516*^-18+0.*I,1.557017151752058*^-19+0.*I,2.2584982002366095*^-20+0.*I,3.2203508616289943*^-21+0.*I,4.516295689427522*^-22+0.*I,6.232774137597514*^-23+0.*I,8.468589898708367*^-24+0.*I,1.1333661083541044*^-24+0.*I,1.4946735007536162*^-25+0.*I,1.9431968633215707*^-26+0.*I,2.4914349561204762*^-27+0.*I,3.1514021496063516*^-28+0.*I,3.9339678422676053*^-29+0.*I,4.8481295176518555*^-30+0.*I,5.900255896929141*^-31+0.*I,7.093344640062387*^-32+0.*I,8.426344369766161*^-33+0.*I,9.893592619362322*^-34+0.*I,1.1484419094327071*^-34+0.*I,1.318295720120401*^-35+0.*I,1.4968196354203246*^-36+0.*I,1.6814293743032063*^-37+0.*I,1.8691148021008564*^-38+0.*I,2.0565220010727278*^-39+0.*I,2.2400568440622703*^-40+0.*I,2.416005334990334*^-41+0.*I,2.5806647434465267*^-42+0.*I,2.7304787299124524*^-43+0.*I,2.8621693021232087*^-44+0.*I,2.972858588747685*^-45+0.*I,3.06017404729514*^-46+0.*I,3.1223317813642*^-47+0.*I,3.158194036329851*^-48+0.*I,3.167298556286789*^-49+0.*I,3.1498591898507915*^-50+0.*I,3.106738799130187*^-51+0.*I,3.039397036590002*^-52+0.*I,2.949816810839421*^-53+0.*I,2.84041419397021*^-54+0.*I,2.713937090254468*^-55+0.*I,2.573358180438996*^-56+0.*I,2.4217674982226012*^-57+0.*I,2.2622695307074098*^-58+0.*I,2.09788902554436*^-59+0.*I,1.9314888078061294*^-60+0.*I,1.765701936555391*^-61+0.*I,1.6028795389662428*^-62+0.*I,1.4450547146208666*^-63+0.*I,1.2939220579573005*^-64+0.*I,1.1508316418302636*^-65+0.*I,1.0167957634861198*^-66+0.*I,8.925063848828365*^-68+0.*I,7.783609980914119*^-69+0.*I,6.744945987978484*^-70+0.*I,5.808155342567668*^-71+0.*I,4.970431792684416*^-72+0.*I,4.227456557414007*^-73+0.*I,3.573761195257592*^-74+0.*I,3.003064662139144*^-75+0.*I,2.5085763302023718*^-76+0.*I,2.083259787486054*^-77+0.*I
