0.14467176578279758+0.*I,0.28447691771741274+0.*I,0.3955444429720829+0.*I,0.44905332000423165+0.*I,0.44150046719331815+0.*I,0.3882481695247353+0.*I,0.3116714655646063+0.*I,0.23163878307414304+0.*I,0.16103843179432917+0.*I,0.10555323047547452+0.*I,0.06563489291676496+0.*I,0.03891362505076789+0.*I,0.02208891166710243+0.*I,0.012046638937436176+0.*I,0.006330895245733816+0.*I,0.0032142729207773543+0.*I,0.0015801052269212258+0.*I,0.0007535720820065846+0.*I,0.0003492623722729122+0.*I,0.00015755719867112134+0.*I,0.00006927659031527461+0.*I,0.00002972624880067246+0.*I,0.00001246212260181188+0.*I,5.109652354304206*^-6+0.*I,2.0509212441891206*^-6+0.*I,8.065703088244984*^-7+0.*I,3.110418371657453*^-7+0.*I,1.1770642728116995*^-7+0.*I,4.374056753322432*^-8+0.*I,1.597160887347357*^-8+0.*I,5.733915525386627*^-9+0.*I,2.0250404146126654*^-9+0.*I,7.039178162686573*^-10+0.*I,2.409507258829909*^-10+0.*I,8.125536247101163*^-11+0.*I,2.7007305763711646*^-11+0.*I,8.851018784880693*^-12+0.*I,2.861248987223928*^-12+0.*I,9.12698013265744*^-13+0.*I,2.8738100100447146*^-13+0.*I,8.934933181236836*^-14+0.*I,2.7438643190424247*^-14+0.*I,8.325325809643369*^-15+0.*I,2.4964924803104625*^-15+0.*I,7.4006041606604115*^-16+0.*I,2.169322746903941*^-16+0.*I,6.289389710843288*^-17+0.*I,1.8039430730088605*^-17+0.*I,5.119946951766736*^-18+0.*I,1.4382377138189903*^-18+0.*I,3.9995296626427077*^-19+0.*I,1.1012529519600778*^-19+0.*I,3.002953900804129*^-20+0.*I,8.110992167043976*^-21+0.*I,2.1704028628391274*^-21+0.*I,5.754694330815569*^-22+0.*I,1.5121382473909204*^-22+0.*I,3.9383773226238325*^-23+0.*I,1.0168726738779171*^-23+0.*I,2.6031777436221882*^-24+0.*I,6.608325840593781*^-25+0.*I,1.663756567699671*^-25+0.*I,4.154867606047888*^-26+0.*I,1.0293194195749544*^-26+0.*I,2.5300169511563352*^-27+0.*I,6.170637074414814*^-28+0.*I,1.4935552332879603*^-28+0.*I,3.5879562440874783*^-29+0.*I,8.555707591303081*^-30+0.*I,2.0253246076518606*^-30+0.*I,4.7600210241414555*^-31+0.*I,1.1108181010918823*^-31+0.*I,2.574186162244597*^-32+0.*I,5.924364526730377*^-33+0.*I,1.3542198162064345*^-33+0.*I,3.0748347766621977*^-34+0.*I,6.935507404285731*^-35+0.*I,1.554161436746102*^-35+0.*I,3.460286662817168*^-36+0.*I,7.655292419906951*^-37+0.*I,1.682984215226191*^-37+0.*I,3.677060578583732*^-38+0.*I,7.98467254341778*^-39+0.*I,1.7233810589963352*^-39+0.*I,3.697472256136366*^-40+0.*I,7.886035225031233*^-41+0.*I,1.6721403949569466*^-41+0.*I,3.5251399527842625*^-42+0.*I,7.389214591911342*^-43+0.*I,1.5401624377325735*^-43+0.*I,3.192335475969159*^-44+0.*I,6.580381603459177*^-45+0.*I,1.3490263026078176*^-45+0.*I,2.7506934585159174*^-46+0.*I,5.5788093405554425*^-47+0.*I,1.1254934405427844*^-47+0.*I,2.2587626783065346*^-48+0.*I,4.509703483673736*^-49+0.*I,8.957734812429674*^-50+0.*I,1.7702877148854123*^-50+0.*I
-0.28447691771741274+0.*I,-0.4147125499896333+0.*I,-0.37547205033675485+0.*I,-0.19789786250745806+0.*I,0.029957340811293726+0.*I,0.22378899872347147+0.*I,0.33815129489336326+0.*I,0.36911972002531057+0.*I,0.3385137257636814+0.*I,0.2755595397847572+0.*I,0.20472672916522536+0.*I,0.14116807837741988+0.*I,0.09136597700330287+0.*I,0.05595466267384078+0.*I,0.032625570073720474+0.*I,0.018199030945625867+0.*I,0.00975003439247965+0.*I,0.005033145999101913+0.*I,0.0025103596689635636+0.*I,0.0012125850551301888+0.*I,0.000568394427889959+0.*I,0.0002590126827557996+0.*I,0.00011492343402116589+0.*I,0.000049718819319362424+0.*I,0.000020999230517989703+0.*I,8.668597823693726*^-6+0.*I,3.5010972064954775*^-6+0.*I,1.3847674679564284*^-6+0.*I,5.368341225810225*^-7+0.*I,2.041442161631779*^-7+0.*I,7.620515674274042*^-8+0.*I,2.7943130031472627*^-8+0.*I,1.0071201935231767*^-8+0.*I,3.5699038838028782*^-9+0.*I,1.2451947160270979*^-9+0.*I,4.2760709447389614*^-10+0.*I,1.4463953645293055*^-10+0.*I,4.8212397006180624*^-11+0.*I,1.5843229546773364*^-11+0.*I,5.134702474104303*^-12+0.*I,1.6418639976116494*^-12+0.*I,5.181605943241466*^-13+0.*I,1.6145213566725658*^-13+0.*I,4.968380674695064*^-14+0.*I,1.51046317601028*^-14+0.*I,4.537909029227221*^-15+0.*I,1.347634164666872*^-15+0.*I,3.957068020385077*^-16+0.*I,1.149131782597996*^-16+0.*I,3.3011534116355454*^-17+0.*I,9.383424490182116*^-18+0.*I,2.639689398015621*^-18+0.*I,7.350758828224456*^-19+0.*I,2.0266920525228335*^-19+0.*I,5.533558081191679*^-20+0.*I,1.496455777914082*^-20+0.*I,4.009077943010125*^-21+0.*I,1.0641966254861317*^-21+0.*I,2.7994249328745682*^-22+0.*I,7.298868496542591*^-23+0.*I,1.8864692677166497*^-23+0.*I,4.834112873023371*^-24+0.*I,1.228343535335273*^-24+0.*I,3.095422568707784*^-25+0.*I,7.737062690948211*^-26+0.*I,1.9184278760319666*^-26+0.*I,4.719362381482595*^-27+0.*I,1.1519754746721105*^-27+0.*I,2.7904684177326473*^-28+0.*I,6.708652552570644*^-29+0.*I,1.6009089430725916*^-29+0.*I,3.792438068325271*^-30+0.*I,8.91942621631189*^-31+0.*I,2.0828912277153917*^-31+0.*I,4.8300425630435084*^-32+0.*I,1.1123264113481445*^-32+0.*I,2.5442016993139264*^-33+0.*I,5.780278804760713*^-34+0.*I,1.304556488351498*^-34+0.*I,2.925039375464096*^-35+0.*I,6.516166243347617*^-36+0.*I,1.44238150862106*^-36+0.*I,3.1727124848382693*^-37+0.*I,6.935503955928017*^-38+0.*I,1.5067991784717892*^-38+0.*I,3.2538330635682595*^-39+0.*I,6.984405046349976*^-40+0.*I,1.4903517522252412*^-40+0.*I,3.161575764245836*^-41+0.*I,6.66811956929826*^-42+0.*I,1.3983535412434396*^-42+0.*I,2.915899897244424*^-43+0.*I,6.046413035214542*^-44+0.*I,1.2468652896372142*^-44+0.*I,2.5571967235409024*^-45+0.*I,5.216238092653518*^-46+0.*I,1.058338426932749*^-46+0.*I,2.135946192245351*^-47+0.*I,4.288237276587255*^-48+0.*I,8.564731131557707*^-49+0.*I
0.3955444429720829+0.*I,0.37547205033675485+0.*I,0.10735400006194926+0.*I,-0.18469489797946473+0.*I,-0.32152334250061093+0.*I,-0.2637955951435048+0.*I,-0.08256084075121409+0.*I,0.11938904796262738+0.*I,0.26756074959670034+0.*I,0.334950574857388+0.*I,0.3315122508684524+0.*I,0.28384280311183263+0.*I,0.21875202079753278+0.*I,0.15513756509554721+0.*I,0.10267864222046195+0.*I,0.06404437584017926+0.*I,0.03791791979139964+0.*I,0.021427767680227076+0.*I,0.011608965642335578+0.*I,0.006051436910048273+0.*I,0.003044219560411982+0.*I,0.0014816701726261736+0.*I,0.0006992552165464175+0.*I,0.0003205939276379512+0.*I,0.00014303314110382788+0.*I,0.00006219043733132054+0.*I,0.000026387053168647226+0.*I,0.000010938434196388395+0.*I,4.434896661772522*^-6+0.*I,1.7603557665124483*^-6+0.*I,6.846894270291305*^-7+0.*I,2.611671141847432*^-7+0.*I,9.776924706073491*^-8+0.*I,3.594572420489662*^-8+0.*I,1.2987738188989633*^-8+0.*I,4.61446668748241*^-9+0.*I,1.613072512043534*^-9+0.*I,5.550823415490153*^-10+0.*I,1.881241091446449*^-10+0.*I,6.282237739137696*^-11+0.*I,2.0680195198580435*^-11+0.*I,6.7133908392667625*^-12+0.*I,2.1500227053817252*^-12+0.*I,6.795410396386722*^-13+0.*I,2.1203581939210325*^-13+0.*I,6.533792724375363*^-14+0.*I,1.9889259979749157*^-14+0.*I,5.982697496103677*^-15+0.*I,1.7787810972773273*^-15+0.*I,5.228910783559049*^-16+0.*I,1.520107019808799*^-16+0.*I,4.371367506120113*^-17+0.*I,1.2437758251851351*^-17+0.*I,3.5022379328154836*^-18+0.*I,9.761599854233062*^-19+0.*I,2.6937510576160185*^-19+0.*I,7.36106657252786*^-20+0.*I,1.9922931528250046*^-20+0.*I,5.341634559511804*^-21+0.*I,1.4189914748087672*^-21+0.*I,3.73545510243246*^-22+0.*I,9.746218854257117*^-23+0.*I,2.5207279123000376*^-23+0.*I,6.463665021521944*^-24+0.*I,1.6434572073657594*^-24+0.*I,4.144060942133527*^-25+0.*I,1.0364336136524804*^-25+0.*I,2.5713546577722037*^-26+0.*I,6.32911925915057*^-27+0.*I,1.5457501509221764*^-27+0.*I,3.746297640565344*^-28+0.*I,9.011204980775319*^-29+0.*I,2.1514447131741124*^-29+0.*I,5.099080990597816*^-30+0.*I,1.1998150460980756*^-30+0.*I,2.8031240395506316*^-31+0.*I,6.503087782553641*^-32+0.*I,1.4982650704085133*^-32+0.*I,3.428393874605277*^-33+0.*I,7.792304964077687*^-34+0.*I,1.7593547868574052*^-34+0.*I,3.946310156578319*^-35+0.*I,8.794605425138285*^-36+0.*I,1.9474439111394882*^-36+0.*I,4.2852108194792014*^-37+0.*I,9.370707030232363*^-38+0.*I,2.036567961039634*^-38+0.*I,4.399308946283935*^-39+0.*I,9.446281043140393*^-40+0.*I,2.0163187400524777*^-40+0.*I,4.27867971240527*^-41+0.*I,9.026975671029089*^-42+0.*I,1.893588558875154*^-42+0.*I,3.949736438642822*^-43+0.*I,8.192518172039269*^-44+0.*I,1.6898982222606247*^-44+0.*I,3.466761507223907*^-45+0.*I,7.073486502045105*^-46+0.*I,1.4355375172575647*^-46+0.*I,2.8979560046946776*^-47+0.*I
-0.44905332000423165+0.*I,-0.19789786250745806+0.*I,0.18469489797946473+0.*I,0.31703424863865637+0.*I,0.15175141714454166+0.*I,-0.11560323728902402+0.*I,-0.27933371537532986+0.*I,-0.26165365251254247+0.*I,-0.10879461507084431+0.*I,0.08316644152242686+0.*I,0.23517437130200966+0.*I,0.3125568428057868+0.*I,0.3193410195606181+0.*I,0.27924421627041907+0.*I,0.21856653244969546+0.*I,0.15688818559093312+0.*I,0.10485673051376165+0.*I,0.06593620768418972+0.*I,0.03930768164128131+0.*I,0.02234518663327486+0.*I,0.012168704220694002+0.*I,0.006372138785060432+0.*I,0.0032185319962116333+0.*I,0.0015721864526244383+0.*I,0.0007443940322088588+0.*I,0.00034229761189695675+0.*I,0.00015312702153695733+0.*I,0.00006674298430765466+0.*I,0.00002838262318425752+0.*I,0.000011790159050475954+0.*I,4.789420151169052*^-6+0.*I,1.9044710176890055*^-6+0.*I,7.419728450711221*^-7+0.*I,2.8345548085876376*^-7+0.*I,1.0626663261574639*^-7+0.*I,3.9122863897563775*^-8+0.*I,1.4153694073793569*^-8+0.*I,5.034751134215203*^-9+0.*I,1.7619791721711714*^-9+0.*I,6.069701926603692*^-10+0.*I,2.0591709570123438*^-10+0.*I,6.882991461949046*^-11+0.*I,2.2678332686586946*^-11+0.*I,7.368385883299312*^-12+0.*I,2.3617242248294636*^-12+0.*I,7.470344172432719*^-13+0.*I,2.3326909125055575*^-13+0.*I,7.193192781432959*^-14+0.*I,2.1911377067648154*^-14+0.*I,6.5952309299754375*^-15+0.*I,1.962119322828427*^-15+0.*I,5.771289609347286*^-16+0.*I,1.6787421578350842*^-16+0.*I,4.830203733522466*^-17+0.*I,1.3750523167468467*^-17+0.*I,3.873851434376174*^-18+0.*I,1.0802648272738497*^-18+0.*I,2.982433662567296*^-19+0.*I,8.153625958509883*^-20+0.*I,2.207765726276158*^-20+0.*I,5.921844401806095*^-21+0.*I,1.5737632187764034*^-21+0.*I,4.144517160453378*^-22+0.*I,1.081762011508225*^-22+0.*I,2.798860738162178*^-23+0.*I,7.179410424239435*^-24+0.*I,1.826072738290422*^-24+0.*I,4.606073659303151*^-25+0.*I,1.152356518438046*^-25+0.*I,2.8598531892798167*^-26+0.*I,7.041373274332946*^-27+0.*I,1.720211478922386*^-27+0.*I,4.170321822793787*^-28+0.*I,1.003393677183513*^-28+0.*I,2.3962740325821306*^-29+0.*I,5.68084243043236*^-30+0.*I,1.3370466333860897*^-30+0.*I,3.124517679544514*^-31+0.*I,7.250464455968568*^-32+0.*I,1.670850688313076*^-32+0.*I,3.8241931172420865*^-33+0.*I,8.693859313020524*^-34+0.*I,1.9633385628098867*^-34+0.*I,4.4047951997053205*^-35+0.*I,9.818413554824791*^-36+0.*I,2.1745939675595893*^-36+0.*I,4.785987446860224*^-37+0.*I,1.0467809782392418*^-37+0.*I,2.275435339078757*^-38+0.*I,4.91620835990642*^-39+0.*I,1.055808302595668*^-39+0.*I,2.2540316727630662*^-40+0.*I,4.783937625643711*^-41+0.*I,1.0094649592233365*^-41+0.*I,2.117903849609992*^-42+0.*I,4.418336892893739*^-43+0.*I,9.165933768269168*^-44+0.*I,1.8909802285624334*^-44+0.*I,3.879860713826477*^-45+0.*I,7.917536324940774*^-46+0.*I
0.44150046719331815+0.*I,-0.029957340811293726+0.*I,-0.32152334250061093+0.*I,-0.15175141714454166+0.*I,0.1678352146220905+0.*I,0.2833220907205444+0.*I,0.13305098965559886+0.*I,-0.11227100322378901+0.*I,-0.26306940010498586+0.*I,-0.2449595460738117+0.*I,-0.09972116565356962+0.*I,0.08269278231463922+0.*I,0.22739446906291155+0.*I,0.3011527423254011+0.*I,0.3075277398448788+0.*I,0.2690028655275769+0.*I,0.21068327856259028+0.*I,0.15134049416623482+0.*I,0.10122527269106865+0.*I,0.06369975424754729+0.*I,0.03800132359528469+0.*I,0.02161704151068986+0.*I,0.011779592196862077+0.*I,0.006172025542260033+0.*I,0.003119180893482853+0.*I,0.0015244447436858891+0.*I,0.0007221395998300101+0.*I,0.0003322152713610502+0.*I,0.0001486800966140244+0.*I,0.0000648306972956851+0.*I,0.00002757981584894097+0.*I,0.0000114607426528423+0.*I,4.657164252739159*^-6+0.*I,1.8524668441846333*^-6+0.*I,7.219283557375506*^-7+0.*I,2.7587610157294055*^-7+0.*I,1.0345295569197731*^-7+0.*I,3.8096710856725566*^-8+0.*I,1.3785801635067951*^-8+0.*I,4.905016944878609*^-9+0.*I,1.7169546077549235*^-9+0.*I,5.915841433985202*^-10+0.*I,2.00737520026275*^-10+0.*I,6.711143290417049*^-11+0.*I,2.2116170083829126*^-11+0.*I,7.186994195201233*^-12+0.*I,2.3039713417346933*^-12+0.*I,7.288840906064735*^-13+0.*I,2.276366686846944*^-13+0.*I,7.020551730069082*^-14+0.*I,2.1388545115669956*^-14+0.*I,6.438745416380124*^-15+0.*I,1.9158174059793477*^-15+0.*I,5.635817480753631*^-16+0.*I,1.6395377128435*^-16+0.*I,4.717960936977196*^-17+0.*I,1.3432529522878096*^-17+0.*I,3.784683234452865*^-18+0.*I,1.0555120434930435*^-18+0.*I,2.9143962472251154*^-19+0.*I,7.968415696858937*^-20+0.*I,2.1578248353404975*^-20+0.*I,5.788431143287467*^-21+0.*I,1.5384475252335852*^-21+0.*I,4.051869516343805*^-22+0.*I,1.0576702704059265*^-22+0.*I,2.736754389872678*^-23+0.*I,7.020664595171746*^-24+0.*I,1.7858353759976472*^-24+0.*I,4.5049208887823705*^-25+0.*I,1.1271330137254068*^-25+0.*I,2.797455452912945*^-26+0.*I,6.888221301896028*^-27+0.*I,1.682910554044077*^-27+0.*I,4.080162401128425*^-28+0.*I,9.817641583734494*^-29+0.*I,2.3447659892370845*^-29+0.*I,5.559071811023884*^-30+0.*I,1.30846449580699*^-30+0.*I,3.057902103692353*^-31+0.*I,7.096284228951488*^-32+0.*I,1.6354105733918008*^-32+0.*I,3.743280602040226*^-33+0.*I,8.510361910727842*^-34+0.*I,1.9219980149705985*^-34+0.*I,4.3122631752472777*^-35+0.*I,9.612628466304947*^-36+0.*I,2.1291184885673*^-36+0.*I,4.6861216322283696*^-37+0.*I,1.0249855009244219*^-37+0.*I,2.2281573670211779*^-38+0.*I,4.81427264668154*^-39+0.*I,1.0339608732634902*^-39+0.*I,2.2074825599812735*^-40+0.*I,4.68533477324699*^-41+0.*I,9.88698436504856*^-42+0.*I,2.07441650650926*^-42+0.*I,4.327781426765878*^-43+0.*I,8.978414259715956*^-44+0.*I,1.8523626608505345*^-44+0.*I
-0.3882481695247353+0.*I,0.22378899872347147+0.*I,0.2637955951435048+0.*I,-0.11560323728902402+0.*I,-0.2833220907205444+0.*I,-0.08131352084234393+0.*I,0.1933609723397219+0.*I,0.2561573073832729+0.*I,0.08932602194967658+0.*I,-0.13753128526160754+0.*I,-0.2587319773906252+0.*I,-0.22062904931183544+0.*I,-0.07185980744774931+0.*I,0.10183385002910206+0.*I,0.23349014195975049+0.*I,0.2960970232165445+0.*I,0.29593558286952054+0.*I,0.25539445656211024+0.*I,0.19813257665042514+0.*I,0.14130787840561018+0.*I,0.09398177641616921+0.*I,0.05886987153080907+0.*I,0.03498551130996009+0.*I,0.01983683400152338+0.*I,0.01077927464837732+0.*I,0.005634129153006952+0.*I,0.002841231311081621+0.*I,0.001385956200749338+0.*I,0.0006554180155233203+0.*I,0.0003010580518834805+0.*I,0.00013454889658633554+0.*I,0.00005859480113182109+0.*I,0.000024898207564069113+0.*I,0.000010335443056970677+0.*I,4.1957907307462*^-6+0.*I,1.6674420372664362*^-6+0.*I,6.492784507748553*^-7+0.*I,2.479208511266627*^-7+0.*I,9.290237922283592*^-8+0.*I,3.418825830548386*^-8+0.*I,1.2363621641910902*^-8+0.*I,4.396380510751166*^-9+0.*I,1.538048502589459*^-9+0.*I,5.296612870636038*^-10+0.*I,1.7963609064701852*^-10+0.*I,6.002838706246681*^-11+0.*I,1.9773158632535344*^-11+0.*I,6.4228738236000585*^-12+0.*I,2.0581848541172616*^-12+0.*I,6.508779269627015*^-13+0.*I,2.0320060805722748*^-13+0.*I,6.264740950735633*^-14+0.*I,1.9079592078646166*^-14+0.*I,5.7418451514150335*^-15+0.*I,1.7079403982907773*^-15+0.*I,5.022841783426051*^-16+0.*I,1.4608082980408755*^-16+0.*I,4.2025252089362776*^-17+0.*I,1.196196687456688*^-17+0.*I,3.3695157791485873*^-18+0.*I,9.395035520763444*^-19+0.*I,2.5934924206748867*^-19+0.*I,7.089460329411036*^-20+0.*I,1.9194007105407887*^-20+0.*I,5.147802526213842*^-21+0.*I,1.3679125653946095*^-21+0.*I,3.602041292119484*^-22+0.*I,9.400780405042602*^-23+0.*I,2.4320497807413003*^-23+0.*I,6.2379287286766764*^-24+0.*I,1.5864688490183749*^-24+0.*I,4.0013590590293584*^-25+0.*I,1.0009858333407245*^-25+0.*I,2.4839933081028265*^-26+0.*I,6.115483472685546*^-27+0.*I,1.4939053953415726*^-27+0.*I,3.621426516520891*^-28+0.*I,8.712670656279952*^-29+0.*I,2.0805932462828168*^-29+0.*I,4.9321366768290436*^-30+0.*I,1.1607572979465332*^-30+0.*I,2.7123840198043276*^-31+0.*I,6.293730174882457*^-32+0.*I,1.4502897606633307*^-32+0.*I,3.319193070474814*^-33+0.*I,7.5453875748052185*^-34+0.*I,1.7038879923398108*^-34+0.*I,3.82251410539423*^-35+0.*I,8.520063494251837*^-36+0.*I,1.886941361944584*^-36+0.*I,4.152704736081437*^-37+0.*I,9.082285065171861*^-38+0.*I,1.9741681000450417*^-38+0.*I,4.2651148790307693*^-39+0.*I,9.159395748856495*^-40+0.*I,1.9553455828379384*^-40+0.*I,4.1498387517336776*^-41+0.*I,8.756279026786718*^-42+0.*I,1.837035831295469*^-42+0.*I,3.83224844270211*^-43+0.*I
0.3116714655646063+0.*I,-0.33815129489336326+0.*I,-0.08256084075121409+0.*I,0.27933371537532986+0.*I,0.13305098965559886+0.*I,-0.1933609723397219+0.*I,-0.23653665481330532+0.*I,0.0032199798187165225+0.*I,0.22407730931387151+0.*I,0.21980668535165973+0.*I,0.030148466015760548+0.*I,-0.17321180216169385+0.*I,-0.25433016211992154+0.*I,-0.18752327202172364+0.*I,-0.03188359190493771+0.*I,0.13148444252376754+0.*I,0.24595812520827504+0.*I,0.29311246157626963+0.*I,0.28330257091366545+0.*I,0.2391426949185815+0.*I,0.182546567264307+0.*I,0.12856521893098843+0.*I,0.08464212960675503+0.*I,0.05257349685933807+0.*I,0.031020459588707798+0.*I,0.01748022891095022+0.*I,0.00944753825797435+0.*I,0.00491456670851907+0.*I,0.0024678619150189343+0.*I,0.0011992478141691016+0.*I,0.0005651753239165414+0.*I,0.00025879594789895397+0.*I,0.00011533152418541165+0.*I,0.000050094555969327744+0.*I,0.00002123504790436883+0.*I,8.795235739032358*^-6+0.*I,3.5631651151024556*^-6+0.*I,1.4133166918161044*^-6+0.*I,5.493418191162326*^-7+0.*I,2.0941043582235616*^-7+0.*I,7.834863899156039*^-8+0.*I,2.8790050841296716*^-8+0.*I,1.0397040276872801*^-8+0.*I,3.6922600851250297*^-9+0.*I,1.2901242461616113*^-9+0.*I,4.4376509590193037*^-10+0.*I,1.503379071331697*^-10+0.*I,5.0185250918193584*^-11+0.*I,1.6514394831867137*^-11+0.*I,5.359252084068697*^-12+0.*I,1.7158006971739403*^-12+0.*I,5.421354305815817*^-13+0.*I,1.6911257947116955*^-13+0.*I,5.209696712960146*^-14+0.*I,1.5854463215362468*^-14+0.*I,4.76783093873317*^-15+0.*I,1.4172351512335422*^-15+0.*I,4.165150172858372*^-16+0.*I,1.2105918809577257*^-16+0.*I,3.4805586280301415*^-17+0.*I,9.901145299429418*^-18+0.*I,2.787430769540747*^-18+0.*I,7.767795708851649*^-19+0.*I,2.1431652180687838*^-19+0.*I,5.855489664896352*^-20+0.*I,1.5845382084594205*^-20+0.*I,4.247693992260053*^-21+0.*I,1.1282123537172836*^-21+0.*I,2.9695381875843954*^-22+0.*I,7.74672391444284*^-23+0.*I,2.003302354385121*^-23+0.*I,5.1361768426218564*^-24+0.*I,1.3057559472306512*^-24+0.*I,3.292107663176669*^-25+0.*I,8.232569104866095*^-26+0.*I,2.042224642143703*^-26+0.*I,5.026133360808764*^-27+0.*I,1.2273847329262073*^-27+0.*I,2.974375644814477*^-28+0.*I,7.153686276185146*^-29+0.*I,1.7077803154512906*^-29+0.*I,4.047154349581661*^-30+0.*I,9.522026967421248*^-31+0.*I,2.224415009819434*^-31+0.*I,5.160034686066237*^-32+0.*I,1.1887272676823884*^-32+0.*I,2.7198557198672257*^-33+0.*I,6.181354687494611*^-34+0.*I,1.3955154884606468*^-34+0.*I,3.129946168393827*^-35+0.*I,6.974728484686163*^-36+0.*I,1.54433687243349*^-36+0.*I,3.397944046458275*^-37+0.*I,7.429919720637369*^-38+0.*I,1.6146528164660975*^-38+0.*I,3.487658262183608*^-39+0.*I,7.48824841672364*^-40+0.*I,1.598266386913586*^-40+0.*I,3.391337502995013*^-41+0.*I,7.154435898746155*^-42+0.*I
-0.23163878307414304+0.*I,0.36911972002531057+0.*I,-0.11938904796262738+0.*I,-0.26165365251254247+0.*I,0.11227100322378901+0.*I,0.2561573073832729+0.*I,-0.0032199798187165225+0.*I,-0.23892979082073423+0.*I,-0.16309522420366823+0.*I,0.09071624903209718+0.*I,0.24031245879668162+0.*I,0.16652664219234492+0.*I,-0.037765594920397355+0.*I,-0.20722355492944544+0.*I,-0.24150160360443032+0.*I,-0.14439395662887133+0.*I,0.015986122889888352+0.*I,0.16545259392699194+0.*I,0.2594709965727236+0.*I,0.289009176964101+0.*I,0.2685536585390951+0.*I,0.2206283817088216+0.*I,0.1650145063839593+0.*I,0.11435349889508718+0.*I,0.0742923418038055+0.*I,0.045631596996900246+0.*I,0.026667191760724587+0.*I,0.014902019077231087+0.*I,0.00799498241526314+0.*I,0.004131790073934069+0.*I,0.0020626322897031226+0.*I,0.0009970237028272078+0.*I,0.0004676129390828297+0.*I,0.00021318148171565042+0.*I,0.00009462082661298828+0.*I,0.00004094626302309237+0.*I,0.000017297523516954594+0.*I,7.1415617756940125*^-6+0.*I,2.884649379620697*^-6+0.*I,1.1410226027896617*^-6+0.*I,4.423568357224273*^-7+0.*I,1.682185450826801*^-7+0.*I,6.279370211731207*^-8+0.*I,2.3024702272818195*^-8+0.*I,8.298146756935645*^-9+0.*I,2.9412492898354063*^-9+0.*I,1.025849522202907*^-9+0.*I,3.5225625352032014*^-10+0.*I,1.19142095595226*^-10+0.*I,3.9709907393121854*^-11+0.*I,1.3047995551225398*^-11+0.*I,4.228376969334962*^-12+0.*I,1.351925175638448*^-12+0.*I,4.266148194739414*^-13+0.*I,1.3291398940781362*^-13+0.*I,4.089748301624801*^-14+0.*I,1.2432152499728418*^-14+0.*I,3.734618526446739*^-15+0.*I,1.1089620512205558*^-15+0.*I,3.2559103983537005*^-16+0.*I,9.454164684368525*^-17+0.*I,2.7156491018721323*^-17+0.*I,7.718345518777242*^-18+0.*I,2.1710555449965807*^-18+0.*I,6.045133957851208*^-19+0.*I,1.666547139327381*^-19+0.*I,4.549784867950742*^-20+0.*I,1.2302895169286922*^-20+0.*I,3.295683521420897*^-21+0.*I,8.74744013068941*^-22+0.*I,2.3008408419592587*^-22+0.*I,5.998359645717909*^-23+0.*I,1.5501955137922067*^-23+0.*I,3.972042439786002*^-24+0.*I,1.0092014521984655*^-24+0.*I,2.5429596752285314*^-25+0.*I,6.355617150736157*^-26+0.*I,1.5757588252877062*^-26+0.*I,3.87606302346844*^-27+0.*I,9.460509734292604*^-28+0.*I,2.2914626312148364*^-28+0.*I,5.508532163096732*^-29+0.*I,1.3144155672774162*^-29+0.*I,3.1135122550180892*^-30+0.*I,7.322098317621703*^-31+0.*I,1.709748836332354*^-31+0.*I,3.964462310231736*^-32+0.*I,9.129220758881951*^-33+0.*I,2.0879573763117843*^-33+0.*I,4.7433809549952895*^-34+0.*I,1.0704631615538549*^-34+0.*I,2.3999967475723535*^-35+0.*I,5.3461564536106095*^-36+0.*I,1.1833158741325879*^-36+0.*I,2.6026918604425363*^-37+0.*I,5.689079453301011*^-38+0.*I,1.23592389271857*^-38+0.*I,2.6687287220925733*^-39+0.*I,5.728116078636434*^-40+0.*I,1.2222071514507818*^-40+0.*I
