0.4178366860643209+0.*I,0.5520078479399854+0.*I,0.5156665231810568+0.*I,0.39332087312413566+0.*I,0.25980989219518624+0.*I,0.15350034797490164+0.*I,0.08278895922621823+0.*I,0.04133920179490011+0.*I,0.019308821912776396+0.*I,0.008503020107946634+0.*I,0.003552318437055827+0.*I,0.001414992803558766+0.*I,0.0005396377115261098+0.*I,0.00019772851264691753+0.*I,0.00006981423209748926+0.*I,0.00002381425610004525+0.*I,7.865307606124148*^-6+0.*I,2.520170568008845*^-6+0.*I,7.847518831952348*^-7+0.*I,2.3784512257194011*^-7+0.*I,7.026158390362136*^-8+0.*I,2.025568675746956*^-8+0.*I,5.705245218365479*^-9+0.*I,1.571625553258588*^-9+0.*I,4.238206804224401*^-10+0.*I,1.1198267146721412*^-10+0.*I,2.9013681127108522*^-11+0.*I,7.37665776909648*^-12+0.*I,1.8417017615558132*^-12+0.*I,4.5181327635215484*^-13+0.*I,1.0897755119816674*^-13+0.*I,2.5857997054938473*^-14+0.*I,6.038910265273871*^-15+0.*I,1.388801862144496*^-15+0.*I,3.146585343449255*^-16+0.*I,7.026582941835306*^-17+0.*I,1.547147110126035*^-17+0.*I,3.3602333065127546*^-18+0.*I,7.201389774498546*^-19+0.*I,1.5234306817120203*^-19+0.*I,3.18222868434976*^-20+0.*I,6.565656255830521*^-21+0.*I,1.3384192680230567*^-21+0.*I,2.6964764777886592*^-22+0.*I,5.370429029159211*^-23+0.*I,1.0576486237497805*^-23+0.*I,2.0601610715945278*^-24+0.*I,3.9700038816804753*^-25+0.*I,7.570228640286077*^-26+0.*I,1.4287282771030655*^-26+0.*I,2.669336481260704*^-27+0.*I,4.938066311958998*^-28+0.*I,9.046777924899033*^-29+0.*I,1.6417033282206708*^-29+0.*I,2.9514571507427322*^-30+0.*I,5.257676024361675*^-31+0.*I,9.2819343387681*^-32+0.*I,1.6242009037781573*^-32+0.*I,2.8175033093636487*^-33+0.*I,4.8459297365435*^-34+0.*I,8.264948873728351*^-35+0.*I,1.398021780943183*^-35+0.*I,2.3456152511384543*^-36+0.*I,3.9041382291508784*^-37+0.*I,6.447240673841988*^-38+0.*I,1.0564668837033441*^-38+0.*I,1.7179978030010295*^-39+0.*I,2.7728341016076465*^-40+0.*I,4.4423023502613947*^-41+0.*I,7.065164082529064*^-42+0.*I,1.115608761117776*^-42+0.*I,1.7491273299626963*^-43+0.*I,2.723289811334018*^-44+0.*I,4.2108630295125525*^-45+0.*I,6.466867144742265*^-46+0.*I,9.8651113361289*^-47+0.*I,1.4949748227260122*^-47+0.*I,2.2507496944591036*^-48+0.*I,3.3668097974809067*^-49+0.*I,5.004304417632008*^-50+0.*I,7.391582196779244*^-51+0.*I,1.0850096108516573*^-51+0.*I,1.5829432406809016*^-52+0.*I,2.295434899576302*^-53+0.*I,3.3087505087957455*^-54+0.*I,4.7412542175026815*^-55+0.*I,6.754336607026739*^-56+0.*I,9.566691242874982*^-57+0.*I,1.347283854714643*^-57+0.*I,1.88669972385607*^-58+0.*I,2.6273638186423106*^-59+0.*I,3.63863256962984*^-60+0.*I,5.011675840804211*^-61+0.*I,6.865626638324788*^-62+0.*I,9.355240125581246*^-63+0.*I,1.2680366916438883*^-63+0.*I,1.7097589573383137*^-64+0.*I,2.29344169794983*^-65+0.*I,3.0606477553165285*^-66+0.*I,4.063819751090633*^-67+0.*I
-0.5520078479399854+0.*I,-0.3114259046801098+0.*I,0.09940524916475724+0.*I,0.37354083352161216+0.*I,0.4434045336065193+0.*I,0.37816187373501225+0.*I,0.26662428053094933+0.*I,0.16442540176944964+0.*I,0.09141585934821202+0.*I,0.046693048503023214+0.*I,0.02219591032086466+0.*I,0.009912347523489063+0.*I,0.004188758565246529+0.*I,0.0016844705018519163+0.*I,0.0006476001326433698+0.*I,0.0002389281278173386+0.*I,0.00008486609495370764+0.*I,0.000029100073769086233+0.*I,9.655435336809766*^-6+0.*I,3.106434798970654*^-6+0.*I,9.708525065558325*^-7+0.*I,2.95219054599956*^-7+0.*I,8.747034102212111*^-8+0.*I,2.5285106047517925*^-8+0.*I,7.139447987069641*^-9+0.*I,1.9711620758839172*^-9+0.*I,5.326715888572058*^-10+0.*I,1.4101413977980959*^-10+0.*I,3.6600514972515905*^-11+0.*I,9.320972881038955*^-12+0.*I,2.3307119978872533*^-12+0.*I,5.726000907132182*^-13+0.*I,1.382968612228718*^-13+0.*I,3.2856139558619695*^-14+0.*I,7.682338596771521*^-15+0.*I,1.768716167010197*^-15+0.*I,4.011554752602028*^-16+0.*I,8.96700499066625*^-17+0.*I,1.9762487092110978*^-17+0.*I,4.2960046591816754*^-18+0.*I,9.214614496122363*^-19+0.*I,1.950881079563303*^-19+0.*I,4.0782117835384594*^-20+0.*I,8.420368108743433*^-21+0.*I,1.7176909199983962*^-21+0.*I,3.462866391202032*^-22+0.*I,6.901152218718752*^-23+0.*I,1.3599271902848605*^-23+0.*I,2.6504883923293146*^-24+0.*I,5.110409455483401*^-25+0.*I,9.749986060703074*^-26+0.*I,1.8410502998902533*^-26+0.*I,3.4413724515314224*^-27+0.*I,6.369266823208022*^-28+0.*I,1.1674086699733372*^-28+0.*I,2.1193995692421756*^-29+0.*I,3.8118599876320296*^-30+0.*I,6.7931320903840775*^-31+0.*I,1.1997322635610235*^-31+0.*I,2.100145337742044*^-32+0.*I,3.644452041689601*^-33+0.*I,6.270437496673566*^-34+0.*I,1.069815314603609*^-34+0.*I,1.8101964623950588*^-35+0.*I,3.0381355001311066*^-36+0.*I,5.058360806476329*^-37+0.*I,8.35581128343657*^-38+0.*I,1.3696096442643793*^-38+0.*I,2.2278499160852204*^-39+0.*I,3.5967149453299826*^-40+0.*I,5.763756280210231*^-41+0.*I,9.169207706318482*^-42+0.*I,1.4482061259152354*^-42+0.*I,2.271149740124442*^-43+0.*I,3.5368869732007*^-44+0.*I,5.470142346737723*^-45+0.*I,8.4027021920545*^-46+0.*I,1.282100223933098*^-46+0.*I,1.9433290765550179*^-47+0.*I,2.9263736836002005*^-48+0.*I,4.3783350781943025*^-49+0.*I,6.509082370139764*^-50+0.*I,9.616055832963576*^-51+0.*I,1.4118047260534002*^-51+0.*I,2.060088631988718*^-52+0.*I,2.98788010050957*^-53+0.*I,4.3076261248218384*^-54+0.*I,6.173639350086907*^-55+0.*I,8.7963609790221*^-56+0.*I,1.246099684763756*^-56+0.*I,1.755170173981558*^-57+0.*I,2.458275037023442*^-58+0.*I,3.423844050281238*^-59+0.*I,4.74238273536611*^-60+0.*I,6.532879064078435*^-61+0.*I,8.950838673889126*^-62+0.*I,1.219829366701946*^-62+0.*I,1.653618417660708*^-63+0.*I,2.2299569516368085*^-64+0.*I,2.9916185734417533*^-65+0.*I
0.5156665231810568+0.*I,-0.09940524916475724+0.*I,-0.40428682941882843+0.*I,-0.22720277937182679+0.*I,0.11405342683715443+0.*I,0.34781846207708356+0.*I,0.4059244537187561+0.*I,0.34520786559254657+0.*I,0.24345328875786673+0.*I,0.15030330103830095+0.*I,0.08367418346472091+0.*I,0.04279425365246559+0.*I,0.02036720109138564+0.*I,0.009105707103100262+0.*I,0.0038517245295236354+0.*I,0.0015503276614994602+0.*I,0.0005965118447857983+0.*I,0.00022024078227717787+0.*I,0.00007828044959837303+0.*I,0.000026858127103738565+0.*I,8.916472738943966*^-6+0.*I,2.8701383077028163*^-6+0.*I,8.974190862174511*^-7+0.*I,2.730058920572566*^-7+0.*I,8.092075282189395*^-8+0.*I,2.3400369407690318*^-8+0.*I,6.609522674054609*^-9+0.*I,1.8254298872909865*^-9+0.*I,4.934356702572664*^-10+0.*I,1.306632802731446*^-10+0.*I,3.392270269269627*^-11+0.*I,8.64111923188297*^-12+0.*I,2.1612082474512643*^-12+0.*I,5.310714436358113*^-13+0.*I,1.2829276045750806*^-13+0.*I,3.0485254974360715*^-14+0.*I,7.129281688249247*^-15+0.*I,1.6416683000715335*^-15+0.*I,3.7240125804448177*^-16+0.*I,8.325560199732108*^-17+0.*I,1.8351519677284374*^-17+0.*I,3.989849636172799*^-18+0.*I,8.559087865200309*^-19+0.*I,1.8123288624046407*^-19+0.*I,3.789042019425168*^-20+0.*I,7.824234506640064*^-21+0.*I,1.5962642173797736*^-21+0.*I,3.21841799442323*^-22+0.*I,6.414656004433336*^-23+0.*I,1.2641851541202892*^-23+0.*I,2.4641237506913245*^-24+0.*I,4.7515171057877475*^-25+0.*I,9.066070365259688*^-26+0.*I,1.7120554225858542*^-26+0.*I,3.2005128677419095*^-27+0.*I,5.923955779665558*^-28+0.*I,1.0858717682170912*^-28+0.*I,1.9715172925226822*^-29+0.*I,3.5461387730137316*^-30+0.*I,6.3200258441171035*^-31+0.*I,1.1162517727168576*^-31+0.*I,1.9541381803613093*^-32+0.*I,3.391293419307884*^-33+0.*I,5.835221307027734*^-34+0.*I,9.95620550417449*^-35+0.*I,1.6847502712026402*^-35+0.*I,2.827749972743658*^-36+0.*I,4.7083312632777676*^-37+0.*I,7.778009963569918*^-38+0.*I,1.2749662760655617*^-38+0.*I,2.0740022518238667*^-39+0.*I,3.348498597364983*^-40+0.*I,5.366238246869615*^-41+0.*I,8.537207693595414*^-42+0.*I,1.3484460866289311*^-42+0.*I,2.114791924216452*^-43+0.*I,3.293527088078886*^-44+0.*I,5.093970255830963*^-45+0.*I,7.825174292130793*^-46+0.*I,1.1940262212448987*^-46+0.*I,1.8099003422311222*^-47+0.*I,2.7255497991693328*^-48+0.*I,4.0780164613017904*^-49+0.*I,6.0628247508672415*^-50+0.*I,8.957094034883693*^-51+0.*I,1.3151017402608115*^-51+0.*I,1.919043663385765*^-52+0.*I,2.783402565245425*^-53+0.*I,4.012956519669621*^-54+0.*I,5.75149836198081*^-55+0.*I,8.19512891547768*^-56+0.*I,1.1609626598164983*^-56+0.*I,1.6352988893236684*^-57+0.*I,2.2904486736998198*^-58+0.*I,3.1901859187043057*^-59+0.*I,4.418860555294041*^-60+0.*I,6.087370726646866*^-61+0.*I,8.340653247230431*^-62+0.*I,1.136701410484369*^-62+0.*I,1.5409671247412065*^-63+0.*I
-0.39332087312413566+0.*I,0.37354083352161216+0.*I,0.22720277937182679+0.*I,-0.2309895693843999+0.*I,-0.34934458971367466+0.*I,-0.11805364990003309+0.*I,0.1822736749016699+0.*I,0.3567550677895397+0.*I,0.37802986658807264+0.*I,0.3070307206393276+0.*I,0.21059315603531206+0.*I,0.1275828586161268+0.*I,0.07005357347416549+0.*I,0.035452398449149505+0.*I,0.01673270079254839+0.*I,0.007430216781421028+0.*I,0.003125343319268812+0.*I,0.001251995167824144+0.*I,0.0004797696961121382+0.*I,0.00017651563777109673+0.*I,0.0000625464115503805+0.*I,0.000021401592414010203+0.*I,7.087871427948673*^-6+0.*I,2.2766076826038596*^-6+0.*I,7.104555572980958*^-7+0.*I,2.157496313198777*^-7+0.*I,6.38474571333377*^-8+0.*I,1.8436234712126283*^-8+0.*I,5.200415970423156*^-9+0.*I,1.4344913825254718*^-9+0.*I,3.8731927857069297*^-10+0.*I,1.0245528198322495*^-10+0.*I,2.6573331431814047*^-11+0.*I,6.7628459869639624*^-12+0.*I,1.6899985234687843*^-12+0.*I,4.1495079450433386*^-13+0.*I,1.0016621347301021*^-13+0.*I,2.3785043956044252*^-14+0.*I,5.55869396241804*^-15+0.*I,1.2792092287642185*^-15+0.*I,2.9000898745874335*^-16+0.*I,6.479950431597646*^-17+0.*I,1.4275812189609257*^-17+0.*I,3.102184307439522*^-18+0.*I,6.651684712363897*^-19+0.*I,1.4078108868663972*^-19+0.*I,2.942044245145539*^-20+0.*I,6.072713311656195*^-21+0.*I,1.2384398777468493*^-21+0.*I,2.4960275606193087*^-22+0.*I,4.973065041185819*^-23+0.*I,9.797424002882663*^-24+0.*I,1.909063531651254*^-24+0.*I,3.680040807543669*^-25+0.*I,7.019519213756533*^-26+0.*I,1.3251931986634972*^-26+0.*I,2.4766173453345365*^-27+0.*I,4.582829262195059*^-28+0.*I,8.398220589470288*^-29+0.*I,1.524404727466474*^-29+0.*I,2.7412601929638726*^-30+0.*I,4.884407568187542*^-31+0.*I,8.624962093698226*^-32+0.*I,1.5095781555772083*^-32+0.*I,2.6192330438267755*^-33+0.*I,4.505858356779923*^-34+0.*I,7.686494660183642*^-35+0.*I,1.300430048110234*^-35+0.*I,2.182287846231396*^-36+0.*I,3.6329554159695753*^-37+0.*I,6.000479208547981*^-38+0.*I,9.834284498338089*^-39+0.*I,1.5994920034203908*^-39+0.*I,2.5819855403498356*^-40+0.*I,4.137199252160447*^-41+0.*I,6.580926224180768*^-42+0.*I,1.0393007889511333*^-42+0.*I,1.6297220461344142*^-43+0.*I,2.5377394284042233*^-44+0.*I,3.9244940884658427*^-45+0.*I,6.027876066788342*^-46+0.*I,9.196628728482667*^-47+0.*I,1.3938478348198332*^-47+0.*I,2.0987567253785528*^-48+0.*I,3.13982572632176*^-49+0.*I,4.667468958419318*^-50+0.*I,6.894846943986015*^-51+0.*I,1.01220644022943*^-51+0.*I,1.4768894230384492*^-52+0.*I,2.141872527422694*^-53+0.*I,3.087717645239879*^-54+0.*I,4.4249734859252666*^-55+0.*I,6.304388861283183*^-56+0.*I,8.930256579355193*^-57+0.*I,1.257772886346487*^-57+0.*I,1.76151336030206*^-58+0.*I,2.453254035535495*^-59+0.*I,3.397807796778509*^-60+0.*I,4.680379331730429*^-61+0.*I,6.412316321318473*^-62+0.*I
0.25980989219518624+0.*I,-0.4434045336065193+0.*I,0.11405342683715443+0.*I,0.34934458971367466+0.*I,-0.0002284112705367901+0.*I,-0.3125982495473046+0.*I,-0.26498730749291544+0.*I,0.005469224050232933+0.*I,0.25481850705348913+0.*I,0.3642342604965262+0.*I,0.3463499270976129+0.*I,0.2649538032829655+0.*I,0.17470578662384015+0.*I,0.10287263250544086+0.*I,0.055272502632426515+0.*I,0.02749467225381641+0.*I,0.012795973814233941+0.*I,0.005616049206647189+0.*I,0.002338968764016172+0.*I,0.000929035603157595+0.*I,0.0003533856484370806+0.*I,0.0001291749134509585+0.*I,0.000045509257453277244+0.*I,0.000015492295051271233+0.*I,5.107232516216982*^-6+0.*I,1.633624492702154*^-6+0.*I,5.078810617853721*^-7+0.*I,1.53702420816918*^-7+0.*I,4.5342533731622026*^-8+0.*I,1.3054988724100989*^-8+0.*I,3.672670932171818*^-9+0.*I,1.0105739354867968*^-9+0.*I,2.7223416365953215*^-10+0.*I,7.185885488369745*^-11+0.*I,1.8600578597621074*^-11+0.*I,4.72498541391053*^-12+0.*I,1.1786871354871023*^-12+0.*I,2.889323260601151*^-13+0.*I,6.963860842522133*^-14+0.*I,1.651202885855316*^-14+0.*I,3.8536480107112474*^-15+0.*I,8.856781809474157*^-16+0.*I,2.0054443973750734*^-16+0.*I,4.4757218450942166*^-17+0.*I,9.849401318379032*^-18+0.*I,2.1380492886315357*^-18+0.*I,4.579780923156224*^-19+0.*I,9.683683741264005*^-20+0.*I,2.0218438895524058*^-20+0.*I,4.1696633360042835*^-21+0.*I,8.496291996870558*^-22+0.*I,1.711022073111112*^-22+0.*I,3.4064074008545127*^-23+0.*I,6.706009378205589*^-24+0.*I,1.3057655781386625*^-24+0.*I,2.5153711490122487*^-25+0.*I,4.794824835173757*^-26+0.*I,9.046304586479123*^-27+0.*I,1.6896145640002782*^-27+0.*I,3.1247025707075302*^-28+0.*I,5.722918933147226*^-29+0.*I,1.0382321502708846*^-29+0.*I,1.8660206030783067*^-30+0.*I,3.323209843228188*^-31+0.*I,5.865297991952304*^-32+0.*I,1.0260829427353409*^-32+0.*I,1.7795148266338*^-33+0.*I,3.0599330201640764*^-34+0.*I,5.217658430548829*^-35+0.*I,8.823745626779267*^-36+0.*I,1.480137848951208*^-36+0.*I,2.463086012428337*^-37+0.*I,4.0666783821445936*^-38+0.*I,6.662478604346357*^-39+0.*I,1.0832255147583166*^-39+0.*I,1.7479892188647526*^-40+0.*I,2.799907750155496*^-41+0.*I,4.452261674201451*^-42+0.*I,7.029026162507551*^-43+0.*I,1.1018726467570158*^-43+0.*I,1.715269702217616*^-44+0.*I,2.6517954805789443*^-45+0.*I,4.0718795025691414*^-46+0.*I,6.210644728935018*^-47+0.*I,9.410308942497084*^-48+0.*I,1.4165569650427254*^-48+0.*I,2.118672097820957*^-49+0.*I,3.148680791056471*^-50+0.*I,4.6501124366824005*^-51+0.*I,6.824991111273884*^-52+0.*I,9.955832872751198*^-53+0.*I,1.4435180886706133*^-53+0.*I,2.0804988059145837*^-54+0.*I,2.9808770058595506*^-55+0.*I,4.246019733885942*^-56+0.*I,6.01326926141488*^-57+0.*I,8.467567004220837*^-58+0.*I,1.185643133395257*^-58+0.*I,1.65091259537508*^-59+0.*I,2.286102470787399*^-60+0.*I
-0.15350034797490164+0.*I,0.37816187373501225+0.*I,-0.34781846207708356+0.*I,-0.11805364990003309+0.*I,0.3125982495473046+0.*I,0.1844602457949443+0.*I,-0.185874967558408+0.*I,-0.31676852627046803+0.*I,-0.14363326602331408+0.*I,0.12667876300170278+0.*I,0.3104752770601188+0.*I,0.3571804980890837+0.*I,0.3072453522927285+0.*I,0.22092561849711126+0.*I,0.13948285216992148+0.*I,0.07949043691562653+0.*I,0.041623873921846945+0.*I,0.020276547209871498+0.*I,0.00927379943577604+0.*I,0.004010598593544527+0.*I,0.001649284621839498+0.*I,0.000647906210590778+0.*I,0.00024407189816965446+0.*I,0.00008845335719997933+0.*I,0.00003092447322148153+0.*I,0.000010454944408817283+0.*I,3.425171752916932*^-6+0.*I,1.0893987872658432*^-6+0.*I,3.3693713092256596*^-7+0.*I,1.0148615999509451*^-7+0.*I,2.980818105955653*^-8+0.*I,8.547811651205333*^-9+0.*I,2.395731473535185*^-9+0.*I,6.56926728259591*^-10+0.*I,1.763954121156898*^-10+0.*I,4.6420899013762665*^-11+0.*I,1.1982076776403013*^-11+0.*I,3.035669257811937*^-12+0.*I,7.553877138018319*^-13+0.*I,1.8473444582722745*^-13+0.*I,4.442626588925031*^-14+0.*I,1.0511893964148538*^-14+0.*I,2.4484539843675973*^-15+0.*I,5.61668374600609*^-16+0.*I,1.2695216320636938*^-16+0.*I,2.828500605678337*^-17+0.*I,6.2144429017892575*^-18+0.*I,1.3469213005725657*^-18+0.*I,2.8809255025228546*^-19+0.*I,6.083021333141689*^-20+0.*I,1.268365703559387*^-20+0.*I,2.612407805206588*^-21+0.*I,5.316623722733279*^-22+0.*I,1.0694255919593794*^-22+0.*I,2.126672590125541*^-23+0.*I,4.18212184419661*^-24+0.*I,8.134755110985183*^-25+0.*I,1.565472001459074*^-25+0.*I,2.981234858389779*^-26+0.*I,5.61940359166147*^-27+0.*I,1.0486166898630328*^-27+0.*I,1.937589028509324*^-28+0.*I,3.5457448191480053*^-29+0.*I,6.427374856031405*^-30+0.*I,1.154294464697583*^-30+0.*I,2.0541404434793815*^-31+0.*I,3.622807531646847*^-32+0.*I,6.333307495875213*^-33+0.*I,1.0976206780365179*^-33+0.*I,1.886141807336803*^-34+0.*I,3.214094099337167*^-35+0.*I,5.432063241421496*^-36+0.*I,9.10648758798281*^-37+0.*I,1.5145125084777873*^-37+0.*I,2.4991077873110067*^-38+0.*I,4.092040038101947*^-39+0.*I,6.649492997489013*^-40+0.*I,1.0724583821208161*^-40+0.*I,1.7169737130089555*^-41+0.*I,2.728882025545548*^-42+0.*I,4.306149374060015*^-43+0.*I,6.747154539982597*^-44+0.*I,1.049837925960183*^-44+0.*I,1.6223162349772493*^-45+0.*I,2.4900090360793497*^-46+0.*I,3.7962770457037513*^-47+0.*I,5.749695135231634*^-48+0.*I,8.651652300327042*^-49+0.*I,1.2934720105042407*^-49+0.*I,1.921561313701138*^-50+0.*I,2.836777650077543*^-51+0.*I,4.162017821255103*^-52+0.*I,6.06908316493753*^-53+0.*I,8.79660087136191*^-54+0.*I,1.2673912238833849*^-54+0.*I,1.8152696190323728*^-55+0.*I,2.584854669248691*^-56+0.*I,3.6595264653497655*^-57+0.*I,5.151527031562222*^-58+0.*I,7.211030257691749*^-59+0.*I
0.08278895922621823+0.*I,-0.26662428053094933+0.*I,0.4059244537187561+0.*I,-0.1822736749016699+0.*I,-0.26498730749291544+0.*I,0.185874967558408+0.*I,0.2847101495468485+0.*I,-0.029921805931607957+0.*I,-0.28830554582170287+0.*I,-0.24423709726066886+0.*I,-0.003910321066482086+0.*I,0.22774359282403364+0.*I,0.33941963307835216+0.*I,0.33309877267295485+0.*I,0.26224070098090063+0.*I,0.17766933922015693+0.*I,0.10735789764178427+0.*I,0.059127456293507324+0.*I,0.030118274055025665+0.*I,0.014339768668769218+0.*I,0.006432791685125187+0.*I,0.002736086914268972+0.*I,0.001109008071380807+0.*I,0.0004301594531062327+0.*I,0.00016022789258358022+0.*I,0.00005748554135902427+0.*I,0.000019916368349249764+0.*I,6.678329598964581*^-6+0.*I,2.1716465012817995*^-6+0.*I,6.860154018604699*^-7+0.*I,2.1085319231573375*^-7+0.*I,6.314471694736231*^-8+0.*I,1.8448210345516626*^-8+0.*I,5.264181119265261*^-9+0.*I,1.468661208937646*^-9+0.*I,4.009987232087287*^-10+0.*I,1.072450963307373*^-10+0.*I,2.811756104507783*^-11+0.*I,7.232188888033898*^-12+0.*I,1.8262335723463965*^-12+0.*I,4.53021402259624*^-13+0.*I,1.1046363510008927*^-13+0.*I,2.649130676471014*^-14+0.*I,6.251735214148895*^-15+0.*I,1.4525347014925782*^-15+0.*I,3.32417567367517*^-16+0.*I,7.496593448851656*^-17+0.*I,1.6666591155470414*^-17+0.*I,3.6542887523312115*^-18+0.*I,7.904848383759247*^-19+0.*I,1.6876088988481512*^-19+0.*I,3.55699195990898*^-20+0.*I,7.403973273988467*^-21+0.*I,1.5224712481802105*^-21+0.*I,3.0935767034194974*^-22+0.*I,6.213262238816391*^-23+0.*I,1.2337852963378946*^-23+0.*I,2.4228676657492376*^-24+0.*I,4.706460172300312*^-25+0.*I,9.045522643846646*^-26+0.*I,1.7204552958776288*^-26+0.*I,3.2390343890685304*^-27+0.*I,6.037240913642768*^-28+0.*I,1.1142872000861188*^-28+0.*I,2.0369160587334996*^-29+0.*I,3.6884600784116154*^-30+0.*I,6.617420423836175*^-31+0.*I,1.1764596581775337*^-31+0.*I,2.0729098790632167*^-32+0.*I,3.620485544931566*^-33+0.*I,6.269051623892143*^-34+0.*I,1.0763385936277798*^-34+0.*I,1.8326069262772108*^-35+0.*I,3.094727300897974*^-36+0.*I,5.18400611905907*^-37+0.*I,8.614980011807641*^-38+0.*I,1.4205043123828628*^-38+0.*I,2.3242485455503887*^-39+0.*I,3.774200336083515*^-40+0.*I,6.083014279640914*^-41+0.*I,9.732220191966234*^-42+0.*I,1.545790169256639*^-42+0.*I,2.4376967768623316*^-43+0.*I,3.8171839857236333*^-44+0.*I,5.935855244648308*^-45+0.*I,9.167304928929127*^-46+0.*I,1.4062368568993032*^-46+0.*I,2.1427568114108103*^-47+0.*I,3.2435683875540445*^-48+0.*I,4.878049137998545*^-49+0.*I,7.289176050193519*^-50+0.*I,1.0823187228181798*^-50+0.*I,1.5970216062950173*^-51+0.*I,2.341956797564675*^-52+0.*I,3.4134393860552296*^-53+0.*I,4.94518694278047*^-54+0.*I,7.1216667870738*^-55+0.*I,1.0195757209478222*^-55+0.*I,1.4511957396530454*^-56+0.*I,2.053668163445079*^-57+0.*I
-0.04133920179490011+0.*I,0.16442540176944964+0.*I,-0.34520786559254657+0.*I,0.3567550677895397+0.*I,-0.005469224050232933+0.*I,-0.31676852627046803+0.*I,0.029921805931607957+0.*I,0.29965107385650996+0.*I,0.1119725165317579+0.*I,-0.20495228846476984+0.*I,-0.28996661647740335+0.*I,-0.11862157990421503+0.*I,0.12870317047839858+0.*I,0.2962240132601713+0.*I,0.3401275483779382+0.*I,0.29516503823997003+0.*I,0.21500352624071037+0.*I,0.13778095079262145+0.*I,0.07977583721027061+0.*I,0.04245981609123902+0.*I,0.021026532308172453+0.*I,0.009775705449017893+0.*I,0.004296800111636319+0.*I,0.0017954553328061948+0.*I,0.0007164935727420963+0.*I,0.00027409786706829233+0.*I,0.00010084402134624648+0.*I,0.000035780265232380444+0.*I,0.000012272285945955191+0.*I,4.0776217619289506*^-6+0.*I,1.314900995583579*^-6+0.*I,4.121928713700501*^-7+0.*I,1.2579729638735414*^-7+0.*I,3.7426927487745746*^-8+0.*I,1.0868340144125577*^-8+0.*I,3.083794682553198*^-9+0.*I,8.558286854760845*^-10+0.*I,2.3252377697103642*^-10+0.*I,6.190066912320064*^-11+0.*I,1.6158869944172136*^-11+0.*I,4.139325005227268*^-12+0.*I,1.0412232608189779*^-12+0.*I,2.5735157587303225*^-13+0.*I,6.253644874665989*^-14+0.*I,1.4948632175487825*^-14+0.*I,3.51686081936267*^-15+0.*I,8.147127989228748*^-16+0.*I,1.859291031489462*^-16+0.*I,4.181867588858044*^-17+0.*I,9.273624641495914*^-18+0.*I,2.0283918321227642*^-18+0.*I,4.377592358608101*^-19+0.*I,9.325021609665561*^-20+0.*I,1.9612723318205222*^-20+0.*I,4.074131170236533*^-21+0.*I,8.361231475973411*^-22+0.*I,1.6957690594191106*^-22+0.*I,3.399710103692642*^-23+0.*I,6.73919562940327*^-24+0.*I,1.321212396894937*^-24+0.*I,2.562349971633849*^-25+0.*I,4.9170432543045664*^-26+0.*I,9.338215874594312*^-27+0.*I,1.7555323145470616*^-27+0.*I,3.267577995930371*^-28+0.*I,6.022809624379717*^-29+0.*I,1.0995348571048905*^-29+0.*I,1.988534932576851*^-30+0.*I,3.5632528348966527*^-31+0.*I,6.327343374035898*^-32+0.*I,1.1135946558281417*^-32+0.*I,1.9428132566300478*^-33+0.*I,3.36045508704668*^-34+0.*I,5.763562560985702*^-35+0.*I,9.803259656805946*^-36+0.*I,1.6538469391849418*^-36+0.*I,2.7677209519051496*^-37+0.*I,4.5952225790152556*^-38+0.*I,7.570097092584014*^-39+0.*I,1.2375386026849193*^-39+0.*I,2.0078380406446585*^-40+0.*I,3.233403831715903*^-41+0.*I,5.16892080101103*^-42+0.*I,8.203410060214405*^-43+0.*I,1.2926716782393202*^-43+0.*I,2.0226685743521388*^-44+0.*I,3.143012568404337*^-45+0.*I,4.850577829050211*^-46+0.*I,7.435441790043659*^-47+0.*I,1.1322046532941112*^-47+0.*I,1.7127179554943175*^-48+0.*I,2.574106130282258*^-49+0.*I,3.8439941343782935*^-50+0.*I,5.704134217844033*^-51+0.*I,8.411660201269222*^-52+0.*I,1.232798351878736*^-52+0.*I,1.7957806046191513*^-53+0.*I,2.600142819459195*^-54+0.*I,3.742440136368263*^-55+0.*I,5.354964114872426*^-56+0.*I
