0.00003679398695262391+0.*I,0.-0.00016626792032790774*I,-0.0005312819747905612+0.*I,0.+0.0013861048043565078*I,0.0031318264513387132+0.*I,0.-0.00632913414146645*I,-0.011676166782008434+0.*I,0.+0.01994265078796489*I,0.03186174119545465+0.*I,0.-0.04799321741906231*I,-0.06858221071177567+0.*I,0.+0.09344299554089187*I,0.12189551989200569+0.*I,0.-0.1527733783560738*I,-0.184508033161397+0.*I,0.+0.21527880027129306*I,0.24320521759359337+0.*I,0.-0.2665508316003858*I,-0.2839065445605994+0.*I,0.+0.2943270774667099*I,0.2974040202573023+0.*I,0.-0.2932707853959283*I,-0.2825459434821513+0.*I,0.+0.26622986575042284*I,0.2455742164230234+0.*I,0.-0.2219444949164437*I,-0.19669318735096497+0.*I,0.+0.17105629082613102*I,0.14608029915633441+0.*I,0.-0.12258131198849553*I,-0.10113355010465126+0.*I,0.+0.08208163910271188*I,0.06556961684270128+0.*I,0.-0.051579519326296265*I,-0.039973248804096986+0.*I,0.+0.03053282856355762*I,0.022995740733071215+0.*I,0.-0.01708355130036784*I,-0.01252327658910483+0.*I,0.+0.009061858651056416*I,0.006474688850514856+0.*I,0.-0.004569393809479461*I,-0.00318614516137203+0.*I,0.+0.002195649156847826*I,0.0014957817212610319+0.*I,0.-0.0010076125765917355*I,-0.0006713458032319781+0.*I,0.+0.0004425159857492888*I,0.0002886289969151746+0.*I,0.-0.00018632603173217852*I,-0.00011907487854341802+0.*I,0.+0.00007534712293773838*I,0.000047216807191957674+0.*I,0.-0.0000293082776091979*I,-0.000018022914867946704+0.*I,0.+0.000010981844785673048*I,6.6315172305926*^-6+0.*I,0.-3.969237531519895*^-6*I,-2.3551832669566686*^-6+0.*I,0.+1.3855758843973663*^-6*I,8.083255481266106*^-7+0.*I,0.-4.676845278188028*^-7*I,-2.6840386942126723*^-7+0.*I,0.+1.5280941476600257*^-7*I,8.631608621397299*^-8+0.*I,0.-4.838009050631763*^-8*I,-2.6910782326563142*^-8+0.*I,0.+1.4856637839863216*^-8*I,8.141373795727332*^-9+0.*I,0.-4.428990658734673*^-9*I,-2.3921442182365127*^-9+0.*I,0.+1.282891120768702*^-9*I,6.832114965804287*^-10+0.*I,0.-3.6134774624992976*^-10*I,-1.89819622401436*^-10+0.*I,0.+9.90471738385214*^-11*I,5.134130537981753*^-11+0.*I,0.-2.6439495179548063*^-11*I,-1.3528120780927226*^-11+0.*I,0.+6.877894993728305*^-12*I,3.474898809256998*^-12+0.*I,0.-1.7447422081011793*^-12*I,-8.706747621551848*^-13+0.*I,0.+4.318655129655418*^-13*I,2.129317856282544*^-13+0.*I,0.-1.0436686732392825*^-13*I,-5.085633239057879*^-14+0.*I,0.+2.4638656637020092*^-14*I,1.1868813452116061*^-14+0.*I,0.-5.685176016128865*^-15*I,-2.7080350129976342*^-15+0.*I,0.+1.2828184387328236*^-15*I,6.043699946935897*^-16+0.*I,0.-2.831998604853167*^-16*I,-1.3199598552352863*^-16+0.*I,0.+6.119705668617273*^-17*I,2.8224517938176167*^-17+0.*I,0.-1.2950074911024816*^-17*I,-5.9114069447552955*^-18+0.*I,0.+2.6847563289194306*^-18*I
0.-0.00016626792032790774*I,-0.0007145521872405487+0.*I,0.+0.0021656655978454947*I,0.005343445529194645+0.*I,0.-0.011380164570320732*I,-0.02159767392863005+0.*I,0.+0.03726014530814051*I,0.0592263794671593+0.*I,0.-0.08757331782916616*I,-0.12129076923244497+0.*I,0.+0.15814747621208652*I,0.19479700711190098+0.*I,0.-0.22713621741217035*I,-0.2508652979775046+0.*I,0.+0.26214556861381755*I,0.2582243306987971+0.*I,0.-0.2379020321994452*I,-0.20175265645252682+0.*I,0.+0.1520625836917738*I,0.0925112750046305+0.*I,0.-0.02766486752718033*I,0.03761848863040757+0.*I,0.-0.09876833110366848*I,-0.15197969409540693+0.*I,0.+0.19453217617419002*I,0.22492868162178514+0.*I,0.-0.24286475051802597*I,-0.24906349595644411+0.*I,0.+0.2450242441053481*I,0.23273521890341237+0.*I,0.-0.21439427200801844*I,-0.19217001048493781+0.*I,0.+0.1680220889152471*I,0.14358668080502304+0.*I,0.-0.12012304616516759*I,-0.09851048471630046+0.*I,0.+0.0792817856470408*I,0.06267896851864677+0.*I,0.-0.048718793718809904*I,-0.037258309415300034+0.*I,0.+0.028053830091824845*I,0.020809656490229086+0.*I,0.-0.015215222061181467*I,-0.010971057549809763+0.*I,0.+0.0078050182003202755*I,0.0054807200544183575+0.*I,0.-0.003800224236139081*I,-0.00260283459560836+0.*I,0.+0.001761558459791545*I,0.0011784164375360584+0.*I,0.-0.0007794379197375682*I,-0.0005098794839666478+0.*I,0.+0.0003299683487609042*I,0.00021130270966615453+0.*I,0.-0.00013392743546208557*I,-0.00008403578311398889+0.*I,0.+0.00005221351512819982*I,0.00003213031576175043+0.*I,0.-0.000019586002130546612*I,-0.000011829243164018961+0.*I,0.+7.079891718531785*^-6*I,4.199810169044678*^-6+0.*I,0.-2.4696645262182708*^-6*I,-1.4398609785365904*^-6+0.*I,0.+8.324225585800797*^-7*I,4.772783057616257*^-7+0.*I,0.-2.7143489156985136*^-7*I,-1.5313875851514543*^-7+0.*I,0.+8.572101461612129*^-8*I,4.7613215397493726*^-8+0.*I,0.-2.6245761694286658*^-8*I,-1.4359323675299237*^-8+0.*I,0.+7.798335634913222*^-9*I,4.2044714516627676*^-9+0.*I,0.-2.250657160582586*^-9*I,-1.196303027803956*^-9+0.*I,0.+6.31467614189675*^-10*I,3.310409986021741*^-10+0.*I,0.-1.7237523096606145*^-10*I,-8.916012779208*^-11+0.*I,0.+4.58150831194162*^-11*I,2.3389793981942305*^-11+0.*I,0.-1.1864830590124413*^-11*I,-5.980672538645318*^-12+0.*I,0.+2.995897833249638*^-12*I,1.4915118393001112*^-12+0.*I,0.-7.380444213197365*^-13*I,-3.6301695012437977*^-13+0.*I,0.+1.7749724351373692*^-13*I,8.627948629349362*^-14+0.*I,0.-4.1697007359710934*^-14*I,-2.0036094232488415*^-14+0.*I,0.+9.573281664241034*^-15*I,4.548584598683828*^-15+0.*I,0.-2.1492493925678496*^-15*I,-1.0099950564999466*^-15+0.*I,0.+4.720628042439095*^-16*I,2.1945932057948277*^-16+0.*I,0.-1.0148621282075795*^-16*I,-4.668564226161763*^-17+0.*I
-0.0005312819747905612+0.*I,0.+0.0021656655978454947*I,0.006205478407297498+0.*I,0.-0.014421719349870635*I,-0.02880668347210597+0.*I,0.+0.05101821834668628*I,0.08165043825271684+0.*I,0.-0.1195408703031003*I,-0.1613734705841819+0.*I,0.+0.20179377610421154*I,0.23412001727812304+0.*I,0.-0.2515533031662951*I,-0.24862340270171568+0.*I,0.+0.22251307125598252*I,0.17391614450924933+0.*I,0.-0.10719845402365784*I,-0.029808374578439545+0.*I,0.-0.04893000108958535*I,-0.11936682694001366+0.*I,0.+0.17308369520235675*I,0.20414777392459404+0.*I,0.-0.20984815081281952*I,-0.19083165344445113+0.*I,0.+0.15068657554093837*I,0.09512268278923668+0.*I,0.-0.03094774893434313*I,0.03495726352837645+0.*I,0.-0.09650036322854588*I,-0.14897532909640238+0.*I,0.+0.18935715621556776*I,0.21631775811965342+0.*I,0.-0.23002322092652552*I,-0.2317929080219224+0.*I,0.+0.22370117206335263*I,0.2081894829032694+0.*I,0.-0.18773659555200561*I,-0.16461259747591914+0.*I,0.+0.14072345044364043*I,0.11753834393718893+0.*I,0.-0.0960835273834581*I,-0.07698279449525165+0.*I,0.+0.060525260578340796*I,0.04674406979742342+0.*I,0.-0.0354938603952461*I,-0.026519160747249818+0.*I,0.+0.01950970653650466*I,0.014141614336101067+0.*I,0.-0.010105337780358973*I,-0.007122461030869557+0.*I,0.+0.004953832328487442*I,0.0034015156586220383+0.*I,0.-0.0023067319721404296*I,-0.001545525489622404+0.*I,0.+0.001023432752136406*I,0.0006700178476118262+0.*I,0.-0.00043379878133329596*I,-0.00027783580967832177+0.*I,0.+0.00017607671880750427*I,0.00011044317580741463+0.*I,0.-0.00006858080703652182*I,-0.000042168795907579555+0.*I,0.+0.00002568017276074239*I,0.000015492143886619203+0.*I,0.-9.260117261600335*^-6*I,-5.485213409188594*^-6+0.*I,0.+3.220473873948043*^-6*I,1.874429277917739*^-6+0.*I,0.-1.081713134027804*^-6*I,-6.190372369102512*^-7+0.*I,0.+3.5135670643213663*^-7*I,1.9781953752275398*^-7+0.*I,0.-1.1049430023335404*^-7*I,-6.12376346114582*^-8+0.*I,0.+3.367912239388896*^-8*I,1.8383194158419876*^-8+0.*I,0.-9.959813198367694*^-9*I,-5.356755543529937*^-9+0.*I,0.+2.860366079029272*^-9*I,1.5165534855274013*^-9+0.*I,0.-7.984649062873064*^-10*I,-4.1750354768456864*^-10+0.*I,0.+2.1682713831139794*^-10*I,1.1185562906279991*^-10+0.*I,0.-5.73235623660854*^-11*I,-2.918628586444267*^-11+0.*I,0.+1.4764981958870285*^-11*I,7.422196826803856*^-12+0.*I,0.-3.707775922400767*^-12*I,-1.8408185898035258*^-12+0.*I,0.+9.083622954037261*^-13*I,4.455444146280769*^-13+0.*I,0.-2.1723962607977302*^-13*I,-1.0530154516884217*^-13+0.*I,0.+5.07468184428861*^-14*I,2.4315949636650804*^-14+0.*I,0.-1.158540501229346*^-14*I,-5.4890514469959704*^-15+0.*I,0.+2.5862906104038987*^-15*I,1.2119326316613062*^-15+0.*I,0.-5.648424556160239*^-16*I
0.+0.0013861048043565078*I,0.005343445529194645+0.*I,0.-0.014421719349870635*I,-0.03142051951182493+0.*I,0.+0.05850333503437483*I,0.09591631562043924+0.*I,0.-0.14087382053658992*I,-0.18715680569805018+0.*I,0.+0.22581096368447218*I,0.24696916375328493+0.*I,0.-0.24239143281555695*I,-0.20799219366433794+0.*I,0.+0.14554723345966755*I,0.06298158594006788+0.*I,0.+0.026939181513803548*I,0.10920954603157063+0.*I,0.-0.16979472952574307*I,-0.19861558857260264+0.*I,0.+0.19157229861954067*I,0.15117221915806298+0.*I,0.-0.0857175710438937*I,-0.007365687302116771+0.*I,0.-0.07039523939505803*I,-0.13525044532154884+0.*I,0.+0.17803268497817043*I,0.193853430416532+0.*I,0.-0.18231055723956202*I,-0.14689586470934146+0.*I,0.+0.09386038719906614*I,0.03084618215645044+0.*I,0.+0.034430891780491954*I,0.0952379932206429+0.*I,0.-0.14650930190472278*I,-0.18513790201927344+0.*I,0.+0.20992786994479756*I,0.2213011696014987+0.*I,0.-0.22086743452251054*I,-0.21095557500237463+0.*I,0.+0.19418307455069123*I,0.17311038758183495+0.*I,0.-0.15000075470112645*I,-0.12668421690081522+0.*I,0.+0.104510378438223*I,0.08436736954062725+0.*I,0.-0.06674313857467365*I,-0.051807805943193536+0.*I,0.+0.03950051033019216*I,0.02960948352116448+0.*I,0.-0.021838982582352798*I,-0.015860627020228082+0.*I,0.+0.011349444618883158*I,0.008006587476924548+0.*I,0.-0.00557144373627434*I,-0.0038259945922673303+0.*I,0.+0.002593993315035635*I,0.0017370720648933837+0.*I,0.-0.0011493564777258903*I,-0.0007516773283120073+0.*I,0.+0.0004860596187338911*I,0.00031085757729346357+0.*I,0.-0.00019668508767860786*I,-0.00012315053876614345+0.*I,0.+0.00007632490505324257*I,0.00004683444809670523+0.*I,0.-0.00002845982964583513*I,-0.000017130122391389277+0.*I,0.+0.000010215010241465224*I,6.036037696625636*^-6+0.*I,0.-3.5349279646293485*^-6*I,-2.052115173791225*^-6+0.*I,0.+1.181106635913379*^-6*I,6.740827902058302*^-7+0.*I,0.-3.8154145882337586*^-7*I,-2.1420987352390523*^-7+0.*I,0.+1.1930779515887048*^-7*I,6.59310031481412*^-8+0.*I,0.-3.6154284717634674*^-8*I,-1.9675903225394358*^-8+0.*I,0.+1.0628402577258023*^-8*I,5.699167939274674*^-9+0.*I,0.-3.0339960447856024*^-9*I,-1.6037140942176575*^-9+0.*I,0.+8.41771001357606*^-10*I,4.3879457546413735*^-10+0.*I,0.-2.2718130284691*^-10*I,-1.168343062960424*^-10+0.*I,0.+5.968920212142473*^-11*I,3.029623462890306*^-11+0.*I,0.-1.5278747816260854*^-11*I,-7.656507510340705*^-12+0.*I,0.+3.8128880934416355*^-12*I,1.8870931460148865*^-12+0.*I,0.-9.28288799137564*^-13*I,-4.5389668378072396*^-13+0.*I,0.+2.2062147086042735*^-13*I,1.0660738555647145*^-13+0.*I,0.-5.121611430266519*^-14*I,-2.4464483593636235*^-14+0.*I,0.+1.161997235883057*^-14*I,5.488359450474363*^-15+0.*I
0.0031318264513387132+0.*I,0.-0.011380164570320732*I,-0.02880668347210597+0.*I,0.+0.05850333503437483*I,0.10076450111310964+0.*I,0.-0.15130884533592576*I,-0.20082352014321403+0.*I,0.+0.236511810158424*I,0.24552757774408154+0.*I,0.-0.2192965974095491*I,-0.15717738070733883+0.*I,0.+0.06798603667821229*I,-0.03139719553084627+0.*I,0.+0.12008562799098575*I,0.17869533537201382+0.*I,0.-0.19458537393887063*I,-0.16522262359593895+0.*I,0.+0.09872003602098406*I,0.011519629102446282+0.*I,0.+0.07595695228574899*I,0.14435729019852073+0.*I,0.-0.17976126944466975*I,-0.1763281827803918+0.*I,0.+0.13678897921545916*I,0.0709603377477305+0.*I,0.+0.007080704763259423*I,0.08231068232552047+0.*I,0.-0.14175371332336575*I,-0.17657761981838804+0.*I,0.+0.18303159980912986*I,0.16227042739936104+0.*I,0.-0.11933338463431767*I,-0.06165586810345279+0.*I,0.-0.002507173891610416*I,-0.06544479356059657+0.*I,0.+0.12095737104529843*I,0.16486586641060416+0.*I,0.-0.1950997284807804*I,-0.21146293006759864+0.*I,0.+0.21520319594547685*I,0.20850477721142502+0.*I,0.-0.19400081578622022*I,-0.1743684124684991+0.*I,0.+0.1520368276778656*I,0.12901251242853184+0.*I,0.-0.10680644602737435*I,-0.08643961911112828+0.*I,0.+0.06849995207680605*I,0.05322629730846083+0.*I,0.-0.04060023741722609*I,-0.03043234785944506+0.*I,0.+0.022435185642827756*I,0.016279795491998903+0.*I,0.-0.011635740056383782*I,-0.008196618631755498+0.*I,0.+0.005693967259097559*I,0.0039026217034783656+0.*I,0.-0.0026403525823705423*I,-0.0017640774075367426+0.*I,0.+0.0011643820389033203*I,0.0007595472406599264+0.*I,0.-0.0004898280514469243*I,-0.000312392292449337+0.*I,0.+0.00019708525462447252*I,0.00012303439555471778+0.*I,0.-0.00007602068547305442*I,-0.0000465026405185527+0.*I,0.+0.000028168640873899422*I,0.000016900248520414928+0.*I,0.-0.000010045018779189295*I,-5.915969148737995*^-6+0.*I,0.+3.453038260097898*^-6*I,1.9978194386192113*^-6+0.*I,0.-1.1459505717355334*^-6*I,-6.517821987598428*^-7+0.*I,0.+3.676504851720258*^-7*I,2.056979913052633*^-7+0.*I,0.-1.1416967513630041*^-7*I,-6.28721535719094*^-8+0.*I,0.+3.4356702319746076*^-8*I,1.8632309109296228*^-8+0.*I,0.-1.0029479703838721*^-8*I,-5.3591897862971265*^-9+0.*I,0.+2.8430175428291345*^-9*I,1.4975058810844414*^-9+0.*I,0.-7.832734658068976*^-10*I,-4.0687397075904705*^-10+0.*I,0.+2.099192553740581*^-10*I,1.0758045833424384*^-10+0.*I,0.-5.477025787576873*^-11*I,-2.7702996120330816*^-11+0.*I,0.+1.3922535464000622*^-11*I,6.952764060282467*^-12+0.*I,0.-3.4504922656413358*^-12*I,-1.7018639100860465*^-12+0.*I,0.+8.343026140175108*^-13*I,4.0654744279274494*^-13+0.*I,0.-1.9693397806901508*^-13*I,-9.4838336659967*^-14+0.*I,0.+4.5407990692369075*^-14*I
0.-0.00632913414146645*I,-0.02159767392863005+0.*I,0.+0.05101821834668628*I,0.09591631562043924+0.*I,0.-0.15130884533592576*I,-0.20501680375840411+0.*I,0.+0.24009538781538373*I,0.24035109212113592+0.*I,0.-0.19702231991859265*I,-0.11376850638206891+0.*I,0.+0.007508854608124403*I,-0.09573818323581512+0.*I,0.+0.16877436889652958*I,0.19205558848195237+0.*I,0.-0.16018520111854262*I,-0.08372980177261057+0.*I,0.-0.014185123683119699*I,-0.10515132228442242+0.*I,0.+0.16402798438196575*I,0.17595792821627582+0.*I,0.-0.13981894466556327*I,-0.06743663648594488+0.*I,0.-0.020727327756637978*I,-0.10174383344237202+0.*I,0.+0.15628530098570698*I,0.17298159409851382+0.*I,0.-0.15019585185036166*I,-0.09519851794366051+0.*I,0.+0.02139667050456657*I,-0.05536513849572028+0.*I,0.+0.12040036904172548*I,0.16288827555867227+0.*I,0.-0.17729138006568276*I,-0.1634635617102454+0.*I,0.+0.125720018372926*I,0.0712931094992476+0.*I,0.-0.008616116751055183*I,0.05420497888901165+0.*I,0.-0.11050563841605412*I,-0.15567789335830146+0.*I,0.+0.18731751710810346*I,0.20500895491372537+0.*I,0.-0.2098852061124685*I,-0.20409607178438574+0.*I,0.+0.1902916564347027*I,0.17119150156685553+0.*I,0.-0.14927344504682658*I,-0.12658673052813965+0.*I,0.+0.10467387165844429*I,0.08457530885206845+0.*I,0.-0.06688823870673209*I,-0.05185367147616809+0.*I,0.+0.039451325508066355*I,0.029488410107753434+0.*I,0.-0.021674329000131238*I,-0.01567812272679742+0.*I,0.+0.011168818510536556*I,0.0078408569331615+0.*I,0.-0.00542767813831718*I,-0.0037066955425027084+0.*I,0.+0.00249856236129812*I,0.0016630868715197481+0.*I,0.-0.001093546375277435*I,-0.0007105914040570429+0.*I,0.+0.00045647240874252277*I,0.00028997598583131826+0.*I,0.-0.00018221929308754535*I,-0.00011330137362224705+0.*I,0.+0.00006972696184096862*I,0.00004248157475656918+0.*I,0.-0.000025629387424586015*I,-0.000015314806148179602+0.*I,0.+9.065948968330551*^-6*I,5.317796308399146*^-6+0.*I,0.-3.0913678023970124*^-6*I,-1.7813536757398219*^-6+0.*I,0.+1.0176686852586547*^-6*I,5.764907606502071*^-7+0.*I,0.-3.238752272632987*^-7*I,-1.8048012195386456*^-7+0.*I,0.+9.977262072469578*^-8*I,5.472493853502402*^-8+0.*I,0.-2.9785865920895983*^-8*I,-1.6089521424042*^-8+0.*I,0.+8.626582216539171*^-9*I,4.59145105651948*^-9+0.*I,0.-2.4262058635760707*^-9*I,-1.2729783242571705*^-9+0.*I,0.+6.632504461186776*^-10*I,3.431967809533395*^-10+0.*I,0.-1.763853090782225*^-10*I,-9.004885279341825*^-11+0.*I,0.+4.567012505339576*^-11*I,2.3012555750684563*^-11+0.*I,0.-1.1521667010769068*^-11*I,-5.732203703218036*^-12+0.*I,0.+2.8341357810596508*^-12*I,1.392670222332313*^-12+0.*I,0.-6.802043032375462*^-13*I,-3.3023857099629564*^-13+0.*I
-0.011676166782008434+0.*I,0.+0.03726014530814051*I,0.08165043825271684+0.*I,0.-0.14087382053658992*I,-0.20082352014321403+0.*I,0.+0.24009538781538373*I,0.23791800044435213+0.*I,0.-0.18407387623044563*I,-0.08593884727839825+0.*I,0.-0.03141869761228433*I,-0.13302196150820988+0.*I,0.+0.18678756220292003*I,0.17596552164110285+0.*I,0.-0.10588047084061787*I,-0.0021444603723193146+0.*I,0.-0.0988079203564858*I,-0.16289931359652166+0.*I,0.+0.17010903068716113*I,0.12047606090290636+0.*I,0.-0.032722256015197286*I,0.06331178669293462+0.*I,0.-0.13716826742284843*I,-0.16736969176975827+0.*I,0.+0.1471180912426246*I,0.08483190402305382+0.*I,0.-0.00010533283397694099*I,0.08300432112216323+0.*I,0.-0.14298858093643885*I,-0.1661791165573269+0.*I,0.+0.14917942784814392*I,0.09831781396513604+0.*I,0.-0.026827241415066306*I,0.04910217556993814+0.*I,0.-0.11422291099531502*I,-0.15718924117530553+0.*I,0.+0.1721191344956002*I,0.1587364830651933+0.*I,0.-0.12139509568890905*I,-0.06745107451777024+0.*I,0.+0.005463804708093396*I,-0.05638990589136767+0.*I,0.+0.11145372183598033*I,0.15520050998300539+0.*I,0.-0.185353692169364*I,-0.2016393119263592+0.*I,0.+0.20531620972314318*I,0.1986239044900078+0.*I,0.-0.18425709890497927*I,-0.16493600495909158+0.*I,0.+0.14310356746659633*I,0.12075056035580252+0.*I,0.-0.09934992229662788*I,-0.07987214748234224+0.*I,0.+0.06285192720732682*I,0.04847981136435282+0.*I,0.-0.03669884288940685*I,-0.027292901863883657+0.*I,0.+0.019959574601955233*I,0.014365079812256196+0.*I,0.-0.01018197503690195*I,-0.007112181557576195+0.*I,0.+0.004898608764826929*I,0.0033286708508794122+0.*I,0.-0.0022325760053397516*I,-0.0014786685172165105+0.*I,0.+0.0009674786785926102*I,0.0006255782056354161+0.*I,0.-0.0003998926458986254*I,-0.0002527949772762249+0.*I,0.+0.00015808441388917994*I,0.00009782037836819231+0.*I,0.-0.00005991090912889323*I,-0.00003632692405310616+0.*I,0.+0.00002181228728091726*I,0.000012972443580196602+0.*I,0.-7.643343725377936*^-6*I,-4.46246004488953*^-6+0.*I,0.+2.5821333144180253*^-6*I,1.4810727610885542*^-6+0.*I,0.-8.422556027767076*^-7*I,-4.7495685640806796*^-7+0.*I,0.+2.656298926130991*^-7*I,1.4735982976516926*^-7+0.*I,0.-8.110072808012897*^-8*I,-4.428691231303384*^-8+0.*I,0.+2.399883631978773*^-8*I,1.2907019526099231*^-8+0.*I,0.-6.890290042878898*^-9*I,-3.6515525227902026*^-9+0.*I,0.+1.9213080033068063*^-9*I,1.003794779250806*^-9+0.*I,0.-5.20797401786758*^-10*I,-2.6835795412459365*^-10+0.*I,0.+1.373492443864864*^-10*I,6.983082056908935*^-11+0.*I,0.-3.527107242444543*^-11*I,-1.770032046864523*^-11+0.*I,0.+8.826196994135606*^-12*I,4.3735494380667465*^-12+0.*I,0.-2.153769427373226*^-12*I
0.+0.01994265078796489*I,0.0592263794671593+0.*I,0.-0.1195408703031003*I,-0.18715680569805018+0.*I,0.+0.236511810158424*I,0.24035109212113592+0.*I,0.-0.18407387623044563*I,-0.07647636385226715+0.*I,0.-0.050001481632470146*I,-0.1511079775025703+0.*I,0.+0.18964622612878773*I,0.15227743010826825+0.*I,0.-0.05598313628671801*I,0.05895893552615743+0.*I,0.-0.14607490399727655*I,-0.1719010479879151+0.*I,0.+0.1288451161320241*I,0.036682452534885404+0.*I,0.+0.06701069055522907*I,0.14259645278505226+0.*I,0.-0.16344592685332401*I,-0.1246213256519562+0.*I,0.+0.042690615941871624*I,-0.05210868055548978+0.*I,0.+0.12751863852819492*I,0.16013732319559115+0.*I,0.-0.14197266210970844*I,-0.08120428121211185+0.*I,0.-0.0021466760954876756*I,-0.08344576652230357+0.*I,0.+0.14090596807927436*I,0.1610813190853018+0.*I,0.-0.14122455272577486*I,-0.08847772703753147+0.*I,0.+0.016740929851918565*I,-0.05750991533483567+0.*I,0.+0.11921088570964687*I,0.15760568333364233+0.*I,0.-0.16763697654277693*I,-0.14987859972108278+0.*I,0.+0.10937378156662986*I,0.053888419317725644+0.*I,0.+0.007925495070231015*I,0.06808090975461042+0.*I,0.-0.12031053509746323*I,-0.16057313768904322+0.*I,0.+0.18707844078337416*I,0.19996574054742916+0.*I,0.-0.20079106766822566*I,-0.19196172501885972+0.*I,0.+0.17622091800112913*I,0.1562430575795787+0.*I,0.-0.1343622724365109*I,-0.11242824131016783+0.*I,0.+0.09176621984957269*I,0.07321093557030124+0.*I,0.-0.0571842921407857*I,-0.04379164435467518+0.*I,0.+0.03291821070300943*I,0.024314100385878487+0.*I,0.-0.017662311896524858*I,-0.012628415720195624+0.*I,0.+0.008893425409074337*I,0.006172819022319232+0.*I,0.-0.0042251401355260145*I,-0.002853434679889978+0.*I,0.+0.001902263387833289*I,0.0012523883300458107+0.*I,0.-0.0008146067772658072*I,-0.0005236724112681182+0.*I,0.+0.0003328316322671589*I,0.00020921030831802916+0.*I,0.-0.0001300967345986192*I,-0.00008005668658510445+0.*I,0.+0.000048763224582707236*I,0.000029407616421541098+0.*I,0.-0.00001756316503126447*I,-0.000010390075443810669+0.*I,0.+6.089756581092262*^-6*I,3.536992893428751*^-6+0.*I,0.-2.036127161303436*^-6*I,-1.1619610119885626*^-6+0.*I,0.+6.574610210710199*^-7*I,3.689034562627493*^-7+0.*I,0.-2.0530003507736123*^-7*I,-1.1333532859294636*^-7+0.*I,0.+6.207335929109964*^-8*I,3.373416524028757*^-8+0.*I,0.-1.8193581356282965*^-8*I,-9.738822039776014*^-9+0.*I,0.+5.1747462068648846*^-9*I,2.7297223817932194*^-9+0.*I,0.-1.4297010967727264*^-9*I,-7.435636429441563*^-10+0.*I,0.+3.8404692177939574*^-10*I,1.9701043151077927*^-10+0.*I,0.-1.003868907751463*^-10*I,-5.081480624697436*^-11+0.*I,0.+2.555467341446643*^-11*I,1.2769009570508274*^-11+0.*I
0.03186174119545465+0.*I,0.-0.08757331782916616*I,-0.1613734705841819+0.*I,0.+0.22581096368447218*I,0.24552757774408154+0.*I,0.-0.19702231991859265*I,-0.08593884727839825+0.*I,0.-0.050001481632470146*I,-0.15636214654493077+0.*I,0.+0.18838584705354694*I,0.13404791091226811+0.*I,0.-0.020908912563711423*I,0.0970585187744358+0.*I,0.-0.16556159901276404*I,-0.1553839046225626+0.*I,0.+0.07461955693607428*I,-0.03725303441698427+0.*I,0.+0.12921602653884684*I,0.16208453558110175+0.*I,0.-0.12455142403228023*I,-0.0356675893172003+0.*I,0.-0.06570912470423458*I,-0.1384556447771671+0.*I,0.+0.15563784876149095*I,0.11347760556368626+0.*I,0.-0.0304230915538518*I,0.061866441709039356+0.*I,0.-0.13108292790857215*I,-0.15534897568859915+0.*I,0.+0.12923150731669877*I,0.06352896796374333+0.*I,0.+0.020019156588176507*I,0.09653264558666914+0.*I,0.-0.14547036181406486*I,-0.15565505392895318+0.*I,0.+0.12689793631726518*I,0.0684625010335991+0.*I,0.+0.004571097711959099*I,0.07566533816415456+0.*I,0.-0.13067613306728626*I,-0.1603957125174772+0.*I,0.+0.16150960916699275*I,0.1361361926228821+0.*I,0.-0.09039620766182285*I,-0.03255244334151309+0.*I,0.-0.028798874429414163*I,-0.08615156130684416+0.*I,0.+0.1339692676712494*I,0.16901650449215372+0.*I,0.-0.1902413744930641*I,-0.19836173617281425+0.*I,0.+0.19531142603570167*I,0.18367685490425523+0.*I,0.-0.1662130271072881*I,-0.14548515778507537+0.*I,0.+0.1236462665954149*I,0.10233639734576891+0.*I,0.-0.08267576803427372*I,-0.06532022892725382+0.*I,0.+0.05054995656756838*I,0.03836839022302801+0.*I,0.-0.028595633213212138*I,-0.02094727755322744+0.*I,0.+0.015094995816992323*I,0.01070899625604496+0.*I,0.-0.007484660210580842*I,-0.005156681204854029+0.*I,0.+0.0035041715333115663*I,0.002349836619355532+0.*I,0.-0.0015557109033847924*I,-0.0010172893309606176+0.*I,0.+0.0006572879795644737*I,0.0004197794947592387+0.*I,0.-0.0002650871750750755*I,-0.000165575448086108+0.*I,0.+0.00010232265620030438*I,0.00006258024902525133+0.*I,0.-0.00003788839227472229*I,-0.000022713589065364718+0.*I,0.+0.000013485821856401042*I,7.931897768876714*^-6+0.*I,0.-4.62248866688847*^-6*I,-2.66968572051671*^-6+0.*I,0.+1.5283128143314763*^-6*I,8.67382461162226*^-7+0.*I,0.-4.881239782555955*^-7*I,-2.724220858613039*^-7+0.*I,0.+1.508049544381348*^-7*I,8.281626032665726*^-8+0.*I,0.-4.51237552881414*^-8*I,-2.439747412190248*^-8+0.*I,0.+1.3091594811863307*^-8*I,6.972750841723337*^-9+0.*I,0.-3.6866627632149694*^-9*I,-1.9352281579685336*^-9+0.*I,0.+1.0086730499205767*^-9*I,5.220791997934832*^-10+0.*I,0.-2.68371692508301*^-10*I,-1.3702392995961445*^-10+0.*I,0.+6.949589024033471*^-11*I
