0.234578301123935+0.*I,0.-0.39946774676881275*I,-0.4810171992580182+0.*I,0.+0.47292672994475377*I,0.4026778570153467+0.*I,0.-0.3066667070048149*I,-0.21319886473319596+0.*I,0.+0.13722389774607371*I,0.08261875395322708+0.*I,0.-0.0468976703079707*I,-0.025254870878720734+0.*I,0.+0.012967095013801598*I,0.006374497472460057+0.*I,0.-0.0030107046984488195*I,-0.0013702443679845216+0.*I,0.+0.0006024850563053032*I,0.0002564957487020567+0.*I,0.-0.00010593746924608708*I,-0.00004252136763265538+0.*I,0.+0.000016612091219207053*I,6.325621364454187*^-6+0.*I,0.-2.350647070619027*^-6*I,-8.534340599513541*^-7+0.*I,0.+3.030399854451638*^-7*I,1.0533875929456353*^-7+0.*I,0.-3.587666601830302*^-8*I,-1.1981723326251699*^-8+0.*I,0.+3.926732239185117*^-9*I,1.263706314619624*^-9+0.*I,0.-3.9961431752561197*^-10*I,-1.242436769611419*^-10+0.*I,0.+3.8000326845182776*^-11*I,1.1439478492200823*^-11+0.*I,0.-3.39111985286811*^-12*I,-9.903702000579417*^-13+0.*I,0.+2.850738789399109*^-13*I,8.090960071551718*^-14+0.*I,0.-2.2651297241674184*^-14*I,-6.25741795565847*^-15+0.*I,0.+1.7063053157280235*^-15*I,4.594313549628703*^-16+0.*I,0.-1.221863203427033*^-16*I,-3.2106415680287746*^-17+0.*I,0.+8.337800118670365*^-18*I,2.140518691702786*^-18+0.*I,0.-5.433837553854957*^-19*I,-1.364336878098396*^-19+0.*I,0.+3.388961011837206*^-20*I,8.329900945905387*^-21+0.*I,0.-2.026449009456555*^-21*I,-4.880277994168658*^-22+0.*I,0.+1.1637330179592981*^-22*I,2.7481824881467053*^-23+0.*I,0.-6.428379630945467*^-24*I,-1.4896989773005058*^-24+0.*I,0.+3.4206690491738836*^-25*I,7.784145189969045*^-26+0.*I,0.-1.7557690257318634*^-26*I,-3.925972648417887*^-27+0.*I,0.+8.703925137779932*^-28*I,1.913521759051549*^-28+0.*I,0.-4.1721736005810804*^-29*I,-9.023196375978806*^-30+0.*I,0.+1.9359048939114142*^-30*I,4.120860509178831*^-31+0.*I,0.-8.704124990552311*^-32*I,-1.8245133030593142*^-32+0.*I,0.+3.7958017015769426*^-33*I,7.838680135243646*^-34+0.*I,0.-1.6069866942996541*^-34*I,-3.2708237612521823*^-35+0.*I,0.+6.610310397273005*^-36*I,1.3266290037355706*^-36+0.*I,0.-2.6441247484480287*^-37*I,-5.23431632090971*^-38+0.*I,0.+1.029255546355816*^-38*I,2.0105288206683407*^-39+0.*I,0.-3.901744471388352*^-40*I,-7.523248471051851*^-41+0.*I,0.+1.441404067010995*^-41*I,2.7443192554088672*^-42+0.*I,0.-5.192613601703039*^-43*I,-9.76501609943393*^-44+0.*I,0.+1.825272878284044*^-44*I,3.3914236224514336*^-45+0.*I,0.-6.264212202940626*^-46*I,-1.1502999974037758*^-46+0.*I,0.+2.1001261165318917*^-47*I,3.812395277121933*^-48+0.*I,0.-6.881716901684*^-49*I,-1.2352914379658246*^-49+0.*I,0.+2.2051727560011324*^-50*I,3.915097552590907*^-51+0.*I,0.-6.913452714856064*^-52*I,-1.214297087092985*^-52+0.*I,0.+2.1215683788710815*^-53*I,3.687357964668604*^-54+0.*I,0.-6.375633098603037*^-55*I,-1.0967412089115211*^-55+0.*I,0.+1.8770699099066866*^-56*I
0.-0.39946774676881275*I,-0.44568274580147604+0.*I,0.+0.25420041931064324*I,-0.027790514398676764+0.*I,0.+0.2601258565907309*I,0.37818662898327393+0.*I,0.-0.38811664589032024*I,-0.33039005119129705+0.*I,0.+0.2474347836244805*I,0.16799334786946538+0.*I,0.-0.1052964663471693*I,-0.06167902384354939+0.*I,0.+0.03406408461541726*I,0.017856592531115704+0.*I,0.-0.008931610884936757*I,-0.004280950622630331+0.*I,0.+0.0019731488498089724*I,0.0008771561800302023+0.*I,0.-0.00037704419044849626*I,-0.00015705730571019685+0.*I,0.+0.00006351951229591049*I,0.000024984678155475145+0.*I,0.-9.572183350792173*^-6*I,-3.576873546964368*^-6+0.*I,0.+1.3052033419106724*^-6*I,4.655987554257908*^-7+0.*I,0.-1.6253192087201604*^-7*I,-5.557195541249217*^-8+0.*I,0.+1.8626324980881267*^-8*I,6.124756127053264*^-9+0.*I,0.-1.977200894523593*^-9*I,-6.270480543706273*^-10+0.*I,0.+1.9548180995955095*^-10*I,5.993999984754612*^-11+0.*I,0.-1.808693691984271*^-11*I,-5.3736515140539726*^-12+0.*I,0.+1.5726608115151635*^-12*I,4.535805727054471*^-13+0.*I,0.-1.2897610062061105*^-13*I,-3.6171863587869305*^-14+0.*I,0.+1.0009248173437425*^-14*I,2.7337226896201375*^-15+0.*I,0.-7.371832473275611*^-16*I,-1.9633725234493228*^-16+0.*I,0.+5.166158009648704*^-17*I,1.3433697613728012*^-17+0.*I,0.-3.4530724749804214*^-18*I,-8.776309928419086*^-19+0.*I,0.+2.206089632286896*^-19*I,5.485842895758507*^-20+0.*I,0.-1.349808675738622*^-20*I,-3.2870413431679067*^-21+0.*I,0.+7.923805033172357*^-22*I,1.8912369800084893*^-22+0.*I,0.-4.4701913843417305*^-23*I,-1.0465391214688537*^-23+0.*I,0.+2.4272366686015887*^-24*I,5.5779075713358265*^-25+0.*I,0.-1.2702977350659247*^-25*I,-2.8673760533561395*^-26+0.*I,0.+6.4161742459338466*^-27*I,1.4234595505340662*^-27+0.*I,0.-3.131515090937105*^-28*I,-6.832271251787432*^-29+0.*I,0.+1.478549015981885*^-29*I,3.1741197955403005*^-30+0.*I,0.-6.760564810404961*^-31*I,-1.428789089925357*^-31+0.*I,0.+2.996611929677572*^-32*I,6.23763999703191*^-33+0.*I,0.-1.2888020648380674*^-33*I,-2.643476885638282*^-34+0.*I,0.+5.383120251653347*^-35*I,1.0884450261132903*^-35+0.*I,0.-2.1854259682657324*^-36*I,-4.357777066303914*^-37+0.*I,0.+8.630465139436063*^-38*I,1.6977883486847185*^-38+0.*I,0.-3.3178126174668985*^-39*I,-6.4413501297658314*^-40+0.*I,0.+1.242497468337139*^-40*I,2.381461348207572*^-41+0.*I,0.-4.535821330480806*^-42*I,-8.585523948046361*^-43+0.*I,0.+1.6151370428423497*^-43*I,3.0200636527575183*^-44+0.*I,0.-5.613304691008178*^-45*I,-1.03716497227421*^-45+0.*I,0.+1.905170939512977*^-46*I,3.47941647568869*^-47+0.*I,0.-6.318209812754969*^-48*I,-1.1408406313311547*^-48+0.*I,0.+2.0484564799814033*^-49*I,3.6578528786401776*^-50+0.*I,0.-6.496056187428605*^-51*I,-1.1474218160898722*^-51+0.*I,0.+2.0159112892785666*^-52*I,3.5230545853901953*^-53+0.*I,0.-6.12478865983859*^-54*I,-1.0592787524231318*^-54+0.*I
-0.4810171992580182+0.*I,0.+0.25420041931064324*I,-0.13958851232188402+0.*I,0.+0.3447944764225177*I,0.2739275984069449+0.*I,0.-0.044096549293484576*I,0.1876896313580785+0.*I,0.-0.32826213890085915*I,-0.36283267713791506+0.*I,0.+0.3226000443607157*I,0.24885230331707336+0.*I,0.-0.17267159755802672*I,-0.11006402975786929+0.*I,0.+0.06534478458302745*I,0.036489146066928005+0.*I,0.-0.019305337323608302*I,-0.00973239899898828+0.*I,0.+0.004696444543842888*I,0.00217745256019474+0.*I,0.-0.0009730084313020477*I,-0.00042017208869620876+0.*I,0.+0.00017574156212430886*I,0.00007133850360887548+0.*I,0.-0.00002815377769590803*I,-0.000010818998995833807+0.*I,0.+4.053942128686106*^-6*I,1.4830281421402435*^-6+0.*I,0.-5.302637021173393*^-7*I,-1.8550241627492597*^-7+0.*I,0.+6.355183628242416*^-8*I,2.1340241367408844*^-8+0.*I,0.-7.029190754952305*^-9*I,-2.2728037199299046*^-9+0.*I,0.+7.218743982389584*^-10*I,2.253596509636201*^-10+0.*I,0.-6.91924285433437*^-11*I,-2.0904760468642735*^-11+0.*I,0.+6.21809301483741*^-12*I,1.82180591719677*^-12+0.*I,0.-5.259868604969194*^-13*I,-1.4971290282954623*^-13+0.*I,0.+4.202699932058801*^-14*I,1.1639815431099339*^-14+0.*I,0.-3.1817595240353887*^-15*I,-8.586952951352305*^-16+0.*I,0.+2.2887626745260604*^-16*I,6.026774959015602*^-17+0.*I,0.-1.568259467109839*^-17*I,-4.033850989427215*^-18+0.*I,0.+1.025901139276157*^-18*I,2.5803848741534134*^-19+0.*I,0.-6.420392163457486*^-20*I,-1.580654671277605*^-20+0.*I,0.+3.851295889453718*^-21*I,9.288879632794759*^-22+0.*I,0.-2.2181696247723136*^-22*I,-5.2454899491540703*^-23+0.*I,0.+1.2286236819526581*^-23*I,2.850832853676448*^-24+0.*I,0.-6.55420899499475*^-25*I,-1.4932664863399954*^-25+0.*I,0.+3.372042835771372*^-26*I,7.548407447773687*^-27+0.*I,0.-1.6752880144066485*^-27*I,-3.6868774854864*^-28+0.*I,0.+8.046816129147091*^-29*I,1.7419859796714009*^-29+0.*I,0.-3.740912817827983*^-30*I,-7.970364842018033*^-31+0.*I,0.+1.6850007307352097*^-31*I,3.5350470965614845*^-32+0.*I,0.-7.360611518367842*^-33*I,-1.5212655432963433*^-33+0.*I,0.+3.1211598807205923*^-34*I,6.35759558606569*^-35+0.*I,0.-1.2858206566384521*^-35*I,-2.582390858861227*^-36+0.*I,0.+5.150624408097883*^-37*I,1.0203172001013562*^-37+0.*I,0.-2.0076496831826247*^-38*I,-3.9242527779307666*^-39+0.*I,0.+7.620442926526214*^-40*I,1.4702614097482686*^-40+0.*I,0.-2.8186163105943954*^-41*I,-5.3695694830779286*^-42+0.*I,0.+1.0165745757062663*^-42*I,1.9127958311097874*^-43+0.*I,0.-3.5773389847722627*^-44*I,-6.650363859229825*^-45+0.*I,0.+1.2290103039423602*^-45*I,2.257983103660537*^-46+0.*I,0.-4.1244917372420206*^-47*I,-7.490893700974576*^-48+0.*I,0.+1.3528152210615534*^-48*I,2.4294756379476872*^-49+0.*I,0.-4.338931503515772*^-50*I,-7.706826527608757*^-51+0.*I,0.+1.3614970631924988*^-51*I,2.392386856602971*^-52+0.*I,0.-4.181618238030633*^-53*I
0.+0.47292672994475377*I,-0.027790514398676764+0.*I,0.+0.3447944764225177*I,0.199406693024293+0.*I,0.+0.12881409469175217*I,0.3102841415648729+0.*I,0.-0.24689472346121424*I,-0.0360402858747742+0.*I,0.-0.17931981559639398*I,-0.3112705588901938+0.*I,0.+0.3443176727680432*I,0.3067485346142162+0.*I,0.-0.2371303874280469*I,-0.16487083060449778+0.*I,0.+0.10528545145754928*I,0.0626115798653612+0.*I,0.-0.03501506189903273*I,-0.018550290940105903+0.*I,0.+0.009363063843235424*I,0.004523159191789916+0.*I,0.-0.002099191962981022*I,-0.0009388851778143414+0.*I,0.+0.0004057717744274307*I,0.00016984712693987234+0.*I,0.-0.00006899387966888572*I,-0.00002724600306845168+0.*I,0.+0.000010476398133494154*I,3.927739495225773*^-6+0.*I,0.-1.43760001064695*^-6*I,-5.142675245180356*^-7+0.*I,0.+1.7998724298438666*^-7*I,6.168831502756234*^-8+0.*I,0.-2.072266457717255*^-8*I,-6.828304330129634*^-9+0.*I,0.+2.2086221358980794*^-9*I,7.017211029375085*^-10+0.*I,0.-2.1913645064540849*^-10*I,-6.73015982354624*^-11+0.*I,0.+2.0339191182045608*^-11*I,6.0514746244797705*^-12+0.*I,0.-1.7734376498078893*^-12*I,-5.121453452780253*^-13+0.*I,0.+1.4580659290919932*^-13*I,4.093938608061718*^-14+0.*I,0.-1.13409588060215*^-14*I,-3.1006858947055694*^-15+0.*I,0.+8.369750439522164*^-16*I,2.231278038970795*^-16+0.*I,0.-5.876437505613118*^-17*I,-1.529396868838332*^-17+0.*I,0.+3.934525454152485*^-18*I,1.00079589538421*^-18+0.*I,0.-2.5176155291524844*^-19*I,-6.265113774306905*^-20+0.*I,0.+1.5426400107574437*^-20*I,3.7591745307834976*^-21+0.*I,0.-9.067861766305653*^-22*I,-2.165660175314169*^-22+0.*I,0.+5.121931488846372*^-23*I,1.199822437974106*^-23+0.*I,0.-2.784316321407077*^-24*I,-6.401978858669638*^-25+0.*I,0.+1.458736626138485*^-25*I,3.2944037999989973*^-26+0.*I,0.-7.375337284147175*^-27*I,-1.637033347012774*^-27+0.*I,0.+3.6030226543986718*^-28*I,7.864505310387471*^-29+0.*I,0.-1.7026676702447654*^-29*I,-3.6567867102566534*^-30+0.*I,0.+7.791767865427254*^-31*I,1.6473756980353054*^-31+0.*I,0.-3.4563806213893827*^-32*I,-7.197358374692096*^-33+0.*I,0.+1.487634521394218*^-33*I,3.0523784135641916*^-34+0.*I,0.-6.217926414084568*^-35*I,-1.257658166078121*^-35+0.*I,0.+2.525997839024954*^-36*I,5.038473011020218*^-37+0.*I,0.-9.981633503579013*^-38*I,-1.9641788491526676*^-38+0.*I,0.+3.839512666973944*^-39*I,7.456323713687974*^-40+0.*I,0.-1.4386789997962303*^-40*I,-2.758223986676063*^-41+0.*I,0.+5.254806147745485*^-42*I,9.949003800148428*^-43+0.*I,0.-1.8721108726764384*^-43*I,-3.5014274654204047*^-44+0.*I,0.+6.509566173319252*^-45*I,1.2030489253598056*^-45+0.*I,0.-2.210391093071064*^-46*I,-4.037746945007561*^-47+0.*I,0.+7.33368225732028*^-48*I,1.3244827808941948*^-48+0.*I,0.-2.378698295888639*^-49*I,-4.248427333100779*^-50+0.*I,0.+7.54638906895556*^-51*I,1.3332087621963641*^-51+0.*I
0.4026778570153467+0.*I,0.+0.2601258565907309*I,0.2739275984069449+0.*I,0.+0.12881409469175217*I,0.30908665044582867+0.*I,0.-0.1201757783299502*I,0.16979810547052396+0.*I,0.-0.29592418297612133*I,-0.203652183686649+0.*I,0.-0.003945514775182048*I,-0.1989894866327982+0.*I,0.+0.3098023755834095*I,0.3293971761258971+0.*I,0.-0.2871120852919723*I,-0.21879880500465793+0.*I,0.+0.15057318879931608*I,0.09540926003761489+0.*I,0.-0.05639058182235592*I,-0.031378841871581346+0.*I,0.+0.016555038639848616*I,0.008326714930564173+0.*I,0.-0.004010430528769176*I,-0.0018563827709745966+0.*I,0.+0.000828388619668204*I,0.0003572933155831923+0.*I,0.-0.0001492858367837014*I,-0.00006054372415540373+0.*I,0.+0.000023874170495080157*I,9.167764036727923*^-6+0.*I,0.-3.4329786314852716*^-6*I,-1.2551278089946678*^-6+0.*I,0.+4.4853818980099127*^-7*I,1.5683639826609165*^-7+0.*I,0.-5.370729928644191*^-8*I,-1.8027205203666007*^-8+0.*I,0.+5.935705432278285*^-9*I,1.9185775424504754*^-9+0.*I,0.-6.0917292455233*^-10*I,-1.9011946403887877*^-10+0.*I,0.+5.835651983201668*^-11*I,1.76264330564738*^-11+0.*I,0.-5.241699888205493*^-12*I,-1.535392213457268*^-12+0.*I,0.+4.43200664174101*^-13*I,1.261242180604478*^-13+0.*I,0.-3.5398624424508445*^-14*I,-9.802287280499358*^-15+0.*I,0.+2.679021664083861*^-15*I,7.229019128846065*^-16+0.*I,0.-1.9265312099793083*^-16*I,-5.072225661007642*^-17+0.*I,0.+1.3196929004486777*^-17*I,3.3940562043520014*^-18+0.*I,0.-8.63080992389868*^-19*I,-2.170600272525202*^-19+0.*I,0.+5.4001838498044077*^-20*I,1.3293451638457232*^-20+0.*I,0.-3.2386456036649692*^-21*I,-7.810476645649195*^-22+0.*I,0.+1.864955117878903*^-22*I,4.409819121267135*^-23+0.*I,0.-1.0328000387013781*^-23*I,-2.396256112133645*^-24+0.*I,0.+5.508676440081178*^-25*I,1.2549635256317838*^-25+0.*I,0.-2.833706783373493*^-26*I,-6.34287817980608*^-27+0.*I,0.+1.4076375126011863*^-27*I,3.0976433884813695*^-28+0.*I,0.-6.76034944906748*^-29*I,-1.463399901783933*^-29+0.*I,0.+3.1424628176131756*^-30*I,6.694926424971283*^-31+0.*I,0.-1.4152838723080828*^-31*I,-2.969034867007806*^-32+0.*I,0.+6.181748840130417*^-33*I,1.2775577922091581*^-33+0.*I,0.-2.621019669617964*^-34*I,-5.338589654903642*^-35+0.*I,0.+1.0796774480951881*^-35*I,2.168284085472488*^-36+0.*I,0.-4.324493244062135*^-37*I,-8.56627910724983*^-38+0.*I,0.+1.685493695592968*^-38*I,3.294419122644951*^-39+0.*I,0.-6.397130955861692*^-40*I,-1.234193313837648*^-40+0.*I,0.+2.3659667225515113*^-41*I,4.50709380270231*^-42+0.*I,0.-8.532597031111892*^-43*I,-1.6054465720627773*^-43+0.*I,0.+3.0024304602655313*^-44*I,5.581414157575527*^-45+0.*I,0.-1.0314322159279285*^-45*I,-1.8949271346930277*^-46+0.*I,0.+3.4612203209819413*^-47*I,6.28607749671713*^-48+0.*I,0.-1.1351994343340825*^-48*I,-2.0386098129518774*^-49+0.*I,0.+3.6407638611499094*^-50*I
0.-0.3066667070048149*I,0.37818662898327393+0.*I,0.-0.044096549293484576*I,0.3102841415648729+0.*I,0.-0.1201757783299502*I,0.21756458246983404+0.*I,0.-0.2609588305830539*I,-0.0244586609123538+0.*I,0.-0.219222717763204*I,-0.27623285503040546+0.*I,0.+0.14596429244890988*I,-0.059213425131813366+0.*I,0.+0.22908531597293477*I,0.31248151299149773+0.*I,0.-0.3138001671395278*I,-0.26429887350481585+0.*I,0.+0.19669283683561975*I,0.13298070113715696+0.*I,0.-0.08309647377830431*I,-0.04856083040934654+0.*I,0.+0.026768714814795945*I,0.014010470667820652+0.*I,0.-0.006998587702333854*I,-0.0033506229319823885+0.*I,0.+0.0015428052563535106*I,0.0006852407746888474+0.*I,0.-0.00029431590134743545*I,-0.0001225090888368806+0.*I,0.+0.00004951472012539065*I,0.000019464451708224816+0.*I,0.-7.4531803433981584*^-6*I,-2.7836505564225304*^-6+0.*I,0.+1.0152802024385503*^-6*I,3.6201822375778164*^-7+0.*I,0.-1.2632255313749304*^-7*I,-4.317505647136648*^-8+0.*I,0.+1.446604109557948*^-8*I,4.75516835972534*^-9+0.*I,0.-1.5345848935220622*^-9*I,-4.865322886466431*^-10+0.*I,0.+1.516334302408513*^-10*I,4.648251021616816*^-11+0.*I,0.-1.4022583475283928*^-11*I,-4.165126239339992*^-12+0.*I,0.+1.2186934267056881*^-12*I,3.5141418255038114*^-13+0.*I,0.-9.990423231116036*^-14*I,-2.8012985633299334*^-14+0.*I,0.+7.750105821732496*^-15*I,2.1163224280862436*^-15+0.*I,0.-5.705941959406381*^-16*I,-1.5194353354700182*^-16+0.*I,0.+3.997401149963912*^-17*I,1.0392951250336242*^-17+0.*I,0.-2.6710675263432797*^-18*I,-6.787805768947223*^-19+0.*I,0.+1.7060084662934623*^-19*I,4.241740865434478*^-20+0.*I,0.-1.0435608284287376*^-20*I,-2.5409577585109407*^-21+0.*I,0.+6.124556173343528*^-22*I,1.4616288198398996*^-22+0.*I,0.-3.454372948342346*^-23*I,-8.086342047026832*^-24+0.*I,0.+1.875269948910575*^-24*I,4.309029203478915*^-25+0.*I,0.-9.812314494869665*^-26*I,-2.214673432068992*^-26+0.*I,0.+4.9552039376342035*^-27*I,1.0992387651202565*^-27+0.*I,0.-2.418043241974459*^-28*I,-5.275193347509814*^-29+0.*I,0.+1.1414943559063412*^-29*I,2.4503442562071582*^-30+0.*I,0.-5.218593472606547*^-31*I,-1.1028240174162598*^-31+0.*I,0.+2.3127946287709514*^-32*I,4.813890243565978*^-33+0.*I,0.-9.94562813917147*^-34*I,-2.0398226012079476*^-34+0.*I,0.+4.1535801412815084*^-35*I,8.397835383369264*^-36+0.*I,0.-1.6860482171732463*^-36*I,-3.3618055916732453*^-37+0.*I,0.+6.657575835876524*^-38*I,1.309605277762402*^-38+0.*I,0.-2.5590823626257115*^-39*I,-4.968043953166737*^-40+0.*I,0.+9.582541337928981*^-41*I,1.8365634009705006*^-41+0.*I,0.-3.497808605061099*^-42*I,-6.620413554930999*^-43+0.*I,0.+1.2453929035460486*^-43*I,2.32858590751861*^-44+0.*I,0.-4.327871867167765*^-45*I,-7.996200304178065*^-46+0.*I,0.+1.4687579810130722*^-46*I,2.6822767373046066*^-47+0.*I,0.-4.8704880663861*^-48*I,-8.793971957454476*^-49+0.*I
-0.21319886473319596+0.*I,0.-0.38811664589032024*I,0.1876896313580785+0.*I,0.-0.24689472346121424*I,0.16979810547052396+0.*I,0.-0.2609588305830539*I,0.036142454956213606+0.*I,0.-0.26486375867537465*I,-0.18064904328127096+0.*I,0.-0.07645106226892194*I,-0.2551387214842502+0.*I,0.+0.23880256458999216*I,0.07552279784780261+0.*I,0.+0.11996305785239383*I,0.2591652523003567+0.*I,0.-0.31241745838081464*I,-0.29485471834166443+0.*I,0.+0.23863338780470192*I,0.17255953228740803+0.*I,0.-0.1141111092072065*I,-0.0700495662170324+0.*I,0.+0.04033941003935428*I,0.02196249548282966+0.*I,0.-0.011373066397956657*I,-0.005628666670835056+0.*I,0.+0.002672849337725176*I,0.001221830005422449+0.*I,0.-0.0005391683245355735*I,-0.00023022657258925679+0.*I,0.+0.00009532538461746564*I,0.00003834228484201576+0.*I,0.-0.000015006072905315577*I,-5.722728989906888*^-6+0.*I,0.+2.1293631392329816*^-6*I,7.739545882687528*^-7+0.*I,0.-2.7508206516029503*^-7*I,-9.569986949325932*^-8+0.*I,0.+3.261733527822211*^-8*I,1.0900046990811906*^-8+0.*I,0.-3.5741952957819146*^-9*I,-1.1508033449473128*^-9+0.*I,0.+3.640642974114319*^-10*I,1.132324716362845*^-10+0.*I,0.-3.464368793220774*^-11*I,-1.043196293426695*^-11+0.*I,0.+3.093221484245666*^-12*I,9.035670307230615*^-13+0.*I,0.-2.6013788303702464*^-13*I,-7.384470945791179*^-14+0.*I,0.+2.067647603890615*^-14*I,5.712611773837054*^-15+0.*I,0.-1.5579204433689309*^-15*I,-4.1951917480013145*^-16+0.*I,0.+1.1158113541111732*^-16*I,2.932189128578335*^-17+0.*I,0.-7.615161054903358*^-18*I,-1.955104887533815*^-18+0.*I,0.+4.963379646559438*^-19*I,1.2462610620801102*^-19+0.*I,0.-3.095762464492655*^-20*I,-7.609426481889044*^-21+0.*I,0.+1.8512132223209096*^-21*I,4.458326588988635*^-22+0.*I,0.-1.0631274182063698*^-22*I,-2.5106169366220617*^-23+0.*I,0.+5.872699459203968*^-24*I,1.3609267632252166*^-24+0.*I,0.-3.1249711228595427*^-25*I,-7.111209238898531*^-26+0.*I,0.+1.6039708382507138*^-26*I,3.586509514527284*^-27+0.*I,0.-7.951236414583437*^-28*I,-1.7480223397119612*^-28+0.*I,0.+3.8112665726438964*^-29*I,8.24252250515625*^-30+0.*I,0.-1.7683815910680355*^-30*I,-3.764190816550283*^-31+0.*I,0.+7.950604507655285*^-32*I,1.6665294515431633*^-32+0.*I,0.-3.4670496152067116*^-33*I,-7.159616473850571*^-34+0.*I,0.+1.467739899270089*^-34*I,2.987333631739474*^-35+0.*I,0.-6.03723376180517*^-36*I,-1.2115880999966203*^-36+0.*I,0.+2.414774971594032*^-37*I,4.780174675394799*^-38+0.*I,0.-9.399310145366563*^-39*I,-1.835996850909*^-39+0.*I,0.+3.5629459769230913*^-40*I,6.869807055703575*^-41+0.*I,0.-1.3161747276598945*^-41*I,-2.505826918353581*^-42+0.*I,0.+4.7412303057014094*^-43*I,8.915929011107917*^-44+0.*I,0.-1.6665180720114006*^-44*I,-3.0963700696286585*^-45+0.*I,0.+5.719076249670416*^-46*I,1.0501689421050592*^-46+0.*I,0.-1.917264716188325*^-47*I
0.+0.13722389774607371*I,-0.33039005119129705+0.*I,0.-0.32826213890085915*I,-0.0360402858747742+0.*I,0.-0.29592418297612133*I,-0.0244586609123538+0.*I,0.-0.26486375867537465*I,-0.13433517578818288+0.*I,0.-0.1668778262771599*I,-0.2540439311925485+0.*I,0.+0.0728416844917693*I,-0.1661297807229106+0.*I,0.+0.2640562517436409*I,0.18013357411800934+0.*I,0.+0.002843554812015736*I,0.17829385944730078+0.*I,0.-0.2825497063866015*I,-0.30590324772418526+0.*I,0.+0.2715980463515555*I,0.2108465874815734+0.*I,0.-0.14779608540162292*I,-0.09536524003139331+0.*I,0.+0.05737813013584773*I,0.03249021242472393+0.*I,0.-0.01743597659408726*I,-0.008916820135176442+0.*I,0.+0.0043648221461199226*I,0.002052594725764347+0.*I,0.-0.000930152991081444*I,-0.0004072479010156518+0.*I,0.+0.0001726635619613934*I,0.00007102961114566599+0.*I,0.-0.000028400940579620194*I,-0.000011054872399445567+0.*I,0.+4.1947375548546905*^-6*I,1.5535605015163547*^-6+0.*I,0.-5.622309622052042*^-7*I,-1.9902660991796612*^-7+0.*I,0.+6.898035543001949*^-8*I,2.3427828539089852*^-8+0.*I,0.-7.803254747647313*^-9*I,-2.5507933822072365*^-9+0.*I,0.+8.188905058953643*^-10*I,2.5834612236310935*^-10+0.*I,0.-8.014186521894873*^-11*I,-2.445892407956043*^-11+0.*I,0.+7.347836379583794*^-12*I,2.173881503247328*^-12+0.*I,0.-6.336712702385654*^-13*I,-1.8206647353258251*^-13+0.*I,0.+5.1583325650198495*^-14*I,1.441677314822983*^-14+0.*I,0.-3.976154917927687*^-15*I,-1.08254018164208*^-15+0.*I,0.+2.910393518190298*^-16*I,7.728956448371356*^-17+0.*I,0.-2.0280539054274176*^-17*I,-5.2595627585030395*^-18+0.*I,0.+1.3484900097269314*^-18*I,3.418888872432812*^-19+0.*I,0.-8.573689246987853*^-20*I,-2.1271483488332377*^-20+0.*I,0.+5.22242990644221*^-21*I,1.2690705541070944*^-21+0.*I,0.-3.053001122870034*^-22*I,-7.272477904156462*^-23+0.*I,0.+1.715674798627315*^-23*I,4.009261366144894*^-24+0.*I,0.-9.282123719848304*^-25*I,-2.129403031374964*^-25+0.*I,0.+4.841358074515907*^-26*I,1.0910487086022504*^-26+0.*I,0.-2.437558596896205*^-27*I,-5.399631360955522*^-28+0.*I,0.+1.1861326548881885*^-28*I,2.584178212764759*^-29+0.*I,0.-5.5845695661000725*^-30*I,-1.1972673704659012*^-30+0.*I,0.+2.5467198489237037*^-31*I,5.375421109411967*^-32+0.*I,0.-1.1259943430607005*^-32*I,-2.3410025902591246*^-33+0.*I,0.+4.8312293839925825*^-34*I,9.898062893689808*^-35+0.*I,0.-2.0133761361915547*^-35*I,-4.066547672483973*^-36+0.*I,0.+8.156351250072446*^-37*I,1.624713364848983*^-37+0.*I,0.-3.2144665817233684*^-38*I,-6.317305368331914*^-39+0.*I,0.+1.2333434763706504*^-39*I,2.392229530679148*^-40+0.*I,0.-4.610252870766985*^-41*I,-8.828466475221839*^-42+0.*I,0.+1.6800378404515468*^-42*I,3.1773123017542517*^-43+0.*I,0.-5.972288104638803*^-44*I,-1.1158190218070268*^-44+0.*I,0.+2.0722890298045547*^-45*I,3.825965966554147*^-46+0.*I
