0.03452774314924211+0.*I,0.-0.08958591590669114*I,-0.16436005814023094+0.*I,0.+0.24621085978076093*I,0.31941018102883934+0.*I,0.-0.37062550172787717*I,-0.3925827558074508+0.*I,0.+0.3849938084614906*I,0.3531671474356908+0.*I,0.-0.3054432898053868*I,-0.25061215705566353+0.*I,0.+0.19605473601554269*I,0.146844694704636+0.*I,0.-0.10567156281244328*I,-0.07327665877746323+0.*I,0.+0.04908983527228929*I,0.03184220465531034+0.*I,0.-0.020037808164098298*I,-0.01225421533999566+0.*I,0.+0.007294243435218205*I,0.004231913685711413+0.*I,0.-0.002396065575956065*I,-0.0013254364362844005+0.*I,0.+0.000717078222114679*I,0.0003797803217194463+0.*I,0.-0.00019707611828270486*I,-0.00010028104973441187+0.*I,0.+0.000050073567658311734*I,0.0000245528022192126+0.*I,0.-0.000011829696765970534*I,-5.603824567691712*^-6+0.*I,0.+2.6114110041003647*^-6*I,1.1977654637951723*^-6+0.*I,0.-5.409864187722334*^-7*I,-2.4072347816833903*^-7+0.*I,0.+1.0557375618832856*^-7*I,4.5653730310726115*^-8+0.*I,0.-1.9473631735174786*^-8*I,-8.196467107417804*^-9+0.*I,0.+3.405382835982238*^-9*I,1.3970356635917606*^-9+0.*I,0.-5.66092121178603*^-10*I,-2.2663866906272503*^-10+0.*I,0.+8.967498840637453*^-11*I,3.507652299426068*^-11+0.*I,0.-1.356693754693176*^-11*I,-5.19008482455438*^-12+0.*I,0.+1.9642514062234523*^-12*I,7.356106359174402*^-13+0.*I,0.-2.726600473319601*^-13*I,-1.0004791663608447*^-13+0.*I,0.+3.634917072753327*^-14*I,1.3078694076897544*^-14+0.*I,0.-4.6612027327874475*^-15*I,-1.6457833272703958*^-15+0.*I,0.+5.757883314177248*^-16*I,1.996367043621198*^-16+0.*I,0.-6.860796059048707*^-17*I,-2.337394721587308*^-17+0.*I,0.+7.895462933383803*^-18*I,2.6446823672416044*^-18+0.*I,0.-8.78577643781755*^-19*I,-2.895048536112254*^-19+0.*I,0.+9.463616227923674*^-20*I,3.069295334129638*^-20+0.*I,0.-9.877648026179587*^-21*I,-3.1546641092329417*^-21+0.*I,0.+9.999706870072136*^-22*I,3.1463306345891588*^-22+0.*I,0.-9.827687974959131*^-23*I,-3.0477117206090275*^-23+0.*I,0.+9.384610595164847*^-24*I,2.8696012601119068*^-24+0.*I,0.-8.7142832098911*^-25*I,-2.6283751723373646*^-25+0.*I,0.+7.874595790851527*^-26*I,2.343651431721767*^-26+0.*I,0.-6.929776108255368*^-27*I,-2.0358390849586012*^-27+0.*I,0.+5.942941402287354*^-28*I,1.7239632373859671*^-28+0.*I,0.-4.9700074176786036*^-29*I,-1.424038256166055*^-29+0.*I,0.+4.055591052795521*^-30*I,1.14811676624792*^-30+0.*I,0.-3.231083206879252*^-31*I,-9.040042294578697*^-32+0.*I,0.+2.5146779976664525*^-32*I,6.955247546386354*^-33+0.*I,0.-1.9128862008224897*^-33*I,-5.231658958095364*^-34+0.*I,0.+1.4229520809432343*^-34*I,3.849177223532329*^-35+0.*I,0.-1.0356141575396827*^-35*I,-2.7714407475942795*^-36+0.*I,0.+7.377604014431963*^-37*I,1.9536702828994498*^-37+0.*I,0.-5.146795934977193*^-38*I,-1.3489487725628486*^-38+0.*I,0.+3.517623920169786*^-39*I
0.-0.08958591590669114*I,-0.19791248018510293+0.*I,0.+0.2997561012426364*I,0.35414039062382396+0.*I,0.-0.33632209649697686*I,-0.24740455605790573+0.*I,0.+0.11075450859243427*I,-0.039768801502569666+0.*I,0.+0.17259706129565852*I,0.26699621668333645+0.*I,0.-0.3156564940641775*I,-0.32250154875451426+0.*I,0.+0.29814928960817005*I,0.2552799246946125+0.*I,0.-0.20526266909148294*I,-0.15643046048959713+0.*I,0.+0.11374134152271577*I,0.07929854055619213+0.*I,0.-0.05321835019399371*I,-0.034489192947102086+0.*I,0.+0.021640696459262202*I,0.013176216849899525+0.*I,0.-0.007799557396736158*I,-0.004496033838154622+0.*I,0.+0.0025275709082726904*I,0.0013875665791578979+0.*I,0.-0.0007447050828853292*I,-0.00039115440220544403+0.*I,0.+0.0002012595478601427*I,0.00010152747518717464+0.*I,0.-0.00005025419654634746*I,-0.00002442519006978026+0.*I,0.+0.000011664641062152905*I,5.4769917214716485*^-6+0.*I,0.-2.52988301901388*^-6*I,-1.1502169206447672*^-6+0.*I,0.+5.149890596824241*^-7*I,2.2717438349058386*^-7+0.*I,0.-9.877691916248333*^-8*I,-4.2351291340892886*^-8+0.*I,0.+1.7912773951356377*^-8*I,7.476606471674725*^-9+0.*I,0.-3.0806580251279233*^-9*I,-1.2534978081639771*^-9+0.*I,0.+5.038267954425249*^-10*I,2.0009960156796548*^-10+0.*I,0.-7.854921811432277*^-11*I,-3.048496891993964*^-11+0.*I,0.+1.1700112606346951*^-11*I,4.4418288484524255*^-12+0.*I,0.-1.6684126830831965*^-12*I,-6.201732318606949*^-13+0.*I,0.+2.281835296465216*^-13*I,8.312034195111987*^-14+0.*I,0.-2.998254429663942*^-14*I,-1.071151152269445*^-14+0.*I,0.+3.790826583535022*^-15*I,1.3292133865525847*^-15+0.*I,0.-4.618564595749834*^-16*I,-1.5905307373944034*^-16+0.*I,0.+5.4296082145581046*^-17*I,1.8376066104725488*^-17+0.*I,0.-6.166776033795079*^-18*I,-2.0523299112740078*^-18+0.*I,0.+6.774531538998593*^-19*I,2.218258885169031*^-19+0.*I,0.-7.206127907747276*^-20*I,-2.322750790293025*^-20+0.*I,0.+7.429620455603283*^-21*I,2.3585486560875486*^-21+0.*I,0.-7.431672337520077*^-22*I,-2.3245538010924883*^-22+0.*I,0.+7.218557464932739*^-23*I,2.2256870098337262*^-23+0.*I,0.-6.814349864120103*^-24*I,-2.071924874925263*^-24+0.*I,0.+6.25682806908505*^-25*I,1.8767453453751256*^-25+0.*I,0.-5.591992358588011*^-26*I,-1.6552973993679518*^-26+0.*I,0.+4.868227717133779*^-27*I,1.4226147650371645*^-27+0.*I,0.-4.131051201541139*^-28*I,-1.192133954936624*^-28+0.*I,0.+3.419119444733796*^-29*I,9.746774534355408*^-30+0.*I,0.-2.7618297499731305*^-30*I,-7.779530059647989*^-31+0.*I,0.+2.1785157389639146*^-31*I,6.065248664675018*^-32+0.*I,0.-1.678982212616649*^-32*I,-4.621484459222481*^-33+0.*I,0.+1.264976676605667*^-33*I,3.4433109363287983*^-34+0.*I,0.-9.321571892259652*^-35*I,-2.5098464878127686*^-35+0.*I,0.+6.721645530882285*^-36*I,1.790602965349792*^-36+0.*I,0.-4.745068868904511*^-37*I,-1.2509185738498978*^-37+0.*I
-0.16436005814023094+0.*I,0.+0.2997561012426364*I,0.35203925865121205+0.*I,0.-0.2826038910792668*I,-0.11620791190409266+0.*I,0.-0.07786768458482365*I,-0.22531994726058216+0.*I,0.+0.2801651025100619*I,0.23712001825459525+0.*I,0.-0.12371469941235282*I,0.017898072518232132+0.*I,0.-0.14859810383163902*I,-0.24296045638962618+0.*I,0.+0.2917816256197947*I,0.2988191583181132+0.*I,0.-0.2751376302161151*I,-0.23377500876771556+0.*I,0.+0.18612396488803143*I,0.14025782845650128+0.*I,0.-0.10075388960843897*I,-0.06936099684332438+0.*I,0.+0.04594993994382686*I,0.029390999986772987+0.*I,0.-0.01820087440127085*I,-0.010937474633962647+0.*I,0.+0.006390594144053224*I,0.003636658815495584+0.*I,0.-0.0020185842782288665*I,-0.0010943221038091117+0.*I,0.+0.000580104718447368*I,0.0003010146534679659+0.*I,0.-0.0001530389518348911*I,-0.00007630006281728692+0.*I,0.+0.00003733355624000511*I,0.00001794072998533188+0.*I,0.-8.472998349967393*^-6*I,-3.935125199266784*^-6+0.*I,0.+1.798263028649041*^-6*I,8.090077189185659*^-7+0.*I,0.-3.5848667343204237*^-7*I,-1.5653681057390134*^-7+0.*I,0.+6.738647249820392*^-8*I,2.8610142608693227*^-8+0.*I,0.-1.1984676270901858*^-8*I,-4.955072971815643*^-9+0.*I,0.+2.022744786908317*^-9*I,8.15532551389182*^-10+0.*I,0.-3.248517863205903*^-10*I,-1.2787946152860889*^-10+0.*I,0.+4.97633391051697*^-11*I,1.9148167493650802*^-11+0.*I,0.-7.287261540776178*^-12*I,-2.7436352953758442*^-12+0.*I,0.+1.022148710627722*^-12*I,3.7689807044519447*^-13+0.*I,0.-1.3757776377170502*^-13*I,-4.972509810579858*^-14+0.*I,0.+1.7798816038268162*^-14*I,6.3106817137733354*^-15+0.*I,0.-2.216713715030912*^-15*I,-7.71554494010999*^-16+0.*I,0.+2.6614600693359967*^-16*I,9.099964377315149*^-17+0.*I,0.-3.0845608768767414*^-17*I,-1.036683224170417*^-17+0.*I,0.+3.4551012085139914*^-18*I,1.1420844760220026*^-18+0.*I,0.-3.7447013338381717*^-19*I,-1.2180762376029537*^-19+0.*I,0.+3.931199484489095*^-20*I,1.2589899824457466*^-20+0.*I,0.-4.001452303392074*^-21*I,-1.2622960028525526*^-21+0.*I,0.+3.9527692941235553*^-22*I,1.2288121284430191*^-22+0.*I,0.-3.79279141842497*^-23*I,-1.1624284967653162*^-23+0.*I,0.+3.537940000634872*^-24*I,1.0694328197795162*^-24+0.*I,0.-3.2108212396801068*^-25*I,-9.575863742232161*^-26+0.*I,0.+2.837119133232081*^-26*I,8.351269975070791*^-27+0.*I,0.-2.4425270468438865*^-27*I,-7.098617491348263*^-28+0.*I,0.+2.0501726036241733*^-28*I,5.884684510053638*^-29+0.*I,0.-1.6788235849768727*^-29*I,-4.76067200258624*^-30+0.*I,0.+1.341974321374945*^-30*I,3.7606556659624685*^-31+0.*I,0.-1.047746706836032*^-31*I,-2.9023625398055946*^-32+0.*I,0.+7.994259004672402*^-33*I,2.1895955189303137*^-33+0.*I,0.-5.963977561480225*^-34*I,-1.615553041182897*^-34+0.*I,0.+4.352568954270067*^-35*I,1.1663660036737759*^-35+0.*I,0.-3.108950338551571*^-36*I
0.+0.24621085978076093*I,0.35414039062382396+0.*I,0.-0.2826038910792668*I,-0.07130049790113399+0.*I,0.-0.15224377183199242*I,-0.2666693203292473+0.*I,0.+0.22740704991397254*I,0.07550455416820986+0.*I,0.+0.10230264113807797*I,0.22537968124636565+0.*I,0.-0.25268236259855914*I,-0.1883273012662067+0.*I,0.+0.06675780608730342*I,-0.06867454671497258+0.*I,0.+0.182690175241132*I,0.25602463015388727+0.*I,0.-0.285208897913142*I,-0.27768270625298697+0.*I,0.+0.24580294877096137*I,0.20204544538563443+0.*I,0.-0.15624286516423155*I,-0.11467908012807772+0.*I,0.+0.08040539833611637*I,0.05411514027404939+0.*I,0.-0.03509554360855627*I,-0.02200067931826383+0.*I,0.+0.01336569607729977*I,0.007886143428256562+0.*I,0.-0.00452758570064661*I,-0.0025333906117825603+0.*I,0.+0.001383533169920367*I,0.0007383748531830669+0.*I,0.-0.00038552586509507235*I,-0.00019713312783161346+0.*I,0.+0.000098808320395298*I,0.000048586733579505516+0.*I,0.-0.000023456521866826575*I,-0.000011125913058130943+0.*I,0.+5.188173959014548*^-6*I,2.379906882509823*^-6+0.*I,0.-1.0745165916178296*^-6*I,-4.777476762815093*^-7+0.*I,0.+2.092791872717094*^-7*I,9.036324369475423*^-8+0.*I,0.-3.8475131740316806*^-8*I,-1.6160849651694335*^-8+0.*I,0.+6.698958420843524*^-9*I,2.7413438595483708*^-9+0.*I,0.-1.1078441066249142*^-9*I,-4.4227336238140376*^-10+0.*I,0.+1.744740853717847*^-10*I,6.803362181809954*^-11+0.*I,0.-2.622933195332566*^-11*I,-1.0000799291080614*^-11+0.*I,0.+3.772017561801285*^-12*I,1.4076900589566687*^-12+0.*I,0.-5.199158317663562*^-13*I,-1.9008410611327506*^-13+0.*I,0.+6.880745444776471*^-14*I,2.466542287745854*^-14+0.*I,0.-8.757658856379839*^-15*I,-3.0804460145075095*^-15+0.*I,0.+1.0735986813363047*^-15*I,3.7080612907684007*^-16+0.*I,0.-1.2694028150788817*^-16*I,-4.307924702636648*^-17+0.*I,0.+1.4495022140272658*^-17*I,4.836325559314704*^-18+0.*I,0.-1.6003669930364312*^-18*I,-5.252795948720869*^-19+0.*I,0.+1.710353449034395*^-19*I,5.52536830451935*^-20+0.*I,0.-1.771211723071624*^-20*I,-5.6346346994425586*^-21+0.*I,0.+1.779088856939239*^-21*I,5.575901658416977*^-22+0.*I,0.-1.7348650537543517*^-22*I,-5.359145537739797*^-23+0.*I,0.+1.6438018038036687*^-23*I,5.006922966719392*^-24+0.*I,0.-1.5146148152336789*^-24*I,-4.550765187917233*^-25+0.*I,0.+1.3581807286023264*^-25*I,4.026804116172591*^-26+0.*I,0.-1.1861267563848961*^-26*I,-3.471412477056402*^-27+0.*I,0.+1.009535879454372*^-27*I,2.9175123376186638*^-28+0.*I,0.-8.379404322747574*^-29*I,-2.3919733772504146*^-29+0.*I,0.+6.78695101609926*^-30*I,1.9142555051470606*^-30+0.*I,0.-5.367385518911517*^-31*I,-1.4962133185748613*^-31+0.*I,0.+4.1468805099142487*^-32*I,1.1428140261784504*^-32+0.*I,0.-3.131725834340606*^-33*I,-8.534409974867593*^-34+0.*I,0.+2.3129791012494263*^-34*I,6.234542775789067*^-35+0.*I
0.31941018102883934+0.*I,0.-0.33632209649697686*I,-0.11620791190409266+0.*I,0.-0.15224377183199242*I,-0.2688068579563772+0.*I,0.+0.17573729960110884*I,-0.03158594753274783+0.*I,0.+0.20287893676408444*I,0.23949712684085606+0.*I,0.-0.13893186096222504*I,0.028550882010945314+0.*I,0.-0.1747086491225393*I,-0.2395873266469632+0.*I,0.+0.20944106813936847*I,0.10852626966177495+0.*I,0.+0.021636384590229714*I,0.14204679252633126+0.*I,0.-0.22773449184227515*I,-0.2701729771328064+0.*I,0.+0.273600867282907*I,0.24909295306721788+0.*I,0.-0.20922381973435814*I,-0.16463608720118092+0.*I,0.+0.1226016175084628*I,0.08702491362115726+0.*I,0.-0.059197303339965715*I,-0.038751583856904324+0.*I,0.+0.024494376487793807*I,0.01499112207372661+0.*I,0.-0.008904321380124437*I,-0.0051431136650589675+0.*I,0.+0.0028936971450693465*I,0.0015882954544152398+0.*I,0.-0.0008515972685494501*I,-0.000446552524434721+0.*I,0.+0.00022924721956314037*I,0.00011532997559547685+0.*I,0.-0.00005690654151542912*I,-0.00002756173150329596+0.*I,0.+0.00001311260674765124*I,6.131952359738483*^-6+0.*I,0.-2.8203479395700695*^-6*I,-1.2765808072362764*^-6+0.*I,0.+5.689391608396717*^-7*I,2.4978705565313125*^-7+0.*I,0.-1.0808399011604933*^-7*I,-4.611352615885203*^-8+0.*I,0.+1.940651789821382*^-8*I,8.059083785480725*^-9+0.*I,0.-3.303691644490846*^-9*I,-1.337326647401515*^-9+0.*I,0.+5.347368489984891*^-10*I,2.112713108753435*^-10+0.*I,0.-8.250213873031845*^-11*I,-3.1851831785578315*^-11+0.*I,0.+1.216081439355728*^-11*I,4.59260534058298*^-12+0.*I,0.-1.7160424713693624*^-12*I,-6.345545682468666*^-13+0.*I,0.+2.322615065641676*^-13*I,8.416743158054964*^-14+0.*I,0.-3.0203478090306025*^-14*I,-1.0734944886859422*^-14+0.*I,0.+3.779664632811506*^-15*I,1.3185444598208508*^-15+0.*I,0.-4.558257812265052*^-16*I,-1.5618428740069405*^-16+0.*I,0.+5.304925332354301*^-17*I,1.7864519608745722*^-17+0.*I,0.-5.9653763320746735*^-18*I,-1.975517467567354*^-18+0.*I,0.+6.489039264603384*^-19*I,2.114435342185301*^-19+0.*I,0.-6.835636732759052*^-20*I,-2.192746223215984*^-20+0.*I,0.+6.980317120692564*^-21*I,2.2054145546962604*^-21+0.*I,0.-6.916445768847319*^-22*I,-2.1532836279504135*^-22+0.*I,0.+6.655665198158061*^-23*I,2.042672530145522*^-23+0.*I,0.-6.225394361746677*^-24*I,-1.884249327260069*^-24+0.*I,0.+5.664408998428358*^-25*I,1.6914368418821753*^-25+0.*I,0.-5.0174266666276994*^-26*I,-1.4786603165900455*^-26+0.*I,0.+4.329672045479217*^-27*I,1.259728289131123*^-27+0.*I,0.-3.642245598786053*^-28*I,-1.0465652511366925*^-28+0.*I,0.+2.9888323021315716*^-29*I,8.484134156749694*^-30+0.*I,0.-2.3939553123919847*^-30*I,-6.715186955911321*^-31+0.*I,0.+1.8726819250388264*^-31*I,5.192342618490459*^-32+0.*I,0.-1.431478931611176*^-32*I,-3.924253855650685*^-33+0.*I,0.+1.0698116397467738*^-33*I
0.-0.37062550172787717*I,-0.24740455605790573+0.*I,0.-0.07786768458482365*I,-0.2666693203292473+0.*I,0.+0.17573729960110884*I,-0.06489123877615328+0.*I,0.+0.2291611127463586*I,0.1980362421352606+0.*I,0.-0.021275103377143292*I,0.1601104429711754+0.*I,0.-0.22960815008528074*I,-0.16037422977132612+0.*I,0.+0.007346102511729294*I,-0.14329939090952845+0.*I,0.+0.22453419639178826*I,0.21307864949452981+0.*I,0.-0.12611871960627305*I,-0.0023288752953645026+0.*I,0.-0.11860238141671124*I,-0.20919312316381164+0.*I,0.+0.25816836559163786*I,0.2677171627814402+0.*I,0.-0.24783718634893773*I,-0.21084508861233595+0.*I,0.+0.1676279001175996*I,0.1259044212010579+0.*I,0.-0.0900254756711379*I,-0.061628654773986984+0.*I,0.+0.0405694243641217*I,0.02577133213867235+0.*I,0.-0.015843265789266835*I,-0.009448567309447575+0.*I,0.+0.005477570890716665*I,0.003092259616361877+0.*I,0.-0.0017025397012981377*I,-0.0009154614242878782+0.*I,0.+0.00048131246164392525*I,0.00024770032138421276+0.*I,0.-0.00012489943472813564*I,-0.00006176059999261496+0.*I,0.+0.000029972882030921253*I,0.000014286667158234341+0.*I,0.-6.692872770194299*^-6*I,-3.083504991505888*^-6+0.*I,0.+1.3979075312051466*^-6*I,6.239466202580921*^-7+0.*I,0.-2.743274471828885*^-7*I,-1.1886316866462059*^-7+0.*I,0.+5.077759166318983*^-8*I,2.139550599272462*^-8+0.*I,0.-8.89543210821571*^-9*I,-3.650600417780408*^-9+0.*I,0.+1.4793272463192422*^-9*I,5.921187395852543*^-10+0.*I,0.-2.3417063113371296*^-10*I,-9.152985395905842*^-11+0.*I,0.+3.536886978673699*^-11*I,1.3515221741559837*^-11+0.*I,0.-5.108328835379766*^-12*I,-1.9102634136382457*^-12+0.*I,0.+7.069143346394301*^-13*I,2.58937792818841*^-13+0.*I,0.-9.390119880439485*^-14*I,-3.3719565265513765*^-14+0.*I,0.+1.1992574894312434*^-14*I,4.225165213107501*^-15+0.*I,0.-1.4748698953855823*^-15*I,-5.101730134326124*^-16+0.*I,0.+1.749070020037174*^-16*I,5.944185974685853*^-17+0.*I,0.-2.0028115723887005*^-17*I,-6.691368820308011*^-18+0.*I,0.+2.2170701547300402*^-18*I,7.286077488149512*^-19+0.*I,0.-2.3752880921054183*^-19*I,-7.682513101164035*^-20+0.*I,0.+2.4655247908620583*^-20*I,7.852126436397032*^-21+0.*I,0.-2.481922346225821*^-21*I,-7.786847404513193*^-22+0.*I,0.+2.425245916376541*^-22*I,7.499238801477108*^-23+0.*I,0.-2.3024549365963748*^-23*I,-7.01974944884857*^-24+0.*I,0.+2.125452044081964*^-24*I,6.391778956518669*^-25+0.*I,0.-1.909296099516813*^-25*I,-5.665590560634773*^-26+0.*I,0.+1.6702275973046864*^-26*I,4.892173902907864*^-27+0.*I,0.-1.4238364267494016*^-27*I,-4.117992762751323*^-28+0.*I,0.+1.1836211342677347*^-28*I,3.381232365590628*^-29+0.*I,0.-9.600750586043331*^-30*I,-2.709786717897231*^-30+0.*I,0.+7.603191008011269*^-31*I,2.120888974173426*^-31+0.*I,0.-5.882079171163601*^-32*I,-1.6220478407902466*^-32+0.*I
-0.3925827558074508+0.*I,0.+0.11075450859243427*I,-0.22531994726058216+0.*I,0.+0.22740704991397254*I,-0.03158594753274783+0.*I,0.+0.2291611127463586*I,0.1778462435245706+0.*I,0.+0.037753634807043135*I,0.20613703458335103+0.*I,0.-0.1956525638854408*I,-0.03650931075904819+0.*I,0.-0.14101550022291928*I,-0.21902209743681245+0.*I,0.+0.1626021579911564*I,0.0189430146569688+0.*I,0.+0.12931750339291995*I,0.2143655088243548+0.*I,0.-0.20982259191966418*I,-0.12966256463059425+0.*I,0.+0.010532029078980674*I,-0.10846940711306625+0.*I,0.+0.19941104775909388*I,0.25011934069904557+0.*I,0.-0.2619016061802763*I,-0.24413136739754632+0.*I,0.+0.20880554379953806*I,0.16673202804089757+0.*I,0.-0.12569310400795158*I,-0.09016020015401757+0.*I,0.+0.06189312043628545*I,0.04084456985933186+0.*I,0.-0.026003886806472518*I,-0.016018448646515707+0.*I,0.+0.009570585664316648*I,0.005557645662820449+0.*I,0.-0.003142327223938927*I,-0.0017325861395611985+0.*I,0.+0.0009328573367483727*I,0.0004910665231850466+0.*I,0.-0.0002530127963343083*I,-0.00012771659475216494+0.*I,0.+0.00006321798432353387*I,0.000030709584541505315+0.*I,0.-0.000014651059038201176*I,-6.869446139244525*^-6+0.*I,0.+3.167415866882355*^-6*I,1.4370503207521601*^-6+0.*I,0.-6.418851307985525*^-7*I,-2.8240996247187657*^-7+0.*I,0.+1.2244599838261744*^-7*I,5.23410746292741*^-8+0.*I,0.-2.2067542583465238*^-8*I,-9.18010845828434*^-9+0.*I,0.+3.769499201225702*^-9*I,1.5283124352841405*^-9+0.*I,0.-6.120343661776843*^-10*I,-2.421640675699036*^-10+0.*I,0.+9.469826358481455*^-11*I,3.660956653377267*^-11+0.*I,0.-1.3995337616873263*^-11*I,-5.291988709090968*^-12+0.*I,0.+1.9797330112121063*^-12*I,7.329042872281828*^-13+0.*I,0.-2.685574207348861*^-13*I,-9.74245786876646*^-14+0.*I,0.+3.499691634841716*^-14*I,1.245104093253863*^-14+0.*I,0.-4.388110653150393*^-15*I,-1.5322291363348207*^-15+0.*I,0.+5.301750820234521*^-16*I,1.8181794650225032*^-16+0.*I,0.-6.180815102866228*^-17*I,-2.0831163776304056*^-17+0.*I,0.+6.961533585842592*^-18*I,2.3071854083562553*^-18+0.*I,0.-7.58414616761077*^-19*I,-2.4730672729329617*^-19+0.*I,0.+8.000676164388347*^-20*I,2.5682283690936253*^-20+0.*I,0.-8.181062079028152*^-21*I,-2.5864619860640043*^-21+0.*I,0.+8.116570291569028*^-22*I,2.5284666172351203*^-22+0.*I,0.-7.820001649485784*^-23*I,-2.4014125530420748*^-23+0.*I,0.+7.322865659636629*^-24*I,2.2176474564477716*^-24+0.*I,0.-6.670258789234271*^-25*I,-1.9928381750414398*^-25+0.*I,0.+5.914525232114127*^-26*I,1.7439118180115427*^-26+0.*I,0.-5.1088503996471635*^-27*I,-1.4871410552165822*^-27+0.*I,0.+4.301766131803148*^-28*I,1.2366349731599502*^-28+0.*I,0.-3.533213838792231*^-29*I,-1.0033783596547147*^-29+0.*I,0.+2.832421503498191*^-30*I,7.948415166120715*^-31+0.*I,0.-2.2174974463635983*^-31*I
0.+0.3849938084614906*I,-0.039768801502569666+0.*I,0.+0.2801651025100619*I,0.07550455416820986+0.*I,0.+0.20287893676408444*I,0.1980362421352606+0.*I,0.+0.037753634807043135*I,0.21487006953988522+0.*I,0.-0.16179190297334245*I,0.04186698791944752+0.*I,0.-0.19804598607158694*I,-0.1840563978012008+0.*I,0.+0.030155590576848006*I,-0.13901788211573066+0.*I,0.+0.21137734648844025*I,0.15454742384058415+0.*I,0.-0.014711959261882483*I,0.1282979688237327+0.*I,0.-0.20930859830388568*I,-0.20329179838370645+0.*I,0.+0.12417498269317932*I,0.007681744116950959+0.*I,0.+0.10823367517988502*I,0.1965409741075489+0.*I,0.-0.24553543492238308*I,-0.25659575710317645+0.*I,0.+0.2389111524102568*I,0.20419184954834166+0.*I,0.-0.1629688786363875*I,-0.12281548405957102+0.*I,0.+0.08807592156742142*I,0.06045280190212628+0.*I,0.-0.039889849791475036*I,-0.025394327567025567+0.*I,0.+0.015642331694075997*I,0.009345690041001392+0.*I,0.-0.005427034493895685*I,-0.003068509145545396+0.*I,0.+0.001691918015224136*I,0.0009109853717718393+0.*I,0.-0.00047956853741162815*I,-0.00024709783226385006+0.*I,0.+0.00012473586112878634*I,0.00006174521209920448+0.*I,0.-0.000029995494843069224*I,-0.000014311037781856566+0.*I,0.+6.710335565888552*^-6*I,3.0941990301262706*^-6+0.*I,0.-1.403899082424994*^-6*I,-6.271075118760286*^-7+0.*I,0.+2.7592141731355207*^-7*I,1.1963839600919974*^-7+0.*I,0.-5.1143333295936484*^-8*I,-2.1563564954259547*^-8+0.*I,0.+8.970865479972223*^-9*I,3.683747532720635*^-9+0.*I,0.-1.4936117654723643*^-9*I,-5.981642547083783*^-10+0.*I,0.+2.366862892296785*^-10*I,9.256010481730911*^-11+0.*I,0.-3.57844627860466*^-11*I,-1.3680471134119055*^-11+0.*I,0.+5.1731373393927*^-12*I,1.935346876628323*^-12+0.*I,0.-7.16500030500942*^-13*I,-2.6255635804911855*^-13+0.*I,0.+9.525110556955782*^-14*I,3.421740374886412*^-14+0.*I,0.-1.2174143210082122*^-14*I,-4.290673581509765*^-15+0.*I,0.+1.498257561706299*^-15*I,5.184377670867161*^-16+0.*I,0.-1.7779859819205764*^-16*I,-6.044373805219634*^-17+0.*I,0.+2.0371959062087426*^-17*I,6.808283144067459*^-18+0.*I,0.-2.2564636408746206*^-18*I,-7.417634573813947*^-19+0.*I,0.+2.4188409427698735*^-19*I,7.8254706198651*^-20+0.*I,0.-2.5120574147175748*^-20*I,-8.002349642033262*^-21+0.*I,0.+2.5300296790699345*^-21*I,7.939689633129173*^-22+0.*I,0.-2.473428906976811*^-22*I,-7.649976031945884*^-23+0.*I,0.+2.3492585668022507*^-23*I,7.164002336951217*^-24+0.*I,0.-2.1695894941630316*^-24*I,-6.525863165335003*^-25+0.*I,0.+1.9497428734965795*^-25*I,5.786754267498401*^-26+0.*I,0.-1.7062762157560134*^-26*I,-4.9987048153153385*^-27+0.*I,0.+1.4551098748569107*^-27*I,4.2092001104107185*^-28+0.*I,0.-1.2100499323739233*^-28*I,-3.457327507824289*^-29+0.*I,0.+9.818474264230616*^-30*I,2.771696575287061*^-30+0.*I
