0.6959402569624648+0.*I,0.5925647960670184+0.*I,0.35676704926570196+0.*I,0.17538320274361247+0.*I,0.07466582851590557+0.*I,0.02843156552793305+0.*I,0.009883005482312794+0.*I,0.003180562277913512+0.*I,0.0009574647586461319+0.*I,0.00027174742073638554+0.*I,0.00007316937043199342+0.*I,0.000018784379913245562+0.*I,4.61710900364601*^-6+0.*I,1.0903409900610397*^-6+0.*I,2.4812024931963035*^-7+0.*I,5.454820536927469*^-8+0.*I,1.161139403385938*^-8+0.*I,2.397859817542297*^-9+0.*I,4.812285943722126*^-10+0.*I,9.400230698203863*^-11+0.*I,1.789729521428512*^-11+0.*I,3.3253827682344483*^-12+0.*I,6.036624877164631*^-13+0.*I,1.0717516447715694*^-13+0.*I,1.8627407925442567*^-14+0.*I,3.172095899948025*^-15+0.*I,5.296921321803521*^-16+0.*I,8.679716246318872*^-17+0.*I,1.3966590489826634*^-17+0.*I,2.208285842281215*^-18+0.*I,3.4328794138946964*^-19+0.*I,5.249785861895301*^-20+0.*I,7.901881041771131*^-21+0.*I,1.1712171011126634*^-21+0.*I,1.7102588010258455*^-22+0.*I,2.4614538602385*^-23+0.*I,3.493046254398219*^-24+0.*I,4.889532780262278*^-25+0.*I,6.753664014814828*^-26+0.*I,9.20812137752348*^-27+0.*I,1.2396666769256271*^-27+0.*I,1.6484542039718915*^-28+0.*I,2.1657889260514102*^-29+0.*I,2.8121973104168958*^-30+0.*I,3.60980163953823*^-31+0.*I,4.581851068837481*^-32+0.*I,5.752093544584079*^-33+0.*I,7.143991001037076*^-34+0.*I,8.77979079564827*^-35+0.*I,1.0679477749265965*^-35+0.*I,1.2859642657116142*^-36+0.*I,1.533231383245533*^-37+0.*I,1.8103807199271608*^-38+0.*I,2.1173656761207942*^-39+0.*I,2.4533690162791657*^-40+0.*I,2.81673129540433*^-41+0.*I,3.2049059773631336*^-42+0.*I,3.614446100445534*^-43+0.*I,4.041025989627222*^-44+0.*I,4.479499839066959*^-45+0.*I,4.923997090988802*^-46+0.*I,5.36805253851521*^-47+0.*I,5.804767112860332*^-48+0.*I,6.226993514026976*^-49+0.*I,6.627539334078644*^-50+0.*I,6.999379209163971*^-51+0.*I,7.335866898819726*^-52+0.*I,7.630938072742744*^-53+0.*I,7.879294993101533*^-54+0.*I,8.076565184390245*^-55+0.*I,8.219427518632508*^-56+0.*I,8.305700819118396*^-57+0.*I,8.334391988262999*^-58+0.*I,8.305702670972855*^-59+0.*I,8.220995449026012*^-60+0.*I,8.082722407007071*^-61+0.*I,7.894320514611853*^-62+0.*I,7.660079553849757*^-63+0.*I,7.384989229078065*^-64+0.*I,7.074572606889612*^-65+0.*I,6.734713142975741*^-66+0.*I,6.371482290345602*^-67+0.*I,5.990974094632928*^-68+0.*I,5.599152330158314*^-69+0.*I,5.2017146871909705*^-70+0.*I,4.803977362781341*^-71+0.*I,4.4107822092465847*^-72+0.*I,4.026427424532732*^-73+0.*I,3.654621685842388*^-74+0.*I,3.29846067846732*^-75+0.*I,2.960424188315967*^-76+0.*I,2.6423913279247325*^-77+0.*I,2.345671057469804*^-78+0.*I,2.071044938547207*^-79+0.*I,1.818819003934492*^-80+0.*I,1.5888817187542722*^-81+0.*I,1.380765220417371*^-82+0.*I,1.193707327176206*^-83+0.*I,1.0267121686947674*^-84+0.*I,8.78607689002895*^-86+0.*I
-0.5925647960670184+0.*I,0.19139545728307877+0.*I,0.5342405532367344+0.*I,0.46860699876281336+0.*I,0.287191492260027+0.*I,0.14274954760111203+0.*I,0.061227851315227504+0.*I,0.023439855417744352+0.*I,0.008180746356585956+0.*I,0.002641012410412715+0.*I,0.0007970400577113247+0.*I,0.0002266812131126495+0.*I,0.00006113972044942985+0.*I,0.000015718842293377187+0.*I,3.868418128603599*^-6+0.*I,9.145200173363228*^-7+0.*I,2.0830619217394753*^-7+0.*I,4.5833324047980117*^-8+0.*I,9.76351106731903*^-9+0.*I,2.0175876741855525*^-9+0.*I,4.0515227865714534*^-10+0.*I,7.918428200843269*^-11+0.*I,1.508343371125642*^-11+0.*I,2.803808298735962*^-12+0.*I,5.091884526360527*^-13+0.*I,9.043612910902873*^-14+0.*I,1.572356760680547*^-14+0.*I,2.6784568057184467*^-15+0.*I,4.473954295653899*^-16+0.*I,7.333212608928911*^-17+0.*I,1.1802983986023657*^-17+0.*I,1.8666465769074415*^-18+0.*I,2.9024460460783484*^-19+0.*I,4.439560699029387*^-20+0.*I,6.6836890008122425*^-21+0.*I,9.908444741353243*^-22+0.*I,1.4471304493566562*^-22+0.*I,2.0831047062609294*^-23+0.*I,2.9566057342908237*^-24+0.*I,4.1392584206674385*^-25+0.*I,5.718174734174748*^-26+0.*I,7.797380580988119*^-27+0.*I,1.0498796139329538*^-27+0.*I,1.3962580587077067*^-28+0.*I,1.834664671661777*^-29+0.*I,2.3825159588761306*^-30+0.*I,3.0585858534676027*^-31+0.*I,3.8826084821349377*^-32+0.*I,4.8747458087996185*^-33+0.*I,6.0549221516889095*^-34+0.*I,7.442036514158455*^-35+0.*I,9.053073354966973*^-36+0.*I,1.0902142190905062*^-36+0.*I,1.2999485515285494*^-37+0.*I,1.5350502132421655*^-38+0.*I,1.7954838384334483*^-39+0.*I,2.0805602219678302*^-40+0.*I,2.3888754139182505*^-41+0.*I,2.7182724492953273*^-42+0.*I,3.065829842264855*^-43+0.*I,3.427879824609807*^-44+0.*I,3.800057886452615*^-45+0.*I,4.177383566876623*^-46+0.*I,4.554370745109812*^-47+0.*I,4.9251640119591924*^-48+0.*I,5.283696170415713*^-49+0.*I,5.623860630280081*^-50+0.*I,5.939691514410088*^-51+0.*I,6.225543750202029*^-52+0.*I,6.476265316808457*^-53+0.*I,6.687354162403146*^-54+0.*I,6.855093071072901*^-55+0.*I,6.976656891318046*^-56+0.*I,7.05018795939487*^-57+0.*I,7.074837165343355*^-58+0.*I,7.050769812550547*^-59+0.*I,6.979137106877465*^-60+0.*I,6.862015678966171*^-61+0.*I,6.7023189069155085*^-62+0.*I,6.503684898196084*^-63+0.*I,6.270346763691952*^-64+0.*I,6.006991250898861*^-65+0.*I,5.718611898586484*^-66+0.*I,5.410362653757826*^-67+0.*I,5.087417393239679*^-68+0.*I,4.7548400697958*^-69+0.*I,4.417469317524815*^-70+0.*I,4.079820368323322*^-71+0.*I,3.7460061137572797*^-72+0.*I,3.4196781530781836*^-73+0.*I,3.1039877482064186*^-74+0.*I,2.8015657996559886*^-75+0.*I,2.5145202913802333*^-76+0.*I,2.244449143341512*^-77+0.*I,1.9924660631289646*^-78+0.*I,1.7592367971995386*^-79+0.*I,1.5450231353113925*^-80+0.*I,1.349732099440278*^-81+0.*I,1.1729679279906665*^-82+0.*I,1.0140847225978706*^-83+0.*I
0.35676704926570196+0.*I,-0.5342405532367344+0.*I,-0.13025616131018877+0.*I,0.3721729262800212+0.*I,0.4898002340507622+0.*I,0.368144023550456+0.*I,0.21038585531328688+0.*I,0.10043432551648575+0.*I,0.041954307305272574+0.*I,0.01576390236586697+0.*I,0.005425607269891281+0.*I,0.0017327460682494186+0.*I,0.0005184427536945293+0.*I,0.0001464124289860043+0.*I,0.00003925907890303827+0.*I,0.00001004349187621135+0.*I,2.4612377647654696*^-6+0.*I,5.797167027177059*^-7+0.*I,1.3162162929083913*^-7+0.*I,2.887842783971238*^-8+0.*I,6.1362413287758255*^-9+0.*I,1.2651687412080432*^-9+0.*I,2.535432300085486*^-10+0.*I,4.9462316098558844*^-11+0.*I,9.40610842186164*^-12+0.*I,1.745803920086059*^-12+0.*I,3.1660537084754773*^-13+0.*I,5.615945080756485*^-14+0.*I,9.752503146283478*^-15+0.*I,1.6594797735657291*^-15+0.*I,2.7690784939477195*^-16+0.*I,4.534453759478867*^-17+0.*I,7.29183797320537*^-18+0.*I,1.152249777121531*^-18+0.*I,1.7902371067386531*^-19+0.*I,2.7363316738585803*^-20+0.*I,4.116669316024508*^-21+0.*I,6.09892538027285*^-22+0.*I,8.902033762351781*^-23+0.*I,1.2806803987446392*^-23+0.*I,1.8167050756090812*^-24+0.*I,2.5420678303876714*^-25+0.*I,3.509998294723341*^-26+0.*I,4.7840266257949795*^-27+0.*I,6.438570663684885*^-28+0.*I,8.559133891077283*^-29+0.*I,1.1241996055394339*^-29+0.*I,1.4593283801368387*^-30+0.*I,1.8727324198163113*^-31+0.*I,2.3764210431168302*^-32+0.*I,2.9826546103692157*^-33+0.*I,3.703538148847545*^-34+0.*I,4.5505409545356386*^-35+0.*I,5.5339548418831575*^-36+0.*I,6.662309642462364*^-37+0.*I,7.941770061268621*^-38+0.*I,9.375542601167098*^-39+0.*I,1.0963324497053583*^-39+0.*I,1.2700828061542085*^-40+0.*I,1.457941324026329*^-41+0.*I,1.658585835633271*^-42+0.*I,1.870229400599054*^-43+0.*I,2.0906318042962666*^-44+0.*I,2.3171300920223144*^-45+0.*I,2.5466880854883904*^-46+0.*I,2.77596379665359*^-47+0.*I,3.001392639633737*^-48+0.*I,3.2192834136863153*^-49+0.*I,3.4259232536602255*^-50+0.*I,3.617687173308247*^-51+0.*I,3.791147501535728*^-52+0.*I,3.9431784544749907*^-53+0.*I,4.0710513005350136*^-54+0.*I,4.172516045440329*^-55+0.*I,4.24586625642333*^-56+0.*I,4.289984511364607*^-57+0.*I,4.304366941611784*^-58+0.*I,4.289126372610084*^-59+0.*I,4.2449745898401105*^-60+0.*I,4.173185208381374*^-61+0.*I,4.075539450368808*^-62+0.*I,3.954257794679127*^-63+0.*I,3.811920929819228*^-64+0.*I,3.6513837009688773*^-65+0.*I,3.475685796288909*^-66+0.*I,3.287962779642137*^-67+0.*I,3.091360771055841*^-68+0.*I,2.8889576349814023*^-69+0.*I,2.6836929969704183*^-70+0.*I,2.4783088111680174*^-71+0.*I,2.275301582553375*^-72+0.*I,2.076886744444207*^-73+0.*I,1.8849751336483536*^-74+0.*I,1.701161016590296*^-75+0.*I,1.5267207165271694*^-76+0.*I,1.3626205841795985*^-77+0.*I,1.2095328445872023*^-78+0.*I,1.0678577386511151*^-79+0.*I,9.377503506748635*^-81+0.*I,8.191505616531241*^-82+0.*I
-0.17538320274361247+0.*I,0.46860699876281336+0.*I,-0.3721729262800212+0.*I,-0.31321274297824697+0.*I,0.18896725910866324+0.*I,0.45135337077880605+0.*I,0.41721063591771235+0.*I,0.2719971672398579+0.*I,0.1433842383903384+0.*I,0.06491761115276819+0.*I,0.026113640769097946+0.*I,0.009537445880545508+0.*I,0.0032106307338852537+0.*I,0.0010072497305478735+0.*I,0.00029698761536971126+0.*I,0.00008284868648445834+0.*I,0.000021984530466604055+0.*I,5.5739347024011895*^-6+0.*I,1.3553062074511797*^-6+0.*I,3.1704414953672756*^-7+0.*I,7.154726365308163*^-8+0.*I,1.56130239235321*^-8+0.*I,3.301453767620435*^-9+0.*I,6.777142225809062*^-10+0.*I,1.3527660532048934*^-10+0.*I,2.6294875962379442*^-11+0.*I,4.9838674673341715*^-12+0.*I,9.222086741112445*^-13+0.*I,1.6677572075411219*^-13+0.*I,2.950598044476697*^-14+0.*I,5.1116106166898885*^-15+0.*I,8.678432649662433*^-16+0.*I,1.4451004319138614*^-16+0.*I,2.361785583382545*^-17+0.*I,3.791044460834448*^-18+0.*I,5.980308433702277*^-19+0.*I,9.276559521369859*^-20+0.*I,1.4157450284636667*^-20+0.*I,2.1268619213040817*^-21+0.*I,3.1467169189387884*^-22+0.*I,4.587076172184963*^-23+0.*I,6.5911124115883596*^-24+0.*I,9.33899878152369*^-25+0.*I,1.3053460988865047*^-25+0.*I,1.8004913247191253*^-26+0.*I,2.4515718277373215*^-27+0.*I,3.296304009860567*^-28+0.*I,4.3779710698541865*^-29+0.*I,5.745251820806593*^-30+0.*I,7.451735425569427*^-31+0.*I,9.55507389035497*^-32+0.*I,1.2115737679044264*^-32+0.*I,1.519535872806646*^-33+0.*I,1.8854668891194405*^-34+0.*I,2.3151069326949683*^-35+0.*I,2.8135895950288918*^-36+0.*I,3.38514757697048*^-37+0.*I,4.032809639691886*^-38+0.*I,4.7581033820056176*^-39+0.*I,5.560779935319021*^-40+0.*I,6.438577352990663*^-41+0.*I,7.387039115608233*^-42+0.*I,8.399402705787034*^-43+0.*I,9.466570637475475*^-44+0.*I,1.0577172755890318*^-44+0.*I,1.171772424059659*^-45+0.*I,1.2872878804882009*^-46+0.*I,1.4025771403262323*^-47+0.*I,1.515843968000465*^-48+0.*I,1.6252308762358327*^-49+0.*I,1.7288720144824859*^-50+0.*I,1.8249482595930695*^-51+0.*I,1.9117421443965342*^-52+0.*I,1.9876902371658503*^-53+0.*I,2.0514306984162775*^-54+0.*I,2.1018439826509303*^-55+0.*I,2.1380850045264383*^-56+0.*I,2.1596055271866566*^-57+0.*I,2.1661660258452332*^-58+0.*I,2.1578367999880413*^-59+0.*I,2.1349886204761834*^-60+0.*I,2.098273673130393*^-61+0.*I,2.048597972008241*^-62+0.*I,1.9870867432320474*^-63+0.*I,1.9150445103315866*^-64+0.*I,1.8339117383131655*^-65+0.*I,1.7452199167264394*^-66+0.*I,1.6505468890003015*^-67+0.*I,1.5514740786321213*^-68+0.*I,1.4495470388178103*^-69+0.*I,1.3462404796151575*^-70+0.*I,1.242928625498624*^-71+0.*I,1.140861445503676*^-72+0.*I,1.0411469957098463*^-73+0.*I,9.44739834632813*^-75+0.*I,8.524352280032846*^-76+0.*I,7.648686586783408*^-77+0.*I,6.825200047388695*^-78+0.*I,6.057216454799983*^-79+0.*I,5.346696993370945*^-80+0.*I
0.07466582851590557+0.*I,-0.287191492260027+0.*I,0.4898002340507622+0.*I,-0.18896725910866324+0.*I,-0.3936617069782616+0.*I,0.019117308460263206+0.*I,0.3751737904295182+0.*I,0.4361205362317686+0.*I,0.32361916203306273+0.*I,0.1874390060822354+0.*I,0.09152640475458647+0.*I,0.039244200728593026+0.*I,0.015152480159306895+0.*I,0.005359230799319377+0.*I,0.001757955265469732+0.*I,0.0005398429023526661+0.*I,0.00015633790663380922+0.*I,0.00004294928138364181+0.*I,0.000011247107048294416+0.*I,2.818846304914691*^-6+0.*I,6.784724791288309*^-7+0.*I,1.5728844860757693*^-7+0.*I,3.521025999663724*^-8+0.*I,7.628084990857076*^-9+0.*I,1.6024627756883457*^-9+0.*I,3.2699700511149547*^-10+0.*I,6.491726269585383*^-11+0.*I,1.2555855936641589*^-11+0.*I,2.3689334403345598*^-12+0.*I,4.3649580048602663*^-13+0.*I,7.86292911850086*^-14+0.*I,1.3860655109653965*^-14+0.*I,2.39310922137673*^-15+0.*I,4.0501867672073886*^-16+0.*I,6.724333060347128*^-17+0.*I,1.0959461287573504*^-17+0.*I,1.7545994662593704*^-18+0.*I,2.7610829705982523*^-19+0.*I,4.273072422129634*^-20+0.*I,6.507159153253383*^-21+0.*I,9.755507184929166*^-22+0.*I,1.4405206114297768*^-22+0.*I,2.0960056363866448*^-23+0.*I,3.0064230663851477*^-24+0.*I,4.252690978441325*^-25+0.*I,5.934660812242132*^-26+0.*I,8.173351123169876*^-27+0.*I,1.1112777668138832*^-27+0.*I,1.492114425271404*^-28+0.*I,1.9791138905626782*^-29+0.*I,2.5939075434304625*^-30+0.*I,3.360263528948104*^-31+0.*I,4.3037001975271133*^-32+0.*I,5.450924152568375*^-33+0.*I,6.82908674279144*^-34+0.*I,8.464863416115676*^-35+0.*I,1.0383372524213934*^-35+0.*I,1.2606963211209093*^-36+0.*I,1.5153915031492346*^-37+0.*I,1.8037103893930412*^-38+0.*I,2.1262698756801975*^-39+0.*I,2.482896018875424*^-40+0.*I,2.8725214608360444*^-41+0.*I,3.29310761064933*^-42+0.*I,3.7415980950421375*^-43+0.*I,4.2139088245869055*^-44+0.*I,4.7049584261329596*^-45+0.*I,5.208740843673866*^-46+0.*I,5.718439726314437*^-47+0.*I,6.226581942246023*^-48+0.*I,6.725225333405146*^-49+0.*I,7.206173809003578*^-50+0.*I,7.661211207729088*^-51+0.*I,8.082344155142784*^-52+0.*I,8.462043488963773*^-53+0.*I,8.793473765553132*^-54+0.*I,9.070700898623676*^-55+0.*I,9.28886907668189*^-56+0.*I,9.444339681693968*^-57+0.*I,9.534786879621801*^-58+0.*I,9.5592467436548*^-59+0.*I,9.518119061697756*^-60+0.*I,9.413123229115995*^-61+0.*I,9.247211703941914*^-62+0.*I,9.024446291488486*^-63+0.*I,8.74984394114999*^-64+0.*I,8.429199722330849*^-65+0.*I,8.068895173162266*^-66+0.*I,7.675700289734825*^-67+0.*I,7.256577077825526*^-68+0.*I,6.818491879275686*^-69+0.*I,6.368242684036757*^-70+0.*I,5.912306429657856*^-71+0.*I,5.456709959547465*^-72+0.*I,5.0069269443391185*^-73+0.*I,4.567801744118819*^-74+0.*I,4.143499968564516*^-75+0.*I,3.737484428303917*^-76+0.*I,3.3525142994582714*^-77+0.*I,2.9906646640904464*^-78+0.*I
-0.02843156552793305+0.*I,0.14274954760111203+0.*I,-0.368144023550456+0.*I,0.45135337077880605+0.*I,-0.019117308460263206+0.*I,-0.4009412754101568+0.*I,-0.1219182781749567+0.*I,0.2778438189962397+0.*I,0.4284246375827581+0.*I,0.36280686074707746+0.*I,0.2302269784649812+0.*I,0.12081202649801027+0.*I,0.055027029764125074+0.*I,0.022391929863084564+0.*I,0.0082983068291182+0.*I,0.0028393042058025638+0.*I,0.0009061693414707166+0.*I,0.00027191844965658075+0.*I,0.00007720781150321575+0.*I,0.000020851275824590853+0.*I,5.379341030095106*^-6+0.*I,1.3305618666075788*^-6+0.*I,3.165235236059834*^-7+0.*I,7.261294050556453*^-8+0.*I,1.6102104422472748*^-8+0.*I,3.458700414715821*^-9+0.*I,7.209484326334173*^-10+0.*I,1.4607301520179982*^-10+0.*I,2.881052583299206*^-11+0.*I,5.538936523497411*^-12+0.*I,1.0392511966883183*^-12+0.*I,1.9050743809330405*^-13+0.*I,3.415373389861232*^-14+0.*I,5.993784206355747*^-15+0.*I,1.0305542967498408*^-15+0.*I,1.7373594073603977*^-16+0.*I,2.8739196821763065*^-17+0.*I,4.667888910308041*^-18+0.*I,7.449068621559592*^-19+0.*I,1.1686259485777063*^-19+0.*I,1.803355118360991*^-20+0.*I,2.738699380588296*^-21+0.*I,4.0952128015498006*^-22+0.*I,6.032215280753245*^-23+0.*I,8.756556338210589*^-24+0.*I,1.2532090446248107*^-24+0.*I,1.7689489224533559*^-25+0.*I,2.4635863044348724*^-26+0.*I,3.386350871829111*^-27+0.*I,4.59569547517422*^-28+0.*I,6.159735749994845*^-29+0.*I,8.156322838041973*^-30+0.*I,1.0672646178332725*^-30+0.*I,1.3804270120151002*^-31+0.*I,1.7653523893046402*^-32+0.*I,2.2327189787745447*^-33+0.*I,2.7933469012646338*^-34+0.*I,3.4578247451737943*^-35+0.*I,4.236073238940801*^-36+0.*I,5.136858324461069*^-37+0.*I,6.16727108218732*^-38+0.*I,7.332196643670774*^-39+0.*I,8.633798028190971*^-40+0.*I,1.0071043359806772*^-40+0.*I,1.163930582695896*^-41+0.*I,1.3330064806491737*^-42+0.*I,1.5130733685024321*^-43+0.*I,1.702463511872131*^-44+0.*I,1.8991137977502417*^-45+0.*I,2.1005962367350053*^-46+0.*I,2.3041650383991712*^-47+0.*I,2.506819118166912*^-48+0.*I,2.7053780146821256*^-49+0.*I,2.8965684050674173*^-50+0.*I,3.0771177568033595*^-51+0.*I,3.2438511946843955*^-52+0.*I,3.393787421655913*^-53+0.*I,3.5242295297602657*^-54+0.*I,3.6328467715051865*^-55+0.*I,3.7177438157186255*^-56+0.*I,3.7775146534914217*^-57+0.*I,3.8112791051962655*^-58+0.*I,3.818700756540577*^-59+0.*I,3.7999860637654717*^-60+0.*I,3.755865259212815*^-61+0.*I,3.6875565066371786*^-62+0.*I,3.5967154565404624*^-63+0.*I,3.4853729016394826*^-64+0.*I,3.3558636093992407*^-65+0.*I,3.2107496031205046*^-66+0.*I,3.0527411782608775*^-67+0.*I,2.88461879032203*^-68+0.*I,2.709158657579058*^-69+0.*I,2.5290645155085136*^-70+0.*I,2.3469074732967347*^-71+0.*I,2.1650753908545254*^-72+0.*I,1.985732650814013*^-73+0.*I,1.810790674359662*^-74+0.*I,1.6418890480548992*^-75+0.*I,1.4803867109222697*^-76+0.*I
0.009883005482312794+0.*I,-0.061227851315227504+0.*I,0.21038585531328688+0.*I,-0.41721063591771235+0.*I,0.3751737904295182+0.*I,0.1219182781749567+0.*I,-0.35856165300021803+0.*I,-0.22826719173747423+0.*I,0.17190309051868588+0.*I,0.3985967461557548+0.*I,0.38835318017151105+0.*I,0.26973372066645207+0.*I,0.151726236699209+0.*I,0.07321400761481485+0.*I,0.03131968997766452+0.*I,0.012133813705246204+0.*I,0.004321573728407401+0.*I,0.001430789588001959+0.*I,0.0004441386101099627+0.*I,0.00013014426227123536+0.*I,0.00003619915155703454+0.*I,9.601313199358809*^-6+0.*I,2.437806270440779*^-6+0.*I,5.944774963877217*^-7+0.*I,1.396286800364688*^-7+0.*I,3.166601523703783*^-8+0.*I,6.949252478777333*^-9+0.*I,1.478586603575373*^-9+0.*I,3.055390435249346*^-10+0.*I,6.141411748404348*^-11+0.*I,1.2024187807810464*^-11+0.*I,2.2960277608090225*^-12+0.*I,4.280860125504814*^-13+0.*I,7.801412572586364*^-14+0.*I,1.3909832628369086*^-14+0.*I,2.428633301045805*^-15+0.*I,4.1557446457410056*^-16+0.*I,6.97448081630138*^-17+0.*I,1.1488328121817267*^-17+0.*I,1.858525080455654*^-18+0.*I,2.9546933745184516*^-19+0.*I,4.6188875857898917*^-20+0.*I,7.10356509550655*^-21+0.*I,1.0753459039610193*^-21+0.*I,1.603093235010169*^-22+0.*I,2.3545193178096202*^-23+0.*I,3.4084888511910055*^-24+0.*I,4.865314708501301*^-25+0.*I,6.850362468948964*^-26+0.*I,9.517554181037631*^-27+0.*I,1.305251349588345*^-27+0.*I,1.7675042094295618*^-28+0.*I,2.3640575847280068*^-29+0.*I,3.1240244957784174*^-30+0.*I,4.079916186738693*^-31+0.*I,5.267258956868257*^-32+0.*I,6.723970513061957*^-33+0.*I,8.48947703755282*^-34+0.*I,1.060356524659122*^-34+0.*I,1.3104979707750842*^-35+0.*I,1.6029793786979224*^-36+0.*I,1.940960170059277*^-37+0.*I,2.3269597891292305*^-38+0.*I,2.7626626817126033*^-39+0.*I,3.2487299694576866*^-40+0.*I,3.78462833378672*^-41+0.*I,4.3684868804051834*^-42+0.*I,4.996992328675668*^-43+0.*I,5.665331728370079*^-44+0.*I,6.367190072550297*^-45+0.*I,7.094807729002842*^-46+0.*I,7.839099685946257*^-47+0.*I,8.589835376936755*^-48+0.*I,9.335874522429485*^-49+0.*I,1.0065451223737617*^-49+0.*I,1.0766495688720388*^-50+0.*I,1.142698065633412*^-51+0.*I,1.2035277981243434*^-52+0.*I,1.2580510052323196*^-53+0.*I,1.3052880803939248*^-54+0.*I,1.344397202829361*^-55+0.*I,1.3746992442444667*^-56+0.*I,1.3956969382817914*^-57+0.*I,1.4070875928182348*^-58+0.*I,1.408768949512144*^-59+0.*I,1.4008381300655536*^-60+0.*I,1.3835839339443014*^-61+0.*I,1.3574730489933927*^-62+0.*I,1.3231309885978477*^-63+0.*I,1.2813187647761918*^-64+0.*I,1.2329064382827944*^-65+0.*I,1.1788447514837569*^-66+0.*I,1.1201360489569696*^-67+0.*I,1.0578056298805115*^-68+0.*I,9.928745639689869*^-70+0.*I,9.263348499488352*^-71+0.*I,8.591276146385999*^-72+0.*I,7.921248543083954*^-73+0.*I,7.261150203390625*^-74+0.*I,6.617925592695479*^-75+0.*I
-0.003180562277913512+0.*I,0.023439855417744352+0.*I,-0.10043432551648575+0.*I,0.2719971672398579+0.*I,-0.4361205362317686+0.*I,0.2778438189962397+0.*I,0.22826719173747423+0.*I,-0.28510039461836406+0.*I,-0.29934997920644507+0.*I,0.06664283559769849+0.*I,0.35143388549046845+0.*I,0.4000204019354919+0.*I,0.30433559665870547+0.*I,0.1832061756482672+0.*I,0.0934608972608951+0.*I,0.041942411156681056+0.*I,0.016953827270608814+0.*I,0.006274227587842607+0.*I,0.0021514343211234336+0.*I,0.0006898391280385036+0.*I,0.00020833429374259854+0.*I,0.00005960886200372017+0.*I,0.000016236770921350962+0.*I,4.227583570156092*^-6+0.*I,1.0558229381525533*^-6+0.*I,2.536826022047079*^-7+0.*I,5.879185371252996*^-8+0.*I,1.3172220178182575*^-8+0.*I,2.858844216237577*^-9+0.*I,6.021300932380815*^-10+0.*I,1.232696615107637*^-10+0.*I,2.4564995936235373*^-11+0.*I,4.771346623247313*^-12+0.*I,9.043711157616998*^-13+0.*I,1.6745827779786334*^-13+0.*I,3.032174523767086*^-14+0.*I,5.3738818946697364*^-15+0.*I,9.329886397857415*^-16+0.*I,1.5880329592132659*^-16+0.*I,2.6518791614886342*^-17+0.*I,4.347636350255193*^-18+0.*I,7.002165777756984*^-19+0.*I,1.1085309865559036*^-19+0.*I,1.7259966183463566*^-20+0.*I,2.6444438956800447*^-21+0.*I,3.988809743682898*^-22+0.*I,5.92607020555235*^-23+0.*I,8.675479224772563*^-24+0.*I,1.2519925234773889*^-24+0.*I,1.7818060259223957*^-25+0.*I,2.5016675737784703*^-26+0.*I,3.4662605167478494*^-27+0.*I,4.741324017119074*^-28+0.*I,6.404457200147833*^-29+0.*I,8.545553593005499*^-30+0.*I,1.1266736397523084*^-30+0.*I,1.468166637229271*^-31+0.*I,1.8914105609294443*^-32+0.*I,2.409564354243689*^-33+0.*I,3.0362526553539105*^-34+0.*I,3.785157895258337*^-35+0.*I,4.669525916794921*^-36+0.*I,5.701595779788741*^-37+0.*I,6.89197098088747*^-38+0.*I,8.248955686643987*^-39+0.*I,9.777885232580597*^-40+0.*I,1.1480484553028996*^-40+0.*I,1.3354290894365568*^-41+0.*I,1.539217773812287*^-42+0.*I,1.7582015066481894*^-43+0.*I,1.9906496856331157*^-44+0.*I,2.2343160094111048*^-45+0.*I,2.4864610959072896*^-46+0.*I,2.743896360202891*^-47+0.*I,3.0030485770968167*^-48+0.*I,3.260043412487752*^-49+0.*I,3.510805119738512*^-50+0.*I,3.751168636937171*^-51+0.*I,3.976999555332719*^-52+0.*I,4.184316911826768*^-53+0.*I,4.369413525372872*^-54+0.*I,4.5289686643282756*^-55+0.*I,4.660148193810451*^-56+0.*I,4.760687983063986*^-57+0.*I,4.828957208814876*^-58+0.*I,4.86399921357036*^-59+0.*I,4.8655487003375974*^-60+0.*I,4.83402519598994*^-61+0.*I,4.770503824476491*^-62+0.*I,4.676665434706444*^-63+0.*I,4.5547289731818946*^-64+0.*I,4.407369638811403*^-65+0.*I,4.237626782719464*^-66+0.*I,4.048805710966475*^-67+0.*I,3.844377519740628*^-68+0.*I,3.627880860845327*^-69+0.*I,3.402829130963516*^-70+0.*I,3.172626039559599*^-71+0.*I,2.9404918799406197*^-72+0.*I,2.7094021494654913*^-73+0.*I
