0.18421958918076137+0.*I,0.338846565071291+0.*I,0.44071249904001814+0.*I,0.46801742021258563+0.*I,0.4304267964601544+0.*I,0.3540638411577131+0.*I,0.2658723838014423+0.*I,0.18483809652505304+0.*I,0.12020257519833133+0.*I,0.07369869458474085+0.*I,0.04286739308505998+0.*I,0.023773767373320875+0.*I,0.012623351163209744+0.*I,0.006439768652649012+0.*I,0.003165727478347816+0.*I,0.0015034714114707374+0.*I,0.0006913571538799032+0.*I,0.00030842194984401184+0.*I,0.00013371382240607194+0.*I,0.000056424378155867785+0.*I,0.00002320700317580161+0.*I,9.314867730115244*^-6+0.*I,3.652856654695904*^-6+0.*I,1.4009930794857499*^-6+0.*I,5.260144166575346*^-7+0.*I,1.9350621620102781*^-7+0.*I,6.980323092456234*^-8+0.*I,2.4709327230320936*^-8+0.*I,8.589130142749346*^-9+0.*I,2.933711898911983*^-9+0.*I,9.851993417314384*^-10+0.*I,3.254696853830753*^-10+0.*I,1.0582854689464263*^-10+0.*I,3.388544091888681*^-11+0.*I,1.068909558274322*^-11+0.*I,3.3233357273391337*^-12+0.*I,1.018803067935956*^-12+0.*I,3.080751439570458*^-13+0.*I,9.192468277236685*^-14+0.*I,2.7074915777694273*^-14+0.*I,7.874162927355395*^-15+0.*I,2.2619330504922945*^-15+0.*I,6.419813019737936*^-16+0.*I,1.8007583176722508*^-16+0.*I,4.993400141567366*^-17+0.*I,1.3691700494336962*^-17+0.*I,3.713177862492625*^-18+0.*I,9.96240290305186*^-19+0.*I,2.6449091618464565*^-19+0.*I,6.949923096846407*^-20+0.*I,1.8078495058686737*^-20+0.*I,4.656337645831799*^-21+0.*I,1.1877090647358737*^-21+0.*I,3.0008163285354776*^-22+0.*I,7.511208411918627*^-23+0.*I,1.8629266078977764*^-23+0.*I,4.578982779405719*^-24+0.*I,1.1155752241431673*^-24+0.*I,2.694338405729813*^-25+0.*I,6.45198596354832*^-26+0.*I,1.532092782741345*^-26+0.*I,3.608173622364784*^-27+0.*I,8.428666310909883*^-28+0.*I,1.9532411438375291*^-28+0.*I,4.490897624463789*^-29+0.*I,1.0245749997227892*^-29+0.*I,2.3197386841019667*^-30+0.*I,5.212774540986011*^-31+0.*I,1.1627377246373363*^-31+0.*I,2.5746873302100555*^-32+0.*I,5.6603430649083385*^-33+0.*I,1.2356084156650247*^-33+0.*I,2.6784397858070905*^-34+0.*I,5.766173892073317*^-35+0.*I,1.2329320822629563*^-35+0.*I,2.6186400144990795*^-36+0.*I,5.525050880060431*^-37+0.*I,1.1581323615747245*^-37+0.*I,2.4120048343347943*^-38+0.*I,4.991509549324744*^-39+0.*I,1.0264887425363168*^-39+0.*I,2.0978718691076063*^-40+0.*I,4.2612725383530484*^-41+0.*I,8.603349048473092*^-42+0.*I,1.7266136824185246*^-42+0.*I,3.4447125975658495*^-43+0.*I,6.832364786666398*^-44+0.*I,1.3473446351559025*^-44+0.*I,2.6418286116861566*^-45+0.*I,5.15082641355854*^-46+0.*I,9.986721466689407*^-47+0.*I,1.9256152614821009*^-47+0.*I,3.692690283398414*^-48+0.*I,7.043178374364668*^-49+0.*I,1.336201757471705*^-49+0.*I,2.521607653819584*^-50+0.*I,4.733792045389508*^-51+0.*I,8.84078006130257*^-52+0.*I,1.642649200430052*^-52+0.*I,3.036648382879047*^-53+0.*I
-0.338846565071291+0.*I,-0.43904200406897215+0.*I,-0.3314285427481545+0.*I,-0.09751715305234743+0.*I,0.14432402322183716+0.*I,0.3112118992114258+0.*I,0.3782401109903881+0.*I,0.3634479838632306+0.*I,0.301705002143692+0.*I,0.22504912609245184+0.*I,0.15420706923839975+0.*I,0.0984464874508936+0.*I,0.059135829876578436+0.*I,0.03366907228326745+0.*I,0.01827248821017432+0.*I,0.009495381186752673+0.*I,0.004742229369417133+0.*I,0.0022832388671029983+0.*I,0.001062575350875323+0.*I,0.0004790601659123196+0.*I,0.00020965140382759361+0.*I,0.0000892144322846296+0.*I,0.000036971675627462724+0.*I,0.000014941551258415792+0.*I,5.8959052748159985*^-6+0.*I,2.2741440466915087*^-6+0.*I,8.582985418592608*^-7+0.*I,3.172588228092469*^-7+0.*I,1.1495094775799885*^-7+0.*I,4.0857722337576754*^-8+0.*I,1.4256463327096674*^-8+0.*I,4.8867011199573255*^-9+0.*I,1.6464775346760816*^-9+0.*I,5.456111152859856*^-10+0.*I,1.7792325662468862*^-10+0.*I,5.712472386907047*^-11+0.*I,1.8066066421856667*^-11+0.*I,5.630475325693242*^-12+0.*I,1.7300199365369934*^-12+0.*I,5.242688808814332*^-13+0.*I,1.5675336429042768*^-13+0.*I,4.6258729138326253*^-14+0.*I,1.3478165380873172*^-14+0.*I,3.878528227490794*^-15+0.*I,1.1026412164673719*^-15+0.*I,3.0978346711259065*^-16+0.*I,8.603175145337658*^-17+0.*I,2.362381807521586*^-17+0.*I,6.4156605806438295*^-18+0.*I,1.723602148796055*^-18+0.*I,4.581808730136782*^-19+0.*I,1.2054158669089963*^-19+0.*I,3.139270101291072*^-20+0.*I,8.094693668944782*^-21+0.*I,2.0669823101065346*^-21+0.*I,5.2278015512636025*^-22+0.*I,1.3098625382679882*^-22+0.*I,3.25186148696241*^-23+0.*I,8.000381344105398*^-24+0.*I,1.9508852022010495*^-24+0.*I,4.715879468710391*^-25+0.*I,1.1302353310869362*^-25+0.*I,2.686045041816213*^-26+0.*I,6.330774672827609*^-27+0.*I,1.479989037767736*^-27+0.*I,3.4322209553813164*^-28+0.*I,7.897002660795653*^-29+0.*I,1.8029061377219338*^-29+0.*I,4.084694414836417*^-30+0.*I,9.184846651899728*^-31+0.*I,2.050023754296618*^-31+0.*I,4.542216690982511*^-32+0.*I,9.991822961994585*^-33+0.*I,2.182399128116321*^-33+0.*I,4.733469459002177*^-34+0.*I,1.0195842274923556*^-34+0.*I,2.1812517362556143*^-35+0.*I,4.635189972053257*^-36+0.*I,9.78469299588083*^-37+0.*I,2.0520248460492784*^-37+0.*I,4.2757333968319906*^-38+0.*I,8.852524042693587*^-39+0.*I,1.821323534458977*^-39+0.*I,3.72395728441734*^-40+0.*I,7.567512839592144*^-41+0.*I,1.5284984161091807*^-41+0.*I,3.06882310437293*^-42+0.*I,6.124980128321148*^-43+0.*I,1.2153285029297659*^-43+0.*I,2.3975537691001315*^-44+0.*I,4.702811001222992*^-45+0.*I,9.172534691367826*^-46+0.*I,1.779063322067825*^-46+0.*I,3.431551979257919*^-47+0.*I,6.582838875318892*^-48+0.*I,1.2559868730862834*^-48+0.*I,2.3835892476611183*^-49+0.*I,4.499630497408596*^-50+0.*I,8.449783046068654*^-51+0.*I,1.5785603528238095*^-51+0.*I
0.44071249904001814+0.*I,0.3314285427481545+0.*I,-0.007977574370534186+0.*I,-0.27908210743440853+0.*I,-0.3256215920566979+0.*I,-0.1765738294102494+0.*I,0.047086070105449886+0.*I,0.2349127198177862+0.*I,0.3344907342850498+0.*I,0.34730831607850615+0.*I,0.30265949044241336+0.*I,0.23360561732636334+0.*I,0.1642300901443282+0.*I,0.1069765196916682+0.*I,0.06531432716263864+0.*I,0.03769133452244201+0.*I,0.02068912904088691+0.*I,0.010856216863272445+0.*I,0.005467703954363469+0.*I,0.0026519992957440646+0.*I,0.0012422432887615321+0.*I,0.0005633136228427114+0.*I,0.00024780449193674694+0.*I,0.00010594368878897127+0.*I,0.00004409068682390937+0.*I,0.00001788736316062763+0.*I,7.083217957654818*^-6+0.*I,2.7409552818427533*^-6+0.*I,1.0375656785791722*^-6+0.*I,3.845795707505769*^-7+0.*I,1.3969895776451713*^-7+0.*I,4.9771983929460564*^-8+0.*I,1.7405353735691753*^-8+0.*I,5.9783876067792176*^-9+0.*I,2.0182007258662526*^-9+0.*I,6.700085078145943*^-10+0.*I,2.1886249020556853*^-10+0.*I,7.038194977813565*^-11+0.*I,2.229256482254186*^-11+0.*I,6.957683686773284*^-12+0.*I,2.1407242821051808*^-12+0.*I,6.495657577859009*^-13+0.*I,1.944540816079805*^-13+0.*I,5.74511689833289*^-14+0.*I,1.675778658784608*^-14+0.*I,4.827374237663105*^-15+0.*I,1.3737742231874941*^-15+0.*I,3.863286473128166*^-16+0.*I,1.0738822806926219*^-16+0.*I,2.951413872898776*^-17+0.*I,8.022088995398647*^-18+0.*I,2.156920527707991*^-18+0.*I,5.738137538100562*^-19+0.*I,1.510756539969084*^-19+0.*I,3.937289212126327*^-20+0.*I,1.0159405454040106*^-20+0.*I,2.5959284936171902*^-21+0.*I,6.569806997725751*^-22+0.*I,1.647126000108892*^-22+0.*I,4.0915822060236914*^-23+0.*I,1.0072078992134397*^-23+0.*I,2.457428267700661*^-24+0.*I,5.943530117863269*^-25+0.*I,1.425199368070985*^-25+0.*I,3.3887358058784176*^-26+0.*I,7.990832225647864*^-27+0.*I,1.868950395442401*^-27+0.*I,4.3362301629596295*^-28+0.*I,9.981393169221368*^-29+0.*I,2.2797542677744094*^-29+0.*I,5.167197232140964*^-30+0.*I,1.1623653895741374*^-30+0.*I,2.59537381253624*^-31+0.*I,5.752734404515156*^-32+0.*I,1.2659368512236236*^-32+0.*I,2.766036492542809*^-33+0.*I,6.001440115902089*^-34+0.*I,1.2931446444063169*^-34+0.*I,2.767412992968416*^-35+0.*I,5.8826925973919245*^-36+0.*I,1.2422031848741959*^-36+0.*I,2.6059218822489055*^-37+0.*I,5.431495134198275*^-38+0.*I,1.1248708717639784*^-38+0.*I,2.3149751479623966*^-39+0.*I,4.734614381675276*^-40+0.*I,9.62389542525628*^-41+0.*I,1.944364792321152*^-41+0.*I,3.904783456915869*^-42+0.*I,7.79542033858692*^-43+0.*I,1.5471620009172788*^-43+0.*I,3.052919121846865*^-44+0.*I,5.989726185213403*^-45+0.*I,1.1685278001399235*^-45+0.*I,2.266935427182221*^-46+0.*I,4.3735517378460136*^-47+0.*I,8.391716604397191*^-48+0.*I,1.6014544829680087*^-48+0.*I,3.039841311223967*^-49+0.*I,5.73963774272139*^-50+0.*I
-0.46801742021258563+0.*I,-0.09751715305234743+0.*I,0.27908210743440853+0.*I,0.2883954312361965+0.*I,0.02353964536049114+0.*I,-0.23286197502553668+0.*I,-0.2997164536764048+0.*I,-0.17754188547668462+0.*I,0.028396318455263282+0.*I,0.21052868791022203+0.*I,0.3126841741009837+0.*I,0.33146984125791595+0.*I,0.2928060537739111+0.*I,0.22826780440099015+0.*I,0.16173473297372618+0.*I,0.10602072482968995+0.*I,0.06507345735209648+0.*I,0.037721150073769576+0.*I,0.020785729124542737+0.*I,0.010943779140158271+0.*I,0.005528224635948954+0.*I,0.002688452352386665+0.*I,0.001262302957543921+0.*I,0.000573631999641506+0.*I,0.0002528316198853517+0.*I,0.00010828325131599637+0.*I,0.000045136903300590126+0.*I,0.000018338879110005742+0.*I,7.271907282019498*^-6+0.*I,2.817516089500024*^-6+0.*I,1.0677931951385631*^-6+0.*I,3.962136476149092*^-7+0.*I,1.4407089355221614*^-7+0.*I,5.137824122901688*^-8+0.*I,1.7983010719288027*^-8+0.*I,6.181948060503113*^-9+0.*I,2.088555151103128*^-9+0.*I,6.938772496005032*^-10+0.*I,2.268174651758964*^-10+0.*I,7.298822941995192*^-11+0.*I,2.313251302418882*^-11+0.*I,7.224116476957546*^-12+0.*I,2.2239507764220904*^-12+0.*I,6.751806397349737*^-13+0.*I,2.0222518898257098*^-13+0.*I,5.977616783107987*^-14+0.*I,1.744404748481983*^-14+0.*I,5.027290879904172*^-15+0.*I,1.431272982599203*^-15+0.*I,4.0266163076326116*^-16+0.*I,1.1197185876068567*^-16+0.*I,3.0785364896861496*^-17+0.*I,8.370611114285597*^-18+0.*I,2.2514029646606522*^-18+0.*I,5.991474251634357*^-19+0.*I,1.5779580744751494*^-19+0.*I,4.113688561531612*^-20+0.*I,1.0617705167230673*^-20+0.*I,2.7138059570894643*^-21+0.*I,6.870020567002673*^-22+0.*I,1.7228501110146642*^-22+0.*I,4.280783824507829*^-23+0.*I,1.0540440808206735*^-23+0.*I,2.5723177195318877*^-24+0.*I,6.222844972500681*^-25+0.*I,1.4925115273906794*^-25+0.*I,3.5495581735690075*^-26+0.*I,8.371826284210044*^-27+0.*I,1.9584604557601735*^-27+0.*I,4.544808057264544*^-28+0.*I,1.0463525555988614*^-28+0.*I,2.3903205692378074*^-29+0.*I,5.4187868379868355*^-30+0.*I,1.21917597398467*^-30+0.*I,2.7226901089271025*^-31+0.*I,6.035943264820231*^-32+0.*I,1.3284751652417564*^-32+0.*I,2.9031401145031095*^-33+0.*I,6.2998826060964886*^-34+0.*I,1.3576544244618588*^-34+0.*I,2.90589284342195*^-35+0.*I,6.177939569387685*^-36+0.*I,1.3047294832874731*^-36+0.*I,2.737461879746472*^-37+0.*I,5.706416920403638*^-38+0.*I,1.1819600839919936*^-38+0.*I,2.432770694936414*^-39+0.*I,4.976143248724391*^-40+0.*I,1.0116058552982356*^-40+0.*I,2.0440389556425966*^-41+0.*I,4.10542571939458*^-42+0.*I,8.196897194929661*^-43+0.*I,1.627021779966564*^-43+0.*I,3.210845852382415*^-44+0.*I,6.300234241407799*^-45+0.*I,1.2292306146849587*^-45+0.*I,2.384938109180156*^-46+0.*I,4.6016645827754595*^-47+0.*I,8.830256902134937*^-48+0.*I,1.6853034394809202*^-48+0.*I
0.4304267964601544+0.*I,-0.14432402322183716+0.*I,-0.3256215920566979+0.*I,-0.02353964536049114+0.*I,0.2667464632603419+0.*I,0.2404768911952238+0.*I,-0.009552938644538723+0.*I,-0.23320567577758877+0.*I,-0.2771977009743883+0.*I,-0.15102478687139434+0.*I,0.04530534433552423+0.*I,0.2136814788587804+0.*I,0.3048343997136205+0.*I,0.3179300248209565+0.*I,0.27830557399463585+0.*I,0.2156927021500516+0.*I,0.15219461795399847+0.*I,0.0994609385883843+0.*I,0.060902399892616206+0.*I,0.03523665904090786+0.*I,0.019386830130339257+0.*I,0.010194234991289646+0.*I,0.005144063413442709+0.*I,0.00249933762418145+0.*I,0.001172581225823896+0.*I,0.0005324929852607704+0.*I,0.00023455764686104957+0.*I,0.00010040319339878771+0.*I,0.000041832277440141914+0.*I,0.000016988993167345403+0.*I,6.734056324442229*^-6+0.*I,2.6082202286526016*^-6+0.*I,9.881621439010833*^-7+0.*I,3.6656053710352417*^-7+0.*I,1.332533906521575*^-7+0.*I,4.750904201303132*^-8+0.*I,1.662503939071476*^-8+0.*I,5.713946685047364*^-9+0.*I,1.9300735710241895*^-9+0.*I,6.41111409676931*^-10+0.*I,2.0953451130693674*^-10+0.*I,6.741629370262149*^-11+0.*I,2.1363487236740498*^-11+0.*I,6.67075934553359*^-12+0.*I,2.0533381545521986*^-12+0.*I,6.233088895733706*^-13+0.*I,1.8666788613068996*^-13+0.*I,5.517167756651735*^-14+0.*I,1.6098731682747527*^-14+0.*I,4.639135129848584*^-15+0.*I,1.3206454410143746*^-15+0.*I,3.7150678806658666*^-16+0.*I,1.032999184634519*^-16+0.*I,2.83989115219418*^-17+0.*I,7.721158113778101*^-18+0.*I,2.0765762853012815*^-18+0.*I,5.525850305122836*^-19+0.*I,1.4552343455368725*^-19+0.*I,3.7935180561926256*^-20+0.*I,9.790746706442995*^-21+0.*I,2.5023002482965286*^-21+0.*I,6.334249144075255*^-22+0.*I,1.588407830442198*^-22+0.*I,3.946536552808792*^-23+0.*I,9.716967559767052*^-24+0.*I,2.3712455338972466*^-24+0.*I,5.736164311745007*^-25+0.*I,1.3757251839980827*^-25+0.*I,3.2716764896574416*^-26+0.*I,7.71611975083655*^-27+0.*I,1.8049985433495368*^-27+0.*I,4.188528398932766*^-28+0.*I,9.642915694449881*^-29+0.*I,2.2027814364856044*^-29+0.*I,4.993473467560559*^-30+0.*I,1.123447968409159*^-30+0.*I,2.508829316047414*^-31+0.*I,5.561664810078967*^-32+0.*I,1.2240531302107255*^-32+0.*I,2.6748681530300676*^-33+0.*I,5.804365680625181*^-34+0.*I,1.2508344342289706*^-34+0.*I,2.6771875976595125*^-35+0.*I,5.6915664407832236*^-36+0.*I,1.2019817871811247*^-36+0.*I,2.521825584247844*^-37+0.*I,5.256786114327954*^-38+0.*I,1.08880406988606*^-38+0.*I,2.2409825886619824*^-39+0.*I,4.583748867458319*^-40+0.*I,9.318159826668052*^-41+0.*I,1.8827779482182924*^-41+0.*I,3.78145967087903*^-42+0.*I,7.54991947457224*^-43+0.*I,1.4985732100366106*^-43+0.*I,2.9573043519537826*^-44+0.*I,5.802637303495907*^-45+0.*I,1.1321251736894113*^-45+0.*I,2.1964975541577167*^-46+0.*I,4.2380031624935747*^-47+0.*I
-0.3540638411577131+0.*I,0.3112118992114258+0.*I,0.1765738294102494+0.*I,-0.23286197502553668+0.*I,-0.2404768911952238+0.*I,0.0689331010197121+0.*I,0.2712873667288109+0.*I,0.1805289595479678+0.*I,-0.066964986304582+0.*I,-0.2476685910060783+0.*I,-0.2508489263833307+0.*I,-0.10857309713559696+0.*I,0.08028085858408023+0.*I,0.23000533344804522+0.*I,0.30306790996046257+0.*I,0.30461320404172276+0.*I,0.2606493960586551+0.*I,0.19881765240065016+0.*I,0.13861628999423042+0.*I,0.08973538674630589+0.*I,0.054525947703690146+0.*I,0.03134552520926971+0.*I,0.017152163797367847+0.*I,0.008976862200479113+0.*I,0.004511223345327353+0.*I,0.002183949084949063+0.*I,0.0010213265677298695+0.*I,0.0004624722718016588+0.*I,0.00020318659904894297+0.*I,0.00008677052615583297+0.*I,0.00003607501177648905+0.*I,0.000014622174827347284+0.*I,5.785483103467569*^-6+0.*I,2.237106278812958*^-6+0.*I,8.462603176250466*^-7+0.*I,3.1347497361290717*^-7+0.*I,1.1380458203645508*^-7+0.*I,4.052477363550938*^-8+0.*I,1.4164608919048926*^-8+0.*I,4.863031691248346*^-9+0.*I,1.6409763637628043*^-9+0.*I,5.44559705670696*^-10+0.*I,1.7781763773258443*^-10+0.*I,5.716275727417015*^-11+0.*I,1.8099619185461087*^-11+0.*I,5.6472881615650904*^-12+0.*I,1.737038739177246*^-12+0.*I,5.269293514629582*^-13+0.*I,1.5770057008133064*^-13+0.*I,4.658090568801765*^-14+0.*I,1.3583886526274319*^-14+0.*I,3.9122063411140645*^-15+0.*I,1.1131001372819814*^-15+0.*I,3.129595692672617*^-16+0.*I,8.697701605655313*^-17+0.*I,2.3900018046053796*^-17+0.*I,6.495003762958721*^-18+0.*I,1.7460359942129787*^-18+0.*I,4.644299408954472*^-19+0.*I,1.222578755898172*^-19+0.*I,3.1857779767218035*^-20+0.*I,8.219111399249316*^-21+0.*I,2.0998587989010365*^-21+0.*I,5.313651180939295*^-22+0.*I,1.3320252493998563*^-22+0.*I,3.3084467078904875*^-23+0.*I,8.143312965474517*^-24+0.*I,1.9866154282334786*^-24+0.*I,4.804299674066846*^-25+0.*I,1.1519020124562057*^-25+0.*I,2.738630664193*^-26+0.*I,6.457212434481887*^-27+0.*I,1.5101133239743505*^-27+0.*I,3.5033547948536656*^-28+0.*I,8.063512340407187*^-29+0.*I,1.8415504961794716*^-29+0.*I,4.17363327771114*^-30+0.*I,9.38786139889755*^-31+0.*I,2.0959924710040867*^-31+0.*I,4.645483564151139*^-32+0.*I,1.0222012559616806*^-32+0.*I,2.2333200037356762*^-33+0.*I,4.845271192321522*^-34+0.*I,1.043951022738578*^-34+0.*I,2.2339744859200888*^-35+0.*I,4.748455567060951*^-36+0.*I,1.0026320842009605*^-36+0.*I,2.1032156453775954*^-37+0.*I,4.3834488709398045*^-38+0.*I,9.077662299381748*^-39+0.*I,1.8680698964653774*^-39+0.*I,3.820387821032955*^-40+0.*I,7.765159384410306*^-41+0.*I,1.5687525186946878*^-41+0.*I,3.1502962693576336*^-42+0.*I,6.288864927373003*^-43+0.*I,1.2480940545480917*^-43+0.*I,2.4626693768580876*^-44+0.*I,4.8314505894059424*^-45+0.*I,9.425184123600772*^-46+0.*I
0.2658723838014423+0.*I,-0.3782401109903881+0.*I,0.047086070105449886+0.*I,0.2997164536764048+0.*I,-0.009552938644538723+0.*I,-0.2712873667288109+0.*I,-0.13478106152103927+0.*I,0.1574616702229751+0.*I,0.2587420005688203+0.*I,0.10396341037308444+0.*I,-0.1313721758615797+0.*I,-0.25812172080518064+0.*I,-0.2138297685990407+0.*I,-0.054544578004588194+0.*I,0.12376025311682409+0.*I,0.25045335661345275+0.*I,0.3017053444758349+0.*I,0.28944285284502885+0.*I,0.2402730147340394+0.*I,0.17928571246995556+0.*I,0.12288921742206502+0.*I,0.07847083511435667+0.*I,0.04714226811247306+0.*I,0.026841176301706703+0.*I,0.014566172312156737+0.*I,0.007568532668992411+0.*I,0.0037793215732337413+0.*I,0.0018192827613842373+0.*I,0.0008464781194811098+0.*I,0.0003815451326964152+0.*I,0.0001669354729984699+0.*I,0.00007101956173635114+0.*I,0.000029424051512033654+0.*I,0.000011888280524707993+0.*I,4.689907281748229*^-6+0.*I,1.808519314955707*^-6+0.*I,6.823959929571216*^-7+0.*I,2.5217762550259096*^-7+0.*I,9.134867180135086*^-8+0.*I,3.246107785632809*^-8+0.*I,1.1324057591333038*^-8+0.*I,3.880699223024805*^-9+0.*I,1.307243355347811*^-9+0.*I,4.33104572525297*^-10+0.*I,1.412061756050323*^-10+0.*I,4.5327206635285344*^-11+0.*I,1.4332261800697789*^-11+0.*I,4.465960177201396*^-12+0.*I,1.371961308844797*^-12+0.*I,4.156885458697808*^-13+0.*I,1.2426712753234664*^-13+0.*I,3.666575410910488*^-14+0.*I,1.068137835148582*^-14+0.*I,3.073229969608935*^-15+0.*I,8.735662304833363*^-16+0.*I,2.453890753298436*^-16+0.*I,6.813855564861353*^-17+0.*I,1.8707818818332316*^-17+0.*I,5.079898409251639*^-18+0.*I,1.3645607415808503*^-18+0.*I,3.626908159687809*^-19+0.*I,9.540733585064275*^-20+0.*I,2.484392799328799*^-20+0.*I,6.4053093496359915*^-21+0.*I,1.6354072334850265*^-21+0.*I,4.135795100623451*^-22+0.*I,1.0361381554043155*^-22+0.*I,2.5720370554768675*^-23+0.*I,6.3271813150922875*^-24+0.*I,1.5427190624999204*^-24+0.*I,3.728846104987279*^-25+0.*I,8.935900593402635*^-26+0.*I,2.123447099713582*^-26+0.*I,5.0043157203868625*^-27+0.*I,1.16978752430935*^-27+0.*I,2.712597060944997*^-28+0.*I,6.240721237572169*^-29+0.*I,1.4246524468389946*^-29+0.*I,3.2274500290060114*^-30+0.*I,7.256660659260881*^-31+0.*I,1.6195319791396077*^-31+0.*I,3.588103551089982*^-32+0.*I,7.892399597428489*^-33+0.*I,1.7237188828049365*^-33+0.*I,3.7383542232947095*^-34+0.*I,8.051805131179761*^-35+0.*I,1.722446964781451*^-35+0.*I,3.6599752958164995*^-36+0.*I,7.725542276720126*^-37+0.*I,1.62007875676661*^-37+0.*I,3.3754870381532894*^-38+0.*I,6.988207798904154*^-39+0.*I,1.4376699742158222*^-39+0.*I,2.9393460902032832*^-40+0.*I,5.972740404394123*^-41+0.*I,1.2063140844520151*^-41+0.*I,2.4218245278314523*^-42+0.*I,4.833384905327276*^-43+0.*I,9.589958192255822*^-44+0.*I,1.8917692432711514*^-44+0.*I
-0.18483809652505304+0.*I,0.3634479838632306+0.*I,-0.2349127198177862+0.*I,-0.17754188547668462+0.*I,0.23320567577758877+0.*I,0.1805289595479678+0.*I,-0.1574616702229751+0.*I,-0.24425055580821697+0.*I,-0.01154735099390258+0.*I,0.221109075095536+0.*I,0.21559176544666275+0.*I,0.0147659924059374+0.*I,-0.1893033012631155+0.*I,-0.2534807229602223+0.*I,-0.1631774928144622+0.*I,0.00704788090969537+0.*I,0.16890022574424915+0.*I,0.26894921379178677+0.*I,0.29710007083251355+0.*I,0.2712100751002132+0.*I,0.21761391042482928+0.*I,0.1582963766672652+0.*I,0.10633997624340119+0.*I,0.0667922670196552+0.*I,0.03957359998254069+0.*I,0.022265731380989966+0.*I,0.0119590053908946+0.*I,0.006157650107969156+0.*I,0.0030500824237797474+0.*I,0.0014576670281196368+0.*I,0.0006738176554249793+0.*I,0.0003019281028175168+0.*I,0.0001313902094413671+0.*I,0.00005562180078782043+0.*I,0.000022940006874179462+0.*I,9.229644270336836*^-6+0.*I,3.6269253253686645*^-6+0.*I,1.3935575679807841*^-6+0.*I,5.240492476010004*^-7+0.*I,1.9305086913468925*^-7+0.*I,6.972417906652243*^-8+0.*I,2.4708042495684804*^-8+0.*I,8.596919585222698*^-9+0.*I,2.9388747494764663*^-9+0.*I,9.876821751621436*^-10+0.*I,3.265109099118969*^-10+0.*I,1.0623139430330973*^-10+0.*I,3.403287279547935*^-11+0.*I,1.0740822735259725*^-11+0.*I,3.3408761020257297*^-12+0.*I,1.0245821733467349*^-12+0.*I,3.099320742996423*^-13+0.*I,9.250816108055085*^-14+0.*I,2.7254573987144203*^-14+0.*I,7.92845910916303*^-15+0.*I,2.2780603455076155*^-15+0.*I,6.4669426635108965*^-16+0.*I,1.814321532680359*^-16+0.*I,5.0318686154604345*^-17+0.*I,1.3799300918887377*^-17+0.*I,3.742877194659129*^-18+0.*I,1.0043336881999077*^-18+0.*I,2.6666948119286505*^-19+0.*I,7.00787258212363*^-20+0.*I,1.8230877635545865*^-20+0.*I,4.6959636886065175*^-21+0.*I,1.1979026392351488*^-21+0.*I,3.026764266370533*^-22+0.*I,7.576586261728565*^-23+0.*I,1.879235430189736*^-23+0.*I,4.61927157559285*^-24+0.*I,1.1254338146233932*^-24+0.*I,2.718238938424139*^-25+0.*I,6.509404319114185*^-26+0.*I,1.5457646505696768*^-26+0.*I,3.640445047448115*^-27+0.*I,8.504192401912646*^-28+0.*I,1.9707693012904272*^-28+0.*I,4.531243995216552*^-29+0.*I,1.0337872807682887*^-29+0.*I,2.3406069871047638*^-30+0.*I,5.259680121214589*^-31+0.*I,1.1732002634791035*^-31+0.*I,2.597849560412382*^-32+0.*I,5.711241896987433*^-33+0.*I,1.2467121966405321*^-33+0.*I,2.7024900147386206*^-34+0.*I,5.817898916474011*^-35+0.*I,1.243979521679864*^-35+0.*I,2.6420740306231146*^-36+0.*I,5.57442498954084*^-37+0.*I,1.1684661887049854*^-37+0.*I,2.433491700610813*^-38+0.*I,5.0358984422228457*^-39+0.*I,1.0356005196205717*^-39+0.*I,2.1164583204709313*^-40+0.*I,4.298950769749734*^-41+0.*I,8.679262751415985*^-42+0.*I,1.7418163400283512*^-42+0.*I,3.4749762703826742*^-43+0.*I
