0.00017699664199113095+0.*I,0.0007357348161327353+0.*I,0.0021625322422377307+0.*I,0.005189891099113654+0.*I,0.010786598916793686+0.*I,0.020051912895052926+0.*I,0.034028003224323054+0.*I,0.05346181840194326+0.*I,0.0785696853592986+0.*I,0.10886544204291922+0.*I,0.14310220360659268+0.*I,0.17935201486114374+0.*I,0.2152146930703711+0.*I,0.24811700087120964+0.*I,0.27564415402716075+0.*I,0.2958417329498942+0.*I,0.30743671256653987+0.*I,0.3099470790884641+0.*I,0.30367397655556466+0.*I,0.28959233130044354+0.*I,0.26917104488195215+0.*I,0.24416025739307606+0.*I,0.21638139422722094+0.*I,0.18754793118676702+0.*I,0.15913398488562497+0.*I,0.13229676200993867+0.*I,0.10784967034789456+0.*I,0.08627663952602871+0.*I,0.06777514984149095+0.*I,0.052315185376786894+0.*I,0.03970300900955489+0.*I,0.029641409856749398+0.*I,0.021781117025811366+0.*I,0.015760843605557608+0.*I,0.011235600328682855+0.*I,0.007894389334283646+0.*I,0.0054691970612173605+0.*I,0.0037374809766385748+0.*I,0.0025202491306904958+0.*I,0.00167751901312319+0.*I,0.001102538431227992+0.*I,0.0007157446152066039+0.*I,0.0004590814294633439+0.*I,0.0002910125902679816+0.*I,0.00018236509675983114+0.*I,0.00011300346116305486+0.*I,0.0000692578668130697+0.*I,0.00004199295755630131+0.*I,0.000025194870207043793+0.*I,0.000014961335658879887+0.*I,8.795117490656325*^-6+0.*I,5.119326613408879*^-6+0.*I,2.950988028925682*^-6+0.*I,1.6849452515323533*^-6+0.*I,9.53114760206502*^-7+0.*I,5.34219985917663*^-7+0.*I,2.9674430926865943*^-7+0.*I,1.6338088808137892*^-7+0.*I,8.917508597406647*^-8+0.*I,4.82584992456163*^-8+0.*I,2.589729881406695*^-8+0.*I,1.3783065863854822*^-8+0.*I,7.276227474571331*^-9+0.*I,3.81059044548644*^-9+0.*I,1.979969809898711*^-9+0.*I,1.0208411569867762*^-9+0.*I,5.22327010257775*^-10+0.*I,2.6525364721988325*^-10+0.*I,1.337097845065763*^-10+0.*I,6.691060004675692*^-11+0.*I,3.3243151259974404*^-11+0.*I,1.6399450353947148*^-11+0.*I,8.033768727478901*^-12+0.*I,3.908536539145096*^-12+0.*I,1.8886635446513183*^-12+0.*I,9.065259632349805*^-13+0.*I,4.3224475481118774*^-13+0.*I,2.0475789229311555*^-13+0.*I,9.637172444328219*^-14+0.*I,4.507049891844003*^-14+0.*I,2.094612318072892*^-14+0.*I,9.674252644760432*^-15+0.*I,4.4408569089082535*^-15+0.*I,2.0262079484590078*^-15+0.*I,9.189685585323717*^-16+0.*I,4.143310408460092*^-16+0.*I,1.8571822594391666*^-16+0.*I,8.276585031499516*^-17+0.*I,3.667466252857119*^-17+0.*I,1.615948084242927*^-17+0.*I,7.080475598425744*^-18+0.*I,3.0853043774016867*^-18+0.*I,1.3370892056817331*^-18+0.*I,5.763352589281687*^-19+0.*I,2.470970405101734*^-19+0.*I,1.0538092887548054*^-19+0.*I,4.470773694166713*^-20+0.*I,1.886918319193162*^-20+0.*I,7.923122015955162*^-21+0.*I,3.31005361142416*^-21+0.*I
-0.0007357348161327353+0.*I,-0.0028812857840505674+0.*I,-0.007948668914129346+0.*I,-0.017827582117025766+0.*I,-0.03445765811401562+0.*I,-0.059231676441396+0.*I,-0.09232972116922449+0.*I,-0.13219899510935068+0.*I,-0.1753834688224465+0.*I,-0.2168198455080997+0.*I,-0.25058058335198097+0.*I,-0.2709092498303381+0.*I,-0.2733049645967897+0.*I,-0.2553983739383115+0.*I,-0.21742129573412491+0.*I,-0.1621816322395332+0.*I,-0.09457761363383226+0.*I,-0.020785529449441623+0.*I,0.05269038163151793+0.*I,0.11991466772745672+0.*I,0.1762134158971828+0.*I,0.2185779864459789+0.*I,0.24576483868144977+0.*I,0.25813458408215756+0.*I,0.2573096573946909+0.*I,0.24574235078966153+0.*I,0.2262772015776551+0.*I,0.20177094276487442+0.*I,0.17480716911068675+0.*I,0.14751801537102643+0.*I,0.1215056858448574+0.*I,0.09784439425436647+0.*I,0.0771379818546839+0.*I,0.059608746240092464+0.*I,0.04519688374571401+0.*I,0.033655525588203505+0.*I,0.024632126763302356+0.*I,0.017731967922591223+0.*I,0.01256327718899144+0.*I,0.008765885475528637+0.*I,0.006026560105972853+0.*I,0.0040845028478908255+0.*I,0.002730258086955555+0.*I,0.0018007250497361327+0.*I,0.001172308879816597+0.*I,0.0007536125525813472+0.*I,0.00047853755018781183+0.*I,0.00030025283207617205+0.*I,0.00018620639457823224+0.*I,0.00011417321925955064+0.*I,0.00006923331438802765+0.*I,0.00004152982477700335+0.*I,0.000024649402612409002+0.*I,0.000014479582646067178+0.*I,8.419886881000158*^-6+0.*I,4.847857169155557*^-6+0.*I,2.7642376580403194*^-6+0.*I,1.56123318311278*^-6+0.*I,8.735912071833343*^-7+0.*I,4.843672184082472*^-7+0.*I,2.6615954208629516*^-7+0.*I,1.449712972415499*^-7+0.*I,7.828234513878888*^-8+0.*I,4.191350666216404*^-8+0.*I,2.2254439036192884*^-8+0.*I,1.1719622250140572*^-8+0.*I,6.1221580878728855*^-9+0.*I,3.1728317118388494*^-9+0.*I,1.6315364231052392*^-9+0.*I,8.325447285354969*^-10+0.*I,4.2163001922518556*^-10+0.*I,2.1194298330068477*^-10+0.*I,1.057593998069313*^-10+0.*I,5.239365196549768*^-11+0.*I,2.5771757494331104*^-11+0.*I,1.2588083678501056*^-11+0.*I,6.106166913964684*^-12+0.*I,2.94180030554651*^-12+0.*I,1.4077773833536338*^-12+0.*I,6.692228019950709*^-13+0.*I,3.1605452364299883*^-13+0.*I,1.4830143897304222*^-13+0.*I,6.914445068997772*^-14+0.*I,3.203564594157677*^-14+0.*I,1.4750559143952604*^-14+0.*I,6.750191505179448*^-15+0.*I,3.070359545108362*^-15+0.*I,1.3882254602256413*^-15+0.*I,6.239642600139829*^-16+0.*I,2.788167848942758*^-16+0.*I,1.2387036786473148*^-16+0.*I,5.471852325596298*^-17+0.*I,2.4035224025965718*^-17+0.*I,1.0498726643671702*^-17+0.*I,4.560651410035616*^-18+0.*I,1.9703594648169077*^-18+0.*I,8.466781153684328*^-19+0.*I,3.618852374994793*^-19+0.*I,1.5386076587135944*^-19+0.*I,6.507492807235102*^-20+0.*I
0.0021625322422377307+0.*I,0.007948668914129346+0.*I,0.020482095196110002+0.*I,0.04266520313528951+0.*I,0.07606877241826047+0.*I,0.11961627045978289+0.*I,0.16879083210367513+0.*I,0.21583706035566694+0.*I,0.25110351625834304+0.*I,0.26525019018488727+0.*I,0.25170313258892707+0.*I,0.2086151747294021+0.*I,0.13973098642220036+0.*I,0.053894218265214684+0.*I,-0.03665804023102024+0.*I,-0.1187351574553635+0.*I,-0.18072863235611508+0.*I,-0.21464422117620724+0.*I,-0.21722848870625439+0.*I,-0.19006038409590367+0.*I,-0.13873748025210506+0.*I,-0.07146565486452162+0.*I,0.0025689550023744526+0.*I,0.07469873126174947+0.*I,0.13789873613131487+0.*I,0.18742090283238017+0.*I,0.22094409753553265+0.*I,0.23833378773801886+0.*I,0.2411501394348507+0.*I,0.2320487932050045+0.*I,0.21419531830832203+0.*I,0.19077607803470603+0.*I,0.16464728071487925+0.*I,0.13812903728015394+0.*I,0.11292676148343167+0.*I,0.09014904278506439+0.*I,0.07038753068908091+0.*I,0.0538275256951099+0.*I,0.0403648393445281+0.*I,0.029712518850143255+0.*I,0.02148847082102492+0.*I,0.015280904929630525+0.*I,0.010692544505345137+0.*I,0.007366846877050328+0.*I,0.005000402539786064+0.*I,0.003345669317597958+0.*I,0.0022076419371199417+0.*I,0.0014372690409929236+0.*I,0.0009236193254206075+0.*I,0.0005860873201058216+0.*I,0.0003673698483044064+0.*I,0.00022754322592490015+0.*I,0.00013930983682060042+0.*I,0.00008433098684448355+0.*I,0.000050489694887955646+0.*I,0.000029905039065902784+0.*I,0.00001752757440277551+0.*I,0.000010168086000187045+0.*I,5.8397669160836295*^-6+0.*I,3.321122822444993*^-6+0.*I,1.870670514406667*^-6+0.*I,1.043802563091564*^-6+0.*I,5.770721194913418*^-7+0.*I,3.1616294872617484*^-7+0.*I,1.7168652194683778*^-7+0.*I,9.242254547899758*^-8+0.*I,4.9329353972518914*^-8+0.*I,2.6108704014025513*^-8+0.*I,1.3705083130036717*^-8+0.*I,7.1360227501801376*^-9+0.*I,3.686111430384209*^-9+0.*I,1.8891905345589892*^-9+0.*I,9.608011794379787*^-10+0.*I,4.849481168683504*^-10+0.*I,2.429476751715602*^-10+0.*I,1.208192089166638*^-10+0.*I,5.965041163380179*^-11+0.*I,2.924098806803249*^-11+0.*I,1.4233682028271561*^-11+0.*I,6.880708995809943*^-12+0.*I,3.3035632001711322*^-12+0.*I,1.5754588935849306*^-12+0.*I,7.463574858261543*^-13+0.*I,3.5127016095941273*^-13+0.*I,1.642586586566486*^-13+0.*I,7.632116297342664*^-14+0.*I,3.523931269207638*^-14+0.*I,1.61700256366968*^-14+0.*I,7.374438914796*^-15+0.*I,3.3428395622176606*^-15+0.*I,1.5062698866373849*^-15+0.*I,6.747181314468726*^-16+0.*I,3.004727749789531*^-16+0.*I,1.3303965594673298*^-16+0.*I,5.857060214490814*^-17+0.*I,2.5640678204126006*^-17+0.*I,1.1162424903074465*^-17+0.*I,4.832747934613933*^-18+0.*I,2.080956453502094*^-18+0.*I,8.912328644392481*^-19+0.*I
-0.005189891099113654+0.*I,-0.017827582117025766+0.*I,-0.04266520313528951+0.*I,-0.08191071711386393+0.*I,-0.1332929681485517+0.*I,-0.1888643823481531+0.*I,-0.23592050530683417+0.*I,-0.2601580975667079+0.*I,-0.250166365126518+0.*I,-0.20165355946155755+0.*I,-0.11978746114828255+0.*I,-0.01868364457691392+0.*I,0.08188801858444755+0.*I,0.1615317621615082+0.*I,0.2044009567082956+0.*I,0.20298428007296354+0.*I,0.15952604906923473+0.*I,0.0849074435448076+0.*I,-0.004439157459548351+0.*I,-0.09055115824209085+0.*I,-0.157775799937268+0.*I,-0.1955534547046182+0.*I,-0.19969517895780514+0.*I,-0.17215740611124958+0.*I,-0.1196651703228775+0.*I,-0.05171466007962724+0.*I,0.021505396604939248+0.*I,0.09085173229844079+0.*I,0.14938218687224317+0.*I,0.19286913824798688+0.*I,0.21975240183727202+0.*I,0.2306954611223713+0.*I,0.22793277088528333+0.*I,0.21457546195694976+0.*I,0.1939971314220221+0.*I,0.16936838451981698+0.*I,0.14336143429925807+0.*I,0.11801145903066707+0.*I,0.09470143061931513+0.*I,0.07423001220235535+0.*I,0.05692429982707508+0.*I,0.042766701180755755+0.*I,0.03151472505804955+0.*I,0.022801522233991425+0.*I,0.016212340238299684+0.*I,0.011337157597320423+0.*I,0.007802754658230534+0.*I,0.00528877663147273+0.*I,0.003532469344269685+0.*I,0.0023262039808987847+0.*I,0.0015110354745594813+0.*I,0.0009686205467619094+0.*I,0.0006130063855247183+0.*I,0.00038315629699447703+0.*I,0.00023661515746292743+0.*I,0.00014441444017302454+0.*I,0.00008713986711386561+0.*I,0.000051998395033700906+0.*I,0.00003069381784495781+0.*I,0.00001792727319123426+0.*I,0.000010363064691704022+0.*I,5.9302843172692256*^-6+0.*I,3.360266293082134*^-6+0.*I,1.885712826604112*^-6+0.*I,1.0482612449806348*^-6+0.*I,5.773511204508918*^-7+0.*I,3.151139636136416*^-7+0.*I,1.704627912272544*^-7+0.*I,9.141127510684835*^-8+0.*I,4.860142980692586*^-8+0.*I,2.5623914805744817*^-8+0.*I,1.3398447193826929*^-8+0.*I,6.949265606661493*^-9+0.*I,3.5756859654773843*^-9+0.*I,1.8254679090414822*^-9+0.*I,9.247826819210899*^-10+0.*I,4.6495416636050296*^-10+0.*I,2.320267361630299*^-10+0.*I,1.1494075798853607*^-10+0.*I,5.65284743047392*^-11+0.*I,2.760356135899312*^-11+0.*I,1.3384852292819537*^-11+0.*I,6.445508729941565*^-12+0.*I,3.082756030516897*^-12+0.*I,1.4645403463887055*^-12+0.*I,6.91169260840585*^-13+0.*I,3.240618183910913*^-13+0.*I,1.509628379078425*^-13+0.*I,6.987925469553868*^-14+0.*I,3.2143914588946997*^-14+0.*I,1.4694568366836177*^-14+0.*I,6.676622269194765*^-15+0.*I,3.0153110439623614*^-15+0.*I,1.3536778943986998*^-15+0.*I,6.041408450195458*^-16+0.*I,2.6805977029562144*^-16+0.*I,1.1825672123170614*^-16+0.*I,5.187405608260452*^-17+0.*I,2.2627338922532523*^-17+0.*I,9.815302608718135*^-18+0.*I
0.010786598916793686+0.*I,0.03445765811401562+0.*I,0.07606877241826047+0.*I,0.1332929681485517+0.*I,0.1951235709645373+0.*I,0.24350708900334142+0.*I,0.2590232787188494+0.*I,0.22861555064637523+0.*I,0.15202325331163938+0.*I,0.0438644615477405+0.*I,-0.0698776466662351+0.*I,-0.15981319939788033+0.*I,-0.202555963284975+0.*I,-0.18809968770466132+0.*I,-0.12262590668015128+0.*I,-0.02605901017711348+0.*I,0.0744117942661078+0.*I,0.15240090188804326+0.*I,0.18934217166484293+0.*I,0.17852537360374127+0.*I,0.12544052667099775+0.*I,0.04492586163908706+0.*I,-0.04356976502395411+0.*I,-0.12104261097227452+0.*I,-0.1729873415751114+0.*I,-0.19167988122220658+0.*I,-0.1765435536052406+0.*I,-0.13295234267062994+0.*I,-0.0701028111198765+0.*I,0.0013672598505863355+0.*I,0.07146349179983456+0.*I,0.1322904940198527+0.*I,0.17877293574669006+0.*I,0.20871632552976485+0.*I,0.22238860467738414+0.*I,0.22183831187351163+0.*I,0.21014470267706944+0.*I,0.19074337259204333+0.*I,0.1669095827593624+0.*I,0.14142647680230452+0.*I,0.11642522047824976+0.*I,0.09336095318127749+0.*I,0.073080175457159+0.*I,0.0559375630865145+0.*I,0.04192858693884339+0.*I,0.030814848457748158+0.*I,0.022229033025842167+0.*I,0.015754374174913082+0.*I,0.010979023537282405+0.*I,0.00752889205961923+0.*I,0.005083857513241402+0.*I,0.0033823081061916927+0.*I,0.0022183469320569108+0.*I,0.0014350300998701511+0.*I,0.0009160284110954361+0.*I,0.0005772434824633735+0.*I,0.0003592390448276294+0.*I,0.00022087302926466218+0.*I,0.00013421037660251708+0.*I,0.00008062204397951257+0.*I,0.000047893578116654094+0.*I,0.000028143639235810865+0.*I,0.00001636362104502996+0.*I,9.416403591082*^-6+0.*I,5.364159423737803*^-6+0.*I,3.025717473443288*^-6+0.*I,1.6902827711072024*^-6+0.*I,9.353719360583952*^-7+0.*I,5.128481453160948*^-7+0.*I,2.7864699034839186*^-7+0.*I,1.500579725075893*^-7+0.*I,8.010832195125555*^-8+0.*I,4.240153829756952*^-8+0.*I,2.2255618714924764*^-8+0.*I,1.1585579244789213*^-8+0.*I,5.982452194759248*^-9+0.*I,3.064679853674891*^-9+0.*I,1.5577369201155784*^-9+0.*I,7.857110195517281*^-10+0.*I,3.9331989128468813*^-10+0.*I,1.9543215675615743*^-10+0.*I,9.639713155951091*^-11+0.*I,4.7206238778944464*^-11+0.*I,2.2953531471304476*^-11+0.*I,1.1083082166196228*^-11+0.*I,5.3146806461385025*^-12+0.*I,2.5312943543796866*^-12+0.*I,1.1975646038559992*^-12+0.*I,5.628423836382119*^-13+0.*I,2.6281231123320615*^-13+0.*I,1.2193098393107394*^-13+0.*I,5.621202335012933*^-14+0.*I,2.5752974175904662*^-14+0.*I,1.1725837638186288*^-14+0.*I,5.306558964884759*^-15+0.*I,2.3870865132028413*^-15+0.*I,1.0674361581377904*^-15+0.*I,4.745324846940148*^-16+0.*I,2.0973512498315533*^-16+0.*I,9.216959866617543*^-17+0.*I
-0.020051912895052926+0.*I,-0.059231676441396+0.*I,-0.11961627045978289+0.*I,-0.1888643823481531+0.*I,-0.24350708900334142+0.*I,-0.25754765336557855+0.*I,-0.21476663119801687+0.*I,-0.11850789501572602+0.*I,0.006572389497375221+0.*I,0.12241808601706633+0.*I,0.19193383555363328+0.*I,0.19344188975692622+0.*I,0.12896295946007805+0.*I,0.023059112069271324+0.*I,-0.08679367624405511+0.*I,-0.1639515054968176+0.*I,-0.18494471664326678+0.*I,-0.14609941644866972+0.*I,-0.06282014304807584+0.*I,0.03722337015309034+0.*I,0.12386116319501789+0.*I,0.17356096312860347+0.*I,0.1752319629133292+0.*I,0.13156727604514407+0.*I,0.05638638838417296+0.*I,-0.030485210596725692+0.*I,-0.10890904323270151+0.*I,-0.16309635663695057+0.*I,-0.1843039746071371+0.*I,-0.1713716146612842+0.*I,-0.12949906119257296+0.*I,-0.06798077592954252+0.*I,0.002338738234204749+0.*I,0.07127958478208088+0.*I,0.1308528933956223+0.*I,0.1759952224443732+0.*I,0.20460294800408627+0.*I,0.21707008782321047+0.*I,0.215564069839495+0.*I,0.20324618554821236+0.*I,0.18358404034960263+0.*I,0.15983632417198995+0.*I,0.13473224022372143+0.*I,0.11032715602746+0.*I,0.08799384085924275+0.*I,0.06850202736955646+0.*I,0.052143062429878526+0.*I,0.03886609008637107+0.*I,0.028403519463581717+0.*I,0.020373831189032528+0.*I,0.014357732551204245+0.*I,0.009948945500987145+0.*I,0.006783785964822699+0.*I,0.004554743211371719+0.*I,0.003013125125015018+0.*I,0.0019650469438625127+0.*I,0.001264013277215097+0.*I,0.0008023353237004507+0.*I,0.000502774000070311+0.*I,0.0003111542028559084+0.*I,0.00019025045382495468+0.*I,0.0001149670283859965+0.*I,0.00006868457696181363+0.*I,0.00004058032523041655+0.*I,0.000023717363518386888+0.*I,0.000013716048116374738+0.*I,7.850800507925285*^-6+0.*I,4.448626921094983*^-6+0.*I,2.4961143624581135*^-6+0.*I,1.387151222665185*^-6+0.*I,7.636490085900463*^-7+0.*I,4.165431782989875*^-7+0.*I,2.2516672068981605*^-7+0.*I,1.2064362783079099*^-7+0.*I,6.408188511670021*^-8+0.*I,3.374958454113129*^-8+0.*I,1.7626759040164905*^-8+0.*I,9.130893343945176*^-9+0.*I,4.691958353110186*^-9+0.*I,2.3919715098322518*^-9+0.*I,1.2099779707811328*^-9+0.*I,6.074003366585922*^-10+0.*I,3.026238705065818*^-10+0.*I,1.4966302117166594*^-10+0.*I,7.347841779421379*^-11+0.*I,3.581691162358482*^-11+0.*I,1.733592438324767*^-11+0.*I,8.33263488790044*^-12+0.*I,3.9777609608076046*^-12+0.*I,1.8860756557836597*^-12+0.*I,8.883527388099185*^-13+0.*I,4.1567915534742425*^-13+0.*I,1.9324883255641959*^-13+0.*I,8.926877393448475*^-14+0.*I,4.097731157752015*^-14+0.*I,1.869324331316789*^-14+0.*I,8.475362281461025*^-15+0.*I,3.8194291606057316*^-15+0.*I,1.7109545498025855*^-15+0.*I,7.619223059964184*^-16+0.*I
0.034028003224323054+0.*I,0.09232972116922449+0.*I,0.16879083210367513+0.*I,0.23592050530683417+0.*I,0.2590232787188494+0.*I,0.21476663119801687+0.*I,0.1069103241417011+0.*I,-0.030867126126073504+0.*I,-0.14799444468498277+0.*I,-0.19969342412375451+0.*I,-0.1676697596763304+0.*I,-0.06839034827656443+0.*I,0.05471859968043479+0.*I,0.15069713014564826+0.*I,0.18251184172501125+0.*I,0.1409920930507484+0.*I,0.0461186394069517+0.*I,-0.06337831409874113+0.*I,-0.14644612072032323+0.*I,-0.17495715044080773+0.*I,-0.14223155473710725+0.*I,-0.06280913171714925+0.*I,0.03497611318847541+0.*I,0.11981585398717765+0.*I,0.16744711240377652+0.*I,0.1668314943727296+0.*I,0.1213581150891336+0.*I,0.045742792108020756+0.*I,-0.039565408245447214+0.*I,-0.11437256384388764+0.*I,-0.16343927329690994+0.*I,-0.17899222608826884+0.*I,-0.16096370507186272+0.*I,-0.11547629759454585+0.*I,-0.052377402426143436+0.*I,0.017376686161587808+0.*I,0.08388823791137988+0.*I,0.1397189449084096+0.*I,0.18046984745328645+0.*I,0.20467486462337936+0.*I,0.2132381291421739+0.*I,0.20865902583434845+0.*I,0.1942471771787782+0.*I,0.17346203197331928+0.*I,0.14944221087260506+0.*I,0.12473343492276817+0.*I,0.10118698985504945+0.*I,0.07998291183007071+0.*I,0.061729262579184825+0.*I,0.0465955207723226+0.*I,0.03444917902862079+0.*I,0.024976309519664164+0.*I,0.01777684917890364+0.*I,0.012432660708100883+0.*I,0.008550970265499069+0.*I,0.005788013797710194+0.*I,0.003858292904661121+0.*I,0.00253439124822518+0.*I,0.00164135674996755+0.*I,0.001048578820395006+0.*I,0.0006611018463990899+0.*I,0.00041151906797827134+0.*I,0.000253009881571594+0.*I,0.00015369884284482417+0.*I,0.0000922865312748071+0.*I,0.00005478733001782506+0.*I,0.00003216821314202047+0.*I,0.000018685377526895702+0.*I,0.000010740415351478082+0.*I,6.110746446730537*^-6+0.*I,3.4421146004837075*^-6+0.*I,1.920051148061685*^-6+0.*I,1.0608410155590058*^-6+0.*I,5.806667147368072*^-7+0.*I,3.1493983480499726*^-7+0.*I,1.6929078907944217*^-7+0.*I,9.020312333106183*^-8+0.*I,4.765038704957836*^-8+0.*I,2.4959672568590508*^-8+0.*I,1.2966029423884752*^-8+0.*I,6.680918011881588*^-9+0.*I,3.414987387168258*^-9+0.*I,1.7319138972555095*^-9+0.*I,8.715772383706892*^-10+0.*I,4.352952143353761*^-10+0.*I,2.1578158441733535*^-10+0.*I,1.0618165558248178*^-10+0.*I,5.1872790566073885*^-11+0.*I,2.5161320172844168*^-11+0.*I,1.2119313449640023*^-11+0.*I,5.7972091250878265*^-12+0.*I,2.754231268603682*^-12+0.*I,1.2997657672061932*^-12+0.*I,6.093327190703616*^-13+0.*I,2.837976786823468*^-13+0.*I,1.3133097026002607*^-13+0.*I,6.039032275192958*^-14+0.*I,2.7596008155876195*^-14+0.*I,1.25325572389771*^-14+0.*I,5.656951614508159*^-15+0.*I
-0.05346181840194326+0.*I,-0.13219899510935068+0.*I,-0.21583706035566694+0.*I,-0.2601580975667079+0.*I,-0.22861555064637523+0.*I,-0.11850789501572602+0.*I,0.030867126126073504+0.*I,0.15540604928499874+0.*I,0.19951756388634562+0.*I,0.14593089141469956+0.*I,0.024748747825934753+0.*I,-0.10273624174184458+0.*I,-0.17551305649615648+0.*I,-0.16219325059340978+0.*I,-0.07362869557730618+0.*I,0.0456555513457864+0.*I,0.14070244155194733+0.*I,0.17144516489847816+0.*I,0.12845191711226847+0.*I,0.03360605813246433+0.*I,-0.07226979839990628+0.*I,-0.14767207248301267+0.*I,-0.16630009525357967+0.*I,-0.12484458681030332+0.*I,-0.041222385754518996+0.*I,0.05433426557594453+0.*I,0.1308584595657977+0.*I,0.16647553785663993+0.*I,0.15364728840633887+0.*I,0.09916068460108769+0.*I,0.020007770025577708+0.*I,-0.06272749632641736+0.*I,-0.12980940132179347+0.*I,-0.16806468545523343+0.*I,-0.17220657734345748+0.*I,-0.14442015970985933+0.*I,-0.09239123208241994+0.*I,-0.02664939466221214+0.*I,0.04199687177617388+0.*I,0.1044115286108419+0.*I,0.15424543508013613+0.*I,0.18824221341680095+0.*I,0.20592399142768994+0.*I,0.20890915748053934+0.*I,0.20010181629390236+0.*I,0.18293491260436828+0.*I,0.16077550181453773+0.*I,0.13653296271453866+0.*I,0.11246081634442993+0.*I,0.09011347612358135+0.*I,0.0704082345537275+0.*I,0.053744848714621+0.*I,0.040144516535922554+0.*I,0.029382077631861837+0.*I,0.02109668596747617+0.*I,0.014875258540195632+0.*I,0.010309163331723013+0.*I,0.007028092212353631+0.*I,0.004716468121668315+0.*I,0.003117752047242795+0.*I,0.0020312591219641993+0.*I,0.0013050278853618902+0.*I,0.0008272129713295849+0.*I,0.0005175514841953519+0.*I,0.000319749101867608+0.*I,0.0001951428011669286+0.*I,0.00011768998107782009+0.*I,0.00007016430604428634+0.*I,0.00004136371555829738+0.*I,0.000024120031973991278+0.*I,0.000013915927984831244+0.*I,7.945779637154387*^-6+0.*I,4.491162560061347*^-6+0.*I,2.513512896194735*^-6+0.*I,1.3931583883537676*^-6+0.*I,7.649077336776348*^-7+0.*I,4.160969305002482*^-7+0.*I,2.243058002241431*^-7+0.*I,1.1984691675410892*^-7+0.*I,6.347897629360764*^-8+0.*I,3.3336706490637536*^-8+0.*I,1.736101781127717*^-8+0.*I,8.967151773081742*^-9+0.*I,4.594361522738517*^-9+0.*I,2.3353344027199086*^-9+0.*I,1.1778388090096022*^-9+0.*I,5.895123530788421*^-10+0.*I,2.9283672475077884*^-10+0.*I,1.4438999516394847*^-10+0.*I,7.067715973017472*^-11+0.*I,3.434798323934367*^-11+0.*I,1.6574927808848886*^-11+0.*I,7.94285815383801*^-12+0.*I,3.780260621339302*^-12+0.*I,1.7870226214379366*^-12+0.*I,8.391584664605822*^-13+0.*I,3.91475421996631*^-13+0.*I,1.8144765345208966*^-13+0.*I,8.356475146312143*^-14+0.*I,3.8243468840753006*^-14+0.*I
0.0785696853592986+0.*I,0.1753834688224465+0.*I,0.25110351625834304+0.*I,0.250166365126518+0.*I,0.15202325331163938+0.*I,-0.006572389497375221+0.*I,-0.14799444468498277+0.*I,-0.19951756388634562+0.*I,-0.13781316186016704+0.*I,-0.002845701529319216+0.*I,0.1267839197450604+0.*I,0.18000588206233253+0.*I,0.1321155154298955+0.*I,0.014629741480537162+0.*I,-0.10635374587920098+0.*I,-0.16791751811018704+0.*I,-0.1422153904196333+0.*I,-0.04685556790143885+0.*I,0.06838953117423369+0.*I,0.14856885505227552+0.*I,0.1593465091254204+0.*I,0.09993449042765902+0.*I,-0.0004849740634838702+0.*I,-0.09849879524176627+0.*I,-0.1556550552493524+0.*I,-0.1527234408390628+0.*I,-0.09436247958668753+0.*I,-0.004256950968901167+0.*I,0.08564084372765202+0.*I,0.14680510456888562+0.*I,0.16261959897199638+0.*I,0.13157224109472154+0.*I,0.06531823810135+0.*I,-0.01664937197166379+0.*I,-0.09339236206875391+0.*I,-0.1479500972072788+0.*I,-0.17057947128798118+0.*I,-0.1595298119853351+0.*I,-0.1198013377608448+0.*I,-0.060720891116710494+0.*I,0.006785845434026325+0.*I,0.07253946238267539+0.*I,0.128682735649515+0.*I,0.1703936508498697+0.*I,0.19585754981566594+0.*I,0.20573446221881572+0.*I,0.20238022568805913+0.*I,0.18903962797163468+0.*I,0.16915905439697446+0.*I,0.14589185272999078+0.*I,0.1218088553529311+0.*I,0.098786439806123+0.*I,0.07802498491857023+0.*I,0.0601471648540882+0.*I,0.0453323202605334+0.*I,0.03345468601874298+0.*I,0.024205464693465715+0.*I,0.017189162763779117+0.*I,0.011992202044796093+0.*I,0.008226512940903463+0.*I,0.005553093743831543+0.*I,0.0036910749693924113+0.*I,0.0024173376989794723+0.*I,0.0015607457132895766+0.*I,0.0009939402360229737+0.*I,0.0006246352902974366+0.*I,0.0003875429904511687+0.*I,0.00023747365891811515+0.*I,0.00014377253039604153+0.*I,0.00008603061865700864+0.*I,0.00005089659711713143+0.*I,0.000029779410796455494+0.*I,0.000017236941846991947+0.*I,9.872769075914625*^-6+0.*I,5.5971082122457114*^-6+0.*I,3.1415191383150176*^-6+0.*I,1.7460908234901548*^-6+0.*I,9.61257756201515*^-7+0.*I,5.242626826934318*^-7+0.*I,2.8332178380226216*^-7+0.*I,1.5174515477908207*^-7+0.*I,8.0562285265057*^-8+0.*I,4.2403882212367904*^-8+0.*I,2.2131354684453895*^-8+0.*I,1.145532944202318*^-8+0.*I,5.8812585100827795*^-9+0.*I,2.9954312104672496*^-9+0.*I,1.5136856177342509*^-9+0.*I,7.590280701747076*^-10+0.*I,3.777306439776311*^-10+0.*I,1.865791927066378*^-10+0.*I,9.148571186558667*^-11+0.*I,4.453516416508562*^-11+0.*I,2.152590931334511*^-11+0.*I,1.0331798676792278*^-11+0.*I,4.9248399658682175*^-12+0.*I,2.3316018310100598*^-12+0.*I,1.0964924914554423*^-12+0.*I,5.122565942036696*^-13+0.*I,2.3776089698154217*^-13+0.*I
