0.08685971328285738+0.*I,0.-0.1920154130781112*I,-0.3001503074560157+0.*I,0.+0.38308563289389796*I,0.42343189531877595+0.*I,0.-0.41861642623159573*I,-0.3777968565292859+0.*I,0.+0.3156654275476734*I,0.24671736922787052+0.*I,0.-0.18180095917641034*I,-0.12709072865996277+0.*I,0.+0.08471010627012449*I,0.0540582899082244+0.*I,0.-0.03314425993907431*I,-0.019582223721475223+0.*I,0.+0.01117722717292737*I,0.006177201753154737+0.*I,0.-0.003311959556389371*I,-0.0017257046594965674+0.*I,0.+0.0008752001243877414*I,0.00043262346596826775+0.*I,0.-0.00020869792181732233*I,-0.00009836135062185306+0.*I,0.+0.000045339660617210086*I,0.000020459279884791364+0.*I,0.-9.045613737097694*^-6*I,-3.92165210487752*^-6+0.*I,0.+1.6684180572948881*^-6*I,6.97017312720049*^-7+0.*I,0.-2.861292561868063*^-7*I,-1.1548334052339233*^-7+0.*I,0.+4.585177900465577*^-8*I,1.7918386530843416*^-8+0.*I,0.-6.8954026331284594*^-9*I,-2.6141943477649884*^-9+0.*I,0.+9.768357571453187*^-10*I,3.599050974048177*^-10+0.*I,0.-1.3079912391706407*^-10*I,-4.690625241502402*^-11+0.*I,0.+1.6604130277629103*^-11*I,5.803685044645905*^-12+0.*I,0.-2.00368573895859*^-12*I,-6.834750436692757*^-13+0.*I,0.+2.304125514599785*^-13*I,7.678873166416108*^-14+0.*I,0.-2.5305151217535694*^-14*I,-8.247982304346583*^-15+0.*I,0.+2.6596010210940068*^-15*I,8.486206036623583*^-16+0.*I,0.-2.67999035620944*^-16*I,-8.378493335513662*^-17+0.*I,0.+2.593573379773657*^-17*I,7.950868443694713*^-18+0.*I,0.-2.4143172216809293*^-18*I,-7.262985077027223*^-19+0.*I,0.+2.1649681248499867*^-19*I,6.395510149963468*^-20+0.*I,0.-1.872645037934923*^-20*I,-5.435746148787207*^-21+0.*I,0.+1.564410998158455*^-21*I,4.464706707202726*^-22+0.*I,0.-1.2637050374839382*^-22*I,-3.5478689647044255*^-23+0.*I,0.+9.881320735126562*^-24*I,2.7305033182268813*^-24+0.*I,0.-7.486929261034905*^-25*I,-2.037274088174386*^-25+0.*I,0.+5.502116219292982*^-26*I,1.475003336546829*^-26+0.*I,0.-3.925420234486852*^-27*I,-1.037181677994463*^-27+0.*I,0.+2.7210928513299085*^-28*I,7.089160559650764*^-29+0.*I,0.-1.8342185531904665*^-29*I,-4.7136021324422566*^-30+0.*I,0.+1.2032060013007165*^-30*I,3.051061015010699*^-31+0.*I,0.-7.686404393295508*^-32*I,-1.9239493196342307*^-32+0.*I,0.+4.785174520123269*^-33*I,1.1826888093777124*^-33+0.*I,0.-2.9049969286042073*^-34*I,-7.09179953495964*^-35+0.*I,0.+1.7208186495204127*^-35*I,4.150621778867369*^-36+0.*I,0.-9.952252754841947*^-37*I,-2.372410682991131*^-37+0.*I,0.+5.622739253052904*^-38*I,1.3250257173353717*^-38+0.*I,0.-3.104895612792072*^-39*I,-7.235081846844858*^-40+0.*I,0.+1.676642427283785*^-40*I,3.864241297464094*^-41+0.*I,0.-8.858097633104286*^-42*I,-2.019734274323235*^-42+0.*I,0.+4.580892836768979*^-43*I,1.0335517226403407*^-43+0.*I,0.-2.3198721300235874*^-44*I,-5.18046458520463*^-45+0.*I,0.+1.150982740619997*^-45*I
0.-0.1920154130781112*I,-0.33761692227189444+0.*I,0.+0.39197297846217366*I,0.32698820821631297+0.*I,0.-0.16988351976407767*I,0.02141297685014383+0.*I,0.-0.1902244234228231*I,-0.3017344292083104+0.*I,0.+0.34743378009121145*I,0.338255935627689+0.*I,0.-0.29395347335161043*I,-0.23424885191529868+0.*I,0.+0.17394108725118967*I,0.12163996409108328+0.*I,0.-0.08072525033266827*I,-0.05113281934236239+0.*I,0.+0.031053349612942267*I,0.0181477104966761+0.*I,0.-0.010236545470450758*I,-0.005587421260009567+0.*I,0.+0.0029576399199866513*I,0.001521174151099477+0.*I,0.-0.0007614386478900545*I,-0.00037149487354284325+0.*I,0.+0.00017688999856076503*I,0.0000822998188156642+0.*I,0.-0.0000374544064273837*I,-0.000016689233147844247+0.*I,0.+7.28758532427483*^-6*I,3.1210247962163733*^-6+0.*I,0.-1.3119025786424018*^-6*I,-5.41622326875658*^-7+0.*I,0.+2.1976575851016173*^-7*I,8.769005246571955*^-8+0.*I,0.-3.4427722775105596*^-8*I,-1.3306351745476737*^-8+0.*I,0.+5.065394532913364*^-9*I,1.9000676817433833*^-9+0.*I,0.-7.026071907014853*^-10*I,-2.5622372531752017*^-10+0.*I,0.+9.218389176761913*^-11*I,3.27322918439453*^-11+0.*I,0.-1.1474451573862023*^-11*I,-3.972486759641303*^-12+0.*I,0.+1.358631845452434*^-12*I,4.591739340381081*^-13+0.*I,0.-1.5339457985471595*^-13*I,-5.0665901821248094*^-14+0.*I,0.+1.6550263136241128*^-14*I,5.347895280269659*^-15+0.*I,0.-1.70982116773199*^-15*I,-5.410095772295202*^-16+0.*I,0.+1.6944874146762545*^-16*I,5.254601375086112*^-17+0.*I,0.-1.613595247778415*^-17*I,-4.907777738108768*^-18+0.*I,0.+1.478732195370629*^-18*I,4.414530182829458*^-19+0.*I,0.-1.3059992828091806*^-19*I,-3.8294411472711106*^-20+0.*I,0.+1.1130890299037675*^-20*I,3.2076879296544095*^-21+0.*I,0.-9.166117896876642*^-22*I,-2.597593423997473*^-22+0.*I,0.+7.301441053643801*^-23*I,2.0358932240820238*^-23+0.*I,0.-5.6320424624764084*^-24*I,-1.545948819375754*^-24+0.*I,0.+4.211091373396098*^-25*I,1.138452946301215*^-25+0.*I,0.-3.054958838422962*^-26*I,-8.137912940217842*^-27+0.*I,0.+2.152208147014434*^-27*I,5.651502050054342*^-28+0.*I,0.-1.4736537642276603*^-28*I,-3.8161138573273236*^-29+0.*I,0.+9.814827487680292*^-30*I,2.507376571948496*^-30+0.*I,0.-6.363132937791488*^-31*I,-1.6042606572372227*^-31+0.*I,0.+4.0185404809037435*^-32*I,1.0002009523284504*^-32+0.*I,0.-2.473812561279556*^-33*I,-6.0805260923301475*^-34+0.*I,0.+1.485401107020284*^-34*I,3.6066758856806154*^-35+0.*I,0.-8.704885318615993*^-36*I,-2.0885389408502938*^-36+0.*I,0.+4.981681694898647*^-37*I,1.1813887486018597*^-37+0.*I,0.-2.785621116231684*^-38*I,-6.53118319460392*^-39+0.*I,0.+1.522754521237783*^-39*I,3.5307188497156796*^-40+0.*I,0.-8.141754090249513*^-41*I,-1.8673264865692922*^-41+0.*I,0.+4.2598590993122826*^-42*I,9.666464117780786*^-43+0.*I,0.-2.1820349037511376*^-43*I,-4.90005652222606*^-44+0.*I
-0.3001503074560157+0.*I,0.+0.39197297846217366*I,0.27509852652393596+0.*I,0.-0.0310671313728191*I,0.19687648341046482+0.*I,0.-0.3020812821947438*I,-0.26026234493708184+0.*I,0.+0.11578108625490144*I,-0.060375185657335045+0.*I,0.+0.20827108817079723*I,0.29686772854567367+0.*I,0.-0.3232141835399101*I,-0.30189286813213434+0.*I,0.+0.25332209311133586*I,0.19564282474275885+0.*I,0.-0.1411465596066362*I,-0.09608418098724883+0.*I,0.+0.062167566533425964*I,0.03844180002923907+0.*I,0.-0.022817133417091517*I,-0.013045720799766437+0.*I,0.+0.007206014120156336*I,0.003854915468312284+0.*I,0.-0.002001459137710599*I,-0.0010103890871249906+0.*I,0.+0.0004967530194794747*I,0.00023818908538224422+0.*I,0.-0.00011152837881071173*I,-0.00005105374980277338+0.*I,0.+0.00002287164525806755*I,0.000010036966878764805+0.*I,0.-4.31832468690634*^-6*I,-1.8229608431584823*^-6+0.*I,0.+7.556193795899114*^-7*I,3.077394001605504*^-7+0.*I,0.-1.2322157549897063*^-7*I,-4.8536060533562827*^-8+0.*I,0.+1.8816980895232344*^-8*I,7.183917404627734*^-9+0.*I,0.-2.702111341888213*^-9*I,-1.0017694050169352*^-9+0.*I,0.+3.6621459862214146*^-10*I,1.3206183153875525*^-10+0.*I,0.-4.699522122841829*^-11*I,-1.650885912537931*^-11+0.*I,0.+5.726795582353677*^-12*I,1.9623409600452774*^-12+0.*I,0.-6.64409037330643*^-13*I,-2.2234054789924112*^-13+0.*I,0.+7.356002115518335*^-14*I,2.4066756847419914*^-14+0.*I,0.-7.788490557558888*^-15*I,-2.4937433428456946*^-15+0.*I,0.+7.901530965224761*^-16*I,2.478140636721673*^-16+0.*I,0.-7.6946019736748*^-17*I,-2.365802764559065*^-17+0.*I,0.+7.20420914434332*^-18*I,2.173149018089345*^-18+0.*I,0.-6.49478985147437*^-19*I,-1.9234779673199708*^-19+0.*I,0.+5.645822988075936*^-20*I,1.642684207043664*^-20+0.*I,0.-4.738426180915044*^-21*I,-1.3552877262005145*^-21+0.*I,0.+3.844219679501569*^-22*I,1.0814939300972424*^-22+0.*I,0.-3.018124120219558*^-23*I,-8.356093347493025*^-24+0.*I,0.+2.2954980219702825*^-24*I,6.257640318325313*^-25+0.*I,0.-1.6929934147600187*^-25*I,-4.5463237621819994*^-26+0.*I,0.+1.2119196286363669*^-26*I,3.2073192172587237*^-27+0.*I,0.-8.427730800932704*^-28*I,-2.1989893710093448*^-28+0.*I,0.+5.697997884759573*^-29*I,1.4663903860405934*^-29+0.*I,0.-3.748395853049869*^-30*I,-9.51807415936121*^-31+0.*I,0.+2.4010363533953916*^-31*I,6.017715127279423*^-32+0.*I,0.-1.498594072006022*^-32*I,-3.708439723148241*^-33+0.*I,0.+9.119850271609162*^-34*I,2.2289844836302838*^-34+0.*I,0.-5.414794677686067*^-35*I,-1.3075084809744107*^-35+0.*I,0.+3.138526529866348*^-36*I,7.4895602323389325*^-37+0.*I,0.-1.7769115002505553*^-37*I,-4.1916334658631895*^-38+0.*I,0.+9.831894502337282*^-39*I,2.2932704636444923*^-39+0.*I,0.-5.319424250041424*^-40*I,-1.2271334383046617*^-40+0.*I,0.+2.815546531117901*^-41*I,6.425438489046272*^-42+0.*I,0.-1.4586020406605933*^-42*I
0.+0.38308563289389796*I,0.32698820821631297+0.*I,0.-0.0310671313728191*I,0.23544715389991053+0.*I,0.-0.28714917865916456*I,-0.1313837132011359+0.*I,0.-0.09503132428274523*I,-0.24978443426771207+0.*I,0.+0.26612733504265956*I,0.1612461344058612+0.*I,0.+0.0013532076361780327*I,0.1559360718661741+0.*I,0.-0.26111868195980575*I,-0.3051219283025608+0.*I,0.+0.2975368550313278*I,0.25732351656970887+0.*I,0.-0.20333056152993167*I,-0.14938084925165743+0.*I,0.+0.1032150610723777*I,0.06762127929533611+0.*I,0.-0.04226316673138934*I,-0.02531860596606819+0.*I,0.+0.014593901126767462*I,0.008119289999712944+0.*I,0.-0.0043714089456107896*I,-0.0022827298968415527+0.*I,0.+0.0011583975509128369*I,0.0005722221759618861+0.*I,0.-0.0002755642788944278*I,-0.00012954118876920957+0.*I,0.+0.00005951618510315503*I,0.000026752802021785648+0.*I,0.-0.000011776921392786879*I,-5.081670555069572*^-6+0.*I,0.+2.151022197351166*^-6*I,8.938609057484238*^-7+0.*I,0.-3.6490487089423876*^-7*I,-1.464366921069341*^-7+0.*I,0.+5.780120120221025*^-8*I,2.2453243686449004*^-8+0.*I,0.-8.588144606330036*^-9*I,-3.235982396003426*^-9+0.*I,0.+1.2016973725258756*^-9*I,4.399974297360249*^-10+0.*I,0.-1.5890752929533529*^-10*I,-5.6629354838727515*^-11+0.*I,0.+1.9920311261397907*^-11*I,6.9191756276710336*^-12+0.*I,0.-2.373860096478015*^-12*I,-8.046930410815752*^-13+0.*I,0.+2.695908227354048*^-13*I,8.928923156163241*^-14+0.*I,0.-2.924327579908371*^-14*I,-9.473153307007699*^-15+0.*I,0.+3.036047453213932*^-15*I,9.628692500495933*^-16+0.*I,0.-3.022497612789308*^-16*I,-9.392812848038043*^-17+0.*I,0.+2.8903064203699485*^-17*I,8.808350841866193*^-18+0.*I,0.-2.6590623962316755*^-18*I,-7.952859021422676*^-19+0.*I,0.+2.356967462113126*^-19*I,6.922953396338404*^-20+0.*I,0.-2.0156082185735102*^-20*I,-5.8178784268572164*^-21+0.*I,0.+1.6650664190169444*^-21*I,4.725733916581571*^-22+0.*I,0.-1.3302646168207968*^-22*I,-3.7144642734970985*^-23+0.*I,0.+1.0289638338705757*^-23*I,2.8281629019922854*^-24+0.*I,0.-7.713686957382565*^-25*I,-2.0879694225904254*^-25+0.*I,0.+5.60971105177408*^-26*I,1.496095414706024*^-26+0.*I,0.-3.9612050200303846*^-27*I,-1.0413338960361025*^-27+0.*I,0.+2.718262981016417*^-28*I,7.046518513116787*^-29+0.*I,0.-1.8141829110965852*^-29*I,-4.639289104302737*^-30+0.*I,0.+1.1784879311105332*^-30*I,2.9739973109654565*^-31+0.*I,0.-7.456501610231838*^-32*I,-1.8575699789133507*^-32+0.*I,0.+4.598394760149168*^-33*I,1.1312351705016265*^-33+0.*I,0.-2.7657877001735037*^-34*I,-6.721047430211911*^-35+0.*I,0.+1.6234515734142415*^-35*I,3.898138673042229*^-36+0.*I,0.-9.305106833826146*^-37*I,-2.2083170305229852*^-37+0.*I,0.+5.210826487006641*^-38*I,1.2226028919010564*^-38+0.*I,0.-2.852500174893265*^-39*I,-6.618424340888251*^-40+0.*I,0.+1.527210197319411*^-40*I,3.504970170286221*^-41+0.*I
0.42343189531877595+0.*I,0.-0.16988351976407767*I,0.19687648341046482+0.*I,0.-0.28714917865916456*I,-0.08194433906833573+0.*I,0.-0.1758216042309812*I,-0.2659514737871162+0.*I,0.+0.15037689915439684*I,-0.05909288846484337+0.*I,0.+0.2209625584729773*I,0.2564482506567422+0.*I,0.-0.17011508915447157*I,-0.018530286652964814+0.*I,0.-0.13348128063536435*I,-0.24195766761436283+0.*I,0.+0.2917530254258893*I,0.28990186482167024+0.*I,0.-0.2540631741468505*I,-0.20279904840762591+0.*I,0.+0.15020891375788228*I,0.10449148868801289+0.*I,0.-0.06885193969450275*I,-0.04324647548123253+0.*I,0.+0.02602053862003968*I,0.015056315448031888+0.*I,0.-0.008405377240001493*I,-0.0045394431199981536+0.*I,0.+0.002377116977442047*I,0.0012093710911418975+0.*I,0.-0.0005987951686344186*I,-0.00028897877551723567+0.*I,0.+0.00013611566218175894*I,0.00006265109387533018+0.*I,0.-0.000028209763461676424*I,-0.000012437922197615064+0.*I,0.+5.3748078693675795*^-6*I,2.2782463667625235*^-6+0.*I,0.-9.479555543375254*^-7*I,-3.874594217176059*^-7+0.*I,0.+1.55666192141449*^-7*I,6.151075000557514*^-8+0.*I,0.-2.391868505267954*^-8*I,-9.157522259365872*^-9+0.*I,0.+3.4536907269820953*^-9*I,1.2836628441332018*^-9+0.*I,0.-4.703985447472798*^-10*I,-1.7002118363474326*^-10+0.*I,0.+6.063548928082347*^-11*I,2.1344854386223884*^-11+0.*I,0.-7.419067690186985*^-12*I,-2.5470356251101434*^-12+0.*I,0.+8.639386831022876*^-13*I,2.8961374929115424*^-13+0.*I,0.-9.597627268152616*^-14*I,-3.145078632280227*^-14+0.*I,0.+1.0193687420510013*^-14*I,3.268644385469241*^-15+0.*I,0.-1.0371472664914125*^-15*I,-3.2572054633101044*^-16+0.*I,0.+1.0126828527754129*^-16*I,3.117548346670159*^-17+0.*I,0.-9.504925852748109*^-18*I,-2.8705235949443526*^-18+0.*I,0.+8.588717316570457*^-19*I,2.5463923174106827*^-19+0.*I,0.-7.482115231148056*^-20*I,-2.1791904047734427*^-20+0.*I,0.+6.29223358320735*^-21*I,1.8014333109173467*^-21+0.*I,0.-5.114437046778856*^-22*I,-1.4401385433197795*^-22+0.*I,0.+4.022499419412932*^-23*I,1.1146270388176557*^-23+0.*I,0.-3.0645012489541716*^-24*I,-8.360643941772642*^-25+0.*I,0.+2.263709844563617*^-25*I,6.08348913652251*^-26+0.*I,0.-1.6228710169145474*^-26*I,-4.297951156609055*^-27+0.*I,0.+1.1301359724088535*^-27*I,2.9507737643313923*^-28+0.*I,0.-7.65103357986677*^-29*I,-1.9702669496736583*^-29+0.*I,0.+5.039546384981865*^-30*I,1.2804386374024374*^-30+0.*I,0.-3.2319566330978183*^-31*I,-8.104928266766177*^-32+0.*I,0.+2.0195109557573552*^-32*I,5.000255454167946*^-33+0.*I,0.-1.2303304229962698*^-33*I,-3.0086295060093654*^-34+0.*I,0.+7.312501745589491*^-35*I,1.766630503047236*^-35+0.*I,0.-4.242670514348335*^-36*I,-1.012925134481208*^-36+0.*I,0.+2.4043060649071035*^-37*I,5.674214172704643*^-38+0.*I,0.-1.3315387168500702*^-38*I,-3.1071474411670644*^-39+0.*I,0.+7.210363727420838*^-40*I
0.-0.41861642623159573*I,0.02141297685014383+0.*I,0.-0.3020812821947438*I,-0.1313837132011359+0.*I,0.-0.1758216042309812*I,-0.25576641631660024+0.*I,0.+0.07032402955361688*I,-0.16601128600080678+0.*I,0.+0.2486342595267475*I,0.13916823771286901+0.*I,0.+0.05895644790036881*I,0.21219376632999598+0.*I,0.-0.24522161148168886*I,-0.161842457397786+0.*I,0.+0.01584910623858228*I,-0.13064790245643612+0.*I,0.+0.23529871518689535*I,0.2833787794107379+0.*I,0.-0.2815582588384416*I,-0.24682745714634+0.*I,0.+0.19711466578000258*I,0.14607490535006132+0.*I,0.-0.10167039115585315*I,-0.06702873588125584+0.*I,0.+0.04212305598128215*I,0.02535715754380848+0.*I,0.-0.014679390723626824*I,-0.00819862929133073+0.*I,0.+0.004429667929547522*I,0.002320565890046608+0.*I,0.-0.0011810502522836468*I,-0.0005849836581539243+0.*I,0.+0.0002824098183622235*I,0.00013306462582487138+0.*I,0.-0.00006126559089847955*I,-0.00002759396596564477+0.*I,0.+0.000012169785849761351*I,5.260325201328885*^-6+0.*I,0.-2.2302800664358226*^-6*I,-9.282193923169579*^-7+0.*I,0.+3.7947925978434046*^-7*I,1.5249331202971594*^-7+0.*I,0.-6.026955671754715*^-8*I,-2.3440713169273555*^-8+0.*I,0.+8.976237958550852*^-9*I,3.3859395838351387*^-9+0.*I,0.-1.2587018077563574*^-9*I,-4.6132916453260826*^-10+0.*I,0.+1.667700815980321*^-10*I,5.948526900781572*^-11+0.*I,0.-2.0943082492483513*^-11*I,-7.28046589026402*^-12+0.*I,0.+2.4997984128940875*^-12*I,8.480292685555585*^-13+0.*I,0.-2.843171041889499*^-13*I,-9.423269763988891*^-14+0.*I,0.+3.088313134540765*^-14*I,1.0010861317054058*^-14+0.*I,0.-3.2103800066695475*^-15*I,-1.0187702062268094*^-15+0.*I,0.+3.199826895644434*^-16*I,9.949445110606729*^-17+0.*I,0.-3.063241912047919*^-17*I,-9.340243730715293*^-18+0.*I,0.+2.8210495683235592*^-18*I,8.441445562382101*^-19+0.*I,0.-2.50294669806873*^-19*I,-7.355079139046052*^-20+0.*I,0.+2.1423664348682284*^-20*I,6.186400413905138*^-21+0.*I,0.-1.771271055303952*^-21*I,-5.0291824873679025*^-22+0.*I,0.+1.4162361092942642*^-22*I,3.956018907055858*^-23+0.*I,0.-1.0962815424340614*^-23*I,-3.0142668891476897*^-24+0.*I,0.+8.224135244308981*^-25*I,2.226892031964204*^-25+0.*I,0.-5.984919648458296*^-26*I,-1.5966734426805107*^-26+0.*I,0.+4.228822273597721*^-27*I,1.1120233063508364*^-27+0.*I,0.-2.90364643423734*^-28*I,-7.529254431478195*^-29+0.*I,0.+1.9390116596202504*^-29*I,4.959863620762*^-30+0.*I,0.-1.260258031932753*^-30*I,-3.1811792170460943*^-31+0.*I,0.+7.977984820621069*^-32*I,1.9879762352313578*^-32+0.*I,0.-4.922408517302961*^-33*I,-1.2112318085987516*^-33+0.*I,0.+2.962059843496106*^-34*I,7.199632007349401*^-35+0.*I,0.-1.7394375320238917*^-35*I,-4.177541983398498*^-36+0.*I,0.+9.974172904374889*^-37*I,2.3675925109308288*^-37+0.*I,0.-5.587792044990162*^-38*I,-1.3113096887556162*^-38+0.*I
-0.3777968565292859+0.*I,0.-0.1902244234228231*I,-0.26026234493708184+0.*I,0.-0.09503132428274523*I,-0.2659514737871162+0.*I,0.+0.07032402955361688*I,-0.192299730255097+0.*I,0.+0.22578204707818453*I,0.03269644407783103+0.*I,0.+0.17891568509801375*I,0.2328729872801372+0.*I,0.-0.11167520141729394*I,0.07877741523033459+0.*I,0.-0.21489534828396165*I,-0.2329147880143898+0.*I,0.+0.1429679747792958*I,-0.0009925523505601268+0.*I,0.+0.14032043225723098*I,0.23672312036508902+0.*I,0.-0.2782774481505229*I,-0.2727493383591513+0.*I,0.+0.23693672969544397*I,0.18795570546121845+0.*I,0.-0.13856672555444993*I,-0.09604186334409953+0.*I,0.+0.06309876393625662*I,0.03953713925593934+0.*I,0.-0.023740514746562445*I,-0.01371333548058694+0.*I,0.+0.0076442695672007*I,0.004123057829784776+0.*I,0.-0.00215662148138416*I,-0.001096090043284631+0.*I,0.+0.0005422203268593128*I,0.00026146562537165274+0.*I,0.-0.00012306720012428575*I,-0.000056608034761584864+0.*I,0.+0.000025473566868196994*I,0.000011225390827066572+0.*I,0.-4.8484126956440475*^-6*I,-2.054176183835098*^-6+0.*I,0.+8.543596839748953*^-7*I,3.4906674858682114*^-7+0.*I,0.-1.401904109367496*^-7*I,-5.5376792390935596*^-8+0.*I,0.+2.1526665722919222*^-8*I,8.239277235208798*^-9+0.*I,0.-3.10652164155301*^-9*I,-1.1543277037956371*^-9+0.*I,0.+4.2290038463288077*^-10*I,1.5281827196104132*^-10+0.*I,0.-5.448851051454921*^-11*I,-1.9177069860303296*^-11+0.*I,0.+6.664294542865572*^-12*I,2.2874946538234613*^-12+0.*I,0.-7.757687773558634*^-13*I,-2.600139501781132*^-13+0.*I,0.+8.61535081738802*^-14*I,2.8227699027651595*^-14+0.*I,0.-9.147727324688694*^-15*I,-2.9328533020318045*^-15+0.*I,0.+9.304788702033578*^-16*I,2.9218448174319084*^-16+0.*I,0.-9.083091236945284*^-17*I,-2.795914115998812*^-17+0.*I,0.+8.523379399648333*^-18*I,2.5738224939079222*^-18+0.*I,0.-7.70019950021511*^-19*I,-2.2827423188242483*^-19+0.*I,0.+6.706802018786028*^-20*I,1.9532026931695105*^-20+0.*I,0.-5.6392254244057645*^-21*I,-1.6143461205014805*^-21+0.*I,0.+4.582911173646959*^-22*I,1.290369942405174*^-22+0.*I,0.-3.603906194286502*^-23*I,-9.985635054960534*^-24+0.*I,0.+2.7452101467802034*^-24*I,7.489040795960383*^-25+0.*I,0.-2.0275839901855733*^-25*I,-5.448580380320822*^-26+0.*I,0.+1.4534096010158003*^-26*I,3.8489273669002955*^-27+0.*I,0.-1.0120079984689972*^-27*I,-2.642195313386989*^-28+0.*I,0.+6.850552355417687*^-29*I,1.7640371184323197*^-29+0.*I,0.-4.5118215841464944*^-30*I,-1.1462984253445896*^-30+0.*I,0.+2.8932336613323662*^-31*I,7.255156737003104*^-32+0.*I,0.-1.8076903218928653*^-32*I,-4.475594602438079*^-33+0.*I,0.+1.1011882161428206*^-33*I,2.6927140645429123*^-34+0.*I,0.-6.544398275855797*^-35*I,-1.5810009475008334*^-35+0.*I,0.+3.796722158263828*^-36*I,9.06421894674664*^-37+0.*I,0.-2.1514275587604657*^-37*I
0.+0.3156654275476734*I,-0.3017344292083104+0.*I,0.+0.11578108625490144*I,-0.24978443426771207+0.*I,0.+0.15037689915439684*I,-0.16601128600080678+0.*I,0.+0.22578204707818453*I,-0.003649175885015517+0.*I,0.+0.2140518841461194*I,0.18656598777934486+0.*I,0.+0.01926980738308344*I,0.19861233277964552+0.*I,0.-0.21203905987600258*I,-0.0721987312110134+0.*I,0.-0.10929765162854983*I,-0.22149648193821464+0.*I,0.+0.21697658090726732*I,0.11569693987990665+0.*I,0.+0.027220989022532508*I,0.15749075102689003+0.*I,0.-0.24248100412616713*I,-0.2744449431177764+0.*I,0.+0.2629988986188255*I,0.2249202249218542+0.*I,0.-0.17632863595376502*I,-0.12878034606942165+0.*I,0.+0.0885720103041133*I,0.05781318485690336+0.*I,0.-0.03602295134141173*I,-0.02152502237558318+0.*I,0.+0.012380150352603123*I,0.006874684036122432+0.*I,0.-0.0036952205855849884*I,-0.0019268269285035084+0.*I,0.+0.0009765296887097686*I,0.00048182700427343566+0.*I,0.-0.00023179174313661913*I,-0.00010886147453778794+0.*I,0.+0.00004997232064915496*I,0.00002244521469802265+0.*I,0.-9.873571092896077*^-6*I,-4.257567588909779*^-6+0.*I,0.+1.8010850886302384*^-6*I,7.480194521771227*^-7+0.*I,0.-3.05206283123075*^-7*I,-1.2241934545405089*^-7+0.*I,0.+4.829890383840113*^-8*I,1.8753933071626918*^-8+0.*I,0.-7.170293029597915*^-9*I,-2.7007126818911014*^-9+0.*I,0.+1.0025626195630073*^-9*I,3.669605517551989*^-10+0.*I,0.-1.3248738445923702*^-10*I,-4.71997614955132*^-11+0.*I,0.+1.6598513923321237*^-11*I,5.763795757658021*^-12+0.*I,0.-1.9769526792995514*^-12*I,-6.699828582942669*^-13+0.*I,0.+2.2440670598841692*^-13*I,7.430734427506925*^-14+0.*I,0.-2.4331278953024885*^-14*I,-7.88031898237057*^-15+0.*I,0.+2.5250611055605948*^-15*I,8.006603341776404*^-16+0.*I,0.-2.5128580549133137*^-16*I,-7.807676112025859*^-17+0.*I,0.+2.402133209130381*^-17*I,7.319436779110144*^-18+0.*I,0.-2.209245963610571*^-18*I,-6.606535683014637*^-19+0.*I,0.+1.9576785829584928*^-19*I,5.749349747571147*^-20+0.*I,0.-1.6736901473979747*^-20*I,-4.830334328011171*^-21+0.*I,0.+1.3822595931433836*^-21*I,3.922605324643408*^-22+0.*I,0.-1.1040592857492737*^-22*I,-3.0824864312816365*^-23+0.*I,0.+8.53802221410313*^-24*I,2.346471318434564*^-24+0.*I,0.-6.3992327565684*^-25*I,-1.7319942442025689*^-25+0.*I,0.+4.6528655227700114*^-26*I,1.2407898391631011*^-26+0.*I,0.-3.2849318260409014*^-27*I,-8.634760072462283*^-28+0.*I,0.+2.253793116417005*^-28*I,5.841986063232323*^-29+0.*I,0.-1.5039428197154204*^-29*I,-3.845625378966742*^-30+0.*I,0.+9.768027569412816*^-31*I,2.4648437069247196*^-31+0.*I,0.-6.179478882255459*^-32*I,-1.5393261726611737*^-32+0.*I,0.+3.810318123988487*^-33*I,9.37298994559913*^-34+0.*I,0.-2.29147479664082*^-34*I,-5.568072666112473*^-35+0.*I,0.+1.3448679259017174*^-35*I,3.2290189622275335*^-36+0.*I
