0.3969290064729867+0.*I,0.5395892797389501+0.*I,0.5186791501526423+0.*I,0.4070883171096193+0.*I,0.2766999743495315+0.*I,0.16821882393330786+0.*I,0.09335754933864031+0.*I,0.04796792128426148+0.*I,0.02305453571867327+0.*I,0.010446855835920041+0.*I,0.004490927843609963+0.*I,0.0018407305080648739+0.*I,0.0007223539683057818+0.*I,0.00027235092991308884+0.*I,0.00009894989103294088+0.*I,0.000034731230189677144+0.*I,0.000011803495824744537+0.*I,3.891675907087215*^-6+0.*I,1.246955309622455*^-6+0.*I,3.8888801948711795*^-7+0.*I,1.1821158537087302*^-7+0.*I,3.506718222224671*^-8+0.*I,1.0163423096951944*^-8+0.*I,2.8808892499311845*^-9+0.*I,7.994133890635174*^-10+0.*I,2.173461187184933*^-10+0.*I,5.794496312289016*^-11+0.*I,1.5159479301564553*^-11+0.*I,3.89453619444393*^-12+0.*I,9.831215616618534*^-13+0.*I,2.440040693975484*^-13+0.*I,5.957536312140555*^-14+0.*I,1.4316675605932658*^-14+0.*I,3.387939843301926*^-15+0.*I,7.898537919768009*^-16+0.*I,1.8149437137838205*^-16+0.*I,4.112087868430095*^-17+0.*I,9.189925693674493*^-18+0.*I,2.0266123142063642*^-18+0.*I,4.411526062976253*^-19+0.*I,9.482204761030005*^-20+0.*I,2.0131117172313262*^-20+0.*I,4.222733825483063*^-21+0.*I,8.75406878933629*^-22+0.*I,1.7940481400917874*^-22+0.*I,3.63561855418112*^-23+0.*I,7.287018481137628*^-24+0.*I,1.4449453364502997*^-24+0.*I,2.8351841651907694*^-25+0.*I,5.505968345812505*^-26+0.*I,1.0585202818540213*^-26+0.*I,2.0149513806014993*^-27+0.*I,3.7985108846537816*^-28+0.*I,7.092933956408408*^-29+0.*I,1.312137996426282*^-29+0.*I,2.4051858641566833*^-30+0.*I,4.369231991391074*^-31+0.*I,7.867163077587646*^-32+0.*I,1.4042829779988363*^-32+0.*I,2.48530161147613*^-33+0.*I,4.361681526774834*^-34+0.*I,7.591708254770381*^-35+0.*I,1.3106723600089922*^-35+0.*I,2.244782881861226*^-36+0.*I,3.8144755064538664*^-37+0.*I,6.431742190812592*^-38+0.*I,1.0762350600529778*^-38+0.*I,1.7873936474247075*^-39+0.*I,2.946566380606149*^-40+0.*I,4.822166033969108*^-41+0.*I,7.835083249788252*^-42+0.*I,1.2640519315861519*^-42+0.*I,2.025112452015059*^-43+0.*I,3.222093877348957*^-44+0.*I,5.091817219727504*^-45+0.*I,7.992684118490733*^-46+0.*I,1.24633941298469*^-46+0.*I,1.930818458539241*^-47+0.*I,2.971971335177817*^-48+0.*I,4.545498788274453*^-49+0.*I,6.908551962746851*^-50+0.*I,1.0435061061372007*^-50+0.*I,1.5665293791312737*^-51+0.*I,2.337491141301117*^-52+0.*I,3.4670555994035972*^-53+0.*I,5.112129173636956*^-54+0.*I,7.493816754109239*^-55+0.*I,1.0921792429969762*^-55+0.*I,1.582716237925301*^-56+0.*I,2.2806494170791956*^-57+0.*I,3.26804291790116*^-58+0.*I,4.657121096675407*^-59+0.*I,6.600458317564087*^-60+0.*I,9.304286914395486*^-61+0.*I,1.3045767761954852*^-61+0.*I,1.8195262105657847*^-62+0.*I,2.524487212608096*^-63+0.*I,3.4844784561936463*^-64+0.*I,4.784925953993502*^-65+0.*I,6.537445778886417*^-66+0.*I
-0.5395892797389501+0.*I,-0.33659408219303116+0.*I,0.057996829116381675+0.*I,0.34497869219196015+0.*I,0.4380279088092939+0.*I,0.39004159250162657+0.*I,0.2851390931408088+0.*I,0.18179278438535967+0.*I,0.10433320217033523+0.*I,0.05496204636274378+0.*I,0.026930846393518136+0.*I,0.01239241506950489+0.*I,0.005394502283298926+0.*I,0.002234247681057511+0.*I,0.0008845303925861448+0.*I,0.00033601729678064046+0.*I,0.00012287912993311654+0.*I,0.00004337667670533507+0.*I,0.000014815858967192126+0.*I,4.9066939005211636*^-6+0.*I,1.5784620774746556*^-6+0.*I,4.940428581150618*^-7+0.*I,1.5066340466783404*^-7+0.*I,4.482575507961732*^-8+0.*I,1.3026686742009083*^-8+0.*I,3.7016044476395594*^-9+0.*I,1.0294811354494546*^-9+0.*I,2.8048291202977403*^-10+0.*I,7.492215283934544*^-11+0.*I,1.9636253925110204*^-11+0.*I,5.0530769772290066*^-12+0.*I,1.2775698147371476*^-12+0.*I,3.1754691336582296*^-13+0.*I,7.763744044346542*^-14+0.*I,1.8681179067665325*^-14+0.*I,4.426112778212689*^-15+0.*I,1.033066092604585*^-15+0.*I,2.3763566274552136*^-16+0.*I,5.389550948901463*^-17+0.*I,1.205648256004931*^-17+0.*I,2.661192018947423*^-18+0.*I,5.797909083351742*^-19+0.*I,1.2472412357066995*^-19+0.*I,2.6500280557792018*^-20+0.*I,5.562907605815554*^-21+0.*I,1.154061114913484*^-21+0.*I,2.366736011291268*^-22+0.*I,4.7993008564248447*^-23+0.*I,9.625457163359737*^-24+0.*I,1.909780228701274*^-24+0.*I,3.749411243606948*^-25+0.*I,7.285432317720947*^-26+0.*I,1.4013647654250528*^-26+0.*I,2.6689356086899256*^-27+0.*I,5.0338473340687825*^-28+0.*I,9.404112440854922*^-29+0.*I,1.7404805123261754*^-29+0.*I,3.1917508090604675*^-30+0.*I,5.800553259522096*^-31+0.*I,1.0448647826966953*^-31+0.*I,1.8658132133734858*^-32+0.*I,3.303379728260535*^-33+0.*I,5.799542939944083*^-34+0.*I,1.0097981304093404*^-34+0.*I,1.7439719421760349*^-35+0.*I,2.9878947211574833*^-36+0.*I,5.07886758122408*^-37+0.*I,8.566383543588093*^-38+0.*I,1.43386664112929*^-38+0.*I,2.382048851484868*^-39+0.*I,3.928002652966192*^-40+0.*I,6.430122005103923*^-41+0.*I,1.045054048959991*^-41+0.*I,1.686455369546139*^-42+0.*I,2.702531282479889*^-43+0.*I,4.3009897127000204*^-44+0.*I,6.798431839906658*^-45+0.*I,1.0674106562205125*^-45+0.*I,1.6648514132572072*^-46+0.*I,2.579753935715759*^-47+0.*I,3.971702163337388*^-48+0.*I,6.075841497889956*^-49+0.*I,9.236394107223463*^-50+0.*I,1.3954000963896692*^-50+0.*I,2.0952145160724052*^-51+0.*I,3.1269725258080212*^-52+0.*I,4.638921867666811*^-53+0.*I,6.841294998282448*^-54+0.*I,1.0030393432114611*^-54+0.*I,1.462128135263433*^-55+0.*I,2.1191879068930415*^-56+0.*I,3.0542048791634757*^-57+0.*I,4.377226339081595*^-58+0.*I,6.238768076499734*^-59+0.*I,8.843495374713821*^-60+0.*I,1.2468093323268266*^-60+0.*I,1.7484461829739343*^-61+0.*I,2.4389632076893442*^-62+0.*I,3.384410919174533*^-63+0.*I,4.6720705169088084*^-64+0.*I
0.5186791501526423+0.*I,-0.057996829116381675+0.*I,-0.3923434218615031+0.*I,-0.26057878074873453+0.*I,0.066820066192105+0.*I,0.3176562098614236+0.*I,0.4014824542113615+0.*I,0.35869843513301897+0.*I,0.2632954802415443+0.*I,0.1684919836487986+0.*I,0.0970116479094866+0.*I,0.05124624818899922+0.*I,0.02516963872851412+0.*I,0.011605669947873782+0.*I,0.005061010604554672+0.*I,0.002099390268309694+0.*I,0.0008322831109241057+0.*I,0.00031655540128272926+0.*I,0.00011588831437694902+0.*I,0.00004094899423236677+0.*I,0.000013999034891861028+0.*I,4.639903972617471*^-6+0.*I,1.4937298847680221*^-6+0.*I,4.678357931607785*^-7+0.*I,1.4275909316846925*^-7+0.*I,4.2498132551762175*^-8+0.*I,1.2356737889745457*^-8+0.*I,3.5129415665173684*^-9+0.*I,9.774521853413552*^-10+0.*I,2.6641974725672805*^-10+0.*I,7.119362397553988*^-11+0.*I,1.8665922443135993*^-11+0.*I,4.8050379034534006*^-12+0.*I,1.2152528204591728*^-12+0.*I,3.0215012025115156*^-13+0.*I,7.389438653598434*^-14+0.*I,1.7785373377796663*^-14+0.*I,4.214958454872057*^-15+0.*I,9.840228851695513*^-16+0.*I,2.264068552762984*^-16+0.*I,5.1360163473210204*^-17+0.*I,1.1491736441269032*^-17+0.*I,2.537044902458011*^-18+0.*I,5.528486262253632*^-19+0.*I,1.1894999940533295*^-19+0.*I,2.5277848659480663*^-20+0.*I,5.307180634000417*^-21+0.*I,1.1011846624392046*^-21+0.*I,2.258643123497437*^-22+0.*I,4.580780967936547*^-23+0.*I,9.188489713845079*^-24+0.*I,1.823328791477282*^-24+0.*I,3.5801502386208638*^-25+0.*I,6.957415740208263*^-26+0.*I,1.3384318629035482*^-26+0.*I,2.5493749634416938*^-27+0.*I,4.808885211781264*^-28+0.*I,8.984816884731155*^-29+0.*I,1.6630527071388872*^-29+0.*I,3.0500694144024416*^-30+0.*I,5.543609176464569*^-31+0.*I,9.986753529544775*^-32+0.*I,1.7834959985971502*^-32+0.*I,3.1579187524502776*^-33+0.*I,5.544641879940439*^-34+0.*I,9.654958951237728*^-35+0.*I,1.667594324430378*^-35+0.*I,2.8572629426441285*^-36+0.*I,4.857186882357101*^-37+0.*I,8.19308557870996*^-38+0.*I,1.3714812558326376*^-38+0.*I,2.2785682639685177*^-39+0.*I,3.757617584996633*^-40+0.*I,6.151607863447317*^-41+0.*I,9.998527234753398*^-42+0.*I,1.6136124836781434*^-42+0.*I,2.585958326760171*^-43+0.*I,4.11571137927879*^-44+0.*I,6.505943891890708*^-45+0.*I,1.0215450536745255*^-45+0.*I,1.5934017378019894*^-46+0.*I,2.4691718705637315*^-47+0.*I,3.801652136314879*^-48+0.*I,5.815998113795731*^-49+0.*I,8.841824105647199*^-50+0.*I,1.3358547884137126*^-50+0.*I,2.0059014639035584*^-51+0.*I,2.993817289529431*^-52+0.*I,4.441584755275232*^-53+0.*I,6.550560196275668*^-54+0.*I,9.604547179654971*^-55+0.*I,1.4001119097017596*^-55+0.*I,2.0293865292429838*^-56+0.*I,2.924900369749261*^-57+0.*I,4.192075978427363*^-58+0.*I,5.975109263590521*^-59+0.*I,8.470079393039083*^-60+0.*I,1.1942073793113751*^-60+0.*I,1.6747416609662075*^-61+0.*I,2.3362339595901983*^-62+0.*I
-0.4070883171096193+0.*I,0.34497869219196015+0.*I,0.26057878074873453+0.*I,-0.1878266656004101+0.*I,-0.35333457206461644+0.*I,-0.16304997058519285+0.*I,0.1341279045766067+0.*I,0.3317480469794911+0.*I,0.3791031182420077+0.*I,0.3237992457816572+0.*I,0.23148271697201186+0.*I,0.14554225002997162+0.*I,0.08273796051660393+0.*I,0.04328600428585262+0.*I,0.021098949211189474+0.*I,0.009669045208049464+0.*I,0.004195111954985397+0.*I,0.0017327797604969719+0.*I,0.0006844435977398058+0.*I,0.0002595068083035216+0.*I,0.00009474262534121523+0.*I,0.00003339630957326021+0.*I,0.000011392556856105854+0.*I,3.768767152860766*^-6+0.*I,1.2111941511446809*^-6+0.*I,3.787551003491492*^-7+0.*I,1.1541285778189394*^-7+0.*I,3.431306125623265*^-8+0.*I,9.965054785346923*^-9+0.*I,2.8299212738641008*^-9+0.*I,7.86616489328266*^-10+0.*I,2.1420542531789124*^-10+0.*I,5.7191385756893386*^-11+0.*I,1.4982709656663937*^-11+0.*I,3.854006359126741*^-12+0.*I,9.740427006871247*^-13+0.*I,2.42018711060337*^-13+0.*I,5.915204418178002*^-14+0.*I,1.4228831057319875*^-14+0.*I,3.370248244887579*^-15+0.*I,7.864106254009231*^-16+0.*I,1.8085123381938095*^-16+0.*I,4.100692624449802*^-17+0.*I,9.171190553035247*^-18+0.*I,2.023890453090087*^-18+0.*I,4.4085190167954265*^-19+0.*I,9.481712399778837*^-20+0.*I,2.0142154999943355*^-20+0.*I,4.227467743875031*^-21+0.*I,8.768672275990083*^-22+0.*I,1.7979796086355033*^-22+0.*I,3.6454063530921043*^-23+0.*I,7.310132949508341*^-24+0.*I,1.450193548653467*^-24+0.*I,2.8467339143461984*^-25+0.*I,5.530733694845533*^-26+0.*I,1.0637130596326407*^-26+0.*I,2.0256266143352293*^-27+0.*I,3.8200701701292557*^-28+0.*I,7.135772619954527*^-29+0.*I,1.3205231735641194*^-29+0.*I,2.4213702208432177*^-30+0.*I,4.400059929730066*^-31+0.*I,7.925154343875835*^-32+0.*I,1.4150627524369797*^-32+0.*I,2.505112837761804*^-33+0.*I,4.397695061921767*^-34+0.*I,7.656489389621239*^-35+0.*I,1.3222073428797912*^-35+0.*I,2.2651210926503952*^-36+0.*I,3.849994831882638*^-37+0.*I,6.493201910877031*^-38+0.*I,1.0867740402170003*^-38+0.*I,1.805307490343384*^-39+0.*I,2.9767557448407287*^-40+0.*I,4.872618312614715*^-41+0.*I,7.918710968253849*^-42+0.*I,1.2778030637162868*^-42+0.*I,2.0475469883335952*^-43+0.*I,3.258414552402489*^-44+0.*I,5.1501769209729303*^-45+0.*I,8.085763924425193*^-46+0.*I,1.2610774322237941*^-46+0.*I,1.9539880991663726*^-47+0.*I,3.008141361414767*^-48+0.*I,4.601574945449801*^-49+0.*I,6.994900703637039*^-50+0.*I,1.0567138496439332*^-50+0.*I,1.5865990754463447*^-51+0.*I,2.3677906481381415*^-52+0.*I,3.512507742308215*^-53+0.*I,5.1798835273705864*^-54+0.*I,7.594191096494196*^-55+0.*I,1.1069583506498592*^-55+0.*I,1.6043459044407558*^-56+0.*I,2.3121169371860118*^-57+0.*I,3.313554317141093*^-58+0.*I,4.7225629666114675*^-59+0.*I,6.694020631450316*^-60+0.*I,9.437297720864942*^-61+0.*I
0.2766999743495315+0.*I,-0.4380279088092939+0.*I,0.066820066192105+0.*I,0.35333457206461644+0.*I,0.0523366181834266+0.*I,-0.28421417679946626+0.*I,-0.29086202585355514+0.*I,-0.048056274540907086+0.*I,0.21148429324749782+0.*I,0.3485667032390659+0.*I,0.35463159496320523+0.*I,0.28494486027502836+0.*I,0.19584916426147586+0.*I,0.1197362649531542+0.*I,0.06663963706016014+0.*I,0.0342858408535497+0.*I,0.016486651744069197+0.*I,0.007470665742159509+0.*I,0.003210561204824924+0.*I,0.00131532215618551+0.*I,0.000515877825559675+0.*I,0.00019438298668260525+0.*I,0.00007057771023992464+0.*I,0.00002475674168275132+0.*I,8.408301734302894*^-6+0.*I,2.7705436332902314*^-6+0.*I,8.87193124508451*^-7+0.*I,2.765286401628938*^-7+0.*I,8.401052900332055*^-8+0.*I,2.490821945825008*^-8+0.*I,7.2153914085410115*^-9+0.*I,2.0442511244923963*^-9+0.*I,5.669911630086559*^-10+0.*I,1.540859261346897*^-10+0.*I,4.106214214640966*^-11+0.*I,1.0738242835339707*^-11+0.*I,2.7576267682526057*^-12+0.*I,6.958652320244496*^-13+0.*I,1.726474367739506*^-13+0.*I,4.213873607209162*^-14+0.*I,1.0123133481020724*^-14+0.*I,2.3948169758167707*^-15+0.*I,5.581523618982484*^-16+0.*I,1.28216494664518*^-16+0.*I,2.904174943628671*^-17+0.*I,6.488685695773618*^-18+0.*I,1.430553859897314*^-18+0.*I,3.1132600221854703*^-19+0.*I,6.690104060336634*^-20+0.*I,1.420012604358591*^-20+0.*I,2.9779842368743583*^-21+0.*I,6.17229124425457*^-22+0.*I,1.2646826116789596*^-22+0.*I,2.5623581748049304*^-23+0.*I,5.134857399359332*^-24+0.*I,1.018004512649194*^-24+0.*I,1.9971099472875926*^-25+0.*I,3.877745884780522*^-26+0.*I,7.453704257322698*^-27+0.*I,1.4186235821936505*^-27+0.*I,2.6739162284031724*^-28+0.*I,4.992226093772063*^-29+0.*I,9.233869808396519*^-30+0.*I,1.692351976942143*^-30+0.*I,3.0738792113402045*^-31+0.*I,5.534026541931614*^-32+0.*I,9.876902908202524*^-33+0.*I,1.7477927302045333*^-33+0.*I,3.066980350110926*^-34+0.*I,5.337578114381979*^-35+0.*I,9.213995284440051*^-36+0.*I,1.5778970343634688*^-36+0.*I,2.680963684168357*^-37+0.*I,4.519993077859492*^-38+0.*I,7.562589535983459*^-39+0.*I,1.2558536164756728*^-39+0.*I,2.07010120522636*^-40+0.*I,3.387467420815386*^-41+0.*I,5.503452749017931*^-42+0.*I,8.878021781295966*^-43+0.*I,1.4222012763327257*^-43+0.*I,2.2626202708151166*^-44+0.*I,3.5752692569531735*^-45+0.*I,5.611667539433503*^-46+0.*I,8.749833491848209*^-47+0.*I,1.3554075146820894*^-47+0.*I,2.0861178346204947*^-48+0.*I,3.19037914382403*^-49+0.*I,4.848585357728821*^-50+0.*I,7.323032951018565*^-51+0.*I,1.0992670289917165*^-51+0.*I,1.6401514867614374*^-52+0.*I,2.4325667723504684*^-53+0.*I,3.586545822112577*^-54+0.*I,5.257131502296596*^-55+0.*I,7.66145904443302*^-56+0.*I,1.1101789491840288*^-56+0.*I,1.5996367666570703*^-57+0.*I,2.2920498142506754*^-58+0.*I,3.2660874292746736*^-59+0.*I
-0.16821882393330786+0.*I,0.39004159250162657+0.*I,-0.3176562098614236+0.*I,-0.16304997058519285+0.*I,0.28421417679946626+0.*I,0.22512367636357983+0.*I,-0.13451243581398994+0.*I,-0.3149369387903731+0.*I,-0.1893580820974726+0.*I,0.07182599213435438+0.*I,0.2773506670831994+0.*I,0.3527723848532688+0.*I,0.3223688350127826+0.*I,0.2430040266140324+0.*I,0.1598437487630395+0.*I,0.09457927491435071+0.*I,0.05130937186616604+0.*I,0.025858117490300352+0.*I,0.012222741683631933+0.*I,0.005458890253447051+0.*I,0.002317018113767539+0.*I,0.0009390604493469823+0.*I,0.0003648337098523121+0.*I,0.00013632154624995487+0.*I,0.00004912750456358304+0.*I,0.000017117191517949895+0.*I,5.778445437015774*^-6+0.*I,1.8935358557669622*^-6+0.*I,6.033122788869409*^-7+0.*I,1.8718127741191793*^-7+0.*I,5.662585500031886*^-8+0.*I,1.6723384085532987*^-8+0.*I,4.826891349057175*^-9+0.*I,1.3629506483531203*^-9+0.*I,3.768433441278207*^-10+0.*I,1.0211193760320922*^-10+0.*I,2.71372391560796*^-11+0.*I,7.078506892133708*^-12+0.*I,1.8134076248853915*^-12+0.*I,4.565599463560716*^-13+0.*I,1.1303201896766594*^-13+0.*I,2.7532321785628783*^-14+0.*I,6.6015121453703906*^-15+0.*I,1.5588752418313994*^-15+0.*I,3.6269575506620923*^-16+0.*I,8.318047354268251*^-17+0.*I,1.8811457736278275*^-17+0.*I,4.1967254795187266*^-18+0.*I,9.239360735946826*^-19+0.*I,2.008004652430979*^-19+0.*I,4.30942858027996*^-20+0.*I,9.135676562995466*^-21+0.*I,1.9136181599685*^-21+0.*I,3.961730561094935*^-22+0.*I,8.10859629834114*^-23+0.*I,1.6411502907087685*^-23+0.*I,3.2854810989832848*^-24+0.*I,6.507273001328939*^-25+0.*I,1.275398112286214*^-25+0.*I,2.4741867495420143*^-26+0.*I,4.7516963995827325*^-27+0.*I,9.036087153087032*^-28+0.*I,1.7018072086439229*^-28+0.*I,3.1748126571928405*^-29+0.*I,5.8678670411383754*^-30+0.*I,1.074658981840741*^-30+0.*I,1.95056538943191*^-31+0.*I,3.5092836348231225*^-32+0.*I,6.259085066722915*^-33+0.*I,1.1068830053611797*^-33+0.*I,1.941122681762821*^-34+0.*I,3.376171742204055*^-35+0.*I,5.824709959693382*^-36+0.*I,9.96915638621576*^-37+0.*I,1.692899546034782*^-37+0.*I,2.852629132135657*^-38+0.*I,4.7703676603997215*^-39+0.*I,7.917723793461941*^-40+0.*I,1.3044843716766848*^-40+0.*I,2.1336055646906857*^-41+0.*I,3.464746461604245*^-42+0.*I,5.586694474230206*^-43+0.*I,8.945556431935715*^-44+0.*I,1.4225594968131235*^-44+0.*I,2.2469049196004112*^-45+0.*I,3.525247222830869*^-46+0.*I,5.494440851596571*^-47+0.*I,8.507929382220025*^-48+0.*I,1.3089623375113589*^-48+0.*I,2.0011002695218414*^-49+0.*I,3.0400701837526033*^-50+0.*I,4.589920959444836*^-51+0.*I,6.887578995868967*^-52+0.*I,1.0273062354845094*^-52+0.*I,1.5231286563304492*^-53+0.*I,2.2449529111320124*^-54+0.*I,3.289590195733858*^-55+0.*I,4.792581658304567*^-56+0.*I,6.942549454376606*^-57+0.*I,1.000041712601492*^-57+0.*I
0.09335754933864031+0.*I,-0.2851390931408088+0.*I,0.4014824542113615+0.*I,-0.1341279045766067+0.*I,-0.29086202585355514+0.*I,0.13451243581398994+0.*I,0.2997749613359675+0.*I,0.029492667147937274+0.*I,-0.25856850499310086+0.*I,-0.271777101197601+0.*I,-0.061196236377797586+0.*I,0.1797540792907115+0.*I,0.3199882575461189+0.*I,0.3396524730179853+0.*I,0.28248520536067967+0.*I,0.2002458519164512+0.*I,0.12597179673663994+0.*I,0.07201588639819594+0.*I,0.03800423487062428+0.*I,0.01872097063710386+0.*I,0.008680633072356489+0.*I,0.0038135871807306434+0.*I,0.0015956896049637572+0.*I,0.00063864898040738+0.*I,0.00024537846584316155+0.*I,0.00009078145410902844+0.*I,0.00003242537226909621+0.*I,0.000011207065336502718+0.*I,3.755680626544606*^-6+0.*I,1.2224913174210354*^-6+0.*I,3.8712402300994456*^-7+0.*I,1.1943119255149433*^-7+0.*I,3.594218836353734*^-8+0.*I,1.0563657599562912*^-8+0.*I,3.035332178456534*^-9+0.*I,8.534933864295566*^-10+0.*I,2.35061604863672*^-10+0.*I,6.346088550824951*^-11+0.*I,1.6807452483074606*^-11+0.*I,4.369920241813355*^-12+0.*I,1.1161025611575579*^-12+0.*I,2.8019319019399797*^-13+0.*I,6.91799901896657*^-14+0.*I,1.6807524715988214*^-14+0.*I,4.020166371167822*^-15+0.*I,9.47119997436403*^-16+0.*I,2.1987637900580143*^-16+0.*I,5.032059691109044*^-17+0.*I,1.1357369069863844*^-17+0.*I,2.5289276525123482*^-18+0.*I,5.55744683262068*^-19+0.*I,1.2057026492764646*^-19+0.*I,2.5832689848821398*^-20+0.*I,5.467583155607461*^-21+0.*I,1.1435183377858857*^-21+0.*I,2.363919407108018*^-22+0.*I,4.8314603680609636*^-23+0.*I,9.765394273524543*^-24+0.*I,1.9524117562812707*^-24+0.*I,3.862100415854133*^-25+0.*I,7.560357345552484*^-26+0.*I,1.4649402228985112*^-26+0.*I,2.8102492683343182*^-27+0.*I,5.338290873110968*^-28+0.*I,1.0043241694896769*^-28+0.*I,1.8717104015398826*^-29+0.*I,3.4559887610619114*^-30+0.*I,6.32336196519942*^-31+0.*I,1.1466644415602445*^-31+0.*I,2.0611295738054354*^-32+0.*I,3.6729974089771625*^-33+0.*I,6.490017079055211*^-34+0.*I,1.137214407932942*^-34+0.*I,1.976375966361842*^-35+0.*I,3.407100661066554*^-36+0.*I,5.826989437585077*^-37+0.*I,9.88783713795947*^-38+0.*I,1.6649779051627834*^-38+0.*I,2.7823800523347605*^-39+0.*I,4.615029011168*^-40+0.*I,7.598540577176354*^-41+0.*I,1.2420242780661071*^-41+0.*I,2.0156688685420425*^-42+0.*I,3.2481889855723436*^-43+0.*I,5.198032232836688*^-44+0.*I,8.261399831352602*^-45+0.*I,1.3041441847544424*^-45+0.*I,2.04500370684224*^-46+0.*I,3.1856445119440197*^-47+0.*I,4.9302898486891155*^-48+0.*I,7.58151116716148*^-49+0.*I,1.1584642413723821*^-49+0.*I,1.7590876210547984*^-50+0.*I,2.654629446708622*^-51+0.*I,3.981665111710684*^-52+0.*I,5.936110025490624*^-53+0.*I,8.797247011259694*^-54+0.*I,1.2960739187125953*^-54+0.*I,1.8983692766213532*^-55+0.*I,2.7645769219061033*^-56+0.*I
-0.04796792128426148+0.*I,0.18179278438535967+0.*I,-0.35869843513301897+0.*I,0.3317480469794911+0.*I,0.048056274540907086+0.*I,-0.3149369387903731+0.*I,-0.029492667147937274+0.*I,0.28462137229858214+0.*I,0.1643837354272292+0.*I,-0.1535476864730784+0.*I,-0.2933926079087398+0.*I,-0.16907275235269315+0.*I,0.07094058427407969+0.*I,0.26155409338317726+0.*I,0.3351977770240535+0.*I,0.3106279374448145+0.*I,0.2380178661481947+0.*I,0.15931047730998935+0.*I,0.09595542481292833+0.*I,0.05299331915627897+0.*I,0.027184031158336057+0.*I,0.01307584324239098+0.*I,0.005940888270852117+0.*I,0.0025642896365312144+0.*I,0.0010564705343907828+0.*I,0.00041707741151402275+0.*I,0.00015829795769173918+0.*I,0.000057923879241929136+0.*I,0.000020484429283678702+0.*I,7.016189344322861*^-6+0.*I,2.331889772314114*^-6+0.*I,7.533056367682544*^-7+0.*I,2.3688722159092452*^-7+0.*I,7.261143918561036*^-8+0.*I,2.1721587359303215*^-8+0.*I,6.3486767559390425*^-9+0.*I,1.8147643699348654*^-9+0.*I,5.078158900813285*^-10+0.*I,1.3922357325904694*^-10+0.*I,3.742679563843312*^-11+0.*I,9.872644178363838*^-12+0.*I,2.5571737957328194*^-12+0.*I,6.507850643869934*^-13+0.*I,1.6282528633668692*^-13+0.*I,4.007309805428644*^-14+0.*I,9.70634364303384*^-15+0.*I,2.314948563638542*^-15+0.*I,5.4388716663234645*^-16+0.*I,1.259347388558663*^-16+0.*I,2.8749389071253846*^-17+0.*I,6.473296996602724*^-18+0.*I,1.4381194613852635*^-18+0.*I,3.1534608840576844*^-19+0.*I,6.827252909211472*^-20+0.*I,1.4598445474617384*^-20+0.*I,3.083889764342247*^-21+0.*I,6.437929133540747*^-22+0.*I,1.3285152010559284*^-22+0.*I,2.7106439905079803*^-23+0.*I,5.469804130176915*^-24+0.*I,1.0918614492965327*^-24+0.*I,2.1565452433307416*^-25+0.*I,4.2154085662337887*^-26+0.*I,8.15646177435211*^-27+0.*I,1.562544387469557*^-27+0.*I,2.9642537043429354*^-28+0.*I,5.569698307655176*^-29+0.*I,1.0367143310465743*^-29+0.*I,1.911932962405841*^-30+0.*I,3.4941750379477664*^-31+0.*I,6.329142202697547*^-32+0.*I,1.136424527728624*^-32+0.*I,2.023004963569131*^-33+0.*I,3.570892542458287*^-34+0.*I,6.25087632240025*^-35+0.*I,1.0852958983015776*^-35+0.*I,1.869198873090601*^-36+0.*I,3.193876563778883*^-37+0.*I,5.414888053218039*^-38+0.*I,9.110063771397118*^-39+0.*I,1.521122599053231*^-39+0.*I,2.520964258137228*^-40+0.*I,4.147402702432268*^-41+0.*I,6.773900175339683*^-42+0.*I,1.0984977291538502*^-42+0.*I,1.7688898450597522*^-43+0.*I,2.828693810070011*^-44+0.*I,4.49257919391403*^-45+0.*I,7.087126986061569*^-46+0.*I,1.1105760976194637*^-46+0.*I,1.7288925796894867*^-47+0.*I,2.674029825007446*^-48+0.*I,4.109406077057705*^-49+0.*I,6.275402231361904*^-50+0.*I,9.52331223800053*^-51+0.*I,1.4363220788498484*^-51+0.*I,2.1531069697093543*^-52+0.*I,3.2081979359949226*^-53+0.*I,4.751924686287613*^-54+0.*I,6.997149116111258*^-55+0.*I
