0.24525682675375476+0.*I,0.41119109563597234+0.*I,0.4874738238912902+0.*I,0.47186011514862+0.*I,0.3955540816192729+0.*I,0.296581095231959+0.*I,0.2029973815454277+0.*I,0.12863644001172722+0.*I,0.07625031034207234+0.*I,0.04261308314653549+0.*I,0.02259256570629868+0.*I,0.011420675922475376+0.*I,0.005527436748127907+0.*I,0.0025702460591861386+0.*I,0.0011516838602667883+0.*I,0.0004985517530473836+0.*I,0.00020896466398121372+0.*I,0.00008497105075710336+0.*I,0.00003357819391213704+0.*I,0.00001291525926879785+0.*I,4.8418432739516065*^-6+0.*I,1.7714287005736395*^-6+0.*I,6.331912911067879*^-7+0.*I,2.2135717901920886*^-7+0.*I,7.575487522567467*^-8+0.*I,2.540172321081757*^-8+0.*I,8.352165704383328*^-9+0.*I,2.6948823901633324*^-9+0.*I,8.538535676710889*^-10+0.*I,2.6583183856858337*^-10+0.*I,8.137087089682838*^-11+0.*I,2.4502517826553062*^-11+0.*I,7.262034724633607*^-12+0.*I,2.1194537689033012*^-12+0.*I,6.094065052573641*^-13+0.*I,1.7270132130219842*^-13+0.*I,4.8257743025253643*^-14+0.*I,1.3301136213492481*^-14+0.*I,3.617591622116718*^-15+0.*I,9.71202590827828*^-16+0.*I,2.5745565360704316*^-16+0.*I,6.74113619264827*^-17+0.*I,1.7439380473056786*^-17+0.*I,4.458814671729814*^-18+0.*I,1.1269786270889839*^-18+0.*I,2.816644390376708*^-19+0.*I,6.96266820763075*^-20+0.*I,1.7027440359958383*^-20+0.*I,4.1205135410142904*^-21+0.*I,9.869062565606891*^-22+0.*I,2.339987279947292*^-22+0.*I,5.493523733495969*^-23+0.*I,1.2772382905915256*^-23+0.*I,2.9414169560983546*^-24+0.*I,6.710923810504328*^-25+0.*I,1.5171326683174238*^-25+0.*I,3.399007658702412*^-26+0.*I,7.548094206222963*^-27+0.*I,1.6616743331669208*^-27+0.*I,3.626957798600551*^-28+0.*I,7.850358206384394*^-29+0.*I,1.6851833238488674*^-29+0.*I,3.588177384581997*^-30+0.*I,7.57924989588966*^-31+0.*I,1.5883961876007047*^-31+0.*I,3.303123062588275*^-32+0.*I,6.816718862539707*^-33+0.*I,1.3962416157679992*^-33+0.*I,2.838760270331361*^-34+0.*I,5.729632533565054*^-35+0.*I,1.1481545367681325*^-35+0.*I,2.284513708341122*^-36+0.*I,4.513881116575478*^-37+0.*I,8.857502493189793*^-38+0.*I,1.7263069538307913*^-38+0.*I,3.34202723548953*^-39+0.*I,6.42725876541698*^-40+0.*I,1.228013155065306*^-40+0.*I,2.331193451252329*^-41+0.*I,4.397312854213681*^-42+0.*I,8.242614113861581*^-43+0.*I,1.5354831519288845*^-43+0.*I,2.8428943860274053*^-44+0.*I,5.231717393370025*^-45+0.*I,9.570336976585141*^-46+0.*I,1.7403650911795585*^-46+0.*I,3.146398558430539*^-47+0.*I,5.655574200746661*^-48+0.*I,1.0107830840048483*^-48+0.*I,1.7963276647461762*^-49+0.*I,3.174584564108601*^-50+0.*I,5.579416733809779*^-51+0.*I,9.752534235032678*^-52+0.*I,1.6955031688708303*^-52+0.*I,2.9319548322283164*^-53+0.*I,5.0433379340186084*^-54+0.*I,8.629885816337921*^-55+0.*I,1.4690675945326013*^-55+0.*I,2.488005509089454*^-56+0.*I,4.192338456527863*^-57+0.*I
-0.41119109563597234+0.*I,-0.4441352662951815+0.*I,-0.23577366932726632+0.*I,0.053221267101052155+0.*I,0.28054474051724126+0.*I,0.38724581137082587+0.*I,0.38613232086237553+0.*I,0.3214121423246626+0.*I,0.23599954672034903+0.*I,0.15730696520730214+0.*I,0.09687630397808993+0.*I,0.05578346093248179+0.*I,0.03029522795205693+0.*I,0.015620250194263585+0.*I,0.007686097516405398+0.*I,0.003624593754984285+0.*I,0.0016438623947982775+0.*I,0.0007191231699246321+0.*I,0.00030420532718704964+0.*I,0.00012471057257570602+0.*I,0.00004964108923553626+0.*I,0.000019218182895205763+0.*I,7.2471453575222785*^-6+0.*I,2.6655571745147854*^-6+0.*I,9.57415662943858*^-7+0.*I,3.3618652022096265*^-7+0.*I,1.1552086267028476*^-7+0.*I,3.88809576674326*^-8+0.*I,1.2828428972203651*^-8+0.*I,4.152455567928283*^-9+0.*I,1.3195966993165578*^-9+0.*I,4.1197356315979805*^-10+0.*I,1.2643183713849275*^-10+0.*I,3.816379340043099*^-11+0.*I,1.1336718174353241*^-11+0.*I,3.3157510472909396*^-12+0.*I,9.553002748433663*^-13+0.*I,2.7124005861837344*^-13+0.*I,7.59285520940918*^-14+0.*I,2.0963559915370462*^-14+0.*I,5.710781187515141*^-15+0.*I,1.5355004328886208*^-15+0.*I,4.076371536709358*^-16+0.*I,1.0688213484837499*^-16+0.*I,2.7686968054121033*^-17+0.*I,7.087771324609397*^-18+0.*I,1.7936069202285417*^-18+0.*I,4.487887280618486*^-19+0.*I,1.1106122350926372*^-19+0.*I,2.7188973913558797*^-20+0.*I,6.586164998462382*^-21+0.*I,1.5789822053901487*^-21+0.*I,3.7472979141136817*^-22+0.*I,8.8052849391503*^-23+0.*I,2.0489776289684144*^-23+0.*I,4.722595858769917*^-24+0.*I,1.0783312694663887*^-24+0.*I,2.4396451597697053*^-25+0.*I,5.469865370903763*^-26+0.*I,1.2155476606645844*^-26+0.*I,2.6778124051860453*^-27+0.*I,5.848792393921026*^-28+0.*I,1.2667562450671351*^-28+0.*I,2.7209558108689765*^-29+0.*I,5.797093621662342*^-30+0.*I,1.2252266612523166*^-30+0.*I,2.569182559772254*^-31+0.*I,5.345634694848671*^-32+0.*I,1.1037764298098386*^-32+0.*I,2.261989879744056*^-33+0.*I,4.601257960909542*^-34+0.*I,9.291506575920194*^-35+0.*I,1.862795627381986*^-35+0.*I,3.7081591773177535*^-36+0.*I,7.3300837013987166*^-37+0.*I,1.4389941338623151*^-37+0.*I,2.8057540801824047*^-38+0.*I,5.4340112465626766*^-39+0.*I,1.0454676810621634*^-39+0.*I,1.9982858800267726*^-40+0.*I,3.794882700468466*^-41+0.*I,7.160917666750389*^-42+0.*I,1.3427759175665166*^-42+0.*I,2.5022864603997635*^-43+0.*I,4.634494460646441*^-44+0.*I,8.531629724033484*^-45+0.*I,1.5611965055145516*^-45+0.*I,2.839945342517742*^-46+0.*I,5.135933659444592*^-47+0.*I,9.234541007681806*^-48+0.*I,1.6509218099365625*^-48+0.*I,2.9348176416831203*^-49+0.*I,5.188080126493188*^-50+0.*I,9.120739852067521*^-51+0.*I,1.5946949343299004*^-51+0.*I,2.7731608106457506*^-52+0.*I,4.796755437109354*^-53+0.*I,8.253151845689965*^-54+0.*I,1.412589480398121*^-54+0.*I,2.4052465895392915*^-55+0.*I
0.4874738238912902+0.*I,0.23577366932726632+0.*I,-0.16462169370168891+0.*I,-0.35185728201661476+0.*I,-0.2573241779658762+0.*I,-0.015506111760167682+0.*I,0.2129631871024334+0.*I,0.3413480309127282+0.*I,0.3630429306819044+0.*I,0.31414063848496904+0.*I,0.23690061180544467+0.*I,0.16106285873281379+0.*I,0.10072552310436558+0.*I,0.058719915084908675+0.*I,0.032215302091021344+0.*I,0.01675222928315293+0.*I,0.008303073318563092+0.*I,0.003940108897540721+0.*I,0.0017967290784371974+0.*I,0.0007897773492385917+0.*I,0.000335519127836212+0.*I,0.00013807204095551447+0.*I,0.00005514789149833063+0.*I,0.000021416203643181975+0.*I,8.098728858499982*^-6+0.*I,2.986420875401732*^-6+0.*I,1.0751858492897102*^-6+0.*I,3.7835673587052294*^-7+0.*I,1.3027090839027345*^-7+0.*I,4.392639763404118*^-8+0.*I,1.4517987614952222*^-8+0.*I,4.706855948426611*^-9+0.*I,1.4980072250123403*^-9+0.*I,4.683247438925849*^-10+0.*I,1.4391348494056052*^-10+0.*I,4.349401710376433*^-11+0.*I,1.2935016074089378*^-11+0.*I,3.787342284055466*^-12+0.*I,1.0922934544853596*^-12+0.*I,3.104387615688258*^-13+0.*I,8.698166478104466*^-14+0.*I,2.403630046466361*^-14+0.*I,6.553286396257806*^-15+0.*I,1.7634251906546725*^-15+0.*I,4.684982925855636*^-16+0.*I,1.2292815105941273*^-16+0.*I,3.186540657038032*^-17+0.*I,8.162785702245428*^-18+0.*I,2.066941860400792*^-18+0.*I,5.174920330060199*^-19+0.*I,1.2813686236468781*^-19+0.*I,3.1386593523533675*^-20+0.*I,7.607012730367263*^-21+0.*I,1.8246515627579406*^-21+0.*I,4.332450590502707*^-22+0.*I,1.0185057808810544*^-22+0.*I,2.371124886968284*^-23+0.*I,5.467489716499222*^-24+0.*I,1.2489429697459251*^-24+0.*I,2.8267921625729964*^-25+0.*I,6.340369658681521*^-26+0.*I,1.4095318393581946*^-26+0.*I,3.1062937440748836*^-27+0.*I,6.7870779945098245*^-28+0.*I,1.470479543388166*^-28+0.*I,3.159599201275864*^-29+0.*I,6.7338104830583*^-30+0.*I,1.423648533536635*^-30+0.*I,2.9861593595678495*^-31+0.*I,6.215055941199638*^-32+0.*I,1.28366258789787*^-32+0.*I,2.631363490403737*^-33+0.*I,5.354066452414432*^-34+0.*I,1.081451421778276*^-34+0.*I,2.1686858190999614*^-35+0.*I,4.318146082793059*^-36+0.*I,8.537928816436054*^-37+0.*I,1.676503523971643*^-37+0.*I,3.2695970183735887*^-38+0.*I,6.333762403415729*^-39+0.*I,1.2188379992660457*^-39+0.*I,2.3301547024949857*^-40+0.*I,4.4260362483297433*^-41+0.*I,8.353578559067991*^-42+0.*I,1.5667242742989603*^-42+0.*I,2.9201768663395243*^-43+0.*I,5.409481322803786*^-44+0.*I,9.960117940251342*^-45+0.*I,1.822919284867331*^-45+0.*I,3.3166180706937483*^-46+0.*I,5.998998927529098*^-47+0.*I,1.078814896707462*^-47+0.*I,1.9289846232716492*^-48+0.*I,3.429671096342333*^-49+0.*I,6.063810498676222*^-50+0.*I,1.066191357306793*^-50+0.*I,1.8644358420084237*^-51+0.*I,3.242711133967892*^-52+0.*I,5.609741479902482*^-53+0.*I,9.653301992396764*^-54+0.*I
-0.47186011514862+0.*I,0.053221267101052155+0.*I,0.35185728201661476+0.*I,0.17596565575415696+0.*I,-0.1572076673438082+0.*I,-0.31719463180304885+0.*I,-0.22807096377498537+0.*I,-0.0051080662747880114+0.*I,0.20600427671287294+0.*I,0.32473003727558675+0.*I,0.3442269900549512+0.*I,0.29772609408814343+0.*I,0.22462641678311482+0.*I,0.15283777114405506+0.*I,0.09566606339030344+0.*I,0.05581994733711701+0.*I,0.03065048913866979+0.*I,0.015951360108471188+0.*I,0.007912076197030207+0.*I,0.003757188115563612+0.*I,0.00171442384346352+0.*I,0.0007540505568297704+0.*I,0.0003205193411037381+0.*I,0.00013196735110979527+0.*I,0.0000527348434271509+0.*I,0.0000204882501411294+0.*I,7.751037187703708*^-6+0.*I,2.859319517835046*^-6+0.*I,1.0298005692200671*^-6+0.*I,3.6250927191706816*^-7+0.*I,1.248544871400206*^-7+0.*I,4.211270466638213*^-8+0.*I,1.3922500862451544*^-8+0.*I,4.515003521482766*^-9+0.*I,1.4373120622363855*^-9+0.*I,4.494572209004287*^-10+0.*I,1.3814698532336568*^-10+0.*I,4.1760249232628625*^-11+0.*I,1.2421942508480756*^-11+0.*I,3.6378246003960763*^-12+0.*I,1.0493664269546592*^-12+0.*I,2.9829135461541145*^-13+0.*I,8.359221550495597*^-14+0.*I,2.3103398908715327*^-14+0.*I,6.2999119530519095*^-15+0.*I,1.6954953029011714*^-15+0.*I,4.505148377697568*^-16+0.*I,1.182255798068318*^-16+0.*I,3.0650404766334424*^-17+0.*I,7.852529230693323*^-18+0.*I,1.988619718910599*^-18+0.*I,4.979405321202627*^-19+0.*I,1.2330944782675554*^-19+0.*I,3.020738532994737*^-20+0.*I,7.321972670985956*^-21+0.*I,1.7564561953513014*^-21+0.*I,4.1709300969353024*^-22+0.*I,9.806257075419952*^-23+0.*I,2.2831441366873758*^-23+0.*I,5.265076786131478*^-24+0.*I,1.2028070004463397*^-24+0.*I,2.722592555660737*^-25+0.*I,6.107137145806827*^-26+0.*I,1.357785731598479*^-26+0.*I,2.992479013871985*^-27+0.*I,6.538870000105245*^-28+0.*I,1.416802112754006*^-28+0.*I,3.0444697506733625*^-29+0.*I,6.488871424558791*^-30+0.*I,1.3719518321072598*^-30+0.*I,2.8779025300681867*^-31+0.*I,5.990104764638395*^-32+0.*I,1.237273810267165*^-32+0.*I,2.53641699413995*^-33+0.*I,5.161165443223176*^-34+0.*I,1.0425445440174383*^-34+0.*I,2.0907745962961022*^-35+0.*I,4.1632289085101805*^-36+0.*I,8.232036948544372*^-37+0.*I,1.6165179465400305*^-37+0.*I,3.152760959691867*^-38+0.*I,6.107716000829606*^-39+0.*I,1.1753922382993759*^-39+0.*I,2.247195650825043*^-40+0.*I,4.2686440503512216*^-41+0.*I,8.056862376230998*^-42+0.*I,1.5111373628142505*^-42+0.*I,2.8166838749114698*^-43+0.*I,5.217972230295976*^-44+0.*I,9.607876784190141*^-45+0.*I,1.7585180124506355*^-45+0.*I,3.1995649178635287*^-46+0.*I,5.787486421061529*^-47+0.*I,1.040814991402385*^-47+0.*I,1.8611031757608195*^-48+0.*I,3.309092634805423*^-49+0.*I,5.850817284383993*^-50+0.*I,1.028774621169236*^-50+0.*I,1.7990631641144434*^-51+0.*I,3.1291100535087825*^-52+0.*I
0.3955540816192729+0.*I,-0.28054474051724126+0.*I,-0.2573241779658762+0.*I,0.1572076673438082+0.*I,0.307750760032577+0.*I,0.09013654111606001+0.*I,-0.1972936319103587+0.*I,-0.2974275014437025+0.*I,-0.1799145518818045+0.*I,0.03678952801946786+0.*I,0.22488234703249693+0.*I,0.3212560450410999+0.*I,0.32737537317379306+0.*I,0.276829153565273+0.*I,0.20573769447960916+0.*I,0.13846341300582654+0.*I,0.08594599579784899+0.*I,0.049815788300184384+0.*I,0.027205356077383714+0.*I,0.014094369279767404+0.*I,0.006964149241568298+0.*I,0.0032961279285535923+0.*I,0.0014997181914814845+0.*I,0.0006579518982938944+0.*I,0.0002790457525027106+0.*I,0.00011466207997702494+0.*I,0.000045737401873823444+0.*I,0.00001774085566949565+0.*I,6.70178019241085*^-6+0.*I,2.468936173051692*^-6+0.*I,8.881086656232042*^-7+0.*I,3.1227765975844407*^-7+0.*I,1.0744166819748489*^-7+0.*I,3.6204471579457746*^-8+0.*I,1.1958504514348739*^-8+0.*I,3.874852384455329*^-9+0.*I,1.2325648755757361*^-9+0.*I,3.8515058945845587*^-10+0.*I,1.1830058277451845*^-10+0.*I,3.573796289538967*^-11+0.*I,1.0624141495529986*^-11+0.*I,3.1095581114597296*^-12+0.*I,8.965002143939298*^-13+0.*I,2.5470813399421017*^-13+0.*I,7.134417285589561*^-14+0.*I,1.9709235824564735*^-14+0.*I,5.372043696105294*^-15+0.*I,1.4451801231806906*^-15+0.*I,3.8385159381127475*^-16+0.*I,1.006937454867942*^-16+0.*I,2.609584978450985*^-17+0.*I,6.683375747535644*^-18+0.*I,1.6919814446278943*^-18+0.*I,4.235307144572713*^-19+0.*I,1.0485110812090112*^-19+0.*I,2.5678187369883674*^-20+0.*I,6.222413755012096*^-21+0.*I,1.4922870300719308*^-21+0.*I,3.5427184977653267*^-22+0.*I,8.32721702874083*^-23+0.*I,1.938325753985461*^-23+0.*I,4.468880166641684*^-24+0.*I,1.0206904396510995*^-24+0.*I,2.3098735379612823*^-25+0.*I,5.180287376179768*^-26+0.*I,1.1514923751057077*^-26+0.*I,2.537332906568638*^-27+0.*I,5.543298685628704*^-28+0.*I,1.2008716863307643*^-28+0.*I,2.580021806904916*^-29+0.*I,5.498035525862531*^-30+0.*I,1.1622676330917076*^-30+0.*I,2.437667195529444*^-31+0.*I,5.073011558996985*^-32+0.*I,1.0476888338497049*^-32+0.*I,2.147455065898004*^-33+0.*I,4.369079447718729*^-34+0.*I,8.824238349832563*^-35+0.*I,1.7694240327256982*^-35+0.*I,3.5228866851486916*^-36+0.*I,6.964996257290878*^-37+0.*I,1.3675422579976047*^-37+0.*I,2.6668544613419305*^-38+0.*I,5.165787024723508*^-39+0.*I,9.94010939718406*^-40+0.*I,1.900208070093255*^-40+0.*I,3.609136754770711*^-41+0.*I,6.811356615454564*^-42+0.*I,1.2774002739917055*^-42+0.*I,2.380771020527598*^-43+0.*I,4.410001882781365*^-44+0.*I,8.119381055248723*^-45+0.*I,1.485941697665344*^-45+0.*I,2.7033747499543496*^-46+0.*I,4.88952405615709*^-47+0.*I,8.792498103812965*^-48+0.*I,1.572071067407989*^-48+0.*I,2.7949525597096075*^-49+0.*I,4.941361495591674*^-50+0.*I,8.687917085067318*^-51+0.*I
-0.296581095231959+0.*I,0.38724581137082587+0.*I,0.015506111760167682+0.*I,-0.31719463180304885+0.*I,-0.09013654111606001+0.*I,0.2401676018075728+0.*I,0.24666772781739588+0.*I,-0.010433859523420455+0.*I,-0.24132184208678145+0.*I,-0.2689649909274253+0.*I,-0.11658548978118573+0.*I,0.09268099108580427+0.*I,0.2522261022554438+0.*I,0.32031417627283604+0.*I,0.30896443597137807+0.*I,0.25253014737094526+0.*I,0.18324973902347072+0.*I,0.12112538219510127+0.*I,0.07412060500916051+0.*I,0.042465234881836816+0.*I,0.0229671137415884+0.*I,0.011800866784471117+0.*I,0.005789547876135329+0.*I,0.002723213750762366+0.*I,0.0012322756583998693+0.*I,0.0005379931962020427+0.*I,0.00022717648684698975+0.*I,0.00009298226405533664+0.*I,0.000036957622967533494+0.*I,0.000014288849089509755+0.*I,5.381741977555354*^-6+0.*I,1.97723118227297*^-6+0.*I,7.094486255519597*^-7+0.*I,2.4887702068733916*^-7+0.*I,8.544338649401921*^-8+0.*I,2.8733917138615156*^-8+0.*I,9.473159544542703*^-9+0.*I,3.0641582633929567*^-9+0.*I,9.730867250336485*^-10+0.*I,3.0359970629180796*^-10+0.*I,9.311638617693544*^-11+0.*I,2.809140680322947*^-11+0.*I,8.3401718978851*^-12+0.*I,2.4380779971377956*^-12+0.*I,7.020935362695455*^-13+0.*I,1.9925480037778574*^-13+0.*I,5.57531865075377*^-14+0.*I,1.5386797598458374*^-14+0.*I,4.18992011117268*^-15+0.*I,1.126146752712479*^-15+0.*I,2.988552669989871*^-16+0.*I,7.833235600766044*^-17+0.*I,2.028461438166944*^-17+0.*I,5.19113488203017*^-18+0.*I,1.313248015273478*^-18+0.*I,3.284986272414361*^-19+0.*I,8.127017011290335*^-20+0.*I,1.9890390275003497*^-20+0.*I,4.816918244099772*^-21+0.*I,1.1545274225809473*^-21+0.*I,2.739299555033867*^-22+0.*I,6.43521021359777*^-23+0.*I,1.4971251061008836*^-23+0.*I,3.449900454214711*^-24+0.*I,7.875643866305*^-25+0.*I,1.7814418362956078*^-25+0.*I,3.993333770481367*^-26+0.*I,8.872534454891573*^-27+0.*I,1.9542278136343344*^-27+0.*I,4.267593777893285*^-28+0.*I,9.241322391570503*^-29+0.*I,1.9846732807736015*^-29+0.*I,4.227722579403778*^-30+0.*I,8.933945737158705*^-31+0.*I,1.873072223372266*^-31+0.*I,3.896668131975141*^-32+0.*I,8.04473349485134*^-33+0.*I,1.648387639180143*^-33+0.*I,3.35262587048976*^-34+0.*I,6.769180148815605*^-35+0.*I,1.356932075070753*^-35+0.*I,2.700820449907842*^-36+0.*I,5.3381669108427045*^-37+0.*I,1.0478267436190008*^-37+0.*I,2.0428130178618144*^-38+0.*I,3.955937068959012*^-39+0.*I,7.610102453239815*^-40+0.*I,1.4544196730859455*^-40+0.*I,2.761746691383094*^-41+0.*I,5.210850672107729*^-42+0.*I,9.770100027667332*^-43+0.*I,1.8204930817825634*^-43+0.*I,3.3714125652543016*^-44+0.*I,6.205831968148845*^-45+0.*I,1.1354943702900497*^-45+0.*I,2.065369163860406*^-46+0.*I,3.734807878320943*^-47+0.*I,6.714693027970783*^-48+0.*I,1.2003285861989354*^-48+0.*I,2.133626232768442*^-49+0.*I
0.2029973815454277+0.*I,-0.38613232086237553+0.*I,0.2129631871024334+0.*I,0.22807096377498537+0.*I,-0.1972936319103587+0.*I,-0.24666772781739588+0.*I,0.0713338370676821+0.*I,0.2735731384834175+0.*I,0.15312674586468628+0.*I,-0.11146237771284886+0.*I,-0.26743440826104253+0.*I,-0.22129376965524972+0.*I,-0.04156752549009009+0.*I,0.15202508490288358+0.*I,0.27781472486346187+0.*I,0.31566932057969116+0.*I,0.2869532055885762+0.*I,0.22555000522642887+0.*I,0.1590628554249771+0.*I,0.10283290235216277+0.*I,0.061810526050297104+0.*I,0.03489033460033477+0.*I,0.018634235620933377+0.*I,0.009471371855259886+0.*I,0.004602986243740938+0.*I,0.002147138265552144+0.*I,0.0009644293206937031+0.*I,0.0004182716240989349+0.*I,0.00017556869717727077+0.*I,0.00007147063399353133+0.*I,0.000028267260113711846+0.*I,0.000010879530267035782+0.*I,4.080631846776375*^-6+0.*I,1.4934585735349286*^-6+0.*I,5.339633782685263*^-7+0.*I,1.8669821698635858*^-7+0.*I,6.389945296559767*^-8+0.*I,2.1427194598965154*^-8+0.*I,7.045258606929116*^-9+0.*I,2.2730927717959483*^-9+0.*I,7.20156790898601*^-10+0.*I,2.241848461364104*^-10+0.*I,6.86143768015124*^-11+0.*I,2.0658403530177955*^-11+0.*I,6.1217927044908175*^-12+0.*I,1.7863807417284341*^-12+0.*I,5.135508306296786*^-13+0.*I,1.4551091449306316*^-13+0.*I,4.065261024532347*^-14+0.*I,1.120289360671639*^-14+0.*I,3.0463516969230184*^-15+0.*I,8.176901142966073*^-16+0.*I,2.167202401751886*^-16+0.*I,5.673463341021769*^-17+0.*I,1.4674541189497634*^-17+0.*I,3.751212218368222*^-18+0.*I,9.479538438070259*^-19+0.*I,2.368773453380808*^-19+0.*I,5.85447570376133*^-20+0.*I,1.4314736819706085*^-20+0.*I,3.463442654707822*^-21+0.*I,8.293851089904366*^-22+0.*I,1.9661586973554229*^-22+0.*I,4.615108515309141*^-23+0.*I,1.0728272748853534*^-23+0.*I,2.4702594813255285*^-24+0.*I,5.635047126865998*^-25+0.*I,1.273706090320302*^-25+0.*I,2.8531814471086816*^-26+0.*I,6.335009964313737*^-27+0.*I,1.394407782904352*^-27+0.*I,3.0431364806044703*^-28+0.*I,6.585739951757324*^-29+0.*I,1.413512181063592*^-29+0.*I,3.0092946549007712*^-30+0.*I,6.355599683536253*^-31+0.*I,1.33177150902963*^-31+0.*I,2.769091280948501*^-32+0.*I,5.713872906625918*^-33+0.*I,1.1701983168801916*^-33+0.*I,2.3788787716494636*^-34+0.*I,4.8008269116865306*^-35+0.*I,9.619140686703897*^-36+0.*I,1.9137151590929344*^-36+0.*I,3.780786650155229*^-37+0.*I,7.418101490394169*^-38+0.*I,1.4456056272930148*^-38+0.*I,2.7982917233716095*^-39+0.*I,5.380973249697316*^-40+0.*I,1.0279948646027538*^-40+0.*I,1.951281530234901*^-41+0.*I,3.680302152528068*^-42+0.*I,6.8978913561876814*^-43+0.*I,1.284850124518565*^-43+0.*I,2.3786192069478327*^-44+0.*I,4.3768935217533497*^-45+0.*I,8.005844643805308*^-46+0.*I,1.4557245719728764*^-46+0.*I,2.6315533970363423*^-47+0.*I,4.7297199555240116*^-48+0.*I
-0.12863644001172722+0.*I,0.3214121423246626+0.*I,-0.3413480309127282+0.*I,-0.0051080662747880114+0.*I,0.2974275014437025+0.*I,-0.010433859523420455+0.*I,-0.2735731384834175+0.*I,-0.10202541687652063+0.*I,0.19542783161952862+0.*I,0.2442614705513517+0.*I,0.0362462086371421+0.*I,-0.1950161819335279+0.*I,-0.26340083076042337+0.*I,-0.15298303776608524+0.*I,0.03894885235576833+0.*I,0.20664413311081076+0.*I,0.2954091489055254+0.*I,0.30425656860757094+0.*I,0.26088886681894463+0.*I,0.1968937865062795+0.*I,0.134650913212891+0.*I,0.08494948226857847+0.*I,0.05004571259084774+0.*I,0.02777555217145741+0.*I,0.014620728529959583+0.*I,0.007338216569182515+0.*I,0.003526923803015905+0.*I,0.0016290490394218439+0.*I,0.000725287960023984+0.*I,0.00031206281371575807+0.*I,0.00013004572417778544+0.*I,0.00005259190869946869+0.*I,0.000020675578082654853+0.*I,7.913650890315736*^-6+0.*I,2.953057688492531*^-6+0.*I,1.0756705109416579*^-6+0.*I,3.82899620376879*^-7+0.*I,1.3333109962217151*^-7+0.*I,4.5459376347648915*^-8+0.*I,1.5189114197365888*^-8+0.*I,4.977378311889175*^-9+0.*I,1.600827339075145*^-9+0.*I,5.056585647657766*^-10+0.*I,1.5696835306411942*^-10+0.*I,4.7914069105255465*^-11+0.*I,1.4389574382249599*^-11+0.*I,4.253921336808597*^-12+0.*I,1.238501652862659*^-12+0.*I,3.5527605901151725*^-13+0.*I,1.0045758877550008*^-13+0.*I,2.801056454376344*^-14+0.*I,7.704573348334628*^-15+0.*I,2.0913151720054133*^-15+0.*I,5.603804767220733*^-16+0.*I,1.482791520580677*^-16+0.*I,3.875652513276428*^-17+0.*I,1.000932605078804*^-17+0.*I,2.5549462134156032*^-18+0.*I,6.447505178799273*^-19+0.*I,1.6089611349114312*^-19+0.*I,3.971452570551674*^-20+0.*I,9.698502906073838*^-21+0.*I,2.3437365018414433*^-21+0.*I,5.606023487427969*^-22+0.*I,1.3274941677213627*^-22+0.*I,3.1126330042579836*^-23+0.*I,7.228088954973325*^-24+0.*I,1.6626425379384743*^-24+0.*I,3.789053268640018*^-25+0.*I,8.556433107799592*^-26+0.*I,1.914944488697177*^-26+0.*I,4.248050290890935*^-27+0.*I,9.342420615572955*^-28+0.*I,2.037180498710155*^-28+0.*I,4.4051612619290853*^-29+0.*I,9.447484003159754*^-30+0.*I,2.0097890702768133*^-30+0.*I,4.2415131806877775*^-31+0.*I,8.881401333597999*^-32+0.*I,1.8453771366076252*^-32+0.*I,3.8052463142093305*^-33+0.*I,7.787963646623244*^-34+0.*I,1.582182605677799*^-34+0.*I,3.1910050595269757*^-35+0.*I,6.389720912203002*^-36+0.*I,1.2704682873466865*^-36+0.*I,2.5085116210179378*^-37+0.*I,4.919040356760103*^-38+0.*I,9.580697694466096*^-39+0.*I,1.8535563399270902*^-39+0.*I,3.5624167910471288*^-40+0.*I,6.80223030288337*^-41+0.*I,1.290511917385978*^-41+0.*I,2.4328329458283212*^-42+0.*I,4.557605657909179*^-43+0.*I,8.485337897470751*^-44+0.*I,1.5701545447042637*^-44+0.*I,2.8879432441216376*^-45+0.*I,5.280064948978915*^-46+0.*I,9.596764927461235*^-47+0.*I
