0.14662716930575773+0.*I,0.-0.2873190849555098*I,-0.39810671314272766+0.*I,0.+0.45039016441460694*I,0.44127459639734395+0.*I,0.-0.38669980087390515*I,-0.30934873715574973+0.*I,0.+0.22911279934670423*I,0.15872830637228555+0.*I,0.-0.1036771742448417*I,-0.06424408914553234+0.*I,0.+0.03795656106797202*I,0.02147070272322693+0.*I,0.-0.011668757298150222*I,-0.00611097649522716+0.*I,0.+0.003091825736635144*I,0.0015146247208105608+0.*I,0.-0.0007198310968992972*I,-0.00033246380883339644+0.*I,0.+0.00014945746086481336*I,0.00006548662763208461+0.*I,0.-0.00002800225479437045*I,-0.000011698540603498474+0.*I,0.+4.779888796829623*^-6*I,1.9118868948245476*^-6+0.*I,0.-7.492766801136763*^-7*I,-2.879423643436729*^-7+0.*I,0.+1.0858596831563798*^-7*I,4.021098550346214*^-8+0.*I,0.-1.4631732150487353*^-8*I,-5.234619747014269*^-9+0.*I,0.+1.84227439663443*^-9*I,6.381596656420328*^-10+0.*I,0.-2.176819432618986*^-10*I,-7.315313984578624*^-11+0.*I,0.+2.4229752249878893*^-11*I,7.913119919607038*^-12+0.*I,0.-2.549158910150501*^-12*I,-8.103173453967977*^-13+0.*I,0.+2.542569635049785*^-13*I,7.877581130206602*^-14+0.*I,0.-2.410743366759304*^-14*I,-7.289141138177848*^-15+0.*I,0.+2.1781719243515726*^-15*I,6.434515358752*^-16+0.*I,0.-1.8795747804684197*^-16*I,-5.430386206827379*^-17+0.*I,0.+1.552143293621317*^-17*I,4.389966622834328*^-18+0.*I,0.-1.228890544082472*^-18*I,-3.405479141022684*^-19+0.*I,0.+9.344222275820398*^-20*I,2.5391684492599628*^-20+0.*I,0.-6.834450501390105*^-21*I,-1.8224547198115334*^-21+0.*I,0.+4.815323026453282*^-22*I,1.2609023000352873*^-22+0.*I,0.-3.272608343625966*^-23*I,-8.420348390367251*^-24+0.*I,0.+2.1480979424037906*^-24*I,5.434110659993705*^-25+0.*I,0.-1.363369533518639*^-25*I,-3.392874254568959*^-26+0.*I,0.+8.376209165992453*^-27*I,2.05167020236064*^-27+0.*I,0.-4.98655825331517*^-28*I,-1.2027599360089002*^-28+0.*I,0.+2.8793308879828093*^-29*I,6.842064185785597*^-30+0.*I,0.-1.6140337913233216*^-30*I,-3.7801899838167347*^-31+0.*I,0.+8.790923016649832*^-32*I,2.0301038409330016*^-32+0.*I,0.-4.655934339506357*^-33*I,-1.0605740859585597*^-33+0.*I,0.+2.399719076214087*^-34*I,5.393909207416015*^-35+0.*I,0.-1.2045041303437683*^-35*I,-2.6724587864897964*^-36+0.*I,0.+5.891793201982219*^-37*I,1.2907808859821347*^-37+0.*I,0.-2.810347607733556*^-38*I,-6.081393960582385*^-39+0.*I,0.+1.3080191927582456*^-39*I,2.796562293398449*^-40+0.*I,0.-5.94381192594277*^-41*I,-1.255931223832726*^-41+0.*I,0.+2.6384948784408206*^-42*I,5.511438220640786*^-43+0.*I,0.-1.1447745464730498*^-43*I,-2.3645512637612756*^-44+0.*I,0.+4.8571113746530836*^-45*I,9.922798506044004*^-46+0.*I,0.-2.0162423031778145*^-46*I,-4.0750113239404846*^-47+0.*I,0.+8.192511156789802*^-48*I,1.638443422236012*^-48+0.*I,0.-3.2598349091770983*^-49*I,-6.452568038380234*^-50+0.*I,0.+1.2707643408730133*^-50*I
0.-0.2873190849555098*I,-0.4163807436924632+0.*I,0.+0.3737681013226902*I,0.19300813879723486+0.*I,0.+0.036093287189529956*I,0.22897343568230624+0.*I,0.-0.3410417065237067*I,-0.3695083796976052+0.*I,0.+0.3369973335642244*I,0.27302727121407316+0.*I,0.-0.20196834058917254*I,-0.13869684271220173+0.*I,0.+0.0894130817412114*I,0.054548539245070526+0.*I,0.-0.031685902351732714*I,-0.01760921131183751+0.*I,0.+0.009399363301420546*I,0.004834433224722385+0.*I,0.-0.002402514731290771*I,-0.0011563110430842837+0.*I,0.+0.000540071632251829*I,0.00024522640891783023+0.*I,0.-0.00010841867582834215*I,-0.00004673793512654298+0.*I,0.+0.00001967019375838844*I,8.091210739544314*^-6+0.*I,0.-3.2563471706444026*^-6*I,-1.283415878854278*^-6+0.*I,0.+4.957886470244125*^-7*I,1.8787159083942445*^-7+0.*I,0.-6.988394780981949*^-8*I,-2.5535153063950533*^-8+0.*I,0.+9.17099018924433*^-9*I,3.239395738376765*^-9+0.*I,0.-1.125947792101559*^-9*I,-3.8530109219427023*^-10+0.*I,0.+1.2987258519683411*^-10*I,4.3138497753929456*^-11+0.*I,0.-1.4126236653357464*^-11*I,-4.562208223586164*^-12+0.*I,0.+1.4536993384488048*^-12*I,4.57172273041069*^-13+0.*I,0.-1.4195079801444255*^-13*I,-4.352992027801022*^-14+0.*I,0.+1.3187500910544524*^-14*I,3.948097411425626*^-15+0.*I,0.-1.1683800557957333*^-15*I,-3.41873940870782*^-16+0.*I,0.+9.893340799860062*^-17*I,2.8321728966033565*^-17+0.*I,0.-8.022257424535836*^-18*I,-2.2488965142339614*^-18+0.*I,0.+6.2406590021308915*^-19*I,1.7146200095147148*^-19+0.*I,0.-4.6651610067776644*^-20*I,-1.2572113054881115*^-20+0.*I,0.+3.3563812826677244*^-21*I,8.878328976184969*^-22+0.*I,0.-2.3273457271782253*^-22*I,-6.04686792167216*^-23+0.*I,0.+1.5574269468173955*^-23*I,3.97702091614562*^-24+0.*I,0.-1.0070341450633348*^-24*I,-2.5288768360020773*^-25+0.*I,0.+6.298938153642612*^-26*I,1.5563967194766322*^-26+0.*I,0.-3.8154156850377536*^-27*I,-9.280803309402366*^-28+0.*I,0.+2.24028536038569*^-28*I,5.367171978509973*^-29+0.*I,0.-1.2763239206927298*^-29*I,-3.0129846743777146*^-30+0.*I,0.+7.061542329207441*^-31*I,1.6432874494593687*^-31+0.*I,0.-3.797364392847993*^-32*I,-8.714610907440519*^-33+0.*I,0.+1.986331780738451*^-33*I,4.497110951116249*^-34+0.*I,0.-1.0114218407242176*^-34*I,-2.2598823744539048*^-35+0.*I,0.+5.016848758905204*^-36*I,1.106633432894141*^-36+0.*I,0.-2.4257117762482535*^-37*I,-5.28410440674667*^-38+0.*I,0.+1.1440201539568986*^-38*I,2.46183276889355*^-39+0.*I,0.-5.265962002408581*^-40*I,-1.1197527855509602*^-40+0.*I,0.+2.367129777291626*^-41*I,4.9751593892706035*^-42+0.*I,0.-1.039694602813043*^-42*I,-2.1604620045122625*^-43+0.*I,0.+4.4643382023465167*^-44*I,9.174113330123112*^-45+0.*I,0.-1.8749687187443972*^-45*I,-3.811295718445601*^-46+0.*I,0.+7.705932313699155*^-47*I,1.5498024635649716*^-47+0.*I,0.-3.100632462289661*^-48*I,-6.171215135538907*^-49+0.*I
-0.39810671314272766+0.*I,0.+0.3737681013226902*I,0.10150894093539672+0.*I,0.+0.19034024200150426*I,0.3229652582725987+0.*I,0.-0.26019501383688265*I,-0.07595066520552272+0.*I,0.-0.12604315715244832*I,-0.27207631642431984+0.*I,0.+0.33657519351771*I,0.3306620407843666+0.*I,0.-0.28148065896837376*I,-0.21584654004808618+0.*I,0.+0.15237756400863275*I,0.10041817086690769+0.*I,0.-0.06237625419229006*I,-0.03678269854472756+0.*I,0.+0.020705070882432907*I,0.011174397095004226+0.*I,0.-0.005802873652469836*I,-0.002908258233928005+0.*I,0.+0.0014102486198588203*I,0.0006631000550783723+0.*I,0.-0.00030290595971370094*I,-0.0001346501148385477+0.*I,0.+0.000058333528896071794*I,0.000024661310153962297+0.*I,0.-0.000010186294111271841*I,-4.115142259510404*^-6+0.*I,0.+1.6275937530900574*^-6*I,6.307929795218096*^-7+0.*I,0.-2.3975210162246356*^-7*I,-8.943337158966356*^-8+0.*I,0.+3.27642609554371*^-8*I,1.1796267763658891*^-8+0.*I,0.-4.176307856103251*^-9*I,-1.4547438166849632*^-9+0.*I,0.+4.988308000946004*^-10*I,1.6846316714882474*^-10+0.*I,0.-5.60584177756264*^-11*I,-1.8388582837827247*^-11+0.*I,0.+5.9484499453175686*^-12*I,1.8983408110747527*^-12+0.*I,0.-5.978841109933524*^-13*I,-1.8590094267373794*^-13+0.*I,0.+5.708336138880434*^-14*I,1.731551323500255*^-14+0.*I,0.-5.190235036548558*^-15*I,-1.5377521918962262*^-15+0.*I,0.+4.504530554863154*^-16*I,1.3049307784386448*^-16+0.*I,0.-3.739436366436283*^-17*I,-1.0602467169905153*^-17+0.*I,0.+2.9749996557164375*^-18*I,8.263026446761156*^-19+0.*I,0.-2.2722330150079753*^-19*I,-6.187479779098515*^-20+0.*I,0.+1.6687999604464416*^-20*I,4.458651565856106*^-21+0.*I,0.-1.1802874356514022*^-21*I,-3.096210300492931*^-22+0.*I,0.+8.050119038667456*^-23*I,2.0747777967026194*^-23+0.*I,0.-5.301566245099384*^-24*I,-1.343271252968354*^-24+0.*I,0.+3.3752943284042764*^-25*I,8.412157927786008*^-26+0.*I,0.-2.0797375170420066*^-26*I,-5.101179860557267*^-27+0.*I,0.+1.2415026580161005*^-27*I,2.9984154808383714*^-28+0.*I,0.-7.187100995419267*^-29*I,-1.7099467158208227*^-29+0.*I,0.+4.0385546147320184*^-30*I,9.469567964609184*^-31+0.*I,0.-2.2046524256672748*^-31*I,-5.096822624337069*^-32+0.*I,0.+1.1701748969111435*^-32*I,2.668303197694276*^-33+0.*I,0.-6.043560452656196*^-34*I,-1.3597621089643933*^-34+0.*I,0.+3.039368877024074*^-35*I,6.74980693673209*^-36+0.*I,0.-1.4894394299138511*^-36*I,-3.2659766554237803*^-37+0.*I,0.+7.116989627974043*^-38*I,1.5413670129446588*^-38+0.*I,0.-3.317988549274036*^-39*I,-7.099612344410009*^-40+0.*I,0.+1.5101371578536005*^-40*I,3.193379238633667*^-41+0.*I,0.-6.713771864173701*^-42*I,-1.4034391586193554*^-42+0.*I,0.+2.9171570974023295*^-43*I,6.029661263808114*^-44+0.*I,0.-1.2394240442621662*^-44*I,-2.533770432934101*^-45+0.*I,0.+5.1518216441546156*^-46*I,1.041899642863583*^-46+0.*I,0.-2.095980508864014*^-47*I
0.+0.45039016441460694*I,0.19300813879723486+0.*I,0.+0.19034024200150426*I,0.3168466131213941+0.*I,0.-0.1455943841224712*I,0.12257986740166449+0.*I,0.-0.28204603292704705*I,-0.2586129930386812+0.*I,0.+0.1019805513744315*I,-0.09047230820178921+0.*I,0.+0.24041145242355072*I,0.3147220204697799+0.*I,0.-0.3187675993904122*I,-0.2769310570430941+0.*I,0.+0.2155670465763647*I,0.15397371343826624+0.*I,0.-0.10243840932274359*I,-0.06413606348798989+0.*I,0.+0.03807492537219829*I,0.02155664953593549+0.*I,0.-0.011692754850378748*I,-0.00609907112190634+0.*I,0.+0.003068786169669229*I,0.0014933542407429984+0.*I,0.-0.0007044136855967802*I,-0.0003227069148366052+0.*I,0.+0.0001438291732303727*I,0.00006245986787240074+0.*I,0.-0.000026464057652645535*I,-0.000010953151201520353+0.*I,0.+4.433268190587691*^-6*I,1.7564769290064833*^-6+0.*I,0.-6.818484069906724*^-7*I,-2.5954973799956385*^-7+0.*I,0.+9.695546396796789*^-8*I,3.556714161817701*^-8+0.*I,0.-1.2821359114390813*^-8*I,-4.544550013743507*^-9+0.*I,0.+1.5847643532619197*^-9*I,5.439820037926489*^-10+0.*I,0.-1.8389283980623582*^-10*I,-6.125008843414645*^-11+0.*I,0.+2.0109411307163644*^-11*I,6.510597940372341*^-12+0.*I,0.-2.079406462047385*^-12*I,-6.554111219234619*^-13+0.*I,0.+2.0393632343619913*^-13*I,6.266490599126187*^-14+0.*I,0.-1.9021234585668624*^-14*I,-5.705140328962978*^-15+0.*I,0.+1.6913361329326647*^-15*I,4.957313688408371*^-16+0.*I,0.-1.4369025906662007*^-16*I,-4.1198300945933657*^-17+0.*I,0.+1.1687033411933404*^-17*I,3.2809519575680598*^-18+0.*I,0.-9.117160351044328*^-19*I,-2.50826352079623*^-19+0.*I,0.+6.833240377978584*^-20*I,1.843753879329998*^-20+0.*I,0.-4.928122243128986*^-21*I,-1.3050851219578545*^-21+0.*I,0.+3.424906984220385*^-22*I,8.908044080908476*^-23+0.*I,0.-2.296720219719691*^-23*I,-5.8707301515956804*^-24+0.*I,0.+1.4879840844952262*^-24*I,3.7401437435652565*^-25+0.*I,0.-9.324419180418785*^-26*I,-2.3059849677897653*^-26+0.*I,0.+5.657807771526345*^-27*I,1.3773712616010483*^-27+0.*I,0.-3.32749459041772*^-28*I,-7.978072952687628*^-29+0.*I,0.+1.8986381979125084*^-29*I,4.485364985916703*^-30+0.*I,0.-1.0519888243059862*^-30*I,-2.4497811501191245*^-31+0.*I,0.+5.664871423232367*^-32*I,1.300894225877923*^-32+0.*I,0.-2.96704719831148*^-33*I,-6.721678183859437*^-34+0.*I,0.+1.5126586638864044*^-34*I,3.381833776819031*^-35+0.*I,0.-7.511882832656494*^-36*I,-1.6579321723482425*^-36+0.*I,0.+3.636146505088334*^-37*I,7.925141313902876*^-38+0.*I,0.-1.7167110317936674*^-38*I,-3.696107669193403*^-39+0.*I,0.+7.910085211912452*^-40*I,1.6828212125736173*^-40+0.*I,0.-3.559143188743582*^-41*I,-7.483991728050823*^-42+0.*I,0.+1.5646978842035224*^-42*I,3.2528601382551495*^-43+0.*I,0.-6.724588059814561*^-44*I,-1.3824787404882262*^-44+0.*I,0.+2.826638073014412*^-45*I,5.748133156049248*^-46+0.*I
0.44127459639734395+0.*I,0.+0.036093287189529956*I,0.3229652582725987+0.*I,0.-0.1455943841224712*I,0.17419895300903743+0.*I,0.-0.28287841042299117*I,-0.12620856325685498+0.*I,0.-0.1197329757794292*I,-0.26581746267233153+0.*I,0.+0.24161204181546084*I,0.09249642064874507+0.*I,0.+0.09032501488628748*I,0.23279855374634995+0.*I,0.-0.30334028759386533*I,-0.3068864406284536+0.*I,0.+0.26658639276864093*I,0.20758229614985985+0.*I,0.-0.1483441944787494*I,-0.09874881954492205+0.*I,0.+0.06186201729843553*I,0.036746031698310325+0.*I,0.-0.020815836715788637*I,-0.011296913476571501+0.*I,0.+0.0058955608839272216*I,0.00296779902802291+0.*I,0.-0.0014448586514455466*I,-0.0006818262521619703+0.*I,0.+0.0003124834277086511*I,0.00013932483286042364+0.*I,0.-0.00006052518854244511*I,-0.000025652897864254613+0.*I,0.+0.000010620769202529398*I,4.300018696820041*^-6+0.*I,0.-1.7041638038538672*^-6*I,-6.617178621157862*^-7+0.*I,0.+2.519508414752053*^-7*I,9.413956068544614*^-8+0.*I,0.-3.454206976400217*^-8*I,-1.2454553990884653*^-8+0.*I,0.+4.415452901732376*^-9*I,1.5400511551054791*^-9+0.*I,0.-5.287339184529412*^-10*I,-1.7877055894033974*^-10+0.*I,0.+5.955428601070263*^-11*I,1.9555889735273153*^-11+0.*I,0.-6.332395223536728*^-12*I,-2.022798450567358*^-12+0.*I,0.+6.376618829202616*^-13*I,1.9844134336832534*^-13+0.*I,0.-6.098464859479064*^-14*I,-1.8513612346403703*^-14+0.*I,0.+5.5535798430158206*^-15*I,1.6466027960544773*^-15+0.*I,0.-4.826759605910532*^-16*I,-1.399217269902658*^-16+0.*I,0.+4.0122131868151033*^-17*I,1.1382934559324046*^-17+0.*I,0.-3.1959027486232712*^-18*I,-8.881688873759623*^-19+0.*I,0.+2.4437119989470333*^-19*I,6.657990004367114*^-20+0.*I,0.-1.7966261423947698*^-20*I,-4.8025663264761915*^-21+0.*I,0.+1.2719403038256165*^-21*I,3.338194004391461*^-22+0.*I,0.-8.683184107494905*^-23*I,-2.238915023413997*^-23+0.*I,0.+5.7233927287080165*^-24*I,1.45074377351491*^-24+0.*I,0.-3.6467907919904674*^-25*I,-9.092297434290082*^-26+0.*I,0.+2.248727356222963*^-26*I,5.517676502746719*^-27+0.*I,0.-1.343340286329182*^-27*I,-3.2454778124285165*^-28+0.*I,0.+7.781886112521726*^-29*I,1.8520555359759157*^-29+0.*I,0.-4.375562297743319*^-30*I,-1.0262918790088776*^-30+0.*I,0.+2.390067420263026*^-31*I,5.527076208220861*^-32+0.*I,0.-1.2693148759790254*^-32*I,-2.895164880753822*^-33+0.*I,0.+6.559149349541684*^-34*I,1.476152448904193*^-34+0.*I,0.-3.30036920308931*^-35*I,-7.331259873360366*^-36+0.*I,0.+1.6181384148633804*^-36*I,3.549024166337018*^-37+0.*I,0.-7.735579626651537*^-38*I,-1.675717898142187*^-38+0.*I,0.+3.607993971079761*^-39*I,7.721816146382757*^-40+0.*I,0.-1.642831484021764*^-40*I,-3.474696641144959*^-41+0.*I,0.+7.306691782089397*^-42*I,1.527684635589754*^-42+0.*I,0.-3.1760257408008765*^-43*I,-6.565977747453069*^-44+0.*I,0.+1.349916734561213*^-44*I
0.-0.38669980087390515*I,0.22897343568230624+0.*I,0.-0.26019501383688265*I,0.12257986740166449+0.*I,0.-0.28287841042299117*I,-0.07369436755636974+0.*I,0.-0.19927809935195215*I,-0.2542569425444597+0.*I,0.+0.08149082590957188*I,-0.1449009646444801+0.*I,0.+0.2606341340419889*I,0.21634839893310853+0.*I,0.-0.06407619694018493*I,0.10955182108023426+0.*I,0.-0.23865323719392229*I,-0.29792668322760196+0.*I,0.+0.29497475639112575*I,0.2527651690785258+0.*I,0.-0.19492729580510873*I,-0.13828567727457727+0.*I,0.+0.09152258167695722*I,0.05706552496018876+0.*I,0.-0.033763903848153184*I,-0.019062754854464094+0.*I,0.+0.010315771332687492*I,0.005370035135765523+0.*I,0.-0.0026972835107476217*I,-0.001310584105161813+0.*I,0.+0.0006173769719904265*I,0.0002824989164832617+0.*I,0.-0.00012577556208441347*I,-0.00005456795883654458+0.*I,0.+0.000023100444619193516*I,9.553547322427789*^-6+0.*I,0.-3.864035841709504*^-6*I,-1.5299501713395735*^-6+0.*I,0.+5.9355823380853*^-7*I,2.2581722489765228*^-7+0.*I,0.-8.431168220955719*^-8*I,-3.091430614836821*^-8+0.*I,0.+1.1139201984553144*^-8*I,3.946692813818865*^-9+0.*I,0.-1.3757554368390699*^-9*I,-4.720693017036417*^-10+0.*I,0.+1.5952925433523913*^-10*I,5.311843525492219*^-11+0.*I,0.-1.743447757742657*^-11*I,-5.642983793928595*^-12+0.*I,0.+1.8018240440903263*^-12*I,5.677773165517699*^-13+0.*I,0.-1.7662645723003747*^-13*I,-5.426099736734321*^-14+0.*I,0.+1.6466798249147912*^-14*I,4.937969465644567*^-15+0.*I,0.-1.4636182127570788*^-15*I,-4.289078557667054*^-16+0.*I,0.+1.2429918964843912*^-16*I,3.563256219863397*^-17+0.*I,0.-1.0106528260279728*^-17*I,-2.836811816970672*^-18+0.*I,0.+7.881810614554872*^-19*I,2.1680931563351994*^-19+0.*I,0.-5.905712771929703*^-20*I,-1.5932786704537997*^-20+0.*I,0.+4.258097807088958*^-21*I,1.1275100833454158*^-21+0.*I,0.-2.958555812826255*^-22*I,-7.694219665099251*^-23+0.*I,0.+1.9835506971630433*^-23*I,5.069696664064257*^-24+0.*I,0.-1.2848261279250769*^-24*I,-3.2291786822540453*^-25+0.*I,0.+8.049792752575711*^-26*I,1.9905810124248637*^-26+0.*I,0.-4.883524049753557*^-27*I,-1.188773566509797*^-27+0.*I,0.+2.8716375524574*^-28*I,6.884549443094356*^-29+0.*I,0.-1.6382721489815978*^-29*I,-3.8699820382921004*^-30+0.*I,0.+9.075918375405965*^-31*I,2.113372071413563*^-31+0.*I,0.-4.886623037375256*^-32*I,-1.1221004105381417*^-32+0.*I,0.+2.5590923420355207*^-33*I,5.797112981684093*^-34+0.*I,0.-1.3045126119498007*^-34*I,-2.916309498710588*^-35+0.*I,0.+6.477461816567537*^-36*I,1.429546145969576*^-36+0.*I,0.-3.1350811982278965*^-37*I,-6.832679474723082*^-38+0.*I,0.+1.4799888166424846*^-38*I,3.186277667951558*^-39+0.*I,0.-6.818651346085758*^-40*I,-1.450554811523931*^-40+0.*I,0.+3.0677571593293557*^-41*I,6.450429873872206*^-42+0.*I,0.-1.3485472540398585*^-42*I,-2.8033791248657124*^-43+0.*I
-0.30934873715574973+0.*I,0.-0.3410417065237067*I,-0.07595066520552272+0.*I,0.-0.28204603292704705*I,-0.12620856325685498+0.*I,0.-0.19927809935195215*I,-0.2331111250463126+0.*I,0.-0.011846694725152922*I,-0.22840030761006577+0.*I,0.+0.2157220821854692*I,0.021433482516851923+0.*I,0.+0.1798277787475774*I,0.2547037222750428+0.*I,0.-0.1819559193369328*I,-0.0235725662880862+0.*I,0.-0.13901110821811116*I,-0.25054090111919225+0.*I,0.+0.2943116240125065*I,0.28186587564804627+0.*I,0.-0.23625109398795083*I,-0.17925851201177956+0.*I,0.+0.12557229048260585*I,0.08226200743516637+0.*I,0.-0.050856353882441814*I,-0.029873188845709255+0.*I,0.+0.016761106141357045*I,0.009020870198183099+0.*I,0.-0.004673372731155097*I,-0.002337301399192574+0.*I,0.+0.001131302574762439*I,0.0005310699426282519+0.*I,0.-0.00024223886123126174*I,-0.00010753961049519998+0.*I,0.+0.000046532781209190796*I,0.000019650873757617003+0.*I,0.-8.108616983804007*^-6*I,-3.27276770781251*^-6+0.*I,0.+1.2933224542554633*^-6*I,5.008472953274627*^-7+0.*I,0.-1.9022289914750642*^-7*I,-7.090935350707207*^-8+0.*I,0.+2.5961351801289518*^-8*I,9.341402839950435*^-9+0.*I,0.-3.3053421831390246*^-9*I,-1.1507508894210164*^-9+0.*I,0.+3.943956329245072*^-10*I,1.3313120582780824*^-10+0.*I,0.-4.4281552467431536*^-11*I,-1.4519360928833466*^-11+0.*I,0.+4.6949355497051695*^-12*I,1.4977358385520549*^-12+0.*I,0.-4.715429478673449*^-13*I,-1.4656708526067666*^-13+0.*I,0.+4.49906124177855*^-14*I,1.3643055852475669*^-14+0.*I,0.-4.0882102309926925*^-15*I,-1.2108993608332128*^-15+0.*I,0.+3.546108059934997*^-16*I,1.0270120567305864*^-16+0.*I,0.-2.9422831081282553*^-17*I,-8.340264417259218*^-18+0.*I,0.+2.339690700824881*^-18*I,6.497004341338227*^-19+0.*I,0.-1.786211936947919*^-19*I,-4.862990749526943*^-20+0.*I,0.+1.3113139962125207*^-20*I,3.502851923851742*^-21+0.*I,0.-9.270961119376838*^-22*I,-2.4315819565321464*^-22+0.*I,0.+6.320986507007988*^-23*I,1.628848669464895*^-23+0.*I,0.-4.1614270578735544*^-24*I,-1.0542242782411437*^-24+0.*I,0.+2.6485872580342063*^-25*I,6.600022869679189*^-26+0.*I,0.-1.631488013910238*^-26*I,-4.0011533724990465*^-27+0.*I,0.+9.736507404685612*^-28*I,2.3512025347049987*^-28+0.*I,0.-5.635030774751364*^-29*I,-1.340512898694543*^-29+0.*I,0.+3.165641647573181*^-30*I,7.42189422480962*^-31+0.*I,0.-1.7277261477686376*^-31*I,-3.993795250504554*^-32+0.*I,0.+9.168321261271468*^-33*I,2.0903942896515394*^-33+0.*I,0.-4.734139647051258*^-34*I,-1.0650436728490724*^-34+0.*I,0.+2.3803743771949612*^-35*I,5.285810922063698*^-36+0.*I,0.-1.1662792393367636*^-36*I,-2.5571321359513325*^-37+0.*I,0.+5.571828733360391*^-38*I,1.2066177808964692*^-38+0.*I,0.-2.597177607450231*^-39*I,-5.556807481984527*^-40+0.*I,0.+1.1818758801175962*^-40*I,2.4990302886896633*^-41+0.*I,0.-5.253562560664598*^-42*I
0.+0.22911279934670423*I,-0.3695083796976052+0.*I,0.-0.12604315715244832*I,-0.2586129930386812+0.*I,0.-0.1197329757794292*I,-0.2542569425444597+0.*I,0.-0.011846694725152922*I,-0.24188513659212046+0.*I,0.+0.15649535537569786*I,-0.09921146865684968+0.*I,0.+0.24196293493520263*I,0.1600540494295396+0.*I,0.+0.04680874139842082*I,0.21234074402550837+0.*I,0.-0.23986599098650246*I,-0.1374624307845972+0.*I,0.-0.02460705966942924*I,-0.17246392493482654+0.*I,0.+0.26319035938268087*I,0.28940202188717296+0.*I,0.-0.2665730930972956*I,-0.21748230825802914+0.*I,0.+0.1616902085732374*I,0.11144683567085932+0.*I,0.-0.07204270444663208*I,-0.04404125079880629+0.*I,0.+0.025621689481712694*I,0.014255399673278322+0.*I,0.-0.007615671104581819*I,-0.003919469498739089+0.*I,0.+0.0019486927680661924*I,0.0009381834351518+0.*I,0.-0.0004382814635954053*I,-0.0001990308173987932+0.*I,0.+0.00008799923822912253*I,0.00003793520862778479+0.*I,0.-0.00001596470657211849*I,-6.56644318997847*^-6+0.*I,0.+2.642407846297876*^-6*I,1.0413089439406032*^-6+0.*I,0.-4.0220214366015046*^-7*I,-1.523837756088561*^-7+0.*I,0.+5.66735464669831*^-8*I,2.0704434949074914*^-8+0.*I,0.-7.434651361439131*^-9*I,-2.6255849920679363*^-9+0.*I,0.+9.124243315735581*^-10*I,3.1217254164045075*^-10+0.*I,0.-1.0520285650008556*^-10*I,-3.493741046245785*^-11+0.*I,0.+1.1438475717597473*^-11*I,3.69345929418826*^-12+0.*I,0.-1.1766575309778026*^-12*I,-3.699759732516639*^-13+0.*I,0.+1.1485519024987382*^-13*I,3.521444895442551*^-14+0.*I,0.-1.0666376925453939*^-14*I,-3.1927498900783127*^-15+0.*I,0.+9.446807084021686*^-16*I,2.7637074477277183*^-16+0.*I,0.-7.996418316228075*^-17*I,-2.2887590783494654*^-17+0.*I,0.+6.481955044568325*^-18*I,1.8168091777064258*^-18+0.*I,0.-5.040829788570561*^-19*I,-1.3847536153512605*^-19+0.*I,0.+3.7670864499967836*^-20*I,1.0150392391267588*^-20+0.*I,0.-2.7094597502663793*^-21*I,-7.166064986623426*^-22+0.*I,0.+1.87823410519018*^-22*I,4.87932566833383*^-23+0.*I,0.-1.2565468367317977*^-23*I,-3.2082757698997707*^-24+0.*I,0.+8.122728828121333*^-25*I,2.0395317846177935*^-25+0.*I,0.-5.0794449630332227*^-26*I,-1.2549210007866139*^-26+0.*I,0.+3.0759985984395026*^-27*I,7.481333860352628*^-28+0.*I,0.-1.8057057546431835*^-28*I,-4.3255395039984504*^-29+0.*I,0.+1.0285081637548763*^-29*I,2.4277095747219295*^-30+0.*I,0.-5.689226682574139*^-31*I,-1.3237986689075285*^-31+0.*I,0.+3.0587659849636264*^-32*I,7.018889118097745*^-33+0.*I,0.-1.599666238814384*^-33*I,-3.621339015038202*^-34+0.*I,0.+8.143791921633439*^-35*I,1.8194481506460568*^-35+0.*I,0.-4.038732554914684*^-36*I,-8.90797157408804*^-37+0.*I,0.+1.9524318172680617*^-37*I,4.252755272298057*^-38+0.*I,0.-9.20652337404556*^-39*I,-1.9809985674778214*^-39+0.*I,0.+4.237089062724271*^-40*I,9.009006426291869*^-41+0.*I
