0.18581642324951292+0.*I,0.340910709229224+0.*I,0.4422646159740398+0.*I,0.4684660416667519+0.*I,0.42973889961268064+0.*I,0.3525950518385292+0.*I,0.2640931496675978+0.*I,0.18313217954394959+0.*I,0.11878899791915197+0.*I,0.07264596749317567+0.*I,0.04214713517261723+0.*I,0.02331461592844766+0.*I,0.012347930902097737+0.*I,0.0062831736473217105+0.*I,0.003080857368189768+0.*I,0.001459427452027291+0.*I,0.0006693897652296553+0.*I,0.00029785929358831445+0.*I,0.0001288046229573074+0.*I,0.00005421396839121459+0.*I,0.000022240920024346523+0.*I,8.904297241505047*^-6+0.*I,3.4829308873062*^-6+0.*I,1.3324087827962176*^-6+0.*I,4.989860610048598*^-7+0.*I,1.8309435622301446*^-7+0.*I,6.587867135118657*^-8+0.*I,2.3260524192577245*^-8+0.*I,8.06486366284585*^-9+0.*I,2.747606778224397*^-9+0.*I,9.203446662714388*^-10+0.*I,3.032677302530702*^-10+0.*I,9.835756301183578*^-11+0.*I,3.141284980824231*^-11+0.*I,9.883810891219531*^-12+0.*I,3.065116268872749*^-12+0.*I,9.372430979798423*^-13+0.*I,2.826883668846844*^-13+0.*I,8.413422267973215*^-14+0.*I,2.4717066790939625*^-14+0.*I,7.170071451014806*^-15+0.*I,2.0544146492358148*^-15+0.*I,5.815941185655715*^-16+0.*I,1.6272052105984248*^-16+0.*I,4.500621971872328*^-17+0.*I,1.2309001573654781*^-17+0.*I,3.3296643742443594*^-18+0.*I,8.91062318471646*^-19+0.*I,2.359630536423683*^-19+0.*I,6.184470408432176*^-20+0.*I,1.6046268750970823*^-20+0.*I,4.1223562625914715*^-21+0.*I,1.048818641736394*^-21+0.*I,2.6431329645383074*^-22+0.*I,6.599008370985624*^-23+0.*I,1.6325026035250274*^-23+0.*I,4.00236246598325*^-24+0.*I,9.726028487824342*^-25+0.*I,2.343031290703749*^-25+0.*I,5.596398490330554*^-26+0.*I,1.325529976428519*^-26+0.*I,3.113731671456999*^-27+0.*I,7.255074683760165*^-28+0.*I,1.676981071847089*^-28+0.*I,3.8458710791651604*^-29+0.*I,8.751743717900741*^-30+0.*I,1.9764196894430956*^-30+0.*I,4.42994483854124*^-31+0.*I,9.855993539058633*^-32+0.*I,2.176869591535835*^-32+0.*I,4.773533127289747*^-33+0.*I,1.0393631485387245*^-33+0.*I,2.2472822125248894*^-34+0.*I,4.82561569414349*^-35+0.*I,1.0291849349838685*^-35+0.*I,2.180315472776806*^-36+0.*I,4.588482595192876*^-37+0.*I,9.593570560955973*^-38+0.*I,1.9929184181376424*^-38+0.*I,4.1136991146474526*^-39+0.*I,8.438088534017315*^-40+0.*I,1.7201175083121912*^-40+0.*I,3.4850397678945916*^-41+0.*I,7.018191916226807*^-42+0.*I,1.404889430194479*^-42+0.*I,2.795691398365388*^-43+0.*I,5.530909503947703*^-44+0.*I,1.0879112665323449*^-44+0.*I,2.1276916358946095*^-45+0.*I,4.137807010281621*^-46+0.*I,8.00212856030982*^-47+0.*I,1.5390097678811455*^-47+0.*I,2.943770918635695*^-48+0.*I,5.600400482752298*^-49+0.*I,1.0597702056445056*^-49+0.*I,1.9948325726899322*^-50+0.*I,3.735316295805939*^-51+0.*I,6.958218519180786*^-52+0.*I,1.2895600594598278*^-52+0.*I,2.3778284795108333*^-53+0.*I
-0.340910709229224+0.*I,-0.439640194818703+0.*I,-0.32928643723729395+0.*I,-0.09345301396838637+0.*I,0.14850557889249066+0.*I,0.3140319308598283+0.*I,0.3791557587080593+0.*I,0.3627387731402765+0.*I,0.3000381215564694+0.*I,0.223086049760991+0.*I,0.1524008869390832+0.*I,0.09701174597439612+0.*I,0.05810989393598942+0.*I,0.03299358528411562+0.*I,0.017857144873185023+0.*I,0.009254550218120758+0.*I,0.004609604479072679+0.*I,0.0022134929727015444+0.*I,0.0010273967484687849+0.*I,0.000461981916818611+0.*I,0.00020164762118597714+0.*I,0.00008558430561282998+0.*I,0.00003537484806923491+0.*I,0.00001425902726641619+0.*I,5.6119715121920484*^-6+0.*I,2.1590136742750344*^-6+0.*I,8.127364660731718*^-7+0.*I,2.996403705270977*^-7+0.*I,1.082868094311837*^-7+0.*I,3.838968462753133*^-8+0.*I,1.3360738854976552*^-8+0.*I,4.5678678360935785*^-9+0.*I,1.5350882649862437*^-9+0.*I,5.073891566378555*^-10+0.*I,1.6503334372073428*^-10+0.*I,5.284995520564427*^-11+0.*I,1.6671171407399147*^-11+0.*I,5.182389017756553*^-12+0.*I,1.5882500946646851*^-12+0.*I,4.800705386890206*^-13+0.*I,1.4316978404149666*^-13+0.*I,4.2141697617975825*^-14+0.*I,1.2247098815215585*^-14+0.*I,3.515230190510758*^-15+0.*I,9.967945353317041*^-16+0.*I,2.7932801758488884*^-16+0.*I,7.737489495246038*^-17+0.*I,2.1192228894609043*^-17+0.*I,5.740547904621857*^-18+0.*I,1.538277121031032*^-18+0.*I,4.0786858417874504*^-19+0.*I,1.0703014104733554*^-19+0.*I,2.780250391762508*^-20+0.*I,7.150588866248861*^-21+0.*I,1.8212284922501593*^-21+0.*I,4.594446208015633*^-22+0.*I,1.1482231802856306*^-22+0.*I,2.843277449912189*^-23+0.*I,6.977255093770017*^-24+0.*I,1.6970413730991116*^-24+0.*I,4.0917614125795003*^-25+0.*I,9.781454916940747*^-26+0.*I,2.31864852377715*^-26+0.*I,5.450867320595764*^-27+0.*I,1.2710260438768968*^-27+0.*I,2.9400752960885894*^-28+0.*I,6.747343594541668*^-29+0.*I,1.5364946335227088*^-29+0.*I,3.472201728037926*^-30+0.*I,7.787620677137115*^-31+0.*I,1.7337214746325462*^-31+0.*I,3.8315622887702994*^-32+0.*I,8.406987979723337*^-33+0.*I,1.8315449283530778*^-33+0.*I,3.9623307227079525*^-34+0.*I,8.512988350149823*^-35+0.*I,1.8165717221541067*^-35+0.*I,3.8503673475476826*^-36+0.*I,8.107178529807481*^-37+0.*I,1.6958720775767319*^-37+0.*I,3.524593767984773*^-38+0.*I,7.278695907415718*^-39+0.*I,1.493693880763487*^-39+0.*I,3.046262089470003*^-40+0.*I,6.174529128206169*^-41+0.*I,1.2439525112531705*^-41+0.*I,2.4911439383672252*^-42+0.*I,4.959293777544173*^-43+0.*I,9.815152367034813*^-44+0.*I,1.9313454176462422*^-44+0.*I,3.7786562263159866*^-45+0.*I,7.351187541077373*^-46+0.*I,1.4221580055207516*^-46+0.*I,2.73612133238121*^-47+0.*I,5.2353574943573095*^-48+0.*I,9.963377489067663*^-49+0.*I,1.8859982654002643*^-49+0.*I,3.551199971421638*^-50+0.*I,6.651693953375945*^-51+0.*I,1.2394708945806908*^-51+0.*I
0.4422646159740398+0.*I,0.32928643723729395+0.*I,-0.01245578621072724+0.*I,-0.28205496416483206+0.*I,-0.32481930951175075+0.*I,-0.17258674862579057+0.*I,0.052039211448235305+0.*I,0.23875323555000527+0.*I,0.3362370765171912+0.*I,0.3470666843143906+0.*I,0.3011253860824726+0.*I,0.2315580948284131+0.*I,0.16224311477472025+0.*I,0.10534905178950289+0.*I,0.0641266870889404+0.*I,0.036897846003423454+0.*I,0.02019576538480887+0.*I,0.010567619066797495+0.*I,0.005307633641868412+0.*I,0.002567318748414833+0.*I,0.0011993169540612768+0.*I,0.000542384163578234+0.*I,0.0002379591196300768+0.*I,0.00010146366206037239+0.*I,0.00004211428976256803+0.*I,0.00001704041981949969+0.*I,6.7300687410797085*^-6+0.*I,2.59745998984027*^-6+0.*I,9.806707616792668*^-7+0.*I,3.6254081779947863*^-7+0.*I,1.313496775287099*^-7+0.*I,4.667537108198242*^-8+0.*I,1.6279996146850006*^-8+0.*I,5.577320340833495*^-9+0.*I,1.8779207711927043*^-9+0.*I,6.21821583065854*^-10+0.*I,2.025958032225545*^-10+0.*I,6.49822887160086*^-11+0.*I,2.0529067795567272*^-11+0.*I,6.390725382657932*^-12+0.*I,1.9612060719989342*^-12+0.*I,5.935582004853731*^-13+0.*I,1.772293165381284*^-13+0.*I,5.2227141030527547*^-14+0.*I,1.5194746163335642*^-14+0.*I,4.3658384544424065*^-15+0.*I,1.239231399190005*^-15+0.*I,3.4759596951794407*^-16+0.*I,9.63730623980814*^-17+0.*I,2.641865034633495*^-17+0.*I,7.162256311571223*^-18+0.*I,1.920784826123027*^-18+0.*I,5.096804953881739*^-19+0.*I,1.338456655465786*^-19+0.*I,3.479286377911568*^-20+0.*I,8.954563725743195*^-21+0.*I,2.2821930342103606*^-21+0.*I,5.760975028237089*^-22+0.*I,1.4406355997305007*^-22+0.*I,3.569461774499492*^-23+0.*I,8.764252818854392*^-24+0.*I,2.132853954480384*^-24+0.*I,5.145284553207573*^-25+0.*I,1.2306239703611072*^-25+0.*I,2.9185855580857017*^-26+0.*I,6.864546337011773*^-27+0.*I,1.6014111557584743*^-27+0.*I,3.705977480456686*^-28+0.*I,8.508776390352195*^-29+0.*I,1.9384276675957666*^-29+0.*I,4.382302251432447*^-30+0.*I,9.832767996652103*^-31+0.*I,2.189873233893925*^-31+0.*I,4.8414941699760077*^-32+0.*I,1.0626818358107096*^-32+0.*I,2.3159828299384283*^-33+0.*I,5.012093995434691*^-34+0.*I,1.07720216551204*^-34+0.*I,2.29937893661788*^-35+0.*I,4.8752766393324874*^-36+0.*I,1.0268390029381312*^-36+0.*I,2.1486109706853096*^-37+0.*I,4.4668620058790396*^-38+0.*I,9.227257102580461*^-39+0.*I,1.8941010949341976*^-39+0.*I,3.863922134395151*^-40+0.*I,7.833965174114986*^-41+0.*I,1.578685185086802*^-41+0.*I,3.1622910334655895*^-42+0.*I,6.2969691867864745*^-43+0.*I,1.2465652575564288*^-43+0.*I,2.4534757699723443*^-44+0.*I,4.8013209281413363*^-45+0.*I,9.342866694807095*^-46+0.*I,1.8078718101360066*^-46+0.*I,3.4789659137351394*^-47+0.*I,6.658159217644481*^-48+0.*I,1.2673759692058847*^-48+0.*I,2.3995473293911613*^-49+0.*I,4.519084543947702*^-50+0.*I
-0.4684660416667519+0.*I,-0.09345301396838637+0.*I,0.28205496416483206+0.*I,0.2863091789758896+0.*I,0.01837381284199678+0.*I,-0.2365284861779816+0.*I,-0.2991967314094541+0.*I,-0.17340667015343694+0.*I,0.03372537057586409+0.*I,0.21475147481597845+0.*I,0.31468898228956377+0.*I,0.3313347442863878+0.*I,0.29126118018742886+0.*I,0.22614564829392397+0.*I,0.15965416833741597+0.*I,0.10430781778820851+0.*I,0.06381968651175439+0.*I,0.03688185296499595+0.*I,0.02026319661110869+0.*I,0.010637835341990325+0.*I,0.005358419486040553+0.*I,0.0025985773543008507+0.*I,0.001216726541994767+0.*I,0.0005514042146792374+0.*I,0.0002423732746501451+0.*I,0.00010352352402724313+0.*I,0.000043036854212108016+0.*I,0.000017438862896465498+0.*I,6.896601945090799*^-6+0.*I,2.6650102021432124*^-6+0.*I,1.0073234006687571*^-6+0.*I,3.7278954292326154*^-7+0.*I,1.35196639021507*^-7+0.*I,4.8086896951623417*^-8+0.*I,1.6786882220283202*^-8+0.*I,5.755659920159006*^-9+0.*I,1.9394548066868816*^-9+0.*I,6.426609933271658*^-10+0.*I,2.095283732563413*^-10+0.*I,6.724927049083828*^-11+0.*I,2.125823434812525*^-11+0.*I,6.621553016673797*^-12+0.*I,2.033162374918222*^-12+0.*I,6.156580891486145*^-13+0.*I,1.8391978203665837*^-13+0.*I,5.422451163202709*^-14+0.*I,1.5783014938077193*^-14+0.*I,4.53683031916927*^-15+0.*I,1.2883013115849839*^-15+0.*I,3.6150330368633405*^-16+0.*I,1.0026711298479973*^-16+0.*I,2.7496159918894968*^-17+0.*I,7.456989037344378*^-18+0.*I,2.000500314779416*^-18+0.*I,5.310049420469273*^-19+0.*I,1.3948907654990732*^-19+0.*I,3.627073828292384*^-20+0.*I,9.337621111734171*^-21+0.*I,2.3804842316463875*^-21+0.*I,6.010710338677025*^-22+0.*I,1.503477031706425*^-22+0.*I,3.726099258141387*^-23+0.*I,9.151072191079147*^-24+0.*I,2.227512515637324*^-24+0.*I,5.3748592858590995*^-25+0.*I,1.2858153642438928*^-25+0.*I,3.050129152414241*^-26+0.*I,7.17542050604615*^-27+0.*I,1.6742695113315853*^-27+0.*I,3.875339059619502*^-28+0.*I,8.89930257049866*^-29+0.*I,2.0277668752906597*^-29+0.*I,4.585091910943752*^-30+0.*I,1.0289555889674398*^-30+0.*I,2.29199070305317*^-31+0.*I,5.06809013933793*^-32+0.*I,1.1125955010539372*^-32+0.*I,2.425139150592326*^-33+0.*I,5.249114579379944*^-34+0.*I,1.128308561749697*^-34+0.*I,2.408814748724686*^-35+0.*I,5.1080216931447093*^-36+0.*I,1.0760065849151194*^-36+0.*I,2.251790638280299*^-37+0.*I,4.6819740358076963*^-38+0.*I,9.672839434008921*^-39+0.*I,1.985811859740666*^-39+0.*I,4.0514981099924925*^-40+0.*I,8.215235672246596*^-41+0.*I,1.6557084542512418*^-41+0.*I,3.316950418515422*^-42+0.*I,6.6056632039792306*^-43+0.*I,1.3078156654485918*^-43+0.*I,2.5742986218882923*^-44+0.*I,5.0382826877185196*^-45+0.*I,9.804955660743324*^-46+0.*I,1.8974741742084964*^-46+0.*I,3.6517435844132423*^-47+0.*I,6.989486461939116*^-48+0.*I,1.3305668739533382*^-48+0.*I
0.42973889961268064+0.*I,-0.14850557889249066+0.*I,-0.32481930951175075+0.*I,-0.01837381284199678+0.*I,0.2694542921535361+0.*I,0.2375177009246438+0.*I,-0.015224308824517042+0.*I,-0.23672858143881273+0.*I,-0.27617142700281677+0.*I,-0.1464103480104131+0.*I,0.05087761631805803+0.*I,0.21790867017286997+0.*I,0.30670540507749366+0.*I,0.31762791582880706+0.*I,0.27662388720594444+0.*I,0.21348406652208574+0.*I,0.15007179372694265+0.*I,0.09773474961355481+0.*I,0.059650145953780015+0.*I,0.03440418618345244+0.*I,0.0188714731949056+0.*I,0.009893923240338857+0.*I,0.004978061873105244+0.*I,0.0024117870113998584+0.*I,0.0011283222027128254+0.*I,0.0005109677433646075+0.*I,0.00022445515022003366+0.*I,0.00009581579983835912+0.*I,0.00003981242058854424+0.*I,0.00001612496985363699+0.*I,6.3743810100330434*^-6+0.*I,2.462297882149238*^-6+0.*I,9.303878492544593*^-7+0.*I,3.442111309849725*^-7+0.*I,1.2479704689677304*^-7+0.*I,4.4376416129841535*^-8+0.*I,1.548785576782054*^-8+0.*I,5.309088007424646*^-9+0.*I,1.788607127636428*^-9+0.*I,5.925622267530525*^-10+0.*I,1.931600067109501*^-10+0.*I,6.198539520519733*^-11+0.*I,1.9591199115538447*^-11+0.*I,6.101405764085007*^-12+0.*I,1.873191375950714*^-12+0.*I,5.671438218524193*^-13+0.*I,1.6940600057955056*^-13+0.*I,4.9939669769823675*^-14+0.*I,1.453424119361547*^-14+0.*I,4.177436035273291*^-15+0.*I,1.1861289541437067*^-15+0.*I,3.328020976786918*^-16+0.*I,9.229827966018499*^-17+0.*I,2.5308726825696976*^-17+0.*I,6.863199666895202*^-18+0.*I,1.841061227770618*^-18+0.*I,4.886480240847666*^-19+0.*I,1.283533356179067*^-19+0.*I,3.33729074624622*^-20+0.*I,8.591041462114676*^-21+0.*I,2.190019342027113*^-21+0.*I,5.529458484439531*^-22+0.*I,1.3830210296506257*^-22+0.*I,3.4273823318531757*^-23+0.*I,8.416997010750647*^-24+0.*I,2.0487230858183928*^-24+0.*I,4.943208586979455*^-25+0.*I,1.1824967258483322*^-25+0.*I,2.804915562426613*^-26+0.*I,6.598266277688522*^-27+0.*I,1.5395344883203006*^-27+0.*I,3.5633292687108803*^-28+0.*I,8.182481087321933*^-29+0.*I,1.8643627322463773*^-29+0.*I,4.2154536850124525*^-30+0.*I,9.459698734650345*^-31+0.*I,2.1070673277345025*^-31+0.*I,4.659027170438758*^-32+0.*I,1.0227606435543369*^-32+0.*I,2.229254187967812*^-33+0.*I,4.8249809977644655*^-34+0.*I,1.037109118421716*^-34+0.*I,2.2140496570205556*^-35+0.*I,4.6948792961448486*^-36+0.*I,9.889508579817201*^-37+0.*I,2.069551335322319*^-37+0.*I,4.3029462537885653*^-38+0.*I,8.889553078030994*^-39+0.*I,1.8249600713815692*^-39+0.*I,3.723235478525871*^-40+0.*I,7.54944030266952*^-41+0.*I,1.5214886530830192*^-41+0.*I,3.0479946641785514*^-42+0.*I,6.069910113560709*^-43+0.*I,1.2017197773520106*^-43+0.*I,2.3654112627319627*^-44+0.*I,4.6293662824543036*^-45+0.*I,9.008990530837338*^-46+0.*I,1.7434040589392836*^-46+0.*I,3.355168451101541*^-47+0.*I
-0.3525950518385292+0.*I,0.3140319308598283+0.*I,0.17258674862579057+0.*I,-0.2365284861779816+0.*I,-0.2375177009246438+0.*I,0.07457417740112753+0.*I,0.2726789481218736+0.*I,0.17621900757946612+0.*I,-0.072845618916911+0.*I,-0.25039510716831864+0.*I,-0.24879990737242716+0.*I,-0.10332746557702085+0.*I,0.08593495437851141+0.*I,0.2339381250472347+0.*I,0.3045269404653816+0.*I,0.30396578986851985+0.*I,0.2587599970054684+0.*I,0.19652865257134722+0.*I,0.1364964977544848+0.*I,0.08805136384331129+0.*I,0.05332457959081577+0.*I,0.030557178906965396+0.*I,0.016669234913800457+0.*I,0.008697914087095499+0.*I,0.004358187238912554+0.*I,0.002103762907950635+0.*I,0.0009810232623812811+0.*I,0.00044297104579426195+0.*I,0.0001940760049207376+0.*I,0.00008265068227394406+0.*I,0.00003426785341624075+0.*I,0.00001385179804976678+0.*I,5.465804811659471*^-6+0.*I,2.1077890072552013*^-6+0.*I,7.951984959599655*^-7+0.*I,2.937716911917907*^-7+0.*I,1.0636683999953477*^-7+0.*I,3.777548659180312*^-8+0.*I,1.3168617223972289*^-8+0.*I,4.509118428566698*^-9+0.*I,1.5175338586650466*^-9+0.*I,5.022678901399156*^-10+0.*I,1.635764246139867*^-10+0.*I,5.2446551386962454*^-11+0.*I,1.6562765867164613*^-11+0.*I,5.154240164726628*^-12+0.*I,1.5812370135202509*^-12+0.*I,4.784141277565249*^-13+0.*I,1.4280725586504379*^-13+0.*I,4.207184112510783*^-14+0.*I,1.223700961912233*^-14+0.*I,3.5151323985070188*^-15+0.*I,9.975250053197446*^-16+0.*I,2.7973595341517886*^-16+0.*I,7.754179945515657*^-17+0.*I,2.125209190411067*^-17+0.*I,5.7604401377011456*^-18+0.*I,1.5445534146641968*^-18+0.*I,4.0977368198711617*^-19+0.*I,1.0759086658311445*^-19+0.*I,2.796335886055952*^-20+0.*I,7.195723992126094*^-21+0.*I,1.833648221453395*^-21+0.*I,4.628025489774142*^-22+0.*I,1.1571572395664801*^-22+0.*I,2.86669642626781*^-23+0.*I,7.037796921107741*^-24+0.*I,1.71248916749601*^-24+0.*I,4.1306928623128184*^-25+0.*I,9.878419878972258*^-26+0.*I,2.342528418511958*^-26+0.*I,5.5090440439935655*^-27+0.*I,1.2850522159762302*^-27+0.*I,2.97355315080997*^-28+0.*I,6.82647426847415*^-29+0.*I,1.5550226218468644*^-29+0.*I,3.515187453263765*^-30+0.*I,7.886462299192236*^-31+0.*I,1.7562521382605728*^-31+0.*I,3.882485810286422*^-32+0.*I,8.521133477966736*^-33+0.*I,1.8569239663385813*^-33+0.*I,4.018311992210117*^-34+0.*I,8.635515518858101*^-35+0.*I,1.8431857773421873*^-35+0.*I,3.907744911331376*^-36+0.*I,8.229974961083622*^-37+0.*I,1.721963590008327*^-37+0.*I,3.579641223047674*^-38+0.*I,7.394028456712968*^-39+0.*I,1.5176928792430963*^-39+0.*I,3.095865184632874*^-40+0.*I,6.276375321013006*^-41+0.*I,1.2647277170429056*^-41+0.*I,2.5332508000444942*^-42+0.*I,5.044096219692708*^-43+0.*I,9.984879504330545*^-44+0.*I,1.9651067667337988*^-44+0.*I,3.845406145083517*^-45+0.*I,7.482371217359984*^-46+0.*I
0.2640931496675978+0.*I,-0.3791557587080593+0.*I,0.052039211448235305+0.*I,0.2991967314094541+0.*I,-0.015224308824517042+0.*I,-0.2726789481218736+0.*I,-0.12966193391710892+0.*I,0.16253916139694505+0.*I,0.25804143907088967+0.*I,0.0983282506628122+0.*I,-0.13690794669551457+0.*I,-0.25948455484185884+0.*I,-0.21049225139086986+0.*I,-0.04872646676902304+0.*I,0.12925618022243832+0.*I,0.25382946287501645+0.*I,0.3025632178801368+0.*I,0.2883583204610078+0.*I,0.2381619452333756+0.*I,0.1769469623130505+0.*I,0.1208190328358169+0.*I,0.07687387371883027+0.*I,0.04602731161934886+0.*I,0.02612180446343032+0.*I,0.014131552658229919+0.*I,0.0073203972777167595+0.*I,0.003644546806907109+0.*I,0.0017492799743313585+0.*I,0.000811564200063322+0.*I,0.0003647678214759647+0.*I,0.00015914597462804374+0.*I,0.00006751689318091357+0.*I,0.00002789547796260891+0.*I,0.00001123971780087702+0.*I,4.421938999682263*^-6+0.*I,1.700552288834627*^-6+0.*I,6.399221452905104*^-7+0.*I,2.358445891783731*^-7+0.*I,8.520294918232241*^-8+0.*I,3.019619535195411*^-8+0.*I,1.0505863201811689*^-8+0.*I,3.5907335486715*^-9+0.*I,1.206357439254726*^-9+0.*I,3.986220189780976*^-10+0.*I,1.2962044647958642*^-10+0.*I,4.14984844717649*^-11+0.*I,1.3087100699703939*^-11+0.*I,4.067249369141209*^-12+0.*I,1.2461970815596842*^-12+0.*I,3.7659398243588235*^-13+0.*I,1.1228544267505969*^-13+0.*I,3.3043878471348*^-14+0.*I,9.60112489619283*^-15+0.*I,2.755214706375477*^-15+0.*I,7.811291721237672*^-16+0.*I,2.1885167253990548*^-16+0.*I,6.061165244477187*^-17+0.*I,1.659800080017862*^-17+0.*I,4.495291866699981*^-18+0.*I,1.2043889099926067*^-18+0.*I,3.192876812031906*^-19+0.*I,8.377217298158597*^-20+0.*I,2.1757616696185663*^-20+0.*I,5.5950609327265454*^-21+0.*I,1.4248358968791606*^-21+0.*I,3.593955623937727*^-22+0.*I,8.980626530534206*^-23+0.*I,2.2235246506782797*^-23+0.*I,5.455709343441188*^-24+0.*I,1.3267968901173008*^-24+0.*I,3.198667721152436*^-25+0.*I,7.645580414809406*^-26+0.*I,1.8121386244116248*^-26+0.*I,4.259639736873988*^-27+0.*I,9.931473601699635*^-28+0.*I,2.2970521690268676*^-28+0.*I,5.271079074628195*^-29+0.*I,1.2001986915040198*^-29+0.*I,2.7119614060616096*^-30+0.*I,6.081921667779638*^-31+0.*I,1.3538602134149251*^-31+0.*I,2.991781039175045*^-32+0.*I,6.563790064696923*^-33+0.*I,1.4298585095984876*^-33+0.*I,3.093059712709257*^-34+0.*I,6.644809744450686*^-35+0.*I,1.417805960569132*^-35+0.*I,3.004906291386417*^-36+0.*I,6.326503903412933*^-37+0.*I,1.3232842490325508*^-37+0.*I,2.7500199449933525*^-38+0.*I,5.6786847633940195*^-39+0.*I,1.1652627558218115*^-39+0.*I,2.3762835240742842*^-40+0.*I,4.816196425741623*^-41+0.*I,9.702286955275721*^-42+0.*I,1.9428518944861483*^-42+0.*I,3.867513549360235*^-43+0.*I,7.653864118514965*^-44+0.*I,1.5059685152614165*^-44+0.*I
-0.18313217954394959+0.*I,0.3627387731402765+0.*I,-0.23875323555000527+0.*I,-0.17340667015343694+0.*I,0.23672858143881273+0.*I,0.17621900757946612+0.*I,-0.16253916139694505+0.*I,-0.2423727366218879+0.*I,-0.005174021967308919+0.*I,0.2244069612334894+0.*I,0.21246188720471273+0.*I,0.008313211766887797+0.*I,-0.19378174346253146+0.*I,-0.25306381081393825+0.*I,-0.1585407547505085+0.*I,0.013196722673536884+0.*I,0.1739452966711154+0.*I,0.27155215322312526+0.*I,0.2972515155353577+0.*I,0.2696722175906961+0.*I,0.21531446866177148+0.*I,0.15595745153188986+0.*I,0.10436573320575615+0.*I,0.06531774019832369+0.*I,0.03856883007704992+0.*I,0.021629883893272594+0.*I,0.011580956033248945+0.*I,0.0059447309333132605+0.*I,0.0029357906341821913+0.*I,0.0013989147617531914+0.*I,0.0006447832936218719+0.*I,0.00028809074648167635+0.*I,0.00012501341018160615+0.*I,0.000052773748648084766+0.*I,0.000021704791796435297+0.*I,8.708528913626445*^-6+0.*I,3.4127438768604096*^-6+0.*I,1.3076810534360155*^-6+0.*I,4.904183155513926*^-7+0.*I,1.801727817122205*^-7+0.*I,6.489755021741006*^-8+0.*I,2.293585090198026*^-8+0.*I,7.958931116587813*^-9+0.*I,2.7135117475432453*^-9+0.*I,9.095145709888192*^-10+0.*I,2.9987119667532216*^-10+0.*I,9.730543509794675*^-11+0.*I,3.10908306561353*^-11+0.*I,9.786398721876592*^-12+0.*I,3.0359830499492224*^-12+0.*I,9.28626781175367*^-13+0.*I,2.801676914437138*^-13+0.*I,8.3404648370456*^-14+0.*I,2.450810501262158*^-14+0.*I,7.110834948179448*^-15+0.*I,2.037791559972371*^-15+0.*I,5.769755944116647*^-16+0.*I,1.6144986260228214*^-16+0.*I,4.466000159844315*^-17+0.*I,1.2215563440292141*^-17+0.*I,3.3046835198662865*^-18+0.*I,8.844454525175213*^-19+0.*I,2.3422641054888796*^-19+0.*I,6.139302319951788*^-20+0.*I,1.5929838948525685*^-20+0.*I,4.092608436396059*^-21+0.*I,1.0412841957457693*^-21+0.*I,2.6242139713738394*^-22+0.*I,6.551906275705889*^-23+0.*I,1.6208741427534063*^-23+0.*I,3.973892446161576*^-24+0.*I,9.65689633914683*^-25+0.*I,2.3263802333674827*^-25+0.*I,5.5566138619765*^-26+0.*I,1.316099311609301*^-26+0.*I,3.091551538236214*^-27+0.*I,7.203311416492314*^-28+0.*I,1.6649928359535636*^-28+0.*I,3.818315798252877*^-29+0.*I,8.688878594594125*^-30+0.*I,1.9621830014817123*^-30+0.*I,4.397938144882646*^-31+0.*I,9.784553254343581*^-32+0.*I,2.1610369495851972*^-32+0.*I,4.7386907122585*^-33+0.*I,1.0317486027166298*^-33+0.*I,2.2307551239223324*^-34+0.*I,4.7899869553899604*^-35+0.*I,1.0215555263870404*^-35+0.*I,2.1640861026785347*^-36+0.*I,4.554184792988552*^-37+0.*I,9.521556438584629*^-38+0.*I,1.9778943284583876*^-38+0.*I,4.08255259079743*^-39+0.*I,8.373921320537018*^-40+0.*I,1.7069794958293118*^-40+0.*I,3.4583042114037765*^-41+0.*I,6.964113807487225*^-42+0.*I,1.3940162750994285*^-42+0.*I,2.7739583780844594*^-43+0.*I
