0.33706672200252813+0.*I,0.49709614185026185+0.*I,0.5183819959174618+0.*I,0.44138116544134914+0.*I,0.32546801583192364+0.*I,0.21465837089974488+0.*I,0.12923993138705306+0.*I,0.07203975276542539+0.*I,0.03756226178394958+0.*I,0.01846524164023011+0.*I,0.008611513965128909+0.*I,0.003829196758004645+0.*I,0.0016302025736455485+0.*I,0.0006667981914032633+0.*I,0.00026281788151093514+0.*I,0.00010007688883407905+0.*I,0.000036897617059498024+0.*I,0.000013197703688436278+0.*I,4.587611532632993*^-6+0.*I,1.5521523624970871*^-6+0.*I,5.118513668235127*^-7+0.*I,1.647247036471698*^-7+0.*I,5.179310042186657*^-8+0.*I,1.5926945952338872*^-8+0.*I,4.794589173153996*^-9+0.*I,1.4141839725809622*^-9+0.*I,4.090192536001649*^-10+0.*I,1.1608774755797132*^-10+0.*I,3.235429074983687*^-11+0.*I,8.860483066020925*^-12+0.*I,2.385729976414393*^-12+0.*I,6.319241536436364*^-13+0.*I,1.647458491706191*^-13+0.*I,4.229431798688857*^-14+0.*I,1.0697125291576439*^-14+0.*I,2.6665981612481735*^-15+0.*I,6.554368276337526*^-16+0.*I,1.58911194702793*^-16+0.*I,3.8017819928958334*^-17+0.*I,8.977996271816135*^-18+0.*I,2.0935046987193423*^-18+0.*I,4.821770399436131*^-19+0.*I,1.0972520381932387*^-19+0.*I,2.467724559663891*^-20+0.*I,5.4864933865156325*^-21+0.*I,1.2061827635006517*^-21+0.*I,2.6227609998274183*^-22+0.*I,5.642015865592727*^-23+0.*I,1.2009867037272825*^-23+0.*I,2.5302572282995412*^-24+0.*I,5.277207693901655*^-25+0.*I,1.0897919957872553*^-25+0.*I,2.2287761764835822*^-26+0.*I,4.514950954969309*^-27+0.*I,9.061094755515236*^-28+0.*I,1.801871608031894*^-28+0.*I,3.5510300184006335*^-29+0.*I,6.936516611769513*^-30+0.*I,1.3432348432988812*^-30+0.*I,2.5789947490662574*^-31+0.*I,4.910201872912449*^-32+0.*I,9.271690907634551*^-33+0.*I,1.7365512909145747*^-33+0.*I,3.2265756751631484*^-34+0.*I,5.948074278819888*^-35+0.*I,1.0880383918816433*^-35+0.*I,1.9751349187480222*^-36+0.*I,3.5586385625506616*^-37+0.*I,6.364348300196882*^-38+0.*I,1.1299361642360232*^-38+0.*I,1.9917251328678434*^-39+0.*I,3.4859788204217285*^-40+0.*I,6.058749694878105*^-41+0.*I,1.0457938792986087*^-41+0.*I,1.7928945652613158*^-42+0.*I,3.0531534619674575*^-43+0.*I,5.164952748668181*^-44+0.*I,8.680515263708991*^-45+0.*I,1.4495150157766457*^-45+0.*I,2.4051030436410764*^-46+0.*I,3.965639295418577*^-47+0.*I,6.498232034861847*^-48+0.*I,1.0583097653813454*^-48+0.*I,1.713161367255367*^-49+0.*I,2.756659616562274*^-50+0.*I,4.4095898495693995*^-51+0.*I,7.012509869268223*^-52+0.*I,1.1087621044263973*^-52+0.*I,1.7430969899184188*^-53+0.*I,2.724903109596895*^-54+0.*I,4.235984133344672*^-55+0.*I,6.548745958899543*^-56+0.*I,1.0069055732658485*^-56+0.*I,1.5398264854277522*^-57+0.*I,2.3422452854053533*^-58+0.*I,3.5440112001616483*^-59+0.*I,5.334380420665691*^-60+0.*I,7.987716305045688*^-61+0.*I,1.189964783880286*^-61+0.*I,1.7637662440563153*^-62+0.*I
-0.49709614185026185+0.*I,-0.396036127113981+0.*I,-0.06149449844040108+0.*I,0.24692792299415897+0.*I,0.40277162161150637+0.*I,0.4111967216115709+0.*I,0.3352042073935787+0.*I,0.23569459781265348+0.*I,0.1483634658610483+0.*I,0.08545478711969341+0.*I,0.04569221223376384+0.*I,0.022913973330870988+0.*I,0.010860551604593023+0.*I,0.004894404500940727+0.*I,0.0021073342545568845+0.*I,0.0008702988099393734+0.*I,0.0003458920290132894+0.*I,0.00013266918512485593+0.*I,0.00004922743935200158+0.*I,0.000017707866161781827+0.*I,6.186572964668414*^-6+0.*I,2.1026664585665082*^-6+0.*I,6.962443965506083*^-7+0.*I,2.2490238969228817*^-7+0.*I,7.095486162532759*^-8+0.*I,2.1887348710227598*^-8+0.*I,6.607742041280575*^-9+0.*I,1.9541235711882555*^-9+0.*I,5.665634590187292*^-10+0.*I,1.6116600666383582*^-10+0.*I,4.5012459673853334*^-11+0.*I,1.2351239085048298*^-11+0.*I,3.331740474627583*^-12+0.*I,8.840184283294152*^-13+0.*I,2.3084032613542776*^-13+0.*I,5.935242570897606*^-14+0.*I,1.5032969906705973*^-14+0.*I,3.752508994575697*^-15+0.*I,9.23526825107308*^-16+0.*I,2.2418072307937953*^-16+0.*I,5.369439459568151*^-17+0.*I,1.2693870083516429*^-17+0.*I,2.9630448456513535*^-18+0.*I,6.831229986560484*^-19+0.*I,1.555990090495734*^-19+0.*I,3.502567345428586*^-20+0.*I,7.793932401774462*^-21+0.*I,1.7148675518191123*^-21+0.*I,3.731785248545596*^-22+0.*I,8.033751991482136*^-23+0.*I,1.7113353288777673*^-23+0.*I,3.607960769138547*^-24+0.*I,7.529908449833391*^-25+0.*I,1.555988372355046*^-25+0.*I,3.184167441075624*^-26+0.*I,6.454152967748121*^-27+0.*I,1.2960276904658003*^-27+0.*I,2.578671153415602*^-28+0.*I,5.084597320523551*^-29+0.*I,9.93724000338814*^-30+0.*I,1.925266521711521*^-30+0.*I,3.698254073272225*^-31+0.*I,7.044435216527491*^-32+0.*I,1.3307602621698805*^-32+0.*I,2.4935400805765658*^-33+0.*I,4.635030074844742*^-34+0.*I,8.547978561144052*^-35+0.*I,1.5642358476397188*^-35+0.*I,2.840668988304335*^-36+0.*I,5.119985065982363*^-37+0.*I,9.159990415045424*^-38+0.*I,1.6268472317172872*^-38+0.*I,2.8685984473758864*^-39+0.*I,5.0223673862990324*^-40+0.*I,8.731848266037441*^-41+0.*I,1.5076652256641397*^-41+0.*I,2.5855062676642236*^-42+0.*I,4.40420994329772*^-43+0.*I,7.452653266103207*^-44+0.*I,1.2528873709489006*^-44+0.*I,2.0927054710754244*^-45+0.*I,3.473241340667035*^-46+0.*I,5.728322950798055*^-47+0.*I,9.389008796504593*^-48+0.*I,1.5294839189677893*^-48+0.*I,2.4764832476285045*^-49+0.*I,3.985866954374845*^-50+0.*I,6.377316774570688*^-51+0.*I,1.0144043651767081*^-51+0.*I,1.604248337442385*^-52+0.*I,2.5225990139773487*^-53+0.*I,3.9442923315921986*^-54+0.*I,6.1328409729914874*^-55+0.*I,9.483156592049697*^-56+0.*I,1.4583744191411998*^-56+0.*I,2.2306722696963098*^-57+0.*I,3.393737751192368*^-58+0.*I,5.135954918854457*^-59+0.*I,7.731943186206071*^-60+0.*I,1.1579885019236548*^-60+0.*I
0.5183819959174618+0.*I,0.06149449844040108+0.*I,-0.33190840984619996+0.*I,-0.3328165462340766+0.*I,-0.07080964466233045+0.*I,0.20803352217106225+0.*I,0.36265582915665134+0.*I,0.38132251530928263+0.*I,0.316672747277878+0.*I,0.22561244335506928+0.*I,0.1434339421077876+0.*I,0.0832625774188861+0.*I,0.04480193790605177+0.*I,0.022585097436079626+0.*I,0.010751805981609349+0.*I,0.004863607186760646+0.*I,0.002100873497703569+0.*I,0.0008700897587116422+0.*I,0.0003466721775335503+0.*I,0.00013326303421767603+0.*I,0.000049545705098490046+0.*I,0.000017854084127130215+0.*I,6.24769784441423*^-6+0.*I,2.1265468238823864*^-6+0.*I,7.050915544227563*^-7+0.*I,2.2803874539909288*^-7+0.*I,7.202526988090807*^-8+0.*I,2.224059461160814*^-8+0.*I,6.720836963630353*^-9+0.*I,1.9893421779519544*^-9+0.*I,5.772533487234557*^-10+0.*I,1.6433410690600663*^-10+0.*I,4.593054941623686*^-11+0.*I,1.2611721336823122*^-11+0.*I,3.404176354484921*^-12+0.*I,9.037804468160909*^-13+0.*I,2.361343285481645*^-13+0.*I,6.074605551466322*^-14+0.*I,1.5393734881821847*^-14+0.*I,3.8444038058853426*^-15+0.*I,9.465730622201437*^-16+0.*I,2.298742847734417*^-16+0.*I,5.5080696917819774*^-17+0.*I,1.3026699145251221*^-17+0.*I,3.041869058427431*^-18+0.*I,7.015454187011295*^-19+0.*I,1.5984955719707163*^-19+0.*I,3.5994190253211335*^-20+0.*I,8.011942779440182*^-21+0.*I,1.763361854225336*^-21+0.*I,3.838414457060544*^-22+0.*I,8.265574294487615*^-23+0.*I,1.7611828154323674*^-23+0.*I,3.713995978553402*^-24+0.*I,7.753101275261639*^-25+0.*I,1.602486269536053*^-25+0.*I,3.2800643241960667*^-26+0.*I,6.649985446396119*^-27+0.*I,1.3356336964984871*^-27+0.*I,2.6580156633102555*^-28+0.*I,5.24207978937681*^-29+0.*I,1.0246970415269531*^-29+0.*I,1.9856399161047047*^-30+0.*I,3.814905065064609*^-31+0.*I,7.267885398472141*^-32+0.*I,1.3732015216659316*^-32+0.*I,2.573481999399247*^-33+0.*I,4.784378578877*^-34+0.*I,8.824753223609115*^-35+0.*I,1.615122990748561*^-35+0.*I,2.933501765465365*^-36+0.*I,5.288043223343023*^-37+0.*I,9.46194009317382*^-38+0.*I,1.6806960744620983*^-38+0.*I,2.963929320336867*^-39+0.*I,5.18992078590487*^-40+0.*I,9.024250761662684*^-41+0.*I,1.5583364499599885*^-41+0.*I,2.6727104396765942*^-42+0.*I,4.553266297366423*^-43+0.*I,7.705723892733458*^-44+0.*I,1.2955699375289625*^-44+0.*I,2.16422346095937*^-45+0.*I,3.592303423040495*^-46+0.*I,5.925275439786017*^-47+0.*I,9.712762518944923*^-48+0.*I,1.5823732316872044*^-48+0.*I,2.5623558477702302*^-49+0.*I,4.1244492258320496*^-50+0.*I,6.59962684389552*^-51+0.*I,1.049856323545145*^-51+0.*I,1.6604541787964895*^-52+0.*I,2.6111946977040727*^-53+0.*I,4.0831476842117366*^-54+0.*I,6.349242352608341*^-55+0.*I,9.818532991968702*^-56+0.*I,1.5100644929745221*^-56+0.*I,2.3099060700103483*^-57+0.*I,3.514538162579389*^-58+0.*I,5.319146823283651*^-59+0.*I
-0.44138116544134914+0.*I,0.24692792299415897+0.*I,0.3328165462340766+0.*I,-0.0485286701718478+0.*I,-0.324011915451299+0.*I,-0.26854693295848275+0.*I,-0.014582845799909146+0.*I,0.22928533184885588+0.*I,0.35306310786097733+0.*I,0.356393477150421+0.*I,0.28978191929698066+0.*I,0.20376039376071983+0.*I,0.12837812866259452+0.*I,0.07403237985444941+0.*I,0.039634661638767034+0.*I,0.01990060554073827+0.*I,0.009443211420345812+0.*I,0.004260233233496337+0.*I,0.0018360986936218442+0.*I,0.0007589711329259457+0.*I,0.00030189752397951665+0.*I,0.00011588358845333923+0.*I,0.00004302942801445154+0.*I,0.000015488423955171724+0.*I,5.414425965419932*^-6+0.*I,1.8412582858270544*^-6+0.*I,6.100013041569346*^-7+0.*I,1.9713884877777978*^-7+0.*I,6.222361981282989*^-8+0.*I,1.9202087429074274*^-8+0.*I,5.799344602150605*^-9+0.*I,1.715686096816762*^-9+0.*I,4.976049527455707*^-10+0.*I,1.415960315516848*^-10+0.*I,3.9558863063939976*^-11+0.*I,1.0857943578098169*^-11+0.*I,2.929728538157534*^-12+0.*I,7.775537150378351*^-13+0.*I,2.0308965752681924*^-13+0.*I,5.222954710784652*^-14+0.*I,1.3231809471494844*^-14+0.*I,3.303605772542807*^-15+0.*I,8.1321184464140515*^-16+0.*I,1.9744044895968963*^-16+0.*I,4.729843188064612*^-17+0.*I,1.1183770841539839*^-17+0.*I,2.6109921585026288*^-18+0.*I,6.020551872482293*^-19+0.*I,1.371549179139562*^-19+0.*I,3.087845041323527*^-20+0.*I,6.872069260289746*^-21+0.*I,1.5122408240533767*^-21+0.*I,3.291275448275613*^-22+0.*I,7.086325132588532*^-23+0.*I,1.509700544081832*^-23+0.*I,3.18323445432554*^-24+0.*I,6.644247866826727*^-25+0.*I,1.3731249729777769*^-25+0.*I,2.81025398321131*^-26+0.*I,5.696830988191154*^-27+0.*I,1.1440665664042874*^-27+0.*I,2.2765359180566876*^-28+0.*I,4.489265657207738*^-29+0.*I,8.774521583216724*^-30+0.*I,1.7001460876918157*^-30+0.*I,3.266094024761583*^-31+0.*I,6.221764543404681*^-32+0.*I,1.175443108854772*^-32+0.*I,2.202680632059474*^-33+0.*I,4.094681822261542*^-34+0.*I,7.552009517504796*^-35+0.*I,1.3820760906610363*^-35+0.*I,2.510036959194135*^-36+0.*I,4.524359784604817*^-37+0.*I,8.09490265534687*^-38+0.*I,1.4377745975684214*^-38+0.*I,2.5353650230511696*^-39+0.*I,4.439205230470458*^-40+0.*I,7.71841755414213*^-41+0.*I,1.33275926512553*^-41+0.*I,2.285685503571545*^-42+0.*I,3.89369908166606*^-43+0.*I,6.58913200613621*^-44+0.*I,1.1077753381657569*^-44+0.*I,1.8504169901459334*^-45+0.*I,3.0712684813571957*^-46+0.*I,5.065602925709666*^-47+0.*I,8.30316647031784*^-48+0.*I,1.3526604815403747*^-48+0.*I,2.190275386201595*^-49+0.*I,3.5253735016856077*^-50+0.*I,5.640776853064234*^-51+0.*I,8.97284627195781*^-52+0.*I,1.4190853380063124*^-52+0.*I,2.2315291046162543*^-53+0.*I,3.4893174419190705*^-54+0.*I,5.425625164054535*^-55+0.*I,8.389911086324532*^-56+0.*I,1.290296424264401*^-56+0.*I,1.973658095160137*^-57+0.*I
0.32546801583192364+0.*I,-0.40277162161150637+0.*I,-0.07080964466233045+0.*I,0.324011915451299+0.*I,0.19039297733974772+0.*I,-0.16423375359188325+0.*I,-0.31814830166216784+0.*I,-0.18836294191485078+0.*I,0.06391485405708713+0.*I,0.2667953242900536+0.*I,0.34982661652185265+0.*I,0.33029901447366244+0.*I,0.25825920012429865+0.*I,0.17684656865065185+0.*I,0.1092758806687014+0.*I,0.06207777676682698+0.*I,0.03283792509488924+0.*I,0.01632624538861602+0.*I,0.007683407104309623+0.*I,0.003442030115093165+0.*I,0.0014744962275008754+0.*I,0.0006062832646457533+0.*I,0.00024004183391632803+0.*I,0.0000917600063573748+0.*I,0.00003394621709362687+0.*I,0.000012178347983505935+0.*I,4.244499924586446*^-6+0.*I,1.4394625734545717*^-6+0.*I,4.7569758043748856*^-7+0.*I,1.5338288537049348*^-7+0.*I,4.831073029103633*^-8+0.*I,1.4879570267347606*^-8+0.*I,4.485766479515758*^-9+0.*I,1.3248505694301074*^-9+0.*I,3.8364969719717307*^-10+0.*I,1.0901020621940398*^-10+0.*I,3.041349175995971*^-11+0.*I,8.337064750822175*^-12+0.*I,2.2468261614138006*^-12+0.*I,5.956339482381905*^-13+0.*I,1.5540738724172934*^-13+0.*I,3.992642938730443*^-14+0.*I,1.0105255670463812*^-14+0.*I,2.5207036399020928*^-15+0.*I,6.19958715748493*^-16+0.*I,1.503970143247474*^-16+0.*I,3.600070472172831*^-17+0.*I,8.506083512002911*^-18+0.*I,1.9844443160830205*^-18+0.*I,4.572728949869945*^-19+0.*I,1.0410444503581524*^-19+0.*I,2.342309112328993*^-20+0.*I,5.209767994180968*^-21+0.*I,1.145788821872827*^-21+0.*I,2.492358998886603*^-22+0.*I,5.363392392575218*^-23+0.*I,1.14206355899227*^-23+0.*I,2.4068963398736017*^-24+0.*I,5.021480101603927*^-25+0.*I,1.0372909231804505*^-25+0.*I,2.1220113590275568*^-26+0.*I,4.299854335761925*^-27+0.*I,8.63169898848434*^-28+0.*I,1.7169200359328902*^-28+0.*I,3.3844423473845224*^-29+0.*I,6.612670987913248*^-30+0.*I,1.2808152827571912*^-30+0.*I,2.459691426900504*^-31+0.*I,4.6840536465071163*^-32+0.*I,8.846483901563536*^-33+0.*I,1.657240887392757*^-33+0.*I,3.0798058946226788*^-34+0.*I,5.678565800698918*^-35+0.*I,1.0389262916853507*^-35+0.*I,1.8863100963808288*^-36+0.*I,3.399176274385794*^-37+0.*I,6.080160065771785*^-38+0.*I,1.0796528392166649*^-38+0.*I,1.9033854694415314*^-39+0.*I,3.3318640718220988*^-40+0.*I,5.791737522897244*^-41+0.*I,9.998469090647136*^-42+0.*I,1.7143599441266328*^-42+0.*I,2.919806741082759*^-43+0.*I,4.940017297684295*^-44+0.*I,8.303530006759157*^-45+0.*I,1.3867355945794944*^-45+0.*I,2.3012135958810766*^-46+0.*I,3.7947870813507093*^-47+0.*I,6.218979026945595*^-48+0.*I,1.012943249923902*^-48+0.*I,1.6399017279429328*^-49+0.*I,2.639057088733355*^-50+0.*I,4.221908511647104*^-51+0.*I,6.714721716629573*^-52+0.*I,1.0617830463823224*^-52+0.*I,1.6694016902418446*^-53+0.*I,2.6099445590743008*^-54+0.*I,4.057649544724514*^-55+0.*I,6.273609000134554*^-56+0.*I
-0.21465837089974488+0.*I,0.4111967216115709+0.*I,-0.20803352217106225+0.*I,-0.26854693295848275+0.*I,0.16423375359188325+0.*I,0.2987113013467048+0.*I,0.029921681611886398+0.*I,-0.25220571785020984+0.*I,-0.2804166141935733+0.*I,-0.09021075383977757+0.*I,0.1465817837823314+0.*I,0.30103212903296567+0.*I,0.3413653982628512+0.*I,0.2997934985709366+0.*I,0.22384936533416036+0.*I,0.14832875387124944+0.*I,0.08939025902266023+0.*I,0.04978237051959517+0.*I,0.025909377304952994+0.*I,0.01270756974610124+0.*I,0.005911574631919062+0.*I,0.002621951483377353+0.*I,0.0011134339069406535+0.*I,0.0004543132100579886+0.*I,0.00017864729729736792+0.*I,0.00006787397146511532+0.*I,0.000024971499186494548+0.*I,8.913946923892128*^-6+0.*I,3.0926497650289184*^-6+0.*I,1.0444697119544003*^-6+0.*I,3.438470647577146*^-7+0.*I,1.1047911332047176*^-7+0.*I,3.468413478032135*^-8+0.*I,1.0650354073860226*^-8+0.*I,3.2017562342501817*^-9+0.*I,9.431453673134568*^-10+0.*I,2.7244623841665924*^-10+0.*I,7.723503516406451*^-11+0.*I,2.1501835220552876*^-11+0.*I,5.882201028566828*^-12+0.*I,1.582210211461404*^-12+0.*I,4.186860539115323*^-13+0.*I,1.0905299072244965*^-13+0.*I,2.797192816471478*^-14+0.*I,7.068729368854802*^-15+0.*I,1.7606836720628776*^-15+0.*I,4.324329148816687*^-16+0.*I,1.0476598929637182*^-16+0.*I,2.504632032626851*^-17+0.*I,5.9107047084590655*^-18+0.*I,1.3773630719908432*^-18+0.*I,3.1703452704717026*^-19+0.*I,7.210116165008157*^-20+0.*I,1.6206084976688715*^-20+0.*I,3.601065873734787*^-21+0.*I,7.912483785657319*^-22+0.*I,1.7196110308387165*^-22+0.*I,3.697306538308863*^-23+0.*I,7.866408085121942*^-24+0.*I,1.656521831721191*^-24+0.*I,3.453326549552716*^-25+0.*I,7.128275504076712*^-26+0.*I,1.4572056622201535*^-26+0.*I,2.9507118729915456*^-27+0.*I,5.91942318539175*^-28+0.*I,1.1766649954063115*^-28+0.*I,2.3180281043127715*^-29+0.*I,4.526327880091809*^-30+0.*I,8.761962867884398*^-31+0.*I,1.681702819649343*^-31+0.*I,3.200749927758916*^-32+0.*I,6.041837412345374*^-33+0.*I,1.131251892827181*^-33+0.*I,2.1012558579311744*^-34+0.*I,3.872420016495414*^-35+0.*I,7.081459157033354*^-36+0.*I,1.2851419460763512*^-36+0.*I,2.314819949213731*^-37+0.*I,4.138751624020576*^-38+0.*I,7.346058662669751*^-39+0.*I,1.2945469461895558*^-39+0.*I,2.265185729657381*^-40+0.*I,3.936002903106829*^-41+0.*I,6.7922612359204*^-42+0.*I,1.16418336886697*^-42+0.*I,1.9820564144545125*^-43+0.*I,3.352252843485652*^-44+0.*I,5.632759117388726*^-45+0.*I,9.403852274122311*^-46+0.*I,1.5600059229543656*^-46+0.*I,2.571681936408404*^-47+0.*I,4.213205919531674*^-48+0.*I,6.860339014107966*^-49+0.*I,1.110320009694469*^-49+0.*I,1.7862897992527334*^-50+0.*I,2.8568507630140384*^-51+0.*I,4.542396898887804*^-52+0.*I,7.1808160725822805*^-53+0.*I,1.1287099907424525*^-53+0.*I,1.7641632591123305*^-54+0.*I
0.12923993138705306+0.*I,-0.3352042073935787+0.*I,0.36265582915665134+0.*I,0.014582845799909146+0.*I,-0.31814830166216784+0.*I,-0.029921681611886398+0.*I,0.280696275599996+0.*I,0.1841652715362999+0.*I,-0.12239090786313109+0.*I,-0.28912538365107426+0.*I,-0.20471446349773556+0.*I,0.017229465777983607+0.*I,0.22019695413094859+0.*I,0.3219787987244212+0.*I,0.3231685557109682+0.*I,0.2646322396573193+0.*I,0.18840041182084646+0.*I,0.12049362398666921+0.*I,0.07062626794832323+0.*I,0.03845519479955427+0.*I,0.019641544676859333+0.*I,0.009480938201233201+0.*I,0.004350286762517778+0.*I,0.001906451582828201+0.*I,0.0008010677707680919+0.*I,0.0003237972076155008+0.*I,0.00012625628228664322+0.*I,0.000047605705704388124+0.*I,0.000017394326405523025+0.*I,6.170295401821012*^-6+0.*I,2.128484367421842*^-6+0.*I,7.150583397843978*^-7+0.*I,2.3425821477797466*^-7+0.*I,7.492921943421839*^-8+0.*I,2.3425223967235566*^-8+0.*I,7.1651339551096*^-9+0.*I,2.1461924780275687*^-9+0.*I,6.300584864668768*^-10+0.*I,1.814249094022316*^-10+0.*I,5.127762640014471*^-11+0.*I,1.4235172274408407*^-11+0.*I,3.883920166109141*^-12+0.*I,1.042081354381516*^-12+0.*I,2.7510060130153123*^-13+0.*I,7.149245102375004*^-14+0.*I,1.8298453180027874*^-14+0.*I,4.614756309817378*^-15+0.*I,1.1472205156673081*^-15+0.*I,2.812432617547938*^-16+0.*I,6.801714861986996*^-17+0.*I,1.62334621560089*^-17+0.*I,3.824791093589358*^-18+0.*I,8.89914239902861*^-19+0.*I,2.0453407545985028*^-19+0.*I,4.6450151704037153*^-20+0.*I,1.0426379370064243*^-20+0.*I,2.313770650758356*^-21+0.*I,5.077592449409146*^-22+0.*I,1.102177828026438*^-22+0.*I,2.3670251015926492*^-23+0.*I,5.030466639877737*^-24+0.*I,1.0581830530564494*^-24+0.*I,2.2036856174350254*^-25+0.*I,4.544231732758001*^-26+0.*I,9.280592349822578*^-27+0.*I,1.877476909693127*^-27+0.*I,3.7629941644050306*^-28+0.*I,7.473535346433358*^-29+0.*I,1.4710356450436245*^-29+0.*I,2.8700754483936316*^-30+0.*I,5.551400270420875*^-31+0.*I,1.064669319249708*^-31+0.*I,2.0248442928462372*^-32+0.*I,3.819380493170001*^-33+0.*I,7.146220242077816*^-34+0.*I,1.3264716987598243*^-34+0.*I,2.4429349052550236*^-35+0.*I,4.464477537374566*^-36+0.*I,8.097019110007864*^-37+0.*I,1.457554739362775*^-37+0.*I,2.6044602295265505*^-38+0.*I,4.620088564845699*^-39+0.*I,8.137065711539544*^-40+0.*I,1.4230306658840863*^-40+0.*I,2.471339147562217*^-41+0.*I,4.26249282092762*^-42+0.*I,7.302114505045828*^-43+0.*I,1.2425865511288458*^-43+0.*I,2.1005644868286831*^-44+0.*I,3.5278822487376475*^-45+0.*I,5.887043027130912*^-46+0.*I,9.761596639837636*^-47+0.*I,1.608494541040763*^-47+0.*I,2.634068841176761*^-48+0.*I,4.287225586105805*^-49+0.*I,6.93584423851239*^-50+0.*I,1.1153917764208098*^-50+0.*I,1.7831638411976753*^-51+0.*I,2.83413572471935*^-52+0.*I,4.478626213721352*^-53+0.*I
-0.07203975276542539+0.*I,0.23569459781265348+0.*I,-0.38132251530928263+0.*I,0.22928533184885588+0.*I,0.18836294191485078+0.*I,-0.25220571785020984+0.*I,-0.1841652715362999+0.*I,0.17804053687386462+0.*I,0.26510298881695343+0.*I,0.022383409421707582+0.*I,-0.23146084691200633+0.*I,-0.26622705383314127+0.*I,-0.10018152707297442+0.*I,0.12060335887930335+0.*I,0.2752090927212+0.*I,0.32556141787337667+0.*I,0.29506988772326864+0.*I,0.22643637114494716+0.*I,0.15385179851445008+0.*I,0.09492206137574465+0.*I,0.05405273095009382+0.*I,0.028735374562062165+0.*I,0.014383009519283063+0.*I,0.006822887430177952+0.*I,0.003083538443167783+0.*I,0.0013333876804292079+0.*I,0.0005536609590028292+0.*I,0.00022142647436607896+0.*I,0.00008551562342493568+0.*I,0.0000319650387706105+0.*I,0.00001158728455274053+0.*I,4.08063760178309*^-6+0.*I,1.3982809457028515*^-6+0.*I,4.6686457796489617*^-7+0.*I,1.5207848042112386*^-7+0.*I,4.838646906335741*^-8+0.*I,1.5052685291013586*^-8+0.*I,4.583041237419348*^-9+0.*I,1.366863617201775*^-9+0.*I,3.9965035572127176*^-10+0.*I,1.1464213130192523*^-10+0.*I,3.228636206553944*^-11+0.*I,8.932755052296272*^-12+0.*I,2.4294324535135065*^-12+0.*I,6.498630334411205*^-13+0.*I,1.710666893441072*^-13+0.*I,4.433539900016242*^-14+0.*I,1.1318255023247448*^-14+0.*I,2.8473604134199583*^-15+0.*I,7.061862251752032*^-16+0.*I,1.727347665736888*^-16+0.*I,4.168548179490778*^-17+0.*I,9.92857537756762*^-18+0.*I,2.3346988665063716*^-18+0.*I,5.421934513183894*^-19+0.*I,1.243907634517198*^-19+0.*I,2.820053312965199*^-20+0.*I,6.319474087700878*^-21+0.*I,1.4001441572977148*^-21+0.*I,3.0679023251929904*^-22+0.*I,6.649536189727927*^-23+0.*I,1.4260079121170418*^-23+0.*I,3.0264176945550054*^-24+0.*I,6.357756400174489*^-25+0.*I,1.3223154838200708*^-25+0.*I,2.723373102102172*^-26+0.*I,5.5552232308122215*^-27+0.*I,1.1225264996896704*^-27+0.*I,2.2473355932025936*^-28+0.*I,4.4584951772705586*^-29+0.*I,8.766534344313734*^-30+0.*I,1.7086559410051703*^-30+0.*I,3.3016710960386446*^-31+0.*I,6.325993712619668*^-32+0.*I,1.2019893755858997*^-32+0.*I,2.2652106717779377*^-33+0.*I,4.234576103970671*^-34+0.*I,7.853443602033962*^-35+0.*I,1.4451499334068506*^-35+0.*I,2.638884488680441*^-36+0.*I,4.78225889314719*^-37+0.*I,8.602012148134049*^-38+0.*I,1.5359210258410153*^-38+0.*I,2.722612378299721*^-39+0.*I,4.791767678197268*^-40+0.*I,8.374181305176794*^-41+0.*I,1.4533428600395568*^-41+0.*I,2.505037389665201*^-42+0.*I,4.288653257487825*^-43+0.*I,7.293355161653665*^-44+0.*I,1.232172715827871*^-44+0.*I,2.068191341079067*^-45+0.*I,3.4492200641363693*^-46+0.*I,5.716068163287016*^-47+0.*I,9.413574637982337*^-48+0.*I,1.5407278797253482*^-48+0.*I,2.5063644431349416*^-49+0.*I,4.052670848983171*^-50+0.*I,6.514010329937018*^-51+0.*I,1.040868792280791*^-51+0.*I
