0.03550995517177765+0.*I,0.09174967352850022+0.*I,0.16762698484042554+0.*I,0.25005624742794186+0.*I,0.3230443259403167+0.*I,0.3732772472356215+0.*I,0.39374068913353727+0.*I,0.38451711980329045+0.*I,0.3512570831771325+0.*I,0.3025228892402624+0.*I,0.24717961019065868+0.*I,0.19256205142443467+0.*I,0.1436264692765867+0.*I,0.10292413170704418+0.*I,0.07107348279359493+0.*I,0.04741506732840889+0.*I,0.03062744606877795+0.*I,0.019192905573933695+0.*I,0.011688502596092415+0.*I,0.006928456278057073+0.*I,0.0040029105596228725+0.*I,0.0022569432683994793+0.*I,0.001243264994302373+0.*I,0.0006698139546777185+0.*I,0.0003532669216503185+0.*I,0.00018255232693504094+0.*I,0.00009250284769711517+0.*I,0.00004599680056199129+0.*I,0.000022459651441135237+0.*I,0.000010776020691091493+0.*I,5.0833755155748*^-6+0.*I,2.3589880963780823*^-6+0.*I,1.0774699425700916*^-6+0.*I,4.846214106143762*^-7+0.*I,2.147422713686796*^-7+0.*I,9.378598063070526*^-8+0.*I,4.0386951878668043*^-8+0.*I,1.7155153897853296*^-8+0.*I,7.190469089515405*^-9+0.*I,2.9749476213932775*^-9+0.*I,1.215356621841604*^-9+0.*I,4.904177796590684*^-10+0.*I,1.9552215041410784*^-10+0.*I,7.703997635908436*^-11+0.*I,3.0008494385828126*^-11+0.*I,1.1558257158077059*^-11+0.*I,4.4031942034435145*^-12+0.*I,1.6594849383702517*^-12+0.*I,6.18880928907554*^-13+0.*I,2.2843543011128574*^-13+0.*I,8.347047113663318*^-14+0.*I,3.019966881651871*^-14+0.*I,1.0820688924667242*^-14+0.*I,3.840355076407702*^-15+0.*I,1.3502957613948844*^-15+0.*I,4.704375322974326*^-16+0.*I,1.6242854470889228*^-16+0.*I,5.558777985891478*^-17+0.*I,1.8859046689268557*^-17+0.*I,6.343780292413549*^-18+0.*I,2.116054805946038*^-18+0.*I,7.000295898747573*^-19+0.*I,2.2970738435234295*^-19+0.*I,7.477545862572692*^-20+0.*I,2.4150354047429613*^-20+0.*I,7.739648317124071*^-21+0.*I,2.4615216671754296*^-21+0.*I,7.769993672400571*^-22+0.*I,2.434560729117896*^-22+0.*I,7.572695088515997*^-23+0.*I,2.3385995082243808*^-23+0.*I,7.171022467664316*^-24+0.*I,2.1835806571092273*^-24+0.*I,6.603317994595257*^-25+0.*I,1.983356371436729*^-25+0.*I,5.917312800512315*^-26+0.*I,1.7537679734803168*^-26+0.*I,5.1639398613182005*^-27+0.*I,1.5107349555272398*^-27+0.*I,4.391664308532118*^-28+0.*I,1.268640425040786*^-28+0.*I,3.6420880429316646*^-29+0.*I,1.0391970792864458*^-29+0.*I,2.9472248802488685*^-30+0.*I,8.308603520938676*^-31+0.*I,2.3284824877697186*^-31+0.*I,6.487511697490746*^-32+0.*I,1.7971028426578053*^-32+0.*I,4.9497811635783765*^-33+0.*I,1.3556431965043948*^-33+0.*I,3.6921432921554625*^-34+0.*I,1.0000282186664313*^-34+0.*I,2.693845877604458*^-35+0.*I,7.217481413706154*^-36+0.*I,1.923428960972405*^-36+0.*I,5.098809094936293*^-37+0.*I,1.3445827609828275*^-37+0.*I,3.5274110839747893*^-38+0.*I,9.206561125344616*^-39+0.*I,2.3907504553650863*^-39+0.*I
-0.09174967352850022+0.*I,-0.2015504002092614+0.*I,-0.30335649264790104+0.*I,-0.35575019741743824+0.*I,-0.33456080441696107+0.*I,-0.24211470680083322+0.*I,-0.1029978855283405+0.*I,0.04823488267710285+0.*I,0.1800099838601196+0.*I,0.2721206901763475+0.*I,0.31800530089810264+0.*I,0.3222653386311654+0.*I,0.29595627900126714+0.*I,0.2519199775921826+0.*I,0.20146907155672475+0.*I,0.15275663094144065+0.*I,0.1105258923698008+0.*I,0.07669007849879887+0.*I,0.05122816134121927+0.*I,0.0330474413793426+0.*I,0.020642385067079813+0.*I,0.012512210916697184+0.*I,0.007373687396530201+0.*I,0.004231842049412426+0.*I,0.002368643188437019+0.*I,0.0012946607827811019+0.*I,0.0006918314906165973+0.*I,0.0003618135916757514+0.*I,0.00018536154339671132+0.*I,0.00009310613013981231+0.*I,0.00004588840627117799+0.*I,0.00002220794661517206+0.*I,0.000010560513784370331+0.*I,4.937441730715066*^-6+0.*I,2.270958788557022*^-6+0.*I,1.0281106989491212*^-6+0.*I,4.583651564528704*^-7+0.*I,2.0133920925719488*^-7+0.*I,8.717292897007373*^-8+0.*I,3.721787488279429*^-8+0.*I,1.5675014835202985*^-8+0.*I,6.514951084809579*^-9+0.*I,2.6730855549709784*^-9+0.*I,1.083070648677288*^-9+0.*I,4.3349024476121144*^-10+0.*I,1.7143918397985924*^-10+0.*I,6.701505852386366*^-11+0.*I,2.5899045746483512*^-11+0.*I,9.898200899831454*^-12+0.*I,3.741941140657352*^-12+0.*I,1.399613643530709*^-12+0.*I,5.180692980115505*^-13+0.*I,1.898147018698715*^-13+0.*I,6.885319759751769*^-14+0.*I,2.4731872989620335*^-14+0.*I,8.798557454522442*^-15+0.*I,3.100753600913731*^-15+0.*I,1.0826823995357585*^-15+0.*I,3.746164178457186*^-16+0.*I,1.2846819623994986*^-16+0.*I,4.367130497158817*^-17+0.*I,1.471819860923186*^-17+0.*I,4.9185266996317035*^-18+0.*I,1.6300430075548452*^-18+0.*I,5.358046293919741*^-19+0.*I,1.747088824850703*^-19+0.*I,5.651718624230963*^-20+0.*I,1.8140832993811272*^-20+0.*I,5.778265627048967*^-21+0.*I,1.826636752161033*^-21+0.*I,5.73153018029883*^-22+0.*I,1.7852560087883634*^-22+0.*I,5.520626601138378*^-23+0.*I,1.6950373649787947*^-23+0.*I,5.1679346023842226*^-24+0.*I,1.5647470550855521*^-24+0.*I,4.705459819133516*^-25+0.*I,1.4055006525076724*^-25+0.*I,4.170328536427941*^-26+0.*I,1.2292999506002446*^-26+0.*I,3.600236047431026*^-27+0.*I,1.0476730846630784*^-27+0.*I,3.0295460284319317*^-28+0.*I,8.706039875398884*^-29+0.*I,2.4865007426192598*^-29+0.*I,7.058526869255518*^-30+0.*I,1.9917232323933863*^-30+0.*I,5.586817439837764*^-31+0.*I,1.5579407756689197*^-31+0.*I,4.319346742973029*^-32+0.*I,1.1906794466086296*^-32+0.*I,3.263695604060381*^-33+0.*I,8.895905009288037*^-34+0.*I,2.4113675281303103*^-34+0.*I,6.500637417582226*^-35+0.*I,1.7429849846907165*^-35+0.*I,4.648382529636923*^-36+0.*I,1.233120136322666*^-36+0.*I,3.2540821496810797*^-37+0.*I,8.54269694287717*^-38+0.*I
0.16762698484042554+0.*I,0.30335649264790104+0.*I,0.3526830072648111+0.*I,0.2784225867054205+0.*I,0.10813704374883384+0.*I,-0.08664263529765484+0.*I,-0.23117746465777433+0.*I,-0.2808167044296183+0.*I,-0.23240912516601386+0.*I,-0.11530664276118235+0.*I,0.027483528275107562+0.*I,0.1570086001554557+0.*I,0.248672451011746+0.*I,0.29428471216650504+0.*I,0.2984328897681825+0.*I,0.2726588593290151+0.*I,0.2301297939760687+0.*I,0.18212253042992307+0.*I,0.13647619974345335+0.*I,0.0975180028262316+0.*I,0.06679147354336006+0.*I,0.044029117982390696+0.*I,0.02802655540896652+0.*I,0.017273799852576058+0.*I,0.01033201122004133+0.*I,0.006009068378674047+0.*I,0.003403987205121359+0.*I,0.0018809164715157664+0.*I,0.0010151262888109796+0.*I,0.0005357304925636601+0.*I,0.0002767602075029445+0.*I,0.0001400888374947599+0.*I,0.00006953768964311323+0.*I,0.00003387628590756453+0.*I,0.00001620854386904928+0.*I,7.62174024201896*^-6+0.*I,3.52446948624928*^-6+0.*I,1.603655621103708*^-6+0.*I,7.183520105187374*^-7+0.*I,3.1694803953763523*^-7+0.*I,1.3780508772634532*^-7+0.*I,5.9068809032254425*^-8+0.*I,2.497151953375357*^-8+0.*I,1.0415813835258935*^-8+0.*I,4.288063397066017*^-9+0.*I,1.7430047671737369*^-9+0.*I,6.997566889502186*^-10+0.*I,2.775498992506203*^-10+0.*I,1.0879484502182818*^-10+0.*I,4.2157054868764344*^-11+0.*I,1.6152606522615806*^-11+0.*I,6.121187974127138*^-12+0.*I,2.294853314225759*^-12+0.*I,8.513359422505675*^-13+0.*I,3.125864882497427*^-13+0.*I,1.1362003987607105*^-13+0.*I,4.0892501816011946*^-14+0.*I,1.4575429765143855*^-14+0.*I,5.1459976071570605*^-15+0.*I,1.7999760993057717*^-15+0.*I,6.238616581480358*^-16+0.*I,2.142924627456341*^-16+0.*I,7.296129566073495*^-17+0.*I,2.462706817576958*^-17+0.*I,8.241998721476887*^-18+0.*I,2.7353625962695045*^-18+0.*I,9.00369016996464*^-19+0.*I,2.939734976873832*^-19+0.*I,9.522141235366557*^-20+0.*I,3.060235388314153*^-20+0.*I,9.759376126956987*^-21+0.*I,3.088786312640005*^-21+0.*I,9.702915579229301*^-22+0.*I,3.025615312578343*^-22+0.*I,9.36632625317554*^-23+0.*I,2.8788208479914976*^-23+0.*I,8.786059449398178*^-24+0.*I,2.6628755587555214*^-24+0.*I,8.015428232166364*^-25+0.*I,2.3964172983340743*^-25+0.*I,7.117011116963948*^-26+0.*I,2.0997659398318537*^-26+0.*I,6.154881767962261*^-27+0.*I,1.7925888434792267*^-27+0.*I,5.187874110705285*^-28+0.*I,1.4920406214007127*^-28+0.*I,4.26469704796733*^-29+0.*I,1.2115603363071533*^-29+0.*I,3.42123910175125*^-30+0.*I,9.603615020752094*^-31+0.*I,2.67996831585975*^-31+0.*I,7.435293602698142*^-32+0.*I,2.0510175493745398*^-32+0.*I,5.6256407256668355*^-33+0.*I,1.5343834083941878*^-33+0.*I,4.161811168093846*^-34+0.*I,1.1226493034581657*^-34+0.*I,3.0119323425029436*^-35+0.*I,8.037318970477734*^-36+0.*I,2.1333743481744537*^-36+0.*I
-0.25005624742794186+0.*I,-0.35575019741743824+0.*I,-0.2784225867054205+0.*I,-0.06265171522641001+0.*I,0.160182119039928+0.*I,0.26885279872129786+0.*I,0.22232599019122415+0.*I,0.065776718682136+0.*I,-0.1118772580011457+0.*I,-0.2305366277885141+0.*I,-0.2515185032141891+0.*I,-0.18158940490487796+0.*I,-0.05693798926015277+0.*I,0.07865606182509106+0.*I,0.19054270098042356+0.*I,0.2605795011185363+0.*I,0.2863843377826291+0.*I,0.2761386197982003+0.*I,0.24251996353469707+0.*I,0.19798585056592155+0.*I,0.15215474080347036+0.*I,0.11103353529790971+0.*I,0.07742301966560072+0.*I,0.05183396176159658+0.*I,0.03344498688522786+0.*I,0.02086196640251696+0.*I,0.012612346948739764+0.*I,0.00740611913695652+0.*I,0.004231988012679332+0.*I,0.0023569841096775664+0.*I,0.00128127368722538+0.*I,0.0006806831643566287+0.*I,0.0003537959211140257+0.*I,0.00018009574000967505+0.*I,0.00008986560335492232+0.*I,0.00004399304543536837+0.*I,0.00002114488281134357+0.*I,9.985289289566715*^-6+0.*I,4.635856175520848*^-6+0.*I,2.117250241437825*^-6+0.*I,9.517609404434953*^-7+0.*I,4.213286834958825*^-7+0.*I,1.8376417611473316*^-7+0.*I,7.900293806206521*^-8+0.*I,3.3492844927970404*^-8+0.*I,1.4007484355384305*^-8+0.*I,5.781366695701709*^-9+0.*I,2.355683869643272*^-9+0.*I,9.479057353574793*^-10+0.*I,3.7680167357201526*^-10+0.*I,1.480099309946207*^-10+0.*I,5.746766839632373*^-11+0.*I,2.206120822865163*^-11+0.*I,8.375692664269855*^-12+0.*I,3.145614050800093*^-12+0.*I,1.1689235723982485*^-12+0.*I,4.2989360702823066*^-13+0.*I,1.565034992761673*^-13+0.*I,5.641120597743315*^-14+0.*I,2.0135914793675418*^-14+0.*I,7.119097068371553*^-15+0.*I,2.4934789176187096*^-15+0.*I,8.653470705796628*^-16+0.*I,2.976134232657615*^-16+0.*I,1.0145261820597987*^-16+0.*I,3.428396037394396*^-17+0.*I,1.1486869370629158*^-17+0.*I,3.8164452972378036*^-18+0.*I,1.2575479964363994*^-18+0.*I,4.1101502830163713*^-19+0.*I,1.3326493991622664*^-19+0.*I,4.2870128899217133*^-20+0.*I,1.3684475916027638*^-20+0.*I,4.334990792743865*^-21+0.*I,1.3629669864948156*^-21+0.*I,4.253717271583346*^-22+0.*I,1.3179093614041476*^-22+0.*I,4.053985699313044*^-23+0.*I,1.2382359180512652*^-23+0.*I,3.755714623719111*^-24+0.*I,1.131337113270987*^-24+0.*I,3.384876509173214*^-25+0.*I,1.0059697614220296*^-25+0.*I,2.9700051606301156*^-26+0.*I,8.71159149087201*^-27+0.*I,2.5388828729757005*^-27+0.*I,7.352390828743703*^-28+0.*I,2.1158760772244597*^-28+0.*I,6.051481126114466*^-29+0.*I,1.720189073603427*^-29+0.*I,4.8603343968663036*^-30+0.*I,1.3650960439181134*^-30+0.*I,3.811520207718092*^-31+0.*I,1.0580381850746356*^-31+0.*I,2.9201286348528515*^-32+0.*I,8.01362281964771*^-33+0.*I,2.186805584815381*^-33+0.*I,5.934351506211563*^-34+0.*I,1.6015666427807055*^-34+0.*I,4.2988437788951257*^-35+0.*I
0.3230443259403167+0.*I,0.33456080441696107+0.*I,0.10813704374883384+0.*I,-0.160182119039928+0.*I,-0.2695888551907158+0.*I,-0.16823828600573673+0.*I,0.0420561093716787+0.*I,0.2091335757593409+0.*I,0.23755506286636296+0.*I,0.13001130305861036+0.*I,-0.03957701929451294+0.*I,-0.18250332486997822+0.*I,-0.24096464763214773+0.*I,-0.20426113552769473+0.*I,-0.09900755286231751+0.*I,0.032345176999836155+0.*I,0.15118290161789807+0.*I,0.2336566426884973+0.*I,0.2724701703762971+0.*I,0.2727847306578742+0.*I,0.24614314320264877+0.*I,0.20518756741179073+0.*I,0.16037495698262566+0.*I,0.11869027634050877+0.*I,0.08375962584529595+0.*I,0.05666117148016583+0.*I,0.03689406433479249+0.*I,0.023199972190628578+0.*I,0.014127500631457636+0.*I,0.008350020167034287+0.*I,0.004799606460770765+0.*I,0.002687549499536259+0.*I,0.0014681985007456656+0.*I,0.0007835381355644954+0.*I,0.0004089686256318616+0.*I,0.00020899201183865519+0.*I,0.000104662344643678+0.*I,0.00005140978858092591+0.*I,0.00002478772789017567+0.*I,0.000011740208962629209+0.*I,5.465765893617608*^-6+0.*I,2.502812874662983*^-6+0.*I,1.1278584887659056*^-6+0.*I,5.004483035154745*^-7+0.*I,2.187541439038477*^-7+0.*I,9.424233509364155*^-8+0.*I,4.003282015593414*^-8+0.*I,1.6774250066715093*^-8+0.*I,6.935741539672952*^-9+0.*I,2.8308850247699962*^-9+0.*I,1.1409830399082055*^-9+0.*I,4.542594512756671*^-10+0.*I,1.787020448550205*^-10+0.*I,6.948356462230204*^-11+0.*I,2.6710483129878518*^-11+0.*I,1.0154132332912823*^-11+0.*I,3.8183377105973125*^-12+0.*I,1.4206279986938108*^-12+0.*I,5.230706868876798*^-13+0.*I,1.9063802810521951*^-13+0.*I,6.878899624685339*^-14+0.*I,2.457967067832728*^-14+0.*I,8.698905993847655*^-15+0.*I,3.0497569136050922*^-15+0.*I,1.0593884107502074*^-15+0.*I,3.64677588147095*^-16+0.*I,1.2442237226574423*^-16+0.*I,4.2081624319952566*^-17+0.*I,1.411099761593156*^-17+0.*I,4.6920042730282496*^-18+0.*I,1.547236026624728*^-18+0.*I,5.060718247341052*^-19+0.*I,1.6420376148354544*^-19+0.*I,5.2859790038865897*^-20+0.*I,1.6884701570309038*^-20+0.*I,5.3522881216825155*^-21+0.*I,1.683893422112522*^-21+0.*I,5.258574858659705*^-22+0.*I,1.6302255683057316*^-22+0.*I,5.0176450315072104*^-23+0.*I,1.5334507100586707*^-23+0.*I,4.653729334828722*^-24+0.*I,1.4026081320199894*^-24+0.*I,4.198719347497175*^-25+0.*I,1.248483459474886*^-25+0.*I,3.687850365131832*^-26+0.*I,1.0822470034110478*^-26+0.*I,3.155579606159839*^-27+0.*I,9.142555734995273*^-28+0.*I,2.6322490095517833*^-28+0.*I,7.531673109515218*^-29+0.*I,2.1418768220882656*^-29+0.*I,6.054365435352886*^-30+0.*I,1.7011619477236572*^-30+0.*I,4.751782880371977*^-31+0.*I,1.3195677404229063*^-31+0.*I,3.6433468873626434*^-32+0.*I,1.0002117678198291*^-32+0.*I,2.7304498790932618*^-33+0.*I,7.412331560639523*^-34+0.*I
-0.3732772472356215+0.*I,-0.24211470680083322+0.*I,0.08664263529765484+0.*I,0.26885279872129786+0.*I,0.16823828600573673+0.*I,-0.07518976120550537+0.*I,-0.23289158157311735+0.*I,-0.19189208193889998+0.*I,-0.009959154654207152+0.*I,0.16848569041018174+0.*I,0.22959493609104692+0.*I,0.15218011945405793+0.*I,-0.004298636417821834+0.*I,-0.1525203754446103+0.*I,-0.22739117128103017+0.*I,-0.20886091671560994+0.*I,-0.11683081059967539+0.*I,0.008777586856507256+0.*I,0.1284934245147312+0.*I,0.2159397849246739+0.*I,0.2611514185187859+0.*I,0.26734939922194456+0.*I,0.245092043698765+0.*I,0.20681952144972995+0.*I,0.1632532413912344+0.*I,0.1218203161950538+0.*I,0.08657631305523635+0.*I,0.05892652403281474+0.*I,0.038576848213473354+0.*I,0.02437509088452557+0.*I,0.014907350489379996+0.*I,0.008845464184266585+0.*I,0.005102520969177451+0.*I,0.0028664930704443516+0.*I,0.0015706548290281394+0.*I,0.0008405393127327286+0.*I,0.0004398472277590211+0.*I,0.00022530842312146+0.*I,0.0001130848230201455+0.*I,0.000055662562154679825+0.*I,0.000026890640965695242+0.*I,0.000012759574983163203+0.*I,5.95060202040048*^-6+0.*I,2.729263067312239*^-6+0.*I,1.2317994864870095*^-6+0.*I,5.473655510298756*^-7+0.*I,2.3959329015463197*^-7+0.*I,1.0335568095171933*^-7+0.*I,4.395887369439309*^-8+0.*I,1.8441221864632982*^-8+0.*I,7.633640234651476*^-9+0.*I,3.1191114729734845*^-9+0.*I,1.2584527602472414*^-9+0.*I,5.015235481400174*^-10+0.*I,1.9748237003655152*^-10+0.*I,7.685556541722005*^-11+0.*I,2.95701428554899*^-11+0.*I,1.1250658349831123*^-11+0.*I,4.2340771989713606*^-12+0.*I,1.5765248524413163*^-12+0.*I,5.809039162800768*^-13+0.*I,2.1186786088544506*^-13+0.*I,7.650237884824978*^-14+0.*I,2.7354063467726238*^-14+0.*I,9.687020275118091*^-15+0.*I,3.398294814628227*^-15+0.*I,1.1811696050668243*^-15+0.*I,4.0683541026034753*^-16+0.*I,1.3888412534681079*^-16+0.*I,4.699842549030306*^-17+0.*I,1.5768043475923368*^-17+0.*I,5.24566683648486*^-18+0.*I,1.7306703441697362*^-18+0.*I,5.663422814038668*^-19+0.*I,1.8384542453715642*^-19+0.*I,5.920960687297872*^-20+0.*I,1.8921324246378485*^-20+0.*I,6.000447402518071*^-21+0.*I,1.8885983253731247*^-21+0.*I,5.900230319147783*^-22+0.*I,1.8298680068176816*^-22+0.*I,5.634282304541687*^-23+0.*I,1.7225455765252706*^-23+0.*I,5.229498590304516*^-24+0.*I,1.576700735792588*^-24+0.*I,4.721498603694074*^-25+0.*I,1.4044043730061363*^-25+0.*I,4.149783412092061*^-26+0.*I,1.2181978267092066*^-26+0.*I,3.553092501279979*^-27+0.*I,1.0297403017776086*^-27+0.*I,2.9656280072249095*^-28+0.*I,8.488046959578515*^-29+0.*I,2.4145405947879912*^-29+0.*I,6.826994618981858*^-30+0.*I,1.918778277865099*^-30+0.*I,5.3610679394907605*^-31+0.*I,1.4891535188626696*^-31+0.*I,4.11262317523959*^-32+0.*I,1.129324112723378*^-32+0.*I
0.39374068913353727+0.*I,0.1029978855283405+0.*I,-0.23117746465777433+0.*I,-0.22232599019122415+0.*I,0.0420561093716787+0.*I,0.23289158157311735+0.*I,0.17046917595472352+0.*I,-0.04913985563672008+0.*I,-0.2110727645891969+0.*I,-0.18991967251112782+0.*I,-0.024667475177548248+0.*I,0.15035022322242766+0.*I,0.2197494809346908+0.*I,0.1545542775208509+0.*I,0.0068782668965668365+0.*I,-0.13922612394528278+0.*I,-0.21783285320080664+0.*I,-0.20591434127971628+0.*I,-0.12033433955398326+0.*I,0.000877899118984824+0.*I,0.11878229684153287+0.*I,0.20656379933687366+0.*I,0.25340688297038994+0.*I,0.2617056865864002+0.*I,0.24143609122023965+0.*I,0.20474065256431648+0.*I,0.16226669485174466+0.*I,0.1214991575805071+0.*I,0.08660417020306507+0.*I,0.05909923776826125+0.*I,0.03877977342851952+0.*I,0.02455447748758069+0.*I,0.01504547810464508+0.*I,0.008942835221037003+0.*I,0.00516685862864942+0.*I,0.002906873270194751+0.*I,0.001594932320615231+0.*I,0.0008546026198569898+0.*I,0.00044772951470259414+0.*I,0.00022959681868056018+0.*I,0.00011535530397898192+0.*I,0.00005683480258155214+0.*I,0.00002748184210831546+0.*I,0.000013051252826911272+0.*I,6.091551326171292*^-6+0.*I,2.796049132901143*^-6+0.*I,1.2628585423552367*^-6+0.*I,5.615541761783036*^-7+0.*I,2.459652672221911*^-7+0.*I,1.0617075667625531*^-7+0.*I,4.518309780968788*^-8+0.*I,1.896559012941884*^-8+0.*I,7.85497311575538*^-9+0.*I,3.2112203215802448*^-9+0.*I,1.2962620881237164*^-9+0.*I,5.16838701156262*^-10+0.*I,2.0360642229198126*^-10+0.*I,7.927387035365294*^-11+0.*I,3.0513524684190526*^-11+0.*I,1.1614329621010306*^-11+0.*I,4.3726596562519214*^-12+0.*I,1.628741706995625*^-12+0.*I,6.003635681589763*^-13+0.*I,2.1904239875486913*^-13+0.*I,7.91199245122693*^-14+0.*I,2.829929421759967*^-14+0.*I,1.0024946291732964*^-14+0.*I,3.517924278639418*^-15+0.*I,1.2231141826656069*^-15+0.*I,4.214040563358821*^-16+0.*I,1.438977202189236*^-16+0.*I,4.8708218711622676*^-17+0.*I,1.6345975491607544*^-17+0.*I,5.4393180803584706*^-18+0.*I,1.7950047080456057*^-18+0.*I,5.875361935956874*^-19+0.*I,1.9076992461883662*^-19+0.*I,6.145367669752495*^-20+0.*I,1.9642787561108808*^-20+0.*I,6.2305806299591225*^-21+0.*I,1.9614411685669434*^-21+0.*I,6.129048425560609*^-22+0.*I,1.9012093901924583*^-22+0.*I,5.855077870409655*^-23+0.*I,1.7903854940774998*^-23+0.*I,5.436452376633331*^-24+0.*I,1.6393909954313312*^-24+0.*I,4.910084646959909*^-25+0.*I,1.4607479838053452*^-25+0.*I,4.316987566494871*^-26+0.*I,1.2674876362744874*^-26+0.*I,3.697441639126413*^-27+0.*I,1.0717409920407018*^-27+0.*I,3.087056610840337*^-28+0.*I,8.836901254595849*^-29+0.*I,2.514140941858008*^-29+0.*I,7.109616392702584*^-30+0.*I,1.9984880878381326*^-30+0.*I,5.584534154889869*^-31+0.*I,1.5514319489780405*^-31+0.*I
-0.38451711980329045+0.*I,0.04823488267710285+0.*I,0.2808167044296183+0.*I,0.065776718682136+0.*I,-0.2091335757593409+0.*I,-0.19189208193889998+0.*I,0.04913985563672008+0.*I,0.21845790630047845+0.*I,0.15359556586918383+0.*I,-0.05386330794561569+0.*I,-0.20290779862352679+0.*I,-0.17775051188519045+0.*I,-0.01774709019688637+0.*I,0.14853429582153077+0.*I,0.21185561528177638+0.*I,0.14603343525350324+0.*I,0.0022398971947555023+0.*I,-0.13837728698262225+0.*I,-0.21268208701241684+0.*I,-0.19910923435665323+0.*I,-0.11451584275585813+0.*I,0.004012032443866384+0.*I,0.11872777461042473+0.*I,0.20376388126669556+0.*I,0.2488044377157711+0.*I,0.25632682285450775+0.*I,0.23612054119244336+0.*I,0.2000324822082169+0.*I,0.15842289024692213+0.*I,0.11855940371284439+0.*I,0.08447570754221519+0.*I,0.0576295424645152+0.*I,0.037806650803797213+0.*I,0.023934007900561792+0.*I,0.01466322648031125+0.*I,0.00871466878988801+0.*I,0.005034598695610303+0.*I,0.0028322749414449607+0.*I,0.001553922615697265+0.*I,0.000832596694736507+0.*I,0.0004361883233601608+0.*I,0.00022367412075894813+0.*I,0.00011237819951844507+0.*I,0.000055367642134680905+0.*I,0.0000267723687650311+0.*I,0.00001271435125709041+0.*I,5.934339950277211*^-6+0.*I,2.723911830586527*^-6+0.*I,1.2302906011028124*^-6+0.*I,5.470792737554273*^-7+0.*I,2.396286213235692*^-7+0.*I,1.0343718736163871*^-7+0.*I,4.402051892906358*^-8+0.*I,1.8477927980635697*^-8+0.*I,7.653140444493613*^-9+0.*I,3.1287683288457575*^-9+0.*I,1.2630037597764165*^-9+0.*I,5.035881733339029*^-10+0.*I,1.9839044498560632*^-10+0.*I,7.724461287290356*^-11+0.*I,2.973304742035308*^-11+0.*I,1.1317490131056286*^-11+0.*I,4.260990679548376*^-12+0.*I,1.5871794816633286*^-12+0.*I,5.850554571362652*^-13+0.*I,2.134615833676147*^-13+0.*I,7.71056462417413*^-14+0.*I,2.7579388448772093*^-14+0.*I,9.77011592495117*^-15+0.*I,3.428567483220318*^-15+0.*I,1.1920697879180984*^-15+0.*I,4.10716133359251*^-16+0.*I,1.4025076531565184*^-16+0.*I,4.7474647579535187*^-17+0.*I,1.5932297933883842*^-17+0.*I,5.301759236058468*^-18+0.*I,1.74964122021579*^-18+0.*I,5.726981671542192*^-19+0.*I,1.859553712195288*^-19+0.*I,5.990378093961493*^-20+0.*I,1.914771347102617*^-20+0.*I,6.073648453422662*^-21+0.*I,1.9120693536232995*^-21+0.*I,5.9748708901329585*^-22+0.*I,1.8534139874483135*^-22+0.*I,5.707975104662461*^-23+0.*I,1.7454312678160023*^-23+0.*I,5.3000320242186945*^-24+0.*I,1.5982770197126988*^-24+0.*I,4.787017264356673*^-25+0.*I,1.4241565021949098*^-25+0.*I,4.2089089386141744*^-26+0.*I,1.235772933628756*^-26+0.*I,3.604976156874702*^-27+0.*I,1.0449534409393027*^-27+0.*I,3.0099385622640383*^-28+0.*I,8.616261857395792*^-29+0.*I,2.4514004953462407*^-29+0.*I,6.932286346720077*^-30+0.*I,1.948666324874393*^-30+0.*I
