0.8669277265366704+0.*I,0.46329913224583635+0.*I,0.17507538203846343+0.*I,0.05401856576145786+0.*I,0.014434164392473994+0.*I,0.003449731059188924+0.*I,0.000752641579950995+0.*I,0.0001520259693193147+0.*I,0.000028724427487405427+0.*I,5.116921100346746*^-6+0.*I,8.647435159336015*^-7+0.*I,1.393379977147352*^-7+0.*I,2.1495994196858773*^-8+0.*I,3.186137057200808*^-9+0.*I,4.5507086307404895*^-10+0.*I,6.279311010920719*^-11+0.*I,8.389394102330162*^-12+0.*I,1.0873884844861771*^-12+0.*I,1.369705093286089*^-13+0.*I,1.6793022272748515*^-14+0.*I,2.006746249272222*^-15+0.*I,2.340245432679195*^-16+0.*I,2.6664206232407994*^-17+0.*I,2.971278329021815*^-18+0.*I,3.241278200618517*^-19+0.*I,3.464375014773244*^-20+0.*I,3.630921148364093*^-21+0.*I,3.734337185576488*^-22+0.*I,3.7714912750328744*^-23+0.*I,3.742766228947094*^-24+0.*I,3.651830979843482*^-25+0.*I,3.505164587867713*^-26+0.*I,3.311402863814374*^-27+0.*I,3.080588173919773*^-28+0.*I,2.8234023972250843*^-29+0.*I,2.5504531526364398*^-30+0.*I,2.2716671303359207*^-31+0.*I,1.9958248504980904*^-32+0.*I,1.7302514477078223*^-33+0.*I,1.4806605709144923*^-34+0.*I,1.2511348161202654*^-35+0.*I,1.0442170378641392*^-36+0.*I,8.610824218446443*^-38+0.*I,7.01760774976392*^-39+0.*I,5.653811763733351*^-40+0.*I,4.5041586784033413*^-41+0.*I,3.549060150306157*^-42+0.*I,2.7665786730520482*^-43+0.*I,2.1340323557266017*^-44+0.*I,1.6292268306122623*^-45+0.*I,1.231331940615018*^-46+0.*I,9.214433728674891*^-48+0.*I,6.828818545257571*^-49+0.*I,5.012867572754155*^-50+0.*I,3.645591018844825*^-51+0.*I,2.6270309819808945*^-52+0.*I,1.876073180201824*^-53+0.*I,1.3279781851333188*^-54+0.*I,9.318704447930657*^-56+0.*I,6.483479258423104*^-57+0.*I,4.47312561624796*^-58+0.*I,3.0607282404052217*^-59+0.*I,2.0773396937369637*^-60+0.*I,1.3986718643528035*^-61+0.*I,9.343389322084211*^-63+0.*I,6.193360514193591*^-64+0.*I,4.074112216365518*^-65+0.*I,2.6599543254616996*^-66+0.*I,1.7238454097435212*^-67+0.*I,1.1090531640186894*^-68+0.*I,7.084055237619728*^-70+0.*I,4.4929476493039776*^-71+0.*I,2.829721560840023*^-72+0.*I,1.7699494685993613*^-73+0.*I,1.099571820881996*^-74+0.*I,6.78533920922253*^-76+0.*I,4.159521382637774*^-77+0.*I,2.533241489941023*^-78+0.*I,1.5328790361741233*^-79+0.*I,9.21664654809677*^-81+0.*I,5.506891669308007*^-82+0.*I,3.269961335447789*^-83+0.*I,1.9298088116807119*^-84+0.*I,1.1320193036454103*^-85+0.*I,6.600742385893547*^-87+0.*I,3.826149315142891*^-88+0.*I,2.204912108657347*^-89+0.*I,1.2633109192840061*^-90+0.*I,7.196933795289578*^-92+0.*I,4.076909754027853*^-93+0.*I,2.2966162696308172*^-94+0.*I,1.2866082584881188*^-95+0.*I,7.168544983236503*^-97+0.*I,3.972538677735883*^-98+0.*I,2.189690838300947*^-99+0.*I,1.2006034649619354*^-100+0.*I,6.548511124922609*^-102+0.*I,3.5533279849832224*^-103+0.*I,1.9182307658284003*^-104+0.*I,1.0302956084297123*^-105+0.*I
-0.46329913224583635+0.*I,0.6193337468202245+0.*I,0.5616410158069023+0.*I,0.2743711280602023+0.*I,0.10032329837047696+0.*I,0.030432184949896725+0.*I,0.008047857937201372+0.*I,0.001910057497068889+0.*I,0.00041464361198754194+0.*I,0.00008343872336000389+0.*I,0.000015718993427011535+0.*I,2.7935654740281415*^-6+0.*I,4.711932024032812*^-7+0.*I,7.580219003752422*^-8+0.*I,1.167823658564006*^-8+0.*I,1.7289242976207064*^-9+0.*I,2.466890228592119*^-10+0.*I,3.400924136302806*^-11+0.*I,4.540199539942518*^-12+0.*I,5.880661663547699*^-13+0.*I,7.402824351506442*^-14+0.*I,9.07100037472298*^-15+0.*I,1.0834226556544762*^-15+0.*I,1.2628914525230893*^-16+0.*I,1.4383012829047118*^-17+0.*I,1.6021249625214345*^-18+0.*I,1.747087395059168*^-19+0.*I,1.8667251162017022*^-20+0.*I,1.9558700879617932*^-21+0.*I,2.0110083064336368*^-22+0.*I,2.030481560584682*^-23+0.*I,2.0145213155031653*^-24+0.*I,1.9651238876516928*^-25+0.*I,1.8857929963527076*^-26+0.*I,1.7811874606615056*^-27+0.*I,1.6567173813958059*^-28+0.*I,1.5181317629642168*^-29+0.*I,1.3711351839188335*^-30+0.*I,1.221062343286723*^-31+0.*I,1.0726288114083738*^-32+0.*I,9.297657177147194*^-34+0.*I,7.955367146436464*^-35+0.*I,6.721282323850305*^-36+0.*I,5.608991901092157*^-37+0.*I,4.6247395514123417*^-38+0.*I,3.768621333639393*^-39+0.*I,3.035902337521592*^-40+0.*I,2.4183280447941797*^-41+0.*I,1.9053373421307897*^-42+0.*I,1.485115817357603*^-43+0.*I,1.145456918118721*^-44+0.*I,8.74422561484939*^-46+0.*I,6.608128429830288*^-47+0.*I,4.944665428922102*^-48+0.*I,3.66420772722335*^-49+0.*I,2.6896034137069757*^-50+0.*I,1.9558639603711688*^-51+0.*I,1.409307276025975*^-52+0.*I,1.0063779998374976*^-53+0.*I,7.123184022552319*^-55+0.*I,4.998176386923069*^-56+0.*I,3.4772658003535765*^-57+0.*I,2.3989182127595324*^-58+0.*I,1.641362554011655*^-59+0.*I,1.1139442446028804*^-60+0.*I,7.499783051623965*^-62+0.*I,5.009737202595437*^-63+0.*I,3.3205893789013984*^-64+0.*I,2.184242041161943*^-65+0.*I,1.4260065958126528*^-66+0.*I,9.241146246539828*^-68+0.*I,5.945120059709373*^-69+0.*I,3.797270045518062*^-70+0.*I,2.4082562869445636*^-71+0.*I,1.5166918273836336*^-72+0.*I,9.486309434972366*^-74+0.*I,5.893092478270105*^-75+0.*I,3.636427179039748*^-76+0.*I,2.2291063709424415*^-77+0.*I,1.3575271755273665*^-78+0.*I,8.214189630434016*^-80+0.*I,4.93872734034463*^-81+0.*I,2.9507627412534987*^-82+0.*I,1.7520898196013003*^-83+0.*I,1.033985294050118*^-84+0.*I,6.065136274076547*^-86+0.*I,3.5364415257376757*^-87+0.*I,2.0498537792800346*^-88+0.*I,1.1812445401037019*^-89+0.*I,6.767786148371913*^-91+0.*I,3.8554227307590945*^-92+0.*I,2.1839564634113447*^-93+0.*I,1.2302403112780913*^-94+0.*I,6.8918645879386376*^-96+0.*I,3.839817111110902*^-97+0.*I,2.127830423630739*^-98+0.*I,1.172846726824953*^-99+0.*I,6.430545972530667*^-101+0.*I,3.507363927677222*^-102+0.*I,1.90310945977406*^-103+0.*I
0.17507538203846343+0.*I,-0.5616410158069023+0.*I,0.4070961047287898+0.*I,0.5841852786550332+0.*I,0.3501083566404379+0.*I,0.14712509200157622+0.*I,0.04966889811200497+0.*I,0.014334374919065477+0.*I,0.0036634259702956052+0.*I,0.0008480614012044042+0.*I,0.00018063463163013192+0.*I,0.00003580865117621298+0.*I,6.664751514602905*^-6+0.*I,1.172666896224861*^-6+0.*I,1.9614067317641895*^-7+0.*I,3.1328827559523776*^-8+0.*I,4.796915452298968*^-9+0.*I,7.06364213790565*^-10+0.*I,1.0031203520977877*^-10+0.*I,1.3771611409383963*^-11+0.*I,1.8316540837936566*^-12+0.*I,2.3645109919319476*^-13+0.*I,2.967569182897743*^-14+0.*I,3.626341774004864*^-15+0.*I,4.3204325789589233*^-16+0.*I,5.024620503865665*^-17+0.*I,5.710523290666841*^-18+0.*I,6.348667598440037*^-19+0.*I,6.910735752289285*^-20+0.*I,7.371737729923236*^-21+0.*I,7.711872130848666*^-22+0.*I,7.917887468182973*^-23+0.*I,7.983825503805063*^-24+0.*I,7.911109030969465*^-25+0.*I,7.708014698579469*^-26+0.*I,7.38863630735578*^-27+0.*I,6.971488126414255*^-28+0.*I,6.477917999327877*^-29+0.*I,5.930497171363638*^-30+0.*I,5.351531907564272*^-31+0.*I,4.7618071030673585*^-32+0.*I,4.179630919004078*^-33+0.*I,3.620208264673128*^-34+0.*I,3.095334672121074*^-35+0.*I,2.613374045244714*^-36+0.*I,2.17946540111178*^-37+0.*I,1.7958949754281938*^-38+0.*I,1.4625696791705131*^-39+0.*I,1.1775338986995571*^-40+0.*I,9.374817876914444*^-42+0.*I,7.382293595063539*^-43+0.*I,5.75123048365592*^-44+0.*I,4.433726351313972*^-45+0.*I,3.3830569932900023*^-46+0.*I,2.5554769077179664*^-47+0.*I,1.9113630427899785*^-48+0.*I,1.4158133679849458*^-49+0.*I,1.0388200186111525*^-50+0.*I,7.551322084986611*^-52+0.*I,5.439113963383853*^-53+0.*I,3.882641040099084*^-54+0.*I,2.7471929458923846*^-55+0.*I,1.9269944259411762*^-56+0.*I,1.3401869884579498*^-57+0.*I,9.242854074368165*^-59+0.*I,6.322118450653084*^-60+0.*I,4.289366140251657*^-61+0.*I,2.887046916059607*^-62+0.*I,1.927965695118344*^-63+0.*I,1.2775629946379906*^-64+0.*I,8.401447569522452*^-66+0.*I,5.4835824172686*^-67+0.*I,3.5527225916404044*^-68+0.*I,2.285028904816933*^-69+0.*I,1.4591537076128075*^-70+0.*I,9.251955019491115*^-72+0.*I,5.825484557056974*^-73+0.*I,3.642826083447609*^-74+0.*I,2.2625245103582776*^-75+0.*I,1.395841692238362*^-76+0.*I,8.55471524819228*^-78+0.*I,5.2088153914250977*^-79+0.*I,3.151177882485969*^-80+0.*I,1.8942749791486164*^-81+0.*I,1.1315766693140371*^-82+0.*I,6.717839967628577*^-84+0.*I,3.9638120224921676*^-85+0.*I,2.3246972193682156*^-86+0.*I,1.3552553857372267*^-87+0.*I,7.854309234952883*^-89+0.*I,4.525399769027459*^-90+0.*I,2.592371893992245*^-91+0.*I,1.4765824045571137*^-92+0.*I,8.363076889144975*^-94+0.*I,4.710314092140606*^-95+0.*I,2.638370487936865*^-96+0.*I,1.4697721093569418*^-97+0.*I,8.143632011158853*^-99+0.*I,4.488128258265476*^-100+0.*I,2.460457625799637*^-101+0.*I
-0.05401856576145786+0.*I,0.2743711280602023+0.*I,-0.5841852786550332+0.*I,0.22684888479143986+0.*I,0.5665350088393072+0.*I,0.40659329050244725+0.*I,0.19274122959470405+0.*I,0.07144770095171311+0.*I,0.022277605878973504+0.*I,0.006083575134624844+0.*I,0.001492607356362488+0.*I,0.00033484041947347336+0.*I,0.00006956092918457372+0.*I,0.000013511966570742585+0.*I,2.472731878845005*^-6+0.*I,4.2891753744207313*^-7+0.*I,7.087076568417277*^-8+0.*I,1.1200997921423551*^-8+0.*I,1.6992811584009475*^-9+0.*I,2.481972627387835*^-10+0.*I,3.4993000761351667*^-11+0.*I,4.773145481037827*^-12+0.*I,6.311563287436628*^-13+0.*I,8.104938175067222*^-14+0.*I,1.012353881796981*^-14+0.*I,1.2316982604179774*^-15+0.*I,1.4615887125623005*^-16+0.*I,1.6935685154131524*^-17+0.*I,1.918227286008241*^-18+0.*I,2.1258899636934769*^-19+0.*I,2.307353588078177*^-20+0.*I,2.454589836304623*^-21+0.*I,2.5613375549807883*^-22+0.*I,2.623526058141932*^-23+0.*I,2.6394934935218445*^-24+0.*I,2.6099909981200533*^-25+0.*I,2.5379885456314203*^-26+0.*I,2.42831890113311*^-27+0.*I,2.2872096835022523*^-28+0.*I,2.1217593006927646*^-29+0.*I,1.939410862753792*^-30+0.*I,1.747470491113945*^-31+0.*I,1.5527047326766909*^-32+0.*I,1.361038240175633*^-33+0.*I,1.1773595042677081*^-34+0.*I,1.005430792406327*^-35+0.*I,8.47889574701527*^-37+0.*I,7.063230297507772*^-38+0.*I,5.813946542733596*^-39+0.*I,4.730021098346927*^-40+0.*I,3.8044757025562774*^-41+0.*I,3.02605251341557*^-42+0.*I,2.380748166831387*^-43+0.*I,1.853133828119421*^-44+0.*I,1.4274247383566826*^-45+0.*I,1.0882924332904681*^-46+0.*I,8.214348015314387*^-48+0.*I,6.139335162038193*^-49+0.*I,4.544359860288341*^-50+0.*I,3.332011445240855*^-51+0.*I,2.4204660321797517*^-52+0.*I,1.7423034992303645*^-53+0.*I,1.2429449142904709*^-54+0.*I,8.789247073243463*^-56+0.*I,6.161540220195384*^-57+0.*I,4.282807876978303*^-58+0.*I,2.9521017935414212*^-59+0.*I,2.0181675255365015*^-60+0.*I,1.3685606271254806*^-61+0.*I,9.206780138709467*^-63+0.*I,6.145293343652983*^-64+0.*I,4.070250386725617*^-65+0.*I,2.6754340428375534*^-66+0.*I,1.7454661051260707*^-67+0.*I,1.130369989356552*^-68+0.*I,7.267222129378607*^-70+0.*I,4.638741021278362*^-71+0.*I,2.940083583881289*^-72+0.*I,1.850503230948355*^-73+0.*I,1.1567306090851922*^-74+0.*I,7.181700391033924*^-76+0.*I,4.429088917024797*^-77+0.*I,2.7135131153390057*^-78+0.*I,1.6516469253556138*^-79+0.*I,9.98864683079923*^-81+0.*I,6.002549245932536*^-82+0.*I,3.584586125554109*^-83+0.*I,2.1274053725544394*^-84+0.*I,1.2548803984863434*^-85+0.*I,7.357451109512736*^-87+0.*I,4.288019464461668*^-88+0.*I,2.4843972244660413*^-89+0.*I,1.4310346336336865*^-90+0.*I,8.19545906776508*^-92+0.*I,4.666798005333506*^-93+0.*I,2.6425012530776405*^-94+0.*I,1.487952827995054*^-95+0.*I,8.332351254709759*^-97+0.*I,4.640625507506241*^-98+0.*I,2.5706417851039442*^-99+0.*I
0.014434164392473994+0.*I,-0.10032329837047696+0.*I,0.3501083566404379+0.*I,-0.5665350088393072+0.*I,0.07546649733988593+0.*I,0.5247606304547329+0.*I,0.4464711505953068+0.*I,0.23588132090422922+0.*I,0.09508956493951216+0.*I,0.03179083208665822+0.*I,0.009220141032865567+0.*I,0.0023857374182138054+0.*I,0.000561373418925704+0.*I,0.00012179225004426211+0.*I,0.00002461784233061221+0.*I,4.673814722370423*^-6+0.*I,8.388978767544664*^-7+0.*I,1.4311083600484506*^-7+0.*I,2.330684413651123*^-8+0.*I,3.6371772599587244*^-9+0.*I,5.456355600458594*^-10+0.*I,7.890361725429885*^-11+0.*I,1.1025368707121277*^-11+0.*I,1.4918027083673924*^-12+0.*I,1.9582454404301714*^-13+0.*I,2.4979728066621638*^-14+0.*I,3.101171989881481*^-15+0.*I,3.7520654487422966*^-16+0.*I,4.429504653670784*^-17+0.*I,5.108179668076005*^-18+0.*I,5.760335227540126*^-19+0.*I,6.357812065605196*^-20+0.*I,6.874187619856858*^-21+0.*I,7.286779445214398*^-22+0.*I,7.578297881600874*^-23+0.*I,7.737986137696299*^-24+0.*I,7.7621560440627*^-25+0.*I,7.654104318393959*^-26+0.*I,7.42346556718754*^-27+0.*I,7.085114953823869*^-28+0.*I,6.657769529475124*^-29+0.*I,6.1624506336056686*^-30+0.*I,5.620962134892802*^-31+0.*I,5.054514956729237*^-32+0.*I,4.482593242323564*^-33+0.*I,3.922117966226729*^-34+0.*I,3.386925461677254*^-35+0.*I,2.8875455526052626*^-36+0.*I,2.4312394485945693*^-37+0.*I,2.0222423201597855*^-38+0.*I,1.6621491535546645*^-39+0.*I,1.3503837084775078*^-40+0.*I,1.0846972129478806*^-41+0.*I,8.616537016088561*^-43+0.*I,6.770706600408938*^-44+0.*I,5.2639526055437334*^-45+0.*I,4.050068070327183*^-46+0.*I,3.0844436131883663*^-47+0.*I,2.3256463116502857*^-48+0.*I,1.736391137335895*^-49+0.*I,1.2840148175863771*^-50+0.*I,9.405666370357367*^-52+0.*I,6.826243319104015*^-53+0.*I,4.90929917994466*^-54+0.*I,3.499234733445239*^-55+0.*I,2.4723522864320697*^-56+0.*I,1.7317965470421727*^-57+0.*I,1.2028070355070927*^-58+0.*I,8.284548915447585*^-60+0.*I,5.659457977113807*^-61+0.*I,3.8350517745890318*^-62+0.*I,2.578182092528067*^-63+0.*I,1.7197120300804478*^-64+0.*I,1.1382819082654142*^-65+0.*I,7.477329258730235*^-67+0.*I,4.875227071762745*^-68+0.*I,3.1553136236116875*^-69+0.*I,2.027383240186561*^-70+0.*I,1.2933610740920716*^-71+0.*I,8.192907537098143*^-73+0.*I,5.1538665070844205*^-74+0.*I,3.219930319442247*^-75+0.*I,1.99810458794068*^-76+0.*I,1.2316507261778576*^-77+0.*I,7.542106646110019*^-79+0.*I,4.588499416148324*^-80+0.*I,2.7736893033962346*^-81+0.*I,1.6660550909613325*^-82+0.*I,9.944884345081614*^-84+0.*I,5.899599342048316*^-85+0.*I,3.478487583503686*^-86+0.*I,2.038616436779078*^-87+0.*I,1.1876512210860182*^-88+0.*I,6.878300237839441*^-90+0.*I,3.9604261515400664*^-91+0.*I,2.26725505954437*^-92+0.*I,1.2905800218064078*^-93+0.*I,7.305053244214759*^-95+0.*I,4.111903354704733*^-96+0.*I,2.3018130932172353*^-97+0.*I
-0.003449731059188924+0.*I,0.030432184949896725+0.*I,-0.14712509200157622+0.*I,0.40659329050244725+0.*I,-0.5247606304547329+0.*I,-0.04995004886926885+0.*I,0.46814092299517146+0.*I,0.4718967132511271+0.*I,0.275642712102885+0.*I,0.11997810521660605+0.*I,0.04275543405478193+0.*I,0.01310549361057103+0.*I,0.0035618015998398643+0.*I,0.000876079380354193+0.*I,0.00019791380837153638+0.*I,0.000041522323054642465+0.*I,8.160279343669156*^-6+0.*I,1.5126481035553851*^-6+0.*I,2.6596343929922743*^-7+0.*I,4.456412658545194*^-8+0.*I,7.143948915040858*^-9+0.*I,1.099362366585441*^-9+0.*I,1.6287458688353327*^-10+0.*I,2.3290244154139016*^-11+0.*I,3.2215743772520066*^-12+0.*I,4.3190689637457507*^-13+0.*I,5.6221371383288296*^-14+0.*I,7.116799007898652*^-15+0.*I,8.773143307702381*^-16+0.*I,1.0545575562212973*^-16+0.*I,1.2374763055370706*^-17+0.*I,1.4191168846113124*^-18+0.*I,1.5919842196188276*^-19+0.*I,1.748595545260702*^-20+0.*I,1.882047651199192*^-21+0.*I,1.9865355522255306*^-22+0.*I,2.057768192674961*^-23+0.*I,2.0932416025464913*^-24+0.*I,2.092349034908403*^-25+0.*I,2.0563278460210076*^-26+0.*I,1.9880612204475414*^-27+0.*I,1.8917669451993395*^-28+0.*I,1.7726139100261555*^-29+0.*I,1.636309503222353*^-30+0.*I,1.4886981554594224*^-31+0.*I,1.3354042037707851*^-32+0.*I,1.1815426090584595*^-33+0.*I,1.0315105178034256*^-34+0.*I,8.888626623071312*^-36+0.*I,7.562652235413904*^-37+0.*I,6.355166741897009*^-38+0.*I,5.276204843959785*^-39+0.*I,4.328932600585914*^-40+0.*I,3.5109249470062683*^-41+0.*I,2.8155011865662167*^-42+0.*I,2.2330086140212516*^-43+0.*I,1.7519759240105944*^-44+0.*I,1.3600886204066059*^-45+0.*I,1.0449654007258042*^-46+0.*I,7.947358094382993*^-48+0.*I,5.9843476937197895*^-49+0.*I,4.462391629714308*^-50+0.*I,3.295762345246603*^-51+0.*I,2.41134289706412*^-52+0.*I,1.7480411820898146*^-53+0.*I,1.2557581622994077*^-54+0.*I,8.941112403784749*^-56+0.*I,6.310669444406377*^-57+0.*I,4.415933299520992*^-58+0.*I,3.0640473595755683*^-59+0.*I,2.1084095917274396*^-60+0.*I,1.4389964464651624*^-61+0.*I,9.742412452367834*^-63+0.*I,6.543805772860931*^-64+0.*I,4.361187295583962*^-65+0.*I,2.884305492231612*^-66+0.*I,1.893172301376457*^-67+0.*I,1.2333890814468278*^-68+0.*I,7.976611173109829*^-70+0.*I,5.1214277344617796*^-71+0.*I,3.2648453961111345*^-72+0.*I,2.0666956971212483*^-73+0.*I,1.2991969724414147*^-74+0.*I,8.111460858868259*^-76+0.*I,5.030240284777844*^-77+0.*I,3.098723829370094*^-78+0.*I,1.896353929197667*^-79+0.*I,1.1530157085529762*^-80+0.*I,6.965725246014876*^-82+0.*I,4.181651399143*^-83+0.*I,2.494674517795378*^-84+0.*I,1.4791012750692572*^-85+0.*I,8.716305712956803*^-87+0.*I,5.105629637626696*^-88+0.*I,2.9728945903910302*^-89+0.*I,1.7208910509674826*^-90+0.*I,9.903769361381072*^-92+0.*I,5.666956437786787*^-93+0.*I,3.2242575837688914*^-94+0.*I,1.8241802075894092*^-95+0.*I
0.000752641579950995+0.*I,-0.008047857937201372+0.*I,0.04966889811200497+0.*I,-0.19274122959470405+0.*I,0.4464711505953068+0.*I,-0.46814092299517146+0.*I,-0.1520862206106229+0.*I,0.4026944012309227+0.*I,0.4847613193083629+0.*I,0.31141589639266604+0.*I,0.1455629442822795+0.*I,0.05503185358274547+0.*I,0.017756874349011013+0.*I,0.005051692265666021+0.*I,0.001295053713726673+0.*I,0.0003038701166474387+0.*I,0.00006602530893150984+0.*I,0.000013405776453650195+0.*I,2.561957065329305*^-6+0.*I,4.635626757463034*^-7+0.*I,7.980396746874433*^-8+0.*I,1.3125252343453511*^-8+0.*I,2.0695836639981977*^-9+0.*I,3.1380920286228235*^-10+0.*I,4.587762458133161*^-11+0.*I,6.481780310895354*^-12+0.*I,8.868198603573492*^-13+0.*I,1.1771083844253653*^-13+0.*I,1.5182635825387308*^-14+0.*I,1.90575410282864*^-15+0.*I,2.331063867932433*^-16+0.*I,2.781859677869702*^-17+0.*I,3.2425771068921688*^-18+0.*I,3.695384130334243*^-19+0.*I,4.121428594966513*^-20+0.*I,4.502235889753678*^-21+0.*I,4.821103309717662*^-22+0.*I,5.064340169480269*^-23+0.*I,5.222226230926314*^-24+0.*I,5.289600554606794*^-25+0.*I,5.26604134366169*^-26+0.*I,5.1556468733079734*^-27+0.*I,4.966471051038159*^-28+0.*I,4.709699214373022*^-29+0.*I,4.398667560785007*^-30+0.*I,4.047832759341259*^-31+0.*I,3.6717886223546803*^-32+0.*I,3.2844075316198075*^-33+0.*I,2.898159656905353*^-34+0.*I,2.523636896488213*^-35+0.*I,2.1692843312778874*^-36+0.*I,1.841322271305202*^-37+0.*I,1.543828043929196*^-38+0.*I,1.2789388505109423*^-39+0.*I,1.0471347929034728*^-40+0.*I,8.475634725191761*^-42+0.*I,6.7837304435452705*^-43+0.*I,5.37027886369182*^-44+0.*I,4.2058889426454015*^-45+0.*I,3.25947871334641*^-46+0.*I,2.5001190059512434*^-47+0.*I,1.89838609837806*^-48+0.*I,1.4272677184075108*^-49+0.*I,1.0626881352123982*^-50+0.*I,7.83727521214016*^-52+0.*I,5.726110514731278*^-53+0.*I,4.145371470341935*^-54+0.*I,2.974044198671678*^-55+0.*I,2.1148534895200967*^-56+0.*I,1.4908308867470388*^-57+0.*I,1.0419714133318807*^-58+0.*I,7.22145211455082*^-60+0.*I,4.963574504680652*^-61+0.*I,3.383949574242753*^-62+0.*I,2.288594085414048*^-63+0.*I,1.535619751070586*^-64+0.*I,1.0224014386162011*^-65+0.*I,6.755123354512096*^-67+0.*I,4.4296446851142324*^-68+0.*I,2.883211671105168*^-69+0.*I,1.862957954488201*^-70+0.*I,1.1950718040264043*^-71+0.*I,7.611909593823603*^-73+0.*I,4.81443080111239*^-74+0.*I,3.02405606821611*^-75+0.*I,1.886553052137304*^-76+0.*I,1.1690205567505824*^-77+0.*I,7.195944823147395*^-79+0.*I,4.4005165796434355*^-80+0.*I,2.6736607914038457*^-81+0.*I,1.6141038919894523*^-82+0.*I,9.683091288874484*^-84+0.*I,5.772818540548433*^-85+0.*I,3.420473835053796*^-86+0.*I,2.014380346900206*^-87+0.*I,1.1791935555970166*^-88+0.*I,6.861956755371085*^-90+0.*I,3.969723319230036*^-91+0.*I,2.283238686061328*^-92+0.*I,1.3057197351562745*^-93+0.*I
-0.0001520259693193147+0.*I,0.001910057497068889+0.*I,-0.014334374919065477+0.*I,0.07144770095171311+0.*I,-0.23588132090422922+0.*I,0.4718967132511271+0.*I,-0.4026944012309227+0.*I,-0.23342640738395795+0.*I,0.3325815508570452+0.*I,0.4867648156399594+0.*I,0.3428109496551937+0.*I,0.17135693091362453+0.*I,0.06846690129770222+0.*I,0.023178150139312327+0.*I,0.006882583993348382+0.*I,0.0018343858374381527+0.*I,0.00044607199092858683+0.*I,0.00010018518154379236+0.*I,0.000020979577427211413+0.*I,4.127212213216384*^-6+0.*I,7.674443430569151*^-7+0.*I,1.355733583840297*^-7+0.*I,2.2850550523437638*^-8+0.*I,3.6880526932447496*^-9+0.*I,5.717949199215343*^-10+0.*I,8.53913070746074*^-11+0.*I,1.2312870966374126*^-11+0.*I,1.7179032344357977*^-12+0.*I,2.3235493836083873*^-13+0.*I,3.051780880425564*^-14+0.*I,3.898200685773361*^-15+0.*I,4.849339973625358*^-16+0.*I,5.882369408240156*^-17+0.*I,6.965772028334537*^-18+0.*I,8.060981281449825*^-19+0.*I,9.124853901881295*^-20+0.*I,1.0112729893094123*^-20+0.*I,1.098175045358147*^-21+0.*I,1.1694071832597095*^-22+0.*I,1.2219632308527128*^-23+0.*I,1.2538195132890355*^-24+0.*I,1.2640489432873954*^-25+0.*I,1.2528386453060779*^-26+0.*I,1.2214162041864099*^-27+0.*I,1.1718992197650454*^-28+0.*I,1.1070895694113624*^-29+0.*I,1.0302371014744767*^-30+0.*I,9.447974497591313*^-32+0.*I,8.542057899615142*^-33+0.*I,7.6168348049350925*^-34+0.*I,6.700885966513731*^-35+0.*I,5.8181529438513135*^-36+0.*I,4.9874148015250236*^-37+0.*I,4.2221993275975356*^-38+0.*I,3.531050821255131*^-39+0.*I,2.918061261493642*^-40+0.*I,2.3835690678154485*^-41+0.*I,1.9249370022639736*^-42+0.*I,1.5373348273780351*^-43+0.*I,1.2144699473489964*^-44+0.*I,9.492276672937913*^-46+0.*I,7.34199808754413*^-47+0.*I,5.620948463523253*^-48+0.*I,4.260337932181009*^-49+0.*I,3.197436386557322*^-50+0.*I,2.376645175938312*^-51+0.*I,1.7498850587777544*^-52+0.*I,1.2764763773390586*^-53+0.*I,9.226708383284367*^-55+0.*I,6.609699165237375*^-56+0.*I,4.6933744419883434*^-57+0.*I,3.303868595770171*^-58+0.*I,2.305991195333237*^-59+0.*I,1.5960667073812016*^-60+0.*I,1.0956256136292724*^-61+0.*I,7.46016463163234*^-63+0.*I,5.0392430704849745*^-64+0.*I,3.3772772926274695*^-65+0.*I,2.2459747826468033*^-66+0.*I,1.4822806609449905*^-67+0.*I,9.709404582344286*^-69+0.*I,6.313048054609555*^-70+0.*I,4.074894048326888*^-71+0.*I,2.6113756837028275*^-72+0.*I,1.661659464713135*^-73+0.*I,1.0499701552356224*^-74+0.*I,6.588940917696222*^-76+0.*I,4.106750926946187*^-77+0.*I,2.5425207406019776*^-78+0.*I,1.5636959446069823*^-79+0.*I,9.554304346288443*^-81+0.*I,5.800175483704164*^-82+0.*I,3.4987581960514775*^-83+0.*I,2.0972587425867513*^-84+0.*I,1.2493643144688995*^-85+0.*I,7.397041825451449*^-87+0.*I,4.3530239241542*^-88+0.*I,2.5463575543751527*^-89+0.*I,1.4807225473998105*^-90+0.*I,8.560199281340944*^-92+0.*I
