0.06769156483385474+0.*I,0.-0.15709092364233262*I,-0.25778202724934907+0.*I,0.+0.3453890356070468*I,0.4007698946878946+0.*I,0.-0.4159361117609712*I,-0.39406470813033895+0.*I,0.+0.3456488061333547*I,0.2836002484912578+0.*I,0.-0.21938245476638413*I,-0.16099724004789154+0.*I,0.+0.11265192771612588*I,0.07546829600248185+0.*I,0.-0.04857461950688578*I,-0.0301274190984626+0.*I,0.+0.018052312327315093*I,0.010473440909285543+0.*I,0.-0.005894968183563148*I,-0.003224495329828262+0.*I,0.+0.0017167280022499652*I,0.0008908468171781014+0.*I,0.-0.0004511385347640692*I,-0.00022321075869246584+0.*I,0.+0.00010801093982812485*I,0.000051165669768430525+0.*I,0.-0.00002374789929123174*I,-0.000010808242094297528+0.*I,0.+4.827138071377865*^-6*I,2.117031133451261*^-6+0.*I,0.-9.123149366393241*^-7*I,-3.8654556723205187*^-7+0.*I,0.+1.6111515362580612*^-7*I,6.609642040302177*^-8+0.*I,0.-2.6701613750759287*^-8*I,-1.0627095667612647*^-8+0.*I,0.+4.168666069444431*^-9*I,1.6123614141407318*^-9+0.*I,0.-6.151458149767254*^-10*I,-2.3158094125192136*^-10+0.*I,0.+8.605716811063*^-11*I,3.157719829259515*^-11+0.*I,0.-1.1444536414201676*^-11*I,-4.0981712236974385*^-12+0.*I,0.+1.4503486367174783*^-12*I,5.07414194610033*^-13+0.*I,0.-1.7553870683723367*^-13*I,-6.006348375270646*^-14+0.*I,0.+2.0331907657651824*^-14*I,6.810422406926848*^-15+0.*I,0.-2.2578368071296608*^-15*I,-7.410100288992675*^-16+0.*I,0.+2.4079947577312583*^-16*I,7.749441509022759*^-17+0.*I,0.-2.4702960800748872*^-17*I,-7.801330350702533*^-18+0.*I,0.+2.4412028218364554*^-18*I,7.570531819337379*^-19+0.*I,0.-2.327048852574723*^-19*I,-7.091009109038585*^-20+0.*I,0.+2.1423902184580687*^-20*I,6.418587869108757*^-21+0.*I,0.-1.907177492770297*^-21*I,-5.620976989762977*^-22+0.*I,0.+1.6434559652505986*^-22*I,4.767433286931424*^-23+0.*I,0.-1.3722855348568829*^-23*I,-3.920026988920513*^-24+0.*I,0.+1.1113943768183819*^-24*I,3.1277373632417194*^-25+0.*I,0.-8.738205864961652*^-26*I,-2.4237609909508528*^-26+0.*I,0.+6.67539788011161*^-27*I,1.8256917271566023*^-27+0.*I,0.-4.9588681022925165*^-28*I,-1.3377754950701408*^-28+0.*I,0.+3.5848347771280205*^-29*I,9.542867357266304*^-30+0.*I,0.-2.5237716881362236*^-30*I,-6.63161495281769*^-31+0.*I,0.+1.7314992024031132*^-31*I,4.49255954171417*^-32+0.*I,0.-1.1584248670311158*^-32*I,-2.9687763714522882*^-33+0.*I,0.+7.562318735148486*^-34*I,1.9148372805555138*^-34+0.*I,0.-4.819910242846382*^-35*I,-1.2061637291494777*^-35+0.*I,0.+3.000980528785474*^-36*I,7.424007140088794*^-37+0.*I,0.-1.8262486879919437*^-37*I,-4.467403720759181*^-38+0.*I,0.+1.0868035410702964*^-38*I,2.629502999030369*^-39+0.*I,0.-6.327741593943718*^-40*I,-1.5146118423191717*^-40+0.*I,0.+3.606252112016221*^-41*I,8.541556297850128*^-42+0.*I,0.-2.0126473228240396*^-42*I,-4.718143889320513*^-43+0.*I,0.+1.1004495153993923*^-43*I
0.-0.15709092364233262*I,-0.2968672742382056+0.*I,0.+0.37607124330791813*I,0.35504822090181176+0.*I,0.-0.23928334898038758*I,-0.06910873270054836+0.*I,0.-0.104330457416383*I,-0.24045458276269743+0.*I,0.+0.3194950946045651*I,0.3416827699215587+0.*I,0.-0.3201240595960084*I,-0.2725375914477445+0.*I,0.+0.21509944343158324*I,0.1593783306946459+0.*I,0.-0.1118332788834465*I,-0.07478922879541472+0.*I,0.+0.04790367282877399*I,0.029502728050893875+0.*I,0.-0.017527187989504735*I,-0.010071261205141095+0.*I,0.+0.0056100645393488205*I,0.003035421711995841+0.*I,0.-0.0015980250232306944*I,-0.0008198216263190692+0.*I,0.+0.000410403881978568*I,0.00020071691149569468+0.*I,0.-0.00009600845670849721*I,-0.00004495899754969725+0.*I,0.+0.00002062984747226239*I,9.28336428870363*^-6+0.*I,0.-4.099903492792885*^-6*I,-1.7782968172114615*^-6+0.*I,0.+7.580158484908575*^-7*I,3.1772894409730636*^-7+0.*I,0.-1.3103366423948423*^-7*I,-5.3196577347383945*^-8+0.*I,0.+2.1270210502656405*^-8*I,8.380050798159809*^-9+0.*I,0.-3.254586633111576*^-9*I,-1.2465107771227005*^-9+0.*I,0.+4.7099253192724*^-10*I,1.7563353869907986*^-10+0.*I,0.-6.465850088984771*^-11*I,-2.3507700867815833*^-11+0.*I,0.+8.442975042879245*^-12*I,2.996467528942086*^-12+0.*I,0.-1.0511728983130907*^-12*I,-3.645905081861438*^-13+0.*I,0.+1.250587306615006*^-13*I,4.243322468486844*^-14+0.*I,0.-1.4245664949475413*^-14*I,-4.733049911876767*^-15+0.*I,0.+1.5565894447896473*^-15*I,5.06840021640053*^-16+0.*I,0.-1.6342450261942847*^-16*I,-5.2190947083487136*^-17+0.*I,0.+1.651140578590308*^-17*I,5.175591017634164*^-18+0.*I,0.-1.6076674915791461*^-18*I,-4.949525768134441*^-19+0.*I,0.+1.5105330034850827*^-19*I,4.5704812116782075*^-20+0.*I,0.-1.3712677862789883*^-20*I,-4.0801175090842606*^-21+0.*I,0.+1.204127575337695*^-21*I,3.52516309765402*^-22+0.*I,0.-1.0238784883010188*^-22*I,-2.9507605476007314*^-23+0.*I,0.+8.438942921109564*^-24*I,2.395307388344289*^-24+0.*I,0.-6.7484285275054935*^-25*I,-1.887382232337998*^-25+0.*I,0.+5.24057705338903*^-26*I,1.4447918960333843*^-26+0.*I,0.-3.9553238386920375*^-27*I,-1.0753547744071697*^-27+0.*I,0.+2.9037264377051807*^-28*I,7.788143747153354*^-29+0.*I,0.-2.075035787638949*^-29*I,-5.4924815590125035*^-30+0.*I,0.+1.4444417297911734*^-30*I,3.77446945321785*^-31+0.*I,0.-9.801023299153106*^-32*I,-2.529186258711681*^-32+0.*I,0.+6.48660583899916*^-33*I,1.6535377209839783*^-33+0.*I,0.-4.189888048239737*^-34*I,-1.055391270004583*^-34+0.*I,0.+2.6428813167781745*^-35*I,6.579979198831795*^-36+0.*I,0.-1.6288571781780595*^-36*I,-4.009418470320076*^-37+0.*I,0.+9.81402806344757*^-38*I,2.3889537933670047*^-38+0.*I,0.-5.783479116665805*^-39*I,-1.3925711957737439*^-39+0.*I,0.+3.3351682504329535*^-40*I,7.945384922930817*^-41+0.*I,0.-1.8829258538488961*^-41*I,-4.43911402556395*^-42+0.*I
-0.25778202724934907+0.*I,0.+0.37607124330791813*I,0.32025563294402665+0.*I,0.-0.12203336008411199*I,0.10945639829580608+0.*I,0.-0.2649346023210053*I,-0.2909033418276322+0.*I,0.+0.19939516115444342*I,0.04337378649865867+0.*I,0.+0.11705910680096787*I,0.23871083343979785+0.*I,0.-0.30353052875166187*I,-0.3146055695141099+0.*I,0.+0.2868625283306407*I,0.23815999138649957+0.*I,0.-0.18354091248001966*I,-0.13292723043737958+0.*I,0.+0.09124881393445693*I,0.05974653486604301+0.*I,0.-0.037495749784544445*I,-0.02264215763128197+0.*I,0.+0.013197640499957346*I,0.007445038341794549+0.*I,0.-0.004073861031995021*I,-0.0021664835658268358+0.*I,0.+0.0011216257269487607*I,0.0005661477925123817+0.*I,0.-0.0002789810757732439*I,-0.00013436813431329987+0.*I,0.+0.00006332236490829676*I,0.000029226482708226578+0.*I,0.-0.000013223198416187118*I,-5.869303423869481*^-6+0.*I,0.+2.5576901862119084*^-6*I,1.0950072391651348*^-6+0.*I,0.-4.6085897654136184*^-7*I,-1.9079011379910646*^-7+0.*I,0.+7.773519416161528*^-8*I,3.1187104474444766*^-8+0.*I,0.-1.2326374401766872*^-8*I,-4.8016794476613786*^-9+0.*I,0.+1.8442994215497512*^-9*I,6.98751105547054*^-10+0.*I,0.-2.6123362302675057*^-10*I,-9.640619315620649*^-11+0.*I,0.+3.5131423532967765*^-11*I,1.2645606667807444*^-11+0.*I,0.-4.497466359591838*^-12*I,-1.580903369646854*^-12+0.*I,0.+5.493773424510561*^-13*I,1.8878936616144968*^-13+0.*I,0.-6.417027274232957*^-14*I,-2.1579591984154462*^-14+0.*I,0.+7.181323608341354*^-15*I,2.3654427444851645*^-15+0.*I,0.-7.713613658337368*^-16*I,-2.4907375563444896*^-16+0.*I,0.+7.965377861872041*^-17*I,2.5233271012810158*^-17+0.*I,0.-7.919665518580847*^-18*I,-2.4630924641418987*^-18+0.*I,0.+7.592187366081064*^-19*I,2.3197148448314167*^-19+0.*I,0.-7.026684932091981*^-20*I,-2.1104688747046215*^-20+0.*I,0.+6.2861134626468454*^-21*I,1.857036288848962*^-21+0.*I,0.-5.44191323726473*^-22*I,-1.5820934719583479*^-22+0.*I,0.+4.5636930680932685*^-23*I,1.3063430443215287*^-23+0.*I,0.-3.711125942741755*^-24*I,-1.0464328638931858*^-24+0.*I,0.+2.9290201660634195*^-25*I,8.139267888072383*^-26+0.*I,0.-2.24566843491201*^-26*I,-6.152438244684165*^-27+0.*I,0.+1.67391350512859*^-27*I,4.523186357839229*^-28+0.*I,0.-1.214009608824334*^-28*I,-3.2367213007894917*^-29+0.*I,0.+8.572990481882991*^-30*I,2.2560074985613175*^-30+0.*I,0.-5.898834852767249*^-31*I,-1.5326565556172688*^-31+0.*I,0.+3.9574084969375385*^-32*I,1.0155422468897291*^-32+0.*I,0.-2.5902340608192907*^-33*I,-6.56698390493741*^-34+0.*I,0.+1.6550460260405809*^-34*I,4.146693103380707*^-35+0.*I,0.-1.0329307453030681*^-35*I,-2.558274320518351*^-36+0.*I,0.+6.300253932296702*^-37*I,1.5428788524022815*^-37+0.*I,0.-3.757470675902264*^-38*I,-9.100724018237023*^-39+0.*I,0.+2.1922942648890262*^-39*I,5.252786321812904*^-40+0.*I,0.-1.2519110845173512*^-40*I
0.+0.3453890356070468*I,0.35504822090181176+0.*I,0.-0.12203336008411199*I,0.15674933655444637+0.*I,0.-0.28756705114837683*I,-0.21366480481154737+0.*I,0.+0.015092493755532888*I,-0.17720275316334638+0.*I,0.+0.26749660277237247*I,0.23196714918224032+0.*I,0.-0.10611680119641134*I,0.05041131826388217+0.*I,0.-0.18553704587788275*I,-0.2705511964160317+0.*I,0.+0.3005954202847951*I,0.2866247907600443+0.*I,0.-0.24576714135505348*I,-0.19417045305137526+0.*I,0.+0.14346168854040883*I,0.10012016616077386+0.*I,0.-0.06647653350550771*I,-0.04222267055023824+0.*I,0.+0.02576415097092177*I,0.01515601838872211+0.*I,0.-0.008619857834856819*I,-0.00475129004877281+0.*I,0.+0.002543424083300424*I,0.0013246508143312766+0.*I,0.-0.0006722682313743333*I,-0.000332925088979879+0.*I,0.+0.00016108382129952764*I,0.00007623290596250575+0.*I,0.-0.00003532280385392528*I,-0.000016039358161077148+0.*I,0.+7.143323680097172*^-6*I,3.122680238188864*^-6+0.*I,0.-1.3408323491061757*^-6*I,-5.658794240003087*^-7+0.*I,0.+2.3487556757893615*^-7*I,9.59312217875189*^-8+0.*I,0.-3.857602918482486*^-8*I,-1.5279984017045592*^-8+0.*I,0.+5.964515464295519*^-9*I,2.295415336602887*^-9+0.*I,0.-8.712788505564637*^-10*I,-3.263087718551488*^-10+0.*I,0.+1.206237214840587*^-10*I,4.4026826582009596*^-11+0.*I,0.-1.587169336851221*^-11*I,-5.653062125139977*^-12+0.*I,0.+1.98987433293523*^-12*I,6.924200109159385*^-13+0.*I,0.-2.382487514496309*^-13*I,-8.108087661751972*^-14+0.*I,0.+2.7298439226970427*^-14*I,9.094712847961299*^-15+0.*I,0.-2.998940732725808*^-15*I,-9.789632810190318*^-16+0.*I,0.+3.164263904024522*^-16*I,1.0129112150606934*^-16+0.*I,0.-3.211764852009924*^-17*I,-1.0089460489970269*^-17+0.*I,0.+3.1406475579369724*^-18*I,9.688799068770542*^-19+0.*I,0.-2.962715752343258*^-19*I,-8.981453599012648*^-20+0.*I,0.+2.699633712039724*^-20*I,8.046876818192532*^-21+0.*I,0.-2.3788922638059306*^-21*I,-6.975987708072726*^-22+0.*I,0.+2.0294429222430537*^-22*I,5.857914784501532*^-23+0.*I,0.-1.6778667656251428*^-23*I,-4.769486216617204*^-24+0.*I,0.+1.3456600056652838*^-24*I,3.768748244864768*^-25+0.*I,0.-1.047861599165459*^-25*I,-2.892686359562375*^-26+0.*I,0.+7.929278877361887*^-27*I,2.158459985634184*^-27+0.*I,0.-5.835446827530876*^-28*I,-1.5669845809382902*^-28+0.*I,0.+4.1797990781430995*^-29*I,1.1076044389029097*^-29+0.*I,0.-2.916017147486826*^-30*I,-7.627954453112761*^-31+0.*I,0.+1.982779082128299*^-31*I,5.121810072101504*^-32+0.*I,0.-1.3148897197044387*^-32*I,-3.355095501163604*^-33+0.*I,0.+8.509466089863398*^-34*I,2.1454233401624656*^-34+0.*I,0.-5.377341278932837*^-35*I,-1.3399729591057562*^-35+0.*I,0.+3.319919327406757*^-36*I,8.178819891858053*^-37+0.*I,0.-2.00361042068401*^-37*I,-4.881156368573689*^-38+0.*I,0.+1.1826211261612893*^-38*I,2.849758806529913*^-39+0.*I
0.4007698946878946+0.*I,0.-0.23928334898038758*I,0.10945639829580608+0.*I,0.-0.28756705114837683*I,-0.17692719895539136+0.*I,0.-0.0735851869533481*I,-0.2441723980743987+0.*I,0.+0.22558154114844503*I,0.05978538599374359+0.*I,0.+0.1320833490286338*I,0.24364033489279482+0.*I,0.-0.23446924818428577*I,-0.12797172577720617+0.*I,0.-0.02054936576406866*I,-0.157361023379159+0.*I,0.+0.24951733848598137*I,0.288075296281139+0.*I,0.-0.28135753406674924*I,-0.2454329059055052+0.*I,0.+0.1964937253291769*I,0.1467398892394208+0.*I,0.-0.10332407543036519*I,-0.06912567664320812+0.*I,0.+0.044194077493331214*I,0.027122516267563682+0.*I,0.-0.01603651644417249*I,-0.009162214938264194+0.*I,0.+0.005070959750454959*I,0.0027246346102009194+0.*I,0.-0.0014238301740397033*I,-0.0007248403539105565+0.*I,0.+0.00035998202903516296*I,0.00017463263600688188+0.*I,0.-0.00008284586609741668*I,-0.000038473654304045815+0.*I,0.+0.000017506854937908108*I,7.812214721419651*^-6+0.*I,0.-3.4213679203200324*^-6*I,-1.4716212033716308*^-6+0.*I,0.+6.220855627608845*^-7*I,2.5859971795026724*^-7+0.*I,0.-1.0577352482201065*^-7*I,-4.259192087471423*^-8+0.*I,0.+1.68925016609792*^-8*I,6.602048728610635*^-9+0.*I,0.-2.5437278696051243*^-9*I,-9.666019420765562*^-10+0.*I,0.+3.623910470420791*^-10*I,1.340967861131838*^-10+0.*I,0.-4.89914333519808*^-11*I,-1.7677655227613468*^-11+0.*I,0.+6.30182756192141*^-12*I,2.22010548252894*^-12+0.*I,0.-7.731568841255449*^-13*I,-2.66234599091833*^-13+0.*I,0.+9.067233164077424*^-14*I,3.0549498363006464*^-14+0.*I,0.-1.0184819405419773*^-14*I,-3.3606178336975735*^-15+0.*I,0.+1.0977261252674973*^-15*I,3.5503132459656103*^-16+0.*I,0.-1.1371618788508136*^-16*I,-3.607801594396856*^-17+0.*I,0.+1.1339825166623817*^-17*I,3.531742854753998*^-18+0.*I,0.-1.0900931956912293*^-18*I,-3.335033477067074*^-19+0.*I,0.+1.0115013087465065*^-19*I,3.0417791093364645*^-20+0.*I,0.-9.070827479654579*^-21*I,-2.6827799564296292*^-21+0.*I,0.+7.870475722156314*^-22*I,2.290612594585155*^-22+0.*I,0.-6.614425770163373*^-23*I,-1.8952908163341476*^-23+0.*I,0.+5.389574526187425*^-24*I,1.52117134317101*^-24+0.*I,0.-4.261823149551704*^-25*I,-1.1853688437675677*^-25+0.*I,0.+3.2733931284632077*^-26*I,8.975814276474603*^-27+0.*I,0.-2.444127047669603*^-27*I,-6.6098242073785975*^-28+0.*I,0.+1.7754689415534239*^-28*I,4.737323050472609*^-29+0.*I,0.-1.2557070189231327*^-29*I,-3.3068665089014114*^-30+0.*I,0.+8.65276017738394*^-31*I,2.2497695047175555*^-31+0.*I,0.-5.813016104504228*^-32*I,-1.492722502837609*^-32+0.*I,0.+3.809813857610979*^-33*I,9.665132628776665*^-34+0.*I,0.-2.4373771852735276*^-34*I,-6.110535268805162*^-35+0.*I,0.+1.5230261478588163*^-35*I,3.774299469916012*^-36+0.*I,0.-9.300255294498286*^-37*I,-2.2788244736065144*^-37+0.*I,0.+5.552795929060642*^-38*I
0.-0.4159361117609712*I,-0.06910873270054836+0.*I,0.-0.2649346023210053*I,-0.21366480481154737+0.*I,0.-0.0735851869533481*I,-0.25329704846321227+0.*I,0.+0.1728040086256415*I,-0.05479052060541373+0.*I,0.+0.22329276050263314*I,0.21729225258502832+0.*I,0.-0.06606628075899591*I,0.11803481772790107+0.*I,0.-0.23042367526602409*I,-0.2276752169016992+0.*I,0.+0.1289303244234644*I,-0.013597537995766944+0.*I,0.+0.1473733394733236*I,0.23917973587116728+0.*I,0.-0.27911763563113884*I,-0.2745072323647458+0.*I,0.+0.24069452701444483*I,0.1934931461062143+0.*I,0.-0.14499282981811815*I,-0.10239155848809631+0.*I,0.+0.06867546694350246*I,0.04400440848289583+0.*I,0.-0.027059945968355214*I,-0.01602820493558273+0.*I,0.+0.009172338829050546*I,0.0050840773103674975+0.*I,0.-0.0027353871328622986*I,-0.0014312332032284986+0.*I,0.+0.0007294492953728313*I,0.00036265838726185927+0.*I,0.-0.00017610598633835569*I,-0.00008362235962390548+0.*I,0.+0.00003886797119412783*I,0.00001770067988953594+0.*I,0.-7.904749111418719*^-6*I,-3.4643873840066304*^-6+0.*I,0.+1.4911378487228792*^-6*I,6.307406165601503*^-7+0.*I,0.-2.6235708520322167*^-7*I,-1.073722708325904*^-7+0.*I,0.+4.32593699906312*^-8*I,1.7166156771742898*^-8+0.*I,0.-6.7123278648649115*^-9*I,-2.5874405320485517*^-9+0.*I,0.+9.836562207166782*^-10*I,3.6894393930535104*^-10+0.*I,0.-1.3657788970137187*^-10*I,-4.9917597510027335*^-11+0.*I,0.+1.801866295547106*^-11*I,6.425724538552387*^-12+0.*I,0.-2.264543158953111*^-12*I,-7.888966534198657*^-13+0.*I,0.+2.7174208755507204*^-13*I,9.257673758103432*^-14+0.*I,0.-3.120045223994741*^-14*I,-1.0404834309847407*^-14+0.*I,0.+3.4341681730834734*^-15*I,1.1220515889820029*^-15+0.*I,0.-3.6299271318560455*^-16*I,-1.1629529761415152*^-16+0.*I,0.+3.690519832156446*^-17*I,1.1602534683173645*^-17+0.*I,0.-3.6143812432639685*^-18*I,-1.115844777158414*^-18+0.*I,0.+3.414543687821468*^-19*I,1.0358298662220315*^-19+0.*I,0.-3.115562503532626*^-20*I,-9.29265791008386*^-21+0.*I,0.+2.748905988901232*^-21*I,8.065945080941218*^-22+0.*I,0.-2.347919025888598*^-22*I,-6.781076707140176*^-23+0.*I,0.+1.943369322287648*^-23*I,5.527197204354364*^-24+0.*I,0.-1.5602626300730713*^-24*I,-4.3720212456393365*^-25+0.*I,0.+1.2162024176631909*^-25*I,3.3590336148512034*^-26+0.*I,0.-9.211964370329735*^-27*I,-2.508781377371242*^-27+0.*I,0.+6.785597515111542*^-28*I,1.8229256950015184*^-28+0.*I,0.-4.8645782625602495*^-29*I,-1.2896013461984506*^-29+0.*I,0.+3.3965458871150845*^-30*I,8.888488302650672*^-31+0.*I,0.-2.311332747903622*^-31*I,-5.972773086225385*^-32+0.*I,0.+1.5339192067738147*^-32*I,3.915389664145713*^-33+0.*I,0.-9.934038194511402*^-34*I,-2.5054544149915818*^-34+0.*I,0.+6.28185329752065*^-35*I,1.5658844510321774*^-35+0.*I,0.-3.880892401540981*^-36*I,-9.563835893134344*^-37+0.*I
-0.39406470813033895+0.*I,0.-0.104330457416383*I,-0.2909033418276322+0.*I,0.+0.015092493755532888*I,-0.2441723980743987+0.*I,0.+0.1728040086256415*I,-0.08957969068315677+0.*I,0.+0.23855910162031094*I,0.14828458744227757+0.*I,0.+0.06761041197963377*I,0.21793081166002123+0.*I,0.-0.20128229322297214*I,-0.0513807368627523+0.*I,0.-0.12347122401406421*I,-0.22562893012972224+0.*I,0.+0.21673927329199114*I,0.11741923731073545+0.*I,0.+0.02146348231797392*I,0.14983081941609233+0.*I,0.-0.23662080943146685*I,-0.27314139387611924+0.*I,0.+0.26697964082778664*I,0.23314257658906662+0.*I,0.-0.186872569278865*I,-0.13971885092285669+0.*I,0.+0.09849271007987273*I,0.0659654434288652+0.*I,0.-0.042217429101166486*I,-0.02593485546348706+0.*I,0.+0.015348504752008755*I,0.008776791743492563+0.*I,0.-0.004861643929419156*I,-0.0026141992498017646+0.*I,0.+0.0013671217191760074*I,0.0006964539331478654+0.*I,0.-0.00034611116805269396*I,-0.0001680079574674545+0.*I,0.+0.0000797500395816644*I,0.0000370566449643766+0.*I,0.-0.00001687101744029145*I,-7.53228125753754*^-6+0.*I,0.+3.3003565238265027*^-6*I,1.4202213988845894*^-6+0.*I,0.-6.006202092258535*^-7*I,-2.497808458552248*^-7+0.*I,0.+1.0220716478787684*^-7*I,4.117156608963659*^-8+0.*I,0.-1.6335141771392408*^-8*I,-6.386454914763581*^-9+0.*I,0.+2.4614882419455354*^-9*I,9.356532760287997*^-10+0.*I,0.-3.5089680010481925*^-10*I,-1.298822506586664*^-10+0.*I,0.+4.746529449516057*^-11*I,1.71317082094355*^-11+0.*I,0.-6.1088312422245154*^-12*I,-2.152666166738891*^-12+0.*I,0.+7.498566421911087*^-13*I,2.582729530786362*^-13+0.*I,0.-8.798112326916898*^-14*I,-2.964938772856233*^-14+0.*I,0.+9.886867490099475*^-15*I,3.2629859577833917*^-15+0.*I,0.-1.0660507485281886*^-15*I,-3.448542600984226*^-16+0.*I,0.+1.1047744632364094*^-16*I,3.505692996948635*^-17+0.*I,0.-1.1020850084644473*^-17*I,-3.4329937983831074*^-18+0.*I,0.+1.0597918777333106*^-18*I,3.2428590350640617*^-19+0.*I,0.-9.837012570489284*^-20*I,-2.9586352563498907*^-20+0.*I,0.+8.824209151634692*^-21*I,2.6102211114615108*^-21+0.*I,0.-7.658696972580744*^-22*I,-2.229284884346689*^-22+0.*I,0.+6.438200960034759*^-23*I,1.8450374471486264*^-23+0.*I,0.-5.2473411735795484*^-24*I,-1.4812114228923357*^-24+0.*I,0.+4.150372655628602*^-25*I,1.1545071666416216*^-25+0.*I,0.-3.188537279418024*^-26*I,-8.744121711831794*^-27+0.*I,0.+2.381299144537692*^-27*I,6.440607155955123*^-28+0.*I,0.-1.7301972641893575*^-28*I,-4.6170028086801*^-29+0.*I,0.+1.2239369492770378*^-29*I,3.2235172537352656*^-30+0.*I,0.-8.435477482107077*^-31*I,-2.1934805377160295*^-31+0.*I,0.+5.668095504451898*^-32*I,1.45563916537147*^-32+0.*I,0.-3.715494317792238*^-33*I,-9.426664554426927*^-34+0.*I,0.+2.3774401421033595*^-34*I,5.96076454095207*^-35+0.*I,0.-1.4858165926652432*^-35*I
0.+0.3456488061333547*I,-0.24045458276269743+0.*I,0.+0.19939516115444342*I,-0.17720275316334638+0.*I,0.+0.22558154114844503*I,-0.05479052060541373+0.*I,0.+0.23855910162031094*I,0.11966936655551558+0.*I,0.+0.12496448246864701*I,0.22744252382748256+0.*I,0.-0.1103453185040475*I,0.09663854746877751+0.*I,0.-0.21847242966619723*I,-0.17832134258418514+0.*I,0.+0.02329284353976419*I,-0.14017685947025105+0.*I,0.+0.22468620235502793*I,0.20181108353600338+0.*I,0.-0.09700404051559287*I,0.03929870569201166+0.*I,0.-0.16037969621162002*I,-0.23891700304044705+0.*I,0.+0.268806294356914*I,0.2586939306109565+0.*I,0.-0.22346816282363618*I,-0.17765219149590697+0.*I,0.+0.13195915760075938*I,0.09252308240741969+0.*I,0.-0.06168643226303177*I,-0.03932508603657414+0.*I,0.+0.024075973206405157*I,0.014205702194229744+0.*I,0.-0.008101620601172584*I,-0.004476902243251328+0.*I,0.+0.002402103884628989*I,0.001253731364412671+0.*I,0.-0.0006375403256790227*I,-0.00031631001662302125+0.*I,0.+0.00015330820805431686*I,0.00007266984039140361+0.*I,0.-0.00003372260149848608*I,-0.000015334411274313877+0.*I,0.+6.838460462347092*^-6*I,2.993162307428814*^-6+0.*I,0.-1.2867424897752784*^-6*I,-5.436603297547586*^-7+0.*I,0.+2.2589288878117872*^-7*I,9.235534984678947*^-8+0.*I,0.-3.717364504581792*^-8*I,-1.4737908612979883*^-8+0.*I,0.+5.757907770605263*^-9*I,2.2177365250442107*^-9+0.*I,0.-8.424589156445314*^-10*I,-3.157534004460404*^-10+0.*I,0.+1.168061128584756*^-10*I,4.266291535592413*^-11+0.*I,0.-1.5390200458819234*^-11*I,-5.485054718368521*^-12+0.*I,0.+1.931915287849186*^-12*I,6.726465760437483*^-13+0.*I,0.-2.3157577356065605*^-13*I,-7.885276169346383*^-14+0.*I,0.+2.6562172946251375*^-14*I,8.853885127925702*^-15+0.*I,0.-2.9209499823416672*^-15*I,-9.539522343741204*^-16+0.*I,0.+3.084820774194755*^-16*I,9.879137017017505*^-17+0.*I,0.-3.1338302315898574*^-17*I,-9.848674376485195*^-18+0.*I,0.+3.06691295703944*^-18*I,9.464968705476769*^-19+0.*I,0.-2.89534973753696*^-19*I,-8.780405025059254*^-20+0.*I,0.+2.6401276368491594*^-20*I,7.87218137473634*^-21+0.*I,0.-2.328015484130939*^-21*I,-6.82898296988622*^-22+0.*I,0.+1.9872955159038917*^-22*I,5.737995069190908*^-23+0.*I,0.-1.6440025267598487*^-23*I,-4.674563037838674*^-24+0.*I,0.+1.3192461865188918*^-24*I,3.695774870201472*^-25+0.*I,0.-1.0278437715108414*^-25*I,-2.838156744475185*^-26+0.*I,0.+7.78175805019566*^-27*I,2.1188211462192972*^-27+0.*I,0.-5.7296493446686765*^-28*I,-1.5389331129924718*^-28+0.*I,0.+4.1059066905972334*^-29*I,1.0882649654108799*^-29+0.*I,0.-2.865721956274659*^-30*I,-7.4979733392524145*^-31+0.*I,0.+1.949394939128652*^-31*I,5.036590420616336*^-32+0.*I,0.-1.293266948526249*^-32*I,-3.300559063414525*^-33+0.*I,0.+8.37272565035347*^-34*I,2.11133764130211*^-34+0.*I
