0.3803574184668909+0.*I,0.5288592987612257+0.*I,0.5199641492026189+0.*I,0.4174082484958354+0.*I,0.29018789023024505+0.*I,0.18044403771639722+0.*I,0.10242716798480703+0.*I,0.053828762877075303+0.*I,0.02646169497025781+0.*I,0.012264353444550269+0.*I,0.005392534242966123+0.*I,0.002260709829919477+0.*I,0.000907407685617466+0.*I,0.00034992827098249583+0.*I,0.00013003589967208908+0.*I,0.00004668376679482577+0.*I,0.000016227594738495464+0.*I,5.472401411853156*^-6+0.*I,1.7934527834243127*^-6+0.*I,5.720861063215042*^-7+0.*I,1.7786670364534868*^-7+0.*I,5.396761961799851*^-8+0.*I,1.5998165163158615*^-8+0.*I,4.63825382890326*^-9+0.*I,1.3164281017584394*^-9+0.*I,3.6607948680046213*^-10+0.*I,9.982446094107596*^-11+0.*I,2.6711811742119645*^-11+0.*I,7.018957023672235*^-12+0.*I,1.8122655631535072*^-12+0.*I,4.600546920142922*^-13+0.*I,1.1488858249878013*^-13+0.*I,2.8239053464692818*^-14+0.*I,6.835045648717054*^-15+0.*I,1.6298596740135244*^-15+0.*I,3.830579199696432*^-16+0.*I,8.876902491549262*^-17+0.*I,2.0291251840343117*^-17+0.*I,4.576835427030423*^-18+0.*I,1.0190165713556713*^-18+0.*I,2.2402655712874683*^-19+0.*I,4.864697389324407*^-20+0.*I,1.043709024050766*^-20+0.*I,2.2130614052506556*^-21+0.*I,4.638903943532145*^-22+0.*I,9.615179065366976*^-23+0.*I,1.971181953436478*^-23+0.*I,3.997845801290681*^-24+0.*I,8.023311877521977*^-25+0.*I,1.5936901478434053*^-25+0.*I,3.1337701492893023*^-26+0.*I,6.101411341668955*^-27+0.*I,1.1764592449370376*^-27+0.*I,2.246917908919449*^-28+0.*I,4.2514647203561124*^-29+0.*I,7.97086563885756*^-30+0.*I,1.4810159259267735*^-30+0.*I,2.7275363962997093*^-31+0.*I,4.97971871041366*^-32+0.*I,9.014197295139463*^-33+0.*I,1.618078874487767*^-33+0.*I,2.880600448638735*^-34+0.*I,5.08669189580668*^-35+0.*I,8.910732613725156*^-36+0.*I,1.5487156200798718*^-36+0.*I,2.6709345991526643*^-37+0.*I,4.5712980661807644*^-38+0.*I,7.765159704752123*^-39+0.*I,1.3093151393146783*^-39+0.*I,2.191633336986382*^-40+0.*I,3.6422280237228997*^-41+0.*I,6.010162451201877*^-42+0.*I,9.848457528712332*^-43+0.*I,1.6027103443303582*^-43+0.*I,2.5905228883718983*^-44+0.*I,4.159154523179726*^-45+0.*I,6.633557734963822*^-46+0.*I,1.0511129928761352*^-46+0.*I,1.6548184595072858*^-47+0.*I,2.5887199156341337*^-48+0.*I,4.024281248635435*^-49+0.*I,6.217188990730007*^-50+0.*I,9.546307001058771*^-51+0.*I,1.456949854080389*^-51+0.*I,2.2103101343882072*^-52+0.*I,3.3334351130310566*^-53+0.*I,4.997939950677657*^-54+0.*I,7.450401222949877*^-55+0.*I,1.1042987456204259*^-55+0.*I,1.6275705735542586*^-56+0.*I,2.3854308315604432*^-57+0.*I,3.4769174984929684*^-58+0.*I,5.0402110916142455*^-59+0.*I,7.267005772033472*^-60+0.*I,1.04217303479972*^-60+0.*I,1.4867100700532129*^-61+0.*I,2.109788497547659*^-62+0.*I,2.9785253918931753*^-63+0.*I,4.1834686868289055*^-64+0.*I,5.8461126422521825*^-65+0.*I
-0.5288592987612257+0.*I,-0.35498293328324027+0.*I,0.024947699002127677+0.*I,0.32022854407277035+0.*I,0.4313313625232711+0.*I,0.39798555144096076+0.*I,0.2995782995776887+0.*I,0.1961518381637995+0.*I,0.11545767267939983+0.*I,0.06233239434254855+0.*I,0.03128536464839932+0.*I,0.014741660323725954+0.*I,0.00656964424942001+0.*I,0.00278515515369002+0.*I,0.0011285062486280975+0.*I,0.0004387164948851175+0.*I,0.00016417177813245323+0.*I,0.00005929911140715082+0.*I,0.00002072376736171823+0.*I,7.022035362388691*^-6+0.*I,2.3111361434600402*^-6+0.*I,7.400495870575486*^-7+0.*I,2.3088628965063736*^-7+0.*I,7.027535053990155*^-8+0.*I,2.0892312922644418*^-8+0.*I,6.073133634519774*^-9+0.*I,1.7278478014228887*^-9+0.*I,4.8156228506898*^-10+0.*I,1.3158627314337126*^-10+0.*I,3.527841702164633*^-11+0.*I,9.286514735957013*^-12+0.*I,2.4017319095565234*^-12+0.*I,6.106436182053753*^-13+0.*I,1.5271737835234422*^-13+0.*I,3.7588621160652416*^-14+0.*I,9.109765717227731*^-15+0.*I,2.1749206534305763*^-15+0.*I,5.117473902113965*^-16+0.*I,1.1871992053393037*^-16+0.*I,2.716545972701846*^-17+0.*I,6.133334060265214*^-18+0.*I,1.3668298022851044*^-18+0.*I,3.0075640944889594*^-19+0.*I,6.536347686088238*^-20+0.*I,1.4034782818286267*^-20+0.*I,2.978179302999043*^-21+0.*I,6.247253227222529*^-22+0.*I,1.295787127463073*^-22+0.*I,2.658230509115541*^-23+0.*I,5.394727301941091*^-24+0.*I,1.083336318240647*^-24+0.*I,2.153123840643075*^-25+0.*I,4.236212196125679*^-26+0.*I,8.252335006672191*^-27+0.*I,1.5920271895404471*^-27+0.*I,3.0421415391210663*^-28+0.*I,5.758925177240461*^-29+0.*I,1.0802180958451112*^-29+0.*I,2.0079904699964032*^-30+0.*I,3.6996586691327813*^-31+0.*I,6.757385113496582*^-32+0.*I,1.2237073484657022*^-32+0.*I,2.1974603139604184*^-33+0.*I,3.913539276087246*^-34+0.*I,6.913248459307918*^-35+0.*I,1.2114770497413327*^-35+0.*I,2.106316954465369*^-36+0.*I,3.63379983737441*^-37+0.*I,6.22126399473881*^-38+0.*I,1.0571257720814073*^-38+0.*I,1.7830094769010695*^-39+0.*I,2.985428950361578*^-40+0.*I,4.96285631848695*^-41+0.*I,8.191680596116846*^-42+0.*I,1.3426842343249944*^-42+0.*I,2.1856286148094*^-43+0.*I,3.5336320606259484*^-44+0.*I,5.674773679486166*^-45+0.*I,9.053088137551029*^-46+0.*I,1.4348405536162279*^-46+0.*I,2.259466781509548*^-47+0.*I,3.5354076372305225*^-48+0.*I,5.4971696300271525*^-49+0.*I,8.49452131592387*^-50+0.*I,1.3045838447955326*^-50+0.*I,1.991456266473737*^-51+0.*I,3.0218078354699197*^-52+0.*I,4.558175635654333*^-53+0.*I,6.835551161806453*^-54+0.*I,1.0191631691481214*^-54+0.*I,1.5108813405103805*^-55+0.*I,2.227211976019435*^-56+0.*I,3.264861642902409*^-57+0.*I,4.7595611283463664*^-58+0.*I,6.900716927931397*^-59+0.*I,9.951130030530776*^-60+0.*I,1.427337353791322*^-60+0.*I,2.03648646333845*^-61+0.*I,2.890421617212037*^-62+0.*I,4.0812128468487037*^-63+0.*I
0.5199641492026189+0.*I,-0.024947699002127677+0.*I,-0.37951102443449564+0.*I,-0.2842878933167944+0.*I,0.028794965890954597+0.*I,0.29070313289896305+0.*I,0.39479165373641806+0.*I,0.3676070166604816+0.*I,0.2787879441011283+0.*I,0.18363871530768128+0.*I,0.10862031052705984+0.*I,0.05887697074767987+0.*I,0.02965039964383692+0.*I,0.014011061879065884+0.*I,0.00625930256285861+0.*I,0.0026592041409800224+0.*I,0.0010794671434774929+0.*I,0.00042033714045331685+0.*I,0.00015752213028772465+0.*I,0.0000569710126285548+0.*I,0.000019933361568847095+0.*I,6.7613347100293225*^-6+0.*I,2.2274639090800612*^-6+0.*I,7.138801482910157*^-7+0.*I,2.2290004066723832*^-7+0.*I,6.789449415470808*^-8+0.*I,2.0198208458584207*^-8+0.*I,5.8750555523294126*^-9+0.*I,1.672468023442934*^-9+0.*I,4.663805484054238*^-10+0.*I,1.2750240141427967*^-10+0.*I,3.419970909947039*^-11+0.*I,9.006554741030352*^-12+0.*I,2.3302973546844066*^-12+0.*I,5.927134825085373*^-13+0.*I,1.4828793988555018*^-13+0.*I,3.651112310893257*^-14+0.*I,8.851547390991845*^-15+0.*I,2.1139320478525436*^-15+0.*I,4.975444238653698*^-16+0.*I,1.1545745473801564*^-16+0.*I,2.6426010641360352*^-17+0.*I,5.967903194404468*^-18+0.*I,1.330286004862332*^-18+0.*I,2.92783157211935*^-19+0.*I,6.364473244444397*^-20+0.*I,1.3668628428932327*^-20+0.*I,2.9010690999341737*^-21+0.*I,6.086682515288967*^-22+0.*I,1.262717066465405*^-22+0.*I,2.5908521367864194*^-23+0.*I,5.25888931080606*^-24+0.*I,1.0562324356578526*^-24+0.*I,2.0995883500131478*^-25+0.*I,4.131514045143531*^-26+0.*I,8.049563590972387*^-27+0.*I,1.5531293638260112*^-27+0.*I,2.9682198016104163*^-28+0.*I,5.619730766567656*^-29+0.*I,1.0542436626389746*^-29+0.*I,1.9599492154822514*^-30+0.*I,3.6115753853999586*^-31+0.*I,6.597264152541899*^-32+0.*I,1.1948443874017037*^-32+0.*I,2.145862417756693*^-33+0.*I,3.8220479394370296*^-34+0.*I,6.752316831669336*^-35+0.*I,1.1833922651535878*^-35+0.*I,2.0576849503414802*^-36+0.*I,3.5502306631167734*^-37+0.*I,6.078738393700636*^-38+0.*I,1.0329983481756245*^-38+0.*I,1.742463534705284*^-39+0.*I,2.917782046678087*^-40+0.*I,4.850794683486584*^-41+0.*I,8.007341406248106*^-42+0.*I,1.3125699825192053*^-42+0.*I,2.1367677646956335*^-43+0.*I,3.454886829859169*^-44+0.*I,5.548706942435457*^-45+0.*I,8.852582089459545*^-46+0.*I,1.4031564163182972*^-46+0.*I,2.209718333321766*^-47+0.*I,3.4577873344885995*^-48+0.*I,5.3768148610220255*^-49+0.*I,8.309050042219191*^-50+0.*I,1.276175378771261*^-50+0.*I,1.94820405512751*^-51+0.*I,2.956345856386034*^-52+0.*I,4.459679229388397*^-53+0.*I,6.688207472124217*^-54+0.*I,9.97247668883128*^-55+0.*I,1.4784691733842225*^-55+0.*I,2.1795437382241842*^-56+0.*I,3.195144211424278*^-57+0.*I,4.658153358068868*^-58+0.*I,6.7540120970819245*^-59+0.*I,9.740031055364698*^-60+0.*I,1.397122462660557*^-60+0.*I,1.9934661770571763*^-61+0.*I
-0.4174082484958354+0.*I,0.32022854407277035+0.*I,0.2842878933167944+0.*I,-0.1512950757005124+0.*I,-0.35138293152312583+0.*I,-0.19619172789880615+0.*I,0.09419197721420379+0.*I,0.30795271120652634+0.*I,0.37649895429167174+0.*I,0.3354564229862666+0.*I,0.248080466986638+0.*I,0.16072777546688272+0.*I,0.09395168243285497+0.*I,0.05047465951524378+0.*I,0.025242613250804558+0.*I,0.011861513956888434+0.*I,0.005274612067227992+0.*I,0.0022322144613508873+0.*I,0.0009031584949275644+0.*I,0.00035068775079231566+0.*I,0.00013109674667022978+0.*I,0.00004731096468148201+0.*I,0.000016521654191355807+0.*I,5.59449134929346*^-6+0.*I,1.840221954929584*^-6+0.*I,5.889537695779933*^-7+0.*I,1.8366159400346183*^-7+0.*I,5.5878345125134626*^-8+0.*I,1.6605994876543735*^-8+0.*I,4.825521114209374*^-9+0.*I,1.3724705133292414*^-9+0.*I,3.824085980935806*^-10+0.*I,1.0446564864474516*^-10+0.*I,2.800068503252433*^-11+0.*I,7.3691411214243*^-12+0.*I,1.9054618098908204*^-12+0.*I,4.843746945108138*^-13+0.*I,1.211171510974379*^-13+0.*I,2.980590052553072*^-14+0.*I,7.222479880417736*^-15+0.*I,1.7240903297907928*^-15+0.*I,4.0561453502573996*^-16+0.*I,9.40862629690107*^-17+0.*I,2.152621176815884*^-17+0.*I,4.859571891850304*^-18+0.*I,1.0828526227535813*^-18+0.*I,2.3824609683837595*^-19+0.*I,5.1773117511720666*^-20+0.*I,1.1115659734193026*^-20+0.*I,2.3585371328999893*^-21+0.*I,4.947036680220039*^-22+0.*I,1.0260192573101144*^-22+0.*I,2.1046597282987012*^-23+0.*I,4.270980789766953*^-24+0.*I,8.576136085928032*^-25+0.*I,1.7043896673747897*^-25+0.*I,3.3531293990384866*^-26+0.*I,6.531656086807046*^-27+0.*I,1.2600037939382112*^-27+0.*I,2.4075576674788204*^-28+0.*I,4.557383416720179*^-29+0.*I,8.547976420068334*^-30+0.*I,1.5888836142916768*^-30+0.*I,2.927328487739578*^-31+0.*I,5.346487823761822*^-32+0.*I,9.681625903349868*^-33+0.*I,1.7384942529987653*^-33+0.*I,3.096022026118371*^-34+0.*I,5.468890669145692*^-35+0.*I,9.583310784996819*^-36+0.*I,1.6661264417920414*^-36+0.*I,2.8742835327466572*^-37+0.*I,4.920759101011663*^-38+0.*I,8.361139611150131*^-39+0.*I,1.4101920354882155*^-39+0.*I,2.361117326349612*^-40+0.*I,3.924905129536011*^-41+0.*I,6.478246944268812*^-42+0.*I,1.06180748183817*^-42+0.*I,1.7283672279914486*^-43+0.*I,2.7942746449192594*^-44+0.*I,4.4872963093396636*^-45+0.*I,7.158494691990208*^-46+0.*I,1.1345343833886344*^-46+0.*I,1.7865259667055436*^-47+0.*I,2.795326241196462*^-48+0.*I,4.346323495205776*^-49+0.*I,6.7160200238143955*^-50+0.*I,1.0314198383260974*^-50+0.*I,1.574435633256428*^-51+0.*I,2.3889764237271036*^-52+0.*I,3.6035220442828456*^-53+0.*I,5.4038214112288*^-54+0.*I,8.056802155701287*^-55+0.*I,1.1943759920486553*^-55+0.*I,1.7606141278519533*^-56+0.*I,2.580830716870844*^-57+0.*I,3.7623044338118156*^-58+0.*I,5.454735544373839*^-59+0.*I,7.865829319949993*^-60+0.*I
0.29018789023024505+0.*I,-0.4313313625232711+0.*I,0.028794965890954597+0.*I,0.35138293152312583+0.*I,0.09299111636459677+0.*I,-0.2564629034785353+0.*I,-0.3057683559259899+0.*I,-0.0894886387380605+0.*I,0.17376370813884723+0.*I,0.33153456467430475+0.*I,0.3579342621620507+0.*I,0.2996547783404967+0.*I,0.2130721861231883+0.*I,0.13428313456947574+0.*I,0.07688043333154648+0.*I,0.04063582457304185+0.*I,0.02005604588098852+0.*I,0.009322025496707392+0.*I,0.004107353881318455+0.*I,0.0017245854117267233+0.*I,0.0006930214087224273+0.*I,0.0002674891565130196+0.*I,0.0000994679685235922+0.*I,0.00003572816853472076+0.*I,0.000012424301849961033+0.*I,4.191106218178423*^-6+0.*I,1.3738593442777739*^-6+0.*I,4.383194329604389*^-7+0.*I,1.362954914301014*^-7+0.*I,4.135824170275439*^-8+0.*I,1.2261073666265364*^-8+0.*I,3.5549405492259652*^-9+0.*I,1.008988912132694*^-9+0.*I,2.805882745403389*^-10+0.*I,7.65121966112188*^-11+0.*I,2.047351044311639*^-11+0.*I,5.379641555569529*^-12+0.*I,1.3889658308155744*^-12+0.*I,3.525866637693528*^-13+0.*I,8.804772833776943*^-14+0.*I,2.1640875735580776*^-14+0.*I,5.237793548847449*^-15+0.*I,1.2489312631118296*^-15+0.*I,2.9351712756778604*^-16+0.*I,6.801592713352477*^-17+0.*I,1.5546685769726058*^-17+0.*I,3.506499979134894*^-18+0.*I,7.8067309960894005*^-19+0.*I,1.716195821962218*^-19+0.*I,3.726512198372936*^-20+0.*I,7.99476328482912*^-21+0.*I,1.695115165319381*^-21+0.*I,3.553046235638321*^-22+0.*I,7.364152658637108*^-23+0.*I,1.509636081179861*^-23+0.*I,3.0616248859912363*^-24+0.*I,6.144128073500882*^-25+0.*I,1.2203696288553952*^-25+0.*I,2.3995833610376147*^-26+0.*I,4.671759709237313*^-27+0.*I,9.007595258964248*^-28+0.*I,1.7202884232534046*^-28+0.*I,3.254880332510562*^-29+0.*I,6.1021745014419884*^-30+0.*I,1.1337618847349263*^-30+0.*I,2.087930164387464*^-31+0.*I,3.811832548450888*^-32+0.*I,6.899854715137959*^-33+0.*I,1.2385021117062555*^-33+0.*I,2.204776407094391*^-34+0.*I,3.8931551520143466*^-35+0.*I,6.81969137017584*^-36+0.*I,1.1852454398446216*^-36+0.*I,2.0440214299262456*^-37+0.*I,3.4982236590411636*^-38+0.*I,5.942162547584672*^-39+0.*I,1.0019007077748468*^-39+0.*I,1.6770074831164105*^-40+0.*I,2.7868980922674535*^-41+0.*I,4.5986172262623835*^-42+0.*I,7.535231450801603*^-43+0.*I,1.226227296093082*^-43+0.*I,1.9819429869968647*^-44+0.*I,3.181975147840111*^-45+0.*I,5.0748879759027246*^-46+0.*I,8.041142905730145*^-47+0.*I,1.2659232246177794*^-47+0.*I,1.9802996519131726*^-48+0.*I,3.0783869066240357*^-49+0.*I,4.755740740872688*^-50+0.*I,7.302119056145913*^-51+0.*I,1.1144169556718349*^-51+0.*I,1.6906203602352544*^-52+0.*I,2.5496163390909955*^-53+0.*I,3.822645109470366*^-54+0.*I,5.698268294203764*^-55+0.*I,8.445789633520149*^-56+0.*I,1.244755685030137*^-56+0.*I,1.8243236213915556*^-57+0.*I,2.6590123546755545*^-58+0.*I
-0.18044403771639722+0.*I,0.39798555144096076+0.*I,-0.29070313289896305+0.*I,-0.19619172789880615+0.*I,0.2564629034785353+0.*I,0.25246435210651413+0.*I,-0.09080878391143042+0.*I,-0.30614435627400777+0.*I,-0.22124456124812117+0.*I,0.026974336179444027+0.*I,0.24629073023071177+0.*I,0.34457158807364313+0.*I,0.3317310774281075+0.*I,0.26006891384836855+0.*I,0.17689302875940277+0.*I,0.10789273168782028+0.*I,0.060220363608785+0.*I,0.031184918585051805+0.*I,0.015133273433468942+0.*I,0.006934328558927172+0.*I,0.003018237674883514+0.*I,0.0012539416932363754+0.*I,0.0004992390204489296+0.*I,0.00019111860914724986+0.*I,0.00007055084152844672+0.*I,0.00002517547845146502+0.*I,8.70290223300862*^-6+0.*I,2.9200057269686375*^-6+0.*I,9.525021118867078*^-7+0.*I,3.0252571325797586*^-7+0.*I,9.368243319347522*^-8+0.*I,2.831930139296047*^-8+0.*I,8.365959853245003*^-9+0.*I,2.4176646247173875*^-9+0.*I,6.841080447983674*^-10+0.*I,1.8970144829533645*^-10+0.*I,5.1591035646938735*^-11+0.*I,1.3770523313820509*^-11+0.*I,3.609869830508725*^-12+0.*I,9.299713042790878*^-13+0.*I,2.355798982137789*^-13+0.*I,5.871308326335146*^-14+0.*I,1.44039600549037*^-14+0.*I,3.4800712056311325*^-15+0.*I,8.284189868894593*^-16+0.*I,1.9438057319566997*^-16+0.*I,4.497502809088091*^-17+0.*I,1.026528881747171*^-17+0.*I,2.312110994882601*^-18+0.*I,5.140821512939021*^-19+0.*I,1.1287137547194372*^-19+0.*I,2.4479173319711152*^-20+0.*I,5.245647359285168*^-21+0.*I,1.110996422025528*^-21+0.*I,2.3262356361807635*^-22+0.*I,4.816519121601481*^-23+0.*I,9.864103723838534*^-24+0.*I,1.998611626875033*^-24+0.*I,4.007218784238771*^-25+0.*I,7.952341133642826*^-26+0.*I,1.5623341916507954*^-26+0.*I,3.0392471439842973*^-27+0.*I,5.855366343364967*^-28+0.*I,1.1174234877778222*^-28+0.*I,2.1126809707394584*^-29+0.*I,3.9580053650586544*^-30+0.*I,7.348800413453503*^-31+0.*I,1.3524552856344168*^-31+0.*I,2.4675284079412745*^-32+0.*I,4.463734192385886*^-33+0.*I,8.007434555969915*^-34+0.*I,1.4246472060254016*^-34+0.*I,2.5141902318644426*^-35+0.*I,4.401715546081455*^-36+0.*I,7.645981622121841*^-37+0.*I,1.3179067642049384*^-37+0.*I,2.2543814686174386*^-38+0.*I,3.827462955212957*^-39+0.*I,6.450354513869607*^-40+0.*I,1.0791750547249798*^-40+0.*I,1.7925914691076955*^-41+0.*I,2.956623141234557*^-42+0.*I,4.842601297909502*^-43+0.*I,7.877188725804843*^-44+0.*I,1.2726651429879897*^-44+0.*I,2.0424286466700295*^-45+0.*I,3.256176387696803*^-46+0.*I,5.157445853603824*^-47+0.*I,8.116403565641473*^-48+0.*I,1.2692008093494804*^-48+0.*I,1.9722840297677218*^-49+0.*I,3.0458940091899973*^-50+0.*I,4.675190372018347*^-51+0.*I,7.132719977365466*^-52+0.*I,1.0817174081325012*^-52+0.*I,1.63081951808313*^-53+0.*I,2.4443386311797852*^-54+0.*I,3.6425833108571505*^-55+0.*I,5.397328616572783*^-56+0.*I,7.952385488613851*^-57+0.*I
0.10242716798480703+0.*I,-0.2995782995776887+0.*I,0.39479165373641806+0.*I,-0.09419197721420379+0.*I,-0.3057683559259899+0.*I,0.09080878391143042+0.*I,0.30401100713543183+0.*I,0.07569494024662068+0.*I,-0.2279178952006822+0.*I,-0.28627984110690224+0.*I,-0.10498063502657946+0.*I,0.13788677235938782+0.*I,0.29899414161079635+0.*I,0.34066952972274134+0.*I,0.29685035292699846+0.*I,0.21844825750089233+0.*I,0.14200463442371708+0.*I,0.08366418421485504+0.*I,0.04542361926513964+0.*I,0.02299365846884865+0.*I,0.010947022907366906+0.*I,0.004934818777628938+0.*I,0.0021177277365220086+0.*I,0.0008689686194546539+0.*I,0.0003421897720715263+0.*I,0.0001297207055764054+0.*I,0.0000474668262169447+0.*I,0.000016804132888992728+0.*I,5.76725547109653*^-6+0.*I,1.922335411439729*^-6+0.*I,6.232902078420403*^-7+0.*I,1.968678528071908*^-7+0.*I,6.065177564682673*^-8+0.*I,1.8247552969978134*^-8+0.*I,5.3668661944692485*^-9+0.*I,1.5445958619103029*^-9+0.*I,4.353866407855208*^-10+0.*I,1.2029815976355728*^-10+0.*I,3.260595223703027*^-11+0.*I,8.675509883570914*^-12+0.*I,2.2674511209291787*^-12+0.*I,5.824931876484242*^-13+0.*I,1.4716395996688339*^-13+0.*I,3.658488351826127*^-14+0.*I,8.9538340143392*^-15+0.*I,2.158380734550499*^-15+0.*I,5.12685832317745*^-16+0.*I,1.2004954189182434*^-16+0.*I,2.7722175746189142*^-17+0.*I,6.315594178633073*^-18+0.*I,1.419957088137547*^-18+0.*I,3.151784340082231*^-19+0.*I,6.908709820934328*^-20+0.*I,1.4959903255096705*^-20+0.*I,3.2009429367576355*^-21+0.*I,6.769623484625554*^-22+0.*I,1.4154783458034802*^-22+0.*I,2.926871860504595*^-23+0.*I,5.9864704975849426*^-24+0.*I,1.2114488935710993*^-24+0.*I,2.4260668073422328*^-25+0.*I,4.809015820673917*^-26+0.*I,9.437438940248324*^-27+0.*I,1.8339261744157705*^-27+0.*I,3.5295657064569955*^-28+0.*I,6.729012335944247*^-29+0.*I,1.2710071755997066*^-29+0.*I,2.3789457945529406*^-30+0.*I,4.412976279879266*^-31+0.*I,8.114416756714837*^-32+0.*I,1.479202119856028*^-32+0.*I,2.6736578440788916*^-33+0.*I,4.792407312320459*^-34+0.*I,8.519825126286384*^-35+0.*I,1.5024300832538415*^-35+0.*I,2.6284531298599628*^-36+0.*I,4.562496947339752*^-37+0.*I,7.858753563285928*^-38+0.*I,1.3433966322274234*^-38+0.*I,2.279311060569064*^-39+0.*I,3.838835562668291*^-40+0.*I,6.418572009113577*^-41+0.*I,1.0655293770794967*^-41+0.*I,1.7564038330252062*^-42+0.*I,2.875132634477834*^-43+0.*I,4.674201255659999*^-44+0.*I,7.547676616153096*^-45+0.*I,1.2106393268868409*^-45+0.*I,1.929079472106418*^-46+0.*I,3.0539122279062733*^-47+0.*I,4.8036389604831566*^-48+0.*I,7.508045784161036*^-49+0.*I,1.166166868514765*^-49+0.*I,1.800136152239814*^-50+0.*I,2.761809345093504*^-51+0.*I,4.211703096828052*^-52+0.*I,6.384527750207082*^-53+0.*I,9.621378892287044*^-54+0.*I,1.4414951479886873*^-54+0.*I,2.1472643649045017*^-55+0.*I
-0.053828762877075303+0.*I,0.1961518381637995+0.*I,-0.3676070166604816+0.*I,0.30795271120652634+0.*I,0.0894886387380605+0.*I,-0.30614435627400777+0.*I,-0.07569494024662068+0.*I,0.26423088756662655+0.*I,0.20069946100973152+0.*I,-0.10798536042388254+0.*I,-0.2869991646380032+0.*I,-0.20406411313425654+0.*I,0.023405149492446774+0.*I,0.22842756505730408+0.*I,0.3257750851103627+0.*I,0.31974285397102187+0.*I,0.2556347308768164+0.*I,0.17733002646440718+0.*I,0.11028959344224676+0.*I,0.06275191370641209+0.*I,0.033113364829743204+0.*I,0.016367394279106454+0.*I,0.007635564780338842+0.*I,0.0033820366254368696+0.*I,0.0014291855244605006+0.*I,0.0005785054918293763+0.*I,0.00022505865932694014+0.*I,0.00008439188511062672+0.*I,0.00003057738800099554+0.*I,0.000010728428496843007+0.*I,3.6520533820001413*^-6+0.*I,1.2082022135010895*^-6+0.*I,3.8904672071904375*^-7+0.*I,1.2209992283465726*^-7+0.*I,3.739518768820181*^-8+0.*I,1.118894295732799*^-8+0.*I,3.2740045178091476*^-9+0.*I,9.377630094886386*^-10+0.*I,2.63150756055886*^-10+0.*I,7.240341931437428*^-11+0.*I,1.9546816917676308*^-11+0.*I,5.1814608587019054*^-12+0.*I,1.3494717060622131*^-12+0.*I,3.4551622431543844*^-13+0.*I,8.701763010560119*^-14+0.*I,2.1567814418189885*^-14+0.*I,5.263532512880603*^-15+0.*I,1.2653785043963764*^-15+0.*I,2.997946003188776*^-16+0.*I,7.002693546626491*^-17+0.*I,1.6132902430631483*^-17+0.*I,3.6671206434958905*^-18+0.*I,8.227241238213804*^-19+0.*I,1.8223973226307675*^-19+0.*I,3.98683391657258*^-20+0.*I,8.61666824454951*^-21+0.*I,1.8403507405686652*^-21+0.*I,3.8853488954877897*^-22+0.*I,8.110368034641885*^-23+0.*I,1.674326711435948*^-23+0.*I,3.419261596717635*^-24+0.*I,6.909012491505487*^-25+0.*I,1.3816121382701638*^-25+0.*I,2.734852977948533*^-26+0.*I,5.3597815188675264*^-27+0.*I,1.0401827327701783*^-27+0.*I,1.9994136061934532*^-28+0.*I,3.8071858729621647*^-29+0.*I,7.182722455527256*^-30+0.*I,1.3428580135515564*^-30+0.*I,2.4882670664837407*^-31+0.*I,4.5704318082615963*^-32+0.*I,8.322925010872699*^-33+0.*I,1.5028519953240594*^-33+0.*I,2.6911557034603898*^-34+0.*I,4.779723200259836*^-35+0.*I,8.421026218517221*^-36+0.*I,1.471908776901348*^-36+0.*I,2.552724312511842*^-37+0.*I,4.393250714669969*^-38+0.*I,7.503734638065709*^-39+0.*I,1.2721174592371037*^-39+0.*I,2.14083237221495*^-40+0.*I,3.576760752724566*^-41+0.*I,5.93326391078259*^-42+0.*I,9.77321616797214*^-43+0.*I,1.5986880382917238*^-43+0.*I,2.5972484502684487*^-44+0.*I,4.1910889561402006*^-45+0.*I,6.718044513945745*^-46+0.*I,1.0697923157008069*^-46+0.*I,1.6925194687328366*^-47+0.*I,2.6606119357135642*^-48+0.*I,4.156025601042176*^-49+0.*I,6.451459733933931*^-50+0.*I,9.953006899561663*^-51+0.*I,1.5261590108951776*^-51+0.*I,2.326088737015572*^-52+0.*I,3.5242351456501028*^-53+0.*I,5.308183763644868*^-54+0.*I
