0.22579611432153285+0.*I,0.-0.38953891690851494*I,-0.47519322812601833+0.*I,0.+0.4733081732107443*I,0.4082708723984422+0.*I,0.-0.3149907373414246*I,-0.22184852536320043+0.*I,0.+0.1446578195771237*I,0.08823305358559157+0.*I,0.-0.050739296721346895*I,-0.02768081238337185+0.*I,0.+0.014398487629244046*I,0.007170684969218164+0.*I,0.-0.0034310208344589714*I,-0.0015819535443191205+0.*I,0.+0.0007046646490075192*I,0.00030391832138354356+0.*I,0.-0.00012716476984386935*I,-0.00005170885788561017+0.*I,0.+0.000020465508193412612*I,7.894814388838798*^-6+0.*I,0.-2.9721222231604832*^-6*I,-1.093175055028585*^-6+0.*I,0.+3.9324226008043926*^-7*I,1.384806046134246*^-7+0.*I,0.-4.7780790999028704*^-8*I,-1.6165943237255132*^-8+0.*I,0.+5.3672713954197056*^-9*I,1.749882664013575*^-9+0.*I,0.-5.605886726870175*^-10*I,-1.7657047249748051*^-10+0.*I,0.+5.4710618021909984*^-11*I,1.6685184754407086*^-11+0.*I,0.-5.010815803058349*^-12*I,-1.4825295833960669*^-12+0.*I,0.+4.3231841447753385*^-13*I,1.243045061848564*^-13+0.*I,0.-3.5254974022321086*^-14*I,-9.866497021490061*^-15+0.*I,0.+2.725618535795581*^-15*I,7.434803021841638*^-16+0.*I,0.-2.0031428759834422*^-16*I,-5.332387111708846*^-17+0.*I,0.+1.402884221640299*^-17*I,3.648630472038345*^-18+0.*I,0.-9.38335208617848*^-19*I,-2.386786017741292*^-19+0.*I,0.+6.006188311202538*^-20*I,1.495590556259539*^-20+0.*I,0.-3.685946799359835*^-21*I,-8.992872764494233*^-22+0.*I,0.+2.172439792863705*^-22*I,5.19733207003214*^-23+0.*I,0.-1.2316205296071073*^-23*I,-2.891441619379163*^-24+0.*I,0.+6.726164300256476*^-25*I,1.5506288023082513*^-25+0.*I,0.-3.5432745685403593*^-26*I,-8.0264813104262*^-27+0.*I,0.+1.8027420182933336*^-27*I,4.0150628194285*^-28+0.*I,0.-8.868737803091464*^-29*I,-1.9431232989762137*^-29+0.*I,0.+4.223421951820822*^-30*I,9.107703301844577*^-31+0.*I,0.-1.9488866668640896*^-31*I,-4.138557609912986*^-32+0.*I,0.+8.722600703913734*^-33*I,1.824844757472429*^-33+0.*I,0.-3.78996995644133*^-34*I,-7.814858802888423*^-35+0.*I,0.+1.600023457427466*^-35*I,3.253078099985559*^-36+0.*I,0.-6.568518816073147*^-37*I,-1.3173038978296255*^-37+0.*I,0.+2.624156509569561*^-38*I,5.1929880820610646*^-39+0.*I,0.-1.0209544154494353*^-39*I,-1.9943135445005703*^-40+0.*I,0.+3.8709207638213147*^-41*I,7.466269748949435*^-42+0.*I,0.-1.4311842739149251*^-42*I,-2.726609965719388*^-43+0.*I,0.+5.163193008162936*^-44*I,9.718810301431762*^-45+0.*I,0.-1.8186035348961266*^-45*I,-3.3831651127375547*^-46+0.*I,0.+6.257458180284534*^-47*I,1.150776562495747*^-47+0.*I,0.-2.1044101763984518*^-48*I,-3.826868392918088*^-49+0.*I,0.+6.920814664459641*^-50*I,1.2447945952164022*^-50+0.*I,0.-2.226848174941314*^-51*I,-3.962425134007503*^-52+0.*I,0.+7.013481496340889*^-53*I,1.234901810730715*^-53+0.*I,0.-2.1631216732513977*^-54*I,-3.769661024223097*^-55+0.*I,0.+6.536106054498813*^-56*I
0.-0.38953891690851494*I,-0.4462285936421344+0.*I,0.+0.26890258427447183*I,-0.006517069730047568+0.*I,0.+0.24227564544328245*I,0.36950573658732616+0.*I,0.-0.3888379643876095*I,-0.3373952647767629+0.*I,0.+0.2569362105345366*I,0.1771647461415253+0.*I,0.-0.11269736349979356*I,-0.06696688718435512+0.*I,0.+0.0375071027061782*I,0.019935144172080203+0.*I,0.-0.010108549999161482*I,-0.004911206446087574+0.*I,0.+0.0022943448181064426*I,0.0010337052362748053+0.*I,0.-0.00045030734446447295*I,-0.00019008700272290667+0.*I,0.+0.00007790455996680534*I,0.00003105113902812831+0.*I,0.-0.000012054565288440933*I,-4.564269748255195*^-6+0.*I,0.+1.6875818099966818*^-6*I,6.099725630447263*^-7+0.*I,0.-2.1574602541431147*^-7*I,-7.474119641255463*^-8+0.*I,0.+2.5382068271109988*^-8*I,8.456290231098583*^-9+0.*I,0.-2.7658547858347965*^-9*I,-8.887171260179955*^-10+0.*I,0.+2.807050467586632*^-10*I,8.72045304072856*^-11+0.*I,0.-2.666019566981176*^-11*I,-8.024936259067379*^-12+0.*I,0.+2.379462851875593*^-12*I,6.952936201689425*^-13+0.*I,0.-2.00304773237063*^-13*I,-5.69140718496646*^-14+0.*I,0.+1.5955687941749308*^-14*I,4.415018561224164*^-15+0.*I,0.-1.206191685709975*^-15*I,-3.254657301792949*^-16+0.*I,0.+8.676226781335965*^-17*I,2.285696024362158*^-17+0.*I,0.-5.952335494365198*^-18*I,-1.5326805010396266*^-18+0.*I,0.+3.9031930499765003*^-19*I,9.833241762404517*^-20+0.*I,0.-2.451214743959671*^-20*I,-6.047410775980493*^-21+0.*I,0.+1.4769052852313373*^-21*I,3.5712381624358415*^-22+0.*I,0.-8.551699867746087*^-23*I,-2.028312062070485*^-23+0.*I,0.+4.765889104230152*^-24*I,1.1095712123002969*^-24+0.*I,0.-2.560006274694921*^-25*I,-5.854251850120308*^-26+0.*I,0.+1.3271309063193768*^-26*I,2.982862626855504*^-27+0.*I,0.-6.6480274044226055*^-28*I,-1.4694446783331805*^-28+0.*I,0.+3.221613295151835*^-29*I,7.006647141822929*^-30+0.*I,0.-1.5118854489389469*^-30*I,-3.2370748466771623*^-31+0.*I,0.+6.878022257665451*^-32*I,1.450446101120293*^-32+0.*I,0.-3.0360959913908054*^-33*I,-6.308884242828873*^-34+0.*I,0.+1.3015434747996887*^-34*I,2.6661123809619394*^-35+0.*I,0.-5.423194917775812*^-36*I,-1.0955472194952838*^-36+0.*I,0.+2.1980982210824182*^-37*I,4.3806955452486736*^-38+0.*I,0.-8.672770289442429*^-39*I,-1.7058043044726662*^-39+0.*I,0.+3.3334502007155165*^-40*I,6.472737740443978*^-41+0.*I,0.-1.2489535534372997*^-41*I,-2.3949855311496256*^-42+0.*I,0.+4.56447759611294*^-43*I,8.646558538976672*^-44+0.*I,0.-1.6281378533622969*^-44*I,-3.04765393007354*^-45+0.*I,0.+5.6714864340660955*^-46*I,1.049335576497791*^-46+0.*I,0.-1.9303984224550656*^-47*I,-3.5312032754721616*^-48+0.*I,0.+6.42346276599518*^-49*I,1.1620192975265864*^-49+0.*I,0.-2.0906504468515296*^-50*I,-3.741099116038101*^-51+0.*I,0.+6.658737616916263*^-52*I,1.1789194930846904*^-52+0.*I,0.-2.076347771044468*^-53*I,-3.6380057736520484*^-54+0.*I
-0.47519322812601833+0.*I,0.+0.26890258427447183*I,-0.1181979873886779+0.*I,0.+0.337287145744355*I,0.2863322372240309+0.*I,0.-0.06768359325184202*I,0.16566456378070363+0.*I,0.-0.31586532496009284*I,-0.3613575399170964+0.*I,0.+0.32892314551779384*I,0.2586744342160702+0.*I,0.-0.18260674980616115*I,-0.11828029866182162+0.*I,0.+0.07130611298376062*I,0.04041215113281828+0.*I,0.-0.021692290325770396*I,-0.011092149480235531+0.*I,0.+0.00542810416997434*I,0.002551791902199015+0.*I,0.-0.0011560558999439993*I,-0.000506073168773813+0.*I,0.+0.00021456076389012618*I,0.00008827977718156625+0.*I,0.-0.00003531112918973232*I,-0.000013752436103106899+0.*I,0.+5.222405472495629*^-6*I,1.936101709807448*^-6+0.*I,0.-7.015257452098605*^-7*I,-2.486927096926723*^-7+0.*I,0.+8.633632298350837*^-8*I,2.937704259018412*^-8+0.*I,0.-9.805047242989754*^-9*I,-3.212440234313645*^-9+0.*I,0.+1.0338496692086128*^-9*I,3.2703107970612864*^-10+0.*I,0.-1.0173808945619383*^-10*I,-3.114424670511708*^-11+0.*I,0.+9.386277473091914*^-12*I,2.7863655571028144*^-12+0.*I,0.-8.150932264254203*^-13*I,-2.3506334029571166*^-13+0.*I,0.+6.685662861697485*^-14*I,1.8760739914790482*^-14+0.*I,0.-5.195849544010218*^-15*I,-1.4207294793275764*^-15+0.*I,0.+3.8366667686543046*^-16*I,1.0235695732855959*^-16+0.*I,0.-2.6985320777453764*^-17*I,-7.032425119575872*^-18+0.*I,0.+1.812027612521933*^-18*I,4.61760052753484*^-19+0.*I,0.-1.1640312287983562*^-19*I,-2.90342088776526*^-20+0.*I,0.+7.167184797428302*^-21*I,1.7513487590792963*^-21+0.*I,0.-4.237118213563764*^-22*I,-1.0151434263357884*^-22+0.*I,0.+2.4089334618281807*^-23*I,5.6629321589124566*^-24+0.*I,0.-1.3190240885958477*^-24*I,-3.0446109008822546*^-25+0.*I,0.+6.965444632668788*^-26*I,1.5796892409366442*^-26+0.*I,0.-3.551940568497946*^-27*I,-7.919434147616376*^-28+0.*I,0.+1.7511290183721468*^-28*I,3.840579494652801*^-29+0.*I,0.-8.35578332725542*^-30*I,-1.8036187127910798*^-30+0.*I,0.+3.862985394538325*^-31*I,8.210585633542504*^-32+0.*I,0.-1.7320017411107053*^-32*I,-3.626557026931888*^-33+0.*I,0.+7.538069397111948*^-34*I,1.5555760318447983*^-34+0.*I,0.-3.18737076537482*^-35*I,-6.485263607562954*^-36+0.*I,0.+1.3104445689656024*^-36*I,2.629945545653932*^-37+0.*I,0.-5.242662858722908*^-38*I,-1.0381810631855432*^-38+0.*I,0.+2.042434669917099*^-39*I,3.992216245072522*^-40+0.*I,0.-7.753659415338276*^-41*I,-1.4964465788248045*^-41+0.*I,0.+2.870197140374016*^-42*I,5.471313283680109*^-43+0.*I,0.-1.0366527496407508*^-43*I,-1.952399223531345*^-44+0.*I,0.+3.655346317196063*^-45*I,6.803670362006261*^-46+0.*I,0.-1.2590482568756438*^-46*I,-2.316619636298595*^-47+0.*I,0.+4.23846446223067*^-48*I,7.711367337515869*^-49+0.*I,0.-1.3952442247145193*^-49*I,-2.5106804632599393*^-50+0.*I,0.+4.49345936224563*^-51*I,7.999145610239772*^-52+0.*I,0.-1.4164606084587484*^-52*I
0.+0.4733081732107443*I,-0.006517069730047568+0.*I,0.+0.337287145744355*I,0.2177511662414975+0.*I,0.+0.10426926947428945*I,0.30223823109688897+0.*I,0.-0.2607264407500019*I,-0.061555510392456554+0.*I,0.-0.15588185332286694*I,-0.2982712860865662+0.*I,0.+0.34288046228192054*I,0.313441467901754+0.*I,0.-0.24740240978003633*I,-0.17519682900226366+0.*I,0.+0.11378697024274427*I,0.0687580783682152+0.*I,0.-0.03904805085762972*I,-0.020998025911552042+0.*I,0.+0.010754416346734304*I,0.005270398876342166+0.*I,0.-0.0024808578829981984*I,-0.0011252341319030513+0.*I,0.+0.000493103717215051*I,0.0002092645819216777+0.*I,0.-0.00008617707435674042*I,-0.00003449817483825926+0.*I,0.+0.000013445924083164344*I,5.109562282780715*^-6+0.*I,0.-1.895490388044202*^-6*I,-6.872232235707176*^-7+0.*I,0.+2.4375891930566307*^-7*I,8.466782833398218*^-8+0.*I,0.-2.882345346747327*^-8*I,-9.624710451415428*^-9+0.*I,0.+3.154722840616602*^-9*I,1.0156892886000088*^-9+0.*I,0.-3.2141038012766526*^-10*I,-1.0002595705913757*^-10+0.*I,0.+3.063069409882505*^-11*I,9.23452407390971*^-12+0.*I,0.-2.7421687817458913*^-12*I,-8.0240143876583*^-13+0.*I,0.+2.314682808141641*^-13*I,6.585177697437494*^-14+0.*I,0.-1.848349525006361*^-14*I,-5.1203169121761116*^-15+0.*I,0.+1.4004034006875686*^-15*I,3.782622366796688*^-16+0.*I,0.-1.0093675507873681*^-16*I,-2.6616368312274096*^-17+0.*I,0.+6.937643464644324*^-18*I,1.7879441105314333*^-18+0.*I,0.-4.557058138527054*^-19*I,-1.148970614419453*^-19+0.*I,0.+2.8663388540152234*^-20*I,7.07679638969564*^-21+0.*I,0.-1.729532653647663*^-21*I,-4.184969867754449*^-22+0.*I,0.+1.0027958143892238*^-22*I,2.3799679116480038*^-23+0.*I,0.-5.595601735712882*^-24*I,-1.3035129627185058*^-24+0.*I,0.+3.009191043142101*^-25*I,6.885260491700228*^-26+0.*I,0.-1.5616908910676328*^-26*I,-3.511877739153929*^-27+0.*I,0.+7.830988724079622*^-28*I,1.731760693182177*^-28+0.*I,0.-3.798502183431757*^-29*I,-8.265085355922278*^-30+0.*I,0.+1.784219075178609*^-30*I,3.821805307426564*^-31+0.*I,0.-8.123823923197922*^-32*I,-1.713856436169126*^-32+0.*I,0.+3.588882963005829*^-33*I,7.46040748810568*^-34+0.*I,0.-1.5396794001606178*^-34*I,-3.1550578271648683*^-35+0.*I,0.+6.420031153202335*^-36*I,1.2973645785825797*^-36+0.*I,0.-2.6038931909902733*^-37*I,-5.191113797781729*^-38+0.*I,0.+1.0280474081548018*^-38*I,2.0226413132477847*^-39+0.*I,0.-3.9537998836788205*^-40*I,-7.679564053805637*^-41+0.*I,0.+1.4822436620569065*^-41*I,2.8431383316008577*^-42+0.*I,0.-5.420072412941393*^-43*I,-1.027007080944372*^-43+0.*I,0.+1.9343488261616882*^-44*I,3.621764078975892*^-45+0.*I,0.-6.7415505516125706*^-46*I,-1.247622717318125*^-46+0.*I,0.+2.295722956645079*^-47*I,4.200457859107364*^-48+0.*I,0.-7.642621142921249*^-49*I,-1.3828770027085296*^-49+0.*I,0.+2.488551807907267*^-50*I,4.454075145841854*^-51+0.*I
0.4082708723984422+0.*I,0.+0.24227564544328245*I,0.2863322372240309+0.*I,0.+0.10426926947428945*I,0.3076927899490215+0.*I,0.-0.14413107271486225*I,0.14526471657137766+0.*I,0.-0.2918114967287455*I,-0.22151475734840528+0.*I,0.+0.023463033095767274*I,-0.17584307228713122+0.*I,0.+0.2982314612470145*I,0.3294897158799763+0.*I,0.-0.29488801349300287*I,-0.22961175797178116+0.*I,0.+0.16103749315589883*I,0.10383370058749578+0.*I,0.-0.06238693300639697*I,-0.03526688810618086+0.*I,0.+0.018892513934734546*I,0.009645007084374546+0.*I,0.-0.004713743867591315*I,-0.0022135616432179084+0.*I,0.+0.001001911650856029*I,0.0004382559688785262+0.*I,0.-0.00018568490706072387*I,-0.0000763551143894928+0.*I,0.+0.00003052607843761414*I,0.000011883600153853868+0.*I,0.-4.510972220467812*^-6*I,-1.6717743144885695*^-6+0.*I,0.+6.055624943974893*^-7*I,2.1461396103277081*^-7+0.*I,0.-7.44868885813637*^-8*I,-2.5339379611763132*^-8+0.*I,0.+8.455672638945759*^-9*I,2.7698225028001245*^-9+0.*I,0.-8.912501234716752*^-10*I,-2.818789763556787*^-10+0.*I,0.+8.767870402996883*^-11*I,2.683676195504998*^-11+0.*I,0.-8.087080279626715*^-12*I,-2.4004156180826277*^-12+0.*I,0.+7.021164300229577*^-13*I,2.0246195880021756*^-13+0.*I,0.-5.757879386367928*^-14*I,-1.6155865562052793*^-14+0.*I,0.+4.4740558051980324*^-15*I,1.2232717947384825*^-15+0.*I,0.-3.3031963102385673*^-16*I,-8.811873110717982*^-17+0.*I,0.+2.323007951587356*^-17*I,6.053436914025316*^-18+0.*I,0.-1.559685150790294*^-18*I,-3.974340093938328*^-19+0.*I,0.+1.0018231593524656*^-19*I,2.4987070004862105*^-20+0.*I,0.-6.167851298762021*^-21*I,-1.507088889471181*^-21+0.*I,0.+3.646016763183183*^-22*I,8.734905105438111*^-23+0.*I,0.-2.0727126143027412*^-23*I,-4.8723658716943265*^-24+0.*I,0.+1.1348441072679012*^-24*I,2.619394310267663*^-25+0.*I,0.-5.992446199927475*^-26*I,-1.3589821597204467*^-26+0.*I,0.+3.0555903263729213*^-27*I,6.8125772762903485*^-28+0.*I,0.-1.5063426485590733*^-28*I,-3.3036283227133347*^-29+0.*I,0.+7.187383493763112*^-30*I,1.5513793810194062*^-30+0.*I,0.-3.322663567932898*^-31*I,-7.062001825717555*^-32+0.*I,0.+1.489679183532687*^-32*I,3.1191050344953784*^-33+0.*I,0.-6.483163835577812*^-34*I,-1.337857269078032*^-34+0.*I,0.+2.7412148883393123*^-35*I,5.577381569466184*^-36+0.*I,0.-1.126973910149852*^-36*I,-2.2616984007323*^-37+0.*I,0.+4.5085078076324767*^-38*I,8.927856118195936*^-39+0.*I,0.-1.7563685425818502*^-39*I,-3.4330105140355013*^-40+0.*I,0.+6.667477988031972*^-41*I,1.2867970839952145*^-41+0.*I,0.-2.4680544454746354*^-42*I,-4.704667338069258*^-43+0.*I,0.+8.91384614368833*^-44*I,1.6787850966148742*^-44+0.*I,0.-3.143039273912591*^-45*I,-5.8500487618765985*^-46+0.*I,0.+1.0825642493017654*^-46*I,1.9918712064520082*^-47+0.*I,0.-3.644268863330791*^-48*I,-6.630231965739813*^-49+0.*I,0.+1.1996184882552117*^-49*I
0.-0.3149907373414246*I,0.36950573658732616+0.*I,0.-0.06768359325184202*I,0.30223823109688897+0.*I,0.-0.14413107271486225*I,0.19649222204772407+0.*I,0.-0.2699628807618585*I,-0.05326001459217656+0.*I,0.-0.19821166046253358*I,-0.27909094237771664+0.*I,0.+0.16884887323175965*I,-0.030724724070766152+0.*I,0.+0.20780900118321843*I,0.303773051569781+0.*I,0.-0.31629106648433963*I,-0.2734549554205673+0.*I,0.+0.20796244325948282*I,0.14332687363784385+0.*I,0.-0.09116163552772497*I,-0.05417179500413358+0.*I,0.+0.030343674350118505*I,0.016129616475244676+0.*I,0.-0.00817981683206837*I,-0.003974562025684935+0.*I,0.+0.0018569534911663371*I,0.0008367097935575573+0.*I,0.-0.00036451693974467195*I,-0.00015388165264852474+0.*I,0.+0.000063069404617165*I,0.000025139176139696583+0.*I,0.-9.759766338380231*^-6*I,-3.6954785334132817*^-6+0.*I,0.+1.3663855972372845*^-6*I,4.938848337476103*^-7+0.*I,0.-1.7468810419656857*^-7*I,-6.051794326447252*^-8+0.*I,0.+2.0551966308795632*^-8*I,6.847111042597785*^-9+0.*I,0.-2.239530662168986*^-9*I,-7.195989217981356*^-10+0.*I,0.+2.2728762138805166*^-10*I,7.060941536914507*^-11+0.*I,0.-2.1586607392987136*^-11*I,-6.497700805690232*^-12+0.*I,0.+1.9266096815858337*^-12*I,5.629624605742815*^-13+0.*I,0.-1.621804923646914*^-13*I,-4.608110485652903*^-14+0.*I,0.+1.2918571468160686*^-14*I,3.574596951912278*^-15+0.*I,0.-9.765766824669842*^-16*I,-2.635060969493456*^-16+0.*I,0.+7.024438414795936*^-17*I,1.8505228326176507*^-17+0.*I,0.-4.8190185996725066*^-18*I,-1.2408464365889195*^-18+0.*I,0.+3.159960346361217*^-19*I,7.960741367945129*^-20+0.*I,0.-1.9844189459236944*^-20*I,-4.8957214375090945*^-21+0.*I,0.+1.1956253749405021*^-21*I,2.8910564566007016*^-22+0.*I,0.-6.922859607496117*^-23*I,-1.6419623781624464*^-23+0.*I,0.+3.858049175921804*^-24*I,8.982028947691747*^-25+0.*I,0.-2.072315100968006*^-25*I,-4.738945414283917*^-26+0.*I,0.+1.0742853721291959*^-26*I,2.4145421991398243*^-27+0.*I,0.-5.381335275920171*^-28*I,-1.189450158011879*^-28+0.*I,0.+2.607727643231813*^-29*I,5.671460854838814*^-30+0.*I,0.-1.2237691645555485*^-30*I,-2.620169236257989*^-31+0.*I,0.+5.567192247350324*^-32*I,1.1740060441610813*^-32+0.*I,0.-2.4574256571051858*^-33*I,-5.1063861848653445*^-34+0.*I,0.+1.053455123312824*^-34*I,2.1579040475598913*^-35+0.*I,0.-4.389401053429406*^-36*I,-8.867017708136841*^-37+0.*I,0.+1.779057757248095*^-37*I,3.5455413470893077*^-38+0.*I,0.-7.019301688207034*^-39*I,-1.3805810364631148*^-39+0.*I,0.+2.697884492547694*^-40*I,5.238586544789057*^-41+0.*I,0.-1.0108091877251572*^-41*I,-1.9383072274349557*^-42+0.*I,0.+3.694091735732546*^-43*I,6.997723913294896*^-44+0.*I,0.-1.3176548299845314*^-44*I,-2.4664547171908177*^-45+0.*I,0.+4.5898812493932376*^-46*I,8.492118542563239*^-47+0.*I,0.-1.562232777479183*^-47*I,-2.857713542474034*^-48+0.*I
-0.22184852536320043+0.*I,0.-0.3888379643876095*I,0.16566456378070363+0.*I,0.-0.2607264407500019*I,0.14526471657137766+0.*I,0.-0.2699628807618585*I,0.006356894560608122+0.*I,0.-0.2540821169551359*I,-0.20110018548595296+0.*I,0.-0.046194477407404476*I,-0.24138430156807916+0.*I,0.+0.25026193183770595*I,0.10290892027972956+0.*I,0.+0.09193867766584823*I,0.24125665152361664+0.*I,0.-0.3075052850709238*I,-0.30008176099472106+0.*I,0.+0.24910758684901488*I,0.184044128426672+0.*I,0.-0.12407002970500108*I,-0.07753261094483177+0.*I,0.+0.045407699638286496*I,0.025124804849335148+0.*I,0.-0.013215890784365393*I,-0.006641268470725412+0.*I,0.+0.0032011942751442174*I,0.001485020412625218+0.*I,0.-0.0006648780836642916*I,-0.0002880024714123823+0.*I,0.+0.0001209515319501325*I,0.00004933908630254092+0.*I,0.-0.00001958151246789983*I,-7.57199434635077*^-6+0.*I,0.+2.8566143203502246*^-6*I,1.05264792776971*^-6+0.*I,0.-3.7928896223630504*^-7*I,-1.3376329558568193*^-7+0.*I,0.+4.6213801306045854*^-8*I,1.5654212894798863*^-8+0.*I,0.-5.202890498904541*^-9*I,-1.697917358791524*^-9+0.*I,0.+5.444141733925189*^-10*I,1.7161146807238447*^-10+0.*I,0.-5.3212367398091817*^-11*I,-1.6238942405447356*^-11+0.*I,0.+4.879742468291711*^-12*I,1.4445484661786617*^-12+0.*I,0.-4.214572630712897*^-13*I,-1.212384745113697*^-13+0.*I,0.+3.4400298155747005*^-14*I,9.631167902443473*^-15+0.*I,0.-2.6615980251530178*^-15*I,-7.262677028284355*^-16+0.*I,0.+1.9573953687486418*^-16*I,5.2121641778850986*^-17+0.*I,0.-1.371637306151824*^-17*I,-3.5682919229898205*^-18+0.*I,0.+9.178975501803776*^-19*I,2.335332103819705*^-19+0.*I,0.-5.877963429362528*^-20*I,-1.4639549496602606*^-20+0.*I,0.+3.608659099557747*^-21*I,8.80586805705885*^-22+0.*I,0.-2.1276192038822512*^-22*I,-5.090903595177854*^-23+0.*I,0.+1.206578854752837*^-23*I,2.833048473778391*^-24+0.*I,0.-6.59120001135396*^-25*I,-1.519704647790835*^-25+0.*I,0.+3.473022316953238*^-26*I,7.868223297480517*^-27+0.*I,0.-1.767385294951075*^-27*I,-3.936713501034544*^-28+0.*I,0.+8.696507421113228*^-29*I,1.9055613190757825*^-29+0.*I,0.-4.1421383982953524*^-30*I,-8.933152335977538*^-31+0.*I,0.+1.9116855753999588*^-31*I,4.0598620725489537*^-32+0.*I,0.-8.557346928980023*^-33*I,-1.7903935725618418*^-33+0.*I,0.+3.7186597203465583*^-34*I,7.668291590963379*^-35+0.*I,0.-1.5701076844473736*^-35*I,-3.1924348826837435*^-36+0.*I,0.+6.446417041140361*^-37*I,1.2928832256157051*^-37+0.*I,0.-2.5756358879053244*^-38*I,-5.097210359983958*^-39+0.*I,0.+1.0021695764474781*^-39*I,1.9577043772799646*^-40+0.*I,0.-3.80002090421151*^-41*I,-7.329809230609151*^-42+0.*I,0.+1.4050802792268627*^-42*I,2.676976259883592*^-43+0.*I,0.-5.069383479871001*^-44*I,-9.542552732316055*^-45+0.*I,0.+1.7856798405992072*^-45*I,3.3220205217500118*^-46+0.*I,0.-6.144550277692715*^-47*I
0.+0.1446578195771237*I,-0.3373952647767629+0.*I,0.-0.31586532496009284*I,-0.061555510392456554+0.*I,0.-0.2918114967287455*I,-0.05326001459217656+0.*I,0.-0.2540821169551359*I,-0.15931905470295385+0.*I,0.-0.14049648316284288*I,-0.2581475958483838+0.*I,0.+0.10218329254691164*I,-0.13940626378093915+0.*I,0.+0.26056733263995*I,0.2001904505853365+0.*I,0.-0.027292093607772582*I,0.1526526912263898+0.*I,0.-0.2692339662581851*I,-0.30521137526351255+0.*I,0.+0.27945360930107394*I,0.2223136519382891+0.*I,0.-0.15916096776490282*I,-0.10468202616297224+0.*I,0.+0.06411645005598425*I,0.036925066094726705+0.*I,0.-0.020140590979568107*I,-0.010463457480980588+0.*I,0.+0.005201178454661058*I,0.0024829839767875708+0.*I,0.-0.0011419622233340004*I,-0.0005073332540948004+0.*I,0.+0.00021822157735428398*I,0.00009106176146235084+0.*I,0.-0.000036929665003579416*I,-0.000014577946961943113+0.*I,0.+5.609285188672361*^-6*I,2.1064744099943666*^-6+0.*I,0.-7.729252619345145*^-7*I,-2.7739691116882044*^-7+0.*I,0.+9.746746395137885*^-8*I,3.35574268586949*^-8+0.*I,0.-1.1330148744144105*^-8*I,-3.754231686454189*^-9+0.*I,0.+1.2216365242731308*^-9*I,3.9063790357042297*^-10+0.*I,0.-1.2282175403676783*^-10*I,-3.799136497901416*^-11+0.*I,0.+1.1567193618205075*^-11*I,3.4682911059038657*^-12+0.*I,0.-1.0245798164436372*^-12*I,-2.983359076498509*^-13+0.*I,0.+8.565859641624933*^-14*I,2.4260995577043456*^-14+0.*I,0.-6.780725684244155*^-15*I,-1.870781562559134*^-15+0.*I,0.+5.096725264161857*^-16*I,1.3715621280912963*^-16+0.*I,0.-3.646903292854428*^-17*I,-9.583846648606139*^-18+0.*I,0.+2.4898835538967767*^-18*I,6.396660092299764*^-19+0.*I,0.-1.6254333170378417*^-19*I,-4.086285439257891*^-20+0.*I,0.+1.0165520621164428*^-20*I,2.5030275792860163*^-21+0.*I,0.-6.101359984333474*^-22*I,-1.4726482874853974*^-22+0.*I,0.+3.5201876640073996*^-23*I,8.33502397250609*^-24+0.*I,0.-1.955235307678799*^-24*I,-4.544817199507316*^-25+0.*I,0.+1.0469608106440567*^-25*I,2.390616612771239*^-26+0.*I,0.-5.411547021008342*^-27*I,-1.214588490849406*^-27+0.*I,0.+2.703305830266591*^-28*I,5.967322647805285*^-29+0.*I,0.-1.3065927908925456*^-29*I,-2.838138708658467*^-30+0.*I,0.+6.1166559922915*^-31*I,1.3080801273914517*^-31+0.*I,0.-2.7761674522246746*^-32*I,-5.8478687658887666*^-33+0.*I,0.+1.2227520244087019*^-33*I,2.538135111685672*^-34+0.*I,0.-5.230847706969962*^-35*I,-1.0704208026560188*^-35+0.*I,0.+2.1752292406947602*^-36*I,4.390007610666481*^-37+0.*I,0.-8.79986177816999*^-38*I,-1.7521701062067534*^-38+0.*I,0.+3.4658118199742716*^-39*I,6.8108206015919115*^-40+0.*I,0.-1.3298300556043382*^-40*I,-2.5800650208485183*^-41+0.*I,0.+4.9743647930384345*^-42*I,9.531272693453077*^-43+0.*I,0.-1.8151119922469257*^-43*I,-3.4357963118366536*^-44+0.*I,0.+6.464787588779091*^-45*I,1.2092459807210498*^-45+0.*I
