0.2432375614375329+0.*I,0.409003318606627+0.*I,0.4863042052335279+0.*I,0.4721104231331113+0.*I,0.39692621622464985+0.*I,0.29848394295930175+0.*I,0.20489980210594347+0.*I,0.13022330400925392+0.*I,0.07741763633464845+0.*I,0.04339251716499931+0.*I,0.023073370244876008+0.*I,0.011697980241657283+0.*I,0.0056782753904415844+0.*I,0.0026481401530159604+0.*I,0.0011900717326427306+0.*I,0.0005166824392527665+0.*I,0.00021720004002591102+0.*I,0.00008857917505066112+0.*I,0.00003510682624777084+0.*I,0.000013542877820965995+0.*I,5.0920440698859475*^-6+0.*I,1.8684380260191318*^-6+0.*I,6.698283858283435*^-7+0.*I,2.348528425661948*^-7+0.*I,8.060953043024*^-8+0.*I,2.7108942601167426*^-8+0.*I,8.939682507215064*^-9+0.*I,2.892919867671601*^-9+0.*I,9.19292208997409*^-10+0.*I,2.870455190103265*^-10+0.*I,8.812240379988845*^-11+0.*I,2.6613480766013765*^-11+0.*I,7.91084511031909*^-12+0.*I,2.3155923306543554*^-12+0.*I,6.677575930037992*^-13+0.*I,1.897933554324891*^-13+0.*I,5.318950450648962*^-14+0.*I,1.47035185449932*^-14+0.*I,4.01075068555446*^-15+0.*I,1.0799149512678777*^-15+0.*I,2.871149121037776*^-16+0.*I,7.539803230885313*^-17+0.*I,1.9562824459029788*^-17+0.*I,5.0164157325044134*^-18+0.*I,1.2716376389748854*^-18+0.*I,3.187522860939459*^-19+0.*I,7.902610614088959*^-20+0.*I,1.9382859403093515*^-20+0.*I,4.704282759558831*^-21+0.*I,1.1300341520048235*^-21+0.*I,2.6872171211206947*^-22+0.*I,6.327233484649874*^-23+0.*I,1.4753952473327615*^-23+0.*I,3.407741446674533*^-24+0.*I,7.797689675019151*^-25+0.*I,1.76799402872219*^-25+0.*I,3.9726743969105015*^-26+0.*I,8.847931153139527*^-27+0.*I,1.9535472908898306*^-27+0.*I,4.2765555161978*^-28+0.*I,9.283562810126335*^-29+0.*I,1.9986923658082596*^-29+0.*I,4.268215120133929*^-30+0.*I,9.042160598390199*^-31+0.*I,1.9005461524213624*^-31+0.*I,3.963856585804009*^-32+0.*I,8.204311786788456*^-33+0.*I,1.6853920698283678*^-33+0.*I,3.436708371796641*^-34+0.*I,6.956877025538433*^-35+0.*I,1.3981748877104713*^-35+0.*I,2.7901561836294782*^-36+0.*I,5.5291510835814614*^-37+0.*I,1.0881611542338716*^-37+0.*I,2.1270296770363223*^-38+0.*I,4.129895937708697*^-39+0.*I,7.965783591908112*^-40+0.*I,1.5264385731931446*^-40+0.*I,2.906218224636808*^-41+0.*I,5.4980776265280536*^-42+0.*I,1.0336227626078214*^-42+0.*I,1.9311488351619972*^-43+0.*I,3.585956453597962*^-44+0.*I,6.618539364849097*^-45+0.*I,1.2142796150491043*^-45+0.*I,2.2146516917820973*^-46+0.*I,4.015618052170902*^-47+0.*I,7.239173121212303*^-48+0.*I,1.297608906206226*^-48+0.*I,2.3128368882014263*^-49+0.*I,4.099396649008977*^-50+0.*I,7.225958061927778*^-51+0.*I,1.2667698376272947*^-51+0.*I,2.208779845642573*^-52+0.*I,3.8307578051519087*^-53+0.*I,6.608746349960506*^-54+0.*I,1.1341739239386088*^-54+0.*I,1.936377296578738*^-55+0.*I,3.289070141997842*^-56+0.*I,5.5584247303535*^-57+0.*I
-0.409003318606627+0.*I,-0.44450044104279146+0.*I,-0.23930119942029396+0.*I,0.048451158949573525+0.*I,0.2767904596170546+0.*I,0.38565403797328535+0.*I,0.38659487935064224+0.*I,0.3231437775160199+0.*I,0.23814957383884533+0.*I,0.15928850573377978+0.*I,0.09842137638278199+0.*I,0.05685558879997873+0.*I,0.030974987142660428+0.*I,0.01602047238720894+0.*I,0.00790733068224105+0.*I,0.003740327841213856+0.*I,0.0017015084620471128+0.*I,0.0007465930574807946+0.*I,0.00031677757627508914+0.*I,0.00013025479447309476+0.*I,0.00005200333215174161+0.*I,0.00002019290377503695+0.*I,7.637436497775*^-6+0.*I,2.817479652046351*^-6+0.*I,1.0149945448528986*^-6+0.*I,3.5746403660158657*^-7+0.*I,1.2319697473712134*^-7+0.*I,4.158751578368077*^-8+0.*I,1.3762105638373832*^-8+0.*I,4.467873767538039*^-9+0.*I,1.4240354681474619*^-9+0.*I,4.458942816645505*^-10+0.*I,1.372465165577211*^-10+0.*I,4.155068292106439*^-11+0.*I,1.2379274855077529*^-11+0.*I,3.6313701689420768*^-12+0.*I,1.0493221209259055*^-12+0.*I,2.9881519732875384*^-13+0.*I,8.389450890256187*^-14+0.*I,2.3231255858468572*^-14+0.*I,6.347198882420877*^-15+0.*I,1.7116508599726634*^-15+0.*I,4.557402587856176*^-16+0.*I,1.198469289162536*^-16+0.*I,3.1136882215237175*^-17+0.*I,7.99442348135655*^-18+0.*I,2.0290009979289378*^-18+0.*I,5.091834611056653*^-19+0.*I,1.2637815006445623*^-19+0.*I,3.10298298680465*^-20+0.*I,7.53869326773702*^-21+0.*I,1.8126646099271557*^-21+0.*I,4.314545630087046*^-22+0.*I,1.0168028704413838*^-22+0.*I,2.3730503694958464*^-23+0.*I,5.48563370702286*^-24+0.*I,1.2562451681672525*^-24+0.*I,2.8505256670014474*^-25+0.*I,6.409895149673824*^-26+0.*I,1.4286379783537024*^-26+0.*I,3.1565027946501675*^-27+0.*I,6.914614748265763*^-28+0.*I,1.502002017836018*^-28+0.*I,3.2357470328062986*^-29+0.*I,6.9141521439917*^-30+0.*I,1.4656171502963713*^-30+0.*I,3.08229702684944*^-31+0.*I,6.432120390102077*^-32+0.*I,1.3320217441844188*^-32+0.*I,2.7377646732405132*^-33+0.*I,5.585438177843209*^-34+0.*I,1.1312066985893864*^-34+0.*I,2.274553499843944*^-35+0.*I,4.5411347453094064*^-36+0.*I,9.003056711976232*^-37+0.*I,1.7726176435503782*^-37+0.*I,3.466415366769134*^-38+0.*I,6.733276489813049*^-39+0.*I,1.2992460626920027*^-39+0.*I,2.4906532295604637*^-40+0.*I,4.743826732230268*^-41+0.*I,8.977882695711497*^-42+0.*I,1.6884318828712566*^-42+0.*I,3.1556712438049063*^-43+0.*I,5.86181072859503*^-44+0.*I,1.0822711796135175*^-44+0.*I,1.9862609772666564*^-45+0.*I,3.623792665227204*^-46+0.*I,6.572753743516796*^-47+0.*I,1.1852715024638187*^-47+0.*I,2.125218480321153*^-48+0.*I,3.789070871245318*^-49+0.*I,6.717888477512783*^-50+0.*I,1.1844880159624139*^-50+0.*I,2.077077421887681*^-51+0.*I,3.622634955429902*^-52+0.*I,6.2845115123072835*^-53+0.*I,1.0844716367207743*^-53+0.*I,1.8616100965170371*^-54+0.*I,3.1791187056784815*^-55+0.*I
0.4863042052335279+0.*I,0.23930119942029396+0.*I,-0.15997174823909815+0.*I,-0.3506912569675087+0.*I,-0.2605830691959746+0.*I,-0.02089780934207697+0.*I,0.2083117763802961+0.*I,0.33903542666142655+0.*I,0.3631281429594201+0.*I,0.315797790903533+0.*I,0.23915708854934586+0.*I,0.1632173953109317+0.*I,0.10243797795979563+0.*I,0.059922719277025104+0.*I,0.032984383959095094+0.*I,0.017207873891057112+0.*I,0.008556154241110956+0.*I,0.004073009201959431+0.*I,0.0018631312078462366+0.*I,0.0008215013487345831+0.*I,0.0003500699589270491+0.*I,0.00014450072953944582+0.*I,0.00005789138708293984+0.*I,0.000022549829071915792+0.*I,8.553209137310544*^-6+0.*I,3.163523535411544*^-6+0.*I,1.1423739332139235*^-6+0.*I,4.0320710797721943*^-7+0.*I,1.3924311694485585*^-7+0.*I,4.709224318085074*^-8+0.*I,1.5610825101531405*^-8+0.*I,5.076265751022341*^-9+0.*I,1.6203912669858296*^-9+0.*I,5.080942989521503*^-10+0.*I,1.5659891911278826*^-10+0.*I,4.7468529588124546*^-11+0.*I,1.4158956726990666*^-11+0.*I,4.158014368500066*^-12+0.*I,1.2027548287743743*^-12+0.*I,3.428461991622576*^-13+0.*I,9.634652662624167*^-14+0.*I,2.6703015441148192*^-14+0.*I,7.301895286682097*^-15+0.*I,1.9706828650357506*^-15+0.*I,5.251102275814331*^-16+0.*I,1.3818984551112333*^-16+0.*I,3.592742963001253*^-17+0.*I,9.230529055070854*^-18+0.*I,2.344215938754937*^-18+0.*I,5.88645516803882*^-19+0.*I,1.4618565669534404*^-19+0.*I,3.591328000417493*^-20+0.*I,8.729813523442794*^-21+0.*I,2.1001506245082857*^-21+0.*I,5.00130743941849*^-22+0.*I,1.1792140268932052*^-22+0.*I,2.753357191450703*^-23+0.*I,6.367586996472472*^-24+0.*I,1.4588415131124847*^-24+0.*I,3.3115994021856495*^-25+0.*I,7.449664861798734*^-26+0.*I,1.6610210017808996*^-26+0.*I,3.6713067898588575*^-27+0.*I,8.045235681180177*^-28+0.*I,1.748205791485008*^-28+0.*I,3.7674115661997496*^-29+0.*I,8.052844977342691*^-30+0.*I,1.707530588467439*^-30+0.*I,3.5921613134619445*^-31+0.*I,7.498336517146276*^-32+0.*I,1.5532726646262675*^-32+0.*I,3.193408602070294*^-33+0.*I,6.516796192262418*^-34+0.*I,1.3201827155061503*^-34+0.*I,2.655218246094967*^-35+0.*I,5.3024598505732146*^-36+0.*I,1.051499286437305*^-36+0.*I,2.070795635609416*^-37+0.*I,4.0504496985573984*^-38+0.*I,7.869496667971289*^-39+0.*I,1.518823399464132*^-39+0.*I,2.9122059833328868*^-40+0.*I,5.547895583827738*^-41+0.*I,1.0501752796647197*^-41+0.*I,1.9754118826300212*^-42+0.*I,3.692751212782725*^-43+0.*I,6.860760656398362*^-44+0.*I,1.2669422588126826*^-44+0.*I,2.3256021947237918*^-45+0.*I,4.243645054087798*^-46+0.*I,7.698354861414279*^-47+0.*I,1.388486255077423*^-47+0.*I,2.48999732546776*^-48+0.*I,4.44015377319992*^-49+0.*I,7.873476586390467*^-50+0.*I,1.3884537582339146*^-50+0.*I,2.4351123919452958*^-51+0.*I,4.24771234255361*^-52+0.*I,7.369956353654603*^-53+0.*I,1.271959136456879*^-53+0.*I
-0.4721104231331113+0.*I,0.048451158949573525+0.*I,0.3506912569675087+0.*I,0.18048386767832406+0.*I,-0.1519659634631793+0.*I,-0.31612343169942914+0.*I,-0.23178573685069803+0.*I,-0.010938490368961022+0.*I,0.2011130273907352+0.*I,0.32237580629077633+0.*I,0.3443884454778217+0.*I,0.2994973971206772+0.*I,0.22698667440358858+0.*I,0.1550679035234314+0.*I,0.09742620122362924+0.*I,0.057049697805056615+0.*I,0.03143345709954959+0.*I,0.01641359094118791+0.*I,0.008168042346638437+0.*I,0.003891253230523764+0.*I,0.0017812549099606042+0.*I,0.0007859148723670682+0.*I,0.00033510811678844483+0.*I,0.0001384023262419909+0.*I,0.00005547698195714173+0.*I,0.000021619798353639607+0.*I,8.204129704640081*^-6+0.*I,3.035683115154147*^-6+0.*I,1.0966390400306492*^-6+0.*I,3.8720668427259355*^-7+0.*I,1.3376355731126652*^-7+0.*I,4.5253677229434976*^-8+0.*I,1.500591768213161*^-8+0.*I,4.8809653177269525*^-9+0.*I,1.5584720341931585*^-9+0.*I,4.888040745107968*^-10+0.*I,1.506901113764965*^-10+0.*I,4.568796763773684*^-11+0.*I,1.363083162418202*^-11+0.*I,4.003754674800568*^-12+0.*I,1.1583628572327176*^-12+0.*I,3.3025459024273997*^-13+0.*I,9.282476042481579*^-14+0.*I,2.5731364931041038*^-14+0.*I,7.037356970694487*^-15+0.*I,1.8995866738978438*^-15+0.*I,5.062422248184969*^-16+0.*I,1.332437460449546*^-16+0.*I,3.464632101462746*^-17+0.*I,8.902571228583244*^-18+0.*I,2.261216329702216*^-18+0.*I,5.67873825974697*^-19+0.*I,1.410438917535459*^-19+0.*I,3.465406658987968*^-20+0.*I,8.424651082566089*^-21+0.*I,2.02695228300469*^-21+0.*I,4.827487407341393*^-22+0.*I,1.1383432157364523*^-22+0.*I,2.658181817511078*^-23+0.*I,6.148046969453836*^-24+0.*I,1.4086699638293199*^-24+0.*I,3.1979858727500983*^-25+0.*I,7.194686855125904*^-26+0.*I,1.6042999360373637*^-26+0.*I,3.5462171057172985*^-27+0.*I,7.771709910058317*^-28+0.*I,1.688894595995403*^-28+0.*I,3.6398567811190087*^-29+0.*I,7.780739983643652*^-30+0.*I,1.6499452239787464*^-30+0.*I,3.4712469252441302*^-31+0.*I,7.246402496350199*^-32+0.*I,1.501178421288643*^-32+0.*I,3.0864941769151204*^-33+0.*I,6.298987786400904*^-34+0.*I,1.276132155816684*^-34+0.*I,2.566765351687505*^-35+0.*I,5.126099657469836*^-36+0.*I,1.0165804450024244*^-36+0.*I,2.002131257105901*^-37+0.*I,3.9163412616284535*^-38+0.*I,7.609317156792379*^-39+0.*I,1.4686791801371205*^-39+0.*I,2.8161914790189564*^-40+0.*I,5.36522970107675*^-41+0.*I,1.0156435627141921*^-41+0.*I,1.9105404243924042*^-42+0.*I,3.5716362877297403*^-43+0.*I,6.636019237188458*^-44+0.*I,1.2254905765655086*^-44+0.*I,2.249603495754276*^-45+0.*I,4.105127205123791*^-46+0.*I,7.4473565400404025*^-47+0.*I,1.3432662491192894*^-47+0.*I,2.4089919778758517*^-48+0.*I,4.295859879241661*^-49+0.*I,7.617876676479825*^-50+0.*I,1.3434261781978031*^-50+0.*I,2.3562213319683388*^-51+0.*I,4.110234156629228*^-52+0.*I
0.39692621622464985+0.*I,-0.2767904596170546+0.*I,-0.2605830691959746+0.*I,0.1519659634631793+0.*I,0.3082490512387093+0.*I,0.09587724641097135+0.*I,-0.1922969988304122+0.*I,-0.29742718721360145+0.*I,-0.18455487423591221+0.*I,0.03063250669025219+0.*I,0.220176773416226+0.*I,0.3193015858625355+0.*I,0.32790596110692183+0.*I,0.2788329111254837+0.*I,0.20819453301917903+0.*I,0.14070056914735954+0.*I,0.0876717579685137+0.*I,0.051002026941646024+0.*I,0.027951213533197086+0.*I,0.014530269551099033+0.*I,0.00720351902244255+0.*I,0.003420610834985015+0.*I,0.0015613920439436317+0.*I,0.0006871994616686779+0.*I,0.000292372879019782+0.*I,0.00012051563791198755+0.*I,0.00004822227560267025+0.*I,0.000018762707641051477+0.*I,7.109664753856117*^-6+0.*I,2.627247472609666*^-6+0.*I,9.479476423938337*^-7+0.*I,3.3433501421441695*^-7+0.*I,1.1538052264989178*^-7+0.*I,3.8997551936888745*^-8+0.*I,1.2920053674639008*^-8+0.*I,4.19906106538224*^-9+0.*I,1.3397197109329002*^-9+0.*I,4.198939829880214*^-10+0.*I,1.2935967000776879*^-10+0.*I,3.919610663703073*^-11+0.*I,1.1687091918887868*^-11+0.*I,3.4309095318215595*^-12+0.*I,9.921048868842727*^-13+0.*I,2.827127188457348*^-13+0.*I,7.942463421886199*^-14+0.*I,2.200693785930977*^-14+0.*I,6.016189343439641*^-15+0.*I,1.6232864148138048*^-15+0.*I,4.324410271362148*^-16+0.*I,1.1377729852026035*^-16+0.*I,2.9574227778684234*^-17+0.*I,7.596718119018806*^-18+0.*I,1.9289157313848816*^-18+0.*I,4.842721547614944*^-19+0.*I,1.2024415668860195*^-19+0.*I,2.953528484507275*^-20+0.*I,7.178290614611566*^-21+0.*I,1.726630477307387*^-21+0.*I,4.111195537743053*^-22+0.*I,9.692044743391704*^-23+0.*I,2.2626946108285467*^-23+0.*I,5.2321618233247985*^-24+0.*I,1.198559062209077*^-24+0.*I,2.7204215211979217*^-25+0.*I,6.119052008214645*^-26+0.*I,1.3641852682125394*^-26+0.*I,3.014889898310511*^-27+0.*I,6.606078552058768*^-28+0.*I,1.435334928169337*^-28+0.*I,3.092865093645677*^-29+0.*I,6.610371446480133*^-30+0.*I,1.4015382910754661*^-30+0.*I,2.9481768286422813*^-31+0.*I,6.153540435673861*^-32+0.*I,1.2745926854104008*^-32+0.*I,2.6202510777108143*^-33+0.*I,5.346730647046155*^-34+0.*I,1.0830661122607452*^-34+0.*I,2.1781554506119715*^-35+0.*I,4.34945339635904*^-36+0.*I,8.624537305953923*^-37+0.*I,1.6983783339929543*^-37+0.*I,3.3217858660838294*^-38+0.*I,6.45338113230213*^-39+0.*I,1.2454329643866394*^-39+0.*I,2.387858588913219*^-40+0.*I,4.548717029549374*^-41+0.*I,8.609882516964998*^-42+0.*I,1.6194536689280755*^-42+0.*I,3.027171055018598*^-43+0.*I,5.623877092018801*^-44+0.*I,1.0384786782318998*^-44+0.*I,1.9061362937656598*^-45+0.*I,3.4780503453234454*^-46+0.*I,6.309189055857342*^-47+0.*I,1.137880083997474*^-47+0.*I,2.0404857443383344*^-48+0.*I,3.638420827983274*^-49+0.*I,6.451521326346721*^-50+0.*I,1.137648572657718*^-50+0.*I
-0.29848394295930175+0.*I,0.38565403797328535+0.*I,0.02089780934207697+0.*I,-0.31612343169942914+0.*I,-0.09587724641097135+0.*I,0.23615046621445795+0.*I,0.249633389540039+0.*I,-0.003867058292192173+0.*I,-0.23743580006670445+0.*I,-0.27064163884003706+0.*I,-0.12224949128780138+0.*I,0.08646381580333905+0.*I,0.24807838372608754+0.*I,0.3190533374520706+0.*I,0.3100168107147998+0.*I,0.2547983015828605+0.*I,0.1857646774459796+0.*I,0.12330579720931995+0.*I,0.07575055160675608+0.*I,0.043560350650744255+0.*I,0.023643575764648893+0.*I,0.012190561002279589+0.*I,0.006000984986218066+0.*I,0.0028320467733299166+0.*I,0.0012857175490594954+0.*I,0.0005631392606079397+0.*I,0.00023855534152697808+0.*I,0.00009794910215071061+0.*I,0.00003905428413202432+0.*I,0.000015146680271624058+0.*I,5.72257002692215*^-6+0.*I,2.1089545144419513*^-6+0.*I,7.590432930450779*^-7+0.*I,2.6709221979924064*^-7+0.*I,9.197744219841263*^-8+0.*I,3.102560339068387*^-8+0.*I,1.0259809388389335*^-8+0.*I,3.3286761886134996*^-9+0.*I,1.0602908445117267*^-9+0.*I,3.318068760486915*^-10+0.*I,1.0207477268099283*^-10+0.*I,3.088673371689057*^-11+0.*I,9.197669073284591*^-12+0.*I,2.6968259347721336*^-12+0.*I,7.789350449640047*^-13+0.*I,2.2172493885372693*^-13+0.*I,6.222624238271088*^-14+0.*I,1.7224594559634843*^-14+0.*I,4.7043783288398866*^-15+0.*I,1.2681953280663456*^-15+0.*I,3.375559306798016*^-16+0.*I,8.873986457853535*^-17+0.*I,2.3048157393178338*^-17+0.*I,5.915927544519321*^-18+0.*I,1.5010584779025497*^-18+0.*I,3.7659455694120987*^-19+0.*I,9.344597694324921*^-20+0.*I,2.293829238954723*^-20+0.*I,5.5715343325268945*^-21+0.*I,1.3393589843904936*^-21+0.*I,3.187270756306268*^-22+0.*I,7.50979996493677*^-23+0.*I,1.7523040392524164*^-23+0.*I,4.04989005695306*^-24+0.*I,9.272730254831139*^-25+0.*I,2.1036704163308215*^-25+0.*I,4.7296149645097123*^-26+0.*I,1.0539539609436578*^-26+0.*I,2.328265862527531*^-27+0.*I,5.099452713355875*^-28+0.*I,1.1075349204727912*^-28+0.*I,2.385584761190382*^-29+0.*I,5.096764371367584*^-30+0.*I,1.0802228691649338*^-30+0.*I,2.2714663704676127*^-31+0.*I,4.739436380651568*^-32+0.*I,9.813551367982767*^-33+0.*I,2.0167632941745854*^-33+0.*I,4.1139736060874724*^-34+0.*I,8.330922789977947*^-35+0.*I,1.6749258313434184*^-35+0.*I,3.3435932097171304*^-36+0.*I,6.628113570626199*^-37+0.*I,1.3048697738091336*^-37+0.*I,2.551444024986163*^-38+0.*I,4.955487446148516*^-39+0.*I,9.561079636220827*^-40+0.*I,1.8326749846492875*^-40+0.*I,3.4902673355196844*^-41+0.*I,6.604842737474937*^-42+0.*I,1.2420290004934622*^-42+0.*I,2.321135563925664*^-43+0.*I,4.311238005371295*^-44+0.*I,7.959185342279974*^-45+0.*I,1.460602318696359*^-45+0.*I,2.6645444792668167*^-46+0.*I,4.832498540108075*^-47+0.*I,8.713802368787701*^-48+0.*I,1.5622828690541565*^-48+0.*I,2.785195899630594*^-49+0.*I
0.20489980210594347+0.*I,-0.38659487935064224+0.*I,0.2083117763802961+0.*I,0.23178573685069803+0.*I,-0.1922969988304122+0.*I,-0.249633389540039+0.*I,0.06478502655740999+0.*I,0.2722894912928019+0.*I,0.15852688533484882+0.*I,-0.1050113389578284+0.*I,-0.2654764376409133+0.*I,-0.2248812731184428+0.*I,-0.048019676302015264+0.*I,0.14614145158963351+0.*I,0.2745452715350688+0.*I,0.31526862870950173+0.*I,0.2885622986556409+0.*I,0.22804300984625805+0.*I,0.16157154380663405+0.*I,0.1048962892349883+0.*I,0.06329938733929123+0.*I,0.03586464474796568+0.*I,0.019223660414855244+0.*I,0.009805157932140858+0.*I,0.004781489046214906+0.*I,0.002237882636027761+0.*I,0.0010085071422826955+0.*I,0.0004388133331969277+0.*I,0.00018478471132301374+0.*I,0.00007546251379749522+0.*I,0.000029940643089488445+0.*I,0.000011559844283631999+0.*I,4.349362572870802*^-6+0.*I,1.5967639366821954*^-6+0.*I,5.726670473232309*^-7+0.*I,2.0084853075799074*^-7+0.*I,6.895386208110504*^-8+0.*I,2.319292172716893*^-8+0.*I,7.64912851851959*^-9+0.*I,2.475446909636064*^-9+0.*I,7.866505616638566*^-10+0.*I,2.456272745786529*^-10+0.*I,7.54047068267966*^-11+0.*I,2.2771454330972404*^-11+0.*I,6.768324841682941*^-12+0.*I,1.980994305310377*^-12+0.*I,5.712122054485942*^-13+0.*I,1.623352437643044*^-13+0.*I,4.548910328488131*^-14+0.*I,1.2573304824105336*^-14+0.*I,3.4292430822563953*^-15+0.*I,9.232190817661399*^-16+0.*I,2.4542125545924674*^-16+0.*I,6.444015634507675*^-17+0.*I,1.671735338492772*^-17+0.*I,4.28615995990829*^-18+0.*I,1.0863676630790657*^-18+0.*I,2.7227343095428018*^-19+0.*I,6.74933669198415*^-20+0.*I,1.6551871165785275*^-20+0.*I,4.016628921783061*^-21+0.*I,9.647155933548386*^-22+0.*I,2.2937727988926267*^-22+0.*I,5.400101886844449*^-23+0.*I,1.2590341885519573*^-23+0.*I,2.907618833392344*^-24+0.*I,6.652412320152208*^-25+0.*I,1.508124141381022*^-25+0.*I,3.388309644571177*^-26+0.*I,7.545472356983374*^-27+0.*I,1.6657659210266415*^-27+0.*I,3.646114337186654*^-28+0.*I,7.914031243406222*^-29+0.*I,1.7036357099631446*^-29+0.*I,3.6376890477141346*^-30+0.*I,7.705499026379754*^-31+0.*I,1.6194108387468875*^-31+0.*I,3.37712708725531*^-32+0.*I,6.989132169578904*^-33+0.*I,1.4356032667760948*^-33+0.*I,2.927044521585355*^-34+0.*I,5.924543349363868*^-35+0.*I,1.1905748450194852*^-35+0.*I,2.375631640240197*^-36+0.*I,4.707227051909954*^-37+0.*I,9.263107868585918*^-38+0.*I,1.8104834749380017*^-38+0.*I,3.5149433068672394*^-39+0.*I,6.779015008099335*^-40+0.*I,1.2989037295211582*^-40+0.*I,2.472783223522395*^-41+0.*I,4.677669391756221*^-42+0.*I,8.793103438630356*^-43+0.*I,1.6426988058177129*^-43+0.*I,3.050070579003802*^-44+0.*I,5.628987836527173*^-45+0.*I,1.0326442151073136*^-45+0.*I,1.883223537174055*^-46+0.*I,3.4143955143019187*^-47+0.*I,6.15482810939503*^-48+0.*I
-0.13022330400925392+0.*I,0.3231437775160199+0.*I,-0.33903542666142655+0.*I,-0.010938490368961022+0.*I,0.29742718721360145+0.*I,-0.003867058292192173+0.*I,-0.2722894912928019+0.*I,-0.10826754274089415+0.*I,0.19033854047070103+0.*I,0.24649215631924842+0.*I,0.043210001866981394+0.*I,-0.1898698732816961+0.*I,-0.26391997590156885+0.*I,-0.15831944186886385+0.*I,0.032189000856114536+0.*I,0.20152532620460095+0.*I,0.2932466731808138+0.*I,0.3047599800523293+0.*I,0.2629961568648298+0.*I,0.19952411833223554+0.*I,0.1370774010788885+0.*I,0.08684411393023304+0.*I,0.051363693952007294+0.*I,0.028614212178183055+0.*I,0.015116767083676517+0.*I,0.007613886986033234+0.*I,0.0036720023863755008+0.*I,0.0017017825327715066+0.*I,0.0007601874332098388+0.*I,0.000328151063398012+0.*I,0.00013719358148000187+0.*I,0.00005566078613518843+0.*I,0.000021951765576411094+0.*I,8.42869521680844*^-6+0.*I,3.1551399166872584*^-6+0.*I,1.1528739126548744*^-6+0.*I,4.116582849653026*^-7+0.*I,1.4378945225362196*^-7+0.*I,4.917649722889121*^-8+0.*I,1.6481645364677026*^-8+0.*I,5.417497107932005*^-9+0.*I,1.7477075957539945*^-9+0.*I,5.537383098109841*^-10+0.*I,1.7241665424074552*^-10+0.*I,5.27894737962689*^-11+0.*I,1.5901822079484098*^-11+0.*I,4.715207057769737*^-12+0.*I,1.3769500119796785*^-12+0.*I,3.9618302315329385*^-13+0.*I,1.1236193773045395*^-13+0.*I,3.142412798826867*^-14+0.*I,8.669485860916882*^-15+0.*I,2.3602945050517496*^-15+0.*I,6.343520454097262*^-16+0.*I,1.683553244191399*^-16+0.*I,4.413568414952393*^-17+0.*I,1.1432654180486564*^-17+0.*I,2.926982934112522*^-18+0.*I,7.408416452750236*^-19+0.*I,1.8542727675282795*^-19+0.*I,4.590616332364402*^-20+0.*I,1.1243954744371174*^-20+0.*I,2.725305608428684*^-21+0.*I,6.538116937982543*^-22+0.*I,1.552819883431555*^-22+0.*I,3.651795526271324*^-23+0.*I,8.505336686688827*^-24+0.*I,1.9622567940371475*^-24+0.*I,4.485140700640239*^-25+0.*I,1.0158416797382951*^-25+0.*I,2.2802207359771017*^-26+0.*I,5.073379314401691*^-27+0.*I,1.1190607250835346*^-27+0.*I,2.4474278197024337*^-28+0.*I,5.307963753096946*^-29+0.*I,1.1417412326976876*^-29+0.*I,2.436054658783175*^-30+0.*I,5.156346082750164*^-31+0.*I,1.0828968693088175*^-31+0.*I,2.2567050112261963*^-32+0.*I,4.667197614636952*^-33+0.*I,9.580337420692455*^-34+0.*I,1.9520758854185955*^-34+0.*I,3.948667120961776*^-35+0.*I,7.930263344605928*^-36+0.*I,1.581437369169077*^-36+0.*I,3.131745788692854*^-37+0.*I,6.159319956155924*^-38+0.*I,1.203181918210459*^-38+0.*I,2.334648620357617*^-39+0.*I,4.500303880599596*^-40+0.*I,8.618459174246988*^-41+0.*I,1.6399149247941958*^-41+0.*I,3.1006476160864306*^-42+0.*I,5.8258261828793635*^-43+0.*I,1.0878534852806043*^-43+0.*I,2.0189427147331526*^-44+0.*I,3.7243494699216485*^-45+0.*I,6.829376627043036*^-46+0.*I,1.2449346073435367*^-46+0.*I
