0.05056412122422681+0.*I,0.12353618932107523+0.*I,0.21341794789658408+0.*I,0.3010385054019188+0.*I,0.36774247130044585+0.*I,0.4018005481979978+0.*I,0.4007620934719533+0.*I,0.3700746639039046+0.*I,0.31966574237455203+0.*I,0.2603314149330301+0.*I,0.20113067710084379+0.*I,0.1481609349454271+0.*I,0.10449483479368643+0.*I,0.07080678643104069+0.*I,0.0462341207955295+0.*I,0.029165451947527926+0.*I,0.017813959316365167+0.*I,0.010555716855433578+0.*I,0.006078595112478795+0.*I,0.0034070472213483+0.*I,0.0018612936336034071+0.*I,0.0009923319655979592+0.*I,0.0005168891044697297+0.*I,0.0002633208186164778+0.*I,0.0001313201325841474+0.*I,0.000064167193526983+0.*I,0.000030745255597494475+0.*I,0.000014455994109977764+0.*I,6.674529912871166*^-6+0.*I,3.0281223706468934*^-6+0.*I,1.350717513804673*^-6+0.*I,5.927006738543366*^-7+0.*I,2.5598361546136585*^-7+0.*I,1.0886967727842995*^-7+0.*I,4.561621152815314*^-8+0.*I,1.883809264877726*^-8+0.*I,7.670742691203864*^-9+0.*I,3.0809758186540033*^-9+0.*I,1.2210915565335459*^-9+0.*I,4.777136618065706*^-10+0.*I,1.8453952682621086*^-10+0.*I,7.041241033067832*^-11+0.*I,2.6544607178522853*^-11+0.*I,9.889943529575574*^-12+0.*I,3.642664811307489*^-12+0.*I,1.3266754430159577*^-12+0.*I,4.779005290878688*^-13+0.*I,1.7031006676129816*^-13+0.*I,6.005807906273962*^-14+0.*I,2.096163401954384*^-14+0.*I,7.242556115088336*^-15+0.*I,2.4777558921034213*^-15+0.*I,8.394765761714824*^-16+0.*I,2.8172305199280027*^-16+0.*I,9.366497930569018*^-17+0.*I,3.0856568942431875*^-17+0.*I,1.0074079108288533*^-17+0.*I,3.260015506964874*^-18+0.*I,1.045821114989178*^-18+0.*I,3.326466368240307*^-19+0.*I,1.0492023352951969*^-19+0.*I,3.2820566118539374*^-20+0.*I,1.0183614715407241*^-20+0.*I,3.134609331005276*^-21+0.*I,9.57293636246211*^-22+0.*I,2.9009499125188195*^-22+0.*I,8.724087232156771*^-23+0.*I,2.6039601574367402*^-23+0.*I,7.71492334651321*^-24+0.*I,2.2691270177214532*^-24+0.*I,6.62615397636271*^-25+0.*I,1.9212509095867254*^-25+0.*I,5.531839546665987*^-26+0.*I,1.5818302682474666*^-26+0.*I,4.492579369547279*^-27+0.*I,1.267409224142064*^-27+0.*I,3.5519087844489687*^-28+0.*I,9.889359813228706*^-29+0.*I,2.735726101068978*^-29+0.*I,7.519878179244997*^-30+0.*I,2.054080919806351*^-30+0.*I,5.576051495414745*^-31+0.*I,1.5044286190291743*^-31+0.*I,4.0344494390903386*^-32+0.*I,1.0754652220690605*^-32+0.*I,2.849959214393905*^-33+0.*I,7.508292033792437*^-34+0.*I,1.9666780315890423*^-34+0.*I,5.122048275023595*^-35+0.*I,1.3264790670878107*^-35+0.*I,3.416102419449989*^-36+0.*I,8.749070651730752*^-37+0.*I,2.2285364754501754*^-37+0.*I,5.64585875906698*^-38+0.*I,1.422714701707987*^-38+0.*I,3.5662168980344025*^-39+0.*I,8.89249999932204*^-40+0.*I,2.205919925180167*^-40+0.*I,5.444129440281436*^-41+0.*I,1.336788134398841*^-41+0.*I
-0.12353618932107523+0.*I,-0.251254435144957+0.*I,-0.3467074320089665+0.*I,-0.3658342135969204+0.*I,-0.2963763283635656+0.*I,-0.15936547321430083+0.*I,0.005080794240110574+0.*I,0.1561655776441015+0.*I,0.265734972768043+0.*I,0.32296618015311646+0.*I,0.33184598788050834+0.*I,0.3050942637912633+0.*I,0.2579470349168289+0.*I,0.20376924527418408+0.*I,0.1519774258060399+0.*I,0.107808142602167+0.*I,0.07313947224104629+0.*I,0.047659540927102416+0.*I,0.029933139278845253+0.*I,0.018172023632345664+0.*I,0.010689342032096115+0.*I,0.00610509416484116+0.*I,0.003391607207751833+0.*I,0.0018355784257012117+0.*I,0.0009691673208897518+0.*I,0.0004998300046787154+0.*I,0.00025207422310937665+0.*I,0.00012443874182421758+0.*I,0.00006018699271632714+0.*I,0.000028545259079679424+0.*I,0.000013285691603181687+0.*I,6.072414834688959*^-6+0.*I,2.727412644135569*^-6+0.*I,1.2045279804593751*^-6+0.*I,5.233661919462712*^-7+0.*I,2.238446906560777*^-7+0.*I,9.428771162620016*^-8+0.*I,3.9131992331611195*^-8+0.*I,1.600908961752997*^-8+0.*I,6.458583880212017*^-9+0.*I,2.570467070171856*^-9+0.*I,1.0096008009202018*^-9+0.*I,3.9147187659901247*^-10+0.*I,1.499019248926343*^-10+0.*I,5.6702854346820256*^-11+0.*I,2.1194459324605898*^-11+0.*I,7.830363642356383*^-12+0.*I,2.8602263834087237*^-12+0.*I,1.033211316547269*^-12+0.*I,3.6919394801814353*^-13+0.*I,1.3052641923284538*^-13+0.*I,4.566864445573415*^-14+0.*I,1.581637705727254*^-14+0.*I,5.423187505803549*^-15+0.*I,1.8413947385779568*^-15+0.*I,6.19250572799757*^-16+0.*I,2.0629684089390103*^-16+0.*I,6.809289303432*^-17+0.*I,2.2272431122658504*^-17+0.*I,7.220395776150365*^-18+0.*I,2.320332953292338*^-18+0.*I,7.392673574649677*^-19+0.*I,2.3354920580535795*^-19+0.*I,7.317158686402618*^-20+0.*I,2.2738054057079037*^-20+0.*I,7.009199839028723*^-21+0.*I,2.143599524997588*^-21+0.*I,6.504784283754633*^-22+0.*I,1.9587927084683552*^-22+0.*I,5.854112820904783*^-23+0.*I,1.7366003916957566*^-23+0.*I,5.113904431790038*^-24+0.*I,1.4950838184718832*^-24+0.*I,4.339939490272424*^-25+0.*I,1.2509809899620418*^-25+0.*I,3.581039633584064*^-26+0.*I,1.0181229654541138*^-26+0.*I,2.8751745218763665*^-27+0.*I,8.065664706634424*^-28+0.*I,2.247843963163672*^-28+0.*I,6.224138881936178*^-29+0.*I,1.7124410222443181*^-29+0.*I,4.681773547674093*^-30+0.*I,1.2720316850745052*^-30+0.*I,3.4348807316348896*^-31+0.*I,9.21900906839651*^-32+0.*I,2.4595039334410408*^-32+0.*I,6.522777865011843*^-33+0.*I,1.7197677418630335*^-33+0.*I,4.508050747429334*^-34+0.*I,1.1749477214533147*^-34+0.*I,3.0450003043721994*^-35+0.*I,7.847346865068718*^-36+0.*I,2.0111854396912134*^-36+0.*I,5.126271329888129*^-37+0.*I,1.2995624107442244*^-37+0.*I,3.27690676825763*^-38+0.*I,8.219155481296189*^-39+0.*I,2.0507405730091613*^-39+0.*I,5.090241798997887*^-40+0.*I
0.21341794789658408+0.*I,0.3467074320089665+0.*I,0.3477084199220384+0.*I,0.2073776424797264+0.*I,-0.005355573388143328+0.*I,-0.1932964225448143+0.*I,-0.28480654621882645+0.*I,-0.260282345494708+0.*I,-0.14674575880627447+0.*I,0.0057609256217624905+0.*I,0.1488857273793259+0.*I,0.2511748112911991+0.*I,0.3017025970586996+0.*I,0.3056119675180207+0.*I,0.2765704502458289+0.*I,0.22996074339995023+0.*I,0.17857360099868497+0.*I,0.13090097325818373+0.*I,0.09126690013467176+0.*I,0.06086661014570883+0.*I,0.03899835161186942+0.*I,0.024090423090988206+0.*I,0.01438905314895277+0.*I,0.008330401482897874+0.*I,0.004684321616696052+0.*I,0.0025630304445567473+0.*I,0.0013666857570519167+0.*I,0.0007112026614688854+0.*I,0.00036162963471059417+0.*I,0.000179871183766494+0.*I,0.0000876032934309496+0.*I,0.00004181527223672649+0.*I,0.000019577851302765866+0.*I,8.997890929921001*^-6+0.*I,4.062242100830419*^-6+0.*I,1.8026895216198997*^-6+0.*I,7.868035631548252*^-7+0.*I,3.3794335711998796*^-7+0.*I,1.4291550797040048*^-7+0.*I,5.953654195888907*^-8+0.*I,2.4442992295840332*^-8+0.*I,9.894124238516103*^-9+0.*I,3.950275332047382*^-9+0.*I,1.5562137021275301*^-9+0.*I,6.051439560716185*^-10+0.*I,2.3235025076027277*^-10+0.*I,8.811752102686322*^-11+0.*I,3.301784246438737*^-11+0.*I,1.2227241041848807*^-11+0.*I,4.476325115700489*^-12+0.*I,1.6204756505283466*^-12+0.*I,5.802301305584771*^-13+0.*I,2.055413424462876*^-13+0.*I,7.205082472449552*^-14+0.*I,2.4998562639165774*^-14+0.*I,8.58655408858888*^-15+0.*I,2.920372905709306*^-15+0.*I,9.8368822350621*^-16+0.*I,3.2821417119875358*^-16+0.*I,1.0849649484363818*^-16+0.*I,3.5539188790026567*^-17+0.*I,1.1537318274409655*^-17+0.*I,3.712592837781616*^-18+0.*I,1.1843823124115547*^-18+0.*I,3.7463932388529586*^-19+0.*I,1.1751793862735405*^-19+0.*I,3.656156009199063*^-20+0.*I,1.1283229416482425*^-20+0.*I,3.454512426935577*^-21+0.*I,1.0493960594008134*^-21+0.*I,3.163329227207732*^-22+0.*I,9.463526000587048*^-23+0.*I,2.810055818412003*^-23+0.*I,8.282826456394448*^-24+0.*I,2.423765868582222*^-24+0.*I,7.042011548392237*^-25+0.*I,2.03161277757411*^-25+0.*I,5.820579100285674*^-26+0.*I,1.6562055614457277*^-26+0.*I,4.680859914226436*^-27+0.*I,1.3141347248698473*^-27+0.*I,3.665180816469471*^-28+0.*I,1.0156161440788635*^-28+0.*I,2.796268703260233*^-29+0.*I,7.650306337718324*^-30+0.*I,2.0800030397742698*^-30+0.*I,5.620410939291138*^-31+0.*I,1.5094684193473432*^-31+0.*I,4.029618695603667*^-32+0.*I,1.0693482471009798*^-32+0.*I,2.8211114244360217*^-33+0.*I,7.399409248199362*^-34+0.*I,1.9296509372866133*^-34+0.*I,5.003729888011741*^-35+0.*I,1.290239124270742*^-35+0.*I,3.308529631961214*^-36+0.*I,8.437522494843762*^-37+0.*I,2.140109471648444*^-37+0.*I,5.399128162422194*^-38+0.*I,1.3548861754478246*^-38+0.*I
-0.3010385054019188+0.*I,-0.3658342135969204+0.*I,-0.2073776424797264+0.*I,0.055190118808388096+0.*I,0.24701342510824154+0.*I,0.2657419008040083+0.*I,0.12837387890108645+0.*I,-0.06790570462195632+0.*I,-0.21804580952204522+0.*I,-0.26229723278481193+0.*I,-0.1994940686820386+0.*I,-0.06920230816919752+0.*I,0.0767804528402218+0.*I,0.19696047268394498+0.*I,0.2700784994216673+0.*I,0.294057240721228+0.*I,0.27918307351906263+0.*I,0.2404467133998282+0.*I,0.19190328744844384+0.*I,0.14382741276186028+0.*I,0.10214745436744306+0.*I,0.06919898828881571+0.*I,0.04494057256550927+0.*I,0.028090965270874076+0.*I,0.016954423732577405+0.*I,0.009907167293150243+0.*I,0.0056175670833831905+0.*I,0.0030968642953231353+0.*I,0.0016626602569533918+0.*I,0.000870633395258312+0.*I,0.00044523305392647034+0.*I,0.00022262230046830715+0.*I,0.0001089524022270221+0.*I,0.000052240335230935745+0.*I,0.000024561384408707415+0.*I,0.000011332399199531178+0.*I,5.134867211370737*^-6+0.*I,2.286474421570737*^-6+0.*I,1.0011585350479832*^-6+0.*I,4.31309415346376*^-7+0.*I,1.8291844239701957*^-7+0.*I,7.640572485374128*^-8+0.*I,3.1448328504234905*^-8+0.*I,1.2760370532846386*^-8+0.*I,5.106253770536305*^-9+0.*I,2.0159688373540145*^-9+0.*I,7.85537554237708*^-10+0.*I,3.022055970735802*^-10+0.*I,1.148241307911777*^-10+0.*I,4.310168780429539*^-11+0.*I,1.5988745020017784*^-11+0.*I,5.8629437148134325*^-12+0.*I,2.125762576848327*^-12+0.*I,7.622939991394214*^-13+0.*I,2.7042382491909055*^-13+0.*I,9.492561335652698*^-14+0.*I,3.297879680103061*^-14+0.*I,1.1342060565637468*^-14+0.*I,3.862280986235665*^-15+0.*I,1.3024945253479119*^-15+0.*I,4.3508096992751244*^-16+0.*I,1.4398101564051794*^-16+0.*I,4.72125181704106*^-17+0.*I,1.5342597138227068*^-17+0.*I,4.9419768837347116*^-18+0.*I,1.5780852195676292*^-18+0.*I,4.99635771191729*^-19+0.*I,1.5686753658065327*^-19+0.*I,4.8846124933231956*^-20+0.*I,1.5087025039009494*^-20+0.*I,4.622858450613168*^-21+0.*I,1.4054204324914184*^-21+0.*I,4.239787155276915*^-22+0.*I,1.2693335043400046*^-22+0.*I,3.771824796158611*^-23+0.*I,1.1125512401929947*^-23+0.*I,3.2578305468572262*^-24+0.*I,9.471586896935983*^-25+0.*I,2.7343071541956886*^-25+0.*I,7.838724158359408*^-26+0.*I,2.2318192721552187*^-26+0.*I,6.311449130434387*^-27+0.*I,1.772945228123349*^-27+0.*I,4.947620746489549*^-28+0.*I,1.3717342694529775*^-28+0.*I,3.778789911887336*^-29+0.*I,1.0343806780175749*^-29+0.*I,2.8137645647544915*^-30+0.*I,7.6069183066231845*^-31+0.*I,2.043979239163651*^-31+0.*I,5.459127291204537*^-32+0.*I,1.4493740213692325*^-32+0.*I,3.8254187378736366*^-33+0.*I,1.003803633721111*^-33+0.*I,2.618901340287493*^-34+0.*I,6.79389365722436*^-35+0.*I,1.752570798118131*^-35+0.*I,4.4959034187571*^-36+0.*I,1.147016584016734*^-36+0.*I,2.9104483723026185*^-37+0.*I
0.36774247130044585+0.*I,0.2963763283635656+0.*I,-0.005355573388143328+0.*I,-0.24701342510824154+0.*I,-0.24655642113146004+0.*I,-0.04845545724067011+0.*I,0.1686471294501036+0.*I,0.25277489689417976+0.*I,0.1703271257144887+0.*I,-0.006651787980654896+0.*I,-0.1710304721963899+0.*I,-0.2462873648383256+0.*I,-0.21365534206030828+0.*I,-0.1021849487794182+0.*I,0.038556941536661636+0.*I,0.16379046383378928+0.*I,0.247070158012528+0.*I,0.28182587106317597+0.*I,0.27563937994846477+0.*I,0.2425468973947684+0.*I,0.19682663424110547+0.*I,0.14951715431926216+0.*I,0.10738752979707669+0.*I,0.07344835957286072+0.*I,0.04809735458256453+0.*I,0.030283666718558852+0.*I,0.018396114805229465+0.*I,0.010811801422401+0.*I,0.006162461059930457+0.*I,0.003413301830621697+0.*I,0.00184044017160849+0.*I,0.0009675255236608891+0.*I,0.0004965769305925354+0.*I,0.00024912622668877595+0.*I,0.00012230175680755142+0.*I,0.000058810128159392354+0.*I,0.000027724549003065906+0.*I,0.000012823978621676699+0.*I,5.824392713613415*^-6+0.*I,2.5992377774920446*^-6+0.*I,1.1404707066980235*^-6+0.*I,4.9228908771452*^-7+0.*I,2.0916621145676686*^-7+0.*I,8.752243318784119*^-8+0.*I,3.608366624099612*^-8+0.*I,1.4664229578171146*^-8+0.*I,5.876886361121694*^-9+0.*I,2.3235189071705726*^-9+0.*I,9.066040909716741*^-10+0.*I,3.4923231890332843*^-10+0.*I,1.3285595525462978*^-10+0.*I,4.9929187174154643*^-11+0.*I,1.854235617216835*^-11+0.*I,6.80668984554782*^-12+0.*I,2.470502793038705*^-12+0.*I,8.867991959339816*^-13+0.*I,3.1489289982167976*^-13+0.*I,1.1063699902093878*^-13+0.*I,3.8471196578071527*^-14+0.*I,1.3242270957224232*^-14+0.*I,4.513053605149284*^-15+0.*I,1.5231612429890828*^-15+0.*I,5.091799804018585*^-16+0.*I,1.6862667040743929*^-16+0.*I,5.53333708301822*^-17+0.*I,1.7993989134907645*^-17+0.*I,5.799867641935849*^-18+0.*I,1.8532213531349505*^-18+0.*I,5.871119969671503*^-19+0.*I,1.8444319276703717*^-19+0.*I,5.746636466519287*^-20+0.*I,1.775961603281886*^-20+0.*I,5.444770195887945*^-21+0.*I,1.6561786860938501*^-21+0.*I,4.99885144798464*^-22+0.*I,1.4973410656540553*^-22+0.*I,4.451528519708895*^-23+0.*I,1.3136643862023753*^-23+0.*I,3.8485221643041985*^-24+0.*I,1.1193964306340152*^-24+0.*I,3.232949544679993*^-25+0.*I,9.272193028190069*^-26+0.*I,2.641050775676408*^-26+0.*I,7.471758655154759*^-27+0.*I,2.0997164097703097*^-27+0.*I,5.861773305778568*^-28+0.*I,1.6257949762186154*^-28+0.*I,4.4803066194132863*^-29+0.*I,1.2268480101707692*^-29+0.*I,3.338487872208891*^-30+0.*I,9.028569022137792*^-31+0.*I,2.4267852029547656*^-31+0.*I,6.483648304263236*^-32+0.*I,1.7219275205686048*^-32+0.*I,4.546199033189619*^-33+0.*I,1.1933018254969414*^-33+0.*I,3.1142241069019453*^-34+0.*I,8.08119993753198*^-35+0.*I,2.0852414602815533*^-35+0.*I,5.350801045261737*^-36+0.*I
-0.4018005481979978+0.*I,-0.15936547321430083+0.*I,0.1932964225448143+0.*I,0.2657419008040083+0.*I,0.04845545724067011+0.*I,-0.19361331338098392+0.*I,-0.237346497464771+0.*I,-0.07663939986142515+0.*I,0.13363597293782287+0.*I,0.23578565513828803+0.*I,0.17746322825226102+0.*I,0.015417820714618868+0.*I,-0.14810394119120598+0.*I,-0.23286018853577573+0.*I,-0.21311597548254382+0.*I,-0.11217716128466669+0.*I,0.02304499168478738+0.*I,0.14764798754053088+0.*I,0.23355956643285186+0.*I,0.2723099502408341+0.*I,0.2700382716720254+0.*I,0.2400100399462096+0.*I,0.1962967174323957+0.*I,0.15006989104081891+0.*I,0.1083654536027317+0.*I,0.07446059816085374+0.*I,0.0489575337845545+0.*I,0.03093558288160037+0.*I,0.018852201104916547+0.*I,0.011111750397805981+0.*I,0.006349957247280748+0.*I,0.003525527202053739+0.*I,0.001905100605716507+0.*I,0.0010035304467735347+0.*I,0.0005160131148735746+0.*I,0.00025932326794274964+0.*I,0.00012751190464639641+0.*I,0.00006140726939766335+0.*I,0.000028989456668493242+0.*I,0.000013426680179432105+0.*I,6.105660448278716*^-6+0.*I,2.7279291845807586*^-6+0.*I,1.1982514105010862*^-6+0.*I,5.177675105322708*^-7+0.*I,2.2020797811983844*^-7+0.*I,9.222865715723331*^-8+0.*I,3.8057642624096953*^-8+0.*I,1.547948325741691*^-8+0.*I,6.208591763407526*^-9+0.*I,2.4565436287569636*^-9+0.*I,9.59209292375446*^-10+0.*I,3.697545690079494*^-10+0.*I,1.4075715374497803*^-10+0.*I,5.293245374274777*^-11+0.*I,1.9669759646886945*^-11+0.*I,7.224801650061969*^-12+0.*I,2.6237413851978847*^-12+0.*I,9.423172714693488*^-13+0.*I,3.347818751071407*^-13+0.*I,1.1768421032058022*^-13+0.*I,4.0941546957976767*^-14+0.*I,1.4099191362028788*^-14+0.*I,4.807267069811013*^-15+0.*I,1.6231657831088835*^-15+0.*I,5.428391045868271*^-16+0.*I,1.7984682251879435*^-16+0.*I,5.903839289125935*^-17+0.*I,1.920614606961393*^-17+0.*I,6.192855913177237*^-18+0.*I,1.979499065759172*^-18+0.*I,6.27334683898145*^-19+0.*I,1.9714545074635649*^-19+0.*I,6.144397265805973*^-20+0.*I,1.8994873797485914*^-20+0.*I,5.825265145840592*^-21+0.*I,1.7724452696203954*^-21+0.*I,5.351329963646444*^-22+0.*I,1.603373134637097*^-22+0.*I,4.768063698136551*^-23+0.*I,1.4074504905770918*^-23+0.*I,4.124349150552478*^-24+0.*I,1.19992781795558*^-24+0.*I,3.466387098972882*^-25+0.*I,9.944084183700932*^-26+0.*I,2.833091782342799*^-26+0.*I,8.016887022250515*^-27+0.*I,2.2534097431814817*^-27+0.*I,6.292203989461222*^-28+0.*I,1.745546966923964*^-28+0.*I,4.8113095886310417*^-29+0.*I,1.3177530448488996*^-29+0.*I,3.586565250058712*^-30+0.*I,9.70133635556137*^-31+0.*I,2.6081093115591478*^-31+0.*I,6.969375774779841*^-32+0.*I,1.8512603961112072*^-32+0.*I,4.8885221566721035*^-33+0.*I,1.2833771164907837*^-33+0.*I,3.3498633366865623*^-34+0.*I,8.694102759869798*^-35+0.*I
0.4007620934719533+0.*I,-0.005080794240110574+0.*I,-0.28480654621882645+0.*I,-0.12837387890108645+0.*I,0.1686471294501036+0.*I,0.237346497464771+0.*I,0.04311976134679064+0.*I,-0.17992219252224803+0.*I,-0.22178614664463558+0.*I,-0.0715062939139581+0.*I,0.12739339787030088+0.*I,0.22490837364475938+0.*I,0.16952525726632653+0.*I,0.014255262017471822+0.*I,-0.14313463683309421+0.*I,-0.22507870507299296+0.*I,-0.20616996912864052+0.*I,-0.10847588965154564+0.*I,0.022777885024993068+0.*I,0.14401613019742926+0.*I,0.22782731765384198+0.*I,0.26580561368099553+0.*I,0.2637948487809346+0.*I,0.23464534921012548+0.*I,0.1920543993198708+0.*I,0.14693190137246517+0.*I,0.10617109260020988+0.*I,0.07299898261314193+0.*I,0.048025019468827555+0.*I,0.030363236601439008+0.*I,0.018513083474839813+0.*I,0.010917229651361226+0.*I,0.006241679449096709+0.*I,0.0034669201332372685+0.*I,0.0018742008097404046+0.*I,0.00098763702942496+0.*I,0.0005080273351456945+0.*I,0.00025539886946152106+0.*I,0.00012562370569432096+0.*I,0.000060516923736448994+0.*I,0.000028577658802720887+0.*I,0.000013239711527353517+0.*I,6.022267690471426*^-6+0.*I,2.6913652576312338*^-6+0.*I,1.1824821968079734*^-6+0.*I,5.110740928789512*^-7+0.*I,2.1741030559685526*^-7+0.*I,9.1076606508082*^-8+0.*I,3.759004468302289*^-8+0.*I,1.5292334130838416*^-8+0.*I,6.134700413621995*^-9+0.*I,2.427752683253348*^-9+0.*I,9.481346111125825*^-10+0.*I,3.6554761958326816*^-10+0.*I,1.3917843813435837*^-10+0.*I,5.234702563145524*^-11+0.*I,1.945517331060906*^-11+0.*I,7.147032217896304*^-12+0.*I,2.5958668294122506*^-12+0.*I,9.324338434714109*^-13+0.*I,3.3131441584467477*^-13+0.*I,1.1648023349357606*^-13+0.*I,4.05277164956701*^-14+0.*I,1.3958354967462538*^-14+0.*I,4.759801113461744*^-15+0.*I,1.607320218559765*^-15+0.*I,5.375986220453196*^-16+0.*I,1.7812950840040255*^-16+0.*I,5.848067190055745*^-17+0.*I,1.902661312609186*^-17+0.*I,6.135563153846213*^-18+0.*I,1.961371069439226*^-18+0.*I,6.216467038217053*^-19+0.*I,1.9537539869327447*^-19+0.*I,6.089759473927644*^-20+0.*I,1.8827558054680742*^-20+0.*I,5.774429003534812*^-21+0.*I,1.7571183725904888*^-21+0.*I,5.305469988319671*^-22+0.*I,1.5897536163908028*^-22+0.*I,4.727913572629043*^-23+0.*I,1.3956999809003844*^-23+0.*I,4.090204935588995*^-24+0.*I,1.1900760803207243*^-24+0.*I,3.438158639254069*^-25+0.*I,9.863753346451028*^-26+0.*I,2.8103858613079106*^-26+0.*I,7.953134482375041*^-27+0.*I,2.235627107263664*^-27+0.*I,6.242923755763063*^-28+0.*I,1.7319774602077527*^-28+0.*I,4.77418122680198*^-29+0.*I,1.3076574301426886*^-29+0.*I,3.5592830780870164*^-30+0.*I,9.628057715069325*^-31+0.*I,2.588545186734359*^-31+0.*I,6.917452808800193*^-32+0.*I,1.8375608766936196*^-32+0.*I,4.852586305263124*^-33+0.*I,1.2740045916249871*^-33+0.*I
-0.3700746639039046+0.*I,0.1561655776441015+0.*I,0.260282345494708+0.*I,-0.06790570462195632+0.*I,-0.25277489689417976+0.*I,-0.07663939986142515+0.*I,0.17992219252224803+0.*I,0.20926482848544273+0.*I,0.012458471402184096+0.*I,-0.18545098712169666+0.*I,-0.20310491156968952+0.*I,-0.04799045993897957+0.*I,0.1379299316273176+0.*I,0.21786028529523674+0.*I,0.15233441824576033+0.*I,-0.0016838295149482331+0.*I,-0.14990403558065574+0.*I,-0.22112309189889884+0.*I,-0.19498212712356933+0.*I,-0.09546165915532692+0.*I,0.03304972216107714+0.*I,0.1491563253915876+0.*I,0.22762761953184948+0.*I,0.26149084572011194+0.*I,0.2571304829477094+0.*I,0.22726776797702217+0.*I,0.18513295890505618+0.*I,0.14110663197372147+0.*I,0.10165035044831952+0.*I,0.06971192956665336+0.*I,0.04576238458204646+0.*I,0.02887798180483886+0.*I,0.017578281544541736+0.*I,0.010350739040923628+0.*I,0.005910031613322071+0.*I,0.0032788294038490163+0.*I,0.0017706239380971113+0.*I,0.0009321471652731033+0.*I,0.00047905699644008653+0.*I,0.0002406376288298509+0.*I,0.00011827372646199932+0.*I,0.0000569364090786368+0.*I,0.00002686941110040826+0.*I,0.000012440782582068514+0.*I,5.65567343694722*^-6+0.*I,2.5261998019971455*^-6+0.*I,1.1093654873392451*^-6+0.*I,4.792496267130167*^-7+0.*I,2.037828650345125*^-7+0.*I,8.533255095750264*^-8+0.*I,3.520553218457432*^-8+0.*I,1.4316968449505257*^-8+0.*I,5.7414050472902035*^-9+0.*I,2.2713522492539153*^-9+0.*I,8.867728294788593*^-10+0.*I,3.41786777247313*^-10+0.*I,1.3009430874391642*^-10+0.*I,4.8916918445215414*^-11+0.*I,1.8175578357605836*^-11+0.*I,6.67528623008977*^-12+0.*I,2.423941986166441*^-12+0.*I,8.704781001762409*^-13+0.*I,3.0923186763077496*^-13+0.*I,1.086936232384493*^-13+0.*I,3.781076787297674*^-14+0.*I,1.302004627515932*^-14+0.*I,4.439000826529528*^-15+0.*I,1.4987182044360774*^-15+0.*I,5.01186929102953*^-16+0.*I,1.6603673264299916*^-16+0.*I,5.450168702851659*^-17+0.*I,1.7729267464809818*^-17+0.*I,5.716336067882758*^-18+0.*I,1.8270872912754684*^-18+0.*I,5.790038594667608*^-19+0.*I,1.819482882854902*^-19+0.*I,5.670487503579292*^-20+0.*I,1.7529043282440638*^-20+0.*I,5.3755009136636526*^-21+0.*I,1.63552891945703*^-21+0.*I,4.9377596778873705*^-22+0.*I,1.479402277138513*^-22+0.*I,4.399241419143634*^-23+0.*I,1.2985345646833772*^-23+0.*I,3.805055511917842*^-24+0.*I,1.106996885850676*^-24+0.*I,3.1978238288050665*^-25+0.*I,9.17337048281042*^-26+0.*I,2.6134361831407747*^-26+0.*I,7.395108645390666*^-27+0.*I,2.0785807940730466*^-27+0.*I,5.803872605597192*^-28+0.*I,1.61003501785482*^-28+0.*I,4.437681675995853*^-29+0.*I,1.2153917120062315*^-29+0.*I,3.3078872748673755*^-30+0.*I,8.94733216484817*^-31+0.*I,2.4053491101306292*^-31+0.*I,6.427422153689746*^-32+0.*I,1.707266593877841*^-32+0.*I
