0.10342298727000733+0.*I,0.-0.22031417248011312*I,-0.33185838512326143+0.*I,0.+0.408147862050674*I,0.43472327018781953+0.*I,0.-0.4141457831010287*I,-0.36016621863033726+0.*I,0.+0.28998752411682555*I,0.21840354248655824+0.*I,0.-0.15508285278987585*I,-0.10446940931532718+0.*I,0.+0.06709932546962749*I,0.04126224839143162+0.*I,0.-0.024378477019471004*I,-0.013879311107787779+0.*I,0.+0.007633920606480026*I,0.0040654910131455585+0.*I,0.-0.0021004575188229213*I,-0.0010546370097600979+0.*I,0.+0.0005154084862924154*I,0.00024550589514136877+0.*I,0.-0.00011412417087947537*I,-0.00005183124642149519+0.*I,0.+0.000023022532383133222*I,0.000010010893228997124+0.*I,0.-4.265089833027629*^-6*I,-1.7818324615513758*^-6+0.*I,0.+7.304833851991416*^-7*I,2.940740376595296*^-7+0.*I,0.-1.163276737227517*^-7*I,-4.524262278863906*^-8+0.*I,0.+1.7309809350719977*^-8*I,6.518424703748867*^-9+0.*I,0.-2.4171914035833096*^-9*I,-8.830736790073035*^-10+0.*I,0.+3.1797155880171143*^-10*I,1.1289179626756325*^-10+0.*I,0.-3.953546754176014*^-11*I,-1.3662193705157199*^-11+0.*I,0.+4.660295902541905*^-12*I,1.569671796123208*^-12+0.*I,0.-5.222065133388007*^-13*I,-1.7164967953161576*^-13+0.*I,0.+5.5761458790059106*^-14*I,1.7907425228767096*^-14+0.*I,0.-5.68659432584681*^-15*I,-1.7860708778770677*^-15+0.*I,0.+5.549771701540737*^-16*I,1.7063961288878366*^-16+0.*I,0.-5.192866705979982*^-17*I,-1.564399003302831*^-17+0.*I,0.+4.666462716601841*^-18*I,1.3785149686913073*^-18+0.*I,0.-4.033656478286869*^-19*I,-1.1693038702138441*^-19+0.*I,0.+3.358701437634434*^-20*I,9.560987368872616*^-21+0.*I,0.-2.6976815044612395*^-21*I,-7.545743449636428*^-22+0.*I,0.+2.092673078720436*^-22*I,5.755076752082433*^-23+0.*I,0.-1.5696815738359315*^-23*I,-4.2465972408580864*^-24+0.*I,0.+1.1397147169815553*^-24*I,3.034810144282275*^-25+0.*I,0.-8.018630591923906*^-26*I,-2.1025851682635526*^-26+0.*I,0.+5.471942851289902*^-27*I,1.4135541644781987*^-27+0.*I,0.-3.625043870732956*^-28*I,-9.229742919896856*^-29+0.*I,0.+2.3333817027632177*^-29*I,5.85793970974991*^-30+0.*I,0.-1.460524428481842*^-30*I,-3.6167486099613824*^-31+0.*I,0.+8.896374350656789*^-32*I,2.1738601979299433*^-32+0.*I,0.-5.277297846941362*^-33*I,-1.2728864475748272*^-33+0.*I,0.+3.050713856961485*^-34*I,7.265773228349269*^-35+0.*I,0.-1.7197475021818056*^-35*I,-4.0456016609519354*^-36+0.*I,0.+9.459527204426021*^-37*I,2.198645165924232*^-37+0.*I,0.-5.080085716253437*^-38*I,-1.1669363608868882*^-38+0.*I,0.+2.665096284520039*^-39*I,6.051972215677826*^-40+0.*I,0.-1.3665555175386894*^-40*I,-3.0685371323697384*^-41+0.*I,0.+6.852294890263999*^-42*I,1.5218347223119903*^-42+0.*I,0.-3.361641312310414*^-43*I,-7.386059523478163*^-44+0.*I,0.+1.6142706787080075*^-44*I,3.509668514808095*^-45+0.*I,0.-7.591115342230738*^-46*I,-1.6334953790231913*^-46+0.*I,0.+3.4972418818916046*^-47*I
0.-0.22031417248011312*I,-0.3658956417585429+0.*I,0.+0.3953615433679995*I,0.29465095642439054+0.*I,0.-0.10976239950743545*I,0.08984732530895717+0.*I,0.-0.24721097559841082*I,-0.33517174143275347+0.*I,0.+0.3549600206803916*I,0.3248493482108282+0.*I,0.-0.26787175458391355*I,-0.20354921147202587+0.*I,0.+0.1445410328225672*I,0.09684152538645072+0.*I,0.-0.061649861243035675*I,-0.03749237672471142+0.*I,0.+0.021875274213690378*I,0.012288002979448483+0.*I,0.-0.0066648730245318834*I,-0.003499120406836106+0.*I,0.+0.0017819941713809386*I,0.0008819392529765383+0.*I,0.-0.0004248776231203575*I,-0.00019953076491974336+0.*I,0.+0.00009146146468561885*I,0.000040968867653582125+0.*I,0.-0.00001795207327408458*I,-7.702579520571956*^-6+0.*I,0.+3.238911053575477*^-6*I,1.3358331076757075*^-6+0.*I,0.-5.40775969970199*^-7*I,-2.1502648435814754*^-7+0.*I,0.+8.403336113696533*^-8*I,3.229633892553097*^-8+0.*I,0.-1.2213381684300452*^-8*I,-4.546983561757098*^-9+0.*I,0.+1.6673444922294295*^-9*I,6.024745701270483*^-10+0.*I,0.-2.1460945114503358*^-10*I,-7.539289623308409*^-11+0.*I,0.+2.613054606225992*^-11*I,8.938386458562093*^-12+0.*I,0.-3.0186326659272314*^-12*I,-1.0067978003543841*^-12+0.*I,0.+3.3173283871980556*^-13*I,1.0801293827354143*^-13+0.*I,0.-3.476362740837633*^-14*I,-1.1062459113331206*^-14+0.*I,0.+3.481493953572057*^-15*I,1.0838575758497853*^-15+0.*I,0.-3.338659166545577*^-16*I,-1.0177982235048696*^-16+0.*I,0.+3.071379495774379*^-17*I,9.176481105205249*^-18+0.*I,0.-2.7150320856384394*^-18*I,-7.956310812963079*^-19+0.*I,0.+2.309751521640903*^-19*I,6.643720466995493*^-20+0.*I,0.-1.8937517557832984*^-20*I,-5.350209192929071*^-21+0.*I,0.+1.4983815465548687*^-21*I,4.1604812326542683*^-22+0.*I,0.-1.1455064560067367*^-22*I,-3.1278472537264754*^-23+0.*I,0.+8.471235069647583*^-24*I,2.275927333475627*^-24+0.*I,0.-6.066468462284441*^-25*I,-1.6044754709608515*^-25+0.*I,0.+4.211160911434779*^-26*I,1.0969647058555447*^-26+0.*I,0.-2.8363150640199457*^-27*I,-7.280056953990995*^-28+0.*I,0.+1.8551527682738126*^-28*I,4.693901402474578*^-29+0.*I,0.-1.1793457575337993*^-29*I,-2.9426834369253676*^-30+0.*I,0.+7.29259834499828*^-31*I,1.7951362948507385*^-31+0.*I,0.-4.389629881734651*^-32*I,-1.0663791703303687*^-32+0.*I,0.+2.5738641504301506*^-33*I,6.172851093960461*^-34+0.*I,0.-1.4711172029745167*^-34*I,-3.484209363994123*^-35+0.*I,0.+8.201439129476511*^-36*I,1.918833459111194*^-36+0.*I,0.-4.462494053108179*^-37*I,-1.0316732451655263*^-37+0.*I,0.+2.371161333188288*^-38*I,5.41831217675082*^-39+0.*I,0.-1.2310616681928193*^-39*I,-2.7812286028802326*^-40+0.*I,0.+6.248305420356046*^-41*I,1.3959937538376982*^-41+0.*I,0.-3.10189253228697*^-42*I,-6.85516443828218*^-43+0.*I,0.+1.5068919722656923*^-43*I,3.294914821042385*^-44+0.*I,0.-7.166849615664236*^-45*I,-1.5508082803054193*^-45+0.*I
-0.33185838512326143+0.*I,0.+0.3953615433679995*I,0.22963592048713122+0.*I,0.+0.04038542758056842*I,0.2513647012773762+0.*I,0.-0.3088862702389873*I,-0.21675280317776244+0.*I,0.+0.04237851012858448*I,-0.13566857784119585+0.*I,0.+0.26366459737136955*I,0.32289103810532116+0.*I,0.-0.32160956039842287*I,-0.280870107461115+0.*I,0.+0.22263675864331972*I,0.16335564542618086+0.*I,0.-0.11236047642998963*I,-0.07309381443518476+0.*I,0.+0.04526746449484758*I,0.026824736502649812+0.*I,0.-0.0152718067772475*I,-0.008380979370908568+0.*I,0.+0.004445859392814924*I,0.0022850700710959665+0.*I,0.-0.0011402777024519793*I,-0.0005534267948392043+0.*I,0.+0.0002616538627349806*I,0.00012067421454627043+0.*I,0.-0.00005435776330634709*I,-0.000023941654378882146+0.*I,0.+0.00001032124560825809*I,4.359090629234456*^-6+0.*I,0.-1.805143561835937*^-6*I,-7.335268108631855*^-7+0.*I,0.+2.9269727627622103*^-7*I,1.1476424716027691*^-7+0.*I,0.-4.424313748356411*^-8*I,-1.6779702908777103*^-8+0.*I,0.+6.2640147145110215*^-9*I,2.302860381776485*^-9+0.*I,0.-8.341256483496189*^-10*I,-2.978069416189068*^-10+0.*I,0.+1.0484722231168613*^-10*I,3.641387783821912*^-11+0.*I,0.-1.248028823178216*^-11*I,-4.222612378983244*^-12+0.*I,0.+1.4108475467616982*^-12*I,4.656475369101182*^-13+0.*I,0.-1.51859597021059*^-13*I,-4.8950599391472914*^-14+0.*I,0.+1.55999054119584*^-14*I,4.916386941458978*^-15+0.*I,0.-1.532629684606783*^-15*I,-4.72713229809989*^-16+0.*I,0.+1.4428643859088318*^-16*I,4.359275220660917*^-17+0.*I,0.-1.3039292354719568*^-17*I,-3.86216697537663*^-18+0.*I,0.+1.1329957827637816*^-18*I,3.292497870868692*^-19+0.*I,0.-9.479804874399718*^-20*I,-2.7047296300368913*^-20+0.*I,0.+7.648390884132037*^-21*I,2.1439107199214533*^-21+0.*I,0.-5.957992618100366*^-22*I,-1.641775716986183*^-22+0.*I,0.+4.486524970144171*^-23*I,1.2160417350105324*^-23+0.*I,0.-3.2695409557023096*^-24*I,-8.721293749773475*^-25+0.*I,0.+2.3082616082906253*^-25*I,6.062497678991128*^-26+0.*I,0.-1.5802705207956493*^-26*I,-4.08859322907904*^-27+0.*I,0.+1.0500907542402154*^-27*I,2.6775443622814856*^-28+0.*I,0.-6.778733073756703*^-29*I,-1.7041437719302046*^-29+0.*I,0.+4.254537589478571*^-30*I,1.0549414318429812*^-30+0.*I,0.-2.5982113199184942*^-31*I,-6.35667389462792*^-32+0.*I,0.+1.5450156980959683*^-32*I,3.730959430597103*^-33+0.*I,0.-8.952184533168178*^-34*I,-2.1344877825890445*^-34+0.*I,0.+5.057651028776436*^-35*I,1.1910448694803167*^-35+0.*I,0.-2.7878164281586627*^-36*I,-6.486179007234263*^-37+0.*I,0.+1.5001460708983148*^-37*I,3.4492799626494916*^-38+0.*I,0.-7.885029557093292*^-39*I,-1.7922030316625253*^-39+0.*I,0.+4.050498232332586*^-40*I,9.103214129299561*^-41+0.*I,0.-2.034572817883694*^-41*I,-4.522414686105529*^-42+0.*I,0.+9.997976496782892*^-43*I,2.1984863964130566*^-43+0.*I,0.-4.808728006928329*^-44*I
0.+0.408147862050674*I,0.29465095642439054+0.*I,0.+0.04038542758056842*I,0.279305377894058+0.*I,0.-0.2625167612870376*I,-0.05538435389941573+0.*I,0.-0.17024999275767622*I,-0.27897465487521234+0.*I,0.+0.23606065280242985*I,0.08929243201284322+0.*I,0.+0.08426444125283246*I,0.2227462857624521+0.*I,0.-0.29778100920108713*I,-0.31086000079535386+0.*I,0.+0.28004160520501137*I,0.22708379132687198+0.*I,0.-0.16958837257766451*I,-0.11832427695573514+0.*I,0.+0.07789083176689085*I,0.04872486395106801+0.*I,0.-0.029123989374001312*I,-0.016706088538271918+0.*I,0.+0.009229069285023497*I,0.004924661356264175+0.*I,0.-0.002544540716138164*I,-0.0012758012167145942+0.*I,0.+0.0006218726316719173*I,0.000295168811179215+0.*I,0.-0.00013662021307830883*I,-0.00006174367676625605+0.*I,0.+0.0000272774614480338*I,0.000011792395744884228+0.*I,0.-4.99342009477591*^-6*I,-2.072849028627491*^-6+0.*I,0.+8.442189629438531*^-7*I,3.3758053069847226*^-7+0.*I,0.-1.3262560838108914*^-7*I,-5.1224358234231646*^-8+0.*I,0.+1.9461536847360435*^-8*I,7.2772020306882215*^-9+0.*I,0.-2.6795277419345228*^-9*I,-9.719961596168475*^-10+0.*I,0.+3.475174784310836*^-10*I,1.2251138923854053*^-10+0.*I,0.-4.2602534738832795*^-11*I,-1.4618926284685947*^-11+0.*I,0.+4.951875446705225*^-12*I,1.6563161108959123*^-12+0.*I,0.-5.472347488713659*^-13*I,-1.7864539251342024*^-13+0.*I,0.+5.763975346314633*^-14*I,1.838582341701272*^-14+0.*I,0.-5.799462995719863*^-15*I,-1.809439856673107*^-15+0.*I,0.+5.585414150610496*^-16*I,1.706161752026478*^-16+0.*I,0.-5.1586158062609594*^-17*I,-1.5441340306458352*^-17+0.*I,0.+4.576807355731158*^-18*I,1.3435370798821528*^-18+0.*I,0.-3.9068468095775025*^-19*I,-1.125563680469795*^-19+0.*I,0.+3.213328318335385*^-20*I,9.091868201429838*^-21+0.*I,0.-2.549959275831107*^-21*I,-7.090258807021391*^-22+0.*I,0.+1.954807516046979*^-22*I,5.344672886728154*^-23+0.*I,0.-1.449350909257498*^-23*I,-3.898695768610135*^-24+0.*I,0.+1.0404344981638138*^-24*I,2.754952821801302*^-25+0.*I,0.-7.238862653400238*^-26*I,-1.8877059932400777*^-26+0.*I,0.+4.886025949020913*^-27*I,1.2554015165592686*^-27+0.*I,0.-3.202297297325288*^-28*I,-8.110321512417858*^-29+0.*I,0.+2.0396512873037253*^-29*I,5.093988691227487*^-30+0.*I,0.-1.2635307369136753*^-30*I,-3.113005383878292*^-31+0.*I,0.+7.618676107125746*^-32*I,1.8523499272289967*^-32+0.*I,0.-4.474533206057793*^-33*I,-1.0739645600349324*^-33+0.*I,0.+2.5614452573148647*^-34*I,6.071103375922403*^-35+0.*I,0.-1.4301159310314718*^-35*I,-3.348333797989501*^-36+0.*I,0.+7.79241643673618*^-37*I,1.802738427008203*^-37+0.*I,0.-4.146111168166446*^-38*I,-9.480399209965528*^-39+0.*I,0.+2.1553552773948186*^-39*I,4.872435550791597*^-40+0.*I,0.-1.0953076603134657*^-40*I,-2.4485901693064925*^-41+0.*I,0.+5.443930853420835*^-42*I,1.2037924279990378*^-42+0.*I
0.43472327018781953+0.*I,0.-0.10976239950743545*I,0.2513647012773762+0.*I,0.-0.2625167612870376*I,-0.00030442913133607656+0.*I,0.-0.23451211031268165*I,-0.24916704894515745+0.*I,0.+0.07191973961627258*I,-0.1430986575578317+0.*I,0.+0.2589845198616441*I,0.23093481649428999+0.*I,0.-0.09751302065814389*I,0.06863769618360169+0.*I,0.-0.20573156720862595*I,-0.2832900769036124+0.*I,0.+0.300428518416465*I,0.27353693683245234+0.*I,0.-0.22358675472071737*I,-0.1680412201040689+0.*I,0.+0.11786168476463749*I,0.07793179138618424+0.*I,0.-0.048937584087068345*I,-0.029349256126448956+0.*I,0.+0.016885213777394114*I,0.009352686100529096+0.*I,0.-0.005002480340540022*I,-0.002590303518467213+0.*I,0.+0.0013012845868848265*I,0.0006354274124711612+0.*I,0.-0.00030209723786888765*I,-0.00014003846557286869+0.*I,0.+0.0000633770142201271*I,0.000028035379292253457+0.*I,0.-0.000012134690473513945*I,-5.144153562672247*^-6+0.*I,0.+2.137672225451342*^-6*I,8.714804376294968*^-7+0.*I,0.-3.488053513511112*^-7*I,-1.3715535513029172*^-7+0.*I,0.+5.3017592612059206*^-8*I,2.015853570287546*^-8+0.*I,0.-7.543389539727328*^-9*I,-2.7794824266914586*^-9+0.*I,0.+1.008923874274629*^-9*I,3.609478308440312*^-10+0.*I,0.-1.2732244869365712*^-10*I,-4.430088804434449*^-11+0.*I,0.+1.521001133481274*^-11*I,5.154780903739805*^-12+0.*I,0.-1.725044232734601*^-12*I,-5.702140373397931*^-13+0.*I,0.+1.862321220381969*^-13*I,6.01139502400736*^-14+0.*I,0.-1.9183107474402337*^-14*I,-6.053397274281529*^-15+0.*I,0.+1.889401627734314*^-15*I,5.834422255782269*^-16+0.*I,0.-1.7828671620721254*^-16*I,-5.3924058727896154*^-17+0.*I,0.+1.614654443511806*^-17*I,4.787373712565415*^-18+0.*I,0.-1.405787289817936*^-18*I,-4.0890931196200536*^-19+0.*I,0.+1.1784115435971124*^-19*I,3.365148005332442*^-20+0.*I,0.-9.524022343994551*^-21*I,-2.6718678075576264*^-21+0.*I,0.+7.431126926494102*^-22*I,2.0492929500476962*^-22+0.*I,0.-5.60435157878342*^-23*I,-1.5201235041345763*^-23+0.*I,0.+4.089995067294729*^-24*I,1.0917254835074452*^-24+0.*I,0.-2.8913816114355834*^-25*I,-7.598913892928611*^-26+0.*I,0.+1.9819969496862438*^-26*I,5.131087750022621*^-27+0.*I,0.-1.3186182126265965*^-27*I,-3.3641752588941383*^-28+0.*I,0.+8.521841638736332*^-29*I,2.1435207968417156*^-29+0.*I,0.-5.3543183125859454*^-30*I,-1.3283256851662364*^-30+0.*I,0.+3.2731760798108972*^-31*I,8.011945761170612*^-32+0.*I,0.-1.94826861465139*^-32*I,-4.706946142575039*^-33+0.*I,0.+1.1299144787706242*^-33*I,2.695276501817867*^-34+0.*I,0.-6.389208234820778*^-35*I,-1.5052561965265794*^-35+0.*I,0.+3.524733885895612*^-36*I,8.204022414796189*^-37+0.*I,0.-1.8982055168316896*^-37*I,-4.366224507374168*^-38+0.*I,0.+9.984933256018299*^-39*I,2.270333624849957*^-39+0.*I,0.-5.13296236986178*^-40*I,-1.1540063270763395*^-40+0.*I,0.+2.580104002823166*^-41*I
0.-0.4141457831010287*I,0.08984732530895717+0.*I,0.-0.3088862702389873*I,-0.05538435389941573+0.*I,0.-0.23451211031268165*I,-0.22371598363624967+0.*I,0.-0.019522339352863072*I,-0.22630298645368715+0.*I,0.+0.22729720269225132*I,0.054738574894603584+0.*I,0.+0.1462558296866615*I,0.2496344143568124+0.*I,0.-0.21645527478556903*I,-0.08531836963609252+0.*I,0.-0.07437412532599784*I,-0.20446497598371258+0.*I,0.+0.27683371831599857*I,0.29137384283879575+0.*I,0.-0.26413899709290706*I,-0.21528990318426564+0.*I,0.+0.16148045458673344*I,0.11309150670607124+0.*I,0.-0.07469232393147657*I,-0.046861184070647204+0.*I,0.+0.028083670204269787*I,0.016147552360932484+0.*I,0.-0.00893971796854784*I,-0.004779632736422199+0.*I,0.+0.0024740517156708022*I,0.0012425142954019652+0.*I,0.-0.0006065742959313659*I,-0.00028831588374478485+0.*I,0.+0.00013362423941755714*I,0.000060463894710657884+0.*I,0.-0.000026742744631029352*I,-0.000011573664839045449+0.*I,0.+4.905747302087628*^-6*I,2.0383883327724588*^-6+0.*I,0.-8.309268433821545*^-7*I,-3.325460386590208*^-7+0.*I,0.+1.3075205917603463*^-7*I,5.053893581207704*^-8+0.*I,0.-1.9214903438535863*^-8*I,-7.189875726075011*^-9+0.*I,0.+2.6490894033910255*^-9*I,9.615478112638803*^-10+0.*I,0.-3.439841882059835*^-10*I,-1.2133390047451044*^-10+0.*I,0.+4.221571547951151*^-11*I,1.4493626898648608*^-11+0.*I,0.-4.9118457018956*^-12*I,-1.6437007105810966*^-12+0.*I,0.+5.433120719400746*^-13*I,1.7744176104450696*^-13+0.*I,0.-5.72752624721043*^-14*I,-1.8276880060343854*^-14+0.*I,0.+5.7673220897165335*^-15*I,1.80008010961996*^-15+0.*I,0.-5.558510942025526*^-16*I,-1.6985297185301003*^-16+0.*I,0.+5.137250574898988*^-17*I,1.538233270502605*^-17+0.*I,0.-4.560734151314995*^-18*I,-1.3392208871997526*^-18+0.*I,0.+3.8954273271488097*^-19*I,1.122589310379554*^-19+0.*I,0.-3.205709574804105*^-20*I,-9.072704393768093*^-21+0.*I,0.+2.5452351703569458*^-21*I,7.078878291858746*^-22+0.*I,0.-1.9521394539040465*^-22*I,-5.338624632623454*^-23+0.*I,0.+1.4480391031220175*^-23*I,3.896025316600405*^-24+0.*I,0.-1.0399444979774087*^-24*I,-2.754228719919422*^-25+0.*I,0.+7.238425729160434*^-26*I,1.8879640507435137*^-26+0.*I,0.-4.887631329116583*^-27*I,-1.2560485873525674*^-27+0.*I,0.+3.204530863009974*^-28*I,8.117417446647884*^-29+0.*I,0.-2.0417886722317423*^-29*I,-5.100186166605801*^-30+0.*I,0.+1.2652759368392187*^-30*I,3.117805069771705*^-31+0.*I,0.-7.631617138556366*^-32*I,-1.8557798717705224*^-32+0.*I,0.+4.483487567057957*^-33*I,1.0762706308133823*^-33+0.*I,0.-2.56731094400883*^-34*I,-6.085853229687338*^-35+0.*I,0.+1.4337855199756756*^-35*I,3.35737213822647*^-36+0.*I,0.-7.814467927544102*^-37*I,-1.80807014293703*^-37+0.*I,0.+4.1588917327877835*^-38*I,9.510782799088872*^-39+0.*I,0.-2.1625211319453093*^-39*I,-4.889206425750227*^-40+0.*I
-0.36016621863033726+0.*I,0.-0.24721097559841082*I,-0.21675280317776244+0.*I,0.-0.17024999275767622*I,-0.24916704894515745+0.*I,0.-0.019522339352863072*I,-0.24069379055943085+0.*I,0.+0.17572022626258482*I,-0.06364078693690253+0.*I,0.+0.2307771082116068*I,0.19786011070083642+0.*I,0.-0.019065853928003584*I,0.1647937772384049+0.*I,0.-0.24441552362598737*I,-0.19500619953348194+0.*I,0.+0.06021929071697106*I,-0.09313856453368184+0.*I,0.+0.21258426951424475*I,0.2749630540010925+0.*I,0.-0.28280967066978824*I,-0.25263061901466627+0.*I,0.+0.20375105437256114*I,0.15159678641333557+0.*I,0.-0.10548603603345295*I,-0.06929911015953727+0.*I,0.+0.043282663690927696*I,0.025839291345585255+0.*I,0.-0.014807347914412643*I,-0.00817360180816112+0.*I,0.+0.004358598346680988*I,0.002250832736948772+0.*I,0.-0.001128024814906407*I,-0.0005496292927855001+0.*I,0.+0.00026079355980864773*I,0.00012067575085216062+0.*I,0.-0.00005452470574613312*I,-0.00002408323877856317+0.*I,0.+0.000010409625659843578*I,4.407207242073909*^-6+0.*I,0.-1.8292539483031593*^-6*I,-7.449202817688458*^-7+0.*I,0.+2.978426043282259*^-7*I,1.1700301362485016*^-7+0.*I,0.-4.5186757596105735*^-8*I,-1.7166467157712737*^-8+0.*I,0.+6.41860998873024*^-9*I,2.363255878803648*^-9+0.*I,0.-8.572268373262882*^-10*I,-3.064707560586949*^-10+0.*I,0.+1.0803692126710314*^-10*I,3.756785888897876*^-11+0.*I,0.-1.2890906459893933*^-11*I,-4.366426835763016*^-12+0.*I,0.+1.4604596026363777*^-12*I,4.825152511414574*^-13+0.*I,0.-1.5751478850197622*^-13*I,-5.0821178825583694*^-14+0.*I,0.+1.621062200079052*^-14*I,5.113274775929318*^-15+0.*I,0.-1.595331571694225*^-15*I,-4.924456206301106*^-16+0.*I,0.+1.5042491065143768*^-16*I,4.548099126853318*^-17+0.*I,0.-1.3613800241050482*^-17*I,-4.035107183887937*^-18+0.*I,0.+1.1845149415524866*^-18*I,3.444419644900234*^-19+0.*I,0.-9.923362277895765*^-20*I,-2.832978384804444*^-20+0.*I,0.+8.01569033892517*^-21*I,2.2481273919371632*^-21+0.*I,0.-6.251004973067029*^-22*I,-1.7234235837617987*^-22+0.*I,0.+4.712046959837228*^-23*I,1.2777992622815*^-23+0.*I,0.-3.437234647085603*^-24*I,-9.172874579422805*^-25+0.*I,0.+2.428878955516377*^-25*I,6.382093212646334*^-26+0.*I,0.-1.6642875213975316*^-26*I,-4.307755580716611*^-27+0.*I,0.+1.1068258507468732*^-27*I,2.8233175269175744*^-28+0.*I,0.-7.1505202353572*^-29*I,-1.7982788771416582*^-29+0.*I,0.+4.491182432988549*^-30*I,1.1140127908632471*^-30+0.*I,0.-2.744643387344972*^-31*I,-6.717184628130124*^-32+0.*I,0.+1.633174388958736*^-32*I,3.945109343537226*^-33+0.*I,0.-9.468977068527735*^-34*I,-2.2583956015277053*^-34+0.*I,0.+5.352841851972756*^-35*I,1.2609268371617867*^-35+0.*I,0.-2.952223697025978*^-36*I,-6.870598195586908*^-37+0.*I,0.+1.5894870853103722*^-37*I,3.655671190906365*^-38+0.*I,0.-8.359007404909475*^-39*I
0.+0.28998752411682555*I,-0.33517174143275347+0.*I,0.+0.04237851012858448*I,-0.27897465487521234+0.*I,0.+0.07191973961627258*I,-0.22630298645368715+0.*I,0.+0.17572022626258482*I,-0.09921280007421401+0.*I,0.+0.23909314898910075*I,0.11364812259588429+0.*I,0.+0.11652450253351307*I,0.23267991896360837+0.*I,0.-0.15764663187956926*I,0.027785112586529024+0.*I,0.-0.18864667293117984*I,-0.23697433590321496+0.*I,0.+0.16603344581602647*I,0.026016073896297516+0.*I,0.+0.11950694659126114*I,0.2253001247889677+0.*I,0.-0.2746302651976837*I,-0.27351907982152474+0.*I,0.+0.23915398938661347*I,0.18986051927458134+0.*I,0.-0.13952606529881628*I,-0.09611400845757298+0.*I,0.+0.06261195328356656*I,0.03882523722422894+0.*I,0.-0.02303372729579867*I,-0.01312723537146607+0.*I,0.+0.007210899757406993*I,0.0038284627343806964+0.*I,0.-0.0019692849466436506*I,-0.0009833997192808658+0.*I,0.+0.0004775990342586896*I,0.00022593866175750634+0.*I,0.-0.00010425981085305659*I,-0.00004698770561181523+0.*I,0.+0.000020705234648571128*I,8.929894085616919*^-6+0.*I,0.-3.7729813752057867*^-6*I,-1.563013691613126*^-6+0.*I,0.+6.353575275166709*^-7*I,2.5360740896685404*^-7+0.*I,0.-9.946763035936892*^-8*I,-3.835699990636481*^-8+0.*I,0.+1.4551203450353001*^-8*I,5.4334587078835966*^-9+0.*I,0.-1.997992114571602*^-9*I,-7.238595695200267*^-10+0.*I,0.+2.5849308792073627*^-10*I,9.102429650098102*^-11+0.*I,0.-3.161906376391543*^-11*I,-1.0838872257694227*^-11+0.*I,0.+3.667871821661585*^-12*I,1.2256960863544929*^-12+0.*I,0.-4.0460047150907434*^-13*I,-1.3196978178619647*^-13+0.*I,0.+4.2545191540718523*^-14*I,1.356038052022599*^-14+0.*I,0.-4.2741604196278485*^-15*I,-1.3325834582404888*^-15+0.*I,0.+4.1105987867527815*^-16*I,1.2548183413865287*^-16+0.*I,0.-3.791539955835585*^-17*I,-1.1342257069077953*^-17+0.*I,0.+3.3598419310249286*^-18*I,9.857272268636569*^-19+0.*I,0.-2.8647916237878854*^-19*I,-8.249060989726562*^-20+0.*I,0.+2.3537760635096337*^-20*I,6.656503844201685*^-21+0.*I,0.-1.8660203197292*^-21*I,-5.186113203285646*^-22+0.*I,0.+1.4291804856680466*^-22*I,3.905831232598925*^-23+0.*I,0.-1.058719641895409*^-23*I,-2.8467373406980226*^-24+0.*I,0.+7.593967334259744*^-25*I,2.01001428707873*^-25+0.*I,0.-5.279480145584298*^-26*I,-1.3762447220401928*^-26+0.*I,0.+3.5609183400756934*^-27*I,9.146145150757314*^-28+0.*I,0.-2.3322245990337573*^-28*I,-5.904783772500226*^-29+0.*I,0.+1.4845089584965244*^-29*I,3.706375914523856*^-30+0.*I,0.-9.19063179804547*^-31*I,-2.2636581463919807*^-31+0.*I,0.+5.538410118422673*^-32*I,1.3461900143392544*^-32+0.*I,0.-3.250961178035227*^-33*I,-7.80077210397654*^-34+0.*I,0.+1.8600262962184906*^-34*I,4.4074832798221294*^-35+0.*I,0.-1.0379726522491072*^-35*I,-2.429615367758756*^-36+0.*I,0.+5.652980039411629*^-37*I,1.3074854307534506*^-37+0.*I
