0.006065804724240951+0.*I,0.019382287973729664+0.*I,0.04379319801273711+0.*I,0.08079093798377976+0.*I,0.12907712140908936+0.*I,0.18445094566699258+0.*I,0.24061454565431803+0.*I,0.2905958946933009+0.*I,0.32829260341299615+0.*I,0.3496684594085938+0.*I,0.3533239499415599+0.*I,0.3404029782792811+0.*I,0.31399255084838285+0.*I,0.2782686529534316+0.*I,0.2376385450248388+0.*I,0.1960594915342524+0.*I,0.15661901831893457+0.*I,0.12137707114157606+0.*I,0.09141490619190823+0.*I,0.06701265647170714+0.*I,0.047880475342678516+0.*I,0.03338607946655528+0.*I,0.022744201756867165+0.*I,0.015153864443596511+0.*I,0.009884037717502472+0.*I,0.006316565537239962+0.*I,0.003958320443551358+0.*I,0.002434140734076805+0.*I,0.0014698847538599812+0.*I,0.0008721695159725541+0.*I,0.0005088114696543438+0.*I,0.0002920065966220238+0.*I,0.00016494315227678653+0.*I,0.00009174743620205096+0.*I,0.000050277201408002174+0.*I,0.000027155242791056797+0.*I,0.000014461690292287702+0.*I,7.5968720410112755*^-6+0.*I,3.937854178705188*^-6+0.*I,2.0148556765338473*^-6+0.*I,1.0179596515498795*^-6+0.*I,5.079901050031838*^-7+0.*I,2.504651028905968*^-7+0.*I,1.220477039452571*^-7+0.*I,5.879222441895728*^-8+0.*I,2.8004656631011337*^-8+0.*I,1.3193740960099488*^-8+0.*I,6.149441026510498*^-9+0.*I,2.836165952434142*^-9+0.*I,1.2946435617468523*^-9+0.*I,5.85034975564712*^-10+0.*I,2.6176607396358*^-10+0.*I,1.1599207145828994*^-10+0.*I,5.091045593561661*^-11+0.*I,2.2137405656746983*^-11+0.*I,9.53810272489926*^-12+0.*I,4.072720426439562*^-12+0.*I,1.7237083592983066*^-12+0.*I,7.23213305930439*^-13+0.*I,3.008548512670328*^-13+0.*I,1.2410749518530693*^-13+0.*I,5.0774974016676054*^-14+0.*I,2.0604898613633883*^-14+0.*I,8.295008283076368*^-15+0.*I,3.3131679677336023*^-15+0.*I,1.3131169048072729*^-15+0.*I,5.164734981727383*^-16+0.*I,2.016170504432636*^-16+0.*I,7.812488974095481*^-17+0.*I,3.005256110702479*^-17+0.*I,1.1477547155018825*^-17+0.*I,4.35247743461888*^-18+0.*I,1.639029977597602*^-18+0.*I,6.129740420452904*^-19+0.*I,2.2768941463178783*^-19+0.*I,8.400958236358836*^-20+0.*I,3.079205305666565*^-20+0.*I,1.1212692204419486*^-20+0.*I,4.056759073046897*^-21+0.*I,1.4584189118453399*^-21+0.*I,5.2101941949867*^-22+0.*I,1.8498138128815964*^-22+0.*I,6.52736214852878*^-23+0.*I,2.2893662670666826*^-23+0.*I,7.981642159284194*^-24+0.*I,2.7663008306695895*^-24+0.*I,9.531621722833851*^-25+0.*I,3.2653052673329067*^-25+0.*I,1.1122414339242582*^-25+0.*I,3.7672173983884637*^-26+0.*I,1.268866832445069*^-26+0.*I,4.25022543511191*^-27+0.*I,1.4159068053238054*^-27+0.*I,4.691479378187856*^-28+0.*I,1.546188723953283*^-28+0.*I,5.06894192950809*^-29+0.*I,1.6530969181349177*^-29+0.*I,5.3632626519435624*^-30+0.*I,1.7311418079170552*^-30+0.*I,5.559447897943938*^-31+0.*I
-0.019382287973729664+0.*I,-0.05586712984506235+0.*I,-0.11252331485678345+0.*I,-0.18230219883419366+0.*I,-0.25086297705795596+0.*I,-0.30075764373396996+0.*I,-0.31703376991683285+0.*I,-0.2919454547207383+0.*I,-0.22707606733536248+0.*I,-0.1324306234636588+0.*I,-0.023240198818585217+0.*I,0.08414086886735996+0.*I,0.1758786102770689+0.*I,0.24295422482318013+0.*I,0.28185081525278766+0.*I,0.2938940540224235+0.*I,0.28378748129218156+0.*I,0.257916155090533+0.*I,0.22285790301024658+0.*I,0.1843403427013142+0.*I,0.14669547413385478+0.*I,0.11273614020327728+0.*I,0.08391921249004092+0.*I,0.06065566174555903+0.*I,0.042655643350033065+0.*I,0.02923663540479076+0.*I,0.019560124660692103+0.*I,0.01279013733333071+0.*I,0.008183485493727966+0.*I,0.005128696452559989+0.*I,0.003151245256281907+0.*I,0.0018998829962590083+0.*I,0.001124789862059164+0.*I,0.0006543623285539577+0.*I,0.0003743223040882162+0.*I,0.00021067379304698117+0.*I,0.00011672148814780727+0.*I,0.00006369246439384497+0.*I,0.00003424749472135794+0.*I,0.00001815374933390065+0.*I,9.490342435010878*^-6+0.*I,4.894922731733751*^-6+0.*I,2.4918318322293937*^-6+0.*I,1.2524260167119642*^-6+0.*I,6.217119332811427*^-7+0.*I,3.0490592614436394*^-7+0.*I,1.4777837867234348*^-7+0.*I,7.080219679635413*^-8+0.*I,3.354207225203121*^-8+0.*I,1.5716339682507718*^-8+0.*I,7.285128735075573*^-9+0.*I,3.3415546838093996*^-9+0.*I,1.5169882899804913*^-9+0.*I,6.81758982237539*^-10+0.*I,3.033774558459578*^-10+0.*I,1.3369794540408376*^-10+0.*I,5.836291230546217*^-11+0.*I,2.5240536475656305*^-11+0.*I,1.081646180356135*^-11+0.*I,4.59377428566522*^-12+0.*I,1.9338464328079224*^-12+0.*I,8.070673901216683*^-13+0.*I,3.339629580893313*^-13+0.*I,1.3704096882225508*^-13+0.*I,5.577337932440658*^-14+0.*I,2.2515763585143374*^-14+0.*I,9.017505481728312*^-15+0.*I,3.5832834350834066*^-15+0.*I,1.4129414685726978*^-15+0.*I,5.529260243374169*^-16+0.*I,2.1476313898373753*^-16+0.*I,8.28039008161556*^-17+0.*I,3.1694743196747786*^-17+0.*I,1.2045219862756312*^-17+0.*I,4.545457765045629*^-18+0.*I,1.7034092773630638*^-18+0.*I,6.339875848433021*^-19+0.*I,2.3437084296147393*^-19+0.*I,8.606510538680183*^-20+0.*I,3.1397123987063444*^-20+0.*I,1.1379662874636091*^-20+0.*I,4.09809699357788*^-21+0.*I,1.4665064578044303*^-21+0.*I,5.215180342820123*^-22+0.*I,1.843198507556227*^-22+0.*I,6.47478423796301*^-23+0.*I,2.2607944552156497*^-23+0.*I,7.847129929871123*^-24+0.*I,2.7077292787390644*^-24+0.*I,9.289111930542101*^-25+0.*I,3.1684505602351935*^-25+0.*I,1.0746128030261643*^-25+0.*I,3.6242431378225903*^-26+0.*I,1.215542515408181*^-26+0.*I,4.054498671298171*^-27+0.*I,1.3450685932715858*^-27+0.*I,4.438308393110676*^-28+0.*I,1.4567373523094937*^-28+0.*I,4.75620106509303*^-29+0.*I,1.5448212760959598*^-29+0.*I
0.04379319801273711+0.*I,0.11252331485678345+0.*I,0.19837302050517777+0.*I,0.274089291776578+0.*I,0.3089966547550596+0.*I,0.2828959176316047+0.*I,0.19539259076781698+0.*I,0.06651858886027537+0.*I,-0.07082520769101468+0.*I,-0.1824814779901865+0.*I,-0.24361394409847717+0.*I,-0.24461469497132504+0.*I,-0.19128570945518528+0.*I,-0.10053727957149106+0.*I,0.0059702709893615265+0.*I,0.10784303305551224+0.*I,0.19005593749656366+0.*I,0.2446284169410439+0.*I,0.27021347041139243+0.*I,0.2703874721095024+0.*I,0.25148511039499255+0.*I,0.22062664740221713+0.*I,0.184292700010524+0.*I,0.14753581280139116+0.*I,0.11373933014655926+0.*I,0.08475192725001489+0.*I,0.06121917799159062+0.*I,0.042969885558151656+0.*I,0.029366183052354302+0.*I,0.019573780949374075+0.*I,0.01274329315293366+0.*I,0.008113785376839003+0.*I,0.0050581320626615295+0.*I,0.0030904228547716053+0.*I,0.001852244641704176+0.*I,0.001089896865999033+0.*I,0.0006300875174762748+0.*I,0.0003581285345265132+0.*I,0.00020024871267878498+0.*I,0.00011021545830804776+0.*I,0.000059743136008135364+0.*I,0.0000319095481786481+0.*I,0.000016801198975424516+0.*I,8.724362192669535*^-6+0.*I,4.469675309317425*^-6+0.*I,2.260120712220299*^-6+0.*I,1.128380452679586*^-6+0.*I,5.564086572358301*^-7+0.*I,2.710720692613838*^-7+0.*I,1.305145947775746*^-7+0.*I,6.212135659552259*^-8+0.*I,2.9238040491731494*^-8+0.*I,1.3611102155566655*^-8+0.*I,6.268778807360622*^-9+0.*I,2.857059156303452*^-9+0.*I,1.2888417537499257*^-9+0.*I,5.75595285373496*^-10+0.*I,2.54543107278328*^-10+0.*I,1.1148525692911542*^-10+0.*I,4.836904849725566*^-11+0.*I,2.0791719910355168*^-11+0.*I,8.856492272968402*^-12+0.*I,3.738990386730372*^-12+0.*I,1.5647260323328712*^-12+0.*I,6.492039487883078*^-13+0.*I,2.6708407111470246*^-13+0.*I,1.0896866405185733*^-13+0.*I,4.40963574133425*^-14+0.*I,1.7701490939101074*^-14+0.*I,7.049846508700429*^-15+0.*I,2.7859091468469156*^-15+0.*I,1.0925082881879776*^-15+0.*I,4.252109014267908*^-16+0.*I,1.6426901750933588*^-16+0.*I,6.299800389781314*^-17+0.*I,2.3986372228990906*^-17+0.*I,9.068060435043267*^-18+0.*I,3.404241671578243*^-18+0.*I,1.2691861425759612*^-18+0.*I,4.699707504051479*^-19+0.*I,1.728611343532361*^-19+0.*I,6.316030962123269*^-20+0.*I,2.2927134686584683*^-20+0.*I,8.268966098670845*^-21+0.*I,2.963362733247909*^-21+0.*I,1.0553242778872292*^-21+0.*I,3.734986069475734*^-22+0.*I,1.3137948309551304*^-22+0.*I,4.593400812155796*^-23+0.*I,1.5963984205643886*^-23+0.*I,5.51543199621965*^-24+0.*I,1.8944339837392022*^-24+0.*I,6.4695011229729515*^-25+0.*I,2.1967592735840503*^-25+0.*I,7.417248289830209*^-26+0.*I,2.4904596252736285*^-26+0.*I,8.316097560211833*^-27+0.*I,2.7617824544904802*^-27+0.*I,9.122524378355467*^-28+0.*I,2.9972403187130633*^-28+0.*I
-0.08079093798377976+0.*I,-0.18230219883419366+0.*I,-0.274089291776578+0.*I,-0.30727470514160293+0.*I,-0.25355476950319267+0.*I,-0.12298147368101217+0.*I,0.03960943142092305+0.*I,0.17575172672522982+0.*I,0.2392847594745316+0.*I,0.2139741655728021+0.*I,0.1162618642263749+0.*I,-0.015213037157780405+0.*I,-0.13634006943030882+0.*I,-0.21271892306030385+0.*I,-0.22819947230167928+0.*I,-0.18560196465830622+0.*I,-0.10156778554627521+0.*I,0.0011261596800043324+0.*I,0.10071729799825484+0.*I,0.1812038178853536+0.*I,0.23419056244980865+0.*I,0.2583487427038895+0.*I,0.25747136784914687+0.*I,0.23810511378183946+0.*I,0.20746474169082782+0.*I,0.1719843970820308+0.*I,0.13656403637770137+0.*I,0.10438546623746969+0.*I,0.07709959856926721+0.*I,0.05519290542086687+0.*I,0.03838854035735812+0.*I,0.02599541406771352+0.*I,0.01716812609809867+0.*I,0.011074626160551672+0.*I,0.006986840000628739+0.*I,0.004315947128097916+0.*I,0.0026131101102383355+0.*I,0.001552108927069986+0.*I,0.0009051642718751926+0.*I,0.0005186783873527949+0.*I,0.0002922341138311619+0.*I,0.00016199350105651353+0.*I,0.00008839926664402991+0.*I,0.00004751336106513106+0.*I,0.000025165979233583462+0.*I,0.00001314144302633188+0.*I,6.768467205122696*^-6+0.*I,3.43977997437556*^-6+0.*I,1.7255531612582998*^-6+0.*I,8.547476864062184*^-7+0.*I,4.182203554556039*^-7+0.*I,2.0219374567930578*^-7+0.*I,9.66175209568018*^-8+0.*I,4.564500103954638*^-8+0.*I,2.132539198741688*^-8+0.*I,9.85550450538583*^-9+0.*I,4.506558241839046*^-9+0.*I,2.039373313092748*^-9+0.*I,9.135468887893618*^-10+0.*I,4.0517236107512575*^-10+0.*I,1.7795580430135971*^-10+0.*I,7.741634887864094*^-11+0.*I,3.336435440063472*^-11+0.*I,1.4247555355659284*^-11+0.*I,6.029490047690745*^-12+0.*I,2.529155630869442*^-12+0.*I,1.0517068438237162*^-12+0.*I,4.3361560027463967*^-13+0.*I,1.7728443937508498*^-13+0.*I,7.188761078788149*^-14+0.*I,2.8914469443156955*^-14+0.*I,1.153751142635066*^-14+0.*I,4.567734519816297*^-15+0.*I,1.794467410162836*^-15+0.*I,6.996305683912911*^-16+0.*I,2.7073927738421476*^-16+0.*I,1.0399974340023227*^-16+0.*I,3.9660620230475216*^-17+0.*I,1.5016863997371985*^-17+0.*I,5.645942021146366*^-18+0.*I,2.1080193793369125*^-18+0.*I,7.816928654228236*^-19+0.*I,2.8791361881352674*^-19+0.*I,1.0533987035980471*^-19+0.*I,3.828835989018083*^-20+0.*I,1.38268104174586*^-20+0.*I,4.961298437540923*^-21+0.*I,1.7689789443666997*^-21+0.*I,6.268142787692886*^-22+0.*I,2.2073848002134567*^-22+0.*I,7.726331666318086*^-23+0.*I,2.6881725091936176*^-23+0.*I,9.297388378954362*^-24+0.*I,3.196801377333866*^-24+0.*I,1.092826536757113*^-24+0.*I,3.7144716863627575*^-25+0.*I,1.2553989770122177*^-25+0.*I,4.219231756933539*^-26+0.*I,1.410195226082433*^-26+0.*I,4.687551854902969*^-27+0.*I
0.12907712140908936+0.*I,0.25086297705795596+0.*I,0.3089966547550596+0.*I,0.25355476950319267+0.*I,0.09782171512261054+0.*I,-0.08699924700984735+0.*I,-0.21390366255338397+0.*I,-0.22839461178496026+0.*I,-0.13374720190262124+0.*I,0.017067395565867133+0.*I,0.1525749656036637+0.*I,0.21710387790967883+0.*I,0.19147645511387326+0.*I,0.09406372684580741+0.*I,-0.03337359947082845+0.*I,-0.14537600057907318+0.*I,-0.2089322969605058+0.*I,-0.21118658361722792+0.*I,-0.15852388991269215+0.*I,-0.0699953356943666+0.*I,0.031025214281114988+0.*I,0.12384239040591186+0.*I,0.19452766182713116+0.*I,0.23698165623383585+0.*I,0.2517761905241074+0.*I,0.2438878330728254+0.*I,0.2202918650743052+0.*I,0.1880304227331709+0.*I,0.1529983987514206+0.*I,0.11941706646286669+0.*I,0.08981984214298962+0.*I,0.06533712419165204+0.*I,0.04609716324695192+0.*I,0.031618108677441185+0.*I,0.021125153336792133+0.*I,0.013771899480480798+0.*I,0.00877295816877435+0.*I,0.005467708885503334+0.*I,0.0033377687289213+0.*I,0.0019976985101182814+0.*I,0.0011733118941619127+0.*I,0.0006767937854598227+0.*I,0.00038368623058023893+0.*I,0.00021392578699680045+0.*I,0.00011737710365227895+0.*I,0.0000634135933498114+0.*I,0.00003375103596381813+0.*I,0.00001770550920536244+0.*I,9.158885760768019*^-6+0.*I,4.673832772181501*^-6+0.*I,2.3538120175021792*^-6+0.*I,1.1703068278277218*^-6+0.*I,5.746571661329714*^-7+0.*I,2.7876751319456075*^-7+0.*I,1.336395397918129*^-7+0.*I,6.333084266260276*^-8+0.*I,2.9675935939613228*^-8+0.*I,1.375364218336243*^-8+0.*I,6.3061573007691324*^-9+0.*I,2.8612123584869308*^-9+0.*I,1.284911457548587*^-9+0.*I,5.71253984101059*^-10+0.*I,2.514832985906969*^-10+0.*I,1.0964780890065432*^-10+0.*I,4.735709624370996*^-11+0.*I,2.0264899623352738*^-11+0.*I,8.59320004170996*^-12+0.*I,3.611521861057175*^-12+0.*I,1.504601190076672*^-12+0.*I,6.214650196302314*^-13+0.*I,2.5453172019602885*^-13+0.*I,1.0338570867967047*^-13+0.*I,4.165179071149986*^-14+0.*I,1.6646406706647053*^-14+0.*I,6.60051858334262*^-15+0.*I,2.5969376635141805*^-15+0.*I,1.0139680558126616*^-15+0.*I,3.9293250619220913*^-16+0.*I,1.5114458910808572*^-16+0.*I,5.771606072223204*^-17+0.*I,2.1881504551885342*^-17+0.*I,8.237201287223578*^-18+0.*I,3.0792745130690686*^-18+0.*I,1.1432107776379442*^-18+0.*I,4.2155583035509264*^-19+0.*I,1.5440996126003116*^-19+0.*I,5.618577311690264*^-20+0.*I,2.0311713959495297*^-20+0.*I,7.295805409564305*^-21+0.*I,2.6040101651225263*^-21+0.*I,9.236133935535583*^-22+0.*I,3.2557445266592636*^-22+0.*I,1.1406608181152999*^-22+0.*I,3.972295500178102*^-23+0.*I,1.3751095318184353*^-23+0.*I,4.732328383728115*^-24+0.*I,1.6191409428340075*^-24+0.*I,5.508029717198097*^-25+0.*I,1.8631107482453063*^-25+0.*I,6.266717363760833*^-26+0.*I
-0.18445094566699258+0.*I,-0.30075764373396996+0.*I,-0.2828959176316047+0.*I,-0.12298147368101217+0.*I,0.08699924700984735+0.*I,0.2221434632999959+0.*I,0.21036500140638303+0.*I,0.07328121201029991+0.*I,-0.09777439016476255+0.*I,-0.2038299749282674+0.*I,-0.1938923752552265+0.*I,-0.08393575701464366+0.*I,0.06271641397591929+0.*I,0.17432963118396042+0.*I,0.2050895266030776+0.*I,0.14993724115076792+0.*I,0.038507334492845643+0.*I,-0.08346691883479845+0.*I,-0.1741680509445747+0.*I,-0.2089967574762024+0.*I,-0.18432563990368542+0.*I,-0.11338775699290496+0.*I,-0.0182056459957098+0.*I,0.07856904608747352+0.*I,0.15941312784291914+0.*I,0.2144734564917814+0.*I,0.24135319745400305+0.*I,0.2432169407106904+0.*I,0.22632679036438041+0.*I,0.19782219112485555+0.*I,0.16415850649098965+0.*I,0.13028298487456988+0.*I,0.09941854943753187+0.*I,0.07324354321551908+0.*I,0.052262138624569965+0.*I,0.036211885608576716+0.*I,0.02441734460554789+0.*I,0.01605168141262513+0.*I,0.010303768399015556+0.*I,0.006467173614045884+0.*I,0.003973684327241704+0.*I,0.002392716998582346+0.*I,0.0014132478967325598+0.*I,0.000819489383432656+0.*I,0.00046687479521578725+0.*I,0.00026151341420002774+0.*I,0.0001441127897410823+0.*I,0.00007817757991614562+0.*I,0.00004177048458604846+0.*I,0.000021992950035907706+0.*I,0.000011416364346178157+0.*I,5.845106644118141*^-6+0.*I,2.9529421870239884*^-6+0.*I,1.4725899692998234*^-6+0.*I,7.251528993410554*^-7+0.*I,3.527325644532076*^-7+0.*I,1.6953868551863633*^-7+0.*I,8.05435650086087*^-8+0.*I,3.783173129591116*^-8+0.*I,1.757369503113597*^-8+0.*I,8.075394475874743*^-9+0.*I,3.6716819890866055*^-9+0.*I,1.6522237303991692*^-9+0.*I,7.359906577944502*^-10+0.*I,3.246147320196177*^-10+0.*I,1.417899381513659*^-10+0.*I,6.13463711291779*^-11+0.*I,2.629541959843464*^-11+0.*I,1.116856248233399*^-11+0.*I,4.701273091556884*^-12+0.*I,1.961583867494113*^-12+0.*I,8.114110454501397*^-13+0.*I,3.328008555652633*^-13+0.*I,1.3536358729662685*^-13+0.*I,5.460787753192271*^-14+0.*I,2.1852679876097742*^-14+0.*I,8.675768630197*^-15+0.*I,3.4175982259148354*^-15+0.*I,1.3359737363309902*^-15+0.*I,5.183117250058564*^-16+0.*I,1.9959561710031044*^-16+0.*I,7.630041293587786*^-17+0.*I,2.8957845713422075*^-17+0.*I,1.091227230344191*^-17+0.*I,4.083367391689977*^-18+0.*I,1.5174676930251763*^-18+0.*I,5.600932649583839*^-19+0.*I,2.0534404338953583*^-19+0.*I,7.478673010127261*^-20+0.*I,2.7059911479741133*^-20+0.*I,9.72803780318188*^-21+0.*I,3.475024166184614*^-21+0.*I,1.2335586153204944*^-21+0.*I,4.351769506243804*^-22+0.*I,1.52584341199272*^-22+0.*I,5.317714715724506*^-23+0.*I,1.842227490681268*^-23+0.*I,6.3444797488577*^-24+0.*I,2.1722705562286307*^-24+0.*I,7.394806822493597*^-25+0.*I
0.24061454565431803+0.*I,0.31703376991683285+0.*I,0.19539259076781698+0.*I,-0.03960943142092305+0.*I,-0.21390366255338397+0.*I,-0.21036500140638303+0.*I,-0.05227572740640761+0.*I,0.13162551050668683+0.*I,0.21216363891521037+0.*I,0.14614562644777948+0.*I,-0.010212563247322835+0.*I,-0.15303810162977766+0.*I,-0.20051606553181645+0.*I,-0.13509532313484246+0.*I,-0.0012444725599573719+0.*I,0.12868327551920875+0.*I,0.19461402927259983+0.*I,0.17369932295417778+0.*I,0.08263166081152619+0.*I,-0.03729998895034071+0.*I,-0.14112304293406064+0.*I,-0.19692842007657976+0.*I,-0.19337192833709307+0.*I,-0.1381372435783782+0.*I,-0.05081485265032699+0.*I,0.04562205238614589+0.*I,0.13161909749912618+0.*I,0.19471320730450367+0.*I,0.23016744590130422+0.*I,0.23951869007836943+0.*I,0.22820061961107294+0.*I,0.20318431258799088+0.*I,0.17118509109654348+0.*I,0.13761164362745207+0.*I,0.10617903275706665+0.*I,0.0789869882463325+0.*I,0.05684844308732758+0.*I,0.03969577079855459+0.*I,0.02695467550404748+0.*I,0.017833190145209114+0.*I,0.011514536167611554+0.*I,0.00726619012382101+0.*I,0.004486965379339451+0.*I,0.002714337459165631+0.*I,0.0016101539065033347+0.*I,0.0009374474641633842+0.*I,0.0005361040597590033+0.*I,0.0003013622849657412+0.*I,0.00016663037835556833+0.*I,0.00009067950339209635+0.*I,0.000048595636850001545+0.*I,0.00002565924832367271+0.*I,0.000013355442380236772+0.*I,6.855437141742274*^-6+0.*I,3.4718146850952494*^-6+0.*I,1.7353730779099791*^-6+0.*I,8.564541436764381*^-7+0.*I,4.1748499097030393*^-7+0.*I,2.010689782362286*^-7+0.*I,9.570857414782521*^-8+0.*I,4.503862610477178*^-8+0.*I,2.0958890445388228*^-8+0.*I,9.647495757041423*^-9+0.*I,4.393723808178578*^-9+0.*I,1.9802785194644007*^-9+0.*I,8.834742267811029*^-10+0.*I,3.9023825247231066*^-10+0.*I,1.7069635542667973*^-10+0.*I,7.395428732612456*^-11+0.*I,3.174167100825308*^-11+0.*I,1.3499036697294085*^-11+0.*I,5.6892943000319765*^-12+0.*I,2.3766746876711966*^-12+0.*I,9.842537760373925*^-13+0.*I,4.041458263952215*^-13+0.*I,1.6456138458932662*^-13+0.*I,6.645679807703167*^-14+0.*I,2.6621537888370693*^-14+0.*I,1.0579560310414906*^-14+0.*I,4.171568343497606*^-15+0.*I,1.6322361951413078*^-15+0.*I,6.338279451031986*^-16+0.*I,2.442955975671559*^-16+0.*I,9.346850597261803*^-17+0.*I,3.5503269429822395*^-17+0.*I,1.3389714004084768*^-17+0.*I,5.0144035016326084*^-18+0.*I,1.86490221442043*^-18+0.*I,6.8884921934579*^-19+0.*I,2.5273470787295267*^-19+0.*I,9.211245153946261*^-20+0.*I,3.3352127476911325*^-20+0.*I,1.1998264515830213*^-20+0.*I,4.288840834378022*^-21+0.*I,1.5234351373027658*^-21+0.*I,5.377811081081298*^-22+0.*I,1.8867690209794693*^-22+0.*I,6.579558780854962*^-23+0.*I,2.2807202869048268*^-23+0.*I,7.859159029482745*^-24+0.*I
-0.2905958946933009+0.*I,-0.2919454547207383+0.*I,-0.06651858886027537+0.*I,0.17575172672522982+0.*I,0.22839461178496026+0.*I,0.07328121201029991+0.*I,-0.13162551050668683+0.*I,-0.21124297889213112+0.*I,-0.11552147008486009+0.*I,0.06406741396603399+0.*I,0.18701138875775145+0.*I,0.17202562019611817+0.*I,0.04179409904492733+0.*I,-0.1100995098126453+0.*I,-0.1895506591581814+0.*I,-0.15723556578812448+0.*I,-0.040489154158734865+0.*I,0.09350326696716577+0.*I,0.17874236366555155+0.*I,0.18118448158037517+0.*I,0.10738915797522101+0.*I,-0.0065971559784956165+0.*I,-0.11557690990684913+0.*I,-0.18368476070401848+0.*I,-0.19441017027813848+0.*I,-0.1511298799373508+0.*I,-0.07103448693900256+0.*I,0.02333501645175927+0.*I,0.11144773011562047+0.*I,0.17921064066440476+0.*I,0.22024749480040604+0.*I,0.23483877715115295+0.*I,0.2276820383506968+0.*I,0.20548717230816047+0.*I,0.17504635467067264+0.*I,0.14202907557968023+0.*I,0.11046843903591552+0.*I,0.08275691991674686+0.*I,0.0599345459830705+0.*I,0.042085909041003365+0.*I,0.028723099634743756+0.*I,0.019091394571201962+0.*I,0.01237944364808979+0.*I,0.007842678812161495+0.*I,0.004860583084876583+0.*I,0.0029503077337599474+0.*I,0.001755662026637284+0.*I,0.001025187177181897+0.*I,0.0005879082434837517+0.*I,0.0003313467546334035+0.*I,0.00018366106350653413+0.*I,0.00010018036296481644+0.*I,0.00005380563785931062+0.*I,0.00002846966700091745+0.*I,0.000014847711541381881+0.*I,7.635852085918222*^-6+0.*I,3.874016298819665*^-6+0.*I,1.9397446328976833*^-6+0.*I,9.588912934237845*^-7+0.*I,4.6815398335794444*^-7+0.*I,2.2581179631591892*^-7+0.*I,1.0764133558685609*^-7+0.*I,5.07241445327308*^-8+0.*I,2.3636082799188364*^-8+0.*I,1.0893742685128519*^-8+0.*I,4.967404998144647*^-9+0.*I,2.241494105614549*^-9+0.*I,1.0011543544739943*^-9+0.*I,4.427057672284058*^-10+0.*I,1.9385235563363708*^-10+0.*I,8.407287027963291*^-11+0.*I,3.6120437388970517*^-11+0.*I,1.537596792252713*^-11+0.*I,6.4863599332843695*^-12+0.*I,2.712079981707761*^-12+0.*I,1.1241330558279583*^-12+0.*I,4.619712537300277*^-13+0.*I,1.8826080116067261*^-13+0.*I,7.608795247827753*^-14+0.*I,3.050310263646363*^-14+0.*I,1.2131184564483657*^-14+0.*I,4.7868565948137165*^-15+0.*I,1.8743067287268275*^-15+0.*I,7.283282699968741*^-16+0.*I,2.80906261798165*^-16+0.*I,1.0754575692356105*^-16+0.*I,4.087625010032945*^-17+0.*I,1.5425581260447787*^-17+0.*I,5.780296988960359*^-18+0.*I,2.1510026459291755*^-18+0.*I,7.949808674302836*^-19+0.*I,2.9183601159447903*^-19+0.*I,1.0642114149891695*^-19+0.*I,3.855342795091467*^-20+0.*I,1.387657502458486*^-20+0.*I,4.962755666789511*^-21+0.*I,1.7636846661627646*^-21+0.*I,6.228903378415565*^-22+0.*I,2.186397471989916*^-22+0.*I,7.627933275437095*^-23+0.*I
