0.307863971328499+0.*I,0.-0.4725681364123875*I,-0.5129263445583991+0.*I,0.+0.45456913732171195*I,0.34887955412212707+0.*I,0.-0.23949479791005288*I,-0.15008110801709387+0.*I,0.+0.0870728130511421*I,0.047254497571292964+0.*I,0.-0.024178394717648252*I,-0.011736349426946416+0.*I,0.+0.005431781064281812*I,0.0024068953161654884+0.*I,0.-0.001024686686759084*I,-0.00042037089935505634+0.*I,0.+0.00016660674605330835*I,0.0000639349248601532+0.*I,0.-0.000023802318732792136*I,-8.611693848222114*^-6+0.*I,0.+3.0326154940813406*^-6*I,1.0408973903923009*^-6+0.*I,0.-3.486613765025343*^-7*I,-1.1410326404130838*^-7+0.*I,0.+3.652075255033728*^-8*I,1.1442993869184735*^-8+0.*I,0.-3.5129763735614015*^-9*I,-1.0575334741906251*^-9+0.*I,0.+3.1240487979844266*^-10*I,9.062423663561995*^-11+0.*I,0.-2.5831577600084627*^-11*I,-7.239288277708782*^-12+0.*I,0.+1.9958164242437116*^-12*I,5.415657256690268*^-13+0.*I,0.-1.4471040842061157*^-13*I,-3.8094815870175977*^-14+0.*I,0.+9.884106691466041*^-15*I,2.5286675903924518*^-15+0.*I,0.-6.381113189635943*^-16*I,-1.5889499513430736*^-16+0.*I,0.+3.905561514711407*^-17*I,9.478924300054904*^-18+0.*I,0.-2.2723367622970273*^-18*I,-5.3821229852904275*^-19+0.*I,0.+1.259867746198961*^-19*I,2.9154405336597844*^-20+0.*I,0.-6.671192900986177*^-21*I,-1.5098373021721597*^-21+0.*I,0.+3.3805455336305675*^-22*I,7.489826186556274*^-23+0.*I,0.-1.6424012516957065*^-23*I,-3.5653308186452834*^-24+0.*I,0.+7.663379152836125*^-25*I,1.6312638403419178*^-25+0.*I,0.-3.4394725098598045*^-26*I,-7.184565869192114*^-27+0.*I,0.+1.4870472018254219*^-27*I,3.0502561304465743*^-28+0.*I,0.-6.201609964679145*^-29*I,-1.2499597258688211*^-29+0.*I,0.+2.497903073302542*^-30*I,4.95000371859691*^-31+0.*I,0.-9.728506552039236*^-32*I,-1.8965133276013412*^-32+0.*I,0.+3.66767793328618*^-33*I,7.037311472395695*^-34+0.*I,0.-1.3398484035121617*^-34*I,-2.5315660530316316*^-35+0.*I,0.+4.74741754057339*^-36*I,8.837075018508515*^-37+0.*I,0.-1.6330127081358442*^-37*I,-2.996029687663218*^-38+0.*I,0.+5.457861442742816*^-39*I,9.873288467934743*^-40+0.*I,0.-1.7738053643822598*^-40*I,-3.165160025438993*^-41+0.*I,0.+5.6101000758215346*^-42*I,9.878008155617138*^-43+0.*I,0.-1.7279436908279705*^-43*I,-3.003224875676141*^-44+0.*I,0.+5.1865655963736907*^-45*I,8.90103378568793*^-46+0.*I,0.-1.5181109335381332*^-46*I,-2.5733695036983697*^-47+0.*I,0.+4.335794317042322*^-48*I,7.261638028711304*^-49+0.*I,0.-1.2090122520655676*^-49*I,-2.0011841036605498*^-50+0.*I,0.+3.293312830653522*^-51*I,5.3888639352050385*^-52+0.*I,0.-8.768146204437129*^-53*I,-1.418704989634346*^-53+0.*I,0.+2.282847855135761*^-54*I,3.6533276382566286*^-55+0.*I,0.-5.815040130179211*^-56*I,-9.206495758825674*^-57+0.*I,0.+1.4499002436046963*^-57*I,2.27147559125869*^-58+0.*I,0.-3.540199816713231*^-59*I,-5.489342204487036*^-60+0.*I,0.+8.468534793632177*^-61*I
0.-0.4725681364123875*I,-0.4175234216444444+0.*I,0.+0.11902457373418211*I,-0.19065538107147315+0.*I,0.+0.37361162625897143*I,0.41249626430348757+0.*I,0.-0.3562670416424632*I,-0.263421385605355+0.*I,0.+0.1737439221088597*I,0.10464989710911611+0.*I,0.-0.05844361774077208*I,-0.030587337505487505+0.*I,0.+0.015121681167458106*I,0.007105300596352144+0.*I,0.-0.0031887613578107706*I,-0.0013723497929917542+0.*I,0.+0.0005682875099433132*I,0.0002270741256588579+0.*I,0.-0.00008776582143020972*I,-0.00003288246857207241+0.*I,0.+0.000011964501639039567*I,4.234799334248059*^-6+0.*I,0.-1.460219438853214*^-6*I,-4.911610383835821*^-7+0.*I,0.+1.6134953567374087*^-7*I,5.1822585524748144*^-8+0.*I,0.-1.628943170654993*^-8*I,-5.015566738223121*^-9+0.*I,0.+1.5139839380146734*^-9*I,4.483752349037351*^-10+0.*I,0.-1.3037314191345995*^-10*I,-3.7243092908249754*^-11+0.*I,0.+1.0458744613911371*^-11*I,2.88892919954158*^-12+0.*I,0.-7.853242664126242*^-13*I,-2.1019996446809444*^-13+0.*I,0.+5.542316052764535*^-14*I,1.4401789937411072*^-14+0.*I,0.-3.689680111652246*^-15*I,-9.323489454562886*^-16+0.*I,0.+2.324593439694304*^-16*I,5.720671558301216*^-17+0.*I,0.-1.3900274806461674*^-17*I,-3.3359056136526263*^-18+0.*I,0.+7.90949997469669*^-19*I,1.8533348172448317*^-19+0.*I,0.-4.292864638162082*^-20*I,-9.83201266669464*^-21+0.*I,0.+2.2271425610006013*^-21*I,4.990771370685601*^-22+0.*I,0.-1.1066255887625533*^-22*I,-2.4285233781400742*^-23+0.*I,0.+5.2757439174450345*^-24*I,1.1347824404010933*^-24+0.*I,0.-2.417203417961686*^-25*I,-5.0999563853133807*^-26+0.*I,0.+1.0659831009728774*^-26*I,2.207698780367302*^-27+0.*I,0.-4.531137862505211*^-28*I,-9.217697194048595*^-29+0.*I,0.+1.8588853355230763*^-29*I,3.716744885143835*^-30+0.*I,0.-7.369120808296643*^-31*I,-1.449012295106646*^-31+0.*I,0.+2.826120314901317*^-32*I,5.4679964961643625*^-33+0.*I,0.-1.0496387013273166*^-33*I,-1.999303733490384*^-34+0.*I,0.+3.779172570440311*^-35*I,7.089959994916267*^-36+0.*I,0.-1.3202876977616425*^-36*I,-2.4407218565738643*^-37+0.*I,0.+4.4795950075605794*^-38*I,8.163464004252717*^-39+0.*I,0.-1.4773001786498013*^-39*I,-2.6549945104455515*^-40+0.*I,0.+4.739145415226813*^-41*I,8.402679339093132*^-42+0.*I,0.-1.4799793434085552*^-42*I,-2.589711390933498*^-43+0.*I,0.+4.502375313282774*^-44*I,7.77790188753213*^-45+0.*I,0.-1.3352069524222143*^-45*I,-2.2778971819322075*^-46+0.*I,0.+3.8623557090477804*^-47*I,6.509317284681298*^-48+0.*I,0.-1.0904738610917124*^-48*I,-1.816028244327276*^-49+0.*I,0.+3.0066827547294663*^-50*I,4.9492538959417394*^-51+0.*I,0.-8.100424053026104*^-52*I,-1.3183168171529031*^-52+0.*I,0.+2.1335525251407636*^-53*I,3.433881297788193*^-54+0.*I,0.-5.4965717868785045*^-55*I,-8.75082383329204*^-56+0.*I,0.+1.3857393853226557*^-56*I,2.1828022944970994*^-57+0.*I,0.-3.420358158710941*^-58*I,-5.3318353639713945*^-59+0.*I
-0.5129263445583991+0.*I,0.+0.11902457373418211*I,-0.2883339253284686+0.*I,0.+0.3527124456479135*I,0.1358913365671315+0.*I,0.+0.14300762812305837*I,0.3277715702706267+0.*I,0.-0.3805965363605434*I,-0.3382607911959431+0.*I,0.+0.2549793212830405*I,0.17056947109712248+0.*I,0.-0.10386287916735501*I,-0.05851026828303462+0.*I,0.+0.030840767037297722*I,0.015337770789808518+0.*I,0.-0.007243231583016392*I,-0.003264771046420536+0.*I,0.+0.001410361883153732*I,0.0005859611892352227+0.*I,0.-0.00023482173603564318*I,-0.00009099720318239293+0.*I,0.+0.00003417295718754892*I,0.00001246031552732091+0.*I,0.-4.418737925691489*^-6*I,-1.5263026567034386*^-6+0.*I,0.+5.142084222307744*^-7*I,1.6916840950824624*^-7+0.*I,0.-5.440728824529308*^-8*I,-1.712325131953753*^-8+0.*I,0.+5.2784117551872834*^-9*I,1.5950425640600797*^-9+0.*I,0.-4.728558498650618*^-10*I,-1.3762043054740227*^-10+0.*I,0.+3.934797226417048*^-11*I,1.1058967798024242*^-11+0.*I,0.-3.0570956708773568*^-12*I,-8.316465189492841*^-13+0.*I,0.+2.2275229719326872*^-13*I,5.877116120671061*^-14+0.*I,0.-1.528121290975184*^-14*I,-3.917279432185889*^-15+0.*I,0.+9.904121675534426*^-16*I,2.470667199859734*^-16+0.*I,0.-6.083212453814778*^-17*I,-1.4788285647866775*^-17+0.*I,0.+3.550643951131631*^-18*I,8.422333204122314*^-19+0.*I,0.-1.9743264931965184*^-19*I,-4.574948362913599*^-20+0.*I,0.+1.0482093989112568*^-20*I,2.375272335689599*^-21+0.*I,0.-5.324592914840693*^-22*I,-1.1810457856743662*^-22+0.*I,0.+2.5926859050000858*^-23*I,5.63413881307108*^-24+0.*I,0.-1.2122371437135898*^-24*I,-2.582941252182759*^-25+0.*I,0.+5.451168451141191*^-26*I,1.1397011220504888*^-26+0.*I,0.-2.360988739981765*^-27*I,-4.8469769173027786*^-28+0.*I,0.+9.862613620939425*^-29*I,1.9894113957953494*^-29+0.*I,0.-3.9786327287674695*^-30*I,-7.89010372833142*^-31+0.*I,0.+1.5517867288438276*^-31*I,3.0271968601596253*^-32+0.*I,0.-5.858218403241147*^-33*I,-1.1247651791192586*^-33+0.*I,0.+2.142806719495289*^-34*I,4.0511726237192577*^-35+0.*I,0.-7.601605437588511*^-36*I,-1.4158115054335624*^-36+0.*I,0.+2.6177512290466534*^-37*I,4.805294856856215*^-38+0.*I,0.-8.758405482745549*^-39*I,-1.5852097602797405*^-39+0.*I,0.+2.8493595585216467*^-40*I,5.086834328940505*^-41+0.*I,0.-9.02043818020495*^-42*I,-1.5890084291887203*^-42+0.*I,0.+2.780872610467597*^-43*I,4.835363595362825*^-44+0.*I,0.-8.354225709019163*^-45*I,-1.4343240158243764*^-45+0.*I,0.+2.4472956105145616*^-46*I,4.1500845548550754*^-47+0.*I,0.-6.995057028421362*^-48*I,-1.1719822678235905*^-48+0.*I,0.+1.9519882681266556*^-49*I,3.2321382896610906*^-50+0.*I,0.-5.3209443970936594*^-51*I,-8.709683483655692*^-52+0.*I,0.+1.4176174376704122*^-52*I,2.294490518029978*^-53+0.*I,0.-3.6932690674219755*^-54*I,-5.912340181282025*^-55+0.*I,0.+9.41363633306756*^-56*I,1.490836974327728*^-56+0.*I,0.-2.348563430401797*^-57*I
0.+0.45456913732171195*I,-0.19065538107147315+0.*I,0.+0.3527124456479135*I,0.024249340947004858+0.*I,0.+0.2868466894811533*I,0.3021721717272453+0.*I,0.-0.08823666375732313*I,0.16338444554978857+0.*I,0.-0.32173572031983966*I,-0.35991533660512+0.*I,0.+0.31436316193375513*I,0.23456959069493624+0.*I,0.-0.15587238316681992*I,-0.09446691795436579+0.*I,0.+0.05303092591922594*I,0.02787715125316352+0.*I,0.-0.01383419881025278*I,-0.006521808912380623+0.*I,0.+0.0029353723832268737*I,0.0012665313095837454+0.*I,0.-0.0005256629437279056*I,-0.00021047097484107576+0.*I,0.+0.00008149813841059417*I,0.00003058504690664361+0.*I,0.-0.000011145427695409868*I,-3.950350899487363*^-6+0.*I,0.+1.3638670074224175*^-6*I,4.592880247408882*^-7+0.*I,0.-1.5104192479022245*^-7*I,-4.856048127180358*^-8+0.*I,0.+1.5278233907085622*^-8*I,4.708286892896436*^-9+0.*I,0.-1.4223778077024707*^-9*I,-4.2156409913042297*^-10+0.*I,0.+1.226642583685177*^-10*I,3.506428568567884*^-11+0.*I,0.-9.853062513564971*^-12*I,-2.723237505992513*^-12+0.*I,0.+7.406966504825773*^-13*I,1.9835981291515613*^-13+0.*I,0.-5.232750160407586*^-14*I,-1.3603846919306257*^-14+0.*I,0.+3.486825823042269*^-15*I,8.81468438700363*^-16+0.*I,0.-2.198635232985009*^-16*I,-5.4128107760957344*^-17+0.*I,0.+1.3157130872216424*^-17*I,3.158685391434992*^-18+0.*I,0.-7.491861730609153*^-19*I,-1.7560482289169633*^-19+0.*I,0.+4.068793921619663*^-20*I,9.321618968835091*^-21+0.*I,0.-2.1121373488186847*^-21*I,-4.734369429789122*^-22+0.*I,0.+1.0500522157685708*^-22*I,2.3049623948001004*^-23+0.*I,0.-5.008555853802902*^-24*I,-1.0775682669709172*^-24+0.*I,0.+2.2958582979239145*^-25*I,4.8450085676415287*^-26+0.*I,0.-1.0129110488305322*^-26*I,-2.0982178091664564*^-27+0.*I,0.+4.307296891175693*^-28*I,8.764031164567777*^-29+0.*I,0.-1.7677275178818055*^-29*I,-3.535119896255791*^-30+0.*I,0.+7.010246592241894*^-31*I,1.3786803137071331*^-31+0.*I,0.-2.689390111046552*^-32*I,-5.204283001258817*^-33+0.*I,0.+9.991713996277926*^-34*I,1.9034631236131332*^-34+0.*I,0.-3.598537881863469*^-35*I,-6.752040149091478*^-36+0.*I,0.+1.2575346785609342*^-36*I,2.3250280807996785*^-37+0.*I,0.-4.2678151969080247*^-38*I,-7.778516238443917*^-39+0.*I,0.+1.40781310353818*^-39*I,2.530419084515077*^-40+0.*I,0.-4.5173120408516677*^-41*I,-8.010281580665444*^-42+0.*I,0.+1.4110237929867256*^-42*I,2.4693209538559795*^-43+0.*I,0.-4.293527068248592*^-44*I,-7.4178866635082*^-45+0.*I,0.+1.2735337720139736*^-45*I,2.172896850307108*^-46+0.*I,0.-3.684676571911126*^-47*I,-6.210458893867645*^-48+0.*I,0.+1.0405039266475728*^-48*I,1.732967322953842*^-49+0.*I,0.-2.869418019990007*^-50*I,-4.723713456857349*^-51+0.*I,0.+7.731937725774298*^-52*I,1.2584511943098098*^-52+0.*I,0.-2.0368317312455828*^-53*I,-3.278472759076679*^-54+0.*I,0.+5.2482193292216404*^-55*I,8.356070379985418*^-56+0.*I
0.34887955412212707+0.*I,0.+0.37361162625897143*I,0.1358913365671315+0.*I,0.+0.2868466894811533*I,0.24440274977107784+0.*I,0.+0.08878870810530431*I,0.3023626166179798+0.*I,0.-0.2421228845055472*I,-0.01587006785045065+0.*I,0.-0.2063703480690817*I,-0.32780394954818765+0.*I,0.+0.34128133274934735*I,0.28665516944985847+0.*I,0.-0.20850004484830106*I,-0.13603044855465365+0.*I,0.+0.08129837139544104*I,0.04513662366214712+0.*I,0.-0.023514475537111255*I,-0.011581962204498208+0.*I,0.+0.005425439303412432*I,0.0024286064065901776+0.*I,0.-0.001042909687481413*I,-0.00043104877242738254+0.*I,0.+0.00017195179911789097*I,0.0000663636983062166+0.*I,0.-0.000024831694552620255*I,-9.024697009925634*^-6+0.*I,0.+3.1909291506658093*^-6*I,1.0992379668713645*^-6+0.*I,0.-3.694229008139558*^-7*I,-1.212623863738392*^-7+0.*I,0.+3.891921634279484*^-8*I,1.2225378459395964*^-8+0.*I,0.-3.761920860382482*^-9*I,-1.1349157825374395*^-9+0.*I,0.+3.359341044935305*^-10*I,9.763068053813874*^-11+0.*I,0.-2.7876848479126742*^-11*I,-7.825100708981317*^-12+0.*I,0.+2.160584379087535*^-12*I,5.871077075931033*^-13+0.*I,0.-1.5708886199017678*^-13*I,-4.140538069942194*^-14+0.*I,0.+1.0755800343123788*^-14*I,2.7547559140885515*^-15+0.*I,0.-6.959016220602924*^-16*I,-1.73459311532373*^-16+0.*I,0.+4.267609705380266*^-17*I,1.0367010501094043*^-17+0.*I,0.-2.4873757767312203*^-18*I,-5.896290142104852*^-19+0.*I,0.+1.381307066696031*^-19*I,3.198852024254924*^-20+0.*I,0.-7.324935499117766*^-21*I,-1.6589274177371103*^-21+0.*I,0.+3.716793108521303*^-22*I,8.239975397732157*^-23+0.*I,0.-1.807985543758905*^-23*I,-3.927051730120262*^-24+0.*I,0.+8.445559101341393*^-25*I,1.798723329792598*^-25+0.*I,0.-3.7945069211848214*^-26*I,-7.930108879299678*^-27+0.*I,0.+1.642141955846046*^-27*I,3.369940257220568*^-28+0.*I,0.-6.854618743539388*^-29*I,-1.3821691958552332*^-29+0.*I,0.+2.7632540397605274*^-30*I,5.4780352027201085*^-31+0.*I,0.-1.0770449902240077*^-31*I,-2.1004218685329006*^-32+0.*I,0.+4.0634940822701966*^-33*I,7.799524100367148*^-34+0.*I,0.-1.4854744843827172*^-34*I,-2.8076471172253135*^-35+0.*I,0.+5.2668401389827465*^-36*I,9.807009749431882*^-37+0.*I,0.-1.8127965926294768*^-37*I,-3.3268508094907276*^-38+0.*I,0.+6.062249876384732*^-39*I,1.0969676714611834*^-39+0.*I,0.-1.971311905285821*^-40*I,-3.518513863924201*^-41+0.*I,0.+6.238000116106338*^-42*I,1.0986324117168134*^-42+0.*I,0.-1.922286272670766*^-43*I,-3.3417894638320133*^-44+0.*I,0.+5.772597360702146*^-45*I,9.908992535187708*^-46+0.*I,0.-1.6903934994467848*^-46*I,-2.866021153581154*^-47+0.*I,0.+4.8298830433684836*^-48*I,8.090792909083956*^-49+0.*I,0.-1.3473289975460454*^-49*I,-2.2305628198591834*^-50+0.*I,0.+3.671494841165729*^-51*I,6.008800761246992*^-52+0.*I,0.-9.77861188843908*^-53*I,-1.582481401349278*^-53+0.*I,0.+2.5468237249279893*^-54*I
0.-0.23949479791005288*I,0.41249626430348757+0.*I,0.+0.14300762812305837*I,0.3021721717272453+0.*I,0.+0.08878870810530431*I,0.30535339435064185+0.*I,0.-0.11029923254010553*I,0.19155055757003558+0.*I,0.-0.2953696149986154*I,-0.16295865804569107+0.*I,0.-0.0668246842712715*I,-0.2519329720864952+0.*I,0.+0.3319310446544772*I,0.3190888748713774+0.*I,0.-0.2555066983868207*I,-0.179802883334782+0.*I,0.+0.11444608098090849*I,0.06708587672267194+0.*I,0.-0.03666492906009732*I,-0.018853007971682944+0.*I,0.+0.00918371699280323*I,0.004261237485429374+0.*I,0.-0.0018917244443911487*I,-0.0008064571409558035+0.*I,0.+0.0003311709332917924*I,0.0001313475664101145+0.*I,0.-0.00005042980624560395*I,-0.000018781028627185416+0.*I,0.+6.796524419591616*^-6*I,2.393718431785595*^-6+0.*I,0.-8.216548069499068*^-7*I,-2.7522409394199463*^-7+0.*I,0.+9.006635842191818*^-8*I,2.8825126047952195*^-8+0.*I,0.-9.030805559128626*^-9*I,-2.77209676409914*^-9+0.*I,0.+8.343854128633466*^-10*I,2.464475881578392*^-10+0.*I,0.-7.147948314177827*^-11*I,-2.0371143978345233*^-11+0.*I,0.+5.708024559984037*^-12*I,1.5733840768175762*^-12+0.*I,0.-4.2686328988528515*^-13*I,-1.1404089430331984*^-13+0.*I,0.+3.001580714023725*^-14*I,7.786553252060023*^-15+0.*I,0.-1.991699788230508*^-15*I,-5.025203855772754*^-16+0.*I,0.+1.251104251694146*^-16*I,3.0746371354500294*^-17+0.*I,0.-7.461011150689424*^-18*I,-1.7883016896757194*^-18+0.*I,0.+4.2349903495225903*^-19*I,9.91187394999067*^-20+0.*I,0.-2.2933393139763482*^-20*I,-5.2468936880722534*^-21+0.*I,0.+1.187312059014662*^-21*I,2.658023403576223*^-22+0.*I,0.-5.888197172267283*^-23*I,-1.2910104728551219*^-23+0.*I,0.+2.8021508153117635*^-24*I,6.02218957458739*^-25+0.*I,0.-1.281746075335388*^-25*I,-2.70218154896842*^-26+0.*I,0.+5.643769909208732*^-27*I,1.1679944459615385*^-27+0.*I,0.-2.3955251128820484*^-28*I,-4.869881335945145*^-29+0.*I,0.+9.81432756696879*^-30*I,1.961064020496201*^-30+0.*I,0.-3.8857460144407987*^-31*I,-7.636050030513575*^-32+0.*I,0.+1.488446316808907*^-32*I,2.878220841319363*^-33+0.*I,0.-5.521998334830129*^-34*I,-1.0512418581732882*^-34+0.*I,0.+1.9860702819339875*^-35*I,3.724105768788556*^-36+0.*I,0.-6.931595044674061*^-37*I,-1.2807816108017774*^-37+0.*I,0.+2.3495965836220598*^-38*I,4.2798853707013666*^-39+0.*I,0.-7.741669896694513*^-40*I,-1.3907296356394718*^-40+0.*I,0.+2.481401556617783*^-41*I,4.39781859430324*^-42+0.*I,0.-7.742872016634687*^-43*I,-1.3543438478389227*^-43+0.*I,0.+2.3537183705764767*^-44*I,4.0645683542182765*^-45+0.*I,0.-6.974988935364271*^-46*I,-1.1895307891074084*^-46+0.*I,0.+2.0162482755180267*^-47*I,3.396884412176275*^-48+0.*I,0.-5.6887582297743085*^-49*I,-9.470761391013357*^-50+0.*I,0.+1.5675199154902802*^-50*I,2.5794751157129465*^-51+0.*I,0.-4.220543677655556*^-52*I,-6.866766297695519*^-53+0.*I
-0.15008110801709387+0.*I,0.-0.3562670416424632*I,0.3277715702706267+0.*I,0.-0.08823666375732313*I,0.3023626166179798+0.*I,0.-0.11029923254010553*I,0.23623360061185983+0.*I,0.-0.23917329846089885*I,0.036088074847365655+0.*I,0.-0.2596332261711487*I,-0.2522548836698383+0.*I,0.+0.06739452755304395*I,-0.14828009049400442+0.*I,0.+0.2886299694482598*I,0.32730122887195473+0.*I,0.-0.29131681435922563*I,-0.2218984333407289+0.*I,0.+0.1506016211517802*I,0.0932198099866257+0.*I,0.-0.053431348735723215*I,-0.028665684639625655+0.*I,0.+0.014510826670608035*I,0.006974186067244745+0.*I,0.-0.0031984163437235517*I,-0.001405383675630324+0.*I,0.+0.0005936899558965903*I,0.00024181956855370655+0.*I,0.-0.00009520850956468106*I,-0.00003631256879087913+0.*I,0.+0.000013442011834668429*I,4.837621339695036*^-6+0.*I,0.-1.695175134297098*^-6*I,-5.791620987461694*^-7+0.*I,0.+1.9316086449313763*^-7*I,6.295830673242474*^-8+0.*I,0.-2.0074313580926332*^-8*I,-6.267349072707597*^-9+0.*I,0.+1.917572319061556*^-9*I,5.754197058130335*^-10+0.*I,0.-1.6947191831005164*^-10*I,-4.9021093642297164*^-11+0.*I,0.+1.3935172248410425*^-11*I,3.8952860860911464*^-12+0.*I,0.-1.0712754156359542*^-12*I,-2.9001458395716965*^-13+0.*I,0.+7.732217462627948*^-14*I,2.0311876933542622*^-14+0.*I,0.-5.259479879833657*^-15*I,-1.3429409570095065*^-15+0.*I,0.+3.3826538941746696*^-16*I,8.408163351371181*^-17+0.*I,0.-2.0631746658559308*^-17*I,-4.999228962866028*^-18+0.*I,0.+1.1965648115121742*^-18*I,2.8298484558037665*^-19+0.*I,0.-6.614629284213528*^-20*I,-1.5285487498167393*^-20+0.*I,0.+3.492974625791118*^-21*I,7.895142567746973*^-22+0.*I,0.-1.765527394189804*^-22*I,-3.906934815767109*^-23+0.*I,0.+8.557332172583416*^-24*I,1.8555415786271342*^-24+0.*I,0.-3.983997860879527*^-25*I,-8.471617152366397*^-26+0.*I,0.+1.7843988913193796*^-26*I,3.7236820599599445*^-27+0.*I,0.-7.699846971413819*^-28*I,-1.5779441759475347*^-28+0.*I,0.+3.2053089430298217*^-29*I,6.454805801610745*^-30+0.*I,0.-1.2888297205692704*^-30*I,-2.551930783822886*^-31+0.*I,0.+5.011446527972778*^-32*I,9.761939473831468*^-33+0.*I,0.-1.8864444200002805*^-33*I,-3.6169386957398055*^-34+0.*I,0.+6.881453376168616*^-35*I,1.299308100143682*^-35+0.*I,0.-2.4349306834543137*^-36*I,-4.529514065730694*^-37+0.*I,0.+8.364767054831742*^-38*I,1.5336937765938535*^-38+0.*I,0.-2.79222288713338*^-39*I,-5.0481350316324704*^-40+0.*I,0.+9.064063750178632*^-41*I,1.6164659930909266*^-41+0.*I,0.-2.8635269087574333*^-42*I,-5.0392446271209735*^-43+0.*I,0.+8.810417581377817*^-44*I,1.5304912933393621*^-44+0.*I,0.-2.6418251392952624*^-45*I,-4.531591299322667*^-46+0.*I,0.+7.725109235865645*^-47*I,1.3088765791112106*^-47+0.*I,0.-2.204271491261616*^-48*I,-3.69007481287495*^-49+0.*I,0.+6.141007092071664*^-50*I,1.0160341214055406*^-50+0.*I,0.-1.6713618698931766*^-51*I
0.+0.0870728130511421*I,-0.263421385605355+0.*I,0.-0.3805965363605434*I,0.16338444554978857+0.*I,0.-0.2421228845055472*I,0.19155055757003558+0.*I,0.-0.23917329846089885*I,0.09747201909862342+0.*I,0.-0.27662429120439613*I,-0.10971182218104088+0.*I,0.-0.16396991268237765*I,-0.2771178332520176+0.*I,0.+0.1742680633318011*I,-0.03461675870603547+0.*I,0.+0.21829350371764844*I,0.3101061654100212+0.*I,0.-0.31169043139262526*I,-0.2584289325253325+0.*I,0.+0.1874163612685248*I,0.12258111357902483+0.*I,0.-0.07368444416900025*I,-0.04123165110907541+0.*I,0.+0.0216787207326783*I,0.010786155134800059+0.*I,0.-0.00510695242686596*I,-0.002311483384856764+0.*I,0.+0.0010038910401463108*I,0.00041968692082380225+0.*I,0.-0.0001693494940057151*I,-0.00006611196305539729+0.*I,0.+0.00002502095720198018*I,9.196880526866128*^-6+0.*I,0.-3.2884234281133245*^-6*I,-1.1454337899126318*^-6+0.*I,0.+3.891791830058046*^-7*I,1.291325047681159*^-7+0.*I,0.-4.188812549421967*^-8*I,-1.3296541327929162*^-8+0.*I,0.+4.133966060881201*^-9*I,1.2598905976993372*^-9+0.*I,0.-3.766747187698224*^-10*I,-1.10553777564345*^-10+0.*I,0.+3.187412669756185*^-11*I,9.032860279644069*^-12+0.*I,0.-2.5175713490345745*^-12*I,-6.90461040433627*^-13+0.*I,0.+1.8642945466324416*^-13*I,4.958060972972783*^-14+0.*I,0.-1.2993414886165524*^-14*I,-3.356835788336291*^-15+0.*I,0.+8.552704956362614*^-16*I,2.1498371348565692*^-16+0.*I,0.-5.33322514456576*^-17*I,-1.3061779832708298*^-17+0.*I,0.+3.159231457819803*^-18*I,7.548471669149708*^-19+0.*I,0.-1.7822176145873757*^-19*I,-4.1591671173418496*^-20+0.*I,0.+9.596444522389956*^-21*I,2.1896870471785744*^-21+0.*I,0.-4.942265633122394*^-22*I,-1.1036787271868718*^-22+0.*I,0.+2.4390902786255896*^-23*I,5.335484450791701*^-24+0.*I,0.-1.1554977954828164*^-24*I,-2.4779852206226656*^-25+0.*I,0.+5.263133979544947*^-26*I,1.1073501991891008*^-26+0.*I,0.-2.3083211125971307*^-27*I,-4.768164323013771*^-28+0.*I,0.+9.761587292628563*^-29*I,1.980942782089021*^-29+0.*I,0.-3.985394976174553*^-30*I,-7.950276363911867*^-31+0.*I,0.+1.5727723505324881*^-31*I,3.085898586421758*^-32+0.*I,0.-6.006023550689464*^-33*I,-1.159678608635113*^-33+0.*I,0.+2.2217101571183445*^-34*I,4.22365606142959*^-35+0.*I,0.-7.968778516340971*^-36*I,-1.4922658451125044*^-36+0.*I,0.+2.7739562014114657*^-37*I,5.119155299110364*^-38+0.*I,0.-9.379665299868638*^-39*I,-1.7065164206484858*^-39+0.*I,0.+3.083260685236447*^-40*I,5.532584430015113*^-41+0.*I,0.-9.860618544042208*^-42*I,-1.7457327979406172*^-42+0.*I,0.+3.0703441709803027*^-43*I,5.36499361397293*^-44+0.*I,0.-9.314519357979162*^-45*I,-1.6069268156078353*^-45+0.*I,0.+2.7549301414708423*^-46*I,4.693939790981597*^-47+0.*I,0.-7.948947706504524*^-48*I,-1.3380087340899436*^-48+0.*I,0.+2.238807029482132*^-49*I,3.724030840495557*^-50+0.*I
