0.000016775781524225765+0.*I,0.-0.00007866955941078003*I,-0.00026086491727889247+0.*I,0.+0.0007062834104284321*I,0.001656048173890135+0.*I,0.-0.0034730570741071352*I,-0.006649059992247038+0.*I,0.+0.011785151988160072*I,0.019539531691398295+0.*I,0.-0.030543362903549708*I,-0.045294013860787116+0.*I,0.+0.06404252145354343*I,0.08669653807124751+0.*I,0.-0.11275973225066895*I,-0.1413233665496739+0.*I,0.+0.17111666259509986*I,0.20061170376413928+0.*I,0.-0.22816853923341182*I,-0.25219906131660996+0.*I,0.+0.27132550604352396*I,0.284511339406444+0.*I,0.-0.2911480523282414*I,-0.2910894765469407+0.*I,0.+0.28463384757925436*I,0.27246133420728613+0.*I,0.-0.2555399650097642*I,-0.23501528737270466+0.*I,0.+0.21209878839444585*I,0.18796765713106497+0.*I,0.-0.1636846996065247*I,-0.14014300149896397+0.*I,0.+0.1180360109892377*I,0.09785059962601765+0.*I,0.-0.0798786061067416*I,-0.06424139685364261+0.*I,0.+0.05092193635727624*I,0.039799499969501315+0.*I,0.-0.030683204179795587*I,-0.02334172069971025+0.*I,0.+0.01752768343744844*I,0.012996262708043355+0.*I,0.-0.009518105398486966*I,-0.006887313007363008+0.*I,0.+0.00492537780890532*I,0.0034820673540119553+0.*I,0.-0.0024341922026661685*I,-0.0016830611970280794+0.*I,0.+0.0011512640274082555*I,0.0007792526224522692+0.*I,0.-0.0005220404902447067*I,-0.0003462128180808356+0.*I,0.+0.00022734322233157434*I,0.00014784420144922734+0.*I,0.-0.00009523362536592502*I,-0.00006077394015568608+0.*I,0.+0.00003842908159119755*I,0.000024081855621149525+0.*I,0.-0.00001495810153399486*I,-9.21056849187823*^-6+0.*I,0.+5.623211091687168*^-6*I,3.404338357376427*^-6+0.*I,0.-2.044051138923528*^-6*I,-1.2173623572633732*^-6+0.*I,0.+7.192395326929591*^-7*I,4.2160671520772427*^-7+0.*I,0.-2.452306772860113*^-7*I,-1.4155551240379056*^-7+0.*I,0.+8.109859703010942*^-8*I,4.611931425495147*^-8+0.*I,0.-2.6036478963202886*^-8*I,-1.4593423589468373*^-8+0.*I,0.+8.121794011036762*^-9*I,4.488587323809235*^-9+0.*I,0.-2.463611399305727*^-9*I,-1.3430132624886195*^-9+0.*I,0.+7.272330807649207*^-10*I,3.911927400126619*^-10+0.*I,0.-2.090592461643579*^-10*I,-1.110058930420169*^-10+0.*I,0.+5.856746757515179*^-11*I,3.070685997868657*^-11+0.*I,0.-1.5999884793731972*^-11*I,-8.28578930616377*^-12+0.*I,0.+4.26499764679871*^-12*I,2.1822430006489792*^-12+0.*I,0.-1.109986259517204*^-12*I,-5.612964990671252*^-13+0.*I,0.+2.8219977521321915*^-13*I,1.4107149986335811*^-13+0.*I,0.-7.01242511968899*^-14*I,-3.4663382414909065*^-14+0.*I,0.+1.7040180808081244*^-14*I,8.33113633028947*^-15+0.*I,0.-4.051228352113229*^-15*I,-1.9595067007395326*^-15+0.*I,0.+9.427768430808384*^-16*I,4.512292524416192*^-16+0.*I,0.-2.148499889569291*^-16*I,-1.0177620528266718*^-16+0.*I,0.+4.7968110681681666*^-17*I
0.-0.00007866955941078003*I,-0.0003521429224389196+0.*I,0.+0.0011120631935404258*I,0.002860265057140975+0.*I,0.-0.006353424886583213*I,-0.012583767959326392+0.*I,0.+0.022673363644643972*I,0.03767438224895398+0.*I,0.-0.05829664515808079*I,-0.0846136530971293+0.*I,0.+0.11581842011337894*I,0.15010236833407284+0.*I,0.-0.1847111944326625*I,-0.2161948049532495+0.*I,0.+0.24082369938304846*I,0.25510376997970446+0.*I,0.-0.25629633732184653*I,-0.2428467544404705+0.*I,0.+0.21464333357650567*I,0.17306316862973115+0.*I,0.-0.12080343714743932*I,-0.061535919411218866+0.*I,0.-0.0005494342599061809*I,-0.06123360083688121+0.*I,0.+0.11671555513977115*I,0.16395913473039367+0.*I,0.-0.2009056349186593*I,-0.2265439042702617+0.*I,0.+0.2408522111521993*I,0.24464198008711294+0.*I,0.-0.23934132741301298*I,-0.22675662913614664+0.*I,0.+0.20884485345928466*I,0.18752040484171656+0.*I,0.-0.1645100714361395*I,-0.14126022934690433+0.*I,0.+0.11889297344930712*I,0.09820287720440311+0.*I,0.-0.07968362551846195*I,-0.0635734165942145+0.*I,0.+0.04990919216600043*I,0.038581795032426175+0.*I,0.-0.02938651083685241*I,-0.02206570982740191+0.*I,0.+0.0163422025793788*I,0.011943341497372393+0.*I,0.-0.008616826235054763*I,-0.00613966570208761+0.*I,0.+0.004321907721876985*I,0.0030066740431792275+0.*I,0.-0.0020678283560646143*I,-0.0014063343631579661+0.*I,0.+0.0009460840326728818*I,0.0006297266039236908+0.*I,0.-0.0004148236687485428*I,-0.0002704994970932446+0.*I,0.+0.00017464572395765816*I,0.00011166842302361087+0.*I,0.-0.00007072480341109877*I,-0.00004437782748089554+0.*I,0.+0.000027592656075312017*I,0.00001700321176575865+0.*I,0.-0.000010386087952991095*I,-6.28966043664891*^-6+0.*I,0.+3.7768033334740404*^-6*I,2.2490995872619255*^-6+0.*I,0.-1.3284428142710325*^-6*I,-7.783721977197265*^-7+0.*I,0.+4.5248092582697945*^-7*I,2.609984546557223*^-7+0.*I,0.-1.4940135903819317*^-7*I,-8.487944645290408*^-8+0.*I,0.+4.786660242457724*^-8*I,2.679746998393139*^-8+0.*I,0.-1.489476336427374*^-8*I,-8.220496787021643*^-9+0.*I,0.+4.505383574960757*^-9*I,2.4523248601172047*^-9+0.*I,0.-1.325802230680631*^-9*I,-7.119914536735296*^-10+0.*I,0.+3.798443919286199*^-10*I,2.0133072646741186*^-10+0.*I,0.-1.0602914119670132*^-10*I,-5.5486545654070086*^-11+0.*I,0.+2.8855781443923422*^-11*I,1.4914036765893716*^-11+0.*I,0.-7.661404833894659*^-12*I,-3.912057235528652*^-12+0.*I,0.+1.985717683466401*^-12*I,1.0020201484722215*^-12+0.*I,0.-5.02704094267268*^-13*I,-2.507581409172392*^-13+0.*I,0.+1.2437504118387585*^-13*I,6.134444688423929*^-14+0.*I,0.-3.008906415810965*^-14*I,-1.467778312738522*^-14+0.*I,0.+7.121261837485784*^-15*I,3.436559714444926*^-15+0.*I,0.-1.6496297027100478*^-15*I,-7.877153398028705*^-16+0.*I
-0.00026086491727889247+0.*I,0.+0.0011120631935404258*I,0.0033354113890966338+0.*I,0.-0.008122523738126238*I,-0.017022661407198925+0.*I,0.+0.03168159322735756*I,0.053388185269795246+0.*I,0.-0.08250867192230665*I,-0.11796043452012818+0.*I,0.+0.15690942011437162*I,0.19484708120883173+0.*I,0.-0.22611480585530042*I,-0.24482026297080478+0.*I,0.+0.24596979730176308*I,0.22656346878944056+0.*I,0.-0.1863904022795232*I,-0.1283253449622487+0.*I,0.+0.05804371520052392*I,-0.016792086805909736+0.*I,0.+0.08770506977632489*I,0.14669472586586943+0.*I,0.-0.18739738097100195*I,-0.20591345648353024+0.*I,0.+0.20118479706551248*I,0.17490440743785285+0.*I,0.-0.1310297235598744*I,-0.07503148396520623+0.*I,0.+0.013035525422405643*I,-0.04899397158619982+0.*I,0.+0.10591548202887292*I,0.1538486397051492+0.*I,0.-0.1903723982708078*I,-0.21450585378981782+0.*I,0.+0.22652210809760134*I,0.227658027301137+0.*I,0.-0.2197820836051687*I,-0.2050723468793857+0.*I,0.+0.18574144544255214*I,0.16382890028248442+0.*I,0.-0.14106661381709312*I,-0.11881220095444442+0.*I,0.+0.09803788504902565*I,0.07935957452920797+0.*I,0.-0.06309068872739708*I,-0.04930730355735218+0.*I,0.+0.03791426012630633*I,0.028705223877077673+0.*I,0.-0.021412744307262078*I,-0.015746833903108964+0.*I,0.+0.011422348394994883*I,0.008176539224443882+0.*I,0.-0.005778676336949679*I,-0.004033751895813289+0.*I,0.+0.0027821189722761794*I,0.0018966177539395163+0.*I,0.-0.0012783888289916823*I,-0.0008522309961148019+0.*I,0.+0.0005620652832467045*I,0.0003668324178734854+0.*I,0.-0.00023697901652470197*I,-0.000151571296179299+0.*I,0.+0.00009600349593499741*I,0.000060230050051394925+0.*I,0.-0.00003743552722789427*I,-0.000023055972946255465+0.*I,0.+0.000014073173037239133*I,8.515033534828803*^-6+0.*I,0.-5.107869532414907*^-6*I,-3.0382433116410626*^-6+0.*I,0.+1.7922638788221186*^-6*I,1.048679120712511*^-6+0.*I,0.-6.087046924773452*^-7*I,-3.505530583561043*^-7+0.*I,0.+2.0032790668476266*^-7*I,1.1361224370920138*^-7+0.*I,0.-6.395260704960523*^-8*I,-3.573488495048894*^-8+0.*I,0.+1.9823364841395296*^-8*I,1.0918459963373854*^-8+0.*I,0.-5.971604397362794*^-9*I,-3.2434814677681383*^-9+0.*I,0.+1.7497107711207882*^-9*I,9.375575260832985*^-10+0.*I,0.-4.990539331139244*^-10*I,-2.6390936910285217*^-10+0.*I,0.+1.3866236739630266*^-10*I,7.239298625365453*^-11+0.*I,0.-3.755821971951925*^-11*I,-1.936509652827178*^-11+0.*I,0.+9.923732881001638*^-12*I,5.054810077710188*^-12+0.*I,0.-2.5594211602890826*^-12*I,-1.2883021042957039*^-12+0.*I,0.+6.447091250405275*^-13*I,3.2078228086662706*^-13+0.*I,0.-1.587036582628556*^-13*I,-7.807686272044555*^-14+0.*I,0.+3.819836391315653*^-14*I,1.8585815979934094*^-14+0.*I,0.-8.994143126999304*^-15*I
0.+0.0007062834104284321*I,0.002860265057140975+0.*I,0.-0.008122523738126238*I,-0.018656061542146326+0.*I,0.+0.03670922814728819*I,0.0638007378136068+0.*I,0.-0.09974226326568207*I,-0.14183778716398107+0.*I,0.+0.18463800223249*I,0.2205137647222413+0.*I,0.-0.2410661369405566*I,-0.23909484164246184+0.*I,0.+0.21061341094140132*I,0.1563213326373775+0.*I,0.-0.08205784501894776*I,0.00196527162991542+0.*I,0.-0.0830134333171052*I,-0.14832392190628393+0.*I,0.+0.18764152234760614*I,0.19519950963018576+0.*I,0.-0.1707177565844557*I,-0.1192546450784543+0.*I,0.+0.0500295832693573*I,-0.025447147817921418+0.*I,0.+0.09548845454827105*I,0.150146752722109+0.*I,0.-0.18259572135320126*I,-0.1898011842224481+0.*I,0.+0.17247379722444534*I,0.1344343279941203+0.*I,0.-0.08160610295881209*I,-0.020872988651021804+0.*I,0.-0.040985918678291204*I,-0.09813407810124367+0.*I,0.+0.14621023066836047*I,0.18254724531458535+0.*I,0.-0.2061206582003236*I,-0.2173013977232599+0.*I,0.+0.21749714762998773*I,0.20876016052786772+0.*I,0.-0.19342221370121887*I,-0.17379591617895668+0.*I,0.+0.15196066989686707*I,0.12963448056048404+0.*I,0.-0.10812099701643794*I,-0.0883147202771051+0.*I,0.+0.07074542860759474*I,0.05564422977516806+0.*I,0.-0.04301692866265065*I,-0.03271442902323039+0.*I,0.+0.024493823922564863*I,0.018067153729954297+0.*I,0.-0.013137294011155978*I,-0.009422060656298374+0.*I,0.+0.006668499310617803*I,0.004659635234601549+0.*I,0.-0.0032158828754310954*I,-0.0021930150320088136+0.*I,0.+0.0014781964061152673*I,0.000985182867057776+0.*I,0.-0.0006494279494097374*I,-0.0004235464386965942+0.*I,0.+0.0002733667751362066*I,0.00017465327221762042+0.*I,0.-0.00011048398529702632*I,-0.00006921704819069925+0.*I,0.+0.00004295485196725156*I,0.000026411085336029545+0.*I,0.-0.000016092376646106574*I,-9.718405987280194*^-6+0.*I,0.+5.818191892418082*^-6*I,3.453607501913687*^-6+0.*I,0.-2.0329206207058155*^-6*I,-1.1868557812088267*^-6+0.*I,0.+6.873380163513727*^-7*I,3.9491158277304166*^-7+0.*I,0.-2.2513667320856513*^-7*I,-1.273699509942078*^-7+0.*I,0.+7.151834341836816*^-8*I,3.98612571743013*^-8+0.*I,0.-2.2055610293065344*^-8*I,-1.2116338201082686*^-8+0.*I,0.+6.609306726028323*^-9*I,3.5802968626900842*^-9+0.*I,0.-1.926219029400148*^-9*I,-1.0293409697607705*^-9+0.*I,0.+5.46414112980751*^-10*I,2.8816048461030653*^-10+0.*I,0.-1.5098590084307109*^-10*I,-7.860790584290388*^-11+0.*I,0.+4.066878710948181*^-11*I,2.091017226935927*^-11+0.*I,0.-1.0685395895297232*^-11*I,-5.427433232913455*^-12+0.*I,0.+2.7403279982991244*^-12*I,1.3754576557972072*^-12+0.*I,0.-6.863728579224639*^-13*I,-3.405429876169971*^-13+0.*I,0.+1.6800133309195876*^-13*I,8.241602971709705*^-14+0.*I
0.001656048173890135+0.*I,0.-0.006353424886583213*I,-0.017022661407198925+0.*I,0.+0.03670922814728819*I,0.0674173890594419+0.*I,0.-0.10855372519344798*I,-0.15572965395118005+0.*I,0.+0.20062556090203038*I,0.23233845775495365+0.*I,0.-0.2400895702985031*I,-0.21657358572845717+0.*I,0.+0.16085133160223705*I,0.07970844367798773+0.*I,0.+0.013156462218811468*I,0.1000464470920351+0.*I,0.-0.1635123768305696*I,-0.1907140464661979+0.*I,0.+0.17664386980299737*I,0.12532728893345538+0.*I,0.-0.04873611039341915*I,0.036191294483126114+0.*I,0.-0.11154285557510235*I,-0.16237076590006166+0.*I,0.+0.17963357112694708*I,0.1615626941671423+0.*I,0.-0.11333336751488092*I,-0.04533815940120715+0.*I,0.-0.029363920979266395*I,-0.09776120197985808+0.*I,0.+0.14918689628874063*I,0.17681879822634383+0.*I,0.-0.17824012696218872*I,-0.1551388883390409+0.*I,0.+0.1123754219127146*I,0.05671685438816701+0.*I,0.+0.004470587967487615*I,0.06434319802876026+0.*I,0.-0.11737708727150611*I,-0.15979448669276478+0.*I,0.+0.18964715162708598*I,0.20663355465036792+0.*I,0.-0.21174768231087926*I,-0.2068554727222463+0.*I,0.+0.1942777355977497*I,0.17643373245429314+0.*I,0.-0.15557414031361402*I,-0.13361043082028098+0.*I,0.+0.11203208002177752*I,0.09189392284521741+0.*I,0.-0.07385254923604445*I,-0.05823142107329596+0.*I,0.+0.045097738572140916*I,0.034338562308718894+0.*I,0.-0.025728226739170725*I,-0.01898299066777061+0.*I,0.+0.013801842535265526*I,0.009894362084883914+0.*I,0.-0.006997650232801972*I,-0.004884772048487167+0.*I,0.+0.003367127235522215*I,0.0022928597122786826+0.*I,0.-0.0015429926120750551*I,-0.0010265310641418115+0.*I,0.+0.000675374931972488*I,0.00043955730560599963+0.*I,0.-0.00028307947510033705*I,-0.0001804431889519075+0.*I,0.+0.0001138732844029202*I,0.00007116331887667674+0.*I,0.-0.000044049563063698393*I,-0.000027012884780444794+0.*I,0.+0.00001641468013529559*I,9.885753438970082*^-6+0.*I,0.-5.90177716236859*^-6*I,-3.4932335120964617*^-6+0.*I,0.+2.0502974910775806*^-6*I,1.193493607110788*^-6+0.*I,0.-6.891342290782194*^-7*I,-3.947588363249619*^-7+0.*I,0.+2.243703436617862*^-7*I,1.2655037686359426*^-7+0.*I,0.-7.084063134572784*^-8*I,-3.936197469188325*^-8+0.*I,0.+2.1711973842482604*^-8*I,1.1890506185418543*^-8+0.*I,0.-6.465898108564169*^-9*I,-3.4916608587829092*^-9+0.*I,0.+1.8726454994368856*^-9*I,9.975703936385603*^-10+0.*I,0.-5.278842792416813*^-10*I,-2.7751246559743764*^-10+0.*I,0.+1.4494891675911957*^-10*I,7.522723036394965*^-11+0.*I,0.-3.879721476886645*^-11*I,-1.9885112914456996*^-11+0.*I,0.+1.0129621567689076*^-11*I,5.128975655360075*^-12+0.*I,0.-2.5815109187332265*^-12*I,-1.2916830086716287*^-12+0.*I,0.+6.425522432495964*^-13*I
0.-0.0034730570741071352*I,-0.012583767959326392+0.*I,0.+0.03168159322735756*I,0.0638007378136068+0.*I,0.-0.10855372519344798*I,-0.16024101432997417+0.*I,0.+0.20768090934246586*I,0.23648924789937384+0.*I,0.-0.23348571789464626*I,-0.19180005814976375+0.*I,0.+0.11465926162363822*I,0.016106177794767192+0.*I,0.+0.0820256077618334*I,0.15611767924264638+0.*I,0.-0.18780200445892004*I,-0.1696319206333184+0.*I,0.+0.10746484232390355*I,0.01879743442590181+0.*I,0.+0.0723223291877979*I,0.1420987020885327+0.*I,0.-0.17337244718571926*I,-0.15975711216409566+0.*I,0.+0.10654900084851836*I,0.028480253313570382+0.*I,0.+0.054728851908978284*I,0.12358291817377606+0.*I,0.-0.16335684898907513*I,-0.16693824997442297+0.*I,0.+0.13553665063972753*I,0.07743396226955794+0.*I,0.-0.0053918473475756895*I,0.06647083294358089+0.*I,0.-0.1255592110776192*I,-0.16288577130750065+0.*I,0.+0.17409290639167244*I,0.1594343896238992+0.*I,0.-0.12294443055012735*I,-0.0711302981265065+0.*I,0.+0.011534008316593462*I,-0.04855452708752559+0.*I,0.+0.10305214989253852*I,0.1476321278999087+0.*I,0.-0.17988668437813185*I,-0.1991808968101392+0.*I,0.+0.20630483823523924*I,0.20303178256976856+0.*I,0.-0.19167251317134254*I,-0.1746886298165224+0.*I,0.+0.15439916623661254*I,0.1327902343579085+0.*I,0.-0.11141958195243674*I,-0.09139746248506284+0.*I,0.+0.073421152404784*I,0.05784113313068091+0.*I,0.-0.04474053489944432*I,-0.034014292919874865+0.*I,0.+0.025439386358554417*I,0.018731769549868875+0.*I,0.-0.01358881506176598*I,-0.009718218337113064+0.*I,0.+0.006855495414344132*I,0.0047726572391951945+0.*I,0.-0.003280601156104629*I,-0.0022274304162977214+0.*I,0.+0.0014944571312176468*I,0.0009911733519400957+0.*I,0.-0.0006500541314979991*I,-0.0004217159658014056+0.*I,0.+0.00027070051838560925*I,0.00017197944320919415+0.*I,0.-0.00010816706778895915*I,-0.00006736755320463769+0.*I,0.+0.000041556972155252824*I,0.000025396229290386444+0.*I,0.-0.00001537859584643062*I,-9.229360178294927*^-6+0.*I,0.+5.490541561019298*^-6*I,3.238357792132243*^-6+0.*I,0.-1.8939755899757164*^-6*I,-1.098586824414841*^-6+0.*I,0.+6.320804711428524*^-7*I,3.607887755022365*^-7+0.*I,0.-2.0433292849318198*^-7*I,-1.1483861984144017*^-7+0.*I,0.+6.40558926079122*^-8*I,3.546555937193275*^-8+0.*I,0.-1.9493247320218325*^-8*I,-1.0637568164992359*^-8+0.*I,0.+5.7640883583802185*^-9*I,3.1016774721643215*^-9+0.*I,0.-1.6576253775473573*^-9*I,-8.799223981148434*^-10+0.*I,0.+4.6399536196002515*^-10*I,2.430725213213527*^-10+0.*I,0.-1.2651774174579972*^-10*I,-6.543339909574162*^-11+0.*I,0.+3.362931227200679*^-11*I,1.7176860836155114*^-11+0.*I,0.-8.719924006788186*^-12*I,-4.400068756907646*^-12+0.*I
-0.006649059992247038+0.*I,0.+0.022673363644643972*I,0.053388185269795246+0.*I,0.-0.09974226326568207*I,-0.15572965395118005+0.*I,0.+0.20768090934246586*I,0.23735764183880675+0.*I,0.-0.22843030611074952*I,-0.17392689949513596+0.*I,0.+0.08123482384129985*I,-0.02810121207369425+0.*I,0.+0.12441459656613928*I,0.17981305571143322+0.*I,0.-0.17814402681153796*I,-0.12106741550260272+0.*I,0.+0.02781400640614647*I,-0.07126966065341864+0.*I,0.+0.14490317940656897*I,0.17101696639646274+0.*I,0.-0.143345027514529*I,-0.07248062161178072+0.*I,0.-0.018500115192604305*I,-0.10192682399652787+0.*I,0.+0.15408666431390355*I,0.1617371952576184+0.*I,0.-0.1248808606561571*I,-0.05548325921215845+0.*I,0.-0.026934107882828854*I,-0.10114712524240003+0.*I,0.+0.14973028425196627*I,0.16282507897510745+0.*I,0.-0.13951217924475384*I,-0.08687140007362862+0.*I,0.+0.017377303271720067*I,-0.05445022578228259+0.*I,0.+0.11524212453676883*I,0.15515960496191672+0.*I,0.-0.169128377925467*I,-0.15692582373083083+0.*I,0.+0.12236220209997875*I,0.07192289318632857+0.*I,0.-0.013252158424022015*I,0.04621042095969268+0.*I,0.-0.10024235311143553*I,-0.14442020764881194+0.*I,0.+0.17629102088501805*I,0.19521847153552943+0.*I,0.-0.20201884595293051*I,-0.1985016465226914+0.*I,0.+0.18700958673289514*I,0.17002305569317527+0.*I,0.-0.14986350557851244*I,-0.1285043262833885+0.*I,0.+0.10747939583782676*I,0.08786903371821846+0.*I,0.-0.0703393880694437*I,-0.05521246559704411+0.*I,0.+0.042548063230062806*I,0.03222407356214504+0.*I,0.-0.024006777514180747*I,-0.017607071513504956+0.*I,0.+0.012721787451689386*I,0.009061337429372124+0.*I,0.-0.006366016303567868*I,-0.0044136654750198765+0.*I,0.+0.0030212899757760246*I,0.0020428416483529465+0.*I,0.-0.0013648953384245897*I,-0.0009014597510124975+0.*I,0.+0.0005887408140003012*I,0.0003803391344727209+0.*I,0.-0.00024311743059237016*I,-0.00015380851627147188+0.*I,0.+0.00009633353956083342*I,0.00005974678162544379+0.*I,0.-0.00003670222338544625*I,-0.000022336062177546966+0.*I,0.+0.000013469384081790953*I,8.050107574795494*^-6+0.*I,0.-4.769250835784651*^-6*I,-2.8013734534920107*^-6+0.*I,0.+1.6316930313385523*^-6*I,9.425913112091296*^-7+0.*I,0.-5.401243557917729*^-7*I,-3.0705375160538243*^-7+0.*I,0.+1.7319990815249145*^-7*I,9.695122365831281*^-8+0.*I,0.-5.3862780197458005*^-8*I,-2.9703616196521364*^-8+0.*I,0.+1.6261783077648596*^-8*I,8.839272849222403*^-9+0.*I,0.-4.7709392486787095*^-9*I,-2.5572778428598396*^-9+0.*I,0.+1.3613967677615624*^-9*I,7.198944662439167*^-10+0.*I,0.-3.781580686500983*^-10*I,-1.973513216251954*^-10+0.*I,0.+1.0233147765725688*^-10*I,5.272543267935561*^-11+0.*I,0.-2.6996703666445516*^-11*I
0.+0.011785151988160072*I,0.03767438224895398+0.*I,0.-0.08250867192230665*I,-0.14183778716398107+0.*I,0.+0.20062556090203038*I,0.23648924789937384+0.*I,0.-0.22843030611074952*I,-0.16752453389071664+0.*I,0.+0.0640751335798335*I,-0.05322959038428025+0.*I,0.+0.146902287084493*I,0.18529239719404964+0.*I,0.-0.1558133983754675*I,-0.0707081766669178+0.*I,0.-0.03734729194586647*I,-0.1279255066673357+0.*I,0.+0.16837300957217902*I,0.1457684539796372+0.*I,0.-0.07075765854803767*I,0.027679535361989745+0.*I,0.-0.11382876290433389*I,-0.1583307196111059+0.*I,0.+0.14786339285272082*I,0.08835344300326545+0.*I,0.-0.0013586527115868653*I,0.08430900648328057+0.*I,0.-0.14233490037473*I,-0.15670642115586955+0.*I,0.+0.12541039587825695*I,0.05951506123920559+0.*I,0.+0.02137119880504412*I,0.0953729849369834+0.*I,0.-0.1443140387008347*I,-0.15781824214019516+0.*I,0.+0.13480822350296362*I,0.08250694118233404+0.*I,0.-0.013668666105706441*I,0.05695025873229402+0.*I,0.-0.11591341475343014*I,-0.15352437720627013+0.*I,0.+0.16502160030572735*I,0.1505756008622488+0.*I,0.-0.11436686471135175*I,-0.06314339628743709+0.*I,0.+0.004657273578217406*I,-0.053704360041792756+0.*I,0.+0.10590273541364019*I,0.147779826884559+0.*I,0.-0.17717450843087848*I,-0.1937201293749175+0.*I,0.+0.19844612419154253*I,0.1933011440275231+0.*I,0.-0.1806910772584424*I,-0.16309317761570954+0.*I,0.+0.14277594774500535*I,0.12162881511453041+0.*I,0.-0.10108828588819581*I,-0.08213811241160948+0.*I,0.+0.06535856224212756*I,0.05100203170905423+0.*I,0.-0.039076926074763436*I,-0.029427239416529038+0.*I,0.+0.0218004486146017*I,0.01590054217593022+0.*I,0.-0.011426005610961668*I,-0.008094431830347805+0.*I,0.+0.0056563240913193044*I,0.003900873410491664+0.*I,0.-0.002656275711019323*I,-0.0017867149637847354+0.*I,0.+0.001187628360196286*I,0.0007803840426295435+0.*I,0.-0.0005070919002006615*I,-0.00032595168314943264+0.*I,0.+0.00020731788873976737*I,0.00013051425234409511+0.*I,0.-0.00008134484302398409*I,-0.00005020647585187611+0.*I,0.+0.00003069359694345346*I,0.000018590429216784347+0.*I,0.-0.000011157705377456794*I,-6.6372761725688575*^-6+0.*I,0.+3.913955603921136*^-6*I,2.288392492069409*^-6+0.*I,0.-1.3268070488055244*^-6*I,-7.629891623929922*^-7+0.*I,0.+4.3524113867196577*^-7*I,2.463242879407683*^-7+0.*I,0.-1.383287179198555*^-7*I,-7.709121256508485*^-8+0.*I,0.+4.264244191877771*^-8*I,2.3414181851930037*^-8+0.*I,0.-1.2763466638911446*^-8*I,-6.908155796694526*^-9+0.*I,0.+3.712860812995284*^-9*I,1.98178172614172*^-9+0.*I,0.-1.0506292533938316*^-9*I,-5.532660942669949*^-10+0.*I,0.+2.8943593308257763*^-10*I,1.5043407179802146*^-10+0.*I
0.019539531691398295+0.*I,0.-0.05829664515808079*I,-0.11796043452012818+0.*I,0.+0.18463800223249*I,0.23233845775495365+0.*I,0.-0.23348571789464626*I,-0.17392689949513596+0.*I,0.+0.0640751335798335*I,-0.06128932330781101+0.*I,0.+0.15621547250288917*I,0.18404838066995804+0.*I,0.-0.13495265849669416*I,-0.03139939201279882+0.*I,0.-0.08139123455691183*I,-0.15545914238644928+0.*I,0.+0.16095788739201142*I,0.09824488729209725+0.*I,0.+0.003762729080964687*I,0.101337985919489+0.*I,0.-0.15493695703693175*I,-0.14496048312552323+0.*I,0.+0.07808529622645627*I,-0.017407429990899306+0.*I,0.+0.10422644872823043*I,0.1507800349659256+0.*I,0.-0.14218432347347584*I,-0.08399801883935999+0.*I,0.-0.0016699908939238257*I,-0.08524309636299444+0.*I,0.+0.14009957253777475*I,0.15068341422961762+0.*I,0.-0.11605713648065735*I,-0.048523641204581934+0.*I,0.-0.03144390461834198*I,-0.10184146962207548+0.*I,0.+0.1451768735180108*I,0.1523612947206503+0.*I,0.-0.12381789736295078*I,-0.06806176846362913+0.*I,0.-0.0013897333733621322*I,-0.06968863522520334+0.*I,0.+0.12393238856724874*I,0.15539421173001763+0.*I,0.-0.16045825802347105*I,-0.14036272986088386+0.*I,0.+0.1000863824670725*I,0.046805954632585176+0.*I,0.+0.011675464377746731*I,0.06823359817691854+0.*I,0.-0.11730067719735118*I,-0.15528086432710925+0.*I,0.+0.18056271154528983*I,0.19324118430332465+0.*I,0.-0.1946771007582874*I,-0.18700901605607806+0.*I,0.+0.17270370106793467*I,0.1541973660650778+0.*I,0.-0.13364863885181152*I,-0.11280052809549311+0.*I,0.+0.09293364337326541*I,0.07488610275151242+0.*I,0.-0.059114951037278395*I,-0.04577728667686453+0.*I,0.+0.034814595979453314*I,0.026029450162654524+0.*I,0.-0.019148730954668132*I,-0.013871420160103426+0.*I,0.+0.00990160602370607*I,0.006968853890027639+0.*I,0.-0.00483870809853201*I,-0.003316111540550506+0.*I,0.+0.0022441961425426152*I,0.0015004045274863145+0.*I,0.-0.0009913827179700715*I,-0.0006476146861708747+0.*I,0.+0.00041838894406151934*I,0.00026740392031872063+0.*I,0.-0.00016912446805147506*I,-0.00010588033877019741+0.*I,0.+0.00006563059597327666*I,0.000040288860467979595+0.*I,0.-0.000024499138182028686*I,-0.000014760396702799122+0.*I,0.+8.812841454577411*^-6*I,5.21542127179224*^-6+0.*I,0.-3.0598420257939555*^-6*I,-1.780006699723527*^-6+0.*I,0.+1.0269057946267882*^-6*I,5.876191635050292*^-7+0.*I,0.-3.3356822813519055*^-7*I,-1.8787152462707964*^-7+0.*I,0.+1.049992820289575*^-7*I,5.8239797198437475*^-8+0.*I,0.-3.2064043687700424*^-8*I,-1.752412066349326*^-8+0.*I,0.+9.508811603153579*^-9*I,5.123172290577164*^-9+0.*I,0.-2.7410896106892398*^-9*I,-1.4565527002164801*^-9+0.*I,0.+7.687646505220786*^-10*I
