0.010732289079255322+0.*I,-0.016160023621386913+0.027989981963755347*I,-0.03441173883961738-0.05960288004700854*I,0.1196618220461602-5.448098982723657*^-17*I,-0.09008972161316034+0.15603997507372988*I,-0.12133046654574166-0.21015053256326016*I,0.29833476373564694-2.716584613248309*^-16*I,-0.1697870145745621+0.29407973570857976*I,-0.18077530518475574-0.31311201333376565*I,0.36293384451049154-4.2129312018725193*^-16*I,-0.17281327408585617+0.29932137093902994*I,-0.15691352565835126-0.2717821988350261*I,0.2728219935568642-4.96853950623757*^-16*I,-0.1139350457565628+0.19734128801305248*I,-0.09170076064099247-0.15883037652291052*I,0.14260571454095386-3.3214390184960873*^-16*I,-0.05368173784987322+0.09297949739457412*I,-0.039208635713128395-0.06791134915059761*I,0.055661524761313995-1.2922364665495434*^-16*I,-0.019227726132257147+0.03330339857508939*I,-0.012947697808734957-0.022426070445777015*I,0.017017373378143498-5.154932629039283*^-17*I,-0.00546299517043346+0.009462185196694218*I,-0.0034304138997304106-0.005941651165323516*I,0.004217455637598338-1.536136781204492*^-17*I,-0.001270077282161117+0.002199838382242067*I,-0.0007501067934501779-0.0012992230773582697*I,0.0008694624631029754-3.666011934226327*^-18*I,-0.0002474123934576178+0.00042853083589082015*I,-0.00013835729943739624-0.00023964187222358854*I,0.0001521426826529198-7.087130332311514*^-19*I,-0.00004114526387689164+0.0000712656875256055*I,-0.00002190405330139666-0.00003793893320971546*I,0.000022965565198020474-9.833616850428002*^-20*I,-5.930445358838746*^-6+0.000010271832673019853*I,-3.018790061106319*^-6-5.2286977632200465*^-6*I,3.0303394634782354*^-6-1.40704559478845*^-20*I,-7.501360697980271*^-7+1.299273785480231*^-6*I,-3.6646109525217014*^-7-6.347292359740893*^-7*I,3.534314498177874*^-7-1.808288176122731*^-21*I,-8.414432400249259*^-8+1.4574224434085648*^-7*I,-3.9574234439582177*^-8-6.854458471999744*^-8*I,3.677879511615007*^-8-2.228219441250529*^-22*I,-8.445257557298844*^-9+1.4627615172246837*^-8*I,-3.834124274939214*^-9-6.640898046727809*^-9*I,3.4424651243438238*^-9-2.135032281249593*^-23*I,-7.642584733182076*^-10+1.3237345059021782*^-9*I,-3.3571516389330097*^-10-5.814757207345011*^-10*I,2.9185017638333026*^-10-2.12602966844129*^-24*I,-6.277858884439674*^-11+1.0873570550597371*^-10*I,-2.673659958236827*^-11-4.6309148898285865*^-11*I,2.2549177455416476*^-11-1.7464520569374896*^-25*I,-4.708457576423697*^-12+8.155287747648614*^-12*I,-1.947692319989061*^-12-3.373502055732689*^-12*I,1.5963682897254689*^-12-1.3461892720861297*^-26*I,-3.241166763507281*^-13+5.613865510198301*^-13*I,-1.3043285128132323*^-13-2.259163253953225*^-13*I,1.0405409606568598*^-13-9.525192406084653*^-28*I,-2.057286674983316*^-14+3.563325046805619*^-14*I,-8.06581825972554*^-15-1.3970407030461116*^-14*I,6.271658862180839*^-15-5.842944659714021*^-29*I,-1.2091136920501777*^-15+2.094246346758143*^-15*I,-4.624352368592625*^-16-8.009613254503725*^-16*I,3.5090557250639636*^-16-3.4770229881406116*^-30*I,-6.60465150852634*^-17+1.143959197905427*^-16*I,-2.4670210418597063*^-17-4.273005787842433*^-17*I,1.8289865275525794*^-17-1.5663061267133206*^-31*I,-3.3645170561417922*^-18+5.82751448416977*^-18*I,-1.2287057842072542*^-18-2.128180845800683*^-18*I,8.909082443865546*^-19-7.92179172117612*^-33*I,-1.6033693857050625*^-19+2.777117239341726*^-19*I,-5.730388116386345*^-20-9.925323364669855*^-20*I,4.0674985781942564*^-20-3.7772375175997287*^-34*I,-7.168290694960961*^-21+1.2415843687095872*^-20*I,-2.5094547783458906*^-21-4.346503175391481*^-21*I,1.745252877332635*^-21-1.7011789160794928*^-35*I,-3.0144021836254207*^-22+5.221097736485917*^-22*I,-1.0345118219633291*^-22-1.7918270366710934*^-22*I,7.05501233020874*^-23-7.2192191078036235*^-37*I,-1.1951814958349349*^-23+2.0701150750523276*^-23*I,-4.024097474714253*^-24-6.969941280814516*^-24*I,2.6929953470698317*^-24-3.1153539396779546*^-38*I,-4.477940369741985*^-25+7.756020233657093*^-25*I,-1.4801948357584437*^-25-2.5637726606346225*^-25*I,9.727222771413093*^-26-1.178634961813634*^-39*I,-1.5886529313720247*^-26+2.7516275927296574*^-26*I,-5.15892753590712*^-27-8.93552460475699*^-27*I,3.3312668404714055*^-27-4.203867579008842*^-41*I,-5.347092720047515*^-28+9.261436263904217*^-28*I,-1.7068774327300991*^-28-2.9563984357811775*^-28*I,1.0836541592906156*^-28-1.344174321729322*^-42*I,-1.710486438496439*^-29+2.962649417133455*^-29*I,-5.3703840758229745*^-30-9.30177807548395*^-30*I,3.354080584238487*^-30-4.2889176662675047*^-44*I,-5.209058023017753*^-31+9.022353155441309*^-31*I,-1.6094482507593442*^-31-2.787646142467955*^-31*I,9.8935242174728*^-32-1.4414194483242376*^-45*I,-1.5125675647389733*^-32+2.619843872008718*^-32*I,-4.601308692766144*^-33-7.969700437179024*^-33*I,2.785309070126341*^-33-4.145986721115499*^-47*I
0.016160023621386913+0.027989981963755347*I,-0.08659880646440042+0.*I,0.08077645318147257-0.1399089209655192*I,0.12057656317931234+0.20884473362860756*I,-0.30328269778376354+1.3808198212425843*^-16*I,0.16393723024199638-0.2839476120312551*I,0.1520164831215+0.2633002723543743*I,-0.23329996104793155+2.1243889800781965*^-16*I,0.0641705693133685-0.11114668640137479*I,0.00415764046799407+0.007201244530170157*I,0.10685101033344191-1.240325095590107*^-16*I,-0.10061523467291604+0.17427069846895693*I,-0.132765748122429-0.2299570212529385*I,0.297448029993267-5.41702033918336*^-16*I,-0.1501511268219094+0.26006938046926625*I,-0.14042856739762177-0.24322941356679006*I,0.2471001652006297-5.755226098870686*^-16*I,-0.10325955049202133+0.17885078781890568*I,-0.08253643803837181-0.14295730415821975*I,0.1268152316681289-2.944139018437052*^-16*I,-0.04699730455161747+0.08140171930218998*I,-0.03371008664070108-0.05838758278924275*I,0.046915182046969955-1.4211629336514408*^-16*I,-0.015868990125129694+0.027485897161533615*I,-0.010455140910975338-0.01810883525810111*I,0.013437659833829817-4.8944399888969587*^-17*I,-0.004217219103457927+0.007304437753839262*I,-0.002588485903346572-0.004483389099272043*I,0.003110609183871443-1.3115609787326884*^-17*I,-0.0009156966178551196+0.001586033066444066*I,-0.0005287270050605877-0.0009157820360986548*I,0.0005992785325420573-2.7915670944036946*^-18*I,-0.00016678919681188843+0.000288887363031799*I,-0.00009124906480058408-0.00015804801637775496*I,0.0000981923002077252-4.2044924632997946*^-19*I,-0.000025993969501768017+0.00004502287586745852*I,-0.000013549840788645241-0.000023469012680402462*I,0.000013914799528297803-6.460912255745518*^-20*I,-3.520559944453524*^-6+6.097788694885437*^-6*I,-1.7563733742945659*^-6-3.0421279213393417*^-6*I,1.7284992768835422*^-6-8.843652160656966*^-21*I,-4.196096432889471*^-7+7.267852215223189*^-7*I,-2.010910944870499*^-7-3.4829999260119946*^-7*I,1.903092814937866*^-7-1.152976435295642*^-21*I,-4.447312210863946*^-8+7.702970706337938*^-8*I,-2.0536634380394797*^-8-3.557049416330908*^-8*I,1.8744840013161107*^-8-1.1625633692537837*^-22*I,-4.2284934511117274*^-9+7.323965496797883*^-9*I,-1.8864527610272753*^-9-3.267432028177781*^-9*I,1.6648386172720622*^-9-1.2127785349830423*^-23*I,-3.6339499039177204*^-10+6.294185865745637*^-10*I,-1.5698434189980519*^-10-2.719048561632216*^-10*I,1.3424560283002398*^-10-1.039743066729874*^-24*I,-2.8412656938299988*^-11+4.921216539516087*^-11*I,-1.1908843474937333*^-11-2.062672195797617*^-11*I,9.886843929210487*^-12-8.337401411664165*^-26*I,-2.0326715136848245*^-12+3.520690336800122*^-12*I,-8.280681467903863*^-13-1.4342561023703224*^-12*I,6.685429351144839*^-13-6.1198937182387465*^-27*I,-1.337331576306298*^-13+2.316326236728732*^-13*I,-5.303407976543537*^-14-9.185772068639261*^-14*I,4.170078420324473*^-14-3.8850227622474594*^-28*I,-8.127957414000654*^-15+1.4078035202805584*^-14*I,-3.1420937819264396*^-15-5.4422660724427156*^-15*I,2.4094493898521906*^-15-2.3874545101801506*^-29*I,-4.581902440373002*^-16+7.936087822050018*^-16*I,-1.7288197787962664*^-16-2.994403694005062*^-16*I,1.2944466450582005*^-16-1.1085372583751174*^-30*I,-2.4044298562083645*^-17+4.164594674188501*^-17*I,-8.864921714813478*^-18-1.5354494815177252*^-17*I,6.488170983336915*^-18-5.769161920458391*^-32*I,-1.1784537089412033*^-18+2.0411416982541924*^-18*I,-4.2499365296603683*^-19-7.361105998314557*^-19*I,3.043529383691204*^-19-2.8263398629383765*^-33*I,-5.410680152778037*^-20+9.371572928116301*^-20*I,-1.910462097823544*^-20-3.3090174193649273*^-20*I,1.3399200967220148*^-20-1.3060822574081554*^-34*I,-2.3335862720120272*^-21+4.041889986970171*^-21*I,-8.074260475073475*^-22-1.3985029376372156*^-21*I,5.550779680621652*^-22-5.6799751521293635*^-36*I,-9.478180374365541*^-23+1.641668997170371*^-22*I,-3.216192980506642*^-23-5.570609649183737*^-23*I,2.1689066695854646*^-23-2.509069295362454*^-37*I,-3.63384048447357*^-24+6.293996345709099*^-24*I,-1.2101544123491965*^-24-2.096048927192408*^-24*I,8.011217762425329*^-25-9.707088614487629*^-39*I,-1.3178961779892002*^-25+2.2826631393781953*^-25*I,-4.3103255042152447*^-26-7.465702770460529*^-26*I,2.802952307842726*^-26-3.5371649575753016*^-40*I,-4.5304148823375516*^-27+7.846908755575033*^-27*I,-1.4561161055330032*^-27-2.522067076502416*^-27*I,9.30718354353299*^-28-1.1544713799676095*^-41*I,-1.4789130474949073*^-28+2.5615525382377776*^-28*I,-4.6739739348776377*^-29-8.09556032846046*^-29*I,2.938162555497583*^-29-3.757076484642758*^-43*I,-4.59248000623953*^-30+7.95440870355134*^-30*I,-1.4279601641028919*^-30-2.4732995554105252*^-30*I,8.832978675535034*^-31-1.286905148224495*^-44*I,-1.3587981181798996*^-31+2.3535073779166462*^-31*I,-4.158849561751718*^-32-7.203338741989289*^-32*I
-0.03441173883961738+0.05960288004700854*I,-0.08077645318147257-0.1399089209655192*I,0.25741779603520076+0.*I,-0.157829548365227+0.27336879670422265*I,-0.15238956254742705-0.2639464648753388*I,0.218655686068195-9.955203760605801*^-17*I,-0.03976178586659269+0.06886943332061272*I,0.03599811050164887+0.06235055636533451*I,-0.19330565914952177+1.7602078038908312*^-16*I,0.1272729041395706-0.2204431363965801*I,0.12306296992137+0.21315131643413285*I,-0.17791960892131414+2.0652884353084698*^-16*I,0.03626020115437313-0.06280451069204213*I,-0.02178927302887643-0.03774012794600405*I,0.1474990338885686-2.686201238590681*^-16*I,-0.11217212497846261+0.1942878196556641*I,-0.13409995417504067-0.2322679339238274*I,0.28064534440402406-6.536529060307061*^-16*I,-0.13402257480982804+0.232133908931824*I,-0.11937191646266579-0.20675822431020377*I,0.20086945347657553-4.663379846516807*^-16*I,-0.08050519430789416+0.13943908681447825*I,-0.06185226620438742-0.10713126762927369*I,0.09151311975961929-2.7721314949810766*^-16*I,-0.032708239083968825+0.05665233191954451*I,-0.022657185723520944-0.0392433968296622*I,0.03048957374488298-1.1105310807592214*^-16*I,-0.0099830368922081+0.017291127111139087*I,-0.006373305544284602-0.011038889014861246*I,0.007945011881428942-3.3499443174280933*^-17*I,-0.0024205873414466362+0.004192580259543691*I,-0.0014435376083783663-0.002500280480347768*I,0.0016867802325909456-7.857381730023899*^-18*I,-0.00048319186094233533+0.0008369128529558899*I,-0.00027168241447495385-0.0004705677453936018*I,0.0003000628646647693-1.284838068087046*^-18*I,-0.00008142955152787323+0.00014104012048382573*I,-0.0000434647301695004-0.00007528312099084572*I,0.000045659589580710585-2.120063615105571*^-19*I,-0.000011806286777747527+0.00002044908854778759*I,-6.014376075858191*^-6-0.000010417204939212997*I,6.039049426514445*^-6-3.089804735435074*^-20*I,-1.4946823022389624*^-6+2.5888656886519375*^-6*I,-7.297953126180073*^-7-1.2640425605799837*^-6*I,7.032243033600649*^-7-4.260438819048459*^-21*I,-1.672230886825622*^-7+2.8963888579679793*^-7*I,-7.853226836313571*^-8-1.360218788385831*^-7*I,7.286036954663999*^-8-4.5188327372089985*^-22*I,-1.669822192576379*^-8+2.8922168771483925*^-8*I,-7.564880991899536*^-9-1.3102758231181844*^-8*I,6.776540211838945*^-9-4.936479983768109*^-23*I,-1.500766613941164*^-9+2.5994040256492466*^-9*I,-6.575325013770926*^-10-1.1388797000129574*^-9*I,5.700656585422888*^-10-4.415204696131638*^-24*I,-1.2227737412336325*^-10+2.1179062459777696*^-10*I,-5.1923800495090386*^-11-8.993466057956487*^-11*I,4.3659372081965424*^-11-3.6817179783034894*^-25*I,-9.088178141494722*^-12+1.5741186289306062*^-11*I,-3.747473687723579*^-12-6.490814827164608*^-12*I,3.0615651300391163*^-12-2.802580391354622*^-26*I,-6.195539834061009*^-13+1.0730989772910748*^-12*I,-2.484906994703717*^-13-4.3039851669100323*^-13*I,1.97564207145334*^-13-1.840592344796414*^-27*I,-3.892715969119598*^-14+6.742381837950012*^-14*I,-1.520898221992706*^-14-2.634272993632477*^-14*I,1.1784601153034989*^-14-1.1677024340907016*^-28*I,-2.263961423722501*^-15+3.921296212263418*^-15*I,-8.628047142481545*^-16-1.494421602087721*^-15*I,6.52384013601297*^-16-5.586881379825595*^-30*I,-1.223509916701637*^-16+2.119181339291643*^-16*I,-4.5537511144778054*^-17-7.887328295298799*^-17*I,3.3638856274797016*^-17-2.991105030473798*^-31*I,-6.1657253961545955*^-18+1.0679349651657727*^-17*I,-2.2435588456296847*^-18-3.885957910401112*^-18*I,1.620872688849836*^-18-1.5052054755221*^-32*I,-2.906530674295181*^-19+5.034258801636791*^-19*I,-1.035024214719579*^-19-1.79271452695835*^-19*I,7.320140952395313*^-20-7.135280859686858*^-34*I,-1.28538793660352*^-20+2.226357213633471*^-20*I,-4.48359246913517*^-21-7.765809956975129*^-21*I,3.1069577134325203*^-21-3.179272755613492*^-35*I,-5.347009287541462*^-22+9.261291754564698*^-22*I,-1.8284409067798224*^-22-3.1669525491798784*^-22*I,1.242459755581966*^-22-1.4373221619766937*^-36*I,-2.0973031339898247*^-23+3.632635586943912*^-23*I,-7.036272711403061*^-24-1.2187181832060188*^-23*I,4.6920316397221465*^-24-5.685273857163746*^-38*I,-7.774265969137975*^-25+1.346542365010105*^-24*I,-2.56071108272196*^-25-4.435281698779019*^-25*I,1.6768578174586942*^-25-2.116098334657752*^-39*I,-2.7290240623809514*^-26+4.7268083311219555*^-26*I,-8.831087455822189*^-27-1.5295892159567775*^-26*I,5.682588812862196*^-27-7.048734042783481*^-41*I,-9.089549511502214*^-28+1.5743561571835161*^-27*I,-2.8914836096365084*^-28-5.0081965211429405*^-28*I,1.8294009344385263*^-28-2.339284876836396*^-42*I,-2.8776884788600925*^-29+4.984302653741427*^-29*I,-9.004128590082598*^-30-1.5595608195906112*^-29*I,5.6043903002172165*^-30-8.165216961278458*^-44*I,-8.674391692827882*^-31+1.5024487136731805*^-30*I
-0.1196618220461602-5.448098982723657*^-17*I,0.12057656317931234-0.20884473362860756*I,0.157829548365227+0.27336879670422265*I,-0.2914115269504332+0.*I,0.08271041687728739-0.14325864434666416*I,-0.006648234477944223-0.011515079896430535*I,0.17096000346703788-7.783660695187363*^-17*I,-0.12332623067322301+0.21360729743198184*I,-0.10926341766711975-0.18924979080807*I,0.10775780930550949-9.81223921246007*^-17*I,0.018400669635815117-0.031870894702521774*I,0.08097524931902135+0.14025324597610178*I,-0.22974963666467096+2.6669307025608263*^-16*I,0.1133661434465137-0.19635592030750387*I,0.08115640545759066+0.14056701761220666*I,-0.060244400450349594+1.0971501225569993*^-16*I,-0.025893872746530364+0.04484950320171386*I,-0.07524588929744666-0.13032970332388016*I,0.22139386105534956-5.156498888784438*^-16*I,-0.12973350230873432+0.22470501744258317*I,-0.13359337806810262-0.2313905183687103*I,0.25150550348615813-5.838945025965268*^-16*I,-0.11046796224992603+0.19133612322547375*I,-0.09170527569513721-0.1588381968260879*I,0.14510004104657115-4.395395925358192*^-16*I,-0.0550270174823906+0.09530959006848204*I,-0.04019518304040974-0.06962009924552003*I,0.05675416090268509-2.0671741813189302*^-16*I,-0.019417559464440078+0.03363219955140043*I,-0.012908506094201067-0.022358188404968525*I,0.016707092795794024-7.04439859968441*^-17*I,-0.005271253503511937+0.00913007888765822*I,-0.003248190791159328-0.005626031482965244*I,0.003914187643033721-1.8233120047308976*^-17*I,-0.0011542981337989036+0.0019993030148216613*I,-0.0006671158546225686-0.0011554785547410104*I,0.0007562888197954924-3.2383502944540204*^-18*I,-0.0002104000446840128+0.00036442356730747596*I,-0.00011499846121532293-0.00019918317761717622*I,0.00012357334454555523-5.737750907831506*^-19*I,-0.00003265340444370942+0.00005655735553660069*I,-0.00001698423990621056-0.00002941756644549522*I,0.000017398513355948447-8.901733561032861*^-20*I,-4.389897284092486*^-6+7.603525136056911*^-6*I,-2.183563176231889*^-6-3.7820423627700543*^-6*I,2.142082020933913*^-6-1.2977664952657094*^-20*I,-5.182665565991187*^-7+8.976640078934576*^-7*I,-2.474993358805642*^-7-4.2868142458468617*^-7*I,2.3337583756663452*^-7-1.4474073922924686*^-21*I,-5.4332173202479605*^-8+9.410608447232829*^-8*I,-2.49923888235569*^-8-4.3288087244916455*^-8*I,2.2721693219855724*^-8-1.6551983795680771*^-22*I,-5.104952797261451*^-9+8.842037615097847*^-9*I,-2.268142996930413*^-9-3.928538909514947*^-9*I,1.9933819547360207*^-9-1.543890468729516*^-23*I,-4.332817005336897*^-10+7.504659193142076*^-10*I,-1.8638167729776435*^-10-3.228225346796285*^-10*I,1.5870397180108012*^-10-1.3383226518037064*^-24*I,-3.3444786764267155*^-11+5.7928069924018954*^-11*I,-1.3957427924001493*^-11-2.4174974307350684*^-11*I,1.1537326535891932*^-11-1.0561357914908362*^-25*I,-2.3616784947515633*^-12+4.090547144052583*^-12*I,-9.579035633599288*^-13-1.6591376404906343*^-12*I,7.699893918568192*^-13-7.173549301790011*^-27*I,-1.5335333605285315*^-13+2.6561576955373154*^-13*I,-6.054914993970353*^-14-1.0487420405067019*^-13*I,4.740208205711672*^-14-4.696936780487239*^-28*I,-9.198925256101766*^-15+1.593300591859711*^-14*I,-3.5406294212147415*^-15-6.132550048317*^-15*I,2.7032660208865315*^-15-2.315020951147379*^-29*I,-5.118363991478798*^-16+8.865266484872493*^-16*I,-1.922891396160709*^-16-3.330545595587335*^-16*I,1.433556525768616*^-16-1.2746920111275167*^-30*I,-2.6513976183770998*^-17+4.5923553860963496*^-17*I,-9.733670654407645*^-18-1.6859212117575885*^-17*I,7.093659631982606*^-18-6.587448473283211*^-32*I,-1.2829643751942821*^-18+2.2221594821374047*^-18*I,-4.607300545269602*^-19-7.980078630146566*^-19*I,3.285579176624097*^-19-3.202606393020393*^-33*I,-5.81654651677613*^-20+1.0074554091644268*^-19*I,-2.0452173444509544*^-20-3.5424203531100686*^-20*I,1.4284881058208298*^-20-1.4617364429902867*^-34*I,-2.477578577415108*^-21+4.2912919758272905*^-21*I,-8.537318629223802*^-22-1.4787069626219516*^-21*I,5.845172361954764*^-22-6.761905758851754*^-36*I,-9.940367628522437*^-23+1.7217221778514284*^-22*I,-3.359412703775911*^-23-5.818673486532051*^-23*I,2.2563975623702384*^-23-2.7340476488072416*^-37*I,-3.7653373165101796*^-24+6.521755539830871*^-24*I,-1.2489697264221706*^-24-2.1632790232785384*^-24*I,8.235550056498267*^-25-1.0392791552212697*^-38*I,-1.3494851371975027*^-25+2.3373768216851963*^-25*I,-4.396425362427707*^-26-7.614832099408991*^-26*I,2.847855670261117*^-26-3.5325056717930617*^-40*I,-4.585247380641484*^-27+7.941881428543392*^-27*I,-1.4680918188851388*^-27-2.542809620485193*^-27*I,9.347980092144301*^-28-1.1953414938662636*^-41*I,-1.4797701912301637*^-28+2.563037154736634*^-28*I,-4.6590768208012104*^-29-8.069757769993929*^-29*I,2.9178377496499294*^-29-4.251091913205397*^-43*I
-0.09008972161316034-0.15603997507372988*I,0.30328269778376354+1.3808198212425843*^-16*I,-0.15238956254742705+0.2639464648753388*I,-0.08271041687728739-0.14325864434666416*I,-0.04233096629813548+0.*I,0.10248356161366576-0.1775067356554846*I,0.12056816050518977+0.2088301797701078*I,-0.1452353439812262+6.612439258148747*^-17*I,-0.009887465275901957+0.017125592215935237*I,-0.08276757156312778-0.1433576391664301*I,0.22579325940029044-2.056034256891135*^-16*I,-0.09141351274658241+0.1583328485754263*I,-0.032718220226882914-0.05666961976618879*I,-0.07278745584642866+8.449158117340395*^-17*I,0.08988828891616668-0.15569108340823157*I,0.11180253905288166+0.19364767805479396*I,-0.19846761644377695+3.6144233833705916*^-16*I,0.05991906564898119-0.10378286604609091*I,0.0070600228758658035+0.01222831832359805*I,0.09182720843226697-2.1387535136883609*^-16*I,-0.08893620304313526+0.15404202230297281*I,-0.11675009153188806-0.20221709032154603*I,0.2571609042133557-5.970240657624189*^-16*I,-0.1268086799723591+0.21963907655286916*I,-0.11538975442813723-0.1998609173424282*I,0.197037476770608-5.968693849386444*^-16*I,-0.07976847299728211+0.13816304807347962*I,-0.06170167901313255-0.10687044296305111*I,0.0916818519003395-3.3393561657771107*^-16*I,-0.032846541009044855+0.05689187788056088*I,-0.022773141285057436-0.039444237753663514*I,0.03063631653767425-1.2917533167219351*^-16*I,-0.010018429625331086+0.01735242912312685*I,-0.006382845725093739-0.011055413092736048*I,0.007935577051839646-3.6965608761341646*^-17*I,-0.0024099577285914197+0.004174169230013672*I,-0.0014319608700211204-0.0024802289813270896*I,0.0016665476439229748-7.135984179799171*^-18*I,-0.00047533885075375283+0.000823311040316908*I,-0.0002660479929274001-0.0004608086410019775*I,0.00029243823359008153-1.3578476381268144*^-18*I,-0.00007896807442372111+0.00013677671707776687*I,-0.00004193641945595845-0.00007263600918523917*I,0.000043824763910324245-2.2422396886656785*^-19*I,-0.000011271766456027892+0.000019523272192891147*I,-5.711185582691512*^-6-9.892063600676428*^-6*I,5.703405476659602*^-6-3.4553712062326965*^-20*I,-1.4038589090452893*^-6+2.431554957124691*^-6*I,-6.816613273464531*^-7-1.1806720525188806*^-6*I,6.53195313562521*^-7-4.051146576779798*^-21*I,-1.5446123205076236*^-7+2.675347017116106*^-7*I,-7.213421096434751*^-8-1.2494011835413999*^-7*I,6.65507794073093*^-8-4.847998833894578*^-22*I,-1.5167077854207013*^-8+2.6270149445839733*^-8*I,-6.8329332755264745*^-9-1.1834987597939678*^-8*I,6.086840019797106*^-9-4.714306893828889*^-23*I,-1.340549560194497*^-9+2.3218999483210248*^-9*I,-5.840920420424187*^-10-1.011677093114107*^-9*I,5.036084967957618*^-10-4.246841785077462*^-24*I,-1.0743090064370722*^-10+1.860757782177886*^-10*I,-4.5370786045078476*^-11-7.858450660941128*^-11*I,3.794255873514103*^-11-3.4732911629277888*^-25*I,-7.855585010654104*^-12+1.36062723616297*^-11*I,-3.2218604779277743*^-12-5.58042604266893*^-12*I,2.618137444109345*^-12-2.4391684135920268*^-26*I,-5.270158591228569*^-13+9.128182443953698*^-13*I,-2.1026423367359363*^-13-3.6418833573719076*^-13*I,1.6629902531178105*^-13-1.6478094941165412*^-27*I,-3.2596877528242443*^-14+5.6459448047017194*^-14*I,-1.2670132210509779*^-14-2.1945312727217476*^-14*I,9.767189296610918*^-15-8.364418329817716*^-29*I,-1.866867869160221*^-15+3.2335100004034155*^-15*I,-7.078856463434286*^-16-1.2260939054155276*^-15*I,5.325693731634874*^-16-4.735508597951572*^-30*I,-9.93845584723911*^-17+1.721391047619849*^-16*I,-3.6807431174387554*^-17-6.375234089013249*^-17*I,2.7056927107706557*^-17-2.512611577299226*^-31*I,-4.9352442515483546*^-18+8.548093791444172*^-18*I,-1.7871676374320182*^-18-3.095465149675021*^-18*I,1.2849793342847422*^-18-1.252528948368799*^-32*I,-2.293282378892057*^-19+3.9720815963435547*^-19*I,-8.128013097377733*^-20-1.4078131649243188*^-19*I,5.721637764064265*^-20-5.854809990536389*^-34*I,-1.0000410378965864*^-20+1.7321218872908418*^-20*I,-3.472225756607115*^-21-6.014071425792652*^-21*I,2.395139386573769*^-21-2.7707834445979624*^-35*I,-4.10331906360412*^-22+7.10715709782848*^-22*I,-1.3968485211149049*^-22-2.4194126090483956*^-22*I,9.449519820598847*^-23-1.1449860555923844*^-36*I,-1.5880438476100817*^-23+2.750572628707907*^-23*I,-5.304354250741669*^-24-9.187411063628252*^-24*I,3.5217126073616386*^-24-4.444199207584124*^-38*I,-5.809916555026984*^-25+1.0063070661042554*^-24*I,-1.9054732067031264*^-25-3.300376406470916*^-25*I,1.2424655630968319*^-25-1.541165408935451*^-39*I,-2.0135168868594712*^-26+3.4875135499386196*^-26*I,-6.488370907276629*^-27-1.1238188069754566*^-26*I,4.157716867305342*^-27-5.316540517040943*^-41*I,-6.6229535034751805*^-28+1.1471291964185658*^-27*I,-2.0981863832451427*^-28-3.6341654195296608*^-28*I
