0.6752319066557773+0.j,0.5984086966031531+0.j,0.3749970396726368+0.j,0.19187224304893905+0.j,0.08502117401849281+0.j,0.03369667398620036+0.j,0.012191477785427752+0.j,0.004083685352179903+0.j,0.0012795351460588257+0.j,0.00037798616616681915+0.j,0.00010593045706424742+0.j,0.000028305409628742968+0.j,7.241420413114588e-6+0.j,1.779905833623053e-6+0.j,4.2157800981538343e-7+0.j,9.646666408804406e-8+0.j,2.137283878085781e-8+0.j,4.593912191643061e-9+0.j,9.59602515895385e-10+0.j,1.9510101021702255e-10+0.j,3.866245797918161e-11+0.j,7.476954783976926e-12+0.j,1.4127273549419084e-12+0.j,2.610594250834637e-13+0.j,4.7225731876163665e-14+0.j,8.370543032573774e-15+0.j,1.4548288345146902e-15+0.j,2.4812753364158985e-16+0.j,4.155668379332305e-17+0.j,6.838909008202902e-18+0.j,1.1065502453281109e-18+0.j,1.7613076952805373e-19+0.j,2.759339793322084e-20+0.j,4.256897124777661e-21+0.j,6.469915922639418e-22+0.j,9.691914082089035e-23+0.j,1.431539203120343e-23+0.j,2.0856783087079228e-24+0.j,2.998475238878333e-25+0.j,4.255132656053478e-26+0.j,5.9624952904469105e-27+0.j,8.2524150295073e-28+0.j,1.1284994631797464e-28+0.j,1.525148281485923e-29+0.j,2.0376550827987724e-30+0.j,2.6919646709206736e-31+0.j,3.5175103241410656e-32+0.j,4.5470674086023915e-33+0.j,5.816419402569883e-34+0.j,7.363810691833182e-35+0.j,9.229168044589657e-36+0.j,1.1453082954599347e-36+0.j,1.4075559766520949e-37+0.j,1.7134549128548e-38+0.j,2.0664302076179094e-39+0.j,2.469359595413281e-40+0.j,2.9243898303142693e-41+0.j,3.432754758219826e-42+0.j,3.994603900250202e-43+0.j,4.608850878663118e-44+0.j,5.273051003520989e-45+0.j,5.983316760054194e-46+0.j,6.734278782948619e-47+0.j,7.519098205987287e-48+0.j,8.329534106586773e-49+0.j,9.156067235995172e-50+0.j,9.988078479742548e-51+0.j,1.08140776933894e-51+0.j,1.1621975879388271e-52+0.j,1.2399391282486841e-53+0.j,1.3133978037991823e-54+0.j,1.38137646361653e-55+0.j,1.442748875671238e-56+0.j,1.4964915025783522e-57+0.j,1.5417122953688891e-58+0.j,1.577675367820467e-59+0.j,1.6038206077913242e-60+0.j,1.619777520992418e-61+0.j,1.6253728719259227e-62+0.j,1.620631970195208e-63+0.j,1.6057737317118786e-64+0.j,1.5811999080309638e-65+0.j,1.5474791095507604e-66+0.j,1.505326438687929e-67+0.j,1.455579689637819e-68+0.j,1.3991731577136743e-69+0.j,1.3371101327263936e-70+0.j,1.2704351299258102e-71+0.j,1.2002068439490816e-72+0.j,1.1274727035504168e-73+0.j,1.0532457666880927e-74+0.j,9.784845367206156e-76+0.j,9.040761110619484e-77+0.j,8.308229032126798e-78+0.j,7.594330161711017e-79+0.j,6.90514196974998e-80+0.j,6.24571174026751e-81+0.j,5.620060746365967e-82+0.j,5.0312154185659264e-83+0.j,4.481261175168472e-84+0.j
-0.5984086966031531+0.j,0.14490600730097256+0.j,0.5139452210552188+0.j,0.4794715773639433+0.j,0.30839643244908543+0.j,0.1602502248474147+0.j,0.07173524142060124+0.j,0.02863654642043147+0.j,0.010416447920533886+0.j,0.003503623920270777+0.j,0.001101418785846171+0.j,0.00032624656380399945+0.j,0.00009163527346343881+0.j,0.000024531912132149135+0.j,6.2861840266605454e-6+0.j,1.547273256018815e-6+0.j,3.669254711512191e-7+0.j,8.405122313537424e-8+0.j,1.8639893189999577e-8+0.j,4.009906624318004e-9+0.j,8.382545313829473e-10+0.j,1.7054736159269537e-10+0.j,3.381802953397956e-11+0.j,6.543844491024395e-12+0.j,1.237072052834769e-12+0.j,2.2871045876469066e-13+0.j,4.1392253777389794e-14+0.j,7.339615071827586e-15+0.j,1.2761388427767508e-15+0.j,2.1772876576123085e-16+0.j,3.6477592703403944e-17+0.j,6.00491919126219e-18+0.j,9.718920798579763e-19+0.j,1.547394262073803e-19+0.j,2.4248380986278076e-20+0.j,3.7417615266408935e-21+0.j,5.688281590588781e-22+0.j,8.522874597892416e-23+0.j,1.2591251622688059e-23+0.j,1.8348370551925518e-24+0.j,2.6383409491653664e-25+0.j,3.744724686992391e-26+0.j,5.248165533225194e-27+0.j,7.2649031072729435e-28+0.j,9.936106718772037e-29+0.j,1.3430436682134323e-29+0.j,1.7946061465117963e-30+0.j,2.37118624787206e-31+0.j,3.098754036013162e-32+0.j,4.006233508708487e-33+0.j,5.125209103362865e-34+0.j,6.48944399960508e-35+0.j,8.134194170430907e-36+0.j,1.0095311197408788e-36+0.j,1.240813809232169e-37+0.j,1.510621528321659e-38+0.j,1.8219827840744084e-39+0.j,2.177443907354145e-40+0.j,2.5789068813384667e-41+0.j,3.027468598841975e-42+0.j,3.5232693418570425e-43+0.j,4.065358724966202e-44+0.j,4.6515873363278355e-45+0.j,5.2785318028655234e-46+0.j,5.941459990772454e-47+0.j,6.634341555896837e-48+0.j,7.349907145242466e-49+0.j,8.079757318725643e-50+0.j,8.814519835183266e-51+0.j,9.544051473260825e-52+0.j,1.0257678189656242e-52+0.j,1.0944465304948482e-53+0.j,1.1593507687508225e-54+0.j,1.2194228690957956e-55+0.j,1.273667596979876e-56+0.j,1.3211802292104132e-57+0.j,1.3611720087463402e-58+0.j,1.3929919671899773e-59+0.j,1.4161442801758505e-60+0.j,1.4303005317484453e-61+0.j,1.4353065015740427e-62+0.j,1.4311833392105341e-63+0.j,1.4181232382261305e-64+0.j,1.3964799560520263e-65+0.j,1.3667547310501283e-66+0.j,1.329578316717485e-67+0.j,1.285689977358291e-68+0.j,1.2359143661746583e-69+0.j,1.1811372348352823e-70+0.j,1.1222809053620852e-71+0.j,1.0602803752905651e-72+0.j,9.96060832144379e-74+0.j,9.305172313329318e-75+0.j,8.644964513727304e-76+0.j,7.987823907267756e-77+0.j,7.340842199900949e-78+0.j,6.710278591817245e-79+0.j,6.1015061885291995e-80+0.j,5.518988304493069e-81+0.j,4.966281991716114e-82+0.j
0.3749970396726368+0.j,-0.5139452210552188+0.j,-0.17716139837615033+0.j,0.3289875204879994+0.j,0.4848164031374578+0.j,0.38719563825005865+0.j,0.2326081352519686+0.j,0.11625905374039325+0.j,0.0507455521211551+0.j,0.01990105218590198+0.j,0.007144129385616816+0.j,0.002378611300316157+0.j,0.0007417137198019045+0.j,0.000218251927616441+0.j,0.000060966057031364676+0.j,0.00001624581423712391+0.j,4.146413206550489e-6+0.j,1.0170910925309902e-6+0.j,2.4047284857958546e-7+0.j,5.4939172966353316e-8+0.j,1.2155140010016474e-8+0.j,2.6093804188961392e-9+0.j,5.444493001324984e-10+0.j,1.1058177143276491e-10+0.j,2.1893322324220107e-11+0.j,4.230387161218297e-12+0.j,7.986885378937079e-13+0.j,1.474854299216037e-13+0.j,2.6662623523166303e-14+0.j,4.7229506689693704e-15+0.j,8.20400942468336e-16+0.j,1.3984940102787612e-16+0.j,2.3410633723233192e-17+0.j,3.850875735730979e-18+0.j,6.228115793519449e-19+0.j,9.909345408703731e-20+0.j,1.551848950769843e-20+0.j,2.393213226518237e-21+0.j,3.6361309397422416e-22+0.j,5.445164805920006e-23+0.j,8.040307265559765e-24+0.j,1.1710930890677663e-24+0.j,1.6831604332024354e-25+0.j,2.3879482189641608e-26+0.j,3.345276287691741e-27+0.j,4.628946465053073e-28+0.j,6.328550898486678e-29+0.j,8.551084006107454e-30+0.j,1.142220717271249e-30+0.j,1.5086996489965933e-31+0.j,1.970999269224552e-32+0.j,2.547437172937467e-33+0.j,3.2580066558880023e-34+0.j,4.1240697524649435e-35+0.j,5.167921099194901e-36+0.j,6.412218344393081e-37+0.j,7.879281939097615e-38+0.j,9.590275318093359e-39+0.j,1.1564285276732811e-39+0.j,1.3817331219852538e-40+0.j,1.6361340273456962e-41+0.j,1.9203132342636572e-42+0.j,2.234346442250818e-43+0.j,2.5776186249152686e-44+0.j,2.9487559269983895e-45+0.j,3.3455787650254082e-46+0.j,3.7650803559725137e-47+0.j,4.203433947830687e-48+0.j,4.65603081313592e-49+0.j,5.117549653696045e-50+0.j,5.58205653152649e-51+0.j,6.04313287901767e-52+0.j,6.494027647539944e-53+0.j,6.927828323108948e-54+0.j,7.337644456447982e-55+0.j,7.7167965933332e-56+0.j,8.059003099296393e-57+0.j,8.358557376017632e-58+0.j,8.610488364545478e-59+0.j,8.81069799669523e-60+0.j,8.956070341259714e-61+0.j,9.044548527491474e-62+0.j,9.075177032362465e-63+0.j,9.048108500414947e-64+0.j,8.964575834363621e-65+0.j,8.826831764933634e-66+0.j,8.638059403878478e-67+0.j,8.402258344031562e-68+0.j,8.124111651496189e-69+0.j,7.808839574165213e-70+0.j,7.46204596352546e-71+0.j,7.089563287117255e-72+0.j,6.697301726817232e-73+0.j,6.291107255339286e-74+0.j,5.876632810737081e-75+0.j,5.45922580149977e-76+0.j,5.04383422910739e-77+0.j,4.634932763920323e-78+0.j,4.2364692016419015e-79+0.j,3.851830901100835e-80+0.j
-0.19187224304893905+0.j,0.4794715773639433+0.j,-0.3289875204879994+0.j,-0.3454922565243815+0.j,0.13181928013699187+0.j,0.4277814661956827+0.j,0.42856026426045507+0.j,0.29582929831832566+0.j,0.1638856003643135+0.j,0.07771123542293995+0.j,0.03267879479835649+0.j,0.012462918034497917+0.j,0.004377714871070492+0.j,0.0014323287185538218+0.j,0.00044028395271741996+0.j,0.00012801186004166717+0.j,0.00003539653320380995+0.j,9.35002947688098e-6+0.j,2.368313054387075e-6+0.j,5.770663694801195e-7+0.j,1.3563299492985671e-7+0.j,3.08243532807501e-8+0.j,6.787660823498285e-9+0.j,1.4509312094836206e-9+0.j,3.015704710928881e-10+0.j,6.103604360320428e-11+0.j,1.204526293720913e-11+0.j,2.320602723945239e-12+0.j,4.3693314363497987e-13+0.j,8.048090460352359e-14+0.j,1.4515512292732948e-14+0.j,2.5656642441369566e-15+0.j,4.447678677667339e-16+0.j,7.567393616972725e-17+0.j,1.2645309641760039e-17+0.j,2.0766040409546578e-18+0.j,3.353295519623771e-19+0.j,5.32746245672094e-20+0.j,8.33146080256575e-21+0.j,1.283164741878826e-21+0.j,1.9471537565323566e-22+0.j,2.9124568332712577e-23+0.j,4.295707956057587e-24+0.j,6.250159994806463e-25+0.j,8.9739798984862e-26+0.j,1.2719353123325519e-26+0.j,1.7802127423130533e-27+0.j,2.4611598462353393e-28+0.j,3.3619903541253447e-29+0.j,4.5390354378792284e-30+0.j,6.058391715585928e-31+0.j,7.996295150233907e-32+0.j,1.0439126436078079e-32+0.j,1.3482953390924446e-33+0.j,1.723252254405719e-34+0.j,2.1799626441332841e-35+0.j,2.7300795612004685e-36+0.j,3.3854294476713804e-37+0.j,4.1576437845871746e-38+0.j,5.057728745670171e-39+0.j,6.0955833926458644e-40+0.j,7.279481567381486e-41+0.j,8.615536948546783e-42+0.j,1.010717440128081e-42+0.j,1.1754633420938457e-43+0.j,1.3554530859841491e-44+0.j,1.549951000091402e-45+0.j,1.7578001269156013e-46+0.j,1.977411642748817e-47+0.j,2.2067693085159052e-48+0.j,2.443449997298165e-49+0.j,2.684660603871063e-50+0.j,2.927290840616554e-51+0.j,3.1679806102402007e-52+0.j,3.4031998693895105e-53+0.j,3.629338207955239e-54+0.j,3.842800811133771e-55+0.j,4.04010708161451e-56+0.j,4.2179880030204455e-57+0.j,4.3734783357058475e-58+0.j,4.503999951396071e-59+0.j,4.6074330198194153e-60+0.j,4.682172332282902e-61+0.j,4.72716674804092e-62+0.j,4.7419405361418243e-63+0.j,4.726596211282389e-64+0.j,4.6817992794911254e-65+0.j,4.6087460735176937e-66+0.j,4.509116529349173e-67+0.j,4.385014302947862e-68+0.j,4.238897028057349e-69+0.j,4.0734997598237524e-70+0.j,3.8917547332545735e-71+0.j,3.6967104977846474e-72+0.j,3.491453285207185e-73+0.j,3.2790331500832794e-74+0.j,3.062397016029726e-75+0.j,2.8443302968782164e-76+0.j,2.6274082677923938e-77+0.j,2.413957865718179e-78+0.j
0.08502117401849281+0.j,-0.30839643244908543+0.j,0.4848164031374578+0.j,-0.13181928013699187+0.j,-0.4039031541999825+0.j,-0.042177291210435466+0.j,0.3340223341161539+0.j,0.4358459957648952+0.j,0.34574588996067+0.j,0.21139350592546616+0.j,0.10839183794019969+0.j,0.04866916370764169+0.j,0.019646582850968014+0.j,0.007257353580262137+0.j,0.0024845459181612067+0.j,0.0007958824296653627+0.j,0.0002403390396868848+0.j,0.00006882869865190103+0.j,0.000018784976343840474+0.j,4.905912758167433e-6+0.j,1.2302588236432367e-6+0.j,2.971155470812802e-7+0.j,6.928181231588538e-8+0.j,1.5633311721031775e-8+0.j,3.4204111794121373e-9+0.j,7.268802851000852e-10+0.j,1.5027457051306302e-10+0.j,3.026622078803911e-11+0.j,5.946126741082173e-12+0.j,1.1408163217646606e-12+0.j,2.1397401558357614e-13+0.j,3.9272595658437054e-14+0.j,7.059711711112832e-15+0.j,1.2439662998822772e-15+0.j,2.1502223380703068e-16+0.j,3.6485159154026445e-17+0.j,6.081223083939454e-18+0.j,9.96258313621796e-19+0.j,1.6051163839671692e-19+0.j,2.544639044585658e-20+0.j,3.971442193207354e-21+0.j,6.104878822987216e-22+0.j,9.247090163141608e-23+0.j,1.3807467416312135e-23+0.j,2.0331786451737087e-24+0.j,2.9536031961986165e-25+0.j,4.2344588794508266e-26+0.j,5.9932045320866736e-27+0.j,8.376733479709224e-28+0.j,1.1565835468406978e-28+0.j,1.5779458197687853e-29+0.j,2.127845881116672e-30+0.j,2.8368480431619173e-31+0.j,3.7401545984888204e-32+0.j,4.877593777663842e-33+0.j,6.293393301418311e-34+0.j,8.035699829524421e-35+0.j,1.0155811404552856e-35+0.j,1.2707100476270497e-36+0.j,1.5743619168764806e-37+0.j,1.9318395695169681e-38+0.j,2.3481450480019833e-39+0.j,2.8277581549091254e-40+0.j,3.3743989760981505e-41+0.j,3.990783397329997e-42+0.j,4.67838226776927e-43+0.j,5.437196047638055e-44+0.j,6.265557367330342e-45+0.j,7.159973819971754e-46+0.j,8.115022450261195e-47+0.j,9.123305782157502e-48+0.j,1.0175476894608274e-48+0.j,1.1260338111010336e-49+0.j,1.2365014467125295e-50+0.j,1.347519945663788e-51+0.j,1.457546684316278e-52+0.j,1.5649638803008902e-53+0.j,1.668119754889824e-54+0.j,1.7653725082613204e-55+0.j,1.8551353997425808e-56+0.j,1.935921141206311e-57+0.j,2.0063838221313826e-58+0.j,2.0653566886793405e-59+0.j,2.1118842897025598e-60+0.j,2.145247767647414e-61+0.j,2.1649823951990474e-62+0.j,2.1708868193791727e-63+0.j,2.163023852199921e-64+0.j,2.1417130192336425e-65+0.j,2.1075154242873885e-66+0.j,2.0612117920572145e-67+0.j,2.003774797076885e-68+0.j,1.936336966677605e-69+0.j,1.8601555528537596e-70+0.j,1.7765758023294805e-71+0.j,1.686994019435805e-72+0.j,1.5928217200148397e-73+0.j,1.4954520267061988e-74+0.j,1.3962292688444672e-75+0.j,1.2964225370142366e-76+0.j
-0.03369667398620036+0.j,0.1602502248474147+0.j,-0.38719563825005865+0.j,0.4277814661956827+0.j,0.042177291210435466+0.j,-0.3871869132406427+0.j,-0.17858689110210252+0.j,0.22248052233693638+0.j,0.41427600990084756+0.j,0.3800846224788277+0.j,0.2559963300627831+0.j,0.14148189440171013+0.j,0.06761136039362343+0.j,0.028802836208258138+0.j,0.01115916841209818+0.j,0.0039879255080753+0.j,0.0013284635441964117+0.j,0.00041588422622068427+0.j,0.00012314817272237883+0.j,0.000034674286443691066+0.j,9.324233678448222e-6+0.j,2.4035237032228722e-6+0.j,5.957761796176092e-7+0.j,1.4239694003918676e-7+0.j,3.2895249012836084e-8+0.j,7.360185460562878e-9+0.j,1.597983345375302e-9+0.j,3.372110514688766e-10+0.j,6.926630612318331e-11+0.j,1.386802665908498e-11+0.j,2.7096129728680945e-12+0.j,5.172259870767036e-13+0.j,9.655468671221169e-14+0.j,1.7643703214151493e-14+0.j,3.1586468887894897e-15+0.j,5.544350942797165e-16+0.j,9.548976750082081e-17+0.j,1.6147865509664213e-17+0.j,2.6828786171234966e-18+0.j,4.381993722901151e-19+0.j,7.039924843842255e-20+0.j,1.1130523408220568e-20+0.j,1.732712735407818e-21+0.j,2.65705564104746e-22+0.j,4.015375234285783e-23+0.j,5.9824749737831946e-24+0.j,8.790896594495398e-25+0.j,1.274507477468247e-25+0.j,1.8237267709900296e-26+0.j,2.57649317717235e-27+0.j,3.5948991548763353e-28+0.j,4.95522131535565e-29+0.j,6.749663204000856e-30+0.j,9.087873502431336e-31+0.j,1.209808724723733e-31+0.j,1.5927720665622134e-32+0.j,2.0743241341318875e-33+0.j,2.6729137277668133e-34+0.j,3.4085823271611724e-35+0.j,4.302635243561619e-36+0.j,5.3771845340584854e-37+0.j,6.654560856294076e-38+0.j,8.156598654092686e-39+0.j,9.903807235301857e-40+0.j,1.1914448982243004e-40+0.j,1.4203554566839078e-41+0.j,1.6781913000357385e-42+0.j,1.9655080980453447e-43+0.j,2.2822460682219843e-44+0.j,2.627649733481486e-45+0.j,3.000204722634812e-46+0.j,3.397596296314726e-47+0.j,3.816693586429846e-48+0.j,4.2535625515697645e-49+0.j,4.703509418218404e-50+0.j,5.1611549626232784e-51+0.j,5.620538471329876e-52+0.j,6.075248690882061e-53+0.j,6.518577634144569e-54+0.j,6.94369184411377e-55+0.j,7.343814707920531e-56+0.j,7.712412729752233e-57+0.j,8.043378356332444e-58+0.j,8.331202022841794e-59+0.j,8.571126545617604e-60+0.j,8.75927780087348e-61+0.j,8.892766743893793e-62+0.j,8.969759170876391e-63+0.j,8.989511123233859e-64+0.j,8.952369392916094e-65+0.j,8.859738118197074e-66+0.j,8.714013879254857e-67+0.j,8.518492939788726e-68+0.j,8.277255277939942e-69+0.j,7.995030767954e-70+0.j,7.677053293412475e-71+0.j,7.328908692538778e-72+0.j,6.956382272533469e-73+0.j,6.565311214519774e-74+0.j,6.161446566444097e-75+0.j
0.012191477785427752+0.j,-0.07173524142060124+0.j,0.2326081352519686+0.j,-0.42856026426045507+0.j,0.3340223341161539+0.j,0.17858689110210252+0.j,-0.32257406401607147+0.j,-0.2733894814334813+0.j,0.10701305867253424+0.j,0.36986756363464107+0.j,0.39806750487213965+0.j,0.29543243133614+0.j,0.175623781291528+0.j,0.08910034359969961+0.j,0.039959664919841945+0.j,0.01620136053745325+0.j,0.006031616141068168+0.j,0.0020856701802521296+0.j,0.0006757775237414615+0.j,0.00020659860087280036+0.j,0.00005993278257492392+0.j,0.00001657444752597971+0.j,4.386845299697361e-6+0.j,1.1149449344421585e-6+0.j,2.7289235835102653e-7+0.j,6.448422615284467e-8+0.j,1.4743296446280309e-8+0.j,3.2678314092672137e-9+0.j,7.033985353977429e-10+0.j,1.472634276135966e-10+0.j,3.0029510650226136e-11+0.j,5.971899655511418e-12+0.j,1.159548705263203e-12+0.j,2.200573092294813e-13+0.j,4.085761414705462e-14+0.j,7.428262047375258e-15+0.j,1.3235348186966645e-15+0.j,2.3128527410526027e-16+0.j,3.966723652707255e-17+0.j,6.6814844028888646e-18+0.j,1.1059554218871088e-18+0.j,1.800011474771063e-19+0.j,2.8821700345569666e-20+0.j,4.542448830554139e-21+0.j,7.050064162522163e-22+0.j,1.0780111643509933e-22+0.j,1.624666793528915e-23+0.j,2.4142925280954557e-24+0.j,3.5388689709900813e-25+0.j,5.1185156709408406e-26+0.j,7.307631470104581e-27+0.j,1.0301561801431704e-27+0.j,1.434357332753732e-28+0.j,1.9731822990426736e-29+0.j,2.682591095180087e-30+0.j,3.6052512205205346e-31+0.j,4.790949862597507e-32+0.j,6.296790183232718e-33+0.j,8.18710378261855e-34+0.j,1.053301268324338e-34+0.j,1.3411580436826112e-35+0.j,1.6904503799465346e-36+0.j,2.109631403767338e-37+0.j,2.607208006206018e-38+0.j,3.19146334716187e-39+0.j,3.870136694945244e-40+0.j,4.650069052249628e-41+0.j,5.5368262837472255e-42+0.j,6.534314441624378e-43+0.j,7.644404436501495e-44+0.j,8.866584887995834e-45+0.j,1.0197662711079118e-45+0.j,1.1631530604279626e-46+0.j,1.315901902668589e-47+0.j,1.4767847487354332e-48+0.j,1.6442686114688913e-49+0.j,1.8165333701138672e-50+0.j,1.9915012982088164e-51+0.j,2.1668778118471017e-52+0.j,2.3402023559437174e-53+0.j,2.5089078025776305e-54+0.j,2.6703862623582265e-55+0.j,2.8220588377127e-56+0.j,2.961446600281436e-57+0.j,3.0862399693402063e-58+0.j,3.1943637111962237e-59+0.j,3.28403496790903e-60+0.j,3.353812045297637e-61+0.j,3.4026321244640883e-62+0.j,3.4298365808742765e-63+0.j,3.4351831686992026e-64+0.j,3.418844921732572e-65+0.j,3.381396202074611e-66+0.j,3.323786862613511e-67+0.j,3.2473059522637173e-68+0.j,3.153536762894233e-69+0.j,3.0443052797426586e-70+0.j,2.921624245973833e-71+0.j,2.7876350871862096e-72+0.j,2.644549869930477e-73+0.j
-0.004083685352179903+0.j,0.02863654642043147+0.j,-0.11625905374039325+0.j,0.29582929831832566+0.j,-0.4358459957648952+0.j,0.22248052233693638+0.j,0.2733894814334813+0.j,-0.23099889647531419+0.j,-0.32811098883216844+0.j,-0.0025502841853693864+0.j,0.30873868958173656+0.j,0.4000453009946392+0.j,0.3279845067811938+0.j,0.2094896155789152+0.j,0.11262193334791619+0.j,0.05306811499256972+0.j,0.0224737908181089+0.j,0.008700974001289682+0.j,0.003118152826757598+0.j,0.0010441467721844413+0.j,0.00032914015082931313+0.j,0.00009825480951279974+0.j,0.000027913927191485568+0.j,7.578367880243862e-6+0.j,1.973068210839054e-6+0.j,4.941182978174415e-7+0.j,1.193386619034171e-7+0.j,2.7860659109199594e-8+0.j,6.300050832333559e-9+0.j,1.3823703717854787e-9+0.j,2.9480550490012205e-10+0.j,6.119425521349926e-11+0.j,1.238005345508599e-11+0.j,2.44394831799701e-12+0.j,4.712969284923411e-13+0.j,8.88722149440256e-14+0.j,1.6402380643132483e-14+0.j,2.9654248804598833e-15+0.j,5.255913522525474e-16+0.j,9.139199905997022e-17+0.j,1.560134925840845e-17+0.j,2.6162882637347124e-18+0.j,4.3125678160292077e-19+0.j,6.991242409944059e-20+0.j,1.1152371354245255e-20+0.j,1.751408207787002e-21+0.j,2.709039608679631e-22+0.j,4.1289569533834455e-23+0.j,6.203563096262025e-24+0.j,9.191516245172452e-25+0.j,1.3435030450389257e-25+0.j,1.937974093302954e-26+0.j,2.7596869059646988e-27+0.j,3.8807163136536076e-28+0.j,5.390578812506522e-29+0.j,7.398700274376723e-30+0.j,1.0036711588556432e-30+0.j,1.3460388208419459e-31+0.j,1.7851020975347876e-32+0.j,2.3415985169705706e-33+0.j,3.0388266164455075e-34+0.j,3.90247067762852e-35+0.j,4.960276626212763e-36+0.j,6.241562574133679e-37+0.j,7.776554012699036e-38+0.j,9.595542127664178e-39+0.j,1.1727873807046753e-39+0.j,1.4200793171936463e-40+0.j,1.7038166236145216e-41+0.j,2.0259131816501633e-42+0.j,2.3876732214462094e-43+0.j,2.789658559632834e-44+0.j,3.2315667593153415e-45+0.j,3.7121271730494414e-46+0.j,4.229021638859457e-47+0.j,4.7788359846109354e-48+0.j,5.357047462936628e-49+0.j,5.958051823722259e-50+0.j,6.575232000039884e-51+0.j,7.201068428730517e-52+0.j,7.827288961196944e-53+0.j,8.445054268347912e-54+0.j,9.045172734279059e-55+0.j,9.618337188174489e-56+0.j,1.0155374549538724e-56+0.j,1.0647498641441008e-57+0.j,1.1086556113400475e-58+0.j,1.1465255630293577e-59+0.j,1.1777371211941449e-60+0.j,1.2017911802882913e-61+0.j,1.2183250737354629e-62+0.j,1.227121064196874e-63+0.j,1.2281101374134932e-64+0.j,1.2213710707051245e-65+0.j,1.207124952292446e-66+0.j,1.1857255155170444e-67+0.j,1.157645813417406e-68+0.j,1.1234618867560205e-69+0.j,1.0838341677283624e-70+0.j,1.039487410053269e-71+0.j
0.0012795351460588257+0.j,-0.010416447920533886+0.j,0.0507455521211551+0.j,-0.1638856003643135+0.j,0.34574588996067+0.j,-0.41427600990084756+0.j,0.10701305867253424+0.j,0.32811098883216844+0.j,-0.1281923612473329+0.j,-0.34721518097165033+0.j,-0.09958794549747742+0.j,0.23668259599454836+0.j,0.3871865259251577+0.j,0.3524607758518924+0.j,0.2418410472269789+0.j,0.1375861787210243+0.j,0.06800796801421521+0.j,0.030034634857744436+0.j,0.012074454746913179+0.j,0.004478235259412674+0.j,0.0015478120047597503+0.j,0.0005024819572844974+0.j,0.0001541909386066292+0.j,0.00004495584743387505+0.j,0.000012507899636397342+0.j,3.3331034170295423e-6+0.j,8.533922214399174e-7+0.j,2.1050958170329449e-7+0.j,5.0148534784671204e-8+0.j,1.1561803341124227e-8+0.j,2.5845777373454046e-9+0.j,5.611513104260013e-10+0.j,1.1850948642300221e-10+0.j,2.437824868568764e-11+0.j,4.890657753487942e-12+0.j,9.579420508935936e-13+0.j,1.8338710365154909e-13+0.j,3.4345501130060326e-14+0.j,6.298310921235669e-15+0.j,1.1318385630112421e-15+0.j,1.9947037460099854e-16+0.j,3.44992987853129e-17+0.j,5.859544448895415e-18+0.j,9.779221591707425e-19+0.j,1.6046481173101902e-19+0.j,2.590140492681611e-20+0.j,4.1148474055440865e-21+0.j,6.436906368918524e-22+0.j,9.919462372449326e-23+0.j,1.5065038933763136e-23+0.j,2.2557832772963007e-24+0.j,3.3314566512965946e-25+0.j,4.854414993949226e-26+0.j,6.981585006714092e-27+0.j,9.913494521663388e-28+0.j,1.3902394496997513e-28+0.j,1.9260642137953946e-29+0.j,2.6368936385137832e-30+0.j,3.5683881011326185e-31+0.j,4.7744240968445314e-32+0.j,6.31751653284604e-33+0.j,8.268958720051365e-34+0.j,1.0708598962428982e-34+0.j,1.3724175793855812e-35+0.j,1.741014325838747e-36+0.j,2.1865933727994213e-37+0.j,2.7193628688855003e-38+0.j,3.349503723063196e-39+0.j,4.086821656166224e-40+0.j,4.940350706043382e-41+0.j,5.917919393044675e-42+0.j,7.025694580076879e-43+0.j,8.267721471270303e-44+0.j,9.645480893249342e-45+0.j,1.115748672278878e-45+0.j,1.2798946840507324e-46+0.j,1.4561510147724577e-47+0.j,1.643311991574349e-48+0.j,1.8397990076205626e-49+0.j,2.0436716143831809e-50+0.j,2.2526526523719754e-51+0.j,2.464167331483831e-52+0.j,2.6753954764487783e-53+0.j,2.8833354677800005e-54+0.j,3.084877777088882e-55+0.j,3.2768854580184394e-56+0.j,3.4562785451642785e-57+0.j,3.620119059901013e-58+0.j,3.765693240518567e-59+0.j,3.8905877097969644e-60+0.j,3.9927565598575616e-61+0.j,4.070576754668616e-62+0.j,4.122889798378492e-63+0.j,4.1490282587433995e-64+0.j,4.148826430632866e-65+0.j,4.1226151342765426e-66+0.j,4.071201326813634e-67+0.j,3.9958338275484035e-68+0.j,3.898156986523055e-69+0.j,3.7801545393467194e-70+0.j
