0.04321391826377226+0.j,0.-0.10832122937756453j,-0.19199438014508394+0.j,0.+0.2778547486822393j,0.3482392846436959+0.j,0.-0.3903756263265229j,-0.3994818045512689+0.j,0.+0.37847562705578136j,0.33541529132444997+0.j,0.-0.28025381765915314j,-0.2221475211573637+0.j,0.+0.1678939563171288j,0.12148827742382534+0.j,0.-0.08446030245058365j,-0.05658203312651666+0.j,0.+0.03662038056784323j,0.022948420339775868+0.j,0.-0.013951415390475721j,-0.008242746644810431+0.j,0.+0.004740073598430012j,0.002656807088427985+0.j,0.-0.0014532499213104227j,-0.0007766384750078384+0.j,0.+0.0004059241762680248j,0.00020769652548812442+0.j,0.-0.00010412359666623026j,-0.00005118614485865067+0.j,0.+0.000024692239090480473j,0.000011696916563794955+0.j,0.-5.444554221620873e-6j,-2.4916763729505e-6+0.j,0.+1.1217619929039385e-6j,4.970678410305055e-7+0.j,0.-2.1689454557306284e-7j,-9.323932187252388e-8+0.j,0.+3.950526853622594e-8j,1.6504170518299068e-8+0.j,0.-6.8011565903546045e-9j,-2.765546149458003e-9+0.j,0.+1.1100397750017128e-9j,4.3994509416927046e-10+0.j,0.-1.7222511565260876e-10j,-6.661342654898726e-11+0.j,0.+2.5463463795952393e-11j,9.622348374555974e-12+0.j,0.-3.5955452080338108e-12j,-1.3288494224839381e-12+0.j,0.+4.858663000511219e-13j,1.7578673213228994e-13+0.j,0.-6.29474275811114e-14j,-2.2314282084147626e-14+0.j,0.+7.832272067120498e-15j,2.7225510217602053e-15+0.j,0.-9.37406642764861e-16j,-3.1975775124924137e-16+0.j,0.+1.0807610148358627e-16j,3.620141875472789e-17+0.j,0.-1.2019270172128574e-17j,-3.955979522379512e-18+0.j,0.+1.2909753896297843e-18j,4.1776521149614263e-19+0.j,0.-1.3407792769081669e-19j,-4.2682650300995803e-20+0.j,0.+1.3479414792719504e-20j,4.2234852806137335e-21+0.j,0.-1.3131194700527515e-21j,-4.0515593694441147e-22+0.j,0.+1.2407227342348673e-22j,3.7714661822963783e-23+0.j,0.-1.1380873776602775e-23j,-3.409702757835478e-24+0.j,0.+1.0143253527353193e-24j,2.996408129211352e-25+0.j,0.-8.790821683723562e-26j,-2.561554173507384e-26+0.j,0.+7.414175254275625e-27j,2.1317976817260922e-27+0.j,0.-6.0896251071801e-28j,-1.7283559537666175e-28+0.j,0.+4.874269957347155e-29j,1.3660120148641195e-29+0.j,0.-3.8045381554935306e-30j,-1.0531371959330852e-30+0.j,0.+2.897582699504821e-31j,7.924760228898147e-32+0.j,0.-2.1545997366186747e-32j,-5.823811517525882e-33+0.j,0.+1.5650838818561253e-33j,4.182021073732645e-34+0.j,0.-1.1111716381221613e-34j,-2.935957923796787e-35+0.j,0.+7.714700406466604e-36j,2.0161140018320238e-36+0.j,0.-5.240389233414511e-37j,-1.3548448132824698e-37+0.j,0.+3.484317198628157e-38j,8.91398712078369e-39+0.j,0.-2.2686947670803087e-39j,-5.744509680629494e-40+0.j,0.+1.4471891656471911e-40j
0.-0.10832122937756453j,-0.22830713803682118+0.j,0.+0.3280691901632415j,0.36393454810841325+0.j,0.-0.3171969398606827j,-0.19983986977764523+0.j,0.+0.04513129396944984j,-0.10823180010124993+0.j,0.+0.22972927664243525j,0.3037537305556347+0.j,0.-0.3293991290882057j,-0.31593223774233575+0.j,0.+0.2770757740232576j,0.22632163141287828+0.j,0.-0.17419139048235294j,-0.1273475906344519+0.j,0.+0.08895836298957355j,0.05964774871307995+0.j,0.-0.038529340778033126j,-0.02404769713628101+0.j,0.+0.014538625800789375j,0.008532262246754452+0.j,0.-0.004869602373255651j,-0.0027071262630703665+0.j,0.+0.001467996228901328j,0.0007774834759807759+0.j,0.-0.00040262361325452036j,-0.0002040767459481421+0.j,0.+0.00010133922610871006j,0.00004934234987666122+0.j,0.-0.000023575345179749554j,-0.000011061226584199912+0.j,0.+5.099679791740804e-6j,2.311763351832474e-6+0.j,0.-1.0309853409777781e-6j,-4.525862440101587e-7+0.j,0.+1.9566179074685595e-7j,8.334297861278623e-8+0.j,0.-3.499294874893842e-8j,-1.448837308185926e-8+0.j,0.+5.91772915244258e-9j,2.385318751118518e-9+0.j,0.-9.491712178401185e-10j,-3.729860111671154e-10+0.j,0.+1.447858600439331e-10j,5.55359799249038e-11+0.j,0.-2.1055242535004668e-11j,-7.89224645109377e-12+0.j,0.+2.9255484764284485e-12j,1.0727213231359174e-12+0.j,0.-3.8917191860831805e-13j,-1.397232538202094e-13+0.j,0.+4.965489371250423e-14j,1.7470740622006117e-14+0.j,0.-6.086990048494172e-15j,-2.100480339261075e-15+0.j,0.+7.180239870672291e-16j,2.4318687546621747e-16+0.j,0.-8.161986440435055e-17j,-2.7150459873482228e-17+0.j,0.+8.952670277506046e-18j,2.9267670831391097e-18+0.j,0.-9.487411202880186e-19j,-3.0499515173580237e-19+0.j,0.+9.724861071988121e-20j,3.0759324536851054e-20+0.j,0.-9.652257677404176e-21j,-3.005341202847383e-21+0.j,0.+9.285895393775105e-22j,2.8475388988207655e-22+0.j,0.-8.667236421825809e-23j,-2.6188129510692915e-23+0.j,0.+7.855747889081433e-24j,2.3397790059515313e-24+0.j,0.-6.920064336964971e-25j,-2.032525174173075e-25+0.j,0.+5.9291657021367e-26j,1.718000609071546e-26+0.j,0.-4.944976680986346e-27j,-1.4140165450075437e-27+0.j,0.+4.017271152130774e-28j,1.1340451842530226e-28+0.j,0.-3.181173479833998e-29j,-8.868220201009158e-30+0.j,0.+2.4570341299807395e-30j,6.766189862339245e-31+0.j,0.-1.8521122906301965e-31j,-5.039781404727738e-32+0.j,0.+1.363351098295531e-32j,3.666781365737164e-33+0.j,0.-9.80556422904772e-34j,-2.607346495528814e-34+0.j,0.+6.894315844261998e-35j,1.8129128545761487e-35+0.j,0.-4.7411366346979414e-36j,-1.2332004963408721e-36+0.j,0.+3.1904791738905337e-37j,8.210581714996921e-38+0.j,0.-2.1018997320492934e-38j,-5.3529584364287285e-39+0.j
-0.19199438014508394+0.j,0.+0.3280691901632415j,0.35318036143147036+0.j,0.-0.24325613315829395j,-0.04753576380047076+0.j,0.-0.147325451645761j,-0.26613967204032923+0.j,0.+0.2762687906076256j,0.19072094084812302+0.j,0.-0.05106008139741296j,0.09536923510424047+0.j,0.-0.21253412176211608j,-0.2827687531042381+0.j,0.+0.30526274210323395j,0.29004455217786707+0.j,0.-0.2513250420283037j,-0.2025187865704373+0.j,0.+0.15363308571385167j,0.11065176770436504+0.j,0.-0.07613197051402466j,-0.05027645214507292+0.j,0.+0.03198749088685332j,0.019667167006543827+0.j,0.-0.011715368721148303j,-0.006775804891252983+0.j,0.+0.0038120968600445174j,0.002089624764696195+0.j,0.-0.0011176170020678177j,-0.0005839661623814881+0.j,0.+0.00029843123833227535j,0.0001493158879847745+0.j,0.-0.00007321071313404353j,-0.00003520595925154345+0.j,0.+0.00001661750338438648j,7.704270543194065e-6+0.j,0.-3.5107328826308627e-6j,-1.5733593187836648e-6+0.j,0.+6.93851599780074e-7j,3.0126023466221257e-7+0.j,0.-1.288447050168477e-7j,-5.4305072363967945e-8+0.j,0.+2.2565790903218483e-8j,9.248541553368782e-9+0.j,0.-3.740025388750132e-9j,-1.4928332097803696e-9+0.j,0.+5.883446746060867e-10j,2.2902175748899635e-10+0.j,0.-8.808043251542097e-11j,-3.3478553795886375e-11+0.j,0.+1.2579377124466864e-11j,4.673817349878045e-12+0.j,0.-1.7175688376335986e-12j,-6.244405901548851e-13+0.j,0.+2.2464812868333867e-13j,7.999172225763821e-14+0.j,0.-2.8197440641846953e-14j,-9.84203284201101e-15+0.j,0.+3.4021616344664296e-15j,1.1649339603437884e-15+0.j,0.-3.951863982163891e-16j,-1.3284099828419654e-16+0.j,0.+4.425517805423508e-17j,1.461394961163909e-17+0.j,0.-4.784206500091132e-18j,-1.5529444456055741e-18+0.j,0.+4.9988289711262505e-19j,1.59590685476886e-19+0.j,0.-5.0539651720394686e-20j,-1.5878117876419313e-20+0.j,0.+4.9495154488647914e-21j,1.5310039653646162e-21+0.j,0.-4.69992958554151e-22j,-1.4320482646641226e-22+0.j,0.+4.3313531141002555e-23j,1.3005770598323833e-23+0.j,0.-3.877400945996292e-24j,-1.1478409386918479e-24+0.j,0.+3.374442888285241e-25j,9.852436068814016e-26+0.j,0.-2.857241745679583e-26j,-8.23098309039885e-27+0.j,0.+2.3555714307901627e-27j,6.6975838871612144e-28+0.j,0.-1.8921425485915989e-28j,-5.311765597363107e-29+0.j,0.+1.481862688208941e-29j,4.108609050420825e-30+0.j,0.-1.1322241529078773e-30j,-3.1013650985474667e-31+0.j,0.+8.444766102245351e-32j,2.2859526169445948e-32+0.j,0.-6.152074550010232e-33j,-1.6461898646269474e-33+0.j,0.+4.37996617097782e-34j,1.1588359763017353e-34+0.j,0.-3.0490238287820324e-35j,-7.978365952526554e-36+0.j,0.+2.076382864421636e-36j,5.374855173068988e-37+0.j,0.-1.3839388263720742e-37j
0.+0.2778547486822393j,0.36393454810841325+0.j,0.-0.24325613315829395j,0.0011394751668012727+0.j,0.-0.2120941112771247j,-0.27457817046129646+0.j,0.+0.17680834935203965j,-0.00671817722723081+0.j,0.+0.17513322175985876j,0.2564440817022565+0.j,0.-0.23124112423342474j,-0.12496173241743902+0.j,0.-0.01584459453202452j,-0.14685309273693206+0.j,0.+0.2396896884846134j,0.2848411037460151+0.j,0.-0.28732462660856706j,-0.2597529527809715+0.j,0.+0.21618715174827294j,0.16828912996078202+0.j,0.-0.12381169491602001j,-0.08672661210670583+0.j,0.+0.05816016137182927j,0.03750140858237923+0.j,0.-0.023330104827393568j,-0.014043187748854767+0.j,0.+0.008198399086483744j,0.004651456164464709+0.j,0.-0.002569259044525951j,-0.0013837341466567052+0.j,0.+0.0007276321103320084j,0.0003740326978557701+0.j,0.-0.000188155035280219j,-0.00009271606462877473+0.j,0.+0.00004479321283693042j,0.000021234352211332647+0.j,0.-9.884565895153188e-6j,-4.5213125610200615e-6+0.j,0.+2.033451374549466e-6j,8.99744842946156e-7+0.j,0.-3.9188390536928484e-7j,-1.681001932965941e-7+0.j,0.+7.104894567971999e-8j,2.9601839082512425e-8+0.j,0.-1.2162774796658503e-8j,-4.930264270829453e-9+0.j,0.+1.9723874722592186e-9j,7.790240083259372e-10+0.j,0.-3.03871483006688e-10j,-1.1709705818528761e-10+0.j,0.+4.4591131865742814e-11j,1.6784972676987852e-11+0.j,0.-6.247117313222403e-12j,-2.2995207456094185e-12+0.j,0.+8.373370698773226e-13j,3.0169668540823443e-13+0.j,0.-1.0758345281527331e-13j,-3.7976809703515e-14+0.j,0.+1.3273302707998854e-14j,4.594231359582846e-15+0.j,0.-1.5750794743598428e-15j,-5.349670339562744e-16+0.j,0.+1.8003737523264037e-16j,6.004581464654288e-17+0.j,0.-1.9849878187291855e-17j,-6.5051312213923005e-18+0.j,0.+2.113698578229444e-18j,6.810550444513842e-19+0.j,0.-2.1763801834565093e-19j,-6.89858270660985e-20+0.j,0.+2.1692758246718824e-20j,6.767914096673365e-21+0.j,0.-2.09523947813763e-21j,-6.437291833311722e-22+0.j,0.+1.9629704252220371e-22j,5.941746861372232e-23+0.j,0.-1.785466516774779e-23j,-5.326873740425454e-24+0.j,0.+1.5780503114901347e-24j,4.642376768928405e-25+0.j,0.-1.3563542991381673e-25j,-3.9360453841391927e-26+0.j,0.+1.134595539922626e-26j,3.249038358856737e-27+0.j,0.-9.243557207280153e-28j,-2.6129476087221114e-28+0.j,0.+7.339480814355357e-29j,2.048697922962944e-29+0.j,0.-5.6833246653563205e-30j,-1.5670112421793282e-30+0.j,0.+4.294565250758413e-31j,1.169971553307058e-31+0.j,0.-3.1686276073140097e-32j,-8.531727459473613e-33+0.j,0.+2.2840309516150207e-33j,6.079878812120316e-34+0.j,0.-1.609325228013445e-34j,-4.236196273202502e-35+0.j,0.+1.1089666177219812e-35j,2.8873352515774898e-36+0.j
0.3482392846436959+0.j,0.-0.3171969398606827j,-0.04753576380047076+0.j,0.-0.2120941112771247j,-0.26468107293818594+0.j,0.+0.1070042776158402j,-0.1146918022302289+0.j,0.+0.24231544754854215j,0.2099960053960657+0.j,0.-0.058705160388541525j,0.11565592519423891+0.j,0.-0.22685371672890156j,-0.23629832387584931+0.j,0.+0.15548880822362574j,0.02566949554164408+0.j,0.+0.1071617036658438j,0.20957419096461563+0.j,0.-0.2667828442443003j,-0.28006880944188245+0.j,0.+0.26024982794493345j,0.2211309868633628+0.j,0.-0.17499254290190772j,-0.13049898163482962+0.j,0.+0.0924621221084454j,0.0626193654572343+0.j,0.-0.04072473632986839j,-0.02552807470378425+0.j,0.+0.015470329867747178j,0.009086507562561914+0.j,0.-0.005183688125205595j,-0.0028775604179263788+0.j,0.+0.0015568615985377858j,0.0008221068624334576+0.j,0.-0.0004242318391588973j,-0.00021417148946057134+0.j,0.+0.00010588679661912067j,0.00005131459045637594+0.j,0.-0.000024396108575702182j,-0.000011387067876209357+0.j,0.+5.221786950309807e-6j,2.354089377914594e-6+0.j,0.-1.0439583176208705e-6j,-4.556602339919811e-7+0.j,0.+1.9584914334296794e-7j,8.293441573953483e-8+0.j,0.-3.461601694919244e-8j,-1.4247318491142405e-8+0.j,0.+5.784641821040563e-9j,2.3177718998936938e-9+0.j,0.-9.167907920617234e-10j,-3.581139235328327e-10+0.j,0.+1.381853448329363e-10j,5.268947919801106e-11+0.j,0.-1.985782840622067e-11j,-7.399532332155425e-12+0.j,0.+2.7268082344032773e-12j,9.94009769168347e-13+0.j,0.-3.585217558734876e-13j,-1.2797576506046653e-13+0.j,0.+4.521907121479638e-14j,1.5819312171677435e-14+0.j,0.-5.480400230417998e-15j,-1.8805239312299944e-15+0.j,0.+6.392449139604402e-16j,2.1530512563004716e-16+0.j,0.-7.186444418427668e-17j,-2.3774839624774853e-17+0.j,0.+7.797108342605484e-18j,2.5352930799228485e-18+0.j,0.-8.174576659977487e-19j,-2.6140057893001016e-19+0.j,0.+8.291089257258261e-20j,2.6087834454463172e-20+0.j,0.-8.144072088200922e-21j,-2.5227620509449686e-21+0.j,0.+7.755223741428346e-22j,2.3661723689644125e-22+0.j,0.-7.166077933132878e-23j,-2.1545044755494231e-23+0.j,0.+6.4311733408905396e-24j,1.906140204666046e-24+0.j,0.-5.610284213616257e-25j,-1.6399198806963375e-25+0.j,0.+4.7611220820459797e-26j,1.3730456122578946e-26+0.j,0.-3.933584912994884e-27j,-1.119587212948463e-27+0.j,0.+3.1661397734243694e-28j,8.896945909978574e-29+0.j,0.-2.4844231487005972e-29j,-6.894743032324713e-30+0.j,0.+1.9017428840689954e-30j,5.213857879115631e-31+0.j,0.-1.420927555422075e-31j,-3.8496475072531283e-32+0.j,0.+1.0368990174445297e-32j,2.776821151549918e-33+0.j,0.-7.394079196008949e-34j,-1.95782182387286e-34+0.j,0.+5.155165455022923e-35j
0.-0.3903756263265229j,-0.19983986977764523+0.j,0.-0.147325451645761j,-0.27457817046129646+0.j,0.+0.1070042776158402j,-0.14472946570742806+0.j,0.+0.24578662201813764j,0.13593002052911884+0.j,0.+0.07110233745386307j,0.2159308241744075+0.j,0.-0.21267172297038006j,-0.08275715844471068+0.j,0.-0.08655026081177836j,-0.206716917647285+0.j,0.+0.23140708142020466j,0.16458895203904872+0.j,0.-0.04323561672286246j,0.08737261440489998+0.j,0.-0.19222821370020535j,-0.25421501766502+0.j,0.+0.27261220808135367j,0.2570173338633194+0.j,0.-0.22077832555621327j,-0.17623925758989833+0.j,0.+0.13237816130152946j,0.09436879998647102+0.j,0.-0.06424976021666393j,-0.04197967230839656+0.j,0.+0.026423523292205885j,0.016072302759035484+0.j,0.-0.009471650719051726j,-0.005419828541075636+0.j,0.+0.0030170025738480246j,0.001636467624054491+0.j,0.-0.0008661754270374245j,-0.0004479455860364198+0.j,0.+0.0002266005244358485j,0.00011224278289582598+0.j,0.-0.00005449054690841714j,-0.000025948735845537748+0.j,0.+0.000012130513792736503j,5.57081065587806e-6+0.j,0.-2.5148843357550438e-6j,-1.1167115656733067e-6+0.j,0.+4.880131138721997e-7j,2.0999875302922243e-7+0.j,0.-8.902435895794509e-8j,-3.7196878022887935e-8+0.j,0.+1.5324838921228538e-8j,6.228052866945398e-9+0.j,0.-2.497701961610612e-9j,-9.88818624444844e-10+0.j,0.+3.865695332119647e-10j,1.4928392507454987e-10+0.j,0.-5.696462062148573e-11j,-2.1484725129336336e-11+0.j,0.+8.011362593956279e-12j,2.954260997604463e-12+0.j,0.-1.0776204924568324e-12j,-3.8892069020963413e-13+0.j,0.+1.3891003647586127e-13j,4.911096294614339e-14+0.j,0.-1.7190416613758657e-14j,-5.958605341135758e-15+0.j,0.+2.0456754634180804e-15j,6.957337546445273e-16+0.j,0.-2.344449384042228e-16j,-7.828965798583318e-17+0.j,0.+2.5912255712399554e-17j,8.50182717590302e-18+0.j,0.-2.7656169245826814e-18j,-8.920898923172963e-19+0.j,0.+2.8538029944585446e-19j,9.055198498286923e-20+0.j,0.-2.8502859061175013e-20j,-8.901256190715731e-21+0.j,0.+2.7582953293366656e-21j,8.482214810285475e-22+0.j,0.-2.5888544266617012e-22j,-7.843052507614715e-23+0.j,0.+2.3587913542686112e-23j,7.043154455325467e-24+0.j,0.-2.0881572124578558e-24j,-6.1478206224263375e-25+0.j,0.+1.797561170689496e-25j,5.220257910404329e-26+0.j,0.-1.505865527241707e-26j,-4.3152448259647266e-27+0.j,0.+1.2285355562079838e-27j,3.4751221930144475e-28+0.j,0.-9.76761525198816e-29j,-2.7282128607839553e-29+0.j,0.+7.57309561146335e-30j,2.089332157480194e-30+0.j,0.-5.7294502575701655e-31j,-1.5617862475355695e-31+0.j,0.+4.2321826903955475e-32j,1.1401753489347717e-32+0.j,0.-3.0540269217460405e-33j,-8.133864007035755e-34+0.j
-0.3994818045512689+0.j,0.+0.04513129396944984j,-0.26613967204032923+0.j,0.+0.17680834935203965j,-0.1146918022302289+0.j,0.+0.24578662201813764j,0.1067905490596808+0.j,0.+0.12637907365369422j,0.2297193888008385+0.j,0.-0.13388555630599577j,0.0611328411795206+0.j,0.-0.203271263655013j,-0.2056054893243962+0.j,0.+0.08414040841151926j,-0.07896026069030218+0.j,0.+0.19745845153545694j,0.22452847186967845+0.j,0.-0.16218711729792412j,-0.04537845776085337+0.j,0.-0.08192759618317814j,-0.1851596453304361+0.j,0.+0.2469980388986399j,0.2662223681306307+0.j,0.-0.2519093411229222j,-0.21701240717109396+0.j,0.+0.17364567680747864j,0.13069582673338667+0.j,0.-0.09333540355241383j,-0.06364655984199+0.j,0.+0.041644485134097735j,0.026246168375014773+0.j,0.-0.015983093614228946j,-0.009429178556844567+0.j,0.+0.005400857183517682j,0.003009191689349932+0.j,0.-0.0016336177250173137j,-0.0008653517496313316+0.j,0.+0.00044785092462069947j,0.0002267098438238501+0.j,0.-0.00011237014656799332j,-0.00005458586911138176+0.j,0.+0.000026009186429071136j,0.000012165431288307593+0.j,0.-5.589743203726388e-6j,-2.524672362223481e-6+0.j,0.+1.121581621520443e-6j,4.903592135190465e-7+0.j,0.-2.1109764242984537e-7j,-8.952634179274188e-8+0.j,0.+3.7421042201331025e-8j,1.5422874870484442e-8+0.j,0.-6.270105485196792e-9j,-2.5154162826084545e-9+0.j,0.+9.961541505859774e-10j,3.895583575336386e-10+0.j,0.-1.5048306075793051e-10j,-5.743867815089727e-11+0.j,0.+2.166950369742996e-11j,8.082412884509442e-12+0.j,0.-2.9812251658932074e-12j,-1.0877248598996116e-12+0.j,0.+3.926610192528421e-13j,1.4027824595463864e-13+0.j,0.-4.9605716297989226e-14j,-1.7367329215033487e-14+0.j,0.+6.021179308014515e-15j,2.067574051129143e-15+0.j,0.-7.033185018127435e-16j,-2.3704555914989503e-16+0.j,0.+7.917258760886118e-17j,2.6209138501184654e-17+0.j,0.-8.600715612808715e-18j,-2.7982527544796995e-18+0.j,0.+9.027636012513432e-19j,2.88840383207546e-19+0.j,0.-9.16639314325728e-20j,-2.8857165684302194e-20+0.j,0.+9.013210772729467e-21j,2.7933816550196473e-21+0.j,0.-8.591291229856628e-22j,-2.6224964329489814e-22+0.j,0.+7.946008035237506e-23j,2.3900586823122125e-23+0.j,0.-7.137399753750957e-24j,-2.1163546089328102e-24+0.j,0.+6.2315715201253245e-25j,1.8222585063814384e-25+0.j,0.-5.292574563533604e-26j,-1.5268936245606348e-26+0.j,0.+4.375971499462926e-27j,1.245954422355035e-27+0.j,0.-3.5247543163066987e-28j,-9.908106369090474e-29+0.j,0.+2.767723783913303e-29j,7.683504976747446e-30+0.j,0.-2.1199907431881215e-30j,-5.814054432143196e-31+0.j,0.+1.5849900925544678e-31j,4.2954370808349813e-32+0.j,0.-1.1573155972808288e-32j
0.+0.37847562705578136j,-0.10823180010124993+0.j,0.+0.2762687906076256j,-0.00671817722723081+0.j,0.+0.24231544754854215j,0.13593002052911884+0.j,0.+0.12637907365369422j,0.2265241604604274+0.j,0.-0.0825350116481137j,0.13363192675087113+0.j,0.-0.2179421057161865j,-0.11594846388390644+0.j,0.-0.07135053812090503j,-0.20047704608307843+0.j,0.+0.1938007553972884j,0.07148939593335712+0.j,0.+0.08580715396196906j,0.19624361114590796+0.j,0.-0.21708568567661574j,-0.1523809660312975+0.j,0.+0.03694037806944014j,-0.08669591179522591+0.j,0.+0.18565727509837512j,0.24390597313161536+0.j,0.-0.26084434154366687j,-0.24560013251621335+0.j,0.+0.21083494790057405j,0.1682540128726741+0.j,0.-0.12637101028880315j,-0.09009160053700487+0.j,0.+0.06134622351240242j,0.04009024057785045+0.j,0.-0.025239932859632164j,-0.01535615438678148+0.j,0.+0.009051951842773756j,0.005181040893768627+0.j,0.-0.0028848483056804694j,-0.0015652013061066106+0.j,0.+0.0008286724444355297j,0.00042866173005090205+0.j,0.-0.0002169004785195825j,-0.0001074646503003192+0.j,0.+0.00005218350583655283j,0.00002485594891601843+0.j,0.-0.000011622311782091479j,-5.338607904930771e-6+0.j,0.+2.4105774281035376e-6j,1.0706184163803759e-6+0.j,0.-4.6796465841147614e-7j,-2.014111257821708e-7+0.j,0.+8.54000569989047e-8j,3.568911898897618e-8+0.j,0.-1.4706280185789642e-8j,-5.9777042266915275e-9+0.j,0.+2.397704614992127e-9j,9.49385150570666e-10+0.j,0.-3.712120231862908e-10j,-1.4337519855645449e-10+0.j,0.+5.471807505388678e-11j,2.0640401022621465e-11+0.j,0.-7.697605161748686e-12j,-2.838946914583487e-12+0.j,0.+1.0356946733161701e-12j,3.738374669806488e-13+0.j,0.-1.3353949422272813e-13j,-4.721797763403518e-14+0.j,0.+1.652976686817093e-14j,5.730268330338968e-15+0.j,0.-1.9675045875021375e-15j,-6.692208916811465e-16+0.j,0.+2.255347365339234e-16j,7.53220186139085e-17+0.j,0.-2.4932544583717154e-17j,-8.181188139600895e-18+0.j,0.+2.66156937591167e-18j,8.586081704553274e-19+0.j,0.-2.746945403731201e-19j,-8.716912707109061e-20+0.j,0.+2.744042965815892e-20j,8.570193950397588e-21+0.j,0.-2.655926912518563e-21j,-8.168076479829314e-22+0.j,0.+2.49317364496187e-22j,7.553767426618902e-23+0.j,0.-2.2719608876376337e-23j,-6.784387479130426e-24+0.j,0.+2.011583325563597e-24j,5.922795559638095e-25+0.j,0.-1.731885962311496e-25j,-5.0298726868831386e-26+0.j,0.+1.4510421292555654e-26j,4.15841153988395e-27+0.j,0.-1.1839609276907542e-27j,-3.3492438409677333e-28+0.j,0.+9.414380138402549e-29j,2.6297072527517693e-29+0.j,0.-7.300087093288111e-30j,-2.0141278641805066e-30+0.j,0.+5.523533119244707e-31j,1.5057386216802923e-31+0.j
0.33541529132444997+0.j,0.+0.22972927664243525j,0.19072094084812302+0.j,0.+0.17513322175985876j,0.2099960053960657+0.j,0.+0.07110233745386307j,0.2297193888008385+0.j,0.-0.0825350116481137j,0.1533794108453121+0.j,0.-0.2059698112192902j,-0.04374112618594581+0.j,0.-0.1528031211862716j,-0.2052400545158365+0.j,0.+0.08671370962809709j,-0.09345475615016971+0.j,0.+0.2020167859210956j,0.17714588353238075+0.j,0.-0.04883202539912812j,0.10197823694187214+0.j,0.-0.19950739513382473j,-0.20819790467628088+0.j,0.+0.13668250425190465j,0.020765570957113462+0.j,0.+0.09864118520326581j,0.19129025890549503+0.j,0.-0.24345455651853312j,-0.2559143278680601+0.j,0.+0.23821729520377116j,0.20278104314509474+0.j,0.-0.16076163322655315j,-0.12009495920496072+0.j,0.+0.08523111109641594j,0.05781217305887442+0.j,0.-0.03765350848154601j,-0.023635439819028256+0.j,0.+0.01434193773047091j,0.008434017204424991+0.j,0.-0.004816977326659527j,-0.0026768853271687664+0.j,0.+0.0014497676493602056j,0.0007662937235388325+0.j,0.-0.00039579127577977233j,-0.00019998601932971134+0.j,0.+0.00009895447003436233j,0.000047992361623232583+0.j,0.-0.000022833514611230053j,-0.000010665213417862616+0.j,0.+4.894042953998074e-6j,2.207745948913984e-6+0.j,0.-9.796574788604839e-7j,-4.27843984507804e-7+0.j,0.+1.8399591615549269e-7j,7.79566555999621e-8+0.j,0.-3.25550029475676e-8j,-1.3405620760784923e-8+0.j,0.+5.4454638556946066e-9j,2.182858916828132e-9+0.j,0.-8.638019935108701e-10j,-3.375569053193686e-10+0.j,0.+1.303055304144598e-10j,4.9704241224366175e-11+0.j,0.-1.873975579918485e-11j,-6.98543322345136e-12+0.j,0.+2.5751061396605975e-12j,9.390257364629472e-13+0.j,0.-3.3880028083760916e-13j,-1.209741908107421e-13+0.j,0.+4.275815324235649e-14j,1.4962803947984784e-14+0.j,0.-5.185154823177687e-15j,-1.7797071377101407e-15+0.j,0.+6.05136739268969e-16j,2.0387016351158453e-16+0.j,0.-6.806488139942794e-17j,-2.252335788954922e-17+0.j,0.+7.388436928430589e-18j,2.4029664165556586e-18+0.j,0.-7.749657721128568e-19j,-2.4786706443150074e-19+0.j,0.+7.86350764618723e-20j,2.474757893074327e-20+0.j,0.-7.727230755241856e-21j,-2.394108662660473e-21+0.j,0.+7.361138637932184e-22j,2.246353108179793e-22+0.j,0.-6.80443575593586e-23j,-2.046138260381485e-23+0.j,0.+6.108757528794376e-24j,1.8108846609688802e-24+0.j,0.-5.3307993159625e-25j,-1.5584753264147892e-25+0.j,0.+4.5253775123690727e-26j,1.3052601581760905e-26+0.j,0.-3.7399495563174635e-27j,-1.0646301756587807e-27+0.j,0.+3.0111551326165294e-28j,8.462619767574655e-29+0.j,0.-2.3634637528602862e-29j,-6.559937147241248e-30+0.j,0.+1.8096323985082255e-30j
